Data file,,DELRINNC010_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:24:38 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,10:30:16,4,3600,337.4,0.01,0,7,11.1,0.001,10,0.3,0.01
,10:30:17,4,3600,338.4,0.2,0,7,11.1,0.028,10,0.3,0.21
,10:30:18,4,3600,339.4,0.58,4,7,11.1,0.084,10,0.4,0.58
,10:30:19,4,3600,340.4,0.99,11.8,7,11,0.133,10,0.4,0.96
,10:30:20,4,3600,341.4,1.2,13.3,8,11,0.157,10,0.4,1.13
,10:30:21,4,3600,342.4,1.21,13.3,8,11,0.152,10,0.4,1.13
,10:30:22,4,3600,343.4,1.18,13.3,8,11,0.148,10,0.3,1.1
,10:30:23,4,3600,344.4,1.14,13.3,8,11,0.143,10,0.3,1.06
,10:30:24,4,3600,345.4,1.11,13.3,8,11,0.14,10,0.3,1.04
,10:30:25,4,3600,346.4,1.09,13.3,8,10.9,0.142,10,0.3,1.02
,10:30:26,4,3600,347.4,1.08,13.3,8,10.9,0.14,10,0.3,1
,10:30:27,4,3600,348.4,1.06,13.3,7,10.9,0.143,10,0.3,0.99
,10:30:28,4,3600,349.4,1.05,13.3,7,10.9,0.142,10,0.3,0.99
,10:30:29,4,3600,350.4,1.05,13.3,7,10.9,0.146,10,0.3,0.98
,10:30:30,4,3600,351.4,1.04,13.3,7,10.9,0.144,10,0.3,0.97
,10:30:31,4,3600,352.4,1.03,13.3,7,10.9,0.143,10,0.3,0.96
,10:30:32,4,3600,353.4,1.02,13.3,7,10.9,0.142,10,0.3,0.96
,10:30:33,4,3600,354.4,1.02,13.3,7,10.8,0.142,10,0.3,0.96
,10:30:34,4,3600,355.4,1.02,13.3,7,10.8,0.142,10,0.3,0.95
,10:30:35,4,3600,356.4,1.02,13.3,7,10.8,0.147,10,0.3,0.95
,10:30:36,4,3600,357.4,1.01,13.3,7,10.8,0.146,10,0.3,0.95
,10:30:37,4,3600,358.4,1,13.3,7,10.8,0.145,10,0.3,0.94
,10:30:38,4,3600,359.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:30:39,4,3600,360.4,0.98,13.3,7,10.8,0.142,10,0.3,0.92
,10:30:40,4,3600,361.4,0.98,13.3,7,10.7,0.142,10,0.3,0.92
,10:30:41,4,3600,362.4,0.99,13.3,7,10.7,0.148,10,0.3,0.92
,10:30:42,4,3600,363.4,0.99,13.3,7,10.7,0.149,10,0.3,0.93
,10:30:43,4,3600,364.4,1,13.3,7,10.7,0.149,10,0.3,0.93
,10:30:44,4,3600,365.4,1,13.3,7,10.7,0.15,10,0.3,0.93
,10:30:45,4,3600,366.4,1,13.3,7,10.7,0.15,10,0.3,0.94
,10:30:46,4,3600,367.4,1,13.3,7,10.6,0.15,10,0.3,0.94
,10:30:47,4,3600,368.4,1,13.3,7,10.6,0.15,10,0.3,0.94
,10:30:48,4,3600,369.4,1,13.3,7,10.6,0.15,10,0.3,0.93
,10:30:49,4,3600,370.4,1,13.3,7,10.6,0.149,10,0.3,0.93
,10:30:50,4,3600,371.4,1,13.3,7,10.6,0.149,10,0.3,0.93
,10:30:51,4,3600,372.4,1,13.3,7,10.6,0.15,10,0.3,0.93
,10:30:52,4,3600,373.4,1,13.3,7,10.6,0.15,10,0.3,0.94
,10:30:53,4,3600,374.4,1,13.3,7,10.5,0.15,10,0.3,0.94
,10:30:54,4,3600,375.4,1.01,13.3,7,10.5,0.151,10,0.3,0.94
,10:30:55,4,3600,376.4,1.01,13.3,7,10.5,0.151,10,0.3,0.94
,10:30:56,4,3600,377.4,1.01,13.3,7,10.5,0.152,10,0.3,0.95
,10:30:57,4,3600,378.4,1.01,13.3,7,10.5,0.152,10,0.3,0.95
,10:30:58,4,3600,379.4,1.01,13.3,7,10.5,0.152,10,0.3,0.95
,10:30:59,4,3600,380.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:00,4,3600,381.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:01,4,3600,382.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:02,4,3600,383.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:03,4,3600,384.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:04,4,3600,385.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:05,4,3600,386.4,1.02,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:06,4,3600,387.4,1.02,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:07,4,3600,388.4,1.02,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:08,4,3600,389.4,1.02,13.3,7,10.4,0.153,10,0.3,0.95
,10:31:09,4,3600,390.4,1.02,13.3,7,10.4,0.147,10,0.3,0.96
,10:31:10,4,3600,391.4,1.03,13.3,7,10.4,0.148,10,0.3,0.96
,10:31:11,4,3600,392.4,1.02,13.3,7,10.4,0.148,10,0.3,0.96
,10:31:12,4,3600,393.4,1.02,13.3,7,10.4,0.147,10,0.3,0.95
,10:31:13,4,3600,394.4,1.01,13.3,7,10.4,0.146,10,0.3,0.95
,10:31:14,4,3600,395.4,1.01,13.3,7,10.4,0.141,10,0.3,0.95
,10:31:15,4,3600,396.4,1.01,13.3,7,10.4,0.136,10,0.3,0.94
,10:31:16,4,3600,397.4,1.01,13.3,7,10.4,0.136,10,0.3,0.94
,10:31:17,4,3600,398.4,1.01,13.3,7,10.4,0.14,10,0.3,0.94
,10:31:18,4,3600,399.4,1.01,13.3,7,10.4,0.146,10,0.3,0.95
,10:31:19,4,3600,400.4,1.01,13.3,7,10.4,0.146,10,0.3,0.94
,10:31:20,4,3600,401.4,1,13.3,7,10.4,0.15,10,0.3,0.94
,10:31:21,4,3600,402.4,1,13.3,7,10.4,0.15,10,0.3,0.93
,10:31:22,4,3600,403.4,1,13.3,7,10.4,0.15,10,0.3,0.94
,10:31:23,4,3600,404.4,1.01,13.3,7,10.4,0.151,10,0.3,0.94
,10:31:24,4,3600,405.4,1.01,13.3,7,10.4,0.151,10,0.3,0.94
,10:31:25,4,3600,406.4,1.01,13.3,7,10.4,0.151,10,0.3,0.94
,10:31:26,4,3600,407.4,1.01,13.3,7,10.4,0.152,10,0.3,0.95
,10:31:27,4,3600,408.4,1.01,13.3,7,10.4,0.146,10,0.3,0.95
,10:31:28,4,3600,409.4,1.01,13.3,7,10.4,0.146,10,0.3,0.94
,10:31:29,4,3600,410.4,1.01,13.3,7,10.4,0.146,10,0.3,0.94
,10:31:30,4,3600,411.4,1.01,13.3,7,10.4,0.151,10,0.3,0.94
,10:31:31,4,3600,412.4,1.01,13.3,7,10.3,0.151,10,0.3,0.94
,10:31:32,4,3600,413.4,1.01,13.3,7,10.3,0.151,10,0.3,0.94
,10:31:33,4,3600,414.4,1.01,13.3,7,10.3,0.151,10,0.3,0.94
,10:31:34,4,3600,415.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:35,4,3600,416.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:36,4,3600,417.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:37,4,3600,418.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:38,4,3600,419.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:39,4,3600,420.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:40,4,3600,421.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:41,4,3600,422.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:42,4,3600,423.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:43,4,3600,424.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:44,4,3600,425.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:45,4,3600,426.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:46,4,3600,427.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:47,4,3600,428.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:48,4,3600,429.4,1.02,13.3,7,10.3,0.147,10,0.3,0.95
,10:31:49,4,3600,430.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:50,4,3600,431.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:51,4,3600,432.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:52,4,3600,433.4,1.01,13.3,7,10.3,0.146,10,0.3,0.95
,10:31:53,4,3600,434.4,1.01,13.3,7,10.3,0.151,10,0.3,0.94
,10:31:54,4,3600,435.4,1.01,13.3,7,10.3,0.146,10,0.3,0.94
,10:31:55,4,3600,436.4,1.01,13.3,7,10.3,0.145,10,0.3,0.94
,10:31:56,4,3600,437.4,1.01,13.3,7,10.3,0.146,10,0.3,0.94
,10:31:57,4,3600,438.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:31:58,4,3600,439.4,1,13.3,7,10.3,0.149,10,0.3,0.93
,10:31:59,4,3600,440.4,0.99,13.3,7,10.3,0.149,10,0.3,0.93
,10:32:00,4,3600,441.4,0.99,13.3,6,10.3,0.154,10,0.3,0.93
,10:32:01,4,3600,442.4,1,13.3,6,10.3,0.156,10,0.3,0.93
,10:32:02,4,3600,443.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:03,4,3600,444.4,1.01,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:04,4,3600,445.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:05,4,3600,446.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:06,4,3600,447.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:07,4,3600,448.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:08,4,3600,449.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:09,4,3600,450.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:10,4,3600,451.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:11,4,3600,452.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:12,4,3600,453.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:13,4,3600,454.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:14,4,3600,455.4,1,13.3,7,10.3,0.15,10,0.3,0.94
,10:32:15,4,3600,456.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:16,4,3600,457.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:17,4,3600,458.4,1,13.3,7,10.3,0.145,10,0.3,0.94
,10:32:18,4,3600,459.4,1,13.3,7,10.4,0.144,10,0.3,0.93
,10:32:19,4,3600,460.4,1,13.3,7,10.4,0.144,10,0.3,0.93
,10:32:20,4,3600,461.4,1,13.3,7,10.4,0.144,10,0.3,0.93
,10:32:21,4,3600,462.4,1,13.3,7,10.4,0.139,10,0.3,0.93
,10:32:22,4,3600,463.4,1,13.3,7,10.4,0.134,10,0.3,0.93
,10:32:23,4,3600,464.4,0.99,13.3,7,10.4,0.133,10,0.3,0.93
,10:32:24,4,3600,465.4,0.99,13.3,7,10.4,0.138,10,0.3,0.92
,10:32:25,4,3600,466.4,0.98,13.3,7,10.4,0.142,10,0.3,0.92
,10:32:26,4,3600,467.4,0.98,13.3,7,10.4,0.142,10,0.3,0.92
,10:32:27,4,3600,468.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:28,4,3600,469.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:29,4,3600,470.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:30,4,3600,471.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:31,4,3600,472.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:32,4,3600,473.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:33,4,3600,474.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:34,4,3600,475.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:35,4,3600,476.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:36,4,3600,477.4,0.98,13.3,7,10.4,0.147,10,0.3,0.92
,10:32:37,4,3600,478.4,0.99,13.3,7,10.4,0.148,10,0.3,0.92
,10:32:38,4,3600,479.4,0.99,13.3,7,10.4,0.148,10,0.3,0.92
,10:32:39,4,3600,480.4,0.99,13.3,7,10.4,0.149,10,0.3,0.93
,10:32:40,4,3600,481.4,0.99,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:41,4,3600,482.4,0.99,13.3,7,10.5,0.148,10,0.3,0.92
,10:32:42,4,3600,483.4,0.99,13.3,7,10.5,0.148,10,0.3,0.92
,10:32:43,4,3600,484.4,0.99,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:44,4,3600,485.4,0.99,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:45,4,3600,486.4,1,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:46,4,3600,487.4,1,13.3,7,10.5,0.15,10,0.3,0.93
,10:32:47,4,3600,488.4,1,13.3,7,10.5,0.15,10,0.3,0.93
,10:32:48,4,3600,489.4,1,13.3,7,10.5,0.15,10,0.3,0.93
,10:32:49,4,3600,490.4,1,13.3,7,10.5,0.144,10,0.3,0.93
,10:32:50,4,3600,491.4,1,13.3,7,10.5,0.144,10,0.3,0.93
,10:32:51,4,3600,492.4,1,13.3,7,10.5,0.144,10,0.3,0.93
,10:32:52,4,3600,493.4,1,13.3,7,10.5,0.144,10,0.3,0.93
,10:32:53,4,3600,494.4,1,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:54,4,3600,495.4,0.99,13.3,7,10.5,0.149,10,0.3,0.93
,10:32:55,4,3600,496.4,0.99,13.3,7,10.6,0.143,10,0.3,0.93
,10:32:56,4,3600,497.4,0.99,13.3,7,10.6,0.143,10,0.3,0.92
,10:32:57,4,3600,498.4,0.99,13.3,7,10.6,0.143,10,0.3,0.93
,10:32:58,4,3600,499.4,1,13.3,7,10.6,0.139,10,0.3,0.93
,10:32:59,4,3600,500.4,1,13.3,7,10.6,0.139,10,0.3,0.93
,10:33:00,4,3600,501.4,0.99,13.3,7,10.6,0.138,10,0.3,0.93
,10:33:01,4,3600,502.4,0.99,13.3,7,10.6,0.138,10,0.3,0.93
,10:33:02,4,3600,503.4,0.99,13.3,7,10.6,0.138,10,0.3,0.93
,10:33:03,4,3600,504.4,0.99,13.3,7,10.6,0.138,10,0.3,0.93
,10:33:04,4,3600,505.4,0.99,13.3,7,10.6,0.138,10,0.3,0.92
,10:33:05,4,3600,506.4,0.98,13.3,7,10.6,0.142,10,0.3,0.92
,10:33:06,4,3600,507.4,0.98,13.3,7,10.6,0.147,10,0.3,0.92
,10:33:07,4,3600,508.4,0.98,13.3,7,10.6,0.147,10,0.3,0.92
,10:33:08,4,3600,509.4,0.98,13.3,7,10.6,0.147,10,0.3,0.92
,10:33:09,4,3600,510.4,0.98,13.3,7,10.7,0.147,10,0.3,0.92
,10:33:10,4,3600,511.4,0.98,13.3,7,10.7,0.147,10,0.3,0.92
,10:33:11,4,3600,512.4,0.98,13.3,6,10.7,0.153,10,0.3,0.92
,10:33:12,4,3600,513.4,0.98,13.3,7,10.7,0.148,10,0.3,0.92
,10:33:13,4,3600,514.4,0.99,13.3,7,10.7,0.148,10,0.3,0.92
,10:33:14,4,3600,515.4,0.99,13.3,7,10.7,0.148,10,0.3,0.92
,10:33:15,4,3600,516.4,0.99,13.3,7,10.7,0.148,10,0.3,0.92
,10:33:16,4,3600,517.4,0.99,13.3,7,10.7,0.143,10,0.3,0.92
,10:33:17,4,3600,518.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:18,4,3600,519.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:19,4,3600,520.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:20,4,3600,521.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:21,4,3600,522.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:22,4,3600,523.4,0.99,13.3,7,10.8,0.143,10,0.3,0.93
,10:33:23,4,3600,524.4,1,13.3,7,10.8,0.144,10,0.3,0.93
,10:33:24,4,3600,525.4,1,13.3,7,10.8,0.144,10,0.3,0.93
,10:33:25,4,3600,526.4,1,13.3,7,10.8,0.144,10,0.3,0.93
,10:33:26,4,3600,527.4,0.99,13.3,7,10.8,0.143,10,0.3,0.93
,10:33:27,4,3600,528.4,0.99,13.3,7,10.8,0.143,10,0.3,0.93
,10:33:28,4,3600,529.4,0.99,13.3,7,10.8,0.149,10,0.3,0.93
,10:33:29,4,3600,530.4,0.99,13.3,7,10.9,0.143,10,0.3,0.93
,10:33:30,4,3600,531.4,0.99,13.3,7,10.9,0.143,10,0.3,0.93
,10:33:31,4,3600,532.4,0.99,13.3,7,10.9,0.143,10,0.3,0.93
,10:33:32,4,3600,533.4,0.99,13.3,7,10.9,0.143,10,0.3,0.93
,10:33:33,4,3600,534.4,0.99,13.3,7,10.9,0.143,10,0.3,0.93
,10:33:34,4,3600,535.4,0.99,13.3,7,10.9,0.138,10,0.3,0.92
,10:33:35,4,3600,536.4,0.99,13.3,7,10.9,0.138,10,0.3,0.92
,10:33:36,4,3600,537.4,0.99,13.3,7,11,0.133,10,0.3,0.93
,10:33:37,4,3600,538.4,0.99,13.3,7,11,0.133,10,0.3,0.93
,10:33:38,4,3600,539.4,0.99,13.3,7,11,0.138,10,0.3,0.92
,10:33:39,4,3600,540.4,0.98,13.3,7,11,0.142,10,0.3,0.92
,10:33:40,4,3600,541.4,0.98,13.3,7,11,0.142,10,0.3,0.92
,10:33:41,4,3600,542.4,0.98,13.3,7,11,0.147,10,0.3,0.91
,10:33:42,4,3600,543.4,0.98,13.3,7,11,0.147,10,0.3,0.91
,10:33:43,4,3600,544.4,0.98,13.3,7,11,0.147,10,0.3,0.92
,10:33:44,4,3600,545.4,0.98,13.3,7,11,0.147,10,0.3,0.92
,10:33:45,4,3600,546.4,0.98,13.3,7,11,0.147,10,0.3,0.92
,10:33:46,4,3600,547.4,0.98,13.3,7,11.1,0.148,10,0.3,0.92
,10:33:47,4,3600,548.4,0.98,13.3,7,11.1,0.142,10,0.3,0.92
,10:33:48,4,3600,549.4,0.98,13.3,7,11.1,0.148,10,0.3,0.92
,10:33:49,4,3600,550.4,0.98,13.3,7,11.1,0.142,10,0.3,0.92
,10:33:50,4,3600,551.4,0.98,13.3,7,11.1,0.147,10,0.3,0.92
,10:33:51,4,3600,552.4,0.98,13.3,7,11.1,0.142,10,0.3,0.92
,10:33:52,4,3600,553.4,0.98,13.3,7,11.1,0.142,10,0.3,0.92
,10:33:53,4,3600,554.4,0.98,13.3,7,11.2,0.147,10,0.3,0.92
,10:33:54,4,3600,555.4,0.98,13.3,7,11.2,0.147,10,0.3,0.92
,10:33:55,4,3600,556.4,0.98,13.3,7,11.2,0.148,10,0.3,0.92
,10:33:56,4,3600,557.4,0.98,13.3,7,11.2,0.148,10,0.3,0.92
,10:33:57,4,3600,558.4,0.99,13.3,7,11.2,0.148,10,0.3,0.93
,10:33:58,4,3600,559.4,0.99,13.3,7,11.2,0.143,10,0.3,0.93
,10:33:59,4,3600,560.4,0.99,13.3,7,11.3,0.143,10,0.3,0.93
,10:34:00,4,3600,561.4,0.99,13.3,7,11.3,0.138,10,0.3,0.93
,10:34:01,4,3600,562.4,0.99,13.3,7,11.3,0.138,10,0.3,0.93
,10:34:02,4,3600,563.4,0.99,13.3,7,11.3,0.133,10,0.3,0.92
,10:34:03,4,3600,564.4,0.99,13.3,7,11.3,0.138,10,0.3,0.92
,10:34:04,4,3600,565.4,0.98,13.3,7,11.3,0.137,10,0.3,0.92
,10:34:05,4,3600,566.4,0.98,13.3,7,11.3,0.142,10,0.3,0.92
,10:34:06,4,3600,567.4,0.98,13.3,7,11.3,0.147,10,0.3,0.92
,10:34:07,4,3600,568.4,0.98,13.3,7,11.4,0.147,10,0.3,0.91
,10:34:08,4,3600,569.4,0.98,13.3,6,11.4,0.152,10,0.3,0.91
,10:34:09,4,3600,570.4,0.98,13.3,6,11.4,0.152,10,0.3,0.91
,10:34:10,4,3600,571.4,0.98,13.3,6,11.4,0.153,10,0.3,0.92
,10:34:11,4,3600,572.4,0.98,13.3,7,11.4,0.147,10,0.3,0.92
,10:34:12,4,3600,573.4,0.98,13.3,7,11.4,0.147,10,0.3,0.92
,10:34:13,4,3600,574.4,0.98,13.3,7,11.4,0.148,10,0.3,0.92
,10:34:14,4,3600,575.4,0.99,13.3,7,11.4,0.143,10,0.3,0.92
,10:34:15,4,3600,576.4,0.99,13.3,7,11.5,0.143,10,0.3,0.93
,10:34:16,4,3600,577.4,0.99,13.3,7,11.5,0.143,10,0.3,0.93
,10:34:17,4,3600,578.4,0.99,13.3,7,11.5,0.143,10,0.3,0.93
,10:34:18,4,3600,579.4,0.99,13.3,7,11.5,0.143,10,0.3,0.93
,10:34:19,4,3600,580.4,0.99,13.3,7,11.6,0.149,10,0.3,0.93
,10:34:20,4,3600,581.4,0.99,13.3,7,11.6,0.149,10,0.3,0.93
,10:34:21,4,3600,582.4,0.99,13.3,7,11.6,0.143,10,0.3,0.93
,10:34:22,4,3600,583.4,1,13.3,7,11.6,0.144,10,0.3,0.93
,10:34:23,4,3600,584.4,1,13.3,7,11.6,0.144,10,0.3,0.93
,10:34:24,4,3600,585.4,1,13.3,7,11.6,0.145,10,0.3,0.94
,10:34:25,4,3600,586.4,1,13.3,7,11.6,0.145,10,0.3,0.94
,10:34:26,4,3600,587.4,1,13.3,7,11.6,0.139,10,0.3,0.93
,10:34:27,4,3600,588.4,1,13.3,7,11.7,0.139,10,0.3,0.93
,10:34:28,4,3600,589.4,1,13.3,7,11.7,0.139,10,0.3,0.93
,10:34:29,4,3600,590.4,0.99,13.3,7,11.7,0.143,10,0.3,0.93
,10:34:30,4,3600,591.4,0.99,13.3,7,11.7,0.149,10,0.3,0.93
,10:34:31,4,3600,592.4,0.98,13.3,7,11.7,0.148,10,0.3,0.92
,10:34:32,4,3600,593.4,0.98,13.3,7,11.7,0.148,10,0.3,0.92
,10:34:33,4,3600,594.4,0.99,13.3,7,11.8,0.148,10,0.3,0.93
,10:34:34,4,3600,595.4,0.99,13.3,7,11.8,0.149,10,0.3,0.93
,10:34:35,4,3600,596.4,1,13.3,7,11.8,0.144,10,0.3,0.93
,10:34:36,4,3600,597.4,1,13.3,7,11.8,0.144,10,0.3,0.93
,10:34:37,4,3600,598.4,1,13.3,7,11.8,0.15,10,0.3,0.93
,10:34:38,4,3600,599.4,1,13.3,7,11.8,0.15,10,0.3,0.93
,10:34:39,4,3600,600.4,1,13.3,7,11.9,0.149,10,0.3,0.93
,10:34:40,4,3600,601.4,1,13.3,7,11.9,0.149,10,0.3,0.93
,10:34:41,4,3600,602.4,1,13.3,7,11.9,0.144,10,0.3,0.93
,10:34:42,4,3600,603.4,1,13.3,7,11.9,0.144,10,0.3,0.93
,10:34:43,4,3600,604.4,1,13.3,7,11.9,0.139,10,0.3,0.93
,10:34:44,4,3600,605.4,1,13.3,7,11.9,0.139,10,0.3,0.93
,10:34:45,4,3600,606.4,1,13.3,7,11.9,0.144,10,0.3,0.93
,10:34:46,4,3600,607.4,0.99,13.3,7,11.9,0.143,10,0.3,0.93
,10:34:47,4,3600,608.4,0.99,13.3,7,12,0.149,10,0.3,0.93
,10:34:48,4,3600,609.4,0.99,13.3,7,12,0.148,10,0.3,0.92
,10:34:49,4,3600,610.4,0.99,13.3,7,12,0.148,10,0.3,0.92
,10:34:50,4,3600,611.4,0.99,13.3,7,12,0.149,10,0.3,0.93
,10:34:51,4,3600,612.4,0.99,13.3,7,12,0.143,10,0.3,0.93
,10:34:52,4,3600,613.4,0.99,13.3,7,12,0.149,10,0.3,0.93
,10:34:53,4,3600,614.4,0.99,13.3,7,12.1,0.149,10,0.3,0.93
,10:34:54,4,3600,615.4,0.99,13.3,7,12.1,0.149,10,0.3,0.93
,10:34:55,4,3600,616.4,1,13.3,7,12.1,0.15,10,0.3,0.93
,10:34:56,4,3600,617.4,1,13.3,7,12.1,0.144,10,0.3,0.93
,10:34:57,4,3600,618.4,1,13.3,7,12.1,0.149,10,0.3,0.93
,10:34:58,4,3600,619.4,1,13.3,7,12.1,0.144,10,0.3,0.93
,10:34:59,4,3600,620.4,1,13.3,7,12.2,0.144,10,0.3,0.93
,10:35:00,4,3600,621.4,1,13.3,7,12.2,0.144,10,0.3,0.93
,10:35:01,4,3600,622.4,1,13.3,7,12.2,0.139,10,0.3,0.93
,10:35:02,4,3600,623.4,1,13.3,7,12.2,0.134,10,0.3,0.94
,10:35:03,4,3600,624.4,1,13.3,7,12.2,0.139,10,0.3,0.93
,10:35:04,4,3600,625.4,1,13.3,7,12.2,0.139,10,0.3,0.93
,10:35:05,4,3600,626.4,0.99,13.3,7,12.2,0.143,10,0.3,0.93
,10:35:06,4,3600,627.4,0.99,13.3,7,12.3,0.149,10,0.3,0.93
,10:35:07,4,3600,628.4,0.99,13.3,7,12.3,0.148,10,0.3,0.92
,10:35:08,4,3600,629.4,0.99,13.3,7,12.3,0.148,10,0.3,0.92
,10:35:09,4,3600,630.4,0.99,13.3,7,12.3,0.148,10,0.3,0.92
,10:35:10,4,3600,631.4,0.99,13.3,7,12.3,0.148,10,0.3,0.92
,10:35:11,4,3600,632.4,0.99,13.3,7,12.3,0.148,10,0.3,0.92
,10:35:12,4,3600,633.4,0.99,13.3,7,12.4,0.149,10,0.3,0.92
,10:35:13,4,3600,634.4,0.99,13.3,7,12.4,0.148,10,0.3,0.92
,10:35:14,4,3600,635.4,0.99,13.3,7,12.4,0.149,10,0.3,0.93
,10:35:15,4,3600,636.4,0.99,13.3,7,12.4,0.149,10,0.3,0.93
,10:35:16,4,3600,637.4,0.99,13.3,7,12.4,0.149,10,0.3,0.93
,10:35:17,4,3600,638.4,0.99,13.3,7,12.4,0.149,10,0.3,0.93
,10:35:18,4,3600,639.4,0.99,13.3,7,12.5,0.149,10,0.3,0.93
,10:35:19,4,3600,640.4,1,13.3,7,12.4,0.144,10,0.3,0.93
,10:35:20,4,3600,641.4,0.99,13.3,7,12.4,0.143,10,0.3,0.93
,10:35:21,4,3600,642.4,0.99,13.3,7,12.5,0.143,10,0.3,0.93
,10:35:22,4,3600,643.4,0.99,13.3,7,12.5,0.143,10,0.3,0.93
,10:35:23,4,3600,644.4,0.99,13.3,7,12.5,0.143,10,0.3,0.93
,10:35:24,4,3600,645.4,1,13.3,7,12.5,0.149,10,0.3,0.93
,10:35:25,4,3600,646.4,1,13.3,7,12.5,0.149,10,0.3,0.93
,10:35:26,4,3600,647.4,1,13.3,7,12.5,0.149,10,0.3,0.93
,10:35:27,4,3600,648.4,1,13.3,7,12.6,0.149,10,0.3,0.93
