Data file,,DELRINNC010_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:24:38 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:17:20,4,3600,3161.4,1.02,13.3,7,10.5,0.147,10,0.6,0.95
,11:17:21,4,3600,3162.4,1.02,13.3,7,10.5,0.147,10,0.6,0.96
,11:17:22,4,3600,3163.4,1.02,13.3,7,10.5,0.153,10,0.6,0.96
,11:17:23,4,3600,3164.4,1.02,13.3,6,10.5,0.159,10,0.6,0.96
,11:17:24,4,3600,3165.4,1.02,13.3,7,10.5,0.153,10,0.6,0.95
,11:17:25,4,3600,3166.4,1.02,13.3,7,10.6,0.152,10,0.6,0.95
,11:17:26,4,3600,3167.4,1.02,13.3,7,10.6,0.147,10,0.6,0.95
,11:17:27,4,3600,3168.4,1.02,13.3,7,10.6,0.147,10,0.6,0.95
,11:17:28,4,3600,3169.4,1.02,13.3,7,10.6,0.147,10,0.6,0.96
,11:17:29,4,3600,3170.4,1.02,13.3,7,10.6,0.154,10,0.6,0.96
,11:17:30,4,3600,3171.4,1.02,13.3,7,10.6,0.148,10,0.6,0.96
,11:17:31,4,3600,3172.4,1.02,13.3,7,10.6,0.148,10,0.6,0.96
,11:17:32,4,3600,3173.4,1.03,13.3,7,10.6,0.143,10,0.6,0.96
,11:17:33,4,3600,3174.4,1.03,13.3,7,10.6,0.138,10,0.7,0.97
,11:17:34,4,3600,3175.4,1.03,13.3,7,10.6,0.143,10,0.6,0.96
,11:17:35,4,3600,3176.4,1.03,13.3,7,10.6,0.149,10,0.7,0.96
,11:17:36,4,3600,3177.4,1.03,13.3,7,10.6,0.154,10,0.7,0.96
,11:17:37,4,3600,3178.4,1.03,13.3,7,10.6,0.154,10,0.7,0.96
,11:17:38,4,3600,3179.4,1.03,13.3,7,10.6,0.143,10,0.7,0.96
,11:17:39,4,3600,3180.4,1.03,13.3,7,10.6,0.148,10,0.7,0.96
,11:17:40,4,3600,3181.4,1.02,13.3,7,10.7,0.148,10,0.7,0.96
,11:17:41,4,3600,3182.4,1.02,13.3,7,10.7,0.154,10,0.7,0.96
,11:17:42,4,3600,3183.4,1.02,13.3,7,10.7,0.154,10,0.8,0.96
,11:17:43,4,3600,3184.4,1.02,13.3,7,10.7,0.154,10,0.8,0.96
,11:17:44,4,3600,3185.4,1.02,13.3,7,10.7,0.148,10,0.8,0.96
,11:17:45,4,3600,3186.4,1.02,13.3,7,10.7,0.153,10,0.8,0.95
,11:17:46,4,3600,3187.4,1.02,13.3,6,10.7,0.159,10,0.8,0.95
,11:17:47,4,3600,3188.4,1.02,13.3,6,10.7,0.159,10,0.8,0.95
,11:17:48,4,3600,3189.4,1.02,13.3,7,10.7,0.153,10,0.8,0.96
,11:17:49,4,3600,3190.4,1.02,13.3,7,10.7,0.148,10,0.9,0.96
,11:17:50,4,3600,3191.4,1.02,13.3,7,10.7,0.148,10,0.9,0.96
,11:17:51,4,3600,3192.4,1.03,13.3,7,10.8,0.148,10,0.9,0.96
,11:17:52,4,3600,3193.4,1.03,13.3,7,10.8,0.148,10,0.9,0.96
,11:17:53,4,3600,3194.4,1.03,13.3,7,10.8,0.148,10,0.9,0.96
,11:17:54,4,3600,3195.4,1.03,13.3,7,10.8,0.143,10,0.9,0.96
,11:17:55,4,3600,3196.4,1.02,13.3,7,10.8,0.148,10,0.9,0.96
,11:17:56,4,3600,3197.4,1.02,13.3,7,10.8,0.148,10,0.9,0.96
,11:17:57,4,3600,3198.4,1.02,13.3,7,10.8,0.153,10,0.9,0.96
,11:17:58,4,3600,3199.4,1.02,13.3,7,10.8,0.147,10,0.9,0.95
,11:17:59,4,3600,3200.4,1.02,13.3,7,10.8,0.147,10,0.9,0.95
,11:18:00,4,3600,3201.4,1.02,13.3,7,10.8,0.152,10,1,0.95
,11:18:01,4,3600,3202.4,1.02,13.3,7,10.9,0.147,10,1,0.95
,11:18:02,4,3600,3203.4,1.02,13.3,7,10.9,0.153,10,0.9,0.96
,11:18:03,4,3600,3204.4,1.02,13.3,7,10.9,0.147,10,1,0.96
,11:18:04,4,3600,3205.4,1.02,13.3,7,10.9,0.147,10,1,0.96
,11:18:05,4,3600,3206.4,1.02,13.3,7,10.9,0.148,10,1,0.96
,11:18:06,4,3600,3207.4,1.03,13.3,7,10.9,0.148,10,1,0.96
,11:18:07,4,3600,3208.4,1.02,13.3,7,10.9,0.154,10,1,0.96
,11:18:08,4,3600,3209.4,1.02,13.3,7,10.9,0.153,10,1,0.96
,11:18:09,4,3600,3210.4,1.02,13.3,7,10.9,0.147,10,1,0.96
,11:18:10,4,3600,3211.4,1.02,13.3,7,10.9,0.153,10,1,0.95
,11:18:11,4,3600,3212.4,1.02,13.3,7,11,0.142,10,1,0.96
,11:18:12,4,3600,3213.4,1.02,13.3,7,11,0.147,10,1,0.96
,11:18:13,4,3600,3214.4,1.02,13.3,7,11,0.148,10,1,0.96
,11:18:14,4,3600,3215.4,1.02,13.3,7,11,0.148,10,0.9,0.96
,11:18:15,4,3600,3216.4,1.02,13.3,7,11,0.154,10,1,0.96
,11:18:16,4,3600,3217.4,1.02,13.3,7,11,0.154,10,1,0.96
,11:18:17,4,3600,3218.4,1.02,13.3,7,11,0.148,10,1,0.96
,11:18:18,4,3600,3219.4,1.03,13.3,7,11,0.143,10,1,0.96
,11:18:19,4,3600,3220.4,1.03,13.3,7,11,0.149,10,1,0.96
,11:18:20,4,3600,3221.4,1.03,13.3,7,11,0.155,10,1,0.97
,11:18:21,4,3600,3222.4,1.03,13.3,7,11.1,0.155,10,1,0.97
,11:18:22,4,3600,3223.4,1.03,13.3,7,11.1,0.155,10,1,0.97
,11:18:23,4,3600,3224.4,1.03,13.3,7,11.1,0.155,10,0.9,0.97
,11:18:24,4,3600,3225.4,1.03,13.3,7,11.1,0.149,10,0.9,0.97
,11:18:25,4,3600,3226.4,1.03,13.3,7,11.1,0.149,10,1,0.97
,11:18:26,4,3600,3227.4,1.03,13.3,7,11.1,0.155,10,1,0.97
,11:18:27,4,3600,3228.4,1.03,13.3,7,11.1,0.155,10,1,0.97
,11:18:28,4,3600,3229.4,1.03,13.3,7,11.2,0.149,10,1,0.97
,11:18:29,4,3600,3230.4,1.03,13.3,7,11.2,0.149,10,1,0.96
,11:18:30,4,3600,3231.4,1.03,13.3,7,11.2,0.149,10,1,0.97
,11:18:31,4,3600,3232.4,1.03,13.3,7,11.2,0.149,10,1,0.97
,11:18:32,4,3600,3233.4,1.03,13.3,7,11.2,0.149,10,1,0.97
,11:18:33,4,3600,3234.4,1.03,13.3,7,11.2,0.149,10,1,0.96
,11:18:34,4,3600,3235.4,1.03,13.3,7,11.2,0.149,10,1,0.96
,11:18:35,4,3600,3236.4,1.03,13.3,6,11.2,0.161,10,1,0.97
,11:18:36,4,3600,3237.4,1.03,13.3,7,11.2,0.155,10,1,0.97
,11:18:37,4,3600,3238.4,1.04,13.3,7,11.3,0.15,10,1,0.97
,11:18:38,4,3600,3239.4,1.04,13.3,7,11.3,0.145,10,1,0.98
,11:18:39,4,3600,3240.4,1.04,13.3,7,11.3,0.151,10,1,0.98
,11:18:40,4,3600,3241.4,1.05,13.3,7,11.3,0.157,10,1,0.98
,11:18:41,4,3600,3242.4,1.04,13.3,7,11.3,0.157,10,1,0.98
,11:18:42,4,3600,3243.4,1.04,13.3,7,11.3,0.156,10,1,0.98
,11:18:43,4,3600,3244.4,1.04,13.3,7,11.4,0.15,10,1,0.97
,11:18:44,4,3600,3245.4,1.04,13.3,7,11.4,0.145,10,1,0.97
,11:18:45,4,3600,3246.4,1.04,13.3,7,11.4,0.145,10,1,0.98
,11:18:46,4,3600,3247.4,1.04,13.3,7,11.4,0.15,10,1,0.98
,11:18:47,4,3600,3248.4,1.04,13.3,7,11.4,0.156,10,1,0.97
,11:18:48,4,3600,3249.4,1.04,13.3,7,11.4,0.156,10,1,0.97
,11:18:49,4,3600,3250.4,1.04,13.3,6,11.4,0.162,10,1,0.97
,11:18:50,4,3600,3251.4,1.04,13.3,6,11.4,0.162,10,1,0.97
,11:18:51,4,3600,3252.4,1.04,13.3,7,11.5,0.156,10,1,0.98
,11:18:52,4,3600,3253.4,1.04,13.3,7,11.5,0.15,10,1,0.98
,11:18:53,4,3600,3254.4,1.04,13.3,7,11.5,0.151,10,1,0.98
,11:18:54,4,3600,3255.4,1.04,13.3,7,11.5,0.15,10,1,0.98
,11:18:55,4,3600,3256.4,1.04,13.3,7,11.5,0.156,10,1,0.98
,11:18:56,4,3600,3257.4,1.04,13.3,7,11.5,0.15,10,1,0.98
,11:18:57,4,3600,3258.4,1.04,13.3,7,11.5,0.145,10,0.9,0.98
,11:18:58,4,3600,3259.4,1.04,13.3,7,11.6,0.145,10,1,0.98
,11:18:59,4,3600,3260.4,1.05,13.3,7,11.6,0.146,10,1,0.98
,11:19:00,4,3600,3261.4,1.05,13.3,7,11.6,0.151,10,1,0.98
,11:19:01,4,3600,3262.4,1.05,13.3,7,11.6,0.151,10,1,0.98
,11:19:02,4,3600,3263.4,1.04,13.3,7,11.6,0.157,10,1,0.98
,11:19:03,4,3600,3264.4,1.04,13.3,7,11.6,0.156,10,1,0.98
,11:19:04,4,3600,3265.4,1.04,13.3,7,11.6,0.151,10,1,0.98
,11:19:05,4,3600,3266.4,1.05,13.3,7,11.7,0.146,10,1,0.98
,11:19:06,4,3600,3267.4,1.05,13.3,7,11.7,0.158,10,1,0.99
,11:19:07,4,3600,3268.4,1.05,13.3,7,11.7,0.157,10,1,0.98
,11:19:08,4,3600,3269.4,1.05,13.3,7,11.7,0.157,10,1,0.98
,11:19:09,4,3600,3270.4,1.05,13.3,7,11.7,0.157,10,1,0.98
,11:19:10,4,3600,3271.4,1.04,13.3,7,11.8,0.151,10,1,0.98
,11:19:11,4,3600,3272.4,1.04,13.3,7,11.7,0.145,10,1,0.98
,11:19:12,4,3600,3273.4,1.05,13.3,7,11.8,0.151,10,1,0.98
,11:19:13,4,3600,3274.4,1.04,13.3,7,11.8,0.157,10,1,0.98
,11:19:14,4,3600,3275.4,1.05,13.3,7,11.8,0.157,10,1,0.98
,11:19:15,4,3600,3276.4,1.04,13.3,7,11.8,0.157,10,1,0.98
,11:19:16,4,3600,3277.4,1.04,13.3,7,11.8,0.157,10,1,0.98
,11:19:17,4,3600,3278.4,1.04,13.3,7,11.8,0.15,10,1,0.98
,11:19:18,4,3600,3279.4,1.04,13.3,7,11.9,0.15,10,1,0.98
,11:19:19,4,3600,3280.4,1.04,13.3,7,11.9,0.15,10,1,0.98
,11:19:20,4,3600,3281.4,1.04,13.3,7,11.9,0.145,10,1,0.98
,11:19:21,4,3600,3282.4,1.04,13.3,7,11.9,0.15,10,1,0.97
,11:19:22,4,3600,3283.4,1.04,13.3,7,11.9,0.15,10,1,0.97
,11:19:23,4,3600,3284.4,1.04,13.3,7,11.9,0.156,10,1,0.97
,11:19:24,4,3600,3285.4,1.04,13.3,7,12,0.15,10,1,0.98
,11:19:25,4,3600,3286.4,1.04,13.3,7,12,0.15,10,1,0.98
,11:19:26,4,3600,3287.4,1.04,13.3,7,12,0.151,10,1,0.98
,11:19:27,4,3600,3288.4,1.04,13.3,7,12,0.151,10,1,0.98
,11:19:28,4,3600,3289.4,1.04,13.3,7,12,0.15,10,1,0.98
,11:19:29,4,3600,3290.4,1.04,13.3,7,12,0.156,10,1,0.97
,11:19:30,4,3600,3291.4,1.04,13.3,6,12,0.162,10,1,0.97
,11:19:31,4,3600,3292.4,1.04,13.3,7,12.1,0.156,10,1,0.97
,11:19:32,4,3600,3293.4,1.04,13.3,7,12.1,0.15,10,1,0.97
,11:19:33,4,3600,3294.4,1.04,13.3,7,12.1,0.145,10,1,0.98
,11:19:34,4,3600,3295.4,1.05,13.3,7,12.1,0.152,10,1,0.98
,11:19:35,4,3600,3296.4,1.05,13.3,7,12.1,0.152,10,1,0.99
,11:19:36,4,3600,3297.4,1.05,13.3,7,12.1,0.157,10,1,0.98
,11:19:37,4,3600,3298.4,1.04,13.3,7,12.2,0.151,10,1,0.98
,11:19:38,4,3600,3299.4,1.04,13.3,7,12.2,0.156,10,1,0.97
,11:19:39,4,3600,3300.4,1.04,13.3,7,12.2,0.156,10,1,0.98
,11:19:40,4,3600,3301.4,1.04,13.3,7,12.2,0.15,10,1,0.98
,11:19:41,4,3600,3302.4,1.04,13.3,7,12.2,0.145,10,1,0.98
,11:19:42,4,3600,3303.4,1.05,13.3,7,12.2,0.146,10,1,0.98
,11:19:43,4,3600,3304.4,1.05,13.3,7,12.3,0.152,10,1,0.98
,11:19:44,4,3600,3305.4,1.05,13.3,7,12.3,0.158,10,1,0.99
,11:19:45,4,3600,3306.4,1.05,13.3,7,12.3,0.158,10,1,0.99
,11:19:46,4,3600,3307.4,1.05,13.3,6,12.3,0.164,10,1,0.99
,11:19:47,4,3600,3308.4,1.05,13.3,7,12.3,0.157,10,1,0.98
,11:19:48,4,3600,3309.4,1.05,13.3,7,12.3,0.152,10,1,0.98
,11:19:49,4,3600,3310.4,1.05,13.3,7,12.3,0.152,10,1,0.99
,11:19:50,4,3600,3311.4,1.05,13.3,7,12.3,0.152,10,1,0.98
,11:19:51,4,3600,3312.4,1.05,13.3,7,12.3,0.157,10,1,0.98
,11:19:52,4,3600,3313.4,1.05,13.3,7,12.4,0.157,10,1,0.98
,11:19:53,4,3600,3314.4,1.05,13.3,7,12.4,0.157,10,1,0.99
,11:19:54,4,3600,3315.4,1.05,13.3,7,12.4,0.152,10,1,0.99
,11:19:55,4,3600,3316.4,1.05,13.3,7,12.4,0.158,10,1,0.99
,11:19:56,4,3600,3317.4,1.05,13.3,7,12.4,0.152,10,1,0.99
,11:19:57,4,3600,3318.4,1.05,13.3,7,12.5,0.147,10,1,0.99
,11:19:58,4,3600,3319.4,1.05,13.3,7,12.5,0.147,10,1,0.99
,11:19:59,4,3600,3320.4,1.05,13.3,7,12.5,0.152,10,1,0.99
,11:20:00,4,3600,3321.4,1.05,13.3,7,12.5,0.158,10,1,0.99
,11:20:01,4,3600,3322.4,1.05,13.3,7,12.5,0.157,10,1,0.98
,11:20:02,4,3600,3323.4,1.05,13.3,7,12.5,0.157,10,1,0.98
,11:20:03,4,3600,3324.4,1.05,13.3,7,12.6,0.158,10,1,0.99
,11:20:04,4,3600,3325.4,1.05,13.3,7,12.6,0.152,10,1,0.99
,11:20:05,4,3600,3326.4,1.05,13.3,7,12.6,0.152,10,1,0.99
,11:20:06,4,3600,3327.4,1.05,13.3,7,12.6,0.147,10,1,0.99
,11:20:07,4,3600,3328.4,1.05,13.3,7,12.6,0.147,10,1,0.99
,11:20:08,4,3600,3329.4,1.05,13.3,7,12.6,0.147,10,1,0.99
,11:20:09,4,3600,3330.4,1.05,13.3,7,12.6,0.152,10,1,0.99
,11:20:10,4,3600,3331.4,1.05,13.3,7,12.6,0.152,10,1,0.98
,11:20:11,4,3600,3332.4,1.05,13.3,7,12.7,0.157,10,1,0.98
,11:20:12,4,3600,3333.4,1.05,13.3,7,12.7,0.158,10,1,0.99
,11:20:13,4,3600,3334.4,1.06,13.3,7,12.7,0.159,10,1,0.99
,11:20:14,4,3600,3335.4,1.06,13.3,7,12.7,0.153,10,1,0.99
,11:20:15,4,3600,3336.4,1.06,13.3,7,12.7,0.147,10,1,0.99
,11:20:16,4,3600,3337.4,1.05,13.3,7,12.7,0.152,10,1,0.99
,11:20:17,4,3600,3338.4,1.05,13.3,7,12.8,0.152,10,1,0.99
,11:20:18,4,3600,3339.4,1.05,13.3,7,12.8,0.158,10,1,0.99
,11:20:19,4,3600,3340.4,1.06,13.3,7,12.8,0.159,10,1,0.99
,11:20:20,4,3600,3341.4,1.06,13.3,7,12.8,0.159,10,1,0.99
,11:20:21,4,3600,3342.4,1.06,13.3,7,12.8,0.159,10,1,0.99
,11:20:22,4,3600,3343.4,1.06,13.3,7,12.8,0.153,10,1,0.99
,11:20:23,4,3600,3344.4,1.06,13.3,7,12.8,0.148,10,1,0.99
,11:20:24,4,3600,3345.4,1.06,13.3,7,12.9,0.148,10,1,0.99
,11:20:25,4,3600,3346.4,1.06,13.3,7,12.9,0.153,10,1,0.99
,11:20:26,4,3600,3347.4,1.06,13.3,7,12.9,0.159,10,1,0.99
,11:20:27,4,3600,3348.4,1.06,13.3,6,12.9,0.165,10,1,0.99
,11:20:28,4,3600,3349.4,1.06,13.3,7,12.9,0.159,10,1,0.99
,11:20:29,4,3600,3350.4,1.06,13.3,7,12.9,0.159,10,1,0.99
,11:20:30,4,3600,3351.4,1.06,13.3,7,12.9,0.159,10,1,0.99
,11:20:31,4,3600,3352.4,1.06,13.3,7,12.9,0.159,10,1,0.99
,11:20:32,4,3600,3353.4,1.06,13.3,7,12.9,0.153,10,1,0.99
,11:20:33,4,3600,3354.4,1.06,13.3,7,13,0.148,10,1,0.99
,11:20:34,4,3600,3355.4,1.06,13.3,7,13,0.153,10,1,0.99
,11:20:35,4,3600,3356.4,1.06,13.3,7,13,0.159,10,1,1
,11:20:36,4,3600,3357.4,1.06,13.3,7,13,0.159,10,1,0.99
,11:20:37,4,3600,3358.4,1.06,13.3,7,13,0.159,10,1,0.99
,11:20:38,4,3600,3359.4,1.06,13.3,7,13,0.159,10,1,0.99
,11:20:39,4,3600,3360.4,1.06,13.3,7,13,0.153,10,1,0.99
,11:20:40,4,3600,3361.4,1.06,13.3,7,13.1,0.159,10,1,0.99
,11:20:41,4,3600,3362.4,1.06,13.3,7,13.1,0.147,10,1,0.99
,11:20:42,4,3600,3363.4,1.06,13.3,7,13.1,0.148,10,1,0.99
,11:20:43,4,3600,3364.4,1.06,13.3,7,13.1,0.153,10,1,0.99
,11:20:44,4,3600,3365.4,1.06,13.3,7,13.1,0.159,10,1,1
,11:20:45,4,3600,3366.4,1.06,13.3,7,13.1,0.159,10,1,0.99
,11:20:46,4,3600,3367.4,1.06,13.3,7,13.1,0.159,10,1,0.99
,11:20:47,4,3600,3368.4,1.06,13.3,7,13.1,0.153,10,1,0.99
,11:20:48,4,3600,3369.4,1.06,13.3,7,13.1,0.159,10,1,0.99
,11:20:49,4,3600,3370.4,1.05,13.3,7,13.1,0.158,10,1,0.99
,11:20:50,4,3600,3371.4,1.06,13.3,7,13.1,0.153,10,1,0.99
,11:20:51,4,3600,3372.4,1.06,13.3,7,13.2,0.148,10,1,0.99
,11:20:52,4,3600,3373.4,1.06,13.3,7,13.2,0.148,10,1,1
,11:20:53,4,3600,3374.4,1.06,13.3,7,13.2,0.154,10,1,1
,11:20:54,4,3600,3375.4,1.06,13.3,7,13.2,0.159,10,1,0.99
,11:20:55,4,3600,3376.4,1.06,13.3,7,13.2,0.159,10,1,0.99
,11:20:56,4,3600,3377.4,1.05,13.3,7,13.2,0.158,10,1,0.99
,11:20:57,4,3600,3378.4,1.06,13.3,7,13.2,0.159,10,1,0.99
,11:20:58,4,3600,3379.4,1.06,13.3,7,13.2,0.159,10,1,0.99
,11:20:59,4,3600,3380.4,1.06,13.3,7,13.2,0.153,10,1,0.99
,11:21:00,4,3600,3381.4,1.06,13.3,7,13.3,0.148,10,1,0.99
,11:21:01,4,3600,3382.4,1.06,13.3,7,13.3,0.148,10,1,0.99
,11:21:02,4,3600,3383.4,1.06,13.3,7,13.3,0.153,10,1,0.99
,11:21:03,4,3600,3384.4,1.06,13.3,7,13.3,0.159,10,1,0.99
,11:21:04,4,3600,3385.4,1.06,13.3,6,13.3,0.165,10,1,0.99
,11:21:05,4,3600,3386.4,1.06,13.3,7,13.3,0.159,10,1,0.99
,11:21:06,4,3600,3387.4,1.06,13.3,7,13.3,0.159,10,1,0.99
,11:21:07,4,3600,3388.4,1.06,13.3,6,13.3,0.166,10,1,0.99
,11:21:08,4,3600,3389.4,1.06,13.3,7,13.3,0.16,10,1,1
,11:21:09,4,3600,3390.4,1.06,13.3,7,13.3,0.154,10,1,1
,11:21:10,4,3600,3391.4,1.07,13.3,7,13.3,0.154,10,1,1
,11:21:11,4,3600,3392.4,1.06,13.3,7,13.3,0.154,10,1,1
,11:21:12,4,3600,3393.4,1.06,13.3,7,13.3,0.153,10,1,0.99
,11:21:13,4,3600,3394.4,1.06,13.3,7,13.3,0.153,10,1,0.99
,11:21:14,4,3600,3395.4,1.06,13.3,7,13.3,0.159,10,1,0.99
,11:21:15,4,3600,3396.4,1.06,13.3,7,13.3,0.159,10,1,0.99
,11:21:16,4,3600,3397.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:17,4,3600,3398.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:18,4,3600,3399.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:19,4,3600,3400.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:20,4,3600,3401.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:21,4,3600,3402.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:22,4,3600,3403.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:23,4,3600,3404.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:24,4,3600,3405.4,1.06,13.3,7,13.4,0.16,10,1,1
,11:21:25,4,3600,3406.4,1.06,13.3,7,13.4,0.154,10,1,1
,11:21:26,4,3600,3407.4,1.07,13.3,7,13.4,0.154,10,1,1
,11:21:27,4,3600,3408.4,1.07,13.3,7,13.4,0.154,10,1,1
,11:21:28,4,3600,3409.4,1.07,13.3,7,13.4,0.154,10,1,1
,11:21:29,4,3600,3410.4,1.06,13.3,7,13.4,0.154,10,1,1
,11:21:30,4,3600,3411.4,1.06,13.3,7,13.4,0.16,10,1,1
,11:21:31,4,3600,3412.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:32,4,3600,3413.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:33,4,3600,3414.4,1.06,13.3,7,13.4,0.148,10,1,1
,11:21:34,4,3600,3415.4,1.06,13.3,7,13.4,0.148,10,1,1
,11:21:35,4,3600,3416.4,1.06,13.3,7,13.4,0.154,10,1,1
,11:21:36,4,3600,3417.4,1.06,13.3,7,13.4,0.16,10,1,1
,11:21:37,4,3600,3418.4,1.06,13.3,7,13.4,0.154,10,1,1
,11:21:38,4,3600,3419.4,1.06,13.3,7,13.4,0.154,10,1,1
,11:21:39,4,3600,3420.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:21:40,4,3600,3421.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:21:41,4,3600,3422.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:42,4,3600,3423.4,1.06,13.3,7,13.5,0.147,10,1,0.99
,11:21:43,4,3600,3424.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:44,4,3600,3425.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:45,4,3600,3426.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:46,4,3600,3427.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:47,4,3600,3428.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:48,4,3600,3429.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:49,4,3600,3430.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:50,4,3600,3431.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:51,4,3600,3432.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:52,4,3600,3433.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:53,4,3600,3434.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:54,4,3600,3435.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:55,4,3600,3436.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:56,4,3600,3437.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:21:57,4,3600,3438.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:58,4,3600,3439.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:21:59,4,3600,3440.4,1.05,13.3,7,13.5,0.158,10,1,0.99
,11:22:00,4,3600,3441.4,1.05,13.3,7,13.5,0.158,10,1,0.99
,11:22:01,4,3600,3442.4,1.05,13.3,7,13.5,0.158,10,1,0.99
,11:22:02,4,3600,3443.4,1.05,13.3,7,13.5,0.152,10,1,0.99
,11:22:03,4,3600,3444.4,1.05,13.3,7,13.5,0.147,10,1,0.99
,11:22:04,4,3600,3445.4,1.05,13.3,7,13.5,0.152,10,1,0.99
,11:22:05,4,3600,3446.4,1.05,13.3,7,13.5,0.158,10,1,0.99
,11:22:06,4,3600,3447.4,1.05,13.3,7,13.5,0.158,10,1,0.99
,11:22:07,4,3600,3448.4,1.05,13.3,7,13.5,0.152,10,1,0.99
,11:22:08,4,3600,3449.4,1.06,13.3,7,13.5,0.153,10,1,0.99
,11:22:09,4,3600,3450.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:22:10,4,3600,3451.4,1.06,13.3,7,13.5,0.159,10,1,0.99
,11:22:11,4,3600,3452.4,1.05,13.3,7,13.5,0.152,10,1,0.99
,11:22:12,4,3600,3453.4,1.05,13.3,7,13.5,0.147,10,1,0.99
,11:22:13,4,3600,3454.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:14,4,3600,3455.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:15,4,3600,3456.4,1.06,13.3,7,13.4,0.159,10,1,0.99
,11:22:16,4,3600,3457.4,1.06,13.3,6,13.4,0.165,10,1,0.99
,11:22:17,4,3600,3458.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:18,4,3600,3459.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:19,4,3600,3460.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:20,4,3600,3461.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:21,4,3600,3462.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:22,4,3600,3463.4,1.06,13.3,7,13.4,0.148,10,1,0.99
,11:22:23,4,3600,3464.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:24,4,3600,3465.4,1.06,13.3,7,13.4,0.153,10,1,0.99
,11:22:25,4,3600,3466.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:26,4,3600,3467.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:27,4,3600,3468.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:28,4,3600,3469.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:29,4,3600,3470.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:30,4,3600,3471.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:31,4,3600,3472.4,1.05,13.3,7,13.4,0.158,10,1,0.99
,11:22:32,4,3600,3473.4,1.05,13.3,7,13.4,0.147,10,1,0.99
,11:22:33,4,3600,3474.4,1.06,13.3,7,13.4,0.147,10,1,0.99
