Data file,,ZYTEL_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 15:55:53 on 06/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:47:12,6,3590,3079,0.35,13.3,7,12,0.05,10,50,0.33
,16:47:13,6,3590,3080,0.34,13.3,7,12,0.05,10,50,0.33
,16:47:14,6,3590,3081,0.34,13.3,7,12,0.049,10,50,0.33
,16:47:15,6,3590,3082,0.35,13.3,7,12,0.05,10,50,0.33
,16:47:16,6,3590,3083,0.35,13.3,7,12.1,0.05,10,50,0.34
,16:47:17,6,3590,3084,0.35,13.3,7,12.1,0.051,10,50,0.34
,16:47:18,6,3590,3085,0.35,13.3,7,12.1,0.049,10,50,0.34
,16:47:19,6,3590,3086,0.35,13.3,7,12.2,0.049,10,50,0.34
,16:47:20,6,3590,3087,0.35,13.3,7,12.2,0.049,10,50,0.34
,16:47:21,6,3590,3088,0.35,13.3,7,12.1,0.048,10,50,0.33
,16:47:22,6,3590,3089,0.34,13.3,7,12.2,0.048,10,50,0.33
,16:47:23,6,3590,3090,0.34,13.3,7,12.2,0.049,10,50,0.32
,16:47:24,6,3590,3091,0.34,13.3,7,12.2,0.049,10,50,0.32
,16:47:25,6,3590,3092,0.34,13.3,7,12.3,0.049,10,50,0.32
,16:47:26,6,3590,3093,0.34,13.3,7,12.3,0.051,10,50,0.33
,16:47:27,6,3590,3094,0.34,13.3,7,12.3,0.051,10,50,0.33
,16:47:28,6,3590,3095,0.34,13.3,7,12.3,0.052,10,50,0.33
,16:47:29,6,3590,3096,0.34,13.3,7,12.3,0.052,10,50,0.33
,16:47:30,6,3590,3097,0.34,13.3,6,12.4,0.054,10,50,0.33
,16:47:31,6,3590,3098,0.34,13.3,6,12.4,0.053,10,50,0.33
,16:47:32,6,3590,3099,0.35,13.3,6,12.4,0.054,10,50,0.33
,16:47:33,6,3590,3100,0.35,13.3,7,12.4,0.052,10,50,0.33
,16:47:34,6,3590,3101,0.35,13.3,7,12.5,0.052,10,50,0.34
,16:47:35,6,3590,3102,0.35,13.3,7,12.5,0.05,10,50,0.34
,16:47:36,6,3590,3103,0.35,13.3,7,12.5,0.05,10,50,0.34
,16:47:37,6,3590,3104,0.35,13.3,7,12.6,0.051,10,50,0.34
,16:47:38,6,3590,3105,0.35,13.3,7,12.6,0.051,10,50,0.34
,16:47:39,6,3590,3106,0.35,13.3,7,12.6,0.051,10,50,0.34
,16:47:40,6,3590,3107,0.35,13.3,7,12.6,0.05,10,50,0.34
,16:47:41,6,3590,3108,0.35,13.3,7,12.6,0.052,10,50,0.34
,16:47:42,6,3590,3109,0.35,13.3,7,12.6,0.053,10,50,0.34
,16:47:43,6,3590,3110,0.35,13.3,7,12.7,0.051,10,50,0.34
,16:47:44,6,3590,3111,0.35,13.3,7,12.7,0.051,10,50,0.34
,16:47:45,6,3590,3112,0.36,13.3,7,12.7,0.051,10,50,0.34
,16:47:46,6,3590,3113,0.36,13.3,7,12.7,0.05,10,50,0.35
,16:47:47,6,3590,3114,0.36,13.3,7,12.8,0.05,10,50,0.35
,16:47:48,6,3590,3115,0.36,13.3,7,12.8,0.05,10,50,0.34
,16:47:49,6,3590,3116,0.35,13.3,7,12.8,0.049,10,50,0.34
,16:47:50,6,3590,3117,0.35,13.3,7,12.8,0.049,10,50,0.34
,16:47:51,6,3590,3118,0.36,13.3,7,12.8,0.051,10,50,0.34
,16:47:52,6,3590,3119,0.35,13.3,7,12.9,0.053,10,50,0.34
,16:47:53,6,3590,3120,0.35,13.3,6,12.9,0.055,10,50,0.34
,16:47:54,6,3590,3121,0.35,13.3,6,12.9,0.054,10,50,0.33
,16:47:55,6,3590,3122,0.34,13.3,7,13,0.052,10,50,0.33
,16:47:56,6,3590,3123,0.35,13.3,7,13,0.052,10,50,0.33
,16:47:57,6,3590,3124,0.35,13.3,7,13,0.052,10,50,0.33
,16:47:58,6,3590,3125,0.35,13.3,7,13,0.053,10,50,0.34
,16:47:59,6,3590,3126,0.35,13.3,7,13,0.053,10,50,0.34
,16:48:00,6,3590,3127,0.35,13.3,7,13,0.053,10,50,0.34
,16:48:01,6,3590,3128,0.35,13.3,7,13.1,0.053,10,50,0.34
,16:48:02,6,3590,3129,0.35,13.3,7,13.1,0.053,10,50,0.34
,16:48:03,6,3590,3130,0.35,13.3,7,13.1,0.053,10,50,0.34
,16:48:04,6,3590,3131,0.35,13.3,7,13.1,0.053,10,50,0.34
,16:48:05,6,3590,3132,0.35,13.3,7,13.1,0.05,10,50,0.34
,16:48:06,6,3590,3133,0.35,13.3,7,13.2,0.05,10,50,0.33
,16:48:07,6,3590,3134,0.35,13.3,7,13.2,0.052,10,50,0.34
,16:48:08,6,3590,3135,0.35,13.3,7,13.2,0.053,10,50,0.34
,16:48:09,6,3590,3136,0.36,13.3,7,13.2,0.053,10,50,0.34
,16:48:10,6,3590,3137,0.36,13.3,7,13.2,0.053,10,50,0.34
,16:48:11,6,3590,3138,0.35,13.3,7,13.3,0.053,10,50,0.34
,16:48:12,6,3590,3139,0.36,13.3,7,13.3,0.051,10,50,0.34
,16:48:13,6,3590,3140,0.36,13.3,7,13.3,0.05,10,50,0.35
,16:48:14,6,3590,3141,0.36,13.3,7,13.3,0.052,10,50,0.35
,16:48:15,6,3590,3142,0.36,13.3,7,13.4,0.052,10,50,0.35
,16:48:16,6,3590,3143,0.36,13.3,7,13.4,0.053,10,50,0.34
,16:48:17,6,3590,3144,0.36,13.3,7,13.4,0.054,10,50,0.35
,16:48:18,6,3590,3145,0.36,13.3,7,13.4,0.054,10,50,0.35
,16:48:19,6,3590,3146,0.36,13.3,7,13.4,0.052,10,50,0.35
,16:48:20,6,3590,3147,0.36,13.3,7,13.4,0.052,10,50,0.35
,16:48:21,6,3590,3148,0.36,13.3,7,13.4,0.052,10,50,0.35
,16:48:22,6,3590,3149,0.35,13.3,7,13.5,0.051,10,50,0.34
,16:48:23,6,3590,3150,0.35,13.3,7,13.5,0.053,10,50,0.34
,16:48:24,6,3590,3151,0.35,13.3,7,13.5,0.053,10,50,0.34
,16:48:25,6,3590,3152,0.36,13.3,7,13.5,0.051,10,50,0.35
,16:48:26,6,3590,3153,0.36,13.3,7,13.5,0.052,10,50,0.35
,16:48:27,6,3590,3154,0.36,13.3,7,13.6,0.051,10,50,0.34
,16:48:28,6,3590,3155,0.35,13.3,7,13.6,0.051,10,50,0.34
,16:48:29,6,3590,3156,0.35,13.3,7,13.6,0.051,10,50,0.34
,16:48:30,6,3590,3157,0.35,13.3,7,13.6,0.053,10,50,0.34
,16:48:31,6,3590,3158,0.35,13.3,7,13.7,0.051,10,50,0.34
,16:48:32,6,3590,3159,0.36,13.3,7,13.7,0.05,10,50,0.34
,16:48:33,6,3590,3160,0.36,13.3,7,13.7,0.052,10,50,0.35
,16:48:34,6,3590,3161,0.36,13.3,7,13.7,0.051,10,50,0.34
,16:48:35,6,3590,3162,0.35,13.3,7,13.7,0.053,10,50,0.34
,16:48:36,6,3590,3163,0.35,13.3,7,13.7,0.05,10,50,0.34
,16:48:37,6,3590,3164,0.35,13.3,7,13.7,0.051,10,50,0.34
,16:48:38,6,3590,3165,0.36,13.3,7,13.7,0.051,10,50,0.34
,16:48:39,6,3590,3166,0.36,13.3,7,13.8,0.051,10,50,0.34
,16:48:40,6,3590,3167,0.35,13.3,7,13.8,0.05,10,50,0.34
,16:48:41,6,3590,3168,0.35,13.3,7,13.8,0.05,10,50,0.33
,16:48:42,6,3590,3169,0.35,13.3,7,13.8,0.052,10,50,0.34
,16:48:43,6,3590,3170,0.35,13.3,7,13.8,0.053,10,50,0.34
,16:48:44,6,3590,3171,0.35,13.3,7,13.8,0.053,10,50,0.34
,16:48:45,6,3590,3172,0.35,13.3,7,13.9,0.053,10,50,0.34
,16:48:46,6,3590,3173,0.36,13.3,7,13.9,0.051,10,50,0.34
,16:48:47,6,3590,3174,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:48:48,6,3590,3175,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:48:49,6,3590,3176,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:48:50,6,3590,3177,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:48:51,6,3590,3178,0.36,13.3,7,13.9,0.05,10,50,0.34
,16:48:52,6,3590,3179,0.36,13.3,7,14,0.05,10,50,0.34
,16:48:53,6,3590,3180,0.36,13.3,7,14,0.048,10,50,0.34
,16:48:54,6,3590,3181,0.36,13.3,7,14,0.05,10,50,0.35
,16:48:55,6,3590,3182,0.36,13.3,7,14,0.05,10,50,0.35
,16:48:56,6,3590,3183,0.35,13.3,7,14,0.051,10,50,0.34
,16:48:57,6,3590,3184,0.35,13.3,7,14,0.049,10,50,0.34
,16:48:58,6,3590,3185,0.35,13.3,7,14,0.05,10,50,0.33
,16:48:59,6,3590,3186,0.34,13.3,7,14,0.048,10,50,0.33
,16:49:00,6,3590,3187,0.34,13.3,7,14.1,0.048,10,50,0.33
,16:49:01,6,3590,3188,0.34,13.3,7,14.1,0.049,10,50,0.33
,16:49:02,6,3590,3189,0.34,13.3,7,14.1,0.049,10,50,0.33
,16:49:03,6,3590,3190,0.34,13.3,7,14.1,0.052,10,50,0.33
,16:49:04,6,3590,3191,0.35,13.3,7,14.1,0.052,10,50,0.34
,16:49:05,6,3590,3192,0.35,13.3,6,14.1,0.055,10,50,0.34
,16:49:06,6,3590,3193,0.35,13.3,6,14.1,0.054,10,50,0.34
,16:49:07,6,3590,3194,0.35,13.3,6,14.1,0.054,10,50,0.34
,16:49:08,6,3590,3195,0.35,13.3,7,14.1,0.053,10,50,0.34
,16:49:09,6,3590,3196,0.35,13.3,7,14.1,0.053,10,50,0.34
,16:49:10,6,3590,3197,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:11,6,3590,3198,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:12,6,3590,3199,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:13,6,3590,3200,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:14,6,3590,3201,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:15,6,3590,3202,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:16,6,3590,3203,0.35,13.3,7,14.2,0.051,10,50,0.34
,16:49:17,6,3590,3204,0.35,13.3,7,14.2,0.051,10,50,0.34
,16:49:18,6,3590,3205,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:19,6,3590,3206,0.36,13.3,7,14.2,0.051,10,50,0.34
,16:49:20,6,3590,3207,0.35,13.3,7,14.2,0.051,10,50,0.34
,16:49:21,6,3590,3208,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:49:22,6,3590,3209,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:49:23,6,3590,3210,0.36,13.3,7,14.3,0.053,10,50,0.34
,16:49:24,6,3590,3211,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:49:25,6,3590,3212,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:49:26,6,3590,3213,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:49:27,6,3590,3214,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:49:28,6,3590,3215,0.36,13.3,7,14.3,0.052,10,50,0.35
,16:49:29,6,3590,3216,0.35,13.3,7,14.3,0.051,10,50,0.34
,16:49:30,6,3590,3217,0.35,13.3,7,14.3,0.049,10,50,0.34
,16:49:31,6,3590,3218,0.35,13.3,7,14.3,0.049,10,50,0.34
,16:49:32,6,3590,3219,0.35,13.3,7,14.3,0.049,10,50,0.34
,16:49:33,6,3590,3220,0.36,13.3,7,14.3,0.048,10,50,0.34
,16:49:34,6,3590,3221,0.36,13.3,7,14.3,0.05,10,50,0.34
,16:49:35,6,3590,3222,0.36,13.3,7,14.3,0.05,10,50,0.34
,16:49:36,6,3590,3223,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:49:37,6,3590,3224,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:49:38,6,3590,3225,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:49:39,6,3590,3226,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:49:40,6,3590,3227,0.36,13.3,7,14.4,0.051,10,50,0.34
,16:49:41,6,3590,3228,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:49:42,6,3590,3229,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:49:43,6,3590,3230,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:49:44,6,3590,3231,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:49:45,6,3590,3232,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:49:46,6,3590,3233,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:49:47,6,3590,3234,0.36,13.3,7,14.4,0.054,10,50,0.35
,16:49:48,6,3590,3235,0.36,13.3,7,14.4,0.054,10,50,0.35
,16:49:49,6,3590,3236,0.36,13.3,7,14.4,0.054,10,50,0.35
,16:49:50,6,3590,3237,0.36,13.3,7,14.4,0.054,10,50,0.35
,16:49:51,6,3590,3238,0.36,13.3,7,14.4,0.052,10,50,0.35
,16:49:52,6,3590,3239,0.36,13.3,7,14.4,0.053,10,50,0.35
,16:49:53,6,3590,3240,0.36,13.3,7,14.4,0.053,10,50,0.35
,16:49:54,6,3590,3241,0.36,13.3,7,14.4,0.051,10,50,0.35
,16:49:55,6,3590,3242,0.36,13.3,7,14.4,0.05,10,50,0.35
,16:49:56,6,3590,3243,0.36,13.3,7,14.4,0.05,10,50,0.34
,16:49:57,6,3590,3244,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:49:58,6,3590,3245,0.35,13.3,7,14.4,0.05,10,50,0.34
,16:49:59,6,3590,3246,0.35,13.3,7,14.4,0.052,10,50,0.34
,16:50:00,6,3590,3247,0.35,13.3,6,14.4,0.054,10,50,0.34
,16:50:01,6,3590,3248,0.35,13.3,6,14.4,0.054,10,50,0.33
,16:50:02,6,3590,3249,0.35,13.3,7,14.4,0.052,10,50,0.34
,16:50:03,6,3590,3250,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:04,6,3590,3251,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:50:05,6,3590,3252,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:50:06,6,3590,3253,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:07,6,3590,3254,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:08,6,3590,3255,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:50:09,6,3590,3256,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:50:10,6,3590,3257,0.36,13.3,7,14.4,0.051,10,50,0.34
,16:50:11,6,3590,3258,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:12,6,3590,3259,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:50:13,6,3590,3260,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:50:14,6,3590,3261,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:15,6,3590,3262,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:16,6,3590,3263,0.35,13.3,7,14.4,0.053,10,50,0.34
,16:50:17,6,3590,3264,0.36,13.3,7,14.4,0.053,10,50,0.34
,16:50:18,6,3590,3265,0.36,13.3,7,14.4,0.051,10,50,0.34
,16:50:19,6,3590,3266,0.36,13.3,7,14.4,0.051,10,50,0.34
,16:50:20,6,3590,3267,0.36,13.3,7,14.4,0.05,10,50,0.34
,16:50:21,6,3590,3268,0.36,13.3,7,14.4,0.05,10,50,0.34
,16:50:22,6,3590,3269,0.35,13.3,7,14.4,0.048,10,50,0.34
,16:50:23,6,3590,3270,0.35,13.3,7,14.4,0.047,10,50,0.34
,16:50:24,6,3590,3271,0.35,13.3,7,14.4,0.049,10,50,0.34
,16:50:25,6,3590,3272,0.35,13.3,7,14.4,0.049,10,50,0.34
,16:50:26,6,3590,3273,0.35,13.3,7,14.4,0.05,10,50,0.33
,16:50:27,6,3590,3274,0.35,13.3,7,14.4,0.05,10,50,0.33
,16:50:28,6,3590,3275,0.35,13.3,7,14.4,0.05,10,50,0.34
,16:50:29,6,3590,3276,0.35,13.3,7,14.4,0.05,10,50,0.34
,16:50:30,6,3590,3277,0.35,13.3,7,14.4,0.049,10,50,0.34
,16:50:31,6,3590,3278,0.35,13.3,7,14.4,0.049,10,50,0.34
,16:50:32,6,3590,3279,0.35,13.3,7,14.4,0.051,10,50,0.34
,16:50:33,6,3590,3280,0.35,13.3,7,14.4,0.05,10,50,0.33
,16:50:34,6,3590,3281,0.35,13.3,7,14.3,0.05,10,50,0.33
,16:50:35,6,3590,3282,0.34,13.3,7,14.3,0.052,10,50,0.33
,16:50:36,6,3590,3283,0.35,13.3,7,14.3,0.052,10,50,0.33
,16:50:37,6,3590,3284,0.35,13.3,7,14.3,0.052,10,50,0.33
,16:50:38,6,3590,3285,0.35,13.3,7,14.3,0.052,10,50,0.34
,16:50:39,6,3590,3286,0.35,13.3,7,14.3,0.052,10,50,0.33
,16:50:40,6,3590,3287,0.35,13.3,7,14.3,0.052,10,50,0.34
,16:50:41,6,3590,3288,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:50:42,6,3590,3289,0.35,13.3,6,14.3,0.055,10,50,0.34
,16:50:43,6,3590,3290,0.35,13.3,6,14.3,0.055,10,50,0.34
,16:50:44,6,3590,3291,0.35,13.3,6,14.3,0.055,10,50,0.34
,16:50:45,6,3590,3292,0.35,13.3,6,14.3,0.055,10,50,0.34
,16:50:46,6,3590,3293,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:50:47,6,3590,3294,0.36,13.3,7,14.3,0.053,10,50,0.34
,16:50:48,6,3590,3295,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:50:49,6,3590,3296,0.35,13.3,7,14.3,0.053,10,50,0.34
,16:50:50,6,3590,3297,0.36,13.3,7,14.3,0.053,10,50,0.34
,16:50:51,6,3590,3298,0.36,13.3,7,14.3,0.054,10,50,0.35
,16:50:52,6,3590,3299,0.36,13.3,7,14.3,0.051,10,50,0.34
,16:50:53,6,3590,3300,0.35,13.3,7,14.3,0.051,10,50,0.34
,16:50:54,6,3590,3301,0.35,13.3,7,14.2,0.052,10,50,0.33
,16:50:55,6,3590,3302,0.35,13.3,7,14.2,0.052,10,50,0.34
,16:50:56,6,3590,3303,0.35,13.3,7,14.2,0.053,10,50,0.34
,16:50:57,6,3590,3304,0.36,13.3,7,14.2,0.053,10,50,0.34
,16:50:58,6,3590,3305,0.36,13.3,7,14.2,0.052,10,50,0.35
,16:50:59,6,3590,3306,0.36,13.3,7,14.2,0.055,10,50,0.35
,16:51:00,6,3590,3307,0.37,13.3,7,14.2,0.055,10,50,0.35
,16:51:01,6,3590,3308,0.37,13.3,7,14.2,0.053,10,50,0.35
,16:51:02,6,3590,3309,0.37,13.3,7,14.2,0.053,10,50,0.35
,16:51:03,6,3590,3310,0.36,13.3,7,14.2,0.052,10,50,0.35
,16:51:04,6,3590,3311,0.36,13.3,7,14.2,0.053,10,50,0.34
,16:51:05,6,3590,3312,0.36,13.3,7,14.2,0.053,10,50,0.34
,16:51:06,6,3590,3313,0.37,13.3,7,14.2,0.053,10,50,0.35
,16:51:07,6,3590,3314,0.37,13.3,7,14.1,0.053,10,50,0.36
,16:51:08,6,3590,3315,0.37,13.3,7,14.1,0.054,10,50,0.36
,16:51:09,6,3590,3316,0.37,13.3,7,14.1,0.053,10,50,0.35
,16:51:10,6,3590,3317,0.36,13.3,7,14.1,0.052,10,50,0.35
,16:51:11,6,3590,3318,0.36,13.3,7,14.1,0.054,10,50,0.35
,16:51:12,6,3590,3319,0.36,13.3,7,14.1,0.053,10,50,0.35
,16:51:13,6,3590,3320,0.37,13.3,7,14.1,0.053,10,50,0.35
,16:51:14,6,3590,3321,0.37,13.3,7,14.1,0.053,10,50,0.35
,16:51:15,6,3590,3322,0.36,13.3,7,14.1,0.055,10,50,0.35
,16:51:16,6,3590,3323,0.36,13.3,7,14.1,0.054,10,50,0.35
,16:51:17,6,3590,3324,0.36,13.3,7,14.1,0.053,10,50,0.35
,16:51:18,6,3590,3325,0.37,13.3,7,14.1,0.051,10,50,0.35
,16:51:19,6,3590,3326,0.36,13.3,7,14.1,0.051,10,50,0.35
,16:51:20,6,3590,3327,0.36,13.3,7,14.1,0.05,10,50,0.35
,16:51:21,6,3590,3328,0.36,13.3,7,14.1,0.05,10,50,0.35
,16:51:22,6,3590,3329,0.36,13.3,7,14,0.05,10,50,0.35
,16:51:23,6,3590,3330,0.36,13.3,7,14,0.05,10,50,0.34
,16:51:24,6,3590,3331,0.36,13.3,7,14,0.05,10,50,0.34
,16:51:25,6,3590,3332,0.36,13.3,7,14,0.052,10,50,0.35
,16:51:26,6,3590,3333,0.36,13.3,7,14,0.054,10,50,0.35
,16:51:27,6,3590,3334,0.36,13.3,7,14,0.054,10,50,0.35
,16:51:28,6,3590,3335,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:29,6,3590,3336,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:30,6,3590,3337,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:31,6,3590,3338,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:32,6,3590,3339,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:33,6,3590,3340,0.35,13.3,7,14,0.053,10,50,0.34
,16:51:34,6,3590,3341,0.36,13.3,7,13.9,0.053,10,50,0.35
,16:51:35,6,3590,3342,0.36,13.3,7,13.9,0.054,10,50,0.35
,16:51:36,6,3590,3343,0.36,13.3,7,13.9,0.054,10,50,0.35
,16:51:37,6,3590,3344,0.36,13.3,7,13.9,0.054,10,50,0.35
,16:51:38,6,3590,3345,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:51:39,6,3590,3346,0.36,13.3,7,13.9,0.053,10,50,0.35
,16:51:40,6,3590,3347,0.36,13.3,7,13.9,0.052,10,50,0.35
,16:51:41,6,3590,3348,0.36,13.3,7,13.9,0.054,10,50,0.34
,16:51:42,6,3590,3349,0.35,13.3,7,13.9,0.053,10,50,0.34
,16:51:43,6,3590,3350,0.36,13.3,7,13.8,0.053,10,50,0.34
,16:51:44,6,3590,3351,0.36,13.3,7,13.8,0.052,10,50,0.35
,16:51:45,6,3590,3352,0.36,13.3,7,13.8,0.053,10,50,0.35
,16:51:46,6,3590,3353,0.36,13.3,7,13.8,0.053,10,50,0.35
,16:51:47,6,3590,3354,0.36,13.3,7,13.8,0.05,10,50,0.35
,16:51:48,6,3590,3355,0.36,13.3,7,13.8,0.05,10,50,0.34
,16:51:49,6,3590,3356,0.36,13.3,7,13.8,0.052,10,50,0.35
,16:51:50,6,3590,3357,0.36,13.3,7,13.8,0.054,10,50,0.35
,16:51:51,6,3590,3358,0.36,13.3,7,13.8,0.054,10,50,0.35
,16:51:52,6,3590,3359,0.36,13.3,7,13.8,0.054,10,50,0.35
,16:51:53,6,3590,3360,0.36,13.3,7,13.8,0.051,10,50,0.35
,16:51:54,6,3590,3361,0.36,13.3,7,13.7,0.051,10,50,0.34
,16:51:55,6,3590,3362,0.35,13.3,7,13.7,0.051,10,50,0.34
,16:51:56,6,3590,3363,0.35,13.3,7,13.7,0.05,10,50,0.34
,16:51:57,6,3590,3364,0.35,13.3,7,13.7,0.052,10,50,0.34
,16:51:58,6,3590,3365,0.35,13.3,7,13.7,0.052,10,50,0.34
,16:51:59,6,3590,3366,0.35,13.3,7,13.7,0.053,10,50,0.34
,16:52:00,6,3590,3367,0.36,13.3,7,13.7,0.052,10,50,0.35
,16:52:01,6,3590,3368,0.36,13.3,7,13.7,0.05,10,50,0.35
,16:52:02,6,3590,3369,0.36,13.3,7,13.7,0.049,10,50,0.35
,16:52:03,6,3590,3370,0.36,13.3,7,13.6,0.05,10,50,0.34
,16:52:04,6,3590,3371,0.35,13.3,7,13.6,0.051,10,50,0.34
,16:52:05,6,3590,3372,0.35,13.3,7,13.6,0.053,10,50,0.34
,16:52:06,6,3590,3373,0.35,13.3,7,13.6,0.053,10,50,0.34
,16:52:07,6,3590,3374,0.35,13.3,7,13.6,0.053,10,50,0.34
,16:52:08,6,3590,3375,0.35,13.3,7,13.6,0.053,10,50,0.34
,16:52:09,6,3590,3376,0.36,13.3,6,13.6,0.056,10,50,0.34
,16:52:10,6,3590,3377,0.36,13.3,7,13.6,0.053,10,50,0.34
,16:52:11,6,3590,3378,0.36,13.3,7,13.6,0.052,10,50,0.35
,16:52:12,6,3590,3379,0.36,13.3,7,13.5,0.05,10,50,0.35
,16:52:13,6,3590,3380,0.36,13.3,7,13.5,0.05,10,50,0.35
,16:52:14,6,3590,3381,0.36,13.3,7,13.5,0.051,10,50,0.34
,16:52:15,6,3590,3382,0.35,13.3,7,13.5,0.049,10,50,0.34
,16:52:16,6,3590,3383,0.35,13.3,7,13.5,0.049,10,50,0.34
,16:52:17,6,3590,3384,0.36,13.3,7,13.5,0.05,10,50,0.34
,16:52:18,6,3590,3385,0.36,13.3,7,13.5,0.051,10,50,0.34
,16:52:19,6,3590,3386,0.35,13.3,7,13.5,0.053,10,50,0.34
,16:52:20,6,3590,3387,0.35,13.3,6,13.5,0.055,10,50,0.34
,16:52:21,6,3590,3388,0.35,13.3,6,13.4,0.055,10,50,0.34
,16:52:22,6,3590,3389,0.36,13.3,7,13.4,0.054,10,50,0.35
,16:52:23,6,3590,3390,0.37,13.3,7,13.4,0.055,10,50,0.35
,16:52:24,6,3590,3391,0.36,13.3,7,13.4,0.055,10,50,0.35
,16:52:25,6,3590,3392,0.36,13.3,7,13.4,0.053,10,50,0.34
,16:52:26,6,3590,3393,0.35,13.3,7,13.4,0.053,10,50,0.34
,16:52:27,6,3590,3394,0.36,13.3,7,13.4,0.053,10,50,0.34
,16:52:28,6,3590,3395,0.36,13.3,7,13.4,0.054,10,50,0.35
,16:52:29,6,3590,3396,0.36,13.3,7,13.3,0.054,10,50,0.35
,16:52:30,6,3590,3397,0.36,13.3,7,13.3,0.052,10,50,0.35
,16:52:31,6,3590,3398,0.36,13.3,7,13.3,0.052,10,50,0.35
,16:52:32,6,3590,3399,0.36,13.3,7,13.3,0.051,10,50,0.34
,16:52:33,6,3590,3400,0.35,13.3,7,13.3,0.053,10,50,0.34
,16:52:34,6,3590,3401,0.35,13.3,7,13.3,0.053,10,50,0.34
,16:52:35,6,3590,3402,0.36,13.3,7,13.3,0.054,10,50,0.35
,16:52:36,6,3590,3403,0.36,13.3,7,13.2,0.052,10,50,0.35
,16:52:37,6,3590,3404,0.36,13.3,7,13.2,0.052,10,50,0.35
,16:52:38,6,3590,3405,0.36,13.3,7,13.2,0.051,10,50,0.34
,16:52:39,6,3590,3406,0.36,13.3,7,13.2,0.053,10,50,0.34
,16:52:40,6,3590,3407,0.36,13.3,7,13.2,0.052,10,50,0.35
,16:52:41,6,3590,3408,0.36,13.3,7,13.2,0.05,10,50,0.35
