Data file,,ZYTEL_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Zytel on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 15:55:53 on 06/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:02:27,4,-1,394.1,0.02,0,7,11.1,0.003,10,49.7,0.02
,16:02:28,4,-1,395.1,0.05,0.9,7,11.1,0.007,10,49.8,0.05
,16:02:29,4,-1,396.1,0.13,7.3,7,11.1,0.02,10,49.9,0.14
,16:02:30,4,-1,397.1,0.23,13,6,11.1,0.036,10,49.9,0.23
,16:02:31,4,-1,398.1,0.3,13.3,6,11.1,0.047,10,49.9,0.29
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,zytel_iso10_12deg_001-h001.tsv,,,,,,,,,,
,16:02:33,5,5,400,0.36,13.3,7,11.1,0.054,10,49.9,0.35
,16:02:34,5,5,401,0.38,13.3,7,11,0.053,10,49.9,0.36
,16:02:35,5,5,402,0.39,13.3,7,11,0.052,10,49.9,0.37
,16:02:36,5,5,403,0.38,13.3,7,11,0.052,10,49.9,0.37
,16:02:37,5,5,404,0.38,13.3,7,11,0.051,10,49.9,0.36
,16:02:38,6,3590,405,0.37,13.3,7,11,0.052,10,49.9,0.36
,16:02:39,6,3590,406,0.37,13.3,7,10.9,0.054,10,49.9,0.36
,16:02:40,6,3590,407,0.37,13.3,7,10.9,0.054,10,49.9,0.35
,16:02:41,6,3590,408,0.37,13.3,7,10.9,0.054,10,49.9,0.36
,16:02:42,6,3590,409,0.37,13.3,7,10.9,0.054,10,49.9,0.36
,16:02:43,6,3590,410,0.37,13.3,7,10.8,0.054,10,49.9,0.36
,16:02:44,6,3590,411,0.37,13.3,7,10.8,0.052,10,49.9,0.36
,16:02:45,6,3590,412,0.37,13.3,7,10.8,0.051,10,49.9,0.35
,16:02:46,6,3590,413,0.37,13.3,7,10.8,0.051,10,49.9,0.35
,16:02:47,6,3590,414,0.37,13.3,7,10.8,0.056,10,49.9,0.35
,16:02:48,6,3590,415,0.37,13.3,7,10.7,0.055,10,49.9,0.35
,16:02:49,6,3590,416,0.37,13.3,7,10.7,0.056,10,49.9,0.36
,16:02:50,6,3590,417,0.37,13.3,7,10.7,0.053,10,49.9,0.35
,16:02:51,6,3590,418,0.37,13.3,7,10.7,0.055,10,49.9,0.35
,16:02:52,6,3590,419,0.37,13.3,7,10.7,0.055,10,49.9,0.35
,16:02:53,6,3590,420,0.36,13.3,7,10.7,0.053,10,49.9,0.35
,16:02:54,6,3590,421,0.37,13.3,7,10.7,0.051,10,49.9,0.35
,16:02:55,6,3590,422,0.37,13.3,7,10.7,0.051,10,49.9,0.35
,16:02:56,6,3590,423,0.37,13.3,7,10.7,0.053,10,49.9,0.35
,16:02:57,6,3590,424,0.36,13.3,7,10.7,0.055,10,49.9,0.35
,16:02:58,6,3590,425,0.36,13.3,7,10.7,0.054,10,49.9,0.35
,16:02:59,6,3590,426,0.36,13.3,7,10.7,0.052,10,49.9,0.35
,16:03:00,6,3590,427,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:01,6,3590,428,0.37,13.3,7,10.6,0.055,10,49.9,0.35
,16:03:02,6,3590,429,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:03,6,3590,430,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:04,6,3590,431,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:05,6,3590,432,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:06,6,3590,433,0.36,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:07,6,3590,434,0.36,13.3,7,10.6,0.055,10,49.9,0.35
,16:03:08,6,3590,435,0.36,13.3,7,10.6,0.055,10,49.9,0.35
,16:03:09,6,3590,436,0.36,13.3,7,10.6,0.055,10,49.9,0.35
,16:03:10,6,3590,437,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:11,6,3590,438,0.37,13.3,7,10.6,0.055,10,49.9,0.35
,16:03:12,6,3590,439,0.37,13.3,7,10.6,0.053,10,49.9,0.35
,16:03:13,6,3590,440,0.37,13.3,7,10.5,0.053,10,49.9,0.35
,16:03:14,6,3590,441,0.36,13.3,7,10.5,0.051,10,49.9,0.35
,16:03:15,6,3590,442,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:16,6,3590,443,0.36,13.3,7,10.5,0.054,10,49.9,0.35
,16:03:17,6,3590,444,0.36,13.3,7,10.5,0.054,10,49.9,0.35
,16:03:18,6,3590,445,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:19,6,3590,446,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:20,6,3590,447,0.36,13.3,7,10.5,0.054,10,49.9,0.35
,16:03:21,6,3590,448,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:22,6,3590,449,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:23,6,3590,450,0.36,13.3,7,10.5,0.052,10,49.9,0.35
,16:03:24,6,3590,451,0.36,13.3,7,10.4,0.052,10,49.9,0.35
,16:03:25,6,3590,452,0.36,13.3,7,10.4,0.054,10,49.9,0.34
,16:03:26,6,3590,453,0.36,13.3,7,10.4,0.054,10,49.9,0.35
,16:03:27,6,3590,454,0.36,13.3,7,10.4,0.054,10,49.9,0.35
,16:03:28,6,3590,455,0.36,13.3,7,10.4,0.054,10,49.9,0.35
,16:03:29,6,3590,456,0.37,13.3,7,10.4,0.055,10,49.9,0.35
,16:03:30,6,3590,457,0.37,13.3,7,10.4,0.053,10,49.9,0.35
,16:03:31,6,3590,458,0.37,13.3,7,10.4,0.053,10,49.9,0.35
,16:03:32,6,3590,459,0.37,13.3,7,10.4,0.051,10,49.9,0.35
,16:03:33,6,3590,460,0.37,13.3,7,10.4,0.051,10,49.9,0.35
,16:03:34,6,3590,461,0.37,13.3,7,10.4,0.053,10,49.9,0.35
,16:03:35,6,3590,462,0.36,13.3,7,10.4,0.055,10,49.9,0.35
,16:03:36,6,3590,463,0.36,13.3,7,10.3,0.054,10,49.9,0.35
,16:03:37,6,3590,464,0.36,13.3,7,10.3,0.055,10,49.9,0.35
,16:03:38,6,3590,465,0.36,13.3,7,10.3,0.053,10,49.9,0.35
,16:03:39,6,3590,466,0.36,13.3,7,10.3,0.053,10,49.9,0.35
,16:03:40,6,3590,467,0.36,13.3,7,10.3,0.054,10,49.9,0.35
,16:03:41,6,3590,468,0.36,13.3,7,10.3,0.054,10,49.9,0.35
,16:03:42,6,3590,469,0.36,13.3,7,10.3,0.054,10,49.9,0.35
,16:03:43,6,3590,470,0.36,13.3,7,10.3,0.053,10,49.9,0.35
,16:03:44,6,3590,471,0.36,13.3,7,10.3,0.05,10,49.9,0.35
,16:03:45,6,3590,472,0.36,13.3,7,10.3,0.052,10,49.9,0.35
,16:03:46,6,3590,473,0.36,13.3,7,10.3,0.051,10,49.9,0.34
,16:03:47,6,3590,474,0.35,13.3,7,10.2,0.053,10,49.9,0.34
,16:03:48,6,3590,475,0.35,13.3,7,10.2,0.053,10,49.9,0.34
,16:03:49,6,3590,476,0.35,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:50,6,3590,477,0.36,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:51,6,3590,478,0.36,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:52,6,3590,479,0.35,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:53,6,3590,480,0.35,13.3,7,10.2,0.049,10,49.9,0.34
,16:03:54,6,3590,481,0.36,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:55,6,3590,482,0.35,13.3,7,10.2,0.051,10,49.9,0.34
,16:03:56,6,3590,483,0.35,13.3,7,10.2,0.053,10,49.9,0.34
,16:03:57,6,3590,484,0.35,13.3,7,10.2,0.052,10,49.9,0.34
,16:03:58,6,3590,485,0.35,13.3,7,10.2,0.052,10,49.9,0.34
,16:03:59,6,3590,486,0.35,13.3,7,10.2,0.052,10,49.9,0.34
,16:04:00,6,3590,487,0.35,13.3,7,10.2,0.051,10,49.9,0.34
,16:04:01,6,3590,488,0.35,13.3,7,10.2,0.049,10,49.9,0.34
,16:04:02,6,3590,489,0.35,13.3,7,10.2,0.051,10,49.9,0.34
,16:04:03,6,3590,490,0.35,13.3,7,10.1,0.053,10,49.9,0.34
,16:04:04,6,3590,491,0.35,13.3,7,10.1,0.053,10,49.9,0.34
,16:04:05,6,3590,492,0.35,13.3,7,10.1,0.052,10,49.9,0.34
,16:04:06,6,3590,493,0.35,13.3,7,10.1,0.05,10,49.9,0.34
,16:04:07,6,3590,494,0.35,13.3,7,10.1,0.051,10,49.9,0.34
,16:04:08,6,3590,495,0.35,13.3,7,10.1,0.053,10,49.9,0.34
,16:04:09,6,3590,496,0.35,13.3,7,10.1,0.052,10,49.9,0.34
,16:04:10,6,3590,497,0.35,13.3,7,10.1,0.05,10,49.9,0.34
,16:04:11,6,3590,498,0.35,13.3,7,10.1,0.051,10,49.9,0.34
,16:04:12,6,3590,499,0.35,13.3,7,10.1,0.049,10,49.9,0.34
,16:04:13,6,3590,500,0.35,13.3,7,10.1,0.048,10,49.9,0.33
,16:04:14,6,3590,501,0.35,13.3,7,10.1,0.048,10,49.9,0.33
,16:04:15,6,3590,502,0.35,13.3,7,10.1,0.05,10,49.9,0.33
,16:04:16,6,3590,503,0.35,13.3,7,10.1,0.052,10,49.9,0.33
,16:04:17,6,3590,504,0.34,13.3,7,10.1,0.051,10,49.9,0.33
,16:04:18,6,3590,505,0.34,13.3,7,10.1,0.051,10,49.9,0.33
,16:04:19,6,3590,506,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:20,6,3590,507,0.35,13.3,7,10,0.052,10,49.9,0.33
,16:04:21,6,3590,508,0.35,13.3,7,10,0.05,10,49.9,0.34
,16:04:22,6,3590,509,0.35,13.3,7,10,0.052,10,49.9,0.33
,16:04:23,6,3590,510,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:24,6,3590,511,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:25,6,3590,512,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:26,6,3590,513,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:27,6,3590,514,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:04:28,6,3590,515,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:04:29,6,3590,516,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:04:30,6,3590,517,0.35,13.3,7,10,0.052,10,49.9,0.33
,16:04:31,6,3590,518,0.35,13.3,7,10,0.052,10,49.9,0.34
,16:04:32,6,3590,519,0.35,13.3,7,10,0.051,10,49.9,0.34
,16:04:33,6,3590,520,0.35,13.3,7,10,0.049,10,49.9,0.34
,16:04:34,6,3590,521,0.35,13.3,7,10,0.048,10,49.9,0.33
,16:04:35,6,3590,522,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:36,6,3590,523,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:37,6,3590,524,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:38,6,3590,525,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:39,6,3590,526,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:40,6,3590,527,0.35,13.3,7,10,0.05,10,49.9,0.34
,16:04:41,6,3590,528,0.35,13.3,7,10,0.05,10,49.9,0.34
,16:04:42,6,3590,529,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:04:43,6,3590,530,0.35,13.3,7,10,0.052,10,49.9,0.33
,16:04:44,6,3590,531,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:45,6,3590,532,0.35,13.3,7,10,0.048,10,49.9,0.33
,16:04:46,6,3590,533,0.35,13.3,7,10,0.049,10,49.9,0.34
,16:04:47,6,3590,534,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:04:48,6,3590,535,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:04:49,6,3590,536,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:04:50,6,3590,537,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:04:51,6,3590,538,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:04:52,6,3590,539,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:04:53,6,3590,540,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:04:54,6,3590,541,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:55,6,3590,542,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:56,6,3590,543,0.34,13.3,7,10,0.048,10,49.9,0.33
,16:04:57,6,3590,544,0.34,13.3,7,10,0.048,10,49.9,0.33
,16:04:58,6,3590,545,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:04:59,6,3590,546,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:05:00,6,3590,547,0.34,13.3,7,10,0.051,10,49.9,0.33
,16:05:01,6,3590,548,0.34,13.3,6,10,0.054,10,49.9,0.33
,16:05:02,6,3590,549,0.34,13.3,7,10,0.052,10,49.9,0.33
,16:05:03,6,3590,550,0.35,13.3,7,10,0.052,10,49.9,0.34
,16:05:04,6,3590,551,0.35,13.3,7,10,0.053,10,49.9,0.34
,16:05:05,6,3590,552,0.35,13.3,7,10,0.051,10,49.9,0.34
,16:05:06,6,3590,553,0.35,13.3,7,10,0.05,10,49.9,0.33
,16:05:07,6,3590,554,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:05:08,6,3590,555,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:05:09,6,3590,556,0.35,13.3,7,10,0.052,10,49.9,0.34
,16:05:10,6,3590,557,0.35,13.3,7,10,0.053,10,49.9,0.34
,16:05:11,6,3590,558,0.35,13.3,7,10,0.053,10,49.9,0.34
,16:05:12,6,3590,559,0.35,13.3,7,10,0.051,10,49.9,0.34
,16:05:13,6,3590,560,0.35,13.3,7,10,0.05,10,49.9,0.34
,16:05:14,6,3590,561,0.35,13.3,7,10,0.052,10,49.9,0.34
,16:05:15,6,3590,562,0.35,13.3,7,10,0.052,10,49.9,0.34
,16:05:16,6,3590,563,0.35,13.3,7,10,0.051,10,49.9,0.34
,16:05:17,6,3590,564,0.35,13.3,7,10,0.049,10,49.9,0.34
,16:05:18,6,3590,565,0.35,13.3,7,10,0.049,10,49.9,0.34
,16:05:19,6,3590,566,0.35,13.3,7,10,0.048,10,49.9,0.33
,16:05:20,6,3590,567,0.34,13.3,7,10,0.05,10,49.9,0.33
,16:05:21,6,3590,568,0.35,13.3,7,10,0.052,10,49.9,0.33
,16:05:22,6,3590,569,0.35,13.3,7,10.1,0.052,10,49.9,0.33
,16:05:23,6,3590,570,0.34,13.3,7,10.1,0.052,10,49.9,0.33
,16:05:24,6,3590,571,0.35,13.3,7,10.1,0.052,10,49.9,0.33
,16:05:25,6,3590,572,0.34,13.3,7,10.1,0.052,10,49.9,0.33
,16:05:26,6,3590,573,0.35,13.3,7,10.1,0.05,10,49.9,0.33
,16:05:27,6,3590,574,0.34,13.3,7,10.1,0.048,10,49.9,0.33
,16:05:28,6,3590,575,0.34,13.3,7,10.1,0.048,10,49.9,0.33
,16:05:29,6,3590,576,0.34,13.3,7,10.1,0.049,10,49.9,0.33
,16:05:30,6,3590,577,0.34,13.3,7,10.1,0.049,10,49.9,0.32
,16:05:31,6,3590,578,0.34,13.3,7,10.1,0.05,10,49.9,0.32
,16:05:32,6,3590,579,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:05:33,6,3590,580,0.33,13.3,7,10.1,0.05,10,49.9,0.32
,16:05:34,6,3590,581,0.34,13.3,7,10.1,0.05,10,49.9,0.33
,16:05:35,6,3590,582,0.34,13.3,7,10.1,0.049,10,49.9,0.33
,16:05:36,6,3590,583,0.34,13.3,7,10.1,0.049,10,49.9,0.33
,16:05:37,6,3590,584,0.34,13.3,7,10.1,0.047,10,49.9,0.33
,16:05:38,6,3590,585,0.33,13.3,7,10.1,0.048,10,49.9,0.32
,16:05:39,6,3590,586,0.33,13.3,7,10.2,0.05,10,49.9,0.32
,16:05:40,6,3590,587,0.33,13.3,7,10.2,0.05,10,49.9,0.32
,16:05:41,6,3590,588,0.34,13.3,7,10.2,0.05,10,49.9,0.32
,16:05:42,6,3590,589,0.34,13.3,7,10.2,0.051,10,49.9,0.33
,16:05:43,6,3590,590,0.34,13.3,7,10.2,0.051,10,49.9,0.33
,16:05:44,6,3590,591,0.34,13.3,7,10.2,0.049,10,49.9,0.32
,16:05:45,6,3590,592,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:05:46,6,3590,593,0.33,13.3,7,10.2,0.048,10,49.9,0.32
,16:05:47,6,3590,594,0.34,13.3,7,10.2,0.05,10,49.9,0.32
,16:05:48,6,3590,595,0.34,13.3,7,10.2,0.05,10,49.9,0.32
,16:05:49,6,3590,596,0.34,13.3,7,10.2,0.051,10,49.9,0.33
,16:05:50,6,3590,597,0.34,13.3,7,10.2,0.049,10,49.9,0.33
,16:05:51,6,3590,598,0.34,13.3,7,10.3,0.049,10,49.9,0.33
,16:05:52,6,3590,599,0.34,13.3,7,10.3,0.047,10,49.9,0.33
,16:05:53,6,3590,600,0.34,13.3,7,10.3,0.048,10,49.9,0.33
,16:05:54,6,3590,601,0.34,13.3,7,10.3,0.047,10,49.9,0.33
,16:05:55,6,3590,602,0.34,13.3,7,10.3,0.049,10,49.9,0.33
,16:05:56,6,3590,603,0.34,13.3,7,10.3,0.05,10,49.9,0.32
,16:05:57,6,3590,604,0.34,13.3,7,10.3,0.05,10,49.9,0.32
,16:05:58,6,3590,605,0.34,13.3,7,10.3,0.05,10,49.9,0.32
,16:05:59,6,3590,606,0.34,13.3,7,10.3,0.05,10,49.9,0.33
,16:06:00,6,3590,607,0.34,13.3,7,10.4,0.049,10,49.9,0.33
,16:06:01,6,3590,608,0.34,13.3,7,10.4,0.051,10,49.9,0.33
,16:06:02,6,3590,609,0.34,13.3,7,10.4,0.051,10,49.9,0.33
,16:06:03,6,3590,610,0.34,13.3,7,10.4,0.051,10,49.9,0.33
,16:06:04,6,3590,611,0.34,13.3,7,10.4,0.051,10,49.9,0.33
,16:06:05,6,3590,612,0.34,13.3,7,10.4,0.049,10,49.9,0.33
,16:06:06,6,3590,613,0.34,13.3,7,10.4,0.05,10,49.9,0.33
,16:06:07,6,3590,614,0.34,13.3,7,10.4,0.048,10,49.9,0.33
,16:06:08,6,3590,615,0.34,13.3,7,10.4,0.048,10,49.9,0.33
,16:06:09,6,3590,616,0.34,13.3,7,10.4,0.049,10,49.9,0.33
,16:06:10,6,3590,617,0.34,13.3,7,10.5,0.051,10,49.9,0.33
,16:06:11,6,3590,618,0.34,13.3,6,10.5,0.052,10,49.9,0.32
,16:06:12,6,3590,619,0.34,13.3,7,10.5,0.051,10,49.9,0.33
,16:06:13,6,3590,620,0.34,13.3,7,10.5,0.049,10,49.9,0.33
,16:06:14,6,3590,621,0.34,13.3,7,10.5,0.05,10,49.9,0.33
,16:06:15,6,3590,622,0.34,13.3,7,10.5,0.05,10,49.9,0.33
,16:06:16,6,3590,623,0.34,13.3,7,10.5,0.051,10,49.9,0.33
,16:06:17,6,3590,624,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:06:18,6,3590,625,0.34,13.3,7,10.6,0.049,10,49.9,0.33
,16:06:19,6,3590,626,0.34,13.3,7,10.6,0.048,10,49.9,0.33
,16:06:20,6,3590,627,0.34,13.3,7,10.6,0.048,10,49.9,0.33
,16:06:21,6,3590,628,0.34,13.3,7,10.6,0.048,10,49.9,0.33
,16:06:22,6,3590,629,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:06:23,6,3590,630,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:06:24,6,3590,631,0.34,13.3,7,10.6,0.051,10,49.9,0.33
,16:06:25,6,3590,632,0.35,13.3,7,10.6,0.052,10,49.9,0.33
,16:06:26,6,3590,633,0.35,13.3,7,10.6,0.053,10,49.9,0.34
,16:06:27,6,3590,634,0.35,13.3,7,10.7,0.053,10,49.9,0.34
,16:06:28,6,3590,635,0.35,13.3,7,10.7,0.05,10,49.9,0.34
,16:06:29,6,3590,636,0.34,13.3,7,10.7,0.052,10,49.9,0.33
,16:06:30,6,3590,637,0.34,13.3,7,10.7,0.051,10,49.9,0.33
,16:06:31,6,3590,638,0.34,13.3,7,10.7,0.05,10,49.9,0.33
,16:06:32,6,3590,639,0.34,13.3,7,10.7,0.051,10,49.9,0.33
,16:06:33,6,3590,640,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:06:34,6,3590,641,0.34,13.3,7,10.8,0.05,10,49.9,0.33
,16:06:35,6,3590,642,0.34,13.3,7,10.8,0.05,10,49.9,0.33
,16:06:36,6,3590,643,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:06:37,6,3590,644,0.34,13.3,7,10.8,0.049,10,49.9,0.33
,16:06:38,6,3590,645,0.34,13.3,7,10.8,0.049,10,49.9,0.32
,16:06:39,6,3590,646,0.34,13.3,7,10.8,0.047,10,49.9,0.33
,16:06:40,6,3590,647,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:06:41,6,3590,648,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:06:42,6,3590,649,0.34,13.3,7,10.9,0.05,10,49.9,0.32
,16:06:43,6,3590,650,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:06:44,6,3590,651,0.34,13.3,7,10.9,0.049,10,49.9,0.33
,16:06:45,6,3590,652,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:06:46,6,3590,653,0.34,13.3,7,10.9,0.051,10,49.9,0.33
,16:06:47,6,3590,654,0.34,13.3,7,11,0.051,10,49.9,0.33
,16:06:48,6,3590,655,0.34,13.3,7,11,0.048,10,49.9,0.33
,16:06:49,6,3590,656,0.34,13.3,7,11,0.048,10,49.9,0.33
,16:06:50,6,3590,657,0.34,13.3,7,11,0.049,10,49.9,0.33
,16:06:51,6,3590,658,0.34,13.3,7,11,0.051,10,49.9,0.33
,16:06:52,6,3590,659,0.34,13.3,7,11,0.051,10,49.9,0.33
,16:06:53,6,3590,660,0.35,13.3,7,11.1,0.05,10,49.9,0.33
,16:06:54,6,3590,661,0.34,13.3,7,11.1,0.05,10,49.9,0.33
,16:06:55,6,3590,662,0.34,13.3,7,11.1,0.05,10,49.9,0.33
,16:06:56,6,3590,663,0.34,13.3,7,11.1,0.049,10,49.9,0.33
,16:06:57,6,3590,664,0.34,13.3,7,11.1,0.049,10,49.9,0.33
,16:06:58,6,3590,665,0.34,13.3,7,11.1,0.049,10,49.9,0.33
,16:06:59,6,3590,666,0.34,13.3,7,11.2,0.051,10,49.9,0.33
,16:07:00,6,3590,667,0.34,13.3,7,11.2,0.051,10,49.9,0.33
,16:07:01,6,3590,668,0.34,13.3,7,11.2,0.051,10,49.9,0.33
,16:07:02,6,3590,669,0.34,13.3,7,11.2,0.049,10,49.9,0.33
,16:07:03,6,3590,670,0.34,13.3,7,11.2,0.05,10,49.9,0.33
,16:07:04,6,3590,671,0.34,13.3,7,11.2,0.049,10,49.9,0.33
,16:07:05,6,3590,672,0.34,13.3,7,11.2,0.051,10,49.9,0.32
,16:07:06,6,3590,673,0.34,13.3,7,11.3,0.049,10,49.9,0.32
,16:07:07,6,3590,674,0.34,13.3,7,11.3,0.049,10,49.9,0.33
,16:07:08,6,3590,675,0.34,13.3,7,11.3,0.049,10,49.9,0.33
,16:07:09,6,3590,676,0.34,13.3,7,11.3,0.052,10,49.9,0.33
,16:07:10,6,3590,677,0.34,13.3,7,11.3,0.051,10,49.9,0.33
,16:07:11,6,3590,678,0.34,13.3,7,11.4,0.051,10,49.9,0.33
,16:07:12,6,3590,679,0.34,13.3,7,11.4,0.05,10,49.9,0.33
,16:07:13,6,3590,680,0.34,13.3,7,11.4,0.05,10,49.9,0.33
,16:07:14,6,3590,681,0.34,13.3,7,11.4,0.049,10,49.9,0.33
,16:07:15,6,3590,682,0.34,13.3,7,11.4,0.049,10,49.9,0.32
,16:07:16,6,3590,683,0.34,13.3,7,11.5,0.049,10,49.9,0.32
,16:07:17,6,3590,684,0.34,13.3,7,11.5,0.049,10,49.9,0.33
,16:07:18,6,3590,685,0.34,13.3,7,11.5,0.051,10,49.9,0.33
,16:07:19,6,3590,686,0.34,13.3,7,11.5,0.051,10,49.9,0.33
,16:07:20,6,3590,687,0.34,13.3,7,11.5,0.052,10,49.9,0.33
,16:07:21,6,3590,688,0.34,13.3,7,11.5,0.05,10,49.9,0.33
,16:07:22,6,3590,689,0.35,13.3,7,11.5,0.05,10,49.9,0.33
,16:07:23,6,3590,690,0.34,13.3,7,11.6,0.05,10,49.9,0.33
,16:07:24,6,3590,691,0.34,13.3,7,11.6,0.049,10,49.9,0.33
,16:07:25,6,3590,692,0.34,13.3,7,11.6,0.049,10,49.9,0.33
,16:07:26,6,3590,693,0.34,13.3,7,11.6,0.047,10,49.9,0.32
,16:07:27,6,3590,694,0.34,13.3,7,11.6,0.047,10,49.9,0.32
,16:07:28,6,3590,695,0.34,13.3,7,11.7,0.049,10,49.9,0.33
,16:07:29,6,3590,696,0.34,13.3,7,11.7,0.051,10,49.9,0.33
,16:07:30,6,3590,697,0.34,13.3,7,11.7,0.051,10,49.9,0.33
,16:07:31,6,3590,698,0.34,13.3,7,11.8,0.052,10,49.9,0.33
,16:07:32,6,3590,699,0.35,13.3,7,11.8,0.05,10,49.9,0.34
,16:07:33,6,3590,700,0.35,13.3,7,11.8,0.051,10,49.9,0.34
,16:07:34,6,3590,701,0.35,13.3,7,11.8,0.05,10,49.9,0.34
,16:07:35,6,3590,702,0.34,13.3,7,11.8,0.052,10,49.9,0.33
,16:07:36,6,3590,703,0.34,13.3,7,11.9,0.048,10,49.9,0.33
,16:07:37,6,3590,704,0.34,13.3,7,11.9,0.048,10,49.9,0.33
,16:07:38,6,3590,705,0.34,13.3,7,11.9,0.048,10,49.9,0.33
,16:07:39,6,3590,706,0.34,13.3,7,11.9,0.051,10,49.9,0.33
,16:07:40,6,3590,707,0.34,13.3,7,11.9,0.051,10,49.9,0.33
,16:07:41,6,3590,708,0.34,13.3,7,11.9,0.051,10,49.9,0.33
,16:07:42,6,3590,709,0.35,13.3,7,11.9,0.052,10,49.9,0.33
,16:07:43,6,3590,710,0.35,13.3,7,12,0.052,10,49.9,0.34
,16:07:44,6,3590,711,0.35,13.3,7,12,0.053,10,49.9,0.34
,16:07:45,6,3590,712,0.35,13.3,7,12,0.051,10,49.9,0.34
,16:07:46,6,3590,713,0.35,13.3,7,12,0.049,10,49.9,0.34
,16:07:47,6,3590,714,0.35,13.3,7,12,0.048,10,49.9,0.33
,16:07:48,6,3590,715,0.34,13.3,7,12.1,0.048,10,49.9,0.33
,16:07:49,6,3590,716,0.34,13.3,7,12.1,0.05,10,49.9,0.33
