Data file,,RA0.3_PAO_12C_004_45MINS.TSV,,,,,,,,,,
,11:43:05,4,2700,430.3,0.92,13.3,9,11.5,0.102,10,0.3,0.83
,11:43:06,4,2700,431.3,0.91,13.3,9,11.5,0.102,10,0.3,0.82
,11:43:07,4,2700,432.3,0.91,13.3,9,11.5,0.099,10,0.3,0.82
,11:43:08,4,2700,433.3,0.91,13.3,9,11.5,0.099,10,0.3,0.82
,11:43:09,4,2700,434.3,0.9,13.3,9,11.5,0.104,10,0.3,0.82
,11:43:10,4,2700,435.3,0.9,13.3,9,11.5,0.1,10,0.3,0.81
,11:43:11,4,2700,436.3,0.9,13.3,9,11.5,0.1,10,0.3,0.81
,11:43:12,4,2700,437.3,0.9,13.3,9,11.5,0.101,10,0.3,0.81
,11:43:13,4,2700,438.3,0.91,13.3,9,11.5,0.101,10,0.3,0.82
,11:43:14,4,2700,439.3,0.91,13.3,9,11.5,0.099,10,0.3,0.82
,11:43:15,4,2700,440.3,0.92,13.3,9,11.5,0.099,10,0.3,0.83
,11:43:16,4,2700,441.3,0.92,13.3,9,11.5,0.102,10,0.4,0.83
,11:43:17,4,2700,442.3,0.91,13.3,9,11.5,0.104,10,0.3,0.82
,11:43:18,4,2700,443.3,0.9,13.3,9,11.5,0.104,10,0.3,0.82
,11:43:19,4,2700,444.3,0.9,13.3,9,11.5,0.101,10,0.3,0.82
,11:43:20,4,2700,445.3,0.91,13.3,9,11.5,0.101,10,0.3,0.82
,11:43:21,4,2700,446.3,0.91,13.3,9,11.4,0.102,10,0.3,0.82
,11:43:22,4,2700,447.3,0.91,13.3,9,11.4,0.099,10,0.3,0.82
,11:43:23,4,2700,448.3,0.91,13.3,9,11.4,0.098,10,0.3,0.82
,11:43:24,4,2700,449.3,0.9,13.3,9,11.4,0.098,10,0.3,0.82
,11:43:25,4,2700,450.3,0.9,13.3,9,11.4,0.101,10,0.3,0.81
,11:43:26,4,2700,451.3,0.9,13.3,9,11.4,0.1,10,0.3,0.81
,11:43:27,4,2700,452.3,0.9,13.3,9,11.4,0.103,10,0.3,0.81
,11:43:28,4,2700,453.3,0.9,13.3,9,11.4,0.1,10,0.3,0.81
,11:43:29,4,2700,454.3,0.9,13.3,9,11.4,0.1,10,0.3,0.81
,11:43:30,4,2700,455.3,0.9,13.3,9,11.4,0.1,10,0.3,0.81
,11:43:31,4,2700,456.3,0.9,13.3,9,11.4,0.101,10,0.3,0.81
,11:43:32,4,2700,457.3,0.9,13.3,9,11.4,0.101,10,0.3,0.81
,11:43:33,4,2700,458.3,0.9,13.3,9,11.3,0.101,10,0.3,0.81
,11:43:34,4,2700,459.3,0.9,13.3,9,11.3,0.101,10,0.3,0.81
,11:43:35,4,2700,460.3,0.9,13.3,9,11.3,0.101,10,0.3,0.81
,11:43:36,4,2700,461.3,0.9,13.3,9,11.3,0.103,10,0.3,0.81
,11:43:37,4,2700,462.3,0.9,13.3,9,11.3,0.1,10,0.3,0.81
,11:43:38,4,2700,463.3,0.9,13.3,9,11.3,0.1,10,0.3,0.81
,11:43:39,4,2700,464.3,0.9,13.3,9,11.3,0.095,10,0.3,0.81
,11:43:40,4,2700,465.3,0.9,13.3,9,11.3,0.095,10,0.3,0.81
,11:43:41,4,2700,466.3,0.9,13.3,9,11.2,0.097,10,0.3,0.81
,11:43:42,4,2700,467.3,0.9,13.3,9,11.2,0.1,10,0.3,0.81
,11:43:43,4,2700,468.3,0.89,13.3,9,11.2,0.103,10,0.3,0.81
,11:43:44,4,2700,469.3,0.89,13.3,9,11.2,0.099,10,0.3,0.8
,11:43:45,4,2700,470.3,0.89,13.3,9,11.2,0.102,10,0.3,0.8
,11:43:46,4,2700,471.3,0.89,13.3,9,11.2,0.099,10,0.3,0.8
,11:43:47,4,2700,472.3,0.89,13.3,9,11.2,0.096,10,0.3,0.8
,11:43:48,4,2700,473.3,0.89,13.3,9,11.2,0.094,10,0.3,0.81
,11:43:49,4,2700,474.3,0.89,13.3,9,11.2,0.097,10,0.3,0.81
,11:43:50,4,2700,475.3,0.89,13.3,9,11.1,0.1,10,0.3,0.81
,11:43:51,4,2700,476.3,0.89,13.3,9,11.1,0.102,10,0.3,0.8
,11:43:52,4,2700,477.3,0.89,13.3,9,11.1,0.099,10,0.3,0.8
,11:43:53,4,2700,478.3,0.89,13.3,9,11.1,0.099,10,0.3,0.8
,11:43:54,4,2700,479.3,0.89,13.3,9,11.1,0.096,10,0.3,0.8
,11:43:55,4,2700,480.3,0.89,13.3,9,11.1,0.096,10,0.3,0.8
,11:43:56,4,2700,481.3,0.89,13.3,10,11.1,0.091,10,0.3,0.8
,11:43:57,4,2700,482.3,0.89,13.3,9,11,0.094,10,0.3,0.8
,11:43:58,4,2700,483.3,0.89,13.3,9,11,0.096,10,0.3,0.8
,11:43:59,4,2700,484.3,0.88,13.3,9,11,0.098,10,0.3,0.79
,11:44:00,4,2700,485.3,0.87,13.3,9,11,0.097,10,0.3,0.78
,11:44:01,4,2700,486.3,0.86,13.3,9,11,0.095,10,0.3,0.77
,11:44:02,4,2700,487.3,0.85,13.3,9,11,0.095,10,0.3,0.77
,11:44:03,4,2700,488.3,0.85,13.3,9,11,0.098,10,0.3,0.77
,11:44:04,4,2700,489.3,0.86,13.3,9,10.9,0.098,10,0.3,0.77
,11:44:05,4,2700,490.3,0.86,13.3,9,10.9,0.096,10,0.3,0.77
,11:44:06,4,2700,491.3,0.86,13.3,9,10.9,0.096,10,0.3,0.78
,11:44:07,4,2700,492.3,0.86,13.3,9,10.9,0.094,10,0.3,0.78
,11:44:08,4,2700,493.3,0.87,13.3,9,10.9,0.091,10,0.3,0.78
,11:44:09,4,2700,494.3,0.86,13.3,9,10.9,0.091,10,0.3,0.78
,11:44:10,4,2700,495.3,0.86,13.3,9,10.9,0.093,10,0.3,0.77
,11:44:11,4,2700,496.3,0.86,13.3,9,10.9,0.096,10,0.3,0.77
,11:44:12,4,2700,497.3,0.86,13.3,9,10.9,0.099,10,0.3,0.78
,11:44:13,4,2700,498.3,0.86,13.3,9,10.9,0.099,10,0.3,0.78
,11:44:14,4,2700,499.3,0.86,13.3,9,10.8,0.099,10,0.3,0.78
,11:44:15,4,2700,500.3,0.86,13.3,9,10.8,0.096,10,0.3,0.78
,11:44:16,4,2700,501.3,0.87,13.3,9,10.8,0.097,10,0.3,0.78
,11:44:17,4,2700,502.3,0.87,13.3,9,10.8,0.095,10,0.3,0.79
,11:44:18,4,2700,503.3,0.87,13.3,9,10.8,0.1,10,0.3,0.78
,11:44:19,4,2700,504.3,0.87,13.3,9,10.8,0.1,10,0.3,0.78
,11:44:20,4,2700,505.3,0.87,13.3,9,10.8,0.097,10,0.3,0.79
,11:44:21,4,2700,506.3,0.88,13.3,9,10.7,0.093,10,0.3,0.79
,11:44:22,4,2700,507.3,0.88,13.3,9,10.7,0.093,10,0.3,0.79
,11:44:23,4,2700,508.3,0.87,13.3,9,10.7,0.095,10,0.3,0.78
,11:44:24,4,2700,509.3,0.86,13.3,9,10.7,0.096,10,0.3,0.78
,11:44:25,4,2700,510.3,0.86,13.3,9,10.7,0.096,10,0.3,0.78
,11:44:26,4,2700,511.3,0.86,13.3,9,10.7,0.099,10,0.3,0.78
,11:44:27,4,2700,512.3,0.87,13.3,9,10.7,0.1,10,0.3,0.78
,11:44:28,4,2700,513.3,0.87,13.3,8,10.7,0.103,10,0.3,0.78
,11:44:29,4,2700,514.3,0.87,13.3,9,10.7,0.097,10,0.3,0.78
,11:44:30,4,2700,515.3,0.87,13.3,9,10.7,0.094,10,0.3,0.78
,11:44:31,4,2700,516.3,0.87,13.3,9,10.6,0.092,10,0.3,0.78
,11:44:32,4,2700,517.3,0.87,13.3,9,10.6,0.092,10,0.3,0.78
,11:44:33,4,2700,518.3,0.87,13.3,9,10.6,0.094,10,0.3,0.78
,11:44:34,4,2700,519.3,0.87,13.3,9,10.6,0.094,10,0.3,0.78
,11:44:35,4,2700,520.3,0.86,13.3,9,10.6,0.094,10,0.3,0.78
,11:44:36,4,2700,521.3,0.86,13.3,9,10.6,0.098,10,0.3,0.77
,11:44:37,4,2700,522.3,0.85,13.3,9,10.6,0.098,10,0.3,0.77
,11:44:38,4,2700,523.3,0.86,13.3,9,10.6,0.098,10,0.3,0.77
,11:44:39,4,2700,524.3,0.86,13.3,9,10.5,0.094,10,0.3,0.78
,11:44:40,4,2700,525.3,0.87,13.3,9,10.5,0.095,10,0.3,0.79
,11:44:41,4,2700,526.3,0.87,13.3,9,10.5,0.097,10,0.3,0.79
,11:44:42,4,2700,527.3,0.86,13.3,9,10.5,0.094,10,0.3,0.78
,11:44:43,4,2700,528.3,0.86,13.3,9,10.5,0.093,10,0.3,0.77
,11:44:44,4,2700,529.3,0.85,13.3,9,10.5,0.093,10,0.3,0.77
,11:44:45,4,2700,530.3,0.85,13.3,9,10.5,0.095,10,0.3,0.77
,11:44:46,4,2700,531.3,0.85,13.3,9,10.5,0.098,10,0.3,0.77
,11:44:47,4,2700,532.3,0.85,13.3,9,10.5,0.097,10,0.3,0.77
,11:44:48,4,2700,533.3,0.85,13.3,9,10.5,0.095,10,0.3,0.77
,11:44:49,4,2700,534.3,0.85,13.3,9,10.5,0.095,10,0.3,0.77
,11:44:50,4,2700,535.3,0.86,13.3,9,10.5,0.095,10,0.3,0.77
,11:44:51,4,2700,536.3,0.86,13.3,9,10.4,0.096,10,0.3,0.78
,11:44:52,4,2700,537.3,0.87,13.3,9,10.4,0.094,10,0.3,0.78
,11:44:53,4,2700,538.3,0.87,13.3,9,10.4,0.094,10,0.3,0.78
,11:44:54,4,2700,539.3,0.87,13.3,9,10.4,0.094,10,0.3,0.78
,11:44:55,4,2700,540.3,0.86,13.3,9,10.4,0.096,10,0.3,0.77
,11:44:56,4,2700,541.3,0.86,13.3,9,10.4,0.098,10,0.3,0.77
,11:44:57,4,2700,542.3,0.85,13.3,9,10.4,0.098,10,0.3,0.77
,11:44:58,4,2700,543.3,0.86,13.3,9,10.4,0.096,10,0.3,0.77
,11:44:59,4,2700,544.3,0.86,13.3,9,10.4,0.096,10,0.3,0.78
,11:45:00,4,2700,545.3,0.86,13.3,9,10.4,0.096,10,0.3,0.77
,11:45:01,4,2700,546.3,0.86,13.3,9,10.4,0.091,10,0.3,0.77
,11:45:02,4,2700,547.3,0.86,13.3,9,10.4,0.091,10,0.3,0.77
,11:45:03,4,2700,548.3,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,11:45:04,4,2700,549.3,0.85,13.3,9,10.3,0.097,10,0.3,0.76
,11:45:05,4,2700,550.3,0.84,13.3,9,10.3,0.096,10,0.3,0.76
,11:45:06,4,2700,551.3,0.85,13.3,9,10.3,0.094,10,0.3,0.77
,11:45:07,4,2700,552.3,0.86,13.3,9,10.3,0.096,10,0.3,0.78
,11:45:08,4,2700,553.3,0.86,13.3,9,10.3,0.096,10,0.3,0.78
,11:45:09,4,2700,554.3,0.86,13.3,9,10.3,0.099,10,0.3,0.77
,11:45:10,4,2700,555.3,0.86,13.3,9,10.3,0.095,10,0.3,0.77
,11:45:11,4,2700,556.3,0.86,13.3,9,10.3,0.091,10,0.3,0.78
,11:45:12,4,2700,557.3,0.87,13.3,9,10.3,0.091,10,0.3,0.78
,11:45:13,4,2700,558.3,0.88,13.3,9,10.3,0.095,10,0.3,0.79
,11:45:14,4,2700,559.3,0.87,13.3,9,10.3,0.1,10,0.3,0.79
,11:45:15,4,2700,560.3,0.87,13.3,9,10.3,0.1,10,0.3,0.78
,11:45:16,4,2700,561.3,0.87,13.3,9,10.3,0.1,10,0.3,0.78
,11:45:17,4,2700,562.3,0.87,13.3,9,10.3,0.1,10,0.3,0.79
,11:45:18,4,2700,563.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:45:19,4,2700,564.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:45:20,4,2700,565.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:45:21,4,2700,566.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:45:22,4,2700,567.3,0.87,13.3,9,10.3,0.092,10,0.3,0.79
,11:45:23,4,2700,568.3,0.87,13.3,9,10.3,0.092,10,0.3,0.78
,11:45:24,4,2700,569.3,0.87,13.3,9,10.3,0.094,10,0.3,0.78
,11:45:25,4,2700,570.3,0.87,13.3,9,10.3,0.097,10,0.3,0.78
,11:45:26,4,2700,571.3,0.87,13.3,9,10.3,0.097,10,0.3,0.78
,11:45:27,4,2700,572.3,0.87,13.3,9,10.3,0.097,10,0.3,0.78
,11:45:28,4,2700,573.3,0.86,13.3,9,10.3,0.096,10,0.3,0.78
,11:45:29,4,2700,574.3,0.86,13.3,9,10.3,0.096,10,0.3,0.78
,11:45:30,4,2700,575.3,0.86,13.3,9,10.3,0.096,10,0.3,0.77
,11:45:31,4,2700,576.3,0.86,13.3,9,10.3,0.096,10,0.3,0.77
,11:45:32,4,2700,577.3,0.86,13.3,9,10.2,0.095,10,0.3,0.77
,11:45:33,4,2700,578.3,0.86,13.3,9,10.2,0.095,10,0.3,0.77
,11:45:34,4,2700,579.3,0.86,13.3,9,10.2,0.093,10,0.3,0.78
,11:45:35,4,2700,580.3,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,11:45:36,4,2700,581.3,0.87,13.3,9,10.2,0.097,10,0.3,0.78
,11:45:37,4,2700,582.3,0.87,13.3,9,10.2,0.1,10,0.3,0.78
,11:45:38,4,2700,583.3,0.87,13.3,9,10.2,0.1,10,0.3,0.78
,11:45:39,4,2700,584.3,0.87,13.3,9,10.2,0.1,10,0.3,0.78
,11:45:40,4,2700,585.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:41,4,2700,586.3,0.88,13.3,9,10.2,0.095,10,0.3,0.79
,11:45:42,4,2700,587.3,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,11:45:43,4,2700,588.3,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,11:45:44,4,2700,589.3,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,11:45:45,4,2700,590.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:46,4,2700,591.3,0.88,13.3,9,10.2,0.095,10,0.3,0.79
,11:45:47,4,2700,592.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:48,4,2700,593.3,0.87,13.3,9,10.2,0.1,10,0.3,0.79
,11:45:49,4,2700,594.3,0.87,13.3,9,10.2,0.1,10,0.3,0.79
,11:45:50,4,2700,595.3,0.87,13.3,9,10.2,0.097,10,0.3,0.78
,11:45:51,4,2700,596.3,0.87,13.3,9,10.2,0.097,10,0.3,0.78
,11:45:52,4,2700,597.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:53,4,2700,598.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:54,4,2700,599.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:55,4,2700,600.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:56,4,2700,601.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:57,4,2700,602.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:45:58,4,2700,603.3,0.88,13.3,9,10.2,0.101,10,0.3,0.8
,11:45:59,4,2700,604.3,0.89,13.3,9,10.2,0.096,10,0.3,0.8
,11:46:00,4,2700,605.3,0.89,13.3,9,10.2,0.093,10,0.3,0.8
,11:46:01,4,2700,606.3,0.88,13.3,9,10.2,0.093,10,0.3,0.8
,11:46:02,4,2700,607.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:46:03,4,2700,608.3,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,11:46:04,4,2700,609.3,0.87,13.3,9,10.3,0.097,10,0.3,0.79
,11:46:05,4,2700,610.3,0.87,13.3,9,10.3,0.097,10,0.3,0.79
,11:46:06,4,2700,611.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:46:07,4,2700,612.3,0.88,13.3,9,10.3,0.101,10,0.3,0.79
,11:46:08,4,2700,613.3,0.88,13.3,9,10.3,0.101,10,0.3,0.79
,11:46:09,4,2700,614.3,0.88,13.3,9,10.3,0.093,10,0.3,0.79
,11:46:10,4,2700,615.3,0.88,13.3,9,10.3,0.093,10,0.3,0.79
,11:46:11,4,2700,616.3,0.88,13.3,9,10.3,0.095,10,0.3,0.79
,11:46:12,4,2700,617.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:46:13,4,2700,618.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:46:14,4,2700,619.3,0.88,13.3,9,10.3,0.098,10,0.3,0.79
,11:46:15,4,2700,620.3,0.88,13.3,9,10.3,0.101,10,0.3,0.79
,11:46:16,4,2700,621.3,0.87,13.3,9,10.3,0.1,10,0.3,0.79
,11:46:17,4,2700,622.3,0.87,13.3,9,10.3,0.1,10,0.3,0.79
,11:46:18,4,2700,623.3,0.87,13.3,9,10.3,0.095,10,0.3,0.79
,11:46:19,4,2700,624.3,0.88,13.3,9,10.3,0.095,10,0.3,0.79
,11:46:20,4,2700,625.3,0.88,13.3,9,10.3,0.092,10,0.3,0.79
,11:46:21,4,2700,626.3,0.87,13.3,9,10.3,0.092,10,0.3,0.78
,11:46:22,4,2700,627.3,0.87,13.3,9,10.3,0.091,10,0.3,0.78
,11:46:23,4,2700,628.3,0.86,13.3,9,10.3,0.096,10,0.3,0.77
,11:46:24,4,2700,629.3,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,11:46:25,4,2700,630.3,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,11:46:26,4,2700,631.3,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,11:46:27,4,2700,632.3,0.86,13.3,9,10.4,0.096,10,0.3,0.78
,11:46:28,4,2700,633.3,0.87,13.3,9,10.4,0.097,10,0.3,0.78
,11:46:29,4,2700,634.3,0.88,13.3,9,10.4,0.098,10,0.3,0.79
,11:46:30,4,2700,635.3,0.87,13.3,9,10.4,0.097,10,0.3,0.79
,11:46:31,4,2700,636.3,0.87,13.3,9,10.4,0.095,10,0.3,0.79
,11:46:32,4,2700,637.3,0.87,13.3,9,10.4,0.092,10,0.3,0.79
,11:46:33,4,2700,638.3,0.87,13.3,9,10.4,0.092,10,0.3,0.79
,11:46:34,4,2700,639.3,0.87,13.3,9,10.4,0.092,10,0.3,0.78
,11:46:35,4,2700,640.3,0.86,13.3,9,10.4,0.096,10,0.3,0.78
,11:46:36,4,2700,641.3,0.86,13.3,9,10.4,0.095,10,0.3,0.77
,11:46:37,4,2700,642.3,0.86,13.3,9,10.4,0.095,10,0.3,0.77
,11:46:38,4,2700,643.3,0.86,13.3,9,10.4,0.096,10,0.3,0.78
,11:46:39,4,2700,644.3,0.86,13.3,8,10.4,0.102,10,0.3,0.78
,11:46:40,4,2700,645.3,0.87,13.3,8,10.4,0.103,10,0.3,0.78
,11:46:41,4,2700,646.3,0.87,13.3,9,10.4,0.097,10,0.3,0.78
,11:46:42,4,2700,647.3,0.88,13.3,9,10.4,0.095,10,0.3,0.79
,11:46:43,4,2700,648.3,0.87,13.3,9,10.4,0.092,10,0.3,0.79
,11:46:44,4,2700,649.3,0.87,13.3,9,10.4,0.092,10,0.3,0.79
,11:46:45,4,2700,650.3,0.87,13.3,9,10.5,0.094,10,0.3,0.78
,11:46:46,4,2700,651.3,0.86,13.3,9,10.5,0.096,10,0.3,0.78
,11:46:47,4,2700,652.3,0.86,13.3,9,10.5,0.098,10,0.3,0.77
,11:46:48,4,2700,653.3,0.86,13.3,9,10.5,0.098,10,0.3,0.77
,11:46:49,4,2700,654.3,0.86,13.3,9,10.5,0.095,10,0.3,0.77
,11:46:50,4,2700,655.3,0.86,13.3,9,10.5,0.096,10,0.3,0.78
,11:46:51,4,2700,656.3,0.87,13.3,9,10.5,0.097,10,0.3,0.78
,11:46:52,4,2700,657.3,0.87,13.3,9,10.5,0.097,10,0.3,0.78
,11:46:53,4,2700,658.3,0.86,13.3,9,10.5,0.096,10,0.3,0.78
,11:46:54,4,2700,659.3,0.87,13.3,9,10.5,0.097,10,0.3,0.78
,11:46:55,4,2700,660.3,0.87,13.3,9,10.5,0.092,10,0.3,0.78
,11:46:56,4,2700,661.3,0.87,13.3,9,10.6,0.091,10,0.3,0.78
,11:46:57,4,2700,662.3,0.86,13.3,9,10.6,0.093,10,0.3,0.78
,11:46:58,4,2700,663.3,0.86,13.3,9,10.6,0.096,10,0.3,0.78
,11:46:59,4,2700,664.3,0.86,13.3,9,10.6,0.099,10,0.3,0.78
,11:47:00,4,2700,665.3,0.86,13.3,9,10.6,0.096,10,0.3,0.77
,11:47:01,4,2700,666.3,0.86,13.3,9,10.6,0.098,10,0.3,0.77
,11:47:02,4,2700,667.3,0.85,13.3,9,10.6,0.098,10,0.3,0.77
,11:47:03,4,2700,668.3,0.85,13.3,9,10.6,0.098,10,0.3,0.77
,11:47:04,4,2700,669.3,0.86,13.3,9,10.6,0.095,10,0.3,0.77
,11:47:05,4,2700,670.3,0.86,13.3,9,10.6,0.093,10,0.3,0.78
,11:47:06,4,2700,671.3,0.86,13.3,9,10.6,0.091,10,0.3,0.78
,11:47:07,4,2700,672.3,0.87,13.3,9,10.6,0.094,10,0.3,0.78
,11:47:08,4,2700,673.3,0.86,13.3,9,10.7,0.096,10,0.3,0.78
,11:47:09,4,2700,674.3,0.86,13.3,9,10.7,0.096,10,0.3,0.78
,11:47:10,4,2700,675.3,0.86,13.3,9,10.7,0.096,10,0.4,0.77
,11:47:11,4,2700,676.3,0.86,13.3,9,10.7,0.099,10,0.3,0.77
,11:47:12,4,2700,677.3,0.86,13.3,9,10.7,0.099,10,0.3,0.77
,11:47:13,4,2700,678.3,0.86,13.3,9,10.7,0.096,10,0.3,0.78
,11:47:14,4,2700,679.3,0.87,13.3,9,10.7,0.097,10,0.3,0.78
,11:47:15,4,2700,680.3,0.87,13.3,9,10.7,0.094,10,0.3,0.78
,11:47:16,4,2700,681.3,0.87,13.3,9,10.8,0.097,10,0.3,0.78
,11:47:17,4,2700,682.3,0.87,13.3,9,10.8,0.097,10,0.3,0.78
,11:47:18,4,2700,683.3,0.87,13.3,9,10.8,0.097,10,0.3,0.78
,11:47:19,4,2700,684.3,0.87,13.3,9,10.8,0.094,10,0.3,0.78
,11:47:20,4,2700,685.3,0.86,13.3,9,10.8,0.091,10,0.3,0.78
,11:47:21,4,2700,686.3,0.86,13.3,9,10.8,0.091,10,0.3,0.78
,11:47:22,4,2700,687.3,0.87,13.3,9,10.8,0.094,10,0.3,0.78
,11:47:23,4,2700,688.3,0.86,13.3,9,10.8,0.099,10,0.3,0.78
,11:47:24,4,2700,689.3,0.86,13.3,9,10.8,0.096,10,0.3,0.78
,11:47:25,4,2700,690.3,0.86,13.3,9,10.8,0.095,10,0.3,0.77
,11:47:26,4,2700,691.3,0.86,13.3,9,10.8,0.096,10,0.3,0.78
,11:47:27,4,2700,692.3,0.87,13.3,9,10.9,0.1,10,0.3,0.79
,11:47:28,4,2700,693.3,0.88,13.3,9,10.9,0.101,10,0.3,0.79
,11:47:29,4,2700,694.3,0.87,13.3,9,10.9,0.1,10,0.3,0.79
,11:47:30,4,2700,695.3,0.87,13.3,9,10.9,0.097,10,0.3,0.78
,11:47:31,4,2700,696.3,0.87,13.3,9,10.9,0.097,10,0.3,0.78
,11:47:32,4,2700,697.3,0.88,13.3,9,10.9,0.095,10,0.3,0.79
,11:47:33,4,2700,698.3,0.87,13.3,9,10.9,0.097,10,0.3,0.79
,11:47:34,4,2700,699.3,0.87,13.3,9,10.9,0.094,10,0.3,0.78
,11:47:35,4,2700,700.3,0.86,13.3,9,11,0.094,10,0.3,0.78
,11:47:36,4,2700,701.3,0.87,13.3,9,11,0.094,10,0.3,0.78
,11:47:37,4,2700,702.3,0.87,13.3,9,11,0.097,10,0.4,0.79
,11:47:38,4,2700,703.3,0.87,13.3,9,11,0.1,10,0.3,0.79
,11:47:39,4,2700,704.3,0.87,13.3,9,11,0.1,10,0.3,0.78
,11:47:40,4,2700,705.3,0.86,13.3,9,11,0.099,10,0.3,0.78
,11:47:41,4,2700,706.3,0.87,13.3,9,11,0.097,10,0.3,0.78
,11:47:42,4,2700,707.3,0.87,13.3,9,11,0.094,10,0.3,0.78
,11:47:43,4,2700,708.3,0.87,13.3,9,11,0.094,10,0.3,0.78
,11:47:44,4,2700,709.3,0.88,13.3,9,11.1,0.095,10,0.3,0.79
,11:47:45,4,2700,710.3,0.88,13.3,9,11.1,0.095,10,0.3,0.79
,11:47:46,4,2700,711.3,0.88,13.3,9,11.1,0.093,10,0.3,0.79
