Data file,,NYLATRON_HEF_T27_N2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Nylatron,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 17:41:42 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,nylatron_hef_t27_n2-h001.tsv,,,,,,,,,,
,17:48:01,5,3590,377.9,1.39,13.3,7,21,0.201,10,49.8,1.34
,17:48:02,5,3590,378.9,1.39,13.3,7,21,0.194,10,49.8,1.34
,17:48:03,5,3590,379.9,1.39,13.3,7,21,0.194,10,49.9,1.34
,17:48:04,5,3590,380.9,1.38,13.3,7,21,0.2,10,49.8,1.33
,17:48:05,5,3590,381.9,1.38,13.3,7,21,0.199,10,49.8,1.33
,17:48:06,5,3590,382.9,1.37,13.3,7,21,0.198,10,49.9,1.32
,17:48:07,5,3590,383.9,1.37,13.3,7,21,0.191,10,49.9,1.32
,17:48:08,5,3590,384.9,1.36,13.3,7,21,0.183,10,49.9,1.31
,17:48:09,5,3590,385.9,1.35,13.3,7,21,0.188,10,49.9,1.3
,17:48:10,5,3590,386.9,1.36,13.3,7,21,0.189,10,49.9,1.31
,17:48:11,5,3590,387.9,1.36,13.3,7,21,0.197,10,49.8,1.32
,17:48:12,5,3590,388.9,1.38,13.3,7,21,0.199,10,49.9,1.33
,17:48:13,5,3590,389.9,1.39,13.3,7,21,0.193,10,49.9,1.34
,17:48:14,5,3590,390.9,1.4,13.3,7,21,0.194,10,49.9,1.35
,17:48:15,5,3590,391.9,1.39,13.3,7,21,0.193,10,49.9,1.34
,17:48:16,5,3590,392.9,1.38,13.3,7,21,0.199,10,49.9,1.33
,17:48:17,5,3590,393.9,1.38,13.3,7,21,0.207,10,49.9,1.33
,17:48:18,5,3590,394.9,1.41,13.3,7,21,0.203,10,49.9,1.36
,17:48:19,5,3590,395.9,1.42,13.3,7,21,0.191,10,49.9,1.37
,17:48:20,5,3590,396.9,1.42,13.3,7,21,0.191,10,49.8,1.37
,17:48:21,5,3590,397.9,1.4,13.3,7,21,0.195,10,49.9,1.35
,17:48:22,5,3590,398.9,1.38,13.3,7,21,0.2,10,49.9,1.34
,17:48:23,5,3590,399.9,1.38,13.3,7,21,0.192,10,49.9,1.33
,17:48:24,5,3590,400.9,1.38,13.3,7,21,0.192,10,49.9,1.33
,17:48:25,5,3590,401.9,1.38,13.3,7,21,0.193,10,49.9,1.34
,17:48:26,5,3590,402.9,1.38,13.3,7,21,0.186,10,49.9,1.33
,17:48:27,5,3590,403.9,1.37,13.3,7,21,0.191,10,49.9,1.33
,17:48:28,5,3590,404.9,1.37,13.3,7,21,0.197,10,49.8,1.32
,17:48:29,5,3590,405.9,1.36,13.3,7,21,0.197,10,49.8,1.32
,17:48:30,5,3590,406.9,1.37,13.3,7,21,0.19,10,49.9,1.32
,17:48:31,5,3590,407.9,1.37,13.3,7,21,0.191,10,49.8,1.32
,17:48:32,5,3590,408.9,1.37,13.3,7,21,0.19,10,49.9,1.32
,17:48:33,5,3590,409.9,1.36,13.3,7,21,0.196,10,49.9,1.31
,17:48:34,5,3590,410.9,1.36,13.3,7,21,0.196,10,49.8,1.31
,17:48:35,5,3590,411.9,1.37,13.3,7,21,0.198,10,49.8,1.32
,17:48:36,5,3590,412.9,1.39,13.3,7,21,0.201,10,49.9,1.34
,17:48:37,5,3590,413.9,1.4,13.3,7,21,0.202,10,49.9,1.35
,17:48:38,5,3590,414.9,1.4,13.3,7,21,0.194,10,49.9,1.35
,17:48:39,5,3590,415.9,1.38,13.3,7,21,0.192,10,49.9,1.33
,17:48:40,5,3590,416.9,1.39,13.3,7,21,0.2,10,49.9,1.34
,17:48:41,5,3590,417.9,1.39,13.3,7,21,0.201,10,49.9,1.34
,17:48:42,5,3590,418.9,1.4,13.3,7,21,0.195,10,49.8,1.35
,17:48:43,5,3590,419.9,1.4,13.3,7,21,0.195,10,49.9,1.35
,17:48:44,5,3590,420.9,1.39,13.3,7,21,0.194,10,49.9,1.34
,17:48:45,5,3590,421.9,1.38,13.3,7,21,0.193,10,49.9,1.33
,17:48:46,5,3590,422.9,1.37,13.3,7,21,0.191,10,49.9,1.32
,17:48:47,5,3590,423.9,1.37,13.3,7,21,0.198,10,49.9,1.32
,17:48:48,5,3590,424.9,1.36,13.3,7,21,0.197,10,49.8,1.32
,17:48:49,5,3590,425.9,1.37,13.3,7,21,0.19,10,49.9,1.32
,17:48:50,5,3590,426.9,1.37,13.3,7,21,0.185,10,49.9,1.33
,17:48:51,5,3590,427.9,1.39,13.3,7,21,0.194,10,49.8,1.34
,17:48:52,5,3590,428.9,1.4,13.3,7,21,0.203,10,49.9,1.35
,17:48:53,5,3590,429.9,1.4,13.3,7,21,0.203,10,49.9,1.35
,17:48:54,5,3590,430.9,1.4,13.3,7,21,0.194,10,49.8,1.35
,17:48:55,5,3590,431.9,1.39,13.3,7,21,0.193,10,49.9,1.34
,17:48:56,5,3590,432.9,1.37,13.3,7,21,0.191,10,49.9,1.33
,17:48:57,5,3590,433.9,1.37,13.3,7,21,0.19,10,49.8,1.32
,17:48:58,5,3590,434.9,1.36,13.3,7,21,0.19,10,49.9,1.31
,17:48:59,5,3590,435.9,1.36,13.3,7,21,0.19,10,49.9,1.32
,17:49:00,5,3590,436.9,1.36,13.3,7,21,0.189,10,49.9,1.31
,17:49:01,5,3590,437.9,1.36,13.3,7,21,0.196,10,49.8,1.31
,17:49:02,5,3590,438.9,1.36,13.3,7,21,0.197,10,49.9,1.31
,17:49:03,5,3590,439.9,1.35,13.3,7,21,0.188,10,49.9,1.3
,17:49:04,5,3590,440.9,1.35,13.3,7,21,0.188,10,49.9,1.3
,17:49:05,5,3590,441.9,1.35,13.3,7,21,0.188,10,49.9,1.3
,17:49:06,5,3590,442.9,1.36,13.3,7,21,0.196,10,49.9,1.31
,17:49:07,5,3590,443.9,1.34,13.3,7,21,0.194,10,49.9,1.29
,17:49:08,5,3590,444.9,1.33,13.3,7,21,0.192,10,49.8,1.28
,17:49:09,5,3590,445.9,1.32,13.3,7,21,0.19,10,49.9,1.27
,17:49:10,5,3590,446.9,1.33,13.3,7,21,0.192,10,49.9,1.28
,17:49:11,5,3590,447.9,1.33,13.3,7,21,0.185,10,49.9,1.28
,17:49:12,5,3590,448.9,1.33,13.3,7,21,0.179,10,49.9,1.28
,17:49:13,5,3590,449.9,1.33,13.3,7,21,0.185,10,49.8,1.28
,17:49:14,5,3590,450.9,1.32,13.3,7,21,0.19,10,49.9,1.27
,17:49:15,5,3590,451.9,1.31,13.3,7,21,0.189,10,49.8,1.26
,17:49:16,5,3590,452.9,1.3,13.3,7,21,0.187,10,49.9,1.25
,17:49:17,5,3590,453.9,1.3,13.3,7,21,0.182,10,49.9,1.26
,17:49:18,5,3590,454.9,1.3,13.3,7,21,0.182,10,49.9,1.26
,17:49:19,5,3590,455.9,1.3,13.3,7,21,0.181,10,49.9,1.25
,17:49:20,5,3590,456.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:49:21,5,3590,457.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:49:22,5,3590,458.9,1.3,13.3,7,21,0.18,10,49.9,1.25
,17:49:23,5,3590,459.9,1.3,13.3,7,21,0.181,10,49.9,1.26
,17:49:24,5,3590,460.9,1.3,13.3,7,21,0.188,10,49.9,1.26
,17:49:25,5,3590,461.9,1.3,13.3,7,21,0.188,10,49.8,1.26
,17:49:26,5,3590,462.9,1.31,13.3,7,21,0.189,10,49.9,1.27
,17:49:27,5,3590,463.9,1.33,13.3,7,21,0.185,10,49.9,1.28
,17:49:28,5,3590,464.9,1.34,13.3,7,21,0.187,10,49.9,1.3
,17:49:29,5,3590,465.9,1.35,13.3,7,21,0.195,10,49.9,1.3
,17:49:30,5,3590,466.9,1.34,13.3,7,21,0.194,10,49.9,1.3
,17:49:31,5,3590,467.9,1.32,13.3,7,21,0.184,10,49.9,1.27
,17:49:32,5,3590,468.9,1.31,13.3,7,21,0.182,10,49.9,1.26
,17:49:33,5,3590,469.9,1.3,13.3,7,21,0.181,10,49.9,1.26
,17:49:34,5,3590,470.9,1.32,13.3,7,21,0.183,10,49.9,1.27
,17:49:35,5,3590,471.9,1.32,13.3,7,21,0.19,10,49.8,1.27
,17:49:36,5,3590,472.9,1.31,13.3,7,21,0.19,10,49.9,1.27
,17:49:37,5,3590,473.9,1.3,13.3,7,21,0.182,10,49.9,1.26
,17:49:38,5,3590,474.9,1.31,13.3,7,21,0.182,10,49.9,1.26
,17:49:39,5,3590,475.9,1.31,13.3,7,21,0.19,10,49.8,1.27
,17:49:40,5,3590,476.9,1.32,13.3,7,21,0.19,10,49.8,1.27
,17:49:41,5,3590,477.9,1.32,13.3,7,21,0.183,10,49.8,1.27
,17:49:42,5,3590,478.9,1.3,13.3,7,21,0.182,10,49.8,1.26
,17:49:43,5,3590,479.9,1.3,13.3,7,21,0.188,10,49.9,1.25
,17:49:44,5,3590,480.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:49:45,5,3590,481.9,1.29,13.3,7,21,0.179,10,49.8,1.24
,17:49:46,5,3590,482.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:49:47,5,3590,483.9,1.28,13.3,7,21,0.185,10,49.8,1.23
,17:49:48,5,3590,484.9,1.28,13.3,7,21,0.184,10,49.8,1.23
,17:49:49,5,3590,485.9,1.28,13.3,7,21,0.184,10,49.9,1.23
,17:49:50,5,3590,486.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:49:51,5,3590,487.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:49:52,5,3590,488.9,1.29,13.3,7,21,0.187,10,49.9,1.25
,17:49:53,5,3590,489.9,1.32,13.3,7,21,0.184,10,49.9,1.27
,17:49:54,5,3590,490.9,1.35,13.3,7,21,0.187,10,49.9,1.3
,17:49:55,5,3590,491.9,1.36,13.3,7,21,0.189,10,49.9,1.31
,17:49:56,5,3590,492.9,1.36,13.3,7,21,0.196,10,49.9,1.31
,17:49:57,5,3590,493.9,1.35,13.3,7,21,0.194,10,49.9,1.3
,17:49:58,5,3590,494.9,1.32,13.3,7,21,0.184,10,49.9,1.27
,17:49:59,5,3590,495.9,1.29,13.3,7,21,0.186,10,49.8,1.24
,17:50:00,5,3590,496.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:50:01,5,3590,497.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:50:02,5,3590,498.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:03,5,3590,499.9,1.27,13.3,7,21,0.184,10,49.8,1.23
,17:50:04,5,3590,500.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:50:05,5,3590,501.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:50:06,5,3590,502.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:07,5,3590,503.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,17:50:08,5,3590,504.9,1.26,13.3,7,21,0.182,10,49.8,1.21
,17:50:09,5,3590,505.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:10,5,3590,506.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:50:11,5,3590,507.9,1.29,13.3,7,20,0.187,10,49.9,1.25
,17:50:12,5,3590,508.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:50:13,5,3590,509.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:50:14,5,3590,510.9,1.29,13.3,7,21,0.179,10,49.8,1.24
,17:50:15,5,3590,511.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:50:16,5,3590,512.9,1.28,13.3,7,21,0.185,10,49.8,1.23
,17:50:17,5,3590,513.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:50:18,5,3590,514.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:19,5,3590,515.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,17:50:20,5,3590,516.9,1.27,13.3,7,21,0.176,10,49.9,1.22
,17:50:21,5,3590,517.9,1.26,13.3,7,21,0.176,10,49.8,1.22
,17:50:22,5,3590,518.9,1.27,13.3,7,21,0.176,10,49.9,1.22
,17:50:23,5,3590,519.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:24,5,3590,520.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:50:25,5,3590,521.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:26,5,3590,522.9,1.27,13.3,7,21,0.176,10,49.9,1.22
,17:50:27,5,3590,523.9,1.27,13.3,7,21,0.183,10,49.9,1.23
,17:50:28,5,3590,524.9,1.28,13.3,7,21,0.185,10,49.8,1.24
,17:50:29,5,3590,525.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:50:30,5,3590,526.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:50:31,5,3590,527.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:50:32,5,3590,528.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:50:33,5,3590,529.9,1.31,13.3,7,21,0.182,10,49.9,1.26
,17:50:34,5,3590,530.9,1.31,13.3,7,21,0.182,10,49.9,1.26
,17:50:35,5,3590,531.9,1.31,13.3,7,21,0.182,10,49.9,1.26
,17:50:36,5,3590,532.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:50:37,5,3590,533.9,1.29,13.3,7,21,0.194,10,49.8,1.25
,17:50:38,5,3590,534.9,1.3,13.3,7,21,0.195,10,49.9,1.26
,17:50:39,5,3590,535.9,1.32,13.3,7,21,0.19,10,49.9,1.27
,17:50:40,5,3590,536.9,1.32,13.3,7,21,0.184,10,49.9,1.27
,17:50:41,5,3590,537.9,1.3,13.3,7,21,0.18,10,49.9,1.25
,17:50:42,5,3590,538.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:50:43,5,3590,539.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:50:44,5,3590,540.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:50:45,5,3590,541.9,1.28,13.3,7,21,0.178,10,49.8,1.24
,17:50:46,5,3590,542.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:50:47,5,3590,543.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:50:48,5,3590,544.9,1.29,13.3,7,21,0.18,10,49.9,1.24
,17:50:49,5,3590,545.9,1.28,13.3,7,21,0.184,10,49.9,1.23
,17:50:50,5,3590,546.9,1.27,13.3,7,21,0.191,10,49.8,1.23
,17:50:51,5,3590,547.9,1.28,13.3,7,21,0.185,10,49.9,1.23
,17:50:52,5,3590,548.9,1.28,13.3,7,21,0.179,10,49.9,1.24
,17:50:53,5,3590,549.9,1.29,13.3,7,21,0.18,10,49.8,1.25
,17:50:54,5,3590,550.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:50:55,5,3590,551.9,1.31,13.3,7,21,0.189,10,49.9,1.26
,17:50:56,5,3590,552.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:50:57,5,3590,553.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:50:58,5,3590,554.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:50:59,5,3590,555.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:00,5,3590,556.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:51:01,5,3590,557.9,1.28,13.3,7,21,0.185,10,49.9,1.23
,17:51:02,5,3590,558.9,1.28,13.3,7,21,0.185,10,49.8,1.23
,17:51:03,5,3590,559.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:04,5,3590,560.9,1.3,13.3,7,21,0.181,10,49.9,1.26
,17:51:05,5,3590,561.9,1.3,13.3,7,21,0.182,10,49.9,1.26
,17:51:06,5,3590,562.9,1.3,13.3,7,21,0.188,10,49.9,1.25
,17:51:07,5,3590,563.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:08,5,3590,564.9,1.28,13.3,7,21,0.179,10,49.9,1.24
,17:51:09,5,3590,565.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:51:10,5,3590,566.9,1.28,13.3,7,21,0.185,10,49.8,1.23
,17:51:11,5,3590,567.9,1.28,13.3,7,20,0.178,10,49.9,1.24
,17:51:12,5,3590,568.9,1.28,13.3,7,20,0.179,10,49.9,1.24
,17:51:13,5,3590,569.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,17:51:14,5,3590,570.9,1.27,13.3,7,20,0.183,10,49.8,1.22
,17:51:15,5,3590,571.9,1.26,13.3,7,21,0.182,10,49.8,1.22
,17:51:16,5,3590,572.9,1.27,13.3,7,21,0.171,10,49.9,1.23
,17:51:17,5,3590,573.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:51:18,5,3590,574.9,1.3,13.3,7,21,0.18,10,49.9,1.25
,17:51:19,5,3590,575.9,1.3,13.3,7,21,0.187,10,49.9,1.25
,17:51:20,5,3590,576.9,1.29,13.3,7,21,0.186,10,49.9,1.25
,17:51:21,5,3590,577.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:22,5,3590,578.9,1.28,13.3,7,21,0.172,10,49.9,1.23
,17:51:23,5,3590,579.9,1.27,13.3,7,21,0.177,10,49.9,1.22
,17:51:24,5,3590,580.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:51:25,5,3590,581.9,1.27,13.3,7,21,0.183,10,49.8,1.22
,17:51:26,5,3590,582.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:51:27,5,3590,583.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:51:28,5,3590,584.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:29,5,3590,585.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:51:30,5,3590,586.9,1.29,13.3,7,21,0.186,10,49.8,1.24
,17:51:31,5,3590,587.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:51:32,5,3590,588.9,1.28,13.3,7,21,0.179,10,49.9,1.24
,17:51:33,5,3590,589.9,1.3,13.3,7,21,0.175,10,49.9,1.26
,17:51:34,5,3590,590.9,1.3,13.3,7,21,0.182,10,49.9,1.26
,17:51:35,5,3590,591.9,1.3,13.3,7,21,0.188,10,49.9,1.25
,17:51:36,5,3590,592.9,1.27,13.3,7,20,0.184,10,49.8,1.23
,17:51:37,5,3590,593.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,17:51:38,5,3590,594.9,1.27,13.3,7,21,0.184,10,49.8,1.23
,17:51:39,5,3590,595.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:51:40,5,3590,596.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:51:41,5,3590,597.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:51:42,5,3590,598.9,1.29,13.3,7,21,0.186,10,49.8,1.24
,17:51:43,5,3590,599.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:51:44,5,3590,600.9,1.28,13.3,7,21,0.179,10,49.9,1.24
,17:51:45,5,3590,601.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:51:46,5,3590,602.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:51:47,5,3590,603.9,1.26,13.3,7,20,0.182,10,49.9,1.21
,17:51:48,5,3590,604.9,1.26,13.3,7,20,0.176,10,49.8,1.22
,17:51:49,5,3590,605.9,1.27,13.3,7,20,0.177,10,49.8,1.22
,17:51:50,5,3590,606.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,17:51:51,5,3590,607.9,1.28,13.3,7,20,0.185,10,49.9,1.24
,17:51:52,5,3590,608.9,1.3,13.3,7,21,0.18,10,49.8,1.25
,17:51:53,5,3590,609.9,1.3,13.3,7,21,0.187,10,49.9,1.25
,17:51:54,5,3590,610.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:51:55,5,3590,611.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:51:56,5,3590,612.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:51:57,5,3590,613.9,1.28,13.3,7,21,0.172,10,49.9,1.23
,17:51:58,5,3590,614.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:51:59,5,3590,615.9,1.28,13.3,7,21,0.185,10,49.8,1.23
,17:52:00,5,3590,616.9,1.28,13.3,7,21,0.184,10,49.9,1.23
,17:52:01,5,3590,617.9,1.28,13.3,7,21,0.178,10,49.9,1.23
,17:52:02,5,3590,618.9,1.28,13.3,7,21,0.178,10,49.9,1.24
,17:52:03,5,3590,619.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:52:04,5,3590,620.9,1.3,13.3,7,21,0.181,10,49.9,1.25
,17:52:05,5,3590,621.9,1.3,13.3,7,21,0.187,10,49.9,1.25
,17:52:06,5,3590,622.9,1.29,13.3,7,21,0.187,10,49.9,1.25
,17:52:07,5,3590,623.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:52:08,5,3590,624.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:52:09,5,3590,625.9,1.27,13.3,7,21,0.183,10,49.9,1.22
,17:52:10,5,3590,626.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:52:11,5,3590,627.9,1.3,13.3,7,21,0.181,10,49.8,1.25
,17:52:12,5,3590,628.9,1.31,13.3,7,21,0.176,10,49.9,1.26
,17:52:13,5,3590,629.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:52:14,5,3590,630.9,1.25,13.3,7,21,0.175,10,49.9,1.21
,17:52:15,5,3590,631.9,1.24,13.3,7,21,0.172,10,49.8,1.19
,17:52:16,5,3590,632.9,1.24,13.3,7,21,0.173,10,49.9,1.2
,17:52:18,5,3590,633.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:52:19,5,3590,634.9,1.27,13.3,7,20,0.177,10,49.9,1.23
,17:52:20,5,3590,635.9,1.28,13.3,7,20,0.185,10,49.8,1.23
,17:52:21,5,3590,636.9,1.28,13.3,7,21,0.179,10,49.8,1.24
,17:52:22,5,3590,637.9,1.3,13.3,7,20,0.181,10,49.9,1.26
,17:52:23,5,3590,638.9,1.3,13.3,7,20,0.182,10,49.9,1.26
,17:52:24,5,3590,639.9,1.29,13.3,7,21,0.187,10,49.8,1.25
,17:52:25,5,3590,640.9,1.26,13.3,7,21,0.182,10,49.9,1.21
,17:52:26,5,3590,641.9,1.24,13.3,7,21,0.173,10,49.8,1.2
,17:52:27,5,3590,642.9,1.23,13.3,7,21,0.171,10,49.9,1.19
,17:52:28,5,3590,643.9,1.23,13.3,7,20,0.177,10,49.9,1.19
,17:52:29,5,3590,644.9,1.23,13.3,7,20,0.185,10,49.8,1.19
,17:52:30,5,3590,645.9,1.25,13.3,7,21,0.18,10,49.8,1.21
,17:52:31,5,3590,646.9,1.27,13.3,7,20,0.177,10,49.9,1.23
,17:52:32,5,3590,647.9,1.29,13.3,7,20,0.179,10,49.8,1.24
,17:52:33,5,3590,648.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:52:34,5,3590,649.9,1.29,13.3,7,20,0.179,10,49.8,1.24
,17:52:35,5,3590,650.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:52:36,5,3590,651.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:52:37,5,3590,652.9,1.28,13.3,7,21,0.178,10,49.8,1.23
,17:52:38,5,3590,653.9,1.27,13.3,7,21,0.177,10,49.9,1.22
,17:52:39,5,3590,654.9,1.26,13.3,7,21,0.176,10,49.9,1.22
,17:52:40,5,3590,655.9,1.27,13.3,7,21,0.176,10,49.9,1.22
,17:52:41,5,3590,656.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:52:42,5,3590,657.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:52:43,5,3590,658.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:52:44,5,3590,659.9,1.26,13.3,7,21,0.182,10,49.8,1.22
,17:52:45,5,3590,660.9,1.26,13.3,7,20,0.182,10,49.9,1.22
,17:52:46,5,3590,661.9,1.27,13.3,7,20,0.177,10,49.9,1.23
,17:52:47,5,3590,662.9,1.27,13.3,7,20,0.177,10,49.9,1.22
,17:52:48,5,3590,663.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,17:52:49,5,3590,664.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:52:50,5,3590,665.9,1.29,13.3,7,21,0.187,10,49.8,1.25
,17:52:51,5,3590,666.9,1.29,13.3,7,21,0.18,10,49.9,1.25
,17:52:52,5,3590,667.9,1.29,13.3,7,21,0.179,10,49.9,1.24
,17:52:53,5,3590,668.9,1.27,13.3,7,21,0.184,10,49.9,1.22
,17:52:54,5,3590,669.9,1.25,13.3,7,21,0.181,10,49.8,1.21
,17:52:55,5,3590,670.9,1.25,13.3,7,21,0.174,10,49.8,1.2
,17:52:56,5,3590,671.9,1.25,13.3,7,21,0.173,10,49.9,1.2
,17:52:57,5,3590,672.9,1.26,13.3,7,21,0.175,10,49.9,1.21
,17:52:58,5,3590,673.9,1.26,13.3,7,21,0.176,10,49.9,1.21
,17:52:59,5,3590,674.9,1.26,13.3,7,21,0.182,10,49.9,1.21
,17:53:00,5,3590,675.9,1.25,13.3,7,21,0.181,10,49.9,1.21
,17:53:01,5,3590,676.9,1.25,13.3,7,21,0.18,10,49.9,1.2
,17:53:02,5,3590,677.9,1.26,13.3,7,21,0.175,10,49.8,1.21
,17:53:03,5,3590,678.9,1.27,13.3,7,21,0.183,10,49.9,1.22
,17:53:04,5,3590,679.9,1.27,13.3,7,21,0.184,10,49.9,1.23
,17:53:05,5,3590,680.9,1.27,13.3,7,21,0.183,10,49.8,1.22
,17:53:06,5,3590,681.9,1.28,13.3,7,20,0.185,10,49.9,1.23
,17:53:07,5,3590,682.9,1.29,13.3,7,21,0.186,10,49.9,1.24
,17:53:08,5,3590,683.9,1.29,13.3,7,20,0.179,10,49.9,1.24
,17:53:09,5,3590,684.9,1.28,13.3,7,20,0.172,10,49.9,1.23
,17:53:10,5,3590,685.9,1.27,13.3,7,21,0.171,10,49.9,1.23
,17:53:11,5,3590,686.9,1.3,13.3,7,21,0.18,10,49.9,1.25
,17:53:12,5,3590,687.9,1.3,13.3,7,21,0.188,10,49.9,1.26
,17:53:13,5,3590,688.9,1.3,13.3,7,21,0.188,10,49.8,1.25
,17:53:14,5,3590,689.9,1.27,13.3,7,21,0.184,10,49.8,1.23
,17:53:15,5,3590,690.9,1.26,13.3,7,21,0.182,10,49.8,1.22
,17:53:16,5,3590,691.9,1.26,13.3,7,21,0.182,10,49.9,1.22
,17:53:17,5,3590,692.9,1.27,13.3,7,21,0.177,10,49.9,1.22
,17:53:18,5,3590,693.9,1.27,13.3,7,21,0.177,10,49.9,1.23
,17:53:19,5,3590,694.9,1.28,13.3,7,21,0.185,10,49.9,1.24
,17:53:20,5,3590,695.9,1.3,13.3,7,21,0.18,10,49.9,1.25
,17:53:21,5,3590,696.9,1.31,13.3,7,21,0.176,10,49.9,1.26
,17:53:22,5,3590,697.9,1.29,13.3,7,21,0.174,10,49.9,1.25
