Data file,,DELRINNC010_PDMS_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,01/12/2016,,,,,,,,,,
Lubricant,,PDMS,,,,,,,,,,
Specimens,,POM NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 14:19:44 on 01/12/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:51:03,8,1795,1879.5,0.26,13.3,7,13.6,0.04,10,0.9,0.25
,14:51:04,8,1795,1880.5,0.27,13.3,7,13.6,0.038,10,0.9,0.26
,14:51:05,8,1795,1881.5,0.27,13.3,7,13.6,0.039,10,0.9,0.26
,14:51:06,8,1795,1882.5,0.27,13.3,7,13.6,0.04,10,0.9,0.26
,14:51:07,8,1795,1883.5,0.28,13.3,7,13.6,0.04,10,0.9,0.27
,14:51:08,8,1795,1884.5,0.28,13.3,7,13.6,0.04,10,0.8,0.27
,14:51:09,8,1795,1885.5,0.28,13.3,7,13.6,0.038,10,0.8,0.27
,14:51:10,8,1795,1886.5,0.28,13.3,7,13.6,0.038,10,0.9,0.27
,14:51:11,8,1795,1887.5,0.27,13.3,7,13.6,0.036,10,0.9,0.26
,14:51:12,8,1795,1888.5,0.27,13.3,7,13.5,0.036,10,0.9,0.26
,14:51:13,8,1795,1889.5,0.27,13.3,7,13.5,0.037,10,0.9,0.26
,14:51:14,8,1795,1890.5,0.27,13.3,7,13.5,0.039,10,0.9,0.26
,14:51:15,8,1795,1891.5,0.27,13.3,7,13.5,0.038,10,0.9,0.26
,14:51:16,8,1795,1892.5,0.26,13.3,7,13.5,0.038,10,0.8,0.25
,14:51:17,8,1795,1893.5,0.26,13.3,7,13.5,0.04,10,0.8,0.25
,14:51:18,8,1795,1894.5,0.26,13.3,6,13.5,0.041,10,0.8,0.25
,14:51:19,8,1795,1895.5,0.26,13.3,6,13.5,0.041,10,0.9,0.25
,14:51:20,8,1795,1896.5,0.27,13.3,6,13.5,0.042,10,0.9,0.26
,14:51:21,8,1795,1897.5,0.27,13.3,6,13.4,0.042,10,0.9,0.26
,14:51:22,8,1795,1898.5,0.27,13.3,7,13.4,0.04,10,0.9,0.26
,14:51:23,8,1795,1899.5,0.27,13.3,7,13.4,0.038,10,0.9,0.26
,14:51:24,8,1795,1900.5,0.26,13.3,7,13.4,0.039,10,0.9,0.25
,14:51:25,8,1795,1901.5,0.26,13.3,7,13.4,0.039,10,0.9,0.25
,14:51:26,8,1795,1902.5,0.26,13.3,7,13.4,0.04,10,0.9,0.25
,14:51:27,8,1795,1903.5,0.27,13.3,7,13.4,0.04,10,0.8,0.26
,14:51:28,8,1795,1904.5,0.27,13.3,7,13.4,0.04,10,0.8,0.26
,14:51:29,8,1795,1905.5,0.27,13.3,7,13.4,0.038,10,0.8,0.26
,14:51:30,8,1795,1906.5,0.26,13.3,7,13.4,0.038,10,0.8,0.25
,14:51:31,8,1795,1907.5,0.27,13.3,7,13.4,0.04,10,0.8,0.26
,14:51:32,8,1795,1908.5,0.27,13.3,7,13.3,0.038,10,0.8,0.26
,14:51:33,8,1795,1909.5,0.27,13.3,7,13.3,0.038,10,0.8,0.26
,14:51:34,8,1795,1910.5,0.26,13.3,7,13.3,0.038,10,0.9,0.25
,14:51:35,8,1795,1911.5,0.26,13.3,7,13.3,0.038,10,0.9,0.25
,14:51:36,8,1795,1912.5,0.26,13.3,7,13.3,0.039,10,0.9,0.25
,14:51:37,8,1795,1913.5,0.26,13.3,7,13.3,0.039,10,0.9,0.25
,14:51:38,8,1795,1914.5,0.26,13.3,7,13.3,0.039,10,0.9,0.25
,14:51:39,8,1795,1915.5,0.26,13.3,7,13.3,0.04,10,0.9,0.25
,14:51:40,8,1795,1916.5,0.27,13.3,7,13.2,0.04,10,0.9,0.26
,14:51:41,8,1795,1917.5,0.27,13.3,7,13.2,0.04,10,0.9,0.26
,14:51:42,8,1795,1918.5,0.26,13.3,7,13.2,0.04,10,0.8,0.25
,14:51:43,8,1795,1919.5,0.27,13.3,7,13.2,0.04,10,0.8,0.26
,14:51:44,8,1795,1920.5,0.27,13.3,7,13.2,0.04,10,0.9,0.26
,14:51:45,8,1795,1921.5,0.27,13.3,7,13.2,0.04,10,0.9,0.26
,14:51:46,8,1795,1922.5,0.27,13.3,7,13.2,0.041,10,0.8,0.26
,14:51:47,8,1795,1923.5,0.27,13.3,7,13.2,0.041,10,0.9,0.26
,14:51:48,8,1795,1924.5,0.27,13.3,7,13.2,0.039,10,0.9,0.26
,14:51:49,8,1795,1925.5,0.27,13.3,7,13.2,0.039,10,0.9,0.26
,14:51:50,8,1795,1926.5,0.27,13.3,7,13.1,0.038,10,0.9,0.26
,14:51:51,8,1795,1927.5,0.27,13.3,7,13.1,0.038,10,0.9,0.26
,14:51:52,8,1795,1928.5,0.27,13.3,7,13.1,0.039,10,0.9,0.26
,14:51:53,8,1795,1929.5,0.28,13.3,7,13.1,0.04,10,0.9,0.27
,14:51:54,8,1795,1930.5,0.28,13.3,7,13.1,0.041,10,0.9,0.27
,14:51:55,8,1795,1931.5,0.27,13.3,7,13.1,0.04,10,0.9,0.26
,14:51:56,8,1795,1932.5,0.27,13.3,7,13.1,0.04,10,0.9,0.26
,14:51:57,8,1795,1933.5,0.27,13.3,7,13.1,0.041,10,0.9,0.26
,14:51:58,8,1795,1934.5,0.27,13.3,7,13,0.041,10,0.9,0.26
,14:51:59,8,1795,1935.5,0.27,13.3,7,13,0.039,10,0.9,0.26
,14:52:00,8,1795,1936.5,0.27,13.3,7,13,0.038,10,0.9,0.26
,14:52:01,8,1795,1937.5,0.27,13.3,7,13,0.038,10,0.9,0.26
,14:52:02,8,1795,1938.5,0.27,13.3,7,13,0.038,10,0.9,0.26
,14:52:03,8,1795,1939.5,0.27,13.3,7,13,0.039,10,0.9,0.26
,14:52:04,8,1795,1940.5,0.27,13.3,7,13,0.039,10,0.9,0.26
,14:52:05,8,1795,1941.5,0.27,13.3,7,13,0.04,10,0.9,0.26
,14:52:06,8,1795,1942.5,0.27,13.3,7,13,0.04,10,0.9,0.26
,14:52:07,8,1795,1943.5,0.27,13.3,7,13,0.037,10,0.9,0.26
,14:52:08,8,1795,1944.5,0.27,13.3,7,12.9,0.037,10,0.9,0.26
,14:52:09,8,1795,1945.5,0.27,13.3,7,12.9,0.037,10,0.9,0.26
,14:52:10,8,1795,1946.5,0.27,13.3,7,12.9,0.038,10,0.9,0.26
,14:52:11,8,1795,1947.5,0.27,13.3,7,12.9,0.038,10,0.9,0.26
,14:52:12,8,1795,1948.5,0.27,13.3,7,12.9,0.039,10,0.9,0.26
,14:52:13,8,1795,1949.5,0.27,13.3,7,12.9,0.039,10,0.8,0.26
,14:52:14,8,1795,1950.5,0.27,13.3,7,12.8,0.04,10,0.9,0.26
,14:52:15,8,1795,1951.5,0.27,13.3,7,12.8,0.04,10,0.9,0.26
,14:52:16,8,1795,1952.5,0.27,13.3,7,12.8,0.04,10,0.8,0.26
,14:52:17,8,1795,1953.5,0.27,13.3,7,12.8,0.038,10,0.8,0.26
,14:52:18,8,1795,1954.5,0.27,13.3,7,12.8,0.038,10,0.8,0.26
,14:52:19,8,1795,1955.5,0.27,13.3,7,12.8,0.037,10,0.8,0.26
,14:52:20,8,1795,1956.5,0.27,13.3,7,12.8,0.038,10,0.8,0.26
,14:52:21,8,1795,1957.5,0.27,13.3,7,12.7,0.038,10,0.8,0.26
,14:52:22,8,1795,1958.5,0.27,13.3,7,12.7,0.038,10,0.8,0.26
,14:52:23,8,1795,1959.5,0.27,13.3,7,12.7,0.039,10,0.8,0.26
,14:52:24,8,1795,1960.5,0.27,13.3,7,12.7,0.037,10,0.8,0.26
,14:52:25,8,1795,1961.5,0.27,13.3,7,12.7,0.038,10,0.8,0.26
,14:52:26,8,1795,1962.5,0.27,13.3,7,12.7,0.037,10,0.8,0.26
,14:52:27,8,1795,1963.5,0.27,13.3,7,12.7,0.038,10,0.8,0.26
,14:52:28,8,1795,1964.5,0.27,13.3,7,12.7,0.038,10,0.8,0.26
,14:52:29,8,1795,1965.5,0.27,13.3,7,12.7,0.04,10,0.8,0.26
,14:52:30,8,1795,1966.5,0.27,13.3,7,12.6,0.041,10,0.8,0.26
,14:52:31,8,1795,1967.5,0.27,13.3,7,12.6,0.041,10,0.8,0.26
,14:52:32,8,1795,1968.5,0.27,13.3,7,12.6,0.041,10,0.8,0.26
,14:52:33,8,1795,1969.5,0.27,13.3,7,12.6,0.041,10,0.8,0.26
,14:52:34,8,1795,1970.5,0.27,13.3,7,12.6,0.041,10,0.8,0.26
,14:52:35,8,1795,1971.5,0.27,13.3,7,12.6,0.04,10,0.8,0.26
,14:52:36,8,1795,1972.5,0.27,13.3,7,12.5,0.04,10,0.9,0.26
,14:52:37,8,1795,1973.5,0.27,13.3,7,12.5,0.04,10,0.8,0.26
,14:52:38,8,1795,1974.5,0.27,13.3,7,12.5,0.04,10,0.8,0.26
,14:52:39,8,1795,1975.5,0.27,13.3,6,12.5,0.042,10,0.8,0.26
,14:52:40,8,1795,1976.5,0.27,13.3,6,12.5,0.042,10,0.9,0.26
,14:52:41,8,1795,1977.5,0.27,13.3,7,12.5,0.04,10,0.9,0.26
,14:52:42,8,1795,1978.5,0.27,13.3,7,12.5,0.041,10,0.8,0.26
,14:52:43,8,1795,1979.5,0.27,13.3,7,12.5,0.041,10,0.9,0.26
,14:52:44,8,1795,1980.5,0.28,13.3,7,12.5,0.04,10,0.9,0.27
,14:52:45,8,1795,1981.5,0.28,13.3,7,12.5,0.04,10,0.9,0.27
,14:52:46,8,1795,1982.5,0.28,13.3,7,12.4,0.04,10,0.9,0.27
,14:52:47,8,1795,1983.5,0.27,13.3,7,12.4,0.04,10,0.8,0.26
,14:52:48,8,1795,1984.5,0.27,13.3,7,12.4,0.041,10,0.8,0.26
,14:52:49,8,1795,1985.5,0.27,13.3,7,12.4,0.04,10,0.8,0.26
,14:52:50,8,1795,1986.5,0.27,13.3,7,12.4,0.04,10,0.8,0.26
,14:52:51,8,1795,1987.5,0.27,13.3,7,12.4,0.04,10,0.8,0.26
,14:52:52,8,1795,1988.5,0.27,13.3,7,12.3,0.04,10,0.8,0.26
,14:52:53,8,1795,1989.5,0.27,13.3,7,12.3,0.038,10,0.8,0.26
,14:52:54,8,1795,1990.5,0.27,13.3,7,12.3,0.037,10,0.8,0.26
,14:52:55,8,1795,1991.5,0.27,13.3,7,12.3,0.037,10,0.9,0.26
,14:52:56,8,1795,1992.5,0.27,13.3,7,12.3,0.037,10,0.9,0.26
,14:52:57,8,1795,1993.5,0.27,13.3,7,12.3,0.039,10,0.9,0.26
,14:52:58,8,1795,1994.5,0.27,13.3,7,12.2,0.04,10,0.9,0.26
,14:52:59,8,1795,1995.5,0.27,13.3,7,12.2,0.04,10,0.8,0.26
,14:53:00,8,1795,1996.5,0.27,13.3,7,12.2,0.04,10,0.9,0.26
,14:53:01,8,1795,1997.5,0.27,13.3,7,12.2,0.04,10,0.9,0.26
,14:53:02,8,1795,1998.5,0.27,13.3,7,12.2,0.04,10,0.9,0.26
,14:53:03,8,1795,1999.5,0.27,13.3,7,12.2,0.038,10,0.9,0.26
,14:53:04,8,1795,2000.5,0.27,13.3,7,12.2,0.039,10,0.9,0.26
,14:53:05,8,1795,2001.5,0.27,13.3,7,12.2,0.038,10,0.9,0.25
,14:53:06,8,1795,2002.5,0.26,13.3,7,12.1,0.038,10,0.9,0.25
,14:53:07,8,1795,2003.5,0.26,13.3,7,12.1,0.038,10,0.9,0.25
,14:53:08,8,1795,2004.5,0.27,13.3,7,12.1,0.04,10,0.9,0.26
,14:53:09,8,1795,2005.5,0.27,13.3,7,12.1,0.04,10,0.9,0.26
,14:53:10,8,1795,2006.5,0.27,13.3,7,12.1,0.041,10,0.8,0.26
,14:53:11,8,1795,2007.5,0.27,13.3,7,12.1,0.041,10,0.8,0.26
,14:53:12,8,1795,2008.5,0.27,13.3,7,12,0.039,10,0.9,0.26
,14:53:13,8,1795,2009.5,0.27,13.3,7,12,0.039,10,0.8,0.26
,14:53:14,8,1795,2010.5,0.27,13.3,7,12,0.037,10,0.8,0.26
,14:53:15,8,1795,2011.5,0.27,13.3,7,12,0.036,10,0.9,0.26
,14:53:16,8,1795,2012.5,0.27,13.3,7,12,0.038,10,0.8,0.26
,14:53:17,8,1795,2013.5,0.27,13.3,7,12,0.038,10,0.8,0.26
,14:53:18,8,1795,2014.5,0.27,13.3,7,11.9,0.039,10,0.9,0.26
,14:53:19,8,1795,2015.5,0.27,13.3,7,11.9,0.04,10,0.9,0.26
,14:53:20,8,1795,2016.5,0.27,13.3,7,11.9,0.041,10,0.9,0.26
,14:53:21,8,1795,2017.5,0.27,13.3,7,11.9,0.041,10,0.9,0.26
,14:53:22,8,1795,2018.5,0.27,13.3,7,11.9,0.041,10,0.9,0.26
,14:53:23,8,1795,2019.5,0.27,13.3,7,11.9,0.04,10,0.9,0.26
,14:53:24,8,1795,2020.5,0.26,13.3,7,11.9,0.04,10,0.9,0.25
,14:53:25,8,1795,2021.5,0.27,13.3,7,11.9,0.04,10,0.9,0.26
,14:53:26,8,1795,2022.5,0.27,13.3,7,11.8,0.04,10,0.8,0.26
,14:53:27,8,1795,2023.5,0.27,13.3,7,11.8,0.04,10,0.8,0.26
,14:53:28,8,1795,2024.5,0.27,13.3,7,11.8,0.04,10,0.8,0.26
,14:53:29,8,1795,2025.5,0.27,13.3,7,11.8,0.04,10,0.8,0.26
,14:53:30,8,1795,2026.5,0.27,13.3,7,11.8,0.041,10,0.8,0.26
,14:53:31,8,1795,2027.5,0.27,13.3,7,11.8,0.04,10,0.9,0.26
,14:53:32,8,1795,2028.5,0.27,13.3,7,11.7,0.039,10,0.9,0.26
,14:53:33,8,1795,2029.5,0.27,13.3,7,11.7,0.038,10,0.8,0.26
,14:53:34,8,1795,2030.5,0.27,13.3,7,11.7,0.037,10,0.8,0.26
,14:53:35,8,1795,2031.5,0.27,13.3,7,11.7,0.036,10,0.8,0.26
,14:53:36,8,1795,2032.5,0.27,13.3,7,11.7,0.036,10,0.8,0.26
,14:53:37,8,1795,2033.5,0.27,13.3,7,11.7,0.036,10,0.9,0.26
,14:53:38,8,1795,2034.5,0.27,13.3,7,11.6,0.038,10,0.9,0.26
,14:53:39,8,1795,2035.5,0.27,13.3,7,11.6,0.039,10,0.9,0.26
,14:53:40,8,1795,2036.5,0.27,13.3,7,11.6,0.038,10,0.9,0.26
,14:53:41,8,1795,2037.5,0.27,13.3,7,11.6,0.038,10,0.9,0.26
,14:53:42,8,1795,2038.5,0.27,13.3,7,11.6,0.04,10,0.9,0.26
,14:53:43,8,1795,2039.5,0.27,13.3,7,11.6,0.04,10,0.8,0.26
,14:53:44,8,1795,2040.5,0.27,13.3,6,11.6,0.042,10,0.9,0.26
,14:53:45,8,1795,2041.5,0.27,13.3,6,11.6,0.043,10,0.9,0.26
,14:53:46,8,1795,2042.5,0.27,13.3,7,11.5,0.041,10,0.9,0.26
,14:53:47,8,1795,2043.5,0.27,13.3,7,11.5,0.041,10,0.9,0.26
,14:53:48,8,1795,2044.5,0.27,13.3,7,11.5,0.041,10,0.9,0.26
,14:53:49,8,1795,2045.5,0.27,13.3,7,11.5,0.041,10,0.9,0.26
,14:53:50,8,1795,2046.5,0.28,13.3,7,11.5,0.041,10,0.8,0.27
,14:53:51,8,1795,2047.5,0.27,13.3,7,11.5,0.041,10,0.8,0.26
,14:53:52,8,1795,2048.5,0.28,13.3,7,11.4,0.042,10,0.8,0.27
,14:53:53,8,1795,2049.5,0.28,13.3,7,11.4,0.04,10,0.8,0.27
,14:53:54,8,1795,2050.5,0.28,13.3,7,11.4,0.041,10,0.8,0.26
,14:53:55,8,1795,2051.5,0.27,13.3,7,11.4,0.04,10,0.8,0.26
,14:53:56,8,1795,2052.5,0.27,13.3,7,11.4,0.04,10,0.8,0.26
,14:53:57,8,1795,2053.5,0.27,13.3,7,11.3,0.04,10,0.8,0.26
,14:53:58,8,1795,2054.5,0.27,13.3,7,11.3,0.04,10,0.9,0.26
,14:53:59,8,1795,2055.5,0.27,13.3,7,11.3,0.039,10,0.8,0.26
,14:54:00,8,1795,2056.5,0.27,13.3,7,11.3,0.039,10,0.8,0.26
,14:54:01,8,1795,2057.5,0.27,13.3,7,11.3,0.039,10,0.8,0.26
,14:54:02,8,1795,2058.5,0.27,13.3,7,11.3,0.041,10,0.8,0.26
,14:54:03,8,1795,2059.5,0.27,13.3,7,11.3,0.041,10,0.8,0.26
,14:54:04,8,1795,2060.5,0.27,13.3,7,11.3,0.04,10,0.8,0.26
,14:54:05,8,1795,2061.5,0.27,13.3,7,11.2,0.039,10,0.8,0.26
,14:54:06,8,1795,2062.5,0.27,13.3,7,11.2,0.037,10,0.8,0.26
,14:54:07,8,1795,2063.5,0.27,13.3,7,11.2,0.037,10,0.8,0.26
,14:54:08,8,1795,2064.5,0.27,13.3,7,11.2,0.037,10,0.8,0.26
,14:54:09,8,1795,2065.5,0.27,13.3,7,11.2,0.038,10,0.8,0.26
,14:54:10,8,1795,2066.5,0.27,13.3,7,11.2,0.038,10,0.8,0.26
,14:54:11,8,1795,2067.5,0.27,13.3,7,11.1,0.039,10,0.8,0.26
,14:54:12,8,1795,2068.5,0.28,13.3,7,11.1,0.04,10,0.8,0.27
,14:54:13,8,1795,2069.5,0.28,13.3,7,11.1,0.04,10,0.8,0.27
,14:54:14,8,1795,2070.5,0.28,13.3,7,11.1,0.041,10,0.8,0.27
,14:54:15,8,1795,2071.5,0.27,13.3,7,11.1,0.041,10,0.8,0.26
,14:54:16,8,1795,2072.5,0.27,13.3,7,11.1,0.04,10,0.8,0.26
,14:54:17,8,1795,2073.5,0.27,13.3,7,11,0.038,10,0.8,0.26
,14:54:18,8,1795,2074.5,0.27,13.3,7,11,0.039,10,0.8,0.26
,14:54:19,8,1795,2075.5,0.27,13.3,7,11,0.041,10,0.8,0.26
,14:54:20,8,1795,2076.5,0.27,13.3,7,11,0.041,10,0.8,0.26
,14:54:21,8,1795,2077.5,0.27,13.3,7,11,0.041,10,0.8,0.26
,14:54:22,8,1795,2078.5,0.27,13.3,7,11,0.039,10,0.8,0.26
,14:54:23,8,1795,2079.5,0.27,13.3,7,11,0.039,10,0.8,0.26
,14:54:24,8,1795,2080.5,0.27,13.3,7,10.9,0.039,10,0.8,0.26
,14:54:25,8,1795,2081.5,0.27,13.3,7,10.9,0.038,10,0.8,0.26
,14:54:26,8,1795,2082.5,0.27,13.3,7,10.9,0.038,10,0.8,0.27
,14:54:27,8,1795,2083.5,0.28,13.3,7,10.9,0.037,10,0.8,0.27
,14:54:28,8,1795,2084.5,0.28,13.3,7,10.9,0.038,10,0.8,0.27
,14:54:29,8,1795,2085.5,0.27,13.3,7,10.9,0.038,10,0.8,0.26
,14:54:30,8,1795,2086.5,0.27,13.3,7,10.8,0.037,10,0.8,0.26
,14:54:31,8,1795,2087.5,0.27,13.3,7,10.8,0.039,10,0.8,0.26
,14:54:32,8,1795,2088.5,0.27,13.3,7,10.8,0.039,10,0.8,0.26
,14:54:33,8,1795,2089.5,0.27,13.3,7,10.8,0.041,10,0.8,0.26
,14:54:34,8,1795,2090.5,0.27,13.3,7,10.8,0.041,10,0.8,0.26
,14:54:35,8,1795,2091.5,0.27,13.3,7,10.7,0.041,10,0.8,0.26
,14:54:36,8,1795,2092.5,0.27,13.3,7,10.7,0.041,10,0.8,0.26
,14:54:37,8,1795,2093.5,0.27,13.3,7,10.7,0.041,10,0.8,0.26
,14:54:38,8,1795,2094.5,0.28,13.3,7,10.7,0.041,10,0.8,0.27
,14:54:39,8,1795,2095.5,0.28,13.3,7,10.7,0.042,10,0.8,0.27
,14:54:40,8,1795,2096.5,0.28,13.3,7,10.7,0.042,10,0.8,0.27
,14:54:41,8,1795,2097.5,0.28,13.3,7,10.7,0.041,10,0.8,0.27
,14:54:42,8,1795,2098.5,0.27,13.3,7,10.7,0.041,10,0.8,0.26
,14:54:43,8,1795,2099.5,0.27,13.3,7,10.7,0.04,10,0.8,0.26
,14:54:44,8,1795,2100.5,0.26,13.3,7,10.6,0.04,10,0.8,0.25
,14:54:45,8,1795,2101.5,0.26,13.3,7,10.6,0.038,10,0.8,0.25
,14:54:46,8,1795,2102.5,0.27,13.3,7,10.6,0.038,10,0.8,0.26
,14:54:47,8,1795,2103.5,0.27,13.3,7,10.6,0.038,10,0.8,0.26
,14:54:48,8,1795,2104.5,0.26,13.3,7,10.6,0.038,10,0.9,0.25
,14:54:49,8,1795,2105.5,0.27,13.3,7,10.6,0.038,10,0.8,0.26
,14:54:50,8,1795,2106.5,0.27,13.3,7,10.5,0.039,10,0.8,0.26
,14:54:51,8,1795,2107.5,0.28,13.3,7,10.5,0.042,10,0.8,0.27
,14:54:52,8,1795,2108.5,0.28,13.3,7,10.5,0.04,10,0.8,0.27
,14:54:53,8,1795,2109.5,0.28,13.3,7,10.5,0.04,10,0.8,0.27
,14:54:54,8,1795,2110.5,0.28,13.3,7,10.5,0.039,10,0.8,0.27
,14:54:55,8,1795,2111.5,0.28,13.3,7,10.5,0.039,10,0.8,0.27
,14:54:56,8,1795,2112.5,0.28,13.3,7,10.4,0.039,10,0.8,0.27
,14:54:57,8,1795,2113.5,0.28,13.3,7,10.5,0.04,10,0.8,0.27
,14:54:58,8,1795,2114.5,0.27,13.3,7,10.4,0.04,10,0.8,0.26
,14:54:59,8,1795,2115.5,0.27,13.3,7,10.4,0.041,10,0.8,0.26
,14:55:00,8,1795,2116.5,0.28,13.3,7,10.4,0.041,10,0.8,0.27
,14:55:01,8,1795,2117.5,0.28,13.3,7,10.4,0.042,10,0.8,0.27
,14:55:02,8,1795,2118.5,0.28,13.3,6,10.4,0.044,10,0.8,0.27
,14:55:03,8,1795,2119.5,0.28,13.3,7,10.4,0.042,10,0.8,0.27
,14:55:04,8,1795,2120.5,0.28,13.3,7,10.3,0.041,10,0.8,0.27
,14:55:05,8,1795,2121.5,0.27,13.3,7,10.3,0.04,10,0.8,0.26
,14:55:06,8,1795,2122.5,0.27,13.3,7,10.3,0.039,10,0.8,0.26
,14:55:07,8,1795,2123.5,0.27,13.3,7,10.3,0.04,10,0.8,0.26
,14:55:08,8,1795,2124.5,0.27,13.3,7,10.3,0.04,10,0.8,0.26
,14:55:09,8,1795,2125.5,0.28,13.3,7,10.3,0.04,10,0.8,0.27
,14:55:10,8,1795,2126.5,0.28,13.3,7,10.3,0.04,10,0.8,0.27
,14:55:11,8,1795,2127.5,0.27,13.3,7,10.2,0.04,10,0.8,0.26
,14:55:12,8,1795,2128.5,0.27,13.3,7,10.2,0.039,10,0.8,0.26
,14:55:13,8,1795,2129.5,0.27,13.3,7,10.2,0.041,10,0.8,0.26
,14:55:14,8,1795,2130.5,0.27,13.3,7,10.2,0.041,10,0.8,0.26
,14:55:15,8,1795,2131.5,0.28,13.3,7,10.2,0.041,10,0.8,0.27
,14:55:16,8,1795,2132.5,0.28,13.3,7,10.2,0.04,10,0.8,0.27
,14:55:17,8,1795,2133.5,0.28,13.3,7,10.2,0.04,10,0.8,0.27
,14:55:18,8,1795,2134.5,0.28,13.3,7,10.2,0.042,10,0.8,0.27
,14:55:19,8,1795,2135.5,0.28,13.3,7,10.2,0.042,10,0.8,0.27
,14:55:20,8,1795,2136.5,0.28,13.3,7,10.2,0.042,10,0.8,0.27
,14:55:21,8,1795,2137.5,0.28,13.3,7,10.1,0.041,10,0.8,0.27
,14:55:22,8,1795,2138.5,0.27,13.3,7,10.1,0.041,10,0.8,0.27
,14:55:23,8,1795,2139.5,0.28,13.3,7,10.1,0.042,10,0.8,0.27
,14:55:24,8,1795,2140.5,0.29,13.3,7,10.1,0.043,10,0.8,0.28
,14:55:25,8,1795,2141.5,0.29,13.3,7,10.1,0.041,10,0.8,0.28
,14:55:26,8,1795,2142.5,0.28,13.3,7,10.1,0.041,10,0.8,0.27
,14:55:27,8,1795,2143.5,0.28,13.3,7,10.1,0.041,10,0.8,0.27
,14:55:28,8,1795,2144.5,0.28,13.3,7,10,0.041,10,0.9,0.27
,14:55:29,8,1795,2145.5,0.28,13.3,7,10,0.041,10,0.9,0.27
,14:55:30,8,1795,2146.5,0.28,13.3,7,10,0.039,10,0.8,0.27
,14:55:31,8,1795,2147.5,0.28,13.3,7,10,0.037,10,0.8,0.27
,14:55:32,8,1795,2148.5,0.28,13.3,7,10,0.038,10,0.8,0.27
,14:55:33,8,1795,2149.5,0.28,13.3,7,10,0.04,10,0.8,0.27
,14:55:34,8,1795,2150.5,0.28,13.3,7,10,0.041,10,0.8,0.27
,14:55:35,8,1795,2151.5,0.28,13.3,7,10,0.042,10,0.8,0.27
,14:55:36,8,1795,2152.5,0.28,13.3,7,10,0.042,10,0.9,0.27
,14:55:37,8,1795,2153.5,0.28,13.3,7,10,0.041,10,0.9,0.27
,14:55:38,8,1795,2154.5,0.28,13.3,6,10,0.043,10,0.9,0.27
,14:55:39,8,1795,2155.5,0.28,13.3,7,10,0.042,10,0.8,0.27
,14:55:40,8,1795,2156.5,0.28,13.3,7,9.9,0.041,10,0.8,0.27
,14:55:41,8,1795,2157.5,0.27,13.3,7,9.9,0.041,10,0.9,0.26
,14:55:42,8,1795,2158.5,0.27,13.3,7,9.9,0.039,10,0.9,0.26
,14:55:43,8,1795,2159.5,0.27,13.3,7,9.9,0.039,10,0.9,0.26
,14:55:44,8,1795,2160.5,0.27,13.3,7,9.9,0.04,10,0.8,0.26
,14:55:45,8,1795,2161.5,0.27,13.3,7,9.9,0.04,10,0.8,0.26
,14:55:46,8,1795,2162.5,0.27,13.3,7,9.9,0.04,10,0.8,0.26
,14:55:47,8,1795,2163.5,0.27,13.3,7,9.9,0.038,10,0.8,0.26
,14:55:48,8,1795,2164.5,0.27,13.3,7,9.9,0.038,10,0.8,0.26
,14:55:49,8,1795,2165.5,0.28,13.3,7,9.9,0.038,10,0.8,0.27
,14:55:50,8,1795,2166.5,0.28,13.3,7,9.9,0.04,10,0.8,0.27
,14:55:51,8,1795,2167.5,0.28,13.3,7,9.9,0.042,10,0.8,0.27
,14:55:52,8,1795,2168.5,0.27,13.3,7,9.9,0.041,10,0.8,0.26
,14:55:53,8,1795,2169.5,0.27,13.3,7,9.8,0.041,10,0.8,0.26
,14:55:54,8,1795,2170.5,0.28,13.3,7,9.8,0.041,10,0.8,0.27
,14:55:55,8,1795,2171.5,0.28,13.3,7,9.8,0.04,10,0.8,0.27
,14:55:56,8,1795,2172.5,0.28,13.3,7,9.8,0.04,10,0.8,0.27
,14:55:57,8,1795,2173.5,0.28,13.3,7,9.8,0.041,10,0.8,0.27
,14:55:58,8,1795,2174.5,0.29,13.3,7,9.8,0.041,10,0.8,0.28
,14:55:59,8,1795,2175.5,0.29,13.3,7,9.8,0.042,10,0.8,0.28
,14:56:00,8,1795,2176.5,0.29,13.3,7,9.8,0.04,10,0.8,0.28
,14:56:01,8,1795,2177.5,0.29,13.3,7,9.8,0.04,10,0.8,0.27
,14:56:02,8,1795,2178.5,0.28,13.3,7,9.8,0.041,10,0.8,0.27
,14:56:03,8,1795,2179.5,0.28,13.3,7,9.8,0.042,10,0.8,0.27
