Data file,,DELRINNC010_PDMS_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,01/12/2016,,,,,,,,,,
Lubricant,,PDMS,,,,,,,,,,
Specimens,,POM NC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 14:19:44 on 01/12/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:34:01,6,1795,857.5,0.25,13.3,7,11.5,0.035,10,0.5,0.24
,14:34:02,6,1795,858.5,0.25,13.3,7,11.5,0.035,10,0.5,0.24
,14:34:03,6,1795,859.5,0.25,13.3,7,11.5,0.036,10,0.5,0.24
,14:34:04,6,1795,860.5,0.25,13.3,7,11.5,0.037,10,0.4,0.25
,14:34:05,6,1795,861.5,0.26,13.3,7,11.6,0.038,10,0.4,0.25
,14:34:06,6,1795,862.5,0.26,13.3,7,11.6,0.038,10,0.4,0.25
,14:34:07,6,1795,863.5,0.26,13.3,7,11.6,0.038,10,0.4,0.25
,14:34:08,6,1795,864.5,0.26,13.3,7,11.6,0.037,10,0.4,0.25
,14:34:09,6,1795,865.5,0.26,13.3,7,11.6,0.037,10,0.3,0.25
,14:34:10,6,1795,866.5,0.26,13.3,7,11.6,0.036,10,0.3,0.25
,14:34:11,6,1795,867.5,0.26,13.3,7,11.7,0.037,10,0.3,0.25
,14:34:12,6,1795,868.5,0.25,13.3,7,11.7,0.038,10,0.3,0.25
,14:34:13,6,1795,869.5,0.25,13.3,7,11.7,0.038,10,0.4,0.24
,14:34:14,6,1795,870.5,0.25,13.3,7,11.7,0.038,10,0.4,0.25
,14:34:15,6,1795,871.5,0.25,13.3,7,11.7,0.037,10,0.4,0.24
,14:34:16,6,1795,872.5,0.25,13.3,7,11.8,0.038,10,0.3,0.24
,14:34:17,6,1795,873.5,0.25,13.3,7,11.8,0.038,10,0.4,0.24
,14:34:18,6,1795,874.5,0.25,13.3,7,11.8,0.038,10,0.4,0.24
,14:34:19,6,1795,875.5,0.25,13.3,7,11.8,0.038,10,0.4,0.24
,14:34:20,6,1795,876.5,0.25,13.3,6,11.9,0.039,10,0.4,0.24
,14:34:21,6,1795,877.5,0.25,13.3,7,11.9,0.038,10,0.4,0.24
,14:34:22,6,1795,878.5,0.25,13.3,7,11.9,0.038,10,0.4,0.24
,14:34:23,6,1795,879.5,0.26,13.3,7,11.9,0.038,10,0.4,0.25
,14:34:24,6,1795,880.5,0.26,13.3,7,12,0.038,10,0.4,0.25
,14:34:25,6,1795,881.5,0.27,13.3,7,12,0.038,10,0.3,0.26
,14:34:26,6,1795,882.5,0.26,13.3,7,12,0.038,10,0.3,0.25
,14:34:27,6,1795,883.5,0.26,13.3,7,12,0.038,10,0.3,0.25
,14:34:28,6,1795,884.5,0.26,13.3,7,12,0.036,10,0.3,0.25
,14:34:29,6,1795,885.5,0.25,13.3,7,12,0.035,10,0.4,0.24
,14:34:30,6,1795,886.5,0.26,13.3,7,12.1,0.037,10,0.3,0.25
,14:34:31,6,1795,887.5,0.26,13.3,7,12.1,0.039,10,0.3,0.25
,14:34:32,6,1795,888.5,0.26,13.3,7,12.1,0.039,10,0.3,0.25
,14:34:33,6,1795,889.5,0.26,13.3,7,12.1,0.038,10,0.3,0.25
,14:34:34,6,1795,890.5,0.25,13.3,7,12.1,0.038,10,0.4,0.24
,14:34:35,6,1795,891.5,0.25,13.3,7,12.2,0.038,10,0.3,0.24
,14:34:36,6,1795,892.5,0.25,13.3,7,12.2,0.038,10,0.3,0.24
,14:34:37,6,1795,893.5,0.26,13.3,7,12.2,0.038,10,0.3,0.25
,14:34:38,6,1795,894.5,0.26,13.3,7,12.2,0.039,10,0.3,0.25
,14:34:39,6,1795,895.5,0.26,13.3,7,12.3,0.039,10,0.3,0.25
,14:34:40,6,1795,896.5,0.26,13.3,7,12.3,0.038,10,0.3,0.25
,14:34:41,6,1795,897.5,0.27,13.3,7,12.3,0.038,10,0.4,0.25
,14:34:42,6,1795,898.5,0.26,13.3,7,12.3,0.038,10,0.5,0.25
,14:34:43,6,1795,899.5,0.26,13.3,7,12.3,0.038,10,0.5,0.25
,14:34:44,6,1795,900.5,0.26,13.3,7,12.4,0.036,10,0.5,0.25
,14:34:45,6,1795,901.5,0.26,13.3,7,12.4,0.036,10,0.5,0.25
,14:34:46,6,1795,902.5,0.26,13.3,7,12.4,0.037,10,0.5,0.25
,14:34:47,6,1795,903.5,0.26,13.3,7,12.4,0.038,10,0.5,0.25
,14:34:48,6,1795,904.5,0.26,13.3,7,12.4,0.039,10,0.4,0.25
,14:34:49,6,1795,905.5,0.26,13.3,7,12.4,0.037,10,0.4,0.25
,14:34:50,6,1795,906.5,0.26,13.3,7,12.5,0.037,10,0.5,0.25
,14:34:51,6,1795,907.5,0.26,13.3,7,12.5,0.038,10,0.4,0.25
,14:34:52,6,1795,908.5,0.26,13.3,7,12.5,0.039,10,0.4,0.25
,14:34:53,6,1795,909.5,0.26,13.3,7,12.5,0.038,10,0.5,0.25
,14:34:54,6,1795,910.5,0.25,13.3,7,12.6,0.038,10,0.5,0.24
,14:34:55,6,1795,911.5,0.25,13.3,7,12.6,0.037,10,0.4,0.24
,14:34:56,6,1795,912.5,0.25,13.3,7,12.6,0.036,10,0.4,0.24
,14:34:57,6,1795,913.5,0.25,13.3,7,12.6,0.037,10,0.4,0.24
,14:34:58,6,1795,914.5,0.25,13.3,7,12.7,0.037,10,0.4,0.24
,14:34:59,6,1795,915.5,0.26,13.3,7,12.7,0.037,10,0.9,0.25
,14:35:00,6,1795,916.5,0.26,13.3,7,12.7,0.037,10,2.8,0.25
,14:35:01,6,1795,917.5,0.26,13.3,7,12.7,0.037,10,6,0.25
,14:35:02,6,1795,918.5,0.26,13.3,7,12.7,0.036,10,5.6,0.25
,14:35:03,6,1795,919.5,0.26,13.3,7,12.8,0.036,10,5.8,0.25
,14:35:04,6,1795,920.5,0.26,13.3,7,12.8,0.038,10,5.9,0.25
,14:35:05,6,1795,921.5,0.26,13.3,7,12.8,0.038,10,4.5,0.25
,14:35:06,6,1795,922.5,0.26,13.3,7,12.8,0.039,10,3,0.25
,14:35:07,6,1795,923.5,0.26,13.3,7,12.8,0.039,10,1.8,0.25
,14:35:08,6,1795,924.5,0.26,13.3,6,12.8,0.04,10,1.8,0.25
,14:35:09,6,1795,925.5,0.26,13.3,6,12.9,0.04,10,4.7,0.25
,14:35:10,6,1795,926.5,0.26,13.3,6,12.9,0.04,10,4.9,0.25
,14:35:11,6,1795,927.5,0.26,13.3,6,12.9,0.04,10,4.9,0.25
,14:35:12,6,1795,928.5,0.26,13.3,7,12.9,0.038,10,5.3,0.25
,14:35:13,6,1795,929.5,0.26,13.3,7,12.9,0.038,10,7.3,0.25
,14:35:14,6,1795,930.5,0.26,13.3,7,13,0.037,10,7.6,0.25
,14:35:15,6,1795,931.5,0.26,13.3,7,13,0.037,10,6.3,0.25
,14:35:16,6,1795,932.5,0.26,13.3,7,13,0.038,10,5.7,0.25
,14:35:17,6,1795,933.5,0.26,13.3,7,13.1,0.04,10,3.1,0.25
,14:35:18,6,1795,934.5,0.26,13.3,7,13.1,0.038,10,1.7,0.25
,14:35:19,6,1795,935.5,0.26,13.3,7,13.1,0.038,10,1.1,0.25
,14:35:20,6,1795,936.5,0.26,13.3,7,13.1,0.036,10,0.9,0.25
,14:35:21,6,1795,937.5,0.25,13.3,7,13.1,0.035,10,0.7,0.24
,14:35:22,6,1795,938.5,0.25,13.3,7,13.2,0.035,10,0.5,0.24
,14:35:23,6,1795,939.5,0.25,13.3,7,13.2,0.036,10,0.5,0.24
,14:35:24,6,1795,940.5,0.25,13.3,7,13.2,0.038,10,0.6,0.24
,14:35:25,6,1795,941.5,0.25,13.3,7,13.2,0.038,10,0.6,0.24
,14:35:26,6,1795,942.5,0.25,13.3,7,13.2,0.038,10,0.5,0.24
,14:35:27,6,1795,943.5,0.26,13.3,6,13.2,0.04,10,0.7,0.25
,14:35:28,6,1795,944.5,0.26,13.3,6,13.2,0.04,10,0.7,0.25
,14:35:29,6,1795,945.5,0.26,13.3,7,13.3,0.039,10,0.7,0.25
,14:35:30,6,1795,946.5,0.26,13.3,7,13.3,0.038,10,0.8,0.25
,14:35:31,6,1795,947.5,0.26,13.3,7,13.3,0.038,10,0.8,0.25
,14:35:32,6,1795,948.5,0.26,13.3,7,13.3,0.038,10,0.8,0.25
,14:35:33,6,1795,949.5,0.26,13.3,7,13.3,0.038,10,0.8,0.25
,14:35:34,6,1795,950.5,0.25,13.3,7,13.3,0.038,10,0.8,0.24
,14:35:35,6,1795,951.5,0.25,13.3,7,13.4,0.037,10,0.8,0.24
,14:35:36,6,1795,952.5,0.26,13.3,7,13.4,0.037,10,0.8,0.25
,14:35:37,6,1795,953.5,0.26,13.3,7,13.4,0.037,10,0.8,0.25
,14:35:38,6,1795,954.5,0.26,13.3,7,13.4,0.037,10,0.8,0.25
,14:35:39,6,1795,955.5,0.26,13.3,7,13.4,0.036,10,0.8,0.25
,14:35:40,6,1795,956.5,0.26,13.3,7,13.5,0.036,10,0.8,0.25
,14:35:41,6,1795,957.5,0.26,13.3,7,13.5,0.036,10,0.8,0.25
,14:35:42,6,1795,958.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:35:43,6,1795,959.5,0.25,13.3,7,13.5,0.036,10,0.8,0.24
,14:35:44,6,1795,960.5,0.25,13.3,7,13.5,0.036,10,0.8,0.24
,14:35:45,6,1795,961.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:35:46,6,1795,962.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:35:47,6,1795,963.5,0.25,13.3,7,13.5,0.038,10,0.8,0.24
,14:35:48,6,1795,964.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:35:49,6,1795,965.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:35:50,6,1795,966.5,0.25,13.3,7,13.6,0.036,10,0.8,0.24
,14:35:51,6,1795,967.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:35:52,6,1795,968.5,0.25,13.3,7,13.6,0.037,10,0.8,0.24
,14:35:53,6,1795,969.5,0.25,13.3,7,13.6,0.037,10,0.8,0.24
,14:35:54,6,1795,970.5,0.25,13.3,7,13.7,0.038,10,0.8,0.24
,14:35:55,6,1795,971.5,0.25,13.3,7,13.7,0.038,10,0.8,0.24
,14:35:56,6,1795,972.5,0.25,13.3,7,13.7,0.038,10,0.8,0.24
,14:35:57,6,1795,973.5,0.25,13.3,7,13.7,0.038,10,0.8,0.24
,14:35:58,6,1795,974.5,0.26,13.3,7,13.7,0.037,10,0.8,0.25
,14:35:59,6,1795,975.5,0.26,13.3,7,13.7,0.038,10,0.8,0.25
,14:36:00,6,1795,976.5,0.26,13.3,7,13.7,0.037,10,0.8,0.25
,14:36:01,6,1795,977.5,0.25,13.3,7,13.7,0.037,10,0.8,0.24
,14:36:02,6,1795,978.5,0.25,13.3,7,13.8,0.035,10,0.8,0.24
,14:36:03,6,1795,979.5,0.25,13.3,7,13.7,0.035,10,0.8,0.24
,14:36:04,6,1795,980.5,0.25,13.3,7,13.8,0.035,10,0.8,0.24
,14:36:05,6,1795,981.5,0.25,13.3,7,13.8,0.036,10,0.8,0.24
,14:36:06,6,1795,982.5,0.25,13.3,7,13.8,0.037,10,0.8,0.24
,14:36:07,6,1795,983.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:36:08,6,1795,984.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:36:09,6,1795,985.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:36:10,6,1795,986.5,0.25,13.3,7,13.8,0.038,10,0.8,0.25
,14:36:11,6,1795,987.5,0.26,13.3,7,13.8,0.038,10,0.8,0.24
,14:36:12,6,1795,988.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:13,6,1795,989.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:14,6,1795,990.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:36:15,6,1795,991.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:36:16,6,1795,992.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:17,6,1795,993.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:18,6,1795,994.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:19,6,1795,995.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:36:20,6,1795,996.5,0.25,13.3,7,13.9,0.037,10,0.8,0.25
,14:36:21,6,1795,997.5,0.26,13.3,7,13.9,0.037,10,0.8,0.25
,14:36:22,6,1795,998.5,0.26,13.3,7,13.9,0.037,10,0.8,0.25
,14:36:23,6,1795,999.5,0.26,13.3,7,13.9,0.037,10,0.8,0.25
,14:36:24,6,1795,1000.5,0.26,13.3,7,14,0.039,10,0.8,0.25
,14:36:25,6,1795,1001.5,0.26,13.3,7,14,0.038,10,0.9,0.25
,14:36:26,6,1795,1002.5,0.26,13.3,7,14,0.037,10,0.9,0.25
,14:36:27,6,1795,1003.5,0.26,13.3,7,14,0.037,10,0.9,0.25
,14:36:28,6,1795,1004.5,0.26,13.3,7,14,0.037,10,0.8,0.25
,14:36:29,6,1795,1005.5,0.26,13.3,7,14,0.038,10,0.8,0.25
,14:36:30,6,1795,1006.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:36:31,6,1795,1007.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:36:32,6,1795,1008.5,0.25,13.3,7,14,0.037,10,0.8,0.25
,14:36:33,6,1795,1009.5,0.26,13.3,7,14,0.037,10,0.8,0.25
,14:36:34,6,1795,1010.5,0.26,13.3,7,14,0.036,10,0.9,0.25
,14:36:35,6,1795,1011.5,0.26,13.3,7,14,0.036,10,0.8,0.25
,14:36:36,6,1795,1012.5,0.26,13.3,7,14,0.036,10,0.8,0.25
,14:36:37,6,1795,1013.5,0.26,13.3,7,14,0.035,10,0.8,0.25
,14:36:38,6,1795,1014.5,0.25,13.3,7,14,0.035,10,0.8,0.24
,14:36:39,6,1795,1015.5,0.25,13.3,7,14,0.035,10,0.8,0.24
,14:36:40,6,1795,1016.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:36:41,6,1795,1017.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:36:42,6,1795,1018.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:43,6,1795,1019.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:36:44,6,1795,1020.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:36:45,6,1795,1021.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:46,6,1795,1022.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:47,6,1795,1023.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:48,6,1795,1024.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:49,6,1795,1025.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:50,6,1795,1026.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:51,6,1795,1027.5,0.26,13.3,7,14.1,0.038,10,0.8,0.25
,14:36:52,6,1795,1028.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:36:53,6,1795,1029.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:54,6,1795,1030.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:55,6,1795,1031.5,0.27,13.3,7,14.1,0.04,10,0.8,0.26
,14:36:56,6,1795,1032.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:57,6,1795,1033.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:36:58,6,1795,1034.5,0.26,13.3,7,14.1,0.037,10,0.8,0.25
,14:36:59,6,1795,1035.5,0.26,13.3,7,14.1,0.037,10,0.8,0.25
,14:37:00,6,1795,1036.5,0.26,13.3,7,14.1,0.039,10,0.8,0.25
,14:37:01,6,1795,1037.5,0.26,13.3,7,14.1,0.037,10,0.8,0.25
,14:37:02,6,1795,1038.5,0.26,13.3,7,14.1,0.037,10,0.8,0.25
,14:37:03,6,1795,1039.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:04,6,1795,1040.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:05,6,1795,1041.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:06,6,1795,1042.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:07,6,1795,1043.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:08,6,1795,1044.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:09,6,1795,1045.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:10,6,1795,1046.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:11,6,1795,1047.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:12,6,1795,1048.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:13,6,1795,1049.5,0.25,13.3,7,14.1,0.038,10,0.9,0.24
,14:37:14,6,1795,1050.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:15,6,1795,1051.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:16,6,1795,1052.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:17,6,1795,1053.5,0.25,13.3,7,14.1,0.038,10,0.8,0.24
,14:37:18,6,1795,1054.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:37:19,6,1795,1055.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:20,6,1795,1056.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:21,6,1795,1057.5,0.26,13.3,7,14.1,0.036,10,0.8,0.25
,14:37:22,6,1795,1058.5,0.26,13.3,7,14.1,0.036,10,0.8,0.25
,14:37:23,6,1795,1059.5,0.26,13.3,7,14.1,0.036,10,0.8,0.25
,14:37:24,6,1795,1060.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:25,6,1795,1061.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:26,6,1795,1062.5,0.25,13.3,7,14.1,0.035,10,0.8,0.24
,14:37:27,6,1795,1063.5,0.25,13.3,7,14.1,0.035,10,0.9,0.24
,14:37:28,6,1795,1064.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:29,6,1795,1065.5,0.25,13.3,7,14.1,0.036,10,0.8,0.24
,14:37:30,6,1795,1066.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:37:31,6,1795,1067.5,0.25,13.3,7,14.1,0.037,10,0.8,0.24
,14:37:32,6,1795,1068.5,0.25,13.3,6,14.1,0.038,10,0.8,0.24
,14:37:33,6,1795,1069.5,0.25,13.3,6,14.1,0.039,10,0.8,0.24
,14:37:34,6,1795,1070.5,0.25,13.3,6,14.1,0.039,10,0.8,0.24
,14:37:35,6,1795,1071.5,0.25,13.3,6,14,0.039,10,0.8,0.24
,14:37:36,6,1795,1072.5,0.25,13.3,7,14,0.038,10,0.8,0.24
,14:37:37,6,1795,1073.5,0.25,13.3,7,14,0.038,10,0.8,0.25
,14:37:38,6,1795,1074.5,0.26,13.3,7,14,0.038,10,0.8,0.25
,14:37:39,6,1795,1075.5,0.26,13.3,7,14,0.038,10,0.8,0.24
,14:37:40,6,1795,1076.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:37:41,6,1795,1077.5,0.25,13.3,7,14,0.037,10,0.8,0.25
,14:37:42,6,1795,1078.5,0.25,13.3,7,14,0.038,10,0.8,0.24
,14:37:43,6,1795,1079.5,0.25,13.3,7,14,0.038,10,0.8,0.24
,14:37:44,6,1795,1080.5,0.25,13.3,7,14,0.038,10,0.9,0.24
,14:37:45,6,1795,1081.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:37:46,6,1795,1082.5,0.25,13.3,7,14,0.036,10,0.9,0.24
,14:37:47,6,1795,1083.5,0.25,13.3,7,14,0.037,10,0.8,0.24
,14:37:48,6,1795,1084.5,0.25,13.3,7,14,0.038,10,0.8,0.24
,14:37:49,6,1795,1085.5,0.26,13.3,7,14,0.038,10,0.9,0.25
,14:37:50,6,1795,1086.5,0.26,13.3,7,14,0.037,10,0.9,0.25
,14:37:51,6,1795,1087.5,0.26,13.3,7,14,0.037,10,0.8,0.25
,14:37:52,6,1795,1088.5,0.26,13.3,7,14,0.037,10,0.8,0.25
,14:37:53,6,1795,1089.5,0.26,13.3,7,14,0.037,10,0.8,0.25
,14:37:54,6,1795,1090.5,0.26,13.3,7,14,0.036,10,0.8,0.25
,14:37:55,6,1795,1091.5,0.26,13.3,7,14,0.035,10,0.8,0.25
,14:37:56,6,1795,1092.5,0.26,13.3,7,13.9,0.034,10,0.8,0.25
,14:37:57,6,1795,1093.5,0.25,13.3,7,13.9,0.034,10,0.8,0.24
,14:37:58,6,1795,1094.5,0.25,13.3,7,13.9,0.034,10,0.8,0.24
,14:37:59,6,1795,1095.5,0.25,13.3,7,13.9,0.035,10,0.8,0.24
,14:38:00,6,1795,1096.5,0.25,13.3,7,13.9,0.035,10,0.8,0.24
,14:38:01,6,1795,1097.5,0.25,13.3,7,13.9,0.035,10,0.8,0.24
,14:38:02,6,1795,1098.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:38:03,6,1795,1099.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:38:04,6,1795,1100.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:38:05,6,1795,1101.5,0.25,13.3,7,13.9,0.037,10,0.8,0.24
,14:38:06,6,1795,1102.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:38:07,6,1795,1103.5,0.25,13.3,7,13.9,0.038,10,0.8,0.24
,14:38:08,6,1795,1104.5,0.26,13.3,7,13.9,0.038,10,0.8,0.25
,14:38:09,6,1795,1105.5,0.26,13.3,7,13.9,0.038,10,0.8,0.25
,14:38:10,6,1795,1106.5,0.25,13.3,6,13.9,0.04,10,0.8,0.24
,14:38:11,6,1795,1107.5,0.25,13.3,6,13.8,0.04,10,0.8,0.24
,14:38:12,6,1795,1108.5,0.25,13.3,6,13.8,0.039,10,0.8,0.24
,14:38:13,6,1795,1109.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:14,6,1795,1110.5,0.26,13.3,7,13.8,0.038,10,0.8,0.25
,14:38:15,6,1795,1111.5,0.26,13.3,7,13.8,0.039,10,0.8,0.25
,14:38:16,6,1795,1112.5,0.26,13.3,7,13.8,0.038,10,0.8,0.25
,14:38:17,6,1795,1113.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:18,6,1795,1114.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:19,6,1795,1115.5,0.25,13.3,6,13.8,0.039,10,0.8,0.24
,14:38:20,6,1795,1116.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:21,6,1795,1117.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:22,6,1795,1118.5,0.25,13.3,7,13.8,0.038,10,0.8,0.24
,14:38:23,6,1795,1119.5,0.26,13.3,7,13.8,0.037,10,0.8,0.25
,14:38:24,6,1795,1120.5,0.26,13.3,7,13.7,0.037,10,0.8,0.25
,14:38:25,6,1795,1121.5,0.25,13.3,7,13.7,0.037,10,0.8,0.24
,14:38:26,6,1795,1122.5,0.25,13.3,7,13.7,0.038,10,0.9,0.24
,14:38:27,6,1795,1123.5,0.25,13.3,7,13.7,0.037,10,0.8,0.24
,14:38:28,6,1795,1124.5,0.26,13.3,7,13.7,0.036,10,0.8,0.24
,14:38:29,6,1795,1125.5,0.25,13.3,7,13.7,0.035,10,0.9,0.24
,14:38:30,6,1795,1126.5,0.25,13.3,7,13.7,0.034,10,0.9,0.24
,14:38:31,6,1795,1127.5,0.25,13.3,7,13.7,0.035,10,0.8,0.24
,14:38:32,6,1795,1128.5,0.25,13.3,7,13.7,0.035,10,0.8,0.24
,14:38:33,6,1795,1129.5,0.25,13.3,7,13.7,0.035,10,0.8,0.24
,14:38:34,6,1795,1130.5,0.25,13.3,7,13.6,0.036,10,0.8,0.24
,14:38:35,6,1795,1131.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:38:36,6,1795,1132.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:38:37,6,1795,1133.5,0.25,13.3,7,13.6,0.038,10,0.9,0.24
,14:38:38,6,1795,1134.5,0.25,13.3,7,13.6,0.038,10,0.9,0.24
,14:38:39,6,1795,1135.5,0.25,13.3,7,13.6,0.038,10,0.9,0.24
,14:38:40,6,1795,1136.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:38:41,6,1795,1137.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:38:42,6,1795,1138.5,0.26,13.3,7,13.6,0.038,10,0.8,0.25
,14:38:43,6,1795,1139.5,0.25,13.3,7,13.6,0.038,10,0.8,0.24
,14:38:44,6,1795,1140.5,0.25,13.3,6,13.6,0.039,10,0.8,0.24
,14:38:45,6,1795,1141.5,0.25,13.3,6,13.6,0.039,10,0.8,0.24
,14:38:46,6,1795,1142.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:38:47,6,1795,1143.5,0.25,13.3,7,13.5,0.038,10,0.9,0.24
,14:38:48,6,1795,1144.5,0.25,13.3,7,13.5,0.038,10,0.8,0.24
,14:38:49,6,1795,1145.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:38:50,6,1795,1146.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:38:51,6,1795,1147.5,0.25,13.3,7,13.5,0.037,10,0.8,0.24
,14:38:52,6,1795,1148.5,0.25,13.3,7,13.5,0.035,10,0.8,0.24
,14:38:53,6,1795,1149.5,0.25,13.3,7,13.5,0.034,10,0.8,0.24
,14:38:54,6,1795,1150.5,0.25,13.3,7,13.5,0.034,10,0.8,0.24
,14:38:55,6,1795,1151.5,0.25,13.3,7,13.5,0.035,10,0.8,0.24
,14:38:56,6,1795,1152.5,0.25,13.3,7,13.5,0.038,10,0.8,0.24
,14:38:57,6,1795,1153.5,0.25,13.3,7,13.4,0.038,10,0.8,0.24
,14:38:58,6,1795,1154.5,0.25,13.3,7,13.4,0.038,10,0.8,0.24
,14:38:59,6,1795,1155.5,0.25,13.3,7,13.4,0.038,10,0.8,0.24
,14:39:00,6,1795,1156.5,0.25,13.3,7,13.4,0.038,10,0.8,0.24
,14:39:01,6,1795,1157.5,0.25,13.3,7,13.4,0.038,10,0.8,0.24
,14:39:02,6,1795,1158.5,0.26,13.3,7,13.4,0.038,10,0.8,0.25
,14:39:03,6,1795,1159.5,0.26,13.3,7,13.4,0.038,10,0.8,0.24
,14:39:04,6,1795,1160.5,0.25,13.3,7,13.4,0.037,10,0.8,0.24
