Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_006.TSV,,,,,,,,,,
,15:22:11,4,-1,524.3,0.79,13.3,6,10.7,0.124,10,0.7,0.77
,15:22:12,4,-1,525.3,0.81,13.3,6,10.7,0.126,10,0.7,0.77
,15:22:13,4,-1,526.3,0.82,13.3,7,10.7,0.122,10,0.7,0.79
,15:22:14,4,-1,527.3,0.82,13.3,7,10.6,0.123,10,0.7,0.79
,15:22:15,4,-1,528.3,0.82,13.3,7,10.6,0.124,10,0.8,0.79
,15:22:16,4,-1,529.3,0.82,13.3,7,10.6,0.123,10,0.8,0.79
,15:22:17,4,-1,530.3,0.82,13.3,7,10.6,0.123,10,0.7,0.79
,15:22:18,4,-1,531.3,0.82,13.3,7,10.6,0.124,10,0.7,0.79
,15:22:19,4,-1,532.3,0.82,13.3,7,10.6,0.124,10,0.8,0.79
,15:22:20,4,-1,533.3,0.82,13.3,7,10.6,0.124,10,0.7,0.79
,15:22:21,4,-1,534.3,0.82,13.3,7,10.5,0.124,10,0.7,0.79
,15:22:22,4,-1,535.3,0.83,13.3,6,10.5,0.129,10,0.7,0.79
,15:22:23,4,-1,536.3,0.83,13.3,7,10.5,0.125,10,0.7,0.8
,15:22:24,4,-1,537.3,0.84,13.3,7,10.5,0.126,10,0.7,0.81
,15:22:25,4,-1,538.3,0.84,13.3,7,10.5,0.122,10,0.7,0.81
,15:22:26,4,-1,539.3,0.84,13.3,7,10.4,0.121,10,0.7,0.81
,15:22:27,4,-1,540.3,0.83,13.3,7,10.4,0.12,10,0.7,0.8
,15:22:28,4,-1,541.3,0.83,13.3,7,10.4,0.124,10,0.7,0.79
,15:22:29,4,-1,542.3,0.83,13.3,7,10.4,0.124,10,0.7,0.8
,15:22:30,4,-1,543.3,0.84,13.3,7,10.4,0.121,10,0.7,0.8
,15:22:31,4,-1,544.3,0.84,13.3,7,10.4,0.116,10,0.7,0.8
,15:22:32,4,-1,545.3,0.83,13.3,7,10.3,0.116,10,0.7,0.8
,15:22:33,4,-1,546.3,0.83,13.3,7,10.3,0.115,10,0.7,0.79
,15:22:34,4,-1,547.3,0.82,13.3,7,10.3,0.119,10,0.7,0.79
,15:22:35,4,-1,548.3,0.82,13.3,7,10.3,0.124,10,0.7,0.79
,15:22:36,4,-1,549.3,0.82,13.3,7,10.3,0.124,10,0.7,0.79
,15:22:37,4,-1,550.3,0.82,13.3,7,10.3,0.123,10,0.7,0.79
,15:22:38,4,-1,551.3,0.82,13.3,7,10.3,0.123,10,0.7,0.79
,15:22:39,4,-1,552.3,0.83,13.3,7,10.3,0.124,10,0.8,0.8
,15:22:40,4,-1,553.3,0.84,13.3,7,10.3,0.121,10,0.7,0.81
,15:22:41,4,-1,554.3,0.84,13.3,7,10.2,0.126,10,0.7,0.81
,15:22:42,4,-1,555.3,0.84,13.3,7,10.2,0.121,10,0.7,0.8
,15:22:43,4,-1,556.3,0.83,13.3,7,10.2,0.12,10,0.7,0.8
,15:22:44,4,-1,557.3,0.83,13.3,7,10.2,0.116,10,0.7,0.8
,15:22:45,4,-1,558.3,0.83,13.3,7,10.2,0.112,10,0.7,0.8
,15:22:46,4,-1,559.3,0.83,13.3,7,10.2,0.116,10,0.7,0.8
,15:22:47,4,-1,560.3,0.83,13.3,7,10.1,0.12,10,0.7,0.8
,15:22:48,4,-1,561.3,0.83,13.3,7,10.1,0.124,10,0.7,0.79
,15:22:49,4,-1,562.3,0.82,13.3,7,10.1,0.124,10,0.7,0.79
,15:22:50,4,-1,563.3,0.82,13.3,7,10.1,0.123,10,0.7,0.79
,15:22:51,4,-1,564.3,0.82,13.3,6,10.1,0.128,10,0.7,0.79
,15:22:52,4,-1,565.3,0.83,13.3,7,10.1,0.124,10,0.7,0.8
,15:22:53,4,-1,566.3,0.84,13.3,7,10.1,0.121,10,0.7,0.8
,15:22:54,4,-1,567.3,0.84,13.3,7,10.1,0.121,10,0.7,0.8
,15:22:55,4,-1,568.3,0.83,13.3,7,10.1,0.12,10,0.7,0.8
,15:22:56,4,-1,569.3,0.83,13.3,7,10,0.124,10,0.7,0.79
,15:22:57,4,-1,570.3,0.83,13.3,7,10,0.12,10,0.7,0.8
,15:22:58,4,-1,571.3,0.83,13.3,7,10,0.116,10,0.7,0.8
,15:22:59,4,-1,572.3,0.83,13.3,7,10,0.12,10,0.7,0.8
,15:23:00,4,-1,573.3,0.83,13.3,7,10,0.12,10,0.7,0.8
,15:23:01,4,-1,574.3,0.83,13.3,7,10,0.125,10,0.7,0.8
,15:23:02,4,-1,575.3,0.83,13.3,7,10,0.125,10,0.7,0.8
,15:23:03,4,-1,576.3,0.83,13.3,7,10,0.124,10,0.7,0.8
,15:23:04,4,-1,577.3,0.83,13.3,7,10,0.124,10,0.7,0.79
,15:23:05,4,-1,578.3,0.83,13.3,6,10,0.129,10,0.7,0.79
,15:23:06,4,-1,579.3,0.83,13.3,7,9.9,0.125,10,0.7,0.8
,15:23:07,4,-1,580.3,0.84,13.3,7,9.9,0.121,10,0.7,0.81
,15:23:08,4,-1,581.3,0.84,13.3,7,9.9,0.121,10,0.7,0.81
,15:23:09,4,-1,582.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:23:10,4,-1,583.3,0.83,13.3,7,9.9,0.124,10,0.7,0.79
,15:23:11,4,-1,584.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:23:12,4,-1,585.3,0.84,13.3,7,9.9,0.121,10,0.7,0.8
,15:23:13,4,-1,586.3,0.84,13.3,7,9.9,0.116,10,0.7,0.8
,15:23:14,4,-1,587.3,0.83,13.3,7,9.9,0.112,10,0.7,0.8
,15:23:15,4,-1,588.3,0.83,13.3,7,9.9,0.111,10,0.7,0.79
,15:23:16,4,-1,589.3,0.83,13.3,7,9.9,0.115,10,0.7,0.79
,15:23:17,4,-1,590.3,0.82,13.3,7,9.9,0.119,10,0.7,0.79
,15:23:18,4,-1,591.3,0.82,13.3,7,9.9,0.122,10,0.7,0.78
,15:23:19,4,-1,592.3,0.81,13.3,7,9.8,0.122,10,0.7,0.78
,15:23:20,4,-1,593.3,0.82,13.3,6,9.8,0.127,10,0.7,0.78
,15:23:21,4,-1,594.3,0.82,13.3,7,9.8,0.124,10,0.7,0.79
,15:23:22,4,-1,595.3,0.83,13.3,7,9.8,0.124,10,0.7,0.8
,15:23:23,4,-1,596.3,0.83,13.3,7,9.8,0.124,10,0.7,0.8
,15:23:24,4,-1,597.3,0.83,13.3,6,9.8,0.129,10,0.7,0.79
,15:23:25,4,-1,598.3,0.83,13.3,7,9.8,0.124,10,0.7,0.8
,15:23:26,4,-1,599.3,0.83,13.3,7,9.8,0.12,10,0.7,0.8
,15:23:27,4,-1,600.3,0.83,13.3,7,9.8,0.12,10,0.7,0.8
,15:23:28,4,-1,601.3,0.83,13.3,7,9.8,0.125,10,0.7,0.8
,15:23:29,4,-1,602.3,0.83,13.3,7,9.8,0.124,10,0.7,0.8
,15:23:30,4,-1,603.3,0.83,13.3,7,9.8,0.12,10,0.7,0.8
,15:23:31,4,-1,604.3,0.83,13.3,7,9.8,0.115,10,0.7,0.8
,15:23:32,4,-1,605.3,0.83,13.3,7,9.7,0.111,10,0.7,0.8
,15:23:33,4,-1,606.3,0.83,13.3,7,9.8,0.12,10,0.7,0.8
,15:23:34,4,-1,607.3,0.83,13.3,7,9.8,0.125,10,0.7,0.8
,15:23:35,4,-1,608.3,0.83,13.3,7,9.7,0.125,10,0.7,0.8
,15:23:36,4,-1,609.3,0.83,13.3,7,9.7,0.124,10,0.7,0.8
,15:23:37,4,-1,610.3,0.83,13.3,6,9.7,0.129,10,0.7,0.79
,15:23:38,4,-1,611.3,0.83,13.3,7,9.7,0.124,10,0.7,0.8
,15:23:39,4,-1,612.3,0.83,13.3,6,9.7,0.13,10,0.7,0.8
,15:23:40,4,-1,613.3,0.84,13.3,7,9.7,0.126,10,0.7,0.81
,15:23:41,4,-1,614.3,0.84,13.3,7,9.7,0.126,10,0.7,0.81
,15:23:42,4,-1,615.3,0.84,13.3,7,9.7,0.127,10,0.7,0.81
,15:23:43,4,-1,616.3,0.85,13.3,7,9.7,0.127,10,0.7,0.82
,15:23:44,4,-1,617.3,0.86,13.3,7,9.7,0.124,10,0.7,0.82
,15:23:45,4,-1,618.3,0.86,13.3,7,9.7,0.124,10,0.7,0.83
,15:23:46,4,-1,619.3,0.85,13.3,7,9.7,0.123,10,0.7,0.82
,15:23:47,4,-1,620.3,0.84,13.3,7,9.7,0.122,10,0.7,0.81
,15:23:48,4,-1,621.3,0.83,13.3,7,9.7,0.12,10,0.7,0.8
,15:23:49,4,-1,622.3,0.83,13.3,7,9.7,0.119,10,0.7,0.79
,15:23:50,4,-1,623.3,0.83,13.3,7,9.7,0.115,10,0.7,0.8
,15:23:51,4,-1,624.3,0.83,13.3,7,9.7,0.116,10,0.7,0.8
,15:23:52,4,-1,625.3,0.84,13.3,7,9.7,0.113,10,0.7,0.8
,15:23:53,4,-1,626.3,0.84,13.3,7,9.7,0.116,10,0.7,0.8
,15:23:54,4,-1,627.3,0.83,13.3,7,9.7,0.116,10,0.7,0.8
,15:23:55,4,-1,628.3,0.83,13.3,7,9.7,0.12,10,0.7,0.8
,15:23:56,4,-1,629.3,0.83,13.3,7,9.7,0.124,10,0.7,0.79
,15:23:57,4,-1,630.3,0.82,13.3,6,9.7,0.128,10,0.7,0.79
,15:23:58,4,-1,631.3,0.82,13.3,6,9.7,0.128,10,0.7,0.79
,15:23:59,4,-1,632.3,0.83,13.3,6,9.7,0.13,10,0.7,0.8
,15:24:00,4,-1,633.3,0.84,13.3,7,9.6,0.127,10,0.7,0.81
,15:24:01,4,-1,634.3,0.85,13.3,7,9.6,0.127,10,0.7,0.81
,15:24:02,4,-1,635.3,0.84,13.3,7,9.6,0.127,10,0.7,0.81
,15:24:03,4,-1,636.3,0.84,13.3,6,9.6,0.13,10,0.7,0.8
,15:24:04,4,-1,637.3,0.84,13.3,7,9.6,0.126,10,0.7,0.81
,15:24:05,4,-1,638.3,0.84,13.3,7,9.6,0.121,10,0.7,0.81
,15:24:06,4,-1,639.3,0.84,13.3,7,9.6,0.117,10,0.7,0.81
,15:24:07,4,-1,640.3,0.83,13.3,7,9.6,0.112,10,0.7,0.8
,15:24:08,4,-1,641.3,0.83,13.3,7,9.6,0.115,10,0.7,0.8
,15:24:09,4,-1,642.3,0.83,13.3,7,9.6,0.124,10,0.7,0.8
,15:24:10,4,-1,643.3,0.83,13.3,7,9.6,0.124,10,0.7,0.8
,15:24:11,4,-1,644.3,0.83,13.3,7,9.6,0.124,10,0.7,0.8
,15:24:12,4,-1,645.3,0.83,13.3,7,9.6,0.125,10,0.7,0.8
,15:24:13,4,-1,646.3,0.83,13.3,7,9.6,0.125,10,0.7,0.8
,15:24:14,4,-1,647.3,0.84,13.3,7,9.6,0.121,10,0.7,0.81
,15:24:15,4,-1,648.3,0.84,13.3,7,9.6,0.126,10,0.7,0.81
,15:24:16,4,-1,649.3,0.84,13.3,7,9.6,0.126,10,0.7,0.81
,15:24:17,4,-1,650.3,0.84,13.3,7,9.6,0.126,10,0.7,0.81
,15:24:18,4,-1,651.3,0.84,13.3,7,9.6,0.121,10,0.7,0.81
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,delrin500af-unhoned_iso10_12deg_006-h001.tsv,,,,,,,,,,
,15:24:19,5,5,652.3,0.84,13.3,7,9.6,0.121,10,0.7,0.81
,15:24:20,5,5,653.3,0.83,13.3,7,9.6,0.125,10,0.7,0.8
,15:24:21,5,5,654.3,0.84,13.3,7,9.7,0.125,10,0.7,0.81
,15:24:22,5,5,655.3,0.84,13.3,7,9.7,0.122,10,0.7,0.81
,15:24:23,5,5,656.3,0.85,13.3,7,9.7,0.118,10,0.7,0.82
,15:24:24,6,3590,657.3,0.85,13.3,7,9.7,0.118,10,0.7,0.81
,15:24:25,6,3590,658.3,0.84,13.3,7,9.7,0.121,10,0.7,0.81
,15:24:26,6,3590,659.3,0.84,13.3,7,9.7,0.125,10,0.7,0.8
,15:24:27,6,3590,660.3,0.83,13.3,7,9.7,0.125,10,0.7,0.8
,15:24:28,6,3590,661.3,0.84,13.3,7,9.7,0.125,10,0.7,0.8
,15:24:29,6,3590,662.3,0.84,13.3,7,9.7,0.127,10,0.7,0.81
,15:24:30,6,3590,663.3,0.85,13.3,7,9.7,0.128,10,0.7,0.82
,15:24:31,6,3590,664.3,0.85,13.3,7,9.7,0.128,10,0.7,0.82
,15:24:32,6,3590,665.3,0.85,13.3,7,9.7,0.127,10,0.7,0.82
,15:24:33,6,3590,666.3,0.85,13.3,7,9.7,0.127,10,0.7,0.81
,15:24:34,6,3590,667.3,0.85,13.3,7,9.7,0.122,10,0.7,0.81
,15:24:35,6,3590,668.3,0.85,13.3,7,9.7,0.118,10,0.7,0.82
,15:24:36,6,3590,669.3,0.85,13.3,7,9.7,0.118,10,0.7,0.82
,15:24:37,6,3590,670.3,0.84,13.3,7,9.7,0.118,10,0.7,0.81
,15:24:38,6,3590,671.3,0.84,13.3,7,9.7,0.117,10,0.7,0.81
,15:24:39,6,3590,672.3,0.83,13.3,7,9.7,0.116,10,0.7,0.8
,15:24:40,6,3590,673.3,0.83,13.3,7,9.7,0.116,10,0.7,0.8
,15:24:41,6,3590,674.3,0.83,13.3,7,9.7,0.12,10,0.7,0.8
,15:24:42,6,3590,675.3,0.83,13.3,7,9.7,0.12,10,0.7,0.8
,15:24:43,6,3590,676.3,0.83,13.3,7,9.7,0.125,10,0.7,0.8
,15:24:44,6,3590,677.3,0.83,13.3,6,9.7,0.13,10,0.7,0.8
,15:24:45,6,3590,678.3,0.84,13.3,7,9.7,0.125,10,0.7,0.81
,15:24:46,6,3590,679.3,0.84,13.3,7,9.7,0.126,10,0.7,0.81
,15:24:47,6,3590,680.3,0.84,13.3,7,9.7,0.127,10,0.7,0.81
,15:24:48,6,3590,681.3,0.84,13.3,6,9.8,0.132,10,0.7,0.81
,15:24:49,6,3590,682.3,0.85,13.3,7,9.8,0.127,10,0.7,0.82
,15:24:50,6,3590,683.3,0.86,13.3,7,9.8,0.129,10,0.7,0.83
,15:24:51,6,3590,684.3,0.86,13.3,7,9.8,0.124,10,0.7,0.83
,15:24:52,6,3590,685.3,0.86,13.3,7,9.8,0.124,10,0.7,0.82
,15:24:53,6,3590,686.3,0.85,13.3,7,9.8,0.118,10,0.7,0.81
,15:24:54,6,3590,687.3,0.84,13.3,7,9.8,0.117,10,0.7,0.81
,15:24:55,6,3590,688.3,0.84,13.3,7,9.8,0.117,10,0.7,0.81
,15:24:56,6,3590,689.3,0.84,13.3,7,9.8,0.121,10,0.7,0.8
,15:24:57,6,3590,690.3,0.84,13.3,7,9.8,0.125,10,0.7,0.8
,15:24:58,6,3590,691.3,0.83,13.3,7,9.8,0.125,10,0.7,0.8
,15:24:59,6,3590,692.3,0.83,13.3,7,9.8,0.125,10,0.7,0.8
,15:25:00,6,3590,693.3,0.84,13.3,7,9.8,0.125,10,0.7,0.8
,15:25:01,6,3590,694.3,0.84,13.3,7,9.8,0.126,10,0.7,0.81
,15:25:02,6,3590,695.3,0.85,13.3,7,9.8,0.127,10,0.7,0.81
,15:25:03,6,3590,696.3,0.85,13.3,7,9.9,0.123,10,0.7,0.82
,15:25:04,6,3590,697.3,0.85,13.3,7,9.9,0.128,10,0.7,0.82
,15:25:05,6,3590,698.3,0.85,13.3,7,9.9,0.123,10,0.7,0.81
,15:25:06,6,3590,699.3,0.84,13.3,7,9.9,0.121,10,0.7,0.81
,15:25:07,6,3590,700.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:25:08,6,3590,701.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:25:09,6,3590,702.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:25:10,6,3590,703.3,0.83,13.3,7,9.9,0.12,10,0.7,0.8
,15:25:11,6,3590,704.3,0.83,13.3,7,9.9,0.125,10,0.7,0.8
,15:25:12,6,3590,705.3,0.83,13.3,7,9.9,0.125,10,0.7,0.8
,15:25:13,6,3590,706.3,0.84,13.3,6,9.9,0.131,10,0.7,0.81
,15:25:14,6,3590,707.3,0.85,13.3,7,9.9,0.127,10,0.7,0.82
,15:25:15,6,3590,708.3,0.86,13.3,7,9.9,0.128,10,0.7,0.82
,15:25:16,6,3590,709.3,0.86,13.3,7,9.9,0.128,10,0.7,0.82
,15:25:17,6,3590,710.3,0.85,13.3,7,10,0.123,10,0.6,0.82
,15:25:18,6,3590,711.3,0.85,13.3,7,10,0.127,10,0.6,0.82
,15:25:19,6,3590,712.3,0.85,13.3,7,10,0.128,10,0.7,0.82
,15:25:20,6,3590,713.3,0.85,13.3,7,10,0.128,10,0.7,0.82
,15:25:21,6,3590,714.3,0.85,13.3,7,10,0.128,10,0.7,0.82
,15:25:22,6,3590,715.3,0.85,13.3,7,10,0.123,10,0.6,0.82
,15:25:23,6,3590,716.3,0.86,13.3,7,10,0.119,10,0.7,0.82
,15:25:24,6,3590,717.3,0.86,13.3,7,10,0.119,10,0.7,0.82
,15:25:25,6,3590,718.3,0.85,13.3,7,10.1,0.118,10,0.7,0.82
,15:25:26,6,3590,719.3,0.84,13.3,7,10.1,0.117,10,0.7,0.81
,15:25:27,6,3590,720.3,0.83,13.3,7,10.1,0.116,10,0.7,0.8
,15:25:28,6,3590,721.3,0.83,13.3,7,10.1,0.116,10,0.7,0.8
,15:25:29,6,3590,722.3,0.83,13.3,7,10.1,0.116,10,0.6,0.8
,15:25:30,6,3590,723.3,0.83,13.3,7,10.1,0.116,10,0.7,0.8
,15:25:31,6,3590,724.3,0.83,13.3,7,10.1,0.12,10,0.7,0.8
,15:25:32,6,3590,725.3,0.82,13.3,7,10.1,0.123,10,0.6,0.79
,15:25:33,6,3590,726.3,0.81,13.3,7,10.1,0.122,10,0.7,0.78
,15:25:34,6,3590,727.3,0.82,13.3,7,10.1,0.118,10,0.7,0.79
,15:25:35,6,3590,728.3,0.83,13.3,7,10.1,0.124,10,0.7,0.8
,15:25:36,6,3590,729.3,0.83,13.3,7,10.2,0.125,10,0.7,0.8
,15:25:37,6,3590,730.3,0.83,13.3,7,10.2,0.125,10,0.6,0.8
,15:25:38,6,3590,731.3,0.83,13.3,7,10.2,0.12,10,0.6,0.8
,15:25:39,6,3590,732.3,0.83,13.3,7,10.2,0.12,10,0.7,0.8
,15:25:40,6,3590,733.3,0.83,13.3,7,10.2,0.119,10,0.6,0.79
,15:25:41,6,3590,734.3,0.83,13.3,7,10.2,0.115,10,0.7,0.8
,15:25:42,6,3590,735.3,0.83,13.3,7,10.2,0.115,10,0.6,0.8
,15:25:43,6,3590,736.3,0.83,13.3,7,10.3,0.115,10,0.6,0.79
,15:25:44,6,3590,737.3,0.82,13.3,7,10.3,0.123,10,0.6,0.79
,15:25:45,6,3590,738.3,0.82,13.3,6,10.3,0.128,10,0.6,0.79
,15:25:46,6,3590,739.3,0.83,13.3,6,10.3,0.129,10,0.7,0.8
,15:25:47,6,3590,740.3,0.83,13.3,7,10.3,0.125,10,0.6,0.8
,15:25:48,6,3590,741.3,0.83,13.3,7,10.3,0.125,10,0.6,0.8
,15:25:49,6,3590,742.3,0.83,13.3,6,10.3,0.129,10,0.6,0.8
,15:25:50,6,3590,743.3,0.84,13.3,7,10.3,0.125,10,0.6,0.8
,15:25:51,6,3590,744.3,0.84,13.3,7,10.4,0.127,10,0.6,0.81
,15:25:52,6,3590,745.3,0.84,13.3,7,10.4,0.127,10,0.6,0.81
,15:25:53,6,3590,746.3,0.84,13.3,7,10.4,0.127,10,0.6,0.81
,15:25:54,6,3590,747.3,0.85,13.3,7,10.4,0.127,10,0.6,0.81
,15:25:55,6,3590,748.3,0.85,13.3,7,10.4,0.123,10,0.6,0.82
,15:25:56,6,3590,749.3,0.85,13.3,7,10.4,0.118,10,0.6,0.82
,15:25:57,6,3590,750.3,0.84,13.3,7,10.5,0.118,10,0.6,0.81
,15:25:58,6,3590,751.3,0.83,13.3,7,10.5,0.12,10,0.6,0.8
,15:25:59,6,3590,752.3,0.83,13.3,7,10.5,0.125,10,0.6,0.8
,15:26:00,6,3590,753.3,0.83,13.3,7,10.5,0.125,10,0.6,0.8
,15:26:01,6,3590,754.3,0.84,13.3,7,10.5,0.125,10,0.6,0.8
,15:26:02,6,3590,755.3,0.84,13.3,7,10.5,0.125,10,0.6,0.8
,15:26:03,6,3590,756.3,0.84,13.3,7,10.6,0.126,10,0.6,0.81
,15:26:04,6,3590,757.3,0.85,13.3,7,10.6,0.123,10,0.6,0.82
,15:26:05,6,3590,758.3,0.85,13.3,7,10.6,0.123,10,0.6,0.82
,15:26:06,6,3590,759.3,0.84,13.3,7,10.6,0.127,10,0.6,0.81
,15:26:07,6,3590,760.3,0.84,13.3,7,10.6,0.126,10,0.6,0.81
,15:26:08,6,3590,761.3,0.85,13.3,7,10.6,0.127,10,0.6,0.82
,15:26:09,6,3590,762.3,0.85,13.3,7,10.6,0.123,10,0.6,0.82
,15:26:10,6,3590,763.3,0.85,13.3,7,10.6,0.123,10,0.6,0.82
,15:26:11,6,3590,764.3,0.84,13.3,7,10.6,0.121,10,0.6,0.81
,15:26:12,6,3590,765.3,0.84,13.3,7,10.7,0.116,10,0.6,0.8
,15:26:13,6,3590,766.3,0.84,13.3,7,10.7,0.117,10,0.6,0.81
,15:26:14,6,3590,767.3,0.84,13.3,7,10.7,0.122,10,0.6,0.81
,15:26:15,6,3590,768.3,0.85,13.3,7,10.7,0.127,10,0.6,0.81
,15:26:16,6,3590,769.3,0.84,13.3,7,10.7,0.127,10,0.6,0.81
,15:26:17,6,3590,770.3,0.84,13.3,7,10.7,0.126,10,0.6,0.81
,15:26:18,6,3590,771.3,0.84,13.3,7,10.8,0.121,10,0.7,0.81
,15:26:19,6,3590,772.3,0.85,13.3,7,10.8,0.127,10,0.6,0.81
,15:26:20,6,3590,773.3,0.86,13.3,7,10.8,0.128,10,0.6,0.82
,15:26:21,6,3590,774.3,0.86,13.3,7,10.8,0.128,10,0.6,0.82
,15:26:22,6,3590,775.3,0.86,13.3,7,10.8,0.124,10,0.6,0.82
,15:26:23,6,3590,776.3,0.85,13.3,7,10.9,0.128,10,0.7,0.82
,15:26:24,6,3590,777.3,0.85,13.3,7,10.9,0.128,10,0.6,0.82
,15:26:25,6,3590,778.3,0.86,13.3,7,10.9,0.119,10,0.6,0.83
,15:26:26,6,3590,779.3,0.86,13.3,7,10.9,0.115,10,0.6,0.83
,15:26:27,6,3590,780.3,0.86,13.3,7,10.9,0.119,10,0.6,0.82
,15:26:28,6,3590,781.3,0.84,13.3,7,10.9,0.127,10,0.6,0.81
,15:26:29,6,3590,782.3,0.84,13.3,6,10.9,0.131,10,0.6,0.81
,15:26:30,6,3590,783.3,0.84,13.3,7,10.9,0.126,10,0.6,0.81
,15:26:31,6,3590,784.3,0.84,13.3,7,11,0.127,10,0.6,0.81
,15:26:32,6,3590,785.3,0.85,13.3,7,11,0.127,10,0.6,0.81
,15:26:33,6,3590,786.3,0.85,13.3,7,11,0.127,10,0.6,0.81
,15:26:34,6,3590,787.3,0.85,13.3,7,11,0.127,10,0.6,0.82
,15:26:35,6,3590,788.3,0.85,13.3,7,11,0.123,10,0.6,0.82
,15:26:36,6,3590,789.3,0.86,13.3,7,11.1,0.124,10,0.6,0.82
,15:26:37,6,3590,790.3,0.85,13.3,7,11.1,0.123,10,0.6,0.82
,15:26:38,6,3590,791.3,0.85,13.3,7,11.1,0.118,10,0.6,0.81
,15:26:39,6,3590,792.3,0.84,13.3,7,11.1,0.117,10,0.6,0.81
,15:26:40,6,3590,793.3,0.83,13.3,7,11.1,0.12,10,0.6,0.8
,15:26:41,6,3590,794.3,0.83,13.3,7,11.2,0.125,10,0.6,0.8
,15:26:42,6,3590,795.3,0.83,13.3,6,11.2,0.13,10,0.6,0.8
,15:26:43,6,3590,796.3,0.84,13.3,7,11.2,0.126,10,0.6,0.81
,15:26:44,6,3590,797.3,0.84,13.3,7,11.2,0.122,10,0.6,0.81
,15:26:45,6,3590,798.3,0.84,13.3,7,11.2,0.121,10,0.6,0.81
,15:26:46,6,3590,799.3,0.83,13.3,7,11.2,0.125,10,0.6,0.8
,15:26:47,6,3590,800.3,0.83,13.3,7,11.2,0.124,10,0.6,0.8
,15:26:48,6,3590,801.3,0.84,13.3,7,11.3,0.126,10,0.6,0.81
,15:26:49,6,3590,802.3,0.85,13.3,7,11.3,0.122,10,0.6,0.81
,15:26:50,6,3590,803.3,0.85,13.3,7,11.3,0.127,10,0.6,0.81
,15:26:51,6,3590,804.3,0.84,13.3,7,11.3,0.121,10,0.6,0.81
,15:26:52,6,3590,805.3,0.84,13.3,7,11.3,0.113,10,0.6,0.81
,15:26:53,6,3590,806.3,0.84,13.3,7,11.4,0.113,10,0.6,0.81
,15:26:54,6,3590,807.3,0.84,13.3,7,11.4,0.117,10,0.6,0.81
,15:26:55,6,3590,808.3,0.84,13.3,7,11.4,0.121,10,0.6,0.8
