Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_006.TSV,,,,,,,,,,
,15:34:46,6,3590,1279.3,0.83,13.3,7,11.7,0.125,10,0.5,0.8
,15:34:47,6,3590,1280.3,0.84,13.3,7,11.7,0.122,10,0.5,0.81
,15:34:48,6,3590,1281.3,0.84,13.3,7,11.7,0.118,10,0.5,0.81
,15:34:49,6,3590,1282.3,0.84,13.3,7,11.7,0.121,10,0.5,0.81
,15:34:50,6,3590,1283.3,0.84,13.3,7,11.7,0.125,10,0.5,0.8
,15:34:51,6,3590,1284.3,0.83,13.3,7,11.6,0.12,10,0.5,0.8
,15:34:52,6,3590,1285.3,0.83,13.3,7,11.6,0.12,10,0.5,0.8
,15:34:53,6,3590,1286.3,0.82,13.3,7,11.6,0.124,10,0.4,0.79
,15:34:54,6,3590,1287.3,0.82,13.3,7,11.6,0.123,10,0.4,0.78
,15:34:55,6,3590,1288.3,0.82,13.3,7,11.6,0.118,10,0.4,0.79
,15:34:56,6,3590,1289.3,0.83,13.3,7,11.6,0.119,10,0.5,0.8
,15:34:57,6,3590,1290.3,0.83,13.3,7,11.5,0.116,10,0.5,0.8
,15:34:58,6,3590,1291.3,0.83,13.3,7,11.5,0.12,10,0.5,0.8
,15:34:59,6,3590,1292.3,0.83,13.3,7,11.5,0.124,10,0.5,0.79
,15:35:00,6,3590,1293.3,0.83,13.3,7,11.5,0.124,10,0.5,0.79
,15:35:01,6,3590,1294.3,0.83,13.3,7,11.5,0.12,10,0.5,0.8
,15:35:02,6,3590,1295.3,0.84,13.3,7,11.4,0.116,10,0.5,0.8
,15:35:03,6,3590,1296.3,0.84,13.3,7,11.4,0.116,10,0.5,0.8
,15:35:04,6,3590,1297.3,0.83,13.3,7,11.4,0.116,10,0.5,0.8
,15:35:05,6,3590,1298.3,0.83,13.3,7,11.4,0.115,10,0.5,0.8
,15:35:06,6,3590,1299.3,0.83,13.3,7,11.4,0.115,10,0.5,0.79
,15:35:07,6,3590,1300.3,0.82,13.3,7,11.4,0.119,10,0.5,0.79
,15:35:08,6,3590,1301.3,0.82,13.3,7,11.4,0.124,10,0.5,0.79
,15:35:09,6,3590,1302.3,0.82,13.3,6,11.4,0.128,10,0.5,0.79
,15:35:10,6,3590,1303.3,0.83,13.3,7,11.4,0.124,10,0.5,0.8
,15:35:11,6,3590,1304.3,0.83,13.3,7,11.3,0.12,10,0.4,0.8
,15:35:12,6,3590,1305.3,0.83,13.3,7,11.3,0.12,10,0.4,0.8
,15:35:13,6,3590,1306.3,0.83,13.3,7,11.3,0.124,10,0.4,0.8
,15:35:14,6,3590,1307.3,0.83,13.3,6,11.3,0.129,10,0.5,0.8
,15:35:15,6,3590,1308.3,0.83,13.3,7,11.3,0.125,10,0.5,0.8
,15:35:16,6,3590,1309.3,0.84,13.3,7,11.3,0.117,10,0.5,0.81
,15:35:17,6,3590,1310.3,0.84,13.3,7,11.2,0.121,10,0.5,0.8
,15:35:18,6,3590,1311.3,0.83,13.3,7,11.2,0.124,10,0.5,0.79
,15:35:19,6,3590,1312.3,0.82,13.3,7,11.2,0.124,10,0.5,0.79
,15:35:20,6,3590,1313.3,0.83,13.3,7,11.2,0.12,10,0.5,0.8
,15:35:21,6,3590,1314.3,0.84,13.3,7,11.2,0.121,10,0.5,0.8
,15:35:22,6,3590,1315.3,0.84,13.3,7,11.2,0.121,10,0.5,0.8
,15:35:23,6,3590,1316.3,0.83,13.3,7,11.1,0.119,10,0.4,0.79
,15:35:24,6,3590,1317.3,0.82,13.3,6,11.1,0.128,10,0.5,0.79
,15:35:25,6,3590,1318.3,0.83,13.3,6,11.1,0.129,10,0.5,0.8
,15:35:26,6,3590,1319.3,0.83,13.3,7,11.1,0.12,10,0.5,0.8
,15:35:27,6,3590,1320.3,0.84,13.3,7,11.1,0.117,10,0.5,0.81
,15:35:28,6,3590,1321.3,0.84,13.3,7,11.1,0.121,10,0.5,0.81
,15:35:29,6,3590,1322.3,0.83,13.3,7,11.1,0.125,10,0.5,0.8
,15:35:30,6,3590,1323.3,0.83,13.3,7,11,0.125,10,0.5,0.8
,15:35:31,6,3590,1324.3,0.83,13.3,7,11,0.125,10,0.5,0.8
,15:35:32,6,3590,1325.3,0.84,13.3,7,11,0.116,10,0.5,0.81
,15:35:33,6,3590,1326.3,0.84,13.3,7,11,0.117,10,0.5,0.81
,15:35:34,6,3590,1327.3,0.84,13.3,7,11,0.121,10,0.5,0.81
,15:35:35,6,3590,1328.3,0.83,13.3,7,11,0.125,10,0.5,0.8
,15:35:36,6,3590,1329.3,0.83,13.3,7,10.9,0.125,10,0.5,0.8
,15:35:37,6,3590,1330.3,0.84,13.3,7,10.9,0.121,10,0.5,0.81
,15:35:38,6,3590,1331.3,0.84,13.3,7,10.9,0.116,10,0.5,0.8
,15:35:39,6,3590,1332.3,0.82,13.3,7,10.9,0.119,10,0.4,0.79
,15:35:40,6,3590,1333.3,0.82,13.3,7,10.9,0.122,10,0.5,0.78
,15:35:41,6,3590,1334.3,0.82,13.3,7,10.8,0.123,10,0.5,0.79
,15:35:42,6,3590,1335.3,0.82,13.3,7,10.8,0.115,10,0.5,0.79
,15:35:43,6,3590,1336.3,0.82,13.3,7,10.8,0.119,10,0.5,0.79
,15:35:44,6,3590,1337.3,0.82,13.3,7,10.8,0.122,10,0.5,0.78
,15:35:45,6,3590,1338.3,0.82,13.3,6,10.8,0.128,10,0.5,0.79
,15:35:46,6,3590,1339.3,0.83,13.3,7,10.8,0.124,10,0.5,0.79
,15:35:47,6,3590,1340.3,0.83,13.3,7,10.8,0.12,10,0.5,0.8
,15:35:48,6,3590,1341.3,0.83,13.3,7,10.7,0.12,10,0.5,0.8
,15:35:49,6,3590,1342.3,0.83,13.3,7,10.7,0.124,10,0.5,0.79
,15:35:50,6,3590,1343.3,0.83,13.3,7,10.7,0.124,10,0.5,0.79
,15:35:51,6,3590,1344.3,0.83,13.3,7,10.7,0.12,10,0.5,0.8
,15:35:52,6,3590,1345.3,0.83,13.3,7,10.7,0.116,10,0.5,0.8
,15:35:53,6,3590,1346.3,0.83,13.3,7,10.7,0.116,10,0.4,0.8
,15:35:54,6,3590,1347.3,0.83,13.3,7,10.6,0.12,10,0.5,0.8
,15:35:55,6,3590,1348.3,0.82,13.3,7,10.6,0.119,10,0.5,0.79
,15:35:56,6,3590,1349.3,0.82,13.3,7,10.6,0.122,10,0.4,0.78
,15:35:57,6,3590,1350.3,0.82,13.3,7,10.6,0.118,10,0.5,0.79
,15:35:58,6,3590,1351.3,0.82,13.3,7,10.6,0.124,10,0.5,0.79
,15:35:59,6,3590,1352.3,0.83,13.3,7,10.6,0.124,10,0.5,0.79
,15:36:00,6,3590,1353.3,0.83,13.3,7,10.5,0.124,10,0.5,0.79
,15:36:01,6,3590,1354.3,0.83,13.3,7,10.5,0.12,10,0.5,0.8
,15:36:02,6,3590,1355.3,0.83,13.3,7,10.5,0.12,10,0.4,0.8
,15:36:03,6,3590,1356.3,0.82,13.3,7,10.5,0.119,10,0.5,0.79
,15:36:04,6,3590,1357.3,0.81,13.3,7,10.5,0.122,10,0.4,0.78
,15:36:05,6,3590,1358.3,0.81,13.3,7,10.5,0.118,10,0.4,0.78
,15:36:06,6,3590,1359.3,0.82,13.3,7,10.5,0.114,10,0.5,0.79
,15:36:07,6,3590,1360.3,0.82,13.3,7,10.5,0.118,10,0.4,0.79
,15:36:08,6,3590,1361.3,0.81,13.3,7,10.4,0.122,10,0.4,0.78
,15:36:09,6,3590,1362.3,0.81,13.3,7,10.4,0.122,10,0.4,0.78
,15:36:10,6,3590,1363.3,0.82,13.3,7,10.4,0.119,10,0.4,0.79
,15:36:11,6,3590,1364.3,0.82,13.3,7,10.4,0.119,10,0.4,0.79
,15:36:12,6,3590,1365.3,0.82,13.3,7,10.4,0.118,10,0.4,0.78
,15:36:13,6,3590,1366.3,0.81,13.3,7,10.4,0.117,10,0.4,0.78
,15:36:14,6,3590,1367.3,0.81,13.3,7,10.3,0.121,10,0.4,0.78
,15:36:15,6,3590,1368.3,0.82,13.3,7,10.3,0.118,10,0.4,0.78
,15:36:16,6,3590,1369.3,0.82,13.3,7,10.3,0.114,10,0.4,0.79
,15:36:17,6,3590,1370.3,0.82,13.3,7,10.3,0.119,10,0.4,0.79
,15:36:18,6,3590,1371.3,0.81,13.3,7,10.3,0.122,10,0.4,0.78
,15:36:19,6,3590,1372.3,0.82,13.3,7,10.3,0.122,10,0.4,0.79
,15:36:20,6,3590,1373.3,0.82,13.3,7,10.2,0.119,10,0.4,0.79
,15:36:21,6,3590,1374.3,0.82,13.3,7,10.3,0.114,10,0.4,0.79
,15:36:22,6,3590,1375.3,0.81,13.3,7,10.3,0.122,10,0.4,0.78
,15:36:23,6,3590,1376.3,0.81,13.3,7,10.2,0.122,10,0.4,0.78
,15:36:24,6,3590,1377.3,0.82,13.3,7,10.2,0.118,10,0.4,0.79
,15:36:25,6,3590,1378.3,0.82,13.3,7,10.2,0.124,10,0.4,0.79
,15:36:26,6,3590,1379.3,0.82,13.3,6,10.2,0.128,10,0.4,0.79
,15:36:27,6,3590,1380.3,0.83,13.3,7,10.2,0.124,10,0.4,0.79
,15:36:28,6,3590,1381.3,0.83,13.3,7,10.2,0.12,10,0.4,0.8
,15:36:29,6,3590,1382.3,0.83,13.3,7,10.2,0.116,10,0.4,0.8
,15:36:30,6,3590,1383.3,0.83,13.3,7,10.1,0.119,10,0.5,0.79
,15:36:31,6,3590,1384.3,0.82,13.3,7,10.1,0.123,10,0.4,0.79
,15:36:32,6,3590,1385.3,0.82,13.3,7,10.1,0.119,10,0.4,0.79
,15:36:33,6,3590,1386.3,0.82,13.3,7,10.1,0.119,10,0.4,0.79
,15:36:34,6,3590,1387.3,0.82,13.3,7,10.1,0.119,10,0.4,0.79
,15:36:35,6,3590,1388.3,0.81,13.3,7,10.1,0.118,10,0.4,0.78
,15:36:36,6,3590,1389.3,0.81,13.3,7,10.1,0.117,10,0.4,0.78
,15:36:37,6,3590,1390.3,0.81,13.3,7,10,0.116,10,0.4,0.77
,15:36:38,6,3590,1391.3,0.8,13.3,7,10,0.116,10,0.4,0.77
,15:36:39,6,3590,1392.3,0.8,13.3,7,10,0.121,10,0.4,0.77
,15:36:40,6,3590,1393.3,0.81,13.3,7,10,0.122,10,0.4,0.78
,15:36:41,6,3590,1394.3,0.82,13.3,7,10,0.124,10,0.4,0.79
,15:36:42,6,3590,1395.3,0.83,13.3,7,10,0.12,10,0.4,0.8
,15:36:43,6,3590,1396.3,0.82,13.3,7,10,0.123,10,0.4,0.79
,15:36:44,6,3590,1397.3,0.82,13.3,7,10,0.123,10,0.4,0.79
,15:36:45,6,3590,1398.3,0.82,13.3,7,10,0.119,10,0.4,0.79
,15:36:46,6,3590,1399.3,0.82,13.3,7,10,0.119,10,0.4,0.79
,15:36:47,6,3590,1400.3,0.82,13.3,7,9.9,0.122,10,0.4,0.78
,15:36:48,6,3590,1401.3,0.81,13.3,7,9.9,0.122,10,0.4,0.78
,15:36:49,6,3590,1402.3,0.82,13.3,7,9.9,0.123,10,0.4,0.79
,15:36:50,6,3590,1403.3,0.82,13.3,7,9.9,0.119,10,0.4,0.79
,15:36:51,6,3590,1404.3,0.83,13.3,7,9.9,0.115,10,0.4,0.8
,15:36:52,6,3590,1405.3,0.83,13.3,7,9.9,0.119,10,0.4,0.79
,15:36:53,6,3590,1406.3,0.82,13.3,7,9.9,0.119,10,0.4,0.79
,15:36:54,6,3590,1407.3,0.82,13.3,7,9.9,0.118,10,0.4,0.78
,15:36:55,6,3590,1408.3,0.81,13.3,7,9.8,0.117,10,0.4,0.78
,15:36:56,6,3590,1409.3,0.81,13.3,7,9.8,0.122,10,0.4,0.78
,15:36:57,6,3590,1410.3,0.82,13.3,7,9.8,0.118,10,0.4,0.79
,15:36:58,6,3590,1411.3,0.82,13.3,7,9.8,0.115,10,0.4,0.79
,15:36:59,6,3590,1412.3,0.82,13.3,7,9.8,0.115,10,0.4,0.79
,15:37:00,6,3590,1413.3,0.82,13.3,7,9.8,0.118,10,0.4,0.78
,15:37:01,6,3590,1414.3,0.81,13.3,7,9.8,0.122,10,0.4,0.78
,15:37:02,6,3590,1415.3,0.82,13.3,7,9.8,0.118,10,0.4,0.78
,15:37:03,6,3590,1416.3,0.82,13.3,7,9.8,0.118,10,0.5,0.78
,15:37:04,6,3590,1417.3,0.81,13.3,7,9.8,0.118,10,0.4,0.78
,15:37:05,6,3590,1418.3,0.81,13.3,6,9.8,0.127,10,0.4,0.78
,15:37:06,6,3590,1419.3,0.81,13.3,6,9.8,0.127,10,0.4,0.78
,15:37:07,6,3590,1420.3,0.82,13.3,7,9.7,0.123,10,0.4,0.79
,15:37:08,6,3590,1421.3,0.83,13.3,7,9.7,0.119,10,0.4,0.79
,15:37:09,6,3590,1422.3,0.83,13.3,7,9.7,0.12,10,0.4,0.8
,15:37:10,6,3590,1423.3,0.83,13.3,7,9.7,0.119,10,0.4,0.79
,15:37:11,6,3590,1424.3,0.83,13.3,7,9.7,0.119,10,0.4,0.79
,15:37:12,6,3590,1425.3,0.82,13.3,7,9.7,0.114,10,0.4,0.79
,15:37:13,6,3590,1426.3,0.82,13.3,7,9.7,0.118,10,0.4,0.78
,15:37:14,6,3590,1427.3,0.81,13.3,7,9.7,0.122,10,0.4,0.78
,15:37:15,6,3590,1428.3,0.82,13.3,7,9.7,0.122,10,0.4,0.78
,15:37:16,6,3590,1429.3,0.82,13.3,7,9.7,0.119,10,0.4,0.79
,15:37:17,6,3590,1430.3,0.82,13.3,7,9.7,0.114,10,0.4,0.79
,15:37:18,6,3590,1431.3,0.81,13.3,7,9.7,0.118,10,0.4,0.78
,15:37:19,6,3590,1432.3,0.81,13.3,7,9.7,0.117,10,0.4,0.78
,15:37:20,6,3590,1433.3,0.81,13.3,7,9.7,0.121,10,0.4,0.78
,15:37:21,6,3590,1434.3,0.81,13.3,7,9.7,0.122,10,0.4,0.78
,15:37:22,6,3590,1435.3,0.82,13.3,7,9.7,0.119,10,0.4,0.79
,15:37:23,6,3590,1436.3,0.82,13.3,7,9.6,0.114,10,0.4,0.79
,15:37:24,6,3590,1437.3,0.82,13.3,7,9.6,0.118,10,0.4,0.78
,15:37:25,6,3590,1438.3,0.81,13.3,6,9.6,0.126,10,0.4,0.78
,15:37:26,6,3590,1439.3,0.81,13.3,6,9.6,0.127,10,0.4,0.78
,15:37:27,6,3590,1440.3,0.82,13.3,7,9.6,0.118,10,0.4,0.78
,15:37:28,6,3590,1441.3,0.82,13.3,7,9.6,0.118,10,0.4,0.78
,15:37:29,6,3590,1442.3,0.81,13.3,7,9.6,0.122,10,0.4,0.78
,15:37:30,6,3590,1443.3,0.81,13.3,7,9.6,0.121,10,0.4,0.78
,15:37:31,6,3590,1444.3,0.82,13.3,7,9.6,0.122,10,0.4,0.78
,15:37:32,6,3590,1445.3,0.82,13.3,7,9.6,0.119,10,0.4,0.79
,15:37:33,6,3590,1446.3,0.82,13.3,7,9.6,0.115,10,0.4,0.79
,15:37:34,6,3590,1447.3,0.82,13.3,7,9.6,0.118,10,0.4,0.79
,15:37:35,6,3590,1448.3,0.81,13.3,7,9.6,0.122,10,0.4,0.78
,15:37:36,6,3590,1449.3,0.81,13.3,7,9.6,0.122,10,0.4,0.78
,15:37:37,6,3590,1450.3,0.81,13.3,7,9.6,0.113,10,0.4,0.78
,15:37:38,6,3590,1451.3,0.81,13.3,7,9.6,0.113,10,0.4,0.78
,15:37:39,6,3590,1452.3,0.81,13.3,7,9.6,0.113,10,0.4,0.77
,15:37:40,6,3590,1453.3,0.8,13.3,7,9.6,0.121,10,0.4,0.77
,15:37:41,6,3590,1454.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:42,6,3590,1455.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:43,6,3590,1456.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:44,6,3590,1457.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:45,6,3590,1458.3,0.8,13.3,7,9.6,0.119,10,0.4,0.77
,15:37:46,6,3590,1459.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:37:47,6,3590,1460.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:37:48,6,3590,1461.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:49,6,3590,1462.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:37:50,6,3590,1463.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:37:51,6,3590,1464.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:52,6,3590,1465.3,0.8,13.3,7,9.6,0.112,10,0.4,0.77
,15:37:53,6,3590,1466.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:54,6,3590,1467.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:55,6,3590,1468.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:37:56,6,3590,1469.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:37:57,6,3590,1470.3,0.8,13.3,7,9.6,0.121,10,0.4,0.77
,15:37:58,6,3590,1471.3,0.8,13.3,7,9.6,0.121,10,0.4,0.77
,15:37:59,6,3590,1472.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:00,6,3590,1473.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:01,6,3590,1474.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:38:02,6,3590,1475.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:03,6,3590,1476.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:38:04,6,3590,1477.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:05,6,3590,1478.3,0.81,13.3,7,9.6,0.117,10,0.4,0.78
,15:38:06,6,3590,1479.3,0.81,13.3,7,9.6,0.117,10,0.4,0.78
,15:38:07,6,3590,1480.3,0.81,13.3,7,9.6,0.117,10,0.4,0.78
,15:38:08,6,3590,1481.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:09,6,3590,1482.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:10,6,3590,1483.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:38:11,6,3590,1484.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:12,6,3590,1485.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:13,6,3590,1486.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:14,6,3590,1487.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:15,6,3590,1488.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:16,6,3590,1489.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:17,6,3590,1490.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:18,6,3590,1491.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:38:19,6,3590,1492.3,0.8,13.3,7,9.6,0.115,10,0.4,0.77
,15:38:20,6,3590,1493.3,0.79,13.3,7,9.6,0.111,10,0.4,0.76
,15:38:21,6,3590,1494.3,0.8,13.3,7,9.6,0.119,10,0.5,0.77
,15:38:22,6,3590,1495.3,0.8,13.3,7,9.6,0.12,10,0.4,0.77
,15:38:23,6,3590,1496.3,0.81,13.3,7,9.6,0.121,10,0.4,0.77
,15:38:24,6,3590,1497.3,0.81,13.3,7,9.6,0.121,10,0.4,0.77
,15:38:25,6,3590,1498.3,0.8,13.3,7,9.6,0.121,10,0.4,0.77
,15:38:26,6,3590,1499.3,0.8,13.3,7,9.6,0.116,10,0.4,0.77
,15:38:27,6,3590,1500.3,0.81,13.3,7,9.7,0.112,10,0.4,0.77
,15:38:28,6,3590,1501.3,0.81,13.3,7,9.7,0.117,10,0.4,0.78
,15:38:29,6,3590,1502.3,0.81,13.3,7,9.7,0.116,10,0.4,0.77
,15:38:30,6,3590,1503.3,0.8,13.3,7,9.7,0.116,10,0.4,0.77
,15:38:31,6,3590,1504.3,0.8,13.3,7,9.7,0.116,10,0.4,0.77
,15:38:32,6,3590,1505.3,0.8,13.3,7,9.7,0.121,10,0.4,0.77
,15:38:33,6,3590,1506.3,0.8,13.3,7,9.7,0.121,10,0.4,0.77
,15:38:34,6,3590,1507.3,0.81,13.3,7,9.7,0.121,10,0.4,0.78
,15:38:35,6,3590,1508.3,0.81,13.3,7,9.7,0.113,10,0.4,0.78
,15:38:36,6,3590,1509.3,0.81,13.3,7,9.7,0.113,10,0.4,0.78
,15:38:37,6,3590,1510.3,0.81,13.3,7,9.7,0.118,10,0.4,0.78
,15:38:38,6,3590,1511.3,0.81,13.3,7,9.7,0.121,10,0.4,0.77
,15:38:39,6,3590,1512.3,0.8,13.3,7,9.7,0.12,10,0.4,0.77
,15:38:40,6,3590,1513.3,0.8,13.3,7,9.7,0.12,10,0.4,0.77
,15:38:41,6,3590,1514.3,0.81,13.3,7,9.7,0.121,10,0.4,0.77
,15:38:42,6,3590,1515.3,0.82,13.3,7,9.7,0.118,10,0.4,0.78
,15:38:43,6,3590,1516.3,0.82,13.3,7,9.7,0.114,10,0.4,0.79
,15:38:44,6,3590,1517.3,0.82,13.3,7,9.8,0.114,10,0.4,0.78
,15:38:45,6,3590,1518.3,0.81,13.3,7,9.8,0.121,10,0.4,0.78
,15:38:46,6,3590,1519.3,0.81,13.3,7,9.8,0.121,10,0.4,0.77
,15:38:47,6,3590,1520.3,0.82,13.3,7,9.8,0.122,10,0.4,0.78
,15:38:48,6,3590,1521.3,0.82,13.3,7,9.8,0.119,10,0.4,0.79
,15:38:49,6,3590,1522.3,0.82,13.3,7,9.8,0.119,10,0.4,0.79
,15:38:50,6,3590,1523.3,0.81,13.3,7,9.8,0.117,10,0.4,0.78
,15:38:51,6,3590,1524.3,0.81,13.3,7,9.8,0.121,10,0.4,0.78
,15:38:52,6,3590,1525.3,0.81,13.3,7,9.8,0.117,10,0.4,0.78
,15:38:53,6,3590,1526.3,0.81,13.3,7,9.8,0.118,10,0.4,0.78
,15:38:54,6,3590,1527.3,0.81,13.3,7,9.8,0.118,10,0.4,0.78
,15:38:55,6,3590,1528.3,0.81,13.3,7,9.8,0.121,10,0.4,0.78
,15:38:56,6,3590,1529.3,0.81,13.3,7,9.8,0.116,10,0.4,0.77
,15:38:57,6,3590,1530.3,0.81,13.3,7,9.9,0.116,10,0.4,0.77
,15:38:58,6,3590,1531.3,0.81,13.3,7,9.9,0.121,10,0.5,0.78
,15:38:59,6,3590,1532.3,0.81,13.3,7,9.9,0.117,10,0.4,0.78
,15:39:00,6,3590,1533.3,0.82,13.3,7,9.9,0.118,10,0.4,0.78
,15:39:01,6,3590,1534.3,0.81,13.3,7,9.9,0.113,10,0.4,0.78
,15:39:02,6,3590,1535.3,0.81,13.3,7,9.9,0.116,10,0.4,0.77
,15:39:03,6,3590,1536.3,0.8,13.3,7,9.9,0.115,10,0.4,0.77
,15:39:04,6,3590,1537.3,0.79,13.3,7,9.9,0.119,10,0.4,0.76
,15:39:05,6,3590,1538.3,0.79,13.3,7,9.9,0.119,10,0.4,0.77
,15:39:06,6,3590,1539.3,0.8,13.3,7,10,0.12,10,0.4,0.77
,15:39:07,6,3590,1540.3,0.81,13.3,7,10,0.121,10,0.4,0.78
,15:39:08,6,3590,1541.3,0.81,13.3,7,10,0.117,10,0.4,0.78
,15:39:09,6,3590,1542.3,0.81,13.3,7,10,0.113,10,0.4,0.78
,15:39:10,6,3590,1543.3,0.81,13.3,7,10,0.113,10,0.4,0.78
,15:39:11,6,3590,1544.3,0.81,13.3,7,10,0.116,10,0.5,0.77
,15:39:12,6,3590,1545.3,0.8,13.3,7,10,0.116,10,0.4,0.77
,15:39:13,6,3590,1546.3,0.81,13.3,7,10,0.116,10,0.4,0.77
,15:39:14,6,3590,1547.3,0.8,13.3,7,10,0.116,10,0.4,0.77
,15:39:15,6,3590,1548.3,0.8,13.3,7,10,0.115,10,0.4,0.77
,15:39:16,6,3590,1549.3,0.8,13.3,7,10,0.119,10,0.4,0.77
,15:39:17,6,3590,1550.3,0.8,13.3,7,10.1,0.115,10,0.4,0.77
,15:39:18,6,3590,1551.3,0.8,13.3,7,10.1,0.12,10,0.4,0.77
,15:39:19,6,3590,1552.3,0.8,13.3,6,10.1,0.125,10,0.4,0.77
,15:39:20,6,3590,1553.3,0.81,13.3,7,10.1,0.121,10,0.4,0.77
,15:39:21,6,3590,1554.3,0.81,13.3,7,10.1,0.117,10,0.4,0.78
,15:39:22,6,3590,1555.3,0.82,13.3,7,10.1,0.114,10,0.4,0.78
,15:39:23,6,3590,1556.3,0.81,13.3,7,10.1,0.118,10,0.4,0.78
,15:39:24,6,3590,1557.3,0.81,13.3,7,10.2,0.121,10,0.4,0.77
,15:39:25,6,3590,1558.3,0.81,13.3,7,10.2,0.121,10,0.4,0.77
,15:39:26,6,3590,1559.3,0.81,13.3,7,10.2,0.117,10,0.4,0.78
,15:39:27,6,3590,1560.3,0.81,13.3,7,10.2,0.113,10,0.4,0.78
,15:39:28,6,3590,1561.3,0.81,13.3,7,10.2,0.116,10,0.4,0.77
,15:39:29,6,3590,1562.3,0.8,13.3,7,10.2,0.12,10,0.4,0.77
,15:39:30,6,3590,1563.3,0.8,13.3,7,10.2,0.116,10,0.4,0.77
,15:39:31,6,3590,1564.3,0.81,13.3,7,10.3,0.117,10,0.4,0.78
,15:39:32,6,3590,1565.3,0.81,13.3,7,10.3,0.122,10,0.4,0.78
,15:39:33,6,3590,1566.3,0.81,13.3,7,10.3,0.122,10,0.4,0.78
,15:39:34,6,3590,1567.3,0.82,13.3,7,10.3,0.123,10,0.4,0.79
,15:39:35,6,3590,1568.3,0.82,13.3,7,10.3,0.119,10,0.4,0.79
,15:39:36,6,3590,1569.3,0.82,13.3,7,10.3,0.118,10,0.4,0.78
,15:39:37,6,3590,1570.3,0.81,13.3,7,10.3,0.122,10,0.4,0.78
,15:39:38,6,3590,1571.3,0.81,13.3,7,10.3,0.117,10,0.4,0.78
,15:39:39,6,3590,1572.3,0.81,13.3,7,10.4,0.117,10,0.4,0.78
,15:39:40,6,3590,1573.3,0.81,13.3,7,10.4,0.116,10,0.4,0.77
,15:39:41,6,3590,1574.3,0.8,13.3,7,10.4,0.12,10,0.4,0.77
,15:39:42,6,3590,1575.3,0.8,13.3,7,10.4,0.121,10,0.4,0.77
,15:39:43,6,3590,1576.3,0.81,13.3,7,10.4,0.117,10,0.4,0.78
,15:39:44,6,3590,1577.3,0.81,13.3,7,10.4,0.113,10,0.4,0.78
,15:39:45,6,3590,1578.3,0.81,13.3,7,10.5,0.117,10,0.4,0.78
,15:39:46,6,3590,1579.3,0.8,13.3,7,10.5,0.116,10,0.4,0.77
,15:39:47,6,3590,1580.3,0.8,13.3,7,10.5,0.115,10,0.4,0.77
,15:39:48,6,3590,1581.3,0.8,13.3,7,10.5,0.115,10,0.4,0.77
,15:39:49,6,3590,1582.3,0.8,13.3,7,10.5,0.119,10,0.4,0.77
,15:39:50,6,3590,1583.3,0.81,13.3,7,10.5,0.121,10,0.4,0.77
,15:39:51,6,3590,1584.3,0.82,13.3,7,10.6,0.118,10,0.4,0.78
,15:39:52,6,3590,1585.3,0.82,13.3,7,10.6,0.114,10,0.4,0.78
,15:39:53,6,3590,1586.3,0.81,13.3,7,10.6,0.112,10,0.4,0.77
,15:39:54,6,3590,1587.3,0.79,13.3,7,10.6,0.119,10,0.4,0.76
,15:39:55,6,3590,1588.3,0.79,13.3,7,10.6,0.115,10,0.4,0.76
,15:39:56,6,3590,1589.3,0.79,13.3,7,10.6,0.114,10,0.4,0.76
