Data file,,DELRINNC010_PDMS_12DEG_003.TSV,,,,,,,,,,
,12:20:40,6,1795,818.1,0.43,13.3,7,9.7,0.061,10,0.7,0.42
,12:20:41,6,1795,819.1,0.43,13.3,7,9.7,0.061,10,0.6,0.42
,12:20:42,6,1795,820.1,0.43,13.3,7,9.7,0.062,10,0.7,0.42
,12:20:43,6,1795,821.1,0.43,13.3,7,9.7,0.064,10,0.6,0.41
,12:20:44,6,1795,822.1,0.43,13.3,7,9.7,0.064,10,0.6,0.41
,12:20:45,6,1795,823.1,0.43,13.3,6,9.7,0.067,10,0.6,0.42
,12:20:46,6,1795,824.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:20:47,6,1795,825.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:20:48,6,1795,826.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:20:49,6,1795,827.1,0.43,13.3,7,9.7,0.062,10,0.6,0.42
,12:20:50,6,1795,828.1,0.43,13.3,7,9.7,0.06,10,0.6,0.42
,12:20:51,6,1795,829.1,0.43,13.3,7,9.7,0.061,10,0.6,0.42
,12:20:52,6,1795,830.1,0.44,13.3,7,9.7,0.063,10,0.6,0.42
,12:20:53,6,1795,831.1,0.44,13.3,7,9.7,0.066,10,0.6,0.42
,12:20:54,6,1795,832.1,0.43,13.3,7,9.7,0.065,10,0.5,0.42
,12:20:55,6,1795,833.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:20:56,6,1795,834.1,0.43,13.3,7,9.7,0.063,10,0.6,0.42
,12:20:57,6,1795,835.1,0.43,13.3,7,9.7,0.063,10,0.6,0.42
,12:20:58,6,1795,836.1,0.44,13.3,7,9.7,0.063,10,0.5,0.42
,12:20:59,6,1795,837.1,0.44,13.3,7,9.7,0.063,10,0.5,0.42
,12:21:00,6,1795,838.1,0.44,13.3,7,9.7,0.063,10,0.5,0.42
,12:21:01,6,1795,839.1,0.44,13.3,7,9.7,0.061,10,0.5,0.42
,12:21:02,6,1795,840.1,0.44,13.3,7,9.7,0.061,10,0.6,0.42
,12:21:03,6,1795,841.1,0.44,13.3,7,9.7,0.063,10,0.6,0.42
,12:21:04,6,1795,842.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:21:05,6,1795,843.1,0.43,13.3,6,9.7,0.067,10,0.6,0.42
,12:21:06,6,1795,844.1,0.43,13.3,7,9.7,0.064,10,0.6,0.41
,12:21:07,6,1795,845.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:21:08,6,1795,846.1,0.43,13.3,7,9.7,0.065,10,0.6,0.42
,12:21:09,6,1795,847.1,0.43,13.3,7,9.8,0.063,10,0.6,0.42
,12:21:10,6,1795,848.1,0.44,13.3,7,9.8,0.063,10,0.6,0.42
,12:21:11,6,1795,849.1,0.44,13.3,7,9.8,0.063,10,0.6,0.42
,12:21:12,6,1795,850.1,0.44,13.3,7,9.8,0.063,10,0.5,0.42
,12:21:13,6,1795,851.1,0.44,13.3,7,9.8,0.061,10,0.5,0.42
,12:21:14,6,1795,852.1,0.44,13.3,7,9.8,0.061,10,0.6,0.42
,12:21:15,6,1795,853.1,0.44,13.3,7,9.8,0.063,10,0.6,0.42
,12:21:16,6,1795,854.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:17,6,1795,855.1,0.43,13.3,7,9.8,0.065,10,0.6,0.42
,12:21:18,6,1795,856.1,0.44,13.3,6,9.8,0.068,10,0.6,0.42
,12:21:19,6,1795,857.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:20,6,1795,858.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:21,6,1795,859.1,0.44,13.3,7,9.8,0.064,10,0.6,0.42
,12:21:22,6,1795,860.1,0.44,13.3,7,9.8,0.062,10,0.6,0.42
,12:21:23,6,1795,861.1,0.44,13.3,7,9.8,0.062,10,0.6,0.43
,12:21:24,6,1795,862.1,0.44,13.3,7,9.8,0.064,10,0.6,0.42
,12:21:25,6,1795,863.1,0.44,13.3,7,9.8,0.064,10,0.6,0.42
,12:21:26,6,1795,864.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:27,6,1795,865.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:28,6,1795,866.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:29,6,1795,867.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:30,6,1795,868.1,0.44,13.3,7,9.8,0.066,10,0.6,0.42
,12:21:31,6,1795,869.1,0.44,13.3,7,9.8,0.064,10,0.6,0.42
,12:21:32,6,1795,870.1,0.44,13.3,7,9.8,0.062,10,0.6,0.42
,12:21:33,6,1795,871.1,0.44,13.3,7,9.8,0.062,10,0.6,0.42
,12:21:34,6,1795,872.1,0.44,13.3,7,9.8,0.063,10,0.6,0.42
,12:21:35,6,1795,873.1,0.44,13.3,7,9.9,0.066,10,0.6,0.42
,12:21:36,6,1795,874.1,0.44,13.3,7,9.9,0.066,10,0.6,0.42
,12:21:37,6,1795,875.1,0.44,13.3,7,9.9,0.066,10,0.6,0.42
,12:21:38,6,1795,876.1,0.44,13.3,7,9.9,0.066,10,0.6,0.42
,12:21:39,6,1795,877.1,0.44,13.3,7,9.9,0.064,10,0.6,0.42
,12:21:40,6,1795,878.1,0.44,13.3,7,9.9,0.064,10,0.6,0.43
,12:21:41,6,1795,879.1,0.44,13.3,7,9.9,0.064,10,0.6,0.43
,12:21:42,6,1795,880.1,0.44,13.3,7,9.9,0.062,10,0.6,0.43
,12:21:43,6,1795,881.1,0.44,13.3,7,9.9,0.062,10,0.6,0.42
,12:21:44,6,1795,882.1,0.44,13.3,7,9.9,0.063,10,0.6,0.42
,12:21:45,6,1795,883.1,0.43,13.3,7,10,0.064,10,0.6,0.41
,12:21:46,6,1795,884.1,0.43,13.3,6,10,0.067,10,0.6,0.41
,12:21:47,6,1795,885.1,0.43,13.3,7,10,0.065,10,0.6,0.42
,12:21:48,6,1795,886.1,0.43,13.3,7,10,0.065,10,0.6,0.42
,12:21:49,6,1795,887.1,0.44,13.3,7,10,0.066,10,0.6,0.42
,12:21:50,6,1795,888.1,0.44,13.3,7,10,0.063,10,0.6,0.42
,12:21:51,6,1795,889.1,0.44,13.3,7,10,0.061,10,0.6,0.42
,12:21:52,6,1795,890.1,0.44,13.3,7,10,0.061,10,0.6,0.42
,12:21:53,6,1795,891.1,0.44,13.3,7,10,0.061,10,0.6,0.42
,12:21:54,6,1795,892.1,0.43,13.3,7,10,0.065,10,0.6,0.42
,12:21:55,6,1795,893.1,0.43,13.3,7,10,0.065,10,0.6,0.42
,12:21:56,6,1795,894.1,0.43,13.3,6,10,0.067,10,0.6,0.42
,12:21:57,6,1795,895.1,0.43,13.3,7,10.1,0.065,10,0.6,0.42
,12:21:58,6,1795,896.1,0.44,13.3,7,10.1,0.066,10,0.6,0.42
,12:21:59,6,1795,897.1,0.44,13.3,7,10.1,0.066,10,0.6,0.42
,12:22:00,6,1795,898.1,0.44,13.3,7,10.1,0.064,10,0.6,0.42
,12:22:01,6,1795,899.1,0.44,13.3,7,10.1,0.061,10,0.6,0.42
,12:22:02,6,1795,900.1,0.44,13.3,7,10.1,0.063,10,0.6,0.42
,12:22:03,6,1795,901.1,0.44,13.3,7,10.1,0.063,10,0.6,0.42
,12:22:04,6,1795,902.1,0.44,13.3,7,10.1,0.066,10,0.5,0.42
,12:22:05,6,1795,903.1,0.44,13.3,7,10.1,0.066,10,0.6,0.42
,12:22:06,6,1795,904.1,0.44,13.3,7,10.2,0.066,10,0.6,0.42
,12:22:07,6,1795,905.1,0.44,13.3,7,10.2,0.066,10,0.6,0.42
,12:22:08,6,1795,906.1,0.44,13.3,7,10.2,0.063,10,0.5,0.42
,12:22:09,6,1795,907.1,0.44,13.3,7,10.2,0.063,10,0.6,0.42
,12:22:10,6,1795,908.1,0.44,13.3,7,10.2,0.061,10,0.6,0.42
,12:22:11,6,1795,909.1,0.44,13.3,7,10.2,0.063,10,0.6,0.42
,12:22:12,6,1795,910.1,0.44,13.3,7,10.2,0.063,10,0.6,0.42
,12:22:13,6,1795,911.1,0.43,13.3,7,10.2,0.063,10,0.6,0.42
,12:22:14,6,1795,912.1,0.43,13.3,7,10.2,0.065,10,0.6,0.42
,12:22:15,6,1795,913.1,0.43,13.3,7,10.3,0.065,10,0.6,0.42
,12:22:16,6,1795,914.1,0.43,13.3,7,10.3,0.063,10,0.5,0.42
,12:22:17,6,1795,915.1,0.44,13.3,7,10.3,0.063,10,0.5,0.42
,12:22:18,6,1795,916.1,0.44,13.3,7,10.3,0.063,10,0.6,0.42
,12:22:19,6,1795,917.1,0.44,13.3,7,10.3,0.063,10,0.6,0.42
,12:22:20,6,1795,918.1,0.44,13.3,7,10.3,0.066,10,0.6,0.42
,12:22:21,6,1795,919.1,0.43,13.3,6,10.3,0.068,10,0.6,0.42
,12:22:22,6,1795,920.1,0.44,13.3,7,10.3,0.066,10,0.6,0.42
,12:22:23,6,1795,921.1,0.44,13.3,7,10.4,0.066,10,0.6,0.42
,12:22:24,6,1795,922.1,0.44,13.3,7,10.4,0.066,10,0.6,0.42
,12:22:25,6,1795,923.1,0.44,13.3,7,10.4,0.066,10,0.6,0.42
,12:22:26,6,1795,924.1,0.45,13.3,7,10.4,0.065,10,0.5,0.43
,12:22:27,6,1795,925.1,0.45,13.3,7,10.4,0.063,10,0.6,0.43
,12:22:28,6,1795,926.1,0.45,13.3,7,10.4,0.065,10,0.6,0.43
,12:22:29,6,1795,927.1,0.45,13.3,7,10.4,0.065,10,0.6,0.43
,12:22:30,6,1795,928.1,0.45,13.3,7,10.4,0.068,10,0.6,0.43
,12:22:31,6,1795,929.1,0.45,13.3,7,10.5,0.068,10,0.6,0.44
,12:22:32,6,1795,930.1,0.46,13.3,7,10.5,0.069,10,0.6,0.44
,12:22:33,6,1795,931.1,0.46,13.3,7,10.5,0.066,10,0.6,0.44
,12:22:34,6,1795,932.1,0.46,13.3,7,10.5,0.069,10,0.6,0.44
,12:22:35,6,1795,933.1,0.46,13.3,7,10.5,0.066,10,0.6,0.44
,12:22:36,6,1795,934.1,0.46,13.3,7,10.5,0.066,10,0.6,0.44
,12:22:37,6,1795,935.1,0.45,13.3,7,10.6,0.066,10,0.6,0.44
,12:22:38,6,1795,936.1,0.45,13.3,7,10.6,0.068,10,0.6,0.43
,12:22:39,6,1795,937.1,0.45,13.3,7,10.6,0.067,10,0.6,0.43
,12:22:40,6,1795,938.1,0.45,13.3,7,10.6,0.067,10,0.6,0.43
,12:22:41,6,1795,939.1,0.44,13.3,7,10.6,0.066,10,0.6,0.42
,12:22:42,6,1795,940.1,0.44,13.3,7,10.6,0.066,10,0.6,0.42
,12:22:43,6,1795,941.1,0.44,13.3,7,10.7,0.066,10,0.6,0.42
,12:22:44,6,1795,942.1,0.44,13.3,7,10.7,0.066,10,0.6,0.42
,12:22:45,6,1795,943.1,0.44,13.3,7,10.7,0.063,10,0.6,0.42
,12:22:46,6,1795,944.1,0.44,13.3,7,10.7,0.063,10,0.6,0.42
,12:22:47,6,1795,945.1,0.44,13.3,7,10.7,0.063,10,0.6,0.42
,12:22:48,6,1795,946.1,0.44,13.3,7,10.7,0.066,10,0.6,0.42
,12:22:49,6,1795,947.1,0.43,13.3,7,10.7,0.065,10,0.6,0.42
,12:22:50,6,1795,948.1,0.43,13.3,7,10.7,0.064,10,0.6,0.41
,12:22:51,6,1795,949.1,0.43,13.3,7,10.8,0.065,10,0.6,0.42
,12:22:52,6,1795,950.1,0.43,13.3,7,10.8,0.063,10,0.6,0.42
,12:22:53,6,1795,951.1,0.44,13.3,7,10.8,0.063,10,0.6,0.42
,12:22:54,6,1795,952.1,0.43,13.3,7,10.8,0.063,10,0.6,0.42
,12:22:55,6,1795,953.1,0.43,13.3,7,10.8,0.062,10,0.6,0.42
,12:22:56,6,1795,954.1,0.43,13.3,7,10.9,0.062,10,0.6,0.42
,12:22:57,6,1795,955.1,0.44,13.3,7,10.9,0.066,10,0.6,0.42
,12:22:58,6,1795,956.1,0.43,13.3,7,10.9,0.065,10,0.6,0.42
,12:22:59,6,1795,957.1,0.43,13.3,7,10.9,0.065,10,0.6,0.42
,12:23:00,6,1795,958.1,0.43,13.3,7,10.9,0.063,10,0.6,0.42
,12:23:01,6,1795,959.1,0.43,13.3,7,11,0.063,10,0.6,0.42
,12:23:02,6,1795,960.1,0.43,13.3,7,11,0.061,10,0.6,0.42
,12:23:03,6,1795,961.1,0.43,13.3,7,11,0.063,10,0.6,0.42
,12:23:04,6,1795,962.1,0.44,13.3,7,11,0.066,10,0.6,0.42
,12:23:05,6,1795,963.1,0.44,13.3,7,11,0.066,10,0.6,0.42
,12:23:06,6,1795,964.1,0.44,13.3,7,11,0.066,10,0.6,0.42
,12:23:07,6,1795,965.1,0.44,13.3,7,11,0.064,10,0.6,0.42
,12:23:08,6,1795,966.1,0.44,13.3,7,11.1,0.064,10,0.6,0.42
,12:23:09,6,1795,967.1,0.44,13.3,7,11.1,0.063,10,0.6,0.42
,12:23:10,6,1795,968.1,0.44,13.3,7,11.1,0.063,10,0.6,0.42
,12:23:11,6,1795,969.1,0.44,13.3,7,11.1,0.063,10,0.5,0.42
,12:23:12,6,1795,970.1,0.44,13.3,7,11.1,0.066,10,0.6,0.42
,12:23:13,6,1795,971.1,0.43,13.3,7,11.1,0.065,10,0.6,0.42
,12:23:14,6,1795,972.1,0.43,13.3,7,11.2,0.065,10,0.6,0.42
,12:23:15,6,1795,973.1,0.43,13.3,7,11.2,0.063,10,0.6,0.42
,12:23:16,6,1795,974.1,0.44,13.3,7,11.2,0.063,10,0.6,0.42
,12:23:17,6,1795,975.1,0.44,13.3,7,11.2,0.063,10,0.6,0.42
,12:23:18,6,1795,976.1,0.44,13.3,7,11.2,0.061,10,0.6,0.42
,12:23:19,6,1795,977.1,0.43,13.3,7,11.3,0.063,10,0.6,0.42
,12:23:20,6,1795,978.1,0.44,13.3,7,11.3,0.066,10,0.6,0.42
,12:23:21,6,1795,979.1,0.44,13.3,7,11.3,0.066,10,0.6,0.42
,12:23:22,6,1795,980.1,0.44,13.3,7,11.3,0.066,10,0.6,0.42
,12:23:23,6,1795,981.1,0.44,13.3,7,11.4,0.066,10,0.6,0.42
,12:23:24,6,1795,982.1,0.44,13.3,7,11.4,0.066,10,0.6,0.42
,12:23:25,6,1795,983.1,0.44,13.3,7,11.4,0.063,10,0.6,0.42
,12:23:26,6,1795,984.1,0.43,13.3,7,11.4,0.061,10,0.6,0.42
,12:23:27,6,1795,985.1,0.43,13.3,7,11.4,0.061,10,0.6,0.42
,12:23:28,6,1795,986.1,0.43,13.3,7,11.4,0.063,10,0.6,0.42
,12:23:29,6,1795,987.1,0.44,13.3,7,11.4,0.066,10,0.6,0.42
,12:23:30,6,1795,988.1,0.44,13.3,7,11.5,0.066,10,0.6,0.42
,12:23:31,6,1795,989.1,0.44,13.3,7,11.5,0.066,10,0.6,0.42
,12:23:32,6,1795,990.1,0.44,13.3,7,11.5,0.066,10,0.6,0.42
,12:23:33,6,1795,991.1,0.44,13.3,7,11.5,0.067,10,0.6,0.43
,12:23:34,6,1795,992.1,0.45,13.3,7,11.5,0.062,10,0.6,0.43
,12:23:35,6,1795,993.1,0.44,13.3,7,11.6,0.062,10,0.6,0.42
,12:23:36,6,1795,994.1,0.44,13.3,7,11.6,0.061,10,0.6,0.42
,12:23:37,6,1795,995.1,0.44,13.3,7,11.6,0.063,10,0.6,0.42
,12:23:38,6,1795,996.1,0.44,13.3,7,11.6,0.066,10,0.6,0.42
,12:23:39,6,1795,997.1,0.44,13.3,7,11.7,0.066,10,0.6,0.42
,12:23:40,6,1795,998.1,0.44,13.3,7,11.7,0.066,10,0.6,0.42
,12:23:41,6,1795,999.1,0.44,13.3,7,11.7,0.066,10,0.6,0.42
,12:23:42,6,1795,1000.1,0.45,13.3,7,11.7,0.067,10,0.6,0.43
,12:23:43,6,1795,1001.1,0.45,13.3,7,11.8,0.067,10,0.6,0.43
,12:23:44,6,1795,1002.1,0.45,13.3,7,11.8,0.065,10,0.6,0.43
,12:23:45,6,1795,1003.1,0.45,13.3,7,11.8,0.062,10,0.6,0.43
,12:23:46,6,1795,1004.1,0.44,13.3,7,11.8,0.062,10,0.6,0.43
,12:23:47,6,1795,1005.1,0.44,13.3,7,11.8,0.064,10,0.5,0.42
,12:23:48,6,1795,1006.1,0.44,13.3,7,11.8,0.066,10,0.6,0.42
,12:23:49,6,1795,1007.1,0.44,13.3,7,11.8,0.066,10,0.5,0.42
,12:23:50,6,1795,1008.1,0.44,13.3,7,11.9,0.066,10,0.5,0.42
,12:23:51,6,1795,1009.1,0.44,13.3,7,11.9,0.066,10,0.5,0.42
,12:23:52,6,1795,1010.1,0.44,13.3,7,11.9,0.066,10,0.6,0.42
,12:23:53,6,1795,1011.1,0.44,13.3,7,11.9,0.063,10,0.6,0.42
,12:23:54,6,1795,1012.1,0.44,13.3,7,12,0.064,10,0.5,0.42
,12:23:55,6,1795,1013.1,0.44,13.3,7,12,0.064,10,0.5,0.42
,12:23:56,6,1795,1014.1,0.44,13.3,7,12,0.062,10,0.5,0.42
,12:23:57,6,1795,1015.1,0.44,13.3,7,12,0.063,10,0.6,0.42
,12:23:58,6,1795,1016.1,0.44,13.3,7,12,0.066,10,0.6,0.42
,12:23:59,6,1795,1017.1,0.44,13.3,7,12.1,0.066,10,0.5,0.42
,12:24:00,6,1795,1018.1,0.44,13.3,7,12.1,0.066,10,0.5,0.42
,12:24:01,6,1795,1019.1,0.44,13.3,7,12.1,0.066,10,0.5,0.42
,12:24:02,6,1795,1020.1,0.44,13.3,7,12.2,0.066,10,0.6,0.42
,12:24:03,6,1795,1021.1,0.44,13.3,7,12.2,0.063,10,0.6,0.42
,12:24:04,6,1795,1022.1,0.44,13.3,7,12.2,0.063,10,0.6,0.42
,12:24:05,6,1795,1023.1,0.44,13.3,7,12.2,0.063,10,0.5,0.42
,12:24:06,6,1795,1024.1,0.44,13.3,7,12.2,0.066,10,0.6,0.42
,12:24:07,6,1795,1025.1,0.44,13.3,7,12.2,0.064,10,0.6,0.42
,12:24:08,6,1795,1026.1,0.44,13.3,7,12.2,0.063,10,0.6,0.42
,12:24:09,6,1795,1027.1,0.44,13.3,7,12.3,0.064,10,0.5,0.42
,12:24:10,6,1795,1028.1,0.44,13.3,7,12.3,0.064,10,0.5,0.43
,12:24:11,6,1795,1029.1,0.45,13.3,7,12.3,0.065,10,0.5,0.43
,12:24:12,6,1795,1030.1,0.44,13.3,7,12.3,0.067,10,0.5,0.43
,12:24:13,6,1795,1031.1,0.44,13.3,7,12.4,0.066,10,0.5,0.42
,12:24:14,6,1795,1032.1,0.44,13.3,7,12.4,0.066,10,0.5,0.42
,12:24:15,6,1795,1033.1,0.44,13.3,7,12.4,0.066,10,0.5,0.42
,12:24:16,6,1795,1034.1,0.44,13.3,7,12.4,0.066,10,0.5,0.42
,12:24:17,6,1795,1035.1,0.44,13.3,7,12.4,0.066,10,0.5,0.42
,12:24:18,6,1795,1036.1,0.44,13.3,7,12.5,0.067,10,0.5,0.43
,12:24:19,6,1795,1037.1,0.45,13.3,7,12.5,0.067,10,0.5,0.43
,12:24:20,6,1795,1038.1,0.45,13.3,7,12.5,0.065,10,0.5,0.43
,12:24:21,6,1795,1039.1,0.45,13.3,7,12.6,0.063,10,0.5,0.43
,12:24:22,6,1795,1040.1,0.45,13.3,7,12.6,0.063,10,0.5,0.43
,12:24:23,6,1795,1041.1,0.45,13.3,7,12.6,0.065,10,0.5,0.43
,12:24:24,6,1795,1042.1,0.45,13.3,7,12.6,0.067,10,0.6,0.43
,12:24:25,6,1795,1043.1,0.45,13.3,7,12.6,0.067,10,0.5,0.43
,12:24:26,6,1795,1044.1,0.45,13.3,7,12.6,0.067,10,0.5,0.43
,12:24:27,6,1795,1045.1,0.45,13.3,7,12.6,0.067,10,0.5,0.43
,12:24:28,6,1795,1046.1,0.45,13.3,7,12.6,0.065,10,0.5,0.43
,12:24:29,6,1795,1047.1,0.45,13.3,7,12.7,0.065,10,0.5,0.43
,12:24:30,6,1795,1048.1,0.45,13.3,7,12.7,0.065,10,0.5,0.43
,12:24:31,6,1795,1049.1,0.45,13.3,7,12.7,0.065,10,0.5,0.43
,12:24:32,6,1795,1050.1,0.45,13.3,7,12.8,0.065,10,0.5,0.43
,12:24:33,6,1795,1051.1,0.45,13.3,7,12.8,0.065,10,0.5,0.43
,12:24:34,6,1795,1052.1,0.45,13.3,7,12.8,0.063,10,0.5,0.43
,12:24:35,6,1795,1053.1,0.45,13.3,7,12.8,0.063,10,0.5,0.43
,12:24:36,6,1795,1054.1,0.44,13.3,7,12.8,0.064,10,0.5,0.42
,12:24:37,6,1795,1055.1,0.44,13.3,7,12.9,0.067,10,0.5,0.43
,12:24:38,6,1795,1056.1,0.44,13.3,7,12.9,0.067,10,0.5,0.43
,12:24:39,6,1795,1057.1,0.44,13.3,7,12.9,0.067,10,0.5,0.43
,12:24:40,6,1795,1058.1,0.44,13.3,7,12.9,0.066,10,0.5,0.42
,12:24:41,6,1795,1059.1,0.44,13.3,7,12.9,0.066,10,0.5,0.42
,12:24:42,6,1795,1060.1,0.44,13.3,7,13,0.066,10,0.5,0.42
,12:24:43,6,1795,1061.1,0.45,13.3,7,13,0.067,10,0.5,0.43
,12:24:44,6,1795,1062.1,0.45,13.3,7,13,0.065,10,0.5,0.43
,12:24:45,6,1795,1063.1,0.45,13.3,7,13,0.065,10,0.5,0.44
,12:24:46,6,1795,1064.1,0.45,13.3,7,13,0.065,10,0.5,0.43
,12:24:47,6,1795,1065.1,0.45,13.3,7,13,0.063,10,0.5,0.43
,12:24:48,6,1795,1066.1,0.45,13.3,7,13.1,0.065,10,0.5,0.43
,12:24:49,6,1795,1067.1,0.44,13.3,7,13.1,0.067,10,0.5,0.43
,12:24:50,6,1795,1068.1,0.44,13.3,7,13.1,0.067,10,0.5,0.43
,12:24:51,6,1795,1069.1,0.44,13.3,7,13.1,0.067,10,0.5,0.43
,12:24:52,6,1795,1070.1,0.45,13.3,7,13.1,0.067,10,0.6,0.43
,12:24:53,6,1795,1071.1,0.45,13.3,7,13.2,0.067,10,0.6,0.43
,12:24:54,6,1795,1072.1,0.45,13.3,7,13.2,0.067,10,0.5,0.43
,12:24:55,6,1795,1073.1,0.45,13.3,7,13.2,0.067,10,0.5,0.43
,12:24:56,6,1795,1074.1,0.45,13.3,7,13.2,0.065,10,0.5,0.43
,12:24:57,6,1795,1075.1,0.45,13.3,7,13.3,0.065,10,0.5,0.43
,12:24:58,6,1795,1076.1,0.45,13.3,7,13.3,0.065,10,0.5,0.43
,12:24:59,6,1795,1077.1,0.45,13.3,7,13.3,0.063,10,0.5,0.43
,12:25:00,6,1795,1078.1,0.45,13.3,7,13.3,0.065,10,0.5,0.43
,12:25:01,6,1795,1079.1,0.44,13.3,7,13.3,0.064,10,0.5,0.42
,12:25:02,6,1795,1080.1,0.44,13.3,7,13.3,0.066,10,0.5,0.43
,12:25:03,6,1795,1081.1,0.44,13.3,7,13.3,0.067,10,0.5,0.43
,12:25:04,6,1795,1082.1,0.45,13.3,7,13.3,0.067,10,0.5,0.43
,12:25:05,6,1795,1083.1,0.45,13.3,7,13.4,0.067,10,0.5,0.43
,12:25:06,6,1795,1084.1,0.45,13.3,7,13.4,0.065,10,0.5,0.43
,12:25:07,6,1795,1085.1,0.45,13.3,7,13.4,0.066,10,0.5,0.43
,12:25:08,6,1795,1086.1,0.45,13.3,7,13.4,0.066,10,0.5,0.44
,12:25:09,6,1795,1087.1,0.45,13.3,7,13.5,0.068,10,0.5,0.44
,12:25:10,6,1795,1088.1,0.46,13.3,7,13.5,0.069,10,0.5,0.44
,12:25:11,6,1795,1089.1,0.45,13.3,7,13.5,0.066,10,0.5,0.44
,12:25:12,6,1795,1090.1,0.45,13.3,7,13.5,0.063,10,0.5,0.43
,12:25:13,6,1795,1091.1,0.45,13.3,7,13.5,0.062,10,0.4,0.43
,12:25:14,6,1795,1092.1,0.44,13.3,7,13.5,0.064,10,0.5,0.43
,12:25:15,6,1795,1093.1,0.45,13.3,7,13.6,0.067,10,0.5,0.43
,12:25:16,6,1795,1094.1,0.45,13.3,7,13.6,0.067,10,0.4,0.43
,12:25:17,6,1795,1095.1,0.45,13.3,7,13.6,0.067,10,0.4,0.43
,12:25:18,6,1795,1096.1,0.45,13.3,7,13.6,0.067,10,0.5,0.43
,12:25:19,6,1795,1097.1,0.45,13.3,7,13.6,0.065,10,0.5,0.43
,12:25:20,6,1795,1098.1,0.45,13.3,7,13.6,0.065,10,0.5,0.43
,12:25:21,6,1795,1099.1,0.45,13.3,7,13.6,0.065,10,0.5,0.43
,12:25:22,6,1795,1100.1,0.45,13.3,7,13.6,0.065,10,0.5,0.43
,12:25:23,6,1795,1101.1,0.45,13.3,7,13.6,0.063,10,0.5,0.43
,12:25:24,6,1795,1102.1,0.45,13.3,7,13.7,0.065,10,0.5,0.43
,12:25:25,6,1795,1103.1,0.45,13.3,7,13.7,0.068,10,0.5,0.43
,12:25:26,6,1795,1104.1,0.45,13.3,7,13.7,0.067,10,0.5,0.43
,12:25:27,6,1795,1105.1,0.45,13.3,7,13.7,0.067,10,0.5,0.43
,12:25:28,6,1795,1106.1,0.45,13.3,7,13.7,0.065,10,0.5,0.43
,12:25:29,6,1795,1107.1,0.45,13.3,7,13.7,0.065,10,0.5,0.43
,12:25:30,6,1795,1108.1,0.45,13.3,7,13.7,0.068,10,0.5,0.43
,12:25:31,6,1795,1109.1,0.45,13.3,7,13.8,0.068,10,0.5,0.44
,12:25:32,6,1795,1110.1,0.45,13.3,7,13.8,0.068,10,0.5,0.44
,12:25:33,6,1795,1111.1,0.46,13.3,7,13.8,0.066,10,0.5,0.44
,12:25:34,6,1795,1112.1,0.46,13.3,7,13.8,0.064,10,0.5,0.44
,12:25:35,6,1795,1113.1,0.46,13.3,7,13.8,0.064,10,0.5,0.44
,12:25:36,6,1795,1114.1,0.46,13.3,7,13.8,0.066,10,0.4,0.44
,12:25:37,6,1795,1115.1,0.46,13.3,7,13.8,0.066,10,0.4,0.44
,12:25:38,6,1795,1116.1,0.46,13.3,7,13.8,0.066,10,0.4,0.44
,12:25:39,6,1795,1117.1,0.46,13.3,7,13.9,0.069,10,0.4,0.44
,12:25:40,6,1795,1118.1,0.46,13.3,7,13.9,0.069,10,0.4,0.44
,12:25:41,6,1795,1119.1,0.46,13.3,7,13.9,0.069,10,0.4,0.44
,12:25:42,6,1795,1120.1,0.46,13.3,7,13.9,0.067,10,0.4,0.44
,12:25:43,6,1795,1121.1,0.46,13.3,7,13.9,0.07,10,0.4,0.45
,12:25:44,6,1795,1122.1,0.47,13.3,7,13.9,0.067,10,0.4,0.45
,12:25:45,6,1795,1123.1,0.47,13.3,7,13.9,0.068,10,0.4,0.45
,12:25:46,6,1795,1124.1,0.47,13.3,7,13.9,0.067,10,0.4,0.45
,12:25:47,6,1795,1125.1,0.46,13.3,7,13.9,0.064,10,0.4,0.44
,12:25:48,6,1795,1126.1,0.46,13.3,7,13.9,0.064,10,0.4,0.44
,12:25:49,6,1795,1127.1,0.46,13.3,7,13.9,0.064,10,0.4,0.44
,12:25:50,6,1795,1128.1,0.46,13.3,7,14,0.066,10,0.4,0.44
,12:25:51,6,1795,1129.1,0.45,13.3,7,14,0.068,10,0.4,0.44
,12:25:52,6,1795,1130.1,0.46,13.3,7,14,0.069,10,0.4,0.44
,12:25:53,6,1795,1131.1,0.46,13.3,7,14,0.069,10,0.4,0.44
,12:25:54,6,1795,1132.1,0.46,13.3,7,14,0.069,10,0.5,0.44
