Data file,,DELRINNC010_PDMS_12DEG_003.TSV,,,,,,,,,,
,12:08:16,6,1795,74.1,0.37,13.3,7,9.4,0.055,10,0.6,0.35
,12:08:17,6,1795,75.1,0.37,13.3,7,9.4,0.055,10,0.6,0.35
,12:08:18,6,1795,76.1,0.37,13.3,7,9.5,0.055,10,0.7,0.35
,12:08:19,6,1795,77.1,0.37,13.3,7,9.6,0.055,10,0.7,0.35
,12:08:20,6,1795,78.1,0.36,13.3,7,9.7,0.055,10,0.7,0.35
,12:08:21,6,1795,79.1,0.37,13.3,7,9.7,0.055,10,0.7,0.35
,12:08:22,6,1795,80.1,0.37,13.3,7,9.7,0.054,10,0.7,0.36
,12:08:23,6,1795,81.1,0.37,13.3,7,9.8,0.052,10,0.7,0.36
,12:08:24,6,1795,82.1,0.37,13.3,7,9.8,0.051,10,0.7,0.35
,12:08:25,6,1795,83.1,0.37,13.3,7,9.8,0.051,10,0.7,0.35
,12:08:26,6,1795,84.1,0.37,13.3,7,9.9,0.053,10,0.7,0.35
,12:08:27,6,1795,85.1,0.37,13.3,7,9.9,0.053,10,0.7,0.35
,12:08:28,6,1795,86.1,0.37,13.3,7,9.9,0.055,10,0.7,0.35
,12:08:29,6,1795,87.1,0.37,13.3,7,9.9,0.055,10,0.7,0.35
,12:08:30,6,1795,88.1,0.37,13.3,6,10,0.057,10,0.7,0.35
,12:08:31,6,1795,89.1,0.37,13.3,7,10,0.055,10,0.7,0.35
,12:08:32,6,1795,90.1,0.36,13.3,7,10,0.055,10,0.6,0.35
,12:08:33,6,1795,91.1,0.36,13.3,7,10.1,0.055,10,0.7,0.35
,12:08:34,6,1795,92.1,0.36,13.3,7,10.1,0.052,10,0.7,0.35
,12:08:35,6,1795,93.1,0.36,13.3,7,10.1,0.051,10,0.7,0.35
,12:08:36,6,1795,94.1,0.36,13.3,7,10.1,0.051,10,0.7,0.35
,12:08:37,6,1795,95.1,0.37,13.3,7,10.1,0.051,10,0.7,0.35
,12:08:38,6,1795,96.1,0.37,13.3,7,10.2,0.053,10,0.7,0.35
,12:08:39,6,1795,97.1,0.36,13.3,7,10.2,0.054,10,0.7,0.35
,12:08:40,6,1795,98.1,0.35,13.3,6,10.2,0.055,10,0.7,0.34
,12:08:41,6,1795,99.1,0.35,13.3,7,10.2,0.053,10,0.7,0.34
,12:08:42,6,1795,100.1,0.35,13.3,7,10.2,0.053,10,0.7,0.34
,12:08:43,6,1795,101.1,0.36,13.3,7,10.2,0.053,10,0.7,0.34
,12:08:44,6,1795,102.1,0.36,13.3,7,10.2,0.052,10,0.7,0.35
,12:08:45,6,1795,103.1,0.36,13.3,7,10.2,0.052,10,0.7,0.35
,12:08:46,6,1795,104.1,0.36,13.3,7,10.2,0.051,10,0.7,0.34
,12:08:47,6,1795,105.1,0.36,13.3,7,10.2,0.05,10,0.7,0.34
,12:08:48,6,1795,106.1,0.36,13.3,7,10.3,0.05,10,0.7,0.34
,12:08:49,6,1795,107.1,0.36,13.3,7,10.3,0.052,10,0.7,0.35
,12:08:50,6,1795,108.1,0.36,13.3,7,10.3,0.054,10,0.7,0.35
,12:08:51,6,1795,109.1,0.36,13.3,7,10.3,0.054,10,0.7,0.35
,12:08:52,6,1795,110.1,0.36,13.3,7,10.3,0.054,10,0.7,0.35
,12:08:53,6,1795,111.1,0.36,13.3,7,10.3,0.052,10,0.7,0.35
,12:08:54,6,1795,112.1,0.36,13.3,7,10.3,0.05,10,0.7,0.35
,12:08:55,6,1795,113.1,0.36,13.3,7,10.3,0.05,10,0.7,0.35
,12:08:56,6,1795,114.1,0.36,13.3,7,10.3,0.052,10,0.7,0.35
,12:08:57,6,1795,115.1,0.36,13.3,7,10.3,0.053,10,0.7,0.34
,12:08:58,6,1795,116.1,0.35,13.3,7,10.3,0.053,10,0.7,0.34
,12:08:59,6,1795,117.1,0.35,13.3,7,10.4,0.053,10,0.6,0.34
,12:09:00,6,1795,118.1,0.35,13.3,7,10.4,0.053,10,0.7,0.34
,12:09:01,6,1795,119.1,0.35,13.3,7,10.4,0.051,10,0.7,0.34
,12:09:02,6,1795,120.1,0.35,13.3,7,10.4,0.049,10,0.7,0.34
,12:09:03,6,1795,121.1,0.35,13.3,7,10.4,0.049,10,0.7,0.34
,12:09:04,6,1795,122.1,0.35,13.3,7,10.4,0.05,10,0.7,0.34
,12:09:05,6,1795,123.1,0.35,13.3,7,10.4,0.052,10,0.7,0.34
,12:09:06,6,1795,124.1,0.35,13.3,6,10.4,0.054,10,0.7,0.34
,12:09:07,6,1795,125.1,0.35,13.3,6,10.4,0.055,10,0.6,0.34
,12:09:08,6,1795,126.1,0.35,13.3,7,10.4,0.053,10,0.7,0.34
,12:09:09,6,1795,127.1,0.35,13.3,7,10.4,0.053,10,0.7,0.34
,12:09:10,6,1795,128.1,0.35,13.3,7,10.4,0.05,10,0.6,0.34
,12:09:11,6,1795,129.1,0.35,13.3,7,10.4,0.049,10,0.6,0.34
,12:09:12,6,1795,130.1,0.35,13.3,7,10.4,0.049,10,0.6,0.34
,12:09:13,6,1795,131.1,0.36,13.3,7,10.4,0.05,10,0.6,0.35
,12:09:14,6,1795,132.1,0.36,13.3,7,10.5,0.052,10,0.6,0.35
,12:09:15,6,1795,133.1,0.36,13.3,7,10.5,0.054,10,0.7,0.35
,12:09:16,6,1795,134.1,0.36,13.3,7,10.5,0.054,10,0.6,0.35
,12:09:17,6,1795,135.1,0.36,13.3,7,10.5,0.053,10,0.6,0.34
,12:09:18,6,1795,136.1,0.36,13.3,7,10.5,0.051,10,0.7,0.34
,12:09:19,6,1795,137.1,0.36,13.3,7,10.5,0.051,10,0.6,0.34
,12:09:20,6,1795,138.1,0.36,13.3,7,10.5,0.051,10,0.6,0.35
,12:09:21,6,1795,139.1,0.36,13.3,7,10.5,0.05,10,0.7,0.35
,12:09:22,6,1795,140.1,0.36,13.3,7,10.5,0.05,10,0.7,0.34
,12:09:23,6,1795,141.1,0.36,13.3,7,10.5,0.05,10,0.7,0.34
,12:09:24,6,1795,142.1,0.35,13.3,7,10.6,0.051,10,0.7,0.34
,12:09:25,6,1795,143.1,0.35,13.3,7,10.6,0.051,10,0.7,0.34
,12:09:26,6,1795,144.1,0.35,13.3,7,10.6,0.052,10,0.7,0.34
,12:09:27,6,1795,145.1,0.35,13.3,6,10.6,0.054,10,0.7,0.34
,12:09:28,6,1795,146.1,0.35,13.3,6,10.6,0.055,10,0.7,0.34
,12:09:29,6,1795,147.1,0.35,13.3,7,10.6,0.053,10,0.7,0.34
,12:09:30,6,1795,148.1,0.35,13.3,7,10.6,0.053,10,0.7,0.34
,12:09:31,6,1795,149.1,0.36,13.3,7,10.6,0.051,10,0.7,0.34
,12:09:32,6,1795,150.1,0.36,13.3,7,10.7,0.052,10,0.7,0.35
,12:09:33,6,1795,151.1,0.36,13.3,7,10.7,0.052,10,0.7,0.35
,12:09:34,6,1795,152.1,0.36,13.3,7,10.7,0.052,10,0.7,0.35
,12:09:35,6,1795,153.1,0.36,13.3,7,10.7,0.052,10,0.7,0.35
,12:09:36,6,1795,154.1,0.36,13.3,7,10.7,0.054,10,0.7,0.35
,12:09:37,6,1795,155.1,0.36,13.3,7,10.7,0.055,10,0.7,0.35
,12:09:38,6,1795,156.1,0.37,13.3,7,10.7,0.055,10,0.6,0.35
,12:09:39,6,1795,157.1,0.37,13.3,7,10.7,0.053,10,0.7,0.35
,12:09:40,6,1795,158.1,0.37,13.3,7,10.7,0.053,10,0.7,0.35
,12:09:41,6,1795,159.1,0.37,13.3,7,10.7,0.053,10,0.7,0.35
,12:09:42,6,1795,160.1,0.36,13.3,7,10.7,0.055,10,0.7,0.35
,12:09:43,6,1795,161.1,0.36,13.3,7,10.8,0.054,10,0.7,0.35
,12:09:44,6,1795,162.1,0.36,13.3,7,10.8,0.053,10,0.7,0.34
,12:09:45,6,1795,163.1,0.36,13.3,7,10.8,0.053,10,0.7,0.34
,12:09:46,6,1795,164.1,0.36,13.3,7,10.8,0.053,10,0.7,0.34
,12:09:47,6,1795,165.1,0.36,13.3,7,10.8,0.052,10,0.7,0.35
,12:09:48,6,1795,166.1,0.36,13.3,7,10.8,0.052,10,0.7,0.35
,12:09:49,6,1795,167.1,0.36,13.3,7,10.9,0.05,10,0.7,0.35
,12:09:50,6,1795,168.1,0.36,13.3,7,10.9,0.048,10,0.7,0.35
,12:09:51,6,1795,169.1,0.36,13.3,7,10.9,0.048,10,0.7,0.35
,12:09:52,6,1795,170.1,0.35,13.3,7,10.9,0.049,10,0.7,0.34
,12:09:53,6,1795,171.1,0.35,13.3,7,10.9,0.053,10,0.7,0.34
,12:09:54,6,1795,172.1,0.35,13.3,7,10.9,0.053,10,0.7,0.34
,12:09:55,6,1795,173.1,0.36,13.3,7,11,0.053,10,0.7,0.35
,12:09:56,6,1795,174.1,0.36,13.3,7,11,0.054,10,0.7,0.35
,12:09:57,6,1795,175.1,0.36,13.3,7,11,0.053,10,0.7,0.35
,12:09:58,6,1795,176.1,0.36,13.3,7,11,0.054,10,0.7,0.35
,12:09:59,6,1795,177.1,0.36,13.3,7,11,0.054,10,0.6,0.35
,12:10:00,6,1795,178.1,0.36,13.3,7,11,0.052,10,0.6,0.35
,12:10:01,6,1795,179.1,0.36,13.3,7,11,0.052,10,0.7,0.35
,12:10:02,6,1795,180.1,0.36,13.3,7,11,0.055,10,0.7,0.35
,12:10:03,6,1795,181.1,0.36,13.3,7,11,0.054,10,0.7,0.35
,12:10:04,6,1795,182.1,0.36,13.3,7,11,0.054,10,0.7,0.35
,12:10:05,6,1795,183.1,0.36,13.3,7,11,0.054,10,0.7,0.35
,12:10:06,6,1795,184.1,0.36,13.3,7,11.1,0.055,10,0.7,0.35
,12:10:07,6,1795,185.1,0.36,13.3,7,11.1,0.053,10,0.7,0.35
,12:10:08,6,1795,186.1,0.37,13.3,7,11.1,0.051,10,0.7,0.35
,12:10:09,6,1795,187.1,0.37,13.3,7,11.1,0.049,10,0.7,0.35
,12:10:10,6,1795,188.1,0.37,13.3,7,11.1,0.049,10,0.7,0.35
,12:10:11,6,1795,189.1,0.36,13.3,7,11.1,0.051,10,0.7,0.35
,12:10:12,6,1795,190.1,0.36,13.3,7,11.2,0.052,10,0.7,0.35
,12:10:13,6,1795,191.1,0.36,13.3,7,11.2,0.052,10,0.7,0.35
,12:10:14,6,1795,192.1,0.36,13.3,7,11.2,0.051,10,0.7,0.34
,12:10:15,6,1795,193.1,0.36,13.3,7,11.2,0.053,10,0.7,0.34
,12:10:16,6,1795,194.1,0.36,13.3,7,11.2,0.053,10,0.7,0.34
,12:10:17,6,1795,195.1,0.36,13.3,6,11.3,0.056,10,0.7,0.35
,12:10:18,6,1795,196.1,0.36,13.3,6,11.3,0.056,10,0.7,0.35
,12:10:19,6,1795,197.1,0.36,13.3,7,11.3,0.054,10,0.7,0.35
,12:10:20,6,1795,198.1,0.36,13.3,7,11.3,0.053,10,0.7,0.34
,12:10:21,6,1795,199.1,0.35,13.3,7,11.3,0.053,10,0.7,0.34
,12:10:22,6,1795,200.1,0.35,13.3,7,11.3,0.053,10,0.6,0.34
,12:10:23,6,1795,201.1,0.35,13.3,7,11.3,0.051,10,0.7,0.34
,12:10:24,6,1795,202.1,0.35,13.3,7,11.3,0.051,10,0.7,0.34
,12:10:25,6,1795,203.1,0.36,13.3,7,11.4,0.051,10,0.7,0.34
,12:10:26,6,1795,204.1,0.35,13.3,7,11.4,0.051,10,0.7,0.34
,12:10:27,6,1795,205.1,0.35,13.3,7,11.4,0.051,10,0.7,0.34
,12:10:28,6,1795,206.1,0.35,13.3,7,11.4,0.049,10,0.7,0.34
,12:10:29,6,1795,207.1,0.35,13.3,7,11.4,0.051,10,0.7,0.34
,12:10:30,6,1795,208.1,0.36,13.3,7,11.4,0.053,10,0.7,0.34
,12:10:31,6,1795,209.1,0.36,13.3,7,11.5,0.053,10,0.7,0.34
,12:10:32,6,1795,210.1,0.36,13.3,7,11.5,0.053,10,0.7,0.34
,12:10:33,6,1795,211.1,0.36,13.3,7,11.5,0.053,10,0.7,0.34
,12:10:34,6,1795,212.1,0.36,13.3,7,11.5,0.054,10,0.7,0.35
,12:10:35,6,1795,213.1,0.36,13.3,7,11.5,0.054,10,0.7,0.35
,12:10:36,6,1795,214.1,0.36,13.3,7,11.5,0.054,10,0.7,0.35
,12:10:37,6,1795,215.1,0.36,13.3,7,11.6,0.052,10,0.7,0.35
,12:10:38,6,1795,216.1,0.36,13.3,7,11.6,0.054,10,0.7,0.35
,12:10:39,6,1795,217.1,0.36,13.3,7,11.6,0.055,10,0.7,0.35
,12:10:40,6,1795,218.1,0.37,13.3,7,11.6,0.055,10,0.7,0.35
,12:10:41,6,1795,219.1,0.37,13.3,7,11.6,0.055,10,0.7,0.35
,12:10:42,6,1795,220.1,0.37,13.3,7,11.6,0.053,10,0.7,0.35
,12:10:43,6,1795,221.1,0.37,13.3,7,11.6,0.05,10,0.7,0.35
,12:10:44,6,1795,222.1,0.37,13.3,7,11.7,0.05,10,0.7,0.35
,12:10:45,6,1795,223.1,0.37,13.3,7,11.7,0.051,10,0.7,0.35
,12:10:46,6,1795,224.1,0.36,13.3,7,11.7,0.052,10,0.7,0.35
,12:10:47,6,1795,225.1,0.36,13.3,7,11.7,0.053,10,0.7,0.34
,12:10:48,6,1795,226.1,0.35,13.3,7,11.7,0.053,10,0.7,0.34
,12:10:49,6,1795,227.1,0.35,13.3,7,11.8,0.053,10,0.7,0.34
,12:10:50,6,1795,228.1,0.36,13.3,7,11.8,0.053,10,0.7,0.34
,12:10:51,6,1795,229.1,0.36,13.3,7,11.8,0.053,10,0.7,0.34
,12:10:52,6,1795,230.1,0.36,13.3,7,11.8,0.054,10,0.6,0.35
,12:10:53,6,1795,231.1,0.36,13.3,7,11.8,0.054,10,0.6,0.35
,12:10:54,6,1795,232.1,0.36,13.3,7,11.9,0.054,10,0.7,0.35
,12:10:55,6,1795,233.1,0.36,13.3,7,11.9,0.052,10,0.7,0.35
,12:10:56,6,1795,234.1,0.36,13.3,7,11.9,0.052,10,0.6,0.35
,12:10:57,6,1795,235.1,0.36,13.3,7,11.9,0.052,10,0.7,0.35
,12:10:58,6,1795,236.1,0.36,13.3,7,11.9,0.05,10,0.7,0.35
,12:10:59,6,1795,237.1,0.36,13.3,7,11.9,0.048,10,0.7,0.35
,12:11:00,6,1795,238.1,0.36,13.3,7,12,0.05,10,0.7,0.35
,12:11:01,6,1795,239.1,0.36,13.3,7,12,0.052,10,0.7,0.35
,12:11:02,6,1795,240.1,0.36,13.3,7,12,0.053,10,0.7,0.34
,12:11:03,6,1795,241.1,0.35,13.3,7,12,0.053,10,0.7,0.34
,12:11:04,6,1795,242.1,0.36,13.3,7,12,0.053,10,0.7,0.34
,12:11:05,6,1795,243.1,0.36,13.3,7,12,0.054,10,0.7,0.35
,12:11:06,6,1795,244.1,0.36,13.3,7,12.1,0.054,10,0.7,0.35
,12:11:07,6,1795,245.1,0.36,13.3,7,12.1,0.053,10,0.7,0.34
,12:11:08,6,1795,246.1,0.36,13.3,6,12.1,0.056,10,0.7,0.34
,12:11:09,6,1795,247.1,0.36,13.3,7,12.1,0.054,10,0.7,0.35
,12:11:10,6,1795,248.1,0.36,13.3,7,12.1,0.055,10,0.7,0.35
,12:11:11,6,1795,249.1,0.36,13.3,7,12.2,0.055,10,0.7,0.35
,12:11:12,6,1795,250.1,0.36,13.3,7,12.2,0.053,10,0.7,0.35
,12:11:13,6,1795,251.1,0.36,13.3,7,12.2,0.053,10,0.7,0.34
,12:11:14,6,1795,252.1,0.35,13.3,7,12.2,0.051,10,0.7,0.34
,12:11:15,6,1795,253.1,0.35,13.3,7,12.3,0.051,10,0.7,0.34
,12:11:16,6,1795,254.1,0.36,13.3,7,12.3,0.051,10,0.7,0.34
,12:11:17,6,1795,255.1,0.36,13.3,7,12.2,0.05,10,0.7,0.34
,12:11:18,6,1795,256.1,0.36,13.3,7,12.3,0.05,10,0.7,0.35
,12:11:19,6,1795,257.1,0.36,13.3,7,12.3,0.051,10,0.7,0.35
,12:11:20,6,1795,258.1,0.36,13.3,7,12.3,0.053,10,0.7,0.35
,12:11:21,6,1795,259.1,0.36,13.3,7,12.3,0.055,10,0.7,0.35
,12:11:22,6,1795,260.1,0.36,13.3,7,12.3,0.054,10,0.6,0.35
,12:11:23,6,1795,261.1,0.36,13.3,7,12.4,0.054,10,0.7,0.35
,12:11:24,6,1795,262.1,0.36,13.3,7,12.4,0.052,10,0.7,0.35
,12:11:25,6,1795,263.1,0.36,13.3,7,12.4,0.054,10,0.6,0.35
,12:11:26,6,1795,264.1,0.36,13.3,7,12.4,0.054,10,0.6,0.35
,12:11:27,6,1795,265.1,0.36,13.3,6,12.5,0.056,10,0.6,0.35
,12:11:28,6,1795,266.1,0.36,13.3,7,12.5,0.054,10,0.6,0.35
,12:11:29,6,1795,267.1,0.36,13.3,7,12.5,0.055,10,0.7,0.35
,12:11:30,6,1795,268.1,0.36,13.3,7,12.5,0.053,10,0.7,0.35
,12:11:31,6,1795,269.1,0.36,13.3,7,12.5,0.052,10,0.7,0.35
,12:11:32,6,1795,270.1,0.36,13.3,7,12.6,0.05,10,0.7,0.35
,12:11:33,6,1795,271.1,0.36,13.3,7,12.6,0.049,10,0.7,0.35
,12:11:34,6,1795,272.1,0.37,13.3,7,12.6,0.051,10,0.7,0.35
,12:11:35,6,1795,273.1,0.37,13.3,7,12.6,0.053,10,0.7,0.35
,12:11:36,6,1795,274.1,0.36,13.3,7,12.6,0.055,10,0.7,0.35
,12:11:37,6,1795,275.1,0.36,13.3,6,12.6,0.057,10,0.7,0.35
,12:11:38,6,1795,276.1,0.36,13.3,7,12.6,0.055,10,0.7,0.35
,12:11:39,6,1795,277.1,0.37,13.3,7,12.7,0.055,10,0.7,0.35
,12:11:40,6,1795,278.1,0.37,13.3,7,12.7,0.055,10,0.7,0.35
,12:11:41,6,1795,279.1,0.37,13.3,7,12.7,0.055,10,0.7,0.35
,12:11:42,6,1795,280.1,0.37,13.3,7,12.7,0.055,10,0.7,0.35
,12:11:43,6,1795,281.1,0.37,13.3,7,12.7,0.056,10,0.7,0.36
,12:11:44,6,1795,282.1,0.37,13.3,7,12.8,0.053,10,0.7,0.35
,12:11:45,6,1795,283.1,0.37,13.3,7,12.8,0.053,10,0.7,0.35
,12:11:46,6,1795,284.1,0.37,13.3,7,12.8,0.051,10,0.7,0.35
,12:11:47,6,1795,285.1,0.37,13.3,7,12.8,0.051,10,0.7,0.35
,12:11:48,6,1795,286.1,0.37,13.3,7,12.8,0.051,10,0.7,0.35
,12:11:49,6,1795,287.1,0.37,13.3,7,12.9,0.053,10,0.7,0.35
,12:11:50,6,1795,288.1,0.37,13.3,7,12.9,0.055,10,0.7,0.35
,12:11:51,6,1795,289.1,0.36,13.3,6,12.9,0.057,10,0.7,0.35
,12:11:52,6,1795,290.1,0.36,13.3,7,12.9,0.055,10,0.7,0.35
,12:11:53,6,1795,291.1,0.37,13.3,7,12.9,0.055,10,0.7,0.35
,12:11:54,6,1795,292.1,0.37,13.3,7,13,0.055,10,0.7,0.35
,12:11:55,6,1795,293.1,0.37,13.3,7,12.9,0.055,10,0.7,0.35
,12:11:56,6,1795,294.1,0.37,13.3,7,13,0.055,10,0.7,0.35
,12:11:57,6,1795,295.1,0.37,13.3,7,13,0.056,10,0.7,0.36
,12:11:58,6,1795,296.1,0.37,13.3,7,13,0.055,10,0.7,0.35
,12:11:59,6,1795,297.1,0.37,13.3,7,13,0.053,10,0.7,0.35
,12:12:00,6,1795,298.1,0.37,13.3,7,13,0.051,10,0.7,0.35
,12:12:01,6,1795,299.1,0.37,13.3,7,13.1,0.051,10,0.7,0.35
,12:12:02,6,1795,300.1,0.37,13.3,7,13.1,0.054,10,0.7,0.36
,12:12:03,6,1795,301.1,0.37,13.3,7,13.1,0.056,10,0.7,0.36
,12:12:04,6,1795,302.1,0.37,13.3,7,13.1,0.056,10,0.7,0.36
,12:12:05,6,1795,303.1,0.37,13.3,7,13.1,0.056,10,0.6,0.36
,12:12:06,6,1795,304.1,0.37,13.3,7,13.2,0.056,10,0.6,0.36
,12:12:07,6,1795,305.1,0.37,13.3,7,13.2,0.056,10,0.6,0.36
,12:12:08,6,1795,306.1,0.37,13.3,7,13.2,0.056,10,0.6,0.36
,12:12:09,6,1795,307.1,0.37,13.3,7,13.2,0.056,10,0.6,0.36
,12:12:10,6,1795,308.1,0.37,13.3,7,13.2,0.054,10,0.7,0.36
,12:12:11,6,1795,309.1,0.37,13.3,7,13.3,0.052,10,0.7,0.36
,12:12:12,6,1795,310.1,0.37,13.3,7,13.3,0.054,10,0.7,0.36
,12:12:13,6,1795,311.1,0.37,13.3,7,13.3,0.055,10,0.6,0.35
,12:12:14,6,1795,312.1,0.37,13.3,7,13.3,0.055,10,0.7,0.35
,12:12:15,6,1795,313.1,0.37,13.3,7,13.3,0.056,10,0.7,0.36
,12:12:16,6,1795,314.1,0.37,13.3,7,13.3,0.056,10,0.6,0.36
,12:12:17,6,1795,315.1,0.38,13.3,7,13.3,0.056,10,0.6,0.36
,12:12:18,6,1795,316.1,0.37,13.3,7,13.4,0.056,10,0.6,0.36
,12:12:19,6,1795,317.1,0.37,13.3,7,13.4,0.054,10,0.6,0.36
,12:12:20,6,1795,318.1,0.38,13.3,7,13.4,0.052,10,0.6,0.36
,12:12:21,6,1795,319.1,0.38,13.3,7,13.4,0.054,10,0.7,0.37
,12:12:22,6,1795,320.1,0.39,13.3,7,13.4,0.056,10,0.7,0.38
,12:12:23,6,1795,321.1,0.39,13.3,7,13.4,0.057,10,0.7,0.38
,12:12:24,6,1795,322.1,0.39,13.3,7,13.5,0.059,10,0.6,0.38
,12:12:25,6,1795,323.1,0.39,13.3,7,13.5,0.059,10,0.7,0.38
,12:12:26,6,1795,324.1,0.39,13.3,7,13.5,0.059,10,0.7,0.38
,12:12:27,6,1795,325.1,0.39,13.3,7,13.5,0.057,10,0.6,0.38
,12:12:28,6,1795,326.1,0.39,13.3,7,13.5,0.055,10,0.7,0.38
,12:12:29,6,1795,327.1,0.39,13.3,7,13.5,0.055,10,0.7,0.38
,12:12:30,6,1795,328.1,0.39,13.3,7,13.5,0.057,10,0.7,0.38
,12:12:31,6,1795,329.1,0.39,13.3,7,13.6,0.059,10,0.7,0.38
,12:12:32,6,1795,330.1,0.39,13.3,7,13.6,0.059,10,0.7,0.38
,12:12:33,6,1795,331.1,0.39,13.3,7,13.6,0.058,10,0.6,0.37
,12:12:34,6,1795,332.1,0.39,13.3,7,13.6,0.056,10,0.7,0.37
,12:12:35,6,1795,333.1,0.39,13.3,7,13.6,0.058,10,0.7,0.37
,12:12:36,6,1795,334.1,0.39,13.3,7,13.6,0.056,10,0.7,0.38
,12:12:37,6,1795,335.1,0.39,13.3,7,13.6,0.055,10,0.6,0.38
,12:12:38,6,1795,336.1,0.39,13.3,7,13.6,0.055,10,0.6,0.38
,12:12:39,6,1795,337.1,0.39,13.3,7,13.6,0.056,10,0.7,0.37
,12:12:40,6,1795,338.1,0.39,13.3,7,13.6,0.056,10,0.7,0.37
,12:12:41,6,1795,339.1,0.39,13.3,7,13.7,0.058,10,0.6,0.37
,12:12:42,6,1795,340.1,0.39,13.3,7,13.7,0.058,10,0.6,0.37
,12:12:43,6,1795,341.1,0.38,13.3,7,13.7,0.058,10,0.7,0.37
,12:12:44,6,1795,342.1,0.39,13.3,7,13.7,0.058,10,0.7,0.37
,12:12:45,6,1795,343.1,0.39,13.3,7,13.7,0.056,10,0.6,0.37
,12:12:46,6,1795,344.1,0.39,13.3,7,13.7,0.055,10,0.6,0.38
,12:12:47,6,1795,345.1,0.39,13.3,7,13.7,0.055,10,0.6,0.38
,12:12:48,6,1795,346.1,0.39,13.3,7,13.8,0.057,10,0.6,0.38
,12:12:49,6,1795,347.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:50,6,1795,348.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:51,6,1795,349.1,0.4,13.3,7,13.8,0.06,10,0.6,0.38
,12:12:52,6,1795,350.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:53,6,1795,351.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:54,6,1795,352.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:55,6,1795,353.1,0.39,13.3,7,13.8,0.059,10,0.6,0.38
,12:12:56,6,1795,354.1,0.39,13.3,7,13.8,0.057,10,0.6,0.38
,12:12:57,6,1795,355.1,0.39,13.3,7,13.8,0.055,10,0.6,0.38
,12:12:58,6,1795,356.1,0.4,13.3,7,13.8,0.057,10,0.6,0.38
,12:12:59,6,1795,357.1,0.4,13.3,7,13.9,0.06,10,0.6,0.38
,12:13:00,6,1795,358.1,0.4,13.3,7,13.9,0.06,10,0.7,0.38
,12:13:01,6,1795,359.1,0.4,13.3,7,13.9,0.06,10,0.6,0.38
,12:13:02,6,1795,360.1,0.39,13.3,7,13.9,0.059,10,0.6,0.38
,12:13:03,6,1795,361.1,0.39,13.3,7,13.9,0.059,10,0.6,0.38
