Data file,,DELRINNC010_ISO10_-8C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:45:01 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:27:55,4,3600,2573.5,0.96,13.3,7,-8.3,0.144,10,0.5,0.9
,15:27:56,4,3600,2574.5,0.96,13.3,7,-8.3,0.134,10,0.5,0.9
,15:27:57,4,3600,2575.5,0.96,13.3,7,-8.3,0.134,10,0.5,0.9
,15:27:58,4,3600,2576.5,0.96,13.3,7,-8.3,0.134,10,0.5,0.9
,15:27:59,4,3600,2577.5,0.97,13.3,7,-8.3,0.145,10,0.5,0.91
,15:28:00,4,3600,2578.5,0.96,13.3,7,-8.3,0.145,10,0.5,0.9
,15:28:01,4,3600,2579.5,0.97,13.3,7,-8.3,0.14,10,0.5,0.91
,15:28:02,4,3600,2580.5,0.97,13.3,7,-8.3,0.14,10,0.5,0.91
,15:28:03,4,3600,2581.5,0.96,13.3,7,-8.3,0.145,10,0.5,0.9
,15:28:04,4,3600,2582.5,0.96,13.3,7,-8.3,0.145,10,0.5,0.9
,15:28:05,4,3600,2583.5,0.96,13.3,7,-8.3,0.139,10,0.5,0.9
,15:28:06,4,3600,2584.5,0.97,13.3,7,-8.2,0.14,10,0.5,0.91
,15:28:07,4,3600,2585.5,0.97,13.3,7,-8.2,0.14,10,0.5,0.91
,15:28:08,4,3600,2586.5,0.96,13.3,7,-8.2,0.139,10,0.5,0.91
,15:28:09,4,3600,2587.5,0.97,13.3,7,-8.2,0.145,10,0.5,0.91
,15:28:10,4,3600,2588.5,0.97,13.3,7,-8.2,0.145,10,0.5,0.91
,15:28:11,4,3600,2589.5,0.97,13.3,7,-8.2,0.14,10,0.5,0.91
,15:28:12,4,3600,2590.5,0.97,13.3,7,-8.2,0.145,10,0.5,0.91
,15:28:13,4,3600,2591.5,0.97,13.3,7,-8.2,0.145,10,0.5,0.91
,15:28:14,4,3600,2592.5,0.97,13.3,7,-8.2,0.146,10,0.5,0.91
,15:28:15,4,3600,2593.5,0.97,13.3,7,-8.2,0.146,10,0.5,0.91
,15:28:16,4,3600,2594.5,0.97,13.3,7,-8.2,0.146,10,0.5,0.91
,15:28:17,4,3600,2595.5,0.97,13.3,7,-8.2,0.14,10,0.5,0.91
,15:28:18,4,3600,2596.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:19,4,3600,2597.5,0.97,13.3,7,-8.1,0.145,10,0.5,0.91
,15:28:20,4,3600,2598.5,0.96,13.3,7,-8.1,0.145,10,0.5,0.9
,15:28:21,4,3600,2599.5,0.96,13.3,7,-8.1,0.145,10,0.5,0.9
,15:28:22,4,3600,2600.5,0.97,13.3,7,-8.1,0.145,10,0.5,0.91
,15:28:23,4,3600,2601.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:24,4,3600,2602.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:25,4,3600,2603.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:26,4,3600,2604.5,0.97,13.3,7,-8.1,0.146,10,0.5,0.91
,15:28:27,4,3600,2605.5,0.97,13.3,7,-8.1,0.146,10,0.5,0.91
,15:28:28,4,3600,2606.5,0.97,13.3,7,-8.1,0.141,10,0.5,0.91
,15:28:29,4,3600,2607.5,0.98,13.3,7,-8.1,0.141,10,0.5,0.91
,15:28:30,4,3600,2608.5,0.98,13.3,7,-8.1,0.141,10,0.5,0.91
,15:28:31,4,3600,2609.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:32,4,3600,2610.5,0.97,13.3,7,-8.1,0.146,10,0.5,0.91
,15:28:33,4,3600,2611.5,0.97,13.3,7,-8.1,0.14,10,0.5,0.91
,15:28:34,4,3600,2612.5,0.98,13.3,7,-8,0.141,10,0.5,0.91
,15:28:35,4,3600,2613.5,0.98,13.3,7,-8,0.142,10,0.5,0.92
,15:28:36,4,3600,2614.5,0.98,13.3,7,-8,0.141,10,0.5,0.91
,15:28:37,4,3600,2615.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:38,4,3600,2616.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:39,4,3600,2617.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:40,4,3600,2618.5,0.97,13.3,7,-8,0.145,10,0.5,0.91
,15:28:41,4,3600,2619.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:42,4,3600,2620.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:43,4,3600,2621.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:44,4,3600,2622.5,0.97,13.3,7,-8,0.135,10,0.5,0.91
,15:28:45,4,3600,2623.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:46,4,3600,2624.5,0.97,13.3,7,-8,0.145,10,0.5,0.91
,15:28:47,4,3600,2625.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:48,4,3600,2626.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:49,4,3600,2627.5,0.97,13.3,7,-8,0.14,10,0.5,0.91
,15:28:50,4,3600,2628.5,0.96,13.3,7,-7.9,0.144,10,0.5,0.9
,15:28:51,4,3600,2629.5,0.96,13.3,7,-7.9,0.144,10,0.5,0.9
,15:28:52,4,3600,2630.5,0.95,13.3,7,-7.9,0.143,10,0.5,0.89
,15:28:53,4,3600,2631.5,0.96,13.3,7,-7.9,0.139,10,0.5,0.9
,15:28:54,4,3600,2632.5,0.97,13.3,7,-7.9,0.135,10,0.5,0.91
,15:28:55,4,3600,2633.5,0.97,13.3,7,-7.9,0.14,10,0.5,0.91
,15:28:56,4,3600,2634.5,0.97,13.3,7,-7.9,0.141,10,0.5,0.91
,15:28:57,4,3600,2635.5,0.97,13.3,7,-7.9,0.146,10,0.5,0.91
,15:28:58,4,3600,2636.5,0.97,13.3,7,-7.9,0.14,10,0.5,0.91
,15:28:59,4,3600,2637.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:00,4,3600,2638.5,0.97,13.3,7,-7.8,0.145,10,0.5,0.91
,15:29:01,4,3600,2639.5,0.97,13.3,7,-7.8,0.145,10,0.5,0.9
,15:29:02,4,3600,2640.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:03,4,3600,2641.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:04,4,3600,2642.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:05,4,3600,2643.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:06,4,3600,2644.5,0.97,13.3,7,-7.8,0.14,10,0.5,0.91
,15:29:07,4,3600,2645.5,0.96,13.3,7,-7.8,0.139,10,0.5,0.9
,15:29:08,4,3600,2646.5,0.96,13.3,7,-7.8,0.145,10,0.5,0.9
,15:29:09,4,3600,2647.5,0.96,13.3,7,-7.8,0.145,10,0.5,0.9
,15:29:10,4,3600,2648.5,0.96,13.3,7,-7.8,0.145,10,0.5,0.9
,15:29:11,4,3600,2649.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:12,4,3600,2650.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:13,4,3600,2651.5,0.96,13.3,7,-7.7,0.139,10,0.5,0.9
,15:29:14,4,3600,2652.5,0.96,13.3,7,-7.7,0.145,10,0.5,0.9
,15:29:15,4,3600,2653.5,0.96,13.3,7,-7.7,0.145,10,0.5,0.9
,15:29:16,4,3600,2654.5,0.96,13.3,7,-7.7,0.139,10,0.5,0.9
,15:29:17,4,3600,2655.5,0.96,13.3,7,-7.7,0.139,10,0.5,0.9
,15:29:18,4,3600,2656.5,0.96,13.3,7,-7.7,0.139,10,0.5,0.9
,15:29:19,4,3600,2657.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:20,4,3600,2658.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:21,4,3600,2659.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:22,4,3600,2660.5,0.97,13.3,7,-7.7,0.14,10,0.5,0.91
,15:29:23,4,3600,2661.5,0.97,13.3,7,-7.6,0.146,10,0.5,0.91
,15:29:24,4,3600,2662.5,0.97,13.3,7,-7.6,0.145,10,0.5,0.91
,15:29:25,4,3600,2663.5,0.96,13.3,7,-7.6,0.145,10,0.5,0.9
,15:29:26,4,3600,2664.5,0.96,13.3,7,-7.6,0.139,10,0.5,0.9
,15:29:27,4,3600,2665.5,0.96,13.3,7,-7.6,0.139,10,0.5,0.9
,15:29:28,4,3600,2666.5,0.97,13.3,7,-7.6,0.14,10,0.5,0.91
,15:29:29,4,3600,2667.5,0.96,13.3,7,-7.6,0.139,10,0.5,0.91
,15:29:30,4,3600,2668.5,0.97,13.3,7,-7.6,0.14,10,0.5,0.91
,15:29:31,4,3600,2669.5,0.97,13.3,7,-7.6,0.14,10,0.5,0.91
,15:29:32,4,3600,2670.5,0.97,13.3,7,-7.6,0.14,10,0.5,0.91
,15:29:33,4,3600,2671.5,0.97,13.3,7,-7.6,0.145,10,0.5,0.91
,15:29:34,4,3600,2672.5,0.97,13.3,7,-7.5,0.145,10,0.5,0.91
,15:29:35,4,3600,2673.5,0.96,13.3,7,-7.5,0.145,10,0.5,0.9
,15:29:36,4,3600,2674.5,0.96,13.3,7,-7.5,0.139,10,0.5,0.9
,15:29:37,4,3600,2675.5,0.96,13.3,7,-7.5,0.134,10,0.5,0.91
,15:29:38,4,3600,2676.5,0.97,13.3,7,-7.5,0.14,10,0.5,0.91
,15:29:39,4,3600,2677.5,0.97,13.3,7,-7.5,0.145,10,0.5,0.9
,15:29:40,4,3600,2678.5,0.96,13.3,7,-7.5,0.144,10,0.5,0.9
,15:29:41,4,3600,2679.5,0.96,13.3,7,-7.4,0.139,10,0.5,0.9
,15:29:42,4,3600,2680.5,0.96,13.3,7,-7.4,0.134,10,0.5,0.9
,15:29:43,4,3600,2681.5,0.96,13.3,7,-7.4,0.139,10,0.5,0.9
,15:29:44,4,3600,2682.5,0.96,13.3,7,-7.4,0.145,10,0.5,0.9
,15:29:45,4,3600,2683.5,0.97,13.3,7,-7.4,0.14,10,0.5,0.91
,15:29:46,4,3600,2684.5,0.97,13.3,7,-7.4,0.135,10,0.5,0.91
,15:29:47,4,3600,2685.5,0.96,13.3,7,-7.4,0.139,10,0.5,0.9
,15:29:48,4,3600,2686.5,0.96,13.3,7,-7.3,0.145,10,0.5,0.9
,15:29:49,4,3600,2687.5,0.96,13.3,7,-7.3,0.144,10,0.5,0.9
,15:29:50,4,3600,2688.5,0.96,13.3,7,-7.3,0.144,10,0.5,0.9
,15:29:51,4,3600,2689.5,0.96,13.3,7,-7.3,0.144,10,0.5,0.9
,15:29:52,4,3600,2690.5,0.97,13.3,7,-7.3,0.145,10,0.5,0.91
,15:29:53,4,3600,2691.5,0.97,13.3,6,-7.3,0.151,10,0.5,0.91
,15:29:54,4,3600,2692.5,0.97,13.3,6,-7.3,0.151,10,0.5,0.91
,15:29:55,4,3600,2693.5,0.97,13.3,7,-7.3,0.14,10,0.5,0.91
,15:29:56,4,3600,2694.5,0.97,13.3,7,-7.3,0.141,10,0.5,0.91
,15:29:57,4,3600,2695.5,0.97,13.3,7,-7.3,0.141,10,0.5,0.91
,15:29:58,4,3600,2696.5,0.97,13.3,7,-7.2,0.146,10,0.5,0.91
,15:29:59,4,3600,2697.5,0.97,13.3,7,-7.3,0.145,10,0.5,0.91
,15:30:00,4,3600,2698.5,0.97,13.3,7,-7.2,0.145,10,0.5,0.91
,15:30:01,4,3600,2699.5,0.97,13.3,7,-7.2,0.14,10,0.5,0.91
,15:30:02,4,3600,2700.5,0.97,13.3,7,-7.2,0.141,10,0.5,0.91
,15:30:03,4,3600,2701.5,0.98,13.3,7,-7.2,0.141,10,0.5,0.91
,15:30:04,4,3600,2702.5,0.97,13.3,7,-7.2,0.146,10,0.5,0.91
,15:30:05,4,3600,2703.5,0.97,13.3,7,-7.2,0.146,10,0.5,0.91
,15:30:06,4,3600,2704.5,0.97,13.3,6,-7.2,0.152,10,0.5,0.91
,15:30:07,4,3600,2705.5,0.98,13.3,7,-7.2,0.141,10,0.5,0.91
,15:30:08,4,3600,2706.5,0.98,13.3,7,-7.2,0.136,10,0.5,0.91
,15:30:09,4,3600,2707.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.91
,15:30:10,4,3600,2708.5,0.97,13.3,7,-7.2,0.146,10,0.5,0.91
,15:30:11,4,3600,2709.5,0.97,13.3,7,-7.2,0.146,10,0.5,0.91
,15:30:12,4,3600,2710.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:13,4,3600,2711.5,0.98,13.3,7,-7.1,0.147,10,0.5,0.92
,15:30:14,4,3600,2712.5,0.98,13.3,7,-7.1,0.137,10,0.5,0.92
,15:30:15,4,3600,2713.5,0.98,13.3,7,-7.1,0.132,10,0.5,0.92
,15:30:16,4,3600,2714.5,0.98,13.3,7,-7.1,0.136,10,0.5,0.92
,15:30:17,4,3600,2715.5,0.97,13.3,7,-7.1,0.141,10,0.5,0.91
,15:30:18,4,3600,2716.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:19,4,3600,2717.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:20,4,3600,2718.5,0.97,13.3,7,-7.1,0.141,10,0.5,0.91
,15:30:21,4,3600,2719.5,0.97,13.3,7,-7.1,0.141,10,0.5,0.91
,15:30:22,4,3600,2720.5,0.97,13.3,7,-7.1,0.141,10,0.5,0.91
,15:30:23,4,3600,2721.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:24,4,3600,2722.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:25,4,3600,2723.5,0.97,13.3,7,-7.1,0.146,10,0.5,0.91
,15:30:26,4,3600,2724.5,0.98,13.3,7,-7.1,0.141,10,0.5,0.91
,15:30:27,4,3600,2725.5,0.98,13.3,7,-7,0.136,10,0.5,0.91
,15:30:28,4,3600,2726.5,0.98,13.3,7,-7,0.136,10,0.5,0.91
,15:30:29,4,3600,2727.5,0.97,13.3,7,-7,0.141,10,0.5,0.91
,15:30:30,4,3600,2728.5,0.97,13.3,7,-7,0.146,10,0.5,0.91
,15:30:31,4,3600,2729.5,0.97,13.3,7,-7,0.146,10,0.5,0.91
,15:30:32,4,3600,2730.5,0.97,13.3,7,-7,0.145,10,0.5,0.91
,15:30:33,4,3600,2731.5,0.97,13.3,7,-7,0.141,10,0.5,0.91
,15:30:34,4,3600,2732.5,0.98,13.3,7,-7,0.141,10,0.5,0.92
,15:30:35,4,3600,2733.5,0.98,13.3,7,-7,0.136,10,0.5,0.92
,15:30:36,4,3600,2734.5,0.98,13.3,7,-7,0.141,10,0.5,0.91
,15:30:37,4,3600,2735.5,0.97,13.3,7,-7,0.146,10,0.5,0.91
,15:30:38,4,3600,2736.5,0.98,13.3,7,-6.9,0.147,10,0.5,0.91
,15:30:39,4,3600,2737.5,0.98,13.3,7,-6.9,0.141,10,0.5,0.92
,15:30:40,4,3600,2738.5,0.98,13.3,7,-6.9,0.142,10,0.5,0.92
,15:30:41,4,3600,2739.5,0.98,13.3,7,-6.9,0.142,10,0.5,0.92
,15:30:42,4,3600,2740.5,0.98,13.3,7,-6.9,0.142,10,0.5,0.92
,15:30:43,4,3600,2741.5,0.98,13.3,7,-6.9,0.147,10,0.5,0.91
,15:30:44,4,3600,2742.5,0.98,13.3,7,-6.9,0.147,10,0.5,0.92
,15:30:45,4,3600,2743.5,0.98,13.3,7,-6.9,0.142,10,0.5,0.92
,15:30:46,4,3600,2744.5,0.99,13.3,7,-6.9,0.138,10,0.5,0.92
,15:30:47,4,3600,2745.5,0.99,13.3,7,-6.8,0.138,10,0.5,0.92
,15:30:48,4,3600,2746.5,0.98,13.3,7,-6.8,0.142,10,0.5,0.92
,15:30:49,4,3600,2747.5,0.98,13.3,7,-6.8,0.148,10,0.5,0.92
,15:30:50,4,3600,2748.5,0.98,13.3,7,-6.8,0.147,10,0.5,0.92
,15:30:51,4,3600,2749.5,0.98,13.3,7,-6.8,0.147,10,0.5,0.92
,15:30:52,4,3600,2750.5,0.98,13.3,7,-6.8,0.142,10,0.5,0.92
,15:30:53,4,3600,2751.5,0.98,13.3,7,-6.8,0.137,10,0.5,0.92
,15:30:54,4,3600,2752.5,0.98,13.3,7,-6.8,0.137,10,0.5,0.92
,15:30:55,4,3600,2753.5,0.98,13.3,7,-6.8,0.136,10,0.5,0.91
,15:30:56,4,3600,2754.5,0.97,13.3,7,-6.8,0.141,10,0.5,0.91
,15:30:57,4,3600,2755.5,0.97,13.3,7,-6.8,0.146,10,0.5,0.91
,15:30:58,4,3600,2756.5,0.97,13.3,7,-6.7,0.145,10,0.5,0.91
,15:30:59,4,3600,2757.5,0.97,13.3,7,-6.7,0.146,10,0.5,0.91
,15:31:00,4,3600,2758.5,0.97,13.3,7,-6.7,0.14,10,0.5,0.91
,15:31:01,4,3600,2759.5,0.98,13.3,7,-6.7,0.141,10,0.5,0.91
,15:31:02,4,3600,2760.5,0.97,13.3,7,-6.7,0.141,10,0.5,0.91
,15:31:03,4,3600,2761.5,0.97,13.3,7,-6.7,0.146,10,0.5,0.91
,15:31:04,4,3600,2762.5,0.97,13.3,7,-6.7,0.146,10,0.5,0.91
,15:31:05,4,3600,2763.5,0.97,13.3,7,-6.7,0.141,10,0.5,0.91
,15:31:06,4,3600,2764.5,0.98,13.3,7,-6.7,0.136,10,0.5,0.92
,15:31:07,4,3600,2765.5,0.98,13.3,7,-6.7,0.142,10,0.5,0.92
,15:31:08,4,3600,2766.5,0.98,13.3,7,-6.6,0.142,10,0.5,0.92
,15:31:09,4,3600,2767.5,0.98,13.3,7,-6.6,0.141,10,0.5,0.91
,15:31:10,4,3600,2768.5,0.97,13.3,7,-6.6,0.136,10,0.5,0.91
,15:31:11,4,3600,2769.5,0.98,13.3,7,-6.6,0.141,10,0.5,0.91
,15:31:12,4,3600,2770.5,0.98,13.3,7,-6.6,0.141,10,0.5,0.91
,15:31:13,4,3600,2771.5,0.98,13.3,7,-6.6,0.147,10,0.5,0.91
,15:31:14,4,3600,2772.5,0.97,13.3,7,-6.6,0.146,10,0.5,0.91
,15:31:15,4,3600,2773.5,0.98,13.3,7,-6.6,0.142,10,0.5,0.92
,15:31:16,4,3600,2774.5,0.98,13.3,7,-6.6,0.142,10,0.5,0.92
,15:31:17,4,3600,2775.5,0.98,13.3,7,-6.6,0.147,10,0.5,0.92
,15:31:18,4,3600,2776.5,0.98,13.3,7,-6.6,0.147,10,0.5,0.92
,15:31:19,4,3600,2777.5,0.98,13.3,7,-6.6,0.147,10,0.5,0.92
,15:31:20,4,3600,2778.5,0.98,13.3,7,-6.6,0.142,10,0.5,0.92
,15:31:21,4,3600,2779.5,0.98,13.3,7,-6.5,0.136,10,0.5,0.91
,15:31:22,4,3600,2780.5,0.98,13.3,7,-6.5,0.136,10,0.5,0.92
,15:31:23,4,3600,2781.5,0.98,13.3,7,-6.5,0.142,10,0.5,0.92
,15:31:24,4,3600,2782.5,0.99,13.3,7,-6.5,0.143,10,0.5,0.92
,15:31:25,4,3600,2783.5,0.98,13.3,7,-6.5,0.142,10,0.5,0.92
,15:31:26,4,3600,2784.5,0.98,13.3,7,-6.5,0.142,10,0.5,0.92
,15:31:27,4,3600,2785.5,0.98,13.3,7,-6.5,0.147,10,0.5,0.92
,15:31:28,4,3600,2786.5,0.98,13.3,7,-6.5,0.147,10,0.5,0.92
,15:31:29,4,3600,2787.5,0.98,13.3,7,-6.5,0.147,10,0.5,0.92
,15:31:30,4,3600,2788.5,0.98,13.3,7,-6.4,0.147,10,0.5,0.92
,15:31:31,4,3600,2789.5,0.98,13.3,7,-6.4,0.142,10,0.5,0.92
,15:31:32,4,3600,2790.5,0.99,13.3,7,-6.4,0.143,10,0.5,0.92
,15:31:33,4,3600,2791.5,0.99,13.3,7,-6.4,0.143,10,0.5,0.92
,15:31:34,4,3600,2792.5,0.99,13.3,7,-6.4,0.143,10,0.5,0.93
,15:31:35,4,3600,2793.5,0.99,13.3,7,-6.4,0.148,10,0.5,0.92
,15:31:36,4,3600,2794.5,0.99,13.3,7,-6.4,0.148,10,0.5,0.92
,15:31:37,4,3600,2795.5,0.98,13.3,7,-6.4,0.148,10,0.5,0.92
,15:31:38,4,3600,2796.5,0.99,13.3,7,-6.4,0.148,10,0.5,0.93
,15:31:39,4,3600,2797.5,0.99,13.3,7,-6.4,0.143,10,0.5,0.93
,15:31:40,4,3600,2798.5,0.99,13.3,7,-6.4,0.143,10,0.5,0.93
,15:31:41,4,3600,2799.5,0.99,13.3,7,-6.4,0.138,10,0.5,0.93
,15:31:42,4,3600,2800.5,0.99,13.3,7,-6.3,0.148,10,0.5,0.92
,15:31:43,4,3600,2801.5,0.98,13.3,7,-6.3,0.148,10,0.5,0.92
,15:31:44,4,3600,2802.5,0.98,13.3,7,-6.3,0.147,10,0.5,0.92
,15:31:45,4,3600,2803.5,0.98,13.3,7,-6.3,0.148,10,0.5,0.92
,15:31:46,4,3600,2804.5,0.99,13.3,7,-6.3,0.143,10,0.5,0.92
,15:31:47,4,3600,2805.5,0.99,13.3,7,-6.3,0.138,10,0.5,0.92
,15:31:48,4,3600,2806.5,0.99,13.3,7,-6.3,0.138,10,0.5,0.92
,15:31:49,4,3600,2807.5,0.98,13.3,7,-6.3,0.137,10,0.5,0.92
,15:31:50,4,3600,2808.5,0.98,13.3,7,-6.3,0.137,10,0.5,0.92
,15:31:51,4,3600,2809.5,0.98,13.3,7,-6.3,0.142,10,0.5,0.92
,15:31:52,4,3600,2810.5,0.98,13.3,7,-6.3,0.142,10,0.5,0.92
,15:31:53,4,3600,2811.5,0.98,13.3,7,-6.3,0.148,10,0.5,0.92
,15:31:54,4,3600,2812.5,0.99,13.3,7,-6.3,0.148,10,0.5,0.92
,15:31:55,4,3600,2813.5,0.99,13.3,7,-6.3,0.149,10,0.5,0.93
,15:31:56,4,3600,2814.5,0.99,13.3,7,-6.3,0.149,10,0.5,0.93
,15:31:57,4,3600,2815.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.93
,15:31:58,4,3600,2816.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.93
,15:31:59,4,3600,2817.5,0.99,13.3,7,-6.2,0.138,10,0.5,0.92
,15:32:00,4,3600,2818.5,0.98,13.3,7,-6.2,0.137,10,0.5,0.92
,15:32:01,4,3600,2819.5,0.98,13.3,7,-6.2,0.137,10,0.5,0.92
,15:32:02,4,3600,2820.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.92
,15:32:03,4,3600,2821.5,0.99,13.3,7,-6.2,0.149,10,0.5,0.93
,15:32:04,4,3600,2822.5,0.99,13.3,7,-6.2,0.149,10,0.5,0.93
,15:32:05,4,3600,2823.5,0.99,13.3,7,-6.2,0.148,10,0.5,0.92
,15:32:06,4,3600,2824.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.92
,15:32:07,4,3600,2825.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.92
,15:32:08,4,3600,2826.5,0.99,13.3,7,-6.2,0.143,10,0.5,0.92
,15:32:09,4,3600,2827.5,0.98,13.3,7,-6.2,0.148,10,0.5,0.92
,15:32:10,4,3600,2828.5,0.99,13.3,7,-6.2,0.148,10,0.5,0.92
,15:32:11,4,3600,2829.5,0.99,13.3,7,-6.1,0.149,10,0.5,0.93
,15:32:12,4,3600,2830.5,1,13.3,7,-6.2,0.144,10,0.5,0.93
,15:32:13,4,3600,2831.5,1,13.3,7,-6.2,0.144,10,0.5,0.93
,15:32:14,4,3600,2832.5,1,13.3,7,-6.1,0.144,10,0.5,0.93
,15:32:15,4,3600,2833.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.93
,15:32:16,4,3600,2834.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.92
,15:32:17,4,3600,2835.5,0.99,13.3,7,-6.1,0.138,10,0.5,0.92
,15:32:18,4,3600,2836.5,0.99,13.3,7,-6.1,0.138,10,0.5,0.92
,15:32:19,4,3600,2837.5,0.99,13.3,7,-6.1,0.138,10,0.5,0.92
,15:32:20,4,3600,2838.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.92
,15:32:21,4,3600,2839.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.92
,15:32:22,4,3600,2840.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.92
,15:32:23,4,3600,2841.5,0.99,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:24,4,3600,2842.5,0.98,13.3,7,-6.1,0.142,10,0.5,0.92
,15:32:25,4,3600,2843.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:26,4,3600,2844.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:27,4,3600,2845.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:28,4,3600,2846.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:29,4,3600,2847.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:30,4,3600,2848.5,0.98,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:31,4,3600,2849.5,0.99,13.3,7,-6.1,0.148,10,0.5,0.92
,15:32:32,4,3600,2850.5,0.99,13.3,7,-6.1,0.149,10,0.5,0.93
,15:32:33,4,3600,2851.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.93
,15:32:34,4,3600,2852.5,0.99,13.3,7,-6.1,0.143,10,0.5,0.93
,15:32:35,4,3600,2853.5,1,13.3,7,-6.1,0.144,10,0.5,0.93
,15:32:36,4,3600,2854.5,1,13.3,7,-6.1,0.15,10,0.5,0.93
,15:32:37,4,3600,2855.5,1,13.3,7,-6.1,0.144,10,0.5,0.93
,15:32:38,4,3600,2856.5,1,13.3,7,-6.1,0.139,10,0.5,0.93
,15:32:39,4,3600,2857.5,1,13.3,7,-6.1,0.139,10,0.5,0.93
,15:32:40,4,3600,2858.5,1,13.3,7,-6.1,0.139,10,0.5,0.93
,15:32:41,4,3600,2859.5,1,13.3,7,-6.1,0.144,10,0.5,0.93
,15:32:42,4,3600,2860.5,0.99,13.3,7,-6,0.149,10,0.5,0.93
,15:32:43,4,3600,2861.5,0.99,13.3,7,-6,0.143,10,0.5,0.93
,15:32:44,4,3600,2862.5,0.99,13.3,7,-6,0.143,10,0.5,0.93
,15:32:45,4,3600,2863.5,0.99,13.3,7,-6,0.148,10,0.5,0.92
,15:32:46,4,3600,2864.5,0.99,13.3,7,-6,0.148,10,0.5,0.92
,15:32:47,4,3600,2865.5,0.98,13.3,6,-6,0.154,10,0.5,0.92
,15:32:48,4,3600,2866.5,0.99,13.3,7,-6,0.148,10,0.5,0.92
,15:32:49,4,3600,2867.5,0.99,13.3,7,-6,0.143,10,0.5,0.93
,15:32:50,4,3600,2868.5,1,13.3,7,-6,0.139,10,0.5,0.93
