Data file,,DELRINNC010_ISO10_-8C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,31/03/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin NC010 on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:45:01 on 31/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:43:08,4,3600,3486.5,0.99,13.3,7,-6.8,0.149,10,0.5,0.93
,15:43:09,4,3600,3487.5,1,13.3,7,-6.8,0.149,10,0.5,0.93
,15:43:10,4,3600,3488.5,1,13.3,7,-6.8,0.15,10,0.5,0.93
,15:43:11,4,3600,3489.5,1,13.3,7,-6.8,0.15,10,0.5,0.93
,15:43:12,4,3600,3490.5,1,13.3,7,-6.8,0.15,10,0.5,0.94
,15:43:13,4,3600,3491.5,1,13.3,7,-6.8,0.15,10,0.5,0.94
,15:43:14,4,3600,3492.5,1,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:15,4,3600,3493.5,1,13.3,7,-6.8,0.14,10,0.5,0.94
,15:43:16,4,3600,3494.5,1,13.3,7,-6.8,0.139,10,0.5,0.94
,15:43:17,4,3600,3495.5,1,13.3,7,-6.8,0.144,10,0.5,0.93
,15:43:18,4,3600,3496.5,1,13.3,7,-6.8,0.149,10,0.5,0.93
,15:43:19,4,3600,3497.5,1,13.3,6,-6.8,0.156,10,0.5,0.93
,15:43:20,4,3600,3498.5,1,13.3,6,-6.8,0.156,10,0.5,0.94
,15:43:21,4,3600,3499.5,1.01,13.3,7,-6.8,0.151,10,0.5,0.94
,15:43:22,4,3600,3500.5,1.01,13.3,7,-6.8,0.151,10,0.5,0.94
,15:43:23,4,3600,3501.5,1.01,13.3,7,-6.8,0.146,10,0.6,0.95
,15:43:24,4,3600,3502.5,1.01,13.3,7,-6.8,0.14,10,0.5,0.94
,15:43:25,4,3600,3503.5,1.01,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:26,4,3600,3504.5,1.01,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:27,4,3600,3505.5,1,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:28,4,3600,3506.5,1,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:29,4,3600,3507.5,1,13.3,7,-6.8,0.139,10,0.5,0.94
,15:43:30,4,3600,3508.5,1,13.3,7,-6.8,0.14,10,0.5,0.94
,15:43:31,4,3600,3509.5,1,13.3,7,-6.8,0.145,10,0.5,0.94
,15:43:32,4,3600,3510.5,1,13.3,7,-6.8,0.15,10,0.5,0.93
,15:43:33,4,3600,3511.5,1,13.3,7,-6.8,0.149,10,0.5,0.93
,15:43:34,4,3600,3512.5,1,13.3,7,-6.9,0.144,10,0.5,0.93
,15:43:35,4,3600,3513.5,1,13.3,7,-6.9,0.144,10,0.5,0.93
,15:43:36,4,3600,3514.5,1,13.3,7,-6.9,0.144,10,0.5,0.93
,15:43:37,4,3600,3515.5,0.99,13.3,7,-6.9,0.149,10,0.5,0.93
,15:43:38,4,3600,3516.5,0.99,13.3,7,-6.9,0.149,10,0.5,0.93
,15:43:39,4,3600,3517.5,1,13.3,7,-7,0.144,10,0.5,0.93
,15:43:40,4,3600,3518.5,1,13.3,7,-7,0.145,10,0.5,0.94
,15:43:41,4,3600,3519.5,1,13.3,7,-7,0.145,10,0.5,0.94
,15:43:42,4,3600,3520.5,1,13.3,7,-7,0.144,10,0.5,0.93
,15:43:43,4,3600,3521.5,1,13.3,7,-7,0.139,10,0.5,0.93
,15:43:44,4,3600,3522.5,1,13.3,7,-7,0.144,10,0.5,0.93
,15:43:45,4,3600,3523.5,0.99,13.3,7,-7,0.149,10,0.5,0.93
,15:43:46,4,3600,3524.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:43:47,4,3600,3525.5,1,13.3,7,-7.1,0.149,10,0.5,0.93
,15:43:48,4,3600,3526.5,1,13.3,7,-7.1,0.15,10,0.5,0.93
,15:43:49,4,3600,3527.5,1,13.3,7,-7.1,0.15,10,0.5,0.94
,15:43:50,4,3600,3528.5,1,13.3,7,-7.1,0.145,10,0.5,0.94
,15:43:51,4,3600,3529.5,1,13.3,7,-7.1,0.139,10,0.5,0.93
,15:43:52,4,3600,3530.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:43:53,4,3600,3531.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:43:54,4,3600,3532.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:43:55,4,3600,3533.5,1,13.3,7,-7.1,0.149,10,0.5,0.93
,15:43:56,4,3600,3534.5,1,13.3,7,-7,0.15,10,0.5,0.94
,15:43:57,4,3600,3535.5,1.01,13.3,7,-7,0.145,10,0.5,0.94
,15:43:58,4,3600,3536.5,1.01,13.3,7,-7,0.145,10,0.5,0.94
,15:43:59,4,3600,3537.5,1,13.3,7,-7,0.145,10,0.5,0.94
,15:44:00,4,3600,3538.5,1,13.3,7,-7,0.144,10,0.6,0.93
,15:44:01,4,3600,3539.5,0.99,13.3,7,-7,0.149,10,0.5,0.93
,15:44:02,4,3600,3540.5,0.99,13.3,7,-7,0.149,10,0.5,0.93
,15:44:03,4,3600,3541.5,0.99,13.3,7,-7,0.143,10,0.5,0.93
,15:44:04,4,3600,3542.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:44:05,4,3600,3543.5,1,13.3,7,-7,0.144,10,0.5,0.93
,15:44:06,4,3600,3544.5,0.99,13.3,7,-7,0.149,10,0.5,0.93
,15:44:07,4,3600,3545.5,1,13.3,7,-7,0.149,10,0.5,0.93
,15:44:08,4,3600,3546.5,1,13.3,7,-7.1,0.15,10,0.5,0.93
,15:44:09,4,3600,3547.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:44:10,4,3600,3548.5,1,13.3,7,-7.1,0.15,10,0.5,0.93
,15:44:11,4,3600,3549.5,1,13.3,7,-7.1,0.15,10,0.5,0.94
,15:44:12,4,3600,3550.5,1,13.3,7,-7.1,0.15,10,0.5,0.94
,15:44:13,4,3600,3551.5,1.01,13.3,7,-7.1,0.146,10,0.5,0.94
,15:44:14,4,3600,3552.5,1.01,13.3,7,-7.1,0.14,10,0.5,0.94
,15:44:15,4,3600,3553.5,1.01,13.3,7,-7.1,0.14,10,0.5,0.94
,15:44:16,4,3600,3554.5,1,13.3,7,-7.1,0.145,10,0.5,0.94
,15:44:17,4,3600,3555.5,1,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:18,4,3600,3556.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:19,4,3600,3557.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:44:20,4,3600,3558.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:44:21,4,3600,3559.5,1,13.3,7,-7.1,0.15,10,0.5,0.93
,15:44:22,4,3600,3560.5,1,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:23,4,3600,3561.5,1,13.3,7,-7.1,0.15,10,0.5,0.94
,15:44:24,4,3600,3562.5,1,13.3,7,-7.1,0.145,10,0.5,0.94
,15:44:25,4,3600,3563.5,1,13.3,7,-7.1,0.14,10,0.5,0.94
,15:44:26,4,3600,3564.5,1,13.3,7,-7.1,0.139,10,0.5,0.93
,15:44:27,4,3600,3565.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:28,4,3600,3566.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:29,4,3600,3567.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:30,4,3600,3568.5,1,13.3,7,-7.1,0.144,10,0.5,0.93
,15:44:31,4,3600,3569.5,1,13.3,7,-7.1,0.145,10,0.5,0.93
,15:44:32,4,3600,3570.5,1,13.3,7,-7.1,0.139,10,0.5,0.93
,15:44:33,4,3600,3571.5,1,13.3,7,-7.1,0.139,10,0.5,0.93
,15:44:34,4,3600,3572.5,0.99,13.3,7,-7.1,0.138,10,0.5,0.93
,15:44:35,4,3600,3573.5,0.99,13.3,7,-7.1,0.143,10,0.5,0.93
,15:44:36,4,3600,3574.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:37,4,3600,3575.5,0.99,13.3,7,-7.1,0.143,10,0.5,0.93
,15:44:38,4,3600,3576.5,0.99,13.3,7,-7.1,0.143,10,0.5,0.93
,15:44:39,4,3600,3577.5,0.99,13.3,7,-7.1,0.143,10,0.5,0.93
,15:44:40,4,3600,3578.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:41,4,3600,3579.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:42,4,3600,3580.5,0.99,13.3,7,-7.1,0.149,10,0.5,0.93
,15:44:43,4,3600,3581.5,0.99,13.3,7,-7.1,0.143,10,0.5,0.93
,15:44:44,4,3600,3582.5,0.99,13.3,7,-7.2,0.143,10,0.5,0.92
,15:44:45,4,3600,3583.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.92
,15:44:46,4,3600,3584.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.92
,15:44:47,4,3600,3585.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.92
,15:44:48,4,3600,3586.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.92
,15:44:49,4,3600,3587.5,0.98,13.3,7,-7.2,0.142,10,0.5,0.92
,15:44:50,4,3600,3588.5,0.98,13.3,7,-7.2,0.147,10,0.5,0.92
,15:44:51,4,3600,3589.5,0.98,13.3,7,-7.2,0.148,10,0.5,0.92
,15:44:52,4,3600,3590.5,0.99,13.3,7,-7.2,0.143,10,0.5,0.92
,15:44:53,4,3600,3591.5,0.99,13.3,7,-7.2,0.138,10,0.5,0.93
,15:44:54,4,3600,3592.5,0.99,13.3,7,-7.2,0.143,10,0.5,0.93
,15:44:55,4,3600,3593.5,0.99,13.3,7,-7.2,0.148,10,0.5,0.92
,15:44:56,4,3600,3594.5,0.98,13.3,7,-7.2,0.147,10,0.5,0.92
,15:44:57,4,3600,3595.5,0.98,13.3,6,-7.2,0.153,10,0.5,0.92
,15:44:58,4,3600,3596.5,0.98,13.3,7,-7.2,0.148,10,0.5,0.92
,15:44:59,4,3600,3597.5,0.99,13.3,7,-7.2,0.143,10,0.5,0.92
,15:45:00,4,3600,3598.5,0.99,13.3,7,-7.2,0.143,10,0.5,0.93
,15:45:01,4,3600,3599.5,0.99,13.3,7,-7.2,0.148,10,0.5,0.93
,15:45:02,4,3600,3600.5,0.99,13.3,7,-7.2,0.148,10,0.5,0.92
,15:45:03,4,3600,3601.5,0.99,13.3,7,-7.2,0.149,10,0.5,0.93
,15:45:04,4,3600,3602.5,0.99,13.3,7,-7.2,0.149,10,0.5,0.93
,15:45:05,4,3600,3603.5,0.99,13.3,7,-7.2,0.149,10,0.5,0.93
,15:45:06,4,3600,3604.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.93
,15:45:07,4,3600,3605.5,0.99,13.3,7,-7.3,0.138,10,0.5,0.93
,15:45:08,4,3600,3606.5,1,13.3,7,-7.3,0.139,10,0.6,0.93
,15:45:09,4,3600,3607.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.93
,15:45:10,4,3600,3608.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.92
,15:45:11,4,3600,3609.5,0.98,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:12,4,3600,3610.5,0.98,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:13,4,3600,3611.5,0.98,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:14,4,3600,3612.5,0.99,13.3,7,-7.3,0.148,10,0.5,0.93
,15:45:15,4,3600,3613.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.93
,15:45:16,4,3600,3614.5,0.99,13.3,7,-7.3,0.138,10,0.5,0.93
,15:45:17,4,3600,3615.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.93
,15:45:18,4,3600,3616.5,0.99,13.3,7,-7.3,0.143,10,0.5,0.93
,15:45:19,4,3600,3617.5,0.98,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:20,4,3600,3618.5,0.98,13.3,7,-7.3,0.147,10,0.5,0.92
,15:45:21,4,3600,3619.5,0.99,13.3,6,-7.3,0.154,10,0.5,0.92
,15:45:22,4,3600,3620.5,0.99,13.3,7,-7.3,0.149,10,0.5,0.93
,15:45:23,4,3600,3621.5,0.99,13.3,7,-7.3,0.143,10,0.6,0.93
,15:45:24,4,3600,3622.5,1,13.3,7,-7.3,0.134,10,0.5,0.93
,15:45:25,4,3600,3623.5,0.99,13.3,7,-7.3,0.138,10,0.5,0.93
,15:45:26,4,3600,3624.5,0.99,13.3,7,-7.3,0.149,10,0.5,0.93
,15:45:27,4,3600,3625.5,0.98,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:28,4,3600,3626.5,0.99,13.3,7,-7.3,0.148,10,0.5,0.92
,15:45:29,4,3600,3627.5,0.99,13.3,7,-7.3,0.149,10,0.5,0.93
,15:45:30,4,3600,3628.5,1,13.3,7,-7.3,0.15,10,0.5,0.93
,15:45:31,4,3600,3629.5,1,13.3,7,-7.3,0.15,10,0.5,0.94
,15:45:32,4,3600,3630.5,1,13.3,7,-7.4,0.145,10,0.5,0.93
,15:45:33,4,3600,3631.5,1,13.3,7,-7.4,0.139,10,0.5,0.93
,15:45:34,4,3600,3632.5,1,13.3,7,-7.4,0.139,10,0.5,0.93
,15:45:35,4,3600,3633.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:36,4,3600,3634.5,0.99,13.3,7,-7.4,0.149,10,0.5,0.92
,15:45:37,4,3600,3635.5,0.98,13.3,7,-7.4,0.142,10,0.5,0.92
,15:45:38,4,3600,3636.5,0.99,13.3,7,-7.4,0.148,10,0.5,0.92
,15:45:39,4,3600,3637.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:40,4,3600,3638.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:41,4,3600,3639.5,1,13.3,7,-7.4,0.144,10,0.5,0.93
,15:45:42,4,3600,3640.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:43,4,3600,3641.5,0.98,13.3,7,-7.4,0.142,10,0.5,0.92
,15:45:44,4,3600,3642.5,0.98,13.3,7,-7.4,0.147,10,0.5,0.91
,15:45:45,4,3600,3643.5,0.98,13.3,7,-7.4,0.141,10,0.5,0.92
,15:45:46,4,3600,3644.5,0.98,13.3,7,-7.4,0.148,10,0.5,0.92
,15:45:47,4,3600,3645.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:48,4,3600,3646.5,0.99,13.3,7,-7.4,0.143,10,0.5,0.93
,15:45:49,4,3600,3647.5,0.98,13.3,7,-7.4,0.142,10,0.5,0.92
,15:45:50,4,3600,3648.5,0.98,13.3,7,-7.4,0.147,10,0.5,0.91
,15:45:51,4,3600,3649.5,0.98,13.3,6,-7.4,0.152,10,0.5,0.91
,15:45:52,4,3600,3650.5,0.98,13.3,7,-7.4,0.147,10,0.5,0.92
,15:45:53,4,3600,3651.5,0.98,13.3,7,-7.4,0.142,10,0.5,0.92
,15:45:54,4,3600,3652.5,0.98,13.3,7,-7.5,0.137,10,0.5,0.92
,15:45:55,4,3600,3653.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:45:56,4,3600,3654.5,0.98,13.3,7,-7.5,0.141,10,0.5,0.91
,15:45:57,4,3600,3655.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.91
,15:45:58,4,3600,3656.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.91
,15:45:59,4,3600,3657.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:00,4,3600,3658.5,0.99,13.3,7,-7.5,0.138,10,0.5,0.92
,15:46:01,4,3600,3659.5,0.99,13.3,7,-7.5,0.138,10,0.5,0.92
,15:46:02,4,3600,3660.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:03,4,3600,3661.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.91
,15:46:04,4,3600,3662.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:05,4,3600,3663.5,0.98,13.3,7,-7.5,0.148,10,0.5,0.92
,15:46:06,4,3600,3664.5,0.99,13.3,7,-7.5,0.143,10,0.5,0.93
,15:46:07,4,3600,3665.5,0.99,13.3,7,-7.5,0.138,10,0.5,0.92
,15:46:08,4,3600,3666.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:09,4,3600,3667.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:10,4,3600,3668.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:11,4,3600,3669.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:12,4,3600,3670.5,0.98,13.3,7,-7.5,0.148,10,0.5,0.92
,15:46:13,4,3600,3671.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:14,4,3600,3672.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:15,4,3600,3673.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:16,4,3600,3674.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:17,4,3600,3675.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:18,4,3600,3676.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:19,4,3600,3677.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:20,4,3600,3678.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:21,4,3600,3679.5,0.98,13.3,7,-7.5,0.147,10,0.5,0.92
,15:46:22,4,3600,3680.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:23,4,3600,3681.5,0.98,13.3,7,-7.5,0.142,10,0.5,0.92
,15:46:24,4,3600,3682.5,0.98,13.3,7,-7.6,0.142,10,0.5,0.92
,15:46:25,4,3600,3683.5,0.99,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:26,4,3600,3684.5,0.99,13.3,7,-7.6,0.149,10,0.5,0.93
,15:46:27,4,3600,3685.5,0.99,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:28,4,3600,3686.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.92
,15:46:29,4,3600,3687.5,0.98,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:30,4,3600,3688.5,0.98,13.3,7,-7.6,0.142,10,0.5,0.92
,15:46:31,4,3600,3689.5,0.98,13.3,7,-7.6,0.136,10,0.5,0.92
,15:46:32,4,3600,3690.5,0.98,13.3,7,-7.6,0.142,10,0.5,0.91
,15:46:33,4,3600,3691.5,0.98,13.3,7,-7.6,0.147,10,0.5,0.91
,15:46:34,4,3600,3692.5,0.98,13.3,7,-7.6,0.147,10,0.5,0.92
,15:46:35,4,3600,3693.5,0.98,13.3,7,-7.6,0.147,10,0.5,0.92
,15:46:36,4,3600,3694.5,0.99,13.3,7,-7.6,0.149,10,0.5,0.93
,15:46:37,4,3600,3695.5,0.99,13.3,7,-7.6,0.149,10,0.5,0.93
,15:46:38,4,3600,3696.5,0.99,13.3,7,-7.6,0.138,10,0.5,0.93
,15:46:39,4,3600,3697.5,0.99,13.3,7,-7.6,0.138,10,0.5,0.93
,15:46:40,4,3600,3698.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.93
,15:46:41,4,3600,3699.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.92
,15:46:42,4,3600,3700.5,0.99,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:43,4,3600,3701.5,0.99,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:44,4,3600,3702.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.92
,15:46:45,4,3600,3703.5,0.99,13.3,7,-7.6,0.138,10,0.5,0.92
,15:46:46,4,3600,3704.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.92
,15:46:47,4,3600,3705.5,0.98,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:48,4,3600,3706.5,0.98,13.3,6,-7.6,0.153,10,0.5,0.92
,15:46:49,4,3600,3707.5,0.98,13.3,7,-7.6,0.147,10,0.5,0.92
,15:46:50,4,3600,3708.5,0.99,13.3,7,-7.6,0.138,10,0.5,0.92
,15:46:51,4,3600,3709.5,0.99,13.3,7,-7.6,0.138,10,0.5,0.93
,15:46:52,4,3600,3710.5,0.98,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:53,4,3600,3711.5,0.98,13.3,6,-7.6,0.153,10,0.5,0.92
,15:46:54,4,3600,3712.5,0.98,13.3,7,-7.6,0.147,10,0.5,0.92
,15:46:55,4,3600,3713.5,0.98,13.3,7,-7.6,0.142,10,0.5,0.92
,15:46:56,4,3600,3714.5,0.98,13.3,7,-7.6,0.137,10,0.5,0.92
,15:46:57,4,3600,3715.5,0.98,13.3,7,-7.6,0.142,10,0.5,0.92
,15:46:58,4,3600,3716.5,0.98,13.3,7,-7.6,0.148,10,0.5,0.92
,15:46:59,4,3600,3717.5,0.98,13.3,7,-7.6,0.148,10,0.5,0.92
,15:47:00,4,3600,3718.5,0.99,13.3,7,-7.6,0.149,10,0.5,0.93
,15:47:01,4,3600,3719.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.93
,15:47:02,4,3600,3720.5,0.99,13.3,7,-7.6,0.149,10,0.5,0.93
,15:47:03,4,3600,3721.5,0.99,13.3,7,-7.6,0.143,10,0.5,0.93
,15:47:04,4,3600,3722.5,0.99,13.3,7,-7.7,0.138,10,0.5,0.93
,15:47:05,4,3600,3723.5,0.99,13.3,7,-7.7,0.138,10,0.5,0.92
,15:47:06,4,3600,3724.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.92
,15:47:07,4,3600,3725.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:08,4,3600,3726.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:09,4,3600,3727.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:10,4,3600,3728.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.93
,15:47:11,4,3600,3729.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.93
,15:47:12,4,3600,3730.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.92
,15:47:13,4,3600,3731.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:14,4,3600,3732.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:15,4,3600,3733.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:16,4,3600,3734.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:17,4,3600,3735.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:18,4,3600,3736.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:19,4,3600,3737.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:20,4,3600,3738.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:21,4,3600,3739.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:22,4,3600,3740.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:23,4,3600,3741.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:24,4,3600,3742.5,0.98,13.3,7,-7.7,0.148,10,0.5,0.92
,15:47:25,4,3600,3743.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.93
,15:47:26,4,3600,3744.5,0.99,13.3,7,-7.7,0.138,10,0.5,0.93
,15:47:27,4,3600,3745.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.92
,15:47:28,4,3600,3746.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:29,4,3600,3747.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:30,4,3600,3748.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:31,4,3600,3749.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:32,4,3600,3750.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:33,4,3600,3751.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.92
,15:47:34,4,3600,3752.5,0.99,13.3,7,-7.7,0.143,10,0.5,0.92
,15:47:35,4,3600,3753.5,0.99,13.3,7,-7.7,0.138,10,0.6,0.92
,15:47:36,4,3600,3754.5,0.98,13.3,7,-7.7,0.137,10,0.5,0.92
,15:47:37,4,3600,3755.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:38,4,3600,3756.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:39,4,3600,3757.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:40,4,3600,3758.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.91
,15:47:41,4,3600,3759.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:42,4,3600,3760.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:43,4,3600,3761.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:44,4,3600,3762.5,0.98,13.3,7,-7.7,0.137,10,0.5,0.92
,15:47:45,4,3600,3763.5,0.98,13.3,7,-7.7,0.137,10,0.5,0.92
,15:47:46,4,3600,3764.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:47,4,3600,3765.5,0.98,13.3,7,-7.7,0.142,10,0.6,0.92
,15:47:48,4,3600,3766.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:49,4,3600,3767.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:50,4,3600,3768.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:51,4,3600,3769.5,0.98,13.3,6,-7.7,0.153,10,0.5,0.92
,15:47:52,4,3600,3770.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:53,4,3600,3771.5,0.98,13.3,7,-7.7,0.147,10,0.5,0.92
,15:47:54,4,3600,3772.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:55,4,3600,3773.5,0.98,13.3,7,-7.7,0.142,10,0.5,0.92
,15:47:56,4,3600,3774.5,0.99,13.3,7,-7.8,0.143,10,0.5,0.92
,15:47:57,4,3600,3775.5,0.99,13.3,7,-7.8,0.138,10,0.5,0.92
,15:47:58,4,3600,3776.5,0.98,13.3,7,-7.8,0.137,10,0.5,0.92
,15:47:59,4,3600,3777.5,0.98,13.3,7,-7.8,0.142,10,0.5,0.92
,15:48:00,4,3600,3778.5,0.98,13.3,7,-7.8,0.142,10,0.5,0.92
,15:48:01,4,3600,3779.5,0.98,13.3,7,-7.8,0.148,10,0.6,0.92
,15:48:02,4,3600,3780.5,0.98,13.3,7,-7.8,0.148,10,0.5,0.92
,15:48:03,4,3600,3781.5,0.98,13.3,7,-7.8,0.147,10,0.5,0.92
,15:48:04,4,3600,3782.5,0.98,13.3,7,-7.8,0.142,10,0.5,0.92
,15:48:05,4,3600,3783.5,0.98,13.3,7,-7.8,0.142,10,0.5,0.91
