Data file,,DELRIN500AF_ISO10_-8C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,04/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin500AF on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 15:44:08 on 04/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,15:59:21,4,3600,906.5,1.13,13.3,7,-7.9,0.169,10,0.1,1.06
,15:59:22,4,3600,907.5,1.13,13.3,7,-7.9,0.169,10,0.1,1.06
,15:59:23,4,3600,908.5,1.14,13.3,7,-7.9,0.164,10,0.1,1.06
,15:59:24,4,3600,909.5,1.14,13.3,7,-7.9,0.165,10,0.1,1.07
,15:59:25,4,3600,910.5,1.14,13.3,7,-7.8,0.164,10,0.1,1.06
,15:59:26,4,3600,911.5,1.14,13.3,7,-7.8,0.171,10,0.1,1.06
,15:59:27,4,3600,912.5,1.13,13.3,7,-7.8,0.17,10,0.1,1.06
,15:59:28,4,3600,913.5,1.14,13.3,7,-7.8,0.171,10,0.1,1.06
,15:59:29,4,3600,914.5,1.14,13.3,7,-7.8,0.165,10,0.1,1.07
,15:59:30,4,3600,915.5,1.14,13.3,7,-7.8,0.165,10,0.1,1.07
,15:59:31,4,3600,916.5,1.14,13.3,7,-7.8,0.172,10,0.1,1.07
,15:59:32,4,3600,917.5,1.14,13.3,7,-7.8,0.165,10,0.1,1.07
,15:59:33,4,3600,918.5,1.14,13.3,7,-7.8,0.165,10,0.1,1.07
,15:59:34,4,3600,919.5,1.14,13.3,7,-7.8,0.165,10,0.1,1.07
,15:59:35,4,3600,920.5,1.14,13.3,7,-7.8,0.164,10,0.1,1.06
,15:59:36,4,3600,921.5,1.13,13.3,7,-7.8,0.164,10,0.1,1.06
,15:59:37,4,3600,922.5,1.13,13.3,7,-7.8,0.169,10,0.1,1.06
,15:59:38,4,3600,923.5,1.13,13.3,7,-7.8,0.163,10,0.1,1.06
,15:59:39,4,3600,924.5,1.13,13.3,7,-7.8,0.164,10,0.1,1.06
,15:59:40,4,3600,925.5,1.13,13.3,7,-7.8,0.164,10,0.1,1.06
,15:59:41,4,3600,926.5,1.13,13.3,7,-7.8,0.158,10,0.1,1.06
,15:59:42,4,3600,927.5,1.13,13.3,7,-7.7,0.153,10,0.1,1.06
,15:59:43,4,3600,928.5,1.13,13.3,7,-7.7,0.157,10,0.1,1.06
,15:59:44,4,3600,929.5,1.13,13.3,7,-7.7,0.164,10,0.1,1.06
,15:59:45,4,3600,930.5,1.13,13.3,7,-7.7,0.169,10,0.1,1.06
,15:59:46,4,3600,931.5,1.13,13.3,7,-7.7,0.17,10,0.1,1.06
,15:59:47,4,3600,932.5,1.13,13.3,7,-7.7,0.17,10,0.1,1.06
,15:59:48,4,3600,933.5,1.13,13.3,7,-7.7,0.17,10,0.1,1.06
,15:59:49,4,3600,934.5,1.13,13.3,7,-7.7,0.17,10,0.1,1.06
,15:59:50,4,3600,935.5,1.13,13.3,7,-7.7,0.164,10,0.1,1.06
,15:59:51,4,3600,936.5,1.13,13.3,7,-7.7,0.158,10,0.1,1.06
,15:59:52,4,3600,937.5,1.13,13.3,7,-7.7,0.157,10,0.1,1.06
,15:59:53,4,3600,938.5,1.13,13.3,7,-7.7,0.163,10,0.1,1.06
,15:59:54,4,3600,939.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.06
,15:59:55,4,3600,940.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.06
,15:59:56,4,3600,941.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.06
,15:59:57,4,3600,942.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.06
,15:59:58,4,3600,943.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.06
,15:59:59,4,3600,944.5,1.13,13.3,7,-7.6,0.163,10,0.1,1.05
,16:00:00,4,3600,945.5,1.12,13.3,7,-7.6,0.162,10,0.1,1.05
,16:00:01,4,3600,946.5,1.12,13.3,7,-7.6,0.162,10,0.1,1.05
,16:00:02,4,3600,947.5,1.12,13.3,7,-7.6,0.167,10,0.1,1.05
,16:00:03,4,3600,948.5,1.12,13.3,6,-7.6,0.174,10,0.1,1.05
,16:00:04,4,3600,949.5,1.12,13.3,7,-7.6,0.168,10,0.1,1.05
,16:00:05,4,3600,950.5,1.12,13.3,7,-7.5,0.169,10,0.1,1.05
,16:00:06,4,3600,951.5,1.13,13.3,7,-7.5,0.169,10,0.1,1.06
,16:00:07,4,3600,952.5,1.14,13.3,7,-7.5,0.171,10,0.1,1.06
,16:00:08,4,3600,953.5,1.14,13.3,7,-7.5,0.171,10,0.1,1.07
,16:00:09,4,3600,954.5,1.14,13.3,7,-7.5,0.165,10,0.1,1.07
,16:00:10,4,3600,955.5,1.14,13.3,7,-7.5,0.158,10,0.1,1.06
,16:00:11,4,3600,956.5,1.14,13.3,7,-7.5,0.158,10,0.1,1.06
,16:00:12,4,3600,957.5,1.13,13.3,7,-7.5,0.164,10,0.1,1.06
,16:00:13,4,3600,958.5,1.13,13.3,7,-7.5,0.169,10,0.1,1.06
,16:00:14,4,3600,959.5,1.13,13.3,7,-7.5,0.169,10,0.1,1.06
,16:00:15,4,3600,960.5,1.13,13.3,7,-7.5,0.169,10,0.1,1.06
,16:00:16,4,3600,961.5,1.13,13.3,7,-7.5,0.169,10,0.1,1.06
,16:00:17,4,3600,962.5,1.13,13.3,7,-7.5,0.17,10,0.1,1.06
,16:00:18,4,3600,963.5,1.13,13.3,7,-7.4,0.17,10,0.1,1.06
,16:00:19,4,3600,964.5,1.14,13.3,7,-7.4,0.158,10,0.1,1.07
,16:00:20,4,3600,965.5,1.14,13.3,7,-7.4,0.159,10,0.1,1.07
,16:00:21,4,3600,966.5,1.14,13.3,7,-7.4,0.165,10,0.1,1.07
,16:00:22,4,3600,967.5,1.14,13.3,7,-7.4,0.165,10,0.1,1.06
,16:00:23,4,3600,968.5,1.13,13.3,7,-7.4,0.164,10,0.1,1.06
,16:00:24,4,3600,969.5,1.13,13.3,7,-7.4,0.164,10,0.1,1.06
,16:00:25,4,3600,970.5,1.13,13.3,7,-7.4,0.163,10,0.1,1.06
,16:00:26,4,3600,971.5,1.13,13.3,7,-7.4,0.169,10,0.1,1.06
,16:00:27,4,3600,972.5,1.13,13.3,7,-7.4,0.17,10,0.1,1.06
,16:00:28,4,3600,973.5,1.13,13.3,7,-7.4,0.164,10,0.1,1.06
,16:00:29,4,3600,974.5,1.14,13.3,7,-7.3,0.158,10,0.1,1.07
,16:00:30,4,3600,975.5,1.14,13.3,7,-7.3,0.159,10,0.1,1.07
,16:00:31,4,3600,976.5,1.14,13.3,7,-7.3,0.164,10,0.1,1.06
,16:00:32,4,3600,977.5,1.13,13.3,7,-7.3,0.17,10,0.1,1.06
,16:00:33,4,3600,978.5,1.12,13.3,7,-7.3,0.169,10,0.1,1.05
,16:00:34,4,3600,979.5,1.13,13.3,7,-7.3,0.169,10,0.1,1.06
,16:00:35,4,3600,980.5,1.13,13.3,7,-7.3,0.17,10,0.1,1.06
,16:00:36,4,3600,981.5,1.14,13.3,7,-7.3,0.171,10,0.1,1.07
,16:00:37,4,3600,982.5,1.14,13.3,7,-7.3,0.171,10,0.1,1.07
,16:00:38,4,3600,983.5,1.14,13.3,7,-7.3,0.164,10,0.1,1.06
,16:00:39,4,3600,984.5,1.13,13.3,7,-7.3,0.164,10,0.1,1.06
,16:00:40,4,3600,985.5,1.14,13.3,7,-7.3,0.158,10,0.1,1.06
,16:00:41,4,3600,986.5,1.14,13.3,7,-7.2,0.158,10,0.1,1.06
,16:00:42,4,3600,987.5,1.14,13.3,7,-7.2,0.158,10,0.1,1.06
,16:00:43,4,3600,988.5,1.13,13.3,7,-7.2,0.164,10,0.1,1.06
,16:00:44,4,3600,989.5,1.13,13.3,7,-7.2,0.169,10,0.1,1.06
,16:00:45,4,3600,990.5,1.12,13.3,7,-7.2,0.169,10,0.1,1.05
,16:00:46,4,3600,991.5,1.13,13.3,6,-7.2,0.176,10,0.1,1.06
,16:00:47,4,3600,992.5,1.13,13.3,7,-7.2,0.17,10,0.1,1.06
,16:00:48,4,3600,993.5,1.14,13.3,7,-7.2,0.164,10,0.1,1.06
,16:00:49,4,3600,994.5,1.14,13.3,7,-7.2,0.165,10,0.1,1.07
,16:00:50,4,3600,995.5,1.14,13.3,7,-7.2,0.165,10,0.1,1.07
,16:00:51,4,3600,996.5,1.14,13.3,7,-7.2,0.159,10,0.1,1.07
,16:00:52,4,3600,997.5,1.14,13.3,7,-7.2,0.159,10,0.1,1.07
,16:00:53,4,3600,998.5,1.14,13.3,7,-7.1,0.159,10,0.1,1.06
,16:00:54,4,3600,999.5,1.13,13.3,7,-7.1,0.164,10,0.1,1.06
,16:00:55,4,3600,1000.5,1.13,13.3,7,-7.1,0.169,10,0.1,1.06
,16:00:56,4,3600,1001.5,1.13,13.3,7,-7.1,0.17,10,0.1,1.06
,16:00:57,4,3600,1002.5,1.13,13.3,7,-7.1,0.17,10,0.1,1.06
,16:00:58,4,3600,1003.5,1.14,13.3,7,-7.1,0.171,10,0.1,1.06
,16:00:59,4,3600,1004.5,1.13,13.3,7,-7.1,0.17,10,0.1,1.06
,16:01:00,4,3600,1005.5,1.13,13.3,7,-7.1,0.17,10,0.1,1.06
,16:01:01,4,3600,1006.5,1.13,13.3,7,-7.1,0.163,10,0.1,1.06
,16:01:02,4,3600,1007.5,1.13,13.3,7,-7.1,0.158,10,0.1,1.06
,16:01:03,4,3600,1008.5,1.13,13.3,7,-7.1,0.158,10,0.1,1.06
,16:01:04,4,3600,1009.5,1.13,13.3,7,-7,0.158,10,0.1,1.06
,16:01:05,4,3600,1010.5,1.13,13.3,7,-7,0.163,10,0.1,1.06
,16:01:06,4,3600,1011.5,1.12,13.3,7,-7,0.169,10,0.1,1.05
,16:01:07,4,3600,1012.5,1.12,13.3,6,-7,0.175,10,0.1,1.05
,16:01:08,4,3600,1013.5,1.12,13.3,7,-7,0.168,10,0.1,1.05
,16:01:09,4,3600,1014.5,1.13,13.3,7,-7,0.17,10,0.1,1.06
,16:01:10,4,3600,1015.5,1.14,13.3,7,-7,0.171,10,0.1,1.07
,16:01:11,4,3600,1016.5,1.14,13.3,7,-7,0.171,10,0.1,1.07
,16:01:12,4,3600,1017.5,1.14,13.3,7,-7,0.165,10,0.1,1.07
,16:01:13,4,3600,1018.5,1.13,13.3,7,-7,0.158,10,0.1,1.06
,16:01:14,4,3600,1019.5,1.13,13.3,7,-7,0.157,10,0.1,1.05
,16:01:15,4,3600,1020.5,1.12,13.3,7,-7,0.162,10,0.1,1.05
,16:01:16,4,3600,1021.5,1.12,13.3,7,-6.9,0.162,10,0.1,1.05
,16:01:17,4,3600,1022.5,1.13,13.3,7,-6.9,0.163,10,0.1,1.06
,16:01:18,4,3600,1023.5,1.13,13.3,7,-6.9,0.169,10,0.1,1.06
,16:01:19,4,3600,1024.5,1.13,13.3,7,-6.9,0.169,10,0.1,1.06
,16:01:20,4,3600,1025.5,1.13,13.3,7,-6.9,0.169,10,0.1,1.06
,16:01:21,4,3600,1026.5,1.13,13.3,7,-6.9,0.163,10,0.1,1.06
,16:01:22,4,3600,1027.5,1.13,13.3,7,-6.9,0.164,10,0.1,1.06
,16:01:23,4,3600,1028.5,1.13,13.3,7,-6.9,0.158,10,0.1,1.06
,16:01:24,4,3600,1029.5,1.14,13.3,7,-6.9,0.158,10,0.1,1.06
,16:01:25,4,3600,1030.5,1.14,13.3,7,-6.9,0.164,10,0.1,1.06
,16:01:26,4,3600,1031.5,1.13,13.3,7,-6.8,0.17,10,0.1,1.06
,16:01:27,4,3600,1032.5,1.13,13.3,7,-6.8,0.169,10,0.1,1.06
,16:01:28,4,3600,1033.5,1.12,13.3,7,-6.8,0.169,10,0.1,1.05
,16:01:29,4,3600,1034.5,1.13,13.3,7,-6.8,0.169,10,0.1,1.06
,16:01:30,4,3600,1035.5,1.13,13.3,7,-6.8,0.17,10,0.1,1.06
,16:01:31,4,3600,1036.5,1.13,13.3,7,-6.8,0.17,10,0.1,1.06
,16:01:32,4,3600,1037.5,1.13,13.3,7,-6.8,0.17,10,0.1,1.06
,16:01:33,4,3600,1038.5,1.13,13.3,7,-6.8,0.164,10,0.1,1.06
,16:01:34,4,3600,1039.5,1.13,13.3,7,-6.8,0.158,10,0.1,1.06
,16:01:35,4,3600,1040.5,1.13,13.3,7,-6.8,0.158,10,0.1,1.06
,16:01:36,4,3600,1041.5,1.14,13.3,7,-6.8,0.164,10,0.1,1.06
,16:01:37,4,3600,1042.5,1.14,13.3,7,-6.8,0.171,10,0.1,1.07
,16:01:38,4,3600,1043.5,1.14,13.3,7,-6.8,0.171,10,0.1,1.06
,16:01:39,4,3600,1044.5,1.13,13.3,7,-6.8,0.164,10,0.1,1.06
,16:01:40,4,3600,1045.5,1.13,13.3,7,-6.7,0.169,10,0.1,1.06
,16:01:41,4,3600,1046.5,1.13,13.3,7,-6.7,0.169,10,0.1,1.06
,16:01:42,4,3600,1047.5,1.13,13.3,7,-6.7,0.169,10,0.1,1.06
,16:01:43,4,3600,1048.5,1.13,13.3,7,-6.7,0.163,10,0.1,1.06
,16:01:44,4,3600,1049.5,1.13,13.3,7,-6.7,0.157,10,0.1,1.06
,16:01:45,4,3600,1050.5,1.13,13.3,7,-6.7,0.157,10,0.1,1.06
,16:01:46,4,3600,1051.5,1.13,13.3,7,-6.7,0.164,10,0.1,1.06
,16:01:47,4,3600,1052.5,1.13,13.3,7,-6.7,0.17,10,0.1,1.06
,16:01:48,4,3600,1053.5,1.13,13.3,7,-6.7,0.169,10,0.1,1.06
,16:01:49,4,3600,1054.5,1.12,13.3,7,-6.7,0.169,10,0.1,1.05
,16:01:50,4,3600,1055.5,1.12,13.3,7,-6.7,0.169,10,0.1,1.05
,16:01:51,4,3600,1056.5,1.12,13.3,7,-6.7,0.169,10,0.1,1.05
,16:01:52,4,3600,1057.5,1.13,13.3,7,-6.7,0.169,10,0.1,1.06
,16:01:53,4,3600,1058.5,1.13,13.3,7,-6.7,0.163,10,0.1,1.05
,16:01:54,4,3600,1059.5,1.13,13.3,7,-6.7,0.157,10,0.1,1.06
,16:01:55,4,3600,1060.5,1.13,13.3,7,-6.6,0.157,10,0.1,1.06
,16:01:56,4,3600,1061.5,1.13,13.3,7,-6.6,0.164,10,0.1,1.06
,16:01:57,4,3600,1062.5,1.13,13.3,7,-6.6,0.17,10,0.1,1.06
,16:01:58,4,3600,1063.5,1.13,13.3,7,-6.6,0.17,10,0.1,1.06
,16:01:59,4,3600,1064.5,1.13,13.3,7,-6.6,0.169,10,0.1,1.06
,16:02:00,4,3600,1065.5,1.13,13.3,7,-6.6,0.17,10,0.1,1.06
,16:02:01,4,3600,1066.5,1.13,13.3,7,-6.6,0.169,10,0.1,1.06
,16:02:02,4,3600,1067.5,1.13,13.3,7,-6.6,0.163,10,0.1,1.06
,16:02:03,4,3600,1068.5,1.13,13.3,7,-6.6,0.163,10,0.1,1.06
,16:02:04,4,3600,1069.5,1.13,13.3,7,-6.6,0.157,10,0.1,1.06
,16:02:05,4,3600,1070.5,1.13,13.3,7,-6.6,0.158,10,0.1,1.06
,16:02:06,4,3600,1071.5,1.13,13.3,7,-6.6,0.164,10,0.1,1.06
,16:02:07,4,3600,1072.5,1.14,13.3,7,-6.6,0.164,10,0.1,1.06
,16:02:08,4,3600,1073.5,1.13,13.3,7,-6.6,0.164,10,0.1,1.06
,16:02:09,4,3600,1074.5,1.14,13.3,7,-6.6,0.171,10,0.1,1.06
,16:02:10,4,3600,1075.5,1.14,13.3,7,-6.5,0.171,10,0.1,1.06
,16:02:11,4,3600,1076.5,1.13,13.3,7,-6.5,0.17,10,0.1,1.06
,16:02:12,4,3600,1077.5,1.13,13.3,7,-6.5,0.17,10,0.1,1.06
,16:02:13,4,3600,1078.5,1.13,13.3,7,-6.5,0.163,10,0.1,1.06
,16:02:14,4,3600,1079.5,1.13,13.3,7,-6.5,0.157,10,0.1,1.05
,16:02:15,4,3600,1080.5,1.13,13.3,7,-6.5,0.157,10,0.1,1.06
,16:02:16,4,3600,1081.5,1.13,13.3,7,-6.5,0.163,10,0.1,1.06
,16:02:17,4,3600,1082.5,1.13,13.3,7,-6.5,0.163,10,0.1,1.06
,16:02:18,4,3600,1083.5,1.12,13.3,7,-6.5,0.168,10,0.1,1.05
,16:02:19,4,3600,1084.5,1.12,13.3,7,-6.5,0.168,10,0.1,1.05
,16:02:20,4,3600,1085.5,1.12,13.3,7,-6.5,0.169,10,0.1,1.06
,16:02:21,4,3600,1086.5,1.13,13.3,7,-6.5,0.169,10,0.1,1.06
,16:02:22,4,3600,1087.5,1.13,13.3,7,-6.5,0.17,10,0.1,1.06
,16:02:23,4,3600,1088.5,1.13,13.3,7,-6.5,0.164,10,0.1,1.06
,16:02:24,4,3600,1089.5,1.13,13.3,7,-6.4,0.164,10,0.1,1.06
,16:02:25,4,3600,1090.5,1.13,13.3,7,-6.4,0.164,10,0.1,1.06
,16:02:26,4,3600,1091.5,1.13,13.3,7,-6.4,0.164,10,0.1,1.06
,16:02:27,4,3600,1092.5,1.13,13.3,7,-6.4,0.17,10,0.1,1.06
,16:02:28,4,3600,1093.5,1.13,13.3,7,-6.4,0.17,10,0.1,1.06
,16:02:29,4,3600,1094.5,1.13,13.3,7,-6.4,0.169,10,0.1,1.06
,16:02:30,4,3600,1095.5,1.12,13.3,7,-6.4,0.169,10,0.1,1.05
,16:02:31,4,3600,1096.5,1.12,13.3,7,-6.4,0.168,10,0.1,1.05
,16:02:32,4,3600,1097.5,1.12,13.3,7,-6.4,0.162,10,0.1,1.05
,16:02:33,4,3600,1098.5,1.12,13.3,7,-6.4,0.162,10,0.1,1.05
,16:02:34,4,3600,1099.5,1.12,13.3,7,-6.4,0.157,10,0.1,1.05
,16:02:35,4,3600,1100.5,1.13,13.3,7,-6.4,0.163,10,0.1,1.06
,16:02:36,4,3600,1101.5,1.12,13.3,7,-6.4,0.169,10,0.1,1.05
,16:02:37,4,3600,1102.5,1.12,13.3,7,-6.4,0.169,10,0.1,1.05
,16:02:38,4,3600,1103.5,1.13,13.3,7,-6.4,0.169,10,0.1,1.06
,16:02:39,4,3600,1104.5,1.13,13.3,7,-6.4,0.17,10,0.1,1.06
,16:02:40,4,3600,1105.5,1.13,13.3,7,-6.4,0.164,10,0.1,1.06
,16:02:41,4,3600,1106.5,1.13,13.3,7,-6.3,0.17,10,0.1,1.06
,16:02:42,4,3600,1107.5,1.13,13.3,7,-6.3,0.163,10,0.1,1.06
,16:02:43,4,3600,1108.5,1.13,13.3,7,-6.3,0.157,10,0.1,1.06
,16:02:44,4,3600,1109.5,1.12,13.3,7,-6.3,0.162,10,0.1,1.05
,16:02:45,4,3600,1110.5,1.12,13.3,7,-6.3,0.162,10,0.1,1.05
,16:02:46,4,3600,1111.5,1.12,13.3,7,-6.3,0.169,10,0.1,1.05
,16:02:47,4,3600,1112.5,1.13,13.3,7,-6.3,0.169,10,0.1,1.06
,16:02:48,4,3600,1113.5,1.13,13.3,7,-6.3,0.17,10,0.1,1.06
,16:02:49,4,3600,1114.5,1.13,13.3,7,-6.3,0.164,10,0.1,1.06
,16:02:50,4,3600,1115.5,1.14,13.3,7,-6.3,0.158,10,0.1,1.06
,16:02:51,4,3600,1116.5,1.14,13.3,7,-6.3,0.158,10,0.1,1.06
,16:02:52,4,3600,1117.5,1.13,13.3,7,-6.3,0.158,10,0.1,1.06
,16:02:53,4,3600,1118.5,1.13,13.3,7,-6.3,0.164,10,0.1,1.06
,16:02:54,4,3600,1119.5,1.12,13.3,7,-6.3,0.169,10,0.1,1.05
,16:02:55,4,3600,1120.5,1.12,13.3,7,-6.3,0.168,10,0.1,1.05
,16:02:56,4,3600,1121.5,1.12,13.3,7,-6.3,0.168,10,0.1,1.05
,16:02:57,4,3600,1122.5,1.12,13.3,7,-6.3,0.169,10,0.1,1.06
,16:02:58,4,3600,1123.5,1.13,13.3,7,-6.3,0.163,10,0.1,1.06
,16:02:59,4,3600,1124.5,1.13,13.3,7,-6.3,0.157,10,0.1,1.05
,16:03:00,4,3600,1125.5,1.12,13.3,7,-6.3,0.162,10,0.1,1.05
,16:03:01,4,3600,1126.5,1.12,13.3,7,-6.3,0.168,10,0.1,1.05
,16:03:02,4,3600,1127.5,1.12,13.3,7,-6.2,0.167,10,0.1,1.05
,16:03:03,4,3600,1128.5,1.12,13.3,7,-6.2,0.167,10,0.1,1.05
,16:03:04,4,3600,1129.5,1.12,13.3,7,-6.2,0.168,10,0.1,1.05
,16:03:05,4,3600,1130.5,1.12,13.3,7,-6.2,0.169,10,0.1,1.05
,16:03:06,4,3600,1131.5,1.13,13.3,7,-6.2,0.163,10,0.1,1.06
,16:03:07,4,3600,1132.5,1.13,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:08,4,3600,1133.5,1.13,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:09,4,3600,1134.5,1.13,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:10,4,3600,1135.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:11,4,3600,1136.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:12,4,3600,1137.5,1.12,13.3,7,-6.2,0.169,10,0.1,1.05
,16:03:13,4,3600,1138.5,1.12,13.3,7,-6.2,0.162,10,0.1,1.05
,16:03:14,4,3600,1139.5,1.13,13.3,7,-6.2,0.157,10,0.1,1.06
,16:03:15,4,3600,1140.5,1.13,13.3,7,-6.2,0.157,10,0.1,1.06
,16:03:16,4,3600,1141.5,1.13,13.3,7,-6.2,0.163,10,0.1,1.06
,16:03:17,4,3600,1142.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:18,4,3600,1143.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:19,4,3600,1144.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:20,4,3600,1145.5,1.13,13.3,7,-6.2,0.169,10,0.1,1.06
,16:03:21,4,3600,1146.5,1.13,13.3,7,-6.2,0.17,10,0.1,1.06
,16:03:22,4,3600,1147.5,1.13,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:23,4,3600,1148.5,1.13,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:24,4,3600,1149.5,1.14,13.3,7,-6.2,0.159,10,0.1,1.07
,16:03:25,4,3600,1150.5,1.14,13.3,7,-6.2,0.165,10,0.1,1.07
,16:03:26,4,3600,1151.5,1.14,13.3,7,-6.2,0.164,10,0.1,1.06
,16:03:27,4,3600,1152.5,1.13,13.3,7,-6.2,0.17,10,0.1,1.06
,16:03:28,4,3600,1153.5,1.13,13.3,7,-6.1,0.169,10,0.1,1.06
,16:03:29,4,3600,1154.5,1.13,13.3,7,-6.1,0.169,10,0.1,1.06
,16:03:30,4,3600,1155.5,1.13,13.3,7,-6.1,0.169,10,0.1,1.06
,16:03:31,4,3600,1156.5,1.13,13.3,7,-6.1,0.164,10,0.1,1.06
,16:03:32,4,3600,1157.5,1.13,13.3,7,-6.1,0.163,10,0.1,1.06
,16:03:33,4,3600,1158.5,1.13,13.3,7,-6.1,0.163,10,0.1,1.06
,16:03:34,4,3600,1159.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:35,4,3600,1160.5,1.12,13.3,7,-6.1,0.156,10,0.1,1.05
,16:03:36,4,3600,1161.5,1.12,13.3,7,-6.1,0.157,10,0.1,1.05
,16:03:37,4,3600,1162.5,1.13,13.3,7,-6.1,0.157,10,0.1,1.06
,16:03:38,4,3600,1163.5,1.13,13.3,7,-6.1,0.164,10,0.1,1.06
,16:03:39,4,3600,1164.5,1.13,13.3,7,-6.1,0.169,10,0.1,1.06
,16:03:40,4,3600,1165.5,1.12,13.3,7,-6.1,0.169,10,0.1,1.05
,16:03:41,4,3600,1166.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:42,4,3600,1167.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:43,4,3600,1168.5,1.12,13.3,7,-6.1,0.169,10,0.1,1.05
,16:03:44,4,3600,1169.5,1.12,13.3,7,-6.1,0.168,10,0.1,1.05
,16:03:45,4,3600,1170.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:46,4,3600,1171.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:47,4,3600,1172.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:48,4,3600,1173.5,1.12,13.3,7,-6.1,0.156,10,0.1,1.05
,16:03:49,4,3600,1174.5,1.12,13.3,7,-6.1,0.157,10,0.1,1.05
,16:03:50,4,3600,1175.5,1.12,13.3,7,-6.1,0.162,10,0.1,1.05
,16:03:51,4,3600,1176.5,1.12,13.3,7,-6.1,0.168,10,0.1,1.05
,16:03:52,4,3600,1177.5,1.12,13.3,7,-6.1,0.167,10,0.1,1.05
,16:03:53,4,3600,1178.5,1.12,13.3,6,-6.1,0.175,10,0.1,1.05
,16:03:54,4,3600,1179.5,1.12,13.3,7,-6.1,0.169,10,0.1,1.06
,16:03:55,4,3600,1180.5,1.13,13.3,7,-6.1,0.163,10,0.1,1.06
,16:03:56,4,3600,1181.5,1.13,13.3,7,-6.1,0.17,10,0.1,1.06
,16:03:57,4,3600,1182.5,1.13,13.3,7,-6.1,0.17,10,0.1,1.06
,16:03:58,4,3600,1183.5,1.13,13.3,7,-6,0.17,10,0.1,1.06
,16:03:59,4,3600,1184.5,1.13,13.3,7,-6,0.163,10,0.1,1.06
,16:04:00,4,3600,1185.5,1.13,13.3,7,-6,0.157,10,0.1,1.05
,16:04:01,4,3600,1186.5,1.12,13.3,7,-6,0.157,10,0.1,1.05
,16:04:02,4,3600,1187.5,1.12,13.3,7,-6,0.162,10,0.1,1.05
,16:04:03,4,3600,1188.5,1.12,13.3,7,-6,0.168,10,0.1,1.05
,16:04:04,4,3600,1189.5,1.12,13.3,7,-6,0.168,10,0.1,1.05
,16:04:05,4,3600,1190.5,1.12,13.3,7,-6,0.168,10,0.1,1.05
,16:04:06,4,3600,1191.5,1.12,13.3,7,-6,0.168,10,0.1,1.05
,16:04:07,4,3600,1192.5,1.13,13.3,7,-6,0.169,10,0.1,1.06
,16:04:08,4,3600,1193.5,1.13,13.3,7,-6,0.169,10,0.1,1.06
,16:04:09,4,3600,1194.5,1.13,13.3,7,-6,0.17,10,0.1,1.06
,16:04:10,4,3600,1195.5,1.13,13.3,7,-6,0.17,10,0.1,1.06
,16:04:11,4,3600,1196.5,1.13,13.3,7,-6,0.17,10,0.1,1.06
,16:04:12,4,3600,1197.5,1.13,13.3,7,-6,0.17,10,0.1,1.06
,16:04:13,4,3600,1198.5,1.13,13.3,7,-6,0.163,10,0.1,1.06
,16:04:14,4,3600,1199.5,1.13,13.3,7,-6,0.163,10,0.1,1.06
,16:04:15,4,3600,1200.5,1.12,13.3,7,-6,0.157,10,0.1,1.05
,16:04:16,4,3600,1201.5,1.13,13.3,7,-6,0.157,10,0.1,1.06
,16:04:17,4,3600,1202.5,1.13,13.3,7,-6,0.157,10,0.1,1.06
