Data file,,PEEK_ISO10_-8C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PEEK on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 15:41:15 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:20:10,4,3600,2334.2,1,13.3,7,-4.5,0.151,10,0.3,0.91
,16:20:11,4,3600,2335.2,1,13.3,7,-4.5,0.151,10,0.3,0.91
,16:20:12,4,3600,2336.2,1,13.3,7,-4.5,0.151,10,0.3,0.91
,16:20:13,4,3600,2337.2,1.01,13.3,7,-4.5,0.145,10,0.3,0.91
,16:20:14,4,3600,2338.2,1.01,13.3,7,-4.4,0.145,10,0.3,0.91
,16:20:15,4,3600,2339.2,1.01,13.3,7,-4.4,0.141,10,0.3,0.91
,16:20:16,4,3600,2340.2,1.01,13.3,7,-4.4,0.136,10,0.3,0.91
,16:20:17,4,3600,2341.2,1.01,13.3,7,-4.4,0.136,10,0.3,0.91
,16:20:18,4,3600,2342.2,1.01,13.3,7,-4.4,0.141,10,0.3,0.91
,16:20:19,4,3600,2343.2,1,13.3,7,-4.4,0.151,10,0.3,0.9
,16:20:20,4,3600,2344.2,1,13.3,7,-4.4,0.15,10,0.3,0.9
,16:20:21,4,3600,2345.2,1,13.3,6,-4.4,0.155,10,0.3,0.9
,16:20:22,4,3600,2346.2,1,13.3,6,-4.4,0.156,10,0.3,0.9
,16:20:23,4,3600,2347.2,1,13.3,7,-4.4,0.151,10,0.3,0.91
,16:20:24,4,3600,2348.2,1.01,13.3,7,-4.4,0.152,10,0.3,0.91
,16:20:25,4,3600,2349.2,1.02,13.3,7,-4.4,0.153,10,0.3,0.92
,16:20:26,4,3600,2350.2,1.02,13.3,7,-4.4,0.153,10,0.3,0.92
,16:20:27,4,3600,2351.2,1.01,13.3,7,-4.4,0.152,10,0.3,0.91
,16:20:28,4,3600,2352.2,1.01,13.3,7,-4.4,0.147,10,0.3,0.91
,16:20:29,4,3600,2353.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:30,4,3600,2354.2,1.02,13.3,7,-4.4,0.153,10,0.3,0.92
,16:20:31,4,3600,2355.2,1.02,13.3,7,-4.4,0.153,10,0.3,0.92
,16:20:32,4,3600,2356.2,1.02,13.3,7,-4.4,0.153,10,0.3,0.92
,16:20:33,4,3600,2357.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:34,4,3600,2358.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:35,4,3600,2359.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:36,4,3600,2360.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:37,4,3600,2361.2,1.02,13.3,7,-4.4,0.147,10,0.3,0.92
,16:20:38,4,3600,2362.2,1.01,13.3,7,-4.4,0.147,10,0.3,0.91
,16:20:39,4,3600,2363.2,1.01,13.3,7,-4.4,0.147,10,0.3,0.91
,16:20:40,4,3600,2364.2,1.01,13.3,7,-4.4,0.141,10,0.3,0.91
,16:20:41,4,3600,2365.2,1.01,13.3,7,-4.4,0.136,10,0.3,0.91
,16:20:42,4,3600,2366.2,1.01,13.3,7,-4.4,0.136,10,0.3,0.91
,16:20:43,4,3600,2367.2,1,13.3,7,-4.4,0.14,10,0.3,0.91
,16:20:44,4,3600,2368.2,1,13.3,7,-4.4,0.144,10,0.3,0.9
,16:20:45,4,3600,2369.2,1,13.3,7,-4.4,0.149,10,0.3,0.9
,16:20:46,4,3600,2370.2,0.99,13.3,6,-4.4,0.155,10,0.3,0.89
,16:20:47,4,3600,2371.2,0.99,13.3,6,-4.4,0.155,10,0.3,0.89
,16:20:48,4,3600,2372.2,0.99,13.3,6,-4.4,0.155,10,0.3,0.9
,16:20:49,4,3600,2373.2,1,13.3,7,-4.4,0.15,10,0.3,0.9
,16:20:50,4,3600,2374.2,1,13.3,7,-4.4,0.15,10,0.3,0.9
,16:20:51,4,3600,2375.2,1,13.3,7,-4.4,0.151,10,0.3,0.91
,16:20:52,4,3600,2376.2,1,13.3,7,-4.3,0.15,10,0.3,0.9
,16:20:53,4,3600,2377.2,1,13.3,7,-4.3,0.145,10,0.3,0.9
,16:20:54,4,3600,2378.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:20:55,4,3600,2379.2,1,13.3,7,-4.3,0.145,10,0.3,0.9
,16:20:56,4,3600,2380.2,1,13.3,7,-4.3,0.139,10,0.3,0.9
,16:20:57,4,3600,2381.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:20:58,4,3600,2382.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.89
,16:20:59,4,3600,2383.2,0.98,13.3,7,-4.3,0.147,10,0.3,0.89
,16:21:00,4,3600,2384.2,0.99,13.3,7,-4.3,0.148,10,0.3,0.89
,16:21:01,4,3600,2385.2,1,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:02,4,3600,2386.2,1,13.3,7,-4.3,0.145,10,0.3,0.9
,16:21:03,4,3600,2387.2,1.01,13.3,7,-4.3,0.145,10,0.3,0.91
,16:21:04,4,3600,2388.2,1.01,13.3,7,-4.3,0.145,10,0.3,0.91
,16:21:05,4,3600,2389.2,1,13.3,7,-4.3,0.145,10,0.3,0.91
,16:21:06,4,3600,2390.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:21:07,4,3600,2391.2,0.99,13.3,7,-4.3,0.148,10,0.3,0.89
,16:21:08,4,3600,2392.2,0.99,13.3,6,-4.3,0.155,10,0.3,0.89
,16:21:09,4,3600,2393.2,1,13.3,6,-4.3,0.156,10,0.3,0.9
,16:21:10,4,3600,2394.2,1.01,13.3,6,-4.3,0.157,10,0.3,0.91
,16:21:11,4,3600,2395.2,1.01,13.3,7,-4.3,0.152,10,0.3,0.91
,16:21:12,4,3600,2396.2,1.01,13.3,7,-4.3,0.147,10,0.3,0.91
,16:21:13,4,3600,2397.2,1.01,13.3,7,-4.3,0.147,10,0.3,0.91
,16:21:14,4,3600,2398.2,1.01,13.3,7,-4.3,0.146,10,0.3,0.91
,16:21:15,4,3600,2399.2,1.01,13.3,7,-4.3,0.141,10,0.3,0.91
,16:21:16,4,3600,2400.2,1.01,13.3,7,-4.3,0.141,10,0.3,0.91
,16:21:17,4,3600,2401.2,1.01,13.3,7,-4.3,0.141,10,0.3,0.91
,16:21:18,4,3600,2402.2,1,13.3,7,-4.3,0.151,10,0.3,0.91
,16:21:19,4,3600,2403.2,1,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:20,4,3600,2404.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:21,4,3600,2405.2,1,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:22,4,3600,2406.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:21:23,4,3600,2407.2,1,13.3,7,-4.3,0.139,10,0.3,0.9
,16:21:24,4,3600,2408.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:21:25,4,3600,2409.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.89
,16:21:26,4,3600,2410.2,0.99,13.3,7,-4.3,0.148,10,0.3,0.89
,16:21:27,4,3600,2411.2,0.99,13.3,7,-4.3,0.148,10,0.3,0.89
,16:21:28,4,3600,2412.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:29,4,3600,2413.2,1,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:30,4,3600,2414.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:21:31,4,3600,2415.2,1,13.3,7,-4.3,0.139,10,0.3,0.9
,16:21:32,4,3600,2416.2,1,13.3,7,-4.3,0.139,10,0.3,0.9
,16:21:33,4,3600,2417.2,0.99,13.3,7,-4.3,0.143,10,0.3,0.89
,16:21:34,4,3600,2418.2,0.98,13.3,7,-4.3,0.147,10,0.3,0.88
,16:21:35,4,3600,2419.2,0.98,13.3,7,-4.3,0.147,10,0.3,0.88
,16:21:36,4,3600,2420.2,0.98,13.3,7,-4.3,0.147,10,0.3,0.89
,16:21:37,4,3600,2421.2,0.99,13.3,7,-4.3,0.148,10,0.3,0.89
,16:21:38,4,3600,2422.2,0.99,13.3,7,-4.3,0.143,10,0.3,0.89
,16:21:39,4,3600,2423.2,1,13.3,7,-4.3,0.144,10,0.3,0.9
,16:21:40,4,3600,2424.2,1,13.3,7,-4.3,0.145,10,0.3,0.9
,16:21:41,4,3600,2425.2,1,13.3,7,-4.3,0.14,10,0.3,0.91
,16:21:42,4,3600,2426.2,1,13.3,7,-4.3,0.145,10,0.3,0.9
,16:21:43,4,3600,2427.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:44,4,3600,2428.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.89
,16:21:45,4,3600,2429.2,0.99,13.3,7,-4.3,0.149,10,0.3,0.9
,16:21:46,4,3600,2430.2,1,13.3,7,-4.2,0.145,10,0.3,0.9
,16:21:47,4,3600,2431.2,1,13.3,7,-4.2,0.145,10,0.3,0.91
,16:21:48,4,3600,2432.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:21:49,4,3600,2433.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:21:50,4,3600,2434.2,1,13.3,7,-4.2,0.144,10,0.3,0.9
,16:21:51,4,3600,2435.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:21:52,4,3600,2436.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:21:53,4,3600,2437.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:21:54,4,3600,2438.2,1,13.3,7,-4.2,0.149,10,0.3,0.9
,16:21:55,4,3600,2439.2,1,13.3,7,-4.2,0.15,10,0.3,0.9
,16:21:56,4,3600,2440.2,1,13.3,7,-4.2,0.15,10,0.3,0.9
,16:21:57,4,3600,2441.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:21:58,4,3600,2442.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:21:59,4,3600,2443.2,1,13.3,7,-4.2,0.144,10,0.3,0.9
,16:22:00,4,3600,2444.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:01,4,3600,2445.2,0.99,13.3,6,-4.2,0.154,10,0.3,0.89
,16:22:02,4,3600,2446.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:22:03,4,3600,2447.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:04,4,3600,2448.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:05,4,3600,2449.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.89
,16:22:06,4,3600,2450.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:07,4,3600,2451.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.89
,16:22:08,4,3600,2452.2,0.99,13.3,7,-4.2,0.138,10,0.3,0.89
,16:22:09,4,3600,2453.2,0.99,13.3,7,-4.2,0.138,10,0.3,0.9
,16:22:10,4,3600,2454.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.9
,16:22:11,4,3600,2455.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:22:12,4,3600,2456.2,0.98,13.3,7,-4.2,0.147,10,0.3,0.89
,16:22:13,4,3600,2457.2,0.98,13.3,7,-4.2,0.147,10,0.3,0.89
,16:22:14,4,3600,2458.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:22:15,4,3600,2459.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:16,4,3600,2460.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.9
,16:22:17,4,3600,2461.2,0.99,13.3,7,-4.2,0.138,10,0.3,0.9
,16:22:18,4,3600,2462.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:22:19,4,3600,2463.2,1,13.3,7,-4.2,0.144,10,0.3,0.9
,16:22:20,4,3600,2464.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.89
,16:22:21,4,3600,2465.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:22:22,4,3600,2466.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.9
,16:22:23,4,3600,2467.2,1,13.3,7,-4.2,0.149,10,0.3,0.9
,16:22:24,4,3600,2468.2,1,13.3,7,-4.2,0.144,10,0.3,0.9
,16:22:25,4,3600,2469.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:22:26,4,3600,2470.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:22:27,4,3600,2471.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.89
,16:22:28,4,3600,2472.2,0.98,13.3,6,-4.2,0.153,10,0.3,0.89
,16:22:29,4,3600,2473.2,0.98,13.3,6,-4.2,0.153,10,0.3,0.89
,16:22:30,4,3600,2474.2,0.99,13.3,7,-4.2,0.148,10,0.3,0.89
,16:22:31,4,3600,2475.2,0.99,13.3,7,-4.2,0.149,10,0.3,0.9
,16:22:32,4,3600,2476.2,1,13.3,7,-4.2,0.149,10,0.3,0.9
,16:22:33,4,3600,2477.2,1,13.3,7,-4.2,0.149,10,0.3,0.9
,16:22:34,4,3600,2478.2,1,13.3,7,-4.2,0.15,10,0.3,0.9
,16:22:35,4,3600,2479.2,1,13.3,7,-4.2,0.144,10,0.3,0.9
,16:22:36,4,3600,2480.2,1,13.3,7,-4.2,0.139,10,0.3,0.9
,16:22:37,4,3600,2481.2,1,13.3,7,-4.2,0.134,10,0.3,0.9
,16:22:38,4,3600,2482.2,0.99,13.3,7,-4.2,0.138,10,0.3,0.89
,16:22:39,4,3600,2483.2,0.99,13.3,7,-4.2,0.143,10,0.3,0.89
,16:22:40,4,3600,2484.2,0.98,13.3,7,-4.2,0.147,10,0.3,0.88
,16:22:41,4,3600,2485.2,0.98,13.3,7,-4.2,0.147,10,0.3,0.88
,16:22:42,4,3600,2486.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.89
,16:22:43,4,3600,2487.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:22:44,4,3600,2488.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.9
,16:22:45,4,3600,2489.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:22:46,4,3600,2490.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.89
,16:22:47,4,3600,2491.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.88
,16:22:48,4,3600,2492.2,0.99,13.3,7,-4.1,0.142,10,0.3,0.89
,16:22:49,4,3600,2493.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:22:50,4,3600,2494.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.9
,16:22:51,4,3600,2495.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:22:52,4,3600,2496.2,0.99,13.3,7,-4.1,0.142,10,0.3,0.89
,16:22:53,4,3600,2497.2,0.98,13.3,6,-4.1,0.152,10,0.3,0.88
,16:22:54,4,3600,2498.2,0.98,13.3,6,-4.1,0.152,10,0.3,0.88
,16:22:55,4,3600,2499.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.89
,16:22:56,4,3600,2500.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:22:57,4,3600,2501.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:22:58,4,3600,2502.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:22:59,4,3600,2503.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:00,4,3600,2504.2,0.98,13.3,7,-4.1,0.142,10,0.3,0.88
,16:23:01,4,3600,2505.2,0.97,13.3,7,-4.1,0.146,10,0.3,0.88
,16:23:02,4,3600,2506.2,0.97,13.3,7,-4.1,0.146,10,0.3,0.88
,16:23:03,4,3600,2507.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.88
,16:23:04,4,3600,2508.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:05,4,3600,2509.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:06,4,3600,2510.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:07,4,3600,2511.2,0.99,13.3,7,-4.1,0.142,10,0.3,0.89
,16:23:08,4,3600,2512.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.88
,16:23:09,4,3600,2513.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.88
,16:23:10,4,3600,2514.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.89
,16:23:11,4,3600,2515.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:12,4,3600,2516.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:13,4,3600,2517.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:14,4,3600,2518.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:15,4,3600,2519.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:16,4,3600,2520.2,0.98,13.3,7,-4.1,0.142,10,0.3,0.88
,16:23:17,4,3600,2521.2,0.97,13.3,7,-4.1,0.146,10,0.3,0.88
,16:23:18,4,3600,2522.2,0.98,13.3,7,-4.1,0.142,10,0.3,0.88
,16:23:19,4,3600,2523.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.89
,16:23:20,4,3600,2524.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:23:21,4,3600,2525.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:23:22,4,3600,2526.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:23:23,4,3600,2527.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:24,4,3600,2528.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:23:25,4,3600,2529.2,0.98,13.3,7,-4.1,0.137,10,0.3,0.89
,16:23:26,4,3600,2530.2,0.98,13.3,7,-4.1,0.136,10,0.3,0.88
,16:23:27,4,3600,2531.2,0.97,13.3,7,-4.1,0.14,10,0.3,0.88
,16:23:28,4,3600,2532.2,0.97,13.3,7,-4.1,0.146,10,0.3,0.88
,16:23:29,4,3600,2533.2,0.97,13.3,6,-4.1,0.152,10,0.3,0.88
,16:23:30,4,3600,2534.2,0.97,13.3,6,-4.1,0.152,10,0.3,0.88
,16:23:31,4,3600,2535.2,0.98,13.3,7,-4.1,0.147,10,0.3,0.88
,16:23:32,4,3600,2536.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:23:33,4,3600,2537.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:34,4,3600,2538.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:35,4,3600,2539.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:36,4,3600,2540.2,0.99,13.3,7,-4.1,0.137,10,0.3,0.89
,16:23:37,4,3600,2541.2,0.98,13.3,7,-4.1,0.137,10,0.3,0.89
,16:23:38,4,3600,2542.2,0.98,13.3,7,-4.1,0.141,10,0.3,0.88
,16:23:39,4,3600,2543.2,0.97,13.3,6,-4.1,0.152,10,0.3,0.88
,16:23:40,4,3600,2544.2,0.98,13.3,6,-4.1,0.152,10,0.3,0.88
,16:23:41,4,3600,2545.2,0.98,13.3,6,-4.1,0.153,10,0.3,0.89
,16:23:42,4,3600,2546.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:43,4,3600,2547.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:44,4,3600,2548.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:45,4,3600,2549.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:23:46,4,3600,2550.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:47,4,3600,2551.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:23:48,4,3600,2552.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:49,4,3600,2553.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.9
,16:23:50,4,3600,2554.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.9
,16:23:51,4,3600,2555.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.9
,16:23:52,4,3600,2556.2,1,13.3,7,-4.1,0.144,10,0.3,0.9
,16:23:53,4,3600,2557.2,1,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:54,4,3600,2558.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:55,4,3600,2559.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:56,4,3600,2560.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:57,4,3600,2561.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:58,4,3600,2562.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:23:59,4,3600,2563.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:00,4,3600,2564.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:01,4,3600,2565.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:02,4,3600,2566.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:03,4,3600,2567.2,1,13.3,7,-4.1,0.144,10,0.3,0.9
,16:24:04,4,3600,2568.2,1,13.3,7,-4.1,0.145,10,0.3,0.91
,16:24:05,4,3600,2569.2,1,13.3,7,-4.1,0.145,10,0.3,0.9
,16:24:06,4,3600,2570.2,1,13.3,7,-4.1,0.144,10,0.3,0.9
,16:24:07,4,3600,2571.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.9
,16:24:08,4,3600,2572.2,1,13.3,7,-4.1,0.144,10,0.3,0.9
,16:24:09,4,3600,2573.2,1,13.3,7,-4.1,0.139,10,0.3,0.9
,16:24:10,4,3600,2574.2,1,13.3,7,-4.1,0.139,10,0.3,0.9
,16:24:11,4,3600,2575.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:24:12,4,3600,2576.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:24:13,4,3600,2577.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:14,4,3600,2578.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.9
,16:24:15,4,3600,2579.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:16,4,3600,2580.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:24:17,4,3600,2581.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:24:18,4,3600,2582.2,0.99,13.3,7,-4.1,0.148,10,0.3,0.89
,16:24:19,4,3600,2583.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:20,4,3600,2584.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:21,4,3600,2585.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.9
,16:24:22,4,3600,2586.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:23,4,3600,2587.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:24,4,3600,2588.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.9
,16:24:25,4,3600,2589.2,0.99,13.3,7,-4.1,0.149,10,0.3,0.89
,16:24:26,4,3600,2590.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:27,4,3600,2591.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:28,4,3600,2592.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:29,4,3600,2593.2,0.99,13.3,7,-4.1,0.143,10,0.3,0.89
,16:24:30,4,3600,2594.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.89
,16:24:31,4,3600,2595.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.9
,16:24:32,4,3600,2596.2,1,13.3,7,-4.1,0.139,10,0.3,0.9
,16:24:33,4,3600,2597.2,0.99,13.3,7,-4.1,0.138,10,0.3,0.9
,16:24:34,4,3600,2598.2,0.99,13.3,7,-4.1,0.142,10,0.3,0.89
,16:24:35,4,3600,2599.2,0.97,13.3,7,-4.1,0.141,10,0.3,0.88
,16:24:36,4,3600,2600.2,0.97,13.3,7,-4.1,0.14,10,0.3,0.87
,16:24:37,4,3600,2601.2,0.97,13.3,7,-4.1,0.14,10,0.3,0.87
,16:24:38,4,3600,2602.2,0.96,13.3,7,-4.1,0.139,10,0.3,0.87
,16:24:39,4,3600,2603.2,0.96,13.3,7,-4.1,0.139,10,0.3,0.87
,16:24:40,4,3600,2604.2,0.96,13.3,7,-4.1,0.134,10,0.3,0.87
,16:24:41,4,3600,2605.2,0.96,13.3,7,-4.1,0.134,10,0.3,0.87
,16:24:42,4,3600,2606.2,0.96,13.3,7,-4.1,0.134,10,0.3,0.87
,16:24:43,4,3600,2607.2,0.97,13.3,7,-4.1,0.135,10,0.3,0.87
,16:24:44,4,3600,2608.2,0.96,13.3,7,-4.1,0.134,10,0.3,0.87
,16:24:45,4,3600,2609.2,0.96,13.3,7,-4.1,0.138,10,0.3,0.86
,16:24:46,4,3600,2610.2,0.95,13.3,7,-4.1,0.137,10,0.3,0.85
,16:24:47,4,3600,2611.2,0.94,13.3,7,-4.1,0.141,10,0.3,0.85
,16:24:48,4,3600,2612.2,0.94,13.3,7,-4.1,0.141,10,0.3,0.85
,16:24:49,4,3600,2613.2,0.95,13.3,7,-4.1,0.142,10,0.3,0.85
,16:24:50,4,3600,2614.2,0.96,13.3,7,-4.1,0.143,10,0.3,0.86
,16:24:51,4,3600,2615.2,0.96,13.3,7,-4.1,0.144,10,0.3,0.87
,16:24:52,4,3600,2616.2,0.96,13.3,7,-4.1,0.139,10,0.3,0.87
,16:24:53,4,3600,2617.2,0.96,13.3,7,-4.1,0.139,10,0.3,0.87
,16:24:54,4,3600,2618.2,0.96,13.3,7,-4.1,0.138,10,0.3,0.86
,16:24:55,4,3600,2619.2,0.95,13.3,7,-4.1,0.138,10,0.3,0.86
,16:24:56,4,3600,2620.2,0.95,13.3,7,-4.1,0.137,10,0.3,0.85
,16:24:57,4,3600,2621.2,0.94,13.3,7,-4.1,0.136,10,0.3,0.85
,16:24:58,4,3600,2622.2,0.94,13.3,7,-4.1,0.136,10,0.3,0.85
,16:24:59,4,3600,2623.2,0.94,13.3,7,-4.1,0.141,10,0.3,0.85
,16:25:00,4,3600,2624.2,0.95,13.3,7,-4.1,0.137,10,0.3,0.85
,16:25:01,4,3600,2625.2,0.95,13.3,7,-4.1,0.137,10,0.3,0.86
,16:25:02,4,3600,2626.2,0.95,13.3,7,-4.1,0.143,10,0.3,0.86
,16:25:03,4,3600,2627.2,0.95,13.3,7,-4.1,0.143,10,0.3,0.86
,16:25:04,4,3600,2628.2,0.96,13.3,7,-4.1,0.143,10,0.3,0.86
,16:25:05,4,3600,2629.2,0.96,13.3,6,-4.1,0.15,10,0.3,0.87
,16:25:06,4,3600,2630.2,0.96,13.3,6,-4.1,0.15,10,0.3,0.87
