Data file,,PEEK_ISO10_-8C_002.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PEEK on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 15:41:15 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:05:25,4,3600,1449.2,0.01,0,7,-7.7,0.002,10,0.3,0.01
,16:05:26,4,3600,1450.2,0.22,0.4,7,-7.7,0.031,10,0.3,0.23
,16:05:27,4,3600,1451.2,0.6,3.8,7,-7.7,0.087,10,0.3,0.58
,16:05:28,4,3600,1452.2,1.02,10.9,7,-7.7,0.147,10,0.3,0.96
,16:05:29,4,3600,1453.2,1.26,13.3,7,-7.7,0.182,10,0.3,1.14
,16:05:30,4,3600,1454.2,1.32,13.3,7,-7.7,0.191,10,0.3,1.2
,16:05:31,4,3600,1455.2,1.34,13.3,7,-7.7,0.194,10,0.3,1.21
,16:05:32,4,3600,1456.2,1.34,13.3,7,-7.7,0.194,10,0.3,1.21
,16:05:33,4,3600,1457.2,1.34,13.3,7,-7.8,0.193,10,0.3,1.21
,16:05:34,4,3600,1458.2,1.34,13.3,7,-7.8,0.186,10,0.3,1.2
,16:05:35,4,3600,1459.2,1.33,13.3,7,-7.8,0.185,10,0.3,1.2
,16:05:36,4,3600,1460.2,1.31,13.3,7,-7.8,0.19,10,0.3,1.18
,16:05:37,4,3600,1461.2,1.3,13.3,7,-7.8,0.181,10,0.3,1.17
,16:05:38,4,3600,1462.2,1.29,13.3,7,-7.8,0.173,10,0.3,1.16
,16:05:39,4,3600,1463.2,1.29,13.3,7,-7.8,0.173,10,0.3,1.16
,16:05:40,4,3600,1464.2,1.28,13.3,7,-7.8,0.185,10,0.3,1.15
,16:05:41,4,3600,1465.2,1.28,13.3,7,-7.8,0.184,10,0.3,1.15
,16:05:42,4,3600,1466.2,1.27,13.3,7,-7.8,0.183,10,0.3,1.14
,16:05:43,4,3600,1467.2,1.26,13.3,7,-7.9,0.183,10,0.3,1.14
,16:05:44,4,3600,1468.2,1.26,13.3,7,-7.9,0.183,10,0.3,1.14
,16:05:45,4,3600,1469.2,1.26,13.3,7,-7.9,0.182,10,0.3,1.13
,16:05:46,4,3600,1470.2,1.24,13.3,7,-7.9,0.187,10,0.3,1.12
,16:05:47,4,3600,1471.2,1.23,13.3,7,-7.8,0.185,10,0.3,1.11
,16:05:48,4,3600,1472.2,1.23,13.3,7,-7.8,0.185,10,0.3,1.11
,16:05:49,4,3600,1473.2,1.24,13.3,7,-7.8,0.173,10,0.3,1.12
,16:05:50,4,3600,1474.2,1.24,13.3,7,-7.7,0.167,10,0.3,1.12
,16:05:51,4,3600,1475.2,1.23,13.3,7,-7.7,0.172,10,0.3,1.11
,16:05:52,4,3600,1476.2,1.22,13.3,7,-7.6,0.176,10,0.3,1.1
,16:05:53,4,3600,1477.2,1.21,13.3,7,-7.5,0.181,10,0.3,1.09
,16:05:54,4,3600,1478.2,1.2,13.3,7,-7.5,0.181,10,0.3,1.09
,16:05:55,4,3600,1479.2,1.21,13.3,7,-7.4,0.182,10,0.3,1.1
,16:05:56,4,3600,1480.2,1.22,13.3,7,-7.3,0.183,10,0.3,1.1
,16:05:57,4,3600,1481.2,1.22,13.3,7,-7.2,0.184,10,0.3,1.1
,16:05:58,4,3600,1482.2,1.22,13.3,7,-7.1,0.177,10,0.3,1.1
,16:05:59,4,3600,1483.2,1.22,13.3,7,-7,0.177,10,0.3,1.1
,16:06:00,4,3600,1484.2,1.23,13.3,7,-7,0.171,10,0.3,1.1
,16:06:01,4,3600,1485.2,1.22,13.3,7,-6.9,0.17,10,0.3,1.1
,16:06:02,4,3600,1486.2,1.22,13.3,7,-6.9,0.176,10,0.3,1.09
,16:06:03,4,3600,1487.2,1.2,13.3,7,-6.9,0.181,10,0.3,1.09
,16:06:04,4,3600,1488.2,1.2,13.3,7,-6.8,0.18,10,0.3,1.08
,16:06:05,4,3600,1489.2,1.2,13.3,7,-6.7,0.181,10,0.3,1.09
,16:06:06,4,3600,1490.2,1.21,13.3,7,-6.7,0.182,10,0.3,1.09
,16:06:07,4,3600,1491.2,1.22,13.3,7,-6.6,0.183,10,0.3,1.1
,16:06:08,4,3600,1492.2,1.22,13.3,7,-6.6,0.176,10,0.3,1.1
,16:06:09,4,3600,1493.2,1.22,13.3,7,-6.5,0.176,10,0.3,1.1
,16:06:10,4,3600,1494.2,1.21,13.3,7,-6.4,0.174,10,0.3,1.09
,16:06:11,4,3600,1495.2,1.19,13.3,7,-6.4,0.179,10,0.3,1.08
,16:06:12,4,3600,1496.2,1.19,13.3,7,-6.4,0.179,10,0.3,1.08
,16:06:13,4,3600,1497.2,1.2,13.3,7,-6.3,0.18,10,0.3,1.08
,16:06:14,4,3600,1498.2,1.21,13.3,7,-6.3,0.181,10,0.3,1.09
,16:06:15,4,3600,1499.2,1.21,13.3,7,-6.2,0.175,10,0.3,1.09
,16:06:16,4,3600,1500.2,1.21,13.3,7,-6.2,0.169,10,0.3,1.09
,16:06:17,4,3600,1501.2,1.21,13.3,7,-6.1,0.168,10,0.3,1.09
,16:06:18,4,3600,1502.2,1.2,13.3,7,-6.1,0.173,10,0.3,1.08
,16:06:19,4,3600,1503.2,1.19,13.3,7,-6.1,0.179,10,0.3,1.07
,16:06:20,4,3600,1504.2,1.19,13.3,7,-6,0.178,10,0.3,1.07
,16:06:21,4,3600,1505.2,1.2,13.3,7,-6.1,0.173,10,0.3,1.08
,16:06:22,4,3600,1506.2,1.2,13.3,7,-6,0.168,10,0.3,1.09
,16:06:23,4,3600,1507.2,1.2,13.3,7,-6,0.168,10,0.3,1.09
,16:06:24,4,3600,1508.2,1.2,13.3,7,-6,0.173,10,0.3,1.08
,16:06:25,4,3600,1509.2,1.19,13.3,7,-5.9,0.178,10,0.3,1.07
,16:06:26,4,3600,1510.2,1.19,13.3,6,-5.9,0.185,10,0.3,1.07
,16:06:27,4,3600,1511.2,1.19,13.3,7,-5.9,0.179,10,0.3,1.08
,16:06:28,4,3600,1512.2,1.2,13.3,7,-5.8,0.174,10,0.3,1.08
,16:06:29,4,3600,1513.2,1.2,13.3,7,-5.8,0.173,10,0.3,1.08
,16:06:30,4,3600,1514.2,1.2,13.3,7,-5.8,0.167,10,0.3,1.08
,16:06:31,4,3600,1515.2,1.2,13.3,7,-5.8,0.173,10,0.3,1.08
,16:06:32,4,3600,1516.2,1.19,13.3,7,-5.8,0.178,10,0.3,1.07
,16:06:33,4,3600,1517.2,1.18,13.3,7,-5.7,0.178,10,0.3,1.07
,16:06:34,4,3600,1518.2,1.19,13.3,7,-5.7,0.178,10,0.3,1.07
,16:06:35,4,3600,1519.2,1.2,13.3,7,-5.7,0.173,10,0.3,1.08
,16:06:36,4,3600,1520.2,1.2,13.3,7,-5.7,0.173,10,0.3,1.08
,16:06:37,4,3600,1521.2,1.19,13.3,7,-5.7,0.172,10,0.3,1.08
,16:06:38,4,3600,1522.2,1.19,13.3,7,-5.6,0.178,10,0.3,1.07
,16:06:39,4,3600,1523.2,1.18,13.3,7,-5.6,0.177,10,0.3,1.06
,16:06:40,4,3600,1524.2,1.18,13.3,7,-5.6,0.177,10,0.3,1.07
,16:06:41,4,3600,1525.2,1.19,13.3,7,-5.6,0.172,10,0.3,1.07
,16:06:42,4,3600,1526.2,1.2,13.3,7,-5.6,0.173,10,0.3,1.08
,16:06:43,4,3600,1527.2,1.2,13.3,7,-5.6,0.173,10,0.3,1.08
,16:06:44,4,3600,1528.2,1.2,13.3,7,-5.6,0.167,10,0.3,1.08
,16:06:45,4,3600,1529.2,1.19,13.3,7,-5.6,0.166,10,0.3,1.08
,16:06:46,4,3600,1530.2,1.18,13.3,7,-5.5,0.177,10,0.3,1.06
,16:06:47,4,3600,1531.2,1.17,13.3,6,-5.5,0.183,10,0.3,1.06
,16:06:48,4,3600,1532.2,1.18,13.3,7,-5.5,0.176,10,0.3,1.06
,16:06:49,4,3600,1533.2,1.19,13.3,7,-5.5,0.178,10,0.3,1.07
,16:06:50,4,3600,1534.2,1.19,13.3,7,-5.5,0.178,10,0.3,1.07
,16:06:51,4,3600,1535.2,1.19,13.3,7,-5.5,0.172,10,0.3,1.07
,16:06:52,4,3600,1536.2,1.19,13.3,7,-5.5,0.166,10,0.3,1.07
,16:06:53,4,3600,1537.2,1.19,13.3,7,-5.5,0.171,10,0.3,1.07
,16:06:54,4,3600,1538.2,1.18,13.3,7,-5.5,0.177,10,0.3,1.06
,16:06:55,4,3600,1539.2,1.17,13.3,7,-5.5,0.176,10,0.3,1.06
,16:06:56,4,3600,1540.2,1.17,13.3,7,-5.5,0.175,10,0.3,1.05
,16:06:57,4,3600,1541.2,1.17,13.3,7,-5.4,0.176,10,0.3,1.06
,16:06:58,4,3600,1542.2,1.18,13.3,7,-5.4,0.17,10,0.3,1.06
,16:06:59,4,3600,1543.2,1.18,13.3,7,-5.4,0.164,10,0.3,1.06
,16:07:00,4,3600,1544.2,1.18,13.3,7,-5.4,0.164,10,0.3,1.06
,16:07:01,4,3600,1545.2,1.18,13.3,7,-5.4,0.176,10,0.3,1.06
,16:07:02,4,3600,1546.2,1.17,13.3,7,-5.4,0.176,10,0.3,1.06
,16:07:03,4,3600,1547.2,1.17,13.3,7,-5.4,0.175,10,0.3,1.06
,16:07:04,4,3600,1548.2,1.17,13.3,7,-5.4,0.169,10,0.3,1.06
,16:07:05,4,3600,1549.2,1.17,13.3,7,-5.4,0.169,10,0.3,1.06
,16:07:06,4,3600,1550.2,1.16,13.3,7,-5.4,0.174,10,0.3,1.05
,16:07:07,4,3600,1551.2,1.15,13.3,7,-5.4,0.173,10,0.3,1.04
,16:07:08,4,3600,1552.2,1.16,13.3,7,-5.4,0.174,10,0.3,1.05
,16:07:09,4,3600,1553.2,1.17,13.3,7,-5.4,0.169,10,0.3,1.06
,16:07:10,4,3600,1554.2,1.18,13.3,7,-5.4,0.164,10,0.3,1.06
,16:07:11,4,3600,1555.2,1.18,13.3,7,-5.3,0.17,10,0.3,1.06
,16:07:12,4,3600,1556.2,1.16,13.3,7,-5.3,0.168,10,0.3,1.05
,16:07:13,4,3600,1557.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:14,4,3600,1558.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:15,4,3600,1559.2,1.16,13.3,7,-5.3,0.173,10,0.3,1.05
,16:07:16,4,3600,1560.2,1.16,13.3,7,-5.3,0.168,10,0.3,1.05
,16:07:17,4,3600,1561.2,1.16,13.3,7,-5.3,0.168,10,0.3,1.05
,16:07:18,4,3600,1562.2,1.16,13.3,7,-5.3,0.167,10,0.3,1.04
,16:07:19,4,3600,1563.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:20,4,3600,1564.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:21,4,3600,1565.2,1.16,13.3,7,-5.3,0.175,10,0.3,1.05
,16:07:22,4,3600,1566.2,1.17,13.3,7,-5.3,0.169,10,0.3,1.06
,16:07:23,4,3600,1567.2,1.18,13.3,7,-5.3,0.164,10,0.3,1.06
,16:07:24,4,3600,1568.2,1.17,13.3,7,-5.3,0.169,10,0.3,1.06
,16:07:25,4,3600,1569.2,1.16,13.3,7,-5.3,0.174,10,0.3,1.05
,16:07:26,4,3600,1570.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:27,4,3600,1571.2,1.15,13.3,7,-5.3,0.172,10,0.3,1.04
,16:07:28,4,3600,1572.2,1.16,13.3,7,-5.3,0.167,10,0.3,1.05
,16:07:29,4,3600,1573.2,1.16,13.3,7,-5.3,0.168,10,0.3,1.05
,16:07:30,4,3600,1574.2,1.16,13.3,7,-5.3,0.168,10,0.3,1.05
,16:07:31,4,3600,1575.2,1.15,13.3,7,-5.3,0.173,10,0.3,1.04
,16:07:32,4,3600,1576.2,1.14,13.3,7,-5.3,0.171,10,0.3,1.03
,16:07:33,4,3600,1577.2,1.14,13.3,7,-5.3,0.17,10,0.3,1.02
,16:07:34,4,3600,1578.2,1.14,13.3,7,-5.3,0.165,10,0.3,1.03
,16:07:35,4,3600,1579.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:07:36,4,3600,1580.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:37,4,3600,1581.2,1.16,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:38,4,3600,1582.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:39,4,3600,1583.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.03
,16:07:40,4,3600,1584.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:07:41,4,3600,1585.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:07:42,4,3600,1586.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.03
,16:07:43,4,3600,1587.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:07:44,4,3600,1588.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:45,4,3600,1589.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:46,4,3600,1590.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:47,4,3600,1591.2,1.16,13.3,7,-5.2,0.173,10,0.3,1.04
,16:07:48,4,3600,1592.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:07:49,4,3600,1593.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:50,4,3600,1594.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:51,4,3600,1595.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:52,4,3600,1596.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:07:53,4,3600,1597.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:07:54,4,3600,1598.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:07:55,4,3600,1599.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:07:56,4,3600,1600.2,1.15,13.3,7,-5.2,0.172,10,0.3,1.04
,16:07:57,4,3600,1601.2,1.15,13.3,7,-5.2,0.172,10,0.3,1.03
,16:07:58,4,3600,1602.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:07:59,4,3600,1603.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:00,4,3600,1604.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:01,4,3600,1605.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:08:02,4,3600,1606.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:08:03,4,3600,1607.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:08:04,4,3600,1608.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:08:05,4,3600,1609.2,1.15,13.3,7,-5.2,0.16,10,0.3,1.04
,16:08:06,4,3600,1610.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:07,4,3600,1611.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.03
,16:08:08,4,3600,1612.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:09,4,3600,1613.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:10,4,3600,1614.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:11,4,3600,1615.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:12,4,3600,1616.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.03
,16:08:13,4,3600,1617.2,1.15,13.3,7,-5.2,0.172,10,0.3,1.04
,16:08:14,4,3600,1618.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:08:15,4,3600,1619.2,1.16,13.3,7,-5.2,0.161,10,0.3,1.05
,16:08:16,4,3600,1620.2,1.16,13.3,7,-5.2,0.167,10,0.3,1.04
,16:08:17,4,3600,1621.2,1.15,13.3,7,-5.2,0.167,10,0.3,1.04
,16:08:18,4,3600,1622.2,1.15,13.3,7,-5.2,0.173,10,0.3,1.04
,16:08:19,4,3600,1623.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:20,4,3600,1624.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:21,4,3600,1625.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.04
,16:08:22,4,3600,1626.2,1.15,13.3,7,-5.2,0.172,10,0.3,1.03
,16:08:23,4,3600,1627.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.03
,16:08:24,4,3600,1628.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.03
,16:08:25,4,3600,1629.2,1.15,13.3,7,-5.2,0.16,10,0.3,1.04
,16:08:26,4,3600,1630.2,1.15,13.3,7,-5.2,0.16,10,0.3,1.04
,16:08:27,4,3600,1631.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.03
,16:08:28,4,3600,1632.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:29,4,3600,1633.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:30,4,3600,1634.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:31,4,3600,1635.2,1.15,13.3,7,-5.2,0.16,10,0.3,1.04
,16:08:32,4,3600,1636.2,1.15,13.3,7,-5.2,0.166,10,0.3,1.03
,16:08:33,4,3600,1637.2,1.14,13.3,7,-5.2,0.171,10,0.3,1.02
,16:08:34,4,3600,1638.2,1.13,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:35,4,3600,1639.2,1.14,13.3,7,-5.2,0.17,10,0.3,1.02
,16:08:36,4,3600,1640.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:37,4,3600,1641.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:38,4,3600,1642.2,1.14,13.3,7,-5.2,0.165,10,0.3,1.03
,16:08:39,4,3600,1643.2,1.14,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:40,4,3600,1644.2,1.13,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:41,4,3600,1645.2,1.14,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:42,4,3600,1646.2,1.14,13.3,7,-5.3,0.165,10,0.3,1.03
,16:08:43,4,3600,1647.2,1.15,13.3,7,-5.3,0.16,10,0.3,1.04
,16:08:44,4,3600,1648.2,1.15,13.3,7,-5.3,0.166,10,0.3,1.03
,16:08:45,4,3600,1649.2,1.14,13.3,7,-5.3,0.171,10,0.3,1.03
,16:08:46,4,3600,1650.2,1.13,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:47,4,3600,1651.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:08:48,4,3600,1652.2,1.14,13.3,7,-5.3,0.164,10,0.3,1.02
,16:08:49,4,3600,1653.2,1.14,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:50,4,3600,1654.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:08:51,4,3600,1655.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:08:52,4,3600,1656.2,1.13,13.3,7,-5.3,0.164,10,0.3,1.02
,16:08:53,4,3600,1657.2,1.14,13.3,7,-5.3,0.164,10,0.3,1.02
,16:08:54,4,3600,1658.2,1.13,13.3,7,-5.3,0.17,10,0.3,1.02
,16:08:55,4,3600,1659.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:08:56,4,3600,1660.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:08:57,4,3600,1661.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:08:58,4,3600,1662.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:08:59,4,3600,1663.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:09:00,4,3600,1664.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:01,4,3600,1665.2,1.13,13.3,7,-5.3,0.157,10,0.3,1.02
,16:09:02,4,3600,1666.2,1.13,13.3,7,-5.3,0.164,10,0.3,1.02
,16:09:03,4,3600,1667.2,1.13,13.3,7,-5.3,0.17,10,0.3,1.02
,16:09:04,4,3600,1668.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:09:05,4,3600,1669.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:06,4,3600,1670.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:07,4,3600,1671.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:09:08,4,3600,1672.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.01
,16:09:09,4,3600,1673.2,1.12,13.3,7,-5.3,0.169,10,0.3,1.02
,16:09:10,4,3600,1674.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:11,4,3600,1675.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:12,4,3600,1676.2,1.13,13.3,7,-5.3,0.169,10,0.3,1.02
,16:09:13,4,3600,1677.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:14,4,3600,1678.2,1.13,13.3,7,-5.3,0.163,10,0.3,1.02
,16:09:15,4,3600,1679.2,1.12,13.3,7,-5.3,0.169,10,0.3,1.01
,16:09:16,4,3600,1680.2,1.12,13.3,7,-5.3,0.162,10,0.3,1.01
,16:09:17,4,3600,1681.2,1.12,13.3,7,-5.3,0.162,10,0.3,1.01
,16:09:18,4,3600,1682.2,1.12,13.3,7,-5.3,0.162,10,0.3,1.01
,16:09:19,4,3600,1683.2,1.12,13.3,7,-5.3,0.162,10,0.3,1.01
,16:09:20,4,3600,1684.2,1.12,13.3,7,-5.3,0.167,10,0.3,1.01
,16:09:21,4,3600,1685.2,1.11,13.3,7,-5.3,0.16,10,0.3,1
,16:09:22,4,3600,1686.2,1.11,13.3,7,-5.3,0.166,10,0.3,1
,16:09:23,4,3600,1687.2,1.11,13.3,7,-5.3,0.167,10,0.3,1
,16:09:24,4,3600,1688.2,1.12,13.3,7,-5.3,0.161,10,0.3,1.01
,16:09:25,4,3600,1689.2,1.12,13.3,7,-5.3,0.161,10,0.3,1.01
,16:09:26,4,3600,1690.2,1.12,13.3,7,-5.3,0.161,10,0.3,1.01
,16:09:27,4,3600,1691.2,1.12,13.3,7,-5.3,0.167,10,0.3,1.01
,16:09:28,4,3600,1692.2,1.12,13.3,7,-5.3,0.161,10,0.3,1.01
,16:09:29,4,3600,1693.2,1.12,13.3,7,-5.4,0.162,10,0.3,1.01
,16:09:30,4,3600,1694.2,1.12,13.3,7,-5.4,0.156,10,0.3,1.01
,16:09:31,4,3600,1695.2,1.12,13.3,7,-5.4,0.168,10,0.3,1.01
,16:09:32,4,3600,1696.2,1.12,13.3,7,-5.4,0.168,10,0.3,1.01
,16:09:33,4,3600,1697.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:09:34,4,3600,1698.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:09:35,4,3600,1699.2,1.11,13.3,7,-5.4,0.167,10,0.3,1
,16:09:36,4,3600,1700.2,1.11,13.3,7,-5.4,0.161,10,0.3,1
,16:09:37,4,3600,1701.2,1.11,13.3,7,-5.4,0.161,10,0.3,1
,16:09:38,4,3600,1702.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:09:39,4,3600,1703.2,1.12,13.3,7,-5.4,0.162,10,0.3,1.01
,16:09:40,4,3600,1704.2,1.12,13.3,7,-5.4,0.162,10,0.3,1.01
,16:09:41,4,3600,1705.2,1.12,13.3,7,-5.4,0.162,10,0.3,1.01
,16:09:42,4,3600,1706.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:09:43,4,3600,1707.2,1.12,13.3,7,-5.4,0.162,10,0.3,1.01
,16:09:44,4,3600,1708.2,1.12,13.3,7,-5.4,0.161,10,0.3,1
,16:09:45,4,3600,1709.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:09:46,4,3600,1710.2,1.1,13.3,7,-5.4,0.164,10,0.3,0.99
,16:09:47,4,3600,1711.2,1.09,13.3,7,-5.4,0.164,10,0.3,0.99
,16:09:48,4,3600,1712.2,1.1,13.3,7,-5.4,0.159,10,0.3,0.99
,16:09:49,4,3600,1713.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:09:50,4,3600,1714.2,1.11,13.3,7,-5.4,0.161,10,0.3,1
,16:09:51,4,3600,1715.2,1.11,13.3,7,-5.4,0.155,10,0.3,1
,16:09:52,4,3600,1716.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:09:53,4,3600,1717.2,1.1,13.3,7,-5.4,0.165,10,0.3,0.99
,16:09:54,4,3600,1718.2,1.09,13.3,7,-5.4,0.164,10,0.3,0.99
,16:09:55,4,3600,1719.2,1.1,13.3,7,-5.4,0.164,10,0.3,0.99
,16:09:56,4,3600,1720.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:09:57,4,3600,1721.2,1.11,13.3,7,-5.4,0.167,10,0.3,1.01
,16:09:58,4,3600,1722.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:09:59,4,3600,1723.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:10:00,4,3600,1724.2,1.12,13.3,7,-5.4,0.161,10,0.3,1.01
,16:10:01,4,3600,1725.2,1.12,13.3,7,-5.4,0.167,10,0.3,1.01
,16:10:02,4,3600,1726.2,1.11,13.3,7,-5.4,0.161,10,0.3,1
,16:10:03,4,3600,1727.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:10:04,4,3600,1728.2,1.11,13.3,7,-5.4,0.16,10,0.3,1
,16:10:05,4,3600,1729.2,1.11,13.3,7,-5.5,0.167,10,0.3,1
,16:10:06,4,3600,1730.2,1.11,13.3,7,-5.5,0.161,10,0.3,1
,16:10:07,4,3600,1731.2,1.11,13.3,7,-5.5,0.161,10,0.3,1
,16:10:08,4,3600,1732.2,1.11,13.3,7,-5.5,0.166,10,0.3,1
,16:10:09,4,3600,1733.2,1.1,13.3,7,-5.5,0.165,10,0.3,0.99
,16:10:10,4,3600,1734.2,1.1,13.3,7,-5.5,0.165,10,0.3,0.99
,16:10:11,4,3600,1735.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:12,4,3600,1736.2,1.11,13.3,7,-5.5,0.167,10,0.3,1
,16:10:13,4,3600,1737.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:14,4,3600,1738.2,1.11,13.3,7,-5.5,0.155,10,0.3,1
,16:10:15,4,3600,1739.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:16,4,3600,1740.2,1.11,13.3,7,-5.5,0.166,10,0.3,1
,16:10:17,4,3600,1741.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:18,4,3600,1742.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:19,4,3600,1743.2,1.11,13.3,7,-5.5,0.16,10,0.3,1
,16:10:20,4,3600,1744.2,1.11,13.3,7,-5.5,0.166,10,0.3,1
