Data file,,PTFE_HEF_T26_PT3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 16:03:39 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_hef_t26_pt3-h001.tsv,,,,,,,,,,
,16:04:39,4,5,59.7,0.03,0,7,21,0.004,10,49.7,0.05
,16:04:40,4,5,60.7,0.29,1.2,7,21,0.042,10,49.9,0.3
,16:04:41,4,5,61.7,0.47,6.5,7,21,0.067,10,49.9,0.46
,16:04:42,4,5,62.7,0.58,11.9,7,21,0.084,10,49.9,0.56
,16:04:43,4,5,63.7,0.44,13.3,7,21,0.064,10,49.9,0.42
,16:04:44,5,3590,64.7,0.38,13.3,7,21,0.055,10,49.8,0.37
,16:04:45,5,3590,65.7,0.37,13.3,7,21,0.053,10,49.8,0.35
,16:04:46,5,3590,66.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:04:47,5,3590,67.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:04:48,5,3590,68.7,0.36,13.3,7,21,0.051,10,49.8,0.35
,16:04:49,5,3590,69.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:04:50,5,3590,70.7,0.37,13.3,7,21,0.05,10,49.8,0.36
,16:04:51,5,3590,71.7,0.38,13.3,7,21,0.05,10,49.8,0.36
,16:04:52,5,3590,72.7,0.38,13.3,8,21,0.049,10,49.8,0.36
,16:04:53,5,3590,73.7,0.38,13.3,7,21,0.051,10,49.8,0.37
,16:04:54,5,3590,74.7,0.38,13.3,7,21,0.053,10,49.8,0.37
,16:04:55,5,3590,75.7,0.39,13.3,7,21,0.056,10,49.8,0.37
,16:04:56,5,3590,76.7,0.39,13.3,7,21,0.058,10,49.8,0.37
,16:04:57,5,3590,77.7,0.38,13.3,7,21,0.055,10,49.8,0.37
,16:04:58,5,3590,78.7,0.38,13.3,7,21,0.053,10,49.8,0.36
,16:04:59,5,3590,79.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:05:00,5,3590,80.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:05:01,5,3590,81.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:05:02,5,3590,82.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:05:03,5,3590,83.7,0.38,13.3,7,21,0.054,10,49.8,0.36
,16:05:04,5,3590,84.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:05:05,5,3590,85.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:05:06,5,3590,86.7,0.38,13.3,7,21,0.05,10,49.8,0.36
,16:05:07,5,3590,87.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:05:08,5,3590,88.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:05:09,5,3590,89.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:05:10,5,3590,90.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:05:11,5,3590,91.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:05:12,5,3590,92.7,0.38,13.3,7,21,0.055,10,49.8,0.36
,16:05:13,5,3590,93.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:05:14,5,3590,94.7,0.38,13.3,7,21,0.055,10,49.8,0.36
,16:05:15,5,3590,95.7,0.38,13.3,7,21,0.055,10,49.8,0.37
,16:05:16,5,3590,96.7,0.38,13.3,7,21,0.053,10,49.8,0.36
,16:05:17,5,3590,97.7,0.38,13.3,7,21,0.052,10,49.8,0.36
,16:05:18,5,3590,98.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:05:19,5,3590,99.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:05:20,5,3590,100.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:05:21,5,3590,101.7,0.37,13.3,7,21,0.049,10,49.8,0.35
,16:05:22,5,3590,102.7,0.37,13.3,7,21,0.05,10,49.8,0.36
,16:05:23,5,3590,103.7,0.37,13.3,7,21,0.05,10,49.8,0.36
,16:05:24,5,3590,104.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:05:25,5,3590,105.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:26,5,3590,106.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:27,5,3590,107.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:05:28,5,3590,108.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:05:29,5,3590,109.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:30,5,3590,110.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:31,5,3590,111.7,0.37,13.3,7,21,0.053,10,49.8,0.35
,16:05:32,5,3590,112.7,0.37,13.3,7,21,0.052,10,49.8,0.36
,16:05:33,5,3590,113.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:05:34,5,3590,114.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:05:35,5,3590,115.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:05:36,5,3590,116.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:05:37,5,3590,117.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:05:38,5,3590,118.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:39,5,3590,119.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:05:40,5,3590,120.7,0.36,13.3,7,20,0.052,10,49.8,0.34
,16:05:41,5,3590,121.7,0.35,13.3,7,20,0.051,10,49.9,0.34
,16:05:42,5,3590,122.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:05:43,5,3590,123.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:05:44,5,3590,124.7,0.35,13.3,7,20,0.049,10,49.8,0.34
,16:05:45,5,3590,125.7,0.35,13.3,7,20,0.049,10,49.8,0.34
,16:05:46,5,3590,126.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:05:47,5,3590,127.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:05:48,5,3590,128.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:05:49,5,3590,129.7,0.35,13.3,7,21,0.051,10,49.8,0.34
,16:05:50,5,3590,130.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:05:51,5,3590,131.7,0.36,13.3,7,21,0.048,10,49.8,0.34
,16:05:52,5,3590,132.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:05:53,5,3590,133.7,0.36,13.3,7,21,0.052,10,49.9,0.35
,16:05:54,5,3590,134.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:05:55,5,3590,135.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:05:56,5,3590,136.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:05:57,5,3590,137.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:05:58,5,3590,138.7,0.35,13.3,7,21,0.049,10,49.8,0.34
,16:05:59,5,3590,139.7,0.35,13.3,7,21,0.049,10,49.8,0.34
,16:06:00,5,3590,140.7,0.36,13.3,7,21,0.051,10,49.8,0.34
,16:06:01,5,3590,141.7,0.36,13.3,7,21,0.051,10,49.8,0.34
,16:06:02,5,3590,142.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:06:03,5,3590,143.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:06:04,5,3590,144.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:06:05,5,3590,145.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:06:06,5,3590,146.7,0.36,13.3,7,21,0.049,10,49.9,0.34
,16:06:07,5,3590,147.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:06:08,5,3590,148.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:06:09,5,3590,149.7,0.36,13.3,7,21,0.049,10,49.8,0.34
,16:06:10,5,3590,150.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:11,5,3590,151.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:12,5,3590,152.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:13,5,3590,153.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:14,5,3590,154.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:15,5,3590,155.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:16,5,3590,156.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:06:17,5,3590,157.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:06:18,5,3590,158.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:19,5,3590,159.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:06:20,5,3590,160.7,0.36,13.3,7,21,0.05,10,49.8,0.35
,16:06:21,5,3590,161.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:06:22,5,3590,162.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:06:23,5,3590,163.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:06:24,5,3590,164.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:25,5,3590,165.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:26,5,3590,166.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:27,5,3590,167.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:28,5,3590,168.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:29,5,3590,169.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:30,5,3590,170.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:31,5,3590,171.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:32,5,3590,172.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:33,5,3590,173.7,0.36,13.3,7,20,0.05,10,49.9,0.35
,16:06:34,5,3590,174.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:35,5,3590,175.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:36,5,3590,176.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:37,5,3590,177.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:38,5,3590,178.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:39,5,3590,179.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:40,5,3590,180.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:41,5,3590,181.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:42,5,3590,182.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:43,5,3590,183.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:44,5,3590,184.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:45,5,3590,185.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:06:46,5,3590,186.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:47,5,3590,187.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:48,5,3590,188.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:49,5,3590,189.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:50,5,3590,190.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:51,5,3590,191.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:06:52,5,3590,192.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:53,5,3590,193.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:54,5,3590,194.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:55,5,3590,195.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:06:56,5,3590,196.7,0.36,13.3,7,21,0.051,10,49.8,0.35
,16:06:57,5,3590,197.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:58,5,3590,198.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:06:59,5,3590,199.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:07:00,5,3590,200.7,0.36,13.3,7,20,0.049,10,49.8,0.35
,16:07:01,5,3590,201.7,0.36,13.3,7,20,0.049,10,49.8,0.35
,16:07:02,5,3590,202.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:07:03,5,3590,203.7,0.36,13.3,7,20,0.052,10,49.7,0.35
,16:07:04,5,3590,204.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:05,5,3590,205.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:07:06,5,3590,206.7,0.36,13.3,7,21,0.051,10,49.8,0.35
,16:07:07,5,3590,207.7,0.36,13.3,7,21,0.051,10,49.8,0.35
,16:07:08,5,3590,208.7,0.36,13.3,7,21,0.051,10,49.8,0.35
,16:07:09,5,3590,209.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:07:10,5,3590,210.7,0.37,13.3,7,21,0.049,10,49.8,0.35
,16:07:11,5,3590,211.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:07:12,5,3590,212.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:07:13,5,3590,213.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:14,5,3590,214.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:15,5,3590,215.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:07:16,5,3590,216.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:17,5,3590,217.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:18,5,3590,218.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:07:19,5,3590,219.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:07:20,5,3590,220.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:21,5,3590,221.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:22,5,3590,222.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:23,5,3590,223.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:24,5,3590,224.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:25,5,3590,225.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:26,5,3590,226.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:27,5,3590,227.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:07:28,5,3590,228.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:29,5,3590,229.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:07:30,5,3590,230.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:31,5,3590,231.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:32,5,3590,232.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:33,5,3590,233.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:34,5,3590,234.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:35,5,3590,235.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:07:36,5,3590,236.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:07:37,5,3590,237.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:38,5,3590,238.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:07:39,5,3590,239.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:07:40,5,3590,240.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:41,5,3590,241.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:42,5,3590,242.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:43,5,3590,243.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:44,5,3590,244.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:45,5,3590,245.7,0.37,13.3,7,21,0.051,10,49.8,0.35
,16:07:46,5,3590,246.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:47,5,3590,247.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:07:48,5,3590,248.7,0.36,13.3,7,20,0.048,10,49.8,0.35
,16:07:49,5,3590,249.7,0.36,13.3,8,20,0.046,10,49.8,0.35
,16:07:50,5,3590,250.7,0.36,13.3,7,20,0.048,10,49.8,0.35
,16:07:51,5,3590,251.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:07:52,5,3590,252.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:07:53,5,3590,253.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:54,5,3590,254.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:07:55,5,3590,255.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:07:56,5,3590,256.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:57,5,3590,257.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:07:58,5,3590,258.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:07:59,5,3590,259.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:08:00,5,3590,260.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:01,5,3590,261.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:08:02,5,3590,262.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:08:03,5,3590,263.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:08:04,5,3590,264.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:05,5,3590,265.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:08:06,5,3590,266.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:08:07,5,3590,267.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:08:08,5,3590,268.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:08:09,5,3590,269.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:08:10,5,3590,270.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:08:11,5,3590,271.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:08:12,5,3590,272.7,0.37,13.3,7,20,0.049,10,49.8,0.36
,16:08:13,5,3590,273.7,0.37,13.3,7,20,0.049,10,49.8,0.35
,16:08:14,5,3590,274.7,0.37,13.3,7,20,0.049,10,49.8,0.36
,16:08:15,5,3590,275.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:08:16,5,3590,276.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:08:17,5,3590,277.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:08:18,5,3590,278.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:08:19,5,3590,279.7,0.37,13.3,7,20,0.055,10,49.8,0.35
,16:08:20,5,3590,280.7,0.36,13.3,7,20,0.054,10,49.8,0.35
,16:08:21,5,3590,281.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:22,5,3590,282.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:23,5,3590,283.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:24,5,3590,284.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:25,5,3590,285.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:08:26,5,3590,286.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:08:27,5,3590,287.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:28,5,3590,288.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:29,5,3590,289.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:30,5,3590,290.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:31,5,3590,291.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:08:32,5,3590,292.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:08:33,5,3590,293.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:08:34,5,3590,294.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:08:35,5,3590,295.7,0.39,13.3,8,20,0.05,10,49.8,0.37
,16:08:36,5,3590,296.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:08:37,5,3590,297.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:08:38,5,3590,298.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:08:39,5,3590,299.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:08:40,5,3590,300.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:08:41,5,3590,301.7,0.37,13.3,7,21,0.054,10,49.8,0.36
,16:08:42,5,3590,302.7,0.37,13.3,7,21,0.053,10,49.8,0.35
,16:08:43,5,3590,303.7,0.37,13.3,7,21,0.053,10,49.8,0.35
,16:08:44,5,3590,304.7,0.36,13.3,7,20,0.052,10,49.7,0.35
,16:08:45,5,3590,305.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:08:46,5,3590,306.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:08:47,5,3590,307.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:08:48,5,3590,308.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:49,5,3590,309.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:50,5,3590,310.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:51,5,3590,311.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:08:52,5,3590,312.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:08:53,5,3590,313.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:54,5,3590,314.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:55,5,3590,315.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:08:56,5,3590,316.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:08:57,5,3590,317.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:08:58,5,3590,318.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:08:59,5,3590,319.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:09:00,5,3590,320.7,0.37,13.3,7,20,0.051,10,49.8,0.35
,16:09:01,5,3590,321.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:09:02,5,3590,322.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:03,5,3590,323.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:04,5,3590,324.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:05,5,3590,325.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:06,5,3590,326.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:07,5,3590,327.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:08,5,3590,328.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:09,5,3590,329.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:10,5,3590,330.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:11,5,3590,331.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:12,5,3590,332.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:13,5,3590,333.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:14,5,3590,334.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:15,5,3590,335.7,0.36,13.3,7,20,0.052,10,49.8,0.34
,16:09:16,5,3590,336.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:17,5,3590,337.7,0.36,13.3,7,20,0.049,10,49.8,0.35
,16:09:18,5,3590,338.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:19,5,3590,339.7,0.36,13.3,7,21,0.052,10,49.8,0.35
,16:09:20,5,3590,340.7,0.36,13.3,7,20,0.051,10,49.8,0.34
,16:09:21,5,3590,341.7,0.36,13.3,7,20,0.051,10,49.8,0.34
,16:09:22,5,3590,342.7,0.36,13.3,7,20,0.051,10,49.8,0.34
,16:09:23,5,3590,343.7,0.36,13.3,7,20,0.051,10,49.8,0.35
,16:09:24,5,3590,344.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:25,5,3590,345.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:26,5,3590,346.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:27,5,3590,347.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:28,5,3590,348.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:29,5,3590,349.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:30,5,3590,350.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:31,5,3590,351.7,0.36,13.3,7,20,0.048,10,49.8,0.35
,16:09:32,5,3590,352.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:33,5,3590,353.7,0.36,13.3,7,20,0.05,10,49.7,0.35
,16:09:34,5,3590,354.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:35,5,3590,355.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:36,5,3590,356.7,0.36,13.3,7,20,0.051,10,49.8,0.34
,16:09:37,5,3590,357.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:38,5,3590,358.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:39,5,3590,359.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:40,5,3590,360.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:41,5,3590,361.7,0.36,13.3,7,20,0.051,10,49.8,0.34
,16:09:42,5,3590,362.7,0.35,13.3,7,20,0.049,10,49.8,0.34
,16:09:43,5,3590,363.7,0.35,13.3,7,20,0.051,10,49.8,0.34
,16:09:44,5,3590,364.7,0.36,13.3,7,20,0.049,10,49.8,0.34
,16:09:45,5,3590,365.7,0.36,13.3,7,20,0.049,10,49.8,0.35
,16:09:46,5,3590,366.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:47,5,3590,367.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:48,5,3590,368.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:49,5,3590,369.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:50,5,3590,370.7,0.36,13.3,7,20,0.05,10,49.8,0.35
,16:09:51,5,3590,371.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:52,5,3590,372.7,0.36,13.3,7,20,0.052,10,49.8,0.35
,16:09:53,5,3590,373.7,0.37,13.3,7,20,0.053,10,49.8,0.35
,16:09:54,5,3590,374.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:09:55,5,3590,375.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:09:56,5,3590,376.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:09:57,5,3590,377.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:09:58,5,3590,378.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:09:59,5,3590,379.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:10:00,5,3590,380.7,0.38,13.3,7,20,0.053,10,49.8,0.36
