Data file,,PTFE_HEF_T26_PT3.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,28/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 16:03:39 on 28/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_hef_t26_pt3-h001.tsv,,,,,,,,,,
,16:19:11,5,3590,931.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:19:12,5,3590,932.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:19:13,5,3590,933.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:19:14,5,3590,934.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:15,5,3590,935.7,0.38,13.3,7,20,0.053,10,49.7,0.37
,16:19:16,5,3590,936.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:17,5,3590,937.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:18,5,3590,938.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:19,5,3590,939.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:20,5,3590,940.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:21,5,3590,941.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:22,5,3590,942.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:19:23,5,3590,943.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:19:24,5,3590,944.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:19:25,5,3590,945.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:19:26,5,3590,946.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:19:27,5,3590,947.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:28,5,3590,948.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:29,5,3590,949.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:19:30,5,3590,950.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:19:31,5,3590,951.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:19:32,5,3590,952.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:33,5,3590,953.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:19:34,5,3590,954.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:35,5,3590,955.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:36,5,3590,956.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:37,5,3590,957.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:38,5,3590,958.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:19:39,5,3590,959.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:19:40,5,3590,960.7,0.39,13.3,8,20,0.05,10,49.8,0.37
,16:19:41,5,3590,961.7,0.39,13.3,8,20,0.05,10,49.8,0.37
,16:19:42,5,3590,962.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:19:43,5,3590,963.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:19:44,5,3590,964.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:19:45,5,3590,965.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:19:46,5,3590,966.7,0.39,13.3,7,20,0.059,10,49.8,0.38
,16:19:47,5,3590,967.7,0.4,13.3,7,20,0.059,10,49.8,0.38
,16:19:48,5,3590,968.7,0.4,13.3,7,20,0.06,10,49.8,0.38
,16:19:49,5,3590,969.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:50,5,3590,970.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:19:51,5,3590,971.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:52,5,3590,972.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:53,5,3590,973.7,0.4,13.3,7,20,0.057,10,49.7,0.38
,16:19:54,5,3590,974.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:55,5,3590,975.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:19:56,5,3590,976.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:57,5,3590,977.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:19:58,5,3590,978.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:19:59,5,3590,979.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:20:00,5,3590,980.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:20:01,5,3590,981.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:20:02,5,3590,982.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:03,5,3590,983.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:04,5,3590,984.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:20:05,5,3590,985.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:20:06,5,3590,986.7,0.39,13.3,7,20,0.052,10,49.8,0.38
,16:20:07,5,3590,987.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:20:08,5,3590,988.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:09,5,3590,989.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:20:10,5,3590,990.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:20:11,5,3590,991.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:20:12,5,3590,992.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:20:13,5,3590,993.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:20:14,5,3590,994.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:15,5,3590,995.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:16,5,3590,996.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:17,5,3590,997.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:18,5,3590,998.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:19,5,3590,999.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:20:20,5,3590,1000.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:20:21,5,3590,1001.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:20:22,5,3590,1002.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:20:23,5,3590,1003.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:24,5,3590,1004.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:20:25,5,3590,1005.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:20:26,5,3590,1006.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:20:27,5,3590,1007.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:28,5,3590,1008.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:29,5,3590,1009.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:30,5,3590,1010.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:20:31,5,3590,1011.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:32,5,3590,1012.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:20:33,5,3590,1013.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:20:34,5,3590,1014.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:20:35,5,3590,1015.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:20:36,5,3590,1016.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:20:37,5,3590,1017.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:20:38,5,3590,1018.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:20:39,5,3590,1019.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:20:40,5,3590,1020.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:20:41,5,3590,1021.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:20:42,5,3590,1022.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:20:43,5,3590,1023.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:20:44,5,3590,1024.7,0.39,13.3,7,20,0.059,10,49.8,0.38
,16:20:45,5,3590,1025.7,0.4,13.3,7,20,0.06,10,49.8,0.39
,16:20:46,5,3590,1026.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:20:47,5,3590,1027.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:20:48,5,3590,1028.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:20:49,5,3590,1029.7,0.4,13.3,7,20,0.056,10,49.8,0.39
,16:20:50,5,3590,1030.7,0.4,13.3,7,20,0.056,10,49.8,0.39
,16:20:51,5,3590,1031.7,0.4,13.3,7,20,0.056,10,49.8,0.38
,16:20:52,5,3590,1032.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:20:53,5,3590,1033.7,0.4,13.3,7,20,0.053,10,49.8,0.38
,16:20:54,5,3590,1034.7,0.39,13.3,7,20,0.053,10,49.8,0.38
,16:20:55,5,3590,1035.7,0.4,13.3,7,20,0.053,10,49.8,0.38
,16:20:56,5,3590,1036.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:20:57,5,3590,1037.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:20:58,5,3590,1038.7,0.39,13.3,7,20,0.059,10,49.8,0.38
,16:20:59,5,3590,1039.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:00,5,3590,1040.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:01,5,3590,1041.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:21:02,5,3590,1042.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:03,5,3590,1043.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:21:04,5,3590,1044.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:21:05,5,3590,1045.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:21:06,5,3590,1046.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:21:07,5,3590,1047.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:21:08,5,3590,1048.7,0.39,13.3,7,20,0.053,10,49.9,0.38
,16:21:09,5,3590,1049.7,0.4,13.3,7,20,0.053,10,49.8,0.38
,16:21:10,5,3590,1050.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:21:11,5,3590,1051.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:21:12,5,3590,1052.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:21:13,5,3590,1053.7,0.39,13.3,7,20,0.053,10,49.8,0.38
,16:21:14,5,3590,1054.7,0.39,13.3,7,20,0.053,10,49.8,0.38
,16:21:15,5,3590,1055.7,0.39,13.3,7,20,0.053,10,49.8,0.38
,16:21:16,5,3590,1056.7,0.4,13.3,7,20,0.053,10,49.8,0.38
,16:21:17,5,3590,1057.7,0.4,13.3,7,20,0.053,10,49.8,0.38
,16:21:18,5,3590,1058.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:21:19,5,3590,1059.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:21:20,5,3590,1060.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:21,5,3590,1061.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:22,5,3590,1062.7,0.39,13.3,7,20,0.058,10,49.8,0.37
,16:21:23,5,3590,1063.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:24,5,3590,1064.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:21:25,5,3590,1065.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:26,5,3590,1066.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:27,5,3590,1067.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:28,5,3590,1068.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:21:29,5,3590,1069.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:21:30,5,3590,1070.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:21:31,5,3590,1071.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:21:32,5,3590,1072.7,0.39,13.3,7,20,0.053,10,49.8,0.38
,16:21:33,5,3590,1073.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:21:34,5,3590,1074.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:21:35,5,3590,1075.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:21:36,5,3590,1076.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:21:37,5,3590,1077.7,0.4,13.3,7,20,0.06,10,49.7,0.39
,16:21:38,5,3590,1078.7,0.41,13.3,7,20,0.059,10,49.8,0.4
,16:21:39,5,3590,1079.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:21:40,5,3590,1080.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:21:41,5,3590,1081.7,0.42,13.3,7,20,0.059,10,49.8,0.41
,16:21:42,5,3590,1082.7,0.42,13.3,7,20,0.056,10,49.8,0.4
,16:21:43,5,3590,1083.7,0.41,13.3,7,20,0.055,10,49.8,0.4
,16:21:44,5,3590,1084.7,0.41,13.3,7,20,0.057,10,49.8,0.4
,16:21:45,5,3590,1085.7,0.42,13.3,7,20,0.058,10,49.8,0.4
,16:21:46,5,3590,1086.7,0.43,13.3,7,20,0.061,10,49.8,0.41
,16:21:47,5,3590,1087.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:21:48,5,3590,1088.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:21:49,5,3590,1089.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:21:50,5,3590,1090.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:21:51,5,3590,1091.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:21:52,5,3590,1092.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:21:53,5,3590,1093.7,0.43,13.3,7,20,0.061,10,49.8,0.41
,16:21:54,5,3590,1094.7,0.43,13.3,7,20,0.062,10,49.8,0.41
,16:21:55,5,3590,1095.7,0.43,13.3,7,20,0.062,10,49.8,0.42
,16:21:56,5,3590,1096.7,0.43,13.3,7,20,0.06,10,49.8,0.42
,16:21:57,5,3590,1097.7,0.43,13.3,7,20,0.058,10,49.8,0.42
,16:21:58,5,3590,1098.7,0.43,13.3,7,20,0.058,10,49.8,0.42
,16:21:59,5,3590,1099.7,0.43,13.3,7,20,0.059,10,49.8,0.41
,16:22:00,5,3590,1100.7,0.41,13.3,7,20,0.06,10,49.8,0.4
,16:22:01,5,3590,1101.7,0.4,13.3,7,20,0.058,10,49.9,0.39
,16:22:02,5,3590,1102.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:22:03,5,3590,1103.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:22:04,5,3590,1104.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:22:05,5,3590,1105.7,0.41,13.3,7,20,0.056,10,49.8,0.39
,16:22:06,5,3590,1106.7,0.42,13.3,7,20,0.058,10,49.8,0.4
,16:22:07,5,3590,1107.7,0.42,13.3,7,20,0.059,10,49.8,0.41
,16:22:08,5,3590,1108.7,0.42,13.3,7,20,0.059,10,49.8,0.41
,16:22:09,5,3590,1109.7,0.42,13.3,7,20,0.057,10,49.8,0.41
,16:22:10,5,3590,1110.7,0.42,13.3,7,20,0.059,10,49.8,0.41
,16:22:11,5,3590,1111.7,0.42,13.3,7,20,0.061,10,49.8,0.41
,16:22:12,5,3590,1112.7,0.42,13.3,7,20,0.061,10,49.8,0.4
,16:22:13,5,3590,1113.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:22:14,5,3590,1114.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:22:15,5,3590,1115.7,0.4,13.3,7,20,0.058,10,49.8,0.39
,16:22:16,5,3590,1116.7,0.4,13.3,7,20,0.055,10,49.8,0.38
,16:22:17,5,3590,1117.7,0.4,13.3,7,20,0.056,10,49.8,0.39
,16:22:18,5,3590,1118.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:22:19,5,3590,1119.7,0.41,13.3,7,20,0.059,10,49.9,0.4
,16:22:20,5,3590,1120.7,0.41,13.3,7,20,0.06,10,49.8,0.4
,16:22:21,5,3590,1121.7,0.41,13.3,7,20,0.057,10,49.8,0.4
,16:22:22,5,3590,1122.7,0.41,13.3,7,20,0.055,10,49.8,0.39
,16:22:23,5,3590,1123.7,0.41,13.3,7,20,0.055,10,49.8,0.39
,16:22:24,5,3590,1124.7,0.41,13.3,7,20,0.055,10,49.8,0.4
,16:22:25,5,3590,1125.7,0.42,13.3,7,20,0.058,10,49.8,0.4
,16:22:26,5,3590,1126.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:22:27,5,3590,1127.7,0.42,13.3,7,20,0.06,10,49.8,0.4
,16:22:28,5,3590,1128.7,0.41,13.3,7,20,0.059,10,49.8,0.39
,16:22:29,5,3590,1129.7,0.4,13.3,7,20,0.06,10,49.8,0.39
,16:22:30,5,3590,1130.7,0.4,13.3,7,20,0.058,10,49.8,0.39
,16:22:31,5,3590,1131.7,0.41,13.3,7,20,0.059,10,49.8,0.4
,16:22:32,5,3590,1132.7,0.42,13.3,7,20,0.058,10,49.8,0.4
,16:22:33,5,3590,1133.7,0.42,13.3,7,20,0.058,10,49.8,0.4
,16:22:34,5,3590,1134.7,0.41,13.3,7,20,0.057,10,49.8,0.4
,16:22:35,5,3590,1135.7,0.4,13.3,7,20,0.058,10,49.8,0.39
,16:22:36,5,3590,1136.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:22:37,5,3590,1137.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:22:38,5,3590,1138.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:22:39,5,3590,1139.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:22:40,5,3590,1140.7,0.39,13.3,7,20,0.057,10,49.8,0.38
,16:22:41,5,3590,1141.7,0.4,13.3,7,20,0.056,10,49.8,0.39
,16:22:42,5,3590,1142.7,0.41,13.3,7,20,0.055,10,49.8,0.39
,16:22:43,5,3590,1143.7,0.41,13.3,8,20,0.053,10,49.8,0.39
,16:22:44,5,3590,1144.7,0.41,13.3,7,20,0.055,10,49.8,0.39
,16:22:45,5,3590,1145.7,0.41,13.3,7,20,0.056,10,49.8,0.39
,16:22:46,5,3590,1146.7,0.4,13.3,7,20,0.058,10,49.8,0.39
,16:22:47,5,3590,1147.7,0.4,13.3,7,20,0.057,10,49.8,0.38
,16:22:48,5,3590,1148.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:22:49,5,3590,1149.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:22:50,5,3590,1150.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:22:51,5,3590,1151.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:22:52,5,3590,1152.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:22:53,5,3590,1153.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:22:54,5,3590,1154.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:22:55,5,3590,1155.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:22:56,5,3590,1156.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:22:57,5,3590,1157.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:22:58,5,3590,1158.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:22:59,5,3590,1159.7,0.39,13.3,7,20,0.058,10,49.8,0.37
,16:23:00,5,3590,1160.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:23:01,5,3590,1161.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:23:02,5,3590,1162.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:23:03,5,3590,1163.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:23:04,5,3590,1164.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:23:05,5,3590,1165.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:23:06,5,3590,1166.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:23:07,5,3590,1167.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:23:08,5,3590,1168.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:23:09,5,3590,1169.7,0.39,13.3,7,20,0.052,10,49.8,0.38
,16:23:10,5,3590,1170.7,0.39,13.3,7,20,0.052,10,49.8,0.37
,16:23:11,5,3590,1171.7,0.39,13.3,7,20,0.052,10,49.8,0.38
,16:23:12,5,3590,1172.7,0.39,13.3,7,20,0.052,10,49.8,0.38
,16:23:13,5,3590,1173.7,0.39,13.3,7,20,0.055,10,49.8,0.38
,16:23:14,5,3590,1174.7,0.39,13.3,7,20,0.054,10,49.8,0.38
,16:23:15,5,3590,1175.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:23:16,5,3590,1176.7,0.39,13.3,7,20,0.058,10,49.8,0.37
,16:23:17,5,3590,1177.7,0.39,13.3,7,20,0.058,10,49.8,0.37
,16:23:18,5,3590,1178.7,0.39,13.3,7,20,0.058,10,49.8,0.37
,16:23:19,5,3590,1179.7,0.38,13.3,7,20,0.057,10,49.8,0.37
,16:23:20,5,3590,1180.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:23:21,5,3590,1181.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:23:22,5,3590,1182.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:23:23,5,3590,1183.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:23:24,5,3590,1184.7,0.39,13.3,7,20,0.056,10,49.8,0.37
,16:23:25,5,3590,1185.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:23:26,5,3590,1186.7,0.39,13.3,7,20,0.059,10,49.8,0.38
,16:23:27,5,3590,1187.7,0.39,13.3,7,20,0.056,10,49.8,0.38
,16:23:28,5,3590,1188.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:23:29,5,3590,1189.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:23:30,5,3590,1190.7,0.39,13.3,7,20,0.054,10,49.8,0.37
,16:23:31,5,3590,1191.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:23:32,5,3590,1192.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:23:33,5,3590,1193.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:23:34,5,3590,1194.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:35,5,3590,1195.7,0.37,13.3,7,20,0.052,10,49.9,0.36
,16:23:36,5,3590,1196.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:23:37,5,3590,1197.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:23:38,5,3590,1198.7,0.37,13.3,7,20,0.053,10,49.8,0.36
,16:23:39,5,3590,1199.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:40,5,3590,1200.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:23:41,5,3590,1201.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:23:42,5,3590,1202.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:43,5,3590,1203.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:44,5,3590,1204.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:23:45,5,3590,1205.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:46,5,3590,1206.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:23:47,5,3590,1207.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:23:48,5,3590,1208.7,0.37,13.3,7,20,0.05,10,49.8,0.36
,16:23:49,5,3590,1209.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:50,5,3590,1210.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:51,5,3590,1211.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:52,5,3590,1212.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:53,5,3590,1213.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:23:54,5,3590,1214.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:55,5,3590,1215.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:23:56,5,3590,1216.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:23:57,5,3590,1217.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:23:58,5,3590,1218.7,0.38,13.3,7,20,0.052,10,49.8,0.36
,16:23:59,5,3590,1219.7,0.38,13.3,7,20,0.055,10,49.9,0.36
,16:24:00,5,3590,1220.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:01,5,3590,1221.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:24:02,5,3590,1222.7,0.38,13.3,7,20,0.051,10,49.8,0.37
,16:24:03,5,3590,1223.7,0.38,13.3,8,20,0.049,10,49.8,0.36
,16:24:04,5,3590,1224.7,0.38,13.3,7,20,0.051,10,49.8,0.36
,16:24:05,5,3590,1225.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:24:06,5,3590,1226.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:24:07,5,3590,1227.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:24:08,5,3590,1228.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:24:09,5,3590,1229.7,0.38,13.3,7,20,0.053,10,49.8,0.36
,16:24:10,5,3590,1230.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:24:11,5,3590,1231.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:24:12,5,3590,1232.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:24:13,5,3590,1233.7,0.38,13.3,7,20,0.055,10,49.8,0.36
,16:24:14,5,3590,1234.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:15,5,3590,1235.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:16,5,3590,1236.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:17,5,3590,1237.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:18,5,3590,1238.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:19,5,3590,1239.7,0.38,13.3,7,20,0.053,10,49.8,0.37
,16:24:20,5,3590,1240.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:21,5,3590,1241.7,0.38,13.3,7,20,0.055,10,49.8,0.37
,16:24:22,5,3590,1242.7,0.38,13.3,7,20,0.054,10,49.8,0.36
,16:24:23,5,3590,1243.7,0.37,13.3,7,20,0.054,10,49.8,0.36
,16:24:24,5,3590,1244.7,0.37,13.3,7,20,0.052,10,49.8,0.36
,16:24:25,5,3590,1245.7,0.38,13.3,7,20,0.05,10,49.8,0.36
,16:24:26,5,3590,1246.7,0.37,13.3,8,20,0.048,10,49.8,0.36
