Data file,,DRYSLIDE_ISO10_12C_002__12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,09/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 19:27:37 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,19:30:42,4,43200,185.7,0.02,0,7,11,0.003,10,50,0.02
,19:30:43,4,43200,186.7,0.17,0,7,11,0.024,10,50.1,0.18
,19:30:44,4,43200,187.7,0.42,4.2,7,11,0.059,10,50.1,0.43
,19:30:45,4,43200,188.7,0.71,11.9,7,11,0.095,10,50.2,0.7
,19:30:46,4,43200,189.7,0.84,13.3,7,11,0.114,10,50.1,0.81
,19:30:47,4,43200,190.7,0.87,13.3,7,10.9,0.118,10,50.1,0.84
,19:30:48,4,43200,191.7,0.87,13.3,8,10.9,0.113,10,50.1,0.83
,19:30:49,4,43200,192.7,0.86,13.3,8,10.9,0.111,10,50.1,0.82
,19:30:50,4,43200,193.7,0.84,13.3,8,10.9,0.106,10,50.1,0.8
,19:30:51,4,43200,194.7,0.83,13.3,8,10.9,0.108,10,50.1,0.8
,19:30:52,4,43200,195.7,0.83,13.3,7,10.9,0.111,10,50.1,0.79
,19:30:53,4,43200,196.7,0.82,13.3,7,10.9,0.119,10,50.1,0.78
,19:30:54,4,43200,197.7,0.82,13.3,7,10.9,0.122,10,50.1,0.78
,19:30:55,4,43200,198.7,0.81,13.3,7,10.9,0.122,10,50.2,0.78
,19:30:56,4,43200,199.7,0.81,13.3,7,10.9,0.122,10,50.1,0.78
,19:30:57,4,43200,200.7,0.81,13.3,7,10.9,0.122,10,50.1,0.78
,19:30:58,4,43200,201.7,0.82,13.3,7,10.9,0.122,10,50.1,0.78
,19:30:59,4,43200,202.7,0.81,13.3,7,10.9,0.122,10,50.1,0.78
,19:31:00,4,43200,203.7,0.81,13.3,7,10.9,0.122,10,50.1,0.78
,19:31:01,4,43200,204.7,0.81,13.3,7,11,0.118,10,50.1,0.78
,19:31:02,4,43200,205.7,0.82,13.3,7,11,0.118,10,50.1,0.78
,19:31:03,4,43200,206.7,0.82,13.3,7,11,0.119,10,50.1,0.78
,19:31:04,4,43200,207.7,0.82,13.3,7,11,0.115,10,50.1,0.79
,19:31:05,4,43200,208.7,0.83,13.3,7,11,0.111,10,50.1,0.79
,19:31:06,4,43200,209.7,0.82,13.3,7,11.1,0.11,10,50.1,0.78
,19:31:07,4,43200,210.7,0.82,13.3,7,11.1,0.114,10,50.1,0.78
,19:31:08,4,43200,211.7,0.81,13.3,7,11.1,0.113,10,50.1,0.78
,19:31:09,4,43200,212.7,0.82,13.3,7,11.1,0.118,10,50.1,0.78
,19:31:10,4,43200,213.7,0.82,13.3,7,11.1,0.123,10,50.1,0.78
,19:31:11,4,43200,214.7,0.82,13.3,6,11.2,0.128,10,50.1,0.78
,19:31:12,4,43200,215.7,0.82,13.3,6,11.2,0.128,10,50.1,0.79
,19:31:13,4,43200,216.7,0.82,13.3,6,11.2,0.129,10,50.1,0.79
,19:31:14,4,43200,217.7,0.83,13.3,7,11.2,0.124,10,50.1,0.79
,19:31:15,4,43200,218.7,0.83,13.3,7,11.1,0.124,10,50.1,0.79
,19:31:16,4,43200,219.7,0.83,13.3,7,11.1,0.124,10,50.1,0.79
,19:31:17,4,43200,220.7,0.83,13.3,7,11.1,0.124,10,50.2,0.79
,19:31:18,4,43200,221.7,0.83,13.3,7,11.1,0.124,10,50.1,0.79
,19:31:19,4,43200,222.7,0.83,13.3,7,11.1,0.12,10,50.1,0.79
,19:31:20,4,43200,223.7,0.83,13.3,7,11.1,0.116,10,50.1,0.79
,19:31:21,4,43200,224.7,0.83,13.3,7,11.1,0.112,10,50.1,0.8
,19:31:22,4,43200,225.7,0.83,13.3,7,11.1,0.112,10,50.1,0.8
,19:31:23,4,43200,226.7,0.83,13.3,7,11.1,0.12,10,50.1,0.79
,19:31:24,4,43200,227.7,0.83,13.3,7,11.1,0.12,10,50.1,0.79
,19:31:25,4,43200,228.7,0.83,13.3,7,11,0.124,10,50.1,0.79
,19:31:26,4,43200,229.7,0.83,13.3,6,11,0.129,10,50.1,0.79
,19:31:27,4,43200,230.7,0.83,13.3,6,11,0.129,10,50.1,0.79
,19:31:28,4,43200,231.7,0.83,13.3,7,11,0.125,10,50.1,0.79
,19:31:29,4,43200,232.7,0.83,13.3,7,11,0.125,10,50.1,0.79
,19:31:30,4,43200,233.7,0.83,13.3,7,11,0.125,10,50.1,0.8
,19:31:31,4,43200,234.7,0.84,13.3,7,11,0.121,10,50.1,0.8
,19:31:32,4,43200,235.7,0.84,13.3,7,11,0.117,10,50.1,0.8
,19:31:33,4,43200,236.7,0.84,13.3,7,10.9,0.113,10,50.1,0.8
,19:31:34,4,43200,237.7,0.84,13.3,7,10.9,0.117,10,50.1,0.8
,19:31:35,4,43200,238.7,0.83,13.3,7,10.9,0.125,10,50.1,0.8
,19:31:36,4,43200,239.7,0.83,13.3,7,10.9,0.125,10,50.1,0.8
,19:31:37,4,43200,240.7,0.84,13.3,6,10.9,0.131,10,50.1,0.8
,19:31:38,4,43200,241.7,0.84,13.3,7,10.9,0.126,10,50.1,0.8
,19:31:39,4,43200,242.7,0.84,13.3,7,10.9,0.122,10,50.1,0.81
,19:31:40,4,43200,243.7,0.85,13.3,7,10.9,0.118,10,50.1,0.81
,19:31:41,4,43200,244.7,0.85,13.3,7,10.9,0.114,10,50.1,0.81
,19:31:42,4,43200,245.7,0.84,13.3,7,10.8,0.118,10,50.1,0.81
,19:31:43,4,43200,246.7,0.84,13.3,7,10.8,0.126,10,50.1,0.8
,19:31:44,4,43200,247.7,0.84,13.3,7,10.8,0.126,10,50.1,0.8
,19:31:45,4,43200,248.7,0.84,13.3,7,10.8,0.126,10,50.1,0.8
,19:31:46,4,43200,249.7,0.84,13.3,7,10.8,0.126,10,50.2,0.8
,19:31:47,4,43200,250.7,0.84,13.3,7,10.8,0.122,10,50.1,0.81
,19:31:48,4,43200,251.7,0.85,13.3,7,10.8,0.123,10,50.1,0.81
,19:31:49,4,43200,252.7,0.85,13.3,7,10.8,0.123,10,50.1,0.81
,19:31:50,4,43200,253.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:51,4,43200,254.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:52,4,43200,255.7,0.85,13.3,7,10.8,0.122,10,50.1,0.81
,19:31:53,4,43200,256.7,0.84,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:54,4,43200,257.7,0.84,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:55,4,43200,258.7,0.85,13.3,7,10.8,0.118,10,50.1,0.81
,19:31:56,4,43200,259.7,0.85,13.3,7,10.8,0.118,10,50.1,0.81
,19:31:57,4,43200,260.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:58,4,43200,261.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:31:59,4,43200,262.7,0.85,13.3,7,10.8,0.127,10,50.2,0.81
,19:32:00,4,43200,263.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:32:01,4,43200,264.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,19:32:02,4,43200,265.7,0.85,13.3,7,10.8,0.128,10,50.1,0.81
,19:32:03,4,43200,266.7,0.85,13.3,7,10.7,0.128,10,50.1,0.82
,19:32:04,4,43200,267.7,0.86,13.3,7,10.7,0.124,10,50.1,0.82
,19:32:05,4,43200,268.7,0.86,13.3,7,10.7,0.12,10,50.1,0.82
,19:32:06,4,43200,269.7,0.86,13.3,7,10.7,0.116,10,50.1,0.82
,19:32:07,4,43200,270.7,0.86,13.3,7,10.7,0.119,10,50.1,0.82
,19:32:08,4,43200,271.7,0.86,13.3,7,10.7,0.124,10,50.1,0.82
,19:32:09,4,43200,272.7,0.85,13.3,7,10.8,0.128,10,50.1,0.82
,19:32:10,4,43200,273.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:11,4,43200,274.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:12,4,43200,275.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:13,4,43200,276.7,0.86,13.3,7,10.8,0.12,10,50.1,0.83
,19:32:14,4,43200,277.7,0.86,13.3,7,10.8,0.12,10,50.1,0.82
,19:32:15,4,43200,278.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:16,4,43200,279.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:17,4,43200,280.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:18,4,43200,281.7,0.86,13.3,7,10.8,0.124,10,50.1,0.82
,19:32:19,4,43200,282.7,0.86,13.3,7,10.8,0.12,10,50.1,0.82
,19:32:20,4,43200,283.7,0.86,13.3,7,10.8,0.12,10,50.1,0.82
,19:32:21,4,43200,284.7,0.86,13.3,7,10.8,0.124,10,50.1,0.82
,19:32:22,4,43200,285.7,0.86,13.3,6,10.8,0.134,10,50.1,0.82
,19:32:23,4,43200,286.7,0.86,13.3,6,10.8,0.134,10,50.1,0.82
,19:32:24,4,43200,287.7,0.86,13.3,7,10.8,0.129,10,50.1,0.82
,19:32:25,4,43200,288.7,0.86,13.3,7,10.8,0.125,10,50.1,0.82
,19:32:26,4,43200,289.7,0.87,13.3,7,10.8,0.13,10,50.2,0.83
,19:32:27,4,43200,290.7,0.87,13.3,7,10.8,0.125,10,50.1,0.83
,19:32:28,4,43200,291.7,0.87,13.3,7,10.8,0.121,10,50.1,0.83
,19:32:29,4,43200,292.7,0.87,13.3,7,10.8,0.117,10,50.1,0.83
,19:32:30,4,43200,293.7,0.86,13.3,7,10.8,0.12,10,50.1,0.83
,19:32:31,4,43200,294.7,0.86,13.3,7,10.8,0.13,10,50.1,0.83
,19:32:32,4,43200,295.7,0.87,13.3,6,10.8,0.135,10,50.1,0.83
,19:32:33,4,43200,296.7,0.87,13.3,7,10.8,0.13,10,50.1,0.83
,19:32:34,4,43200,297.7,0.87,13.3,7,10.8,0.131,10,50.1,0.83
,19:32:35,4,43200,298.7,0.87,13.3,7,10.8,0.131,10,50.1,0.83
,19:32:36,4,43200,299.7,0.87,13.3,7,10.8,0.131,10,50.1,0.83
,19:32:37,4,43200,300.7,0.87,13.3,7,10.8,0.126,10,50.1,0.84
,19:32:38,4,43200,301.7,0.87,13.3,7,10.8,0.131,10,50.1,0.84
,19:32:39,4,43200,302.7,0.87,13.3,7,10.8,0.131,10,50.1,0.84
,19:32:40,4,43200,303.7,0.87,13.3,7,10.8,0.131,10,50.1,0.84
,19:32:41,4,43200,304.7,0.87,13.3,7,10.8,0.126,10,50.1,0.84
,19:32:42,4,43200,305.7,0.88,13.3,7,10.8,0.123,10,50.1,0.84
,19:32:43,4,43200,306.7,0.88,13.3,7,10.8,0.118,10,50.1,0.84
,19:32:44,4,43200,307.7,0.88,13.3,7,10.8,0.118,10,50.1,0.84
,19:32:45,4,43200,308.7,0.87,13.3,7,10.8,0.121,10,50.1,0.83
,19:32:46,4,43200,309.7,0.87,13.3,7,10.8,0.126,10,50.1,0.83
,19:32:47,4,43200,310.7,0.87,13.3,7,10.8,0.13,10,50.1,0.83
,19:32:48,4,43200,311.7,0.87,13.3,7,10.8,0.131,10,50.1,0.84
,19:32:49,4,43200,312.7,0.87,13.3,7,10.8,0.131,10,50.1,0.84
,19:32:50,4,43200,313.7,0.88,13.3,6,10.8,0.137,10,50.1,0.84
,19:32:51,4,43200,314.7,0.88,13.3,6,10.8,0.137,10,50.1,0.84
,19:32:52,4,43200,315.7,0.88,13.3,7,10.8,0.132,10,50.1,0.84
,19:32:53,4,43200,316.7,0.88,13.3,7,10.8,0.128,10,50.1,0.84
,19:32:54,4,43200,317.7,0.88,13.3,7,10.8,0.133,10,50.1,0.84
,19:32:55,4,43200,318.7,0.88,13.3,7,10.9,0.133,10,50.1,0.84
,19:32:56,4,43200,319.7,0.88,13.3,7,10.9,0.133,10,50.1,0.84
,19:32:57,4,43200,320.7,0.88,13.3,7,10.9,0.132,10,50.1,0.84
,19:32:58,4,43200,321.7,0.88,13.3,7,10.9,0.128,10,50.1,0.84
,19:32:59,4,43200,322.7,0.88,13.3,7,10.9,0.128,10,50.1,0.84
,19:33:00,4,43200,323.7,0.89,13.3,7,10.9,0.128,10,50.1,0.85
,19:33:01,4,43200,324.7,0.89,13.3,7,10.9,0.129,10,50.1,0.85
,19:33:02,4,43200,325.7,0.89,13.3,7,10.9,0.12,10,50.1,0.85
,19:33:03,4,43200,326.7,0.88,13.3,7,10.9,0.119,10,50.1,0.84
,19:33:04,4,43200,327.7,0.88,13.3,7,10.9,0.123,10,50.1,0.84
,19:33:05,4,43200,328.7,0.88,13.3,7,10.9,0.123,10,50.1,0.84
,19:33:06,4,43200,329.7,0.88,13.3,7,10.9,0.123,10,50.2,0.84
,19:33:07,4,43200,330.7,0.88,13.3,7,10.9,0.127,10,50.1,0.84
,19:33:08,4,43200,331.7,0.87,13.3,7,10.9,0.131,10,50.1,0.84
,19:33:09,4,43200,332.7,0.87,13.3,7,10.9,0.131,10,50.1,0.84
,19:33:10,4,43200,333.7,0.88,13.3,7,11,0.132,10,50.1,0.84
,19:33:11,4,43200,334.7,0.88,13.3,7,11,0.132,10,50.1,0.84
,19:33:12,4,43200,335.7,0.88,13.3,7,11,0.132,10,50.1,0.84
,19:33:13,4,43200,336.7,0.88,13.3,7,11,0.133,10,50.1,0.84
,19:33:14,4,43200,337.7,0.88,13.3,7,11,0.133,10,50.1,0.84
,19:33:15,4,43200,338.7,0.89,13.3,7,11,0.133,10,50.1,0.84
,19:33:16,4,43200,339.7,0.88,13.3,7,11,0.133,10,50.1,0.84
,19:33:17,4,43200,340.7,0.88,13.3,7,11,0.133,10,50.1,0.84
,19:33:18,4,43200,341.7,0.89,13.3,7,11,0.133,10,50.1,0.85
,19:33:19,4,43200,342.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:20,4,43200,343.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:21,4,43200,344.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:22,4,43200,345.7,0.89,13.3,6,11.1,0.138,10,50.1,0.85
,19:33:23,4,43200,346.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:24,4,43200,347.7,0.89,13.3,7,11.1,0.134,10,50.1,0.85
,19:33:25,4,43200,348.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:26,4,43200,349.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:27,4,43200,350.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:28,4,43200,351.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:29,4,43200,352.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:30,4,43200,353.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:31,4,43200,354.7,0.89,13.3,7,11.1,0.133,10,50.1,0.85
,19:33:32,4,43200,355.7,0.89,13.3,7,11.1,0.134,10,50.1,0.85
,19:33:33,4,43200,356.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:34,4,43200,357.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:35,4,43200,358.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:36,4,43200,359.7,0.89,13.3,7,11.1,0.129,10,50.1,0.85
,19:33:37,4,43200,360.7,0.89,13.3,7,11.1,0.134,10,50.1,0.85
,19:33:38,4,43200,361.7,0.89,13.3,7,11.1,0.134,10,50.1,0.85
,19:33:39,4,43200,362.7,0.9,13.3,7,11.1,0.135,10,50.1,0.86
,19:33:40,4,43200,363.7,0.9,13.3,7,11.2,0.135,10,50.1,0.86
,19:33:41,4,43200,364.7,0.9,13.3,7,11.2,0.135,10,50.1,0.85
,19:33:42,4,43200,365.7,0.9,13.3,7,11.2,0.135,10,50.1,0.86
,19:33:43,4,43200,366.7,0.9,13.3,7,11.2,0.13,10,50.1,0.86
,19:33:44,4,43200,367.7,0.9,13.3,7,11.2,0.13,10,50.1,0.86
,19:33:45,4,43200,368.7,0.89,13.3,7,11.2,0.129,10,50.1,0.85
,19:33:46,4,43200,369.7,0.89,13.3,7,11.2,0.134,10,50.1,0.85
,19:33:47,4,43200,370.7,0.89,13.3,7,11.3,0.134,10,50.1,0.85
,19:33:48,4,43200,371.7,0.89,13.3,7,11.3,0.134,10,50.1,0.85
,19:33:49,4,43200,372.7,0.9,13.3,7,11.3,0.135,10,50.1,0.86
,19:33:50,4,43200,373.7,0.9,13.3,7,11.3,0.135,10,50.1,0.86
,19:33:51,4,43200,374.7,0.9,13.3,7,11.3,0.13,10,50.1,0.86
,19:33:52,4,43200,375.7,0.9,13.3,7,11.3,0.126,10,50.1,0.86
,19:33:53,4,43200,376.7,0.9,13.3,7,11.3,0.125,10,50.1,0.86
,19:33:54,4,43200,377.7,0.89,13.3,7,11.3,0.129,10,50.1,0.85
,19:33:55,4,43200,378.7,0.89,13.3,7,11.4,0.129,10,50.1,0.85
,19:33:56,4,43200,379.7,0.89,13.3,7,11.4,0.129,10,50.1,0.85
,19:33:57,4,43200,380.7,0.9,13.3,7,11.4,0.13,10,50.1,0.86
,19:33:58,4,43200,381.7,0.9,13.3,7,11.4,0.13,10,50.1,0.86
,19:33:59,4,43200,382.7,0.9,13.3,7,11.4,0.13,10,50.1,0.86
,19:34:00,4,43200,383.7,0.9,13.3,7,11.4,0.13,10,50.1,0.86
,19:34:01,4,43200,384.7,0.9,13.3,7,11.5,0.135,10,50.1,0.86
,19:34:02,4,43200,385.7,0.9,13.3,7,11.5,0.135,10,50.1,0.86
,19:34:03,4,43200,386.7,0.9,13.3,7,11.5,0.135,10,50.1,0.86
,19:34:04,4,43200,387.7,0.89,13.3,7,11.5,0.129,10,50.1,0.85
,19:34:05,4,43200,388.7,0.89,13.3,7,11.5,0.129,10,50.1,0.85
,19:34:06,4,43200,389.7,0.89,13.3,7,11.5,0.134,10,50.1,0.85
,19:34:07,4,43200,390.7,0.89,13.3,7,11.5,0.134,10,50.1,0.85
,19:34:08,4,43200,391.7,0.89,13.3,7,11.5,0.129,10,50.1,0.85
,19:34:09,4,43200,392.7,0.89,13.3,7,11.5,0.129,10,50.1,0.85
,19:34:10,4,43200,393.7,0.89,13.3,7,11.5,0.129,10,50.1,0.85
,19:34:11,4,43200,394.7,0.9,13.3,7,11.5,0.13,10,50.1,0.86
,19:34:12,4,43200,395.7,0.9,13.3,7,11.5,0.125,10,50.1,0.86
,19:34:13,4,43200,396.7,0.9,13.3,7,11.6,0.121,10,50.1,0.86
,19:34:14,4,43200,397.7,0.9,13.3,7,11.6,0.121,10,50.1,0.86
,19:34:15,4,43200,398.7,0.9,13.3,7,11.6,0.121,10,50.1,0.86
,19:34:16,4,43200,399.7,0.9,13.3,7,11.6,0.13,10,50.1,0.86
,19:34:17,4,43200,400.7,0.89,13.3,7,11.6,0.134,10,50.1,0.85
,19:34:18,4,43200,401.7,0.89,13.3,7,11.6,0.134,10,50.1,0.85
,19:34:19,4,43200,402.7,0.89,13.3,7,11.7,0.134,10,50.1,0.85
,19:34:20,4,43200,403.7,0.89,13.3,7,11.7,0.134,10,50.1,0.86
,19:34:21,4,43200,404.7,0.9,13.3,7,11.7,0.135,10,50.1,0.86
,19:34:22,4,43200,405.7,0.9,13.3,7,11.7,0.13,10,50.1,0.86
,19:34:23,4,43200,406.7,0.9,13.3,7,11.7,0.13,10,50.1,0.85
,19:34:24,4,43200,407.7,0.89,13.3,7,11.8,0.134,10,50.1,0.85
,19:34:25,4,43200,408.7,0.89,13.3,7,11.8,0.134,10,50.2,0.85
,19:34:26,4,43200,409.7,0.89,13.3,7,11.8,0.134,10,50.1,0.85
,19:34:27,4,43200,410.7,0.9,13.3,7,11.8,0.135,10,50.1,0.86
,19:34:28,4,43200,411.7,0.9,13.3,7,11.8,0.135,10,50.1,0.86
,19:34:29,4,43200,412.7,0.9,13.3,7,11.8,0.135,10,50.1,0.86
,19:34:30,4,43200,413.7,0.9,13.3,7,11.8,0.136,10,50.1,0.86
,19:34:31,4,43200,414.7,0.9,13.3,7,11.8,0.136,10,50.1,0.86
,19:34:32,4,43200,415.7,0.9,13.3,7,11.8,0.135,10,50.1,0.86
,19:34:33,4,43200,416.7,0.9,13.3,7,11.8,0.13,10,50.2,0.86
,19:34:34,4,43200,417.7,0.9,13.3,7,11.8,0.126,10,50.1,0.86
,19:34:35,4,43200,418.7,0.9,13.3,7,11.8,0.122,10,50.1,0.86
,19:34:36,4,43200,419.7,0.9,13.3,7,11.8,0.122,10,50.1,0.86
,19:34:37,4,43200,420.7,0.9,13.3,7,11.8,0.122,10,50.1,0.86
,19:34:38,4,43200,421.7,0.9,13.3,7,11.8,0.126,10,50.1,0.86
,19:34:39,4,43200,422.7,0.9,13.3,7,11.8,0.13,10,50.1,0.86
,19:34:40,4,43200,423.7,0.9,13.3,7,11.9,0.135,10,50.1,0.86
,19:34:41,4,43200,424.7,0.9,13.3,7,11.9,0.13,10,50.1,0.86
,19:34:42,4,43200,425.7,0.9,13.3,7,11.9,0.135,10,50.2,0.86
,19:34:43,4,43200,426.7,0.9,13.3,7,11.9,0.135,10,50.1,0.86
,19:34:44,4,43200,427.7,0.9,13.3,6,11.9,0.14,10,50.1,0.86
,19:34:45,4,43200,428.7,0.9,13.3,7,12,0.135,10,50.1,0.86
,19:34:46,4,43200,429.7,0.9,13.3,7,12,0.13,10,50.1,0.86
,19:34:47,4,43200,430.7,0.9,13.3,7,12,0.136,10,50.1,0.86
,19:34:48,4,43200,431.7,0.9,13.3,7,12,0.136,10,50.1,0.86
,19:34:49,4,43200,432.7,0.9,13.3,7,12,0.13,10,50.1,0.86
,19:34:50,4,43200,433.7,0.9,13.3,7,12,0.13,10,50.1,0.86
,19:34:51,4,43200,434.7,0.9,13.3,7,12,0.125,10,50.1,0.86
,19:34:52,4,43200,435.7,0.9,13.3,7,12.1,0.125,10,50.1,0.86
,19:34:53,4,43200,436.7,0.9,13.3,7,12.1,0.125,10,50.1,0.86
,19:34:54,4,43200,437.7,0.9,13.3,7,12.1,0.13,10,50.1,0.86
,19:34:55,4,43200,438.7,0.9,13.3,7,12.1,0.135,10,50.1,0.86
,19:34:56,4,43200,439.7,0.9,13.3,7,12.1,0.136,10,50.2,0.86
,19:34:57,4,43200,440.7,0.9,13.3,6,12.2,0.141,10,50.1,0.86
,19:34:58,4,43200,441.7,0.91,13.3,7,12.2,0.136,10,50.1,0.87
,19:34:59,4,43200,442.7,0.91,13.3,7,12.2,0.131,10,50.1,0.87
,19:35:00,4,43200,443.7,0.91,13.3,7,12.2,0.131,10,50.1,0.87
,19:35:01,4,43200,444.7,0.9,13.3,7,12.2,0.13,10,50.1,0.86
,19:35:02,4,43200,445.7,0.9,13.3,7,12.2,0.135,10,50.1,0.86
,19:35:03,4,43200,446.7,0.9,13.3,7,12.3,0.135,10,50.1,0.86
,19:35:04,4,43200,447.7,0.9,13.3,7,12.3,0.135,10,50.1,0.86
,19:35:05,4,43200,448.7,0.9,13.3,6,12.3,0.141,10,50.1,0.86
,19:35:06,4,43200,449.7,0.91,13.3,7,12.3,0.136,10,50.1,0.87
,19:35:07,4,43200,450.7,0.91,13.3,7,12.3,0.131,10,50.2,0.87
,19:35:08,4,43200,451.7,0.91,13.3,7,12.3,0.127,10,50.1,0.87
,19:35:09,4,43200,452.7,0.91,13.3,7,12.3,0.122,10,50.1,0.87
,19:35:10,4,43200,453.7,0.9,13.3,7,12.3,0.126,10,50.1,0.86
,19:35:11,4,43200,454.7,0.9,13.3,7,12.4,0.135,10,50.1,0.86
,19:35:12,4,43200,455.7,0.9,13.3,6,12.4,0.141,10,50.1,0.86
,19:35:13,4,43200,456.7,0.9,13.3,6,12.4,0.141,10,50.1,0.86
,19:35:14,4,43200,457.7,0.9,13.3,7,12.4,0.136,10,50.1,0.86
,19:35:15,4,43200,458.7,0.91,13.3,7,12.4,0.136,10,50.2,0.87
,19:35:16,4,43200,459.7,0.91,13.3,7,12.4,0.131,10,50.1,0.87
,19:35:17,4,43200,460.7,0.91,13.3,7,12.5,0.122,10,50.1,0.87
,19:35:18,4,43200,461.7,0.9,13.3,7,12.5,0.122,10,50.1,0.87
,19:35:19,4,43200,462.7,0.9,13.3,7,12.5,0.126,10,50.1,0.86
,19:35:20,4,43200,463.7,0.9,13.3,7,12.5,0.136,10,50.1,0.86
,19:35:21,4,43200,464.7,0.9,13.3,7,12.5,0.136,10,50.2,0.86
,19:35:22,4,43200,465.7,0.9,13.3,6,12.5,0.141,10,50.1,0.86
,19:35:23,4,43200,466.7,0.9,13.3,7,12.6,0.136,10,50.1,0.87
,19:35:24,4,43200,467.7,0.91,13.3,7,12.6,0.136,10,50.1,0.87
,19:35:25,4,43200,468.7,0.91,13.3,7,12.6,0.131,10,50.1,0.87
,19:35:26,4,43200,469.7,0.91,13.3,7,12.6,0.131,10,50.1,0.87
,19:35:27,4,43200,470.7,0.9,13.3,7,12.6,0.131,10,50.1,0.86
,19:35:28,4,43200,471.7,0.9,13.3,7,12.6,0.13,10,50.1,0.86
,19:35:29,4,43200,472.7,0.9,13.3,7,12.6,0.135,10,50.1,0.86
,19:35:30,4,43200,473.7,0.9,13.3,7,12.6,0.136,10,50.1,0.86
,19:35:31,4,43200,474.7,0.91,13.3,7,12.6,0.126,10,50.1,0.87
,19:35:32,4,43200,475.7,0.91,13.3,7,12.6,0.122,10,50.1,0.87
,19:35:33,4,43200,476.7,0.91,13.3,7,12.7,0.127,10,50.1,0.87
,19:35:34,4,43200,477.7,0.91,13.3,7,12.7,0.137,10,50.1,0.87
,19:35:35,4,43200,478.7,0.91,13.3,6,12.7,0.142,10,50.1,0.87
,19:35:36,4,43200,479.7,0.92,13.3,7,12.7,0.137,10,50.2,0.87
,19:35:37,4,43200,480.7,0.91,13.3,7,12.7,0.137,10,50.1,0.87
,19:35:38,4,43200,481.7,0.91,13.3,7,12.7,0.137,10,50.2,0.87
,19:35:39,4,43200,482.7,0.91,13.3,7,12.7,0.132,10,50.1,0.87
,19:35:40,4,43200,483.7,0.91,13.3,7,12.7,0.127,10,50.1,0.87
,19:35:41,4,43200,484.7,0.91,13.3,7,12.8,0.123,10,50.1,0.87
,19:35:42,4,43200,485.7,0.91,13.3,7,12.8,0.127,10,50.1,0.87
,19:35:43,4,43200,486.7,0.91,13.3,7,12.8,0.136,10,50.2,0.87
,19:35:44,4,43200,487.7,0.91,13.3,7,12.8,0.136,10,50.2,0.87
,19:35:45,4,43200,488.7,0.91,13.3,7,12.8,0.136,10,50.2,0.87
,19:35:46,4,43200,489.7,0.91,13.3,7,12.8,0.136,10,50.1,0.87
,19:35:47,4,43200,490.7,0.91,13.3,7,12.8,0.136,10,50.1,0.87
,19:35:48,4,43200,491.7,0.91,13.3,7,12.8,0.136,10,50.2,0.87
,19:35:49,4,43200,492.7,0.91,13.3,7,12.9,0.127,10,50.1,0.87
,19:35:50,4,43200,493.7,0.91,13.3,7,12.9,0.127,10,50.1,0.87
