Data file,,DRYSLIDE_ISO10_12C_002__12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,09/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 19:27:37 on 16/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,04:40:45,4,43200,33187.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:40:46,4,43200,33188.7,0.85,13.3,7,10.5,0.128,10,50.1,0.81
,04:40:47,4,43200,33189.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:40:48,4,43200,33190.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:40:49,4,43200,33191.7,0.85,13.3,7,10.5,0.127,10,50.2,0.81
,04:40:50,4,43200,33192.7,0.85,13.3,7,10.4,0.122,10,50.2,0.81
,04:40:51,4,43200,33193.7,0.85,13.3,7,10.4,0.123,10,50.2,0.81
,04:40:52,4,43200,33194.7,0.85,13.3,7,10.4,0.123,10,50.2,0.81
,04:40:53,4,43200,33195.7,0.85,13.3,7,10.4,0.128,10,50.2,0.81
,04:40:54,4,43200,33196.7,0.85,13.3,7,10.4,0.128,10,50.1,0.81
,04:40:55,4,43200,33197.7,0.85,13.3,7,10.4,0.128,10,50.1,0.81
,04:40:56,4,43200,33198.7,0.85,13.3,7,10.4,0.127,10,50.2,0.81
,04:40:57,4,43200,33199.7,0.85,13.3,7,10.4,0.122,10,50.1,0.81
,04:40:58,4,43200,33200.7,0.84,13.3,7,10.4,0.118,10,50.2,0.81
,04:40:59,4,43200,33201.7,0.85,13.3,7,10.4,0.118,10,50.1,0.81
,04:41:00,4,43200,33202.7,0.85,13.3,7,10.4,0.127,10,50.2,0.81
,04:41:01,4,43200,33203.7,0.85,13.3,7,10.4,0.128,10,50.1,0.81
,04:41:02,4,43200,33204.7,0.85,13.3,7,10.4,0.127,10,50.1,0.81
,04:41:03,4,43200,33205.7,0.85,13.3,7,10.4,0.127,10,50.2,0.81
,04:41:04,4,43200,33206.7,0.85,13.3,7,10.4,0.127,10,50.1,0.81
,04:41:05,4,43200,33207.7,0.85,13.3,7,10.4,0.118,10,50.1,0.81
,04:41:06,4,43200,33208.7,0.85,13.3,7,10.4,0.118,10,50.2,0.81
,04:41:07,4,43200,33209.7,0.85,13.3,7,10.4,0.122,10,50.2,0.81
,04:41:08,4,43200,33210.7,0.84,13.3,7,10.4,0.127,10,50.1,0.81
,04:41:09,4,43200,33211.7,0.84,13.3,7,10.4,0.127,10,50.1,0.81
,04:41:10,4,43200,33212.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:11,4,43200,33213.7,0.84,13.3,7,10.5,0.127,10,50.2,0.81
,04:41:12,4,43200,33214.7,0.84,13.3,7,10.5,0.122,10,50.1,0.81
,04:41:13,4,43200,33215.7,0.85,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:14,4,43200,33216.7,0.85,13.3,7,10.5,0.123,10,50.1,0.81
,04:41:15,4,43200,33217.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:16,4,43200,33218.7,0.85,13.3,7,10.5,0.122,10,50.1,0.81
,04:41:17,4,43200,33219.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:18,4,43200,33220.7,0.84,13.3,7,10.5,0.122,10,50.1,0.81
,04:41:19,4,43200,33221.7,0.85,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:20,4,43200,33222.7,0.85,13.3,7,10.5,0.118,10,50.2,0.81
,04:41:21,4,43200,33223.7,0.85,13.3,7,10.5,0.122,10,50.1,0.81
,04:41:22,4,43200,33224.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:23,4,43200,33225.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:24,4,43200,33226.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:25,4,43200,33227.7,0.84,13.3,7,10.5,0.122,10,50.2,0.81
,04:41:26,4,43200,33228.7,0.85,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:27,4,43200,33229.7,0.84,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:28,4,43200,33230.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:29,4,43200,33231.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:30,4,43200,33232.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:31,4,43200,33233.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:32,4,43200,33234.7,0.85,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:33,4,43200,33235.7,0.85,13.3,7,10.5,0.122,10,50.1,0.81
,04:41:34,4,43200,33236.7,0.85,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:35,4,43200,33237.7,0.85,13.3,7,10.5,0.118,10,50.1,0.81
,04:41:36,4,43200,33238.7,0.85,13.3,7,10.5,0.122,10,50.2,0.81
,04:41:37,4,43200,33239.7,0.85,13.3,7,10.6,0.127,10,50.1,0.81
,04:41:38,4,43200,33240.7,0.84,13.3,7,10.5,0.127,10,50.1,0.81
,04:41:39,4,43200,33241.7,0.85,13.3,7,10.6,0.127,10,50.2,0.81
,04:41:40,4,43200,33242.7,0.85,13.3,7,10.6,0.118,10,50.1,0.81
,04:41:41,4,43200,33243.7,0.85,13.3,7,10.6,0.123,10,50.1,0.81
,04:41:42,4,43200,33244.7,0.85,13.3,7,10.6,0.123,10,50.1,0.81
,04:41:43,4,43200,33245.7,0.85,13.3,7,10.6,0.127,10,50.1,0.81
,04:41:44,4,43200,33246.7,0.85,13.3,7,10.6,0.127,10,50.1,0.81
,04:41:45,4,43200,33247.7,0.85,13.3,7,10.6,0.127,10,50.2,0.81
,04:41:46,4,43200,33248.7,0.85,13.3,7,10.6,0.127,10,50.1,0.81
,04:41:47,4,43200,33249.7,0.85,13.3,7,10.6,0.123,10,50.1,0.81
,04:41:48,4,43200,33250.7,0.85,13.3,7,10.6,0.123,10,50.2,0.81
,04:41:49,4,43200,33251.7,0.85,13.3,7,10.6,0.123,10,50.1,0.81
,04:41:50,4,43200,33252.7,0.85,13.3,7,10.6,0.128,10,50.1,0.81
,04:41:51,4,43200,33253.7,0.85,13.3,7,10.6,0.127,10,50.1,0.81
,04:41:52,4,43200,33254.7,0.85,13.3,7,10.7,0.127,10,50.2,0.81
,04:41:53,4,43200,33255.7,0.85,13.3,7,10.7,0.119,10,50.2,0.81
,04:41:54,4,43200,33256.7,0.85,13.3,7,10.7,0.119,10,50.1,0.81
,04:41:55,4,43200,33257.7,0.85,13.3,7,10.7,0.127,10,50.2,0.81
,04:41:56,4,43200,33258.7,0.85,13.3,7,10.7,0.127,10,50.1,0.81
,04:41:57,4,43200,33259.7,0.84,13.3,6,10.7,0.132,10,50.1,0.81
,04:41:58,4,43200,33260.7,0.85,13.3,7,10.7,0.123,10,50.1,0.81
,04:41:59,4,43200,33261.7,0.85,13.3,7,10.7,0.119,10,50.1,0.82
,04:42:00,4,43200,33262.7,0.86,13.3,7,10.7,0.119,10,50.1,0.82
,04:42:01,4,43200,33263.7,0.85,13.3,7,10.7,0.123,10,50.1,0.81
,04:42:02,4,43200,33264.7,0.85,13.3,7,10.7,0.122,10,50.1,0.81
,04:42:03,4,43200,33265.7,0.84,13.3,7,10.7,0.122,10,50.1,0.81
,04:42:04,4,43200,33266.7,0.84,13.3,7,10.7,0.122,10,50.1,0.81
,04:42:05,4,43200,33267.7,0.85,13.3,7,10.7,0.118,10,50.1,0.81
,04:42:06,4,43200,33268.7,0.85,13.3,7,10.8,0.118,10,50.1,0.81
,04:42:07,4,43200,33269.7,0.85,13.3,7,10.8,0.122,10,50.1,0.81
,04:42:08,4,43200,33270.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,04:42:09,4,43200,33271.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,04:42:10,4,43200,33272.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,04:42:11,4,43200,33273.7,0.85,13.3,7,10.8,0.122,10,50.1,0.81
,04:42:12,4,43200,33274.7,0.85,13.3,7,10.8,0.118,10,50.1,0.81
,04:42:13,4,43200,33275.7,0.85,13.3,7,10.8,0.118,10,50.1,0.81
,04:42:14,4,43200,33276.7,0.85,13.3,7,10.8,0.127,10,50.1,0.81
,04:42:15,4,43200,33277.7,0.85,13.3,7,10.9,0.127,10,50.1,0.81
,04:42:16,4,43200,33278.7,0.85,13.3,7,10.8,0.127,10,50.2,0.81
,04:42:17,4,43200,33279.7,0.85,13.3,7,10.8,0.122,10,50.1,0.81
,04:42:18,4,43200,33280.7,0.85,13.3,7,10.9,0.122,10,50.1,0.81
,04:42:19,4,43200,33281.7,0.85,13.3,7,10.9,0.127,10,50.1,0.81
,04:42:20,4,43200,33282.7,0.85,13.3,7,10.9,0.127,10,50.1,0.81
,04:42:21,4,43200,33283.7,0.85,13.3,7,10.9,0.127,10,50.1,0.81
,04:42:22,4,43200,33284.7,0.85,13.3,7,10.9,0.127,10,50.1,0.81
,04:42:23,4,43200,33285.7,0.85,13.3,7,10.9,0.122,10,50.1,0.81
,04:42:24,4,43200,33286.7,0.85,13.3,7,10.9,0.123,10,50.1,0.81
,04:42:25,4,43200,33287.7,0.85,13.3,7,10.9,0.123,10,50.1,0.81
,04:42:26,4,43200,33288.7,0.85,13.3,7,11,0.127,10,50.2,0.81
,04:42:27,4,43200,33289.7,0.85,13.3,7,11,0.127,10,50.1,0.81
,04:42:28,4,43200,33290.7,0.85,13.3,6,11,0.132,10,50.1,0.81
,04:42:29,4,43200,33291.7,0.85,13.3,7,11,0.128,10,50.2,0.81
,04:42:30,4,43200,33292.7,0.85,13.3,7,11,0.119,10,50.2,0.82
,04:42:31,4,43200,33293.7,0.85,13.3,7,11,0.115,10,50.1,0.82
,04:42:32,4,43200,33294.7,0.85,13.3,7,11,0.119,10,50.1,0.81
,04:42:33,4,43200,33295.7,0.85,13.3,7,11,0.127,10,50.1,0.81
,04:42:34,4,43200,33296.7,0.84,13.3,7,11.1,0.127,10,50.1,0.81
,04:42:35,4,43200,33297.7,0.84,13.3,7,11.1,0.127,10,50.1,0.81
,04:42:36,4,43200,33298.7,0.85,13.3,7,11.1,0.127,10,50.2,0.81
,04:42:37,4,43200,33299.7,0.85,13.3,7,11.1,0.123,10,50.1,0.81
,04:42:38,4,43200,33300.7,0.85,13.3,7,11.1,0.123,10,50.1,0.81
,04:42:39,4,43200,33301.7,0.85,13.3,7,11.1,0.123,10,50.1,0.81
,04:42:40,4,43200,33302.7,0.85,13.3,7,11.1,0.127,10,50.1,0.81
,04:42:41,4,43200,33303.7,0.85,13.3,7,11.1,0.127,10,50.1,0.81
,04:42:42,4,43200,33304.7,0.85,13.3,7,11.1,0.127,10,50.1,0.81
,04:42:43,4,43200,33305.7,0.85,13.3,7,11.1,0.123,10,50.1,0.81
,04:42:44,4,43200,33306.7,0.85,13.3,7,11.2,0.123,10,50.1,0.81
,04:42:45,4,43200,33307.7,0.85,13.3,7,11.2,0.128,10,50.2,0.82
,04:42:46,4,43200,33308.7,0.85,13.3,7,11.2,0.128,10,50.1,0.82
,04:42:47,4,43200,33309.7,0.85,13.3,7,11.2,0.128,10,50.1,0.82
,04:42:48,4,43200,33310.7,0.86,13.3,7,11.2,0.124,10,50.2,0.82
,04:42:49,4,43200,33311.7,0.86,13.3,7,11.2,0.12,10,50.2,0.82
,04:42:50,4,43200,33312.7,0.86,13.3,7,11.3,0.116,10,50.2,0.82
,04:42:51,4,43200,33313.7,0.86,13.3,7,11.3,0.124,10,50.1,0.82
,04:42:52,4,43200,33314.7,0.85,13.3,7,11.3,0.128,10,50.1,0.81
,04:42:53,4,43200,33315.7,0.85,13.3,7,11.3,0.127,10,50.1,0.81
,04:42:54,4,43200,33316.7,0.85,13.3,7,11.3,0.127,10,50.2,0.81
,04:42:55,4,43200,33317.7,0.85,13.3,7,11.3,0.123,10,50.1,0.81
,04:42:56,4,43200,33318.7,0.85,13.3,7,11.3,0.123,10,50.1,0.81
,04:42:57,4,43200,33319.7,0.85,13.3,7,11.3,0.128,10,50.1,0.82
,04:42:58,4,43200,33320.7,0.85,13.3,7,11.4,0.128,10,50.1,0.82
,04:42:59,4,43200,33321.7,0.85,13.3,7,11.4,0.128,10,50.1,0.81
,04:43:00,4,43200,33322.7,0.85,13.3,7,11.4,0.123,10,50.1,0.81
,04:43:01,4,43200,33323.7,0.85,13.3,7,11.4,0.123,10,50.1,0.81
,04:43:02,4,43200,33324.7,0.85,13.3,7,11.4,0.128,10,50.1,0.81
,04:43:03,4,43200,33325.7,0.85,13.3,7,11.4,0.128,10,50.1,0.81
,04:43:04,4,43200,33326.7,0.85,13.3,7,11.4,0.127,10,50.1,0.81
,04:43:05,4,43200,33327.7,0.85,13.3,7,11.4,0.123,10,50.1,0.82
,04:43:06,4,43200,33328.7,0.86,13.3,7,11.5,0.124,10,50.1,0.82
,04:43:07,4,43200,33329.7,0.86,13.3,7,11.5,0.129,10,50.1,0.82
,04:43:08,4,43200,33330.7,0.86,13.3,7,11.5,0.129,10,50.1,0.82
,04:43:09,4,43200,33331.7,0.86,13.3,7,11.5,0.129,10,50.2,0.82
,04:43:10,4,43200,33332.7,0.86,13.3,7,11.6,0.12,10,50.1,0.82
,04:43:11,4,43200,33333.7,0.86,13.3,7,11.6,0.12,10,50.2,0.82
,04:43:12,4,43200,33334.7,0.86,13.3,7,11.6,0.129,10,50.2,0.82
,04:43:13,4,43200,33335.7,0.86,13.3,6,11.6,0.134,10,50.1,0.82
,04:43:14,4,43200,33336.7,0.86,13.3,6,11.6,0.134,10,50.1,0.82
,04:43:15,4,43200,33337.7,0.86,13.3,7,11.6,0.125,10,50.1,0.83
,04:43:16,4,43200,33338.7,0.87,13.3,7,11.6,0.121,10,50.1,0.83
,04:43:17,4,43200,33339.7,0.86,13.3,7,11.6,0.12,10,50.1,0.82
,04:43:18,4,43200,33340.7,0.85,13.3,7,11.6,0.123,10,50.1,0.82
,04:43:19,4,43200,33341.7,0.85,13.3,7,11.7,0.127,10,50.2,0.81
,04:43:20,4,43200,33342.7,0.85,13.3,7,11.7,0.123,10,50.1,0.81
,04:43:21,4,43200,33343.7,0.85,13.3,7,11.7,0.123,10,50.1,0.82
,04:43:22,4,43200,33344.7,0.85,13.3,7,11.7,0.123,10,50.2,0.82
,04:43:23,4,43200,33345.7,0.86,13.3,7,11.7,0.129,10,50.1,0.82
,04:43:24,4,43200,33346.7,0.86,13.3,7,11.7,0.129,10,50.1,0.82
,04:43:25,4,43200,33347.7,0.86,13.3,7,11.8,0.124,10,50.1,0.82
,04:43:26,4,43200,33348.7,0.86,13.3,7,11.8,0.119,10,50.1,0.82
,04:43:27,4,43200,33349.7,0.85,13.3,7,11.8,0.123,10,50.1,0.82
,04:43:28,4,43200,33350.7,0.85,13.3,7,11.8,0.128,10,50.1,0.81
,04:43:29,4,43200,33351.7,0.85,13.3,7,11.8,0.128,10,50.1,0.81
,04:43:30,4,43200,33352.7,0.86,13.3,7,11.8,0.124,10,50.2,0.82
,04:43:31,4,43200,33353.7,0.85,13.3,7,11.9,0.123,10,50.2,0.82
,04:43:32,4,43200,33354.7,0.86,13.3,7,11.9,0.129,10,50.1,0.82
,04:43:33,4,43200,33355.7,0.86,13.3,7,11.9,0.124,10,50.1,0.82
,04:43:34,4,43200,33356.7,0.87,13.3,7,11.9,0.121,10,50.2,0.83
,04:43:35,4,43200,33357.7,0.87,13.3,7,11.9,0.121,10,50.2,0.83
,04:43:36,4,43200,33358.7,0.86,13.3,7,11.9,0.129,10,50.1,0.82
,04:43:37,4,43200,33359.7,0.85,13.3,7,11.9,0.128,10,50.1,0.82
,04:43:38,4,43200,33360.7,0.85,13.3,7,12,0.123,10,50.1,0.82
,04:43:39,4,43200,33361.7,0.86,13.3,7,12,0.124,10,50.1,0.82
,04:43:40,4,43200,33362.7,0.86,13.3,7,12,0.124,10,50.1,0.82
,04:43:41,4,43200,33363.7,0.86,13.3,7,12,0.129,10,50.1,0.82
,04:43:42,4,43200,33364.7,0.85,13.3,7,12,0.128,10,50.1,0.82
,04:43:43,4,43200,33365.7,0.86,13.3,7,12,0.124,10,50.1,0.82
,04:43:44,4,43200,33366.7,0.86,13.3,7,12.1,0.124,10,50.1,0.82
,04:43:45,4,43200,33367.7,0.86,13.3,7,12.1,0.129,10,50.1,0.82
,04:43:46,4,43200,33368.7,0.86,13.3,7,12.1,0.129,10,50.2,0.82
,04:43:47,4,43200,33369.7,0.86,13.3,7,12.1,0.125,10,50.1,0.82
,04:43:48,4,43200,33370.7,0.87,13.3,7,12.1,0.121,10,50.1,0.83
,04:43:49,4,43200,33371.7,0.87,13.3,7,12.2,0.125,10,50.1,0.83
,04:43:50,4,43200,33372.7,0.86,13.3,7,12.2,0.129,10,50.1,0.82
,04:43:51,4,43200,33373.7,0.86,13.3,7,12.2,0.129,10,50.1,0.82
,04:43:52,4,43200,33374.7,0.86,13.3,7,12.2,0.125,10,50.1,0.83
,04:43:53,4,43200,33375.7,0.87,13.3,7,12.2,0.125,10,50.1,0.83
,04:43:54,4,43200,33376.7,0.87,13.3,7,12.2,0.125,10,50.1,0.83
,04:43:55,4,43200,33377.7,0.86,13.3,7,12.2,0.125,10,50.1,0.82
,04:43:56,4,43200,33378.7,0.86,13.3,7,12.2,0.129,10,50.1,0.82
,04:43:57,4,43200,33379.7,0.86,13.3,7,12.3,0.124,10,50.1,0.82
,04:43:58,4,43200,33380.7,0.86,13.3,7,12.3,0.124,10,50.1,0.82
,04:43:59,4,43200,33381.7,0.86,13.3,7,12.3,0.125,10,50.1,0.82
,04:44:00,4,43200,33382.7,0.86,13.3,7,12.3,0.129,10,50.1,0.82
,04:44:01,4,43200,33383.7,0.86,13.3,7,12.3,0.129,10,50.1,0.82
,04:44:02,4,43200,33384.7,0.87,13.3,7,12.4,0.13,10,50.1,0.83
,04:44:03,4,43200,33385.7,0.87,13.3,7,12.4,0.121,10,50.1,0.83
,04:44:04,4,43200,33386.7,0.87,13.3,7,12.4,0.118,10,50.1,0.84
,04:44:05,4,43200,33387.7,0.87,13.3,7,12.4,0.126,10,50.1,0.83
,04:44:06,4,43200,33388.7,0.86,13.3,7,12.4,0.129,10,50.1,0.82
,04:44:07,4,43200,33389.7,0.86,13.3,7,12.5,0.129,10,50.1,0.82
,04:44:08,4,43200,33390.7,0.86,13.3,7,12.5,0.124,10,50.1,0.82
,04:44:09,4,43200,33391.7,0.86,13.3,7,12.5,0.124,10,50.2,0.82
,04:44:10,4,43200,33392.7,0.86,13.3,7,12.5,0.125,10,50.1,0.82
,04:44:11,4,43200,33393.7,0.86,13.3,7,12.5,0.129,10,50.1,0.82
,04:44:12,4,43200,33394.7,0.86,13.3,7,12.5,0.129,10,50.1,0.82
,04:44:13,4,43200,33395.7,0.86,13.3,7,12.5,0.129,10,50.2,0.82
,04:44:14,4,43200,33396.7,0.86,13.3,7,12.6,0.12,10,50.1,0.83
,04:44:15,4,43200,33397.7,0.87,13.3,7,12.6,0.121,10,50.1,0.83
,04:44:16,4,43200,33398.7,0.87,13.3,7,12.6,0.125,10,50.1,0.83
,04:44:17,4,43200,33399.7,0.86,13.3,7,12.6,0.129,10,50.1,0.82
,04:44:18,4,43200,33400.7,0.86,13.3,7,12.6,0.129,10,50.1,0.82
,04:44:19,4,43200,33401.7,0.86,13.3,7,12.6,0.125,10,50.1,0.82
,04:44:20,4,43200,33402.7,0.86,13.3,7,12.7,0.125,10,50.1,0.83
,04:44:21,4,43200,33403.7,0.86,13.3,7,12.7,0.125,10,50.1,0.83
,04:44:22,4,43200,33404.7,0.86,13.3,7,12.7,0.13,10,50.1,0.83
,04:44:23,4,43200,33405.7,0.86,13.3,7,12.7,0.125,10,50.1,0.83
,04:44:24,4,43200,33406.7,0.86,13.3,7,12.7,0.13,10,50.1,0.83
,04:44:25,4,43200,33407.7,0.86,13.3,7,12.8,0.125,10,50.1,0.83
,04:44:26,4,43200,33408.7,0.86,13.3,7,12.8,0.125,10,50.1,0.83
,04:44:27,4,43200,33409.7,0.86,13.3,7,12.8,0.125,10,50.1,0.83
,04:44:28,4,43200,33410.7,0.86,13.3,7,12.8,0.13,10,50.1,0.83
,04:44:29,4,43200,33411.7,0.86,13.3,7,12.8,0.13,10,50.1,0.83
,04:44:30,4,43200,33412.7,0.87,13.3,7,12.8,0.126,10,50.2,0.83
,04:44:31,4,43200,33413.7,0.87,13.3,7,12.8,0.121,10,50.1,0.83
,04:44:32,4,43200,33414.7,0.87,13.3,7,12.9,0.121,10,50.1,0.83
,04:44:33,4,43200,33415.7,0.86,13.3,7,12.9,0.125,10,50.1,0.83
,04:44:34,4,43200,33416.7,0.86,13.3,7,12.9,0.129,10,50.1,0.82
,04:44:35,4,43200,33417.7,0.86,13.3,7,12.9,0.129,10,50.1,0.82
,04:44:36,4,43200,33418.7,0.86,13.3,7,12.9,0.125,10,50.1,0.82
,04:44:37,4,43200,33419.7,0.86,13.3,7,12.9,0.125,10,50.2,0.83
,04:44:38,4,43200,33420.7,0.86,13.3,7,13,0.13,10,50.1,0.83
,04:44:39,4,43200,33421.7,0.86,13.3,7,13,0.13,10,50.1,0.83
,04:44:40,4,43200,33422.7,0.86,13.3,7,13,0.125,10,50.1,0.83
,04:44:41,4,43200,33423.7,0.86,13.3,7,13,0.125,10,50.1,0.83
,04:44:42,4,43200,33424.7,0.86,13.3,7,13,0.129,10,50.1,0.82
,04:44:43,4,43200,33425.7,0.86,13.3,6,13,0.134,10,50.1,0.82
,04:44:44,4,43200,33426.7,0.86,13.3,7,13.1,0.13,10,50.1,0.83
,04:44:45,4,43200,33427.7,0.86,13.3,7,13.1,0.125,10,50.1,0.83
,04:44:46,4,43200,33428.7,0.86,13.3,7,13.1,0.13,10,50.1,0.83
,04:44:47,4,43200,33429.7,0.86,13.3,7,13.1,0.13,10,50.1,0.83
,04:44:48,4,43200,33430.7,0.87,13.3,7,13.1,0.13,10,50.1,0.83
,04:44:49,4,43200,33431.7,0.87,13.3,7,13.2,0.126,10,50.2,0.84
,04:44:50,4,43200,33432.7,0.88,13.3,7,13.1,0.123,10,50.1,0.84
,04:44:51,4,43200,33433.7,0.87,13.3,7,13.2,0.126,10,50.1,0.83
,04:44:52,4,43200,33434.7,0.86,13.3,7,13.2,0.13,10,50.1,0.83
,04:44:53,4,43200,33435.7,0.86,13.3,7,13.2,0.125,10,50.1,0.83
,04:44:54,4,43200,33436.7,0.87,13.3,7,13.2,0.126,10,50.1,0.83
,04:44:55,4,43200,33437.7,0.87,13.3,7,13.2,0.126,10,50.1,0.83
,04:44:56,4,43200,33438.7,0.87,13.3,7,13.2,0.131,10,50.1,0.83
,04:44:57,4,43200,33439.7,0.87,13.3,7,13.2,0.126,10,50.1,0.83
,04:44:58,4,43200,33440.7,0.87,13.3,7,13.3,0.122,10,50.1,0.84
,04:44:59,4,43200,33441.7,0.88,13.3,7,13.3,0.122,10,50.1,0.84
,04:45:00,4,43200,33442.7,0.87,13.3,7,13.3,0.126,10,50.1,0.83
,04:45:01,4,43200,33443.7,0.86,13.3,7,13.3,0.125,10,50.1,0.83
,04:45:02,4,43200,33444.7,0.86,13.3,7,13.3,0.125,10,50.1,0.83
,04:45:03,4,43200,33445.7,0.86,13.3,7,13.3,0.125,10,50.1,0.83
,04:45:04,4,43200,33446.7,0.86,13.3,7,13.3,0.13,10,50.1,0.83
,04:45:05,4,43200,33447.7,0.86,13.3,7,13.3,0.13,10,50.1,0.83
,04:45:06,4,43200,33448.7,0.87,13.3,7,13.4,0.125,10,50.1,0.83
,04:45:07,4,43200,33449.7,0.87,13.3,7,13.4,0.126,10,50.1,0.83
,04:45:08,4,43200,33450.7,0.87,13.3,7,13.4,0.13,10,50.1,0.83
,04:45:09,4,43200,33451.7,0.87,13.3,7,13.4,0.125,10,50.1,0.83
,04:45:10,4,43200,33452.7,0.87,13.3,7,13.4,0.125,10,50.1,0.83
,04:45:11,4,43200,33453.7,0.86,13.3,7,13.4,0.13,10,50.1,0.83
,04:45:12,4,43200,33454.7,0.86,13.3,7,13.4,0.13,10,50.2,0.83
,04:45:13,4,43200,33455.7,0.87,13.3,7,13.4,0.125,10,50.1,0.83
,04:45:14,4,43200,33456.7,0.87,13.3,7,13.4,0.125,10,50.1,0.83
,04:45:15,4,43200,33457.7,0.87,13.3,7,13.4,0.13,10,50.1,0.83
,04:45:16,4,43200,33458.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,04:45:17,4,43200,33459.7,0.87,13.3,7,13.5,0.131,10,50.1,0.83
,04:45:18,4,43200,33460.7,0.87,13.3,7,13.5,0.126,10,50.1,0.84
,04:45:19,4,43200,33461.7,0.88,13.3,7,13.5,0.127,10,50.1,0.84
,04:45:20,4,43200,33462.7,0.87,13.3,7,13.5,0.126,10,50.1,0.83
,04:45:21,4,43200,33463.7,0.87,13.3,7,13.5,0.126,10,50.1,0.83
,04:45:22,4,43200,33464.7,0.87,13.3,7,13.5,0.126,10,50.1,0.83
,04:45:23,4,43200,33465.7,0.87,13.3,7,13.5,0.13,10,50.1,0.83
,04:45:24,4,43200,33466.7,0.86,13.3,7,13.5,0.125,10,50.1,0.83
,04:45:25,4,43200,33467.7,0.87,13.3,7,13.5,0.125,10,50.1,0.83
,04:45:26,4,43200,33468.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,04:45:27,4,43200,33469.7,0.87,13.3,7,13.6,0.131,10,50.1,0.83
,04:45:28,4,43200,33470.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,04:45:29,4,43200,33471.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,04:45:30,4,43200,33472.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,04:45:31,4,43200,33473.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,04:45:32,4,43200,33474.7,0.87,13.3,7,13.6,0.125,10,50.1,0.83
,04:45:33,4,43200,33475.7,0.87,13.3,7,13.6,0.125,10,50.1,0.83
,04:45:34,4,43200,33476.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,04:45:35,4,43200,33477.7,0.87,13.3,7,13.6,0.125,10,50.1,0.83
,04:45:36,4,43200,33478.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,04:45:37,4,43200,33479.7,0.87,13.3,7,13.6,0.126,10,50.1,0.83
,04:45:38,4,43200,33480.7,0.87,13.3,7,13.6,0.13,10,50.1,0.83
,04:45:39,4,43200,33481.7,0.86,13.3,7,13.7,0.125,10,50.1,0.83
,04:45:40,4,43200,33482.7,0.86,13.3,7,13.7,0.125,10,50.2,0.83
,04:45:41,4,43200,33483.7,0.86,13.3,7,13.7,0.125,10,50.1,0.83
,04:45:42,4,43200,33484.7,0.86,13.3,7,13.7,0.13,10,50.1,0.83
,04:45:43,4,43200,33485.7,0.86,13.3,7,13.7,0.13,10,50.1,0.83
,04:45:44,4,43200,33486.7,0.87,13.3,7,13.7,0.125,10,50.1,0.83
,04:45:45,4,43200,33487.7,0.87,13.3,7,13.7,0.13,10,50.1,0.83
