Data file,,RA0.3_HEF_12C_001_45MINS_NOLIDONBOX.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, No lid on box",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:26:05 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,10:36:14,4,2700,608.8,0.03,0,9,12,0.003,10,0,0.06
,10:36:15,4,2700,609.8,0.73,0.6,9,12,0.081,10,0,0.77
,10:36:16,4,2700,610.8,1.72,6.2,9,11.9,0.192,10,0.1,1.71
,10:36:17,4,2700,611.8,2.74,12.6,9,11.9,0.296,10,0.1,2.63
,10:36:18,4,2700,612.8,3.07,13.3,9,11.9,0.324,10,0.1,2.89
,10:36:19,4,2700,613.8,3.1,13.3,9,11.9,0.327,10,0.1,2.9
,10:36:20,4,2700,614.8,3.07,13.3,9,11.9,0.324,10,0.2,2.88
,10:36:21,4,2700,615.8,3.05,13.3,9,11.8,0.321,10,0.2,2.85
,10:36:22,4,2700,616.8,3.01,13.3,10,11.8,0.309,10,0.2,2.82
,10:36:23,4,2700,617.8,2.98,13.3,9,11.7,0.314,10,0.2,2.78
,10:36:24,4,2700,618.8,2.93,13.3,9,11.7,0.318,10,0.2,2.74
,10:36:25,4,2700,619.8,2.89,13.3,9,11.7,0.313,10,0.2,2.7
,10:36:26,4,2700,620.8,2.85,13.3,9,11.7,0.309,10,0.2,2.67
,10:36:27,4,2700,621.8,2.82,13.3,9,11.8,0.314,10,0.2,2.63
,10:36:28,4,2700,622.8,2.79,13.3,9,11.8,0.311,10,0.2,2.61
,10:36:29,4,2700,623.8,2.76,13.3,9,11.8,0.308,10,0.2,2.58
,10:36:30,4,2700,624.8,2.74,13.3,9,11.8,0.305,10,0.2,2.56
,10:36:31,4,2700,625.8,2.72,13.3,9,11.9,0.294,10,0.2,2.54
,10:36:32,4,2700,626.8,2.7,13.3,9,11.9,0.301,10,0.2,2.53
,10:36:33,4,2700,627.8,2.69,13.3,9,11.9,0.3,10,0.2,2.52
,10:36:34,4,2700,628.8,2.68,13.3,9,11.9,0.308,10,0.2,2.51
,10:36:35,4,2700,629.8,2.67,13.3,9,11.9,0.298,10,0.2,2.5
,10:36:36,4,2700,630.8,2.65,13.3,9,11.9,0.295,10,0.2,2.48
,10:36:37,4,2700,631.8,2.64,13.3,9,11.9,0.294,10,0.2,2.46
,10:36:38,4,2700,632.8,2.62,13.3,9,11.9,0.292,10,0.2,2.45
,10:36:39,4,2700,633.8,2.61,13.3,9,11.8,0.299,10,0.2,2.44
,10:36:40,4,2700,634.8,2.6,13.3,9,11.8,0.282,10,0.2,2.43
,10:36:41,4,2700,635.8,2.6,13.3,9,11.8,0.282,10,0.2,2.44
,10:36:42,4,2700,636.8,2.6,13.3,9,11.8,0.289,10,0.2,2.43
,10:36:43,4,2700,637.8,2.59,13.3,9,11.8,0.297,10,0.2,2.42
,10:36:44,4,2700,638.8,2.57,13.3,9,11.7,0.295,10,0.2,2.41
,10:36:45,4,2700,639.8,2.56,13.3,9,11.7,0.278,10,0.2,2.4
,10:36:46,4,2700,640.8,2.55,13.3,9,11.7,0.276,10,0.2,2.38
,10:36:47,4,2700,641.8,2.53,13.3,9,11.6,0.282,10,0.2,2.37
,10:36:48,4,2700,642.8,2.52,13.3,9,11.6,0.289,10,0.2,2.36
,10:36:49,4,2700,643.8,2.52,13.3,9,11.6,0.28,10,0.2,2.36
,10:36:50,4,2700,644.8,2.52,13.3,9,11.6,0.289,10,0.2,2.36
,10:36:51,4,2700,645.8,2.52,13.3,9,11.6,0.281,10,0.2,2.36
,10:36:52,4,2700,646.8,2.52,13.3,9,11.5,0.266,10,0.2,2.36
,10:36:53,4,2700,647.8,2.52,13.3,9,11.5,0.273,10,0.2,2.36
,10:36:54,4,2700,648.8,2.51,13.3,9,11.5,0.272,10,0.2,2.35
,10:36:55,4,2700,649.8,2.5,13.3,9,11.4,0.278,10,0.2,2.34
,10:36:56,4,2700,650.8,2.49,13.3,9,11.4,0.277,10,0.2,2.33
,10:36:57,4,2700,651.8,2.48,13.3,9,11.3,0.276,10,0.2,2.32
,10:36:58,4,2700,652.8,2.47,13.3,9,11.3,0.275,10,0.2,2.31
,10:36:59,4,2700,653.8,2.46,13.3,9,11.3,0.274,10,0.2,2.31
,10:37:00,4,2700,654.8,2.46,13.3,9,11.3,0.267,10,0.2,2.31
,10:37:01,4,2700,655.8,2.46,13.3,9,11.3,0.266,10,0.2,2.3
,10:37:02,4,2700,656.8,2.45,13.3,9,11.2,0.281,10,0.2,2.3
,10:37:03,4,2700,657.8,2.45,13.3,9,11.2,0.281,10,0.2,2.29
,10:37:04,4,2700,658.8,2.45,13.3,9,11.2,0.273,10,0.2,2.3
,10:37:05,4,2700,659.8,2.46,13.3,9,11.1,0.274,10,0.2,2.3
,10:37:06,4,2700,660.8,2.45,13.3,9,11.1,0.282,10,0.2,2.3
,10:37:07,4,2700,661.8,2.44,13.3,9,11.1,0.272,10,0.2,2.29
,10:37:08,4,2700,662.8,2.43,13.3,9,11.1,0.264,10,0.2,2.28
,10:37:09,4,2700,663.8,2.43,13.3,9,11.1,0.263,10,0.2,2.27
,10:37:10,4,2700,664.8,2.43,13.3,9,11.1,0.263,10,0.2,2.27
,10:37:11,4,2700,665.8,2.42,13.3,9,11.1,0.263,10,0.2,2.27
,10:37:12,4,2700,666.8,2.42,13.3,9,11.1,0.27,10,0.2,2.27
,10:37:13,4,2700,667.8,2.41,13.3,9,11,0.268,10,0.2,2.25
,10:37:14,4,2700,668.8,2.4,13.3,9,11,0.275,10,0.2,2.25
,10:37:15,4,2700,669.8,2.4,13.3,9,11,0.275,10,0.2,2.25
,10:37:16,4,2700,670.8,2.42,13.3,9,11,0.277,10,0.2,2.27
,10:37:17,4,2700,671.8,2.44,13.3,9,10.9,0.264,10,0.2,2.28
,10:37:18,4,2700,672.8,2.46,13.3,9,10.9,0.259,10,0.2,2.3
,10:37:19,4,2700,673.8,2.46,13.3,9,10.9,0.259,10,0.2,2.3
,10:37:20,4,2700,674.8,2.45,13.3,9,10.9,0.274,10,0.2,2.3
,10:37:21,4,2700,675.8,2.45,13.3,9,10.9,0.273,10,0.2,2.29
,10:37:22,4,2700,676.8,2.45,13.3,9,10.8,0.281,10,0.2,2.29
,10:37:23,4,2700,677.8,2.46,13.3,9,10.8,0.274,10,0.2,2.3
,10:37:24,4,2700,678.8,2.47,13.3,9,10.8,0.275,10,0.2,2.31
,10:37:25,4,2700,679.8,2.47,13.3,9,10.8,0.268,10,0.2,2.31
,10:37:26,4,2700,680.8,2.46,13.3,9,10.8,0.26,10,0.2,2.31
,10:37:27,4,2700,681.8,2.46,13.3,9,10.8,0.266,10,0.2,2.3
,10:37:28,4,2700,682.8,2.46,13.3,9,10.8,0.274,10,0.2,2.3
,10:37:29,4,2700,683.8,2.45,13.3,9,10.8,0.273,10,0.2,2.3
,10:37:30,4,2700,684.8,2.44,13.3,9,10.8,0.28,10,0.2,2.29
,10:37:31,4,2700,685.8,2.44,13.3,9,10.7,0.272,10,0.2,2.28
,10:37:32,4,2700,686.8,2.43,13.3,9,10.7,0.271,10,0.2,2.28
,10:37:33,4,2700,687.8,2.43,13.3,9,10.7,0.271,10,0.2,2.28
,10:37:34,4,2700,688.8,2.43,13.3,9,10.7,0.27,10,0.2,2.27
,10:37:35,4,2700,689.8,2.43,13.3,9,10.7,0.271,10,0.2,2.28
,10:37:36,4,2700,690.8,2.43,13.3,9,10.7,0.264,10,0.2,2.28
,10:37:37,4,2700,691.8,2.44,13.3,9,10.6,0.257,10,0.2,2.28
,10:37:38,4,2700,692.8,2.43,13.3,9,10.6,0.263,10,0.2,2.28
,10:37:39,4,2700,693.8,2.42,13.3,9,10.6,0.27,10,0.2,2.27
,10:37:40,4,2700,694.8,2.42,13.3,9,10.6,0.27,10,0.2,2.27
,10:37:41,4,2700,695.8,2.42,13.3,9,10.6,0.27,10,0.2,2.27
,10:37:42,4,2700,696.8,2.42,13.3,9,10.6,0.278,10,0.2,2.27
,10:37:43,4,2700,697.8,2.42,13.3,9,10.5,0.27,10,0.2,2.27
,10:37:44,4,2700,698.8,2.42,13.3,9,10.5,0.269,10,0.2,2.26
,10:37:45,4,2700,699.8,2.41,13.3,9,10.5,0.261,10,0.2,2.26
,10:37:46,4,2700,700.8,2.41,13.3,9,10.5,0.261,10,0.2,2.25
,10:37:47,4,2700,701.8,2.4,13.3,9,10.5,0.267,10,0.2,2.25
,10:37:48,4,2700,702.8,2.4,13.3,9,10.5,0.267,10,0.2,2.25
,10:37:49,4,2700,703.8,2.4,13.3,9,10.5,0.267,10,0.2,2.25
,10:37:50,4,2700,704.8,2.4,13.3,9,10.5,0.267,10,0.2,2.25
,10:37:51,4,2700,705.8,2.41,13.3,9,10.5,0.268,10,0.2,2.25
,10:37:52,4,2700,706.8,2.41,13.3,9,10.4,0.269,10,0.2,2.26
,10:37:53,4,2700,707.8,2.42,13.3,9,10.4,0.262,10,0.2,2.26
,10:37:54,4,2700,708.8,2.41,13.3,9,10.4,0.261,10,0.2,2.26
,10:37:55,4,2700,709.8,2.42,13.3,9,10.4,0.262,10,0.2,2.26
,10:37:56,4,2700,710.8,2.42,13.3,9,10.4,0.262,10,0.2,2.27
,10:37:57,4,2700,711.8,2.43,13.3,9,10.4,0.271,10,0.2,2.28
,10:37:58,4,2700,712.8,2.43,13.3,9,10.4,0.271,10,0.2,2.28
,10:37:59,4,2700,713.8,2.43,13.3,9,10.4,0.271,10,0.2,2.28
,10:38:00,4,2700,714.8,2.43,13.3,9,10.4,0.263,10,0.2,2.27
,10:38:01,4,2700,715.8,2.43,13.3,9,10.4,0.264,10,0.2,2.28
,10:38:02,4,2700,716.8,2.44,13.3,9,10.3,0.264,10,0.2,2.28
,10:38:03,4,2700,717.8,2.44,13.3,9,10.3,0.272,10,0.2,2.28
,10:38:04,4,2700,718.8,2.44,13.3,9,10.3,0.272,10,0.2,2.29
,10:38:05,4,2700,719.8,2.44,13.3,9,10.3,0.28,10,0.2,2.29
,10:38:06,4,2700,720.8,2.44,13.3,9,10.3,0.28,10,0.2,2.29
,10:38:07,4,2700,721.8,2.44,13.3,9,10.3,0.272,10,0.2,2.29
,10:38:08,4,2700,722.8,2.44,13.3,9,10.3,0.272,10,0.2,2.29
,10:38:09,4,2700,723.8,2.44,13.3,9,10.3,0.265,10,0.2,2.29
,10:38:10,4,2700,724.8,2.45,13.3,9,10.3,0.273,10,0.2,2.29
,10:38:11,4,2700,725.8,2.45,13.3,9,10.3,0.274,10,0.2,2.3
,10:38:12,4,2700,726.8,2.46,13.3,9,10.3,0.274,10,0.2,2.3
,10:38:13,4,2700,727.8,2.46,13.3,9,10.3,0.282,10,0.2,2.3
,10:38:14,4,2700,728.8,2.45,13.3,9,10.3,0.274,10,0.2,2.3
,10:38:15,4,2700,729.8,2.45,13.3,9,10.3,0.273,10,0.2,2.29
,10:38:16,4,2700,730.8,2.44,13.3,9,10.3,0.265,10,0.2,2.29
,10:38:17,4,2700,731.8,2.45,13.3,9,10.3,0.258,10,0.2,2.3
,10:38:18,4,2700,732.8,2.45,13.3,9,10.3,0.266,10,0.2,2.3
,10:38:19,4,2700,733.8,2.45,13.3,9,10.3,0.266,10,0.2,2.29
,10:38:20,4,2700,734.8,2.44,13.3,9,10.3,0.265,10,0.2,2.29
,10:38:21,4,2700,735.8,2.44,13.3,9,10.2,0.272,10,0.2,2.29
,10:38:22,4,2700,736.8,2.44,13.3,9,10.2,0.28,10,0.2,2.29
,10:38:23,4,2700,737.8,2.44,13.3,9,10.2,0.28,10,0.2,2.29
,10:38:24,4,2700,738.8,2.44,13.3,9,10.2,0.28,10,0.2,2.29
,10:38:25,4,2700,739.8,2.45,13.3,9,10.2,0.273,10,0.2,2.3
,10:38:26,4,2700,740.8,2.46,13.3,9,10.2,0.282,10,0.2,2.31
,10:38:27,4,2700,741.8,2.47,13.3,9,10.2,0.284,10,0.2,2.32
,10:38:28,4,2700,742.8,2.48,13.3,9,10.2,0.276,10,0.2,2.32
,10:38:29,4,2700,743.8,2.49,13.3,9,10.2,0.27,10,0.2,2.33
,10:38:30,4,2700,744.8,2.48,13.3,9,10.2,0.269,10,0.2,2.32
,10:38:31,4,2700,745.8,2.48,13.3,9,10.2,0.268,10,0.2,2.32
,10:38:32,4,2700,746.8,2.47,13.3,9,10.2,0.275,10,0.2,2.31
,10:38:33,4,2700,747.8,2.48,13.3,9,10.2,0.276,10,0.2,2.32
,10:38:34,4,2700,748.8,2.48,13.3,9,10.2,0.276,10,0.2,2.32
,10:38:35,4,2700,749.8,2.48,13.3,9,10.2,0.276,10,0.2,2.32
,10:38:36,4,2700,750.8,2.47,13.3,9,10.2,0.276,10,0.2,2.32
,10:38:37,4,2700,751.8,2.47,13.3,9,10.2,0.275,10,0.2,2.31
,10:38:38,4,2700,752.8,2.47,13.3,9,10.2,0.275,10,0.2,2.31
,10:38:39,4,2700,753.8,2.47,13.3,9,10.2,0.275,10,0.2,2.31
,10:38:40,4,2700,754.8,2.47,13.3,9,10.2,0.275,10,0.2,2.31
,10:38:41,4,2700,755.8,2.46,13.3,9,10.2,0.267,10,0.2,2.31
,10:38:42,4,2700,756.8,2.46,13.3,9,10.2,0.259,10,0.2,2.3
,10:38:43,4,2700,757.8,2.46,13.3,9,10.2,0.259,10,0.2,2.3
,10:38:44,4,2700,758.8,2.46,13.3,9,10.2,0.274,10,0.2,2.3
,10:38:45,4,2700,759.8,2.46,13.3,9,10.2,0.274,10,0.2,2.31
,10:38:46,4,2700,760.8,2.46,13.3,9,10.2,0.282,10,0.2,2.3
,10:38:47,4,2700,761.8,2.45,13.3,9,10.3,0.282,10,0.2,2.3
,10:38:48,4,2700,762.8,2.46,13.3,9,10.3,0.282,10,0.2,2.31
,10:38:49,4,2700,763.8,2.48,13.3,9,10.3,0.276,10,0.2,2.32
,10:38:50,4,2700,764.8,2.49,13.3,9,10.3,0.269,10,0.2,2.33
,10:38:51,4,2700,765.8,2.49,13.3,9,10.3,0.27,10,0.2,2.33
,10:38:52,4,2700,766.8,2.49,13.3,9,10.3,0.27,10,0.2,2.33
,10:38:53,4,2700,767.8,2.49,13.3,9,10.3,0.27,10,0.2,2.33
,10:38:54,4,2700,768.8,2.48,13.3,9,10.3,0.277,10,0.2,2.32
,10:38:55,4,2700,769.8,2.48,13.3,9,10.3,0.276,10,0.2,2.32
,10:38:56,4,2700,770.8,2.48,13.3,9,10.3,0.276,10,0.2,2.32
,10:38:57,4,2700,771.8,2.47,13.3,9,10.3,0.267,10,0.2,2.31
,10:38:58,4,2700,772.8,2.46,13.3,9,10.3,0.266,10,0.2,2.3
,10:38:59,4,2700,773.8,2.46,13.3,9,10.3,0.259,10,0.2,2.3
,10:39:00,4,2700,774.8,2.46,13.3,9,10.3,0.267,10,0.2,2.31
,10:39:01,4,2700,775.8,2.47,13.3,9,10.3,0.267,10,0.2,2.31
,10:39:02,4,2700,776.8,2.47,13.3,9,10.3,0.275,10,0.2,2.31
,10:39:03,4,2700,777.8,2.47,13.3,9,10.3,0.267,10,0.2,2.31
,10:39:04,4,2700,778.8,2.47,13.3,9,10.3,0.275,10,0.2,2.31
,10:39:05,4,2700,779.8,2.47,13.3,9,10.3,0.275,10,0.2,2.31
,10:39:06,4,2700,780.8,2.48,13.3,9,10.3,0.284,10,0.2,2.32
,10:39:07,4,2700,781.8,2.48,13.3,9,10.3,0.276,10,0.2,2.32
,10:39:08,4,2700,782.8,2.49,13.3,9,10.4,0.277,10,0.2,2.33
,10:39:09,4,2700,783.8,2.48,13.3,9,10.4,0.277,10,0.2,2.32
,10:39:10,4,2700,784.8,2.47,13.3,9,10.4,0.276,10,0.2,2.31
,10:39:11,4,2700,785.8,2.46,13.3,9,10.4,0.282,10,0.2,2.31
,10:39:12,4,2700,786.8,2.46,13.3,9,10.4,0.274,10,0.2,2.3
,10:39:13,4,2700,787.8,2.46,13.3,9,10.4,0.282,10,0.2,2.3
,10:39:14,4,2700,788.8,2.46,13.3,9,10.4,0.282,10,0.2,2.31
,10:39:15,4,2700,789.8,2.46,13.3,9,10.4,0.275,10,0.2,2.31
,10:39:16,4,2700,790.8,2.47,13.3,9,10.4,0.268,10,0.2,2.31
,10:39:17,4,2700,791.8,2.47,13.3,9,10.4,0.26,10,0.2,2.31
,10:39:18,4,2700,792.8,2.46,13.3,9,10.4,0.26,10,0.2,2.31
,10:39:19,4,2700,793.8,2.47,13.3,9,10.5,0.26,10,0.2,2.31
,10:39:20,4,2700,794.8,2.47,13.3,9,10.5,0.267,10,0.2,2.31
,10:39:21,4,2700,795.8,2.46,13.3,9,10.5,0.274,10,0.2,2.3
,10:39:22,4,2700,796.8,2.44,13.3,9,10.5,0.279,10,0.2,2.28
,10:39:23,4,2700,797.8,2.42,13.3,9,10.5,0.278,10,0.2,2.27
,10:39:24,4,2700,798.8,2.43,13.3,9,10.5,0.279,10,0.2,2.27
,10:39:25,4,2700,799.8,2.44,13.3,9,10.5,0.272,10,0.2,2.29
,10:39:26,4,2700,800.8,2.45,13.3,9,10.5,0.282,10,0.2,2.3
,10:39:27,4,2700,801.8,2.46,13.3,9,10.5,0.275,10,0.2,2.31
,10:39:28,4,2700,802.8,2.46,13.3,9,10.5,0.275,10,0.2,2.31
,10:39:29,4,2700,803.8,2.46,13.3,9,10.5,0.275,10,0.2,2.31
,10:39:30,4,2700,804.8,2.46,13.3,9,10.5,0.274,10,0.2,2.31
,10:39:31,4,2700,805.8,2.46,13.3,9,10.6,0.283,10,0.2,2.31
,10:39:32,4,2700,806.8,2.47,13.3,9,10.6,0.283,10,0.2,2.31
,10:39:33,4,2700,807.8,2.48,13.3,9,10.6,0.276,10,0.2,2.32
,10:39:34,4,2700,808.8,2.49,13.3,9,10.6,0.27,10,0.2,2.33
,10:39:35,4,2700,809.8,2.5,13.3,9,10.6,0.279,10,0.2,2.34
,10:39:36,4,2700,810.8,2.5,13.3,9,10.6,0.278,10,0.2,2.34
,10:39:37,4,2700,811.8,2.49,13.3,9,10.6,0.286,10,0.2,2.33
,10:39:38,4,2700,812.8,2.5,13.3,9,10.6,0.278,10,0.2,2.34
,10:39:39,4,2700,813.8,2.5,13.3,9,10.7,0.278,10,0.2,2.34
,10:39:40,4,2700,814.8,2.5,13.3,9,10.7,0.278,10,0.2,2.34
,10:39:41,4,2700,815.8,2.49,13.3,9,10.7,0.278,10,0.2,2.33
,10:39:42,4,2700,816.8,2.48,13.3,9,10.7,0.269,10,0.2,2.32
,10:39:43,4,2700,817.8,2.47,13.3,9,10.7,0.261,10,0.2,2.31
,10:39:44,4,2700,818.8,2.46,13.3,9,10.7,0.259,10,0.2,2.3
,10:39:45,4,2700,819.8,2.45,13.3,10,10.7,0.251,10,0.2,2.29
,10:39:46,4,2700,820.8,2.45,13.3,9,10.7,0.258,10,0.2,2.29
,10:39:47,4,2700,821.8,2.45,13.3,9,10.8,0.265,10,0.2,2.29
,10:39:48,4,2700,822.8,2.44,13.3,9,10.8,0.272,10,0.2,2.28
,10:39:49,4,2700,823.8,2.44,13.3,9,10.8,0.272,10,0.2,2.28
,10:39:50,4,2700,824.8,2.44,13.3,9,10.8,0.272,10,0.2,2.29
,10:39:51,4,2700,825.8,2.45,13.3,9,10.8,0.273,10,0.2,2.29
,10:39:52,4,2700,826.8,2.44,13.3,9,10.8,0.28,10,0.2,2.29
,10:39:53,4,2700,827.8,2.44,13.3,9,10.8,0.28,10,0.2,2.29
,10:39:54,4,2700,828.8,2.44,13.3,9,10.8,0.272,10,0.2,2.29
,10:39:55,4,2700,829.8,2.45,13.3,9,10.9,0.282,10,0.2,2.3
,10:39:56,4,2700,830.8,2.46,13.3,9,10.9,0.282,10,0.2,2.3
,10:39:57,4,2700,831.8,2.46,13.3,9,10.9,0.274,10,0.2,2.31
,10:39:58,4,2700,832.8,2.47,13.3,9,10.9,0.275,10,0.2,2.31
,10:39:59,4,2700,833.8,2.47,13.3,9,10.9,0.275,10,0.2,2.31
,10:40:00,4,2700,834.8,2.46,13.3,9,10.9,0.275,10,0.2,2.31
,10:40:01,4,2700,835.8,2.46,13.3,9,10.9,0.274,10,0.2,2.3
,10:40:02,4,2700,836.8,2.46,13.3,9,10.9,0.274,10,0.2,2.3
,10:40:03,4,2700,837.8,2.46,13.3,9,11,0.275,10,0.2,2.31
,10:40:04,4,2700,838.8,2.48,13.3,9,11,0.276,10,0.2,2.32
,10:40:05,4,2700,839.8,2.48,13.3,9,11,0.276,10,0.2,2.32
,10:40:06,4,2700,840.8,2.49,13.3,9,11,0.277,10,0.2,2.33
,10:40:07,4,2700,841.8,2.5,13.3,9,11,0.278,10,0.2,2.34
,10:40:08,4,2700,842.8,2.5,13.3,9,11,0.279,10,0.2,2.35
,10:40:09,4,2700,843.8,2.51,13.3,9,11.1,0.28,10,0.2,2.35
,10:40:10,4,2700,844.8,2.52,13.3,9,11.1,0.273,10,0.2,2.36
,10:40:11,4,2700,845.8,2.52,13.3,9,11.1,0.273,10,0.2,2.36
,10:40:12,4,2700,846.8,2.51,13.3,9,11.1,0.272,10,0.2,2.35
,10:40:13,4,2700,847.8,2.5,13.3,9,11.1,0.271,10,0.2,2.34
,10:40:14,4,2700,848.8,2.49,13.3,9,11.1,0.27,10,0.2,2.33
,10:40:15,4,2700,849.8,2.49,13.3,9,11.2,0.27,10,0.2,2.33
,10:40:16,4,2700,850.8,2.48,13.3,9,11.2,0.262,10,0.2,2.32
,10:40:17,4,2700,851.8,2.48,13.3,10,11.2,0.254,10,0.2,2.32
,10:40:18,4,2700,852.8,2.47,13.3,9,11.2,0.26,10,0.2,2.31
,10:40:19,4,2700,853.8,2.47,13.3,9,11.2,0.268,10,0.2,2.31
,10:40:20,4,2700,854.8,2.46,13.3,9,11.2,0.259,10,0.2,2.3
,10:40:21,4,2700,855.8,2.44,13.3,9,11.2,0.257,10,0.2,2.28
,10:40:22,4,2700,856.8,2.43,13.3,9,11.3,0.263,10,0.2,2.27
,10:40:23,4,2700,857.8,2.43,13.3,9,11.3,0.263,10,0.2,2.27
,10:40:24,4,2700,858.8,2.43,13.3,9,11.3,0.263,10,0.2,2.27
,10:40:25,4,2700,859.8,2.42,13.3,9,11.3,0.255,10,0.2,2.26
,10:40:26,4,2700,860.8,2.42,13.3,9,11.3,0.255,10,0.2,2.26
,10:40:27,4,2700,861.8,2.42,13.3,9,11.4,0.255,10,0.2,2.26
,10:40:28,4,2700,862.8,2.41,13.3,9,11.4,0.261,10,0.2,2.25
,10:40:29,4,2700,863.8,2.39,13.3,9,11.4,0.259,10,0.2,2.24
,10:40:30,4,2700,864.8,2.37,13.3,9,11.4,0.265,10,0.2,2.22
,10:40:31,4,2700,865.8,2.37,13.3,9,11.4,0.265,10,0.2,2.23
,10:40:32,4,2700,866.8,2.38,13.3,9,11.4,0.265,10,0.2,2.23
,10:40:33,4,2700,867.8,2.38,13.3,9,11.5,0.265,10,0.2,2.23
,10:40:34,4,2700,868.8,2.4,13.3,9,11.5,0.267,10,0.2,2.24
,10:40:35,4,2700,869.8,2.4,13.3,9,11.5,0.268,10,0.2,2.25
,10:40:36,4,2700,870.8,2.4,13.3,9,11.5,0.268,10,0.2,2.25
,10:40:37,4,2700,871.8,2.4,13.3,9,11.5,0.267,10,0.2,2.24
,10:40:38,4,2700,872.8,2.39,13.3,9,11.6,0.266,10,0.2,2.24
,10:40:39,4,2700,873.8,2.39,13.3,9,11.5,0.266,10,0.2,2.24
,10:40:40,4,2700,874.8,2.39,13.3,9,11.6,0.266,10,0.2,2.24
,10:40:41,4,2700,875.8,2.39,13.3,9,11.6,0.266,10,0.2,2.24
,10:40:42,4,2700,876.8,2.39,13.3,9,11.6,0.259,10,0.2,2.24
,10:40:43,4,2700,877.8,2.39,13.3,9,11.6,0.266,10,0.2,2.23
,10:40:44,4,2700,878.8,2.38,13.3,9,11.6,0.265,10,0.2,2.23
,10:40:45,4,2700,879.8,2.37,13.3,9,11.7,0.264,10,0.2,2.22
,10:40:46,4,2700,880.8,2.37,13.3,9,11.7,0.264,10,0.2,2.22
,10:40:47,4,2700,881.8,2.37,13.3,9,11.7,0.264,10,0.2,2.22
,10:40:48,4,2700,882.8,2.38,13.3,9,11.7,0.258,10,0.2,2.23
,10:40:49,4,2700,883.8,2.39,13.3,9,11.7,0.258,10,0.2,2.23
,10:40:50,4,2700,884.8,2.38,13.3,9,11.8,0.258,10,0.2,2.23
,10:40:51,4,2700,885.8,2.37,13.3,9,11.8,0.265,10,0.2,2.22
,10:40:52,4,2700,886.8,2.37,13.3,9,11.8,0.264,10,0.2,2.22
,10:40:53,4,2700,887.8,2.38,13.3,9,11.8,0.273,10,0.2,2.22
,10:40:54,4,2700,888.8,2.37,13.3,9,11.8,0.272,10,0.2,2.22
,10:40:55,4,2700,889.8,2.37,13.3,8,11.9,0.28,10,0.2,2.22
,10:40:56,4,2700,890.8,2.38,13.3,9,11.9,0.273,10,0.2,2.23
,10:40:57,4,2700,891.8,2.4,13.3,9,11.9,0.275,10,0.2,2.25
,10:40:58,4,2700,892.8,2.42,13.3,9,11.9,0.277,10,0.2,2.27
,10:40:59,4,2700,893.8,2.44,13.3,9,11.9,0.272,10,0.2,2.28
,10:41:00,4,2700,894.8,2.44,13.3,9,11.9,0.272,10,0.2,2.29
,10:41:01,4,2700,895.8,2.45,13.3,9,11.9,0.273,10,0.2,2.29
,10:41:02,4,2700,896.8,2.45,13.3,9,12,0.281,10,0.2,2.29
,10:41:03,4,2700,897.8,2.44,13.3,9,12,0.272,10,0.2,2.29
,10:41:04,4,2700,898.8,2.45,13.3,9,12,0.273,10,0.2,2.29
,10:41:05,4,2700,899.8,2.45,13.3,9,12,0.274,10,0.2,2.3
,10:41:06,4,2700,900.8,2.45,13.3,9,12,0.274,10,0.2,2.3
,10:41:07,4,2700,901.8,2.46,13.3,9,12.1,0.274,10,0.2,2.3
,10:41:08,4,2700,902.8,2.46,13.3,9,12.1,0.274,10,0.2,2.3
,10:41:09,4,2700,903.8,2.46,13.3,9,12.1,0.275,10,0.2,2.31
,10:41:10,4,2700,904.8,2.47,13.3,9,12.1,0.267,10,0.2,2.31
,10:41:11,4,2700,905.8,2.47,13.3,9,12.2,0.26,10,0.2,2.31
,10:41:12,4,2700,906.8,2.47,13.3,9,12.2,0.26,10,0.2,2.31
,10:41:13,4,2700,907.8,2.47,13.3,9,12.2,0.267,10,0.2,2.31
,10:41:14,4,2700,908.8,2.46,13.3,9,12.2,0.274,10,0.2,2.3
,10:41:15,4,2700,909.8,2.44,13.3,9,12.2,0.28,10,0.2,2.29
,10:41:16,4,2700,910.8,2.43,13.3,9,12.3,0.279,10,0.2,2.28
,10:41:17,4,2700,911.8,2.45,13.3,8,12.2,0.289,10,0.2,2.29
,10:41:18,4,2700,912.8,2.47,13.3,9,12.2,0.284,10,0.2,2.32
,10:41:19,4,2700,913.8,2.49,13.3,9,12.3,0.285,10,0.2,2.33
,10:41:20,4,2700,914.8,2.49,13.3,9,12.3,0.285,10,0.2,2.33
,10:41:21,4,2700,915.8,2.48,13.3,9,12.3,0.285,10,0.2,2.32
