Data file,,COLSIBRO_HEF_T13_C4.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Colsibro,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 12:11:35 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,colsibro_hef_t13_c4-h001.tsv,,,,,,,,,,
,12:25:42,5,3590,847.1,1.82,13.3,7,21,0.263,10,49.8,1.76
,12:25:43,5,3590,848.1,1.89,13.3,7,21,0.273,10,49.8,1.83
,12:25:44,5,3590,849.1,1.92,13.3,7,21,0.277,10,49.8,1.85
,12:25:45,5,3590,850.1,1.83,13.3,7,21,0.264,10,49.8,1.76
,12:25:46,5,3590,851.1,1.76,13.3,7,21,0.254,10,49.9,1.69
,12:25:47,5,3590,852.1,1.72,13.3,7,21,0.248,10,49.8,1.66
,12:25:48,5,3590,853.1,1.71,13.3,7,21,0.238,10,49.9,1.65
,12:25:49,5,3590,854.1,1.71,13.3,7,21,0.238,10,49.9,1.65
,12:25:50,5,3590,855.1,1.71,13.3,7,21,0.238,10,49.8,1.65
,12:25:51,5,3590,856.1,1.7,13.3,7,21,0.237,10,49.8,1.64
,12:25:52,5,3590,857.1,1.7,13.3,7,21,0.237,10,49.8,1.64
,12:25:53,5,3590,858.1,1.7,13.3,7,21,0.229,10,49.8,1.64
,12:25:54,5,3590,859.1,1.7,13.3,7,21,0.229,10,49.8,1.64
,12:25:55,5,3590,860.1,1.7,13.3,7,21,0.228,10,49.8,1.64
,12:25:56,5,3590,861.1,1.69,13.3,7,21,0.228,10,49.8,1.63
,12:25:57,5,3590,862.1,1.7,13.3,7,21,0.228,10,49.8,1.64
,12:25:58,5,3590,863.1,1.7,13.3,7,21,0.236,10,49.9,1.64
,12:25:59,5,3590,864.1,1.69,13.3,7,21,0.245,10,49.9,1.63
,12:26:00,5,3590,865.1,1.7,13.3,7,21,0.255,10,49.8,1.64
,12:26:01,5,3590,866.1,1.7,13.3,7,21,0.246,10,49.8,1.64
,12:26:02,5,3590,867.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:26:03,5,3590,868.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:26:04,5,3590,869.1,1.72,13.3,7,21,0.248,10,49.9,1.66
,12:26:05,5,3590,870.1,1.72,13.3,7,21,0.239,10,49.9,1.66
,12:26:06,5,3590,871.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:26:07,5,3590,872.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:26:08,5,3590,873.1,1.71,13.3,7,21,0.247,10,49.9,1.65
,12:26:09,5,3590,874.1,1.71,13.3,7,21,0.239,10,49.9,1.65
,12:26:10,5,3590,875.1,1.72,13.3,7,21,0.239,10,49.9,1.66
,12:26:11,5,3590,876.1,1.73,13.3,7,21,0.24,10,49.9,1.67
,12:26:12,5,3590,877.1,1.73,13.3,7,21,0.241,10,49.9,1.67
,12:26:13,5,3590,878.1,1.73,13.3,7,21,0.241,10,49.9,1.67
,12:26:14,5,3590,879.1,1.73,13.3,7,21,0.25,10,49.9,1.67
,12:26:15,5,3590,880.1,1.73,13.3,7,21,0.25,10,49.8,1.67
,12:26:16,5,3590,881.1,1.74,13.3,7,21,0.251,10,49.8,1.68
,12:26:17,5,3590,882.1,1.73,13.3,7,21,0.25,10,49.8,1.67
,12:26:18,5,3590,883.1,1.79,13.3,7,21,0.258,10,49.8,1.73
,12:26:19,5,3590,884.1,1.81,13.3,7,21,0.262,10,49.8,1.75
,12:26:20,5,3590,885.1,1.84,13.3,7,21,0.266,10,49.8,1.78
,12:26:21,5,3590,886.1,1.8,13.3,7,21,0.26,10,49.8,1.74
,12:26:22,5,3590,887.1,1.79,13.3,7,21,0.249,10,49.8,1.72
,12:26:23,5,3590,888.1,1.77,13.3,7,21,0.247,10,49.8,1.71
,12:26:24,5,3590,889.1,1.75,13.3,7,21,0.253,10,49.9,1.69
,12:26:25,5,3590,890.1,1.74,13.3,7,21,0.251,10,49.8,1.68
,12:26:26,5,3590,891.1,1.75,13.3,7,21,0.243,10,49.8,1.69
,12:26:27,5,3590,892.1,1.77,13.3,7,21,0.246,10,49.8,1.71
,12:26:28,5,3590,893.1,1.76,13.3,7,21,0.245,10,49.8,1.69
,12:26:29,5,3590,894.1,1.73,13.3,7,21,0.233,10,49.8,1.67
,12:26:30,5,3590,895.1,1.71,13.3,7,21,0.23,10,49.9,1.65
,12:26:31,5,3590,896.1,1.71,13.3,7,21,0.23,10,49.8,1.65
,12:26:32,5,3590,897.1,1.73,13.3,7,21,0.24,10,49.9,1.67
,12:26:33,5,3590,898.1,1.75,13.3,7,21,0.243,10,49.9,1.69
,12:26:34,5,3590,899.1,1.74,13.3,7,21,0.251,10,49.8,1.68
,12:26:35,5,3590,900.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:26:36,5,3590,901.1,1.68,13.3,7,21,0.242,10,49.8,1.62
,12:26:37,5,3590,902.1,1.67,13.3,7,21,0.232,10,49.8,1.61
,12:26:38,5,3590,903.1,1.66,13.3,7,21,0.231,10,49.8,1.6
,12:26:39,5,3590,904.1,1.65,13.3,7,21,0.23,10,49.9,1.59
,12:26:40,5,3590,905.1,1.65,13.3,7,21,0.238,10,49.8,1.59
,12:26:41,5,3590,906.1,1.65,13.3,7,21,0.239,10,49.8,1.6
,12:26:42,5,3590,907.1,1.66,13.3,7,21,0.239,10,49.9,1.6
,12:26:43,5,3590,908.1,1.65,13.3,7,21,0.238,10,49.9,1.59
,12:26:44,5,3590,909.1,1.64,13.3,7,21,0.237,10,49.8,1.58
,12:26:45,5,3590,910.1,1.64,13.3,7,21,0.229,10,49.9,1.58
,12:26:46,5,3590,911.1,1.65,13.3,7,21,0.222,10,49.9,1.59
,12:26:47,5,3590,912.1,1.65,13.3,7,21,0.222,10,49.8,1.6
,12:26:48,5,3590,913.1,1.65,13.3,7,21,0.222,10,49.8,1.6
,12:26:49,5,3590,914.1,1.86,13.3,7,21,0.25,10,49.8,1.83
,12:26:50,5,3590,915.1,2.32,13.3,7,21,0.323,10,49.9,2.3
,12:26:51,5,3590,916.1,3.03,13.3,7,21,0.438,10,49.8,3
,12:26:52,5,3590,917.1,3.57,13.3,7,21,0.515,10,49.8,3.48
,12:26:53,5,3590,918.1,3.78,13.3,7,21,0.547,10,49.8,3.65
,12:26:54,5,3590,919.1,3.72,13.3,7,21,0.537,10,49.8,3.59
,12:26:55,5,3590,920.1,3.73,13.3,7,21,0.539,10,49.8,3.6
,12:26:56,5,3590,921.1,3.79,13.3,7,21,0.548,10,49.8,3.67
,12:26:57,5,3590,922.1,3.86,13.3,7,21,0.557,10,49.8,3.72
,12:26:58,5,3590,923.1,3.77,13.3,7,21,0.544,10,49.9,3.63
,12:26:59,5,3590,924.1,3.57,13.3,7,21,0.516,10,49.8,3.43
,12:27:00,5,3590,925.1,3.44,13.3,7,21,0.497,10,49.8,3.31
,12:27:01,5,3590,926.1,3.4,13.3,7,21,0.491,10,49.9,3.29
,12:27:02,5,3590,927.1,3.55,13.3,7,21,0.495,10,49.8,3.44
,12:27:03,5,3590,928.1,3.55,13.3,7,21,0.477,10,49.8,3.41
,12:27:04,5,3590,929.1,3.41,13.3,7,22,0.458,10,49.8,3.28
,12:27:05,5,3590,930.1,3.34,13.3,7,21,0.449,10,49.8,3.22
,12:27:06,5,3590,931.1,3.38,13.3,7,21,0.489,10,49.9,3.28
,12:27:07,5,3590,932.1,3.45,13.3,7,21,0.499,10,49.8,3.33
,12:27:08,5,3590,933.1,3.37,13.3,7,21,0.487,10,49.8,3.24
,12:27:09,5,3590,934.1,3.14,13.3,7,21,0.438,10,49.9,3.01
,12:27:10,5,3590,935.1,2.96,13.3,7,21,0.427,10,49.8,2.84
,12:27:11,5,3590,936.1,2.78,13.3,7,21,0.401,10,49.8,2.67
,12:27:12,5,3590,937.1,2.75,13.3,7,21,0.397,10,49.8,2.66
,12:27:13,5,3590,938.1,2.74,13.3,7,21,0.381,10,49.9,2.64
,12:27:14,5,3590,939.1,2.75,13.3,7,21,0.37,10,49.9,2.65
,12:27:15,5,3590,940.1,2.7,13.3,7,21,0.363,10,49.8,2.6
,12:27:16,5,3590,941.1,2.59,13.3,7,21,0.361,10,49.9,2.49
,12:27:17,5,3590,942.1,2.42,13.3,7,21,0.35,10,49.9,2.32
,12:27:18,5,3590,943.1,2.28,13.3,7,21,0.329,10,49.8,2.19
,12:27:19,5,3590,944.1,2.19,13.3,7,21,0.317,10,49.9,2.11
,12:27:20,5,3590,945.1,2.16,13.3,7,21,0.313,10,49.8,2.09
,12:27:21,5,3590,946.1,2.15,13.3,7,21,0.31,10,49.8,2.07
,12:27:22,5,3590,947.1,2.12,13.3,7,21,0.295,10,49.9,2.04
,12:27:23,5,3590,948.1,2.07,13.3,7,21,0.289,10,49.9,2.01
,12:27:24,5,3590,949.1,2.15,13.3,7,21,0.3,10,49.8,2.09
,12:27:25,5,3590,950.1,2.25,13.3,7,21,0.302,10,49.8,2.18
,12:27:26,5,3590,951.1,2.29,13.3,7,21,0.308,10,49.9,2.2
,12:27:27,5,3590,952.1,2.19,13.3,7,21,0.306,10,49.9,2.1
,12:27:28,5,3590,953.1,2.08,13.3,7,21,0.29,10,49.9,2
,12:27:29,5,3590,954.1,2.02,13.3,7,21,0.292,10,49.8,1.94
,12:27:30,5,3590,955.1,1.97,13.3,7,22,0.284,10,49.8,1.89
,12:27:31,5,3590,956.1,1.92,13.3,7,22,0.277,10,49.8,1.85
,12:27:32,5,3590,957.1,1.88,13.3,7,21,0.271,10,49.9,1.81
,12:27:33,5,3590,958.1,1.85,13.3,7,21,0.267,10,49.9,1.78
,12:27:34,5,3590,959.1,1.92,13.3,7,21,0.277,10,49.9,1.87
,12:27:35,5,3590,960.1,2.07,13.3,7,21,0.3,10,49.8,2.02
,12:27:36,5,3590,961.1,2.19,13.3,7,21,0.316,10,49.9,2.12
,12:27:37,5,3590,962.1,2.18,13.3,7,21,0.315,10,49.9,2.1
,12:27:38,5,3590,963.1,2.08,13.3,7,21,0.29,10,49.9,2
,12:27:39,5,3590,964.1,2,13.3,7,21,0.278,10,49.9,1.92
,12:27:40,5,3590,965.1,1.94,13.3,7,21,0.261,10,49.9,1.86
,12:27:41,5,3590,966.1,1.89,13.3,7,21,0.254,10,49.8,1.82
,12:27:42,5,3590,967.1,1.85,13.3,7,21,0.257,10,49.9,1.78
,12:27:43,5,3590,968.1,1.81,13.3,7,21,0.262,10,49.8,1.75
,12:27:44,5,3590,969.1,1.87,13.3,7,21,0.271,10,49.9,1.84
,12:27:45,5,3590,970.1,2.29,13.3,7,21,0.33,10,49.9,2.24
,12:27:46,5,3590,971.1,2.55,13.3,7,21,0.369,10,49.9,2.48
,12:27:47,5,3590,972.1,2.64,13.3,7,21,0.381,10,49.8,2.53
,12:27:48,5,3590,973.1,2.35,13.3,7,21,0.339,10,49.9,2.24
,12:27:49,5,3590,974.1,2.17,13.3,7,21,0.314,10,49.9,2.09
,12:27:50,5,3590,975.1,2.09,13.3,7,21,0.291,10,49.8,2.01
,12:27:51,5,3590,976.1,2.01,13.3,7,21,0.279,10,49.9,1.93
,12:27:52,5,3590,977.1,1.93,13.3,7,21,0.269,10,49.8,1.86
,12:27:53,5,3590,978.1,1.86,13.3,7,21,0.259,10,49.8,1.79
,12:27:54,5,3590,979.1,1.8,13.3,7,21,0.243,10,49.9,1.74
,12:27:55,5,3590,980.1,1.76,13.3,7,21,0.237,10,49.9,1.7
,12:27:56,5,3590,981.1,1.73,13.3,7,21,0.232,10,49.9,1.67
,12:27:57,5,3590,982.1,1.7,13.3,7,21,0.236,10,49.8,1.63
,12:27:58,5,3590,983.1,1.68,13.3,7,21,0.242,10,49.8,1.62
,12:27:59,5,3590,984.1,1.65,13.3,7,21,0.238,10,49.8,1.59
,12:28:00,5,3590,985.1,1.63,13.3,7,22,0.227,10,49.8,1.57
,12:28:01,5,3590,986.1,1.61,13.3,7,21,0.232,10,49.8,1.55
,12:28:02,5,3590,987.1,1.62,13.3,7,21,0.233,10,49.8,1.56
,12:28:03,5,3590,988.1,1.67,13.3,7,21,0.241,10,49.9,1.62
,12:28:04,5,3590,989.1,1.74,13.3,7,21,0.251,10,49.9,1.68
,12:28:05,5,3590,990.1,1.78,13.3,7,21,0.257,10,49.8,1.71
,12:28:06,5,3590,991.1,1.77,13.3,7,21,0.255,10,49.9,1.7
,12:28:07,5,3590,992.1,1.73,13.3,7,21,0.25,10,49.9,1.67
,12:28:08,5,3590,993.1,1.71,13.3,7,21,0.238,10,49.8,1.64
,12:28:09,5,3590,994.1,1.7,13.3,7,21,0.236,10,49.9,1.63
,12:28:10,5,3590,995.1,1.69,13.3,7,21,0.235,10,49.9,1.63
,12:28:11,5,3590,996.1,1.68,13.3,7,21,0.233,10,49.9,1.62
,12:28:12,5,3590,997.1,1.67,13.3,7,21,0.225,10,49.8,1.61
,12:28:13,5,3590,998.1,1.68,13.3,7,21,0.226,10,49.8,1.62
,12:28:14,5,3590,999.1,1.7,13.3,7,21,0.228,10,49.8,1.64
,12:28:15,5,3590,1000.1,1.69,13.3,7,21,0.236,10,49.8,1.63
,12:28:16,5,3590,1001.1,1.67,13.3,7,21,0.233,10,49.9,1.62
,12:28:17,5,3590,1002.1,1.65,13.3,7,21,0.238,10,49.9,1.59
,12:28:18,5,3590,1003.1,1.63,13.3,7,21,0.236,10,49.9,1.58
,12:28:19,5,3590,1004.1,1.72,13.3,7,21,0.249,10,49.8,1.68
,12:28:20,5,3590,1005.1,1.94,13.3,7,22,0.28,10,49.8,1.89
,12:28:21,5,3590,1006.1,2.11,13.3,7,21,0.305,10,49.8,2.05
,12:28:22,5,3590,1007.1,2.14,13.3,7,21,0.309,10,49.8,2.06
,12:28:23,5,3590,1008.1,2,13.3,7,21,0.289,10,49.9,1.91
,12:28:24,5,3590,1009.1,1.88,13.3,7,21,0.271,10,49.8,1.8
,12:28:25,5,3590,1010.1,1.81,13.3,7,21,0.261,10,49.9,1.74
,12:28:26,5,3590,1011.1,1.77,13.3,7,21,0.266,10,49.9,1.71
,12:28:27,5,3590,1012.1,1.77,13.3,7,21,0.255,10,49.8,1.71
,12:28:28,5,3590,1013.1,1.78,13.3,7,21,0.247,10,49.9,1.72
,12:28:29,5,3590,1014.1,1.78,13.3,7,21,0.248,10,49.9,1.72
,12:28:30,5,3590,1015.1,1.78,13.3,7,21,0.248,10,49.8,1.72
,12:28:31,5,3590,1016.1,1.77,13.3,7,21,0.237,10,49.9,1.7
,12:28:32,5,3590,1017.1,1.74,13.3,7,21,0.234,10,49.8,1.68
,12:28:33,5,3590,1018.1,1.72,13.3,7,21,0.231,10,49.8,1.66
,12:28:34,5,3590,1019.1,1.71,13.3,7,21,0.23,10,49.8,1.65
,12:28:35,5,3590,1020.1,1.71,13.3,7,21,0.23,10,49.8,1.65
,12:28:36,5,3590,1021.1,1.69,13.3,7,21,0.228,10,49.8,1.63
,12:28:37,5,3590,1022.1,1.66,13.3,7,21,0.231,10,49.9,1.6
,12:28:38,5,3590,1023.1,1.63,13.3,7,21,0.226,10,49.8,1.57
,12:28:39,5,3590,1024.1,1.61,13.3,7,21,0.233,10,49.9,1.56
,12:28:40,5,3590,1025.1,1.61,13.3,7,21,0.233,10,49.8,1.56
,12:28:41,5,3590,1026.1,1.63,13.3,7,21,0.236,10,49.9,1.58
,12:28:42,5,3590,1027.1,1.65,13.3,7,21,0.238,10,49.9,1.59
,12:28:43,5,3590,1028.1,1.65,13.3,7,21,0.239,10,49.8,1.59
,12:28:44,5,3590,1029.1,1.64,13.3,7,21,0.236,10,49.8,1.58
,12:28:45,5,3590,1030.1,1.61,13.3,7,22,0.233,10,49.8,1.55
,12:28:46,5,3590,1031.1,1.61,13.3,7,22,0.232,10,49.8,1.55
,12:28:47,5,3590,1032.1,1.62,13.3,7,22,0.233,10,49.8,1.56
,12:28:48,5,3590,1033.1,1.63,13.3,7,22,0.235,10,49.8,1.57
,12:28:49,5,3590,1034.1,1.64,13.3,7,22,0.236,10,49.8,1.58
,12:28:50,5,3590,1035.1,1.64,13.3,7,21,0.236,10,49.8,1.58
,12:28:51,5,3590,1036.1,1.63,13.3,7,21,0.236,10,49.8,1.57
,12:28:52,5,3590,1037.1,1.63,13.3,7,21,0.235,10,49.8,1.57
,12:28:53,5,3590,1038.1,1.62,13.3,7,21,0.233,10,49.8,1.56
,12:28:54,5,3590,1039.1,1.63,13.3,7,21,0.236,10,49.9,1.57
,12:28:55,5,3590,1040.1,1.64,13.3,7,21,0.228,10,49.9,1.58
,12:28:56,5,3590,1041.1,1.63,13.3,7,21,0.227,10,49.8,1.57
,12:28:57,5,3590,1042.1,1.6,13.3,7,21,0.223,10,49.8,1.54
,12:28:58,5,3590,1043.1,1.6,13.3,7,21,0.223,10,49.8,1.55
,12:28:59,5,3590,1044.1,1.66,13.3,7,21,0.224,10,49.9,1.61
,12:29:00,5,3590,1045.1,1.7,13.3,7,21,0.229,10,49.8,1.65
,12:29:01,5,3590,1046.1,1.7,13.3,7,21,0.229,10,49.8,1.64
,12:29:02,5,3590,1047.1,1.66,13.3,7,21,0.232,10,49.9,1.61
,12:29:03,5,3590,1048.1,1.68,13.3,7,21,0.233,10,49.8,1.62
,12:29:04,5,3590,1049.1,1.67,13.3,7,22,0.242,10,49.8,1.62
,12:29:05,5,3590,1050.1,1.66,13.3,7,22,0.24,10,49.9,1.6
,12:29:06,5,3590,1051.1,1.62,13.3,7,22,0.234,10,49.8,1.56
,12:29:07,5,3590,1052.1,1.61,13.3,7,22,0.241,10,49.8,1.55
,12:29:08,5,3590,1053.1,1.61,13.3,7,21,0.233,10,49.8,1.56
,12:29:09,5,3590,1054.1,1.61,13.3,7,21,0.232,10,49.8,1.55
,12:29:10,5,3590,1055.1,1.6,13.3,7,21,0.231,10,49.8,1.54
,12:29:11,5,3590,1056.1,1.71,13.3,7,21,0.247,10,49.8,1.66
,12:29:12,5,3590,1057.1,1.8,13.3,7,21,0.26,10,49.9,1.75
,12:29:13,5,3590,1058.1,1.87,13.3,7,21,0.27,10,49.9,1.81
,12:29:14,5,3590,1059.1,1.79,13.3,7,21,0.25,10,49.8,1.72
,12:29:15,5,3590,1060.1,1.73,13.3,7,21,0.241,10,49.8,1.66
,12:29:16,5,3590,1061.1,1.68,13.3,7,21,0.226,10,49.9,1.62
,12:29:17,5,3590,1062.1,1.63,13.3,7,21,0.22,10,49.8,1.57
,12:29:18,5,3590,1063.1,1.6,13.3,7,21,0.215,10,49.9,1.54
,12:29:19,5,3590,1064.1,1.57,13.3,7,21,0.212,10,49.8,1.52
,12:29:20,5,3590,1065.1,1.54,13.3,7,21,0.208,10,49.8,1.49
,12:29:21,5,3590,1066.1,1.51,13.3,7,21,0.21,10,49.9,1.45
,12:29:22,5,3590,1067.1,1.48,13.3,7,21,0.206,10,49.8,1.42
,12:29:23,5,3590,1068.1,1.45,13.3,7,21,0.21,10,49.8,1.4
,12:29:24,5,3590,1069.1,1.45,13.3,7,21,0.209,10,49.8,1.4
,12:29:25,5,3590,1070.1,1.46,13.3,7,21,0.211,10,49.8,1.41
,12:29:26,5,3590,1071.1,1.48,13.3,7,21,0.214,10,49.8,1.43
,12:29:27,5,3590,1072.1,1.5,13.3,7,21,0.217,10,49.8,1.45
,12:29:28,5,3590,1073.1,1.53,13.3,7,21,0.221,10,49.8,1.48
,12:29:29,5,3590,1074.1,1.54,13.3,7,21,0.222,10,49.8,1.48
,12:29:30,5,3590,1075.1,1.53,13.3,7,21,0.221,10,49.8,1.48
,12:29:31,5,3590,1076.1,1.51,13.3,7,21,0.219,10,49.8,1.46
,12:29:32,5,3590,1077.1,1.51,13.3,7,21,0.218,10,49.8,1.46
,12:29:33,5,3590,1078.1,1.52,13.3,7,21,0.219,10,49.8,1.47
,12:29:34,5,3590,1079.1,1.53,13.3,7,21,0.229,10,49.8,1.48
,12:29:35,5,3590,1080.1,1.54,13.3,7,21,0.222,10,49.8,1.48
,12:29:36,5,3590,1081.1,1.54,13.3,7,21,0.214,10,49.8,1.48
,12:29:37,5,3590,1082.1,1.52,13.3,7,21,0.205,10,49.8,1.47
,12:29:38,5,3590,1083.1,1.5,13.3,7,21,0.202,10,49.8,1.45
,12:29:39,5,3590,1084.1,1.48,13.3,7,21,0.207,10,49.8,1.43
,12:29:40,5,3590,1085.1,1.57,13.3,7,21,0.218,10,49.8,1.52
,12:29:41,5,3590,1086.1,1.66,13.3,7,21,0.239,10,49.8,1.61
,12:29:42,5,3590,1087.1,1.72,13.3,7,21,0.249,10,49.8,1.66
,12:29:43,5,3590,1088.1,1.68,13.3,7,21,0.242,10,49.8,1.62
,12:29:44,5,3590,1089.1,1.63,13.3,7,22,0.236,10,49.8,1.57
,12:29:45,5,3590,1090.1,1.61,13.3,7,22,0.224,10,49.8,1.55
,12:29:46,5,3590,1091.1,1.6,13.3,7,22,0.222,10,49.8,1.54
,12:29:47,5,3590,1092.1,1.64,13.3,7,22,0.236,10,49.8,1.58
,12:29:48,5,3590,1093.1,1.67,13.3,7,22,0.241,10,49.8,1.61
,12:29:49,5,3590,1094.1,1.67,13.3,7,21,0.241,10,49.8,1.61
,12:29:50,5,3590,1095.1,1.62,13.3,7,21,0.234,10,49.8,1.56
,12:29:51,5,3590,1096.1,1.59,13.3,7,21,0.229,10,49.8,1.53
,12:29:52,5,3590,1097.1,1.58,13.3,7,21,0.228,10,49.8,1.52
,12:29:53,5,3590,1098.1,1.58,13.3,7,21,0.229,10,49.8,1.53
,12:29:54,5,3590,1099.1,1.59,13.3,7,21,0.23,10,49.8,1.54
,12:29:55,5,3590,1100.1,1.59,13.3,7,21,0.229,10,49.8,1.53
,12:29:56,5,3590,1101.1,1.58,13.3,7,21,0.22,10,49.8,1.52
,12:29:57,5,3590,1102.1,1.56,13.3,7,21,0.217,10,49.8,1.5
,12:29:58,5,3590,1103.1,1.55,13.3,7,21,0.224,10,49.8,1.5
,12:29:59,5,3590,1104.1,1.67,13.3,7,21,0.242,10,49.8,1.63
,12:30:00,5,3590,1105.1,1.8,13.3,7,21,0.26,10,49.8,1.75
,12:30:01,5,3590,1106.1,1.88,13.3,7,21,0.262,10,49.8,1.82
,12:30:02,5,3590,1107.1,1.81,13.3,7,21,0.252,10,49.8,1.74
,12:30:03,5,3590,1108.1,1.73,13.3,7,21,0.25,10,49.8,1.66
,12:30:04,5,3590,1109.1,1.69,13.3,7,21,0.235,10,49.8,1.62
,12:30:05,5,3590,1110.1,1.66,13.3,7,21,0.24,10,49.8,1.6
,12:30:06,5,3590,1111.1,1.69,13.3,7,21,0.235,10,49.8,1.64
,12:30:07,5,3590,1112.1,1.77,13.3,7,21,0.255,10,49.8,1.71
,12:30:08,5,3590,1113.1,1.8,13.3,7,21,0.251,10,49.9,1.74
,12:30:09,5,3590,1114.1,1.77,13.3,7,21,0.246,10,49.9,1.69
,12:30:10,5,3590,1115.1,1.67,13.3,7,21,0.232,10,49.9,1.6
,12:30:11,5,3590,1116.1,1.61,13.3,7,21,0.233,10,49.9,1.55
,12:30:12,5,3590,1117.1,1.59,13.3,7,21,0.23,10,49.8,1.54
,12:30:13,5,3590,1118.1,1.6,13.3,7,21,0.23,10,49.8,1.54
,12:30:14,5,3590,1119.1,1.61,13.3,7,21,0.224,10,49.9,1.55
,12:30:15,5,3590,1120.1,1.62,13.3,7,21,0.225,10,49.8,1.56
,12:30:16,5,3590,1121.1,1.62,13.3,7,21,0.225,10,49.8,1.56
,12:30:17,5,3590,1122.1,1.61,13.3,7,21,0.225,10,49.8,1.55
,12:30:18,5,3590,1123.1,1.6,13.3,7,21,0.223,10,49.8,1.54
,12:30:19,5,3590,1124.1,1.58,13.3,7,21,0.219,10,49.8,1.52
,12:30:20,5,3590,1125.1,1.56,13.3,7,21,0.225,10,49.8,1.51
,12:30:21,5,3590,1126.1,1.56,13.3,7,21,0.217,10,49.8,1.5
,12:30:22,5,3590,1127.1,1.55,13.3,7,21,0.208,10,49.8,1.49
,12:30:23,5,3590,1128.1,1.55,13.3,7,21,0.216,10,49.8,1.5
,12:30:24,5,3590,1129.1,1.55,13.3,7,21,0.223,10,49.8,1.49
,12:30:25,5,3590,1130.1,1.55,13.3,7,21,0.224,10,49.8,1.5
,12:30:26,5,3590,1131.1,1.55,13.3,7,21,0.224,10,49.8,1.5
,12:30:27,5,3590,1132.1,1.55,13.3,7,21,0.216,10,49.8,1.5
,12:30:28,5,3590,1133.1,1.57,13.3,7,21,0.211,10,49.9,1.52
,12:30:29,5,3590,1134.1,1.6,13.3,7,21,0.215,10,49.9,1.55
,12:30:30,5,3590,1135.1,1.62,13.3,7,21,0.217,10,49.8,1.56
,12:30:31,5,3590,1136.1,1.61,13.3,7,21,0.217,10,49.8,1.56
,12:30:32,5,3590,1137.1,1.61,13.3,7,21,0.216,10,49.8,1.55
,12:30:33,5,3590,1138.1,1.61,13.3,7,21,0.217,10,49.8,1.56
,12:30:34,5,3590,1139.1,1.62,13.3,7,21,0.225,10,49.8,1.56
,12:30:35,5,3590,1140.1,1.61,13.3,7,21,0.233,10,49.8,1.55
,12:30:36,5,3590,1141.1,1.61,13.3,7,21,0.232,10,49.8,1.55
,12:30:37,5,3590,1142.1,1.6,13.3,7,21,0.231,10,49.8,1.54
,12:30:38,5,3590,1143.1,1.61,13.3,7,21,0.232,10,49.8,1.55
,12:30:39,5,3590,1144.1,1.61,13.3,7,22,0.232,10,49.8,1.55
,12:30:40,5,3590,1145.1,1.67,13.3,7,22,0.241,10,49.8,1.62
,12:30:41,5,3590,1146.1,1.74,13.3,7,22,0.251,10,49.8,1.68
,12:30:42,5,3590,1147.1,1.77,13.3,7,21,0.255,10,49.8,1.71
,12:30:43,5,3590,1148.1,1.72,13.3,7,21,0.249,10,49.8,1.66
,12:30:44,5,3590,1149.1,1.66,13.3,7,21,0.24,10,49.8,1.6
,12:30:45,5,3590,1150.1,1.63,13.3,7,21,0.235,10,49.8,1.57
,12:30:46,5,3590,1151.1,1.62,13.3,7,21,0.233,10,49.8,1.56
,12:30:47,5,3590,1152.1,1.62,13.3,7,21,0.226,10,49.8,1.56
,12:30:48,5,3590,1153.1,1.62,13.3,7,21,0.234,10,49.8,1.56
,12:30:49,5,3590,1154.1,1.61,13.3,7,21,0.233,10,49.8,1.56
,12:30:50,5,3590,1155.1,1.62,13.3,7,21,0.234,10,49.8,1.57
,12:30:51,5,3590,1156.1,1.64,13.3,7,21,0.228,10,49.8,1.58
,12:30:52,5,3590,1157.1,1.65,13.3,7,21,0.229,10,49.8,1.59
,12:30:53,5,3590,1158.1,1.63,13.3,7,21,0.227,10,49.8,1.57
,12:30:54,5,3590,1159.1,1.62,13.3,7,21,0.234,10,49.8,1.57
,12:30:55,5,3590,1160.1,1.63,13.3,7,21,0.227,10,49.8,1.57
,12:30:56,5,3590,1161.1,1.63,13.3,7,21,0.227,10,49.8,1.58
,12:30:57,5,3590,1162.1,1.64,13.3,7,21,0.229,10,49.8,1.58
,12:30:58,5,3590,1163.1,1.65,13.3,7,21,0.238,10,49.8,1.59
,12:30:59,5,3590,1164.1,1.65,13.3,7,21,0.238,10,49.8,1.59
