Data file,,COLSIBRO_HEF_T13_C4.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,23/03/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Colsibro,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 12:11:35 on 23/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,colsibro_hef_t13_c4-h001.tsv,,,,,,,,,,
,12:42:32,5,3590,1857.1,1.75,13.3,7,21,0.243,10,49.8,1.69
,12:42:33,5,3590,1858.1,1.72,13.3,7,21,0.231,10,49.8,1.66
,12:42:34,5,3590,1859.1,1.69,13.3,7,21,0.235,10,49.8,1.63
,12:42:35,5,3590,1860.1,1.67,13.3,7,21,0.241,10,49.8,1.61
,12:42:36,5,3590,1861.1,1.66,13.3,7,21,0.24,10,49.8,1.6
,12:42:37,5,3590,1862.1,1.65,13.3,7,21,0.23,10,49.8,1.6
,12:42:38,5,3590,1863.1,1.65,13.3,7,21,0.229,10,49.8,1.59
,12:42:39,5,3590,1864.1,1.64,13.3,7,21,0.228,10,49.8,1.58
,12:42:40,5,3590,1865.1,1.63,13.3,7,21,0.235,10,49.8,1.57
,12:42:41,5,3590,1866.1,1.62,13.3,7,21,0.234,10,49.8,1.56
,12:42:42,5,3590,1867.1,1.62,13.3,7,21,0.226,10,49.8,1.57
,12:42:43,5,3590,1868.1,1.63,13.3,7,21,0.227,10,49.8,1.57
,12:42:44,5,3590,1869.1,1.62,13.3,7,21,0.226,10,49.8,1.56
,12:42:45,5,3590,1870.1,1.6,13.3,7,21,0.223,10,49.8,1.55
,12:42:46,5,3590,1871.1,1.58,13.3,7,21,0.221,10,49.8,1.53
,12:42:47,5,3590,1872.1,1.57,13.3,7,21,0.227,10,49.8,1.52
,12:42:48,5,3590,1873.1,1.58,13.3,7,21,0.229,10,49.8,1.53
,12:42:49,5,3590,1874.1,1.59,13.3,7,21,0.221,10,49.8,1.53
,12:42:50,5,3590,1875.1,1.58,13.3,7,21,0.212,10,49.8,1.52
,12:42:51,5,3590,1876.1,1.55,13.3,7,21,0.216,10,49.8,1.49
,12:42:52,5,3590,1877.1,1.62,13.3,7,21,0.226,10,49.8,1.58
,12:42:53,5,3590,1878.1,1.76,13.3,7,21,0.245,10,49.8,1.71
,12:42:54,5,3590,1879.1,1.87,13.3,7,21,0.27,10,49.8,1.81
,12:42:55,5,3590,1880.1,1.86,13.3,7,21,0.269,10,49.8,1.8
,12:42:56,5,3590,1881.1,1.93,13.3,7,21,0.279,10,49.8,1.87
,12:42:57,5,3590,1882.1,2.01,13.3,7,21,0.28,10,49.8,1.95
,12:42:58,5,3590,1883.1,2.11,13.3,7,21,0.284,10,49.8,2.04
,12:42:59,5,3590,1884.1,2.09,13.3,7,21,0.281,10,49.8,2.01
,12:43:00,5,3590,1885.1,2.07,13.3,7,21,0.288,10,49.8,1.99
,12:43:01,5,3590,1886.1,2.03,13.3,7,21,0.294,10,49.8,1.96
,12:43:02,5,3590,1887.1,2.02,13.3,7,21,0.292,10,49.8,1.95
,12:43:03,5,3590,1888.1,2.03,13.3,7,21,0.293,10,49.8,1.96
,12:43:04,5,3590,1889.1,2.05,13.3,7,21,0.285,10,49.8,1.97
,12:43:05,5,3590,1890.1,2.05,13.3,7,21,0.286,10,49.8,1.98
,12:43:06,5,3590,1891.1,2.04,13.3,7,21,0.285,10,49.8,1.97
,12:43:07,5,3590,1892.1,2.03,13.3,7,21,0.293,10,49.8,1.96
,12:43:08,5,3590,1893.1,2.03,13.3,7,21,0.283,10,49.8,1.96
,12:43:09,5,3590,1894.1,2.06,13.3,7,21,0.297,10,49.8,1.99
,12:43:10,5,3590,1895.1,2.07,13.3,7,21,0.298,10,49.8,1.99
,12:43:11,5,3590,1896.1,2.05,13.3,7,21,0.296,10,49.8,1.98
,12:43:12,5,3590,1897.1,2.03,13.3,7,21,0.294,10,49.8,1.96
,12:43:13,5,3590,1898.1,2.04,13.3,7,21,0.284,10,49.8,1.97
,12:43:14,5,3590,1899.1,2,13.3,7,21,0.279,10,49.8,1.92
,12:43:15,5,3590,1900.1,1.89,13.3,7,21,0.264,10,49.8,1.82
,12:43:16,5,3590,1901.1,1.75,13.3,7,21,0.244,10,49.8,1.68
,12:43:17,5,3590,1902.1,1.67,13.3,7,21,0.241,10,49.8,1.61
,12:43:18,5,3590,1903.1,1.64,13.3,7,21,0.237,10,49.8,1.58
,12:43:19,5,3590,1904.1,1.64,13.3,7,21,0.236,10,49.8,1.58
,12:43:20,5,3590,1905.1,1.65,13.3,7,21,0.247,10,49.8,1.59
,12:43:21,5,3590,1906.1,1.67,13.3,7,21,0.241,10,49.8,1.62
,12:43:22,5,3590,1907.1,1.71,13.3,7,21,0.239,10,49.8,1.66
,12:43:23,5,3590,1908.1,1.75,13.3,7,21,0.236,10,49.8,1.69
,12:43:24,5,3590,1909.1,1.77,13.3,7,21,0.238,10,49.8,1.71
,12:43:25,5,3590,1910.1,1.76,13.3,7,21,0.245,10,49.8,1.69
,12:43:26,5,3590,1911.1,1.74,13.3,7,21,0.242,10,49.8,1.68
,12:43:27,5,3590,1912.1,1.73,13.3,7,21,0.249,10,49.8,1.67
,12:43:28,5,3590,1913.1,1.72,13.3,7,21,0.249,10,49.8,1.66
,12:43:29,5,3590,1914.1,1.75,13.3,7,21,0.252,10,49.8,1.69
,12:43:30,5,3590,1915.1,1.77,13.3,7,21,0.256,10,49.8,1.71
,12:43:31,5,3590,1916.1,1.79,13.3,7,21,0.259,10,49.8,1.73
,12:43:32,5,3590,1917.1,1.78,13.3,7,21,0.257,10,49.8,1.72
,12:43:33,5,3590,1918.1,1.77,13.3,7,21,0.256,10,49.8,1.71
,12:43:34,5,3590,1919.1,1.77,13.3,7,21,0.246,10,49.8,1.71
,12:43:35,5,3590,1920.1,1.76,13.3,7,21,0.245,10,49.8,1.7
,12:43:36,5,3590,1921.1,1.84,13.3,7,21,0.247,10,49.8,1.78
,12:43:37,5,3590,1922.1,1.93,13.3,7,21,0.26,10,49.8,1.87
,12:43:38,5,3590,1923.1,2,13.3,7,21,0.268,10,49.8,1.93
,12:43:39,5,3590,1924.1,1.95,13.3,7,21,0.262,10,49.8,1.87
,12:43:40,5,3590,1925.1,1.86,13.3,7,21,0.26,10,49.8,1.79
,12:43:41,5,3590,1926.1,1.81,13.3,7,21,0.261,10,49.8,1.74
,12:43:42,5,3590,1927.1,1.77,13.3,7,21,0.256,10,49.8,1.71
,12:43:43,5,3590,1928.1,1.76,13.3,7,21,0.263,10,49.8,1.69
,12:43:44,5,3590,1929.1,1.75,13.3,7,21,0.262,10,49.8,1.69
,12:43:45,5,3590,1930.1,1.76,13.3,7,21,0.264,10,49.8,1.7
,12:43:46,5,3590,1931.1,2.03,13.3,7,21,0.293,10,49.8,1.99
,12:43:47,5,3590,1932.1,2.35,13.3,7,21,0.339,10,49.8,2.29
,12:43:48,5,3590,1933.1,2.64,13.3,7,21,0.382,10,49.8,2.58
,12:43:49,5,3590,1934.1,2.66,13.3,7,21,0.37,10,49.8,2.56
,12:43:50,5,3590,1935.1,2.58,13.3,7,21,0.36,10,49.8,2.49
,12:43:51,5,3590,1936.1,2.46,13.3,7,21,0.343,10,49.8,2.37
,12:43:52,5,3590,1937.1,2.34,13.3,7,21,0.325,10,49.8,2.25
,12:43:53,5,3590,1938.1,2.23,13.3,7,21,0.31,10,49.8,2.14
,12:43:54,5,3590,1939.1,2.14,13.3,7,21,0.298,10,49.8,2.06
,12:43:55,5,3590,1940.1,2.08,13.3,7,21,0.3,10,49.8,2
,12:43:56,5,3590,1941.1,2.06,13.3,7,21,0.297,10,49.8,1.98
,12:43:57,5,3590,1942.1,2.05,13.3,7,21,0.286,10,49.8,1.98
,12:43:58,5,3590,1943.1,2.07,13.3,7,21,0.278,10,49.8,2
,12:43:59,5,3590,1944.1,2.06,13.3,8,21,0.268,10,49.8,1.99
,12:44:00,5,3590,1945.1,2.04,13.3,7,21,0.274,10,49.8,1.97
,12:44:01,5,3590,1946.1,2.01,13.3,7,21,0.28,10,49.8,1.94
,12:44:02,5,3590,1947.1,2.02,13.3,7,21,0.281,10,49.8,1.95
,12:44:03,5,3590,1948.1,2.04,13.3,7,21,0.295,10,49.8,1.97
,12:44:04,5,3590,1949.1,2.08,13.3,7,21,0.301,10,49.8,2.03
,12:44:05,5,3590,1950.1,2.26,13.3,7,21,0.327,10,49.8,2.2
,12:44:06,5,3590,1951.1,2.45,13.3,7,21,0.354,10,49.8,2.38
,12:44:07,5,3590,1952.1,2.57,13.3,7,21,0.371,10,49.8,2.48
,12:44:08,5,3590,1953.1,2.52,13.3,7,21,0.364,10,49.8,2.43
,12:44:09,5,3590,1954.1,2.46,13.3,7,21,0.343,10,49.8,2.37
,12:44:10,5,3590,1955.1,2.43,13.3,7,21,0.35,10,49.8,2.34
,12:44:11,5,3590,1956.1,2.38,13.3,7,21,0.343,10,49.8,2.28
,12:44:12,5,3590,1957.1,2.3,13.3,7,21,0.332,10,49.8,2.21
,12:44:13,5,3590,1958.1,2.23,13.3,7,21,0.31,10,49.8,2.14
,12:44:14,5,3590,1959.1,2.15,13.3,7,21,0.311,10,49.8,2.07
,12:44:15,5,3590,1960.1,2.09,13.3,7,21,0.302,10,49.8,2.01
,12:44:16,5,3590,1961.1,2.05,13.3,7,21,0.296,10,49.8,1.97
,12:44:17,5,3590,1962.1,2.03,13.3,7,21,0.283,10,49.8,1.96
,12:44:18,5,3590,1963.1,2.01,13.3,7,21,0.28,10,49.8,1.94
,12:44:19,5,3590,1964.1,2,13.3,7,21,0.278,10,49.8,1.93
,12:44:20,5,3590,1965.1,1.98,13.3,7,21,0.276,10,49.8,1.91
,12:44:21,5,3590,1966.1,1.96,13.3,7,21,0.284,10,49.8,1.9
,12:44:22,5,3590,1967.1,1.96,13.3,7,21,0.283,10,49.8,1.89
,12:44:23,5,3590,1968.1,1.94,13.3,7,21,0.271,10,49.8,1.88
,12:44:24,5,3590,1969.1,1.92,13.3,7,21,0.277,10,49.8,1.85
,12:44:25,5,3590,1970.1,1.94,13.3,7,21,0.281,10,49.8,1.9
,12:44:26,5,3590,1971.1,2.3,13.3,7,21,0.332,10,49.8,2.26
,12:44:27,5,3590,1972.1,2.68,13.3,7,21,0.388,10,49.8,2.63
,12:44:28,5,3590,1973.1,2.97,13.3,7,21,0.414,10,49.8,2.87
,12:44:29,5,3590,1974.1,2.9,13.3,7,21,0.39,10,49.8,2.79
,12:44:30,5,3590,1975.1,2.81,13.3,7,21,0.378,10,49.8,2.7
,12:44:31,5,3590,1976.1,2.75,13.3,7,21,0.369,10,49.8,2.65
,12:44:32,5,3590,1977.1,2.7,13.3,7,21,0.364,10,49.8,2.6
,12:44:33,5,3590,1978.1,2.63,13.3,7,21,0.367,10,49.8,2.54
,12:44:34,5,3590,1979.1,2.59,13.3,7,21,0.36,10,49.8,2.49
,12:44:35,5,3590,1980.1,2.55,13.3,7,21,0.355,10,49.8,2.45
,12:44:36,5,3590,1981.1,2.49,13.3,7,21,0.335,10,49.8,2.4
,12:44:37,5,3590,1982.1,2.41,13.3,7,21,0.324,10,49.8,2.31
,12:44:38,5,3590,1983.1,2.32,13.3,7,21,0.324,10,49.8,2.24
,12:44:39,5,3590,1984.1,2.27,13.3,7,21,0.316,10,49.8,2.18
,12:44:40,5,3590,1985.1,2.21,13.3,7,21,0.307,10,49.8,2.12
,12:44:41,5,3590,1986.1,2.16,13.3,7,21,0.311,10,49.8,2.08
,12:44:42,5,3590,1987.1,2.13,13.3,7,21,0.307,10,49.8,2.05
,12:44:43,5,3590,1988.1,2.14,13.3,7,21,0.309,10,49.8,2.07
,12:44:44,5,3590,1989.1,2.18,13.3,7,21,0.314,10,49.8,2.11
,12:44:45,5,3590,1990.1,2.21,13.3,7,21,0.32,10,49.8,2.14
,12:44:46,5,3590,1991.1,2.23,13.3,7,21,0.322,10,49.8,2.15
,12:44:47,5,3590,1992.1,2.21,13.3,7,21,0.319,10,49.8,2.13
,12:44:48,5,3590,1993.1,2.19,13.3,7,21,0.316,10,49.8,2.11
,12:44:49,5,3590,1994.1,2.18,13.3,7,21,0.314,10,49.8,2.1
,12:44:50,5,3590,1995.1,2.18,13.3,7,21,0.315,10,49.8,2.11
,12:44:51,5,3590,1996.1,2.19,13.3,7,21,0.316,10,49.8,2.11
,12:44:52,5,3590,1997.1,2.17,13.3,7,21,0.313,10,49.8,2.09
,12:44:53,5,3590,1998.1,2.13,13.3,7,21,0.307,10,49.8,2.05
,12:44:54,5,3590,1999.1,2.1,13.3,7,21,0.303,10,49.8,2.02
,12:44:55,5,3590,2000.1,2.09,13.3,7,21,0.302,10,49.8,2.02
,12:44:56,5,3590,2001.1,2.08,13.3,7,21,0.29,10,49.8,2.01
,12:44:57,5,3590,2002.1,2.07,13.3,7,21,0.298,10,49.7,1.99
,12:44:58,5,3590,2003.1,2.04,13.3,7,21,0.285,10,49.8,1.97
,12:44:59,5,3590,2004.1,2.03,13.3,7,21,0.283,10,49.8,1.96
,12:45:00,5,3590,2005.1,2.02,13.3,7,21,0.292,10,49.8,1.95
,12:45:01,5,3590,2006.1,2.01,13.3,7,21,0.29,10,49.8,1.94
,12:45:02,5,3590,2007.1,1.99,13.3,7,21,0.287,10,49.8,1.91
,12:45:03,5,3590,2008.1,1.96,13.3,7,21,0.284,10,49.8,1.89
,12:45:04,5,3590,2009.1,1.94,13.3,7,21,0.281,10,49.8,1.87
,12:45:05,5,3590,2010.1,1.93,13.3,7,21,0.279,10,49.8,1.86
,12:45:06,5,3590,2011.1,1.91,13.3,7,21,0.267,10,49.8,1.85
,12:45:07,5,3590,2012.1,1.9,13.3,7,21,0.265,10,49.8,1.83
,12:45:08,5,3590,2013.1,1.89,13.3,7,21,0.264,10,49.8,1.83
,12:45:09,5,3590,2014.1,1.88,13.3,7,21,0.261,10,49.8,1.81
,12:45:10,5,3590,2015.1,1.93,13.3,7,21,0.268,10,49.8,1.88
,12:45:11,5,3590,2016.1,2.14,13.3,7,21,0.309,10,49.8,2.08
,12:45:12,5,3590,2017.1,2.28,13.3,7,21,0.33,10,49.8,2.22
,12:45:13,5,3590,2018.1,2.32,13.3,7,21,0.335,10,49.8,2.22
,12:45:14,5,3590,2019.1,2.16,13.3,7,21,0.301,10,49.8,2.07
,12:45:15,5,3590,2020.1,2.05,13.3,7,21,0.286,10,49.8,1.97
,12:45:16,5,3590,2021.1,1.96,13.3,7,21,0.273,10,49.8,1.89
,12:45:17,5,3590,2022.1,1.89,13.3,7,21,0.263,10,49.8,1.82
,12:45:18,5,3590,2023.1,1.83,13.3,7,21,0.255,10,49.8,1.76
,12:45:19,5,3590,2024.1,1.79,13.3,7,21,0.259,10,49.8,1.72
,12:45:20,5,3590,2025.1,1.76,13.3,7,21,0.255,10,49.8,1.7
,12:45:21,5,3590,2026.1,1.75,13.3,7,21,0.253,10,49.8,1.69
,12:45:22,5,3590,2027.1,1.78,13.3,7,21,0.248,10,49.8,1.72
,12:45:23,5,3590,2028.1,1.85,13.3,7,21,0.258,10,49.8,1.79
,12:45:24,5,3590,2029.1,1.9,13.3,7,21,0.265,10,49.8,1.84
,12:45:25,5,3590,2030.1,1.91,13.3,7,21,0.276,10,49.8,1.84
,12:45:26,5,3590,2031.1,1.86,13.3,7,21,0.268,10,49.8,1.79
,12:45:27,5,3590,2032.1,1.79,13.3,7,21,0.249,10,49.8,1.72
,12:45:28,5,3590,2033.1,1.75,13.3,7,21,0.244,10,49.8,1.69
,12:45:29,5,3590,2034.1,1.73,13.3,7,21,0.241,10,49.8,1.67
,12:45:30,5,3590,2035.1,1.71,13.3,7,21,0.239,10,49.8,1.65
,12:45:31,5,3590,2036.1,1.69,13.3,7,21,0.236,10,49.8,1.63
,12:45:32,5,3590,2037.1,1.71,13.3,7,21,0.247,10,49.8,1.66
,12:45:33,5,3590,2038.1,1.79,13.3,7,21,0.258,10,49.8,1.74
,12:45:34,5,3590,2039.1,1.88,13.3,7,21,0.262,10,49.8,1.82
,12:45:35,5,3590,2040.1,1.92,13.3,7,21,0.277,10,49.8,1.85
,12:45:36,5,3590,2041.1,1.92,13.3,7,21,0.278,10,49.8,1.85
,12:45:37,5,3590,2042.1,1.9,13.3,7,21,0.274,10,49.8,1.83
,12:45:38,5,3590,2043.1,1.87,13.3,7,21,0.261,10,49.8,1.8
,12:45:39,5,3590,2044.1,1.81,13.3,7,21,0.262,10,49.8,1.75
,12:45:40,5,3590,2045.1,1.75,13.3,7,21,0.253,10,49.8,1.69
,12:45:41,5,3590,2046.1,1.77,13.3,7,21,0.247,10,49.8,1.72
,12:45:42,5,3590,2047.1,1.81,13.3,7,21,0.262,10,49.8,1.75
,12:45:43,5,3590,2048.1,1.82,13.3,7,21,0.254,10,49.8,1.76
,12:45:44,5,3590,2049.1,1.75,13.3,7,21,0.244,10,49.8,1.68
,12:45:45,5,3590,2050.1,1.68,13.3,7,21,0.234,10,49.8,1.62
,12:45:46,5,3590,2051.1,1.65,13.3,7,21,0.23,10,49.8,1.59
,12:45:47,5,3590,2052.1,1.63,13.3,7,21,0.219,10,49.8,1.56
,12:45:48,5,3590,2053.1,1.59,13.3,7,21,0.222,10,49.8,1.53
,12:45:49,5,3590,2054.1,1.55,13.3,7,21,0.216,10,49.8,1.5
,12:45:50,5,3590,2055.1,1.53,13.3,7,21,0.22,10,49.8,1.48
,12:45:51,5,3590,2056.1,1.7,13.3,7,21,0.245,10,49.8,1.66
,12:45:52,5,3590,2057.1,1.9,13.3,7,21,0.274,10,49.8,1.85
,12:45:53,5,3590,2058.1,2.04,13.3,7,21,0.284,10,49.8,1.97
,12:45:54,5,3590,2059.1,1.94,13.3,7,21,0.27,10,49.8,1.85
,12:45:55,5,3590,2060.1,1.78,13.3,7,21,0.257,10,49.8,1.7
,12:45:56,5,3590,2061.1,1.67,13.3,7,21,0.241,10,49.8,1.6
,12:45:57,5,3590,2062.1,1.6,13.3,7,21,0.223,10,49.8,1.54
,12:45:58,5,3590,2063.1,1.56,13.3,7,21,0.217,10,49.8,1.5
,12:45:59,5,3590,2064.1,1.53,13.3,7,21,0.213,10,49.8,1.48
,12:46:00,5,3590,2065.1,1.51,13.3,7,21,0.21,10,49.8,1.46
,12:46:01,5,3590,2066.1,1.61,13.3,7,21,0.224,10,49.8,1.58
,12:46:02,5,3590,2067.1,1.93,13.3,7,21,0.269,10,49.8,1.89
,12:46:03,5,3590,2068.1,2.2,13.3,7,21,0.306,10,49.8,2.14
,12:46:04,5,3590,2069.1,2.26,13.3,7,21,0.304,10,49.8,2.17
,12:46:05,5,3590,2070.1,2.06,13.3,7,21,0.287,10,49.8,1.97
,12:46:06,5,3590,2071.1,1.91,13.3,7,21,0.257,10,49.8,1.83
,12:46:07,5,3590,2072.1,1.82,13.3,7,21,0.253,10,49.8,1.75
,12:46:08,5,3590,2073.1,1.76,13.3,7,21,0.237,10,49.8,1.69
,12:46:09,5,3590,2074.1,1.7,13.3,7,21,0.228,10,49.8,1.63
,12:46:10,5,3590,2075.1,1.65,13.3,7,21,0.221,10,49.8,1.58
,12:46:11,5,3590,2076.1,1.6,13.3,7,21,0.223,10,49.8,1.54
,12:46:12,5,3590,2077.1,1.56,13.3,7,21,0.225,10,49.8,1.5
,12:46:13,5,3590,2078.1,1.54,13.3,7,21,0.231,10,49.8,1.49
,12:46:14,5,3590,2079.1,1.52,13.3,7,21,0.228,10,49.8,1.47
,12:46:15,5,3590,2080.1,1.51,13.3,7,21,0.219,10,49.8,1.46
,12:46:16,5,3590,2081.1,1.5,13.3,7,21,0.217,10,49.8,1.45
,12:46:17,5,3590,2082.1,1.5,13.3,7,21,0.225,10,49.8,1.45
,12:46:18,5,3590,2083.1,1.5,13.3,7,21,0.216,10,49.8,1.44
,12:46:19,5,3590,2084.1,1.5,13.3,7,21,0.217,10,49.8,1.45
,12:46:20,5,3590,2085.1,1.5,13.3,7,21,0.217,10,49.8,1.45
,12:46:21,5,3590,2086.1,1.51,13.3,7,21,0.218,10,49.8,1.46
,12:46:22,5,3590,2087.1,1.58,13.3,7,21,0.228,10,49.8,1.55
,12:46:23,5,3590,2088.1,1.84,13.3,7,21,0.266,10,49.8,1.8
,12:46:24,5,3590,2089.1,1.99,13.3,7,21,0.287,10,49.8,1.93
,12:46:25,5,3590,2090.1,2.01,13.3,7,21,0.29,10,49.8,1.92
,12:46:26,5,3590,2091.1,1.82,13.3,7,21,0.253,10,49.8,1.74
,12:46:27,5,3590,2092.1,1.72,13.3,7,21,0.249,10,49.8,1.66
,12:46:28,5,3590,2093.1,1.7,13.3,7,21,0.245,10,49.8,1.64
,12:46:29,5,3590,2094.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:46:30,5,3590,2095.1,1.8,13.3,7,21,0.251,10,49.8,1.77
,12:46:31,5,3590,2096.1,2.22,13.3,7,21,0.32,10,49.8,2.19
,12:46:32,5,3590,2097.1,2.75,13.3,7,21,0.398,10,49.8,2.7
,12:46:33,5,3590,2098.1,3.04,13.3,7,21,0.424,10,49.8,2.94
,12:46:34,5,3590,2099.1,2.88,13.3,7,21,0.401,10,49.8,2.75
,12:46:35,5,3590,2100.1,2.58,13.3,7,21,0.36,10,49.8,2.47
,12:46:36,5,3590,2101.1,2.41,13.3,7,21,0.335,10,49.8,2.31
,12:46:37,5,3590,2102.1,2.3,13.3,7,21,0.321,10,49.8,2.21
,12:46:38,5,3590,2103.1,2.15,13.3,7,21,0.3,10,49.8,2.06
,12:46:39,5,3590,2104.1,2.02,13.3,7,21,0.282,10,49.8,1.94
,12:46:40,5,3590,2105.1,1.93,13.3,7,21,0.278,10,49.8,1.85
,12:46:41,5,3590,2106.1,1.89,13.3,7,21,0.263,10,49.8,1.82
,12:46:42,5,3590,2107.1,1.91,13.3,7,21,0.276,10,49.8,1.85
,12:46:43,5,3590,2108.1,1.95,13.3,7,21,0.281,10,49.8,1.88
,12:46:44,5,3590,2109.1,1.92,13.3,7,21,0.268,10,49.8,1.85
,12:46:45,5,3590,2110.1,1.83,13.3,7,21,0.255,10,49.8,1.76
,12:46:46,5,3590,2111.1,1.75,13.3,7,21,0.253,10,49.8,1.68
,12:46:47,5,3590,2112.1,1.69,13.3,7,21,0.235,10,49.8,1.62
,12:46:48,5,3590,2113.1,1.65,13.3,7,21,0.23,10,49.8,1.59
,12:46:49,5,3590,2114.1,1.62,13.3,7,21,0.226,10,49.8,1.56
,12:46:50,5,3590,2115.1,1.6,13.3,7,21,0.231,10,49.8,1.54
,12:46:51,5,3590,2116.1,1.59,13.3,7,21,0.229,10,49.8,1.53
,12:46:52,5,3590,2117.1,1.57,13.3,7,21,0.219,10,49.8,1.52
,12:46:53,5,3590,2118.1,1.55,13.3,7,21,0.215,10,49.8,1.49
,12:46:54,5,3590,2119.1,1.52,13.3,7,21,0.212,10,49.8,1.47
,12:46:55,5,3590,2120.1,1.5,13.3,7,21,0.209,10,49.8,1.44
,12:46:56,5,3590,2121.1,1.48,13.3,7,21,0.206,10,49.8,1.43
,12:46:57,5,3590,2122.1,1.47,13.3,7,21,0.212,10,49.8,1.41
,12:46:58,5,3590,2123.1,1.45,13.3,7,21,0.21,10,49.8,1.4
,12:46:59,5,3590,2124.1,1.46,13.3,7,21,0.211,10,49.8,1.41
,12:47:00,5,3590,2125.1,1.47,13.3,7,21,0.204,10,49.8,1.42
,12:47:01,5,3590,2126.1,1.48,13.3,7,21,0.206,10,49.8,1.43
,12:47:02,5,3590,2127.1,1.53,13.3,7,21,0.221,10,49.8,1.48
,12:47:03,5,3590,2128.1,1.55,13.3,7,21,0.224,10,49.8,1.5
,12:47:04,5,3590,2129.1,1.56,13.3,7,21,0.226,10,49.8,1.5
,12:47:05,5,3590,2130.1,1.52,13.3,7,21,0.211,10,49.8,1.46
,12:47:06,5,3590,2131.1,1.51,13.3,7,21,0.21,10,49.8,1.46
,12:47:07,5,3590,2132.1,1.51,13.3,7,21,0.202,10,49.8,1.46
,12:47:08,5,3590,2133.1,1.65,13.3,8,21,0.215,10,49.8,1.61
,12:47:09,5,3590,2134.1,1.77,13.3,8,21,0.23,10,49.8,1.71
,12:47:10,5,3590,2135.1,1.82,13.3,7,21,0.245,10,49.8,1.76
,12:47:11,5,3590,2136.1,1.69,13.3,7,21,0.227,10,49.8,1.62
,12:47:12,5,3590,2137.1,1.57,13.3,7,21,0.218,10,49.8,1.5
,12:47:13,5,3590,2138.1,1.5,13.3,7,21,0.209,10,49.8,1.45
,12:47:14,5,3590,2139.1,1.47,13.3,7,21,0.212,10,49.8,1.41
,12:47:15,5,3590,2140.1,1.45,13.3,7,21,0.21,10,49.8,1.4
,12:47:16,5,3590,2141.1,1.55,13.3,7,21,0.223,10,49.8,1.53
,12:47:17,5,3590,2142.1,2.01,13.3,7,21,0.302,10,49.8,2
,12:47:18,5,3590,2143.1,2.61,13.3,7,21,0.392,10,49.8,2.57
,12:47:19,5,3590,2144.1,2.99,13.3,7,21,0.432,10,49.8,2.89
,12:47:20,5,3590,2145.1,2.88,13.3,7,21,0.401,10,49.8,2.75
,12:47:21,5,3590,2146.1,2.59,13.3,7,21,0.361,10,49.7,2.48
,12:47:22,5,3590,2147.1,2.38,13.3,7,21,0.344,10,49.8,2.29
,12:47:23,5,3590,2148.1,2.26,13.3,7,21,0.326,10,49.8,2.17
,12:47:24,5,3590,2149.1,2.18,13.3,7,21,0.304,10,49.8,2.1
,12:47:25,5,3590,2150.1,2.12,13.3,7,21,0.295,10,49.8,2.04
,12:47:26,5,3590,2151.1,2.07,13.3,7,21,0.288,10,49.8,1.99
,12:47:27,5,3590,2152.1,2.01,13.3,7,21,0.279,10,49.8,1.93
,12:47:28,5,3590,2153.1,1.95,13.3,7,21,0.272,10,49.8,1.88
,12:47:29,5,3590,2154.1,1.92,13.3,7,21,0.258,10,49.8,1.85
,12:47:30,5,3590,2155.1,1.91,13.3,7,21,0.266,10,49.8,1.84
,12:47:31,5,3590,2156.1,1.88,13.3,7,21,0.271,10,49.8,1.81
,12:47:32,5,3590,2157.1,1.84,13.3,7,21,0.275,10,49.8,1.77
,12:47:33,5,3590,2158.1,1.8,13.3,7,21,0.26,10,49.8,1.73
,12:47:34,5,3590,2159.1,1.78,13.3,7,21,0.257,10,49.8,1.71
,12:47:35,5,3590,2160.1,1.75,13.3,7,21,0.244,10,49.8,1.69
,12:47:36,5,3590,2161.1,1.73,13.3,7,21,0.25,10,49.8,1.67
,12:47:37,5,3590,2162.1,1.72,13.3,7,21,0.239,10,49.8,1.66
,12:47:38,5,3590,2163.1,1.71,13.3,7,21,0.247,10,49.8,1.65
,12:47:39,5,3590,2164.1,1.72,13.3,7,21,0.249,10,49.8,1.66
,12:47:40,5,3590,2165.1,1.73,13.3,7,21,0.25,10,49.8,1.67
,12:47:41,5,3590,2166.1,1.73,13.3,7,21,0.241,10,49.8,1.67
,12:47:42,5,3590,2167.1,1.71,13.3,7,21,0.23,10,49.8,1.65
,12:47:43,5,3590,2168.1,1.7,13.3,7,21,0.229,10,49.8,1.65
,12:47:44,5,3590,2169.1,1.72,13.3,7,21,0.232,10,49.8,1.66
,12:47:45,5,3590,2170.1,1.74,13.3,7,21,0.243,10,49.8,1.68
