Data file,,RA0.3_HEF65_12C_003_45MINS.TSV,,,,,,,,,,
,13:01:36,4,2700,857.8,1.25,13.3,9,11.9,0.14,10,0.2,1.18
,13:01:37,4,2700,858.8,1.26,13.3,9,11.9,0.136,10,0.2,1.18
,13:01:38,4,2700,859.8,1.26,13.3,9,11.8,0.137,10,0.2,1.18
,13:01:39,4,2700,860.8,1.26,13.3,9,11.8,0.137,10,0.2,1.18
,13:01:40,4,2700,861.8,1.26,13.3,9,11.8,0.14,10,0.2,1.18
,13:01:41,4,2700,862.8,1.26,13.3,9,11.8,0.14,10,0.2,1.18
,13:01:42,4,2700,863.8,1.26,13.3,9,11.8,0.14,10,0.2,1.18
,13:01:43,4,2700,864.8,1.26,13.3,9,11.8,0.14,10,0.2,1.18
,13:01:44,4,2700,865.8,1.26,13.3,9,11.8,0.136,10,0.2,1.18
,13:01:45,4,2700,866.8,1.26,13.3,9,11.7,0.136,10,0.2,1.18
,13:01:46,4,2700,867.8,1.26,13.3,9,11.8,0.14,10,0.2,1.18
,13:01:47,4,2700,868.8,1.26,13.3,9,11.7,0.144,10,0.2,1.17
,13:01:48,4,2700,869.8,1.26,13.3,9,11.7,0.144,10,0.2,1.18
,13:01:49,4,2700,870.8,1.26,13.3,9,11.7,0.14,10,0.2,1.18
,13:01:50,4,2700,871.8,1.26,13.3,9,11.7,0.137,10,0.2,1.18
,13:01:51,4,2700,872.8,1.27,13.3,9,11.7,0.137,10,0.2,1.19
,13:01:52,4,2700,873.8,1.27,13.3,9,11.7,0.141,10,0.2,1.19
,13:01:53,4,2700,874.8,1.27,13.3,9,11.7,0.141,10,0.2,1.19
,13:01:54,4,2700,875.8,1.27,13.3,9,11.7,0.145,10,0.2,1.19
,13:01:55,4,2700,876.8,1.27,13.3,9,11.6,0.145,10,0.2,1.19
,13:01:56,4,2700,877.8,1.27,13.3,9,11.6,0.137,10,0.2,1.19
,13:01:57,4,2700,878.8,1.27,13.3,9,11.6,0.137,10,0.2,1.19
,13:01:58,4,2700,879.8,1.27,13.3,9,11.6,0.141,10,0.2,1.19
,13:01:59,4,2700,880.8,1.27,13.3,9,11.6,0.142,10,0.2,1.19
,13:02:00,4,2700,881.8,1.28,13.3,9,11.6,0.142,10,0.2,1.2
,13:02:01,4,2700,882.8,1.28,13.3,9,11.6,0.143,10,0.2,1.2
,13:02:02,4,2700,883.8,1.27,13.3,9,11.5,0.142,10,0.2,1.19
,13:02:03,4,2700,884.8,1.27,13.3,9,11.5,0.138,10,0.2,1.19
,13:02:04,4,2700,885.8,1.27,13.3,9,11.5,0.134,10,0.2,1.19
,13:02:05,4,2700,886.8,1.27,13.3,9,11.5,0.137,10,0.2,1.19
,13:02:06,4,2700,887.8,1.26,13.3,9,11.5,0.141,10,0.2,1.18
,13:02:07,4,2700,888.8,1.27,13.3,9,11.5,0.145,10,0.2,1.19
,13:02:08,4,2700,889.8,1.27,13.3,9,11.5,0.146,10,0.2,1.19
,13:02:09,4,2700,890.8,1.27,13.3,9,11.5,0.142,10,0.2,1.19
,13:02:10,4,2700,891.8,1.28,13.3,9,11.4,0.142,10,0.2,1.2
,13:02:11,4,2700,892.8,1.28,13.3,9,11.4,0.143,10,0.2,1.2
,13:02:12,4,2700,893.8,1.28,13.3,9,11.4,0.143,10,0.2,1.2
,13:02:13,4,2700,894.8,1.27,13.3,9,11.4,0.138,10,0.2,1.19
,13:02:14,4,2700,895.8,1.27,13.3,9,11.4,0.142,10,0.2,1.19
,13:02:15,4,2700,896.8,1.26,13.3,9,11.4,0.141,10,0.2,1.18
,13:02:16,4,2700,897.8,1.26,13.3,9,11.4,0.145,10,0.2,1.18
,13:02:17,4,2700,898.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:02:18,4,2700,899.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:02:19,4,2700,900.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:02:20,4,2700,901.8,1.26,13.3,9,11.3,0.137,10,0.2,1.18
,13:02:21,4,2700,902.8,1.25,13.3,9,11.3,0.132,10,0.2,1.17
,13:02:22,4,2700,903.8,1.25,13.3,9,11.3,0.135,10,0.2,1.17
,13:02:23,4,2700,904.8,1.24,13.3,9,11.3,0.138,10,0.2,1.16
,13:02:24,4,2700,905.8,1.24,13.3,9,11.3,0.142,10,0.2,1.16
,13:02:25,4,2700,906.8,1.24,13.3,9,11.3,0.142,10,0.2,1.16
,13:02:26,4,2700,907.8,1.24,13.3,9,11.2,0.138,10,0.2,1.16
,13:02:27,4,2700,908.8,1.24,13.3,9,11.2,0.138,10,0.2,1.17
,13:02:28,4,2700,909.8,1.24,13.3,9,11.2,0.135,10,0.2,1.17
,13:02:29,4,2700,910.8,1.25,13.3,9,11.2,0.135,10,0.2,1.17
,13:02:30,4,2700,911.8,1.24,13.3,9,11.2,0.138,10,0.2,1.16
,13:02:31,4,2700,912.8,1.24,13.3,9,11.2,0.142,10,0.2,1.16
,13:02:32,4,2700,913.8,1.24,13.3,9,11.2,0.142,10,0.2,1.16
,13:02:33,4,2700,914.8,1.25,13.3,9,11.2,0.139,10,0.2,1.17
,13:02:34,4,2700,915.8,1.25,13.3,9,11.1,0.14,10,0.2,1.17
,13:02:35,4,2700,916.8,1.25,13.3,9,11.1,0.14,10,0.2,1.17
,13:02:36,4,2700,917.8,1.25,13.3,9,11.1,0.135,10,0.2,1.17
,13:02:37,4,2700,918.8,1.24,13.3,9,11.1,0.131,10,0.2,1.16
,13:02:38,4,2700,919.8,1.24,13.3,9,11.1,0.134,10,0.2,1.16
,13:02:39,4,2700,920.8,1.24,13.3,9,11.1,0.138,10,0.2,1.16
,13:02:40,4,2700,921.8,1.24,13.3,9,11.1,0.142,10,0.2,1.16
,13:02:41,4,2700,922.8,1.24,13.3,9,11,0.138,10,0.2,1.16
,13:02:42,4,2700,923.8,1.24,13.3,9,11,0.143,10,0.2,1.16
,13:02:43,4,2700,924.8,1.25,13.3,9,11,0.139,10,0.2,1.17
,13:02:44,4,2700,925.8,1.25,13.3,9,11,0.135,10,0.2,1.17
,13:02:45,4,2700,926.8,1.25,13.3,9,11,0.136,10,0.2,1.17
,13:02:46,4,2700,927.8,1.25,13.3,9,11,0.135,10,0.2,1.17
,13:02:47,4,2700,928.8,1.25,13.3,9,11,0.139,10,0.2,1.17
,13:02:48,4,2700,929.8,1.24,13.3,9,11,0.143,10,0.2,1.16
,13:02:49,4,2700,930.8,1.24,13.3,9,11,0.138,10,0.2,1.17
,13:02:50,4,2700,931.8,1.25,13.3,9,11,0.139,10,0.2,1.17
,13:02:51,4,2700,932.8,1.25,13.3,9,11,0.139,10,0.2,1.17
,13:02:52,4,2700,933.8,1.25,13.3,9,10.9,0.139,10,0.2,1.17
,13:02:53,4,2700,934.8,1.25,13.3,9,10.9,0.135,10,0.2,1.17
,13:02:54,4,2700,935.8,1.25,13.3,9,10.9,0.135,10,0.2,1.17
,13:02:55,4,2700,936.8,1.25,13.3,9,10.9,0.135,10,0.2,1.17
,13:02:56,4,2700,937.8,1.25,13.3,9,10.9,0.139,10,0.2,1.17
,13:02:57,4,2700,938.8,1.25,13.3,9,10.9,0.139,10,0.2,1.17
,13:02:58,4,2700,939.8,1.25,13.3,9,10.9,0.143,10,0.2,1.17
,13:02:59,4,2700,940.8,1.25,13.3,9,10.9,0.14,10,0.2,1.17
,13:03:00,4,2700,941.8,1.26,13.3,9,10.9,0.137,10,0.2,1.18
,13:03:01,4,2700,942.8,1.27,13.3,9,10.9,0.137,10,0.2,1.19
,13:03:02,4,2700,943.8,1.27,13.3,9,10.9,0.141,10,0.2,1.19
,13:03:03,4,2700,944.8,1.26,13.3,9,10.9,0.145,10,0.2,1.18
,13:03:04,4,2700,945.8,1.26,13.3,9,10.8,0.145,10,0.2,1.18
,13:03:05,4,2700,946.8,1.26,13.3,9,10.8,0.14,10,0.2,1.18
,13:03:06,4,2700,947.8,1.26,13.3,9,10.8,0.14,10,0.2,1.18
,13:03:07,4,2700,948.8,1.26,13.3,9,10.8,0.136,10,0.2,1.18
,13:03:08,4,2700,949.8,1.26,13.3,9,10.8,0.136,10,0.2,1.18
,13:03:09,4,2700,950.8,1.25,13.3,9,10.8,0.139,10,0.2,1.17
,13:03:10,4,2700,951.8,1.25,13.3,9,10.8,0.139,10,0.2,1.17
,13:03:11,4,2700,952.8,1.24,13.3,9,10.8,0.143,10,0.2,1.16
,13:03:12,4,2700,953.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:03:13,4,2700,954.8,1.25,13.3,9,10.8,0.139,10,0.2,1.17
,13:03:14,4,2700,955.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:03:15,4,2700,956.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:03:16,4,2700,957.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:03:17,4,2700,958.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:03:18,4,2700,959.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:03:19,4,2700,960.8,1.24,13.3,9,10.7,0.138,10,0.2,1.16
,13:03:20,4,2700,961.8,1.24,13.3,9,10.7,0.138,10,0.2,1.16
,13:03:21,4,2700,962.8,1.25,13.3,9,10.7,0.139,10,0.2,1.17
,13:03:22,4,2700,963.8,1.25,13.3,9,10.7,0.135,10,0.2,1.17
,13:03:23,4,2700,964.8,1.24,13.3,9,10.7,0.135,10,0.2,1.16
,13:03:24,4,2700,965.8,1.24,13.3,9,10.7,0.138,10,0.2,1.16
,13:03:25,4,2700,966.8,1.24,13.3,9,10.7,0.138,10,0.2,1.16
,13:03:26,4,2700,967.8,1.24,13.3,9,10.7,0.138,10,0.2,1.16
,13:03:27,4,2700,968.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:28,4,2700,969.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:29,4,2700,970.8,1.23,13.3,9,10.7,0.133,10,0.2,1.15
,13:03:30,4,2700,971.8,1.22,13.3,9,10.7,0.132,10,0.2,1.14
,13:03:31,4,2700,972.8,1.22,13.3,9,10.7,0.136,10,0.2,1.14
,13:03:32,4,2700,973.8,1.22,13.3,9,10.7,0.136,10,0.2,1.14
,13:03:33,4,2700,974.8,1.22,13.3,9,10.7,0.136,10,0.2,1.15
,13:03:34,4,2700,975.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:35,4,2700,976.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:36,4,2700,977.8,1.22,13.3,9,10.7,0.136,10,0.2,1.15
,13:03:37,4,2700,978.8,1.22,13.3,9,10.7,0.136,10,0.2,1.15
,13:03:38,4,2700,979.8,1.22,13.3,9,10.7,0.133,10,0.2,1.15
,13:03:39,4,2700,980.8,1.23,13.3,9,10.7,0.133,10,0.2,1.15
,13:03:40,4,2700,981.8,1.23,13.3,9,10.7,0.133,10,0.2,1.15
,13:03:41,4,2700,982.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:42,4,2700,983.8,1.23,13.3,9,10.7,0.141,10,0.2,1.15
,13:03:43,4,2700,984.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:44,4,2700,985.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:45,4,2700,986.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:46,4,2700,987.8,1.22,13.3,9,10.7,0.136,10,0.2,1.15
,13:03:47,4,2700,988.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:48,4,2700,989.8,1.23,13.3,9,10.7,0.134,10,0.2,1.15
,13:03:49,4,2700,990.8,1.24,13.3,9,10.7,0.134,10,0.2,1.16
,13:03:50,4,2700,991.8,1.23,13.3,9,10.7,0.134,10,0.2,1.15
,13:03:51,4,2700,992.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:52,4,2700,993.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:53,4,2700,994.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:54,4,2700,995.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:55,4,2700,996.8,1.23,13.3,9,10.7,0.137,10,0.2,1.15
,13:03:56,4,2700,997.8,1.23,13.3,9,10.8,0.137,10,0.2,1.15
,13:03:57,4,2700,998.8,1.23,13.3,9,10.8,0.133,10,0.2,1.15
,13:03:58,4,2700,999.8,1.23,13.3,9,10.8,0.133,10,0.2,1.15
,13:03:59,4,2700,1000.8,1.23,13.3,9,10.8,0.137,10,0.2,1.15
,13:04:00,4,2700,1001.8,1.23,13.3,9,10.8,0.141,10,0.2,1.15
,13:04:01,4,2700,1002.8,1.24,13.3,9,10.8,0.142,10,0.2,1.16
,13:04:02,4,2700,1003.8,1.24,13.3,9,10.8,0.143,10,0.2,1.16
,13:04:03,4,2700,1004.8,1.25,13.3,9,10.8,0.139,10,0.2,1.17
,13:04:04,4,2700,1005.8,1.25,13.3,9,10.8,0.139,10,0.2,1.17
,13:04:05,4,2700,1006.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:04:06,4,2700,1007.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:04:07,4,2700,1008.8,1.25,13.3,9,10.8,0.135,10,0.2,1.17
,13:04:08,4,2700,1009.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:04:09,4,2700,1010.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:04:10,4,2700,1011.8,1.24,13.3,9,10.8,0.142,10,0.2,1.16
,13:04:11,4,2700,1012.8,1.24,13.3,9,10.8,0.138,10,0.2,1.16
,13:04:12,4,2700,1013.8,1.23,13.3,9,10.8,0.137,10,0.2,1.15
,13:04:13,4,2700,1014.8,1.23,13.3,9,10.8,0.137,10,0.2,1.15
,13:04:14,4,2700,1015.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:15,4,2700,1016.8,1.24,13.3,9,10.9,0.138,10,0.2,1.16
,13:04:16,4,2700,1017.8,1.24,13.3,9,10.9,0.138,10,0.2,1.16
,13:04:17,4,2700,1018.8,1.24,13.3,9,10.9,0.134,10,0.2,1.16
,13:04:18,4,2700,1019.8,1.24,13.3,9,10.9,0.131,10,0.2,1.16
,13:04:19,4,2700,1020.8,1.24,13.3,9,10.9,0.131,10,0.2,1.16
,13:04:20,4,2700,1021.8,1.24,13.3,9,10.9,0.134,10,0.2,1.16
,13:04:21,4,2700,1022.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:22,4,2700,1023.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:23,4,2700,1024.8,1.22,13.3,9,10.9,0.136,10,0.2,1.15
,13:04:24,4,2700,1025.8,1.22,13.3,9,10.9,0.136,10,0.2,1.15
,13:04:25,4,2700,1026.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:26,4,2700,1027.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:27,4,2700,1028.8,1.23,13.3,9,10.9,0.137,10,0.2,1.15
,13:04:28,4,2700,1029.8,1.24,13.3,9,11,0.134,10,0.2,1.16
,13:04:29,4,2700,1030.8,1.24,13.3,9,11,0.13,10,0.2,1.16
,13:04:30,4,2700,1031.8,1.24,13.3,9,11,0.131,10,0.2,1.16
,13:04:31,4,2700,1032.8,1.24,13.3,9,11,0.134,10,0.2,1.16
,13:04:32,4,2700,1033.8,1.24,13.3,9,11,0.134,10,0.2,1.16
,13:04:33,4,2700,1034.8,1.24,13.3,9,11,0.138,10,0.2,1.16
,13:04:34,4,2700,1035.8,1.24,13.3,9,11,0.142,10,0.2,1.15
,13:04:35,4,2700,1036.8,1.24,13.3,9,11,0.142,10,0.2,1.16
,13:04:36,4,2700,1037.8,1.24,13.3,9,11,0.142,10,0.2,1.16
,13:04:37,4,2700,1038.8,1.25,13.3,9,11,0.143,10,0.2,1.17
,13:04:38,4,2700,1039.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:39,4,2700,1040.8,1.25,13.3,9,11.1,0.14,10,0.2,1.17
,13:04:40,4,2700,1041.8,1.25,13.3,9,11.1,0.14,10,0.2,1.17
,13:04:41,4,2700,1042.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:42,4,2700,1043.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:43,4,2700,1044.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:44,4,2700,1045.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:45,4,2700,1046.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:46,4,2700,1047.8,1.25,13.3,9,11.1,0.139,10,0.2,1.17
,13:04:47,4,2700,1048.8,1.26,13.3,9,11.2,0.14,10,0.2,1.18
,13:04:48,4,2700,1049.8,1.26,13.3,9,11.2,0.141,10,0.2,1.18
,13:04:49,4,2700,1050.8,1.27,13.3,9,11.2,0.137,10,0.2,1.19
,13:04:50,4,2700,1051.8,1.27,13.3,9,11.2,0.137,10,0.2,1.19
,13:04:51,4,2700,1052.8,1.26,13.3,9,11.2,0.133,10,0.2,1.18
,13:04:52,4,2700,1053.8,1.25,13.3,9,11.2,0.132,10,0.2,1.17
,13:04:53,4,2700,1054.8,1.24,13.3,9,11.2,0.131,10,0.2,1.16
,13:04:54,4,2700,1055.8,1.24,13.3,9,11.2,0.134,10,0.2,1.16
,13:04:55,4,2700,1056.8,1.24,13.3,9,11.3,0.138,10,0.2,1.16
,13:04:56,4,2700,1057.8,1.24,13.3,9,11.3,0.138,10,0.2,1.16
,13:04:57,4,2700,1058.8,1.24,13.3,9,11.3,0.138,10,0.2,1.16
,13:04:58,4,2700,1059.8,1.24,13.3,9,11.3,0.138,10,0.2,1.16
,13:04:59,4,2700,1060.8,1.25,13.3,9,11.3,0.139,10,0.2,1.17
,13:05:00,4,2700,1061.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:05:01,4,2700,1062.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:05:02,4,2700,1063.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:05:03,4,2700,1064.8,1.26,13.3,9,11.3,0.14,10,0.2,1.18
,13:05:04,4,2700,1065.8,1.25,13.3,9,11.4,0.136,10,0.2,1.17
,13:05:05,4,2700,1066.8,1.25,13.3,9,11.4,0.136,10,0.2,1.17
,13:05:06,4,2700,1067.8,1.25,13.3,9,11.4,0.135,10,0.2,1.17
,13:05:07,4,2700,1068.8,1.25,13.3,9,11.4,0.139,10,0.2,1.17
,13:05:08,4,2700,1069.8,1.25,13.3,9,11.4,0.139,10,0.2,1.17
,13:05:09,4,2700,1070.8,1.25,13.3,9,11.4,0.139,10,0.2,1.17
,13:05:10,4,2700,1071.8,1.25,13.3,9,11.4,0.139,10,0.2,1.17
,13:05:11,4,2700,1072.8,1.25,13.3,9,11.5,0.139,10,0.2,1.17
,13:05:12,4,2700,1073.8,1.25,13.3,9,11.5,0.139,10,0.2,1.17
,13:05:13,4,2700,1074.8,1.25,13.3,9,11.5,0.135,10,0.2,1.17
,13:05:14,4,2700,1075.8,1.25,13.3,9,11.5,0.135,10,0.2,1.17
,13:05:15,4,2700,1076.8,1.25,13.3,9,11.5,0.135,10,0.2,1.17
,13:05:16,4,2700,1077.8,1.25,13.3,9,11.5,0.135,10,0.2,1.16
,13:05:17,4,2700,1078.8,1.24,13.3,9,11.6,0.138,10,0.2,1.15
,13:05:18,4,2700,1079.8,1.22,13.3,9,11.6,0.14,10,0.2,1.15
,13:05:19,4,2700,1080.8,1.22,13.3,9,11.6,0.14,10,0.2,1.14
,13:05:20,4,2700,1081.8,1.22,13.3,9,11.6,0.14,10,0.2,1.14
,13:05:21,4,2700,1082.8,1.22,13.3,9,11.6,0.14,10,0.2,1.14
,13:05:22,4,2700,1083.8,1.23,13.3,9,11.6,0.141,10,0.2,1.15
,13:05:23,4,2700,1084.8,1.24,13.3,9,11.6,0.142,10,0.2,1.16
,13:05:24,4,2700,1085.8,1.25,13.3,9,11.6,0.139,10,0.2,1.17
,13:05:25,4,2700,1086.8,1.25,13.3,9,11.6,0.136,10,0.2,1.17
,13:05:26,4,2700,1087.8,1.26,13.3,9,11.7,0.136,10,0.2,1.18
,13:05:27,4,2700,1088.8,1.26,13.3,9,11.7,0.136,10,0.2,1.18
,13:05:28,4,2700,1089.8,1.26,13.3,9,11.7,0.14,10,0.2,1.18
,13:05:29,4,2700,1090.8,1.26,13.3,9,11.7,0.14,10,0.2,1.18
,13:05:30,4,2700,1091.8,1.25,13.3,9,11.7,0.14,10,0.2,1.17
,13:05:31,4,2700,1092.8,1.25,13.3,9,11.7,0.144,10,0.2,1.17
,13:05:32,4,2700,1093.8,1.25,13.3,9,11.8,0.144,10,0.2,1.17
,13:05:33,4,2700,1094.8,1.26,13.3,9,11.8,0.145,10,0.2,1.18
,13:05:34,4,2700,1095.8,1.27,13.3,9,11.8,0.142,10,0.2,1.19
,13:05:35,4,2700,1096.8,1.27,13.3,9,11.8,0.142,10,0.2,1.19
,13:05:36,4,2700,1097.8,1.27,13.3,9,11.8,0.141,10,0.2,1.19
,13:05:37,4,2700,1098.8,1.26,13.3,9,11.9,0.137,10,0.2,1.18
,13:05:38,4,2700,1099.8,1.26,13.3,9,11.8,0.137,10,0.2,1.18
,13:05:39,4,2700,1100.8,1.26,13.3,9,11.9,0.133,10,0.2,1.18
,13:05:40,4,2700,1101.8,1.26,13.3,9,11.9,0.136,10,0.2,1.18
,13:05:41,4,2700,1102.8,1.26,13.3,9,11.9,0.14,10,0.2,1.18
,13:05:42,4,2700,1103.8,1.26,13.3,9,11.9,0.144,10,0.2,1.18
,13:05:43,4,2700,1104.8,1.26,13.3,9,11.9,0.144,10,0.2,1.18
,13:05:44,4,2700,1105.8,1.26,13.3,9,11.9,0.141,10,0.2,1.18
,13:05:45,4,2700,1106.8,1.27,13.3,9,12,0.141,10,0.2,1.19
,13:05:46,4,2700,1107.8,1.27,13.3,9,12,0.146,10,0.2,1.19
,13:05:47,4,2700,1108.8,1.27,13.3,9,12,0.146,10,0.2,1.19
,13:05:48,4,2700,1109.8,1.27,13.3,9,12,0.141,10,0.2,1.19
,13:05:49,4,2700,1110.8,1.27,13.3,9,12,0.142,10,0.2,1.2
,13:05:50,4,2700,1111.8,1.28,13.3,9,12.1,0.139,10,0.2,1.2
,13:05:51,4,2700,1112.8,1.28,13.3,9,12.1,0.139,10,0.2,1.2
,13:05:52,4,2700,1113.8,1.29,13.3,9,12.1,0.136,10,0.2,1.2
,13:05:53,4,2700,1114.8,1.28,13.3,9,12.1,0.135,10,0.2,1.2
,13:05:54,4,2700,1115.8,1.28,13.3,9,12.1,0.139,10,0.2,1.2
,13:05:55,4,2700,1116.8,1.28,13.3,9,12.1,0.142,10,0.2,1.2
,13:05:56,4,2700,1117.8,1.28,13.3,9,12.2,0.142,10,0.2,1.2
,13:05:57,4,2700,1118.8,1.28,13.3,9,12.2,0.143,10,0.2,1.2
,13:05:58,4,2700,1119.8,1.29,13.3,9,12.2,0.148,10,0.2,1.2
,13:05:59,4,2700,1120.8,1.29,13.3,9,12.2,0.144,10,0.2,1.21
,13:06:00,4,2700,1121.8,1.29,13.3,9,12.2,0.143,10,0.2,1.2
,13:06:01,4,2700,1122.8,1.28,13.3,9,12.2,0.143,10,0.2,1.2
,13:06:02,4,2700,1123.8,1.27,13.3,9,12.2,0.142,10,0.2,1.19
,13:06:03,4,2700,1124.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:06:04,4,2700,1125.8,1.26,13.3,9,12.3,0.141,10,0.2,1.18
,13:06:05,4,2700,1126.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:06:06,4,2700,1127.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:06:07,4,2700,1128.8,1.27,13.3,9,12.3,0.142,10,0.2,1.19
,13:06:08,4,2700,1129.8,1.27,13.3,9,12.3,0.141,10,0.2,1.19
,13:06:09,4,2700,1130.8,1.27,13.3,9,12.4,0.137,10,0.2,1.19
,13:06:10,4,2700,1131.8,1.26,13.3,9,12.4,0.133,10,0.2,1.18
,13:06:11,4,2700,1132.8,1.26,13.3,10,12.4,0.129,10,0.2,1.18
,13:06:12,4,2700,1133.8,1.26,13.3,9,12.4,0.132,10,0.2,1.18
,13:06:13,4,2700,1134.8,1.25,13.3,9,12.4,0.136,10,0.2,1.17
,13:06:14,4,2700,1135.8,1.25,13.3,9,12.4,0.136,10,0.2,1.17
,13:06:15,4,2700,1136.8,1.25,13.3,9,12.5,0.14,10,0.2,1.17
,13:06:16,4,2700,1137.8,1.25,13.3,9,12.5,0.14,10,0.2,1.17
,13:06:17,4,2700,1138.8,1.25,13.3,9,12.5,0.144,10,0.2,1.17
,13:06:18,4,2700,1139.8,1.26,13.3,9,12.5,0.144,10,0.2,1.18
,13:06:19,4,2700,1140.8,1.26,13.3,9,12.5,0.145,10,0.2,1.18
,13:06:20,4,2700,1141.8,1.26,13.3,9,12.5,0.145,10,0.2,1.18
,13:06:21,4,2700,1142.8,1.26,13.3,9,12.5,0.14,10,0.2,1.18
,13:06:22,4,2700,1143.8,1.26,13.3,9,12.6,0.145,10,0.2,1.18
,13:06:23,4,2700,1144.8,1.26,13.3,9,12.6,0.144,10,0.2,1.18
,13:06:24,4,2700,1145.8,1.26,13.3,9,12.6,0.141,10,0.2,1.18
,13:06:25,4,2700,1146.8,1.27,13.3,9,12.6,0.142,10,0.2,1.19
,13:06:26,4,2700,1147.8,1.28,13.3,9,12.6,0.143,10,0.2,1.2
,13:06:27,4,2700,1148.8,1.28,13.3,9,12.6,0.143,10,0.2,1.2
,13:06:28,4,2700,1149.8,1.28,13.3,9,12.6,0.143,10,0.2,1.2
,13:06:29,4,2700,1150.8,1.27,13.3,9,12.7,0.141,10,0.2,1.19
,13:06:30,4,2700,1151.8,1.26,13.3,9,12.7,0.14,10,0.2,1.18
,13:06:31,4,2700,1152.8,1.26,13.3,9,12.7,0.14,10,0.2,1.18
,13:06:32,4,2700,1153.8,1.26,13.3,9,12.7,0.14,10,0.2,1.18
,13:06:33,4,2700,1154.8,1.26,13.3,9,12.7,0.141,10,0.2,1.18
,13:06:34,4,2700,1155.8,1.27,13.3,9,12.7,0.141,10,0.2,1.19
,13:06:35,4,2700,1156.8,1.27,13.3,9,12.7,0.141,10,0.2,1.19
,13:06:36,4,2700,1157.8,1.27,13.3,9,12.7,0.141,10,0.2,1.19
,13:06:37,4,2700,1158.8,1.27,13.3,9,12.7,0.142,10,0.2,1.2
,13:06:38,4,2700,1159.8,1.28,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:39,4,2700,1160.8,1.28,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:40,4,2700,1161.8,1.29,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:41,4,2700,1162.8,1.29,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:42,4,2700,1163.8,1.29,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:43,4,2700,1164.8,1.29,13.3,9,12.8,0.143,10,0.2,1.2
,13:06:44,4,2700,1165.8,1.29,13.3,9,12.9,0.143,10,0.2,1.2
,13:06:45,4,2700,1166.8,1.29,13.3,9,12.9,0.144,10,0.2,1.21
,13:06:46,4,2700,1167.8,1.29,13.3,9,12.9,0.144,10,0.2,1.21
,13:06:47,4,2700,1168.8,1.29,13.3,9,12.9,0.144,10,0.2,1.21
,13:06:48,4,2700,1169.8,1.29,13.3,9,12.9,0.143,10,0.2,1.2
,13:06:49,4,2700,1170.8,1.28,13.3,9,12.9,0.143,10,0.2,1.2
