Data file,,RA0.3_DISTILLEDWATER_12C_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,14/10/2016,,,,,,,,,,
Lubricant,,Distilled Water,,,,,,,,,,
Specimens,,Al Ra0.3 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 9.3,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 10:58:37 on 14/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:23:05,6,3590,1468.3,0.6,13.3,9,10.4,0.063,10,49.8,0.57
,11:23:06,6,3590,1469.3,0.6,13.3,9,10.3,0.063,10,49.8,0.57
,11:23:07,6,3590,1470.3,0.6,13.3,10,10.3,0.061,10,49.8,0.57
,11:23:08,6,3590,1471.3,0.6,13.3,10,10.3,0.061,10,49.9,0.57
,11:23:09,6,3590,1472.3,0.6,13.3,10,10.3,0.061,10,49.8,0.57
,11:23:10,6,3590,1473.3,0.6,13.3,10,10.3,0.061,10,49.8,0.57
,11:23:11,6,3590,1474.3,0.59,13.3,9,10.3,0.062,10,49.8,0.56
,11:23:12,6,3590,1475.3,0.58,13.3,9,10.3,0.061,10,49.8,0.55
,11:23:13,6,3590,1476.3,0.57,13.3,9,10.3,0.061,10,49.9,0.55
,11:23:14,6,3590,1477.3,0.56,13.3,9,10.2,0.063,10,49.9,0.54
,11:23:15,6,3590,1478.3,0.57,13.3,9,10.2,0.063,10,49.8,0.55
,11:23:16,6,3590,1479.3,0.57,13.3,9,10.2,0.064,10,49.8,0.55
,11:23:17,6,3590,1480.3,0.58,13.3,9,10.2,0.065,10,49.8,0.56
,11:23:18,6,3590,1481.3,0.59,13.3,9,10.2,0.067,10,49.8,0.57
,11:23:19,6,3590,1482.3,0.6,13.3,9,10.2,0.066,10,49.9,0.57
,11:23:20,6,3590,1483.3,0.6,13.3,9,10.2,0.065,10,49.8,0.58
,11:23:21,6,3590,1484.3,0.61,13.3,9,10.2,0.066,10,49.8,0.58
,11:23:22,6,3590,1485.3,0.61,13.3,9,10.1,0.066,10,49.8,0.58
,11:23:23,6,3590,1486.3,0.6,13.3,9,10.1,0.067,10,49.8,0.58
,11:23:24,6,3590,1487.3,0.6,13.3,9,10.1,0.065,10,49.9,0.58
,11:23:25,6,3590,1488.3,0.6,13.3,9,10.1,0.065,10,49.8,0.58
,11:23:26,6,3590,1489.3,0.61,13.3,9,10.1,0.066,10,49.8,0.59
,11:23:27,6,3590,1490.3,0.61,13.3,9,10.1,0.066,10,49.8,0.59
,11:23:28,6,3590,1491.3,0.61,13.3,9,10.1,0.066,10,49.9,0.59
,11:23:29,6,3590,1492.3,0.61,13.3,9,10.1,0.066,10,49.9,0.58
,11:23:30,6,3590,1493.3,0.61,13.3,9,10,0.067,10,49.8,0.58
,11:23:31,6,3590,1494.3,0.61,13.3,9,10,0.068,10,49.9,0.58
,11:23:32,6,3590,1495.3,0.61,13.3,9,10,0.068,10,49.9,0.59
,11:23:33,6,3590,1496.3,0.62,13.3,9,10,0.067,10,49.9,0.59
,11:23:34,6,3590,1497.3,0.63,13.3,9,10,0.066,10,49.9,0.6
,11:23:35,6,3590,1498.3,0.63,13.3,9,10,0.066,10,49.9,0.61
,11:23:36,6,3590,1499.3,0.63,13.3,10,10,0.065,10,49.8,0.61
,11:23:37,6,3590,1500.3,0.63,13.3,9,10,0.066,10,49.9,0.6
,11:23:38,6,3590,1501.3,0.63,13.3,9,10,0.066,10,49.9,0.6
,11:23:39,6,3590,1502.3,0.62,13.3,9,10,0.065,10,49.8,0.6
,11:23:40,6,3590,1503.3,0.62,13.3,9,10,0.067,10,49.8,0.59
,11:23:41,6,3590,1504.3,0.62,13.3,9,9.9,0.065,10,49.8,0.59
,11:23:42,6,3590,1505.3,0.61,13.3,9,9.9,0.064,10,49.8,0.58
,11:23:43,6,3590,1506.3,0.61,13.3,9,9.9,0.064,10,49.9,0.58
,11:23:44,6,3590,1507.3,0.6,13.3,9,9.9,0.064,10,49.9,0.58
,11:23:45,6,3590,1508.3,0.6,13.3,9,9.9,0.064,10,49.8,0.58
,11:23:46,6,3590,1509.3,0.6,13.3,9,9.9,0.065,10,49.9,0.58
,11:23:47,6,3590,1510.3,0.6,13.3,9,9.9,0.064,10,49.8,0.57
,11:23:48,6,3590,1511.3,0.59,13.3,9,9.9,0.064,10,49.8,0.57
,11:23:49,6,3590,1512.3,0.59,13.3,9,9.9,0.066,10,49.8,0.57
,11:23:50,6,3590,1513.3,0.59,13.3,9,9.9,0.065,10,49.9,0.56
,11:23:51,6,3590,1514.3,0.59,13.3,9,9.9,0.067,10,49.9,0.56
,11:23:52,6,3590,1515.3,0.59,13.3,9,9.9,0.066,10,49.9,0.57
,11:23:53,6,3590,1516.3,0.6,13.3,9,9.9,0.065,10,49.8,0.58
,11:23:54,6,3590,1517.3,0.61,13.3,9,9.9,0.064,10,49.8,0.58
,11:23:55,6,3590,1518.3,0.61,13.3,9,9.9,0.064,10,49.9,0.58
,11:23:56,6,3590,1519.3,0.6,13.3,9,9.8,0.063,10,49.9,0.57
,11:23:57,6,3590,1520.3,0.59,13.3,9,9.8,0.064,10,49.9,0.57
,11:23:58,6,3590,1521.3,0.59,13.3,9,9.8,0.064,10,49.8,0.57
,11:23:59,6,3590,1522.3,0.59,13.3,9,9.8,0.064,10,49.8,0.57
,11:24:00,6,3590,1523.3,0.59,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:01,6,3590,1524.3,0.59,13.3,9,9.8,0.066,10,49.9,0.57
,11:24:02,6,3590,1525.3,0.59,13.3,9,9.8,0.066,10,49.9,0.57
,11:24:03,6,3590,1526.3,0.6,13.3,9,9.8,0.065,10,49.9,0.57
,11:24:04,6,3590,1527.3,0.6,13.3,9,9.8,0.065,10,49.9,0.57
,11:24:05,6,3590,1528.3,0.6,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:06,6,3590,1529.3,0.6,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:07,6,3590,1530.3,0.6,13.3,9,9.8,0.063,10,49.8,0.58
,11:24:08,6,3590,1531.3,0.6,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:09,6,3590,1532.3,0.6,13.3,9,9.8,0.065,10,49.9,0.57
,11:24:10,6,3590,1533.3,0.59,13.3,9,9.8,0.066,10,49.8,0.57
,11:24:11,6,3590,1534.3,0.59,13.3,9,9.8,0.064,10,49.8,0.57
,11:24:12,6,3590,1535.3,0.6,13.3,9,9.8,0.065,10,49.9,0.58
,11:24:13,6,3590,1536.3,0.61,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:14,6,3590,1537.3,0.61,13.3,9,9.8,0.064,10,49.8,0.58
,11:24:15,6,3590,1538.3,0.6,13.3,9,9.8,0.065,10,49.8,0.58
,11:24:16,6,3590,1539.3,0.6,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:17,6,3590,1540.3,0.59,13.3,9,9.8,0.064,10,49.8,0.57
,11:24:18,6,3590,1541.3,0.59,13.3,9,9.8,0.064,10,49.8,0.56
,11:24:19,6,3590,1542.3,0.59,13.3,9,9.8,0.062,10,49.8,0.57
,11:24:20,6,3590,1543.3,0.59,13.3,9,9.8,0.062,10,49.8,0.56
,11:24:21,6,3590,1544.3,0.59,13.3,9,9.8,0.062,10,49.8,0.56
,11:24:22,6,3590,1545.3,0.58,13.3,10,9.8,0.06,10,49.8,0.56
,11:24:23,6,3590,1546.3,0.59,13.3,9,9.8,0.062,10,49.8,0.56
,11:24:24,6,3590,1547.3,0.59,13.3,10,9.8,0.061,10,49.8,0.57
,11:24:25,6,3590,1548.3,0.6,13.3,10,9.8,0.061,10,49.8,0.57
,11:24:26,6,3590,1549.3,0.6,13.3,9,9.8,0.063,10,49.8,0.57
,11:24:27,6,3590,1550.3,0.6,13.3,9,9.8,0.063,10,49.8,0.57
,11:24:28,6,3590,1551.3,0.59,13.3,9,9.8,0.064,10,49.9,0.56
,11:24:29,6,3590,1552.3,0.58,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:30,6,3590,1553.3,0.58,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:31,6,3590,1554.3,0.59,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:32,6,3590,1555.3,0.59,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:33,6,3590,1556.3,0.59,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:34,6,3590,1557.3,0.59,13.3,9,9.8,0.066,10,49.9,0.57
,11:24:35,6,3590,1558.3,0.6,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:36,6,3590,1559.3,0.6,13.3,9,9.8,0.065,10,49.9,0.58
,11:24:37,6,3590,1560.3,0.6,13.3,9,9.8,0.065,10,49.9,0.58
,11:24:38,6,3590,1561.3,0.6,13.3,9,9.8,0.066,10,49.9,0.57
,11:24:39,6,3590,1562.3,0.59,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:40,6,3590,1563.3,0.59,13.3,9,9.8,0.064,10,49.8,0.57
,11:24:41,6,3590,1564.3,0.59,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:42,6,3590,1565.3,0.59,13.3,9,9.8,0.064,10,49.9,0.57
,11:24:43,6,3590,1566.3,0.59,13.3,9,9.8,0.065,10,49.8,0.56
,11:24:44,6,3590,1567.3,0.59,13.3,9,9.8,0.066,10,49.9,0.57
,11:24:45,6,3590,1568.3,0.6,13.3,9,9.8,0.065,10,49.9,0.57
,11:24:46,6,3590,1569.3,0.61,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:47,6,3590,1570.3,0.61,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:48,6,3590,1571.3,0.61,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:49,6,3590,1572.3,0.61,13.3,9,9.8,0.064,10,49.9,0.58
,11:24:50,6,3590,1573.3,0.6,13.3,10,9.8,0.061,10,49.8,0.57
,11:24:51,6,3590,1574.3,0.59,13.3,10,9.8,0.061,10,49.9,0.57
,11:24:52,6,3590,1575.3,0.59,13.3,10,9.8,0.06,10,49.8,0.56
,11:24:53,6,3590,1576.3,0.58,13.3,9,9.8,0.061,10,49.9,0.56
,11:24:54,6,3590,1577.3,0.58,13.3,9,9.8,0.063,10,49.8,0.56
,11:24:55,6,3590,1578.3,0.58,13.3,9,9.8,0.063,10,49.9,0.55
,11:24:56,6,3590,1579.3,0.58,13.3,9,9.8,0.064,10,49.9,0.56
,11:24:57,6,3590,1580.3,0.57,13.3,9,9.8,0.064,10,49.9,0.55
,11:24:58,6,3590,1581.3,0.58,13.3,9,9.8,0.065,10,49.9,0.56
,11:24:59,6,3590,1582.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:00,6,3590,1583.3,0.6,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:01,6,3590,1584.3,0.6,13.3,9,9.9,0.064,10,49.8,0.57
,11:25:02,6,3590,1585.3,0.59,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:03,6,3590,1586.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:04,6,3590,1587.3,0.59,13.3,9,9.9,0.064,10,49.8,0.57
,11:25:05,6,3590,1588.3,0.59,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:06,6,3590,1589.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:07,6,3590,1590.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:08,6,3590,1591.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:09,6,3590,1592.3,0.59,13.3,9,9.9,0.064,10,49.9,0.56
,11:25:10,6,3590,1593.3,0.59,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:11,6,3590,1594.3,0.59,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:12,6,3590,1595.3,0.6,13.3,9,9.9,0.065,10,49.9,0.58
,11:25:13,6,3590,1596.3,0.6,13.3,9,9.9,0.063,10,49.9,0.58
,11:25:14,6,3590,1597.3,0.6,13.3,9,9.9,0.064,10,49.9,0.57
,11:25:15,6,3590,1598.3,0.59,13.3,9,9.9,0.066,10,49.9,0.57
,11:25:16,6,3590,1599.3,0.59,13.3,9,10,0.066,10,49.9,0.57
,11:25:17,6,3590,1600.3,0.6,13.3,9,10,0.064,10,49.9,0.57
,11:25:18,6,3590,1601.3,0.61,13.3,9,10,0.064,10,49.9,0.58
,11:25:19,6,3590,1602.3,0.61,13.3,9,10,0.064,10,49.9,0.59
,11:25:20,6,3590,1603.3,0.62,13.3,9,10,0.065,10,49.9,0.59
,11:25:21,6,3590,1604.3,0.62,13.3,9,10,0.065,10,49.9,0.59
,11:25:22,6,3590,1605.3,0.61,13.3,9,10,0.064,10,49.9,0.59
,11:25:23,6,3590,1606.3,0.61,13.3,9,10,0.064,10,49.9,0.58
,11:25:24,6,3590,1607.3,0.6,13.3,9,10,0.065,10,49.9,0.58
,11:25:25,6,3590,1608.3,0.6,13.3,9,10,0.065,10,49.9,0.58
,11:25:26,6,3590,1609.3,0.6,13.3,9,10,0.067,10,49.9,0.58
,11:25:27,6,3590,1610.3,0.6,13.3,9,10,0.065,10,49.9,0.58
,11:25:28,6,3590,1611.3,0.6,13.3,9,10.1,0.065,10,49.9,0.57
,11:25:29,6,3590,1612.3,0.6,13.3,9,10.1,0.065,10,49.9,0.57
,11:25:30,6,3590,1613.3,0.6,13.3,9,10.1,0.065,10,49.9,0.57
,11:25:31,6,3590,1614.3,0.6,13.3,9,10.1,0.064,10,49.9,0.57
,11:25:32,6,3590,1615.3,0.6,13.3,9,10.1,0.065,10,49.8,0.57
,11:25:33,6,3590,1616.3,0.6,13.3,9,10.1,0.065,10,49.8,0.58
,11:25:34,6,3590,1617.3,0.61,13.3,9,10.1,0.066,10,49.9,0.58
,11:25:35,6,3590,1618.3,0.61,13.3,9,10.1,0.064,10,49.9,0.58
,11:25:36,6,3590,1619.3,0.61,13.3,9,10.2,0.064,10,49.9,0.58
,11:25:37,6,3590,1620.3,0.6,13.3,9,10.2,0.065,10,49.8,0.57
,11:25:38,6,3590,1621.3,0.59,13.3,9,10.2,0.064,10,49.9,0.57
,11:25:39,6,3590,1622.3,0.59,13.3,9,10.2,0.064,10,49.9,0.56
,11:25:40,6,3590,1623.3,0.59,13.3,9,10.2,0.064,10,49.9,0.57
,11:25:41,6,3590,1624.3,0.6,13.3,9,10.2,0.064,10,49.9,0.57
,11:25:42,6,3590,1625.3,0.6,13.3,9,10.2,0.063,10,49.9,0.57
,11:25:43,6,3590,1626.3,0.6,13.3,9,10.2,0.063,10,49.9,0.57
,11:25:44,6,3590,1627.3,0.59,13.3,9,10.2,0.064,10,49.8,0.57
,11:25:45,6,3590,1628.3,0.59,13.3,9,10.2,0.064,10,49.9,0.56
,11:25:46,6,3590,1629.3,0.59,13.3,9,10.2,0.065,10,49.9,0.56
,11:25:47,6,3590,1630.3,0.59,13.3,9,10.3,0.065,10,49.9,0.56
,11:25:48,6,3590,1631.3,0.59,13.3,9,10.3,0.064,10,49.9,0.57
,11:25:49,6,3590,1632.3,0.6,13.3,9,10.3,0.063,10,49.9,0.58
,11:25:50,6,3590,1633.3,0.61,13.3,9,10.3,0.064,10,49.9,0.59
,11:25:51,6,3590,1634.3,0.61,13.3,10,10.3,0.063,10,49.8,0.59
,11:25:52,6,3590,1635.3,0.61,13.3,10,10.3,0.063,10,49.8,0.58
,11:25:53,6,3590,1636.3,0.6,13.3,10,10.3,0.062,10,49.8,0.58
,11:25:54,6,3590,1637.3,0.6,13.3,9,10.4,0.063,10,49.8,0.57
,11:25:55,6,3590,1638.3,0.6,13.3,9,10.4,0.065,10,49.9,0.57
,11:25:56,6,3590,1639.3,0.6,13.3,9,10.4,0.064,10,49.9,0.57
,11:25:57,6,3590,1640.3,0.59,13.3,9,10.4,0.064,10,49.9,0.57
,11:25:58,6,3590,1641.3,0.59,13.3,9,10.4,0.065,10,49.9,0.56
,11:25:59,6,3590,1642.3,0.59,13.3,9,10.4,0.064,10,49.9,0.56
,11:26:00,6,3590,1643.3,0.59,13.3,9,10.4,0.064,10,49.9,0.56
,11:26:01,6,3590,1644.3,0.59,13.3,9,10.4,0.063,10,49.8,0.56
,11:26:02,6,3590,1645.3,0.58,13.3,9,10.4,0.063,10,49.9,0.56
,11:26:03,6,3590,1646.3,0.58,13.3,9,10.5,0.065,10,49.9,0.56
,11:26:04,6,3590,1647.3,0.58,13.3,9,10.5,0.065,10,49.9,0.56
,11:26:05,6,3590,1648.3,0.59,13.3,9,10.5,0.064,10,49.9,0.57
,11:26:06,6,3590,1649.3,0.59,13.3,9,10.5,0.064,10,49.9,0.57
,11:26:07,6,3590,1650.3,0.59,13.3,9,10.5,0.064,10,49.9,0.57
,11:26:08,6,3590,1651.3,0.59,13.3,9,10.5,0.065,10,49.9,0.56
,11:26:09,6,3590,1652.3,0.58,13.3,9,10.6,0.063,10,49.9,0.56
,11:26:10,6,3590,1653.3,0.58,13.3,9,10.6,0.063,10,49.8,0.56
,11:26:11,6,3590,1654.3,0.59,13.3,9,10.6,0.064,10,49.9,0.57
,11:26:12,6,3590,1655.3,0.6,13.3,9,10.6,0.065,10,49.9,0.57
,11:26:13,6,3590,1656.3,0.6,13.3,9,10.6,0.065,10,49.9,0.57
,11:26:14,6,3590,1657.3,0.6,13.3,9,10.6,0.065,10,49.9,0.57
,11:26:15,6,3590,1658.3,0.6,13.3,9,10.7,0.065,10,49.9,0.57
,11:26:16,6,3590,1659.3,0.6,13.3,9,10.7,0.063,10,49.9,0.57
,11:26:17,6,3590,1660.3,0.59,13.3,9,10.7,0.062,10,49.9,0.57
,11:26:18,6,3590,1661.3,0.59,13.3,9,10.7,0.064,10,49.9,0.57
,11:26:19,6,3590,1662.3,0.59,13.3,9,10.7,0.064,10,49.9,0.56
,11:26:20,6,3590,1663.3,0.59,13.3,9,10.7,0.064,10,49.9,0.56
,11:26:21,6,3590,1664.3,0.59,13.3,9,10.7,0.064,10,49.9,0.56
,11:26:22,6,3590,1665.3,0.59,13.3,9,10.7,0.065,10,49.9,0.56
,11:26:23,6,3590,1666.3,0.59,13.3,9,10.8,0.064,10,49.9,0.56
,11:26:24,6,3590,1667.3,0.59,13.3,9,10.8,0.064,10,49.9,0.57
,11:26:25,6,3590,1668.3,0.6,13.3,9,10.8,0.065,10,49.9,0.58
,11:26:26,6,3590,1669.3,0.61,13.3,9,10.8,0.064,10,49.9,0.58
,11:26:27,6,3590,1670.3,0.61,13.3,9,10.8,0.064,10,49.9,0.58
,11:26:28,6,3590,1671.3,0.6,13.3,9,10.8,0.063,10,49.9,0.58
,11:26:29,6,3590,1672.3,0.59,13.3,9,10.9,0.064,10,49.9,0.57
,11:26:30,6,3590,1673.3,0.58,13.3,9,10.9,0.063,10,49.8,0.56
,11:26:31,6,3590,1674.3,0.58,13.3,9,10.9,0.063,10,49.9,0.56
,11:26:32,6,3590,1675.3,0.59,13.3,9,10.9,0.063,10,49.9,0.56
,11:26:33,6,3590,1676.3,0.59,13.3,9,10.9,0.064,10,49.9,0.57
,11:26:34,6,3590,1677.3,0.6,13.3,9,10.9,0.064,10,49.9,0.57
,11:26:35,6,3590,1678.3,0.6,13.3,9,11,0.065,10,49.9,0.58
,11:26:36,6,3590,1679.3,0.61,13.3,9,11,0.064,10,49.9,0.58
,11:26:37,6,3590,1680.3,0.61,13.3,9,11,0.064,10,49.9,0.58
,11:26:38,6,3590,1681.3,0.6,13.3,9,11,0.065,10,49.9,0.57
,11:26:39,6,3590,1682.3,0.59,13.3,9,11,0.064,10,49.9,0.57
,11:26:40,6,3590,1683.3,0.58,13.3,9,11,0.063,10,49.9,0.56
,11:26:41,6,3590,1684.3,0.58,13.3,9,11.1,0.063,10,49.9,0.56
,11:26:42,6,3590,1685.3,0.59,13.3,9,11.1,0.064,10,49.9,0.57
,11:26:43,6,3590,1686.3,0.6,13.3,9,11.1,0.063,10,49.9,0.57
,11:26:44,6,3590,1687.3,0.6,13.3,9,11.1,0.063,10,49.9,0.57
,11:26:45,6,3590,1688.3,0.59,13.3,9,11.1,0.064,10,49.9,0.57
,11:26:46,6,3590,1689.3,0.58,13.3,9,11.1,0.063,10,49.9,0.56
,11:26:47,6,3590,1690.3,0.58,13.3,9,11.2,0.063,10,49.9,0.56
,11:26:48,6,3590,1691.3,0.58,13.3,9,11.2,0.063,10,49.9,0.56
,11:26:49,6,3590,1692.3,0.58,13.3,9,11.2,0.063,10,49.9,0.56
,11:26:50,6,3590,1693.3,0.59,13.3,9,11.2,0.063,10,49.8,0.56
,11:26:51,6,3590,1694.3,0.59,13.3,9,11.2,0.064,10,49.9,0.57
,11:26:52,6,3590,1695.3,0.6,13.3,9,11.3,0.063,10,49.8,0.57
,11:26:53,6,3590,1696.3,0.6,13.3,9,11.3,0.063,10,49.9,0.57
,11:26:54,6,3590,1697.3,0.6,13.3,9,11.3,0.063,10,49.9,0.57
,11:26:55,6,3590,1698.3,0.59,13.3,9,11.3,0.064,10,49.9,0.57
,11:26:56,6,3590,1699.3,0.59,13.3,9,11.4,0.064,10,49.9,0.56
,11:26:57,6,3590,1700.3,0.59,13.3,9,11.4,0.063,10,49.9,0.56
,11:26:58,6,3590,1701.3,0.59,13.3,9,11.4,0.063,10,49.9,0.56
,11:26:59,6,3590,1702.3,0.58,13.3,9,11.4,0.065,10,49.9,0.56
,11:27:00,6,3590,1703.3,0.58,13.3,9,11.4,0.063,10,49.9,0.56
,11:27:01,6,3590,1704.3,0.58,13.3,9,11.4,0.061,10,49.9,0.56
,11:27:02,6,3590,1705.3,0.58,13.3,9,11.4,0.061,10,49.9,0.56
,11:27:03,6,3590,1706.3,0.58,13.3,9,11.5,0.061,10,49.8,0.56
,11:27:04,6,3590,1707.3,0.57,13.3,9,11.5,0.061,10,49.9,0.55
,11:27:05,6,3590,1708.3,0.57,13.3,10,11.5,0.059,10,49.8,0.55
,11:27:06,6,3590,1709.3,0.57,13.3,10,11.5,0.059,10,49.9,0.55
,11:27:07,6,3590,1710.3,0.57,13.3,10,11.5,0.059,10,49.9,0.55
,11:27:08,6,3590,1711.3,0.57,13.3,10,11.6,0.059,10,49.9,0.55
,11:27:09,6,3590,1712.3,0.57,13.3,9,11.6,0.061,10,49.9,0.55
,11:27:10,6,3590,1713.3,0.57,13.3,9,11.6,0.06,10,49.8,0.55
,11:27:11,6,3590,1714.3,0.56,13.3,9,11.6,0.06,10,49.8,0.54
,11:27:12,6,3590,1715.3,0.55,13.3,9,11.7,0.06,10,49.8,0.53
,11:27:13,6,3590,1716.3,0.55,13.3,9,11.7,0.059,10,49.9,0.53
,11:27:14,6,3590,1717.3,0.55,13.3,9,11.7,0.059,10,49.9,0.53
,11:27:15,6,3590,1718.3,0.55,13.3,9,11.7,0.059,10,49.9,0.53
,11:27:16,6,3590,1719.3,0.55,13.3,9,11.8,0.06,10,49.9,0.53
,11:27:17,6,3590,1720.3,0.55,13.3,9,11.8,0.06,10,49.9,0.53
,11:27:18,6,3590,1721.3,0.56,13.3,9,11.8,0.06,10,49.9,0.54
,11:27:19,6,3590,1722.3,0.56,13.3,9,11.8,0.061,10,49.9,0.54
,11:27:20,6,3590,1723.3,0.56,13.3,9,11.8,0.061,10,49.9,0.54
,11:27:21,6,3590,1724.3,0.55,13.3,9,11.8,0.058,10,49.9,0.53
,11:27:22,6,3590,1725.3,0.55,13.3,9,11.8,0.06,10,49.9,0.53
,11:27:23,6,3590,1726.3,0.55,13.3,9,11.9,0.059,10,49.9,0.53
,11:27:24,6,3590,1727.3,0.55,13.3,9,11.9,0.06,10,49.9,0.53
,11:27:25,6,3590,1728.3,0.55,13.3,9,11.9,0.06,10,49.9,0.53
,11:27:26,6,3590,1729.3,0.55,13.3,9,11.9,0.06,10,49.9,0.53
,11:27:27,6,3590,1730.3,0.55,13.3,9,12,0.06,10,49.9,0.53
,11:27:28,6,3590,1731.3,0.55,13.3,9,12,0.058,10,49.8,0.53
,11:27:29,6,3590,1732.3,0.55,13.3,9,12,0.058,10,49.8,0.53
,11:27:30,6,3590,1733.3,0.54,13.3,9,12,0.057,10,49.9,0.52
,11:27:31,6,3590,1734.3,0.54,13.3,9,12,0.059,10,49.9,0.53
,11:27:32,6,3590,1735.3,0.55,13.3,9,12.1,0.059,10,49.9,0.53
,11:27:33,6,3590,1736.3,0.55,13.3,9,12.1,0.06,10,49.9,0.53
,11:27:34,6,3590,1737.3,0.55,13.3,9,12.1,0.06,10,49.9,0.53
,11:27:35,6,3590,1738.3,0.55,13.3,9,12.2,0.06,10,49.9,0.53
,11:27:36,6,3590,1739.3,0.55,13.3,9,12.2,0.06,10,49.9,0.53
,11:27:37,6,3590,1740.3,0.55,13.3,9,12.2,0.06,10,49.9,0.53
,11:27:38,6,3590,1741.3,0.55,13.3,9,12.2,0.061,10,49.9,0.53
,11:27:39,6,3590,1742.3,0.55,13.3,9,12.2,0.061,10,49.9,0.53
,11:27:40,6,3590,1743.3,0.55,13.3,9,12.2,0.06,10,49.9,0.53
,11:27:41,6,3590,1744.3,0.56,13.3,9,12.2,0.061,10,49.9,0.54
,11:27:42,6,3590,1745.3,0.57,13.3,9,12.3,0.06,10,49.9,0.55
,11:27:43,6,3590,1746.3,0.57,13.3,9,12.3,0.061,10,49.9,0.56
,11:27:44,6,3590,1747.3,0.58,13.3,10,12.3,0.06,10,49.9,0.56
,11:27:45,6,3590,1748.3,0.58,13.3,9,12.3,0.061,10,49.8,0.56
,11:27:46,6,3590,1749.3,0.57,13.3,10,12.3,0.058,10,49.8,0.54
,11:27:47,6,3590,1750.3,0.55,13.3,9,12.4,0.06,10,49.8,0.53
,11:27:48,6,3590,1751.3,0.55,13.3,9,12.4,0.06,10,49.9,0.53
,11:27:49,6,3590,1752.3,0.55,13.3,9,12.4,0.061,10,49.9,0.53
,11:27:50,6,3590,1753.3,0.55,13.3,9,12.4,0.061,10,49.9,0.53
,11:27:51,6,3590,1754.3,0.55,13.3,9,12.5,0.06,10,49.9,0.54
,11:27:52,6,3590,1755.3,0.56,13.3,9,12.5,0.061,10,49.9,0.54
,11:27:53,6,3590,1756.3,0.56,13.3,9,12.5,0.062,10,49.9,0.54
,11:27:54,6,3590,1757.3,0.55,13.3,9,12.6,0.062,10,49.9,0.53
,11:27:55,6,3590,1758.3,0.55,13.3,9,12.6,0.062,10,49.9,0.53
,11:27:56,6,3590,1759.3,0.56,13.3,9,12.6,0.061,10,49.9,0.54
,11:27:57,6,3590,1760.3,0.57,13.3,9,12.6,0.062,10,49.9,0.55
,11:27:58,6,3590,1761.3,0.57,13.3,9,12.6,0.062,10,49.9,0.55
,11:27:59,6,3590,1762.3,0.57,13.3,9,12.6,0.064,10,49.9,0.55
,11:28:00,6,3590,1763.3,0.57,13.3,9,12.6,0.062,10,49.9,0.55
,11:28:01,6,3590,1764.3,0.58,13.3,9,12.6,0.063,10,49.9,0.56
,11:28:02,6,3590,1765.3,0.59,13.3,9,12.7,0.064,10,49.9,0.57
,11:28:03,6,3590,1766.3,0.59,13.3,9,12.7,0.066,10,49.9,0.57
,11:28:04,6,3590,1767.3,0.59,13.3,9,12.7,0.066,10,49.9,0.56
