Data file,,RA0.3_DISTILLEDWATER_12C_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,14/10/2016,,,,,,,,,,
Lubricant,,Distilled Water,,,,,,,,,,
Specimens,,Al Ra0.3 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 9.3,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 10:58:37 on 14/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:28:05,6,3590,1768.3,0.59,13.3,9,12.8,0.064,10,49.9,0.57
,11:28:06,6,3590,1769.3,0.59,13.3,9,12.8,0.064,10,49.9,0.57
,11:28:07,6,3590,1770.3,0.59,13.3,9,12.8,0.064,10,49.9,0.57
,11:28:08,6,3590,1771.3,0.59,13.3,9,12.8,0.064,10,49.9,0.56
,11:28:09,6,3590,1772.3,0.58,13.3,9,12.8,0.061,10,49.9,0.56
,11:28:10,6,3590,1773.3,0.58,13.3,9,12.9,0.063,10,49.9,0.56
,11:28:11,6,3590,1774.3,0.58,13.3,9,12.9,0.063,10,49.9,0.56
,11:28:12,6,3590,1775.3,0.58,13.3,9,12.9,0.063,10,49.9,0.56
,11:28:13,6,3590,1776.3,0.58,13.3,9,12.9,0.063,10,49.9,0.56
,11:28:14,6,3590,1777.3,0.57,13.3,9,13,0.061,10,49.9,0.55
,11:28:15,6,3590,1778.3,0.57,13.3,9,13,0.06,10,49.9,0.55
,11:28:16,6,3590,1779.3,0.57,13.3,9,13,0.062,10,49.9,0.55
,11:28:17,6,3590,1780.3,0.58,13.3,9,13,0.063,10,49.9,0.56
,11:28:18,6,3590,1781.3,0.58,13.3,9,13,0.064,10,49.9,0.56
,11:28:19,6,3590,1782.3,0.58,13.3,9,13,0.065,10,49.9,0.56
,11:28:20,6,3590,1783.3,0.59,13.3,9,13,0.064,10,49.9,0.56
,11:28:21,6,3590,1784.3,0.6,13.3,9,13.1,0.063,10,49.9,0.57
,11:28:22,6,3590,1785.3,0.6,13.3,9,13.1,0.063,10,49.9,0.57
,11:28:23,6,3590,1786.3,0.59,13.3,9,13.1,0.064,10,49.9,0.57
,11:28:24,6,3590,1787.3,0.59,13.3,9,13.1,0.063,10,49.9,0.56
,11:28:25,6,3590,1788.3,0.58,13.3,9,13.1,0.063,10,49.9,0.56
,11:28:26,6,3590,1789.3,0.59,13.3,9,13.2,0.063,10,49.9,0.56
,11:28:27,6,3590,1790.3,0.59,13.3,9,13.2,0.064,10,49.9,0.57
,11:28:28,6,3590,1791.3,0.6,13.3,9,13.2,0.064,10,49.9,0.57
,11:28:29,6,3590,1792.3,0.6,13.3,9,13.2,0.063,10,49.9,0.57
,11:28:30,6,3590,1793.3,0.6,13.3,9,13.3,0.063,10,49.9,0.57
,11:28:31,6,3590,1794.3,0.59,13.3,9,13.3,0.064,10,49.9,0.56
,11:28:32,6,3590,1795.3,0.58,13.3,9,13.3,0.065,10,49.9,0.56
,11:28:33,6,3590,1796.3,0.58,13.3,9,13.3,0.065,10,49.9,0.56
,11:28:34,6,3590,1797.3,0.59,13.3,9,13.3,0.064,10,49.9,0.56
,11:28:35,6,3590,1798.3,0.59,13.3,9,13.3,0.062,10,49.9,0.57
,11:28:36,6,3590,1799.3,0.6,13.3,9,13.3,0.064,10,49.9,0.57
,11:28:37,6,3590,1800.3,0.59,13.3,9,13.3,0.065,10,49.9,0.56
,11:28:38,6,3590,1801.3,0.58,13.3,9,13.4,0.065,10,49.9,0.56
,11:28:39,6,3590,1802.3,0.59,13.3,9,13.4,0.063,10,49.9,0.56
,11:28:40,6,3590,1803.3,0.59,13.3,9,13.4,0.062,10,49.9,0.57
,11:28:41,6,3590,1804.3,0.6,13.3,9,13.4,0.063,10,49.9,0.57
,11:28:42,6,3590,1805.3,0.59,13.3,9,13.5,0.062,10,49.9,0.57
,11:28:43,6,3590,1806.3,0.58,13.3,9,13.5,0.063,10,49.9,0.56
,11:28:44,6,3590,1807.3,0.57,13.3,9,13.5,0.062,10,49.9,0.55
,11:28:45,6,3590,1808.3,0.57,13.3,9,13.5,0.062,10,49.9,0.55
,11:28:46,6,3590,1809.3,0.58,13.3,9,13.5,0.063,10,49.9,0.56
,11:28:47,6,3590,1810.3,0.59,13.3,9,13.5,0.063,10,49.9,0.56
,11:28:48,6,3590,1811.3,0.59,13.3,9,13.6,0.064,10,49.9,0.57
,11:28:49,6,3590,1812.3,0.6,13.3,9,13.6,0.063,10,49.9,0.57
,11:28:50,6,3590,1813.3,0.59,13.3,9,13.6,0.062,10,49.9,0.57
,11:28:51,6,3590,1814.3,0.58,13.3,9,13.6,0.065,10,49.9,0.56
,11:28:52,6,3590,1815.3,0.58,13.3,9,13.6,0.064,10,49.9,0.56
,11:28:53,6,3590,1816.3,0.58,13.3,9,13.6,0.061,10,49.9,0.56
,11:28:54,6,3590,1817.3,0.59,13.3,10,13.6,0.061,10,49.9,0.57
,11:28:55,6,3590,1818.3,0.59,13.3,10,13.6,0.059,10,49.9,0.57
,11:28:56,6,3590,1819.3,0.59,13.3,10,13.6,0.06,10,49.9,0.56
,11:28:57,6,3590,1820.3,0.58,13.3,9,13.7,0.061,10,49.9,0.56
,11:28:58,6,3590,1821.3,0.57,13.3,9,13.7,0.062,10,49.9,0.55
,11:28:59,6,3590,1822.3,0.57,13.3,9,13.7,0.062,10,49.9,0.55
,11:29:00,6,3590,1823.3,0.57,13.3,9,13.7,0.062,10,49.9,0.55
,11:29:01,6,3590,1824.3,0.57,13.3,9,13.7,0.061,10,49.9,0.55
,11:29:02,6,3590,1825.3,0.57,13.3,9,13.7,0.062,10,49.9,0.55
,11:29:03,6,3590,1826.3,0.57,13.3,9,13.7,0.061,10,49.9,0.55
,11:29:04,6,3590,1827.3,0.57,13.3,9,13.7,0.062,10,49.9,0.55
,11:29:05,6,3590,1828.3,0.57,13.3,9,13.8,0.062,10,49.9,0.55
,11:29:06,6,3590,1829.3,0.57,13.3,9,13.8,0.062,10,49.9,0.55
,11:29:07,6,3590,1830.3,0.57,13.3,9,13.8,0.064,10,49.9,0.55
,11:29:08,6,3590,1831.3,0.57,13.3,9,13.8,0.064,10,49.9,0.55
,11:29:09,6,3590,1832.3,0.58,13.3,9,13.8,0.065,10,49.9,0.56
,11:29:10,6,3590,1833.3,0.59,13.3,9,13.8,0.065,10,49.9,0.57
,11:29:11,6,3590,1834.3,0.59,13.3,9,13.8,0.066,10,49.9,0.57
,11:29:12,6,3590,1835.3,0.6,13.3,9,13.8,0.064,10,49.9,0.57
,11:29:13,6,3590,1836.3,0.59,13.3,9,13.8,0.064,10,49.9,0.57
,11:29:14,6,3590,1837.3,0.59,13.3,9,13.8,0.063,10,49.9,0.56
,11:29:15,6,3590,1838.3,0.58,13.3,9,13.8,0.063,10,49.9,0.55
,11:29:16,6,3590,1839.3,0.57,13.3,9,13.9,0.062,10,49.9,0.55
,11:29:17,6,3590,1840.3,0.57,13.3,9,13.9,0.062,10,49.9,0.55
,11:29:18,6,3590,1841.3,0.56,13.3,9,13.9,0.061,10,49.9,0.54
,11:29:19,6,3590,1842.3,0.56,13.3,9,13.9,0.061,10,49.9,0.54
,11:29:20,6,3590,1843.3,0.57,13.3,9,13.9,0.061,10,49.9,0.55
,11:29:21,6,3590,1844.3,0.58,13.3,9,13.9,0.061,10,49.9,0.56
,11:29:22,6,3590,1845.3,0.58,13.3,9,13.9,0.061,10,49.9,0.56
,11:29:23,6,3590,1846.3,0.58,13.3,9,13.9,0.063,10,49.9,0.56
,11:29:24,6,3590,1847.3,0.58,13.3,9,13.9,0.063,10,49.9,0.56
,11:29:25,6,3590,1848.3,0.57,13.3,9,13.9,0.064,10,49.9,0.55
,11:29:26,6,3590,1849.3,0.58,13.3,9,14,0.063,10,49.9,0.56
,11:29:27,6,3590,1850.3,0.57,13.3,9,14,0.062,10,49.9,0.55
,11:29:28,6,3590,1851.3,0.58,13.3,9,14,0.063,10,49.9,0.56
,11:29:29,6,3590,1852.3,0.58,13.3,9,14,0.061,10,49.9,0.56
,11:29:30,6,3590,1853.3,0.59,13.3,9,14,0.062,10,49.9,0.57
,11:29:31,6,3590,1854.3,0.59,13.3,9,14,0.062,10,49.9,0.57
,11:29:32,6,3590,1855.3,0.59,13.3,9,14,0.064,10,49.9,0.56
,11:29:33,6,3590,1856.3,0.59,13.3,9,14,0.063,10,49.9,0.56
,11:29:34,6,3590,1857.3,0.58,13.3,9,14,0.063,10,49.9,0.56
,11:29:35,6,3590,1858.3,0.58,13.3,9,14,0.063,10,49.9,0.56
,11:29:36,6,3590,1859.3,0.58,13.3,9,14,0.064,10,49.9,0.56
,11:29:37,6,3590,1860.3,0.58,13.3,9,14,0.065,10,49.9,0.56
,11:29:38,6,3590,1861.3,0.59,13.3,9,14,0.062,10,49.9,0.57
,11:29:39,6,3590,1862.3,0.6,13.3,9,14,0.063,10,49.9,0.58
,11:29:40,6,3590,1863.3,0.6,13.3,9,14,0.064,10,49.9,0.58
,11:29:41,6,3590,1864.3,0.6,13.3,9,14,0.063,10,49.9,0.57
,11:29:42,6,3590,1865.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:29:43,6,3590,1866.3,0.58,13.3,10,14.1,0.06,10,49.9,0.56
,11:29:44,6,3590,1867.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:29:45,6,3590,1868.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:29:46,6,3590,1869.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:29:47,6,3590,1870.3,0.59,13.3,9,14.1,0.064,10,49.9,0.56
,11:29:48,6,3590,1871.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:29:49,6,3590,1872.3,0.59,13.3,9,14.1,0.064,10,49.9,0.56
,11:29:50,6,3590,1873.3,0.59,13.3,9,14.1,0.064,10,49.9,0.56
,11:29:51,6,3590,1874.3,0.59,13.3,9,14.1,0.064,10,49.9,0.56
,11:29:52,6,3590,1875.3,0.59,13.3,9,14.1,0.063,10,49.9,0.56
,11:29:53,6,3590,1876.3,0.59,13.3,9,14.1,0.063,10,49.9,0.56
,11:29:54,6,3590,1877.3,0.59,13.3,9,14.1,0.063,10,50,0.56
,11:29:55,6,3590,1878.3,0.59,13.3,9,14.1,0.065,10,49.9,0.56
,11:29:56,6,3590,1879.3,0.59,13.3,9,14.1,0.065,10,49.9,0.57
,11:29:57,6,3590,1880.3,0.6,13.3,9,14.1,0.066,10,49.9,0.57
,11:29:58,6,3590,1881.3,0.6,13.3,9,14.1,0.065,10,49.9,0.58
,11:29:59,6,3590,1882.3,0.61,13.3,9,14.1,0.066,10,49.9,0.58
,11:30:00,6,3590,1883.3,0.61,13.3,9,14.1,0.066,10,49.9,0.58
,11:30:01,6,3590,1884.3,0.6,13.3,9,14.1,0.066,10,49.9,0.57
,11:30:02,6,3590,1885.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:03,6,3590,1886.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:04,6,3590,1887.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:05,6,3590,1888.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:06,6,3590,1889.3,0.59,13.3,9,14.1,0.066,10,49.9,0.57
,11:30:07,6,3590,1890.3,0.59,13.3,9,14.1,0.066,10,49.9,0.57
,11:30:08,6,3590,1891.3,0.6,13.3,9,14.1,0.065,10,49.9,0.58
,11:30:09,6,3590,1892.3,0.61,13.3,9,14.1,0.066,10,49.9,0.58
,11:30:10,6,3590,1893.3,0.61,13.3,9,14.1,0.064,10,49.9,0.59
,11:30:11,6,3590,1894.3,0.61,13.3,9,14.1,0.065,10,49.9,0.59
,11:30:12,6,3590,1895.3,0.61,13.3,9,14.1,0.064,10,49.9,0.59
,11:30:13,6,3590,1896.3,0.6,13.3,9,14.1,0.065,10,49.9,0.58
,11:30:14,6,3590,1897.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:15,6,3590,1898.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:16,6,3590,1899.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:17,6,3590,1900.3,0.6,13.3,9,14.1,0.065,10,49.9,0.58
,11:30:18,6,3590,1901.3,0.61,13.3,9,14.1,0.066,10,49.9,0.58
,11:30:19,6,3590,1902.3,0.61,13.3,9,14.1,0.064,10,49.9,0.58
,11:30:20,6,3590,1903.3,0.6,13.3,9,14.1,0.063,10,49.9,0.57
,11:30:21,6,3590,1904.3,0.59,13.3,9,14.1,0.064,10,49.9,0.57
,11:30:22,6,3590,1905.3,0.59,13.3,9,14.1,0.063,10,49.9,0.56
,11:30:23,6,3590,1906.3,0.59,13.3,9,14.1,0.063,10,49.9,0.56
,11:30:24,6,3590,1907.3,0.58,13.3,9,14.1,0.063,10,49.9,0.56
,11:30:25,6,3590,1908.3,0.59,13.3,9,14.1,0.063,10,49.9,0.56
,11:30:26,6,3590,1909.3,0.59,13.3,9,14.1,0.062,10,49.9,0.57
,11:30:27,6,3590,1910.3,0.6,13.3,9,14.1,0.063,10,49.9,0.58
,11:30:28,6,3590,1911.3,0.6,13.3,9,14.1,0.065,10,49.9,0.57
,11:30:29,6,3590,1912.3,0.59,13.3,9,14.1,0.066,10,49.9,0.57
,11:30:30,6,3590,1913.3,0.59,13.3,9,14.1,0.066,10,49.9,0.57
,11:30:31,6,3590,1914.3,0.6,13.3,9,14.1,0.065,10,49.9,0.58
,11:30:32,6,3590,1915.3,0.61,13.3,9,14.1,0.066,10,49.9,0.59
,11:30:33,6,3590,1916.3,0.62,13.3,9,14.1,0.067,10,49.9,0.59
,11:30:34,6,3590,1917.3,0.62,13.3,9,14.1,0.065,10,49.9,0.59
,11:30:35,6,3590,1918.3,0.61,13.3,9,14.1,0.065,10,49.9,0.59
,11:30:36,6,3590,1919.3,0.61,13.3,9,14.1,0.064,10,49.9,0.58
,11:30:37,6,3590,1920.3,0.6,13.3,9,14.1,0.063,10,49.9,0.58
,11:30:38,6,3590,1921.3,0.59,13.3,9,14.1,0.062,10,49.9,0.57
,11:30:39,6,3590,1922.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:30:40,6,3590,1923.3,0.58,13.3,9,14.1,0.061,10,49.9,0.56
,11:30:41,6,3590,1924.3,0.59,13.3,9,14.1,0.062,10,49.9,0.56
,11:30:42,6,3590,1925.3,0.59,13.3,10,14,0.061,10,49.9,0.57
,11:30:43,6,3590,1926.3,0.6,13.3,9,14,0.063,10,49.9,0.57
,11:30:44,6,3590,1927.3,0.59,13.3,9,14,0.062,10,49.9,0.56
,11:30:45,6,3590,1928.3,0.58,13.3,9,14,0.063,10,49.9,0.56
,11:30:46,6,3590,1929.3,0.58,13.3,9,14,0.064,10,49.9,0.56
,11:30:47,6,3590,1930.3,0.57,13.3,9,14,0.064,10,49.9,0.55
,11:30:48,6,3590,1931.3,0.58,13.3,9,14,0.064,10,49.9,0.56
,11:30:49,6,3590,1932.3,0.58,13.3,9,14,0.065,10,49.9,0.56
,11:30:50,6,3590,1933.3,0.59,13.3,9,14,0.064,10,49.9,0.57
,11:30:51,6,3590,1934.3,0.59,13.3,9,14,0.062,10,49.9,0.57
,11:30:52,6,3590,1935.3,0.6,13.3,9,14,0.064,10,49.9,0.57
,11:30:53,6,3590,1936.3,0.59,13.3,9,14,0.064,10,49.9,0.57
,11:30:54,6,3590,1937.3,0.59,13.3,9,14,0.066,10,49.9,0.57
,11:30:55,6,3590,1938.3,0.6,13.3,9,14,0.066,10,49.9,0.57
,11:30:56,6,3590,1939.3,0.6,13.3,9,14,0.067,10,49.9,0.58
,11:30:57,6,3590,1940.3,0.61,13.3,9,14,0.067,10,49.9,0.58
,11:30:58,6,3590,1941.3,0.61,13.3,9,14,0.066,10,49.9,0.59
,11:30:59,6,3590,1942.3,0.61,13.3,9,14,0.066,10,49.9,0.58
,11:31:00,6,3590,1943.3,0.6,13.3,9,13.9,0.065,10,49.9,0.58
,11:31:01,6,3590,1944.3,0.59,13.3,9,13.9,0.066,10,49.9,0.57
,11:31:02,6,3590,1945.3,0.59,13.3,9,13.9,0.066,10,49.9,0.57
,11:31:03,6,3590,1946.3,0.6,13.3,9,13.9,0.065,10,49.9,0.58
,11:31:04,6,3590,1947.3,0.61,13.3,9,13.9,0.064,10,49.9,0.59
,11:31:05,6,3590,1948.3,0.62,13.3,9,13.9,0.065,10,49.9,0.6
,11:31:06,6,3590,1949.3,0.62,13.3,9,13.9,0.065,10,49.9,0.59
,11:31:07,6,3590,1950.3,0.61,13.3,9,13.9,0.066,10,49.9,0.59
,11:31:08,6,3590,1951.3,0.6,13.3,9,13.9,0.065,10,49.9,0.58
,11:31:09,6,3590,1952.3,0.6,13.3,9,13.9,0.064,10,49.9,0.57
,11:31:10,6,3590,1953.3,0.6,13.3,9,13.9,0.064,10,49.9,0.57
,11:31:11,6,3590,1954.3,0.6,13.3,9,13.9,0.065,10,49.9,0.57
,11:31:12,6,3590,1955.3,0.6,13.3,9,13.9,0.065,10,49.9,0.58
,11:31:13,6,3590,1956.3,0.61,13.3,9,13.9,0.066,10,49.9,0.59
,11:31:14,6,3590,1957.3,0.62,13.3,9,13.9,0.067,10,49.9,0.59
,11:31:15,6,3590,1958.3,0.62,13.3,9,13.9,0.065,10,49.9,0.59
,11:31:16,6,3590,1959.3,0.61,13.3,9,13.8,0.065,10,49.9,0.59
,11:31:17,6,3590,1960.3,0.61,13.3,9,13.8,0.066,10,49.9,0.58
,11:31:18,6,3590,1961.3,0.6,13.3,9,13.8,0.064,10,49.9,0.57
,11:31:19,6,3590,1962.3,0.59,13.3,9,13.8,0.066,10,49.9,0.57
,11:31:20,6,3590,1963.3,0.59,13.3,9,13.8,0.064,10,49.9,0.57
,11:31:21,6,3590,1964.3,0.6,13.3,9,13.8,0.065,10,49.9,0.57
,11:31:22,6,3590,1965.3,0.61,13.3,9,13.8,0.064,10,49.9,0.58
,11:31:23,6,3590,1966.3,0.61,13.3,10,13.8,0.063,10,49.9,0.59
,11:31:24,6,3590,1967.3,0.61,13.3,10,13.8,0.061,10,49.9,0.59
,11:31:25,6,3590,1968.3,0.61,13.3,10,13.8,0.061,10,49.9,0.58
,11:31:26,6,3590,1969.3,0.61,13.3,10,13.8,0.062,10,49.9,0.58
,11:31:27,6,3590,1970.3,0.61,13.3,9,13.8,0.064,10,49.9,0.58
,11:31:28,6,3590,1971.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:29,6,3590,1972.3,0.6,13.3,9,13.8,0.065,10,49.9,0.57
,11:31:30,6,3590,1973.3,0.6,13.3,9,13.7,0.066,10,49.9,0.57
,11:31:31,6,3590,1974.3,0.6,13.3,9,13.7,0.067,10,49.9,0.58
,11:31:32,6,3590,1975.3,0.6,13.3,9,13.7,0.067,10,49.9,0.58
,11:31:33,6,3590,1976.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:34,6,3590,1977.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:35,6,3590,1978.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:36,6,3590,1979.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:37,6,3590,1980.3,0.6,13.3,9,13.7,0.065,10,49.9,0.57
,11:31:38,6,3590,1981.3,0.6,13.3,9,13.7,0.065,10,49.9,0.57
,11:31:39,6,3590,1982.3,0.6,13.3,9,13.7,0.065,10,49.9,0.58
,11:31:40,6,3590,1983.3,0.6,13.3,9,13.6,0.065,10,49.9,0.58
,11:31:41,6,3590,1984.3,0.6,13.3,9,13.6,0.065,10,49.9,0.58
,11:31:42,6,3590,1985.3,0.6,13.3,9,13.6,0.067,10,49.9,0.58
,11:31:43,6,3590,1986.3,0.6,13.3,9,13.6,0.067,10,49.9,0.58
,11:31:44,6,3590,1987.3,0.61,13.3,9,13.6,0.067,10,49.9,0.58
,11:31:45,6,3590,1988.3,0.61,13.3,9,13.6,0.066,10,49.9,0.59
,11:31:46,6,3590,1989.3,0.61,13.3,9,13.6,0.064,10,49.9,0.58
,11:31:47,6,3590,1990.3,0.6,13.3,9,13.6,0.065,10,49.9,0.58
,11:31:48,6,3590,1991.3,0.59,13.3,9,13.6,0.064,10,49.9,0.57
,11:31:49,6,3590,1992.3,0.59,13.3,9,13.6,0.064,10,49.9,0.56
,11:31:50,6,3590,1993.3,0.59,13.3,9,13.6,0.063,10,49.9,0.56
,11:31:51,6,3590,1994.3,0.59,13.3,9,13.6,0.064,10,49.9,0.56
,11:31:52,6,3590,1995.3,0.59,13.3,9,13.5,0.064,10,49.9,0.57
,11:31:53,6,3590,1996.3,0.6,13.3,9,13.5,0.065,10,49.9,0.57
,11:31:54,6,3590,1997.3,0.6,13.3,9,13.5,0.065,10,49.9,0.57
,11:31:55,6,3590,1998.3,0.6,13.3,9,13.5,0.065,10,49.9,0.57
,11:31:56,6,3590,1999.3,0.6,13.3,9,13.5,0.063,10,49.9,0.58
,11:31:57,6,3590,2000.3,0.6,13.3,9,13.5,0.064,10,49.9,0.58
,11:31:58,6,3590,2001.3,0.61,13.3,9,13.5,0.066,10,49.9,0.58
,11:31:59,6,3590,2002.3,0.61,13.3,9,13.5,0.066,10,49.9,0.58
,11:32:00,6,3590,2003.3,0.6,13.3,9,13.4,0.065,10,49.9,0.58
,11:32:01,6,3590,2004.3,0.6,13.3,9,13.4,0.065,10,49.9,0.57
,11:32:02,6,3590,2005.3,0.59,13.3,9,13.4,0.064,10,49.9,0.57
,11:32:03,6,3590,2006.3,0.59,13.3,9,13.4,0.062,10,49.9,0.57
,11:32:04,6,3590,2007.3,0.6,13.3,9,13.4,0.063,10,49.9,0.57
,11:32:05,6,3590,2008.3,0.6,13.3,9,13.4,0.063,10,49.9,0.58
,11:32:06,6,3590,2009.3,0.6,13.3,9,13.4,0.063,10,49.9,0.58
,11:32:07,6,3590,2010.3,0.6,13.3,9,13.4,0.065,10,49.9,0.58
,11:32:08,6,3590,2011.3,0.6,13.3,9,13.4,0.065,10,49.9,0.57
,11:32:09,6,3590,2012.3,0.6,13.3,9,13.4,0.064,10,49.9,0.57
,11:32:10,6,3590,2013.3,0.6,13.3,9,13.4,0.065,10,49.9,0.57
,11:32:11,6,3590,2014.3,0.61,13.3,9,13.3,0.066,10,49.9,0.58
,11:32:12,6,3590,2015.3,0.61,13.3,9,13.3,0.066,10,49.9,0.59
,11:32:13,6,3590,2016.3,0.61,13.3,9,13.3,0.066,10,49.9,0.59
,11:32:14,6,3590,2017.3,0.61,13.3,9,13.3,0.065,10,49.9,0.59
,11:32:15,6,3590,2018.3,0.61,13.3,9,13.3,0.066,10,49.9,0.59
,11:32:16,6,3590,2019.3,0.61,13.3,9,13.3,0.066,10,49.9,0.59
,11:32:17,6,3590,2020.3,0.61,13.3,9,13.3,0.064,10,49.9,0.58
,11:32:18,6,3590,2021.3,0.61,13.3,9,13.3,0.064,10,49.9,0.58
,11:32:19,6,3590,2022.3,0.61,13.3,10,13.3,0.062,10,49.9,0.58
,11:32:20,6,3590,2023.3,0.61,13.3,10,13.2,0.063,10,49.9,0.59
,11:32:21,6,3590,2024.3,0.61,13.3,10,13.2,0.063,10,49.9,0.59
,11:32:22,6,3590,2025.3,0.61,13.3,10,13.2,0.062,10,49.9,0.58
,11:32:23,6,3590,2026.3,0.6,13.3,9,13.2,0.063,10,49.9,0.57
,11:32:24,6,3590,2027.3,0.59,13.3,9,13.2,0.063,10,49.9,0.56
,11:32:25,6,3590,2028.3,0.57,13.3,9,13.2,0.062,10,49.9,0.55
,11:32:26,6,3590,2029.3,0.57,13.3,9,13.2,0.062,10,49.9,0.55
,11:32:27,6,3590,2030.3,0.57,13.3,9,13.2,0.064,10,49.9,0.55
,11:32:28,6,3590,2031.3,0.57,13.3,9,13.2,0.064,10,49.9,0.55
,11:32:29,6,3590,2032.3,0.58,13.3,9,13.2,0.063,10,49.9,0.56
,11:32:30,6,3590,2033.3,0.58,13.3,10,13.1,0.06,10,49.9,0.56
,11:32:31,6,3590,2034.3,0.58,13.3,10,13.1,0.06,10,49.9,0.56
,11:32:32,6,3590,2035.3,0.57,13.3,9,13.1,0.061,10,49.9,0.55
,11:32:33,6,3590,2036.3,0.57,13.3,9,13.1,0.062,10,49.9,0.55
,11:32:34,6,3590,2037.3,0.56,13.3,9,13.1,0.061,10,49.9,0.54
,11:32:35,6,3590,2038.3,0.56,13.3,9,13.1,0.063,10,49.9,0.54
,11:32:36,6,3590,2039.3,0.56,13.3,9,13.1,0.063,10,49.9,0.54
,11:32:37,6,3590,2040.3,0.57,13.3,9,13.1,0.064,10,49.9,0.55
,11:32:38,6,3590,2041.3,0.58,13.3,9,13,0.063,10,49.9,0.56
,11:32:39,6,3590,2042.3,0.59,13.3,9,13,0.063,10,49.9,0.56
,11:32:40,6,3590,2043.3,0.59,13.3,9,13,0.064,10,49.9,0.56
,11:32:41,6,3590,2044.3,0.59,13.3,9,13,0.064,10,49.9,0.57
,11:32:42,6,3590,2045.3,0.59,13.3,9,13,0.064,10,49.9,0.57
,11:32:43,6,3590,2046.3,0.59,13.3,9,13,0.064,10,49.9,0.56
,11:32:44,6,3590,2047.3,0.59,13.3,9,13,0.063,10,49.9,0.56
,11:32:45,6,3590,2048.3,0.59,13.3,9,13,0.064,10,49.9,0.56
,11:32:46,6,3590,2049.3,0.59,13.3,9,13,0.062,10,49.9,0.57
,11:32:47,6,3590,2050.3,0.59,13.3,10,12.9,0.061,10,49.9,0.57
,11:32:48,6,3590,2051.3,0.59,13.3,9,12.9,0.062,10,49.9,0.57
,11:32:49,6,3590,2052.3,0.58,13.3,9,12.9,0.061,10,49.9,0.56
,11:32:50,6,3590,2053.3,0.56,13.3,9,12.9,0.061,10,49.9,0.54
,11:32:51,6,3590,2054.3,0.56,13.3,9,12.9,0.062,10,49.9,0.54
,11:32:52,6,3590,2055.3,0.56,13.3,9,12.9,0.062,10,49.9,0.54
,11:32:53,6,3590,2056.3,0.57,13.3,9,12.9,0.062,10,49.9,0.55
,11:32:54,6,3590,2057.3,0.57,13.3,9,12.9,0.064,10,49.9,0.55
,11:32:55,6,3590,2058.3,0.58,13.3,9,12.9,0.064,10,49.9,0.56
,11:32:56,6,3590,2059.3,0.58,13.3,9,12.8,0.065,10,49.9,0.56
,11:32:57,6,3590,2060.3,0.59,13.3,9,12.8,0.064,10,49.9,0.57
,11:32:58,6,3590,2061.3,0.6,13.3,9,12.8,0.065,10,49.9,0.58
,11:32:59,6,3590,2062.3,0.6,13.3,9,12.8,0.065,10,49.9,0.58
,11:33:00,6,3590,2063.3,0.6,13.3,9,12.8,0.065,10,49.9,0.57
,11:33:01,6,3590,2064.3,0.6,13.3,9,12.8,0.065,10,49.9,0.57
,11:33:02,6,3590,2065.3,0.6,13.3,9,12.7,0.063,10,49.9,0.58
,11:33:03,6,3590,2066.3,0.6,13.3,9,12.7,0.063,10,49.9,0.58
,11:33:04,6,3590,2067.3,0.6,13.3,9,12.7,0.063,10,49.9,0.57
,11:33:05,6,3590,2068.3,0.6,13.3,9,12.7,0.063,10,49.9,0.58
