Data file,,DELRIN_HEF_T34_PO10.TSV,,,,,,,,,,
,15:14:38,6,10790,70.8,0.77,13.3,7,22,0.108,10,49.9,0.75
,15:14:39,6,10790,71.8,0.76,13.3,7,22,0.109,10,49.9,0.73
,15:14:40,6,10790,72.8,0.74,13.3,7,22,0.103,10,50,0.71
,15:14:41,6,10790,73.8,0.72,13.3,7,22,0.1,10,49.9,0.69
,15:14:42,6,10790,74.8,0.71,13.3,7,22,0.095,10,49.9,0.68
,15:14:43,6,10790,75.8,0.71,13.3,7,22,0.099,10,49.9,0.69
,15:14:44,6,10790,76.8,0.72,13.3,7,22,0.104,10,49.9,0.7
,15:14:45,6,10790,77.8,0.73,13.3,7,22,0.101,10,50,0.7
,15:14:46,6,10790,78.8,0.73,13.3,7,22,0.101,10,49.9,0.7
,15:14:47,6,10790,79.8,0.72,13.3,7,22,0.1,10,49.9,0.7
,15:14:48,6,10790,80.8,0.72,13.3,7,22,0.1,10,49.9,0.69
,15:14:49,6,10790,81.8,0.72,13.3,7,22,0.1,10,49.9,0.69
,15:14:50,6,10790,82.8,0.72,13.3,7,22,0.1,10,49.9,0.69
,15:14:51,6,10790,83.8,0.72,13.3,7,22,0.1,10,49.9,0.7
,15:14:52,6,10790,84.8,0.72,13.3,7,22,0.104,10,50,0.7
,15:14:53,6,10790,85.8,0.72,13.3,7,22,0.1,10,49.9,0.7
,15:14:54,6,10790,86.8,0.72,13.3,7,22,0.1,10,49.9,0.69
,15:14:55,6,10790,87.8,0.71,13.3,7,22,0.099,10,49.9,0.69
,15:14:56,6,10790,88.8,0.71,13.3,7,22,0.096,10,50,0.69
,15:14:57,6,10790,89.8,0.71,13.3,7,21,0.096,10,50,0.68
,15:14:58,6,10790,90.8,0.7,13.3,7,21,0.097,10,49.9,0.67
,15:14:59,6,10790,91.8,0.68,13.3,7,21,0.099,10,49.9,0.66
,15:15:00,6,10790,92.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:15:01,6,10790,93.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:15:02,6,10790,94.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:15:03,6,10790,95.8,0.68,13.3,7,22,0.099,10,49.9,0.66
,15:15:04,6,10790,96.8,0.69,13.3,7,22,0.093,10,50,0.67
,15:15:05,6,10790,97.8,0.7,13.3,7,22,0.098,10,49.9,0.68
,15:15:06,6,10790,98.8,0.7,13.3,7,22,0.098,10,49.9,0.68
,15:15:07,6,10790,99.8,0.7,13.3,7,21,0.097,10,49.9,0.67
,15:15:08,6,10790,100.8,0.7,13.3,7,21,0.097,10,49.9,0.67
,15:15:09,6,10790,101.8,0.7,13.3,7,21,0.094,10,49.9,0.67
,15:15:10,6,10790,102.8,0.7,13.3,7,21,0.097,10,49.9,0.67
,15:15:11,6,10790,103.8,0.69,13.3,7,21,0.099,10,49.9,0.66
,15:15:12,6,10790,104.8,0.68,13.3,7,22,0.099,10,49.9,0.66
,15:15:13,6,10790,105.8,0.68,13.3,7,22,0.098,10,49.9,0.65
,15:15:14,6,10790,106.8,0.68,13.3,7,21,0.098,10,49.9,0.66
,15:15:15,6,10790,107.8,0.68,13.3,7,22,0.099,10,49.9,0.66
,15:15:16,6,10790,108.8,0.69,13.3,7,22,0.095,10,49.9,0.66
,15:15:17,6,10790,109.8,0.68,13.3,7,22,0.094,10,49.9,0.65
,15:15:18,6,10790,110.8,0.67,13.3,7,22,0.094,10,49.9,0.65
,15:15:19,6,10790,111.8,0.67,13.3,7,22,0.093,10,49.9,0.65
,15:15:20,6,10790,112.8,0.67,13.3,7,22,0.093,10,49.9,0.64
,15:15:21,6,10790,113.8,0.66,13.3,7,22,0.091,10,49.9,0.63
,15:15:22,6,10790,114.8,0.65,13.3,7,22,0.093,10,49.9,0.62
,15:15:23,6,10790,115.8,0.65,13.3,7,22,0.093,10,49.9,0.62
,15:15:24,6,10790,116.8,0.66,13.3,7,22,0.095,10,49.9,0.63
,15:15:25,6,10790,117.8,0.67,13.3,7,22,0.093,10,49.9,0.64
,15:15:26,6,10790,118.8,0.67,13.3,7,21,0.094,10,49.9,0.65
,15:15:27,6,10790,119.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:15:28,6,10790,120.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:15:29,6,10790,121.8,0.68,13.3,7,21,0.094,10,49.9,0.65
,15:15:30,6,10790,122.8,0.67,13.3,7,21,0.096,10,50,0.64
,15:15:32,6,10790,123.8,0.66,13.3,7,21,0.095,10,49.9,0.64
,15:15:34,6,10790,124.8,0.68,13.3,7,22,0.092,10,49.9,0.66
,15:15:35,6,10790,125.8,0.66,13.3,7,22,0.092,10,49.9,0.64
,15:15:36,6,10790,126.8,0.65,13.3,7,21,0.09,10,49.9,0.62
,15:15:37,6,10790,127.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:15:38,6,10790,128.8,0.62,13.3,7,21,0.09,10,50,0.6
,15:15:39,6,10790,129.8,0.62,13.3,7,21,0.089,10,49.9,0.6
,15:15:40,6,10790,130.8,0.62,13.3,7,21,0.087,10,50,0.6
,15:15:41,6,10790,131.8,0.63,13.3,7,21,0.087,10,49.9,0.6
,15:15:42,6,10790,132.8,0.62,13.3,7,21,0.089,10,49.9,0.6
,15:15:43,6,10790,133.8,0.61,13.3,7,21,0.087,10,49.9,0.58
,15:15:44,6,10790,134.8,0.61,13.3,7,21,0.087,10,49.9,0.58
,15:15:45,6,10790,135.8,0.6,13.3,7,21,0.087,10,49.9,0.58
,15:15:46,6,10790,136.8,0.61,13.3,7,22,0.085,10,49.9,0.59
,15:15:47,6,10790,137.8,0.6,13.3,7,21,0.084,10,49.9,0.58
,15:15:48,6,10790,138.8,0.61,13.3,7,22,0.087,10,49.9,0.58
,15:15:49,6,10790,139.8,0.61,13.3,7,21,0.089,10,49.9,0.59
,15:15:50,6,10790,140.8,0.62,13.3,7,22,0.093,10,49.9,0.6
,15:15:51,6,10790,141.8,0.63,13.3,7,21,0.09,10,49.9,0.61
,15:15:52,6,10790,142.8,0.63,13.3,7,21,0.087,10,49.9,0.6
,15:15:53,6,10790,143.8,0.62,13.3,7,21,0.087,10,49.9,0.6
,15:15:54,6,10790,144.8,0.62,13.3,7,22,0.087,10,49.9,0.6
,15:15:55,6,10790,145.8,0.63,13.3,7,22,0.088,10,49.9,0.61
,15:15:56,6,10790,146.8,0.64,13.3,7,22,0.089,10,49.9,0.62
,15:15:57,6,10790,147.8,0.64,13.3,7,22,0.09,10,49.9,0.62
,15:15:58,6,10790,148.8,0.64,13.3,7,22,0.089,10,49.9,0.62
,15:15:59,6,10790,149.8,0.64,13.3,7,21,0.088,10,49.9,0.61
,15:16:00,6,10790,150.8,0.64,13.3,7,21,0.092,10,50,0.61
,15:16:01,6,10790,151.8,0.64,13.3,7,21,0.092,10,49.9,0.62
,15:16:02,6,10790,152.8,0.64,13.3,7,21,0.093,10,49.9,0.62
,15:16:03,6,10790,153.8,0.65,13.3,7,21,0.093,10,49.9,0.62
,15:16:04,6,10790,154.8,0.65,13.3,7,21,0.093,10,49.9,0.62
,15:16:05,6,10790,155.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:16:06,6,10790,156.8,0.66,13.3,7,21,0.091,10,49.9,0.63
,15:16:07,6,10790,157.8,0.66,13.3,7,21,0.091,10,49.9,0.63
,15:16:08,6,10790,158.8,0.66,13.3,7,21,0.095,10,50,0.63
,15:16:09,6,10790,159.8,0.66,13.3,7,21,0.095,10,49.9,0.63
,15:16:10,6,10790,160.8,0.65,13.3,7,21,0.094,10,49.9,0.63
,15:16:11,6,10790,161.8,0.65,13.3,7,21,0.09,10,49.9,0.63
,15:16:12,6,10790,162.8,0.65,13.3,7,21,0.094,10,49.9,0.63
,15:16:13,6,10790,163.8,0.66,13.3,7,22,0.095,10,49.9,0.63
,15:16:14,6,10790,164.8,0.66,13.3,7,21,0.095,10,49.9,0.63
,15:16:15,6,10790,165.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:16:16,6,10790,166.8,0.65,13.3,7,21,0.088,10,49.9,0.63
,15:16:17,6,10790,167.8,0.66,13.3,7,21,0.089,10,49.9,0.64
,15:16:18,6,10790,168.8,0.67,13.3,7,21,0.093,10,49.9,0.64
,15:16:19,6,10790,169.8,0.66,13.3,7,21,0.096,10,49.9,0.64
,15:16:20,6,10790,170.8,0.66,13.3,7,21,0.095,10,49.9,0.63
,15:16:21,6,10790,171.8,0.66,13.3,7,21,0.095,10,50,0.63
,15:16:22,6,10790,172.8,0.66,13.3,7,21,0.096,10,49.9,0.64
,15:16:23,6,10790,173.8,0.66,13.3,7,21,0.092,10,49.9,0.64
,15:16:24,6,10790,174.8,0.65,13.3,7,22,0.091,10,49.9,0.63
,15:16:25,6,10790,175.8,0.64,13.3,7,22,0.088,10,49.9,0.61
,15:16:26,6,10790,176.8,0.63,13.3,7,21,0.088,10,50,0.61
,15:16:27,6,10790,177.8,0.63,13.3,7,22,0.088,10,49.9,0.61
,15:16:28,6,10790,178.8,0.63,13.3,7,22,0.087,10,49.9,0.61
,15:16:29,6,10790,179.8,0.63,13.3,7,21,0.084,10,50,0.6
,15:16:30,6,10790,180.8,0.62,13.3,7,21,0.084,10,49.9,0.6
,15:16:31,6,10790,181.8,0.62,13.3,7,21,0.084,10,49.9,0.6
,15:16:32,6,10790,182.8,0.62,13.3,7,21,0.09,10,49.9,0.6
,15:16:33,6,10790,183.8,0.62,13.3,7,22,0.093,10,49.9,0.6
,15:16:34,6,10790,184.8,0.62,13.3,7,22,0.09,10,49.9,0.6
,15:16:35,6,10790,185.8,0.63,13.3,7,22,0.091,10,49.9,0.61
,15:16:36,6,10790,186.8,0.63,13.3,7,22,0.087,10,49.9,0.61
,15:16:37,6,10790,187.8,0.63,13.3,7,21,0.088,10,49.9,0.61
,15:16:38,6,10790,188.8,0.62,13.3,7,21,0.087,10,49.9,0.6
,15:16:39,6,10790,189.8,0.61,13.3,7,22,0.085,10,49.9,0.58
,15:16:40,6,10790,190.8,0.59,13.3,7,22,0.086,10,49.9,0.57
,15:16:41,6,10790,191.8,0.59,13.3,7,22,0.085,10,49.9,0.57
,15:16:42,6,10790,192.8,0.6,13.3,7,22,0.086,10,50,0.57
,15:16:43,6,10790,193.8,0.61,13.3,7,22,0.085,10,49.9,0.59
,15:16:44,6,10790,194.8,0.62,13.3,7,22,0.086,10,49.9,0.6
,15:16:45,6,10790,195.8,0.63,13.3,7,21,0.088,10,50,0.61
,15:16:46,6,10790,196.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:16:47,6,10790,197.8,0.64,13.3,7,22,0.092,10,49.9,0.61
,15:16:48,6,10790,198.8,0.64,13.3,7,22,0.093,10,49.9,0.62
,15:16:49,6,10790,199.8,0.66,13.3,7,22,0.096,10,49.9,0.64
,15:16:50,6,10790,200.8,0.67,13.3,7,22,0.097,10,49.9,0.65
,15:16:51,6,10790,201.8,0.68,13.3,7,22,0.095,10,49.9,0.66
,15:16:52,6,10790,202.8,0.68,13.3,7,22,0.099,10,49.9,0.66
,15:16:53,6,10790,203.8,0.69,13.3,7,22,0.099,10,49.9,0.66
,15:16:54,6,10790,204.8,0.68,13.3,7,21,0.099,10,49.9,0.66
,15:16:55,6,10790,205.8,0.68,13.3,7,21,0.094,10,49.9,0.65
,15:16:57,6,10790,206.8,0.67,13.3,7,21,0.093,10,49.9,0.65
,15:16:58,6,10790,207.8,0.67,13.3,7,21,0.097,10,49.9,0.65
,15:16:59,6,10790,208.8,0.67,13.3,7,22,0.093,10,49.9,0.64
,15:17:00,6,10790,209.8,0.67,13.3,7,22,0.093,10,49.9,0.64
,15:17:01,6,10790,210.8,0.66,13.3,7,22,0.095,10,49.9,0.63
,15:17:02,6,10790,211.8,0.66,13.3,7,21,0.095,10,49.9,0.64
,15:17:03,6,10790,212.8,0.66,13.3,7,21,0.095,10,49.9,0.64
,15:17:04,6,10790,213.8,0.66,13.3,7,21,0.095,10,49.9,0.64
,15:17:05,6,10790,214.8,0.65,13.3,7,22,0.091,10,49.9,0.63
,15:17:06,6,10790,215.8,0.65,13.3,7,21,0.087,10,49.9,0.62
,15:17:07,6,10790,216.8,0.64,13.3,7,22,0.086,10,49.9,0.62
,15:17:08,6,10790,217.8,0.64,13.3,7,22,0.09,10,49.9,0.62
,15:17:09,6,10790,218.8,0.64,13.3,7,22,0.09,10,49.9,0.62
,15:17:10,6,10790,219.8,0.64,13.3,7,22,0.089,10,49.9,0.62
,15:17:11,6,10790,220.8,0.64,13.3,7,21,0.085,10,49.9,0.61
,15:17:12,6,10790,221.8,0.64,13.3,7,21,0.088,10,49.9,0.61
,15:17:13,6,10790,222.8,0.64,13.3,7,21,0.092,10,49.9,0.61
,15:17:14,6,10790,223.8,0.64,13.3,7,21,0.088,10,49.9,0.61
,15:17:15,6,10790,224.8,0.63,13.3,7,21,0.087,10,49.9,0.6
,15:17:16,6,10790,225.8,0.62,13.3,7,21,0.086,10,49.9,0.6
,15:17:17,6,10790,226.8,0.61,13.3,7,21,0.088,10,49.9,0.59
,15:17:18,6,10790,227.8,0.61,13.3,7,21,0.089,10,49.9,0.59
,15:17:19,6,10790,228.8,0.61,13.3,7,22,0.088,10,49.9,0.58
,15:17:20,6,10790,229.8,0.6,13.3,7,22,0.087,10,49.9,0.58
,15:17:21,6,10790,230.8,0.59,13.3,7,22,0.083,10,49.9,0.57
,15:17:22,6,10790,231.8,0.6,13.3,7,22,0.083,10,49.9,0.58
,15:17:23,6,10790,232.8,0.61,13.3,7,22,0.085,10,49.9,0.59
,15:17:24,6,10790,233.8,0.62,13.3,7,22,0.086,10,49.9,0.6
,15:17:25,6,10790,234.8,0.62,13.3,7,22,0.09,10,49.9,0.6
,15:17:26,6,10790,235.8,0.62,13.3,7,22,0.086,10,49.9,0.6
,15:17:27,6,10790,236.8,0.61,13.3,7,22,0.085,10,49.9,0.59
,15:17:28,6,10790,237.8,0.61,13.3,7,22,0.082,10,49.9,0.59
,15:17:29,6,10790,238.8,0.61,13.3,7,22,0.085,10,49.9,0.59
,15:17:30,6,10790,239.8,0.6,13.3,7,22,0.087,10,49.9,0.58
,15:17:31,6,10790,240.8,0.61,13.3,7,22,0.087,10,50,0.58
,15:17:32,6,10790,241.8,0.6,13.3,7,22,0.084,10,49.9,0.58
,15:17:33,6,10790,242.8,0.6,13.3,7,21,0.084,10,49.9,0.58
,15:17:34,6,10790,243.8,0.6,13.3,7,21,0.087,10,49.9,0.58
,15:17:35,6,10790,244.8,0.61,13.3,7,21,0.092,10,50,0.59
,15:17:36,6,10790,245.8,0.62,13.3,7,22,0.09,10,49.9,0.6
,15:17:37,6,10790,246.8,0.64,13.3,7,22,0.088,10,49.9,0.62
,15:17:38,6,10790,247.8,0.65,13.3,7,22,0.09,10,49.9,0.62
,15:17:39,6,10790,248.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:17:40,6,10790,249.8,0.66,13.3,7,22,0.096,10,49.9,0.64
,15:17:41,6,10790,250.8,0.67,13.3,7,22,0.096,10,49.9,0.64
,15:17:42,6,10790,251.8,0.67,13.3,7,22,0.093,10,49.9,0.64
,15:17:43,6,10790,252.8,0.66,13.3,7,22,0.092,10,50,0.63
,15:17:44,6,10790,253.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:17:45,6,10790,254.8,0.64,13.3,7,21,0.092,10,50,0.62
,15:17:46,6,10790,255.8,0.63,13.3,7,21,0.087,10,49.9,0.61
,15:17:47,6,10790,256.8,0.62,13.3,7,22,0.086,10,49.9,0.6
,15:17:48,6,10790,257.8,0.63,13.3,7,22,0.084,10,50,0.6
,15:17:49,6,10790,258.8,0.63,13.3,7,21,0.087,10,49.9,0.6
,15:17:50,6,10790,259.8,0.63,13.3,7,22,0.088,10,49.9,0.61
,15:17:51,6,10790,260.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:17:52,6,10790,261.8,0.64,13.3,7,21,0.089,10,49.9,0.62
,15:17:53,6,10790,262.8,0.65,13.3,7,21,0.09,10,49.9,0.62
,15:17:54,6,10790,263.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:17:55,6,10790,264.8,0.65,13.3,7,21,0.094,10,49.9,0.63
,15:17:56,6,10790,265.8,0.66,13.3,7,21,0.092,10,49.9,0.63
,15:17:57,6,10790,266.8,0.66,13.3,7,21,0.092,10,49.9,0.64
,15:17:58,6,10790,267.8,0.66,13.3,7,21,0.092,10,49.9,0.64
,15:17:59,6,10790,268.8,0.66,13.3,7,21,0.092,10,49.9,0.63
,15:18:00,6,10790,269.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:18:01,6,10790,270.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:18:02,6,10790,271.8,0.65,13.3,7,21,0.09,10,49.9,0.63
,15:18:03,6,10790,272.8,0.65,13.3,7,21,0.09,10,49.9,0.62
,15:18:04,6,10790,273.8,0.64,13.3,7,21,0.092,10,49.9,0.62
,15:18:05,6,10790,274.8,0.64,13.3,7,22,0.092,10,49.9,0.61
,15:18:06,6,10790,275.8,0.63,13.3,7,22,0.088,10,49.9,0.61
,15:18:07,6,10790,276.8,0.64,13.3,7,22,0.089,10,49.9,0.62
,15:18:08,6,10790,277.8,0.64,13.3,7,22,0.09,10,49.9,0.62
,15:18:09,6,10790,278.8,0.65,13.3,7,22,0.091,10,50,0.63
,15:18:10,6,10790,279.8,0.66,13.3,7,21,0.092,10,49.9,0.63
,15:18:11,6,10790,280.8,0.66,13.3,7,21,0.095,10,49.9,0.64
,15:18:12,6,10790,281.8,0.65,13.3,7,21,0.094,10,49.9,0.62
,15:18:13,6,10790,282.8,0.64,13.3,7,21,0.088,10,49.9,0.61
,15:18:14,6,10790,283.8,0.63,13.3,7,21,0.088,10,49.9,0.61
,15:18:15,6,10790,284.8,0.64,13.3,7,21,0.092,10,49.9,0.62
,15:18:16,6,10790,285.8,0.64,13.3,7,22,0.093,10,49.9,0.62
,15:18:17,6,10790,286.8,0.64,13.3,7,21,0.093,10,49.9,0.62
,15:18:18,6,10790,287.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:18:19,6,10790,288.8,0.67,13.3,7,21,0.093,10,50,0.65
,15:18:20,6,10790,289.8,0.69,13.3,7,21,0.095,10,49.9,0.66
,15:18:21,6,10790,290.8,0.69,13.3,7,21,0.099,10,49.9,0.66
,15:18:22,6,10790,291.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:18:23,6,10790,292.8,0.66,13.3,7,21,0.092,10,49.9,0.64
,15:18:24,6,10790,293.8,0.65,13.3,7,21,0.087,10,50,0.63
,15:18:25,6,10790,294.8,0.64,13.3,7,21,0.09,10,49.9,0.62
,15:18:26,6,10790,295.8,0.64,13.3,7,21,0.089,10,49.9,0.61
,15:18:27,6,10790,296.8,0.63,13.3,7,21,0.095,10,49.9,0.61
,15:18:28,6,10790,297.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:18:29,6,10790,298.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:18:30,6,10790,299.8,0.64,13.3,7,21,0.088,10,49.9,0.61
,15:18:31,6,10790,300.8,0.64,13.3,7,21,0.089,10,49.9,0.62
,15:18:32,6,10790,301.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:18:33,6,10790,302.8,0.65,13.3,7,22,0.091,10,49.9,0.63
,15:18:34,6,10790,303.8,0.66,13.3,7,22,0.091,10,49.9,0.63
,15:18:35,6,10790,304.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:18:36,6,10790,305.8,0.66,13.3,7,21,0.095,10,49.9,0.63
,15:18:37,6,10790,306.8,0.66,13.3,7,21,0.092,10,50,0.64
,15:18:38,6,10790,307.8,0.67,13.3,7,21,0.09,10,49.9,0.65
,15:18:39,6,10790,308.8,0.68,13.3,7,21,0.094,10,49.9,0.65
,15:18:40,6,10790,309.8,0.67,13.3,7,21,0.101,10,50,0.65
,15:18:41,6,10790,310.8,0.67,13.3,7,22,0.101,10,49.9,0.65
,15:18:42,6,10790,311.8,0.67,13.3,7,22,0.096,10,49.9,0.64
,15:18:43,6,10790,312.8,0.67,13.3,7,22,0.096,10,49.9,0.64
,15:18:44,6,10790,313.8,0.66,13.3,7,22,0.095,10,49.9,0.64
,15:18:45,6,10790,314.8,0.67,13.3,7,22,0.093,10,49.9,0.65
,15:18:46,6,10790,315.8,0.67,13.3,7,22,0.089,10,49.9,0.64
,15:18:47,6,10790,316.8,0.66,13.3,7,22,0.092,10,49.9,0.63
,15:18:48,6,10790,317.8,0.64,13.3,7,22,0.092,10,49.9,0.61
,15:18:49,6,10790,318.8,0.63,13.3,7,22,0.091,10,49.9,0.61
,15:18:50,6,10790,319.8,0.63,13.3,7,21,0.09,10,49.9,0.6
,15:18:51,6,10790,320.8,0.62,13.3,7,21,0.086,10,49.9,0.6
,15:18:52,6,10790,321.8,0.62,13.3,7,21,0.083,10,50,0.6
,15:18:53,6,10790,322.8,0.62,13.3,7,21,0.083,10,49.9,0.6
,15:18:54,6,10790,323.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:18:55,6,10790,324.8,0.64,13.3,7,21,0.092,10,49.9,0.61
,15:18:56,6,10790,325.8,0.65,13.3,7,21,0.094,10,49.9,0.63
,15:18:57,6,10790,326.8,0.67,13.3,7,21,0.094,10,49.9,0.65
,15:18:58,6,10790,327.8,0.7,13.3,7,21,0.094,10,49.9,0.67
,15:18:59,6,10790,328.8,0.69,13.3,7,21,0.096,10,49.9,0.67
,15:19:00,6,10790,329.8,0.67,13.3,7,21,0.097,10,49.9,0.64
,15:19:01,6,10790,330.8,0.65,13.3,7,21,0.094,10,49.9,0.62
,15:19:02,6,10790,331.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:19:03,6,10790,332.8,0.63,13.3,7,21,0.091,10,49.9,0.61
,15:19:04,6,10790,333.8,0.63,13.3,7,21,0.088,10,49.9,0.61
,15:19:05,6,10790,334.8,0.64,13.3,7,21,0.086,10,49.9,0.62
,15:19:06,6,10790,335.8,0.66,13.3,7,22,0.092,10,49.9,0.64
,15:19:07,6,10790,336.8,0.67,13.3,7,22,0.093,10,49.9,0.65
,15:19:08,6,10790,337.8,0.68,13.3,7,22,0.094,10,49.9,0.65
,15:19:09,6,10790,338.8,0.68,13.3,7,22,0.098,10,49.9,0.65
,15:19:10,6,10790,339.8,0.67,13.3,7,21,0.097,10,50,0.65
,15:19:11,6,10790,340.8,0.67,13.3,7,21,0.097,10,50,0.64
,15:19:12,6,10790,341.8,0.67,13.3,7,21,0.093,10,50,0.64
,15:19:13,6,10790,342.8,0.67,13.3,7,21,0.096,10,49.9,0.64
,15:19:14,6,10790,343.8,0.67,13.3,7,21,0.096,10,49.9,0.64
,15:19:15,6,10790,344.8,0.67,13.3,7,21,0.096,10,49.9,0.64
,15:19:16,6,10790,345.8,0.68,13.3,7,21,0.094,10,49.9,0.65
,15:19:17,6,10790,346.8,0.69,13.3,7,22,0.096,10,50,0.67
,15:19:18,6,10790,347.8,0.71,13.3,7,22,0.099,10,49.9,0.68
,15:19:19,6,10790,348.8,0.72,13.3,7,22,0.104,10,49.9,0.7
,15:19:20,6,10790,349.8,0.73,13.3,7,22,0.101,10,49.9,0.7
,15:19:21,6,10790,350.8,0.73,13.3,7,22,0.098,10,49.9,0.7
,15:19:22,6,10790,351.8,0.73,13.3,7,22,0.102,10,49.9,0.7
,15:19:23,6,10790,352.8,0.72,13.3,7,22,0.104,10,49.9,0.7
,15:19:24,6,10790,353.8,0.7,13.3,7,21,0.105,10,49.9,0.67
,15:19:25,6,10790,354.8,0.67,13.3,7,21,0.097,10,50,0.65
,15:19:26,6,10790,355.8,0.65,13.3,7,21,0.091,10,49.9,0.63
,15:19:27,6,10790,356.8,0.64,13.3,7,21,0.09,10,49.9,0.62
,15:19:28,6,10790,357.8,0.65,13.3,7,22,0.09,10,49.9,0.62
,15:19:29,6,10790,358.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:19:30,6,10790,359.8,0.65,13.3,7,22,0.094,10,49.9,0.63
,15:19:31,6,10790,360.8,0.66,13.3,7,22,0.092,10,49.9,0.63
,15:19:32,6,10790,361.8,0.66,13.3,7,22,0.092,10,49.9,0.64
,15:19:33,6,10790,362.8,0.67,13.3,7,22,0.09,10,50,0.65
,15:19:34,6,10790,363.8,0.67,13.3,7,21,0.093,10,49.9,0.65
,15:19:35,6,10790,364.8,0.68,13.3,7,21,0.098,10,49.9,0.65
,15:19:36,6,10790,365.8,0.67,13.3,7,21,0.101,10,49.9,0.65
,15:19:37,6,10790,366.8,0.68,13.3,7,21,0.099,10,49.9,0.66
,15:19:38,6,10790,367.8,0.69,13.3,7,21,0.096,10,50,0.67
,15:19:39,6,10790,368.8,0.7,13.3,7,21,0.097,10,49.9,0.67
,15:19:40,6,10790,369.8,0.7,13.3,7,22,0.1,10,50,0.67
,15:19:41,6,10790,370.8,0.69,13.3,7,21,0.1,10,49.9,0.67
,15:19:42,6,10790,371.8,0.7,13.3,7,22,0.097,10,49.9,0.68
,15:19:43,6,10790,372.8,0.7,13.3,7,21,0.098,10,50,0.68
,15:19:44,6,10790,373.8,0.7,13.3,7,21,0.102,10,49.9,0.68
,15:19:45,6,10790,374.8,0.71,13.3,7,21,0.102,10,49.9,0.68
,15:19:46,6,10790,375.8,0.72,13.3,7,21,0.1,10,49.9,0.69
,15:19:47,6,10790,376.8,0.73,13.3,7,21,0.098,10,49.9,0.7
,15:19:48,6,10790,377.8,0.73,13.3,8,21,0.095,10,49.9,0.71
,15:19:49,6,10790,378.8,0.72,13.3,7,21,0.097,10,49.9,0.7
