Data file,,RA0.3_HEF_-8C_001_45MINS.TSV,,,,,,,,,,
,16:36:33,4,2700,888,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:34,4,2700,889,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:35,4,2700,890,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:36,4,2700,891,1.57,13.3,9,-5.4,0.17,10,0.3,1.47
,16:36:37,4,2700,892,1.58,13.3,9,-5.4,0.171,10,0.3,1.48
,16:36:38,4,2700,893,1.58,13.3,9,-5.4,0.171,10,0.3,1.48
,16:36:39,4,2700,894,1.58,13.3,9,-5.4,0.176,10,0.3,1.48
,16:36:40,4,2700,895,1.57,13.3,9,-5.4,0.175,10,0.3,1.47
,16:36:41,4,2700,896,1.57,13.3,9,-5.4,0.175,10,0.3,1.47
,16:36:42,4,2700,897,1.57,13.3,9,-5.4,0.174,10,0.3,1.47
,16:36:43,4,2700,898,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:44,4,2700,899,1.56,13.3,9,-5.4,0.169,10,0.3,1.46
,16:36:45,4,2700,900,1.56,13.3,9,-5.4,0.169,10,0.3,1.46
,16:36:46,4,2700,901,1.56,13.3,9,-5.4,0.174,10,0.3,1.46
,16:36:47,4,2700,902,1.55,13.3,9,-5.4,0.178,10,0.3,1.45
,16:36:48,4,2700,903,1.54,13.3,9,-5.4,0.177,10,0.3,1.45
,16:36:49,4,2700,904,1.54,13.3,9,-5.4,0.172,10,0.3,1.45
,16:36:50,4,2700,905,1.55,13.3,9,-5.4,0.168,10,0.3,1.45
,16:36:51,4,2700,906,1.54,13.3,9,-5.4,0.167,10,0.3,1.45
,16:36:52,4,2700,907,1.54,13.3,9,-5.4,0.167,10,0.3,1.44
,16:36:53,4,2700,908,1.53,13.3,9,-5.4,0.171,10,0.3,1.44
,16:36:54,4,2700,909,1.53,13.3,9,-5.4,0.171,10,0.3,1.43
,16:36:55,4,2700,910,1.53,13.3,9,-5.4,0.176,10,0.3,1.43
,16:36:56,4,2700,911,1.53,13.3,9,-5.4,0.171,10,0.3,1.44
,16:36:57,4,2700,912,1.54,13.3,9,-5.4,0.171,10,0.3,1.44
,16:36:58,4,2700,913,1.53,13.3,9,-5.4,0.166,10,0.3,1.43
,16:36:59,4,2700,914,1.53,13.3,9,-5.4,0.166,10,0.3,1.43
,16:37:00,4,2700,915,1.52,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:01,4,2700,916,1.53,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:02,4,2700,917,1.53,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:03,4,2700,918,1.53,13.3,9,-5.4,0.166,10,0.3,1.43
,16:37:04,4,2700,919,1.53,13.3,9,-5.4,0.166,10,0.3,1.43
,16:37:05,4,2700,920,1.53,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:06,4,2700,921,1.52,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:07,4,2700,922,1.52,13.3,9,-5.4,0.17,10,0.3,1.43
,16:37:08,4,2700,923,1.52,13.3,9,-5.4,0.165,10,0.3,1.42
,16:37:09,4,2700,924,1.52,13.3,9,-5.4,0.165,10,0.3,1.42
,16:37:10,4,2700,925,1.52,13.3,9,-5.4,0.164,10,0.3,1.42
,16:37:11,4,2700,926,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:37:12,4,2700,927,1.5,13.3,9,-5.4,0.172,10,0.3,1.41
,16:37:13,4,2700,928,1.5,13.3,9,-5.4,0.172,10,0.3,1.41
,16:37:14,4,2700,929,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:37:15,4,2700,930,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:37:16,4,2700,931,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:37:17,4,2700,932,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:37:18,4,2700,933,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:19,4,2700,934,1.51,13.3,9,-5.3,0.164,10,0.3,1.41
,16:37:20,4,2700,935,1.51,13.3,9,-5.3,0.163,10,0.3,1.41
,16:37:21,4,2700,936,1.5,13.3,9,-5.3,0.167,10,0.3,1.41
,16:37:22,4,2700,937,1.5,13.3,9,-5.3,0.167,10,0.3,1.41
,16:37:23,4,2700,938,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:24,4,2700,939,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:25,4,2700,940,1.51,13.3,9,-5.3,0.164,10,0.3,1.42
,16:37:26,4,2700,941,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:27,4,2700,942,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:28,4,2700,943,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:29,4,2700,944,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:30,4,2700,945,1.51,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:31,4,2700,946,1.52,13.3,9,-5.3,0.174,10,0.3,1.42
,16:37:32,4,2700,947,1.52,13.3,9,-5.3,0.175,10,0.3,1.43
,16:37:33,4,2700,948,1.53,13.3,9,-5.3,0.175,10,0.3,1.43
,16:37:34,4,2700,949,1.52,13.3,9,-5.3,0.17,10,0.3,1.43
,16:37:35,4,2700,950,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:36,4,2700,951,1.51,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:37,4,2700,952,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:38,4,2700,953,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:39,4,2700,954,1.52,13.3,9,-5.3,0.165,10,0.3,1.43
,16:37:40,4,2700,955,1.52,13.3,9,-5.3,0.165,10,0.3,1.43
,16:37:41,4,2700,956,1.52,13.3,9,-5.3,0.17,10,0.3,1.42
,16:37:42,4,2700,957,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:43,4,2700,958,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:44,4,2700,959,1.52,13.3,9,-5.3,0.165,10,0.3,1.42
,16:37:45,4,2700,960,1.51,13.3,9,-5.3,0.164,10,0.3,1.42
,16:37:46,4,2700,961,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:47,4,2700,962,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:48,4,2700,963,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:49,4,2700,964,1.51,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:50,4,2700,965,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:37:51,4,2700,966,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:52,4,2700,967,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:53,4,2700,968,1.5,13.3,9,-5.3,0.168,10,0.3,1.41
,16:37:54,4,2700,969,1.5,13.3,9,-5.3,0.163,10,0.3,1.41
,16:37:55,4,2700,970,1.5,13.3,9,-5.3,0.162,10,0.3,1.4
,16:37:56,4,2700,971,1.49,13.3,9,-5.3,0.166,10,0.3,1.4
,16:37:57,4,2700,972,1.49,13.3,9,-5.3,0.171,10,0.3,1.4
,16:37:58,4,2700,973,1.5,13.3,9,-5.3,0.167,10,0.3,1.4
,16:37:59,4,2700,974,1.51,13.3,9,-5.3,0.163,10,0.3,1.41
,16:38:00,4,2700,975,1.52,13.3,9,-5.3,0.164,10,0.3,1.42
,16:38:01,4,2700,976,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:02,4,2700,977,1.52,13.3,9,-5.3,0.174,10,0.3,1.42
,16:38:03,4,2700,978,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:04,4,2700,979,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:05,4,2700,980,1.52,13.3,9,-5.3,0.164,10,0.3,1.42
,16:38:06,4,2700,981,1.52,13.3,9,-5.3,0.164,10,0.3,1.42
,16:38:07,4,2700,982,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:08,4,2700,983,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:38:09,4,2700,984,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:38:10,4,2700,985,1.51,13.3,9,-5.3,0.163,10,0.3,1.41
,16:38:11,4,2700,986,1.51,13.3,9,-5.3,0.163,10,0.3,1.41
,16:38:12,4,2700,987,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:38:13,4,2700,988,1.51,13.3,9,-5.3,0.173,10,0.3,1.41
,16:38:14,4,2700,989,1.51,13.3,9,-5.3,0.173,10,0.3,1.41
,16:38:15,4,2700,990,1.51,13.3,9,-5.3,0.168,10,0.3,1.41
,16:38:16,4,2700,991,1.51,13.3,9,-5.3,0.164,10,0.3,1.42
,16:38:17,4,2700,992,1.52,13.3,9,-5.3,0.165,10,0.3,1.42
,16:38:18,4,2700,993,1.52,13.3,9,-5.3,0.17,10,0.3,1.42
,16:38:19,4,2700,994,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:20,4,2700,995,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:21,4,2700,996,1.52,13.3,9,-5.3,0.165,10,0.3,1.42
,16:38:22,4,2700,997,1.52,13.3,9,-5.4,0.165,10,0.3,1.43
,16:38:23,4,2700,998,1.53,13.3,9,-5.4,0.17,10,0.3,1.43
,16:38:24,4,2700,999,1.53,13.3,9,-5.4,0.165,10,0.3,1.43
,16:38:25,4,2700,1000,1.53,13.3,9,-5.4,0.165,10,0.3,1.43
,16:38:26,4,2700,1001,1.52,13.3,9,-5.3,0.17,10,0.3,1.43
,16:38:27,4,2700,1002,1.52,13.3,9,-5.3,0.17,10,0.3,1.43
,16:38:28,4,2700,1003,1.52,13.3,9,-5.3,0.17,10,0.3,1.42
,16:38:29,4,2700,1004,1.52,13.3,9,-5.3,0.165,10,0.3,1.42
,16:38:30,4,2700,1005,1.52,13.3,9,-5.3,0.165,10,0.3,1.42
,16:38:31,4,2700,1006,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:32,4,2700,1007,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:33,4,2700,1008,1.52,13.3,9,-5.3,0.169,10,0.3,1.42
,16:38:34,4,2700,1009,1.52,13.3,9,-5.3,0.165,10,0.3,1.43
,16:38:35,4,2700,1010,1.53,13.3,9,-5.3,0.165,10,0.3,1.43
,16:38:36,4,2700,1011,1.53,13.3,9,-5.3,0.165,10,0.3,1.43
,16:38:37,4,2700,1012,1.52,13.3,9,-5.3,0.17,10,0.3,1.43
,16:38:38,4,2700,1013,1.52,13.3,9,-5.4,0.174,10,0.3,1.42
,16:38:39,4,2700,1014,1.52,13.3,9,-5.4,0.17,10,0.3,1.42
,16:38:40,4,2700,1015,1.52,13.3,9,-5.4,0.169,10,0.3,1.42
,16:38:41,4,2700,1016,1.51,13.3,9,-5.4,0.169,10,0.3,1.42
,16:38:42,4,2700,1017,1.51,13.3,9,-5.4,0.168,10,0.3,1.41
,16:38:43,4,2700,1018,1.51,13.3,9,-5.4,0.169,10,0.3,1.42
,16:38:44,4,2700,1019,1.51,13.3,9,-5.4,0.164,10,0.3,1.42
,16:38:45,4,2700,1020,1.51,13.3,9,-5.4,0.163,10,0.3,1.41
,16:38:46,4,2700,1021,1.5,13.3,9,-5.4,0.167,10,0.3,1.41
,16:38:47,4,2700,1022,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:48,4,2700,1023,1.5,13.3,9,-5.3,0.167,10,0.3,1.41
,16:38:49,4,2700,1024,1.5,13.3,9,-5.3,0.163,10,0.3,1.41
,16:38:50,4,2700,1025,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:51,4,2700,1026,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:52,4,2700,1027,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:53,4,2700,1028,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:54,4,2700,1029,1.49,13.3,9,-5.4,0.162,10,0.3,1.4
,16:38:55,4,2700,1030,1.49,13.3,9,-5.4,0.161,10,0.3,1.39
,16:38:56,4,2700,1031,1.49,13.3,9,-5.4,0.166,10,0.3,1.4
,16:38:57,4,2700,1032,1.49,13.3,9,-5.4,0.171,10,0.3,1.4
,16:38:58,4,2700,1033,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:38:59,4,2700,1034,1.5,13.3,9,-5.4,0.167,10,0.3,1.4
,16:39:00,4,2700,1035,1.49,13.3,9,-5.4,0.166,10,0.3,1.4
,16:39:01,4,2700,1036,1.49,13.3,9,-5.4,0.166,10,0.3,1.39
,16:39:02,4,2700,1037,1.48,13.3,9,-5.4,0.16,10,0.3,1.38
,16:39:03,4,2700,1038,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:04,4,2700,1039,1.46,13.3,9,-5.4,0.163,10,0.3,1.37
,16:39:05,4,2700,1040,1.46,13.3,9,-5.4,0.168,10,0.3,1.37
,16:39:06,4,2700,1041,1.46,13.3,9,-5.4,0.163,10,0.3,1.37
,16:39:07,4,2700,1042,1.46,13.3,9,-5.4,0.163,10,0.3,1.37
,16:39:08,4,2700,1043,1.47,13.3,9,-5.4,0.159,10,0.3,1.37
,16:39:09,4,2700,1044,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:10,4,2700,1045,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:11,4,2700,1046,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:12,4,2700,1047,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:13,4,2700,1048,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:14,4,2700,1049,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:15,4,2700,1050,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:16,4,2700,1051,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:17,4,2700,1052,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:18,4,2700,1053,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:19,4,2700,1054,1.47,13.3,9,-5.4,0.164,10,0.3,1.38
,16:39:20,4,2700,1055,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:21,4,2700,1056,1.47,13.3,9,-5.4,0.159,10,0.3,1.38
,16:39:22,4,2700,1057,1.47,13.3,9,-5.4,0.159,10,0.3,1.37
,16:39:23,4,2700,1058,1.46,13.3,9,-5.4,0.163,10,0.3,1.37
,16:39:24,4,2700,1059,1.46,13.3,9,-5.5,0.163,10,0.3,1.37
,16:39:25,4,2700,1060,1.46,13.3,9,-5.5,0.163,10,0.3,1.37
,16:39:26,4,2700,1061,1.46,13.3,9,-5.5,0.158,10,0.3,1.37
,16:39:27,4,2700,1062,1.46,13.3,9,-5.5,0.158,10,0.3,1.37
,16:39:28,4,2700,1063,1.47,13.3,9,-5.5,0.159,10,0.3,1.37
,16:39:29,4,2700,1064,1.47,13.3,9,-5.5,0.164,10,0.3,1.38
,16:39:30,4,2700,1065,1.47,13.3,9,-5.5,0.16,10,0.3,1.38
,16:39:31,4,2700,1066,1.47,13.3,9,-5.5,0.159,10,0.3,1.38
,16:39:32,4,2700,1067,1.46,13.3,9,-5.5,0.158,10,0.3,1.37
,16:39:33,4,2700,1068,1.45,13.3,9,-5.5,0.157,10,0.3,1.35
,16:39:34,4,2700,1069,1.44,13.3,9,-5.5,0.16,10,0.3,1.34
,16:39:35,4,2700,1070,1.43,13.3,9,-5.5,0.159,10,0.3,1.34
,16:39:36,4,2700,1071,1.42,13.3,9,-5.5,0.163,10,0.3,1.33
,16:39:37,4,2700,1072,1.42,13.3,9,-5.5,0.158,10,0.3,1.33
,16:39:38,4,2700,1073,1.42,13.3,9,-5.5,0.159,10,0.3,1.33
,16:39:39,4,2700,1074,1.42,13.3,9,-5.5,0.159,10,0.3,1.33
,16:39:40,4,2700,1075,1.42,13.3,9,-5.5,0.163,10,0.3,1.33
,16:39:41,4,2700,1076,1.42,13.3,9,-5.5,0.163,10,0.3,1.33
,16:39:42,4,2700,1077,1.42,13.3,9,-5.5,0.158,10,0.3,1.33
,16:39:43,4,2700,1078,1.42,13.3,9,-5.5,0.154,10,0.3,1.33
,16:39:44,4,2700,1079,1.43,13.3,9,-5.5,0.155,10,0.3,1.34
,16:39:45,4,2700,1080,1.43,13.3,9,-5.5,0.16,10,0.3,1.34
,16:39:46,4,2700,1081,1.44,13.3,9,-5.5,0.16,10,0.3,1.34
,16:39:47,4,2700,1082,1.44,13.3,9,-5.5,0.16,10,0.3,1.35
,16:39:48,4,2700,1083,1.44,13.3,9,-5.5,0.152,10,0.3,1.35
,16:39:49,4,2700,1084,1.44,13.3,9,-5.5,0.152,10,0.3,1.34
,16:39:50,4,2700,1085,1.43,13.3,9,-5.5,0.155,10,0.3,1.34
,16:39:51,4,2700,1086,1.43,13.3,9,-5.5,0.159,10,0.3,1.34
,16:39:52,4,2700,1087,1.42,13.3,9,-5.5,0.159,10,0.3,1.33
,16:39:53,4,2700,1088,1.42,13.3,9,-5.5,0.159,10,0.3,1.33
,16:39:54,4,2700,1089,1.43,13.3,9,-5.5,0.159,10,0.3,1.34
,16:39:55,4,2700,1090,1.43,13.3,9,-5.5,0.164,10,0.3,1.34
,16:39:56,4,2700,1091,1.43,13.3,9,-5.5,0.16,10,0.3,1.34
,16:39:57,4,2700,1092,1.44,13.3,9,-5.5,0.156,10,0.3,1.35
,16:39:58,4,2700,1093,1.44,13.3,9,-5.5,0.156,10,0.3,1.35
,16:39:59,4,2700,1094,1.45,13.3,9,-5.5,0.161,10,0.3,1.35
,16:40:00,4,2700,1095,1.45,13.3,9,-5.5,0.166,10,0.3,1.36
,16:40:01,4,2700,1096,1.45,13.3,9,-5.5,0.167,10,0.3,1.36
,16:40:02,4,2700,1097,1.45,13.3,9,-5.5,0.161,10,0.3,1.35
,16:40:03,4,2700,1098,1.44,13.3,9,-5.5,0.156,10,0.3,1.35
,16:40:04,4,2700,1099,1.43,13.3,9,-5.6,0.159,10,0.3,1.34
,16:40:05,4,2700,1100,1.43,13.3,9,-5.6,0.159,10,0.3,1.34
,16:40:06,4,2700,1101,1.43,13.3,9,-5.6,0.164,10,0.3,1.34
,16:40:07,4,2700,1102,1.43,13.3,9,-5.6,0.164,10,0.3,1.34
,16:40:08,4,2700,1103,1.44,13.3,9,-5.6,0.165,10,0.3,1.34
,16:40:09,4,2700,1104,1.45,13.3,9,-5.6,0.157,10,0.3,1.35
,16:40:10,4,2700,1105,1.45,13.3,9,-5.6,0.157,10,0.3,1.36
,16:40:11,4,2700,1106,1.45,13.3,9,-5.6,0.158,10,0.3,1.36
,16:40:12,4,2700,1107,1.45,13.3,9,-5.6,0.162,10,0.3,1.36
,16:40:13,4,2700,1108,1.45,13.3,9,-5.6,0.162,10,0.3,1.36
,16:40:14,4,2700,1109,1.45,13.3,9,-5.6,0.162,10,0.3,1.36
,16:40:15,4,2700,1110,1.46,13.3,9,-5.6,0.162,10,0.3,1.36
,16:40:16,4,2700,1111,1.46,13.3,9,-5.6,0.158,10,0.3,1.37
,16:40:17,4,2700,1112,1.46,13.3,9,-5.6,0.159,10,0.3,1.37
,16:40:18,4,2700,1113,1.46,13.3,9,-5.6,0.163,10,0.3,1.37
,16:40:19,4,2700,1114,1.46,13.3,9,-5.6,0.158,10,0.3,1.37
,16:40:20,4,2700,1115,1.46,13.3,9,-5.6,0.154,10,0.3,1.36
,16:40:21,4,2700,1116,1.46,13.3,10,-5.6,0.15,10,0.3,1.36
,16:40:22,4,2700,1117,1.45,13.3,10,-5.6,0.149,10,0.3,1.36
,16:40:23,4,2700,1118,1.44,13.3,9,-5.6,0.156,10,0.3,1.35
,16:40:24,4,2700,1119,1.43,13.3,9,-5.6,0.164,10,0.3,1.33
,16:40:25,4,2700,1120,1.42,13.3,9,-5.6,0.162,10,0.3,1.33
,16:40:26,4,2700,1121,1.41,13.3,9,-5.6,0.162,10,0.3,1.32
,16:40:27,4,2700,1122,1.41,13.3,9,-5.6,0.161,10,0.3,1.32
,16:40:28,4,2700,1123,1.41,13.3,9,-5.6,0.162,10,0.3,1.32
,16:40:29,4,2700,1124,1.42,13.3,9,-5.6,0.162,10,0.3,1.33
,16:40:30,4,2700,1125,1.42,13.3,9,-5.6,0.158,10,0.3,1.33
,16:40:31,4,2700,1126,1.42,13.3,9,-5.6,0.158,10,0.3,1.33
,16:40:32,4,2700,1127,1.42,13.3,9,-5.6,0.158,10,0.3,1.33
,16:40:33,4,2700,1128,1.42,13.3,9,-5.6,0.158,10,0.3,1.33
,16:40:34,4,2700,1129,1.42,13.3,9,-5.6,0.158,10,0.3,1.33
,16:40:35,4,2700,1130,1.42,13.3,9,-5.6,0.163,10,0.3,1.33
,16:40:36,4,2700,1131,1.43,13.3,9,-5.6,0.164,10,0.3,1.34
,16:40:37,4,2700,1132,1.43,13.3,9,-5.6,0.159,10,0.3,1.34
,16:40:38,4,2700,1133,1.44,13.3,9,-5.6,0.165,10,0.3,1.35
,16:40:39,4,2700,1134,1.45,13.3,9,-5.6,0.161,10,0.3,1.35
,16:40:40,4,2700,1135,1.45,13.3,9,-5.6,0.158,10,0.3,1.36
,16:40:41,4,2700,1136,1.46,13.3,9,-5.7,0.158,10,0.3,1.36
,16:40:42,4,2700,1137,1.46,13.3,9,-5.7,0.158,10,0.3,1.36
,16:40:43,4,2700,1138,1.45,13.3,9,-5.7,0.158,10,0.3,1.36
,16:40:44,4,2700,1139,1.45,13.3,9,-5.7,0.153,10,0.3,1.36
,16:40:45,4,2700,1140,1.45,13.3,10,-5.7,0.149,10,0.3,1.36
,16:40:46,4,2700,1141,1.44,13.3,10,-5.7,0.148,10,0.3,1.35
,16:40:47,4,2700,1142,1.44,13.3,9,-5.7,0.151,10,0.3,1.34
,16:40:48,4,2700,1143,1.43,13.3,9,-5.7,0.15,10,0.3,1.34
,16:40:49,4,2700,1144,1.42,13.3,9,-5.7,0.149,10,0.3,1.33
,16:40:50,4,2700,1145,1.41,13.3,9,-5.7,0.153,10,0.3,1.32
,16:40:51,4,2700,1146,1.4,13.3,9,-5.7,0.152,10,0.3,1.31
,16:40:52,4,2700,1147,1.4,13.3,9,-5.7,0.151,10,0.3,1.31
,16:40:53,4,2700,1148,1.39,13.3,9,-5.7,0.151,10,0.3,1.31
,16:40:54,4,2700,1149,1.39,13.3,9,-5.7,0.151,10,0.3,1.3
,16:40:55,4,2700,1150,1.38,13.3,9,-5.7,0.153,10,0.3,1.29
,16:40:56,4,2700,1151,1.36,13.3,9,-5.7,0.152,10,0.3,1.27
,16:40:57,4,2700,1152,1.36,13.3,9,-5.7,0.156,10,0.3,1.27
,16:40:58,4,2700,1153,1.36,13.3,8,-5.7,0.16,10,0.3,1.27
,16:40:59,4,2700,1154,1.36,13.3,8,-5.7,0.161,10,0.3,1.28
,16:41:00,4,2700,1155,1.37,13.3,9,-5.7,0.158,10,0.3,1.29
,16:41:01,4,2700,1156,1.39,13.3,9,-5.7,0.159,10,0.3,1.3
,16:41:02,4,2700,1157,1.4,13.3,9,-5.7,0.161,10,0.3,1.31
,16:41:03,4,2700,1158,1.41,13.3,9,-5.7,0.162,10,0.3,1.32
,16:41:04,4,2700,1159,1.41,13.3,9,-5.7,0.162,10,0.3,1.33
,16:41:05,4,2700,1160,1.42,13.3,9,-5.7,0.162,10,0.3,1.33
,16:41:06,4,2700,1161,1.42,13.3,9,-5.7,0.162,10,0.3,1.33
,16:41:07,4,2700,1162,1.41,13.3,9,-5.7,0.157,10,0.3,1.32
,16:41:08,4,2700,1163,1.41,13.3,9,-5.7,0.157,10,0.3,1.32
,16:41:09,4,2700,1164,1.41,13.3,9,-5.7,0.157,10,0.3,1.32
,16:41:10,4,2700,1165,1.41,13.3,9,-5.7,0.157,10,0.3,1.32
,16:41:11,4,2700,1166,1.41,13.3,9,-5.7,0.157,10,0.3,1.32
,16:41:12,4,2700,1167,1.42,13.3,9,-5.7,0.158,10,0.3,1.33
,16:41:13,4,2700,1168,1.43,13.3,9,-5.7,0.159,10,0.3,1.34
,16:41:14,4,2700,1169,1.44,13.3,9,-5.7,0.16,10,0.3,1.35
,16:41:15,4,2700,1170,1.44,13.3,9,-5.7,0.156,10,0.3,1.35
,16:41:16,4,2700,1171,1.44,13.3,9,-5.7,0.156,10,0.3,1.35
,16:41:17,4,2700,1172,1.44,13.3,9,-5.7,0.156,10,0.3,1.35
,16:41:18,4,2700,1173,1.44,13.3,9,-5.7,0.152,10,0.3,1.35
,16:41:19,4,2700,1174,1.44,13.3,9,-5.7,0.152,10,0.3,1.35
,16:41:20,4,2700,1175,1.44,13.3,9,-5.7,0.156,10,0.3,1.34
,16:41:21,4,2700,1176,1.43,13.3,9,-5.7,0.159,10,0.3,1.34
,16:41:22,4,2700,1177,1.42,13.3,9,-5.8,0.158,10,0.3,1.33
,16:41:23,4,2700,1178,1.41,13.3,9,-5.8,0.162,10,0.3,1.32
,16:41:24,4,2700,1179,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:25,4,2700,1180,1.4,13.3,9,-5.8,0.156,10,0.3,1.31
,16:41:26,4,2700,1181,1.4,13.3,9,-5.8,0.156,10,0.3,1.31
,16:41:27,4,2700,1182,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:28,4,2700,1183,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:29,4,2700,1184,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:30,4,2700,1185,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:31,4,2700,1186,1.41,13.3,9,-5.8,0.157,10,0.3,1.32
,16:41:32,4,2700,1187,1.41,13.3,9,-5.8,0.152,10,0.3,1.32
,16:41:33,4,2700,1188,1.41,13.3,9,-5.8,0.152,10,0.3,1.31
,16:41:34,4,2700,1189,1.4,13.3,9,-5.8,0.152,10,0.3,1.31
,16:41:35,4,2700,1190,1.4,13.3,9,-5.8,0.152,10,0.3,1.31
,16:41:36,4,2700,1191,1.4,13.3,9,-5.8,0.156,10,0.3,1.31
,16:41:37,4,2700,1192,1.4,13.3,9,-5.9,0.156,10,0.3,1.31
,16:41:38,4,2700,1193,1.4,13.3,9,-5.9,0.156,10,0.3,1.32
,16:41:39,4,2700,1194,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:40,4,2700,1195,1.42,13.3,9,-5.9,0.158,10,0.3,1.33
,16:41:41,4,2700,1196,1.42,13.3,9,-5.9,0.158,10,0.3,1.33
,16:41:42,4,2700,1197,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:43,4,2700,1198,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:44,4,2700,1199,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:45,4,2700,1200,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:46,4,2700,1201,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:47,4,2700,1202,1.41,13.3,9,-5.9,0.161,10,0.3,1.32
,16:41:48,4,2700,1203,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:49,4,2700,1204,1.41,13.3,9,-5.9,0.157,10,0.3,1.32
,16:41:50,4,2700,1205,1.41,13.3,9,-5.9,0.152,10,0.3,1.32
,16:41:51,4,2700,1206,1.41,13.3,9,-5.9,0.148,10,0.3,1.32
