Data file,,HONEDPEEK_ISO10_-8C_003.TSV,,,,,,,,,,
,10:36:32,4,3600,3964.8,0.89,13.3,7,-7.6,0.133,10,0.1,0.83
,10:36:33,4,3600,3965.8,0.88,13.3,7,-7.6,0.132,10,0.1,0.83
,10:36:34,4,3600,3966.8,0.88,13.3,7,-7.6,0.132,10,0.1,0.82
,10:36:35,4,3600,3967.8,0.88,13.3,7,-7.6,0.132,10,0.1,0.83
,10:36:36,4,3600,3968.8,0.89,13.3,7,-7.6,0.133,10,0.1,0.83
,10:36:37,4,3600,3969.8,0.89,13.3,7,-7.6,0.133,10,0.1,0.84
,10:36:38,4,3600,3970.8,0.9,13.3,7,-7.6,0.135,10,0.1,0.84
,10:36:39,4,3600,3971.8,0.9,13.3,7,-7.6,0.135,10,0.1,0.84
,10:36:40,4,3600,3972.8,0.9,13.3,7,-7.6,0.126,10,0.1,0.84
,10:36:41,4,3600,3973.8,0.9,13.3,7,-7.6,0.125,10,0.1,0.84
,10:36:42,4,3600,3974.8,0.89,13.3,7,-7.6,0.125,10,0.1,0.84
,10:36:43,4,3600,3975.8,0.89,13.3,7,-7.6,0.124,10,0.1,0.83
,10:36:44,4,3600,3976.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.83
,10:36:45,4,3600,3977.8,0.88,13.3,6,-7.7,0.137,10,0.1,0.82
,10:36:46,4,3600,3978.8,0.87,13.3,7,-7.7,0.131,10,0.1,0.82
,10:36:47,4,3600,3979.8,0.87,13.3,7,-7.7,0.131,10,0.1,0.82
,10:36:48,4,3600,3980.8,0.88,13.3,7,-7.7,0.131,10,0.1,0.82
,10:36:49,4,3600,3981.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.82
,10:36:50,4,3600,3982.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.83
,10:36:51,4,3600,3983.8,0.88,13.3,7,-7.7,0.133,10,0.1,0.83
,10:36:52,4,3600,3984.8,0.89,13.3,7,-7.7,0.128,10,0.1,0.83
,10:36:53,4,3600,3985.8,0.89,13.3,7,-7.7,0.129,10,0.1,0.84
,10:36:54,4,3600,3986.8,0.89,13.3,7,-7.7,0.124,10,0.1,0.84
,10:36:55,4,3600,3987.8,0.89,13.3,7,-7.7,0.12,10,0.1,0.83
,10:36:56,4,3600,3988.8,0.89,13.3,7,-7.7,0.124,10,0.1,0.83
,10:36:57,4,3600,3989.8,0.88,13.3,7,-7.7,0.128,10,0.1,0.83
,10:36:58,4,3600,3990.8,0.88,13.3,7,-7.7,0.127,10,0.1,0.83
,10:36:59,4,3600,3991.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.82
,10:37:00,4,3600,3992.8,0.87,13.3,7,-7.7,0.131,10,0.1,0.82
,10:37:01,4,3600,3993.8,0.88,13.3,7,-7.7,0.131,10,0.1,0.82
,10:37:02,4,3600,3994.8,0.88,13.3,6,-7.7,0.137,10,0.1,0.82
,10:37:03,4,3600,3995.8,0.88,13.3,6,-7.7,0.137,10,0.1,0.82
,10:37:04,4,3600,3996.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.83
,10:37:05,4,3600,3997.8,0.89,13.3,7,-7.7,0.128,10,0.1,0.83
,10:37:06,4,3600,3998.8,0.89,13.3,7,-7.7,0.129,10,0.1,0.84
,10:37:07,4,3600,3999.8,0.89,13.3,7,-7.7,0.129,10,0.1,0.84
,10:37:08,4,3600,4000.8,0.89,13.3,7,-7.7,0.125,10,0.1,0.84
,10:37:09,4,3600,4001.8,0.89,13.3,7,-7.7,0.124,10,0.1,0.84
,10:37:10,4,3600,4002.8,0.89,13.3,7,-7.7,0.124,10,0.1,0.83
,10:37:11,4,3600,4003.8,0.89,13.3,7,-7.7,0.128,10,0.1,0.83
,10:37:12,4,3600,4004.8,0.88,13.3,7,-7.7,0.127,10,0.1,0.83
,10:37:13,4,3600,4005.8,0.88,13.3,7,-7.7,0.132,10,0.1,0.82
,10:37:14,4,3600,4006.8,0.88,13.3,7,-7.7,0.131,10,0.1,0.82
,10:37:15,4,3600,4007.8,0.88,13.3,7,-7.8,0.132,10,0.1,0.82
,10:37:16,4,3600,4008.8,0.88,13.3,7,-7.8,0.132,10,0.1,0.82
,10:37:17,4,3600,4009.8,0.88,13.3,7,-7.8,0.132,10,0.1,0.83
,10:37:18,4,3600,4010.8,0.88,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:19,4,3600,4011.8,0.89,13.3,7,-7.8,0.128,10,0.1,0.83
,10:37:20,4,3600,4012.8,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,10:37:21,4,3600,4013.8,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,10:37:22,4,3600,4014.8,0.89,13.3,7,-7.8,0.134,10,0.1,0.84
,10:37:23,4,3600,4015.8,0.9,13.3,7,-7.8,0.13,10,0.1,0.84
,10:37:24,4,3600,4016.8,0.9,13.3,7,-7.8,0.13,10,0.1,0.84
,10:37:25,4,3600,4017.8,0.9,13.3,7,-7.8,0.135,10,0.1,0.84
,10:37:26,4,3600,4018.8,0.89,13.3,7,-7.8,0.129,10,0.1,0.84
,10:37:27,4,3600,4019.8,0.89,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:28,4,3600,4020.8,0.89,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:29,4,3600,4021.8,0.89,13.3,7,-7.8,0.128,10,0.1,0.83
,10:37:30,4,3600,4022.8,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,10:37:31,4,3600,4023.8,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,10:37:32,4,3600,4024.8,0.88,13.3,7,-7.8,0.127,10,0.1,0.83
,10:37:33,4,3600,4025.8,0.88,13.3,7,-7.8,0.131,10,0.1,0.82
,10:37:34,4,3600,4026.8,0.88,13.3,7,-7.8,0.131,10,0.1,0.82
,10:37:35,4,3600,4027.8,0.87,13.3,7,-7.8,0.131,10,0.1,0.82
,10:37:36,4,3600,4028.8,0.88,13.3,7,-7.8,0.131,10,0.1,0.82
,10:37:37,4,3600,4029.8,0.88,13.3,7,-7.8,0.127,10,0.1,0.82
,10:37:38,4,3600,4030.8,0.88,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:39,4,3600,4031.8,0.89,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:40,4,3600,4032.8,0.89,13.3,7,-7.8,0.128,10,0.1,0.83
,10:37:41,4,3600,4033.8,0.89,13.3,7,-7.8,0.124,10,0.1,0.83
,10:37:42,4,3600,4034.8,0.89,13.3,7,-7.8,0.128,10,0.1,0.83
,10:37:43,4,3600,4035.8,0.88,13.3,7,-7.8,0.133,10,0.1,0.83
,10:37:44,4,3600,4036.8,0.88,13.3,7,-7.8,0.132,10,0.1,0.83
,10:37:45,4,3600,4037.8,0.88,13.3,7,-7.8,0.127,10,0.1,0.82
,10:37:46,4,3600,4038.8,0.88,13.3,7,-7.9,0.127,10,0.1,0.82
,10:37:47,4,3600,4039.8,0.88,13.3,7,-7.8,0.127,10,0.1,0.82
,10:37:48,4,3600,4040.8,0.88,13.3,7,-7.8,0.132,10,0.1,0.83
,10:37:49,4,3600,4041.8,0.88,13.3,7,-7.9,0.127,10,0.1,0.83
,10:37:50,4,3600,4042.8,0.88,13.3,7,-7.9,0.132,10,0.1,0.82
,10:37:51,4,3600,4043.8,0.88,13.3,7,-7.9,0.132,10,0.1,0.82
,10:37:52,4,3600,4044.8,0.88,13.3,7,-7.9,0.131,10,0.1,0.82
,10:37:53,4,3600,4045.8,0.88,13.3,7,-7.9,0.132,10,0.1,0.82
,10:37:54,4,3600,4046.8,0.89,13.3,7,-7.9,0.128,10,0.1,0.83
,10:37:55,4,3600,4047.8,0.89,13.3,7,-7.9,0.125,10,0.1,0.84
,10:37:56,4,3600,4048.8,0.9,13.3,7,-7.9,0.121,10,0.1,0.84
,10:37:57,4,3600,4049.8,0.9,13.3,7,-7.9,0.121,10,0.1,0.84
,10:37:58,4,3600,4050.8,0.9,13.3,7,-7.9,0.121,10,0.1,0.84
,10:37:59,4,3600,4051.8,0.89,13.3,7,-7.9,0.12,10,0.1,0.84
,10:38:00,4,3600,4052.8,0.89,13.3,7,-7.9,0.119,10,0.1,0.83
,10:38:01,4,3600,4053.8,0.88,13.3,7,-7.9,0.118,10,0.1,0.82
,10:38:02,4,3600,4054.8,0.87,13.3,7,-7.9,0.125,10,0.1,0.81
,10:38:03,4,3600,4055.8,0.86,13.3,7,-7.9,0.124,10,0.1,0.8
,10:38:04,4,3600,4056.8,0.86,13.3,7,-7.9,0.124,10,0.1,0.8
,10:38:05,4,3600,4057.8,0.86,13.3,7,-7.9,0.124,10,0.1,0.8
,10:38:06,4,3600,4058.8,0.86,13.3,7,-7.9,0.124,10,0.1,0.81
,10:38:07,4,3600,4059.8,0.86,13.3,7,-7.9,0.13,10,0.1,0.81
,10:38:08,4,3600,4060.8,0.87,13.3,7,-7.9,0.125,10,0.1,0.81
,10:38:09,4,3600,4061.8,0.86,13.3,7,-7.9,0.125,10,0.1,0.81
,10:38:10,4,3600,4062.8,0.86,13.3,7,-7.9,0.124,10,0.1,0.8
,10:38:11,4,3600,4063.8,0.85,13.3,7,-7.9,0.123,10,0.1,0.79
,10:38:12,4,3600,4064.8,0.84,13.3,7,-7.9,0.121,10,0.1,0.78
,10:38:13,4,3600,4065.8,0.83,13.3,7,-7.9,0.12,10,0.1,0.78
,10:38:14,4,3600,4066.8,0.83,13.3,7,-7.9,0.124,10,0.1,0.77
,10:38:15,4,3600,4067.8,0.82,13.3,7,-7.9,0.123,10,0.1,0.77
,10:38:16,4,3600,4068.8,0.83,13.3,7,-7.9,0.124,10,0.1,0.77
,10:38:17,4,3600,4069.8,0.83,13.3,7,-7.9,0.124,10,0.1,0.77
,10:38:18,4,3600,4070.8,0.83,13.3,7,-7.9,0.125,10,0.1,0.78
,10:38:19,4,3600,4071.8,0.84,13.3,7,-8,0.121,10,0.1,0.79
,10:38:20,4,3600,4072.8,0.85,13.3,7,-8,0.123,10,0.1,0.8
,10:38:21,4,3600,4073.8,0.85,13.3,7,-8,0.123,10,0.1,0.8
,10:38:22,4,3600,4074.8,0.85,13.3,7,-8,0.123,10,0.1,0.8
,10:38:23,4,3600,4075.8,0.85,13.3,7,-8,0.127,10,0.1,0.79
,10:38:24,4,3600,4076.8,0.85,13.3,7,-8,0.123,10,0.1,0.79
,10:38:25,4,3600,4077.8,0.85,13.3,7,-8,0.127,10,0.1,0.79
,10:38:26,4,3600,4078.8,0.84,13.3,7,-8,0.126,10,0.1,0.78
,10:38:27,4,3600,4079.8,0.84,13.3,6,-8,0.13,10,0.1,0.78
,10:38:28,4,3600,4080.8,0.84,13.3,6,-8,0.132,10,0.1,0.79
,10:38:29,4,3600,4081.8,0.85,13.3,7,-8,0.128,10,0.1,0.8
,10:38:30,4,3600,4082.8,0.86,13.3,7,-8,0.13,10,0.1,0.81
,10:38:31,4,3600,4083.8,0.86,13.3,7,-8,0.13,10,0.1,0.81
,10:38:32,4,3600,4084.8,0.86,13.3,7,-8,0.124,10,0.1,0.81
,10:38:33,4,3600,4085.8,0.86,13.3,7,-8,0.128,10,0.1,0.8
,10:38:34,4,3600,4086.8,0.85,13.3,7,-8,0.128,10,0.1,0.8
,10:38:35,4,3600,4087.8,0.85,13.3,7,-8,0.128,10,0.1,0.79
,10:38:36,4,3600,4088.8,0.85,13.3,7,-8,0.127,10,0.1,0.79
,10:38:37,4,3600,4089.8,0.85,13.3,7,-8,0.127,10,0.1,0.79
,10:38:38,4,3600,4090.8,0.85,13.3,7,-8,0.128,10,0.1,0.8
,10:38:39,4,3600,4091.8,0.86,13.3,7,-8,0.124,10,0.1,0.8
,10:38:40,4,3600,4092.8,0.86,13.3,7,-8,0.124,10,0.1,0.81
,10:38:41,4,3600,4093.8,0.86,13.3,7,-8,0.124,10,0.1,0.8
,10:38:42,4,3600,4094.8,0.85,13.3,7,-8,0.123,10,0.1,0.8
,10:38:43,4,3600,4095.8,0.85,13.3,7,-8.1,0.123,10,0.1,0.8
,10:38:44,4,3600,4096.8,0.85,13.3,7,-8.1,0.123,10,0.1,0.8
,10:38:45,4,3600,4097.8,0.86,13.3,7,-8.1,0.12,10,0.1,0.8
,10:38:46,4,3600,4098.8,0.86,13.3,7,-8.1,0.12,10,0.1,0.8
,10:38:47,4,3600,4099.8,0.86,13.3,7,-8.1,0.119,10,0.1,0.8
,10:38:48,4,3600,4100.8,0.85,13.3,7,-8.1,0.119,10,0.1,0.8
,10:38:49,4,3600,4101.8,0.85,13.3,7,-8.1,0.119,10,0.1,0.8
,10:38:50,4,3600,4102.8,0.85,13.3,7,-8.1,0.119,10,0.1,0.79
,10:38:51,4,3600,4103.8,0.84,13.3,7,-8.1,0.121,10,0.1,0.79
,10:38:52,4,3600,4104.8,0.83,13.3,7,-8.1,0.12,10,0.1,0.77
,10:38:53,4,3600,4105.8,0.82,13.3,7,-8.1,0.123,10,0.1,0.76
,10:38:54,4,3600,4106.8,0.81,13.3,7,-8.1,0.122,10,0.1,0.76
,10:38:55,4,3600,4107.8,0.82,13.3,6,-8.1,0.128,10,0.1,0.77
,10:38:56,4,3600,4108.8,0.83,13.3,6,-8.1,0.134,10,0.1,0.77
,10:38:57,4,3600,4109.8,0.84,13.3,6,-8.1,0.136,10,0.1,0.78
,10:38:58,4,3600,4110.8,0.84,13.3,6,-8.1,0.137,10,0.1,0.79
,10:38:59,4,3600,4111.8,0.85,13.3,6,-8.1,0.133,10,0,0.8
,10:39:00,4,3600,4112.8,0.86,13.3,6,-8.1,0.134,10,0.1,0.8
,10:39:01,4,3600,4113.8,0.86,13.3,7,-8.1,0.129,10,0.1,0.81
,10:39:02,4,3600,4114.8,0.86,13.3,7,-8.1,0.13,10,0.1,0.81
,10:39:03,4,3600,4115.8,0.87,13.3,7,-8.1,0.125,10,0.1,0.81
,10:39:04,4,3600,4116.8,0.87,13.3,7,-8.1,0.13,10,0.1,0.81
,10:39:05,4,3600,4117.8,0.87,13.3,7,-8.1,0.13,10,0.1,0.81
,10:39:06,4,3600,4118.8,0.87,13.3,7,-8.1,0.126,10,0.1,0.81
,10:39:07,4,3600,4119.8,0.87,13.3,7,-8.1,0.13,10,0.1,0.81
,10:39:08,4,3600,4120.8,0.87,13.3,7,-8.1,0.13,10,0.1,0.81
,10:39:09,4,3600,4121.8,0.87,13.3,7,-8.1,0.125,10,0.1,0.81
,10:39:10,4,3600,4122.8,0.87,13.3,7,-8.1,0.121,10,0.1,0.81
,10:39:11,4,3600,4123.8,0.87,13.3,7,-8.2,0.121,10,0.1,0.81
,10:39:12,4,3600,4124.8,0.87,13.3,7,-8.2,0.125,10,0.1,0.81
,10:39:13,4,3600,4125.8,0.87,13.3,7,-8.2,0.125,10,0.1,0.81
,10:39:14,4,3600,4126.8,0.86,13.3,7,-8.2,0.13,10,0.1,0.81
,10:39:15,4,3600,4127.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:16,4,3600,4128.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:17,4,3600,4129.8,0.86,13.3,7,-8.2,0.125,10,0.1,0.81
,10:39:18,4,3600,4130.8,0.87,13.3,7,-8.2,0.13,10,0.1,0.81
,10:39:19,4,3600,4131.8,0.87,13.3,7,-8.2,0.126,10,0.1,0.82
,10:39:20,4,3600,4132.8,0.87,13.3,7,-8.2,0.121,10,0.1,0.82
,10:39:21,4,3600,4133.8,0.87,13.3,7,-8.2,0.122,10,0.1,0.82
,10:39:22,4,3600,4134.8,0.87,13.3,7,-8.2,0.121,10,0.1,0.81
,10:39:23,4,3600,4135.8,0.87,13.3,7,-8.2,0.125,10,0.1,0.81
,10:39:24,4,3600,4136.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:25,4,3600,4137.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:26,4,3600,4138.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:27,4,3600,4139.8,0.86,13.3,6,-8.2,0.134,10,0.1,0.81
,10:39:28,4,3600,4140.8,0.87,13.3,7,-8.2,0.13,10,0.1,0.81
,10:39:29,4,3600,4141.8,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,10:39:30,4,3600,4142.8,0.88,13.3,7,-8.2,0.127,10,0.1,0.82
,10:39:31,4,3600,4143.8,0.88,13.3,7,-8.2,0.127,10,0.1,0.83
,10:39:32,4,3600,4144.8,0.88,13.3,7,-8.2,0.128,10,0.1,0.83
,10:39:33,4,3600,4145.8,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,10:39:34,4,3600,4146.8,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,10:39:35,4,3600,4147.8,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,10:39:36,4,3600,4148.8,0.89,13.3,7,-8.2,0.128,10,0.1,0.83
,10:39:37,4,3600,4149.8,0.88,13.3,7,-8.2,0.119,10,0.1,0.83
,10:39:38,4,3600,4150.8,0.89,13.3,7,-8.2,0.119,10,0.1,0.83
,10:39:39,4,3600,4151.8,0.88,13.3,7,-8.2,0.119,10,0.1,0.83
,10:39:40,4,3600,4152.8,0.88,13.3,7,-8.2,0.127,10,0.1,0.83
,10:39:41,4,3600,4153.8,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,10:39:42,4,3600,4154.8,0.87,13.3,7,-8.2,0.13,10,0.1,0.81
,10:39:43,4,3600,4155.8,0.86,13.3,7,-8.2,0.125,10,0.1,0.81
,10:39:44,4,3600,4156.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:45,4,3600,4157.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:46,4,3600,4158.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.8
,10:39:47,4,3600,4159.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.8
,10:39:48,4,3600,4160.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.8
,10:39:49,4,3600,4161.8,0.86,13.3,7,-8.2,0.129,10,0.1,0.81
,10:39:50,4,3600,4162.8,0.86,13.3,7,-8.2,0.13,10,0.1,0.81
,10:39:51,4,3600,4163.8,0.87,13.3,7,-8.2,0.13,10,0.1,0.82
,10:39:52,4,3600,4164.8,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,10:39:53,4,3600,4165.8,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,10:39:54,4,3600,4166.8,0.87,13.3,7,-8.2,0.131,10,0.1,0.82
,10:39:55,4,3600,4167.8,0.88,13.3,7,-8.3,0.131,10,0.1,0.82
,10:39:56,4,3600,4168.8,0.88,13.3,7,-8.3,0.131,10,0.1,0.82
,10:39:57,4,3600,4169.8,0.87,13.3,7,-8.3,0.126,10,0.1,0.82
,10:39:58,4,3600,4170.8,0.87,13.3,7,-8.3,0.126,10,0.1,0.82
,10:39:59,4,3600,4171.8,0.87,13.3,7,-8.3,0.122,10,0.1,0.82
,10:40:00,4,3600,4172.8,0.88,13.3,7,-8.3,0.118,10,0.1,0.82
,10:40:01,4,3600,4173.8,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,10:40:02,4,3600,4174.8,0.87,13.3,7,-8.3,0.122,10,0.1,0.82
,10:40:03,4,3600,4175.8,0.87,13.3,7,-8.3,0.126,10,0.1,0.81
,10:40:04,4,3600,4176.8,0.86,13.3,7,-8.3,0.13,10,0.1,0.81
,10:40:05,4,3600,4177.8,0.86,13.3,7,-8.3,0.129,10,0.1,0.81
,10:40:06,4,3600,4178.8,0.86,13.3,7,-8.3,0.13,10,0.1,0.81
,10:40:07,4,3600,4179.8,0.87,13.3,7,-8.3,0.13,10,0.1,0.81
,10:40:08,4,3600,4180.8,0.87,13.3,7,-8.3,0.13,10,0.1,0.81
,10:40:09,4,3600,4181.8,0.87,13.3,6,-8.3,0.135,10,0.1,0.81
,10:40:10,4,3600,4182.8,0.87,13.3,6,-8.3,0.136,10,0.1,0.82
,10:40:11,4,3600,4183.8,0.88,13.3,7,-8.3,0.131,10,0.1,0.82
,10:40:12,4,3600,4184.8,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:13,4,3600,4185.8,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:14,4,3600,4186.8,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:15,4,3600,4187.8,0.88,13.3,7,-8.3,0.127,10,0.1,0.83
,10:40:16,4,3600,4188.8,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:17,4,3600,4189.8,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,10:40:18,4,3600,4190.8,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,10:40:19,4,3600,4191.8,0.89,13.3,7,-8.3,0.133,10,0.1,0.83
,10:40:20,4,3600,4192.8,0.89,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:21,4,3600,4193.8,0.88,13.3,7,-8.3,0.128,10,0.1,0.83
,10:40:22,4,3600,4194.8,0.88,13.3,7,-8.3,0.127,10,0.1,0.83
,10:40:23,4,3600,4195.8,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,10:40:24,4,3600,4196.8,0.88,13.3,7,-8.3,0.122,10,0.1,0.82
,10:40:25,4,3600,4197.8,0.88,13.3,7,-8.3,0.118,10,0.1,0.82
,10:40:26,4,3600,4198.8,0.88,13.3,7,-8.3,0.118,10,0.1,0.82
,10:40:27,4,3600,4199.8,0.87,13.3,7,-8.3,0.121,10,0.1,0.81
,10:40:28,4,3600,4200.8,0.86,13.3,7,-8.3,0.12,10,0.1,0.81
,10:40:29,4,3600,4201.8,0.85,13.3,7,-8.3,0.123,10,0.1,0.8
,10:40:30,4,3600,4202.8,0.85,13.3,7,-8.3,0.128,10,0.1,0.8
,10:40:31,4,3600,4203.8,0.85,13.3,7,-8.3,0.128,10,0.1,0.8
,10:40:32,4,3600,4204.8,0.85,13.3,7,-8.3,0.127,10,0.1,0.79
,10:40:33,4,3600,4205.8,0.85,13.3,7,-8.3,0.127,10,0.1,0.79
,10:40:34,4,3600,4206.8,0.84,13.3,7,-8.4,0.126,10,0.1,0.79
,10:40:35,4,3600,4207.8,0.85,13.3,7,-8.4,0.127,10,0.1,0.79
,10:40:36,4,3600,4208.8,0.85,13.3,7,-8.4,0.128,10,0.1,0.8
,10:40:37,4,3600,4209.8,0.86,13.3,7,-8.4,0.128,10,0.1,0.8
,10:40:38,4,3600,4210.8,0.86,13.3,7,-8.4,0.129,10,0.1,0.81
,10:40:39,4,3600,4211.8,0.86,13.3,7,-8.4,0.13,10,0.1,0.81
,10:40:40,4,3600,4212.8,0.86,13.3,7,-8.4,0.13,10,0.1,0.81
,10:40:41,4,3600,4213.8,0.87,13.3,7,-8.4,0.13,10,0.1,0.81
,10:40:42,4,3600,4214.8,0.87,13.3,7,-8.4,0.13,10,0.1,0.81
,10:40:43,4,3600,4215.8,0.87,13.3,7,-8.4,0.13,10,0.1,0.81
,10:40:44,4,3600,4216.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.81
,10:40:45,4,3600,4217.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.81
,10:40:46,4,3600,4218.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:40:47,4,3600,4219.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:40:48,4,3600,4220.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.82
,10:40:49,4,3600,4221.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:40:50,4,3600,4222.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:40:51,4,3600,4223.8,0.87,13.3,7,-8.4,0.131,10,0.1,0.82
,10:40:52,4,3600,4224.8,0.88,13.3,7,-8.4,0.131,10,0.1,0.82
,10:40:53,4,3600,4225.8,0.88,13.3,7,-8.4,0.132,10,0.1,0.82
,10:40:54,4,3600,4226.8,0.88,13.3,7,-8.4,0.132,10,0.1,0.82
,10:40:55,4,3600,4227.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.83
,10:40:56,4,3600,4228.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.83
,10:40:57,4,3600,4229.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.83
,10:40:58,4,3600,4230.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.83
,10:40:59,4,3600,4231.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.82
,10:41:00,4,3600,4232.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.82
,10:41:01,4,3600,4233.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:41:02,4,3600,4234.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:41:03,4,3600,4235.8,0.87,13.3,7,-8.4,0.126,10,0.1,0.82
,10:41:04,4,3600,4236.8,0.88,13.3,7,-8.4,0.127,10,0.1,0.82
,10:41:05,4,3600,4237.8,0.87,13.3,7,-8.4,0.121,10,0.1,0.82
,10:41:06,4,3600,4238.8,0.87,13.3,7,-8.4,0.121,10,0.1,0.81
,10:41:07,4,3600,4239.8,0.86,13.3,7,-8.4,0.12,10,0.1,0.8
,10:41:08,4,3600,4240.8,0.85,13.3,7,-8.4,0.123,10,0.1,0.8
,10:41:09,4,3600,4241.8,0.85,13.3,7,-8.4,0.127,10,0.1,0.79
,10:41:10,4,3600,4242.8,0.84,13.3,7,-8.4,0.126,10,0.1,0.79
,10:41:11,4,3600,4243.8,0.84,13.3,7,-8.4,0.126,10,0.1,0.79
,10:41:12,4,3600,4244.8,0.85,13.3,7,-8.4,0.127,10,0.1,0.8
,10:41:13,4,3600,4245.8,0.86,13.3,7,-8.4,0.129,10,0.1,0.8
,10:41:14,4,3600,4246.8,0.86,13.3,7,-8.4,0.13,10,0.1,0.81
,10:41:15,4,3600,4247.8,0.87,13.3,7,-8.4,0.125,10,0.1,0.81
,10:41:16,4,3600,4248.8,0.87,13.3,7,-8.4,0.125,10,0.1,0.81
,10:41:17,4,3600,4249.8,0.86,13.3,7,-8.4,0.124,10,0.1,0.81
,10:41:18,4,3600,4250.8,0.86,13.3,7,-8.4,0.128,10,0.1,0.8
,10:41:19,4,3600,4251.8,0.85,13.3,6,-8.4,0.133,10,0.1,0.8
,10:41:20,4,3600,4252.8,0.85,13.3,6,-8.4,0.133,10,0.1,0.8
,10:41:21,4,3600,4253.8,0.86,13.3,6,-8.4,0.134,10,0.1,0.81
,10:41:22,4,3600,4254.8,0.87,13.3,7,-8.5,0.131,10,0.1,0.82
,10:41:23,4,3600,4255.8,0.88,13.3,7,-8.5,0.127,10,0.1,0.83
,10:41:24,4,3600,4256.8,0.88,13.3,7,-8.5,0.128,10,0.1,0.83
,10:41:25,4,3600,4257.8,0.88,13.3,7,-8.5,0.128,10,0.1,0.83
,10:41:26,4,3600,4258.8,0.88,13.3,7,-8.5,0.123,10,0.1,0.83
,10:41:27,4,3600,4259.8,0.88,13.3,7,-8.5,0.123,10,0.1,0.83
,10:41:28,4,3600,4260.8,0.88,13.3,7,-8.5,0.128,10,0.1,0.83
,10:41:29,4,3600,4261.8,0.88,13.3,7,-8.5,0.127,10,0.1,0.82
,10:41:30,4,3600,4262.8,0.88,13.3,7,-8.5,0.127,10,0.1,0.82
,10:41:31,4,3600,4263.8,0.88,13.3,7,-8.5,0.127,10,0.1,0.82
,10:41:32,4,3600,4264.8,0.88,13.3,7,-8.5,0.127,10,0.1,0.83
,10:41:33,4,3600,4265.8,0.88,13.3,7,-8.5,0.132,10,0.1,0.83
,10:41:34,4,3600,4266.8,0.88,13.3,7,-8.5,0.127,10,0,0.83
,10:41:35,4,3600,4267.8,0.88,13.3,7,-8.5,0.122,10,0.1,0.82
