Data file,,RA0.3_PDMS_-8C_003.TSV,,,,,,,,,,
,12:36:58,4,2700,1046.2,1.16,13.3,9,-7.5,0.126,10,0,1.09
,12:36:59,4,2700,1047.2,1.17,13.3,9,-7.5,0.13,10,0,1.09
,12:37:00,4,2700,1048.2,1.17,13.3,9,-7.5,0.13,10,0,1.09
,12:37:01,4,2700,1049.2,1.17,13.3,9,-7.5,0.13,10,0,1.09
,12:37:02,4,2700,1050.2,1.17,13.3,9,-7.5,0.126,10,0,1.09
,12:37:03,4,2700,1051.2,1.17,13.3,9,-7.5,0.123,10,0,1.09
,12:37:04,4,2700,1052.2,1.17,13.3,10,-7.5,0.12,10,0,1.09
,12:37:05,4,2700,1053.2,1.17,13.3,9,-7.5,0.123,10,0,1.09
,12:37:06,4,2700,1054.2,1.16,13.3,9,-7.5,0.123,10,0,1.09
,12:37:07,4,2700,1055.2,1.16,13.3,9,-7.5,0.125,10,0,1.08
,12:37:08,4,2700,1056.2,1.15,13.3,9,-7.5,0.128,10,0,1.08
,12:37:09,4,2700,1057.2,1.15,13.3,9,-7.5,0.132,10,0,1.08
,12:37:10,4,2700,1058.2,1.15,13.3,9,-7.6,0.132,10,0,1.08
,12:37:11,4,2700,1059.2,1.16,13.3,9,-7.6,0.129,10,0,1.08
,12:37:12,4,2700,1060.2,1.16,13.3,9,-7.6,0.129,10,0,1.08
,12:37:13,4,2700,1061.2,1.16,13.3,9,-7.6,0.133,10,0,1.08
,12:37:14,4,2700,1062.2,1.16,13.3,9,-7.6,0.133,10,0,1.08
,12:37:15,4,2700,1063.2,1.16,13.3,9,-7.6,0.129,10,0,1.08
,12:37:16,4,2700,1064.2,1.16,13.3,9,-7.6,0.129,10,0,1.09
,12:37:17,4,2700,1065.2,1.16,13.3,9,-7.6,0.129,10,0,1.09
,12:37:18,4,2700,1066.2,1.16,13.3,9,-7.6,0.129,10,0.1,1.08
,12:37:19,4,2700,1067.2,1.16,13.3,9,-7.6,0.122,10,0,1.08
,12:37:20,4,2700,1068.2,1.16,13.3,9,-7.6,0.122,10,0,1.08
,12:37:21,4,2700,1069.2,1.16,13.3,9,-7.6,0.122,10,0,1.09
,12:37:22,4,2700,1070.2,1.16,13.3,9,-7.6,0.129,10,0,1.08
,12:37:23,4,2700,1071.2,1.16,13.3,9,-7.6,0.129,10,0,1.09
,12:37:24,4,2700,1072.2,1.16,13.3,9,-7.6,0.129,10,0,1.09
,12:37:25,4,2700,1073.2,1.16,13.3,9,-7.6,0.133,10,0,1.08
,12:37:26,4,2700,1074.2,1.16,13.3,9,-7.6,0.133,10,0,1.08
,12:37:27,4,2700,1075.2,1.16,13.3,9,-7.6,0.133,10,0,1.09
,12:37:28,4,2700,1076.2,1.16,13.3,9,-7.6,0.13,10,0,1.09
,12:37:29,4,2700,1077.2,1.17,13.3,9,-7.6,0.13,10,0,1.09
,12:37:30,4,2700,1078.2,1.16,13.3,9,-7.6,0.133,10,0,1.09
,12:37:31,4,2700,1079.2,1.17,13.3,9,-7.6,0.134,10,0,1.09
,12:37:32,4,2700,1080.2,1.17,13.3,9,-7.6,0.134,10,0,1.1
,12:37:33,4,2700,1081.2,1.17,13.3,9,-7.6,0.131,10,0,1.1
,12:37:34,4,2700,1082.2,1.17,13.3,9,-7.6,0.124,10,0,1.1
,12:37:35,4,2700,1083.2,1.17,13.3,9,-7.6,0.123,10,0,1.1
,12:37:36,4,2700,1084.2,1.17,13.3,9,-7.6,0.127,10,0,1.09
,12:37:37,4,2700,1085.2,1.17,13.3,9,-7.6,0.13,10,0,1.1
,12:37:38,4,2700,1086.2,1.17,13.3,9,-7.6,0.13,10,0,1.09
,12:37:39,4,2700,1087.2,1.17,13.3,9,-7.6,0.127,10,0,1.1
,12:37:40,4,2700,1088.2,1.17,13.3,9,-7.6,0.13,10,0,1.1
,12:37:41,4,2700,1089.2,1.17,13.3,9,-7.6,0.13,10,0,1.1
,12:37:42,4,2700,1090.2,1.17,13.3,9,-7.6,0.131,10,0,1.1
,12:37:43,4,2700,1091.2,1.17,13.3,9,-7.6,0.127,10,0,1.1
,12:37:44,4,2700,1092.2,1.17,13.3,9,-7.6,0.124,10,0,1.1
,12:37:45,4,2700,1093.2,1.17,13.3,9,-7.6,0.124,10,0,1.1
,12:37:46,4,2700,1094.2,1.17,13.3,9,-7.6,0.124,10,0,1.1
,12:37:47,4,2700,1095.2,1.17,13.3,9,-7.6,0.127,10,0,1.1
,12:37:48,4,2700,1096.2,1.17,13.3,9,-7.6,0.134,10,0,1.09
,12:37:49,4,2700,1097.2,1.16,13.3,9,-7.6,0.133,10,0,1.09
,12:37:50,4,2700,1098.2,1.16,13.3,9,-7.7,0.133,10,0,1.09
,12:37:51,4,2700,1099.2,1.16,13.3,9,-7.7,0.133,10,0,1.09
,12:37:52,4,2700,1100.2,1.16,13.3,9,-7.7,0.133,10,0,1.09
,12:37:53,4,2700,1101.2,1.16,13.3,9,-7.7,0.133,10,0,1.09
,12:37:54,4,2700,1102.2,1.16,13.3,9,-7.7,0.133,10,0,1.09
,12:37:55,4,2700,1103.2,1.17,13.3,9,-7.7,0.134,10,0,1.09
,12:37:56,4,2700,1104.2,1.17,13.3,9,-7.7,0.13,10,0,1.1
,12:37:57,4,2700,1105.2,1.17,13.3,9,-7.7,0.127,10,0,1.1
,12:37:58,4,2700,1106.2,1.17,13.3,9,-7.7,0.123,10,0,1.1
,12:37:59,4,2700,1107.2,1.17,13.3,9,-7.7,0.123,10,0,1.1
,12:38:00,4,2700,1108.2,1.17,13.3,9,-7.7,0.127,10,0,1.1
,12:38:01,4,2700,1109.2,1.18,13.3,9,-7.7,0.131,10,0,1.1
,12:38:02,4,2700,1110.2,1.18,13.3,9,-7.7,0.131,10,0,1.1
,12:38:03,4,2700,1111.2,1.18,13.3,9,-7.7,0.135,10,0,1.1
,12:38:04,4,2700,1112.2,1.18,13.3,9,-7.7,0.131,10,0,1.1
,12:38:05,4,2700,1113.2,1.17,13.3,9,-7.7,0.131,10,0,1.1
,12:38:06,4,2700,1114.2,1.17,13.3,9,-7.7,0.131,10,0,1.1
,12:38:07,4,2700,1115.2,1.17,13.3,9,-7.7,0.13,10,0,1.1
,12:38:08,4,2700,1116.2,1.17,13.3,9,-7.7,0.13,10,0,1.1
,12:38:09,4,2700,1117.2,1.17,13.3,9,-7.7,0.13,10,0,1.09
,12:38:10,4,2700,1118.2,1.17,13.3,9,-7.7,0.13,10,0,1.09
,12:38:11,4,2700,1119.2,1.17,13.3,9,-7.7,0.127,10,0,1.09
,12:38:12,4,2700,1120.2,1.17,13.3,9,-7.7,0.123,10,0,1.09
,12:38:13,4,2700,1121.2,1.17,13.3,9,-7.7,0.123,10,0,1.1
,12:38:14,4,2700,1122.2,1.17,13.3,9,-7.7,0.127,10,0,1.1
,12:38:15,4,2700,1123.2,1.17,13.3,9,-7.7,0.13,10,0,1.09
,12:38:16,4,2700,1124.2,1.16,13.3,9,-7.7,0.13,10,0,1.09
,12:38:17,4,2700,1125.2,1.16,13.3,9,-7.7,0.129,10,0,1.08
,12:38:18,4,2700,1126.2,1.15,13.3,9,-7.7,0.128,10,0,1.08
,12:38:19,4,2700,1127.2,1.15,13.3,9,-7.7,0.132,10,0,1.08
,12:38:20,4,2700,1128.2,1.16,13.3,9,-7.7,0.133,10,0,1.08
,12:38:21,4,2700,1129.2,1.16,13.3,9,-7.7,0.133,10,0,1.08
,12:38:22,4,2700,1130.2,1.16,13.3,9,-7.7,0.129,10,0,1.09
,12:38:23,4,2700,1131.2,1.17,13.3,9,-7.7,0.13,10,0,1.09
,12:38:24,4,2700,1132.2,1.17,13.3,9,-7.7,0.126,10,0,1.09
,12:38:25,4,2700,1133.2,1.16,13.3,9,-7.7,0.126,10,0,1.09
,12:38:26,4,2700,1134.2,1.16,13.3,9,-7.7,0.122,10,0,1.08
,12:38:27,4,2700,1135.2,1.16,13.3,9,-7.7,0.122,10,0,1.08
,12:38:28,4,2700,1136.2,1.16,13.3,9,-7.7,0.122,10,0,1.09
,12:38:29,4,2700,1137.2,1.16,13.3,9,-7.7,0.126,10,0,1.09
,12:38:30,4,2700,1138.2,1.16,13.3,9,-7.7,0.129,10,0,1.09
,12:38:31,4,2700,1139.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:38:32,4,2700,1140.2,1.15,13.3,8,-7.7,0.136,10,0,1.08
,12:38:33,4,2700,1141.2,1.16,13.3,8,-7.7,0.137,10,0,1.08
,12:38:34,4,2700,1142.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:38:35,4,2700,1143.2,1.17,13.3,9,-7.8,0.13,10,0,1.09
,12:38:36,4,2700,1144.2,1.17,13.3,9,-7.8,0.13,10,0,1.09
,12:38:37,4,2700,1145.2,1.17,13.3,9,-7.8,0.127,10,0,1.09
,12:38:38,4,2700,1146.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:38:39,4,2700,1147.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:38:40,4,2700,1148.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:38:41,4,2700,1149.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:38:42,4,2700,1150.2,1.16,13.3,9,-7.8,0.126,10,0,1.09
,12:38:43,4,2700,1151.2,1.16,13.3,9,-7.8,0.123,10,0,1.09
,12:38:44,4,2700,1152.2,1.17,13.3,9,-7.8,0.123,10,0,1.09
,12:38:45,4,2700,1153.2,1.16,13.3,9,-7.8,0.126,10,0,1.09
,12:38:46,4,2700,1154.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:38:47,4,2700,1155.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:38:48,4,2700,1156.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:38:49,4,2700,1157.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:38:50,4,2700,1158.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:38:51,4,2700,1159.2,1.15,13.3,9,-7.8,0.125,10,0,1.08
,12:38:52,4,2700,1160.2,1.15,13.3,9,-7.8,0.125,10,0,1.08
,12:38:53,4,2700,1161.2,1.16,13.3,9,-7.8,0.125,10,0,1.08
,12:38:54,4,2700,1162.2,1.16,13.3,9,-7.8,0.122,10,0,1.08
,12:38:55,4,2700,1163.2,1.16,13.3,10,-7.8,0.119,10,0,1.08
,12:38:56,4,2700,1164.2,1.15,13.3,9,-7.8,0.121,10,0,1.08
,12:38:57,4,2700,1165.2,1.15,13.3,9,-7.8,0.125,10,0,1.08
,12:38:58,4,2700,1166.2,1.15,13.3,9,-7.8,0.132,10,0,1.08
,12:38:59,4,2700,1167.2,1.15,13.3,8,-7.8,0.136,10,0,1.08
,12:39:00,4,2700,1168.2,1.15,13.3,8,-7.8,0.136,10,0,1.08
,12:39:01,4,2700,1169.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:39:02,4,2700,1170.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:39:03,4,2700,1171.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:39:04,4,2700,1172.2,1.16,13.3,9,-7.8,0.13,10,0,1.09
,12:39:05,4,2700,1173.2,1.16,13.3,9,-7.8,0.126,10,0,1.09
,12:39:06,4,2700,1174.2,1.16,13.3,9,-7.8,0.122,10,0,1.09
,12:39:07,4,2700,1175.2,1.16,13.3,9,-7.8,0.122,10,0,1.09
,12:39:08,4,2700,1176.2,1.16,13.3,9,-7.8,0.129,10,0,1.08
,12:39:09,4,2700,1177.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:39:10,4,2700,1178.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:39:11,4,2700,1179.2,1.16,13.3,9,-7.8,0.133,10,0,1.08
,12:39:12,4,2700,1180.2,1.16,13.3,9,-7.9,0.133,10,0,1.08
,12:39:13,4,2700,1181.2,1.16,13.3,9,-7.9,0.133,10,0,1.09
,12:39:14,4,2700,1182.2,1.16,13.3,9,-7.9,0.133,10,0,1.08
,12:39:15,4,2700,1183.2,1.16,13.3,9,-7.9,0.133,10,0,1.08
,12:39:16,4,2700,1184.2,1.16,13.3,9,-7.9,0.133,10,0,1.08
,12:39:17,4,2700,1185.2,1.16,13.3,9,-7.9,0.126,10,0,1.09
,12:39:18,4,2700,1186.2,1.16,13.3,9,-7.9,0.122,10,0,1.09
,12:39:19,4,2700,1187.2,1.16,13.3,9,-7.9,0.123,10,0,1.09
,12:39:20,4,2700,1188.2,1.16,13.3,9,-7.9,0.122,10,0,1.09
,12:39:21,4,2700,1189.2,1.16,13.3,9,-7.9,0.125,10,0,1.08
,12:39:22,4,2700,1190.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:23,4,2700,1191.2,1.15,13.3,9,-7.9,0.132,10,0,1.08
,12:39:24,4,2700,1192.2,1.15,13.3,9,-7.9,0.132,10,0,1.07
,12:39:25,4,2700,1193.2,1.15,13.3,9,-7.9,0.132,10,0,1.08
,12:39:26,4,2700,1194.2,1.15,13.3,9,-7.9,0.128,10,0,1.08
,12:39:27,4,2700,1195.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:28,4,2700,1196.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:29,4,2700,1197.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:30,4,2700,1198.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:31,4,2700,1199.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:32,4,2700,1200.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:33,4,2700,1201.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:34,4,2700,1202.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:35,4,2700,1203.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:36,4,2700,1204.2,1.16,13.3,9,-7.9,0.126,10,0,1.09
,12:39:37,4,2700,1205.2,1.16,13.3,9,-7.9,0.126,10,0,1.09
,12:39:38,4,2700,1206.2,1.16,13.3,9,-7.9,0.122,10,0,1.09
,12:39:39,4,2700,1207.2,1.16,13.3,9,-7.9,0.122,10,0,1.09
,12:39:40,4,2700,1208.2,1.16,13.3,9,-7.9,0.122,10,0,1.09
,12:39:41,4,2700,1209.2,1.16,13.3,9,-7.9,0.125,10,0,1.08
,12:39:42,4,2700,1210.2,1.16,13.3,9,-7.9,0.129,10,0,1.08
,12:39:43,4,2700,1211.2,1.15,13.3,9,-7.9,0.132,10,0,1.08
,12:39:44,4,2700,1212.2,1.16,13.3,9,-7.9,0.133,10,0,1.08
,12:39:45,4,2700,1213.2,1.16,13.3,9,-7.9,0.133,10,0,1.09
,12:39:46,4,2700,1214.2,1.16,13.3,9,-7.9,0.13,10,0,1.09
,12:39:47,4,2700,1215.2,1.16,13.3,9,-7.9,0.13,10,0,1.09
,12:39:48,4,2700,1216.2,1.16,13.3,9,-7.9,0.129,10,0,1.09
,12:39:49,4,2700,1217.2,1.16,13.3,9,-7.9,0.129,10,0,1.09
,12:39:50,4,2700,1218.2,1.16,13.3,9,-7.9,0.13,10,0,1.09
,12:39:51,4,2700,1219.2,1.16,13.3,9,-7.9,0.13,10,0,1.09
,12:39:52,4,2700,1220.2,1.16,13.3,9,-8,0.133,10,0,1.09
,12:39:53,4,2700,1221.2,1.16,13.3,9,-8,0.126,10,0,1.08
,12:39:54,4,2700,1222.2,1.16,13.3,9,-8,0.122,10,0,1.08
,12:39:55,4,2700,1223.2,1.16,13.3,9,-8,0.122,10,0,1.08
,12:39:56,4,2700,1224.2,1.16,13.3,9,-8,0.129,10,0,1.08
,12:39:57,4,2700,1225.2,1.15,13.3,9,-8,0.128,10,0,1.08
,12:39:58,4,2700,1226.2,1.15,13.3,9,-8,0.128,10,0,1.08
,12:39:59,4,2700,1227.2,1.15,13.3,9,-8,0.132,10,0,1.08
,12:40:00,4,2700,1228.2,1.16,13.3,9,-8,0.133,10,0,1.08
,12:40:01,4,2700,1229.2,1.16,13.3,9,-8,0.129,10,0,1.09
,12:40:02,4,2700,1230.2,1.16,13.3,9,-8,0.129,10,0,1.09
,12:40:03,4,2700,1231.2,1.16,13.3,9,-8,0.133,10,0,1.09
,12:40:04,4,2700,1232.2,1.16,13.3,9,-8,0.133,10,0,1.09
,12:40:05,4,2700,1233.2,1.17,13.3,9,-8,0.13,10,0,1.09
,12:40:06,4,2700,1234.2,1.17,13.3,9,-8,0.13,10,0,1.09
,12:40:07,4,2700,1235.2,1.17,13.3,9,-8,0.13,10,0,1.09
,12:40:08,4,2700,1236.2,1.17,13.3,9,-8,0.13,10,0,1.1
,12:40:09,4,2700,1237.2,1.17,13.3,9,-8,0.127,10,0,1.1
,12:40:10,4,2700,1238.2,1.17,13.3,9,-8,0.127,10,0,1.1
,12:40:11,4,2700,1239.2,1.17,13.3,9,-8,0.127,10,0,1.1
,12:40:12,4,2700,1240.2,1.17,13.3,9,-8,0.127,10,0,1.1
,12:40:13,4,2700,1241.2,1.17,13.3,9,-8,0.124,10,0,1.1
,12:40:14,4,2700,1242.2,1.17,13.3,10,-8,0.12,10,0,1.1
,12:40:15,4,2700,1243.2,1.17,13.3,9,-8,0.124,10,0,1.1
,12:40:16,4,2700,1244.2,1.17,13.3,9,-8,0.126,10,0,1.09
,12:40:17,4,2700,1245.2,1.16,13.3,9,-8,0.126,10,0,1.09
,12:40:18,4,2700,1246.2,1.16,13.3,9,-8,0.129,10,0,1.08
,12:40:19,4,2700,1247.2,1.16,13.3,9,-8,0.133,10,0,1.08
,12:40:20,4,2700,1248.2,1.16,13.3,9,-8.1,0.133,10,0,1.08
,12:40:21,4,2700,1249.2,1.16,13.3,9,-8.1,0.133,10,0,1.08
,12:40:22,4,2700,1250.2,1.16,13.3,9,-8.1,0.133,10,0,1.09
,12:40:23,4,2700,1251.2,1.16,13.3,9,-8.1,0.13,10,0,1.09
,12:40:24,4,2700,1252.2,1.17,13.3,9,-8.1,0.13,10,0.1,1.09
,12:40:25,4,2700,1253.2,1.17,13.3,9,-8.1,0.126,10,0,1.09
,12:40:26,4,2700,1254.2,1.16,13.3,9,-8.1,0.126,10,0,1.09
,12:40:27,4,2700,1255.2,1.16,13.3,9,-8.1,0.129,10,0,1.08
,12:40:28,4,2700,1256.2,1.16,13.3,9,-8.1,0.129,10,0,1.08
,12:40:29,4,2700,1257.2,1.16,13.3,9,-8.1,0.133,10,0,1.08
,12:40:30,4,2700,1258.2,1.16,13.3,9,-8.1,0.133,10,0,1.08
,12:40:31,4,2700,1259.2,1.16,13.3,9,-8.1,0.129,10,0,1.09
,12:40:32,4,2700,1260.2,1.16,13.3,9,-8.1,0.126,10,0,1.09
,12:40:33,4,2700,1261.2,1.16,13.3,10,-8.1,0.119,10,0,1.09
,12:40:34,4,2700,1262.2,1.16,13.3,9,-8.1,0.123,10,0,1.09
,12:40:35,4,2700,1263.2,1.16,13.3,9,-8.1,0.122,10,0,1.09
,12:40:36,4,2700,1264.2,1.16,13.3,9,-8.1,0.125,10,0,1.08
,12:40:37,4,2700,1265.2,1.15,13.3,9,-8.1,0.121,10,0,1.08
,12:40:38,4,2700,1266.2,1.15,13.3,9,-8.1,0.124,10,0,1.07
,12:40:39,4,2700,1267.2,1.14,13.3,9,-8.1,0.121,10,0,1.07
,12:40:40,4,2700,1268.2,1.14,13.3,9,-8.1,0.124,10,0,1.07
,12:40:41,4,2700,1269.2,1.14,13.3,9,-8.1,0.123,10,0,1.07
,12:40:42,4,2700,1270.2,1.13,13.3,9,-8.1,0.126,10,0,1.06
,12:40:43,4,2700,1271.2,1.13,13.3,9,-8.1,0.126,10,0,1.06
,12:40:44,4,2700,1272.2,1.13,13.3,9,-8.1,0.126,10,0,1.06
,12:40:45,4,2700,1273.2,1.13,13.3,9,-8.1,0.13,10,0,1.06
,12:40:46,4,2700,1274.2,1.13,13.3,9,-8.1,0.13,10,0,1.06
,12:40:47,4,2700,1275.2,1.13,13.3,8,-8.1,0.134,10,0,1.06
,12:40:48,4,2700,1276.2,1.14,13.3,9,-8.1,0.131,10,0,1.07
,12:40:49,4,2700,1277.2,1.14,13.3,8,-8.1,0.135,10,0,1.07
,12:40:50,4,2700,1278.2,1.15,13.3,9,-8.1,0.132,10,0,1.07
,12:40:51,4,2700,1279.2,1.15,13.3,9,-8.1,0.128,10,0,1.08
,12:40:52,4,2700,1280.2,1.16,13.3,9,-8.1,0.125,10,0,1.08
,12:40:53,4,2700,1281.2,1.16,13.3,9,-8.1,0.122,10,0,1.08
,12:40:54,4,2700,1282.2,1.15,13.3,9,-8.1,0.121,10,0,1.08
,12:40:55,4,2700,1283.2,1.15,13.3,9,-8.1,0.121,10,0,1.08
,12:40:56,4,2700,1284.2,1.15,13.3,9,-8.2,0.128,10,0,1.07
,12:40:57,4,2700,1285.2,1.15,13.3,9,-8.2,0.128,10,0,1.07
,12:40:58,4,2700,1286.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:40:59,4,2700,1287.2,1.15,13.3,8,-8.2,0.136,10,0.1,1.08
,12:41:00,4,2700,1288.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:01,4,2700,1289.2,1.16,13.3,9,-8.2,0.129,10,0,1.08
,12:41:02,4,2700,1290.2,1.16,13.3,9,-8.2,0.129,10,0,1.08
,12:41:03,4,2700,1291.2,1.16,13.3,9,-8.2,0.125,10,0,1.08
,12:41:04,4,2700,1292.2,1.15,13.3,9,-8.2,0.128,10,0,1.08
,12:41:05,4,2700,1293.2,1.15,13.3,9,-8.2,0.128,10,0,1.08
,12:41:06,4,2700,1294.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:07,4,2700,1295.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:08,4,2700,1296.2,1.16,13.3,9,-8.2,0.129,10,0,1.08
,12:41:09,4,2700,1297.2,1.16,13.3,9,-8.2,0.126,10,0,1.09
,12:41:10,4,2700,1298.2,1.16,13.3,9,-8.2,0.122,10,0,1.09
,12:41:11,4,2700,1299.2,1.16,13.3,9,-8.2,0.125,10,0,1.08
,12:41:12,4,2700,1300.2,1.15,13.3,9,-8.2,0.128,10,0,1.08
,12:41:13,4,2700,1301.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:14,4,2700,1302.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:15,4,2700,1303.2,1.15,13.3,9,-8.2,0.132,10,0,1.08
,12:41:16,4,2700,1304.2,1.16,13.3,9,-8.2,0.133,10,0,1.08
,12:41:17,4,2700,1305.2,1.16,13.3,9,-8.2,0.133,10,0,1.09
,12:41:18,4,2700,1306.2,1.16,13.3,9,-8.2,0.133,10,0,1.09
,12:41:19,4,2700,1307.2,1.16,13.3,9,-8.2,0.13,10,0,1.09
,12:41:20,4,2700,1308.2,1.17,13.3,9,-8.2,0.13,10,0,1.09
,12:41:21,4,2700,1309.2,1.17,13.3,9,-8.2,0.13,10,0,1.09
,12:41:22,4,2700,1310.2,1.17,13.3,9,-8.2,0.13,10,0,1.09
,12:41:23,4,2700,1311.2,1.16,13.3,9,-8.2,0.13,10,0,1.09
,12:41:24,4,2700,1312.2,1.16,13.3,9,-8.2,0.126,10,0.1,1.09
,12:41:25,4,2700,1313.2,1.16,13.3,9,-8.2,0.126,10,0,1.09
,12:41:26,4,2700,1314.2,1.16,13.3,9,-8.2,0.13,10,0,1.09
,12:41:27,4,2700,1315.2,1.16,13.3,9,-8.2,0.13,10,0,1.09
,12:41:28,4,2700,1316.2,1.16,13.3,9,-8.2,0.13,10,0,1.09
,12:41:29,4,2700,1317.2,1.17,13.3,9,-8.2,0.13,10,0,1.09
,12:41:30,4,2700,1318.2,1.17,13.3,9,-8.2,0.13,10,0,1.09
,12:41:31,4,2700,1319.2,1.17,13.3,9,-8.2,0.127,10,0,1.09
,12:41:32,4,2700,1320.2,1.17,13.3,9,-8.2,0.123,10,0,1.09
,12:41:33,4,2700,1321.2,1.17,13.3,10,-8.2,0.12,10,0,1.09
,12:41:34,4,2700,1322.2,1.16,13.3,10,-8.2,0.119,10,0,1.09
,12:41:35,4,2700,1323.2,1.16,13.3,9,-8.2,0.122,10,0,1.08
,12:41:36,4,2700,1324.2,1.15,13.3,9,-8.2,0.125,10,0,1.08
,12:41:37,4,2700,1325.2,1.15,13.3,9,-8.2,0.124,10,0,1.07
,12:41:38,4,2700,1326.2,1.14,13.3,9,-8.2,0.124,10,0,1.07
,12:41:39,4,2700,1327.2,1.15,13.3,9,-8.2,0.124,10,0,1.07
,12:41:40,4,2700,1328.2,1.15,13.3,9,-8.2,0.128,10,0,1.08
,12:41:41,4,2700,1329.2,1.15,13.3,9,-8.2,0.128,10,0,1.08
,12:41:42,4,2700,1330.2,1.15,13.3,9,-8.3,0.124,10,0,1.07
,12:41:43,4,2700,1331.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:41:44,4,2700,1332.2,1.15,13.3,9,-8.3,0.128,10,0,1.08
,12:41:45,4,2700,1333.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:41:46,4,2700,1334.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:41:47,4,2700,1335.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:48,4,2700,1336.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:49,4,2700,1337.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:50,4,2700,1338.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:51,4,2700,1339.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:52,4,2700,1340.2,1.14,13.3,9,-8.3,0.127,10,0,1.07
,12:41:53,4,2700,1341.2,1.14,13.3,9,-8.3,0.124,10,0,1.07
,12:41:54,4,2700,1342.2,1.14,13.3,9,-8.3,0.124,10,0,1.07
,12:41:55,4,2700,1343.2,1.14,13.3,9,-8.3,0.124,10,0,1.07
,12:41:56,4,2700,1344.2,1.14,13.3,9,-8.3,0.124,10,0,1.07
,12:41:57,4,2700,1345.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:58,4,2700,1346.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:41:59,4,2700,1347.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:00,4,2700,1348.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:01,4,2700,1349.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:42:02,4,2700,1350.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:42:03,4,2700,1351.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:04,4,2700,1352.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:05,4,2700,1353.2,1.14,13.3,9,-8.3,0.128,10,0,1.07
,12:42:06,4,2700,1354.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:42:07,4,2700,1355.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:42:08,4,2700,1356.2,1.14,13.3,9,-8.3,0.127,10,0,1.07
,12:42:09,4,2700,1357.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:10,4,2700,1358.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:11,4,2700,1359.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:12,4,2700,1360.2,1.14,13.3,9,-8.3,0.131,10,0,1.07
,12:42:13,4,2700,1361.2,1.15,13.3,9,-8.3,0.128,10,0,1.07
,12:42:14,4,2700,1362.2,1.15,13.3,9,-8.3,0.132,10,0,1.08
,12:42:15,4,2700,1363.2,1.15,13.3,9,-8.3,0.132,10,0,1.08
