Data file,,RA0.3_PAO_12C_001_1HOUR.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,16/03/2016,,,,,,,,,,
Lubricant,,PAO68,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:45:13 on 16/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:39:17,4,3600,3243.9,1.12,13.3,9,13,0.118,10,0.3,1.01
,11:39:18,4,3600,3244.9,1.11,13.3,9,13.1,0.117,10,0.3,1
,11:39:19,4,3600,3245.9,1.11,13.3,9,13.1,0.121,10,0.3,1
,11:39:20,4,3600,3246.9,1.12,13.3,9,13.1,0.124,10,0.3,1.01
,11:39:21,4,3600,3247.9,1.13,13.3,9,13.1,0.13,10,0.3,1.02
,11:39:22,4,3600,3248.9,1.14,13.3,9,13.1,0.126,10,0.3,1.02
,11:39:23,4,3600,3249.9,1.13,13.3,9,13.1,0.126,10,0.3,1.02
,11:39:24,4,3600,3250.9,1.11,13.3,9,13.1,0.124,10,0.3,1
,11:39:25,4,3600,3251.9,1.11,13.3,9,13.1,0.123,10,0.3,1
,11:39:26,4,3600,3252.9,1.11,13.3,9,13.1,0.123,10,0.3,1
,11:39:27,4,3600,3253.9,1.1,13.3,9,13.1,0.123,10,0.3,0.99
,11:39:28,4,3600,3254.9,1.1,13.3,9,13.1,0.123,10,0.3,0.99
,11:39:29,4,3600,3255.9,1.1,13.3,9,13.2,0.123,10,0.3,0.99
,11:39:30,4,3600,3256.9,1.11,13.3,9,13.2,0.124,10,0.3,1
,11:39:31,4,3600,3257.9,1.11,13.3,9,13.2,0.124,10,0.3,1
,11:39:32,4,3600,3258.9,1.11,13.3,9,13.2,0.117,10,0.3,1
,11:39:33,4,3600,3259.9,1.11,13.3,9,13.2,0.117,10,0.3,1
,11:39:34,4,3600,3260.9,1.1,13.3,9,13.2,0.12,10,0.3,0.99
,11:39:35,4,3600,3261.9,1.1,13.3,9,13.2,0.126,10,0.3,0.99
,11:39:36,4,3600,3262.9,1.1,13.3,9,13.2,0.123,10,0.3,0.99
,11:39:37,4,3600,3263.9,1.1,13.3,9,13.2,0.123,10,0.3,0.99
,11:39:38,4,3600,3264.9,1.1,13.3,9,13.2,0.123,10,0.3,0.99
,11:39:39,4,3600,3265.9,1.1,13.3,9,13.2,0.123,10,0.3,0.99
,11:39:40,4,3600,3266.9,1.1,13.3,9,13.2,0.126,10,0.3,0.99
,11:39:41,4,3600,3267.9,1.1,13.3,9,13.2,0.122,10,0.3,0.99
,11:39:42,4,3600,3268.9,1.09,13.3,9,13.2,0.122,10,0.3,0.99
,11:39:43,4,3600,3269.9,1.1,13.3,9,13.2,0.119,10,0.3,0.99
,11:39:44,4,3600,3270.9,1.1,13.3,9,13.3,0.116,10,0.3,0.99
,11:39:45,4,3600,3271.9,1.1,13.3,9,13.3,0.123,10,0.3,0.99
,11:39:46,4,3600,3272.9,1.1,13.3,9,13.3,0.122,10,0.3,0.99
,11:39:47,4,3600,3273.9,1.09,13.3,9,13.3,0.121,10,0.3,0.98
,11:39:48,4,3600,3274.9,1.09,13.3,9,13.3,0.125,10,0.3,0.98
,11:39:49,4,3600,3275.9,1.08,13.3,9,13.3,0.124,10,0.3,0.98
,11:39:50,4,3600,3276.9,1.09,13.3,9,13.3,0.122,10,0.3,0.99
,11:39:51,4,3600,3277.9,1.1,13.3,9,13.3,0.119,10,0.3,0.99
,11:39:52,4,3600,3278.9,1.11,13.3,9,13.3,0.123,10,0.3,1
,11:39:53,4,3600,3279.9,1.11,13.3,9,13.3,0.127,10,0.3,1
,11:39:54,4,3600,3280.9,1.11,13.3,9,13.3,0.127,10,0.3,1
,11:39:55,4,3600,3281.9,1.11,13.3,9,13.3,0.124,10,0.3,1
,11:39:56,4,3600,3282.9,1.11,13.3,9,13.3,0.117,10,0.3,1
,11:39:57,4,3600,3283.9,1.1,13.3,9,13.3,0.116,10,0.3,0.99
,11:39:58,4,3600,3284.9,1.09,13.3,9,13.3,0.122,10,0.3,0.99
,11:39:59,4,3600,3285.9,1.08,13.3,9,13.3,0.124,10,0.3,0.98
,11:40:00,4,3600,3286.9,1.09,13.3,9,13.3,0.125,10,0.3,0.98
,11:40:01,4,3600,3287.9,1.1,13.3,9,13.3,0.122,10,0.3,0.99
,11:40:02,4,3600,3288.9,1.1,13.3,9,13.3,0.122,10,0.3,0.99
,11:40:03,4,3600,3289.9,1.1,13.3,9,13.3,0.123,10,0.3,0.99
,11:40:04,4,3600,3290.9,1.1,13.3,9,13.3,0.119,10,0.3,0.99
,11:40:05,4,3600,3291.9,1.1,13.3,9,13.4,0.116,10,0.3,0.99
,11:40:06,4,3600,3292.9,1.1,13.3,9,13.4,0.119,10,0.3,0.99
,11:40:07,4,3600,3293.9,1.1,13.3,9,13.4,0.123,10,0.3,0.99
,11:40:08,4,3600,3294.9,1.1,13.3,9,13.4,0.126,10,0.3,0.99
,11:40:09,4,3600,3295.9,1.1,13.3,9,13.4,0.126,10,0.3,0.99
,11:40:10,4,3600,3296.9,1.1,13.3,9,13.4,0.127,10,0.3,1
,11:40:11,4,3600,3297.9,1.1,13.3,9,13.4,0.12,10,0.3,0.99
,11:40:12,4,3600,3298.9,1.1,13.3,9,13.4,0.119,10,0.3,0.99
,11:40:13,4,3600,3299.9,1.09,13.3,9,13.4,0.115,10,0.3,0.99
,11:40:14,4,3600,3300.9,1.09,13.3,9,13.4,0.118,10,0.3,0.99
,11:40:15,4,3600,3301.9,1.09,13.3,9,13.4,0.122,10,0.3,0.99
,11:40:16,4,3600,3302.9,1.1,13.3,9,13.4,0.122,10,0.3,0.99
,11:40:17,4,3600,3303.9,1.1,13.3,9,13.4,0.127,10,0.3,1
,11:40:18,4,3600,3304.9,1.11,13.3,9,13.4,0.127,10,0.3,1
,11:40:19,4,3600,3305.9,1.11,13.3,9,13.4,0.124,10,0.3,1
,11:40:20,4,3600,3306.9,1.11,13.3,9,13.4,0.12,10,0.3,1
,11:40:21,4,3600,3307.9,1.11,13.3,9,13.4,0.117,10,0.3,1
,11:40:22,4,3600,3308.9,1.11,13.3,9,13.4,0.124,10,0.3,1
,11:40:23,4,3600,3309.9,1.12,13.3,9,13.4,0.124,10,0.3,1.01
,11:40:24,4,3600,3310.9,1.12,13.3,9,13.4,0.124,10,0.3,1.01
,11:40:25,4,3600,3311.9,1.11,13.3,9,13.4,0.124,10,0.3,1
,11:40:26,4,3600,3312.9,1.11,13.3,8,13.4,0.131,10,0.3,1
,11:40:27,4,3600,3313.9,1.11,13.3,8,13.4,0.131,10,0.3,1
,11:40:28,4,3600,3314.9,1.12,13.3,9,13.4,0.125,10,0.3,1.01
,11:40:29,4,3600,3315.9,1.13,13.3,9,13.4,0.122,10,0.3,1.02
,11:40:30,4,3600,3316.9,1.12,13.3,9,13.4,0.122,10,0.3,1.01
,11:40:31,4,3600,3317.9,1.11,13.3,9,13.4,0.12,10,0.3,1
,11:40:32,4,3600,3318.9,1.09,13.3,9,13.4,0.122,10,0.3,0.99
,11:40:33,4,3600,3319.9,1.09,13.3,9,13.4,0.121,10,0.3,0.98
,11:40:34,4,3600,3320.9,1.08,13.3,9,13.4,0.121,10,0.3,0.98
,11:40:35,4,3600,3321.9,1.09,13.3,9,13.4,0.121,10,0.3,0.98
,11:40:36,4,3600,3322.9,1.09,13.3,9,13.4,0.118,10,0.3,0.98
,11:40:37,4,3600,3323.9,1.09,13.3,9,13.4,0.118,10,0.3,0.99
,11:40:38,4,3600,3324.9,1.08,13.3,9,13.4,0.117,10,0.3,0.98
,11:40:39,4,3600,3325.9,1.08,13.3,9,13.4,0.12,10,0.3,0.97
,11:40:40,4,3600,3326.9,1.07,13.3,9,13.4,0.12,10,0.3,0.97
,11:40:41,4,3600,3327.9,1.07,13.3,9,13.3,0.12,10,0.3,0.97
,11:40:42,4,3600,3328.9,1.08,13.3,9,13.3,0.12,10,0.3,0.97
,11:40:43,4,3600,3329.9,1.08,13.3,9,13.3,0.114,10,0.3,0.98
,11:40:44,4,3600,3330.9,1.1,13.3,9,13.3,0.119,10,0.3,0.99
,11:40:45,4,3600,3331.9,1.11,13.3,9,13.3,0.123,10,0.3,1
,11:40:46,4,3600,3332.9,1.11,13.3,9,13.3,0.127,10,0.3,1
,11:40:47,4,3600,3333.9,1.11,13.3,9,13.3,0.124,10,0.3,1
,11:40:48,4,3600,3334.9,1.1,13.3,9,13.3,0.126,10,0.3,0.99
,11:40:49,4,3600,3335.9,1.1,13.3,9,13.3,0.126,10,0.3,0.99
,11:40:50,4,3600,3336.9,1.1,13.3,9,13.3,0.123,10,0.3,0.99
,11:40:51,4,3600,3337.9,1.11,13.3,9,13.3,0.12,10,0.3,1
,11:40:52,4,3600,3338.9,1.1,13.3,9,13.3,0.119,10,0.3,0.99
,11:40:53,4,3600,3339.9,1.08,13.3,9,13.3,0.12,10,0.3,0.97
,11:40:54,4,3600,3340.9,1.08,13.3,9,13.3,0.123,10,0.3,0.97
,11:40:55,4,3600,3341.9,1.09,13.3,9,13.3,0.125,10,0.3,0.98
,11:40:56,4,3600,3342.9,1.12,13.3,9,13.3,0.121,10,0.3,1.01
,11:40:57,4,3600,3343.9,1.13,13.3,9,13.3,0.123,10,0.3,1.02
,11:40:58,4,3600,3344.9,1.14,13.3,9,13.3,0.123,10,0.3,1.02
,11:40:59,4,3600,3345.9,1.13,13.3,9,13.3,0.13,10,0.3,1.02
,11:41:00,4,3600,3346.9,1.13,13.3,9,13.3,0.126,10,0.3,1.02
,11:41:01,4,3600,3347.9,1.13,13.3,9,13.3,0.126,10,0.3,1.02
,11:41:02,4,3600,3348.9,1.12,13.3,9,13.3,0.125,10,0.3,1.01
,11:41:03,4,3600,3349.9,1.12,13.3,9,13.3,0.121,10,0.3,1.01
,11:41:04,4,3600,3350.9,1.11,13.3,9,13.3,0.12,10,0.3,1
,11:41:05,4,3600,3351.9,1.1,13.3,9,13.3,0.119,10,0.3,0.99
,11:41:06,4,3600,3352.9,1.09,13.3,9,13.2,0.118,10,0.3,0.98
,11:41:07,4,3600,3353.9,1.08,13.3,9,13.2,0.121,10,0.3,0.98
,11:41:08,4,3600,3354.9,1.08,13.3,9,13.2,0.121,10,0.3,0.98
,11:41:09,4,3600,3355.9,1.08,13.3,9,13.2,0.124,10,0.3,0.98
,11:41:10,4,3600,3356.9,1.09,13.3,9,13.2,0.121,10,0.3,0.98
,11:41:11,4,3600,3357.9,1.1,13.3,9,13.2,0.119,10,0.3,0.99
,11:41:12,4,3600,3358.9,1.11,13.3,9,13.2,0.12,10,0.3,1
,11:41:13,4,3600,3359.9,1.12,13.3,9,13.2,0.121,10,0.3,1.01
,11:41:14,4,3600,3360.9,1.12,13.3,9,13.2,0.124,10,0.3,1.01
,11:41:15,4,3600,3361.9,1.12,13.3,9,13.2,0.124,10,0.3,1.01
,11:41:16,4,3600,3362.9,1.12,13.3,9,13.2,0.124,10,0.3,1.01
,11:41:17,4,3600,3363.9,1.12,13.3,9,13.2,0.125,10,0.3,1.01
,11:41:18,4,3600,3364.9,1.13,13.3,9,13.2,0.126,10,0.3,1.02
,11:41:19,4,3600,3365.9,1.12,13.3,9,13.2,0.122,10,0.3,1.01
,11:41:20,4,3600,3366.9,1.12,13.3,9,13.2,0.118,10,0.3,1.01
,11:41:21,4,3600,3367.9,1.11,13.3,9,13.2,0.121,10,0.3,1
,11:41:22,4,3600,3368.9,1.12,13.3,9,13.2,0.128,10,0.3,1.01
,11:41:23,4,3600,3369.9,1.12,13.3,9,13.1,0.128,10,0.3,1.01
,11:41:24,4,3600,3370.9,1.12,13.3,9,13.1,0.129,10,0.3,1.01
,11:41:25,4,3600,3371.9,1.12,13.3,9,13.1,0.122,10,0.3,1.01
,11:41:26,4,3600,3372.9,1.12,13.3,9,13.1,0.119,10,0.3,1.01
,11:41:27,4,3600,3373.9,1.11,13.3,9,13.1,0.12,10,0.3,1
,11:41:28,4,3600,3374.9,1.11,13.3,9,13.1,0.124,10,0.3,1
,11:41:29,4,3600,3375.9,1.11,13.3,9,13.1,0.127,10,0.3,1
,11:41:30,4,3600,3376.9,1.11,13.3,9,13.1,0.127,10,0.3,1
,11:41:31,4,3600,3377.9,1.11,13.3,9,13.1,0.127,10,0.3,0.99
,11:41:32,4,3600,3378.9,1.1,13.3,9,13.1,0.127,10,0.3,0.99
,11:41:33,4,3600,3379.9,1.1,13.3,9,13.1,0.127,10,0.3,1
,11:41:34,4,3600,3380.9,1.11,13.3,9,13.1,0.124,10,0.3,1
,11:41:35,4,3600,3381.9,1.1,13.3,9,13.1,0.12,10,0.3,0.99
,11:41:36,4,3600,3382.9,1.1,13.3,9,13.1,0.116,10,0.3,0.99
,11:41:37,4,3600,3383.9,1.08,13.3,9,13.1,0.117,10,0.3,0.98
,11:41:38,4,3600,3384.9,1.08,13.3,9,13,0.12,10,0.3,0.97
,11:41:39,4,3600,3385.9,1.07,13.3,9,13,0.12,10,0.3,0.97
,11:41:40,4,3600,3386.9,1.09,13.3,9,13,0.121,10,0.3,0.99
,11:41:41,4,3600,3387.9,1.11,13.3,9,13,0.127,10,0.3,1
,11:41:42,4,3600,3388.9,1.12,13.3,9,13,0.124,10,0.3,1.01
,11:41:43,4,3600,3389.9,1.11,13.3,9,13,0.12,10,0.3,1
,11:41:44,4,3600,3390.9,1.09,13.3,9,13,0.115,10,0.3,0.99
,11:41:45,4,3600,3391.9,1.08,13.3,9,13,0.12,10,0.3,0.97
,11:41:46,4,3600,3392.9,1.08,13.3,9,13,0.123,10,0.3,0.97
,11:41:47,4,3600,3393.9,1.07,13.3,9,12.9,0.123,10,0.3,0.97
,11:41:48,4,3600,3394.9,1.08,13.3,9,12.9,0.12,10,0.3,0.97
,11:41:49,4,3600,3395.9,1.08,13.3,9,12.9,0.12,10,0.3,0.97
,11:41:50,4,3600,3396.9,1.08,13.3,9,12.9,0.117,10,0.3,0.98
,11:41:51,4,3600,3397.9,1.09,13.3,9,12.9,0.115,10,0.3,0.99
,11:41:52,4,3600,3398.9,1.1,13.3,9,12.9,0.119,10,0.3,0.99
,11:41:53,4,3600,3399.9,1.1,13.3,9,12.9,0.119,10,0.3,0.99
,11:41:54,4,3600,3400.9,1.09,13.3,9,12.9,0.122,10,0.3,0.99
,11:41:55,4,3600,3401.9,1.09,13.3,9,12.9,0.125,10,0.3,0.99
,11:41:56,4,3600,3402.9,1.09,13.3,9,12.9,0.125,10,0.3,0.99
,11:41:57,4,3600,3403.9,1.09,13.3,9,12.9,0.122,10,0.3,0.99
,11:41:58,4,3600,3404.9,1.1,13.3,9,12.9,0.122,10,0.3,0.99
,11:41:59,4,3600,3405.9,1.1,13.3,9,12.9,0.119,10,0.3,0.99
,11:42:00,4,3600,3406.9,1.1,13.3,9,12.8,0.119,10,0.3,0.99
,11:42:01,4,3600,3407.9,1.1,13.3,9,12.8,0.122,10,0.3,0.99
,11:42:02,4,3600,3408.9,1.08,13.3,9,12.8,0.121,10,0.3,0.98
,11:42:03,4,3600,3409.9,1.08,13.3,9,12.8,0.12,10,0.3,0.97
,11:42:04,4,3600,3410.9,1.08,13.3,9,12.8,0.124,10,0.3,0.98
,11:42:05,4,3600,3411.9,1.11,13.3,9,12.8,0.127,10,0.3,1
,11:42:06,4,3600,3412.9,1.13,13.3,9,12.8,0.126,10,0.3,1.02
,11:42:07,4,3600,3413.9,1.14,13.3,9,12.8,0.126,10,0.3,1.02
,11:42:08,4,3600,3414.9,1.14,13.3,9,12.8,0.126,10,0.3,1.02
,11:42:09,4,3600,3415.9,1.12,13.3,9,12.7,0.125,10,0.3,1.01
,11:42:10,4,3600,3416.9,1.12,13.3,9,12.7,0.124,10,0.3,1.01
,11:42:11,4,3600,3417.9,1.11,13.3,9,12.7,0.12,10,0.3,1
,11:42:12,4,3600,3418.9,1.11,13.3,9,12.7,0.12,10,0.3,1
,11:42:13,4,3600,3419.9,1.11,13.3,9,12.7,0.117,10,0.3,1
,11:42:14,4,3600,3420.9,1.12,13.3,9,12.7,0.118,10,0.3,1.01
,11:42:15,4,3600,3421.9,1.12,13.3,9,12.7,0.118,10,0.3,1.01
,11:42:16,4,3600,3422.9,1.12,13.3,9,12.7,0.125,10,0.3,1.01
,11:42:17,4,3600,3423.9,1.11,13.3,9,12.7,0.124,10,0.3,1
,11:42:18,4,3600,3424.9,1.11,13.3,9,12.7,0.127,10,0.3,1
,11:42:19,4,3600,3425.9,1.1,13.3,9,12.7,0.126,10,0.3,0.99
,11:42:20,4,3600,3426.9,1.09,13.3,9,12.6,0.122,10,0.3,0.99
,11:42:21,4,3600,3427.9,1.1,13.3,9,12.6,0.122,10,0.3,0.99
,11:42:22,4,3600,3428.9,1.1,13.3,9,12.6,0.123,10,0.3,0.99
,11:42:23,4,3600,3429.9,1.11,13.3,9,12.6,0.12,10,0.3,1
,11:42:24,4,3600,3430.9,1.11,13.3,9,12.6,0.12,10,0.3,1
,11:42:25,4,3600,3431.9,1.11,13.3,9,12.6,0.124,10,0.3,1
,11:42:26,4,3600,3432.9,1.11,13.3,9,12.6,0.124,10,0.3,1
,11:42:27,4,3600,3433.9,1.11,13.3,9,12.6,0.127,10,0.3,1
,11:42:28,4,3600,3434.9,1.12,13.3,9,12.5,0.128,10,0.3,1.01
,11:42:29,4,3600,3435.9,1.12,13.3,9,12.5,0.125,10,0.3,1.01
,11:42:30,4,3600,3436.9,1.13,13.3,9,12.5,0.123,10,0.3,1.02
,11:42:31,4,3600,3437.9,1.12,13.3,9,12.5,0.119,10,0.3,1.01
,11:42:32,4,3600,3438.9,1.12,13.3,9,12.5,0.121,10,0.3,1.01
,11:42:33,4,3600,3439.9,1.11,13.3,9,12.5,0.124,10,0.3,1
,11:42:34,4,3600,3440.9,1.11,13.3,9,12.5,0.127,10,0.3,1
,11:42:35,4,3600,3441.9,1.12,13.3,9,12.5,0.128,10,0.3,1.01
,11:42:36,4,3600,3442.9,1.12,13.3,9,12.5,0.128,10,0.3,1.01
,11:42:37,4,3600,3443.9,1.12,13.3,9,12.5,0.129,10,0.3,1.02
,11:42:38,4,3600,3444.9,1.13,13.3,9,12.4,0.122,10,0.3,1.02
,11:42:39,4,3600,3445.9,1.12,13.3,9,12.4,0.119,10,0.3,1.01
,11:42:40,4,3600,3446.9,1.12,13.3,9,12.4,0.118,10,0.3,1.01
,11:42:41,4,3600,3447.9,1.11,13.3,9,12.4,0.12,10,0.3,1
,11:42:42,4,3600,3448.9,1.1,13.3,9,12.4,0.127,10,0.3,0.99
,11:42:43,4,3600,3449.9,1.1,13.3,8,12.4,0.13,10,0.3,0.99
,11:42:44,4,3600,3450.9,1.1,13.3,9,12.4,0.123,10,0.3,0.99
,11:42:45,4,3600,3451.9,1.11,13.3,9,12.4,0.123,10,0.3,1
,11:42:46,4,3600,3452.9,1.11,13.3,9,12.3,0.12,10,0.3,1
,11:42:47,4,3600,3453.9,1.12,13.3,9,12.3,0.121,10,0.3,1.01
,11:42:48,4,3600,3454.9,1.12,13.3,10,12.3,0.115,10,0.3,1.01
,11:42:49,4,3600,3455.9,1.11,13.3,9,12.3,0.117,10,0.3,1
,11:42:50,4,3600,3456.9,1.11,13.3,9,12.3,0.124,10,0.3,1
,11:42:51,4,3600,3457.9,1.12,13.3,9,12.3,0.128,10,0.3,1.01
,11:42:52,4,3600,3458.9,1.12,13.3,9,12.3,0.128,10,0.3,1.01
,11:42:53,4,3600,3459.9,1.12,13.3,9,12.3,0.124,10,0.3,1
,11:42:54,4,3600,3460.9,1.11,13.3,9,12.3,0.124,10,0.3,1
,11:42:55,4,3600,3461.9,1.11,13.3,9,12.3,0.124,10,0.3,1
,11:42:56,4,3600,3462.9,1.11,13.3,9,12.2,0.127,10,0.3,1
,11:42:57,4,3600,3463.9,1.12,13.3,9,12.2,0.124,10,0.3,1.01
,11:42:58,4,3600,3464.9,1.12,13.3,9,12.2,0.121,10,0.3,1.01
,11:42:59,4,3600,3465.9,1.12,13.3,9,12.2,0.121,10,0.3,1.01
,11:43:00,4,3600,3466.9,1.11,13.3,9,12.2,0.124,10,0.3,1
,11:43:01,4,3600,3467.9,1.11,13.3,9,12.2,0.127,10,0.3,1
,11:43:02,4,3600,3468.9,1.11,13.3,9,12.2,0.127,10,0.3,1
,11:43:03,4,3600,3469.9,1.11,13.3,9,12.1,0.124,10,0.3,1
,11:43:04,4,3600,3470.9,1.12,13.3,9,12.1,0.125,10,0.3,1.01
,11:43:05,4,3600,3471.9,1.13,13.3,9,12.1,0.123,10,0.3,1.02
,11:43:06,4,3600,3472.9,1.14,13.3,9,12.1,0.123,10,0.3,1.02
,11:43:07,4,3600,3473.9,1.12,13.3,9,12.1,0.122,10,0.3,1.01
,11:43:08,4,3600,3474.9,1.12,13.3,9,12.1,0.121,10,0.3,1.01
,11:43:09,4,3600,3475.9,1.11,13.3,9,12.1,0.124,10,0.3,1
,11:43:10,4,3600,3476.9,1.11,13.3,9,12,0.128,10,0.3,1
,11:43:11,4,3600,3477.9,1.12,13.3,9,12,0.128,10,0.3,1.01
,11:43:12,4,3600,3478.9,1.12,13.3,9,12,0.125,10,0.3,1.01
,11:43:13,4,3600,3479.9,1.13,13.3,9,12,0.126,10,0.3,1.02
,11:43:14,4,3600,3480.9,1.13,13.3,9,12,0.126,10,0.3,1.02
,11:43:15,4,3600,3481.9,1.13,13.3,9,12,0.122,10,0.3,1.02
,11:43:16,4,3600,3482.9,1.13,13.3,9,12,0.122,10,0.3,1.02
,11:43:17,4,3600,3483.9,1.13,13.3,9,12,0.13,10,0.3,1.02
,11:43:18,4,3600,3484.9,1.13,13.3,9,11.9,0.13,10,0.3,1.02
,11:43:19,4,3600,3485.9,1.13,13.3,9,11.9,0.13,10,0.3,1.02
,11:43:20,4,3600,3486.9,1.13,13.3,9,11.9,0.13,10,0.3,1.02
,11:43:21,4,3600,3487.9,1.14,13.3,9,11.9,0.126,10,0.3,1.02
,11:43:22,4,3600,3488.9,1.14,13.3,9,11.9,0.123,10,0.3,1.02
,11:43:23,4,3600,3489.9,1.13,13.3,9,11.9,0.119,10,0.3,1.02
,11:43:24,4,3600,3490.9,1.13,13.3,9,11.9,0.119,10,0.3,1.02
,11:43:25,4,3600,3491.9,1.13,13.3,9,11.9,0.123,10,0.3,1.02
,11:43:26,4,3600,3492.9,1.14,13.3,9,11.8,0.123,10,0.3,1.03
,11:43:27,4,3600,3493.9,1.14,13.3,9,11.8,0.127,10,0.3,1.03
,11:43:28,4,3600,3494.9,1.14,13.3,9,11.8,0.126,10,0.3,1.02
,11:43:29,4,3600,3495.9,1.14,13.3,9,11.8,0.127,10,0.3,1.03
,11:43:30,4,3600,3496.9,1.14,13.3,9,11.8,0.123,10,0.3,1.02
,11:43:31,4,3600,3497.9,1.13,13.3,9,11.8,0.119,10,0.3,1.02
,11:43:32,4,3600,3498.9,1.12,13.3,9,11.8,0.121,10,0.3,1
,11:43:33,4,3600,3499.9,1.1,13.3,9,11.8,0.123,10,0.3,0.99
,11:43:34,4,3600,3500.9,1.1,13.3,9,11.7,0.122,10,0.3,0.99
,11:43:35,4,3600,3501.9,1.1,13.3,9,11.7,0.123,10,0.3,0.99
,11:43:36,4,3600,3502.9,1.1,13.3,9,11.7,0.123,10,0.3,0.99
,11:43:37,4,3600,3503.9,1.11,13.3,9,11.7,0.123,10,0.3,0.99
,11:43:38,4,3600,3504.9,1.11,13.3,9,11.7,0.12,10,0.3,1
,11:43:39,4,3600,3505.9,1.11,13.3,9,11.7,0.12,10,0.3,1
,11:43:40,4,3600,3506.9,1.11,13.3,9,11.7,0.12,10,0.3,1
,11:43:41,4,3600,3507.9,1.11,13.3,9,11.6,0.124,10,0.3,1
,11:43:42,4,3600,3508.9,1.11,13.3,9,11.6,0.124,10,0.3,1
,11:43:43,4,3600,3509.9,1.12,13.3,9,11.6,0.128,10,0.3,1.01
,11:43:44,4,3600,3510.9,1.12,13.3,9,11.6,0.125,10,0.3,1.01
,11:43:45,4,3600,3511.9,1.13,13.3,9,11.6,0.122,10,0.3,1.02
,11:43:46,4,3600,3512.9,1.12,13.3,9,11.6,0.122,10,0.3,1.01
,11:43:47,4,3600,3513.9,1.12,13.3,9,11.5,0.125,10,0.3,1.01
,11:43:48,4,3600,3514.9,1.12,13.3,9,11.5,0.128,10,0.3,1.01
,11:43:49,4,3600,3515.9,1.12,13.3,9,11.5,0.129,10,0.3,1.01
,11:43:50,4,3600,3516.9,1.12,13.3,9,11.5,0.125,10,0.3,1.01
,11:43:51,4,3600,3517.9,1.13,13.3,9,11.5,0.119,10,0.3,1.02
,11:43:52,4,3600,3518.9,1.13,13.3,9,11.5,0.122,10,0.3,1.02
,11:43:53,4,3600,3519.9,1.13,13.3,9,11.5,0.126,10,0.3,1.02
,11:43:54,4,3600,3520.9,1.14,13.3,9,11.5,0.13,10,0.3,1.02
,11:43:55,4,3600,3521.9,1.13,13.3,9,11.5,0.126,10,0.3,1.02
,11:43:56,4,3600,3522.9,1.14,13.3,9,11.5,0.126,10,0.3,1.02
,11:43:57,4,3600,3523.9,1.14,13.3,9,11.4,0.123,10,0.3,1.02
,11:43:58,4,3600,3524.9,1.14,13.3,9,11.4,0.127,10,0.3,1.03
,11:43:59,4,3600,3525.9,1.14,13.3,9,11.4,0.124,10,0.3,1.03
,11:44:00,4,3600,3526.9,1.15,13.3,9,11.4,0.128,10,0.3,1.04
,11:44:01,4,3600,3527.9,1.16,13.3,9,11.4,0.133,10,0.3,1.04
,11:44:02,4,3600,3528.9,1.16,13.3,9,11.4,0.133,10,0.3,1.04
,11:44:03,4,3600,3529.9,1.16,13.3,9,11.3,0.129,10,0.3,1.05
,11:44:04,4,3600,3530.9,1.16,13.3,9,11.3,0.126,10,0.3,1.05
,11:44:05,4,3600,3531.9,1.15,13.3,9,11.3,0.124,10,0.3,1.03
,11:44:06,4,3600,3532.9,1.14,13.3,9,11.3,0.126,10,0.3,1.02
,11:44:07,4,3600,3533.9,1.12,13.3,9,11.3,0.129,10,0.3,1.01
,11:44:08,4,3600,3534.9,1.14,13.3,9,11.3,0.126,10,0.3,1.03
,11:44:09,4,3600,3535.9,1.15,13.3,9,11.3,0.128,10,0.3,1.04
,11:44:10,4,3600,3536.9,1.16,13.3,9,11.3,0.126,10,0.3,1.05
,11:44:11,4,3600,3537.9,1.15,13.3,9,11.2,0.125,10,0.3,1.04
,11:44:12,4,3600,3538.9,1.13,13.3,9,11.2,0.123,10,0.3,1.02
,11:44:13,4,3600,3539.9,1.13,13.3,9,11.2,0.123,10,0.3,1.02
,11:44:14,4,3600,3540.9,1.14,13.3,9,11.2,0.127,10,0.3,1.03
,11:44:15,4,3600,3541.9,1.14,13.3,9,11.2,0.127,10,0.3,1.03
,11:44:16,4,3600,3542.9,1.14,13.3,9,11.2,0.131,10,0.3,1.03
,11:44:17,4,3600,3543.9,1.14,13.3,9,11.2,0.131,10,0.3,1.03
,11:44:18,4,3600,3544.9,1.15,13.3,9,11.1,0.129,10,0.3,1.04
,11:44:19,4,3600,3545.9,1.16,13.3,9,11.1,0.126,10,0.3,1.05
,11:44:20,4,3600,3546.9,1.15,13.3,9,11.1,0.129,10,0.3,1.04
,11:44:21,4,3600,3547.9,1.15,13.3,9,11.1,0.132,10,0.3,1.04
