Data file,,DURATRON_DRY_T15_D6.TSV,,,,,,,,,,
,10:20:03,5,3590,74.1,5.44,13.3,7,21,0.758,10,49.7,5.26
,10:20:04,5,3590,75.1,5.48,13.3,7,21,0.763,10,49.7,5.29
,10:20:05,5,3590,76.1,5.5,13.3,7,21,0.766,10,49.7,5.31
,10:20:06,5,3590,77.1,5.53,13.3,7,21,0.77,10,49.7,5.34
,10:20:07,5,3590,78.1,5.55,13.3,7,21,0.772,10,49.7,5.35
,10:20:08,5,3590,79.1,5.57,13.3,7,21,0.748,10,49.7,5.37
,10:20:09,5,3590,80.1,5.57,13.3,7,21,0.776,10,49.7,5.38
,10:20:10,5,3590,81.1,5.55,13.3,7,21,0.802,10,49.7,5.36
,10:20:11,5,3590,82.1,5.53,13.3,7,21,0.799,10,49.7,5.34
,10:20:12,5,3590,83.1,5.52,13.3,7,21,0.798,10,49.8,5.33
,10:20:13,5,3590,84.1,5.52,13.3,7,21,0.769,10,49.8,5.33
,10:20:14,5,3590,85.1,5.52,13.3,7,21,0.798,10,49.8,5.33
,10:20:15,5,3590,86.1,5.53,13.3,7,21,0.77,10,49.7,5.33
,10:20:16,5,3590,87.1,5.54,13.3,7,21,0.772,10,49.7,5.35
,10:20:17,5,3590,88.1,5.53,13.3,7,21,0.77,10,49.7,5.33
,10:20:18,5,3590,89.1,5.48,13.3,7,21,0.764,10,49.7,5.29
,10:20:19,5,3590,90.1,5.42,13.3,7,21,0.756,10,49.8,5.23
,10:20:20,5,3590,91.1,5.39,13.3,7,21,0.751,10,49.7,5.2
,10:20:21,5,3590,92.1,5.39,13.3,7,21,0.725,10,49.8,5.2
,10:20:22,5,3590,93.1,5.41,13.3,7,21,0.727,10,49.7,5.22
,10:20:23,5,3590,94.1,5.44,13.3,7,21,0.757,10,49.8,5.25
,10:20:24,5,3590,95.1,5.46,13.3,7,21,0.761,10,49.7,5.28
,10:20:25,5,3590,96.1,5.49,13.3,7,21,0.793,10,49.7,5.3
,10:20:26,5,3590,97.1,5.51,13.3,7,21,0.796,10,49.8,5.32
,10:20:27,5,3590,98.1,5.56,13.3,7,21,0.803,10,49.7,5.37
,10:20:28,5,3590,99.1,5.63,13.3,7,21,0.814,10,49.7,5.44
,10:20:29,5,3590,100.1,5.7,13.3,7,21,0.824,10,49.7,5.51
,10:20:30,5,3590,101.1,5.74,13.3,7,21,0.829,10,49.7,5.54
,10:20:31,5,3590,102.1,5.73,13.3,7,21,0.798,10,49.7,5.53
,10:20:32,5,3590,103.1,5.73,13.3,7,21,0.798,10,49.7,5.53
,10:20:33,5,3590,104.1,5.73,13.3,7,21,0.798,10,49.7,5.53
,10:20:34,5,3590,105.1,5.73,13.3,7,21,0.828,10,49.7,5.54
,10:20:35,5,3590,106.1,5.76,13.3,7,21,0.831,10,49.8,5.56
,10:20:36,5,3590,107.1,5.8,13.3,7,21,0.808,10,49.7,5.61
,10:20:37,5,3590,108.1,5.85,13.3,7,21,0.786,10,49.7,5.65
,10:20:38,5,3590,109.1,5.86,13.3,7,21,0.788,10,49.8,5.66
,10:20:39,5,3590,110.1,5.87,13.3,7,21,0.817,10,49.8,5.66
,10:20:40,5,3590,111.1,5.88,13.3,7,21,0.85,10,49.8,5.68
,10:20:41,5,3590,112.1,5.9,13.3,7,21,0.853,10,49.8,5.7
,10:20:42,5,3590,113.1,5.92,13.3,7,21,0.854,10,49.7,5.71
,10:20:43,5,3590,114.1,5.95,13.3,7,21,0.859,10,49.8,5.74
,10:20:44,5,3590,115.1,5.99,13.3,7,21,0.834,10,49.7,5.78
,10:20:45,5,3590,116.1,5.89,13.3,7,21,0.851,10,49.7,5.67
,10:20:46,5,3590,117.1,5.72,13.3,7,21,0.827,10,49.7,5.51
,10:20:47,5,3590,118.1,5.57,13.3,7,21,0.805,10,49.7,5.37
,10:20:48,5,3590,119.1,5.57,13.3,7,21,0.776,10,49.7,5.38
,10:20:49,5,3590,120.1,5.6,13.3,7,21,0.78,10,49.7,5.41
,10:20:50,5,3590,121.1,5.6,13.3,7,21,0.78,10,49.7,5.4
,10:20:51,5,3590,122.1,5.55,13.3,7,21,0.802,10,49.7,5.35
,10:20:52,5,3590,123.1,5.51,13.3,7,21,0.796,10,49.7,5.32
,10:20:53,5,3590,124.1,5.5,13.3,7,21,0.766,10,49.8,5.31
,10:20:54,5,3590,125.1,5.53,13.3,7,21,0.771,10,49.8,5.34
,10:20:55,5,3590,126.1,5.55,13.3,7,21,0.802,10,49.8,5.36
,10:20:56,5,3590,127.1,5.58,13.3,7,21,0.805,10,49.7,5.38
,10:20:57,5,3590,128.1,5.6,13.3,7,21,0.809,10,49.7,5.41
,10:20:58,5,3590,129.1,5.63,13.3,7,21,0.785,10,49.7,5.44
,10:20:59,5,3590,130.1,5.67,13.3,7,21,0.79,10,49.7,5.48
,10:21:00,5,3590,131.1,5.73,13.3,7,21,0.797,10,49.7,5.53
,10:21:01,5,3590,132.1,5.8,13.3,7,22,0.808,10,49.7,5.61
,10:21:02,5,3590,133.1,5.87,13.3,7,22,0.848,10,49.8,5.67
,10:21:03,5,3590,134.1,5.92,13.3,7,22,0.854,10,49.8,5.71
,10:21:04,5,3590,135.1,5.94,13.3,7,22,0.827,10,49.8,5.73
,10:21:05,5,3590,136.1,5.94,13.3,7,22,0.827,10,49.7,5.73
,10:21:06,5,3590,137.1,5.93,13.3,7,22,0.826,10,49.7,5.72
,10:21:07,5,3590,138.1,5.92,13.3,7,22,0.824,10,49.8,5.71
,10:21:08,5,3590,139.1,5.91,13.3,7,21,0.823,10,49.8,5.7
,10:21:09,5,3590,140.1,5.91,13.3,7,21,0.823,10,49.8,5.7
,10:21:10,5,3590,141.1,5.9,13.3,7,21,0.822,10,49.7,5.69
,10:21:11,5,3590,142.1,5.84,13.3,7,21,0.813,10,49.8,5.63
,10:21:12,5,3590,143.1,5.77,13.3,7,21,0.776,10,49.7,5.56
,10:21:13,5,3590,144.1,5.75,13.3,7,21,0.773,10,49.7,5.55
,10:21:14,5,3590,145.1,5.79,13.3,7,21,0.779,10,49.8,5.6
,10:21:15,5,3590,146.1,5.84,13.3,7,21,0.785,10,49.8,5.63
,10:21:16,5,3590,147.1,5.81,13.3,8,21,0.756,10,49.8,5.61
,10:21:17,5,3590,148.1,5.82,13.3,7,21,0.782,10,49.8,5.62
,10:21:18,5,3590,149.1,5.83,13.3,7,21,0.784,10,49.8,5.63
,10:21:19,5,3590,150.1,5.87,13.3,7,21,0.818,10,49.8,5.67
,10:21:20,5,3590,151.1,5.88,13.3,7,21,0.849,10,49.8,5.67
,10:21:21,5,3590,152.1,5.86,13.3,7,21,0.879,10,49.8,5.66
,10:21:22,5,3590,153.1,5.89,13.3,7,21,0.85,10,49.8,5.68
,10:21:23,5,3590,154.1,5.91,13.3,7,21,0.854,10,49.8,5.71
,10:21:24,5,3590,155.1,5.95,13.3,7,21,0.859,10,49.8,5.75
,10:21:25,5,3590,156.1,5.95,13.3,7,21,0.859,10,49.7,5.74
,10:21:26,5,3590,157.1,5.95,13.3,7,21,0.859,10,49.8,5.74
,10:21:27,5,3590,158.1,5.97,13.3,7,21,0.862,10,49.8,5.76
,10:21:28,5,3590,159.1,6,13.3,7,21,0.866,10,49.8,5.79
,10:21:29,5,3590,160.1,6.01,13.3,7,21,0.868,10,49.8,5.8
,10:21:30,5,3590,161.1,6.01,13.3,7,21,0.867,10,49.8,5.79
,10:21:31,5,3590,162.1,6,13.3,7,21,0.835,10,49.8,5.79
,10:21:32,5,3590,163.1,5.99,13.3,7,21,0.865,10,49.8,5.78
,10:21:33,5,3590,164.1,5.99,13.3,7,21,0.865,10,49.7,5.78
,10:21:34,5,3590,165.1,6.01,13.3,7,21,0.868,10,49.8,5.8
,10:21:35,5,3590,166.1,6.05,13.3,7,21,0.874,10,49.7,5.84
,10:21:36,5,3590,167.1,6.07,13.3,7,21,0.845,10,49.7,5.86
,10:21:37,5,3590,168.1,6.06,13.3,7,21,0.844,10,49.8,5.85
,10:21:38,5,3590,169.1,6.03,13.3,7,22,0.871,10,49.8,5.81
,10:21:39,5,3590,170.1,6.01,13.3,7,21,0.867,10,49.8,5.8
,10:21:40,5,3590,171.1,6,13.3,7,22,0.866,10,49.7,5.79
,10:21:41,5,3590,172.1,6.01,13.3,7,22,0.836,10,49.8,5.8
,10:21:42,5,3590,173.1,6.01,13.3,7,22,0.837,10,49.7,5.8
,10:21:43,5,3590,174.1,5.96,13.3,7,22,0.861,10,49.8,5.75
,10:21:44,5,3590,175.1,5.92,13.3,7,22,0.854,10,49.8,5.7
,10:21:45,5,3590,176.1,5.88,13.3,7,22,0.849,10,49.8,5.67
,10:21:46,5,3590,177.1,5.87,13.3,7,22,0.818,10,49.8,5.67
,10:21:47,5,3590,178.1,5.85,13.3,7,22,0.815,10,49.8,5.64
,10:21:48,5,3590,179.1,5.82,13.3,7,22,0.81,10,49.8,5.61
,10:21:49,5,3590,180.1,5.78,13.3,7,22,0.777,10,49.8,5.57
,10:21:50,5,3590,181.1,5.76,13.3,7,22,0.774,10,49.8,5.55
,10:21:51,5,3590,182.1,5.74,13.3,7,22,0.8,10,49.8,5.54
,10:21:52,5,3590,183.1,5.74,13.3,7,22,0.772,10,49.8,5.54
,10:21:53,5,3590,184.1,5.75,13.3,7,22,0.773,10,49.8,5.55
,10:21:54,5,3590,185.1,5.77,13.3,7,22,0.775,10,49.8,5.57
,10:21:55,5,3590,186.1,5.78,13.3,7,22,0.778,10,49.8,5.58
,10:21:56,5,3590,187.1,5.79,13.3,7,22,0.779,10,49.8,5.59
,10:21:57,5,3590,188.1,5.75,13.3,7,22,0.801,10,49.7,5.54
,10:21:58,5,3590,189.1,5.68,13.3,7,22,0.791,10,49.8,5.48
,10:21:59,5,3590,190.1,5.63,13.3,7,22,0.784,10,49.8,5.43
,10:22:00,5,3590,191.1,5.62,13.3,7,22,0.783,10,49.8,5.43
,10:22:01,5,3590,192.1,5.64,13.3,7,22,0.786,10,49.8,5.45
,10:22:02,5,3590,193.1,5.66,13.3,7,22,0.788,10,49.7,5.46
,10:22:03,5,3590,194.1,5.67,13.3,7,22,0.789,10,49.8,5.47
,10:22:04,5,3590,195.1,5.67,13.3,7,22,0.789,10,49.8,5.47
,10:22:05,5,3590,196.1,5.66,13.3,7,22,0.789,10,49.8,5.46
,10:22:06,5,3590,197.1,5.65,13.3,7,22,0.786,10,49.8,5.45
,10:22:07,5,3590,198.1,5.64,13.3,7,22,0.785,10,49.8,5.44
,10:22:08,5,3590,199.1,5.64,13.3,7,22,0.785,10,49.8,5.44
,10:22:09,5,3590,200.1,5.64,13.3,7,22,0.815,10,49.8,5.44
,10:22:10,5,3590,201.1,5.65,13.3,7,22,0.816,10,49.7,5.45
,10:22:11,5,3590,202.1,5.66,13.3,7,22,0.849,10,49.7,5.47
,10:22:12,5,3590,203.1,5.69,13.3,7,22,0.853,10,49.8,5.49
,10:22:13,5,3590,204.1,5.7,13.3,7,22,0.855,10,49.8,5.51
,10:22:14,5,3590,205.1,5.72,13.3,7,22,0.858,10,49.8,5.53
,10:22:15,5,3590,206.1,5.73,13.3,7,22,0.86,10,49.8,5.53
,10:22:16,5,3590,207.1,5.74,13.3,7,22,0.829,10,49.8,5.54
,10:22:17,5,3590,208.1,5.75,13.3,7,22,0.83,10,49.7,5.55
,10:22:18,5,3590,209.1,5.75,13.3,7,22,0.831,10,49.7,5.55
,10:22:19,5,3590,210.1,5.75,13.3,7,22,0.831,10,49.7,5.55
,10:22:20,5,3590,211.1,5.74,13.3,7,22,0.829,10,49.8,5.54
,10:22:21,5,3590,212.1,5.74,13.3,7,22,0.828,10,49.8,5.53
,10:22:22,5,3590,213.1,5.72,13.3,7,22,0.826,10,49.7,5.52
,10:22:23,5,3590,214.1,5.71,13.3,7,22,0.824,10,49.8,5.51
,10:22:24,5,3590,215.1,5.7,13.3,7,22,0.767,10,49.8,5.5
,10:22:25,5,3590,216.1,5.7,13.3,7,22,0.766,10,49.8,5.5
,10:22:26,5,3590,217.1,5.69,13.3,7,22,0.766,10,49.8,5.49
,10:22:27,5,3590,218.1,5.68,13.3,7,22,0.764,10,49.8,5.49
,10:22:28,5,3590,219.1,5.69,13.3,7,22,0.765,10,49.8,5.49
,10:22:29,5,3590,220.1,5.69,13.3,7,22,0.792,10,49.8,5.49
,10:22:30,5,3590,221.1,5.67,13.3,7,22,0.85,10,49.7,5.47
,10:22:31,5,3590,222.1,5.66,13.3,6,22,0.883,10,49.8,5.46
,10:22:32,5,3590,223.1,5.69,13.3,6,22,0.887,10,49.7,5.49
,10:22:33,5,3590,224.1,5.72,13.3,7,22,0.826,10,49.7,5.52
,10:22:34,5,3590,225.1,5.73,13.3,7,22,0.828,10,49.7,5.53
,10:22:35,5,3590,226.1,5.72,13.3,7,22,0.826,10,49.8,5.52
,10:22:36,5,3590,227.1,5.72,13.3,7,22,0.827,10,49.8,5.52
,10:22:37,5,3590,228.1,5.73,13.3,7,22,0.798,10,49.8,5.53
,10:22:38,5,3590,229.1,5.73,13.3,7,22,0.797,10,49.8,5.52
,10:22:39,5,3590,230.1,5.71,13.3,7,22,0.795,10,49.8,5.5
,10:22:40,5,3590,231.1,5.68,13.3,7,22,0.791,10,49.8,5.48
,10:22:41,5,3590,232.1,5.66,13.3,7,22,0.789,10,49.8,5.46
,10:22:42,5,3590,233.1,5.66,13.3,7,22,0.817,10,49.8,5.46
,10:22:43,5,3590,234.1,5.67,13.3,7,22,0.789,10,49.8,5.47
,10:22:44,5,3590,235.1,5.67,13.3,7,22,0.819,10,49.8,5.47
,10:22:45,5,3590,236.1,5.67,13.3,7,22,0.819,10,49.7,5.47
,10:22:46,5,3590,237.1,5.67,13.3,7,22,0.819,10,49.7,5.48
,10:22:47,5,3590,238.1,5.69,13.3,7,22,0.822,10,49.8,5.5
,10:22:48,5,3590,239.1,5.71,13.3,7,22,0.796,10,49.8,5.52
,10:22:49,5,3590,240.1,5.71,13.3,7,22,0.768,10,49.7,5.51
,10:22:50,5,3590,241.1,5.67,13.3,7,22,0.763,10,49.8,5.47
,10:22:51,5,3590,242.1,5.64,13.3,7,22,0.785,10,49.8,5.44
,10:22:52,5,3590,243.1,5.62,13.3,7,22,0.812,10,49.8,5.43
,10:22:53,5,3590,244.1,5.62,13.3,7,22,0.812,10,49.8,5.43
,10:22:54,5,3590,245.1,5.63,13.3,7,22,0.845,10,49.8,5.44
,10:22:55,5,3590,246.1,5.66,13.3,7,22,0.849,10,49.8,5.46
,10:22:56,5,3590,247.1,5.68,13.3,7,22,0.82,10,49.7,5.48
,10:22:57,5,3590,248.1,5.67,13.3,7,22,0.818,10,49.7,5.47
,10:22:58,5,3590,249.1,5.64,13.3,7,22,0.785,10,49.7,5.43
,10:22:59,5,3590,250.1,5.59,13.3,7,22,0.778,10,49.8,5.39
,10:23:00,5,3590,251.1,5.56,13.3,7,22,0.803,10,49.8,5.37
,10:23:01,5,3590,252.1,5.57,13.3,7,22,0.805,10,49.8,5.38
,10:23:02,5,3590,253.1,5.62,13.3,7,22,0.755,10,49.8,5.42
,10:23:03,5,3590,254.1,5.65,13.3,8,22,0.734,10,49.8,5.45
,10:23:04,5,3590,255.1,5.62,13.3,7,22,0.755,10,49.8,5.41
,10:23:05,5,3590,256.1,5.56,13.3,7,22,0.774,10,49.8,5.36
,10:23:06,5,3590,257.1,5.55,13.3,7,22,0.801,10,49.7,5.35
,10:23:07,5,3590,258.1,5.55,13.3,7,22,0.802,10,49.8,5.36
,10:23:08,5,3590,259.1,5.53,13.3,7,22,0.799,10,49.7,5.33
,10:23:09,5,3590,260.1,5.46,13.3,7,22,0.788,10,49.8,5.26
,10:23:10,5,3590,261.1,5.39,13.3,7,22,0.809,10,49.8,5.21
,10:23:11,5,3590,262.1,5.42,13.3,7,22,0.813,10,49.8,5.24
,10:23:12,5,3590,263.1,5.47,13.3,7,22,0.762,10,49.8,5.29
,10:23:13,5,3590,264.1,5.5,13.3,7,22,0.74,10,49.8,5.31
,10:23:14,5,3590,265.1,5.49,13.3,7,22,0.764,10,49.8,5.3
,10:23:15,5,3590,266.1,5.47,13.3,7,22,0.79,10,49.8,5.28
,10:23:16,5,3590,267.1,5.5,13.3,7,22,0.794,10,49.8,5.31
,10:23:17,5,3590,268.1,5.51,13.3,7,22,0.796,10,49.8,5.32
,10:23:18,5,3590,269.1,5.52,13.3,7,22,0.797,10,49.8,5.32
,10:23:19,5,3590,270.1,5.5,13.3,7,22,0.766,10,49.8,5.31
,10:23:20,5,3590,271.1,5.47,13.3,7,22,0.762,10,49.8,5.28
,10:23:21,5,3590,272.1,5.47,13.3,7,22,0.762,10,49.7,5.28
,10:23:22,5,3590,273.1,5.48,13.3,7,22,0.822,10,49.8,5.29
,10:23:23,5,3590,274.1,5.47,13.3,7,22,0.789,10,49.8,5.28
,10:23:24,5,3590,275.1,5.44,13.3,7,22,0.786,10,49.8,5.25
,10:23:25,5,3590,276.1,5.4,13.3,7,22,0.78,10,49.7,5.21
,10:23:26,5,3590,277.1,5.39,13.3,7,22,0.779,10,49.7,5.2
,10:23:27,5,3590,278.1,5.38,13.3,7,22,0.777,10,49.8,5.2
,10:23:28,5,3590,279.1,5.39,13.3,7,22,0.751,10,49.8,5.21
,10:23:29,5,3590,280.1,5.4,13.3,7,22,0.753,10,49.8,5.22
,10:23:30,5,3590,281.1,5.43,13.3,7,22,0.757,10,49.8,5.25
,10:23:31,5,3590,282.1,5.44,13.3,7,22,0.731,10,49.7,5.25
,10:23:32,5,3590,283.1,5.43,13.3,7,22,0.73,10,49.7,5.24
,10:23:33,5,3590,284.1,5.4,13.3,7,22,0.726,10,49.8,5.21
,10:23:34,5,3590,285.1,5.37,13.3,7,22,0.749,10,49.8,5.19
,10:23:35,5,3590,286.1,5.39,13.3,7,22,0.751,10,49.8,5.2
,10:23:36,5,3590,287.1,5.39,13.3,7,22,0.751,10,49.8,5.21
,10:23:37,5,3590,288.1,5.39,13.3,7,22,0.726,10,49.8,5.21
,10:23:38,5,3590,289.1,5.37,13.3,7,22,0.749,10,49.8,5.19
,10:23:39,5,3590,290.1,5.41,13.3,7,22,0.753,10,49.8,5.22
,10:23:40,5,3590,291.1,5.34,13.3,7,22,0.772,10,49.8,5.15
,10:23:41,5,3590,292.1,5.25,13.3,7,22,0.787,10,49.7,5.05
,10:23:42,5,3590,293.1,5.13,13.3,7,22,0.741,10,49.8,4.95
,10:23:43,5,3590,294.1,5.14,13.3,7,22,0.743,10,49.8,4.97
,10:23:44,5,3590,295.1,5.21,13.3,7,22,0.752,10,49.8,5.03
,10:23:45,5,3590,296.1,5.22,13.3,7,22,0.754,10,49.8,5.03
,10:23:46,5,3590,297.1,5.15,13.3,7,22,0.717,10,49.8,4.96
,10:23:47,5,3590,298.1,5.01,13.3,7,22,0.698,10,49.7,4.83
,10:23:48,5,3590,299.1,4.92,13.3,7,22,0.686,10,49.8,4.74
,10:23:49,5,3590,300.1,4.9,13.3,7,22,0.707,10,49.8,4.73
,10:23:50,5,3590,301.1,4.95,13.3,7,22,0.715,10,49.8,4.79
,10:23:51,5,3590,302.1,5.01,13.3,7,22,0.724,10,49.8,4.84
,10:23:52,5,3590,303.1,5.06,13.3,7,22,0.731,10,49.7,4.89
,10:23:53,5,3590,304.1,5.08,13.3,7,22,0.707,10,49.7,4.9
,10:23:54,5,3590,305.1,5.07,13.3,7,22,0.706,10,49.7,4.89
,10:23:55,5,3590,306.1,5.07,13.3,7,22,0.706,10,49.8,4.9
,10:23:56,5,3590,307.1,5.08,13.3,7,22,0.734,10,49.8,4.91
,10:23:57,5,3590,308.1,5.14,13.3,7,22,0.743,10,49.8,4.97
,10:23:58,5,3590,309.1,5.19,13.3,7,22,0.723,10,49.7,5.01
,10:23:59,5,3590,310.1,5.22,13.3,7,22,0.727,10,49.8,5.04
,10:24:00,5,3590,311.1,5.21,13.3,7,22,0.752,10,49.8,5.03
,10:24:01,5,3590,312.1,5.21,13.3,7,22,0.752,10,49.8,5.03
,10:24:02,5,3590,313.1,5.23,13.3,7,22,0.755,10,49.7,5.05
,10:24:03,5,3590,314.1,5.25,13.3,7,22,0.732,10,49.8,5.07
,10:24:04,5,3590,315.1,5.24,13.3,7,22,0.73,10,49.8,5.06
,10:24:05,5,3590,316.1,5.2,13.3,7,22,0.751,10,49.8,5.01
,10:24:06,5,3590,317.1,5.15,13.3,7,22,0.773,10,49.7,4.98
,10:24:07,5,3590,318.1,5.16,13.3,7,22,0.718,10,49.8,4.98
,10:24:08,5,3590,319.1,5.19,13.3,7,22,0.723,10,49.8,5.01
,10:24:09,5,3590,320.1,5.21,13.3,7,22,0.701,10,49.8,5.03
,10:24:10,5,3590,321.1,5.2,13.3,7,22,0.725,10,49.8,5.02
,10:24:11,5,3590,322.1,5.18,13.3,7,22,0.722,10,49.8,5
,10:24:12,5,3590,323.1,5.18,13.3,7,22,0.748,10,49.8,5
,10:24:13,5,3590,324.1,5.2,13.3,7,22,0.751,10,49.8,5.02
,10:24:14,5,3590,325.1,5.22,13.3,7,22,0.727,10,49.8,5.04
,10:24:15,5,3590,326.1,5.22,13.3,7,22,0.727,10,49.7,5.04
,10:24:16,5,3590,327.1,5.21,13.3,7,22,0.753,10,49.8,5.03
,10:24:17,5,3590,328.1,5.21,13.3,7,22,0.725,10,49.8,5.03
,10:24:18,5,3590,329.1,5.2,13.3,7,22,0.725,10,49.8,5.02
,10:24:19,5,3590,330.1,5.2,13.3,7,22,0.724,10,49.7,5.02
,10:24:20,5,3590,331.1,5.16,13.3,7,22,0.746,10,49.8,4.98
,10:24:21,5,3590,332.1,5.18,13.3,7,22,0.721,10,49.7,5
,10:24:22,5,3590,333.1,5.2,13.3,7,22,0.725,10,49.8,5.03
,10:24:23,5,3590,334.1,5.25,13.3,7,22,0.706,10,49.8,5.07
,10:24:24,5,3590,335.1,5.25,13.3,7,22,0.731,10,49.7,5.07
,10:24:25,5,3590,336.1,5.25,13.3,7,22,0.758,10,49.8,5.07
,10:24:26,5,3590,337.1,5.29,13.3,7,22,0.764,10,49.8,5.11
,10:24:27,5,3590,338.1,5.35,13.3,7,22,0.745,10,49.8,5.17
,10:24:28,5,3590,339.1,5.38,13.3,7,22,0.75,10,49.8,5.2
,10:24:29,5,3590,340.1,5.37,13.3,7,22,0.748,10,49.7,5.18
,10:24:30,5,3590,341.1,5.36,13.3,7,22,0.775,10,49.8,5.18
,10:24:31,5,3590,342.1,5.4,13.3,7,22,0.78,10,49.7,5.22
,10:24:32,5,3590,343.1,5.45,13.3,7,22,0.787,10,49.8,5.26
,10:24:33,5,3590,344.1,5.47,13.3,7,22,0.761,10,49.8,5.27
,10:24:34,5,3590,345.1,5.43,13.3,7,22,0.756,10,49.7,5.23
,10:24:35,5,3590,346.1,5.36,13.3,7,22,0.747,10,49.8,5.17
,10:24:36,5,3590,347.1,5.29,13.3,7,22,0.765,10,49.8,5.11
,10:24:37,5,3590,348.1,5.27,13.3,7,22,0.762,10,49.8,5.09
,10:24:38,5,3590,349.1,5.28,13.3,7,22,0.763,10,49.8,5.1
,10:24:39,5,3590,350.1,5.32,13.3,7,22,0.769,10,49.8,5.15
,10:24:40,5,3590,351.1,5.38,13.3,7,22,0.749,10,49.8,5.2
,10:24:41,5,3590,352.1,5.43,13.3,7,22,0.784,10,49.8,5.25
,10:24:42,5,3590,353.1,5.46,13.3,7,22,0.788,10,49.8,5.27
,10:24:43,5,3590,354.1,5.44,13.3,7,22,0.785,10,49.7,5.24
,10:24:44,5,3590,355.1,5.37,13.3,7,22,0.776,10,49.8,5.18
,10:24:45,5,3590,356.1,5.32,13.3,7,22,0.769,10,49.7,5.13
,10:24:46,5,3590,357.1,5.28,13.3,7,22,0.762,10,49.7,5.09
,10:24:47,5,3590,358.1,5.27,13.3,7,22,0.735,10,49.8,5.09
,10:24:48,5,3590,359.1,5.29,13.3,7,22,0.736,10,49.7,5.1
,10:24:49,5,3590,360.1,5.3,13.3,7,22,0.739,10,49.7,5.12
,10:24:50,5,3590,361.1,5.3,13.3,7,22,0.738,10,49.8,5.11
,10:24:51,5,3590,362.1,5.28,13.3,7,22,0.763,10,49.8,5.1
,10:24:52,5,3590,363.1,5.28,13.3,7,22,0.735,10,49.8,5.1
,10:24:53,5,3590,364.1,5.27,13.3,7,23,0.735,10,49.7,5.09
,10:24:54,5,3590,365.1,5.27,13.3,7,23,0.734,10,49.8,5.08
,10:24:55,5,3590,366.1,5.27,13.3,7,23,0.734,10,49.8,5.08
,10:24:56,5,3590,367.1,5.28,13.3,7,22,0.735,10,49.8,5.1
,10:24:57,5,3590,368.1,5.31,13.3,7,22,0.74,10,49.7,5.13
,10:24:58,5,3590,369.1,5.34,13.3,7,22,0.772,10,49.8,5.16
,10:24:59,5,3590,370.1,5.38,13.3,7,22,0.777,10,49.7,5.2
,10:25:00,5,3590,371.1,5.42,13.3,7,22,0.783,10,49.8,5.23
,10:25:01,5,3590,372.1,5.46,13.3,7,22,0.789,10,49.8,5.28
,10:25:02,5,3590,373.1,5.5,13.3,7,22,0.794,10,49.7,5.31
,10:25:03,5,3590,374.1,5.51,13.3,7,22,0.768,10,49.8,5.32
,10:25:04,5,3590,375.1,5.51,13.3,7,22,0.767,10,49.8,5.32
,10:25:05,5,3590,376.1,5.51,13.3,7,22,0.767,10,49.8,5.31
,10:25:06,5,3590,377.1,5.47,13.3,7,22,0.761,10,49.8,5.27
,10:25:07,5,3590,378.1,5.42,13.3,7,22,0.729,10,49.8,5.23
,10:25:08,5,3590,379.1,5.39,13.3,7,22,0.75,10,49.7,5.2
,10:25:09,5,3590,380.1,5.39,13.3,7,22,0.75,10,49.7,5.2
,10:25:10,5,3590,381.1,5.36,13.3,7,22,0.747,10,49.8,5.17
