Data file,,PEEK_HEF_T35_PE6.TSV,,,,,,,,,,
,12:59:20,6,10790,4708.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,12:59:21,6,10790,4709.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,12:59:22,6,10790,4710.7,0.46,13.3,7,21,0.066,10,50,0.44
,12:59:23,6,10790,4711.7,0.46,13.3,7,21,0.064,10,50,0.44
,12:59:24,6,10790,4712.7,0.46,13.3,7,20,0.064,10,50,0.44
,12:59:25,6,10790,4713.7,0.45,13.3,7,20,0.063,10,50,0.44
,12:59:26,6,10790,4714.7,0.45,13.3,7,21,0.063,10,50,0.44
,12:59:27,6,10790,4715.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:28,6,10790,4716.7,0.46,13.3,7,21,0.062,10,50,0.45
,12:59:29,6,10790,4717.7,0.46,13.3,7,21,0.062,10,50,0.45
,12:59:30,6,10790,4718.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,12:59:31,6,10790,4719.7,0.46,13.3,7,21,0.066,10,50,0.44
,12:59:32,6,10790,4720.7,0.45,13.3,7,21,0.068,10,50,0.44
,12:59:33,6,10790,4721.7,0.46,13.3,7,21,0.066,10,50,0.44
,12:59:34,6,10790,4722.7,0.45,13.3,7,21,0.065,10,50,0.44
,12:59:35,6,10790,4723.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:36,6,10790,4724.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:37,6,10790,4725.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:38,6,10790,4726.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:39,6,10790,4727.7,0.45,13.3,7,21,0.063,10,50,0.43
,12:59:40,6,10790,4728.7,0.45,13.3,7,21,0.065,10,50,0.43
,12:59:41,6,10790,4729.7,0.45,13.3,7,21,0.065,10,50,0.44
,12:59:42,6,10790,4730.7,0.46,13.3,7,21,0.066,10,50,0.44
,12:59:43,6,10790,4731.7,0.46,13.3,7,21,0.066,10,50,0.44
,12:59:44,6,10790,4732.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,12:59:45,6,10790,4733.7,0.46,13.3,7,21,0.064,10,50,0.44
,12:59:46,6,10790,4734.7,0.46,13.3,7,21,0.061,10,50,0.44
,12:59:47,6,10790,4735.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:48,6,10790,4736.7,0.46,13.3,7,21,0.063,10,50,0.44
,12:59:49,6,10790,4737.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,12:59:50,6,10790,4738.7,0.45,13.3,7,21,0.065,10,50,0.44
,12:59:51,6,10790,4739.7,0.45,13.3,7,21,0.065,10,50,0.44
,12:59:52,6,10790,4740.7,0.45,13.3,7,21,0.063,10,50,0.44
,12:59:53,6,10790,4741.7,0.45,13.3,7,21,0.063,10,50,0.44
,12:59:54,6,10790,4742.7,0.45,13.3,7,20,0.063,10,49.9,0.43
,12:59:55,6,10790,4743.7,0.45,13.3,7,20,0.063,10,50,0.43
,12:59:56,6,10790,4744.7,0.45,13.3,7,20,0.062,10,49.9,0.43
,12:59:57,6,10790,4745.7,0.45,13.3,7,21,0.065,10,49.9,0.43
,12:59:58,6,10790,4746.7,0.45,13.3,7,21,0.065,10,49.9,0.43
,12:59:59,6,10790,4747.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:00:00,6,10790,4748.7,0.46,13.3,7,21,0.068,10,49.9,0.44
,13:00:01,6,10790,4749.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:00:02,6,10790,4750.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:03,6,10790,4751.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:04,6,10790,4752.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:05,6,10790,4753.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:06,6,10790,4754.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:07,6,10790,4755.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:08,6,10790,4756.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:09,6,10790,4757.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:00:10,6,10790,4758.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:11,6,10790,4759.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:12,6,10790,4760.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:13,6,10790,4761.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:14,6,10790,4762.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:15,6,10790,4763.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:16,6,10790,4764.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:17,6,10790,4765.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:18,6,10790,4766.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:19,6,10790,4767.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:20,6,10790,4768.7,0.46,13.3,7,21,0.061,10,50,0.44
,13:00:21,6,10790,4769.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:22,6,10790,4770.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:23,6,10790,4771.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:24,6,10790,4772.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:00:25,6,10790,4773.7,0.45,13.3,7,21,0.062,10,49.9,0.43
,13:00:26,6,10790,4774.7,0.45,13.3,7,21,0.065,10,49.9,0.43
,13:00:27,6,10790,4775.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:00:28,6,10790,4776.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:29,6,10790,4777.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:30,6,10790,4778.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:00:31,6,10790,4779.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:32,6,10790,4780.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:33,6,10790,4781.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:34,6,10790,4782.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:00:35,6,10790,4783.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:00:36,6,10790,4784.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:00:37,6,10790,4785.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:38,6,10790,4786.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:00:39,6,10790,4787.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:40,6,10790,4788.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:00:41,6,10790,4789.7,0.46,13.3,7,21,0.063,10,49.9,0.44
,13:00:42,6,10790,4790.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:43,6,10790,4791.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:00:44,6,10790,4792.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:00:45,6,10790,4793.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:46,6,10790,4794.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:47,6,10790,4795.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:48,6,10790,4796.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:49,6,10790,4797.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:00:50,6,10790,4798.7,0.46,13.3,7,21,0.069,10,49.9,0.44
,13:00:51,6,10790,4799.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:52,6,10790,4800.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:00:53,6,10790,4801.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:00:54,6,10790,4802.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:00:55,6,10790,4803.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:00:56,6,10790,4804.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:00:57,6,10790,4805.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:00:58,6,10790,4806.7,0.46,13.3,7,20,0.063,10,49.9,0.44
,13:00:59,6,10790,4807.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:01:00,6,10790,4808.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:01:01,6,10790,4809.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:02,6,10790,4810.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:01:03,6,10790,4811.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:01:04,6,10790,4812.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:01:05,6,10790,4813.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:01:06,6,10790,4814.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:01:07,6,10790,4815.7,0.46,13.3,7,20,0.064,10,49.9,0.44
,13:01:08,6,10790,4816.7,0.45,13.3,7,20,0.061,10,50,0.44
,13:01:09,6,10790,4817.7,0.46,13.3,7,20,0.062,10,50,0.44
,13:01:10,6,10790,4818.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:01:11,6,10790,4819.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:12,6,10790,4820.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:13,6,10790,4821.7,0.46,13.3,7,21,0.063,10,49.9,0.44
,13:01:14,6,10790,4822.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:01:15,6,10790,4823.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:01:16,6,10790,4824.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:01:17,6,10790,4825.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:01:18,6,10790,4826.7,0.45,13.3,7,21,0.063,10,50,0.43
,13:01:19,6,10790,4827.7,0.45,13.3,7,21,0.062,10,50,0.43
,13:01:20,6,10790,4828.7,0.44,13.3,7,21,0.064,10,50,0.43
,13:01:21,6,10790,4829.7,0.45,13.3,7,21,0.064,10,49.9,0.43
,13:01:22,6,10790,4830.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:01:23,6,10790,4831.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:24,6,10790,4832.7,0.46,13.3,7,21,0.064,10,49.9,0.45
,13:01:25,6,10790,4833.7,0.46,13.3,7,20,0.064,10,49.9,0.45
,13:01:26,6,10790,4834.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:01:27,6,10790,4835.7,0.46,13.3,7,21,0.067,10,49.9,0.44
,13:01:28,6,10790,4836.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:01:29,6,10790,4837.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:01:30,6,10790,4838.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:01:31,6,10790,4839.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:01:32,6,10790,4840.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:01:33,6,10790,4841.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:34,6,10790,4842.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:35,6,10790,4843.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:36,6,10790,4844.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:01:37,6,10790,4845.7,0.46,13.3,7,21,0.064,10,49.9,0.45
,13:01:38,6,10790,4846.7,0.46,13.3,7,20,0.064,10,50,0.45
,13:01:39,6,10790,4847.7,0.46,13.3,7,20,0.064,10,49.9,0.44
,13:01:40,6,10790,4848.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:01:41,6,10790,4849.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:42,6,10790,4850.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:43,6,10790,4851.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:44,6,10790,4852.7,0.46,13.3,7,21,0.063,10,49.9,0.44
,13:01:45,6,10790,4853.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:01:46,6,10790,4854.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:01:47,6,10790,4855.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:01:48,6,10790,4856.7,0.46,13.3,7,21,0.067,10,49.9,0.44
,13:01:49,6,10790,4857.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:50,6,10790,4858.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:01:51,6,10790,4859.7,0.46,13.3,7,20,0.064,10,50,0.44
,13:01:52,6,10790,4860.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:01:53,6,10790,4861.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:01:54,6,10790,4862.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:01:55,6,10790,4863.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:56,6,10790,4864.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:01:57,6,10790,4865.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:01:58,6,10790,4866.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:01:59,6,10790,4867.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:00,6,10790,4868.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:02:01,6,10790,4869.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:02,6,10790,4870.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:03,6,10790,4871.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:04,6,10790,4872.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:05,6,10790,4873.7,0.45,13.3,7,21,0.063,10,49.9,0.44
,13:02:06,6,10790,4874.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:02:07,6,10790,4875.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:08,6,10790,4876.7,0.46,13.3,7,20,0.064,10,49.9,0.44
,13:02:09,6,10790,4877.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:02:10,6,10790,4878.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:02:11,6,10790,4879.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:02:12,6,10790,4880.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:13,6,10790,4881.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:14,6,10790,4882.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:02:15,6,10790,4883.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:02:16,6,10790,4884.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:17,6,10790,4885.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:18,6,10790,4886.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:19,6,10790,4887.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:20,6,10790,4888.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:21,6,10790,4889.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:02:22,6,10790,4890.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:23,6,10790,4891.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:02:24,6,10790,4892.7,0.45,13.3,7,21,0.065,10,50,0.44
,13:02:25,6,10790,4893.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:26,6,10790,4894.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:27,6,10790,4895.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:02:28,6,10790,4896.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:29,6,10790,4897.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:02:30,6,10790,4898.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:02:31,6,10790,4899.7,0.46,13.3,7,21,0.063,10,49.9,0.44
,13:02:32,6,10790,4900.7,0.46,13.3,7,21,0.063,10,49.9,0.44
,13:02:33,6,10790,4901.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:34,6,10790,4902.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:02:35,6,10790,4903.7,0.46,13.3,7,21,0.069,10,50,0.44
,13:02:36,6,10790,4904.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:37,6,10790,4905.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:02:38,6,10790,4906.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:39,6,10790,4907.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:40,6,10790,4908.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:02:41,6,10790,4909.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:02:42,6,10790,4910.7,0.46,13.3,7,21,0.064,10,49.9,0.45
,13:02:43,6,10790,4911.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:02:44,6,10790,4912.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:45,6,10790,4913.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:02:46,6,10790,4914.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:02:47,6,10790,4915.7,0.46,13.3,7,21,0.062,10,50,0.45
,13:02:48,6,10790,4916.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:02:49,6,10790,4917.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:50,6,10790,4918.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:51,6,10790,4919.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:52,6,10790,4920.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:53,6,10790,4921.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:54,6,10790,4922.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:55,6,10790,4923.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:02:56,6,10790,4924.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:02:57,6,10790,4925.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:02:58,6,10790,4926.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:02:59,6,10790,4927.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:00,6,10790,4928.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:03:01,6,10790,4929.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:03:02,6,10790,4930.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:03:03,6,10790,4931.7,0.46,13.3,7,21,0.062,10,49.9,0.44
,13:03:04,6,10790,4932.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:03:05,6,10790,4933.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:03:06,6,10790,4934.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:07,6,10790,4935.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:03:08,6,10790,4936.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:03:09,6,10790,4937.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:03:10,6,10790,4938.7,0.46,13.3,7,21,0.061,10,50,0.44
,13:03:11,6,10790,4939.7,0.45,13.3,7,21,0.063,10,50,0.44
,13:03:12,6,10790,4940.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:03:13,6,10790,4941.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:03:14,6,10790,4942.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:03:15,6,10790,4943.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:03:16,6,10790,4944.7,0.46,13.3,7,20,0.063,10,50,0.44
,13:03:17,6,10790,4945.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:03:18,6,10790,4946.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:03:19,6,10790,4947.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:03:20,6,10790,4948.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:21,6,10790,4949.7,0.46,13.3,7,21,0.064,10,50,0.45
,13:03:22,6,10790,4950.7,0.46,13.3,7,21,0.062,10,49.9,0.44
,13:03:23,6,10790,4951.7,0.46,13.3,7,21,0.062,10,49.9,0.44
,13:03:24,6,10790,4952.7,0.45,13.3,7,20,0.063,10,50,0.44
,13:03:25,6,10790,4953.7,0.45,13.3,7,21,0.065,10,50,0.43
,13:03:26,6,10790,4954.7,0.45,13.3,7,20,0.065,10,49.9,0.44
,13:03:27,6,10790,4955.7,0.45,13.3,7,20,0.065,10,50,0.43
,13:03:28,6,10790,4956.7,0.45,13.3,7,20,0.065,10,50,0.44
,13:03:29,6,10790,4957.7,0.45,13.3,7,20,0.065,10,50,0.43
,13:03:30,6,10790,4958.7,0.45,13.3,7,20,0.063,10,50,0.44
,13:03:31,6,10790,4959.7,0.46,13.3,7,20,0.061,10,50,0.44
,13:03:32,6,10790,4960.7,0.45,13.3,7,21,0.061,10,50,0.44
,13:03:33,6,10790,4961.7,0.46,13.3,7,21,0.063,10,50,0.44
,13:03:34,6,10790,4962.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:35,6,10790,4963.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:36,6,10790,4964.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:03:37,6,10790,4965.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:03:38,6,10790,4966.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:03:39,6,10790,4967.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:03:40,6,10790,4968.7,0.46,13.3,7,20,0.062,10,50,0.44
,13:03:41,6,10790,4969.7,0.46,13.3,7,21,0.062,10,50,0.44
,13:03:42,6,10790,4970.7,0.46,13.3,7,21,0.064,10,49.9,0.44
,13:03:43,6,10790,4971.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:03:44,6,10790,4972.7,0.46,13.3,7,20,0.066,10,49.9,0.44
,13:03:45,6,10790,4973.7,0.46,13.3,7,20,0.067,10,50,0.45
,13:03:46,6,10790,4974.7,0.46,13.3,7,20,0.064,10,50,0.45
,13:03:47,6,10790,4975.7,0.46,13.3,7,20,0.064,10,50,0.44
,13:03:48,6,10790,4976.7,0.46,13.3,7,20,0.064,10,50,0.44
,13:03:49,6,10790,4977.7,0.45,13.3,7,20,0.063,10,49.9,0.44
,13:03:50,6,10790,4978.7,0.45,13.3,7,21,0.065,10,49.9,0.44
,13:03:51,6,10790,4979.7,0.45,13.3,7,21,0.068,10,50,0.43
,13:03:52,6,10790,4980.7,0.45,13.3,7,20,0.065,10,49.9,0.44
,13:03:53,6,10790,4981.7,0.46,13.3,7,20,0.066,10,50,0.44
,13:03:54,6,10790,4982.7,0.46,13.3,7,20,0.064,10,49.9,0.44
,13:03:55,6,10790,4983.7,0.46,13.3,7,20,0.064,10,49.9,0.44
,13:03:56,6,10790,4984.7,0.46,13.3,7,20,0.064,10,50,0.44
,13:03:57,6,10790,4985.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:03:58,6,10790,4986.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:03:59,6,10790,4987.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:00,6,10790,4988.7,0.47,13.3,7,21,0.07,10,49.9,0.45
,13:04:01,6,10790,4989.7,0.47,13.3,7,21,0.068,10,49.9,0.45
,13:04:02,6,10790,4990.7,0.47,13.3,7,21,0.068,10,50,0.46
,13:04:03,6,10790,4991.7,0.47,13.3,7,21,0.066,10,50,0.46
,13:04:04,6,10790,4992.7,0.48,13.3,7,21,0.066,10,50,0.46
,13:04:05,6,10790,4993.7,0.47,13.3,7,21,0.066,10,50,0.45
,13:04:06,6,10790,4994.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:04:07,6,10790,4995.7,0.47,13.3,7,21,0.065,10,49.9,0.45
,13:04:08,6,10790,4996.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:04:09,6,10790,4997.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:10,6,10790,4998.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:04:11,6,10790,4999.7,0.47,13.3,7,20,0.065,10,49.9,0.45
,13:04:12,6,10790,5000.7,0.47,13.3,7,20,0.063,10,50,0.45
,13:04:13,6,10790,5001.7,0.46,13.3,7,20,0.062,10,50,0.44
,13:04:14,6,10790,5002.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:04:15,6,10790,5003.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:04:16,6,10790,5004.7,0.46,13.3,7,21,0.066,10,50,0.44
,13:04:17,6,10790,5005.7,0.46,13.3,7,21,0.066,10,49.9,0.44
,13:04:18,6,10790,5006.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:04:19,6,10790,5007.7,0.47,13.3,7,21,0.065,10,49.9,0.45
,13:04:20,6,10790,5008.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:04:21,6,10790,5009.7,0.47,13.3,7,20,0.063,10,50,0.45
,13:04:22,6,10790,5010.7,0.47,13.3,7,20,0.063,10,49.9,0.45
,13:04:23,6,10790,5011.7,0.47,13.3,7,20,0.067,10,50,0.45
,13:04:24,6,10790,5012.7,0.47,13.3,7,20,0.068,10,49.9,0.45
,13:04:25,6,10790,5013.7,0.47,13.3,7,20,0.068,10,49.9,0.45
,13:04:26,6,10790,5014.7,0.47,13.3,7,20,0.066,10,49.9,0.46
,13:04:27,6,10790,5015.7,0.47,13.3,7,20,0.065,10,50,0.45
,13:04:28,6,10790,5016.7,0.47,13.3,7,20,0.065,10,50,0.45
,13:04:29,6,10790,5017.7,0.47,13.3,7,20,0.068,10,49.9,0.45
,13:04:30,6,10790,5018.7,0.47,13.3,7,20,0.065,10,50,0.45
,13:04:31,6,10790,5019.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:04:32,6,10790,5020.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:04:33,6,10790,5021.7,0.47,13.3,7,21,0.067,10,50,0.45
,13:04:34,6,10790,5022.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:35,6,10790,5023.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:36,6,10790,5024.7,0.47,13.3,7,21,0.065,10,50,0.45
,13:04:37,6,10790,5025.7,0.47,13.3,7,21,0.068,10,49.9,0.45
,13:04:38,6,10790,5026.7,0.47,13.3,7,20,0.068,10,49.9,0.46
,13:04:39,6,10790,5027.7,0.47,13.3,7,20,0.065,10,50,0.45
,13:04:40,6,10790,5028.7,0.47,13.3,7,21,0.063,10,50,0.45
,13:04:41,6,10790,5029.7,0.46,13.3,7,21,0.064,10,50,0.44
,13:04:42,6,10790,5030.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:43,6,10790,5031.7,0.47,13.3,7,21,0.067,10,49.9,0.45
,13:04:44,6,10790,5032.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:45,6,10790,5033.7,0.46,13.3,7,21,0.067,10,49.9,0.45
,13:04:46,6,10790,5034.7,0.46,13.3,7,21,0.067,10,50,0.45
,13:04:47,6,10790,5035.7,0.47,13.3,7,20,0.065,10,49.9,0.45
,13:04:48,6,10790,5036.7,0.47,13.3,7,20,0.063,10,50,0.45
,13:04:49,6,10790,5037.7,0.47,13.3,7,20,0.063,10,49.9,0.45
,13:04:50,6,10790,5038.7,0.47,13.3,7,20,0.065,10,49.9,0.45
,13:04:51,6,10790,5039.7,0.46,13.3,7,20,0.067,10,49.9,0.45
,13:04:52,6,10790,5040.7,0.46,13.3,7,20,0.067,10,49.9,0.45
,13:04:53,6,10790,5041.7,0.47,13.3,7,20,0.065,10,50,0.45
