Data file,,SORONA_ISO10_-8C_007.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,08/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:41:17 on 08/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:04:52,4,3600,1414.3,0.03,0,7,-7.8,0.004,10,0,0.04
,11:04:53,4,3600,1415.3,0.29,0.3,7,-7.8,0.039,10,0,0.31
,11:04:54,4,3600,1416.3,0.68,5.4,8,-7.8,0.088,10,0.1,0.67
,11:04:55,4,3600,1417.3,1.07,11.7,8,-7.8,0.139,10,0.1,1.03
,11:04:56,4,3600,1418.3,1.2,13.2,8,-7.8,0.156,10,0.1,1.13
,11:04:57,4,3600,1419.3,1.19,13.3,7,-7.8,0.161,10,0.1,1.12
,11:04:58,4,3600,1420.3,1.17,13.3,7,-7.8,0.157,10,0.1,1.09
,11:04:59,4,3600,1421.3,1.15,13.3,7,-7.8,0.155,10,0.1,1.08
,11:05:00,4,3600,1422.3,1.13,13.3,7,-7.8,0.158,10,0.1,1.06
,11:05:01,4,3600,1423.3,1.12,13.3,7,-7.9,0.156,10,0.1,1.05
,11:05:02,4,3600,1424.3,1.11,13.3,7,-7.9,0.155,10,0.1,1.04
,11:05:03,4,3600,1425.3,1.11,13.3,7,-7.9,0.154,10,0.1,1.04
,11:05:04,4,3600,1426.3,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,11:05:05,4,3600,1427.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:06,4,3600,1428.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:07,4,3600,1429.3,1.08,13.3,7,-7.9,0.156,10,0.1,1.01
,11:05:08,4,3600,1430.3,1.07,13.3,7,-7.9,0.149,10,0.1,1
,11:05:09,4,3600,1431.3,1.07,13.3,7,-7.9,0.149,10,0.1,1
,11:05:10,4,3600,1432.3,1.07,13.3,7,-7.9,0.155,10,0.1,1.01
,11:05:11,4,3600,1433.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:12,4,3600,1434.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:13,4,3600,1435.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:14,4,3600,1436.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:15,4,3600,1437.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.02
,11:05:16,4,3600,1438.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:17,4,3600,1439.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:18,4,3600,1440.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.01
,11:05:19,4,3600,1441.3,1.08,13.3,7,-7.9,0.156,10,0.1,1.01
,11:05:20,4,3600,1442.3,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,11:05:21,4,3600,1443.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:22,4,3600,1444.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:23,4,3600,1445.3,1.09,13.3,7,-7.9,0.152,10,0.1,1.02
,11:05:24,4,3600,1446.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.01
,11:05:25,4,3600,1447.3,1.08,13.3,7,-7.9,0.151,10,0.1,1.01
,11:05:26,4,3600,1448.3,1.08,13.3,7,-7.9,0.15,10,0.1,1.01
,11:05:27,4,3600,1449.3,1.08,13.3,7,-7.9,0.156,10,0.1,1.01
,11:05:28,4,3600,1450.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:29,4,3600,1451.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:30,4,3600,1452.3,1.08,13.3,7,-7.9,0.162,10,0.1,1.01
,11:05:31,4,3600,1453.3,1.08,13.3,7,-7.9,0.156,10,0.1,1.01
,11:05:32,4,3600,1454.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:33,4,3600,1455.3,1.09,13.3,7,-7.9,0.157,10,0.1,1.02
,11:05:34,4,3600,1456.3,1.09,13.3,7,-7.9,0.164,10,0.1,1.02
,11:05:35,4,3600,1457.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:36,4,3600,1458.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:37,4,3600,1459.3,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,11:05:38,4,3600,1460.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:39,4,3600,1461.3,1.09,13.3,7,-7.9,0.158,10,0.1,1.02
,11:05:40,4,3600,1462.3,1.09,13.3,7,-7.9,0.152,10,0.1,1.03
,11:05:41,4,3600,1463.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:05:42,4,3600,1464.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:05:43,4,3600,1465.3,1.1,13.3,7,-7.9,0.165,10,0.1,1.03
,11:05:44,4,3600,1466.3,1.1,13.3,7,-7.9,0.164,10,0.1,1.03
,11:05:45,4,3600,1467.3,1.1,13.3,7,-7.9,0.158,10,0.1,1.03
,11:05:46,4,3600,1468.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:05:47,4,3600,1469.3,1.1,13.3,7,-7.9,0.158,10,0.1,1.03
,11:05:48,4,3600,1470.3,1.09,13.3,6,-7.9,0.17,10,0.1,1.02
,11:05:49,4,3600,1471.3,1.09,13.3,6,-7.9,0.169,10,0.1,1.02
,11:05:50,4,3600,1472.3,1.09,13.3,7,-7.9,0.163,10,0.1,1.02
,11:05:51,4,3600,1473.3,1.1,13.3,7,-7.9,0.165,10,0.1,1.03
,11:05:52,4,3600,1474.3,1.1,13.3,7,-7.9,0.166,10,0.1,1.03
,11:05:53,4,3600,1475.3,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,11:05:54,4,3600,1476.3,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,11:05:55,4,3600,1477.3,1.11,13.3,7,-7.9,0.166,10,0.1,1.04
,11:05:56,4,3600,1478.3,1.11,13.3,7,-7.9,0.166,10,0.1,1.04
,11:05:57,4,3600,1479.3,1.11,13.3,7,-7.9,0.16,10,0.1,1.04
,11:05:58,4,3600,1480.3,1.1,13.3,7,-7.9,0.159,10,0.1,1.03
,11:05:59,4,3600,1481.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:06:00,4,3600,1482.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:06:01,4,3600,1483.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:06:02,4,3600,1484.3,1.1,13.3,7,-7.9,0.153,10,0.1,1.03
,11:06:03,4,3600,1485.3,1.09,13.3,7,-7.9,0.152,10,0.1,1.02
,11:06:04,4,3600,1486.3,1.08,13.3,7,-7.8,0.156,10,0.1,1.01
,11:06:05,4,3600,1487.3,1.07,13.3,7,-7.8,0.155,10,0.1,1
,11:06:06,4,3600,1488.3,1.07,13.3,7,-7.8,0.154,10,0.1,1
,11:06:07,4,3600,1489.3,1.07,13.3,7,-7.8,0.155,10,0.1,1
,11:06:08,4,3600,1490.3,1.08,13.3,7,-7.8,0.156,10,0.1,1.01
,11:06:09,4,3600,1491.3,1.08,13.3,7,-7.8,0.151,10,0.1,1.02
,11:06:10,4,3600,1492.3,1.09,13.3,7,-7.8,0.151,10,0.1,1.02
,11:06:11,4,3600,1493.3,1.08,13.3,7,-7.8,0.151,10,0.1,1.01
,11:06:12,4,3600,1494.3,1.08,13.3,7,-7.8,0.15,10,0.1,1.01
,11:06:13,4,3600,1495.3,1.07,13.3,7,-7.8,0.155,10,0.1,1
,11:06:14,4,3600,1496.3,1.06,13.3,7,-7.8,0.16,10,0.1,1
,11:06:15,4,3600,1497.3,1.06,13.3,6,-7.8,0.165,10,0.1,0.99
,11:06:16,4,3600,1498.3,1.07,13.3,6,-7.8,0.167,10,0.1,1
,11:06:17,4,3600,1499.3,1.08,13.3,6,-7.8,0.169,10,0.1,1.01
,11:06:18,4,3600,1500.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:19,4,3600,1501.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:20,4,3600,1502.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:06:21,4,3600,1503.3,1.08,13.3,7,-7.8,0.162,10,0.1,1.01
,11:06:22,4,3600,1504.3,1.08,13.3,7,-7.8,0.162,10,0.1,1.01
,11:06:23,4,3600,1505.3,1.09,13.3,7,-7.8,0.157,10,0.1,1.02
,11:06:24,4,3600,1506.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:25,4,3600,1507.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:06:26,4,3600,1508.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:06:27,4,3600,1509.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:28,4,3600,1510.3,1.1,13.3,7,-7.8,0.158,10,0.1,1.03
,11:06:29,4,3600,1511.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:30,4,3600,1512.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:31,4,3600,1513.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:32,4,3600,1514.3,1.1,13.3,7,-7.8,0.158,10,0.1,1.03
,11:06:33,4,3600,1515.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.03
,11:06:34,4,3600,1516.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.03
,11:06:35,4,3600,1517.3,1.1,13.3,7,-7.8,0.158,10,0.1,1.03
,11:06:36,4,3600,1518.3,1.1,13.3,7,-7.8,0.159,10,0.1,1.03
,11:06:37,4,3600,1519.3,1.1,13.3,7,-7.8,0.159,10,0.1,1.03
,11:06:38,4,3600,1520.3,1.1,13.3,7,-7.8,0.165,10,0.1,1.03
,11:06:39,4,3600,1521.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.03
,11:06:40,4,3600,1522.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:41,4,3600,1523.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:42,4,3600,1524.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:43,4,3600,1525.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:44,4,3600,1526.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:45,4,3600,1527.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.03
,11:06:46,4,3600,1528.3,1.1,13.3,7,-7.8,0.165,10,0.1,1.03
,11:06:47,4,3600,1529.3,1.1,13.3,7,-7.8,0.164,10,0.1,1.03
,11:06:48,4,3600,1530.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:49,4,3600,1531.3,1.09,13.3,7,-7.8,0.164,10,0.1,1.02
,11:06:50,4,3600,1532.3,1.1,13.3,7,-7.8,0.158,10,0.1,1.03
,11:06:51,4,3600,1533.3,1.1,13.3,7,-7.8,0.158,10,0.1,1.03
,11:06:52,4,3600,1534.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:53,4,3600,1535.3,1.08,13.3,7,-7.8,0.162,10,0.1,1.01
,11:06:54,4,3600,1536.3,1.08,13.3,7,-7.8,0.162,10,0.1,1.01
,11:06:55,4,3600,1537.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:56,4,3600,1538.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:06:57,4,3600,1539.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:06:58,4,3600,1540.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:06:59,4,3600,1541.3,1.09,13.3,7,-7.8,0.157,10,0.1,1.02
,11:07:00,4,3600,1542.3,1.09,13.3,7,-7.8,0.158,10,0.1,1.02
,11:07:01,4,3600,1543.3,1.09,13.3,7,-7.8,0.157,10,0.1,1.02
,11:07:02,4,3600,1544.3,1.09,13.3,7,-7.8,0.157,10,0.1,1.02
,11:07:03,4,3600,1545.3,1.08,13.3,7,-7.8,0.162,10,0.1,1.01
,11:07:04,4,3600,1546.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:07:05,4,3600,1547.3,1.09,13.3,7,-7.8,0.163,10,0.1,1.02
,11:07:06,4,3600,1548.3,1.09,13.3,7,-7.7,0.164,10,0.1,1.02
,11:07:07,4,3600,1549.3,1.1,13.3,7,-7.7,0.153,10,0.1,1.03
,11:07:08,4,3600,1550.3,1.1,13.3,7,-7.7,0.153,10,0.1,1.03
,11:07:09,4,3600,1551.3,1.1,13.3,7,-7.7,0.159,10,0.1,1.03
,11:07:10,4,3600,1552.3,1.09,13.3,7,-7.7,0.158,10,0.1,1.02
,11:07:11,4,3600,1553.3,1.09,13.3,7,-7.7,0.163,10,0.1,1.02
,11:07:12,4,3600,1554.3,1.09,13.3,7,-7.7,0.163,10,0.1,1.02
,11:07:13,4,3600,1555.3,1.09,13.3,7,-7.7,0.157,10,0.1,1.02
,11:07:14,4,3600,1556.3,1.09,13.3,7,-7.7,0.152,10,0.1,1.02
,11:07:15,4,3600,1557.3,1.09,13.3,7,-7.7,0.157,10,0,1.02
,11:07:16,4,3600,1558.3,1.08,13.3,7,-7.7,0.156,10,0.1,1.01
,11:07:17,4,3600,1559.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:18,4,3600,1560.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:19,4,3600,1561.3,1.09,13.3,7,-7.7,0.163,10,0.1,1.02
,11:07:20,4,3600,1562.3,1.09,13.3,7,-7.7,0.158,10,0.1,1.02
,11:07:21,4,3600,1563.3,1.09,13.3,7,-7.7,0.158,10,0.1,1.02
,11:07:22,4,3600,1564.3,1.09,13.3,7,-7.7,0.152,10,0.1,1.02
,11:07:23,4,3600,1565.3,1.08,13.3,7,-7.7,0.145,10,0.1,1.01
,11:07:24,4,3600,1566.3,1.07,13.3,7,-7.7,0.149,10,0.1,1
,11:07:25,4,3600,1567.3,1.07,13.3,7,-7.7,0.155,10,0.1,1
,11:07:26,4,3600,1568.3,1.07,13.3,7,-7.7,0.155,10,0.1,1
,11:07:27,4,3600,1569.3,1.08,13.3,7,-7.7,0.161,10,0.1,1.01
,11:07:28,4,3600,1570.3,1.08,13.3,7,-7.7,0.155,10,0.1,1.01
,11:07:29,4,3600,1571.3,1.08,13.3,7,-7.7,0.161,10,0.1,1
,11:07:30,4,3600,1572.3,1.08,13.3,7,-7.7,0.155,10,0.1,1.01
,11:07:31,4,3600,1573.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:32,4,3600,1574.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:33,4,3600,1575.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:34,4,3600,1576.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:35,4,3600,1577.3,1.08,13.3,7,-7.7,0.161,10,0.1,1.01
,11:07:36,4,3600,1578.3,1.08,13.3,7,-7.7,0.155,10,0.1,1.01
,11:07:37,4,3600,1579.3,1.08,13.3,7,-7.7,0.156,10,0.1,1.01
,11:07:38,4,3600,1580.3,1.08,13.3,7,-7.7,0.15,10,0.1,1.01
,11:07:39,4,3600,1581.3,1.09,13.3,7,-7.7,0.151,10,0.1,1.01
,11:07:40,4,3600,1582.3,1.09,13.3,7,-7.7,0.151,10,0.1,1.02
,11:07:41,4,3600,1583.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:42,4,3600,1584.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:43,4,3600,1585.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:44,4,3600,1586.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:45,4,3600,1587.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:46,4,3600,1588.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:47,4,3600,1589.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:48,4,3600,1590.3,1.08,13.3,7,-7.7,0.162,10,0.1,1.01
,11:07:49,4,3600,1591.3,1.08,13.3,7,-7.7,0.156,10,0.1,1.01
,11:07:50,4,3600,1592.3,1.08,13.3,7,-7.7,0.156,10,0.1,1.01
,11:07:51,4,3600,1593.3,1.08,13.3,7,-7.7,0.15,10,0.1,1.01
,11:07:52,4,3600,1594.3,1.08,13.3,7,-7.7,0.145,10,0.1,1.01
,11:07:53,4,3600,1595.3,1.08,13.3,7,-7.7,0.145,10,0.1,1.01
,11:07:54,4,3600,1596.3,1.07,13.3,7,-7.7,0.155,10,0.1,1
,11:07:55,4,3600,1597.3,1.06,13.3,7,-7.7,0.16,10,0.1,1
,11:07:56,4,3600,1598.3,1.06,13.3,7,-7.7,0.159,10,0.1,0.99
,11:07:57,4,3600,1599.3,1.06,13.3,7,-7.7,0.16,10,0.1,1
,11:07:58,4,3600,1600.3,1.07,13.3,7,-7.7,0.155,10,0.1,1
,11:07:59,4,3600,1601.3,1.07,13.3,7,-7.7,0.154,10,0.1,1
,11:08:00,4,3600,1602.3,1.06,13.3,7,-7.7,0.16,10,0.1,0.99
,11:08:01,4,3600,1603.3,1.06,13.3,7,-7.8,0.16,10,0.1,1
,11:08:02,4,3600,1604.3,1.07,13.3,7,-7.8,0.16,10,0.1,1
,11:08:03,4,3600,1605.3,1.07,13.3,7,-7.8,0.161,10,0.1,1
,11:08:04,4,3600,1606.3,1.07,13.3,7,-7.8,0.154,10,0.1,1
,11:08:05,4,3600,1607.3,1.07,13.3,7,-7.8,0.155,10,0.1,1
,11:08:06,4,3600,1608.3,1.07,13.3,7,-7.8,0.155,10,0.1,1
,11:08:07,4,3600,1609.3,1.08,13.3,7,-7.8,0.155,10,0.1,1.01
,11:08:08,4,3600,1610.3,1.08,13.3,7,-7.8,0.161,10,0.1,1.01
,11:08:09,4,3600,1611.3,1.08,13.3,7,-7.8,0.161,10,0.1,1.01
,11:08:10,4,3600,1612.3,1.08,13.3,7,-7.8,0.161,10,0.1,1.01
,11:08:11,4,3600,1613.3,1.08,13.3,7,-7.8,0.155,10,0.1,1.01
,11:08:12,4,3600,1614.3,1.08,13.3,7,-7.8,0.155,10,0.1,1.01
,11:08:13,4,3600,1615.3,1.07,13.3,7,-7.8,0.149,10,0.1,1
,11:08:14,4,3600,1616.3,1.07,13.3,7,-7.8,0.149,10,0.1,1
,11:08:15,4,3600,1617.3,1.07,13.3,7,-7.8,0.149,10,0.1,1
,11:08:16,4,3600,1618.3,1.07,13.3,7,-7.8,0.149,10,0.1,1
,11:08:17,4,3600,1619.3,1.06,13.3,7,-7.8,0.148,10,0.1,1
,11:08:18,4,3600,1620.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:19,4,3600,1621.3,1.05,13.3,7,-7.8,0.158,10,0.1,0.99
,11:08:20,4,3600,1622.3,1.05,13.3,7,-7.8,0.157,10,0.1,0.98
,11:08:21,4,3600,1623.3,1.05,13.3,7,-7.8,0.158,10,0.1,0.99
,11:08:22,4,3600,1624.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:23,4,3600,1625.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:24,4,3600,1626.3,1.06,13.3,7,-7.8,0.154,10,0.1,1
,11:08:25,4,3600,1627.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:26,4,3600,1628.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:27,4,3600,1629.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:28,4,3600,1630.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:29,4,3600,1631.3,1.05,13.3,7,-7.8,0.152,10,0.1,0.99
,11:08:30,4,3600,1632.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:31,4,3600,1633.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:32,4,3600,1634.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:33,4,3600,1635.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:34,4,3600,1636.3,1.05,13.3,7,-7.8,0.147,10,0.1,0.98
,11:08:35,4,3600,1637.3,1.05,13.3,7,-7.8,0.146,10,0.1,0.98
,11:08:36,4,3600,1638.3,1.05,13.3,7,-7.8,0.146,10,0.1,0.98
,11:08:37,4,3600,1639.3,1.05,13.3,7,-7.8,0.146,10,0.1,0.98
,11:08:38,4,3600,1640.3,1.05,13.3,7,-7.8,0.152,10,0.1,0.98
,11:08:39,4,3600,1641.3,1.05,13.3,7,-7.8,0.151,10,0.1,0.98
,11:08:40,4,3600,1642.3,1.04,13.3,7,-7.8,0.151,10,0.1,0.98
,11:08:41,4,3600,1643.3,1.04,13.3,7,-7.8,0.157,10,0.1,0.98
,11:08:42,4,3600,1644.3,1.05,13.3,7,-7.8,0.157,10,0.1,0.98
,11:08:43,4,3600,1645.3,1.05,13.3,7,-7.8,0.157,10,0.1,0.98
,11:08:44,4,3600,1646.3,1.05,13.3,6,-7.8,0.163,10,0.1,0.98
,11:08:45,4,3600,1647.3,1.05,13.3,6,-7.8,0.164,10,0.1,0.99
,11:08:46,4,3600,1648.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:47,4,3600,1649.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:48,4,3600,1650.3,1.06,13.3,7,-7.8,0.154,10,0.1,0.99
,11:08:49,4,3600,1651.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:50,4,3600,1652.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:51,4,3600,1653.3,1.05,13.3,7,-7.8,0.158,10,0.1,0.99
,11:08:52,4,3600,1654.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:53,4,3600,1655.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:54,4,3600,1656.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:55,4,3600,1657.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:56,4,3600,1658.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:57,4,3600,1659.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:08:58,4,3600,1660.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:08:59,4,3600,1661.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:09:00,4,3600,1662.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:09:01,4,3600,1663.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:09:02,4,3600,1664.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:09:03,4,3600,1665.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:09:04,4,3600,1666.3,1.06,13.3,7,-7.8,0.154,10,0.1,1
,11:09:05,4,3600,1667.3,1.06,13.3,7,-7.8,0.153,10,0.1,0.99
,11:09:06,4,3600,1668.3,1.06,13.3,7,-7.8,0.159,10,0.1,0.99
,11:09:07,4,3600,1669.3,1.06,13.3,7,-7.9,0.153,10,0.1,0.99
,11:09:08,4,3600,1670.3,1.06,13.3,7,-7.9,0.153,10,0.1,0.99
,11:09:09,4,3600,1671.3,1.06,13.3,7,-7.9,0.153,10,0.1,0.99
,11:09:10,4,3600,1672.3,1.06,13.3,7,-7.9,0.159,10,0.1,0.99
,11:09:11,4,3600,1673.3,1.06,13.3,7,-7.9,0.159,10,0.1,0.99
,11:09:12,4,3600,1674.3,1.06,13.3,7,-7.9,0.159,10,0.1,0.99
,11:09:13,4,3600,1675.3,1.07,13.3,7,-7.9,0.154,10,0.1,1
,11:09:14,4,3600,1676.3,1.07,13.3,7,-7.9,0.161,10,0.1,1
,11:09:15,4,3600,1677.3,1.07,13.3,7,-7.9,0.155,10,0.1,1
,11:09:16,4,3600,1678.3,1.06,13.3,7,-7.9,0.148,10,0.1,1
,11:09:17,4,3600,1679.3,1.06,13.3,7,-7.9,0.148,10,0.1,0.99
,11:09:18,4,3600,1680.3,1.05,13.3,7,-7.9,0.142,10,0.1,0.99
,11:09:19,4,3600,1681.3,1.05,13.3,7,-7.9,0.147,10,0.1,0.99
,11:09:20,4,3600,1682.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.98
,11:09:21,4,3600,1683.3,1.04,13.3,7,-7.9,0.151,10,0.1,0.98
,11:09:22,4,3600,1684.3,1.04,13.3,7,-7.9,0.155,10,0.1,0.97
,11:09:23,4,3600,1685.3,1.04,13.3,7,-7.9,0.156,10,0.1,0.97
,11:09:24,4,3600,1686.3,1.04,13.3,6,-7.9,0.163,10,0.1,0.98
,11:09:25,4,3600,1687.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.99
,11:09:26,4,3600,1688.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.99
,11:09:27,4,3600,1689.3,1.05,13.3,7,-7.9,0.158,10,0.1,0.99
,11:09:28,4,3600,1690.3,1.05,13.3,6,-7.9,0.164,10,0.1,0.98
,11:09:29,4,3600,1691.3,1.05,13.3,7,-7.9,0.157,10,0.1,0.99
,11:09:30,4,3600,1692.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.98
,11:09:31,4,3600,1693.3,1.05,13.3,7,-7.9,0.158,10,0.1,0.98
,11:09:32,4,3600,1694.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.99
,11:09:33,4,3600,1695.3,1.05,13.3,7,-7.9,0.158,10,0.1,0.99
,11:09:34,4,3600,1696.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.99
,11:09:35,4,3600,1697.3,1.05,13.3,7,-7.9,0.147,10,0.1,0.99
,11:09:36,4,3600,1698.3,1.05,13.3,7,-7.9,0.147,10,0.1,0.99
,11:09:37,4,3600,1699.3,1.05,13.3,7,-7.9,0.152,10,0.1,0.99
,11:09:38,4,3600,1700.3,1.05,13.3,7,-7.9,0.147,10,0.1,0.99
,11:09:39,4,3600,1701.3,1.05,13.3,7,-7.9,0.146,10,0.1,0.98
,11:09:40,4,3600,1702.3,1.04,13.3,7,-7.9,0.145,10,0.1,0.98
,11:09:41,4,3600,1703.3,1.04,13.3,7,-7.9,0.15,10,0.1,0.97
,11:09:42,4,3600,1704.3,1.04,13.3,7,-7.9,0.156,10,0.1,0.97
,11:09:43,4,3600,1705.3,1.04,13.3,7,-7.9,0.156,10,0.1,0.98
,11:09:44,4,3600,1706.3,1.04,13.3,7,-7.9,0.157,10,0.1,0.98
,11:09:45,4,3600,1707.3,1.05,13.3,7,-7.9,0.157,10,0.1,0.98
,11:09:46,4,3600,1708.3,1.05,13.3,7,-7.9,0.157,10,0.1,0.98
,11:09:47,4,3600,1709.3,1.05,13.3,7,-7.9,0.158,10,0.1,0.99
