Data file,,SORONA_ISO10_-8C_007.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_-8DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,08/04/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,-8,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:41:17 on 08/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:17:55,4,3600,2197.3,1.02,13.3,7,-6.8,0.147,10,0.1,0.95
,11:17:56,4,3600,2198.3,1.01,13.3,7,-6.8,0.146,10,0.1,0.95
,11:17:57,4,3600,2199.3,1.02,13.3,7,-6.8,0.152,10,0.1,0.95
,11:17:58,4,3600,2200.3,1.02,13.3,7,-6.8,0.153,10,0.1,0.95
,11:17:59,4,3600,2201.3,1.03,13.3,7,-6.8,0.154,10,0.1,0.96
,11:18:00,4,3600,2202.3,1.03,13.3,7,-6.8,0.149,10,0.1,0.96
,11:18:01,4,3600,2203.3,1.03,13.3,7,-6.8,0.154,10,0.1,0.96
,11:18:02,4,3600,2204.3,1.02,13.3,7,-6.8,0.153,10,0.1,0.95
,11:18:03,4,3600,2205.3,1.02,13.3,7,-6.8,0.153,10,0.1,0.95
,11:18:04,4,3600,2206.3,1.02,13.3,7,-6.7,0.153,10,0.1,0.96
,11:18:05,4,3600,2207.3,1.03,13.3,7,-6.7,0.154,10,0.1,0.96
,11:18:06,4,3600,2208.3,1.03,13.3,7,-6.7,0.149,10,0.1,0.96
,11:18:07,4,3600,2209.3,1.03,13.3,7,-6.7,0.143,10,0.1,0.96
,11:18:08,4,3600,2210.3,1.02,13.3,7,-6.7,0.147,10,0.1,0.96
,11:18:09,4,3600,2211.3,1.02,13.3,7,-6.7,0.153,10,0.1,0.95
,11:18:10,4,3600,2212.3,1.02,13.3,7,-6.7,0.153,10,0.1,0.96
,11:18:11,4,3600,2213.3,1.03,13.3,7,-6.7,0.154,10,0.1,0.96
,11:18:12,4,3600,2214.3,1.03,13.3,7,-6.6,0.155,10,0.1,0.97
,11:18:13,4,3600,2215.3,1.03,13.3,7,-6.6,0.149,10,0.1,0.97
,11:18:14,4,3600,2216.3,1.03,13.3,7,-6.6,0.149,10,0.1,0.96
,11:18:15,4,3600,2217.3,1.02,13.3,7,-6.6,0.154,10,0.1,0.96
,11:18:16,4,3600,2218.3,1.02,13.3,7,-6.6,0.153,10,0.1,0.96
,11:18:17,4,3600,2219.3,1.02,13.3,7,-6.6,0.153,10,0.1,0.96
,11:18:18,4,3600,2220.3,1.02,13.3,7,-6.6,0.148,10,0.1,0.96
,11:18:19,4,3600,2221.3,1.02,13.3,7,-6.6,0.148,10,0.1,0.96
,11:18:20,4,3600,2222.3,1.02,13.3,7,-6.6,0.142,10,0.1,0.95
,11:18:21,4,3600,2223.3,1.02,13.3,7,-6.6,0.137,10,0.1,0.95
,11:18:22,4,3600,2224.3,1.02,13.3,7,-6.6,0.142,10,0.1,0.95
,11:18:23,4,3600,2225.3,1.02,13.3,7,-6.5,0.142,10,0.1,0.95
,11:18:24,4,3600,2226.3,1.02,13.3,7,-6.5,0.147,10,0.1,0.95
,11:18:25,4,3600,2227.3,1.01,13.3,7,-6.5,0.146,10,0.1,0.95
,11:18:26,4,3600,2228.3,1.01,13.3,7,-6.5,0.152,10,0.1,0.95
,11:18:27,4,3600,2229.3,1.02,13.3,7,-6.5,0.152,10,0.1,0.95
,11:18:28,4,3600,2230.3,1.02,13.3,7,-6.5,0.153,10,0.1,0.96
,11:18:29,4,3600,2231.3,1.02,13.3,7,-6.5,0.153,10,0.1,0.96
,11:18:30,4,3600,2232.3,1.02,13.3,7,-6.5,0.153,10,0.1,0.95
,11:18:31,4,3600,2233.3,1.02,13.3,7,-6.5,0.147,10,0.1,0.96
,11:18:32,4,3600,2234.3,1.02,13.3,7,-6.5,0.142,10,0.1,0.96
,11:18:33,4,3600,2235.3,1.02,13.3,7,-6.4,0.147,10,0.1,0.96
,11:18:34,4,3600,2236.3,1.02,13.3,7,-6.4,0.153,10,0.1,0.95
,11:18:35,4,3600,2237.3,1.02,13.3,7,-6.4,0.147,10,0.1,0.95
,11:18:36,4,3600,2238.3,1.02,13.3,7,-6.4,0.152,10,0.1,0.95
,11:18:37,4,3600,2239.3,1.02,13.3,7,-6.4,0.153,10,0.1,0.95
,11:18:38,4,3600,2240.3,1.03,13.3,7,-6.4,0.148,10,0.1,0.96
,11:18:39,4,3600,2241.3,1.03,13.3,7,-6.4,0.143,10,0.1,0.96
,11:18:40,4,3600,2242.3,1.03,13.3,7,-6.4,0.143,10,0.1,0.96
,11:18:41,4,3600,2243.3,1.03,13.3,7,-6.4,0.143,10,0.1,0.96
,11:18:42,4,3600,2244.3,1.03,13.3,7,-6.4,0.138,10,0.1,0.96
,11:18:43,4,3600,2245.3,1.03,13.3,7,-6.4,0.143,10,0.1,0.96
,11:18:44,4,3600,2246.3,1.02,13.3,7,-6.4,0.143,10,0.1,0.96
,11:18:45,4,3600,2247.3,1.02,13.3,7,-6.3,0.142,10,0.1,0.95
,11:18:46,4,3600,2248.3,1.01,13.3,7,-6.3,0.146,10,0.1,0.94
,11:18:47,4,3600,2249.3,1.01,13.3,7,-6.3,0.151,10,0.1,0.94
,11:18:48,4,3600,2250.3,1.01,13.3,7,-6.3,0.152,10,0.1,0.95
,11:18:49,4,3600,2251.3,1.01,13.3,7,-6.3,0.146,10,0.1,0.95
,11:18:50,4,3600,2252.3,1.01,13.3,7,-6.3,0.152,10,0.1,0.95
,11:18:51,4,3600,2253.3,1.01,13.3,6,-6.3,0.157,10,0.1,0.94
,11:18:52,4,3600,2254.3,1.01,13.3,7,-6.3,0.151,10,0.1,0.94
,11:18:53,4,3600,2255.3,1.01,13.3,7,-6.3,0.152,10,0.1,0.95
,11:18:54,4,3600,2256.3,1.02,13.3,6,-6.3,0.158,10,0.1,0.95
,11:18:55,4,3600,2257.3,1.02,13.3,6,-6.3,0.159,10,0.1,0.96
,11:18:56,4,3600,2258.3,1.03,13.3,7,-6.3,0.154,10,0.1,0.96
,11:18:57,4,3600,2259.3,1.03,13.3,7,-6.3,0.155,10,0.1,0.97
,11:18:58,4,3600,2260.3,1.03,13.3,7,-6.3,0.154,10,0.1,0.96
,11:18:59,4,3600,2261.3,1.03,13.3,7,-6.2,0.154,10,0.1,0.96
,11:19:00,4,3600,2262.3,1.03,13.3,7,-6.2,0.149,10,0.1,0.96
,11:19:01,4,3600,2263.3,1.03,13.3,7,-6.2,0.149,10,0.1,0.97
,11:19:02,4,3600,2264.3,1.04,13.3,7,-6.2,0.155,10,0.1,0.97
,11:19:03,4,3600,2265.3,1.04,13.3,7,-6.2,0.15,10,0.1,0.97
,11:19:04,4,3600,2266.3,1.03,13.3,7,-6.2,0.149,10,0.1,0.96
,11:19:05,4,3600,2267.3,1.02,13.3,7,-6.2,0.154,10,0.1,0.96
,11:19:06,4,3600,2268.3,1.02,13.3,7,-6.2,0.153,10,0.1,0.96
,11:19:07,4,3600,2269.3,1.02,13.3,7,-6.2,0.154,10,0.1,0.96
,11:19:08,4,3600,2270.3,1.03,13.3,7,-6.2,0.155,10,0.1,0.97
,11:19:09,4,3600,2271.3,1.03,13.3,7,-6.2,0.155,10,0.1,0.97
,11:19:10,4,3600,2272.3,1.03,13.3,7,-6.2,0.149,10,0.1,0.97
,11:19:11,4,3600,2273.3,1.03,13.3,7,-6.1,0.149,10,0.1,0.97
,11:19:12,4,3600,2274.3,1.04,13.3,7,-6.1,0.15,10,0.1,0.97
,11:19:13,4,3600,2275.3,1.03,13.3,7,-6.1,0.149,10,0.1,0.97
,11:19:14,4,3600,2276.3,1.03,13.3,7,-6.1,0.149,10,0.1,0.97
,11:19:15,4,3600,2277.3,1.03,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:16,4,3600,2278.3,1.04,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:17,4,3600,2279.3,1.04,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:18,4,3600,2280.3,1.04,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:19,4,3600,2281.3,1.03,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:20,4,3600,2282.3,1.03,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:21,4,3600,2283.3,1.03,13.3,7,-6.1,0.155,10,0.1,0.97
,11:19:22,4,3600,2284.3,1.04,13.3,7,-6.1,0.15,10,0.1,0.97
,11:19:23,4,3600,2285.3,1.04,13.3,7,-6.1,0.144,10,0.1,0.97
,11:19:24,4,3600,2286.3,1.04,13.3,7,-6.1,0.144,10,0.1,0.97
,11:19:25,4,3600,2287.3,1.04,13.3,7,-6,0.15,10,0.1,0.98
,11:19:26,4,3600,2288.3,1.04,13.3,7,-6,0.15,10,0.1,0.98
,11:19:27,4,3600,2289.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:28,4,3600,2290.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:29,4,3600,2291.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:30,4,3600,2292.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:31,4,3600,2293.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:32,4,3600,2294.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:33,4,3600,2295.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:34,4,3600,2296.3,1.04,13.3,7,-6,0.155,10,0.1,0.97
,11:19:35,4,3600,2297.3,1.04,13.3,6,-6,0.162,10,0.1,0.97
,11:19:36,4,3600,2298.3,1.03,13.3,7,-6,0.155,10,0.1,0.97
,11:19:37,4,3600,2299.3,1.04,13.3,7,-6,0.155,10,0.1,0.97
,11:19:38,4,3600,2300.3,1.03,13.3,7,-6,0.149,10,0.1,0.97
,11:19:39,4,3600,2301.3,1.03,13.3,7,-6,0.149,10,0.1,0.97
,11:19:40,4,3600,2302.3,1.03,13.3,7,-6,0.149,10,0.1,0.97
,11:19:41,4,3600,2303.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:42,4,3600,2304.3,1.04,13.3,7,-6,0.15,10,0.1,0.97
,11:19:43,4,3600,2305.3,1.04,13.3,7,-5.9,0.15,10,0.1,0.97
,11:19:44,4,3600,2306.3,1.04,13.3,7,-5.9,0.15,10,0.1,0.97
,11:19:45,4,3600,2307.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:19:46,4,3600,2308.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.96
,11:19:47,4,3600,2309.3,1.02,13.3,7,-5.9,0.148,10,0.1,0.96
,11:19:48,4,3600,2310.3,1.02,13.3,7,-5.9,0.147,10,0.1,0.96
,11:19:49,4,3600,2311.3,1.02,13.3,7,-5.9,0.153,10,0.1,0.95
,11:19:50,4,3600,2312.3,1.02,13.3,7,-5.9,0.147,10,0.1,0.96
,11:19:51,4,3600,2313.3,1.02,13.3,7,-5.9,0.148,10,0.1,0.96
,11:19:52,4,3600,2314.3,1.03,13.3,7,-5.9,0.148,10,0.1,0.96
,11:19:53,4,3600,2315.3,1.02,13.3,7,-5.9,0.154,10,0.1,0.96
,11:19:54,4,3600,2316.3,1.02,13.3,7,-5.9,0.153,10,0.1,0.96
,11:19:55,4,3600,2317.3,1.02,13.3,7,-5.9,0.154,10,0.1,0.96
,11:19:56,4,3600,2318.3,1.03,13.3,7,-5.9,0.154,10,0.1,0.96
,11:19:57,4,3600,2319.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:19:58,4,3600,2320.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:19:59,4,3600,2321.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:20:00,4,3600,2322.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:20:01,4,3600,2323.3,1.03,13.3,7,-5.9,0.155,10,0.1,0.97
,11:20:02,4,3600,2324.3,1.04,13.3,7,-5.9,0.155,10,0.1,0.97
,11:20:03,4,3600,2325.3,1.03,13.3,7,-5.9,0.155,10,0.1,0.97
,11:20:04,4,3600,2326.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.97
,11:20:05,4,3600,2327.3,1.03,13.3,7,-5.9,0.149,10,0.1,0.96
,11:20:06,4,3600,2328.3,1.03,13.3,7,-5.8,0.154,10,0.1,0.96
,11:20:07,4,3600,2329.3,1.03,13.3,7,-5.8,0.154,10,0.1,0.96
,11:20:08,4,3600,2330.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:09,4,3600,2331.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:10,4,3600,2332.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:11,4,3600,2333.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:12,4,3600,2334.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:13,4,3600,2335.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:14,4,3600,2336.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:15,4,3600,2337.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:16,4,3600,2338.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:17,4,3600,2339.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:18,4,3600,2340.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:19,4,3600,2341.3,1.03,13.3,7,-5.8,0.155,10,0.1,0.97
,11:20:20,4,3600,2342.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:21,4,3600,2343.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:22,4,3600,2344.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:23,4,3600,2345.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:24,4,3600,2346.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:25,4,3600,2347.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:26,4,3600,2348.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:27,4,3600,2349.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:28,4,3600,2350.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:29,4,3600,2351.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:30,4,3600,2352.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:31,4,3600,2353.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:32,4,3600,2354.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.97
,11:20:33,4,3600,2355.3,1.03,13.3,7,-5.8,0.149,10,0.1,0.96
,11:20:34,4,3600,2356.3,1.03,13.3,7,-5.7,0.143,10,0.1,0.96
,11:20:35,4,3600,2357.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.96
,11:20:36,4,3600,2358.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.96
,11:20:37,4,3600,2359.3,1.02,13.3,7,-5.7,0.143,10,0.1,0.96
,11:20:38,4,3600,2360.3,1.02,13.3,7,-5.7,0.142,10,0.1,0.96
,11:20:39,4,3600,2361.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.96
,11:20:40,4,3600,2362.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.95
,11:20:41,4,3600,2363.3,1.02,13.3,7,-5.7,0.142,10,0.1,0.95
,11:20:42,4,3600,2364.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.95
,11:20:43,4,3600,2365.3,1.01,13.3,7,-5.7,0.146,10,0.1,0.95
,11:20:44,4,3600,2366.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.95
,11:20:45,4,3600,2367.3,1.01,13.3,7,-5.7,0.146,10,0.1,0.95
,11:20:46,4,3600,2368.3,1.01,13.3,7,-5.7,0.152,10,0.1,0.95
,11:20:47,4,3600,2369.3,1.01,13.3,7,-5.7,0.152,10,0.1,0.95
,11:20:48,4,3600,2370.3,1.01,13.3,7,-5.7,0.152,10,0.1,0.95
,11:20:49,4,3600,2371.3,1.01,13.3,7,-5.7,0.152,10,0.1,0.95
,11:20:50,4,3600,2372.3,1.02,13.3,7,-5.7,0.152,10,0.1,0.95
,11:20:51,4,3600,2373.3,1.02,13.3,7,-5.7,0.153,10,0.1,0.95
,11:20:52,4,3600,2374.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.96
,11:20:53,4,3600,2375.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.96
,11:20:54,4,3600,2376.3,1.02,13.3,7,-5.7,0.153,10,0.1,0.95
,11:20:55,4,3600,2377.3,1.02,13.3,6,-5.7,0.158,10,0.1,0.95
,11:20:56,4,3600,2378.3,1.02,13.3,7,-5.7,0.153,10,0.1,0.95
,11:20:57,4,3600,2379.3,1.03,13.3,7,-5.7,0.148,10,0.1,0.96
,11:20:58,4,3600,2380.3,1.03,13.3,7,-5.7,0.149,10,0.1,0.96
,11:20:59,4,3600,2381.3,1.03,13.3,7,-5.7,0.143,10,0.1,0.96
,11:21:00,4,3600,2382.3,1.02,13.3,7,-5.7,0.143,10,0.1,0.96
,11:21:01,4,3600,2383.3,1.02,13.3,7,-5.7,0.142,10,0.1,0.96
,11:21:02,4,3600,2384.3,1.02,13.3,7,-5.7,0.137,10,0.1,0.96
,11:21:03,4,3600,2385.3,1.02,13.3,7,-5.7,0.142,10,0.1,0.95
,11:21:04,4,3600,2386.3,1.02,13.3,7,-5.7,0.147,10,0.1,0.95
,11:21:05,4,3600,2387.3,1.01,13.3,7,-5.7,0.146,10,0.1,0.95
,11:21:06,4,3600,2388.3,1.01,13.3,7,-5.7,0.151,10,0.1,0.94
,11:21:07,4,3600,2389.3,1,13.3,7,-5.6,0.15,10,0.1,0.94
,11:21:08,4,3600,2390.3,1,13.3,6,-5.6,0.156,10,0.1,0.94
,11:21:09,4,3600,2391.3,1.01,13.3,6,-5.6,0.164,10,0.1,0.94
,11:21:10,4,3600,2392.3,1.02,13.3,6,-5.6,0.158,10,0.1,0.95
,11:21:11,4,3600,2393.3,1.02,13.3,6,-5.6,0.16,10,0.1,0.96
,11:21:12,4,3600,2394.3,1.03,13.3,7,-5.6,0.154,10,0.1,0.96
,11:21:13,4,3600,2395.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:14,4,3600,2396.3,1.03,13.3,7,-5.6,0.148,10,0.1,0.96
,11:21:15,4,3600,2397.3,1.02,13.3,7,-5.6,0.154,10,0.1,0.96
,11:21:16,4,3600,2398.3,1.02,13.3,7,-5.6,0.154,10,0.1,0.96
,11:21:17,4,3600,2399.3,1.03,13.3,7,-5.6,0.154,10,0.1,0.96
,11:21:18,4,3600,2400.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:19,4,3600,2401.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:20,4,3600,2402.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:21,4,3600,2403.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:22,4,3600,2404.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:23,4,3600,2405.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:24,4,3600,2406.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:25,4,3600,2407.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:26,4,3600,2408.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:27,4,3600,2409.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:28,4,3600,2410.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:29,4,3600,2411.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:30,4,3600,2412.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:31,4,3600,2413.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:32,4,3600,2414.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:33,4,3600,2415.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:34,4,3600,2416.3,1.03,13.3,7,-5.6,0.155,10,0.1,0.97
,11:21:35,4,3600,2417.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:36,4,3600,2418.3,1.04,13.3,7,-5.6,0.15,10,0.1,0.97
,11:21:37,4,3600,2419.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.97
,11:21:38,4,3600,2420.3,1.03,13.3,7,-5.6,0.149,10,0.1,0.96
,11:21:39,4,3600,2421.3,1.03,13.3,7,-5.6,0.143,10,0.1,0.96
,11:21:40,4,3600,2422.3,1.03,13.3,7,-5.6,0.143,10,0.1,0.96
,11:21:41,4,3600,2423.3,1.02,13.3,7,-5.6,0.148,10,0.1,0.96
,11:21:42,4,3600,2424.3,1.02,13.3,7,-5.6,0.153,10,0.1,0.95
,11:21:43,4,3600,2425.3,1.02,13.3,7,-5.6,0.153,10,0.1,0.95
,11:21:44,4,3600,2426.3,1.02,13.3,7,-5.6,0.147,10,0.1,0.96
,11:21:45,4,3600,2427.3,1.02,13.3,7,-5.6,0.148,10,0.1,0.96
,11:21:46,4,3600,2428.3,1.03,13.3,7,-5.6,0.143,10,0.1,0.96
,11:21:47,4,3600,2429.3,1.02,13.3,7,-5.6,0.137,10,0.1,0.95
,11:21:48,4,3600,2430.3,1.01,13.3,7,-5.6,0.141,10,0.1,0.95
,11:21:49,4,3600,2431.3,1.01,13.3,7,-5.6,0.14,10,0.1,0.94
,11:21:50,4,3600,2432.3,1.01,13.3,7,-5.6,0.136,10,0.1,0.95
,11:21:51,4,3600,2433.3,1.01,13.3,7,-5.6,0.141,10,0.1,0.95
,11:21:52,4,3600,2434.3,1.01,13.3,7,-5.6,0.146,10,0.1,0.95
,11:21:53,4,3600,2435.3,1.01,13.3,7,-5.5,0.151,10,0.1,0.94
,11:21:54,4,3600,2436.3,1.01,13.3,7,-5.5,0.151,10,0.1,0.94
,11:21:55,4,3600,2437.3,1.01,13.3,7,-5.5,0.151,10,0.1,0.94
,11:21:56,4,3600,2438.3,1.01,13.3,7,-5.5,0.152,10,0.1,0.95
,11:21:57,4,3600,2439.3,1.01,13.3,6,-5.5,0.158,10,0.1,0.95
,11:21:58,4,3600,2440.3,1.01,13.3,6,-5.5,0.158,10,0.1,0.95
,11:21:59,4,3600,2441.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.95
,11:22:00,4,3600,2442.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.96
,11:22:01,4,3600,2443.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.95
,11:22:02,4,3600,2444.3,1.01,13.3,7,-5.5,0.152,10,0.1,0.95
,11:22:03,4,3600,2445.3,1.01,13.3,7,-5.5,0.152,10,0.1,0.95
,11:22:04,4,3600,2446.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.95
,11:22:05,4,3600,2447.3,1.02,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:06,4,3600,2448.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:07,4,3600,2449.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:08,4,3600,2450.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:09,4,3600,2451.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:10,4,3600,2452.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:11,4,3600,2453.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:12,4,3600,2454.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:13,4,3600,2455.3,1.03,13.3,7,-5.5,0.148,10,0.1,0.96
,11:22:14,4,3600,2456.3,1.03,13.3,7,-5.5,0.148,10,0.1,0.96
,11:22:15,4,3600,2457.3,1.03,13.3,7,-5.5,0.148,10,0.1,0.96
,11:22:16,4,3600,2458.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:17,4,3600,2459.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:18,4,3600,2460.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:19,4,3600,2461.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.97
,11:22:20,4,3600,2462.3,1.03,13.3,7,-5.5,0.155,10,0.1,0.97
,11:22:21,4,3600,2463.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.97
,11:22:22,4,3600,2464.3,1.03,13.3,7,-5.5,0.155,10,0.1,0.97
,11:22:23,4,3600,2465.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.97
,11:22:24,4,3600,2466.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:25,4,3600,2467.3,1.03,13.3,7,-5.5,0.149,10,0.1,0.96
,11:22:26,4,3600,2468.3,1.03,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:27,4,3600,2469.3,1.02,13.3,7,-5.5,0.147,10,0.1,0.96
,11:22:28,4,3600,2470.3,1.02,13.3,7,-5.5,0.147,10,0.1,0.96
,11:22:29,4,3600,2471.3,1.02,13.3,7,-5.5,0.148,10,0.1,0.96
,11:22:30,4,3600,2472.3,1.03,13.3,7,-5.5,0.143,10,0.1,0.96
,11:22:31,4,3600,2473.3,1.03,13.3,7,-5.5,0.143,10,0.1,0.96
,11:22:32,4,3600,2474.3,1.02,13.3,7,-5.5,0.143,10,0.1,0.96
,11:22:33,4,3600,2475.3,1.02,13.3,7,-5.5,0.142,10,0.1,0.95
,11:22:34,4,3600,2476.3,1.02,13.3,7,-5.5,0.142,10,0.1,0.95
,11:22:35,4,3600,2477.3,1.02,13.3,7,-5.5,0.147,10,0.1,0.95
,11:22:36,4,3600,2478.3,1.02,13.3,7,-5.5,0.152,10,0.1,0.95
,11:22:37,4,3600,2479.3,1.01,13.3,6,-5.5,0.158,10,0.1,0.95
,11:22:38,4,3600,2480.3,1.02,13.3,6,-5.5,0.158,10,0.1,0.95
,11:22:39,4,3600,2481.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.95
,11:22:40,4,3600,2482.3,1.02,13.3,7,-5.5,0.154,10,0.1,0.96
,11:22:41,4,3600,2483.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.96
,11:22:42,4,3600,2484.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.96
,11:22:43,4,3600,2485.3,1.02,13.3,7,-5.5,0.148,10,0.1,0.96
,11:22:44,4,3600,2486.3,1.02,13.3,7,-5.5,0.147,10,0.1,0.96
,11:22:45,4,3600,2487.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.95
,11:22:46,4,3600,2488.3,1.02,13.3,6,-5.5,0.159,10,0.1,0.95
,11:22:47,4,3600,2489.3,1.02,13.3,6,-5.5,0.158,10,0.1,0.95
,11:22:48,4,3600,2490.3,1.02,13.3,7,-5.5,0.153,10,0.1,0.96
,11:22:49,4,3600,2491.3,1.03,13.3,6,-5.5,0.16,10,0.1,0.96
