Data file,,PEEK_DRY_T18_PE2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PEEK,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:49 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,peek_dry_t18_pe2-h001.tsv,,,,,,,,,,
,13:49:58,5,3590,2828.9,4.88,13.3,8,23,0.635,10,49.9,4.72
,13:49:59,5,3590,2829.9,4.91,13.3,8,23,0.639,10,49.9,4.74
,13:50:00,5,3590,2830.9,4.93,13.3,7,23,0.663,10,49.9,4.76
,13:50:01,5,3590,2831.9,4.9,13.3,7,23,0.66,10,49.8,4.73
,13:50:02,5,3590,2832.9,4.86,13.3,7,23,0.677,10,49.9,4.69
,13:50:03,5,3590,2833.9,4.82,13.3,7,23,0.672,10,49.9,4.66
,13:50:04,5,3590,2834.9,4.81,13.3,7,23,0.695,10,49.9,4.65
,13:50:05,5,3590,2835.9,4.78,13.3,7,23,0.718,10,49.9,4.62
,13:50:06,5,3590,2836.9,4.75,13.3,7,23,0.713,10,49.8,4.59
,13:50:07,5,3590,2837.9,4.76,13.3,7,23,0.714,10,49.8,4.6
,13:50:08,5,3590,2838.9,4.82,13.3,7,23,0.696,10,49.9,4.66
,13:50:09,5,3590,2839.9,4.88,13.3,7,23,0.732,10,49.8,4.72
,13:50:10,5,3590,2840.9,4.9,13.3,7,23,0.708,10,49.8,4.73
,13:50:11,5,3590,2841.9,4.89,13.3,7,23,0.706,10,49.8,4.72
,13:50:12,5,3590,2842.9,4.88,13.3,7,23,0.679,10,49.9,4.71
,13:50:13,5,3590,2843.9,4.85,13.3,7,23,0.676,10,49.8,4.68
,13:50:14,5,3590,2844.9,4.84,13.3,7,23,0.674,10,49.8,4.67
,13:50:15,5,3590,2845.9,4.81,13.3,7,23,0.695,10,49.8,4.64
,13:50:16,5,3590,2846.9,4.79,13.3,7,23,0.692,10,49.8,4.62
,13:50:17,5,3590,2847.9,4.79,13.3,7,23,0.691,10,49.8,4.62
,13:50:18,5,3590,2848.9,4.81,13.3,7,23,0.695,10,49.8,4.64
,13:50:19,5,3590,2849.9,4.84,13.3,7,23,0.674,10,49.9,4.67
,13:50:20,5,3590,2850.9,4.85,13.3,7,23,0.675,10,49.8,4.68
,13:50:21,5,3590,2851.9,4.85,13.3,7,23,0.676,10,49.8,4.68
,13:50:22,5,3590,2852.9,4.85,13.3,7,23,0.7,10,49.9,4.68
,13:50:23,5,3590,2853.9,4.85,13.3,7,23,0.701,10,49.9,4.68
,13:50:24,5,3590,2854.9,4.82,13.3,7,23,0.697,10,49.8,4.66
,13:50:25,5,3590,2855.9,4.84,13.3,7,23,0.699,10,49.8,4.67
,13:50:26,5,3590,2856.9,4.88,13.3,7,23,0.706,10,49.8,4.72
,13:50:27,5,3590,2857.9,4.93,13.3,7,23,0.687,10,49.8,4.76
,13:50:28,5,3590,2858.9,4.94,13.3,7,23,0.688,10,49.8,4.77
,13:50:29,5,3590,2859.9,4.91,13.3,7,23,0.684,10,49.9,4.74
,13:50:30,5,3590,2860.9,4.9,13.3,7,23,0.708,10,49.8,4.73
,13:50:31,5,3590,2861.9,4.9,13.3,7,23,0.708,10,49.8,4.74
,13:50:32,5,3590,2862.9,4.9,13.3,7,23,0.708,10,49.8,4.74
,13:50:33,5,3590,2863.9,4.93,13.3,7,23,0.713,10,49.8,4.77
,13:50:34,5,3590,2864.9,4.98,13.3,7,23,0.694,10,49.8,4.82
,13:50:35,5,3590,2865.9,5.01,13.3,7,23,0.698,10,49.9,4.84
,13:50:36,5,3590,2866.9,5,13.3,7,23,0.697,10,49.9,4.83
,13:50:37,5,3590,2867.9,4.97,13.3,7,23,0.693,10,49.8,4.8
,13:50:38,5,3590,2868.9,4.95,13.3,7,23,0.715,10,49.8,4.78
,13:50:39,5,3590,2869.9,4.98,13.3,7,23,0.72,10,49.8,4.81
,13:50:40,5,3590,2870.9,5.03,13.3,7,23,0.701,10,49.8,4.86
,13:50:41,5,3590,2871.9,5.06,13.3,7,23,0.704,10,49.8,4.88
,13:50:42,5,3590,2872.9,5.02,13.3,7,23,0.699,10,49.8,4.84
,13:50:43,5,3590,2873.9,4.95,13.3,7,23,0.716,10,49.8,4.78
,13:50:44,5,3590,2874.9,4.95,13.3,7,23,0.69,10,49.8,4.78
,13:50:45,5,3590,2875.9,4.97,13.3,7,23,0.692,10,49.9,4.8
,13:50:46,5,3590,2876.9,4.98,13.3,7,23,0.719,10,49.9,4.8
,13:50:47,5,3590,2877.9,4.97,13.3,7,23,0.718,10,49.9,4.79
,13:50:48,5,3590,2878.9,5,13.3,7,23,0.722,10,49.8,4.83
,13:50:49,5,3590,2879.9,5.04,13.3,7,23,0.703,10,49.9,4.87
,13:50:50,5,3590,2880.9,5.05,13.3,7,23,0.703,10,49.9,4.87
,13:50:51,5,3590,2881.9,4.99,13.3,7,23,0.695,10,49.9,4.81
,13:50:52,5,3590,2882.9,4.89,13.3,7,23,0.706,10,49.8,4.71
,13:50:53,5,3590,2883.9,4.87,13.3,7,23,0.704,10,49.9,4.71
,13:50:54,5,3590,2884.9,4.9,13.3,7,23,0.682,10,49.8,4.73
,13:50:55,5,3590,2885.9,4.94,13.3,7,23,0.688,10,49.9,4.77
,13:50:56,5,3590,2886.9,4.93,13.3,7,23,0.687,10,49.9,4.76
,13:50:57,5,3590,2887.9,4.91,13.3,7,23,0.684,10,49.8,4.74
,13:50:58,5,3590,2888.9,4.91,13.3,7,23,0.685,10,49.8,4.75
,13:50:59,5,3590,2889.9,4.94,13.3,7,23,0.688,10,49.9,4.77
,13:51:00,5,3590,2890.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:51:01,5,3590,2891.9,4.98,13.3,7,23,0.694,10,49.9,4.81
,13:51:02,5,3590,2892.9,4.95,13.3,7,23,0.716,10,49.8,4.78
,13:51:03,5,3590,2893.9,4.94,13.3,7,23,0.714,10,49.8,4.77
,13:51:04,5,3590,2894.9,4.97,13.3,7,23,0.718,10,49.9,4.8
,13:51:05,5,3590,2895.9,5.01,13.3,7,23,0.697,10,49.9,4.84
,13:51:06,5,3590,2896.9,5.02,13.3,7,23,0.699,10,49.8,4.85
,13:51:07,5,3590,2897.9,5.01,13.3,7,23,0.723,10,49.8,4.83
,13:51:08,5,3590,2898.9,5.01,13.3,7,23,0.698,10,49.9,4.84
,13:51:09,5,3590,2899.9,4.99,13.3,7,24,0.696,10,49.9,4.82
,13:51:10,5,3590,2900.9,4.96,13.3,7,24,0.69,10,49.8,4.78
,13:51:11,5,3590,2901.9,4.87,13.3,7,23,0.703,10,49.9,4.69
,13:51:12,5,3590,2902.9,4.81,13.3,7,24,0.694,10,49.9,4.64
,13:51:13,5,3590,2903.9,4.78,13.3,7,24,0.69,10,49.8,4.61
,13:51:14,5,3590,2904.9,4.81,13.3,7,23,0.67,10,49.9,4.65
,13:51:15,5,3590,2905.9,4.84,13.3,7,23,0.674,10,49.8,4.67
,13:51:16,5,3590,2906.9,4.83,13.3,7,23,0.673,10,49.8,4.66
,13:51:17,5,3590,2907.9,4.82,13.3,7,23,0.696,10,49.9,4.65
,13:51:18,5,3590,2908.9,4.87,13.3,7,23,0.655,10,49.8,4.71
,13:51:19,5,3590,2909.9,4.93,13.3,7,23,0.663,10,49.9,4.77
,13:51:20,5,3590,2910.9,4.98,13.3,7,23,0.67,10,49.9,4.81
,13:51:21,5,3590,2911.9,4.99,13.3,7,23,0.672,10,49.9,4.82
,13:51:22,5,3590,2912.9,5.02,13.3,7,23,0.675,10,49.9,4.85
,13:51:23,5,3590,2913.9,5.04,13.3,7,23,0.678,10,49.9,4.87
,13:51:24,5,3590,2914.9,5.04,13.3,7,23,0.702,10,49.8,4.86
,13:51:25,5,3590,2915.9,5.01,13.3,7,23,0.697,10,49.9,4.83
,13:51:26,5,3590,2916.9,4.97,13.3,7,23,0.718,10,49.8,4.79
,13:51:27,5,3590,2917.9,4.96,13.3,7,23,0.691,10,49.8,4.79
,13:51:28,5,3590,2918.9,4.95,13.3,7,23,0.716,10,49.9,4.79
,13:51:29,5,3590,2919.9,4.97,13.3,7,23,0.718,10,49.8,4.8
,13:51:30,5,3590,2920.9,4.98,13.3,7,23,0.72,10,49.9,4.81
,13:51:31,5,3590,2921.9,5.02,13.3,7,23,0.699,10,49.9,4.85
,13:51:32,5,3590,2922.9,5.03,13.3,7,23,0.701,10,49.9,4.86
,13:51:33,5,3590,2923.9,5.03,13.3,7,23,0.701,10,49.9,4.86
,13:51:34,5,3590,2924.9,5.03,13.3,7,24,0.726,10,49.9,4.85
,13:51:35,5,3590,2925.9,5.03,13.3,7,24,0.727,10,49.8,4.86
,13:51:36,5,3590,2926.9,5.04,13.3,7,24,0.729,10,49.9,4.87
,13:51:37,5,3590,2927.9,5.06,13.3,7,24,0.704,10,49.9,4.88
,13:51:38,5,3590,2928.9,5.06,13.3,7,24,0.704,10,49.9,4.88
,13:51:39,5,3590,2929.9,5.05,13.3,7,24,0.729,10,49.9,4.87
,13:51:40,5,3590,2930.9,5.03,13.3,7,24,0.727,10,49.9,4.86
,13:51:41,5,3590,2931.9,5.02,13.3,7,23,0.725,10,49.8,4.84
,13:51:42,5,3590,2932.9,5.02,13.3,7,23,0.725,10,49.9,4.85
,13:51:43,5,3590,2933.9,5.03,13.3,7,23,0.701,10,49.8,4.86
,13:51:44,5,3590,2934.9,5.05,13.3,7,23,0.679,10,49.8,4.88
,13:51:45,5,3590,2935.9,5.06,13.3,8,23,0.658,10,49.9,4.89
,13:51:46,5,3590,2936.9,5.06,13.3,8,23,0.657,10,49.9,4.88
,13:51:47,5,3590,2937.9,5.02,13.3,7,23,0.675,10,49.9,4.85
,13:51:48,5,3590,2938.9,4.99,13.3,7,23,0.696,10,49.9,4.82
,13:51:49,5,3590,2939.9,4.98,13.3,7,23,0.72,10,49.9,4.81
,13:51:50,5,3590,2940.9,4.99,13.3,7,23,0.721,10,49.9,4.82
,13:51:51,5,3590,2941.9,4.98,13.3,7,23,0.72,10,49.9,4.81
,13:51:52,5,3590,2942.9,4.97,13.3,7,23,0.746,10,49.8,4.8
,13:51:53,5,3590,2943.9,4.96,13.3,7,23,0.744,10,49.9,4.79
,13:51:54,5,3590,2944.9,4.97,13.3,7,23,0.746,10,49.9,4.8
,13:51:55,5,3590,2945.9,4.99,13.3,7,23,0.695,10,49.9,4.82
,13:51:56,5,3590,2946.9,5,13.3,7,23,0.696,10,49.8,4.83
,13:51:57,5,3590,2947.9,4.97,13.3,7,23,0.693,10,49.8,4.8
,13:51:58,5,3590,2948.9,4.94,13.3,7,23,0.714,10,49.8,4.77
,13:51:59,5,3590,2949.9,4.95,13.3,7,23,0.715,10,49.8,4.78
,13:52:00,5,3590,2950.9,4.97,13.3,7,23,0.718,10,49.8,4.79
,13:52:01,5,3590,2951.9,4.95,13.3,7,23,0.715,10,49.8,4.77
,13:52:02,5,3590,2952.9,4.91,13.3,7,23,0.709,10,49.8,4.73
,13:52:03,5,3590,2953.9,4.87,13.3,7,23,0.704,10,49.8,4.7
,13:52:04,5,3590,2954.9,4.89,13.3,7,23,0.681,10,49.9,4.72
,13:52:05,5,3590,2955.9,4.9,13.3,7,23,0.683,10,49.8,4.73
,13:52:06,5,3590,2956.9,4.9,13.3,7,23,0.682,10,49.9,4.73
,13:52:07,5,3590,2957.9,4.9,13.3,7,23,0.683,10,49.9,4.74
,13:52:08,5,3590,2958.9,4.94,13.3,7,23,0.689,10,49.8,4.78
,13:52:09,5,3590,2959.9,4.99,13.3,7,23,0.672,10,49.9,4.82
,13:52:10,5,3590,2960.9,5.01,13.3,7,23,0.674,10,49.8,4.84
,13:52:11,5,3590,2961.9,5.01,13.3,7,23,0.673,10,49.9,4.83
,13:52:12,5,3590,2962.9,4.99,13.3,7,23,0.671,10,49.8,4.82
,13:52:13,5,3590,2963.9,4.98,13.3,7,23,0.693,10,49.8,4.8
,13:52:14,5,3590,2964.9,4.98,13.3,7,23,0.719,10,49.9,4.8
,13:52:15,5,3590,2965.9,4.99,13.3,7,23,0.695,10,49.9,4.82
,13:52:16,5,3590,2966.9,5.01,13.3,7,23,0.724,10,49.9,4.84
,13:52:17,5,3590,2967.9,5.03,13.3,7,23,0.755,10,49.9,4.86
,13:52:18,5,3590,2968.9,5.07,13.3,7,23,0.761,10,49.9,4.9
,13:52:19,5,3590,2969.9,5.12,13.3,7,23,0.739,10,49.9,4.94
,13:52:20,5,3590,2970.9,5.15,13.3,7,23,0.744,10,49.9,4.98
,13:52:21,5,3590,2971.9,5.16,13.3,7,23,0.746,10,49.8,4.98
,13:52:22,5,3590,2972.9,5.15,13.3,7,23,0.745,10,49.9,4.98
,13:52:23,5,3590,2973.9,5.14,13.3,7,23,0.742,10,49.9,4.96
,13:52:24,5,3590,2974.9,5.09,13.3,7,23,0.71,10,49.9,4.91
,13:52:25,5,3590,2975.9,5.03,13.3,7,23,0.701,10,49.9,4.85
,13:52:26,5,3590,2976.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:52:27,5,3590,2977.9,4.94,13.3,7,23,0.688,10,49.9,4.77
,13:52:28,5,3590,2978.9,4.92,13.3,7,23,0.686,10,49.8,4.75
,13:52:29,5,3590,2979.9,4.92,13.3,7,23,0.686,10,49.8,4.76
,13:52:30,5,3590,2980.9,4.95,13.3,7,23,0.689,10,49.8,4.78
,13:52:31,5,3590,2981.9,4.99,13.3,7,23,0.695,10,49.8,4.83
,13:52:32,5,3590,2982.9,5.05,13.3,7,23,0.703,10,49.9,4.88
,13:52:33,5,3590,2983.9,5.08,13.3,7,23,0.683,10,49.8,4.9
,13:52:34,5,3590,2984.9,5.06,13.3,7,23,0.681,10,49.9,4.88
,13:52:35,5,3590,2985.9,5.02,13.3,7,23,0.675,10,49.9,4.85
,13:52:36,5,3590,2986.9,5,13.3,7,23,0.673,10,49.9,4.83
,13:52:37,5,3590,2987.9,4.98,13.3,7,23,0.67,10,49.9,4.81
,13:52:38,5,3590,2988.9,4.97,13.3,7,23,0.669,10,49.9,4.8
,13:52:39,5,3590,2989.9,4.94,13.3,7,23,0.688,10,49.9,4.77
,13:52:40,5,3590,2990.9,4.92,13.3,7,23,0.685,10,49.9,4.74
,13:52:41,5,3590,2991.9,4.87,13.3,7,23,0.703,10,49.9,4.69
,13:52:42,5,3590,2992.9,4.83,13.3,7,23,0.697,10,49.9,4.66
,13:52:43,5,3590,2993.9,4.81,13.3,7,23,0.722,10,49.9,4.65
,13:52:44,5,3590,2994.9,4.85,13.3,7,23,0.727,10,49.9,4.69
,13:52:45,5,3590,2995.9,4.95,13.3,7,23,0.742,10,49.9,4.79
,13:52:46,5,3590,2996.9,5.04,13.3,7,23,0.728,10,49.9,4.87
,13:52:47,5,3590,2997.9,5.1,13.3,7,23,0.736,10,49.9,4.92
,13:52:48,5,3590,2998.9,5.08,13.3,7,23,0.734,10,49.9,4.9
,13:52:49,5,3590,2999.9,5.04,13.3,7,23,0.728,10,49.8,4.86
,13:52:50,5,3590,3000.9,5.01,13.3,7,23,0.698,10,49.9,4.84
,13:52:51,5,3590,3001.9,4.98,13.3,7,23,0.694,10,49.9,4.81
,13:52:52,5,3590,3002.9,4.95,13.3,7,23,0.689,10,49.8,4.78
,13:52:53,5,3590,3003.9,4.9,13.3,7,23,0.683,10,49.9,4.73
,13:52:54,5,3590,3004.9,4.86,13.3,7,23,0.678,10,49.9,4.69
,13:52:55,5,3590,3005.9,4.83,13.3,7,23,0.672,10,49.9,4.66
,13:52:56,5,3590,3006.9,4.78,13.3,7,23,0.69,10,49.9,4.61
,13:52:57,5,3590,3007.9,4.76,13.3,7,23,0.687,10,49.9,4.59
,13:52:58,5,3590,3008.9,4.78,13.3,7,23,0.691,10,49.8,4.62
,13:52:59,5,3590,3009.9,4.85,13.3,7,23,0.7,10,49.8,4.69
,13:53:00,5,3590,3010.9,4.91,13.3,7,23,0.709,10,49.9,4.74
,13:53:01,5,3590,3011.9,4.95,13.3,7,23,0.715,10,49.9,4.78
,13:53:02,5,3590,3012.9,4.97,13.3,7,23,0.692,10,49.9,4.8
,13:53:03,5,3590,3013.9,4.97,13.3,7,23,0.718,10,49.9,4.8
,13:53:04,5,3590,3014.9,4.97,13.3,7,23,0.718,10,49.8,4.8
,13:53:05,5,3590,3015.9,4.99,13.3,7,23,0.695,10,49.8,4.82
,13:53:06,5,3590,3016.9,5.03,13.3,7,23,0.727,10,49.8,4.86
,13:53:07,5,3590,3017.9,5.06,13.3,7,23,0.731,10,49.8,4.89
,13:53:08,5,3590,3018.9,5.06,13.3,7,23,0.731,10,49.9,4.88
,13:53:09,5,3590,3019.9,5.07,13.3,7,23,0.732,10,49.8,4.89
,13:53:10,5,3590,3020.9,5.09,13.3,7,23,0.709,10,49.9,4.91
,13:53:11,5,3590,3021.9,5.11,13.3,7,23,0.712,10,49.9,4.93
,13:53:12,5,3590,3022.9,5.11,13.3,7,23,0.688,10,49.8,4.93
,13:53:13,5,3590,3023.9,5.09,13.3,8,23,0.662,10,49.9,4.92
,13:53:14,5,3590,3024.9,5.07,13.3,7,23,0.682,10,49.9,4.89
,13:53:15,5,3590,3025.9,5.05,13.3,7,23,0.703,10,49.8,4.87
,13:53:16,5,3590,3026.9,5.01,13.3,7,23,0.724,10,49.9,4.84
,13:53:17,5,3590,3027.9,4.99,13.3,7,23,0.749,10,49.8,4.82
,13:53:18,5,3590,3028.9,4.99,13.3,7,23,0.721,10,49.9,4.82
,13:53:19,5,3590,3029.9,5.05,13.3,7,23,0.729,10,49.8,4.88
,13:53:20,5,3590,3030.9,5.09,13.3,7,23,0.736,10,49.8,4.92
,13:53:21,5,3590,3031.9,5.12,13.3,7,23,0.74,10,49.9,4.94
,13:53:22,5,3590,3032.9,5.11,13.3,7,23,0.739,10,49.9,4.94
,13:53:23,5,3590,3033.9,5.12,13.3,7,23,0.713,10,49.9,4.94
,13:53:24,5,3590,3034.9,5.16,13.3,7,23,0.694,10,49.9,4.99
,13:53:25,5,3590,3035.9,5.21,13.3,7,23,0.701,10,49.9,5.03
,13:53:26,5,3590,3036.9,5.23,13.3,7,23,0.728,10,49.9,5.05
,13:53:27,5,3590,3037.9,5.17,13.3,7,23,0.747,10,49.9,4.98
,13:53:28,5,3590,3038.9,5.08,13.3,7,23,0.734,10,49.8,4.89
,13:53:29,5,3590,3039.9,4.99,13.3,7,23,0.721,10,49.8,4.82
,13:53:30,5,3590,3040.9,4.97,13.3,7,23,0.692,10,49.8,4.79
,13:53:31,5,3590,3041.9,4.95,13.3,7,23,0.715,10,49.9,4.78
,13:53:32,5,3590,3042.9,4.94,13.3,7,23,0.689,10,49.8,4.77
,13:53:33,5,3590,3043.9,4.93,13.3,7,23,0.663,10,49.9,4.75
,13:53:34,5,3590,3044.9,4.89,13.3,7,23,0.657,10,49.8,4.72
,13:53:35,5,3590,3045.9,4.85,13.3,7,23,0.676,10,49.8,4.68
,13:53:36,5,3590,3046.9,4.86,13.3,7,23,0.702,10,49.8,4.69
,13:53:37,5,3590,3047.9,4.91,13.3,7,23,0.709,10,49.9,4.74
,13:53:38,5,3590,3048.9,4.95,13.3,7,23,0.69,10,49.9,4.79
,13:53:39,5,3590,3049.9,4.99,13.3,7,23,0.695,10,49.9,4.82
,13:53:40,5,3590,3050.9,5,13.3,7,23,0.722,10,49.9,4.83
,13:53:41,5,3590,3051.9,4.99,13.3,7,23,0.72,10,49.9,4.81
,13:53:42,5,3590,3052.9,4.96,13.3,7,23,0.716,10,49.9,4.79
,13:53:43,5,3590,3053.9,4.95,13.3,7,23,0.689,10,49.8,4.78
,13:53:44,5,3590,3054.9,4.97,13.3,7,23,0.669,10,49.9,4.8
,13:53:45,5,3590,3055.9,4.94,13.3,7,23,0.664,10,49.9,4.75
,13:53:46,5,3590,3056.9,4.77,13.3,7,23,0.664,10,49.8,4.59
,13:53:47,5,3590,3057.9,4.54,13.3,7,23,0.655,10,49.9,4.36
,13:53:48,5,3590,3058.9,4.34,13.3,7,23,0.626,10,49.8,4.16
,13:53:49,5,3590,3059.9,4.14,13.3,7,23,0.598,10,49.8,3.98
,13:53:50,5,3590,3060.9,3.99,13.3,7,23,0.556,10,49.8,3.84
,13:53:51,5,3590,3061.9,3.9,13.3,7,23,0.524,10,49.8,3.77
,13:53:52,5,3590,3062.9,4,13.3,7,23,0.538,10,49.8,3.87
,13:53:53,5,3590,3063.9,4.12,13.3,7,23,0.574,10,49.8,4
,13:53:54,5,3590,3064.9,4.25,13.3,7,23,0.638,10,49.8,4.11
,13:53:55,5,3590,3065.9,4.32,13.3,7,23,0.648,10,49.8,4.18
,13:53:56,5,3590,3066.9,4.41,13.3,7,23,0.638,10,49.8,4.27
,13:53:57,5,3590,3067.9,4.51,13.3,7,23,0.651,10,49.9,4.36
,13:53:58,5,3590,3068.9,4.55,13.3,7,23,0.634,10,49.8,4.39
,13:53:59,5,3590,3069.9,4.47,13.3,7,23,0.623,10,49.8,4.3
,13:54:00,5,3590,3070.9,4.3,13.3,7,23,0.599,10,49.8,4.13
,13:54:01,5,3590,3071.9,4.12,13.3,7,23,0.595,10,49.8,3.96
,13:54:02,5,3590,3072.9,4.05,13.3,7,23,0.585,10,49.8,3.91
,13:54:03,5,3590,3073.9,4.08,13.3,7,23,0.59,10,49.8,3.95
,13:54:04,5,3590,3074.9,4.18,13.3,7,23,0.582,10,49.8,4.05
,13:54:05,5,3590,3075.9,4.27,13.3,7,23,0.595,10,49.8,4.13
,13:54:06,5,3590,3076.9,4.36,13.3,7,23,0.586,10,49.8,4.22
,13:54:07,5,3590,3077.9,4.41,13.3,7,23,0.593,10,49.8,4.26
,13:54:08,5,3590,3078.9,4.45,13.3,7,23,0.619,10,49.9,4.29
,13:54:09,5,3590,3079.9,4.46,13.3,7,23,0.644,10,49.9,4.31
,13:54:10,5,3590,3080.9,4.5,13.3,7,23,0.65,10,49.8,4.35
,13:54:11,5,3590,3081.9,4.58,13.3,7,23,0.662,10,49.8,4.43
,13:54:12,5,3590,3082.9,4.59,13.3,7,23,0.664,10,49.8,4.43
,13:54:13,5,3590,3083.9,4.5,13.3,7,23,0.65,10,49.9,4.33
,13:54:14,5,3590,3084.9,4.33,13.3,7,23,0.625,10,49.8,4.16
,13:54:15,5,3590,3085.9,4.22,13.3,7,23,0.588,10,49.9,4.07
,13:54:16,5,3590,3086.9,4.19,13.3,7,23,0.564,10,49.9,4.04
,13:54:17,5,3590,3087.9,4.16,13.3,7,23,0.579,10,49.8,4.01
,13:54:18,5,3590,3088.9,4.19,13.3,7,23,0.605,10,49.9,4.05
,13:54:19,5,3590,3089.9,4.21,13.3,7,23,0.608,10,49.8,4.07
,13:54:20,5,3590,3090.9,4.22,13.3,7,23,0.609,10,49.8,4.07
,13:54:21,5,3590,3091.9,4.18,13.3,7,23,0.604,10,49.8,4.04
,13:54:22,5,3590,3092.9,4.21,13.3,7,23,0.608,10,49.8,4.06
,13:54:23,5,3590,3093.9,4.24,13.3,7,23,0.613,10,49.8,4.1
,13:54:24,5,3590,3094.9,4.23,13.3,7,23,0.589,10,49.8,4.08
,13:54:25,5,3590,3095.9,4.18,13.3,7,23,0.583,10,49.8,4.04
,13:54:26,5,3590,3096.9,4.18,13.3,7,23,0.583,10,49.8,4.04
,13:54:27,5,3590,3097.9,4.22,13.3,7,23,0.587,10,49.8,4.07
,13:54:28,5,3590,3098.9,4.24,13.3,7,23,0.612,10,49.8,4.09
,13:54:29,5,3590,3099.9,4.27,13.3,7,23,0.617,10,49.8,4.13
,13:54:30,5,3590,3100.9,4.35,13.3,7,23,0.629,10,49.8,4.21
,13:54:31,5,3590,3101.9,4.4,13.3,7,23,0.612,10,49.8,4.25
,13:54:32,5,3590,3102.9,4.41,13.3,7,23,0.614,10,49.8,4.25
,13:54:33,5,3590,3103.9,4.34,13.3,7,23,0.584,10,49.8,4.18
,13:54:34,5,3590,3104.9,4.36,13.3,7,23,0.586,10,49.9,4.22
,13:54:35,5,3590,3105.9,4.41,13.3,7,23,0.615,10,49.8,4.26
,13:54:36,5,3590,3106.9,4.45,13.3,7,23,0.643,10,49.8,4.3
,13:54:37,5,3590,3107.9,4.44,13.3,7,23,0.641,10,49.8,4.28
,13:54:38,5,3590,3108.9,4.39,13.3,7,23,0.634,10,49.8,4.23
,13:54:39,5,3590,3109.9,4.37,13.3,7,23,0.609,10,49.8,4.21
,13:54:40,5,3590,3110.9,4.16,13.3,7,23,0.56,10,49.8,4
,13:54:41,5,3590,3111.9,3.92,13.3,7,23,0.546,10,49.8,3.76
,13:54:42,5,3590,3112.9,3.69,13.3,7,23,0.514,10,49.8,3.55
,13:54:43,5,3590,3113.9,3.62,13.3,7,23,0.504,10,49.8,3.49
,13:54:44,5,3590,3114.9,3.61,13.3,7,23,0.522,10,49.8,3.49
,13:54:45,5,3590,3115.9,3.62,13.3,7,23,0.523,10,49.8,3.5
,13:54:46,5,3590,3116.9,3.68,13.3,7,23,0.531,10,49.8,3.56
,13:54:47,5,3590,3117.9,3.78,13.3,7,23,0.546,10,49.8,3.66
,13:54:48,5,3590,3118.9,3.91,13.3,7,23,0.545,10,49.8,3.79
,13:54:49,5,3590,3119.9,3.98,13.3,7,23,0.554,10,49.8,3.84
,13:54:50,5,3590,3120.9,3.99,13.3,7,23,0.537,10,49.8,3.85
,13:54:51,5,3590,3121.9,3.99,13.3,7,23,0.556,10,49.8,3.85
,13:54:52,5,3590,3122.9,4.01,13.3,7,23,0.559,10,49.8,3.87
,13:54:53,5,3590,3123.9,4.01,13.3,7,23,0.559,10,49.8,3.87
,13:54:54,5,3590,3124.9,3.99,13.3,7,23,0.556,10,49.8,3.85
,13:54:55,5,3590,3125.9,3.97,13.3,7,23,0.553,10,49.8,3.83
,13:54:56,5,3590,3126.9,3.98,13.3,7,23,0.555,10,49.8,3.85
,13:54:57,5,3590,3127.9,4,13.3,7,23,0.538,10,49.8,3.86
,13:54:58,5,3590,3128.9,4,13.3,7,23,0.557,10,49.8,3.86
,13:54:59,5,3590,3129.9,3.97,13.3,7,23,0.573,10,49.8,3.82
,13:55:00,5,3590,3130.9,3.93,13.3,7,23,0.568,10,49.8,3.8
,13:55:01,5,3590,3131.9,3.95,13.3,7,23,0.57,10,49.8,3.81
,13:55:02,5,3590,3132.9,3.99,13.3,7,23,0.577,10,49.8,3.86
,13:55:03,5,3590,3133.9,4.03,13.3,7,23,0.582,10,49.8,3.89
,13:55:04,5,3590,3134.9,4.02,13.3,7,23,0.58,10,49.8,3.88
,13:55:05,5,3590,3135.9,4.01,13.3,7,23,0.579,10,49.8,3.87
,13:55:06,5,3590,3136.9,4.03,13.3,7,23,0.582,10,49.8,3.89
,13:55:07,5,3590,3137.9,4.09,13.3,7,23,0.591,10,49.8,3.95
,13:55:08,5,3590,3138.9,4.14,13.3,7,23,0.577,10,49.8,4
,13:55:09,5,3590,3139.9,4.17,13.3,7,23,0.561,10,49.8,4.03
,13:55:10,5,3590,3140.9,4.19,13.3,7,23,0.584,10,49.8,4.05
,13:55:11,5,3590,3141.9,4.18,13.3,7,23,0.604,10,49.8,4.04
