Data file,,PEEK_DRY_T18_PE2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PEEK,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 13:02:49 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,peek_dry_t18_pe2-h001.tsv,,,,,,,,,,
,13:19:21,5,3590,991.9,4.55,13.3,7,23,0.683,10,49.9,4.4
,13:19:22,5,3590,992.9,4.56,13.3,7,23,0.659,10,49.9,4.4
,13:19:23,5,3590,993.9,4.55,13.3,7,23,0.634,10,49.9,4.39
,13:19:24,5,3590,994.9,4.53,13.3,7,23,0.609,10,49.9,4.37
,13:19:25,5,3590,995.9,4.49,13.3,7,23,0.604,10,49.9,4.33
,13:19:26,5,3590,996.9,4.44,13.3,7,23,0.619,10,49.9,4.29
,13:19:27,5,3590,997.9,4.41,13.3,7,23,0.638,10,49.9,4.26
,13:19:28,5,3590,998.9,4.42,13.3,7,22,0.664,10,49.9,4.27
,13:19:29,5,3590,999.9,4.46,13.3,7,22,0.669,10,49.9,4.31
,13:19:30,5,3590,1000.9,4.5,13.3,7,23,0.65,10,49.9,4.35
,13:19:31,5,3590,1001.9,4.52,13.3,7,23,0.653,10,49.9,4.36
,13:19:32,5,3590,1002.9,4.52,13.3,7,23,0.654,10,49.9,4.37
,13:19:33,5,3590,1003.9,4.52,13.3,7,23,0.63,10,49.9,4.36
,13:19:34,5,3590,1004.9,4.52,13.3,7,23,0.608,10,49.9,4.36
,13:19:35,5,3590,1005.9,4.52,13.3,7,23,0.608,10,49.9,4.37
,13:19:36,5,3590,1006.9,4.52,13.3,7,23,0.63,10,49.9,4.36
,13:19:37,5,3590,1007.9,4.49,13.3,7,22,0.649,10,49.9,4.34
,13:19:38,5,3590,1008.9,4.47,13.3,7,22,0.646,10,49.9,4.32
,13:19:39,5,3590,1009.9,4.48,13.3,7,23,0.647,10,49.9,4.32
,13:19:40,5,3590,1010.9,4.51,13.3,7,23,0.651,10,49.9,4.36
,13:19:41,5,3590,1011.9,4.55,13.3,7,23,0.658,10,49.9,4.4
,13:19:42,5,3590,1012.9,4.58,13.3,7,23,0.661,10,49.9,4.42
,13:19:43,5,3590,1013.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:19:44,5,3590,1014.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:19:45,5,3590,1015.9,4.59,13.3,7,23,0.639,10,49.9,4.43
,13:19:46,5,3590,1016.9,4.59,13.3,7,23,0.617,10,49.9,4.43
,13:19:47,5,3590,1017.9,4.58,13.3,7,22,0.617,10,49.9,4.43
,13:19:48,5,3590,1018.9,4.59,13.3,7,22,0.639,10,49.9,4.43
,13:19:49,5,3590,1019.9,4.6,13.3,7,23,0.664,10,49.9,4.44
,13:19:50,5,3590,1020.9,4.6,13.3,7,22,0.665,10,49.9,4.44
,13:19:51,5,3590,1021.9,4.61,13.3,7,23,0.666,10,49.9,4.45
,13:19:52,5,3590,1022.9,4.61,13.3,7,23,0.666,10,49.9,4.45
,13:19:53,5,3590,1023.9,4.62,13.3,7,23,0.643,10,49.9,4.46
,13:19:54,5,3590,1024.9,4.63,13.3,7,23,0.623,10,49.9,4.48
,13:19:55,5,3590,1025.9,4.65,13.3,7,23,0.625,10,49.9,4.49
,13:19:56,5,3590,1026.9,4.65,13.3,7,23,0.647,10,49.9,4.49
,13:19:57,5,3590,1027.9,4.64,13.3,7,23,0.67,10,49.9,4.48
,13:19:58,5,3590,1028.9,4.63,13.3,7,23,0.668,10,49.9,4.47
,13:19:59,5,3590,1029.9,4.63,13.3,7,23,0.668,10,49.9,4.47
,13:20:00,5,3590,1030.9,4.63,13.3,7,23,0.646,10,49.9,4.48
,13:20:01,5,3590,1031.9,4.65,13.3,7,23,0.626,10,49.9,4.5
,13:20:02,5,3590,1032.9,4.66,13.3,8,23,0.605,10,49.9,4.5
,13:20:03,5,3590,1033.9,4.65,13.3,7,23,0.625,10,49.9,4.48
,13:20:04,5,3590,1034.9,4.62,13.3,7,23,0.644,10,49.9,4.46
,13:20:05,5,3590,1035.9,4.6,13.3,7,23,0.664,10,49.9,4.44
,13:20:06,5,3590,1036.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:20:07,5,3590,1037.9,4.59,13.3,7,23,0.64,10,49.9,4.43
,13:20:08,5,3590,1038.9,4.56,13.3,7,23,0.636,10,49.9,4.4
,13:20:09,5,3590,1039.9,4.49,13.3,7,23,0.649,10,49.9,4.33
,13:20:10,5,3590,1040.9,4.43,13.3,7,23,0.641,10,49.9,4.28
,13:20:11,5,3590,1041.9,4.43,13.3,7,23,0.64,10,49.9,4.28
,13:20:12,5,3590,1042.9,4.45,13.3,7,23,0.62,10,49.9,4.29
,13:20:13,5,3590,1043.9,4.41,13.3,7,23,0.594,10,49.8,4.25
,13:20:14,5,3590,1044.9,4.35,13.3,7,23,0.585,10,49.9,4.19
,13:20:15,5,3590,1045.9,4.31,13.3,7,22,0.622,10,49.9,4.16
,13:20:16,5,3590,1046.9,4.33,13.3,7,22,0.625,10,49.9,4.18
,13:20:17,5,3590,1047.9,4.37,13.3,7,23,0.631,10,49.9,4.22
,13:20:18,5,3590,1048.9,4.41,13.3,7,23,0.637,10,49.9,4.26
,13:20:19,5,3590,1049.9,4.46,13.3,7,23,0.644,10,49.8,4.31
,13:20:20,5,3590,1050.9,4.5,13.3,7,23,0.651,10,49.8,4.35
,13:20:21,5,3590,1051.9,4.52,13.3,7,23,0.63,10,49.9,4.36
,13:20:22,5,3590,1052.9,4.51,13.3,7,23,0.628,10,49.9,4.35
,13:20:23,5,3590,1053.9,4.5,13.3,7,23,0.65,10,49.9,4.35
,13:20:24,5,3590,1054.9,4.51,13.3,7,23,0.628,10,49.9,4.36
,13:20:25,5,3590,1055.9,4.52,13.3,7,23,0.63,10,49.9,4.36
,13:20:26,5,3590,1056.9,4.51,13.3,7,23,0.607,10,49.9,4.36
,13:20:27,5,3590,1057.9,4.51,13.3,7,23,0.607,10,49.9,4.35
,13:20:28,5,3590,1058.9,4.51,13.3,7,23,0.628,10,49.9,4.35
,13:20:29,5,3590,1059.9,4.51,13.3,7,23,0.652,10,49.9,4.36
,13:20:30,5,3590,1060.9,4.52,13.3,7,23,0.679,10,49.9,4.37
,13:20:31,5,3590,1061.9,4.55,13.3,7,23,0.683,10,49.9,4.4
,13:20:32,5,3590,1062.9,4.58,13.3,7,23,0.662,10,49.9,4.43
,13:20:33,5,3590,1063.9,4.59,13.3,7,23,0.64,10,49.9,4.43
,13:20:34,5,3590,1064.9,4.59,13.3,7,23,0.639,10,49.9,4.43
,13:20:35,5,3590,1065.9,4.59,13.3,7,23,0.664,10,49.9,4.43
,13:20:36,5,3590,1066.9,4.61,13.3,7,23,0.642,10,49.9,4.45
,13:20:37,5,3590,1067.9,4.62,13.3,7,23,0.622,10,49.9,4.46
,13:20:38,5,3590,1068.9,4.6,13.3,7,23,0.641,10,49.9,4.44
,13:20:39,5,3590,1069.9,4.58,13.3,7,23,0.661,10,49.9,4.42
,13:20:40,5,3590,1070.9,4.57,13.3,7,22,0.66,10,49.9,4.42
,13:20:41,5,3590,1071.9,4.62,13.3,7,23,0.643,10,49.9,4.47
,13:20:42,5,3590,1072.9,4.67,13.3,7,23,0.651,10,49.9,4.51
,13:20:43,5,3590,1073.9,4.67,13.3,7,23,0.65,10,49.9,4.5
,13:20:44,5,3590,1074.9,4.62,13.3,7,23,0.643,10,49.9,4.45
,13:20:45,5,3590,1075.9,4.56,13.3,7,23,0.636,10,49.9,4.4
,13:20:46,5,3590,1076.9,4.55,13.3,7,23,0.682,10,49.9,4.39
,13:20:47,5,3590,1077.9,4.56,13.3,7,23,0.685,10,49.9,4.41
,13:20:48,5,3590,1078.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:20:49,5,3590,1079.9,4.64,13.3,7,23,0.671,10,49.9,4.48
,13:20:50,5,3590,1080.9,4.63,13.3,7,23,0.646,10,49.9,4.47
,13:20:51,5,3590,1081.9,4.62,13.3,7,23,0.622,10,49.9,4.46
,13:20:52,5,3590,1082.9,4.59,13.3,7,23,0.618,10,49.8,4.44
,13:20:53,5,3590,1083.9,4.62,13.3,7,23,0.644,10,49.9,4.47
,13:20:54,5,3590,1084.9,4.64,13.3,7,23,0.67,10,49.9,4.48
,13:20:55,5,3590,1085.9,4.63,13.3,7,23,0.668,10,49.9,4.46
,13:20:56,5,3590,1086.9,4.6,13.3,7,23,0.664,10,49.9,4.44
,13:20:57,5,3590,1087.9,4.59,13.3,7,23,0.688,10,49.9,4.43
,13:20:58,5,3590,1088.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:20:59,5,3590,1089.9,4.6,13.3,7,23,0.619,10,49.9,4.44
,13:21:00,5,3590,1090.9,4.59,13.3,7,23,0.618,10,49.9,4.43
,13:21:01,5,3590,1091.9,4.61,13.3,7,23,0.642,10,49.9,4.45
,13:21:02,5,3590,1092.9,4.61,13.3,7,23,0.665,10,49.9,4.44
,13:21:03,5,3590,1093.9,4.57,13.3,7,23,0.686,10,49.9,4.41
,13:21:04,5,3590,1094.9,4.49,13.3,7,23,0.648,10,49.9,4.32
,13:21:05,5,3590,1095.9,4.41,13.3,7,23,0.615,10,49.9,4.25
,13:21:06,5,3590,1096.9,4.37,13.3,7,23,0.609,10,49.9,4.21
,13:21:07,5,3590,1097.9,4.34,13.3,7,23,0.628,10,49.9,4.19
,13:21:08,5,3590,1098.9,4.36,13.3,7,23,0.63,10,49.9,4.22
,13:21:09,5,3590,1099.9,4.4,13.3,7,23,0.635,10,49.9,4.25
,13:21:10,5,3590,1100.9,4.44,13.3,7,23,0.618,10,49.9,4.29
,13:21:11,5,3590,1101.9,4.48,13.3,7,23,0.624,10,49.9,4.33
,13:21:12,5,3590,1102.9,4.5,13.3,7,23,0.627,10,49.9,4.35
,13:21:13,5,3590,1103.9,4.51,13.3,7,23,0.628,10,49.9,4.35
,13:21:14,5,3590,1104.9,4.48,13.3,7,23,0.624,10,49.9,4.32
,13:21:15,5,3590,1105.9,4.47,13.3,7,23,0.645,10,49.9,4.31
,13:21:16,5,3590,1106.9,4.49,13.3,7,23,0.674,10,49.9,4.34
,13:21:17,5,3590,1107.9,4.53,13.3,7,23,0.679,10,49.9,4.37
,13:21:18,5,3590,1108.9,4.57,13.3,7,23,0.66,10,49.9,4.42
,13:21:19,5,3590,1109.9,4.62,13.3,7,23,0.668,10,49.9,4.47
,13:21:20,5,3590,1110.9,4.67,13.3,7,23,0.675,10,49.9,4.51
,13:21:21,5,3590,1111.9,4.69,13.3,7,23,0.677,10,49.9,4.52
,13:21:22,5,3590,1112.9,4.69,13.3,7,23,0.654,10,49.9,4.53
,13:21:23,5,3590,1113.9,4.69,13.3,7,23,0.631,10,49.9,4.53
,13:21:24,5,3590,1114.9,4.69,13.3,7,23,0.653,10,49.9,4.52
,13:21:25,5,3590,1115.9,4.68,13.3,7,22,0.652,10,49.9,4.52
,13:21:26,5,3590,1116.9,4.68,13.3,7,22,0.652,10,49.9,4.52
,13:21:27,5,3590,1117.9,4.7,13.3,7,22,0.654,10,49.9,4.54
,13:21:28,5,3590,1118.9,4.71,13.3,7,22,0.657,10,49.9,4.55
,13:21:29,5,3590,1119.9,4.72,13.3,7,23,0.658,10,49.8,4.56
,13:21:30,5,3590,1120.9,4.71,13.3,7,23,0.681,10,49.9,4.55
,13:21:31,5,3590,1121.9,4.7,13.3,7,23,0.679,10,49.9,4.54
,13:21:32,5,3590,1122.9,4.7,13.3,7,23,0.679,10,49.9,4.54
,13:21:33,5,3590,1123.9,4.72,13.3,7,23,0.658,10,49.9,4.56
,13:21:34,5,3590,1124.9,4.74,13.3,7,23,0.637,10,49.9,4.57
,13:21:35,5,3590,1125.9,4.71,13.3,8,23,0.612,10,49.9,4.54
,13:21:36,5,3590,1126.9,4.62,13.3,7,23,0.621,10,49.9,4.45
,13:21:37,5,3590,1127.9,4.53,13.3,7,23,0.631,10,49.9,4.36
,13:21:38,5,3590,1128.9,4.47,13.3,7,23,0.623,10,49.9,4.32
,13:21:39,5,3590,1129.9,4.5,13.3,7,23,0.65,10,49.8,4.35
,13:21:40,5,3590,1130.9,4.53,13.3,7,23,0.654,10,49.9,4.37
,13:21:41,5,3590,1131.9,4.55,13.3,7,23,0.657,10,49.9,4.39
,13:21:42,5,3590,1132.9,4.53,13.3,7,23,0.655,10,49.9,4.37
,13:21:43,5,3590,1133.9,4.52,13.3,7,23,0.654,10,49.9,4.37
,13:21:44,5,3590,1134.9,4.54,13.3,7,23,0.682,10,49.9,4.39
,13:21:45,5,3590,1135.9,4.57,13.3,7,23,0.66,10,49.9,4.41
,13:21:46,5,3590,1136.9,4.6,13.3,7,23,0.641,10,49.9,4.44
,13:21:47,5,3590,1137.9,4.6,13.3,7,23,0.618,10,49.9,4.43
,13:21:48,5,3590,1138.9,4.56,13.3,7,23,0.635,10,49.9,4.4
,13:21:49,5,3590,1139.9,4.51,13.3,7,23,0.651,10,49.9,4.35
,13:21:50,5,3590,1140.9,4.48,13.3,7,23,0.647,10,49.9,4.32
,13:21:51,5,3590,1141.9,4.5,13.3,7,23,0.651,10,49.8,4.35
,13:21:52,5,3590,1142.9,4.56,13.3,7,23,0.659,10,49.9,4.41
,13:21:53,5,3590,1143.9,4.62,13.3,7,23,0.643,10,49.9,4.46
,13:21:54,5,3590,1144.9,4.62,13.3,7,23,0.622,10,49.9,4.46
,13:21:55,5,3590,1145.9,4.61,13.3,7,23,0.642,10,49.9,4.45
,13:21:56,5,3590,1146.9,4.6,13.3,7,23,0.641,10,49.9,4.44
,13:21:57,5,3590,1147.9,4.61,13.3,7,23,0.665,10,49.9,4.45
,13:21:58,5,3590,1148.9,4.61,13.3,7,23,0.666,10,49.9,4.45
,13:21:59,5,3590,1149.9,4.61,13.3,7,23,0.667,10,49.9,4.45
,13:22:00,5,3590,1150.9,4.64,13.3,7,23,0.671,10,49.9,4.48
,13:22:01,5,3590,1151.9,4.67,13.3,7,23,0.675,10,49.9,4.51
,13:22:02,5,3590,1152.9,4.71,13.3,7,23,0.656,10,49.9,4.54
,13:22:03,5,3590,1153.9,4.7,13.3,7,23,0.633,10,49.9,4.54
,13:22:04,5,3590,1154.9,4.69,13.3,7,23,0.678,10,49.9,4.53
,13:22:05,5,3590,1155.9,4.69,13.3,7,23,0.677,10,49.9,4.53
,13:22:06,5,3590,1156.9,4.74,13.3,7,23,0.66,10,49.9,4.58
,13:22:07,5,3590,1157.9,4.78,13.3,7,23,0.69,10,49.9,4.62
,13:22:08,5,3590,1158.9,4.82,13.3,7,23,0.696,10,49.9,4.65
,13:22:09,5,3590,1159.9,4.83,13.3,7,23,0.697,10,49.9,4.66
,13:22:10,5,3590,1160.9,4.83,13.3,7,23,0.673,10,49.9,4.67
,13:22:11,5,3590,1161.9,4.83,13.3,7,23,0.673,10,49.9,4.66
,13:22:12,5,3590,1162.9,4.82,13.3,7,23,0.649,10,49.9,4.66
,13:22:13,5,3590,1163.9,4.81,13.3,7,23,0.67,10,49.9,4.64
,13:22:14,5,3590,1164.9,4.8,13.3,7,23,0.693,10,49.9,4.63
,13:22:15,5,3590,1165.9,4.8,13.3,7,23,0.669,10,49.9,4.64
,13:22:16,5,3590,1166.9,4.81,13.3,7,23,0.67,10,49.9,4.64
,13:22:17,5,3590,1167.9,4.81,13.3,7,23,0.694,10,49.9,4.64
,13:22:18,5,3590,1168.9,4.77,13.3,7,23,0.69,10,49.9,4.61
,13:22:19,5,3590,1169.9,4.74,13.3,7,23,0.661,10,49.9,4.57
,13:22:20,5,3590,1170.9,4.71,13.3,7,23,0.633,10,49.9,4.55
,13:22:21,5,3590,1171.9,4.7,13.3,7,23,0.633,10,49.9,4.54
,13:22:22,5,3590,1172.9,4.72,13.3,7,23,0.682,10,49.8,4.56
,13:22:23,5,3590,1173.9,4.76,13.3,7,23,0.688,10,49.8,4.6
,13:22:24,5,3590,1174.9,4.8,13.3,7,23,0.668,10,49.9,4.64
,13:22:25,5,3590,1175.9,4.82,13.3,8,23,0.627,10,49.9,4.65
,13:22:26,5,3590,1176.9,4.8,13.3,7,23,0.646,10,49.9,4.63
,13:22:27,5,3590,1177.9,4.75,13.3,7,23,0.686,10,49.9,4.58
,13:22:28,5,3590,1178.9,4.66,13.3,7,23,0.673,10,49.9,4.49
,13:22:29,5,3590,1179.9,4.6,13.3,7,23,0.69,10,49.9,4.43
,13:22:30,5,3590,1180.9,4.57,13.3,7,23,0.661,10,49.9,4.42
,13:22:31,5,3590,1181.9,4.6,13.3,7,23,0.64,10,49.9,4.44
,13:22:32,5,3590,1182.9,4.57,13.3,7,23,0.615,10,49.9,4.41
,13:22:33,5,3590,1183.9,4.53,13.3,7,23,0.631,10,49.9,4.37
,13:22:34,5,3590,1184.9,4.53,13.3,7,23,0.654,10,49.9,4.37
,13:22:35,5,3590,1185.9,4.56,13.3,7,23,0.659,10,49.9,4.41
,13:22:36,5,3590,1186.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:22:37,5,3590,1187.9,4.58,13.3,7,23,0.638,10,49.9,4.42
,13:22:38,5,3590,1188.9,4.6,13.3,7,23,0.641,10,49.9,4.45
,13:22:39,5,3590,1189.9,4.66,13.3,7,23,0.649,10,49.9,4.5
,13:22:40,5,3590,1190.9,4.68,13.3,7,23,0.676,10,49.9,4.51
,13:22:41,5,3590,1191.9,4.65,13.3,7,23,0.697,10,49.9,4.48
,13:22:42,5,3590,1192.9,4.62,13.3,7,23,0.693,10,49.9,4.46
,13:22:43,5,3590,1193.9,4.64,13.3,7,23,0.671,10,49.9,4.49
,13:22:44,5,3590,1194.9,4.69,13.3,7,23,0.654,10,49.9,4.53
,13:22:45,5,3590,1195.9,4.7,13.3,7,23,0.633,10,49.9,4.54
,13:22:46,5,3590,1196.9,4.7,13.3,7,23,0.632,10,49.9,4.53
,13:22:47,5,3590,1197.9,4.67,13.3,7,23,0.65,10,49.9,4.5
,13:22:48,5,3590,1198.9,4.65,13.3,7,23,0.672,10,49.9,4.49
,13:22:49,5,3590,1199.9,4.64,13.3,7,23,0.671,10,49.9,4.49
,13:22:50,5,3590,1200.9,4.68,13.3,7,23,0.676,10,49.9,4.52
,13:22:51,5,3590,1201.9,4.7,13.3,7,23,0.632,10,49.9,4.53
,13:22:52,5,3590,1202.9,4.69,13.3,7,23,0.653,10,49.9,4.52
,13:22:53,5,3590,1203.9,4.64,13.3,7,23,0.67,10,49.9,4.48
,13:22:54,5,3590,1204.9,4.64,13.3,7,23,0.696,10,49.9,4.48
,13:22:55,5,3590,1205.9,4.67,13.3,7,23,0.675,10,49.9,4.51
,13:22:56,5,3590,1206.9,4.73,13.3,7,23,0.683,10,49.9,4.57
,13:22:57,5,3590,1207.9,4.75,13.3,7,23,0.662,10,49.9,4.59
,13:22:58,5,3590,1208.9,4.74,13.3,7,23,0.66,10,49.9,4.57
,13:22:59,5,3590,1209.9,4.7,13.3,7,23,0.679,10,49.9,4.53
,13:23:00,5,3590,1210.9,4.68,13.3,7,23,0.676,10,49.9,4.52
,13:23:01,5,3590,1211.9,4.68,13.3,7,23,0.676,10,49.8,4.52
,13:23:02,5,3590,1212.9,4.69,13.3,7,23,0.654,10,49.9,4.53
,13:23:03,5,3590,1213.9,4.69,13.3,7,23,0.63,10,49.9,4.52
,13:23:04,5,3590,1214.9,4.66,13.3,7,23,0.626,10,49.9,4.49
,13:23:05,5,3590,1215.9,4.62,13.3,7,23,0.622,10,49.9,4.46
,13:23:06,5,3590,1216.9,4.59,13.3,7,23,0.639,10,49.9,4.43
,13:23:07,5,3590,1217.9,4.59,13.3,7,23,0.663,10,49.9,4.43
,13:23:08,5,3590,1218.9,4.61,13.3,7,23,0.642,10,49.9,4.45
,13:23:09,5,3590,1219.9,4.62,13.3,7,23,0.643,10,49.9,4.46
,13:23:10,5,3590,1220.9,4.62,13.3,7,23,0.668,10,49.9,4.46
,13:23:11,5,3590,1221.9,4.64,13.3,7,23,0.671,10,49.9,4.49
,13:23:12,5,3590,1222.9,4.69,13.3,7,23,0.677,10,49.8,4.53
,13:23:13,5,3590,1223.9,4.72,13.3,7,23,0.681,10,49.9,4.55
,13:23:14,5,3590,1224.9,4.71,13.3,7,23,0.681,10,49.9,4.55
,13:23:15,5,3590,1225.9,4.7,13.3,7,23,0.679,10,49.9,4.54
,13:23:16,5,3590,1226.9,4.71,13.3,7,23,0.656,10,49.9,4.55
,13:23:17,5,3590,1227.9,4.72,13.3,7,23,0.681,10,49.9,4.56
,13:23:18,5,3590,1228.9,4.73,13.3,7,23,0.659,10,49.9,4.57
,13:23:19,5,3590,1229.9,4.75,13.3,7,23,0.662,10,49.9,4.59
,13:23:20,5,3590,1230.9,4.75,13.3,7,23,0.638,10,49.9,4.58
,13:23:21,5,3590,1231.9,4.71,13.3,7,23,0.634,10,49.9,4.54
,13:23:22,5,3590,1232.9,4.66,13.3,7,23,0.649,10,49.9,4.5
,13:23:23,5,3590,1233.9,4.62,13.3,7,23,0.668,10,49.9,4.46
,13:23:24,5,3590,1234.9,4.63,13.3,7,23,0.668,10,49.9,4.47
,13:23:25,5,3590,1235.9,4.65,13.3,7,23,0.672,10,49.9,4.49
,13:23:26,5,3590,1236.9,4.65,13.3,7,23,0.648,10,49.9,4.49
,13:23:27,5,3590,1237.9,4.62,13.3,7,23,0.643,10,49.9,4.45
,13:23:28,5,3590,1238.9,4.58,13.3,7,22,0.638,10,49.9,4.42
,13:23:29,5,3590,1239.9,4.57,13.3,7,22,0.66,10,49.9,4.42
,13:23:30,5,3590,1240.9,4.6,13.3,7,22,0.64,10,49.9,4.44
,13:23:31,5,3590,1241.9,4.61,13.3,7,23,0.643,10,49.9,4.45
,13:23:32,5,3590,1242.9,4.62,13.3,7,23,0.643,10,49.9,4.46
,13:23:33,5,3590,1243.9,4.59,13.3,7,23,0.618,10,49.9,4.43
,13:23:34,5,3590,1244.9,4.53,13.3,7,23,0.632,10,49.9,4.37
,13:23:35,5,3590,1245.9,4.53,13.3,7,23,0.679,10,49.9,4.37
,13:23:36,5,3590,1246.9,4.62,13.3,7,23,0.693,10,49.9,4.47
,13:23:37,5,3590,1247.9,4.75,13.3,7,23,0.686,10,49.9,4.59
,13:23:38,5,3590,1248.9,4.84,13.3,7,23,0.651,10,49.9,4.67
,13:23:39,5,3590,1249.9,4.84,13.3,7,23,0.674,10,49.9,4.67
,13:23:40,5,3590,1250.9,4.84,13.3,7,23,0.675,10,49.9,4.68
,13:23:41,5,3590,1251.9,4.85,13.3,7,23,0.7,10,49.9,4.68
,13:23:42,5,3590,1252.9,4.84,13.3,7,23,0.674,10,49.9,4.67
,13:23:43,5,3590,1253.9,4.8,13.3,7,23,0.669,10,49.9,4.64
,13:23:44,5,3590,1254.9,4.77,13.3,7,23,0.642,10,49.9,4.6
,13:23:45,5,3590,1255.9,4.76,13.3,7,23,0.663,10,49.9,4.59
,13:23:46,5,3590,1256.9,4.78,13.3,7,23,0.691,10,49.9,4.62
,13:23:47,5,3590,1257.9,4.82,13.3,7,23,0.696,10,49.9,4.66
,13:23:48,5,3590,1258.9,4.88,13.3,7,23,0.704,10,49.9,4.71
,13:23:49,5,3590,1259.9,4.91,13.3,7,23,0.71,10,49.9,4.74
,13:23:50,5,3590,1260.9,4.94,13.3,7,23,0.664,10,49.9,4.77
,13:23:51,5,3590,1261.9,4.93,13.3,7,23,0.687,10,49.9,4.76
,13:23:52,5,3590,1262.9,4.91,13.3,7,23,0.709,10,49.9,4.73
,13:23:53,5,3590,1263.9,4.88,13.3,7,23,0.706,10,49.9,4.71
,13:23:54,5,3590,1264.9,4.89,13.3,7,23,0.707,10,49.9,4.73
,13:23:55,5,3590,1265.9,4.94,13.3,7,23,0.688,10,49.9,4.77
,13:23:56,5,3590,1266.9,4.97,13.3,7,23,0.693,10,49.9,4.8
,13:23:57,5,3590,1267.9,4.88,13.3,7,23,0.679,10,49.9,4.7
,13:23:58,5,3590,1268.9,4.8,13.3,7,23,0.693,10,49.9,4.63
,13:23:59,5,3590,1269.9,4.75,13.3,7,23,0.686,10,49.9,4.59
,13:24:00,5,3590,1270.9,4.83,13.3,7,23,0.673,10,49.9,4.68
,13:24:01,5,3590,1271.9,4.83,13.3,7,23,0.673,10,49.9,4.65
,13:24:02,5,3590,1272.9,4.74,13.3,7,23,0.66,10,49.9,4.57
,13:24:03,5,3590,1273.9,4.62,13.3,7,23,0.667,10,49.9,4.45
,13:24:04,5,3590,1274.9,4.57,13.3,7,23,0.66,10,49.9,4.42
,13:24:05,5,3590,1275.9,4.61,13.3,7,23,0.642,10,49.9,4.45
,13:24:06,5,3590,1276.9,4.66,13.3,7,23,0.649,10,49.9,4.5
,13:24:07,5,3590,1277.9,4.65,13.3,7,23,0.672,10,49.9,4.49
,13:24:08,5,3590,1278.9,4.62,13.3,7,23,0.668,10,49.9,4.46
,13:24:09,5,3590,1279.9,4.54,13.3,7,23,0.633,10,49.9,4.38
,13:24:10,5,3590,1280.9,4.49,13.3,7,23,0.626,10,49.9,4.33
,13:24:11,5,3590,1281.9,4.47,13.3,7,23,0.645,10,49.9,4.31
,13:24:12,5,3590,1282.9,4.53,13.3,7,23,0.632,10,49.9,4.39
,13:24:13,5,3590,1283.9,4.63,13.3,7,23,0.668,10,49.9,4.47
,13:24:14,5,3590,1284.9,4.71,13.3,7,23,0.681,10,49.9,4.56
,13:24:15,5,3590,1285.9,4.77,13.3,7,23,0.664,10,49.9,4.61
,13:24:16,5,3590,1286.9,4.84,13.3,7,23,0.674,10,49.9,4.67
,13:24:17,5,3590,1287.9,4.83,13.3,7,23,0.673,10,49.9,4.66
,13:24:18,5,3590,1288.9,4.79,13.3,7,23,0.691,10,49.9,4.62
,13:24:19,5,3590,1289.9,4.76,13.3,7,23,0.688,10,49.9,4.6
,13:24:20,5,3590,1290.9,4.83,13.3,7,23,0.697,10,49.9,4.67
,13:24:21,5,3590,1291.9,4.91,13.3,7,23,0.709,10,49.9,4.75
,13:24:22,5,3590,1292.9,4.97,13.3,7,23,0.692,10,49.9,4.8
,13:24:23,5,3590,1293.9,4.98,13.3,7,23,0.694,10,49.9,4.81
,13:24:24,5,3590,1294.9,4.94,13.3,7,23,0.689,10,49.9,4.77
,13:24:25,5,3590,1295.9,4.82,13.3,7,23,0.672,10,49.9,4.64
,13:24:26,5,3590,1296.9,4.63,13.3,7,23,0.623,10,49.9,4.44
,13:24:27,5,3590,1297.9,4.29,13.3,7,23,0.577,10,49.9,4.1
,13:24:28,5,3590,1298.9,3.94,13.3,7,23,0.569,10,49.9,3.77
,13:24:29,5,3590,1299.9,3.69,13.3,7,23,0.514,10,49.9,3.56
,13:24:30,5,3590,1300.9,3.7,13.3,7,23,0.515,10,49.9,3.58
,13:24:31,5,3590,1301.9,3.78,13.3,7,23,0.526,10,49.9,3.65
,13:24:32,5,3590,1302.9,3.78,13.3,7,23,0.568,10,49.9,3.65
,13:24:33,5,3590,1303.9,3.75,13.3,7,23,0.541,10,49.9,3.61
,13:24:34,5,3590,1304.9,3.71,13.3,7,23,0.499,10,49.9,3.58
