Data file,,SORONA-UNHONED_ISO10_12DEG_003_12HRS.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/11/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12Hrs,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 09:29:49 on 24/11/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,09:35:52,6,21600,362.5,0.95,13.3,7,9.9,0.142,10,0.5,0.92
,09:35:53,6,21600,363.5,0.94,13.3,7,9.9,0.141,10,0.5,0.92
,09:35:54,6,21600,364.5,0.95,13.3,7,9.9,0.143,10,0.5,0.93
,09:35:55,6,21600,365.5,0.97,13.3,7,9.9,0.146,10,0.5,0.95
,09:35:56,6,21600,366.5,0.99,13.3,7,9.9,0.143,10,0.5,0.96
,09:35:57,6,21600,367.5,1,13.3,7,9.9,0.144,10,0.5,0.97
,09:35:58,6,21600,368.5,1,13.3,7,9.9,0.139,10,0.5,0.97
,09:35:59,6,21600,369.5,0.98,13.3,7,9.9,0.142,10,0.5,0.96
,09:36:00,6,21600,370.5,0.96,13.3,7,9.9,0.139,10,0.5,0.93
,09:36:01,6,21600,371.5,0.95,13.3,7,9.9,0.142,10,0.5,0.93
,09:36:02,6,21600,372.5,0.96,13.3,7,9.8,0.144,10,0.5,0.93
,09:36:03,6,21600,373.5,0.97,13.3,7,9.8,0.141,10,0.5,0.95
,09:36:04,6,21600,374.5,0.99,13.3,7,9.8,0.142,10,0.5,0.96
,09:36:05,6,21600,375.5,0.99,13.3,7,9.8,0.143,10,0.5,0.97
,09:36:06,6,21600,376.5,0.98,13.3,7,9.8,0.142,10,0.5,0.95
,09:36:07,6,21600,377.5,0.96,13.3,7,9.8,0.139,10,0.5,0.94
,09:36:08,6,21600,378.5,0.95,13.3,7,9.8,0.142,10,0.5,0.92
,09:36:09,6,21600,379.5,0.95,13.3,7,9.8,0.137,10,0.5,0.92
,09:36:10,6,21600,380.5,0.95,13.3,7,9.8,0.143,10,0.5,0.93
,09:36:11,6,21600,381.5,0.97,13.3,7,9.8,0.14,10,0.5,0.94
,09:36:12,6,21600,382.5,0.96,13.3,7,9.8,0.139,10,0.5,0.94
,09:36:13,6,21600,383.5,0.96,13.3,7,9.8,0.144,10,0.5,0.93
,09:36:14,6,21600,384.5,0.95,13.3,6,9.8,0.148,10,0.5,0.93
,09:36:15,6,21600,385.5,0.96,13.3,7,9.8,0.145,10,0.5,0.94
,09:36:16,6,21600,386.5,0.98,13.3,7,9.8,0.136,10,0.5,0.96
,09:36:17,6,21600,387.5,0.99,13.3,7,9.8,0.133,10,0.5,0.97
,09:36:18,6,21600,388.5,0.99,13.3,7,9.8,0.133,10,0.5,0.96
,09:36:19,6,21600,389.5,0.97,13.3,7,9.8,0.135,10,0.5,0.94
,09:36:20,6,21600,390.5,0.95,13.3,7,9.8,0.132,10,0.5,0.92
,09:36:21,6,21600,391.5,0.94,13.3,7,9.8,0.136,10,0.5,0.91
,09:36:22,6,21600,392.5,0.94,13.3,7,9.8,0.135,10,0.5,0.91
,09:36:23,6,21600,393.5,0.94,13.3,7,9.8,0.136,10,0.5,0.92
,09:36:24,6,21600,394.5,0.95,13.3,7,9.8,0.142,10,0.5,0.92
,09:36:25,6,21600,395.5,0.95,13.3,7,9.8,0.142,10,0.5,0.92
,09:36:26,6,21600,396.5,0.95,13.3,6,9.8,0.148,10,0.5,0.92
,09:36:27,6,21600,397.5,0.95,13.3,7,9.8,0.143,10,0.5,0.93
,09:36:28,6,21600,398.5,0.96,13.3,7,9.8,0.143,10,0.5,0.93
,09:36:29,6,21600,399.5,0.96,13.3,7,9.7,0.139,10,0.5,0.94
,09:36:30,6,21600,400.5,0.95,13.3,7,9.7,0.143,10,0.5,0.93
,09:36:31,6,21600,401.5,0.96,13.3,7,9.7,0.144,10,0.5,0.94
,09:36:32,6,21600,402.5,0.97,13.3,7,9.7,0.14,10,0.5,0.95
,09:36:33,6,21600,403.5,0.98,13.3,7,9.7,0.136,10,0.5,0.95
,09:36:34,6,21600,404.5,0.97,13.3,7,9.7,0.135,10,0.4,0.94
,09:36:35,6,21600,405.5,0.95,13.3,7,9.7,0.132,10,0.5,0.92
,09:36:36,6,21600,406.5,0.93,13.3,7,9.7,0.135,10,0.5,0.91
,09:36:37,6,21600,407.5,0.93,13.3,7,9.7,0.139,10,0.5,0.9
,09:36:38,6,21600,408.5,0.92,13.3,7,9.7,0.139,10,0.5,0.9
,09:36:39,6,21600,409.5,0.92,13.3,7,9.7,0.138,10,0.5,0.9
,09:36:40,6,21600,410.5,0.92,13.3,7,9.7,0.132,10,0.5,0.89
,09:36:41,6,21600,411.5,0.91,13.3,7,9.8,0.137,10,0.5,0.89
,09:36:42,6,21600,412.5,0.91,13.3,7,9.8,0.137,10,0.5,0.89
,09:36:43,6,21600,413.5,0.91,13.3,7,9.8,0.137,10,0.5,0.89
,09:36:44,6,21600,414.5,0.93,13.3,7,9.8,0.14,10,0.5,0.91
,09:36:45,6,21600,415.5,0.95,13.3,7,9.8,0.143,10,0.5,0.93
,09:36:46,6,21600,416.5,0.96,13.3,7,9.8,0.145,10,0.5,0.94
,09:36:47,6,21600,417.5,0.97,13.3,7,9.8,0.145,10,0.4,0.94
,09:36:48,6,21600,418.5,0.97,13.3,7,9.8,0.14,10,0.5,0.94
,09:36:49,6,21600,419.5,0.96,13.3,7,9.8,0.133,10,0.5,0.93
,09:36:50,6,21600,420.5,0.94,13.3,7,9.8,0.131,10,0.5,0.91
,09:36:51,6,21600,421.5,0.92,13.3,7,9.8,0.133,10,0.5,0.9
,09:36:52,6,21600,422.5,0.92,13.3,7,9.8,0.132,10,0.5,0.89
,09:36:53,6,21600,423.5,0.92,13.3,7,9.8,0.132,10,0.5,0.89
,09:36:54,6,21600,424.5,0.92,13.3,7,9.8,0.137,10,0.5,0.89
,09:36:55,6,21600,425.5,0.92,13.3,6,9.8,0.144,10,0.5,0.9
,09:36:56,6,21600,426.5,0.94,13.3,6,9.8,0.146,10,0.5,0.92
,09:36:57,6,21600,427.5,0.96,13.3,7,9.8,0.143,10,0.5,0.93
,09:36:58,6,21600,428.5,0.96,13.3,7,9.8,0.139,10,0.5,0.94
,09:36:59,6,21600,429.5,0.97,13.3,7,9.8,0.135,10,0.5,0.94
,09:37:00,6,21600,430.5,0.97,13.3,7,9.8,0.14,10,0.5,0.94
,09:37:01,6,21600,431.5,0.96,13.3,7,9.8,0.138,10,0.5,0.93
,09:37:02,6,21600,432.5,0.94,13.3,7,9.8,0.141,10,0.5,0.91
,09:37:03,6,21600,433.5,0.93,13.3,7,9.8,0.135,10,0.5,0.91
,09:37:04,6,21600,434.5,0.93,13.3,7,9.8,0.14,10,0.5,0.91
,09:37:05,6,21600,435.5,0.94,13.3,7,9.8,0.136,10,0.5,0.91
,09:37:06,6,21600,436.5,0.93,13.3,7,9.8,0.14,10,0.5,0.91
,09:37:07,6,21600,437.5,0.94,13.3,7,9.8,0.14,10,0.5,0.91
,09:37:08,6,21600,438.5,0.94,13.3,7,9.8,0.136,10,0.5,0.91
,09:37:09,6,21600,439.5,0.94,13.3,7,9.8,0.136,10,0.5,0.92
,09:37:10,6,21600,440.5,0.93,13.3,7,9.8,0.135,10,0.5,0.91
,09:37:11,6,21600,441.5,0.92,13.3,7,9.9,0.133,10,0.5,0.9
,09:37:12,6,21600,442.5,0.92,13.3,7,9.9,0.132,10,0.5,0.89
,09:37:13,6,21600,443.5,0.92,13.3,7,9.9,0.139,10,0.5,0.9
,09:37:14,6,21600,444.5,0.94,13.3,7,9.9,0.14,10,0.5,0.91
,09:37:15,6,21600,445.5,0.95,13.3,7,9.9,0.137,10,0.5,0.92
,09:37:16,6,21600,446.5,0.96,13.3,7,9.9,0.138,10,0.5,0.93
,09:37:17,6,21600,447.5,0.94,13.3,7,9.9,0.136,10,0.5,0.92
,09:37:18,6,21600,448.5,0.93,13.3,7,9.9,0.134,10,0.5,0.9
,09:37:19,6,21600,449.5,0.92,13.3,7,9.9,0.137,10,0.5,0.89
,09:37:20,6,21600,450.5,0.92,13.3,7,9.9,0.139,10,0.5,0.9
,09:37:21,6,21600,451.5,0.94,13.3,7,9.9,0.136,10,0.5,0.92
,09:37:22,6,21600,452.5,0.95,13.3,7,9.9,0.137,10,0.5,0.93
,09:37:23,6,21600,453.5,0.94,13.3,7,9.9,0.136,10,0.5,0.91
,09:37:24,6,21600,454.5,0.92,13.3,7,9.9,0.133,10,0.5,0.9
,09:37:25,6,21600,455.5,0.91,13.3,7,9.9,0.132,10,0.5,0.89
,09:37:26,6,21600,456.5,0.91,13.3,7,10,0.137,10,0.5,0.89
,09:37:27,6,21600,457.5,0.92,13.3,7,10,0.138,10,0.5,0.9
,09:37:28,6,21600,458.5,0.94,13.3,7,10,0.135,10,0.5,0.91
,09:37:29,6,21600,459.5,0.95,13.3,7,10,0.132,10,0.5,0.92
,09:37:30,6,21600,460.5,0.95,13.3,7,10,0.137,10,0.5,0.92
,09:37:31,6,21600,461.5,0.94,13.3,7,10,0.135,10,0.5,0.91
,09:37:32,6,21600,462.5,0.93,13.3,7,10,0.134,10,0.5,0.91
,09:37:33,6,21600,463.5,0.93,13.3,7,10,0.134,10,0.5,0.91
,09:37:34,6,21600,464.5,0.93,13.3,7,10,0.134,10,0.5,0.9
,09:37:35,6,21600,465.5,0.92,13.3,7,10,0.133,10,0.5,0.9
,09:37:36,6,21600,466.5,0.91,13.3,7,10,0.132,10,0.5,0.89
,09:37:37,6,21600,467.5,0.91,13.3,7,10,0.132,10,0.5,0.89
,09:37:38,6,21600,468.5,0.91,13.3,7,10.1,0.137,10,0.5,0.89
,09:37:39,6,21600,469.5,0.92,13.3,7,10.1,0.137,10,0.5,0.89
,09:37:40,6,21600,470.5,0.93,13.3,7,10.1,0.139,10,0.5,0.91
,09:37:41,6,21600,471.5,0.94,13.3,7,10.1,0.135,10,0.5,0.91
,09:37:42,6,21600,472.5,0.93,13.3,7,10.1,0.13,10,0.5,0.91
,09:37:43,6,21600,473.5,0.92,13.3,7,10.1,0.129,10,0.5,0.9
,09:37:44,6,21600,474.5,0.91,13.3,7,10.1,0.132,10,0.5,0.89
,09:37:45,6,21600,475.5,0.91,13.3,7,10.1,0.132,10,0.5,0.89
,09:37:46,6,21600,476.5,0.91,13.3,7,10.1,0.137,10,0.5,0.89
,09:37:47,6,21600,477.5,0.91,13.3,7,10.2,0.137,10,0.5,0.89
,09:37:48,6,21600,478.5,0.92,13.3,7,10.2,0.133,10,0.5,0.9
,09:37:49,6,21600,479.5,0.91,13.3,7,10.2,0.127,10,0.4,0.89
,09:37:50,6,21600,480.5,0.91,13.3,7,10.2,0.122,10,0.4,0.88
,09:37:51,6,21600,481.5,0.9,13.3,7,10.2,0.121,10,0.5,0.88
,09:37:52,6,21600,482.5,0.89,13.3,7,10.2,0.125,10,0.5,0.87
,09:37:53,6,21600,483.5,0.88,13.3,7,10.2,0.128,10,0.5,0.86
,09:37:54,6,21600,484.5,0.87,13.3,7,10.2,0.131,10,0.5,0.85
,09:37:55,6,21600,485.5,0.86,13.3,7,10.2,0.13,10,0.5,0.84
,09:37:56,6,21600,486.5,0.87,13.3,7,10.2,0.131,10,0.5,0.85
,09:37:57,6,21600,487.5,0.88,13.3,7,10.2,0.133,10,0.5,0.86
,09:37:58,6,21600,488.5,0.89,13.3,7,10.3,0.134,10,0.5,0.87
,09:37:59,6,21600,489.5,0.89,13.3,6,10.3,0.139,10,0.5,0.87
,09:38:00,6,21600,490.5,0.89,13.3,6,10.3,0.139,10,0.5,0.87
,09:38:01,6,21600,491.5,0.9,13.3,7,10.3,0.135,10,0.5,0.88
,09:38:02,6,21600,492.5,0.91,13.3,7,10.3,0.137,10,0.5,0.89
,09:38:03,6,21600,493.5,0.92,13.3,7,10.3,0.137,10,0.5,0.89
,09:38:04,6,21600,494.5,0.91,13.3,7,10.3,0.137,10,0.5,0.89
,09:38:05,6,21600,495.5,0.91,13.3,7,10.4,0.136,10,0.5,0.89
,09:38:06,6,21600,496.5,0.91,13.3,7,10.4,0.136,10,0.5,0.89
,09:38:07,6,21600,497.5,0.92,13.3,7,10.4,0.137,10,0.5,0.89
,09:38:08,6,21600,498.5,0.93,13.3,7,10.4,0.134,10,0.5,0.91
,09:38:09,6,21600,499.5,0.93,13.3,7,10.4,0.13,10,0.5,0.91
,09:38:10,6,21600,500.5,0.93,13.3,7,10.4,0.134,10,0.5,0.9
,09:38:11,6,21600,501.5,0.91,13.3,7,10.4,0.132,10,0.5,0.89
,09:38:12,6,21600,502.5,0.91,13.3,7,10.4,0.131,10,0.5,0.89
,09:38:13,6,21600,503.5,0.91,13.3,7,10.5,0.131,10,0.5,0.89
,09:38:14,6,21600,504.5,0.9,13.3,7,10.5,0.131,10,0.5,0.88
,09:38:15,6,21600,505.5,0.9,13.3,7,10.5,0.13,10,0.5,0.88
,09:38:16,6,21600,506.5,0.89,13.3,7,10.5,0.129,10,0.5,0.87
,09:38:17,6,21600,507.5,0.89,13.3,7,10.5,0.128,10,0.5,0.86
,09:38:18,6,21600,508.5,0.88,13.3,7,10.5,0.123,10,0.5,0.86
,09:38:19,6,21600,509.5,0.88,13.3,7,10.5,0.123,10,0.5,0.86
,09:38:20,6,21600,510.5,0.88,13.3,7,10.6,0.123,10,0.5,0.86
,09:38:21,6,21600,511.5,0.87,13.3,7,10.6,0.126,10,0.5,0.85
,09:38:22,6,21600,512.5,0.87,13.3,7,10.6,0.13,10,0.5,0.85
,09:38:23,6,21600,513.5,0.87,13.3,7,10.6,0.13,10,0.5,0.84
,09:38:24,6,21600,514.5,0.87,13.3,6,10.6,0.136,10,0.5,0.85
,09:38:25,6,21600,515.5,0.88,13.3,6,10.7,0.137,10,0.5,0.86
,09:38:26,6,21600,516.5,0.89,13.3,6,10.7,0.139,10,0.5,0.87
,09:38:27,6,21600,517.5,0.91,13.3,6,10.7,0.142,10,0.5,0.89
,09:38:28,6,21600,518.5,0.93,13.3,7,10.7,0.139,10,0.5,0.9
,09:38:29,6,21600,519.5,0.93,13.3,7,10.7,0.139,10,0.5,0.91
,09:38:30,6,21600,520.5,0.92,13.3,7,10.7,0.138,10,0.5,0.9
,09:38:31,6,21600,521.5,0.92,13.3,7,10.7,0.137,10,0.5,0.89
,09:38:32,6,21600,522.5,0.92,13.3,7,10.7,0.133,10,0.5,0.9
,09:38:33,6,21600,523.5,0.93,13.3,7,10.7,0.135,10,0.5,0.91
,09:38:34,6,21600,524.5,0.93,13.3,7,10.8,0.134,10,0.5,0.9
,09:38:35,6,21600,525.5,0.92,13.3,7,10.8,0.132,10,0.5,0.89
,09:38:36,6,21600,526.5,0.91,13.3,7,10.8,0.132,10,0.5,0.89
,09:38:37,6,21600,527.5,0.91,13.3,7,10.8,0.132,10,0.5,0.89
,09:38:38,6,21600,528.5,0.91,13.3,7,10.8,0.127,10,0.4,0.89
,09:38:39,6,21600,529.5,0.91,13.3,7,10.8,0.122,10,0.5,0.88
,09:38:40,6,21600,530.5,0.9,13.3,7,10.9,0.126,10,0.5,0.88
,09:38:41,6,21600,531.5,0.9,13.3,7,10.9,0.126,10,0.5,0.88
,09:38:42,6,21600,532.5,0.89,13.3,7,10.9,0.124,10,0.5,0.87
,09:38:43,6,21600,533.5,0.88,13.3,7,10.9,0.127,10,0.5,0.86
,09:38:44,6,21600,534.5,0.87,13.3,7,11,0.13,10,0.5,0.84
,09:38:45,6,21600,535.5,0.86,13.3,7,11,0.129,10,0.5,0.84
,09:38:46,6,21600,536.5,0.86,13.3,7,11,0.13,10,0.5,0.84
,09:38:47,6,21600,537.5,0.87,13.3,7,11,0.13,10,0.5,0.85
,09:38:48,6,21600,538.5,0.87,13.3,7,11,0.131,10,0.5,0.85
,09:38:49,6,21600,539.5,0.87,13.3,7,11,0.131,10,0.5,0.85
,09:38:50,6,21600,540.5,0.88,13.3,7,11,0.132,10,0.5,0.85
,09:38:51,6,21600,541.5,0.88,13.3,7,11,0.132,10,0.5,0.86
,09:38:52,6,21600,542.5,0.88,13.3,7,11.1,0.132,10,0.5,0.86
,09:38:53,6,21600,543.5,0.88,13.3,7,11.1,0.132,10,0.5,0.86
,09:38:54,6,21600,544.5,0.88,13.3,7,11.1,0.132,10,0.5,0.86
,09:38:55,6,21600,545.5,0.88,13.3,7,11.1,0.133,10,0.5,0.86
,09:38:56,6,21600,546.5,0.89,13.3,7,11.1,0.133,10,0.5,0.86
,09:38:57,6,21600,547.5,0.89,13.3,7,11.1,0.134,10,0.5,0.87
,09:38:58,6,21600,548.5,0.89,13.3,7,11.2,0.134,10,0.5,0.87
,09:38:59,6,21600,549.5,0.9,13.3,7,11.2,0.131,10,0.5,0.88
,09:39:00,6,21600,550.5,0.91,13.3,7,11.2,0.132,10,0.5,0.89
,09:39:01,6,21600,551.5,0.91,13.3,7,11.2,0.132,10,0.5,0.89
,09:39:02,6,21600,552.5,0.9,13.3,7,11.3,0.135,10,0.5,0.88
,09:39:03,6,21600,553.5,0.9,13.3,7,11.3,0.135,10,0.5,0.88
,09:39:04,6,21600,554.5,0.92,13.3,7,11.3,0.132,10,0.5,0.89
,09:39:05,6,21600,555.5,0.93,13.3,7,11.3,0.134,10,0.5,0.9
,09:39:06,6,21600,556.5,0.92,13.3,7,11.3,0.138,10,0.5,0.9
,09:39:07,6,21600,557.5,0.91,13.3,7,11.4,0.137,10,0.5,0.89
,09:39:08,6,21600,558.5,0.92,13.3,7,11.4,0.138,10,0.5,0.9
,09:39:09,6,21600,559.5,0.93,13.3,7,11.4,0.139,10,0.5,0.91
,09:39:10,6,21600,560.5,0.93,13.3,7,11.4,0.135,10,0.5,0.91
,09:39:11,6,21600,561.5,0.94,13.3,7,11.4,0.135,10,0.5,0.91
,09:39:12,6,21600,562.5,0.93,13.3,7,11.4,0.135,10,0.5,0.91
,09:39:13,6,21600,563.5,0.92,13.3,7,11.5,0.133,10,0.5,0.89
,09:39:14,6,21600,564.5,0.9,13.3,7,11.5,0.131,10,0.5,0.88
,09:39:15,6,21600,565.5,0.9,13.3,7,11.5,0.125,10,0.5,0.87
,09:39:16,6,21600,566.5,0.9,13.3,7,11.5,0.125,10,0.5,0.88
,09:39:17,6,21600,567.5,0.9,13.3,7,11.5,0.125,10,0.5,0.88
,09:39:18,6,21600,568.5,0.9,13.3,7,11.6,0.125,10,0.5,0.88
,09:39:19,6,21600,569.5,0.9,13.3,7,11.6,0.125,10,0.5,0.87
,09:39:20,6,21600,570.5,0.9,13.3,7,11.6,0.13,10,0.5,0.87
,09:39:21,6,21600,571.5,0.9,13.3,7,11.6,0.135,10,0.5,0.87
,09:39:22,6,21600,572.5,0.9,13.3,7,11.6,0.13,10,0.5,0.87
,09:39:23,6,21600,573.5,0.89,13.3,7,11.7,0.129,10,0.5,0.87
,09:39:24,6,21600,574.5,0.89,13.3,7,11.7,0.133,10,0.5,0.87
,09:39:25,6,21600,575.5,0.89,13.3,7,11.7,0.133,10,0.5,0.86
,09:39:26,6,21600,576.5,0.88,13.3,7,11.8,0.133,10,0.5,0.86
,09:39:27,6,21600,577.5,0.88,13.3,7,11.8,0.133,10,0.5,0.86
,09:39:28,6,21600,578.5,0.88,13.3,7,11.7,0.133,10,0.5,0.86
,09:39:29,6,21600,579.5,0.89,13.3,7,11.8,0.128,10,0.5,0.86
,09:39:30,6,21600,580.5,0.89,13.3,7,11.8,0.133,10,0.5,0.87
,09:39:31,6,21600,581.5,0.89,13.3,7,11.8,0.134,10,0.5,0.87
,09:39:32,6,21600,582.5,0.91,13.3,7,11.8,0.131,10,0.5,0.89
,09:39:33,6,21600,583.5,0.91,13.3,7,11.8,0.132,10,0.5,0.89
,09:39:34,6,21600,584.5,0.91,13.3,7,11.9,0.132,10,0.5,0.89
,09:39:35,6,21600,585.5,0.91,13.3,7,11.9,0.131,10,0.5,0.88
,09:39:36,6,21600,586.5,0.9,13.3,7,11.9,0.126,10,0.5,0.88
,09:39:37,6,21600,587.5,0.9,13.3,7,12,0.121,10,0.5,0.88
,09:39:38,6,21600,588.5,0.9,13.3,7,12,0.125,10,0.5,0.87
,09:39:39,6,21600,589.5,0.89,13.3,7,12,0.129,10,0.5,0.87
,09:39:40,6,21600,590.5,0.89,13.3,7,12,0.133,10,0.5,0.86
,09:39:41,6,21600,591.5,0.88,13.3,7,12,0.132,10,0.5,0.85
,09:39:42,6,21600,592.5,0.87,13.3,7,12.1,0.13,10,0.5,0.84
,09:39:43,6,21600,593.5,0.86,13.3,7,12.1,0.13,10,0.5,0.84
,09:39:44,6,21600,594.5,0.87,13.3,6,12.1,0.135,10,0.5,0.85
,09:39:45,6,21600,595.5,0.88,13.3,6,12.1,0.138,10,0.5,0.86
,09:39:46,6,21600,596.5,0.89,13.3,7,12.2,0.134,10,0.5,0.87
,09:39:47,6,21600,597.5,0.89,13.3,7,12.1,0.133,10,0.5,0.87
,09:39:48,6,21600,598.5,0.88,13.3,7,12.2,0.132,10,0.5,0.86
,09:39:49,6,21600,599.5,0.88,13.3,7,12.2,0.133,10,0.5,0.86
,09:39:50,6,21600,600.5,0.9,13.3,7,12.2,0.13,10,0.5,0.88
,09:39:51,6,21600,601.5,0.91,13.3,7,12.2,0.131,10,0.5,0.89
,09:39:52,6,21600,602.5,0.89,13.3,7,12.3,0.129,10,0.5,0.87
,09:39:53,6,21600,603.5,0.87,13.3,7,12.3,0.125,10,0.5,0.84
,09:39:54,6,21600,604.5,0.85,13.3,7,12.3,0.118,10,0.5,0.82
,09:39:55,6,21600,605.5,0.84,13.3,7,12.3,0.121,10,0.5,0.82
,09:39:56,6,21600,606.5,0.84,13.3,7,12.4,0.126,10,0.5,0.82
,09:39:57,6,21600,607.5,0.84,13.3,7,12.4,0.126,10,0.5,0.82
,09:39:58,6,21600,608.5,0.84,13.3,7,12.4,0.126,10,0.5,0.82
,09:39:59,6,21600,609.5,0.85,13.3,7,12.4,0.127,10,0.5,0.83
,09:40:00,6,21600,610.5,0.87,13.3,7,12.5,0.131,10,0.5,0.85
,09:40:01,6,21600,611.5,0.89,13.3,7,12.5,0.129,10,0.5,0.87
,09:40:02,6,21600,612.5,0.9,13.3,7,12.5,0.13,10,0.5,0.88
,09:40:03,6,21600,613.5,0.88,13.3,7,12.5,0.132,10,0.5,0.85
,09:40:04,6,21600,614.5,0.87,13.3,7,12.5,0.13,10,0.5,0.84
,09:40:05,6,21600,615.5,0.87,13.3,7,12.6,0.131,10,0.5,0.85
,09:40:06,6,21600,616.5,0.89,13.3,7,12.6,0.128,10,0.5,0.87
,09:40:07,6,21600,617.5,0.89,13.3,7,12.6,0.133,10,0.5,0.86
,09:40:08,6,21600,618.5,0.88,13.3,7,12.6,0.132,10,0.5,0.86
,09:40:09,6,21600,619.5,0.88,13.3,7,12.6,0.133,10,0.5,0.86
,09:40:10,6,21600,620.5,0.9,13.3,7,12.6,0.13,10,0.5,0.88
,09:40:11,6,21600,621.5,0.91,13.3,7,12.7,0.132,10,0.5,0.89
,09:40:12,6,21600,622.5,0.92,13.3,7,12.7,0.128,10,0.5,0.89
,09:40:13,6,21600,623.5,0.91,13.3,7,12.7,0.127,10,0.5,0.89
,09:40:14,6,21600,624.5,0.9,13.3,7,12.8,0.13,10,0.5,0.88
,09:40:15,6,21600,625.5,0.89,13.3,7,12.8,0.129,10,0.5,0.87
,09:40:16,6,21600,626.5,0.9,13.3,7,12.8,0.13,10,0.5,0.87
,09:40:17,6,21600,627.5,0.9,13.3,7,12.8,0.13,10,0.5,0.87
,09:40:18,6,21600,628.5,0.9,13.3,7,12.8,0.13,10,0.5,0.87
,09:40:19,6,21600,629.5,0.89,13.3,7,12.9,0.128,10,0.5,0.86
,09:40:20,6,21600,630.5,0.88,13.3,7,12.9,0.122,10,0.5,0.85
,09:40:21,6,21600,631.5,0.87,13.3,7,12.9,0.121,10,0.5,0.84
,09:40:22,6,21600,632.5,0.86,13.3,7,12.9,0.124,10,0.5,0.83
,09:40:23,6,21600,633.5,0.85,13.3,7,12.9,0.119,10,0.5,0.83
,09:40:24,6,21600,634.5,0.85,13.3,7,13,0.123,10,0.5,0.83
,09:40:25,6,21600,635.5,0.84,13.3,7,13,0.122,10,0.5,0.82
,09:40:26,6,21600,636.5,0.83,13.3,7,13,0.125,10,0.5,0.81
,09:40:27,6,21600,637.5,0.83,13.3,6,13,0.129,10,0.5,0.81
,09:40:28,6,21600,638.5,0.83,13.3,7,13,0.124,10,0.5,0.81
,09:40:29,6,21600,639.5,0.83,13.3,6,13,0.13,10,0.5,0.81
,09:40:30,6,21600,640.5,0.85,13.3,6,13.1,0.133,10,0.5,0.83
,09:40:31,6,21600,641.5,0.88,13.3,7,13.1,0.132,10,0.5,0.86
,09:40:32,6,21600,642.5,0.89,13.3,7,13.1,0.129,10,0.5,0.87
,09:40:33,6,21600,643.5,0.89,13.3,7,13.1,0.128,10,0.5,0.86
,09:40:34,6,21600,644.5,0.87,13.3,7,13.1,0.13,10,0.5,0.84
,09:40:35,6,21600,645.5,0.85,13.3,6,13.2,0.133,10,0.5,0.83
,09:40:36,6,21600,646.5,0.84,13.3,6,13.2,0.132,10,0.5,0.82
,09:40:37,6,21600,647.5,0.86,13.3,7,13.2,0.129,10,0.5,0.84
,09:40:38,6,21600,648.5,0.88,13.3,7,13.2,0.128,10,0.5,0.86
,09:40:39,6,21600,649.5,0.89,13.3,7,13.2,0.134,10,0.5,0.87
,09:40:40,6,21600,650.5,0.88,13.3,7,13.3,0.132,10,0.5,0.86
,09:40:41,6,21600,651.5,0.87,13.3,7,13.3,0.131,10,0.5,0.85
,09:40:42,6,21600,652.5,0.88,13.3,7,13.3,0.127,10,0.5,0.86
,09:40:43,6,21600,653.5,0.9,13.3,7,13.3,0.13,10,0.5,0.88
,09:40:44,6,21600,654.5,0.9,13.3,7,13.3,0.126,10,0.5,0.88
,09:40:45,6,21600,655.5,0.89,13.3,7,13.3,0.129,10,0.5,0.87
,09:40:46,6,21600,656.5,0.87,13.3,7,13.4,0.131,10,0.5,0.85
,09:40:47,6,21600,657.5,0.87,13.3,7,13.4,0.13,10,0.5,0.85
,09:40:48,6,21600,658.5,0.88,13.3,7,13.4,0.132,10,0.5,0.86
,09:40:49,6,21600,659.5,0.9,13.3,7,13.4,0.136,10,0.5,0.88
,09:40:50,6,21600,660.5,0.91,13.3,7,13.4,0.131,10,0.5,0.89
,09:40:51,6,21600,661.5,0.91,13.3,7,13.4,0.131,10,0.5,0.89
,09:40:52,6,21600,662.5,0.91,13.3,7,13.5,0.132,10,0.5,0.89
,09:40:53,6,21600,663.5,0.91,13.3,7,13.5,0.132,10,0.5,0.89
,09:40:54,6,21600,664.5,0.92,13.3,7,13.5,0.133,10,0.5,0.9
,09:40:55,6,21600,665.5,0.92,13.3,7,13.5,0.133,10,0.5,0.9
,09:40:56,6,21600,666.5,0.92,13.3,7,13.6,0.132,10,0.5,0.89
,09:40:57,6,21600,667.5,0.9,13.3,7,13.6,0.13,10,0.5,0.87
,09:40:58,6,21600,668.5,0.87,13.3,7,13.6,0.131,10,0.5,0.85
