Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_004.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:06:02 on 13/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:11:12,4,-1,310.8,0.02,0,7,11.1,0.003,10,49.7,0.02
,12:11:13,4,-1,311.8,0.05,1.3,6,11.1,0.008,10,49.9,0.05
,12:11:14,4,-1,312.8,0.23,7.9,5,11.1,0.044,10,49.9,0.24
,12:11:15,4,-1,313.8,0.51,12.5,6,11.1,0.091,10,49.9,0.52
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,delrin500af-unhoned_iso10_12deg_004-h001.tsv,,,,,,,,,,
,12:11:17,5,5,315,0.84,13.3,7,11,0.117,10,49.9,0.83
,12:11:18,5,5,316,0.92,13.3,8,11,0.119,10,49.9,0.88
,12:11:19,5,5,317,0.9,13.3,8,11,0.118,10,49.9,0.87
,12:11:20,5,5,318,0.88,13.3,7,11,0.119,10,49.9,0.85
,12:11:21,5,5,319,0.87,13.3,7,10.9,0.117,10,49.9,0.84
,12:11:22,6,3590,320,0.87,13.3,7,10.9,0.116,10,49.9,0.83
,12:11:23,6,3590,321,0.86,13.3,7,10.9,0.115,10,49.9,0.83
,12:11:24,6,3590,322,0.85,13.3,8,10.9,0.111,10,49.9,0.82
,12:11:25,6,3590,323,0.85,13.3,8,10.9,0.11,10,49.9,0.81
,12:11:26,6,3590,324,0.84,13.3,7,10.9,0.113,10,49.9,0.81
,12:11:27,6,3590,325,0.83,13.3,7,10.9,0.12,10,49.9,0.8
,12:11:28,6,3590,326,0.83,13.3,7,10.9,0.124,10,49.9,0.79
,12:11:29,6,3590,327,0.82,13.3,7,10.8,0.119,10,49.9,0.79
,12:11:30,6,3590,328,0.82,13.3,7,10.8,0.118,10,49.9,0.79
,12:11:31,6,3590,329,0.82,13.3,7,10.8,0.118,10,49.9,0.79
,12:11:32,6,3590,330,0.82,13.3,7,10.8,0.118,10,49.9,0.79
,12:11:33,6,3590,331,0.82,13.3,7,10.8,0.118,10,49.9,0.79
,12:11:34,6,3590,332,0.82,13.3,7,10.8,0.118,10,49.9,0.78
,12:11:35,6,3590,333,0.81,13.3,7,10.7,0.118,10,49.9,0.78
,12:11:36,6,3590,334,0.81,13.3,7,10.7,0.117,10,49.9,0.78
,12:11:37,6,3590,335,0.81,13.3,7,10.7,0.117,10,49.9,0.78
,12:11:38,6,3590,336,0.81,13.3,7,10.7,0.116,10,49.9,0.78
,12:11:39,6,3590,337,0.81,13.3,7,10.6,0.116,10,49.9,0.78
,12:11:40,6,3590,338,0.81,13.3,7,10.6,0.116,10,49.9,0.77
,12:11:41,6,3590,339,0.8,13.3,7,10.6,0.116,10,49.9,0.77
,12:11:42,6,3590,340,0.8,13.3,7,10.6,0.115,10,49.9,0.76
,12:11:43,6,3590,341,0.79,13.3,7,10.6,0.114,10,49.9,0.76
,12:11:44,6,3590,342,0.78,13.3,7,10.6,0.117,10,49.9,0.75
,12:11:45,6,3590,343,0.79,13.3,7,10.5,0.118,10,49.9,0.76
,12:11:46,6,3590,344,0.79,13.3,7,10.5,0.119,10,49.9,0.76
,12:11:47,6,3590,345,0.79,13.3,7,10.5,0.115,10,49.9,0.76
,12:11:48,6,3590,346,0.79,13.3,7,10.5,0.115,10,49.9,0.76
,12:11:49,6,3590,347,0.79,13.3,7,10.5,0.115,10,49.9,0.76
,12:11:50,6,3590,348,0.79,13.3,7,10.5,0.11,10,49.9,0.76
,12:11:51,6,3590,349,0.78,13.3,7,10.5,0.109,10,49.9,0.75
,12:11:52,6,3590,350,0.77,13.3,7,10.5,0.108,10,49.9,0.74
,12:11:53,6,3590,351,0.77,13.3,7,10.4,0.107,10,49.9,0.74
,12:11:54,6,3590,352,0.77,13.3,7,10.4,0.111,10,49.9,0.74
,12:11:55,6,3590,353,0.76,13.3,7,10.4,0.114,10,49.9,0.73
,12:11:56,6,3590,354,0.76,13.3,7,10.4,0.114,10,49.9,0.73
,12:11:57,6,3590,355,0.76,13.3,7,10.4,0.114,10,49.9,0.73
,12:11:58,6,3590,356,0.76,13.3,7,10.4,0.114,10,49.9,0.73
,12:11:59,6,3590,357,0.76,13.3,7,10.3,0.114,10,49.9,0.74
,12:12:00,6,3590,358,0.77,13.3,7,10.3,0.116,10,49.9,0.74
,12:12:01,6,3590,359,0.78,13.3,7,10.3,0.116,10,49.9,0.75
,12:12:02,6,3590,360,0.78,13.3,7,10.3,0.117,10,49.9,0.75
,12:12:03,6,3590,361,0.78,13.3,7,10.3,0.113,10,49.9,0.75
,12:12:04,6,3590,362,0.78,13.3,7,10.3,0.116,10,49.9,0.75
,12:12:05,6,3590,363,0.77,13.3,7,10.2,0.116,10,49.9,0.74
,12:12:06,6,3590,364,0.77,13.3,7,10.2,0.116,10,49.9,0.74
,12:12:07,6,3590,365,0.77,13.3,7,10.2,0.116,10,49.9,0.74
,12:12:08,6,3590,366,0.77,13.3,7,10.2,0.112,10,49.9,0.74
,12:12:09,6,3590,367,0.78,13.3,7,10.2,0.112,10,49.9,0.75
,12:12:10,6,3590,368,0.78,13.3,7,10.2,0.112,10,49.9,0.75
,12:12:11,6,3590,369,0.78,13.3,7,10.2,0.113,10,49.9,0.75
,12:12:12,6,3590,370,0.78,13.3,7,10.2,0.112,10,49.9,0.75
,12:12:13,6,3590,371,0.78,13.3,7,10.1,0.112,10,49.9,0.75
,12:12:14,6,3590,372,0.77,13.3,7,10.1,0.112,10,49.9,0.74
,12:12:15,6,3590,373,0.77,13.3,7,10.1,0.108,10,49.9,0.74
,12:12:16,6,3590,374,0.77,13.3,7,10.1,0.107,10,49.9,0.74
,12:12:17,6,3590,375,0.76,13.3,7,10.1,0.102,10,49.9,0.73
,12:12:18,6,3590,376,0.76,13.3,7,10.1,0.102,10,49.9,0.73
,12:12:19,6,3590,377,0.75,13.3,7,10.1,0.105,10,49.9,0.72
,12:12:20,6,3590,378,0.75,13.3,7,10.1,0.105,10,49.9,0.72
,12:12:21,6,3590,379,0.75,13.3,7,10,0.108,10,49.9,0.72
,12:12:22,6,3590,380,0.74,13.3,7,10,0.107,10,49.9,0.71
,12:12:23,6,3590,381,0.73,13.3,7,10,0.109,10,49.9,0.7
,12:12:24,6,3590,382,0.73,13.3,6,10,0.114,10,49.9,0.7
,12:12:25,6,3590,383,0.74,13.3,6,10,0.115,10,49.9,0.71
,12:12:26,6,3590,384,0.74,13.3,7,10,0.111,10,49.9,0.71
,12:12:27,6,3590,385,0.75,13.3,7,10,0.113,10,49.9,0.72
,12:12:28,6,3590,386,0.75,13.3,7,10,0.113,10,49.9,0.72
,12:12:29,6,3590,387,0.75,13.3,7,10,0.113,10,49.9,0.72
,12:12:30,6,3590,388,0.75,13.3,7,10,0.108,10,49.9,0.72
,12:12:31,6,3590,389,0.75,13.3,7,9.9,0.108,10,49.9,0.72
,12:12:32,6,3590,390,0.75,13.3,7,9.9,0.108,10,49.9,0.72
,12:12:33,6,3590,391,0.75,13.3,7,9.9,0.112,10,49.9,0.72
,12:12:34,6,3590,392,0.74,13.3,7,9.9,0.111,10,49.9,0.71
,12:12:35,6,3590,393,0.74,13.3,7,9.9,0.111,10,49.9,0.71
,12:12:36,6,3590,394,0.74,13.3,7,9.9,0.111,10,49.9,0.71
,12:12:37,6,3590,395,0.75,13.3,7,9.9,0.112,10,49.9,0.72
,12:12:38,6,3590,396,0.75,13.3,7,9.9,0.108,10,49.9,0.72
,12:12:39,6,3590,397,0.75,13.3,7,9.9,0.109,10,49.9,0.72
,12:12:40,6,3590,398,0.76,13.3,7,9.9,0.109,10,49.9,0.72
,12:12:41,6,3590,399,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:12:42,6,3590,400,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:12:43,6,3590,401,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:12:44,6,3590,402,0.75,13.3,7,9.8,0.108,10,49.9,0.71
,12:12:45,6,3590,403,0.74,13.3,7,9.8,0.104,10,49.9,0.71
,12:12:46,6,3590,404,0.74,13.3,7,9.8,0.104,10,49.9,0.71
,12:12:47,6,3590,405,0.74,13.3,7,9.8,0.103,10,49.9,0.71
,12:12:48,6,3590,406,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:12:49,6,3590,407,0.74,13.3,7,9.8,0.11,10,49.9,0.71
,12:12:50,6,3590,408,0.74,13.3,6,9.8,0.115,10,49.9,0.71
,12:12:51,6,3590,409,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:12:52,6,3590,410,0.74,13.3,6,9.8,0.116,10,49.9,0.71
,12:12:53,6,3590,411,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:12:54,6,3590,412,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:12:55,6,3590,413,0.75,13.3,7,9.7,0.108,10,49.9,0.72
,12:12:56,6,3590,414,0.75,13.3,7,9.7,0.108,10,49.9,0.72
,12:12:57,6,3590,415,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:12:58,6,3590,416,0.74,13.3,7,9.7,0.111,10,49.9,0.71
,12:12:59,6,3590,417,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:13:00,6,3590,418,0.74,13.3,7,9.7,0.111,10,49.9,0.71
,12:13:01,6,3590,419,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:13:02,6,3590,420,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:13:03,6,3590,421,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:13:04,6,3590,422,0.74,13.3,7,9.7,0.11,10,49.9,0.71
,12:13:05,6,3590,423,0.74,13.3,7,9.7,0.111,10,49.9,0.71
,12:13:06,6,3590,424,0.74,13.3,6,9.7,0.116,10,49.9,0.72
,12:13:07,6,3590,425,0.75,13.3,7,9.7,0.113,10,49.9,0.72
,12:13:08,6,3590,426,0.75,13.3,7,9.7,0.113,10,49.9,0.72
,12:13:09,6,3590,427,0.76,13.3,7,9.7,0.109,10,49.9,0.73
,12:13:10,6,3590,428,0.76,13.3,7,9.7,0.109,10,49.9,0.73
,12:13:11,6,3590,429,0.76,13.3,7,9.7,0.113,10,49.9,0.73
,12:13:12,6,3590,430,0.76,13.3,7,9.7,0.109,10,49.9,0.73
,12:13:13,6,3590,431,0.76,13.3,7,9.7,0.109,10,49.9,0.73
,12:13:14,6,3590,432,0.76,13.3,7,9.7,0.11,10,49.9,0.73
,12:13:15,6,3590,433,0.76,13.3,7,9.6,0.11,10,49.9,0.73
,12:13:16,6,3590,434,0.76,13.3,7,9.6,0.106,10,49.9,0.73
,12:13:17,6,3590,435,0.76,13.3,7,9.6,0.11,10,49.9,0.73
,12:13:18,6,3590,436,0.76,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:19,6,3590,437,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:20,6,3590,438,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:21,6,3590,439,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:22,6,3590,440,0.75,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:23,6,3590,441,0.76,13.3,7,9.6,0.113,10,49.9,0.72
,12:13:24,6,3590,442,0.75,13.3,7,9.6,0.109,10,49.9,0.72
,12:13:25,6,3590,443,0.75,13.3,7,9.6,0.109,10,49.9,0.72
,12:13:26,6,3590,444,0.75,13.3,7,9.6,0.105,10,49.9,0.72
,12:13:27,6,3590,445,0.76,13.3,7,9.6,0.102,10,49.9,0.73
,12:13:28,6,3590,446,0.75,13.3,7,9.6,0.101,10,49.9,0.72
,12:13:29,6,3590,447,0.75,13.3,7,9.6,0.104,10,49.9,0.72
,12:13:30,6,3590,448,0.74,13.3,7,9.6,0.107,10,49.9,0.71
,12:13:31,6,3590,449,0.73,13.3,7,9.6,0.11,10,49.9,0.7
,12:13:32,6,3590,450,0.73,13.3,7,9.6,0.11,10,49.9,0.7
,12:13:33,6,3590,451,0.73,13.3,7,9.6,0.11,10,49.9,0.7
,12:13:34,6,3590,452,0.73,13.3,6,9.6,0.114,10,49.9,0.7
,12:13:35,6,3590,453,0.73,13.3,7,9.6,0.11,10,49.9,0.7
,12:13:36,6,3590,454,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,12:13:37,6,3590,455,0.75,13.3,7,9.6,0.108,10,49.9,0.72
,12:13:38,6,3590,456,0.75,13.3,7,9.6,0.112,10,49.9,0.72
,12:13:39,6,3590,457,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,12:13:40,6,3590,458,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,12:13:41,6,3590,459,0.74,13.3,7,9.6,0.111,10,49.9,0.71
,12:13:42,6,3590,460,0.74,13.3,7,9.6,0.107,10,49.9,0.71
,12:13:43,6,3590,461,0.74,13.3,7,9.6,0.107,10,49.9,0.71
,12:13:44,6,3590,462,0.75,13.3,7,9.6,0.108,10,49.9,0.72
,12:13:45,6,3590,463,0.75,13.3,7,9.6,0.105,10,49.9,0.72
,12:13:46,6,3590,464,0.75,13.3,7,9.6,0.104,10,49.9,0.72
,12:13:47,6,3590,465,0.73,13.3,7,9.6,0.106,10,49.9,0.7
,12:13:48,6,3590,466,0.72,13.3,7,9.6,0.104,10,49.9,0.69
,12:13:49,6,3590,467,0.71,13.3,7,9.6,0.103,10,49.9,0.68
,12:13:50,6,3590,468,0.71,13.3,7,9.6,0.103,10,49.9,0.69
,12:13:51,6,3590,469,0.72,13.3,7,9.7,0.104,10,49.9,0.69
,12:13:52,6,3590,470,0.72,13.3,7,9.7,0.104,10,49.9,0.7
,12:13:53,6,3590,471,0.72,13.3,7,9.7,0.104,10,49.9,0.7
,12:13:54,6,3590,472,0.73,13.3,7,9.7,0.109,10,49.9,0.7
,12:13:55,6,3590,473,0.73,13.3,7,9.7,0.109,10,49.9,0.7
,12:13:56,6,3590,474,0.73,13.3,7,9.7,0.109,10,49.9,0.7
,12:13:57,6,3590,475,0.73,13.3,6,9.7,0.114,10,49.9,0.7
,12:13:58,6,3590,476,0.73,13.3,7,9.7,0.11,10,49.9,0.7
,12:13:59,6,3590,477,0.74,13.3,7,9.7,0.111,10,49.9,0.71
,12:14:00,6,3590,478,0.75,13.3,7,9.7,0.108,10,49.9,0.72
,12:14:01,6,3590,479,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:02,6,3590,480,0.74,13.3,7,9.7,0.111,10,49.9,0.71
,12:14:03,6,3590,481,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:04,6,3590,482,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:05,6,3590,483,0.75,13.3,7,9.7,0.113,10,49.9,0.72
,12:14:06,6,3590,484,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:07,6,3590,485,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:08,6,3590,486,0.74,13.3,7,9.7,0.107,10,49.9,0.71
,12:14:09,6,3590,487,0.75,13.3,7,9.7,0.108,10,49.9,0.72
,12:14:10,6,3590,488,0.75,13.3,7,9.7,0.108,10,49.9,0.72
,12:14:11,6,3590,489,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:12,6,3590,490,0.75,13.3,7,9.7,0.112,10,49.9,0.72
,12:14:13,6,3590,491,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:14:14,6,3590,492,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:14:15,6,3590,493,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:14:16,6,3590,494,0.75,13.3,7,9.8,0.108,10,49.9,0.72
,12:14:17,6,3590,495,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:18,6,3590,496,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:19,6,3590,497,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:20,6,3590,498,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:21,6,3590,499,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:14:22,6,3590,500,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:23,6,3590,501,0.74,13.3,7,9.8,0.107,10,49.9,0.71
,12:14:24,6,3590,502,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:14:25,6,3590,503,0.74,13.3,7,9.8,0.111,10,49.9,0.71
,12:14:26,6,3590,504,0.74,13.3,7,9.8,0.11,10,49.9,0.7
,12:14:27,6,3590,505,0.73,13.3,7,9.8,0.11,10,49.9,0.7
,12:14:28,6,3590,506,0.73,13.3,7,9.8,0.11,10,49.9,0.7
,12:14:29,6,3590,507,0.73,13.3,7,9.9,0.11,10,49.9,0.7
,12:14:30,6,3590,508,0.73,13.3,7,9.9,0.11,10,49.9,0.7
,12:14:31,6,3590,509,0.73,13.3,7,9.9,0.106,10,49.9,0.7
,12:14:32,6,3590,510,0.73,13.3,7,9.9,0.11,10,49.9,0.7
,12:14:33,6,3590,511,0.73,13.3,7,9.9,0.11,10,49.9,0.7
,12:14:34,6,3590,512,0.73,13.3,7,9.9,0.11,10,49.9,0.7
,12:14:35,6,3590,513,0.74,13.3,7,9.9,0.111,10,49.9,0.71
,12:14:36,6,3590,514,0.75,13.3,7,9.9,0.108,10,49.9,0.72
,12:14:37,6,3590,515,0.75,13.3,7,9.9,0.105,10,49.9,0.72
,12:14:38,6,3590,516,0.75,13.3,7,10,0.104,10,49.9,0.72
,12:14:39,6,3590,517,0.74,13.3,7,10,0.103,10,49.9,0.71
,12:14:40,6,3590,518,0.74,13.3,7,10,0.103,10,49.9,0.71
,12:14:41,6,3590,519,0.74,13.3,7,10,0.103,10,49.9,0.71
,12:14:42,6,3590,520,0.73,13.3,7,10,0.106,10,49.9,0.7
,12:14:43,6,3590,521,0.73,13.3,7,10,0.106,10,49.9,0.7
,12:14:44,6,3590,522,0.73,13.3,7,10,0.11,10,49.9,0.7
,12:14:45,6,3590,523,0.73,13.3,7,10,0.11,10,49.9,0.7
,12:14:46,6,3590,524,0.73,13.3,7,10,0.106,10,49.9,0.7
,12:14:47,6,3590,525,0.73,13.3,7,10,0.106,10,49.9,0.7
,12:14:48,6,3590,526,0.73,13.3,7,10,0.106,10,49.9,0.7
,12:14:49,6,3590,527,0.73,13.3,7,10.1,0.106,10,49.9,0.7
,12:14:50,6,3590,528,0.73,13.3,7,10.1,0.102,10,49.9,0.7
,12:14:51,6,3590,529,0.73,13.3,7,10.1,0.105,10,49.9,0.7
,12:14:52,6,3590,530,0.72,13.3,7,10.1,0.104,10,49.9,0.69
,12:14:53,6,3590,531,0.71,13.3,7,10.1,0.103,10,49.9,0.69
,12:14:54,6,3590,532,0.71,13.3,7,10.1,0.107,10,49.9,0.68
,12:14:55,6,3590,533,0.71,13.3,7,10.1,0.107,10,49.9,0.69
,12:14:56,6,3590,534,0.72,13.3,7,10.1,0.108,10,49.9,0.69
,12:14:57,6,3590,535,0.72,13.3,7,10.2,0.104,10,49.9,0.7
,12:14:58,6,3590,536,0.72,13.3,7,10.2,0.108,10,49.9,0.69
,12:14:59,6,3590,537,0.72,13.3,7,10.2,0.107,10,49.9,0.69
,12:15:00,6,3590,538,0.72,13.3,7,10.2,0.108,10,49.9,0.69
,12:15:01,6,3590,539,0.73,13.3,7,10.2,0.105,10,49.9,0.7
,12:15:02,6,3590,540,0.73,13.3,7,10.2,0.102,10,49.9,0.7
,12:15:03,6,3590,541,0.73,13.3,7,10.2,0.098,10,49.9,0.7
,12:15:04,6,3590,542,0.73,13.3,7,10.2,0.105,10,49.9,0.7
,12:15:05,6,3590,543,0.72,13.3,7,10.2,0.108,10,49.9,0.69
,12:15:06,6,3590,544,0.72,13.3,7,10.3,0.108,10,49.9,0.69
,12:15:07,6,3590,545,0.73,13.3,7,10.3,0.109,10,49.9,0.7
,12:15:08,6,3590,546,0.73,13.3,7,10.3,0.106,10,49.9,0.7
,12:15:09,6,3590,547,0.73,13.3,7,10.3,0.105,10,49.9,0.7
,12:15:10,6,3590,548,0.73,13.3,7,10.3,0.105,10,49.9,0.7
,12:15:11,6,3590,549,0.72,13.3,7,10.3,0.108,10,49.9,0.7
,12:15:12,6,3590,550,0.72,13.3,7,10.3,0.108,10,49.9,0.7
,12:15:13,6,3590,551,0.73,13.3,7,10.4,0.105,10,49.9,0.7
,12:15:14,6,3590,552,0.73,13.3,7,10.4,0.106,10,49.9,0.7
,12:15:15,6,3590,553,0.73,13.3,7,10.4,0.102,10,49.9,0.7
,12:15:16,6,3590,554,0.73,13.3,7,10.4,0.101,10,49.9,0.7
,12:15:17,6,3590,555,0.72,13.3,7,10.4,0.1,10,49.9,0.69
,12:15:18,6,3590,556,0.71,13.3,7,10.4,0.103,10,49.9,0.69
,12:15:19,6,3590,557,0.71,13.3,7,10.4,0.103,10,49.9,0.69
,12:15:20,6,3590,558,0.71,13.3,7,10.4,0.107,10,49.9,0.69
,12:15:21,6,3590,559,0.71,13.3,6,10.5,0.111,10,49.9,0.69
,12:15:22,6,3590,560,0.72,13.3,6,10.5,0.112,10,49.9,0.69
,12:15:23,6,3590,561,0.72,13.3,6,10.5,0.112,10,49.9,0.69
,12:15:24,6,3590,562,0.73,13.3,7,10.5,0.109,10,49.9,0.7
,12:15:25,6,3590,563,0.73,13.3,7,10.5,0.11,10,49.9,0.7
,12:15:26,6,3590,564,0.73,13.3,7,10.5,0.11,10,49.9,0.7
,12:15:27,6,3590,565,0.73,13.3,7,10.6,0.106,10,49.9,0.7
,12:15:28,6,3590,566,0.73,13.3,7,10.6,0.102,10,49.9,0.7
,12:15:29,6,3590,567,0.73,13.3,7,10.6,0.102,10,49.9,0.7
,12:15:30,6,3590,568,0.73,13.3,7,10.6,0.101,10,49.9,0.7
,12:15:31,6,3590,569,0.72,13.3,7,10.6,0.101,10,49.9,0.69
,12:15:32,6,3590,570,0.72,13.3,7,10.6,0.104,10,49.9,0.69
,12:15:33,6,3590,571,0.72,13.3,7,10.7,0.108,10,49.9,0.69
,12:15:34,6,3590,572,0.73,13.3,7,10.7,0.109,10,49.9,0.7
,12:15:35,6,3590,573,0.73,13.3,7,10.7,0.11,10,49.9,0.7
,12:15:36,6,3590,574,0.74,13.3,7,10.7,0.11,10,49.9,0.71
,12:15:37,6,3590,575,0.73,13.3,7,10.7,0.106,10,49.9,0.7
,12:15:38,6,3590,576,0.73,13.3,7,10.7,0.105,10,49.9,0.7
,12:15:39,6,3590,577,0.72,13.3,7,10.7,0.108,10,49.9,0.69
,12:15:40,6,3590,578,0.72,13.3,7,10.7,0.108,10,49.9,0.7
,12:15:41,6,3590,579,0.73,13.3,7,10.8,0.109,10,49.9,0.7
,12:15:42,6,3590,580,0.74,13.3,7,10.8,0.106,10,49.9,0.71
,12:15:43,6,3590,581,0.74,13.3,7,10.8,0.103,10,49.9,0.71
,12:15:44,6,3590,582,0.73,13.3,7,10.8,0.106,10,49.9,0.7
,12:15:45,6,3590,583,0.72,13.3,7,10.8,0.108,10,49.9,0.7
,12:15:46,6,3590,584,0.72,13.3,6,10.8,0.112,10,49.9,0.69
,12:15:47,6,3590,585,0.73,13.3,7,10.9,0.109,10,49.9,0.7
,12:15:48,6,3590,586,0.73,13.3,7,10.9,0.106,10,49.9,0.7
,12:15:49,6,3590,587,0.73,13.3,7,10.9,0.106,10,49.9,0.7
,12:15:50,6,3590,588,0.73,13.3,7,10.9,0.106,10,49.9,0.7
,12:15:51,6,3590,589,0.73,13.3,7,11,0.101,10,49.9,0.7
,12:15:52,6,3590,590,0.72,13.3,7,11,0.1,10,49.9,0.69
,12:15:53,6,3590,591,0.72,13.3,7,11,0.107,10,49.9,0.69
,12:15:54,6,3590,592,0.72,13.3,6,11,0.112,10,49.9,0.69
,12:15:55,6,3590,593,0.72,13.3,7,11,0.108,10,49.9,0.69
,12:15:56,6,3590,594,0.73,13.3,7,11.1,0.109,10,49.9,0.7
,12:15:57,6,3590,595,0.73,13.3,7,11,0.11,10,49.9,0.7
,12:15:58,6,3590,596,0.74,13.3,7,11,0.11,10,49.9,0.71
,12:15:59,6,3590,597,0.74,13.3,7,11.1,0.106,10,49.9,0.71
,12:16:00,6,3590,598,0.73,13.3,7,11.1,0.102,10,49.9,0.7
,12:16:01,6,3590,599,0.73,13.3,7,11.1,0.102,10,49.9,0.7
,12:16:02,6,3590,600,0.73,13.3,7,11.1,0.105,10,49.9,0.7
,12:16:03,6,3590,601,0.72,13.3,7,11.2,0.108,10,49.9,0.69
,12:16:04,6,3590,602,0.72,13.3,7,11.2,0.108,10,49.9,0.69
,12:16:05,6,3590,603,0.72,13.3,7,11.2,0.108,10,49.9,0.7
,12:16:06,6,3590,604,0.73,13.3,7,11.2,0.105,10,49.9,0.7
,12:16:07,6,3590,605,0.73,13.3,7,11.2,0.106,10,49.9,0.7
,12:16:08,6,3590,606,0.74,13.3,7,11.3,0.102,10,49.9,0.71
,12:16:09,6,3590,607,0.73,13.3,7,11.3,0.106,10,49.9,0.7
,12:16:10,6,3590,608,0.72,13.3,7,11.3,0.108,10,49.9,0.69
,12:16:11,6,3590,609,0.71,13.3,7,11.3,0.107,10,49.9,0.69
,12:16:12,6,3590,610,0.71,13.3,7,11.3,0.107,10,49.9,0.69
,12:16:13,6,3590,611,0.72,13.3,7,11.4,0.104,10,49.9,0.69
,12:16:14,6,3590,612,0.72,13.3,7,11.4,0.101,10,49.9,0.7
,12:16:15,6,3590,613,0.72,13.3,7,11.4,0.101,10,49.9,0.7
,12:16:16,6,3590,614,0.72,13.3,7,11.4,0.1,10,49.9,0.69
,12:16:17,6,3590,615,0.71,13.3,7,11.4,0.103,10,49.9,0.68
,12:16:18,6,3590,616,0.71,13.3,7,11.4,0.106,10,49.9,0.68
,12:16:19,6,3590,617,0.7,13.3,7,11.4,0.105,10,49.9,0.68
,12:16:20,6,3590,618,0.71,13.3,7,11.5,0.107,10,49.9,0.68
,12:16:21,6,3590,619,0.72,13.3,7,11.5,0.103,10,49.9,0.69
,12:16:22,6,3590,620,0.72,13.3,7,11.5,0.103,10,49.9,0.69
,12:16:23,6,3590,621,0.71,13.3,7,11.5,0.099,10,49.9,0.68
,12:16:24,6,3590,622,0.71,13.3,7,11.6,0.102,10,49.9,0.68
,12:16:25,6,3590,623,0.71,13.3,7,11.6,0.106,10,49.9,0.68
,12:16:26,6,3590,624,0.7,13.3,6,11.6,0.11,10,49.9,0.68
,12:16:27,6,3590,625,0.71,13.3,6,11.6,0.11,10,49.9,0.68
,12:16:28,6,3590,626,0.71,13.3,7,11.6,0.107,10,49.9,0.69
,12:16:29,6,3590,627,0.72,13.3,7,11.7,0.104,10,49.9,0.69
,12:16:30,6,3590,628,0.72,13.3,7,11.7,0.104,10,49.9,0.7
,12:16:31,6,3590,629,0.72,13.3,7,11.7,0.1,10,49.9,0.69
,12:16:32,6,3590,630,0.71,13.3,7,11.7,0.099,10,49.9,0.68
