Data file,,DELRIN500AF-UNHONED_ISO10_12DEG_004.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,13/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,Delrin500AF on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 12:06:02 on 13/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:40:53,6,3590,2091,0.65,13.3,7,9.6,0.094,10,49.8,0.62
,12:40:54,6,3590,2092,0.65,13.3,7,9.6,0.091,10,49.9,0.62
,12:40:55,6,3590,2093,0.64,13.3,7,9.6,0.086,10,49.9,0.62
,12:40:56,6,3590,2094,0.64,13.3,7,9.6,0.089,10,49.9,0.61
,12:40:57,6,3590,2095,0.63,13.3,7,9.6,0.088,10,49.9,0.6
,12:40:58,6,3590,2096,0.63,13.3,7,9.6,0.087,10,49.9,0.6
,12:40:59,6,3590,2097,0.62,13.3,7,9.6,0.084,10,49.8,0.6
,12:41:00,6,3590,2098,0.62,13.3,7,9.6,0.086,10,49.9,0.6
,12:41:01,6,3590,2099,0.62,13.3,7,9.6,0.089,10,49.9,0.59
,12:41:02,6,3590,2100,0.61,13.3,7,9.6,0.088,10,49.8,0.58
,12:41:03,6,3590,2101,0.61,13.3,7,9.6,0.087,10,49.9,0.58
,12:41:04,6,3590,2102,0.61,13.3,7,9.6,0.087,10,49.9,0.58
,12:41:05,6,3590,2103,0.61,13.3,7,9.6,0.087,10,49.9,0.58
,12:41:06,6,3590,2104,0.61,13.3,7,9.6,0.088,10,49.8,0.58
,12:41:07,6,3590,2105,0.61,13.3,7,9.6,0.088,10,49.9,0.58
,12:41:08,6,3590,2106,0.61,13.3,7,9.6,0.091,10,49.8,0.58
,12:41:09,6,3590,2107,0.61,13.3,7,9.6,0.088,10,49.9,0.58
,12:41:10,6,3590,2108,0.6,13.3,7,9.6,0.09,10,49.8,0.58
,12:41:11,6,3590,2109,0.6,13.3,6,9.6,0.094,10,49.9,0.58
,12:41:12,6,3590,2110,0.61,13.3,7,9.6,0.091,10,49.8,0.58
,12:41:13,6,3590,2111,0.62,13.3,7,9.6,0.092,10,49.8,0.59
,12:41:14,6,3590,2112,0.62,13.3,6,9.6,0.097,10,49.8,0.6
,12:41:15,6,3590,2113,0.63,13.3,6,9.6,0.098,10,49.9,0.6
,12:41:16,6,3590,2114,0.63,13.3,7,9.6,0.094,10,49.9,0.6
,12:41:17,6,3590,2115,0.63,13.3,7,9.6,0.095,10,49.9,0.61
,12:41:18,6,3590,2116,0.63,13.3,7,9.6,0.095,10,49.9,0.61
,12:41:19,6,3590,2117,0.63,13.3,7,9.6,0.095,10,49.9,0.61
,12:41:20,6,3590,2118,0.63,13.3,7,9.6,0.095,10,49.8,0.61
,12:41:21,6,3590,2119,0.63,13.3,6,9.6,0.098,10,49.9,0.6
,12:41:22,6,3590,2120,0.63,13.3,6,9.6,0.098,10,49.8,0.6
,12:41:23,6,3590,2121,0.63,13.3,7,9.6,0.094,10,49.9,0.6
,12:41:24,6,3590,2122,0.63,13.3,7,9.6,0.095,10,49.9,0.61
,12:41:25,6,3590,2123,0.63,13.3,7,9.6,0.095,10,49.8,0.61
,12:41:26,6,3590,2124,0.64,13.3,6,9.7,0.1,10,49.9,0.62
,12:41:27,6,3590,2125,0.65,13.3,7,9.7,0.097,10,49.8,0.62
,12:41:28,6,3590,2126,0.65,13.3,7,9.7,0.097,10,49.8,0.62
,12:41:29,6,3590,2127,0.64,13.3,7,9.7,0.096,10,49.8,0.62
,12:41:30,6,3590,2128,0.64,13.3,7,9.7,0.096,10,49.8,0.62
,12:41:31,6,3590,2129,0.64,13.3,7,9.7,0.096,10,49.8,0.61
,12:41:32,6,3590,2130,0.64,13.3,7,9.7,0.096,10,49.8,0.61
,12:41:33,6,3590,2131,0.64,13.3,7,9.7,0.092,10,49.8,0.61
,12:41:34,6,3590,2132,0.64,13.3,7,9.7,0.092,10,49.9,0.61
,12:41:35,6,3590,2133,0.64,13.3,7,9.7,0.096,10,49.9,0.61
,12:41:36,6,3590,2134,0.64,13.3,7,9.7,0.092,10,49.8,0.62
,12:41:37,6,3590,2135,0.64,13.3,7,9.7,0.092,10,49.9,0.61
,12:41:38,6,3590,2136,0.64,13.3,7,9.7,0.092,10,49.8,0.61
,12:41:39,6,3590,2137,0.64,13.3,7,9.7,0.095,10,49.8,0.61
,12:41:40,6,3590,2138,0.64,13.3,7,9.7,0.092,10,49.9,0.61
,12:41:41,6,3590,2139,0.64,13.3,7,9.7,0.092,10,49.8,0.61
,12:41:42,6,3590,2140,0.64,13.3,7,9.7,0.092,10,49.8,0.62
,12:41:43,6,3590,2141,0.64,13.3,7,9.8,0.096,10,49.9,0.62
,12:41:44,6,3590,2142,0.64,13.3,6,9.8,0.1,10,49.9,0.62
,12:41:45,6,3590,2143,0.65,13.3,7,9.8,0.097,10,49.9,0.62
,12:41:46,6,3590,2144,0.65,13.3,7,9.8,0.094,10,49.8,0.63
,12:41:47,6,3590,2145,0.66,13.3,7,9.8,0.092,10,49.8,0.63
,12:41:48,6,3590,2146,0.66,13.3,7,9.8,0.095,10,49.8,0.63
,12:41:49,6,3590,2147,0.65,13.3,7,9.8,0.097,10,49.9,0.62
,12:41:50,6,3590,2148,0.65,13.3,7,9.8,0.093,10,49.8,0.62
,12:41:51,6,3590,2149,0.64,13.3,7,9.8,0.093,10,49.9,0.62
,12:41:52,6,3590,2150,0.64,13.3,7,9.8,0.093,10,49.9,0.62
,12:41:53,6,3590,2151,0.64,13.3,7,9.8,0.096,10,49.9,0.62
,12:41:54,6,3590,2152,0.64,13.3,7,9.8,0.096,10,49.8,0.62
,12:41:55,6,3590,2153,0.65,13.3,7,9.8,0.097,10,49.9,0.62
,12:41:56,6,3590,2154,0.65,13.3,7,9.9,0.098,10,49.9,0.63
,12:41:57,6,3590,2155,0.66,13.3,7,9.9,0.095,10,49.9,0.63
,12:41:58,6,3590,2156,0.65,13.3,7,9.9,0.094,10,49.9,0.63
,12:41:59,6,3590,2157,0.65,13.3,7,9.9,0.098,10,49.9,0.63
,12:42:00,6,3590,2158,0.65,13.3,7,9.9,0.094,10,49.9,0.63
,12:42:01,6,3590,2159,0.65,13.3,7,9.9,0.094,10,49.9,0.63
,12:42:02,6,3590,2160,0.65,13.3,7,9.9,0.094,10,49.8,0.62
,12:42:03,6,3590,2161,0.65,13.3,7,9.9,0.097,10,49.9,0.62
,12:42:04,6,3590,2162,0.65,13.3,7,9.9,0.097,10,49.9,0.62
,12:42:05,6,3590,2163,0.65,13.3,7,10,0.094,10,49.9,0.63
,12:42:06,6,3590,2164,0.65,13.3,7,10,0.091,10,49.8,0.63
,12:42:07,6,3590,2165,0.65,13.3,7,10,0.094,10,49.8,0.63
,12:42:08,6,3590,2166,0.65,13.3,7,10,0.097,10,49.9,0.62
,12:42:09,6,3590,2167,0.64,13.3,7,10,0.096,10,49.9,0.62
,12:42:10,6,3590,2168,0.65,13.3,7,10,0.093,10,49.9,0.62
,12:42:11,6,3590,2169,0.65,13.3,7,10,0.093,10,49.8,0.62
,12:42:12,6,3590,2170,0.65,13.3,7,10,0.097,10,49.9,0.62
,12:42:13,6,3590,2171,0.64,13.3,7,10,0.096,10,49.8,0.62
,12:42:14,6,3590,2172,0.65,13.3,7,10,0.093,10,49.8,0.62
,12:42:15,6,3590,2173,0.65,13.3,7,10.1,0.09,10,49.8,0.62
,12:42:16,6,3590,2174,0.65,13.3,7,10.1,0.09,10,49.8,0.62
,12:42:17,6,3590,2175,0.64,13.3,7,10.1,0.093,10,49.9,0.62
,12:42:18,6,3590,2176,0.64,13.3,7,10.1,0.096,10,49.9,0.62
,12:42:19,6,3590,2177,0.64,13.3,7,10.1,0.096,10,49.8,0.62
,12:42:20,6,3590,2178,0.64,13.3,7,10.1,0.092,10,49.8,0.62
,12:42:21,6,3590,2179,0.64,13.3,7,10.1,0.092,10,49.9,0.62
,12:42:22,6,3590,2180,0.64,13.3,7,10.1,0.093,10,49.9,0.62
,12:42:23,6,3590,2181,0.65,13.3,7,10.2,0.09,10,49.9,0.62
,12:42:24,6,3590,2182,0.65,13.3,7,10.2,0.093,10,49.9,0.62
,12:42:25,6,3590,2183,0.64,13.3,7,10.2,0.093,10,49.8,0.62
,12:42:26,6,3590,2184,0.64,13.3,7,10.2,0.092,10,49.8,0.62
,12:42:27,6,3590,2185,0.64,13.3,7,10.2,0.092,10,49.9,0.61
,12:42:28,6,3590,2186,0.64,13.3,7,10.2,0.092,10,49.8,0.61
,12:42:29,6,3590,2187,0.64,13.3,7,10.3,0.092,10,49.8,0.61
,12:42:30,6,3590,2188,0.64,13.3,7,10.3,0.095,10,49.8,0.61
,12:42:31,6,3590,2189,0.64,13.3,7,10.3,0.092,10,49.8,0.61
,12:42:32,6,3590,2190,0.64,13.3,7,10.3,0.092,10,49.8,0.61
,12:42:33,6,3590,2191,0.64,13.3,7,10.3,0.096,10,49.8,0.62
,12:42:34,6,3590,2192,0.64,13.3,7,10.3,0.092,10,49.8,0.62
,12:42:35,6,3590,2193,0.64,13.3,7,10.3,0.092,10,49.8,0.61
,12:42:36,6,3590,2194,0.64,13.3,7,10.3,0.092,10,49.9,0.61
,12:42:37,6,3590,2195,0.64,13.3,7,10.4,0.096,10,49.9,0.62
,12:42:38,6,3590,2196,0.65,13.3,7,10.4,0.093,10,49.8,0.62
,12:42:39,6,3590,2197,0.65,13.3,7,10.4,0.093,10,49.9,0.62
,12:42:40,6,3590,2198,0.65,13.3,7,10.4,0.093,10,49.9,0.62
,12:42:41,6,3590,2199,0.64,13.3,7,10.4,0.096,10,49.9,0.62
,12:42:42,6,3590,2200,0.64,13.3,7,10.4,0.092,10,49.8,0.62
,12:42:43,6,3590,2201,0.64,13.3,7,10.4,0.096,10,49.9,0.62
,12:42:44,6,3590,2202,0.64,13.3,7,10.5,0.096,10,49.9,0.61
,12:42:45,6,3590,2203,0.64,13.3,7,10.5,0.092,10,49.8,0.61
,12:42:46,6,3590,2204,0.64,13.3,7,10.5,0.092,10,49.8,0.62
,12:42:47,6,3590,2205,0.64,13.3,7,10.5,0.092,10,49.9,0.62
,12:42:48,6,3590,2206,0.64,13.3,7,10.5,0.096,10,49.9,0.62
,12:42:49,6,3590,2207,0.64,13.3,7,10.6,0.096,10,49.9,0.62
,12:42:50,6,3590,2208,0.64,13.3,7,10.5,0.096,10,49.8,0.62
,12:42:51,6,3590,2209,0.64,13.3,7,10.6,0.092,10,49.9,0.62
,12:42:52,6,3590,2210,0.64,13.3,7,10.6,0.092,10,49.8,0.62
,12:42:53,6,3590,2211,0.64,13.3,7,10.6,0.096,10,49.9,0.61
,12:42:54,6,3590,2212,0.64,13.3,7,10.6,0.096,10,49.9,0.62
,12:42:55,6,3590,2213,0.64,13.3,7,10.6,0.092,10,49.9,0.61
,12:42:56,6,3590,2214,0.64,13.3,7,10.6,0.092,10,49.9,0.62
,12:42:57,6,3590,2215,0.64,13.3,7,10.7,0.092,10,49.9,0.62
,12:42:58,6,3590,2216,0.64,13.3,6,10.7,0.1,10,49.9,0.62
,12:42:59,6,3590,2217,0.65,13.3,6,10.7,0.101,10,49.8,0.62
,12:43:00,6,3590,2218,0.65,13.3,7,10.7,0.098,10,49.8,0.63
,12:43:01,6,3590,2219,0.66,13.3,7,10.7,0.095,10,49.9,0.63
,12:43:02,6,3590,2220,0.66,13.3,7,10.8,0.095,10,49.8,0.63
,12:43:03,6,3590,2221,0.65,13.3,7,10.8,0.094,10,49.9,0.63
,12:43:04,6,3590,2222,0.65,13.3,7,10.8,0.094,10,49.9,0.62
,12:43:05,6,3590,2223,0.65,13.3,7,10.8,0.09,10,49.9,0.62
,12:43:06,6,3590,2224,0.65,13.3,7,10.8,0.09,10,49.9,0.62
,12:43:07,6,3590,2225,0.65,13.3,7,10.9,0.087,10,49.9,0.62
,12:43:08,6,3590,2226,0.65,13.3,7,10.9,0.09,10,49.9,0.62
,12:43:09,6,3590,2227,0.64,13.3,7,10.9,0.09,10,49.9,0.62
,12:43:10,6,3590,2228,0.64,13.3,7,10.9,0.09,10,49.8,0.62
,12:43:11,6,3590,2229,0.64,13.3,7,10.9,0.092,10,49.8,0.62
,12:43:12,6,3590,2230,0.64,13.3,7,10.9,0.092,10,49.9,0.61
,12:43:13,6,3590,2231,0.63,13.3,7,10.9,0.091,10,49.8,0.61
,12:43:14,6,3590,2232,0.63,13.3,7,11,0.091,10,49.9,0.6
,12:43:15,6,3590,2233,0.63,13.3,7,11,0.091,10,49.8,0.6
,12:43:16,6,3590,2234,0.63,13.3,7,11,0.091,10,49.8,0.6
,12:43:17,6,3590,2235,0.63,13.3,7,11,0.094,10,49.8,0.6
,12:43:18,6,3590,2236,0.63,13.3,7,11,0.095,10,49.8,0.61
,12:43:19,6,3590,2237,0.63,13.3,6,11.1,0.099,10,49.9,0.61
,12:43:20,6,3590,2238,0.64,13.3,6,11.1,0.099,10,49.9,0.61
,12:43:21,6,3590,2239,0.64,13.3,6,11.1,0.099,10,49.8,0.61
,12:43:22,6,3590,2240,0.64,13.3,6,11.1,0.099,10,49.8,0.62
,12:43:23,6,3590,2241,0.64,13.3,7,11.1,0.096,10,49.9,0.62
,12:43:24,6,3590,2242,0.65,13.3,7,11.2,0.093,10,49.8,0.62
,12:43:25,6,3590,2243,0.65,13.3,7,11.2,0.097,10,49.8,0.62
,12:43:26,6,3590,2244,0.65,13.3,7,11.2,0.094,10,49.8,0.62
,12:43:27,6,3590,2245,0.65,13.3,7,11.2,0.094,10,49.8,0.62
,12:43:28,6,3590,2246,0.65,13.3,7,11.2,0.093,10,49.8,0.62
,12:43:29,6,3590,2247,0.64,13.3,7,11.2,0.089,10,49.8,0.62
,12:43:30,6,3590,2248,0.64,13.3,7,11.2,0.089,10,49.9,0.61
,12:43:31,6,3590,2249,0.64,13.3,7,11.3,0.089,10,49.9,0.62
,12:43:32,6,3590,2250,0.64,13.3,7,11.3,0.089,10,49.8,0.61
,12:43:33,6,3590,2251,0.63,13.3,7,11.3,0.088,10,49.9,0.61
,12:43:34,6,3590,2252,0.63,13.3,7,11.3,0.088,10,49.9,0.61
,12:43:35,6,3590,2253,0.63,13.3,7,11.3,0.091,10,49.8,0.6
,12:43:36,6,3590,2254,0.63,13.3,6,11.4,0.098,10,49.9,0.6
,12:43:37,6,3590,2255,0.63,13.3,6,11.4,0.098,10,49.8,0.61
,12:43:38,6,3590,2256,0.63,13.3,6,11.4,0.099,10,49.9,0.61
,12:43:39,6,3590,2257,0.64,13.3,7,11.4,0.096,10,49.8,0.61
,12:43:40,6,3590,2258,0.64,13.3,7,11.4,0.092,10,49.8,0.62
,12:43:41,6,3590,2259,0.64,13.3,7,11.5,0.096,10,49.9,0.61
,12:43:42,6,3590,2260,0.63,13.3,7,11.5,0.095,10,49.8,0.61
,12:43:43,6,3590,2261,0.64,13.3,7,11.5,0.092,10,49.9,0.61
,12:43:44,6,3590,2262,0.64,13.3,7,11.6,0.089,10,49.9,0.62
,12:43:45,6,3590,2263,0.64,13.3,7,11.6,0.089,10,49.8,0.62
,12:43:46,6,3590,2264,0.64,13.3,7,11.6,0.092,10,49.9,0.61
,12:43:47,6,3590,2265,0.63,13.3,6,11.6,0.098,10,49.9,0.6
,12:43:48,6,3590,2266,0.63,13.3,6,11.6,0.098,10,49.9,0.6
,12:43:49,6,3590,2267,0.63,13.3,7,11.6,0.095,10,49.9,0.61
,12:43:50,6,3590,2268,0.64,13.3,7,11.6,0.095,10,49.8,0.61
,12:43:51,6,3590,2269,0.64,13.3,7,11.7,0.096,10,49.8,0.62
,12:43:52,6,3590,2270,0.64,13.3,7,11.7,0.096,10,49.8,0.62
,12:43:53,6,3590,2271,0.64,13.3,7,11.7,0.093,10,49.8,0.62
,12:43:54,6,3590,2272,0.64,13.3,7,11.7,0.096,10,49.9,0.61
,12:43:55,6,3590,2273,0.64,13.3,7,11.7,0.096,10,49.9,0.61
,12:43:56,6,3590,2274,0.64,13.3,7,11.8,0.092,10,49.8,0.62
,12:43:57,6,3590,2275,0.64,13.3,7,11.8,0.093,10,49.8,0.62
,12:43:58,6,3590,2276,0.64,13.3,7,11.8,0.09,10,49.8,0.62
,12:43:59,6,3590,2277,0.64,13.3,7,11.8,0.086,10,49.8,0.62
,12:44:00,6,3590,2278,0.64,13.3,7,11.9,0.089,10,49.8,0.62
,12:44:01,6,3590,2279,0.64,13.3,7,11.9,0.092,10,49.8,0.62
,12:44:02,6,3590,2280,0.64,13.3,7,11.9,0.096,10,49.9,0.61
,12:44:03,6,3590,2281,0.64,13.3,7,11.9,0.095,10,49.9,0.61
,12:44:04,6,3590,2282,0.63,13.3,7,11.9,0.095,10,49.9,0.61
,12:44:05,6,3590,2283,0.64,13.3,7,12,0.096,10,49.8,0.61
,12:44:06,6,3590,2284,0.64,13.3,7,12,0.096,10,49.9,0.62
,12:44:07,6,3590,2285,0.64,13.3,7,12,0.096,10,49.8,0.62
,12:44:08,6,3590,2286,0.64,13.3,7,12,0.096,10,49.9,0.61
,12:44:09,6,3590,2287,0.64,13.3,6,12,0.099,10,49.9,0.61
,12:44:10,6,3590,2288,0.64,13.3,7,12,0.096,10,49.8,0.62
,12:44:11,6,3590,2289,0.65,13.3,7,12.1,0.09,10,49.8,0.62
,12:44:12,6,3590,2290,0.65,13.3,7,12.1,0.09,10,49.8,0.62
,12:44:13,6,3590,2291,0.65,13.3,7,12.1,0.09,10,49.8,0.62
,12:44:14,6,3590,2292,0.65,13.3,7,12.2,0.093,10,49.9,0.62
,12:44:15,6,3590,2293,0.64,13.3,7,12.2,0.093,10,49.8,0.62
,12:44:16,6,3590,2294,0.64,13.3,7,12.2,0.096,10,49.9,0.62
,12:44:17,6,3590,2295,0.64,13.3,7,12.2,0.096,10,49.8,0.62
,12:44:18,6,3590,2296,0.64,13.3,7,12.2,0.096,10,49.8,0.61
,12:44:19,6,3590,2297,0.64,13.3,7,12.3,0.096,10,49.8,0.62
,12:44:20,6,3590,2298,0.64,13.3,7,12.3,0.096,10,49.8,0.62
,12:44:21,6,3590,2299,0.64,13.3,7,12.3,0.093,10,49.9,0.62
,12:44:22,6,3590,2300,0.64,13.3,7,12.3,0.096,10,49.9,0.62
,12:44:23,6,3590,2301,0.64,13.3,7,12.4,0.096,10,49.8,0.62
,12:44:24,6,3590,2302,0.64,13.3,7,12.4,0.092,10,49.8,0.62
,12:44:25,6,3590,2303,0.64,13.3,7,12.4,0.092,10,49.9,0.62
,12:44:26,6,3590,2304,0.64,13.3,7,12.4,0.089,10,49.8,0.62
,12:44:27,6,3590,2305,0.64,13.3,7,12.4,0.089,10,49.8,0.61
,12:44:28,6,3590,2306,0.64,13.3,7,12.4,0.089,10,49.9,0.61
,12:44:29,6,3590,2307,0.64,13.3,7,12.5,0.089,10,49.8,0.62
,12:44:30,6,3590,2308,0.64,13.3,7,12.5,0.089,10,49.9,0.62
,12:44:31,6,3590,2309,0.64,13.3,7,12.5,0.093,10,49.8,0.62
,12:44:32,6,3590,2310,0.64,13.3,7,12.5,0.092,10,49.9,0.62
,12:44:33,6,3590,2311,0.64,13.3,7,12.6,0.092,10,49.9,0.61
,12:44:34,6,3590,2312,0.63,13.3,7,12.6,0.091,10,49.9,0.61
,12:44:35,6,3590,2313,0.63,13.3,7,12.6,0.095,10,49.8,0.61
,12:44:36,6,3590,2314,0.63,13.3,7,12.6,0.095,10,49.8,0.61
,12:44:37,6,3590,2315,0.64,13.3,7,12.7,0.095,10,49.8,0.61
,12:44:38,6,3590,2316,0.64,13.3,7,12.7,0.095,10,49.8,0.61
,12:44:39,6,3590,2317,0.64,13.3,7,12.7,0.096,10,49.9,0.61
,12:44:40,6,3590,2318,0.64,13.3,7,12.7,0.092,10,49.8,0.61
,12:44:41,6,3590,2319,0.64,13.3,7,12.7,0.088,10,49.8,0.61
,12:44:42,6,3590,2320,0.64,13.3,7,12.8,0.088,10,49.9,0.61
,12:44:43,6,3590,2321,0.64,13.3,7,12.8,0.089,10,49.8,0.61
,12:44:44,6,3590,2322,0.64,13.3,7,12.8,0.086,10,49.8,0.62
,12:44:45,6,3590,2323,0.64,13.3,7,12.8,0.089,10,49.9,0.61
,12:44:46,6,3590,2324,0.63,13.3,7,12.8,0.091,10,49.8,0.61
,12:44:47,6,3590,2325,0.63,13.3,7,12.8,0.094,10,49.8,0.6
,12:44:48,6,3590,2326,0.62,13.3,7,12.9,0.093,10,49.8,0.6
,12:44:49,6,3590,2327,0.63,13.3,6,12.9,0.098,10,49.8,0.6
,12:44:50,6,3590,2328,0.63,13.3,6,12.9,0.098,10,49.8,0.6
,12:44:51,6,3590,2329,0.64,13.3,7,12.9,0.095,10,49.8,0.61
,12:44:52,6,3590,2330,0.64,13.3,7,12.9,0.096,10,49.8,0.62
,12:44:53,6,3590,2331,0.64,13.3,7,13,0.096,10,49.8,0.61
,12:44:54,6,3590,2332,0.64,13.3,7,13,0.096,10,49.8,0.61
,12:44:55,6,3590,2333,0.64,13.3,7,13,0.096,10,49.8,0.61
,12:44:56,6,3590,2334,0.64,13.3,7,13.1,0.096,10,49.8,0.62
,12:44:57,6,3590,2335,0.64,13.3,7,13.1,0.092,10,49.8,0.62
,12:44:58,6,3590,2336,0.64,13.3,7,13.1,0.092,10,49.8,0.61
,12:44:59,6,3590,2337,0.64,13.3,7,13.1,0.092,10,49.9,0.61
,12:45:00,6,3590,2338,0.64,13.3,7,13.1,0.092,10,49.9,0.62
,12:45:01,6,3590,2339,0.64,13.3,7,13.2,0.093,10,49.9,0.62
,12:45:02,6,3590,2340,0.65,13.3,7,13.2,0.093,10,49.9,0.62
,12:45:03,6,3590,2341,0.65,13.3,7,13.2,0.09,10,49.8,0.62
,12:45:04,6,3590,2342,0.65,13.3,7,13.2,0.09,10,49.9,0.62
,12:45:05,6,3590,2343,0.65,13.3,7,13.2,0.09,10,49.8,0.62
,12:45:06,6,3590,2344,0.64,13.3,7,13.2,0.089,10,49.9,0.62
,12:45:07,6,3590,2345,0.64,13.3,7,13.2,0.092,10,49.9,0.61
,12:45:08,6,3590,2346,0.63,13.3,7,13.3,0.095,10,49.8,0.61
,12:45:09,6,3590,2347,0.63,13.3,6,13.3,0.099,10,49.9,0.61
,12:45:10,6,3590,2348,0.64,13.3,7,13.3,0.096,10,49.8,0.61
,12:45:11,6,3590,2349,0.64,13.3,7,13.3,0.093,10,49.9,0.62
,12:45:12,6,3590,2350,0.65,13.3,7,13.4,0.094,10,49.9,0.62
,12:45:13,6,3590,2351,0.64,13.3,7,13.4,0.096,10,49.8,0.62
,12:45:14,6,3590,2352,0.64,13.3,6,13.4,0.1,10,49.9,0.62
,12:45:15,6,3590,2353,0.64,13.3,7,13.4,0.096,10,49.9,0.62
,12:45:16,6,3590,2354,0.65,13.3,7,13.4,0.093,10,49.8,0.62
,12:45:17,6,3590,2355,0.65,13.3,7,13.4,0.094,10,49.8,0.62
,12:45:18,6,3590,2356,0.65,13.3,7,13.5,0.09,10,49.8,0.62
,12:45:19,6,3590,2357,0.65,13.3,7,13.5,0.09,10,49.8,0.62
,12:45:20,6,3590,2358,0.64,13.3,7,13.5,0.09,10,49.8,0.62
,12:45:21,6,3590,2359,0.64,13.3,7,13.5,0.096,10,49.8,0.61
,12:45:22,6,3590,2360,0.63,13.3,6,13.5,0.099,10,49.9,0.61
,12:45:23,6,3590,2361,0.64,13.3,6,13.6,0.099,10,49.9,0.61
,12:45:24,6,3590,2362,0.64,13.3,7,13.6,0.096,10,49.9,0.62
,12:45:25,6,3590,2363,0.65,13.3,7,13.6,0.097,10,49.9,0.63
,12:45:26,6,3590,2364,0.65,13.3,7,13.6,0.098,10,49.8,0.63
,12:45:27,6,3590,2365,0.65,13.3,7,13.6,0.097,10,49.8,0.62
,12:45:28,6,3590,2366,0.65,13.3,7,13.6,0.097,10,49.9,0.62
,12:45:29,6,3590,2367,0.65,13.3,7,13.6,0.098,10,49.9,0.63
,12:45:30,6,3590,2368,0.65,13.3,7,13.7,0.098,10,49.8,0.63
,12:45:31,6,3590,2369,0.65,13.3,7,13.7,0.097,10,49.9,0.63
,12:45:32,6,3590,2370,0.65,13.3,7,13.7,0.098,10,49.9,0.62
,12:45:33,6,3590,2371,0.65,13.3,7,13.7,0.098,10,49.9,0.63
,12:45:34,6,3590,2372,0.65,13.3,7,13.7,0.094,10,49.8,0.63
,12:45:35,6,3590,2373,0.65,13.3,7,13.7,0.094,10,49.8,0.63
,12:45:36,6,3590,2374,0.65,13.3,7,13.8,0.094,10,49.9,0.63
,12:45:37,6,3590,2375,0.65,13.3,7,13.8,0.091,10,49.8,0.63
,12:45:38,6,3590,2376,0.65,13.3,7,13.8,0.091,10,49.9,0.63
,12:45:39,6,3590,2377,0.65,13.3,7,13.8,0.091,10,49.8,0.63
,12:45:40,6,3590,2378,0.65,13.3,7,13.8,0.09,10,49.9,0.62
,12:45:41,6,3590,2379,0.64,13.3,7,13.8,0.09,10,49.9,0.62
,12:45:42,6,3590,2380,0.64,13.3,7,13.8,0.088,10,49.8,0.61
,12:45:43,6,3590,2381,0.63,13.3,7,13.8,0.088,10,49.8,0.61
,12:45:44,6,3590,2382,0.63,13.3,7,13.9,0.087,10,49.8,0.6
,12:45:45,6,3590,2383,0.63,13.3,7,13.9,0.087,10,49.8,0.6
,12:45:46,6,3590,2384,0.63,13.3,7,13.9,0.088,10,49.9,0.61
,12:45:47,6,3590,2385,0.63,13.3,7,13.9,0.088,10,49.8,0.61
,12:45:48,6,3590,2386,0.63,13.3,7,13.9,0.091,10,49.9,0.6
,12:45:49,6,3590,2387,0.62,13.3,7,13.9,0.093,10,49.9,0.6
,12:45:50,6,3590,2388,0.62,13.3,7,13.9,0.093,10,49.8,0.6
,12:45:51,6,3590,2389,0.62,13.3,7,14,0.093,10,49.8,0.6
,12:45:52,6,3590,2390,0.63,13.3,7,14,0.095,10,49.8,0.61
,12:45:53,6,3590,2391,0.63,13.3,7,14,0.095,10,49.8,0.61
,12:45:54,6,3590,2392,0.63,13.3,6,14,0.098,10,49.9,0.6
,12:45:55,6,3590,2393,0.63,13.3,6,14,0.098,10,49.9,0.61
,12:45:56,6,3590,2394,0.64,13.3,6,14,0.099,10,49.8,0.61
,12:45:57,6,3590,2395,0.64,13.3,7,14,0.096,10,49.8,0.62
,12:45:58,6,3590,2396,0.64,13.3,7,14,0.093,10,49.8,0.62
,12:45:59,6,3590,2397,0.64,13.3,7,14,0.093,10,49.8,0.62
,12:46:00,6,3590,2398,0.64,13.3,7,14.1,0.092,10,49.8,0.61
,12:46:01,6,3590,2399,0.63,13.3,7,14.1,0.091,10,49.8,0.61
,12:46:02,6,3590,2400,0.63,13.3,7,14.1,0.091,10,49.8,0.61
,12:46:03,6,3590,2401,0.63,13.3,7,14.1,0.095,10,49.9,0.61
,12:46:04,6,3590,2402,0.63,13.3,6,14.1,0.099,10,49.8,0.61
,12:46:05,6,3590,2403,0.64,13.3,6,14.1,0.099,10,49.8,0.61
,12:46:06,6,3590,2404,0.64,13.3,7,14.1,0.096,10,49.8,0.61
