Data file,,RA0.3_PAO_12C_003_45MINS.TSV,,,,,,,,,,
,10:15:36,4,2700,1205.6,0.85,13.3,9,13.4,0.094,10,0.3,0.76
,10:15:37,4,2700,1206.6,0.84,13.3,9,13.4,0.094,10,0.3,0.76
,10:15:38,4,2700,1207.6,0.84,13.3,9,13.4,0.094,10,0.3,0.76
,10:15:39,4,2700,1208.6,0.84,13.3,9,13.4,0.094,10,0.3,0.76
,10:15:40,4,2700,1209.6,0.84,13.3,9,13.4,0.091,10,0.3,0.76
,10:15:41,4,2700,1210.6,0.84,13.3,9,13.4,0.091,10,0.3,0.76
,10:15:42,4,2700,1211.6,0.84,13.3,9,13.4,0.094,10,0.3,0.76
,10:15:43,4,2700,1212.6,0.85,13.3,9,13.4,0.097,10,0.3,0.76
,10:15:44,4,2700,1213.6,0.85,13.3,9,13.4,0.095,10,0.3,0.77
,10:15:45,4,2700,1214.6,0.85,13.3,9,13.4,0.095,10,0.3,0.77
,10:15:46,4,2700,1215.6,0.86,13.3,9,13.4,0.093,10,0.3,0.77
,10:15:47,4,2700,1216.6,0.85,13.3,9,13.4,0.093,10,0.3,0.77
,10:15:48,4,2700,1217.6,0.85,13.3,9,13.4,0.095,10,0.3,0.77
,10:15:49,4,2700,1218.6,0.85,13.3,9,13.3,0.095,10,0.3,0.77
,10:15:50,4,2700,1219.6,0.84,13.3,9,13.3,0.094,10,0.3,0.76
,10:15:51,4,2700,1220.6,0.84,13.3,9,13.3,0.093,10,0.3,0.76
,10:15:52,4,2700,1221.6,0.84,13.3,9,13.3,0.093,10,0.3,0.75
,10:15:53,4,2700,1222.6,0.84,13.3,9,13.3,0.093,10,0.3,0.76
,10:15:54,4,2700,1223.6,0.84,13.3,9,13.3,0.093,10,0.3,0.76
,10:15:55,4,2700,1224.6,0.84,13.3,9,13.3,0.093,10,0.3,0.75
,10:15:56,4,2700,1225.6,0.83,13.3,9,13.3,0.093,10,0.3,0.75
,10:15:57,4,2700,1226.6,0.83,13.3,9,13.3,0.096,10,0.3,0.75
,10:15:58,4,2700,1227.6,0.84,13.3,9,13.3,0.093,10,0.3,0.75
,10:15:59,4,2700,1228.6,0.84,13.3,9,13.3,0.091,10,0.3,0.76
,10:16:00,4,2700,1229.6,0.85,13.3,9,13.2,0.092,10,0.3,0.76
,10:16:01,4,2700,1230.6,0.84,13.3,9,13.2,0.097,10,0.3,0.76
,10:16:02,4,2700,1231.6,0.84,13.3,9,13.2,0.096,10,0.3,0.76
,10:16:03,4,2700,1232.6,0.84,13.3,9,13.2,0.094,10,0.3,0.76
,10:16:04,4,2700,1233.6,0.85,13.3,9,13.2,0.092,10,0.3,0.77
,10:16:05,4,2700,1234.6,0.86,13.3,9,13.2,0.093,10,0.3,0.77
,10:16:06,4,2700,1235.6,0.86,13.3,9,13.2,0.093,10,0.3,0.77
,10:16:07,4,2700,1236.6,0.85,13.3,9,13.2,0.098,10,0.3,0.77
,10:16:08,4,2700,1237.6,0.86,13.3,9,13.2,0.099,10,0.3,0.77
,10:16:09,4,2700,1238.6,0.87,13.3,9,13.2,0.097,10,0.3,0.79
,10:16:10,4,2700,1239.6,0.89,13.3,9,13.2,0.099,10,0.3,0.8
,10:16:11,4,2700,1240.6,0.89,13.3,9,13.2,0.097,10,0.3,0.81
,10:16:12,4,2700,1241.6,0.89,13.3,9,13.1,0.094,10,0.3,0.81
,10:16:13,4,2700,1242.6,0.89,13.3,9,13.1,0.096,10,0.3,0.8
,10:16:14,4,2700,1243.6,0.88,13.3,9,13.1,0.098,10,0.3,0.8
,10:16:15,4,2700,1244.6,0.88,13.3,9,13.1,0.1,10,0.3,0.79
,10:16:16,4,2700,1245.6,0.87,13.3,9,13.1,0.1,10,0.3,0.78
,10:16:17,4,2700,1246.6,0.87,13.3,9,13.1,0.097,10,0.3,0.78
,10:16:18,4,2700,1247.6,0.86,13.3,9,13.1,0.096,10,0.3,0.78
,10:16:19,4,2700,1248.6,0.86,13.3,9,13.1,0.093,10,0.3,0.77
,10:16:20,4,2700,1249.6,0.85,13.3,9,13.1,0.09,10,0.3,0.77
,10:16:21,4,2700,1250.6,0.85,13.3,9,13.1,0.092,10,0.3,0.77
,10:16:22,4,2700,1251.6,0.85,13.3,9,13,0.094,10,0.3,0.76
,10:16:23,4,2700,1252.6,0.84,13.3,9,13,0.094,10,0.3,0.76
,10:16:24,4,2700,1253.6,0.84,13.3,9,13,0.096,10,0.3,0.75
,10:16:25,4,2700,1254.6,0.84,13.3,9,13,0.096,10,0.3,0.76
,10:16:26,4,2700,1255.6,0.84,13.3,9,13,0.094,10,0.3,0.76
,10:16:27,4,2700,1256.6,0.84,13.3,9,13,0.088,10,0.3,0.76
,10:16:28,4,2700,1257.6,0.84,13.3,9,13,0.088,10,0.3,0.75
,10:16:29,4,2700,1258.6,0.84,13.3,9,13,0.093,10,0.3,0.75
,10:16:30,4,2700,1259.6,0.84,13.3,9,13,0.096,10,0.3,0.75
,10:16:31,4,2700,1260.6,0.84,13.3,9,13,0.094,10,0.3,0.76
,10:16:32,4,2700,1261.6,0.85,13.3,9,13,0.095,10,0.3,0.77
,10:16:33,4,2700,1262.6,0.86,13.3,9,12.9,0.093,10,0.3,0.78
,10:16:34,4,2700,1263.6,0.87,13.3,9,12.9,0.094,10,0.3,0.78
,10:16:35,4,2700,1264.6,0.87,13.3,9,12.9,0.094,10,0.3,0.78
,10:16:36,4,2700,1265.6,0.87,13.3,9,12.9,0.097,10,0.3,0.79
,10:16:37,4,2700,1266.6,0.87,13.3,9,12.9,0.097,10,0.3,0.79
,10:16:38,4,2700,1267.6,0.87,13.3,9,12.9,0.097,10,0.3,0.79
,10:16:39,4,2700,1268.6,0.87,13.3,9,12.9,0.097,10,0.3,0.78
,10:16:40,4,2700,1269.6,0.87,13.3,9,12.9,0.094,10,0.3,0.78
,10:16:41,4,2700,1270.6,0.87,13.3,9,12.8,0.091,10,0.3,0.78
,10:16:42,4,2700,1271.6,0.87,13.3,9,12.8,0.095,10,0.3,0.79
,10:16:43,4,2700,1272.6,0.88,13.3,9,12.8,0.098,10,0.3,0.79
,10:16:44,4,2700,1273.6,0.88,13.3,9,12.8,0.101,10,0.3,0.8
,10:16:45,4,2700,1274.6,0.88,13.3,9,12.8,0.098,10,0.3,0.8
,10:16:46,4,2700,1275.6,0.88,13.3,9,12.8,0.095,10,0.3,0.79
,10:16:47,4,2700,1276.6,0.87,13.3,9,12.8,0.095,10,0.3,0.78
,10:16:48,4,2700,1277.6,0.86,13.3,9,12.8,0.096,10,0.3,0.77
,10:16:49,4,2700,1278.6,0.85,13.3,9,12.8,0.097,10,0.3,0.77
,10:16:50,4,2700,1279.6,0.84,13.3,9,12.8,0.094,10,0.3,0.76
,10:16:51,4,2700,1280.6,0.84,13.3,9,12.8,0.091,10,0.3,0.76
,10:16:52,4,2700,1281.6,0.84,13.3,9,12.7,0.088,10,0.3,0.76
,10:16:53,4,2700,1282.6,0.84,13.3,9,12.7,0.091,10,0.3,0.76
,10:16:54,4,2700,1283.6,0.84,13.3,9,12.7,0.093,10,0.3,0.76
,10:16:55,4,2700,1284.6,0.84,13.3,9,12.7,0.096,10,0.3,0.76
,10:16:56,4,2700,1285.6,0.84,13.3,9,12.7,0.096,10,0.3,0.76
,10:16:57,4,2700,1286.6,0.84,13.3,9,12.7,0.093,10,0.3,0.75
,10:16:58,4,2700,1287.6,0.83,13.3,9,12.7,0.09,10,0.3,0.75
,10:16:59,4,2700,1288.6,0.83,13.3,9,12.6,0.09,10,0.3,0.75
,10:17:00,4,2700,1289.6,0.83,13.3,9,12.6,0.092,10,0.3,0.75
,10:17:01,4,2700,1290.6,0.84,13.3,9,12.6,0.096,10,0.3,0.75
,10:17:02,4,2700,1291.6,0.84,13.3,9,12.6,0.096,10,0.3,0.76
,10:17:03,4,2700,1292.6,0.84,13.3,9,12.6,0.091,10,0.3,0.76
,10:17:04,4,2700,1293.6,0.84,13.3,9,12.6,0.088,10,0.3,0.76
,10:17:05,4,2700,1294.6,0.84,13.3,9,12.6,0.091,10,0.3,0.76
,10:17:06,4,2700,1295.6,0.83,13.3,9,12.6,0.093,10,0.3,0.75
,10:17:07,4,2700,1296.6,0.83,13.3,9,12.6,0.092,10,0.3,0.75
,10:17:08,4,2700,1297.6,0.82,13.3,9,12.6,0.092,10,0.3,0.74
,10:17:09,4,2700,1298.6,0.82,13.3,9,12.6,0.089,10,0.3,0.75
,10:17:10,4,2700,1299.6,0.83,13.3,9,12.5,0.09,10,0.3,0.75
,10:17:11,4,2700,1300.6,0.83,13.3,9,12.5,0.09,10,0.3,0.75
,10:17:12,4,2700,1301.6,0.82,13.3,9,12.5,0.092,10,0.3,0.74
,10:17:13,4,2700,1302.6,0.82,13.3,9,12.5,0.095,10,0.3,0.74
,10:17:14,4,2700,1303.6,0.83,13.3,9,12.5,0.092,10,0.3,0.75
,10:17:15,4,2700,1304.6,0.83,13.3,9,12.5,0.09,10,0.3,0.75
,10:17:16,4,2700,1305.6,0.83,13.3,9,12.5,0.09,10,0.3,0.75
,10:17:17,4,2700,1306.6,0.83,13.3,9,12.4,0.095,10,0.3,0.75
,10:17:18,4,2700,1307.6,0.83,13.3,9,12.4,0.096,10,0.3,0.75
,10:17:19,4,2700,1308.6,0.84,13.3,9,12.4,0.096,10,0.3,0.76
,10:17:20,4,2700,1309.6,0.84,13.3,9,12.4,0.09,10,0.3,0.75
,10:17:21,4,2700,1310.6,0.83,13.3,9,12.4,0.09,10,0.3,0.75
,10:17:22,4,2700,1311.6,0.82,13.3,9,12.4,0.089,10,0.3,0.74
,10:17:23,4,2700,1312.6,0.82,13.3,9,12.4,0.092,10,0.3,0.74
,10:17:24,4,2700,1313.6,0.82,13.3,9,12.4,0.092,10,0.3,0.74
,10:17:25,4,2700,1314.6,0.82,13.3,9,12.4,0.095,10,0.3,0.74
,10:17:26,4,2700,1315.6,0.83,13.3,9,12.4,0.092,10,0.3,0.75
,10:17:27,4,2700,1316.6,0.83,13.3,9,12.3,0.093,10,0.3,0.75
,10:17:28,4,2700,1317.6,0.84,13.3,9,12.3,0.091,10,0.3,0.76
,10:17:29,4,2700,1318.6,0.84,13.3,9,12.3,0.094,10,0.3,0.76
,10:17:30,4,2700,1319.6,0.84,13.3,9,12.3,0.094,10,0.3,0.76
,10:17:31,4,2700,1320.6,0.84,13.3,9,12.3,0.096,10,0.3,0.76
,10:17:32,4,2700,1321.6,0.84,13.3,9,12.3,0.093,10,0.3,0.76
,10:17:33,4,2700,1322.6,0.84,13.3,9,12.3,0.094,10,0.3,0.76
,10:17:34,4,2700,1323.6,0.84,13.3,9,12.2,0.094,10,0.3,0.76
,10:17:35,4,2700,1324.6,0.84,13.3,9,12.2,0.094,10,0.3,0.76
,10:17:36,4,2700,1325.6,0.84,13.3,9,12.2,0.097,10,0.3,0.76
,10:17:37,4,2700,1326.6,0.85,13.3,9,12.2,0.097,10,0.3,0.77
,10:17:38,4,2700,1327.6,0.85,13.3,9,12.2,0.098,10,0.3,0.77
,10:17:39,4,2700,1328.6,0.85,13.3,9,12.2,0.095,10,0.3,0.77
,10:17:40,4,2700,1329.6,0.85,13.3,9,12.2,0.095,10,0.3,0.77
,10:17:41,4,2700,1330.6,0.85,13.3,9,12.2,0.095,10,0.3,0.77
,10:17:42,4,2700,1331.6,0.85,13.3,9,12.2,0.092,10,0.3,0.77
,10:17:43,4,2700,1332.6,0.85,13.3,9,12.1,0.092,10,0.3,0.77
,10:17:44,4,2700,1333.6,0.85,13.3,9,12.1,0.092,10,0.3,0.76
,10:17:45,4,2700,1334.6,0.84,13.3,9,12.1,0.094,10,0.3,0.76
,10:17:46,4,2700,1335.6,0.84,13.3,9,12.1,0.094,10,0.3,0.76
,10:17:47,4,2700,1336.6,0.85,13.3,9,12.1,0.092,10,0.3,0.76
,10:17:48,4,2700,1337.6,0.85,13.3,9,12.1,0.094,10,0.3,0.76
,10:17:49,4,2700,1338.6,0.84,13.3,9,12.1,0.097,10,0.3,0.76
,10:17:50,4,2700,1339.6,0.84,13.3,9,12.1,0.097,10,0.3,0.76
,10:17:51,4,2700,1340.6,0.84,13.3,9,12,0.097,10,0.3,0.76
,10:17:52,4,2700,1341.6,0.85,13.3,9,12,0.094,10,0.3,0.76
,10:17:53,4,2700,1342.6,0.84,13.3,9,12,0.091,10,0.3,0.76
,10:17:54,4,2700,1343.6,0.84,13.3,9,12,0.094,10,0.3,0.76
,10:17:55,4,2700,1344.6,0.84,13.3,9,12,0.096,10,0.3,0.76
,10:17:56,4,2700,1345.6,0.84,13.3,9,12,0.093,10,0.3,0.76
,10:17:57,4,2700,1346.6,0.84,13.3,9,12,0.093,10,0.3,0.76
,10:17:58,4,2700,1347.6,0.84,13.3,9,11.9,0.09,10,0.3,0.76
,10:17:59,4,2700,1348.6,0.84,13.3,9,11.9,0.091,10,0.3,0.76
,10:18:00,4,2700,1349.6,0.84,13.3,9,11.9,0.088,10,0.3,0.76
,10:18:01,4,2700,1350.6,0.84,13.3,9,11.9,0.089,10,0.3,0.76
,10:18:02,4,2700,1351.6,0.84,13.3,9,11.9,0.091,10,0.3,0.76
,10:18:03,4,2700,1352.6,0.84,13.3,9,11.9,0.093,10,0.3,0.75
,10:18:04,4,2700,1353.6,0.83,13.3,9,11.9,0.096,10,0.3,0.75
,10:18:05,4,2700,1354.6,0.83,13.3,9,11.9,0.093,10,0.3,0.75
,10:18:06,4,2700,1355.6,0.84,13.3,9,11.8,0.093,10,0.3,0.75
,10:18:07,4,2700,1356.6,0.84,13.3,9,11.8,0.091,10,0.3,0.76
,10:18:08,4,2700,1357.6,0.84,13.3,9,11.8,0.091,10,0.3,0.76
,10:18:09,4,2700,1358.6,0.85,13.3,9,11.8,0.094,10,0.3,0.76
,10:18:10,4,2700,1359.6,0.85,13.3,9,11.8,0.095,10,0.3,0.77
,10:18:11,4,2700,1360.6,0.85,13.3,9,11.8,0.095,10,0.3,0.77
,10:18:12,4,2700,1361.6,0.85,13.3,9,11.8,0.095,10,0.3,0.77
,10:18:13,4,2700,1362.6,0.85,13.3,9,11.7,0.095,10,0.3,0.77
,10:18:14,4,2700,1363.6,0.85,13.3,9,11.7,0.09,10,0.3,0.77
,10:18:15,4,2700,1364.6,0.85,13.3,9,11.7,0.09,10,0.3,0.77
,10:18:16,4,2700,1365.6,0.86,13.3,9,11.7,0.095,10,0.3,0.77
,10:18:17,4,2700,1366.6,0.86,13.3,9,11.7,0.099,10,0.3,0.77
,10:18:18,4,2700,1367.6,0.86,13.3,9,11.7,0.099,10,0.3,0.78
,10:18:19,4,2700,1368.6,0.88,13.3,9,11.7,0.1,10,0.3,0.79
,10:18:20,4,2700,1369.6,0.88,13.3,9,11.7,0.096,10,0.3,0.8
,10:18:21,4,2700,1370.6,0.88,13.3,9,11.7,0.095,10,0.3,0.79
,10:18:22,4,2700,1371.6,0.87,13.3,9,11.6,0.097,10,0.3,0.78
,10:18:23,4,2700,1372.6,0.85,13.3,9,11.6,0.095,10,0.3,0.77
,10:18:24,4,2700,1373.6,0.85,13.3,9,11.6,0.095,10,0.3,0.77
,10:18:25,4,2700,1374.6,0.85,13.3,9,11.6,0.094,10,0.3,0.76
,10:18:26,4,2700,1375.6,0.84,13.3,9,11.6,0.091,10,0.3,0.76
,10:18:27,4,2700,1376.6,0.84,13.3,9,11.6,0.094,10,0.3,0.76
,10:18:28,4,2700,1377.6,0.84,13.3,9,11.6,0.093,10,0.3,0.76
,10:18:29,4,2700,1378.6,0.84,13.3,9,11.5,0.096,10,0.3,0.76
,10:18:30,4,2700,1379.6,0.84,13.3,9,11.5,0.096,10,0.3,0.75
,10:18:31,4,2700,1380.6,0.84,13.3,9,11.5,0.093,10,0.3,0.75
,10:18:32,4,2700,1381.6,0.84,13.3,9,11.5,0.09,10,0.3,0.75
,10:18:33,4,2700,1382.6,0.84,13.3,9,11.5,0.088,10,0.3,0.76
,10:18:34,4,2700,1383.6,0.84,13.3,9,11.5,0.091,10,0.3,0.76
,10:18:35,4,2700,1384.6,0.84,13.3,9,11.4,0.093,10,0.3,0.76
,10:18:36,4,2700,1385.6,0.83,13.3,9,11.4,0.096,10,0.3,0.75
,10:18:37,4,2700,1386.6,0.83,13.3,9,11.4,0.092,10,0.3,0.75
,10:18:38,4,2700,1387.6,0.84,13.3,9,11.4,0.09,10,0.3,0.75
,10:18:39,4,2700,1388.6,0.84,13.3,9,11.4,0.091,10,0.3,0.76
,10:18:40,4,2700,1389.6,0.85,13.3,9,11.4,0.095,10,0.3,0.77
,10:18:41,4,2700,1390.6,0.86,13.3,9,11.4,0.096,10,0.3,0.77
,10:18:42,4,2700,1391.6,0.86,13.3,9,11.4,0.099,10,0.3,0.78
,10:18:43,4,2700,1392.6,0.87,13.3,9,11.3,0.097,10,0.3,0.78
,10:18:44,4,2700,1393.6,0.88,13.3,9,11.3,0.095,10,0.3,0.79
,10:18:45,4,2700,1394.6,0.89,13.3,9,11.3,0.096,10,0.3,0.8
,10:18:46,4,2700,1395.6,0.89,13.3,9,11.3,0.099,10,0.3,0.8
,10:18:47,4,2700,1396.6,0.88,13.3,9,11.3,0.098,10,0.3,0.79
,10:18:48,4,2700,1397.6,0.87,13.3,9,11.3,0.097,10,0.3,0.78
,10:18:49,4,2700,1398.6,0.86,13.3,9,11.2,0.094,10,0.3,0.78
,10:18:50,4,2700,1399.6,0.86,13.3,9,11.2,0.094,10,0.3,0.78
,10:18:51,4,2700,1400.6,0.87,13.3,9,11.2,0.094,10,0.3,0.79
,10:18:52,4,2700,1401.6,0.88,13.3,9,11.2,0.098,10,0.3,0.79
,10:18:53,4,2700,1402.6,0.88,13.3,9,11.2,0.098,10,0.3,0.8
,10:18:54,4,2700,1403.6,0.88,13.3,9,11.2,0.101,10,0.3,0.8
,10:18:55,4,2700,1404.6,0.88,13.3,9,11.2,0.101,10,0.3,0.79
,10:18:56,4,2700,1405.6,0.88,13.3,9,11.2,0.098,10,0.3,0.79
,10:18:57,4,2700,1406.6,0.88,13.3,9,11.1,0.095,10,0.3,0.79
,10:18:58,4,2700,1407.6,0.88,13.3,9,11.1,0.095,10,0.3,0.79
,10:18:59,4,2700,1408.6,0.88,13.3,9,11.1,0.098,10,0.3,0.8
,10:19:00,4,2700,1409.6,0.89,13.3,9,11.1,0.099,10,0.3,0.8
,10:19:01,4,2700,1410.6,0.89,13.3,9,11.1,0.099,10,0.3,0.8
,10:19:02,4,2700,1411.6,0.89,13.3,9,11.1,0.099,10,0.3,0.8
,10:19:03,4,2700,1412.6,0.88,13.3,9,11.1,0.098,10,0.3,0.8
,10:19:04,4,2700,1413.6,0.88,13.3,9,11,0.095,10,0.3,0.79
,10:19:05,4,2700,1414.6,0.88,13.3,9,11,0.093,10,0.3,0.8
,10:19:06,4,2700,1415.6,0.88,13.3,9,11,0.093,10,0.3,0.8
,10:19:07,4,2700,1416.6,0.88,13.3,9,11,0.096,10,0.3,0.79
,10:19:08,4,2700,1417.6,0.88,13.3,9,11,0.098,10,0.3,0.79
,10:19:09,4,2700,1418.6,0.88,13.3,9,11,0.098,10,0.3,0.79
,10:19:10,4,2700,1419.6,0.88,13.3,9,11,0.095,10,0.3,0.79
,10:19:11,4,2700,1420.6,0.88,13.3,9,10.9,0.096,10,0.3,0.8
,10:19:12,4,2700,1421.6,0.89,13.3,9,10.9,0.097,10,0.3,0.8
,10:19:13,4,2700,1422.6,0.9,13.3,9,10.9,0.097,10,0.3,0.81
,10:19:14,4,2700,1423.6,0.9,13.3,9,10.9,0.103,10,0.3,0.81
,10:19:15,4,2700,1424.6,0.9,13.3,9,10.9,0.103,10,0.3,0.81
,10:19:16,4,2700,1425.6,0.9,13.3,9,10.9,0.101,10,0.3,0.81
,10:19:17,4,2700,1426.6,0.9,13.3,9,10.9,0.098,10,0.3,0.81
,10:19:18,4,2700,1427.6,0.9,13.3,9,10.9,0.1,10,0.3,0.81
,10:19:19,4,2700,1428.6,0.89,13.3,9,10.8,0.096,10,0.3,0.8
,10:19:20,4,2700,1429.6,0.87,13.3,9,10.8,0.094,10,0.3,0.78
,10:19:21,4,2700,1430.6,0.85,13.3,9,10.8,0.092,10,0.3,0.77
,10:19:22,4,2700,1431.6,0.84,13.3,9,10.8,0.091,10,0.3,0.76
,10:19:23,4,2700,1432.6,0.84,13.3,9,10.8,0.094,10,0.3,0.76
,10:19:24,4,2700,1433.6,0.84,13.3,9,10.8,0.097,10,0.3,0.76
,10:19:25,4,2700,1434.6,0.84,13.3,9,10.8,0.094,10,0.3,0.76
,10:19:26,4,2700,1435.6,0.84,13.3,9,10.8,0.091,10,0.3,0.76
,10:19:27,4,2700,1436.6,0.84,13.3,9,10.7,0.094,10,0.3,0.76
,10:19:28,4,2700,1437.6,0.84,13.3,9,10.7,0.096,10,0.3,0.76
,10:19:29,4,2700,1438.6,0.84,13.3,9,10.7,0.093,10,0.3,0.76
,10:19:30,4,2700,1439.6,0.84,13.3,9,10.7,0.088,10,0.3,0.76
,10:19:31,4,2700,1440.6,0.83,13.3,9,10.7,0.088,10,0.3,0.75
,10:19:32,4,2700,1441.6,0.83,13.3,9,10.7,0.092,10,0.3,0.75
,10:19:33,4,2700,1442.6,0.82,13.3,9,10.6,0.092,10,0.3,0.74
,10:19:34,4,2700,1443.6,0.83,13.3,9,10.6,0.09,10,0.3,0.75
,10:19:35,4,2700,1444.6,0.84,13.3,9,10.6,0.09,10,0.3,0.75
,10:19:36,4,2700,1445.6,0.84,13.3,9,10.6,0.089,10,0.3,0.76
,10:19:37,4,2700,1446.6,0.84,13.3,9,10.6,0.094,10,0.3,0.76
,10:19:38,4,2700,1447.6,0.84,13.3,9,10.6,0.096,10,0.3,0.76
,10:19:39,4,2700,1448.6,0.84,13.3,9,10.6,0.094,10,0.3,0.76
,10:19:40,4,2700,1449.6,0.84,13.3,9,10.6,0.091,10,0.3,0.76
,10:19:41,4,2700,1450.6,0.84,13.3,9,10.6,0.094,10,0.3,0.76
,10:19:42,4,2700,1451.6,0.84,13.3,9,10.5,0.096,10,0.3,0.76
,10:19:43,4,2700,1452.6,0.84,13.3,9,10.5,0.096,10,0.3,0.76
,10:19:44,4,2700,1453.6,0.84,13.3,9,10.5,0.094,10,0.3,0.76
,10:19:45,4,2700,1454.6,0.85,13.3,9,10.5,0.094,10,0.3,0.76
,10:19:46,4,2700,1455.6,0.85,13.3,9,10.5,0.092,10,0.3,0.77
,10:19:47,4,2700,1456.6,0.85,13.3,9,10.5,0.092,10,0.3,0.76
,10:19:48,4,2700,1457.6,0.85,13.3,9,10.5,0.092,10,0.3,0.77
,10:19:49,4,2700,1458.6,0.85,13.3,9,10.5,0.092,10,0.3,0.76
,10:19:50,4,2700,1459.6,0.85,13.3,9,10.5,0.095,10,0.3,0.77
,10:19:51,4,2700,1460.6,0.85,13.3,9,10.4,0.094,10,0.3,0.76
,10:19:52,4,2700,1461.6,0.85,13.3,9,10.4,0.092,10,0.3,0.77
,10:19:53,4,2700,1462.6,0.85,13.3,9,10.4,0.095,10,0.3,0.77
,10:19:54,4,2700,1463.6,0.85,13.3,9,10.4,0.094,10,0.3,0.76
,10:19:55,4,2700,1464.6,0.84,13.3,9,10.4,0.094,10,0.3,0.76
,10:19:56,4,2700,1465.6,0.84,13.3,9,10.4,0.094,10,0.3,0.76
,10:19:57,4,2700,1466.6,0.85,13.3,9,10.4,0.092,10,0.3,0.77
,10:19:58,4,2700,1467.6,0.85,13.3,9,10.4,0.095,10,0.3,0.77
,10:19:59,4,2700,1468.6,0.85,13.3,9,10.4,0.095,10,0.3,0.77
,10:20:00,4,2700,1469.6,0.85,13.3,9,10.4,0.095,10,0.3,0.77
,10:20:01,4,2700,1470.6,0.85,13.3,9,10.4,0.094,10,0.3,0.76
,10:20:02,4,2700,1471.6,0.84,13.3,9,10.4,0.094,10,0.3,0.76
,10:20:03,4,2700,1472.6,0.84,13.3,9,10.3,0.097,10,0.3,0.76
,10:20:04,4,2700,1473.6,0.84,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:05,4,2700,1474.6,0.84,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:06,4,2700,1475.6,0.84,13.3,9,10.3,0.096,10,0.3,0.76
,10:20:07,4,2700,1476.6,0.84,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:08,4,2700,1477.6,0.84,13.3,9,10.3,0.091,10,0.3,0.76
,10:20:09,4,2700,1478.6,0.84,13.3,9,10.3,0.091,10,0.3,0.76
,10:20:10,4,2700,1479.6,0.84,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:11,4,2700,1480.6,0.85,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:12,4,2700,1481.6,0.85,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:13,4,2700,1482.6,0.85,13.3,9,10.3,0.094,10,0.3,0.76
,10:20:14,4,2700,1483.6,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,10:20:15,4,2700,1484.6,0.85,13.3,9,10.3,0.095,10,0.3,0.77
,10:20:16,4,2700,1485.6,0.86,13.3,9,10.3,0.095,10,0.3,0.77
,10:20:17,4,2700,1486.6,0.86,13.3,9,10.2,0.096,10,0.3,0.77
,10:20:18,4,2700,1487.6,0.86,13.3,9,10.2,0.093,10,0.3,0.77
,10:20:19,4,2700,1488.6,0.86,13.3,9,10.2,0.096,10,0.3,0.78
,10:20:20,4,2700,1489.6,0.86,13.3,9,10.2,0.096,10,0.3,0.78
,10:20:21,4,2700,1490.6,0.86,13.3,9,10.2,0.096,10,0.3,0.78
,10:20:22,4,2700,1491.6,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,10:20:23,4,2700,1492.6,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,10:20:24,4,2700,1493.6,0.88,13.3,9,10.2,0.098,10,0.3,0.79
,10:20:25,4,2700,1494.6,0.89,13.3,9,10.2,0.102,10,0.3,0.8
,10:20:26,4,2700,1495.6,0.89,13.3,9,10.2,0.103,10,0.3,0.81
,10:20:27,4,2700,1496.6,0.9,13.3,9,10.2,0.1,10,0.3,0.81
,10:20:28,4,2700,1497.6,0.9,13.3,9,10.2,0.103,10,0.3,0.81
,10:20:29,4,2700,1498.6,0.89,13.3,9,10.2,0.099,10,0.3,0.8
,10:20:30,4,2700,1499.6,0.88,13.3,9,10.2,0.095,10,0.3,0.79
,10:20:31,4,2700,1500.6,0.87,13.3,9,10.2,0.094,10,0.3,0.78
,10:20:32,4,2700,1501.6,0.86,13.3,9,10.2,0.096,10,0.3,0.77
,10:20:33,4,2700,1502.6,0.85,13.3,9,10.2,0.095,10,0.3,0.77
,10:20:34,4,2700,1503.6,0.85,13.3,9,10.2,0.093,10,0.3,0.77
,10:20:35,4,2700,1504.6,0.85,13.3,9,10.2,0.092,10,0.3,0.77
,10:20:36,4,2700,1505.6,0.85,13.3,9,10.1,0.092,10,0.3,0.77
,10:20:37,4,2700,1506.6,0.84,13.3,9,10.1,0.094,10,0.3,0.76
,10:20:38,4,2700,1507.6,0.84,13.3,9,10.1,0.096,10,0.3,0.76
,10:20:39,4,2700,1508.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:20:40,4,2700,1509.6,0.84,13.3,9,10.1,0.089,10,0.3,0.76
,10:20:41,4,2700,1510.6,0.84,13.3,9,10.1,0.088,10,0.3,0.76
,10:20:42,4,2700,1511.6,0.84,13.3,9,10.1,0.091,10,0.3,0.76
,10:20:43,4,2700,1512.6,0.84,13.3,9,10.1,0.093,10,0.3,0.76
,10:20:44,4,2700,1513.6,0.84,13.3,9,10.1,0.093,10,0.3,0.76
,10:20:45,4,2700,1514.6,0.84,13.3,9,10.1,0.093,10,0.3,0.76
,10:20:46,4,2700,1515.6,0.84,13.3,9,10.1,0.096,10,0.3,0.76
