Data file,,SORONA_ISO10_-8C_006.TSV,,,,,,,,,,
,13:25:50,4,3600,915.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:25:51,4,3600,916.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:25:52,4,3600,917.3,0.67,13.3,7,-7,0.1,10,1.2,0.62
,13:25:53,4,3600,918.3,0.67,13.3,7,-7,0.096,10,1.2,0.62
,13:25:54,4,3600,919.3,0.66,13.3,7,-7,0.092,10,1.2,0.62
,13:25:55,4,3600,920.3,0.67,13.3,7,-7,0.089,10,1.2,0.62
,13:25:56,4,3600,921.3,0.67,13.3,7,-7,0.09,10,1.2,0.63
,13:25:57,4,3600,922.3,0.67,13.3,7,-7,0.093,10,1.2,0.63
,13:25:58,4,3600,923.3,0.67,13.3,7,-7,0.096,10,1.2,0.62
,13:25:59,4,3600,924.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:00,4,3600,925.3,0.66,13.3,7,-7,0.095,10,1.2,0.62
,13:26:01,4,3600,926.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:02,4,3600,927.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:03,4,3600,928.3,0.66,13.3,6,-7,0.103,10,1.2,0.62
,13:26:04,4,3600,929.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:05,4,3600,930.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:06,4,3600,931.3,0.66,13.3,6,-7,0.103,10,1.2,0.62
,13:26:07,4,3600,932.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:08,4,3600,933.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:09,4,3600,934.3,0.66,13.3,7,-7,0.099,10,1.2,0.62
,13:26:10,4,3600,935.3,0.67,13.3,7,-7,0.1,10,1.2,0.63
,13:26:11,4,3600,936.3,0.67,13.3,7,-7,0.096,10,1.2,0.63
,13:26:12,4,3600,937.3,0.67,13.3,7,-7,0.096,10,1.2,0.63
,13:26:13,4,3600,938.3,0.67,13.3,7,-7.1,0.096,10,1.2,0.62
,13:26:14,4,3600,939.3,0.66,13.3,7,-7.1,0.092,10,1.2,0.62
,13:26:15,4,3600,940.3,0.66,13.3,7,-7.1,0.092,10,1.2,0.62
,13:26:16,4,3600,941.3,0.66,13.3,7,-7.1,0.089,10,1.2,0.62
,13:26:17,4,3600,942.3,0.66,13.3,7,-7.1,0.092,10,1.2,0.62
,13:26:18,4,3600,943.3,0.66,13.3,7,-7.1,0.095,10,1.2,0.62
,13:26:19,4,3600,944.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:20,4,3600,945.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:21,4,3600,946.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:22,4,3600,947.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:23,4,3600,948.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:24,4,3600,949.3,0.66,13.3,6,-7.1,0.103,10,1.2,0.62
,13:26:25,4,3600,950.3,0.67,13.3,7,-7.1,0.1,10,1.2,0.62
,13:26:26,4,3600,951.3,0.67,13.3,7,-7.1,0.1,10,1.2,0.62
,13:26:27,4,3600,952.3,0.67,13.3,7,-7.1,0.101,10,1.2,0.63
,13:26:28,4,3600,953.3,0.67,13.3,7,-7.1,0.096,10,1.2,0.63
,13:26:29,4,3600,954.3,0.67,13.3,7,-7.1,0.096,10,1.2,0.63
,13:26:30,4,3600,955.3,0.67,13.3,7,-7.1,0.096,10,1.2,0.62
,13:26:31,4,3600,956.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:32,4,3600,957.3,0.67,13.3,7,-7.1,0.096,10,1.2,0.62
,13:26:33,4,3600,958.3,0.66,13.3,7,-7.1,0.096,10,1.2,0.62
,13:26:34,4,3600,959.3,0.66,13.3,7,-7.1,0.092,10,1.2,0.62
,13:26:35,4,3600,960.3,0.66,13.3,7,-7.1,0.092,10,1.2,0.62
,13:26:36,4,3600,961.3,0.65,13.3,7,-7.1,0.095,10,1.2,0.61
,13:26:37,4,3600,962.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:38,4,3600,963.3,0.66,13.3,7,-7.1,0.099,10,1.2,0.62
,13:26:39,4,3600,964.3,0.66,13.3,6,-7.2,0.103,10,1.2,0.62
,13:26:40,4,3600,965.3,0.66,13.3,6,-7.2,0.103,10,1.2,0.62
,13:26:41,4,3600,966.3,0.66,13.3,6,-7.2,0.103,10,1.2,0.62
,13:26:42,4,3600,967.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:43,4,3600,968.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:44,4,3600,969.3,0.67,13.3,7,-7.2,0.097,10,1.2,0.63
,13:26:45,4,3600,970.3,0.67,13.3,7,-7.2,0.097,10,1.2,0.63
,13:26:46,4,3600,971.3,0.67,13.3,7,-7.2,0.097,10,1.2,0.63
,13:26:47,4,3600,972.3,0.67,13.3,7,-7.2,0.093,10,1.2,0.63
,13:26:48,4,3600,973.3,0.67,13.3,7,-7.2,0.09,10,1.2,0.63
,13:26:49,4,3600,974.3,0.67,13.3,7,-7.2,0.093,10,1.2,0.63
,13:26:50,4,3600,975.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:51,4,3600,976.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:52,4,3600,977.3,0.67,13.3,7,-7.2,0.1,10,1.2,0.62
,13:26:53,4,3600,978.3,0.67,13.3,7,-7.2,0.096,10,1.2,0.63
,13:26:54,4,3600,979.3,0.67,13.3,7,-7.2,0.096,10,1.2,0.63
,13:26:55,4,3600,980.3,0.66,13.3,7,-7.2,0.096,10,1.2,0.62
,13:26:56,4,3600,981.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:57,4,3600,982.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:58,4,3600,983.3,0.66,13.3,7,-7.2,0.099,10,1.2,0.62
,13:26:59,4,3600,984.3,0.67,13.3,7,-7.2,0.1,10,1.2,0.62
,13:27:00,4,3600,985.3,0.67,13.3,7,-7.2,0.1,10,1.2,0.63
,13:27:01,4,3600,986.3,0.67,13.3,7,-7.2,0.1,10,1.2,0.62
,13:27:02,4,3600,987.3,0.67,13.3,7,-7.2,0.096,10,1.2,0.62
,13:27:03,4,3600,988.3,0.66,13.3,7,-7.3,0.096,10,1.2,0.62
,13:27:04,4,3600,989.3,0.67,13.3,7,-7.3,0.093,10,1.2,0.63
,13:27:05,4,3600,990.3,0.67,13.3,7,-7.3,0.093,10,1.2,0.63
,13:27:06,4,3600,991.3,0.67,13.3,7,-7.3,0.09,10,1.2,0.63
,13:27:07,4,3600,992.3,0.66,13.3,7,-7.3,0.089,10,1.2,0.62
,13:27:08,4,3600,993.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:09,4,3600,994.3,0.66,13.3,7,-7.3,0.095,10,1.2,0.62
,13:27:10,4,3600,995.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:11,4,3600,996.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:12,4,3600,997.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:13,4,3600,998.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:14,4,3600,999.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:15,4,3600,1000.3,0.66,13.3,7,-7.3,0.095,10,1.2,0.62
,13:27:16,4,3600,1001.3,0.66,13.3,7,-7.3,0.095,10,1.2,0.62
,13:27:17,4,3600,1002.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:18,4,3600,1003.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:19,4,3600,1004.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:20,4,3600,1005.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:21,4,3600,1006.3,0.67,13.3,7,-7.3,0.1,10,1.2,0.63
,13:27:22,4,3600,1007.3,0.67,13.3,7,-7.3,0.1,10,1.2,0.63
,13:27:23,4,3600,1008.3,0.67,13.3,7,-7.3,0.101,10,1.2,0.63
,13:27:24,4,3600,1009.3,0.67,13.3,7,-7.3,0.097,10,1.2,0.63
,13:27:25,4,3600,1010.3,0.67,13.3,7,-7.3,0.097,10,1.2,0.63
,13:27:26,4,3600,1011.3,0.67,13.3,7,-7.3,0.097,10,1.2,0.63
,13:27:27,4,3600,1012.3,0.67,13.3,7,-7.3,0.096,10,1.2,0.62
,13:27:28,4,3600,1013.3,0.67,13.3,7,-7.3,0.093,10,1.2,0.62
,13:27:29,4,3600,1014.3,0.67,13.3,7,-7.3,0.093,10,1.2,0.62
,13:27:30,4,3600,1015.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:31,4,3600,1016.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:32,4,3600,1017.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:33,4,3600,1018.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:34,4,3600,1019.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:35,4,3600,1020.3,0.66,13.3,7,-7.3,0.095,10,1.2,0.62
,13:27:36,4,3600,1021.3,0.66,13.3,7,-7.3,0.096,10,1.2,0.62
,13:27:37,4,3600,1022.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:38,4,3600,1023.3,0.66,13.3,7,-7.3,0.099,10,1.2,0.62
,13:27:39,4,3600,1024.3,0.66,13.3,7,-7.3,0.096,10,1.2,0.62
,13:27:40,4,3600,1025.3,0.66,13.3,7,-7.3,0.092,10,1.2,0.62
,13:27:41,4,3600,1026.3,0.65,13.3,7,-7.4,0.094,10,1.2,0.61
,13:27:42,4,3600,1027.3,0.65,13.3,7,-7.4,0.097,10,1.2,0.61
,13:27:43,4,3600,1028.3,0.65,13.3,7,-7.4,0.097,10,1.2,0.61
,13:27:44,4,3600,1029.3,0.65,13.3,7,-7.4,0.098,10,1.2,0.61
,13:27:45,4,3600,1030.3,0.65,13.3,7,-7.4,0.098,10,1.2,0.61
,13:27:46,4,3600,1031.3,0.65,13.3,7,-7.4,0.097,10,1.2,0.61
,13:27:47,4,3600,1032.3,0.65,13.3,7,-7.4,0.097,10,1.2,0.61
,13:27:48,4,3600,1033.3,0.65,13.3,7,-7.4,0.098,10,1.2,0.61
,13:27:49,4,3600,1034.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:27:50,4,3600,1035.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:27:51,4,3600,1036.3,0.66,13.3,6,-7.4,0.103,10,1.2,0.62
,13:27:52,4,3600,1037.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:27:53,4,3600,1038.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:27:54,4,3600,1039.3,0.66,13.3,6,-7.4,0.103,10,1.2,0.62
,13:27:55,4,3600,1040.3,0.66,13.3,6,-7.4,0.103,10,1.2,0.62
,13:27:56,4,3600,1041.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:27:57,4,3600,1042.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:27:58,4,3600,1043.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:27:59,4,3600,1044.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:28:00,4,3600,1045.3,0.66,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:01,4,3600,1046.3,0.67,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:02,4,3600,1047.3,0.66,13.3,7,-7.4,0.095,10,1.2,0.62
,13:28:03,4,3600,1048.3,0.66,13.3,7,-7.4,0.095,10,1.2,0.62
,13:28:04,4,3600,1049.3,0.66,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:05,4,3600,1050.3,0.66,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:06,4,3600,1051.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:28:07,4,3600,1052.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:28:08,4,3600,1053.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:28:09,4,3600,1054.3,0.67,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:10,4,3600,1055.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:28:11,4,3600,1056.3,0.67,13.3,7,-7.4,0.1,10,1.2,0.62
,13:28:12,4,3600,1057.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:28:13,4,3600,1058.3,0.66,13.3,7,-7.4,0.099,10,1.2,0.62
,13:28:14,4,3600,1059.3,0.67,13.3,7,-7.4,0.096,10,1.2,0.62
,13:28:15,4,3600,1060.3,0.67,13.3,7,-7.4,0.096,10,1.2,0.63
,13:28:16,4,3600,1061.3,0.67,13.3,7,-7.5,0.093,10,1.2,0.63
,13:28:17,4,3600,1062.3,0.67,13.3,7,-7.5,0.093,10,1.2,0.63
,13:28:18,4,3600,1063.3,0.67,13.3,7,-7.5,0.09,10,1.2,0.63
,13:28:19,4,3600,1064.3,0.67,13.3,7,-7.5,0.089,10,1.2,0.62
,13:28:20,4,3600,1065.3,0.66,13.3,7,-7.5,0.095,10,1.2,0.62
,13:28:21,4,3600,1066.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:22,4,3600,1067.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:23,4,3600,1068.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:24,4,3600,1069.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.62
,13:28:25,4,3600,1070.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:26,4,3600,1071.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.63
,13:28:27,4,3600,1072.3,0.67,13.3,7,-7.5,0.096,10,1.2,0.63
,13:28:28,4,3600,1073.3,0.67,13.3,7,-7.5,0.097,10,1.2,0.63
,13:28:29,4,3600,1074.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.62
,13:28:30,4,3600,1075.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.63
,13:28:31,4,3600,1076.3,0.67,13.3,7,-7.5,0.097,10,1.2,0.63
,13:28:32,4,3600,1077.3,0.67,13.3,7,-7.5,0.096,10,1.2,0.63
,13:28:33,4,3600,1078.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.63
,13:28:34,4,3600,1079.3,0.67,13.3,7,-7.5,0.096,10,1.2,0.63
,13:28:35,4,3600,1080.3,0.67,13.3,7,-7.5,0.096,10,1.2,0.63
,13:28:36,4,3600,1081.3,0.67,13.3,7,-7.5,0.093,10,1.2,0.63
,13:28:37,4,3600,1082.3,0.66,13.3,7,-7.5,0.092,10,1.2,0.62
,13:28:38,4,3600,1083.3,0.66,13.3,7,-7.5,0.092,10,1.2,0.62
,13:28:39,4,3600,1084.3,0.66,13.3,7,-7.5,0.095,10,1.2,0.62
,13:28:40,4,3600,1085.3,0.65,13.3,7,-7.5,0.094,10,1.2,0.61
,13:28:41,4,3600,1086.3,0.65,13.3,7,-7.5,0.098,10,1.2,0.61
,13:28:42,4,3600,1087.3,0.65,13.3,6,-7.5,0.102,10,1.2,0.61
,13:28:43,4,3600,1088.3,0.66,13.3,6,-7.5,0.103,10,1.2,0.62
,13:28:44,4,3600,1089.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:45,4,3600,1090.3,0.66,13.3,7,-7.5,0.095,10,1.2,0.62
,13:28:46,4,3600,1091.3,0.66,13.3,7,-7.5,0.095,10,1.2,0.62
,13:28:47,4,3600,1092.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:48,4,3600,1093.3,0.66,13.3,7,-7.5,0.099,10,1.2,0.62
,13:28:49,4,3600,1094.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.62
,13:28:50,4,3600,1095.3,0.67,13.3,7,-7.5,0.1,10,1.2,0.62
,13:28:51,4,3600,1096.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.63
,13:28:52,4,3600,1097.3,0.66,13.3,7,-7.6,0.096,10,1.2,0.62
,13:28:53,4,3600,1098.3,0.66,13.3,7,-7.6,0.095,10,1.2,0.62
,13:28:54,4,3600,1099.3,0.66,13.3,7,-7.6,0.095,10,1.2,0.62
,13:28:55,4,3600,1100.3,0.65,13.3,7,-7.6,0.095,10,1.2,0.61
,13:28:56,4,3600,1101.3,0.65,13.3,7,-7.6,0.095,10,1.2,0.61
,13:28:57,4,3600,1102.3,0.65,13.3,7,-7.6,0.095,10,1.2,0.61
,13:28:58,4,3600,1103.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:28:59,4,3600,1104.3,0.66,13.3,7,-7.6,0.096,10,1.2,0.62
,13:29:00,4,3600,1105.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:01,4,3600,1106.3,0.66,13.3,7,-7.6,0.095,10,1.2,0.62
,13:29:02,4,3600,1107.3,0.65,13.3,7,-7.6,0.098,10,1.2,0.61
,13:29:03,4,3600,1108.3,0.65,13.3,7,-7.6,0.098,10,1.2,0.62
,13:29:04,4,3600,1109.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:05,4,3600,1110.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:06,4,3600,1111.3,0.66,13.3,6,-7.6,0.103,10,1.2,0.62
,13:29:07,4,3600,1112.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:08,4,3600,1113.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.62
,13:29:09,4,3600,1114.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.62
,13:29:10,4,3600,1115.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.62
,13:29:11,4,3600,1116.3,0.67,13.3,7,-7.6,0.093,10,1.2,0.63
,13:29:12,4,3600,1117.3,0.67,13.3,7,-7.6,0.09,10,1.2,0.63
,13:29:13,4,3600,1118.3,0.67,13.3,7,-7.6,0.093,10,1.2,0.63
,13:29:14,4,3600,1119.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.63
,13:29:15,4,3600,1120.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:16,4,3600,1121.3,0.66,13.3,6,-7.6,0.103,10,1.2,0.62
,13:29:17,4,3600,1122.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:18,4,3600,1123.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:19,4,3600,1124.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:20,4,3600,1125.3,0.66,13.3,7,-7.6,0.099,10,1.2,0.62
,13:29:21,4,3600,1126.3,0.67,13.3,7,-7.6,0.1,10,1.2,0.62
,13:29:22,4,3600,1127.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.62
,13:29:23,4,3600,1128.3,0.67,13.3,7,-7.6,0.096,10,1.2,0.63
,13:29:24,4,3600,1129.3,0.67,13.3,7,-7.6,0.089,10,1.2,0.62
,13:29:25,4,3600,1130.3,0.67,13.3,7,-7.7,0.089,10,1.2,0.62
,13:29:26,4,3600,1131.3,0.67,13.3,7,-7.7,0.09,10,1.2,0.63
,13:29:27,4,3600,1132.3,0.67,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:28,4,3600,1133.3,0.67,13.3,7,-7.7,0.1,10,1.2,0.62
,13:29:29,4,3600,1134.3,0.66,13.3,7,-7.7,0.099,10,1.2,0.62
,13:29:30,4,3600,1135.3,0.66,13.3,6,-7.7,0.103,10,1.2,0.62
,13:29:31,4,3600,1136.3,0.66,13.3,6,-7.7,0.103,10,1.2,0.62
,13:29:32,4,3600,1137.3,0.67,13.3,7,-7.7,0.1,10,1.2,0.62
,13:29:33,4,3600,1138.3,0.67,13.3,7,-7.7,0.1,10,1.2,0.63
,13:29:34,4,3600,1139.3,0.67,13.3,7,-7.7,0.1,10,1.2,0.63
,13:29:35,4,3600,1140.3,0.66,13.3,7,-7.7,0.099,10,1.2,0.62
,13:29:36,4,3600,1141.3,0.66,13.3,7,-7.7,0.095,10,1.2,0.62
,13:29:37,4,3600,1142.3,0.65,13.3,7,-7.7,0.095,10,1.2,0.61
,13:29:38,4,3600,1143.3,0.66,13.3,7,-7.7,0.092,10,1.2,0.62
,13:29:39,4,3600,1144.3,0.66,13.3,7,-7.7,0.092,10,1.2,0.62
,13:29:40,4,3600,1145.3,0.65,13.3,7,-7.7,0.095,10,1.2,0.61
,13:29:41,4,3600,1146.3,0.65,13.3,7,-7.7,0.095,10,1.2,0.61
,13:29:42,4,3600,1147.3,0.65,13.3,7,-7.7,0.098,10,1.2,0.61
,13:29:43,4,3600,1148.3,0.66,13.3,7,-7.7,0.099,10,1.2,0.62
,13:29:44,4,3600,1149.3,0.66,13.3,7,-7.7,0.099,10,1.2,0.62
,13:29:45,4,3600,1150.3,0.66,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:46,4,3600,1151.3,0.67,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:47,4,3600,1152.3,0.66,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:48,4,3600,1153.3,0.67,13.3,7,-7.7,0.093,10,1.2,0.62
,13:29:49,4,3600,1154.3,0.66,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:50,4,3600,1155.3,0.66,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:51,4,3600,1156.3,0.66,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:52,4,3600,1157.3,0.66,13.3,7,-7.7,0.095,10,1.2,0.62
,13:29:53,4,3600,1158.3,0.66,13.3,7,-7.7,0.095,10,1.2,0.62
,13:29:54,4,3600,1159.3,0.66,13.3,7,-7.7,0.095,10,1.2,0.62
,13:29:55,4,3600,1160.3,0.66,13.3,7,-7.7,0.095,10,1.2,0.62
,13:29:56,4,3600,1161.3,0.67,13.3,7,-7.7,0.096,10,1.2,0.62
,13:29:57,4,3600,1162.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.62
,13:29:58,4,3600,1163.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.62
,13:29:59,4,3600,1164.3,0.67,13.3,6,-7.8,0.104,10,1.2,0.62
,13:30:00,4,3600,1165.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:01,4,3600,1166.3,0.67,13.3,7,-7.8,0.101,10,1.2,0.63
,13:30:02,4,3600,1167.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:03,4,3600,1168.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:04,4,3600,1169.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:05,4,3600,1170.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:06,4,3600,1171.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:07,4,3600,1172.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:08,4,3600,1173.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:09,4,3600,1174.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.63
,13:30:10,4,3600,1175.3,0.67,13.3,7,-7.8,0.1,10,1.2,0.62
,13:30:11,4,3600,1176.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:12,4,3600,1177.3,0.67,13.3,7,-7.8,0.093,10,1.2,0.62
,13:30:13,4,3600,1178.3,0.66,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:14,4,3600,1179.3,0.66,13.3,7,-7.8,0.095,10,1.2,0.62
,13:30:15,4,3600,1180.3,0.66,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:16,4,3600,1181.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:17,4,3600,1182.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:18,4,3600,1183.3,0.66,13.3,7,-7.8,0.092,10,1.2,0.62
,13:30:19,4,3600,1184.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:20,4,3600,1185.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:21,4,3600,1186.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:22,4,3600,1187.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:23,4,3600,1188.3,0.67,13.3,7,-7.8,0.093,10,1.2,0.63
,13:30:24,4,3600,1189.3,0.67,13.3,7,-7.8,0.093,10,1.2,0.63
,13:30:25,4,3600,1190.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:26,4,3600,1191.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.62
,13:30:27,4,3600,1192.3,0.66,13.3,7,-7.8,0.099,10,1.2,0.62
,13:30:28,4,3600,1193.3,0.66,13.3,7,-7.8,0.099,10,1.2,0.62
,13:30:29,4,3600,1194.3,0.65,13.3,7,-7.8,0.095,10,1.2,0.61
,13:30:30,4,3600,1195.3,0.66,13.3,7,-7.8,0.095,10,1.2,0.62
,13:30:31,4,3600,1196.3,0.66,13.3,7,-7.8,0.095,10,1.2,0.62
,13:30:32,4,3600,1197.3,0.65,13.3,7,-7.8,0.095,10,1.2,0.61
,13:30:33,4,3600,1198.3,0.65,13.3,7,-7.8,0.098,10,1.2,0.61
,13:30:34,4,3600,1199.3,0.66,13.3,7,-7.8,0.099,10,1.2,0.62
,13:30:35,4,3600,1200.3,0.66,13.3,7,-7.8,0.099,10,1.2,0.62
,13:30:36,4,3600,1201.3,0.67,13.3,7,-7.8,0.096,10,1.2,0.63
,13:30:37,4,3600,1202.3,0.67,13.3,7,-7.9,0.096,10,1.2,0.63
,13:30:38,4,3600,1203.3,0.67,13.3,7,-7.9,0.101,10,1.2,0.63
,13:30:39,4,3600,1204.3,0.67,13.3,7,-7.9,0.097,10,1.2,0.63
,13:30:40,4,3600,1205.3,0.67,13.3,7,-7.9,0.097,10,1.2,0.63
,13:30:41,4,3600,1206.3,0.67,13.3,7,-7.9,0.096,10,1.2,0.63
,13:30:42,4,3600,1207.3,0.66,13.3,7,-7.9,0.092,10,1.2,0.62
,13:30:43,4,3600,1208.3,0.66,13.3,7,-7.9,0.092,10,1.2,0.62
,13:30:44,4,3600,1209.3,0.65,13.3,7,-7.9,0.091,10,1.2,0.61
,13:30:45,4,3600,1210.3,0.65,13.3,7,-7.9,0.091,10,1.2,0.61
,13:30:46,4,3600,1211.3,0.66,13.3,7,-7.9,0.092,10,1.2,0.62
,13:30:47,4,3600,1212.3,0.66,13.3,7,-7.9,0.095,10,1.2,0.62
,13:30:48,4,3600,1213.3,0.66,13.3,7,-7.9,0.096,10,1.2,0.62
,13:30:49,4,3600,1214.3,0.66,13.3,7,-7.9,0.099,10,1.2,0.62
,13:30:50,4,3600,1215.3,0.66,13.3,7,-7.9,0.099,10,1.2,0.62
,13:30:51,4,3600,1216.3,0.65,13.3,7,-7.9,0.098,10,1.2,0.61
,13:30:52,4,3600,1217.3,0.65,13.3,6,-7.9,0.101,10,1.2,0.61
,13:30:53,4,3600,1218.3,0.65,13.3,7,-7.9,0.097,10,1.2,0.61
,13:30:54,4,3600,1219.3,0.65,13.3,7,-7.9,0.097,10,1.2,0.61
,13:30:55,4,3600,1220.3,0.65,13.3,7,-7.9,0.098,10,1.2,0.61
