Data file,,RA0.3_PDMS_12C_002.TSV,,,,,,,,,,
,15:14:11,4,2700,328.1,1.09,13.3,9,11.4,0.115,10,0.3,1.02
,15:14:12,4,2700,329.1,1.08,13.3,9,11.4,0.114,10,0.3,1.01
,15:14:13,4,2700,330.1,1.08,13.3,9,11.4,0.117,10,0.2,1.01
,15:14:14,4,2700,331.1,1.08,13.3,9,11.4,0.12,10,0.2,1.01
,15:14:15,4,2700,332.1,1.07,13.3,9,11.4,0.123,10,0.2,1
,15:14:16,4,2700,333.1,1.07,13.3,9,11.3,0.123,10,0.2,1
,15:14:17,4,2700,334.1,1.08,13.3,9,11.3,0.124,10,0.2,1.01
,15:14:18,4,2700,335.1,1.08,13.3,9,11.3,0.121,10,0.2,1.01
,15:14:19,4,2700,336.1,1.09,13.3,9,11.3,0.121,10,0.1,1.02
,15:14:20,4,2700,337.1,1.09,13.3,9,11.3,0.121,10,0.1,1.02
,15:14:21,4,2700,338.1,1.09,13.3,9,11.3,0.121,10,0.1,1.02
,15:14:22,4,2700,339.1,1.09,13.3,9,11.3,0.114,10,0.1,1.02
,15:14:23,4,2700,340.1,1.09,13.3,9,11.3,0.114,10,0.1,1.02
,15:14:24,4,2700,341.1,1.08,13.3,9,11.3,0.117,10,0.1,1.01
,15:14:25,4,2700,342.1,1.08,13.3,9,11.3,0.12,10,0.1,1.01
,15:14:26,4,2700,343.1,1.08,13.3,9,11.3,0.123,10,0.1,1.01
,15:14:27,4,2700,344.1,1.08,13.3,9,11.3,0.124,10,0.1,1.01
,15:14:28,4,2700,345.1,1.08,13.3,9,11.3,0.124,10,0.1,1.01
,15:14:29,4,2700,346.1,1.08,13.3,9,11.3,0.121,10,0.1,1.01
,15:14:30,4,2700,347.1,1.08,13.3,9,11.3,0.121,10,0.1,1.01
,15:14:31,4,2700,348.1,1.08,13.3,9,11.3,0.12,10,0.1,1.01
,15:14:32,4,2700,349.1,1.08,13.3,9,11.3,0.116,10,0.1,1.01
,15:14:33,4,2700,350.1,1.07,13.3,9,11.3,0.116,10,0.1,1
,15:14:34,4,2700,351.1,1.07,13.3,9,11.3,0.113,10,0.1,1
,15:14:35,4,2700,352.1,1.07,13.3,9,11.2,0.116,10,0.1,1
,15:14:36,4,2700,353.1,1.07,13.3,9,11.2,0.119,10,0.1,1
,15:14:37,4,2700,354.1,1.06,13.3,9,11.2,0.118,10,0.1,0.99
,15:14:38,4,2700,355.1,1.06,13.3,9,11.2,0.122,10,0.1,0.99
,15:14:39,4,2700,356.1,1.06,13.3,9,11.2,0.122,10,0.1,0.99
,15:14:40,4,2700,357.1,1.07,13.3,9,11.2,0.122,10,0.1,1
,15:14:41,4,2700,358.1,1.08,13.3,9,11.2,0.12,10,0.1,1.01
,15:14:42,4,2700,359.1,1.08,13.3,9,11.2,0.12,10,0.1,1.01
,15:14:43,4,2700,360.1,1.08,13.3,9,11.2,0.12,10,0.1,1.01
,15:14:44,4,2700,361.1,1.08,13.3,9,11.2,0.121,10,0.2,1.01
,15:14:45,4,2700,362.1,1.08,13.3,9,11.2,0.121,10,0.2,1.01
,15:14:46,4,2700,363.1,1.08,13.3,9,11.1,0.12,10,0.2,1.01
,15:14:47,4,2700,364.1,1.08,13.3,9,11.2,0.117,10,0.2,1.01
,15:14:48,4,2700,365.1,1.08,13.3,9,11.1,0.117,10,0.2,1.01
,15:14:49,4,2700,366.1,1.08,13.3,9,11.1,0.114,10,0.2,1.01
,15:14:50,4,2700,367.1,1.08,13.3,9,11.1,0.114,10,0.2,1.01
,15:14:51,4,2700,368.1,1.07,13.3,9,11.1,0.116,10,0.1,1
,15:14:52,4,2700,369.1,1.07,13.3,9,11.1,0.122,10,0.2,1
,15:14:53,4,2700,370.1,1.06,13.3,9,11.1,0.122,10,0.1,0.99
,15:14:54,4,2700,371.1,1.06,13.3,9,11.1,0.122,10,0.2,1
,15:14:55,4,2700,372.1,1.07,13.3,9,11.1,0.119,10,0.1,1
,15:14:56,4,2700,373.1,1.07,13.3,9,11,0.119,10,0.1,1
,15:14:57,4,2700,374.1,1.07,13.3,9,11,0.119,10,0.1,1
,15:14:58,4,2700,375.1,1.07,13.3,9,11,0.123,10,0.1,1
,15:14:59,4,2700,376.1,1.07,13.3,9,11,0.123,10,0.1,1
,15:15:00,4,2700,377.1,1.07,13.3,9,11,0.119,10,0.1,1
,15:15:01,4,2700,378.1,1.07,13.3,9,11,0.12,10,0.1,1
,15:15:02,4,2700,379.1,1.07,13.3,9,11,0.12,10,0.1,1
,15:15:03,4,2700,380.1,1.08,13.3,9,11,0.12,10,0.1,1.01
,15:15:04,4,2700,381.1,1.07,13.3,9,11,0.12,10,0.1,1
,15:15:05,4,2700,382.1,1.07,13.3,9,11,0.12,10,0.1,1
,15:15:06,4,2700,383.1,1.07,13.3,9,11,0.116,10,0.1,1
,15:15:07,4,2700,384.1,1.08,13.3,9,11,0.116,10,0.1,1.01
,15:15:08,4,2700,385.1,1.08,13.3,9,10.9,0.113,10,0.1,1.01
,15:15:09,4,2700,386.1,1.07,13.3,10,10.9,0.11,10,0.1,1
,15:15:10,4,2700,387.1,1.07,13.3,10,10.9,0.11,10,0.1,1
,15:15:11,4,2700,388.1,1.07,13.3,9,10.9,0.113,10,0.1,1
,15:15:12,4,2700,389.1,1.06,13.3,9,10.9,0.118,10,0.1,0.99
,15:15:13,4,2700,390.1,1.05,13.3,9,10.9,0.121,10,0.1,0.99
,15:15:14,4,2700,391.1,1.05,13.3,9,10.9,0.121,10,0.1,0.99
,15:15:15,4,2700,392.1,1.05,13.3,9,10.9,0.121,10,0.1,0.99
,15:15:16,4,2700,393.1,1.06,13.3,9,10.9,0.121,10,0.1,0.99
,15:15:17,4,2700,394.1,1.06,13.3,9,10.9,0.122,10,0.1,0.99
,15:15:18,4,2700,395.1,1.06,13.3,9,10.9,0.118,10,0.1,0.99
,15:15:19,4,2700,396.1,1.06,13.3,9,10.8,0.118,10,0.1,0.99
,15:15:20,4,2700,397.1,1.06,13.3,9,10.8,0.118,10,0.1,0.99
,15:15:21,4,2700,398.1,1.06,13.3,9,10.8,0.118,10,0.1,0.99
,15:15:22,4,2700,399.1,1.06,13.3,9,10.8,0.119,10,0.1,1
,15:15:23,4,2700,400.1,1.06,13.3,9,10.8,0.119,10,0.1,1
,15:15:24,4,2700,401.1,1.07,13.3,9,10.8,0.119,10,0.1,1
,15:15:25,4,2700,402.1,1.06,13.3,9,10.8,0.115,10,0.1,1
,15:15:26,4,2700,403.1,1.06,13.3,9,10.8,0.112,10,0.1,0.99
,15:15:27,4,2700,404.1,1.06,13.3,10,10.8,0.109,10,0.1,0.99
,15:15:28,4,2700,405.1,1.06,13.3,9,10.8,0.111,10,0.1,0.99
,15:15:29,4,2700,406.1,1.05,13.3,9,10.8,0.114,10,0.1,0.99
,15:15:30,4,2700,407.1,1.05,13.3,9,10.8,0.117,10,0.1,0.98
,15:15:31,4,2700,408.1,1.05,13.3,9,10.8,0.12,10,0.1,0.98
,15:15:32,4,2700,409.1,1.05,13.3,9,10.8,0.12,10,0.1,0.98
,15:15:33,4,2700,410.1,1.05,13.3,9,10.8,0.117,10,0.1,0.99
,15:15:34,4,2700,411.1,1.05,13.3,9,10.7,0.117,10,0.1,0.99
,15:15:35,4,2700,412.1,1.05,13.3,9,10.7,0.12,10,0,0.98
,15:15:36,4,2700,413.1,1.04,13.3,9,10.7,0.12,10,0.1,0.98
,15:15:37,4,2700,414.1,1.04,13.3,9,10.7,0.12,10,0,0.98
,15:15:38,4,2700,415.1,1.05,13.3,9,10.7,0.12,10,0,0.99
,15:15:39,4,2700,416.1,1.06,13.3,9,10.7,0.118,10,0,0.99
,15:15:40,4,2700,417.1,1.06,13.3,9,10.7,0.118,10,0,0.99
,15:15:41,4,2700,418.1,1.06,13.3,9,10.7,0.118,10,0,0.99
,15:15:42,4,2700,419.1,1.06,13.3,9,10.7,0.118,10,0,0.99
,15:15:43,4,2700,420.1,1.06,13.3,9,10.7,0.118,10,0.1,0.99
,15:15:44,4,2700,421.1,1.06,13.3,9,10.7,0.118,10,0.1,0.99
,15:15:45,4,2700,422.1,1.06,13.3,9,10.7,0.118,10,0.1,0.99
,15:15:46,4,2700,423.1,1.06,13.3,9,10.7,0.115,10,0.1,0.99
,15:15:47,4,2700,424.1,1.06,13.3,9,10.7,0.112,10,0.1,1
,15:15:48,4,2700,425.1,1.07,13.3,10,10.7,0.11,10,0,1
,15:15:49,4,2700,426.1,1.07,13.3,9,10.7,0.116,10,0.1,1
,15:15:50,4,2700,427.1,1.07,13.3,9,10.7,0.119,10,0,1
,15:15:51,4,2700,428.1,1.06,13.3,9,10.7,0.118,10,0,0.99
,15:15:52,4,2700,429.1,1.05,13.3,9,10.7,0.121,10,0.1,0.99
,15:15:53,4,2700,430.1,1.05,13.3,9,10.7,0.121,10,0,0.99
,15:15:54,4,2700,431.1,1.05,13.3,9,10.7,0.121,10,0,0.99
,15:15:55,4,2700,432.1,1.06,13.3,9,10.7,0.121,10,0,0.99
,15:15:56,4,2700,433.1,1.06,13.3,9,10.6,0.118,10,0,1
,15:15:57,4,2700,434.1,1.07,13.3,9,10.6,0.119,10,0,1
,15:15:58,4,2700,435.1,1.07,13.3,9,10.6,0.116,10,0,1
,15:15:59,4,2700,436.1,1.07,13.3,9,10.6,0.113,10,0,1
,15:16:00,4,2700,437.1,1.06,13.3,10,10.6,0.109,10,0,1
,15:16:01,4,2700,438.1,1.06,13.3,9,10.6,0.112,10,0,0.99
,15:16:02,4,2700,439.1,1.06,13.3,9,10.6,0.118,10,0,0.99
,15:16:03,4,2700,440.1,1.05,13.3,9,10.6,0.121,10,0,0.99
,15:16:04,4,2700,441.1,1.05,13.3,9,10.6,0.12,10,0,0.98
,15:16:05,4,2700,442.1,1.05,13.3,9,10.6,0.12,10,0,0.98
,15:16:06,4,2700,443.1,1.05,13.3,9,10.6,0.117,10,0,0.99
,15:16:07,4,2700,444.1,1.05,13.3,9,10.6,0.118,10,0,0.99
,15:16:08,4,2700,445.1,1.06,13.3,9,10.6,0.118,10,0,0.99
,15:16:09,4,2700,446.1,1.05,13.3,9,10.6,0.118,10,0,0.99
,15:16:10,4,2700,447.1,1.05,13.3,9,10.6,0.114,10,0,0.99
,15:16:11,4,2700,448.1,1.06,13.3,9,10.6,0.111,10,0,0.99
,15:16:12,4,2700,449.1,1.06,13.3,9,10.6,0.115,10,0.1,0.99
,15:16:13,4,2700,450.1,1.06,13.3,9,10.6,0.115,10,0,0.99
,15:16:14,4,2700,451.1,1.06,13.3,9,10.6,0.118,10,0,0.99
,15:16:15,4,2700,452.1,1.05,13.3,9,10.6,0.118,10,0.1,0.99
,15:16:16,4,2700,453.1,1.05,13.3,9,10.6,0.117,10,0,0.99
,15:16:17,4,2700,454.1,1.05,13.3,9,10.6,0.121,10,0.1,0.99
,15:16:18,4,2700,455.1,1.05,13.3,9,10.6,0.117,10,0.1,0.99
,15:16:19,4,2700,456.1,1.05,13.3,9,10.6,0.117,10,0.1,0.99
,15:16:20,4,2700,457.1,1.05,13.3,9,10.6,0.114,10,0.1,0.98
,15:16:21,4,2700,458.1,1.05,13.3,9,10.6,0.111,10,0.1,0.99
,15:16:22,4,2700,459.1,1.05,13.3,9,10.6,0.114,10,0.1,0.98
,15:16:23,4,2700,460.1,1.05,13.3,9,10.6,0.117,10,0.1,0.98
,15:16:24,4,2700,461.1,1.04,13.3,9,10.6,0.116,10,0.1,0.98
,15:16:25,4,2700,462.1,1.04,13.3,9,10.6,0.119,10,0.2,0.97
,15:16:26,4,2700,463.1,1.04,13.3,9,10.6,0.119,10,0.3,0.97
,15:16:27,4,2700,464.1,1.04,13.3,9,10.6,0.119,10,0.3,0.98
,15:16:28,4,2700,465.1,1.05,13.3,9,10.6,0.117,10,0.3,0.98
,15:16:29,4,2700,466.1,1.05,13.3,9,10.6,0.114,10,0.3,0.98
,15:16:30,4,2700,467.1,1.05,13.3,9,10.6,0.111,10,0.3,0.99
,15:16:31,4,2700,468.1,1.05,13.3,9,10.7,0.114,10,0.3,0.99
,15:16:32,4,2700,469.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:33,4,2700,470.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:34,4,2700,471.1,1.04,13.3,9,10.7,0.116,10,0.3,0.98
,15:16:35,4,2700,472.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:36,4,2700,473.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:37,4,2700,474.1,1.05,13.3,9,10.7,0.117,10,0.2,0.99
,15:16:38,4,2700,475.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:39,4,2700,476.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:40,4,2700,477.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:41,4,2700,478.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:42,4,2700,479.1,1.05,13.3,9,10.7,0.114,10,0.3,0.98
,15:16:43,4,2700,480.1,1.05,13.3,9,10.7,0.11,10,0.3,0.98
,15:16:44,4,2700,481.1,1.05,13.3,9,10.7,0.111,10,0.2,0.98
,15:16:45,4,2700,482.1,1.05,13.3,9,10.7,0.114,10,0.3,0.98
,15:16:46,4,2700,483.1,1.05,13.3,9,10.7,0.117,10,0.3,0.98
,15:16:47,4,2700,484.1,1.04,13.3,9,10.7,0.12,10,0.2,0.98
,15:16:48,4,2700,485.1,1.04,13.3,9,10.7,0.12,10,0.2,0.98
,15:16:49,4,2700,486.1,1.04,13.3,9,10.7,0.116,10,0.1,0.98
,15:16:50,4,2700,487.1,1.04,13.3,9,10.7,0.116,10,0.1,0.98
,15:16:51,4,2700,488.1,1.04,13.3,9,10.7,0.116,10,0.1,0.98
,15:16:52,4,2700,489.1,1.04,13.3,9,10.7,0.116,10,0.1,0.98
,15:16:53,4,2700,490.1,1.04,13.3,9,10.7,0.116,10,0.1,0.98
,15:16:54,4,2700,491.1,1.05,13.3,9,10.8,0.117,10,0.1,0.98
,15:16:55,4,2700,492.1,1.05,13.3,9,10.8,0.117,10,0.1,0.98
,15:16:56,4,2700,493.1,1.05,13.3,9,10.8,0.113,10,0.1,0.98
,15:16:57,4,2700,494.1,1.04,13.3,9,10.8,0.113,10,0.1,0.98
,15:16:58,4,2700,495.1,1.04,13.3,9,10.8,0.113,10,0.1,0.98
,15:16:59,4,2700,496.1,1.04,13.3,9,10.8,0.11,10,0.1,0.98
,15:17:00,4,2700,497.1,1.04,13.3,9,10.8,0.11,10,0.1,0.98
,15:17:01,4,2700,498.1,1.04,13.3,9,10.8,0.109,10,0.1,0.97
,15:17:02,4,2700,499.1,1.03,13.3,9,10.8,0.112,10,0.1,0.97
,15:17:03,4,2700,500.1,1.03,13.3,9,10.8,0.112,10,0.1,0.97
,15:17:04,4,2700,501.1,1.03,13.3,9,10.8,0.115,10,0.1,0.97
,15:17:05,4,2700,502.1,1.03,13.3,9,10.8,0.118,10,0.1,0.97
,15:17:06,4,2700,503.1,1.03,13.3,9,10.8,0.119,10,0.1,0.97
,15:17:07,4,2700,504.1,1.03,13.3,9,10.8,0.119,10,0.1,0.97
,15:17:08,4,2700,505.1,1.04,13.3,9,10.9,0.116,10,0.1,0.97
,15:17:09,4,2700,506.1,1.04,13.3,9,10.9,0.119,10,0.1,0.97
,15:17:10,4,2700,507.1,1.04,13.3,9,10.9,0.119,10,0.1,0.97
,15:17:11,4,2700,508.1,1.04,13.3,9,10.9,0.119,10,0.1,0.97
,15:17:12,4,2700,509.1,1.04,13.3,9,10.9,0.119,10,0.1,0.97
,15:17:13,4,2700,510.1,1.04,13.3,9,10.9,0.115,10,0.1,0.97
,15:17:14,4,2700,511.1,1.03,13.3,9,10.9,0.119,10,0.1,0.97
,15:17:15,4,2700,512.1,1.04,13.3,9,10.9,0.115,10,0.1,0.97
,15:17:16,4,2700,513.1,1.03,13.3,9,10.9,0.115,10,0.1,0.97
,15:17:17,4,2700,514.1,1.03,13.3,9,10.9,0.112,10,0.1,0.97
,15:17:18,4,2700,515.1,1.03,13.3,9,10.9,0.109,10,0.1,0.97
,15:17:19,4,2700,516.1,1.04,13.3,9,10.9,0.109,10,0.1,0.97
,15:17:20,4,2700,517.1,1.04,13.3,9,10.9,0.113,10,0.1,0.98
,15:17:21,4,2700,518.1,1.04,13.3,9,10.9,0.115,10,0.1,0.97
,15:17:22,4,2700,519.1,1.03,13.3,9,11,0.115,10,0.1,0.97
,15:17:23,4,2700,520.1,1.03,13.3,9,11,0.115,10,0.1,0.96
,15:17:24,4,2700,521.1,1.03,13.3,9,11,0.118,10,0.1,0.96
,15:17:25,4,2700,522.1,1.03,13.3,9,11,0.115,10,0.1,0.97
,15:17:26,4,2700,523.1,1.03,13.3,9,11,0.115,10,0.1,0.97
,15:17:27,4,2700,524.1,1.03,13.3,9,11,0.119,10,0.1,0.97
,15:17:28,4,2700,525.1,1.03,13.3,9,11,0.119,10,0.1,0.97
,15:17:29,4,2700,526.1,1.03,13.3,9,11,0.119,10,0.1,0.97
,15:17:30,4,2700,527.1,1.03,13.3,9,11,0.115,10,0.1,0.97
,15:17:31,4,2700,528.1,1.03,13.3,9,11.1,0.115,10,0.1,0.97
,15:17:32,4,2700,529.1,1.04,13.3,9,11.1,0.115,10,0,0.97
,15:17:33,4,2700,530.1,1.04,13.3,9,11.1,0.115,10,0.1,0.97
,15:17:34,4,2700,531.1,1.04,13.3,9,11.1,0.116,10,0.1,0.97
,15:17:35,4,2700,532.1,1.04,13.3,9,11.1,0.115,10,0.1,0.97
,15:17:36,4,2700,533.1,1.04,13.3,9,11.1,0.115,10,0.1,0.97
,15:17:37,4,2700,534.1,1.04,13.3,9,11.1,0.115,10,0.1,0.97
,15:17:38,4,2700,535.1,1.04,13.3,9,11.1,0.112,10,0.1,0.97
,15:17:39,4,2700,536.1,1.04,13.3,9,11.1,0.109,10,0.1,0.97
,15:17:40,4,2700,537.1,1.03,13.3,10,11.1,0.106,10,0.1,0.97
,15:17:41,4,2700,538.1,1.04,13.3,9,11.1,0.112,10,0.1,0.97
,15:17:42,4,2700,539.1,1.04,13.3,9,11.2,0.115,10,0.1,0.97
,15:17:43,4,2700,540.1,1.03,13.3,9,11.2,0.115,10,0.1,0.97
,15:17:44,4,2700,541.1,1.03,13.3,9,11.2,0.115,10,0.1,0.96
,15:17:45,4,2700,542.1,1.03,13.3,9,11.2,0.118,10,0.1,0.96
,15:17:46,4,2700,543.1,1.03,13.3,9,11.2,0.118,10,0.1,0.96
,15:17:47,4,2700,544.1,1.03,13.3,9,11.2,0.118,10,0.1,0.97
,15:17:48,4,2700,545.1,1.03,13.3,9,11.2,0.115,10,0.1,0.96
,15:17:49,4,2700,546.1,1.03,13.3,9,11.2,0.115,10,0.1,0.96
,15:17:50,4,2700,547.1,1.03,13.3,9,11.3,0.111,10,0.1,0.96
,15:17:51,4,2700,548.1,1.03,13.3,9,11.3,0.108,10,0.1,0.96
,15:17:52,4,2700,549.1,1.03,13.3,9,11.3,0.112,10,0.1,0.97
,15:17:53,4,2700,550.1,1.03,13.3,9,11.3,0.115,10,0.1,0.97
,15:17:54,4,2700,551.1,1.03,13.3,9,11.3,0.115,10,0.1,0.97
,15:17:55,4,2700,552.1,1.03,13.3,9,11.3,0.114,10,0.1,0.96
,15:17:56,4,2700,553.1,1.02,13.3,9,11.3,0.117,10,0.1,0.96
,15:17:57,4,2700,554.1,1.02,13.3,9,11.3,0.114,10,0.1,0.96
,15:17:58,4,2700,555.1,1.02,13.3,9,11.4,0.114,10,0.1,0.96
,15:17:59,4,2700,556.1,1.02,13.3,9,11.3,0.114,10,0.1,0.96
,15:18:00,4,2700,557.1,1.02,13.3,9,11.4,0.114,10,0.1,0.96
,15:18:01,4,2700,558.1,1.02,13.3,9,11.4,0.11,10,0.1,0.96
,15:18:02,4,2700,559.1,1.02,13.3,9,11.4,0.108,10,0.1,0.96
,15:18:03,4,2700,560.1,1.03,13.3,9,11.4,0.108,10,0.1,0.96
,15:18:04,4,2700,561.1,1.02,13.3,9,11.4,0.111,10,0.1,0.96
,15:18:05,4,2700,562.1,1.02,13.3,9,11.4,0.117,10,0.1,0.95
,15:18:06,4,2700,563.1,1.01,13.3,9,11.4,0.116,10,0.1,0.95
,15:18:07,4,2700,564.1,1.01,13.3,9,11.5,0.113,10,0.1,0.95
,15:18:08,4,2700,565.1,1.01,13.3,9,11.5,0.113,10,0.1,0.95
,15:18:09,4,2700,566.1,1.02,13.3,9,11.5,0.113,10,0.1,0.95
,15:18:10,4,2700,567.1,1.02,13.3,9,11.5,0.11,10,0.1,0.95
,15:18:11,4,2700,568.1,1.02,13.3,9,11.5,0.108,10,0.1,0.96
,15:18:12,4,2700,569.1,1.02,13.3,9,11.5,0.111,10,0.1,0.96
,15:18:13,4,2700,570.1,1.02,13.3,9,11.6,0.114,10,0.1,0.96
,15:18:14,4,2700,571.1,1.01,13.3,9,11.6,0.116,10,0.1,0.95
,15:18:15,4,2700,572.1,1.01,13.3,9,11.6,0.116,10,0.1,0.95
,15:18:16,4,2700,573.1,1.01,13.3,9,11.6,0.116,10,0,0.95
,15:18:17,4,2700,574.1,1.01,13.3,9,11.6,0.113,10,0.1,0.95
,15:18:18,4,2700,575.1,1.02,13.3,9,11.6,0.113,10,0.1,0.95
,15:18:19,4,2700,576.1,1.02,13.3,9,11.6,0.113,10,0.1,0.95
,15:18:20,4,2700,577.1,1.02,13.3,9,11.6,0.11,10,0.1,0.95
,15:18:21,4,2700,578.1,1.02,13.3,9,11.6,0.107,10,0.1,0.95
,15:18:22,4,2700,579.1,1.02,13.3,9,11.7,0.107,10,0.1,0.95
,15:18:23,4,2700,580.1,1.02,13.3,9,11.7,0.113,10,0.1,0.95
,15:18:24,4,2700,581.1,1.01,13.3,9,11.7,0.116,10,0.1,0.95
,15:18:25,4,2700,582.1,1.01,13.3,9,11.7,0.115,10,0.1,0.94
,15:18:26,4,2700,583.1,1,13.3,9,11.7,0.112,10,0.1,0.94
,15:18:27,4,2700,584.1,1.01,13.3,9,11.7,0.112,10,0.1,0.94
,15:18:28,4,2700,585.1,1.01,13.3,9,11.8,0.113,10,0,0.95
,15:18:29,4,2700,586.1,1.01,13.3,9,11.8,0.113,10,0.1,0.95
,15:18:30,4,2700,587.1,1.01,13.3,9,11.8,0.113,10,0.1,0.95
,15:18:31,4,2700,588.1,1.01,13.3,9,11.8,0.113,10,0.1,0.95
,15:18:32,4,2700,589.1,1.01,13.3,9,11.8,0.113,10,0.1,0.95
,15:18:33,4,2700,590.1,1.01,13.3,9,11.8,0.113,10,0.1,0.95
,15:18:34,4,2700,591.1,1.01,13.3,9,11.9,0.112,10,0.1,0.94
,15:18:35,4,2700,592.1,1.01,13.3,9,11.9,0.113,10,0.1,0.95
,15:18:36,4,2700,593.1,1.01,13.3,9,11.9,0.11,10,0.1,0.95
,15:18:37,4,2700,594.1,1.02,13.3,9,11.9,0.107,10,0.1,0.95
,15:18:38,4,2700,595.1,1.02,13.3,9,11.9,0.107,10,0.1,0.95
,15:18:39,4,2700,596.1,1.01,13.3,9,11.9,0.107,10,0.1,0.95
,15:18:40,4,2700,597.1,1.01,13.3,9,11.9,0.109,10,0.1,0.94
,15:18:41,4,2700,598.1,1,13.3,9,11.9,0.112,10,0.1,0.94
,15:18:42,4,2700,599.1,1,13.3,9,12,0.115,10,0.1,0.94
,15:18:43,4,2700,600.1,1.01,13.3,9,12,0.115,10,0.1,0.94
,15:18:44,4,2700,601.1,1.01,13.3,9,12,0.116,10,0.1,0.94
,15:18:45,4,2700,602.1,1.01,13.3,9,12,0.116,10,0.1,0.95
,15:18:46,4,2700,603.1,1.02,13.3,9,12,0.113,10,0.1,0.95
,15:18:47,4,2700,604.1,1.02,13.3,9,12,0.117,10,0.1,0.95
,15:18:48,4,2700,605.1,1.02,13.3,9,12.1,0.117,10,0,0.95
,15:18:49,4,2700,606.1,1.02,13.3,9,12.1,0.117,10,0,0.95
,15:18:50,4,2700,607.1,1.02,13.3,9,12.1,0.113,10,0.1,0.95
,15:18:51,4,2700,608.1,1.02,13.3,9,12.1,0.113,10,0.1,0.95
,15:18:52,4,2700,609.1,1.02,13.3,9,12.1,0.113,10,0.1,0.95
,15:18:53,4,2700,610.1,1.02,13.3,9,12.1,0.117,10,0.1,0.95
,15:18:54,4,2700,611.1,1.02,13.3,9,12.1,0.117,10,0.1,0.95
,15:18:55,4,2700,612.1,1.02,13.3,9,12.2,0.113,10,0.1,0.95
,15:18:56,4,2700,613.1,1.02,13.3,9,12.2,0.111,10,0.1,0.96
