Data file,,PEEK_HEF_T42_PE9.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,TIMO,,,,,,,,,,
Date,,03/04/2017,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,PEEK,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 18:45:15 on 03/04/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,peek_hef_t42_pe9-h001.tsv,,,,,,,,,,
,19:15:39,6,10790,1819.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:15:40,6,10790,1820.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:15:41,6,10790,1821.1,0.7,13.3,7,22,0.101,10,50,0.67
,19:15:42,6,10790,1822.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:15:43,6,10790,1823.1,0.69,13.3,7,22,0.099,10,50,0.67
,19:15:44,6,10790,1824.1,0.69,13.3,7,22,0.1,10,50,0.67
,19:15:45,6,10790,1825.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:15:46,6,10790,1826.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:15:47,6,10790,1827.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:15:48,6,10790,1828.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:15:49,6,10790,1829.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:15:50,6,10790,1830.1,0.68,13.3,7,22,0.099,10,50,0.66
,19:15:51,6,10790,1831.1,0.68,13.3,7,22,0.099,10,49.9,0.66
,19:15:52,6,10790,1832.1,0.67,13.3,7,22,0.094,10,49.9,0.65
,19:15:53,6,10790,1833.1,0.67,13.3,7,22,0.096,10,49.9,0.64
,19:15:54,6,10790,1834.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:15:55,6,10790,1835.1,0.69,13.3,7,22,0.097,10,50,0.67
,19:15:56,6,10790,1836.1,0.71,13.3,7,22,0.099,10,49.9,0.68
,19:15:57,6,10790,1837.1,0.71,13.3,7,22,0.103,10,49.9,0.69
,19:15:58,6,10790,1838.1,0.72,13.3,7,22,0.1,10,49.9,0.69
,19:15:59,6,10790,1839.1,0.71,13.3,7,21,0.099,10,49.9,0.68
,19:16:00,6,10790,1840.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:16:01,6,10790,1841.1,0.68,13.3,7,21,0.092,10,49.9,0.66
,19:16:02,6,10790,1842.1,0.68,13.3,7,21,0.092,10,49.9,0.66
,19:16:03,6,10790,1843.1,0.69,13.3,7,21,0.092,10,50,0.66
,19:16:04,6,10790,1844.1,0.68,13.3,7,21,0.092,10,49.9,0.66
,19:16:05,6,10790,1845.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:16:06,6,10790,1846.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:16:07,6,10790,1847.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:16:08,6,10790,1848.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:16:09,6,10790,1849.1,0.7,13.3,7,22,0.102,10,50,0.68
,19:16:10,6,10790,1850.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:16:11,6,10790,1851.1,0.68,13.3,7,22,0.099,10,50,0.66
,19:16:12,6,10790,1852.1,0.67,13.3,7,22,0.101,10,50,0.65
,19:16:13,6,10790,1853.1,0.67,13.3,7,22,0.097,10,49.9,0.65
,19:16:14,6,10790,1854.1,0.67,13.3,7,22,0.097,10,50,0.65
,19:16:15,6,10790,1855.1,0.68,13.3,7,22,0.094,10,49.9,0.65
,19:16:16,6,10790,1856.1,0.69,13.3,7,22,0.096,10,49.9,0.67
,19:16:17,6,10790,1857.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:16:18,6,10790,1858.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:16:19,6,10790,1859.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:16:20,6,10790,1860.1,0.7,13.3,7,22,0.097,10,49.9,0.68
,19:16:21,6,10790,1861.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:16:22,6,10790,1862.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:16:23,6,10790,1863.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:16:24,6,10790,1864.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:16:25,6,10790,1865.1,0.69,13.3,7,22,0.099,10,49.9,0.67
,19:16:26,6,10790,1866.1,0.7,13.3,7,22,0.102,10,50,0.68
,19:16:27,6,10790,1867.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:16:28,6,10790,1868.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:16:29,6,10790,1869.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:16:30,6,10790,1870.1,0.7,13.3,7,22,0.102,10,49.9,0.68
,19:16:31,6,10790,1871.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:16:32,6,10790,1872.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:16:33,6,10790,1873.1,0.71,13.3,7,22,0.099,10,49.9,0.68
,19:16:34,6,10790,1874.1,0.7,13.3,7,22,0.095,10,49.9,0.68
,19:16:35,6,10790,1875.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:16:36,6,10790,1876.1,0.7,13.3,7,22,0.094,10,50,0.67
,19:16:37,6,10790,1877.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:16:38,6,10790,1878.1,0.69,13.3,7,22,0.104,10,49.9,0.67
,19:16:39,6,10790,1879.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:16:40,6,10790,1880.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:16:41,6,10790,1881.1,0.69,13.3,7,22,0.1,10,49.9,0.66
,19:16:42,6,10790,1882.1,0.68,13.3,7,22,0.098,10,50,0.66
,19:16:43,6,10790,1883.1,0.68,13.3,7,22,0.094,10,50,0.65
,19:16:44,6,10790,1884.1,0.68,13.3,7,22,0.091,10,50,0.65
,19:16:45,6,10790,1885.1,0.67,13.3,7,22,0.09,10,49.9,0.65
,19:16:46,6,10790,1886.1,0.67,13.3,7,22,0.093,10,50,0.64
,19:16:47,6,10790,1887.1,0.68,13.3,7,22,0.091,10,49.9,0.65
,19:16:48,6,10790,1888.1,0.69,13.3,7,22,0.092,10,49.9,0.66
,19:16:49,6,10790,1889.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:16:50,6,10790,1890.1,0.7,13.3,7,22,0.098,10,50,0.67
,19:16:51,6,10790,1891.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:16:52,6,10790,1892.1,0.7,13.3,7,22,0.101,10,49.9,0.67
,19:16:53,6,10790,1893.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:16:54,6,10790,1894.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:16:55,6,10790,1895.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:16:56,6,10790,1896.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:16:57,6,10790,1897.1,0.67,13.3,7,22,0.094,10,49.9,0.65
,19:16:58,6,10790,1898.1,0.67,13.3,7,22,0.096,10,49.9,0.65
,19:16:59,6,10790,1899.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:17:00,6,10790,1900.1,0.69,13.3,7,22,0.099,10,50,0.66
,19:17:01,6,10790,1901.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:17:02,6,10790,1902.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:17:03,6,10790,1903.1,0.69,13.3,7,21,0.093,10,49.9,0.67
,19:17:04,6,10790,1904.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:17:05,6,10790,1905.1,0.68,13.3,7,22,0.094,10,49.9,0.65
,19:17:06,6,10790,1906.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:17:07,6,10790,1907.1,0.69,13.3,7,22,0.099,10,50,0.66
,19:17:08,6,10790,1908.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:17:09,6,10790,1909.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:17:10,6,10790,1910.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:17:11,6,10790,1911.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:17:12,6,10790,1912.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:17:13,6,10790,1913.1,0.7,13.3,7,22,0.097,10,50,0.68
,19:17:14,6,10790,1914.1,0.7,13.3,7,22,0.094,10,50,0.68
,19:17:15,6,10790,1915.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:17:16,6,10790,1916.1,0.7,13.3,7,21,0.097,10,49.9,0.67
,19:17:17,6,10790,1917.1,0.69,13.3,7,22,0.096,10,50,0.66
,19:17:18,6,10790,1918.1,0.69,13.3,7,21,0.093,10,49.9,0.67
,19:17:19,6,10790,1919.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:17:20,6,10790,1920.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:17:21,6,10790,1921.1,0.68,13.3,7,22,0.099,10,49.9,0.66
,19:17:22,6,10790,1922.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:17:23,6,10790,1923.1,0.68,13.3,7,22,0.098,10,50,0.65
,19:17:24,6,10790,1924.1,0.68,13.3,7,22,0.094,10,49.9,0.66
,19:17:25,6,10790,1925.1,0.69,13.3,7,22,0.092,10,49.9,0.66
,19:17:26,6,10790,1926.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:17:27,6,10790,1927.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:17:28,6,10790,1928.1,0.7,13.3,7,22,0.1,10,50,0.67
,19:17:29,6,10790,1929.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:17:30,6,10790,1930.1,0.71,13.3,7,22,0.099,10,50,0.68
,19:17:31,6,10790,1931.1,0.71,13.3,7,22,0.099,10,49.9,0.69
,19:17:32,6,10790,1932.1,0.71,13.3,7,22,0.103,10,49.9,0.69
,19:17:33,6,10790,1933.1,0.71,13.3,7,22,0.102,10,50,0.68
,19:17:34,6,10790,1934.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:17:35,6,10790,1935.1,0.68,13.3,7,22,0.095,10,50,0.66
,19:17:36,6,10790,1936.1,0.67,13.3,7,22,0.097,10,49.9,0.65
,19:17:37,6,10790,1937.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:17:38,6,10790,1938.1,0.7,13.3,7,22,0.1,10,50,0.67
,19:17:39,6,10790,1939.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:17:40,6,10790,1940.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:17:41,6,10790,1941.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:17:42,6,10790,1942.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:17:43,6,10790,1943.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:17:44,6,10790,1944.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:17:45,6,10790,1945.1,0.71,13.3,7,22,0.103,10,50,0.69
,19:17:46,6,10790,1946.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:17:47,6,10790,1947.1,0.7,13.3,7,22,0.097,10,50,0.67
,19:17:48,6,10790,1948.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:17:49,6,10790,1949.1,0.69,13.3,7,22,0.096,10,49.9,0.67
,19:17:50,6,10790,1950.1,0.69,13.3,7,22,0.096,10,50,0.66
,19:17:51,6,10790,1951.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:17:52,6,10790,1952.1,0.67,13.3,7,22,0.097,10,50,0.65
,19:17:53,6,10790,1953.1,0.68,13.3,7,22,0.098,10,50,0.65
,19:17:54,6,10790,1954.1,0.7,13.3,7,22,0.101,10,49.9,0.67
,19:17:55,6,10790,1955.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:17:56,6,10790,1956.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:17:57,6,10790,1957.1,0.69,13.3,7,22,0.096,10,50,0.67
,19:17:58,6,10790,1958.1,0.7,13.3,7,22,0.1,10,50,0.67
,19:17:59,6,10790,1959.1,0.7,13.3,7,22,0.098,10,50,0.68
,19:18:00,6,10790,1960.1,0.7,13.3,7,22,0.095,10,50,0.68
,19:18:01,6,10790,1961.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:18:02,6,10790,1962.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:18:03,6,10790,1963.1,0.69,13.3,7,22,0.096,10,49.9,0.67
,19:18:04,6,10790,1964.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:18:05,6,10790,1965.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:18:06,6,10790,1966.1,0.68,13.3,7,22,0.098,10,50,0.65
,19:18:07,6,10790,1967.1,0.67,13.3,7,22,0.097,10,49.9,0.65
,19:18:08,6,10790,1968.1,0.67,13.3,7,22,0.096,10,49.9,0.64
,19:18:09,6,10790,1969.1,0.67,13.3,7,22,0.093,10,50,0.64
,19:18:10,6,10790,1970.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:18:11,6,10790,1971.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:18:12,6,10790,1972.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:18:13,6,10790,1973.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:18:14,6,10790,1974.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:18:15,6,10790,1975.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:18:16,6,10790,1976.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:18:17,6,10790,1977.1,0.71,13.3,7,22,0.099,10,49.9,0.68
,19:18:18,6,10790,1978.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:18:19,6,10790,1979.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:18:20,6,10790,1980.1,0.7,13.3,7,22,0.101,10,50,0.67
,19:18:21,6,10790,1981.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:18:22,6,10790,1982.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:18:23,6,10790,1983.1,0.7,13.3,7,22,0.102,10,49.9,0.68
,19:18:24,6,10790,1984.1,0.7,13.3,7,22,0.097,10,50,0.67
,19:18:25,6,10790,1985.1,0.69,13.3,7,22,0.097,10,49.9,0.67
,19:18:26,6,10790,1986.1,0.7,13.3,7,22,0.095,10,49.9,0.68
,19:18:27,6,10790,1987.1,0.71,13.3,8,22,0.093,10,50,0.69
,19:18:28,6,10790,1988.1,0.72,13.3,8,22,0.093,10,50,0.69
,19:18:29,6,10790,1989.1,0.7,13.3,7,22,0.095,10,50,0.68
,19:18:30,6,10790,1990.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:18:31,6,10790,1991.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:18:32,6,10790,1992.1,0.68,13.3,7,22,0.099,10,49.9,0.66
,19:18:33,6,10790,1993.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:18:34,6,10790,1994.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:18:35,6,10790,1995.1,0.68,13.3,7,22,0.098,10,50,0.66
,19:18:36,6,10790,1996.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:18:37,6,10790,1997.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:18:38,6,10790,1998.1,0.69,13.3,7,22,0.093,10,50,0.67
,19:18:39,6,10790,1999.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:18:40,6,10790,2000.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:18:41,6,10790,2001.1,0.69,13.3,7,22,0.103,10,49.9,0.66
,19:18:42,6,10790,2002.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:18:43,6,10790,2003.1,0.68,13.3,7,22,0.098,10,49.9,0.66
,19:18:44,6,10790,2004.1,0.69,13.3,7,22,0.092,10,50,0.66
,19:18:45,6,10790,2005.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:18:46,6,10790,2006.1,0.7,13.3,7,22,0.094,10,50,0.67
,19:18:47,6,10790,2007.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:18:48,6,10790,2008.1,0.7,13.3,7,22,0.101,10,50,0.67
,19:18:49,6,10790,2009.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:18:50,6,10790,2010.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:18:51,6,10790,2011.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:18:52,6,10790,2012.1,0.69,13.3,7,22,0.096,10,50,0.66
,19:18:53,6,10790,2013.1,0.69,13.3,7,22,0.095,10,50,0.66
,19:18:54,6,10790,2014.1,0.68,13.3,7,22,0.094,10,50,0.65
,19:18:55,6,10790,2015.1,0.68,13.3,7,22,0.098,10,49.9,0.65
,19:18:56,6,10790,2016.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:18:57,6,10790,2017.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:18:58,6,10790,2018.1,0.69,13.3,7,22,0.104,10,49.9,0.67
,19:18:59,6,10790,2019.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:19:00,6,10790,2020.1,0.7,13.3,7,22,0.102,10,49.9,0.68
,19:19:01,6,10790,2021.1,0.71,13.3,7,22,0.099,10,49.9,0.69
,19:19:02,6,10790,2022.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:19:03,6,10790,2023.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:19:04,6,10790,2024.1,0.68,13.3,7,22,0.092,10,49.9,0.66
,19:19:05,6,10790,2025.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:19:06,6,10790,2026.1,0.69,13.3,7,21,0.095,10,50,0.66
,19:19:07,6,10790,2027.1,0.69,13.3,7,21,0.097,10,50,0.67
,19:19:08,6,10790,2028.1,0.69,13.3,7,21,0.097,10,50,0.67
,19:19:09,6,10790,2029.1,0.7,13.3,7,21,0.098,10,49.9,0.68
,19:19:10,6,10790,2030.1,0.7,13.3,7,21,0.097,10,50,0.67
,19:19:11,6,10790,2031.1,0.69,13.3,7,21,0.1,10,49.9,0.67
,19:19:12,6,10790,2032.1,0.7,13.3,7,22,0.104,10,49.9,0.67
,19:19:13,6,10790,2033.1,0.71,13.3,7,22,0.106,10,49.9,0.68
,19:19:14,6,10790,2034.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:19:15,6,10790,2035.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:19:16,6,10790,2036.1,0.7,13.3,7,22,0.097,10,50,0.67
,19:19:17,6,10790,2037.1,0.69,13.3,7,22,0.093,10,49.9,0.67
,19:19:18,6,10790,2038.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:19:19,6,10790,2039.1,0.69,13.3,7,22,0.095,10,50,0.66
,19:19:20,6,10790,2040.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:19:21,6,10790,2041.1,0.7,13.3,7,21,0.102,10,49.9,0.68
,19:19:22,6,10790,2042.1,0.71,13.3,7,21,0.102,10,49.9,0.68
,19:19:23,6,10790,2043.1,0.72,13.3,7,22,0.104,10,49.9,0.69
,19:19:24,6,10790,2044.1,0.72,13.3,7,22,0.104,10,49.9,0.69
,19:19:25,6,10790,2045.1,0.71,13.3,7,22,0.099,10,49.9,0.68
,19:19:26,6,10790,2046.1,0.7,13.3,7,22,0.094,10,49.9,0.68
,19:19:27,6,10790,2047.1,0.7,13.3,7,22,0.094,10,49.9,0.68
,19:19:28,6,10790,2048.1,0.7,13.3,7,22,0.098,10,50,0.68
,19:19:29,6,10790,2049.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:19:30,6,10790,2050.1,0.69,13.3,7,22,0.1,10,49.9,0.67
,19:19:31,6,10790,2051.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:19:32,6,10790,2052.1,0.72,13.3,7,22,0.104,10,50,0.7
,19:19:33,6,10790,2053.1,0.73,13.3,7,22,0.101,10,49.9,0.7
,19:19:34,6,10790,2054.1,0.72,13.3,7,21,0.1,10,49.9,0.69
,19:19:35,6,10790,2055.1,0.7,13.3,7,21,0.097,10,49.9,0.67
,19:19:36,6,10790,2056.1,0.68,13.3,7,21,0.099,10,49.9,0.66
,19:19:37,6,10790,2057.1,0.68,13.3,7,21,0.098,10,50,0.65
,19:19:38,6,10790,2058.1,0.68,13.3,7,21,0.098,10,49.9,0.65
,19:19:39,6,10790,2059.1,0.68,13.3,7,22,0.098,10,50,0.65
,19:19:40,6,10790,2060.1,0.68,13.3,7,22,0.095,10,50,0.66
,19:19:41,6,10790,2061.1,0.69,13.3,7,22,0.092,10,49.9,0.66
,19:19:42,6,10790,2062.1,0.71,13.3,7,22,0.098,10,49.9,0.68
,19:19:43,6,10790,2063.1,0.71,13.3,7,21,0.103,10,49.9,0.69
,19:19:44,6,10790,2064.1,0.72,13.3,7,21,0.103,10,49.9,0.69
,19:19:45,6,10790,2065.1,0.71,13.3,7,21,0.103,10,50,0.69
,19:19:46,6,10790,2066.1,0.7,13.3,7,21,0.101,10,49.9,0.68
,19:19:47,6,10790,2067.1,0.7,13.3,7,21,0.101,10,49.9,0.68
,19:19:48,6,10790,2068.1,0.69,13.3,7,21,0.1,10,49.9,0.67
,19:19:49,6,10790,2069.1,0.7,13.3,7,22,0.101,10,49.9,0.68
,19:19:50,6,10790,2070.1,0.7,13.3,7,22,0.098,10,50,0.68
,19:19:51,6,10790,2071.1,0.7,13.3,7,21,0.094,10,49.9,0.68
,19:19:52,6,10790,2072.1,0.69,13.3,8,21,0.09,10,49.9,0.67
,19:19:53,6,10790,2073.1,0.69,13.3,7,21,0.092,10,49.9,0.66
,19:19:54,6,10790,2074.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:19:55,6,10790,2075.1,0.71,13.3,7,21,0.103,10,49.9,0.69
,19:19:56,6,10790,2076.1,0.71,13.3,7,22,0.103,10,49.9,0.69
,19:19:57,6,10790,2077.1,0.7,13.3,7,22,0.101,10,50,0.67
,19:19:58,6,10790,2078.1,0.69,13.3,7,22,0.099,10,50,0.66
,19:19:59,6,10790,2079.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:20:00,6,10790,2080.1,0.68,13.3,7,22,0.099,10,50,0.66
,19:20:01,6,10790,2081.1,0.69,13.3,7,22,0.099,10,50,0.66
,19:20:02,6,10790,2082.1,0.69,13.3,7,22,0.096,10,49.9,0.66
,19:20:03,6,10790,2083.1,0.69,13.3,7,22,0.1,10,50,0.67
,19:20:04,6,10790,2084.1,0.71,13.3,7,22,0.102,10,50,0.68
,19:20:05,6,10790,2085.1,0.72,13.3,7,22,0.104,10,50,0.7
,19:20:06,6,10790,2086.1,0.72,13.3,7,21,0.104,10,50,0.7
,19:20:07,6,10790,2087.1,0.72,13.3,7,22,0.103,10,50,0.69
,19:20:08,6,10790,2088.1,0.7,13.3,7,21,0.102,10,50,0.68
,19:20:09,6,10790,2089.1,0.7,13.3,7,21,0.098,10,50,0.68
,19:20:10,6,10790,2090.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:20:11,6,10790,2091.1,0.69,13.3,7,22,0.096,10,50,0.66
,19:20:12,6,10790,2092.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:20:13,6,10790,2093.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:20:14,6,10790,2094.1,0.69,13.3,7,22,0.099,10,50,0.66
,19:20:15,6,10790,2095.1,0.7,13.3,7,22,0.101,10,50,0.67
,19:20:16,6,10790,2096.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:20:17,6,10790,2097.1,0.71,13.3,7,22,0.095,10,50,0.68
,19:20:18,6,10790,2098.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:20:19,6,10790,2099.1,0.7,13.3,7,22,0.094,10,49.9,0.67
,19:20:20,6,10790,2100.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:20:21,6,10790,2101.1,0.69,13.3,7,22,0.097,10,50,0.67
,19:20:22,6,10790,2102.1,0.69,13.3,7,22,0.093,10,49.9,0.66
,19:20:23,6,10790,2103.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:20:24,6,10790,2104.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:20:25,6,10790,2105.1,0.7,13.3,7,22,0.101,10,49.9,0.67
,19:20:26,6,10790,2106.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:20:27,6,10790,2107.1,0.7,13.3,7,22,0.098,10,50,0.68
,19:20:28,6,10790,2108.1,0.7,13.3,7,22,0.097,10,49.9,0.67
,19:20:29,6,10790,2109.1,0.69,13.3,7,21,0.093,10,50,0.66
,19:20:30,6,10790,2110.1,0.68,13.3,7,21,0.094,10,49.9,0.65
,19:20:31,6,10790,2111.1,0.68,13.3,7,21,0.094,10,50,0.65
,19:20:32,6,10790,2112.1,0.68,13.3,7,21,0.094,10,50,0.65
,19:20:33,6,10790,2113.1,0.67,13.3,7,22,0.094,10,50,0.65
,19:20:34,6,10790,2114.1,0.67,13.3,7,22,0.093,10,49.9,0.65
,19:20:35,6,10790,2115.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:20:36,6,10790,2116.1,0.69,13.3,7,22,0.096,10,49.9,0.67
,19:20:37,6,10790,2117.1,0.7,13.3,7,22,0.098,10,49.9,0.68
,19:20:38,6,10790,2118.1,0.71,13.3,7,22,0.099,10,49.9,0.68
,19:20:39,6,10790,2119.1,0.71,13.3,7,22,0.102,10,49.9,0.68
,19:20:40,6,10790,2120.1,0.69,13.3,7,22,0.1,10,50,0.67
,19:20:41,6,10790,2121.1,0.68,13.3,7,22,0.101,10,49.9,0.65
,19:20:42,6,10790,2122.1,0.66,13.3,7,22,0.099,10,49.9,0.64
,19:20:43,6,10790,2123.1,0.67,13.3,7,22,0.096,10,50,0.64
,19:20:44,6,10790,2124.1,0.67,13.3,7,22,0.093,10,49.9,0.65
,19:20:45,6,10790,2125.1,0.67,13.3,7,21,0.094,10,49.9,0.65
,19:20:46,6,10790,2126.1,0.67,13.3,7,22,0.093,10,49.9,0.64
,19:20:47,6,10790,2127.1,0.67,13.3,7,22,0.097,10,50,0.65
,19:20:48,6,10790,2128.1,0.69,13.3,7,22,0.099,10,49.9,0.66
,19:20:49,6,10790,2129.1,0.7,13.3,7,22,0.101,10,50,0.68
,19:20:50,6,10790,2130.1,0.7,13.3,7,22,0.102,10,49.9,0.68
,19:20:51,6,10790,2131.1,0.7,13.3,7,22,0.1,10,49.9,0.67
,19:20:52,6,10790,2132.1,0.69,13.3,7,22,0.096,10,50,0.66
,19:20:53,6,10790,2133.1,0.68,13.3,7,22,0.095,10,49.9,0.66
,19:20:54,6,10790,2134.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:20:55,6,10790,2135.1,0.69,13.3,7,22,0.095,10,49.9,0.66
,19:20:56,6,10790,2136.1,0.69,13.3,7,21,0.092,10,49.9,0.66
