Data file,,DELRINNC010_PDMS_12DEG_002.TSV,,,,,,,,,,
,11:04:02,4,-1,118.3,0.37,13.3,7,10.1,0.054,10,0.4,0.36
,11:04:03,4,-1,119.3,0.37,13.3,7,10.2,0.052,10,0.4,0.36
,11:04:04,4,-1,120.3,0.37,13.3,7,10.2,0.052,10,0.5,0.36
,11:04:05,4,-1,121.3,0.37,13.3,7,10.3,0.056,10,0.5,0.36
,11:04:06,4,-1,122.3,0.37,13.3,7,10.3,0.054,10,0.5,0.36
,11:04:07,4,-1,123.3,0.37,13.3,7,10.3,0.056,10,0.5,0.36
,11:04:08,4,-1,124.3,0.37,13.3,7,10.4,0.054,10,0.6,0.36
,11:04:09,4,-1,125.3,0.37,13.3,7,10.4,0.054,10,0.6,0.36
,11:04:10,4,-1,126.3,0.37,13.3,7,10.4,0.051,10,0.6,0.35
,11:04:11,4,-1,127.3,0.37,13.3,7,10.4,0.052,10,0.6,0.36
,11:04:12,4,-1,128.3,0.37,13.3,7,10.4,0.052,10,0.7,0.36
,11:04:13,4,-1,129.3,0.37,13.3,7,10.4,0.052,10,0.6,0.36
,11:04:14,4,-1,130.3,0.38,13.3,7,10.4,0.052,10,0.6,0.36
,11:04:15,4,-1,131.3,0.37,13.3,7,10.4,0.05,10,0.6,0.36
,11:04:16,4,-1,132.3,0.37,13.3,7,10.4,0.05,10,0.6,0.36
,11:04:17,4,-1,133.3,0.37,13.3,7,10.3,0.052,10,0.6,0.36
,11:04:18,4,-1,134.3,0.37,13.3,7,10.3,0.055,10,0.6,0.35
,11:04:19,4,-1,135.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:04:20,4,-1,136.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:04:21,4,-1,137.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:04:22,4,-1,138.3,0.37,13.3,7,10.3,0.051,10,0.5,0.35
,11:04:23,4,-1,139.3,0.37,13.3,7,10.3,0.051,10,0.5,0.35
,11:04:24,4,-1,140.3,0.37,13.3,7,10.3,0.053,10,0.5,0.35
,11:04:25,4,-1,141.3,0.37,13.3,7,10.3,0.056,10,0.5,0.36
,11:04:26,4,-1,142.3,0.37,13.3,6,10.2,0.058,10,0.5,0.36
,11:04:27,4,-1,143.3,0.37,13.3,7,10.2,0.056,10,0.4,0.36
,11:04:28,4,-1,144.3,0.37,13.3,7,10.2,0.053,10,0.4,0.35
,11:04:29,4,-1,145.3,0.37,13.3,7,10.2,0.055,10,0.4,0.35
,11:04:30,4,-1,146.3,0.37,13.3,6,10.2,0.057,10,0.4,0.35
,11:04:31,4,-1,147.3,0.37,13.3,6,10.2,0.058,10,0.4,0.35
,11:04:32,4,-1,148.3,0.37,13.3,7,10.2,0.056,10,0.5,0.36
,11:04:33,4,-1,149.3,0.37,13.3,7,10.2,0.056,10,0.4,0.36
,11:04:34,4,-1,150.3,0.37,13.3,7,10.2,0.056,10,0.4,0.36
,11:04:35,4,-1,151.3,0.37,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:36,4,-1,152.3,0.38,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:37,4,-1,153.3,0.38,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:38,4,-1,154.3,0.38,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:39,4,-1,155.3,0.38,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:40,4,-1,156.3,0.38,13.3,7,10.2,0.054,10,0.3,0.36
,11:04:41,4,-1,157.3,0.37,13.3,7,10.2,0.052,10,0.3,0.36
,11:04:42,4,-1,158.3,0.37,13.3,7,10.2,0.052,10,0.3,0.36
,11:04:43,4,-1,159.3,0.37,13.3,7,10.2,0.053,10,0.3,0.35
,11:04:44,4,-1,160.3,0.37,13.3,7,10.2,0.053,10,0.3,0.35
,11:04:45,4,-1,161.3,0.36,13.3,7,10.2,0.053,10,0.3,0.35
,11:04:46,4,-1,162.3,0.36,13.3,7,10.2,0.051,10,0.4,0.35
,11:04:47,4,-1,163.3,0.36,13.3,7,10.2,0.05,10,0.5,0.35
,11:04:48,4,-1,164.3,0.36,13.3,7,10.2,0.052,10,0.5,0.35
,11:04:49,4,-1,165.3,0.36,13.3,7,10.2,0.053,10,0.6,0.35
,11:04:50,4,-1,166.3,0.37,13.3,7,10.2,0.053,10,0.6,0.35
,11:04:51,4,-1,167.3,0.37,13.3,7,10.2,0.054,10,0.6,0.36
,11:04:52,4,-1,168.3,0.37,13.3,7,10.2,0.056,10,0.6,0.36
,11:04:53,4,-1,169.3,0.37,13.3,7,10.2,0.053,10,0.6,0.35
,11:04:54,4,-1,170.3,0.36,13.3,7,10.2,0.055,10,0.7,0.35
,11:04:55,4,-1,171.3,0.36,13.3,7,10.2,0.055,10,0.7,0.35
,11:04:56,4,-1,172.3,0.36,13.3,6,10.2,0.057,10,0.6,0.35
,11:04:57,4,-1,173.3,0.37,13.3,7,10.2,0.055,10,0.7,0.35
,11:04:58,4,-1,174.3,0.37,13.3,6,10.2,0.057,10,0.8,0.35
,11:04:59,4,-1,175.3,0.37,13.3,6,10.2,0.058,10,0.8,0.35
,11:05:00,4,-1,176.3,0.37,13.3,7,10.2,0.055,10,0.8,0.35
,11:05:01,4,-1,177.3,0.37,13.3,7,10.2,0.056,10,0.7,0.36
,11:05:02,4,-1,178.3,0.37,13.3,7,10.3,0.056,10,0.6,0.36
,11:05:03,4,-1,179.3,0.37,13.3,7,10.3,0.055,10,0.6,0.35
,11:05:04,4,-1,180.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:05:05,4,-1,181.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:05:06,4,-1,182.3,0.37,13.3,7,10.3,0.055,10,0.5,0.35
,11:05:07,4,-1,183.3,0.37,13.3,7,10.3,0.055,10,0.4,0.35
,11:05:08,4,-1,184.3,0.37,13.3,7,10.3,0.055,10,0.4,0.35
,11:05:09,4,-1,185.3,0.37,13.3,6,10.3,0.058,10,0.3,0.35
,11:05:10,4,-1,186.3,0.37,13.3,7,10.3,0.055,10,0.3,0.35
,11:05:11,4,-1,187.3,0.37,13.3,6,10.3,0.058,10,0.3,0.36
,11:05:12,4,-1,188.3,0.38,13.3,7,10.3,0.056,10,0.3,0.36
,11:05:13,4,-1,189.3,0.38,13.3,7,10.3,0.055,10,0.3,0.37
,11:05:14,4,-1,190.3,0.38,13.3,7,10.3,0.053,10,0.3,0.37
,11:05:15,4,-1,191.3,0.38,13.3,7,10.3,0.054,10,0.3,0.37
,11:05:16,4,-1,192.3,0.38,13.3,7,10.3,0.054,10,0.3,0.37
,11:05:17,4,-1,193.3,0.38,13.3,7,10.4,0.055,10,0.3,0.37
,11:05:18,4,-1,194.3,0.38,13.3,7,10.4,0.055,10,0.3,0.36
,11:05:19,4,-1,195.3,0.38,13.3,7,10.4,0.054,10,0.3,0.36
,11:05:20,4,-1,196.3,0.37,13.3,7,10.4,0.054,10,0.3,0.36
,11:05:21,4,-1,197.3,0.37,13.3,7,10.4,0.052,10,0.3,0.36
,11:05:22,4,-1,198.3,0.37,13.3,7,10.4,0.05,10,0.3,0.36
,11:05:23,4,-1,199.3,0.37,13.3,8,10.4,0.048,10,0.3,0.36
,11:05:24,4,-1,200.3,0.37,13.3,8,10.4,0.046,10,0.3,0.35
,11:05:25,4,-1,201.3,0.36,13.3,7,10.4,0.049,10,0.3,0.35
,11:05:26,4,-1,202.3,0.36,13.3,7,10.4,0.05,10,0.3,0.35
,11:05:27,4,-1,203.3,0.36,13.3,7,10.4,0.052,10,0.3,0.35
,11:05:28,4,-1,204.3,0.36,13.3,7,10.4,0.054,10,0.2,0.35
,11:05:29,4,-1,205.3,0.36,13.3,6,10.4,0.057,10,0.2,0.35
,11:05:30,4,-1,206.3,0.36,13.3,6,10.5,0.056,10,0.2,0.35
,11:05:31,4,-1,207.3,0.37,13.3,7,10.5,0.055,10,0.2,0.35
,11:05:32,4,-1,208.3,0.37,13.3,7,10.5,0.055,10,0.3,0.35
,11:05:33,4,-1,209.3,0.37,13.3,7,10.5,0.055,10,0.3,0.35
,11:05:34,4,-1,210.3,0.36,13.3,7,10.5,0.055,10,0.3,0.35
,11:05:35,4,-1,211.3,0.36,13.3,7,10.5,0.053,10,0.3,0.35
,11:05:36,4,-1,212.3,0.36,13.3,7,10.5,0.053,10,0.3,0.35
,11:05:37,4,-1,213.3,0.36,13.3,7,10.5,0.053,10,0.3,0.35
,11:05:38,4,-1,214.3,0.36,13.3,7,10.5,0.055,10,0.3,0.35
,11:05:39,4,-1,215.3,0.36,13.3,7,10.6,0.055,10,0.3,0.35
,11:05:40,4,-1,216.3,0.37,13.3,7,10.6,0.055,10,0.3,0.35
,11:05:41,4,-1,217.3,0.37,13.3,7,10.6,0.056,10,0.3,0.36
,11:05:42,4,-1,218.3,0.37,13.3,7,10.6,0.056,10,0.3,0.36
,11:05:43,4,-1,219.3,0.37,13.3,7,10.6,0.054,10,0.3,0.36
,11:05:44,4,-1,220.3,0.37,13.3,7,10.6,0.053,10,0.4,0.36
,11:05:45,4,-1,221.3,0.37,13.3,7,10.6,0.054,10,0.4,0.36
,11:05:46,4,-1,222.3,0.37,13.3,7,10.6,0.053,10,0.4,0.35
,11:05:47,4,-1,223.3,0.37,13.3,6,10.6,0.058,10,0.4,0.35
,11:05:48,4,-1,224.3,0.37,13.3,6,10.6,0.057,10,0.4,0.35
,11:05:49,4,-1,225.3,0.37,13.3,7,10.6,0.055,10,0.4,0.35
Fast data in,,delrinnc010_pdms_12deg_002-h001.tsv,,,,,,,,,,
,11:05:51,5,5,226.8,0.37,13.3,7,10.7,0.054,10,0.4,0.35
,11:05:52,5,5,227.8,0.37,13.3,7,10.7,0.054,10,0.4,0.36
,11:05:53,5,5,228.8,0.37,13.3,7,10.7,0.054,10,0.3,0.36
,11:05:54,5,5,229.8,0.37,13.3,7,10.7,0.056,10,0.3,0.36
,11:05:55,5,5,230.8,0.37,13.3,7,10.7,0.056,10,0.3,0.36
,11:05:56,6,1795,231.8,0.37,13.3,7,10.7,0.056,10,0.3,0.36
,11:05:57,6,1795,232.8,0.37,13.3,7,10.8,0.054,10,0.3,0.36
,11:05:58,6,1795,233.8,0.37,13.3,7,10.8,0.056,10,0.4,0.36
,11:05:59,6,1795,234.8,0.37,13.3,7,10.8,0.054,10,0.3,0.36
,11:06:00,6,1795,235.8,0.37,13.3,7,10.8,0.056,10,0.3,0.36
,11:06:01,6,1795,236.8,0.38,13.3,7,10.8,0.054,10,0.3,0.36
,11:06:02,6,1795,237.8,0.38,13.3,7,10.8,0.052,10,0.3,0.36
,11:06:03,6,1795,238.8,0.37,13.3,7,10.8,0.052,10,0.3,0.36
,11:06:04,6,1795,239.8,0.38,13.3,7,10.8,0.052,10,0.3,0.36
,11:06:05,6,1795,240.8,0.38,13.3,7,10.8,0.054,10,0.3,0.36
,11:06:06,6,1795,241.8,0.38,13.3,7,10.8,0.054,10,0.3,0.36
,11:06:07,6,1795,242.8,0.38,13.3,7,10.9,0.054,10,0.2,0.36
,11:06:08,6,1795,243.8,0.38,13.3,7,10.9,0.052,10,0.3,0.36
,11:06:09,6,1795,244.8,0.38,13.3,7,10.9,0.052,10,0.3,0.36
,11:06:10,6,1795,245.8,0.37,13.3,7,10.9,0.052,10,0.3,0.36
,11:06:11,6,1795,246.8,0.37,13.3,7,10.9,0.052,10,0.3,0.35
,11:06:12,6,1795,247.8,0.37,13.3,7,10.9,0.053,10,0.3,0.35
,11:06:13,6,1795,248.8,0.36,13.3,7,11,0.051,10,0.3,0.35
,11:06:14,6,1795,249.8,0.36,13.3,7,11,0.052,10,0.3,0.35
,11:06:15,6,1795,250.8,0.36,13.3,7,11,0.054,10,0.3,0.35
,11:06:16,6,1795,251.8,0.36,13.3,6,11,0.059,10,0.3,0.35
,11:06:17,6,1795,252.8,0.37,13.3,6,11,0.06,10,0.3,0.35
,11:06:18,6,1795,253.8,0.37,13.3,6,11,0.058,10,0.3,0.36
,11:06:19,6,1795,254.8,0.37,13.3,7,11.1,0.056,10,0.3,0.36
,11:06:20,6,1795,255.8,0.38,13.3,7,11.1,0.054,10,0.3,0.36
,11:06:21,6,1795,256.8,0.37,13.3,7,11.1,0.056,10,0.3,0.36
,11:06:22,6,1795,257.8,0.37,13.3,7,11.1,0.054,10,0.3,0.36
,11:06:23,6,1795,258.8,0.37,13.3,7,11.1,0.054,10,0.2,0.36
,11:06:24,6,1795,259.8,0.37,13.3,7,11.1,0.056,10,0.3,0.36
,11:06:25,6,1795,260.8,0.38,13.3,6,11.1,0.059,10,0.3,0.36
,11:06:26,6,1795,261.8,0.38,13.3,7,11.1,0.056,10,0.3,0.36
,11:06:27,6,1795,262.8,0.38,13.3,7,11.2,0.056,10,0.3,0.36
,11:06:28,6,1795,263.8,0.38,13.3,7,11.2,0.054,10,0.3,0.36
,11:06:29,6,1795,264.8,0.38,13.3,7,11.2,0.057,10,0.3,0.36
,11:06:30,6,1795,265.8,0.38,13.3,7,11.2,0.057,10,0.3,0.36
,11:06:31,6,1795,266.8,0.38,13.3,7,11.2,0.056,10,0.3,0.36
,11:06:32,6,1795,267.8,0.38,13.3,7,11.2,0.054,10,0.3,0.36
,11:06:33,6,1795,268.8,0.38,13.3,7,11.3,0.054,10,0.3,0.36
,11:06:34,6,1795,269.8,0.38,13.3,7,11.3,0.055,10,0.3,0.36
,11:06:35,6,1795,270.8,0.38,13.3,7,11.3,0.054,10,0.3,0.36
,11:06:36,6,1795,271.8,0.38,13.3,7,11.3,0.054,10,0.3,0.36
,11:06:37,6,1795,272.8,0.37,13.3,7,11.3,0.054,10,0.3,0.36
,11:06:38,6,1795,273.8,0.37,13.3,7,11.4,0.054,10,0.3,0.36
,11:06:39,6,1795,274.8,0.37,13.3,7,11.4,0.054,10,0.3,0.36
,11:06:40,6,1795,275.8,0.37,13.3,7,11.4,0.054,10,0.3,0.36
,11:06:41,6,1795,276.8,0.37,13.3,7,11.4,0.054,10,0.3,0.36
,11:06:42,6,1795,277.8,0.38,13.3,7,11.4,0.055,10,0.3,0.36
,11:06:43,6,1795,278.8,0.38,13.3,7,11.4,0.055,10,0.3,0.37
,11:06:44,6,1795,279.8,0.38,13.3,7,11.4,0.055,10,0.3,0.37
,11:06:45,6,1795,280.8,0.38,13.3,7,11.4,0.055,10,0.3,0.36
,11:06:46,6,1795,281.8,0.38,13.3,7,11.5,0.053,10,0.3,0.36
,11:06:47,6,1795,282.8,0.38,13.3,7,11.5,0.052,10,0.3,0.36
,11:06:48,6,1795,283.8,0.37,13.3,7,11.5,0.052,10,0.3,0.36
,11:06:49,6,1795,284.8,0.37,13.3,7,11.5,0.053,10,0.3,0.35
,11:06:50,6,1795,285.8,0.36,13.3,7,11.5,0.053,10,0.3,0.35
,11:06:51,6,1795,286.8,0.36,13.3,7,11.6,0.054,10,0.3,0.35
,11:06:52,6,1795,287.8,0.36,13.3,7,11.6,0.054,10,0.3,0.35
,11:06:53,6,1795,288.8,0.37,13.3,6,11.6,0.057,10,0.3,0.35
,11:06:54,6,1795,289.8,0.37,13.3,6,11.6,0.058,10,0.2,0.36
,11:06:55,6,1795,290.8,0.38,13.3,7,11.6,0.056,10,0.2,0.36
,11:06:56,6,1795,291.8,0.38,13.3,7,11.7,0.055,10,0.2,0.36
,11:06:57,6,1795,292.8,0.38,13.3,7,11.7,0.054,10,0.2,0.36
,11:06:58,6,1795,293.8,0.37,13.3,7,11.7,0.056,10,0.3,0.36
,11:06:59,6,1795,294.8,0.37,13.3,7,11.7,0.056,10,0.3,0.36
,11:07:00,6,1795,295.8,0.37,13.3,7,11.7,0.054,10,0.3,0.36
,11:07:01,6,1795,296.8,0.38,13.3,7,11.8,0.054,10,0.4,0.36
,11:07:02,6,1795,297.8,0.38,13.3,7,11.7,0.054,10,0.3,0.36
,11:07:03,6,1795,298.8,0.38,13.3,7,11.8,0.053,10,0.3,0.36
,11:07:04,6,1795,299.8,0.38,13.3,7,11.8,0.053,10,0.3,0.36
,11:07:05,6,1795,300.8,0.38,13.3,7,11.8,0.052,10,0.3,0.36
,11:07:06,6,1795,301.8,0.37,13.3,7,11.8,0.053,10,0.3,0.35
,11:07:07,6,1795,302.8,0.36,13.3,6,11.8,0.057,10,0.3,0.35
,11:07:08,6,1795,303.8,0.37,13.3,6,11.9,0.057,10,0.3,0.35
,11:07:09,6,1795,304.8,0.37,13.3,7,11.9,0.054,10,0.3,0.36
,11:07:10,6,1795,305.8,0.37,13.3,7,11.9,0.056,10,0.3,0.36
,11:07:11,6,1795,306.8,0.37,13.3,7,11.9,0.056,10,0.3,0.36
,11:07:12,6,1795,307.8,0.37,13.3,7,11.9,0.056,10,0.3,0.36
,11:07:13,6,1795,308.8,0.37,13.3,7,12,0.056,10,0.3,0.36
,11:07:14,6,1795,309.8,0.38,13.3,7,12,0.056,10,0.3,0.36
,11:07:15,6,1795,310.8,0.38,13.3,7,12,0.056,10,0.3,0.36
,11:07:16,6,1795,311.8,0.38,13.3,7,12,0.054,10,0.3,0.36
,11:07:17,6,1795,312.8,0.38,13.3,7,12,0.052,10,0.3,0.36
,11:07:18,6,1795,313.8,0.38,13.3,7,12.1,0.052,10,0.3,0.36
,11:07:19,6,1795,314.8,0.37,13.3,7,12.1,0.052,10,0.3,0.36
,11:07:20,6,1795,315.8,0.37,13.3,7,12.1,0.054,10,0.3,0.36
,11:07:21,6,1795,316.8,0.37,13.3,7,12.1,0.055,10,0.2,0.35
,11:07:22,6,1795,317.8,0.37,13.3,6,12.1,0.058,10,0.2,0.35
,11:07:23,6,1795,318.8,0.37,13.3,7,12.1,0.055,10,0.2,0.35
,11:07:24,6,1795,319.8,0.37,13.3,7,12.1,0.056,10,0.3,0.36
,11:07:25,6,1795,320.8,0.37,13.3,6,12.2,0.058,10,0.4,0.36
,11:07:26,6,1795,321.8,0.37,13.3,7,12.2,0.056,10,0.3,0.36
,11:07:27,6,1795,322.8,0.37,13.3,7,12.2,0.056,10,0.3,0.36
,11:07:28,6,1795,323.8,0.37,13.3,7,12.2,0.054,10,0.3,0.36
,11:07:29,6,1795,324.8,0.37,13.3,7,12.2,0.054,10,0.3,0.36
,11:07:30,6,1795,325.8,0.37,13.3,7,12.3,0.054,10,0.3,0.36
,11:07:31,6,1795,326.8,0.38,13.3,7,12.3,0.054,10,0.4,0.36
,11:07:32,6,1795,327.8,0.38,13.3,7,12.3,0.054,10,0.3,0.36
,11:07:33,6,1795,328.8,0.38,13.3,7,12.4,0.053,10,0.3,0.36
,11:07:34,6,1795,329.8,0.37,13.3,7,12.4,0.052,10,0.3,0.36
,11:07:35,6,1795,330.8,0.37,13.3,7,12.4,0.051,10,0.3,0.35
,11:07:36,6,1795,331.8,0.37,13.3,7,12.4,0.051,10,0.3,0.35
,11:07:37,6,1795,332.8,0.36,13.3,7,12.4,0.052,10,0.3,0.35
,11:07:38,6,1795,333.8,0.36,13.3,7,12.5,0.052,10,0.3,0.35
,11:07:39,6,1795,334.8,0.36,13.3,7,12.5,0.054,10,0.2,0.35
,11:07:40,6,1795,335.8,0.36,13.3,7,12.5,0.054,10,0.2,0.35
,11:07:41,6,1795,336.8,0.36,13.3,6,12.5,0.057,10,0.3,0.35
,11:07:42,6,1795,337.8,0.37,13.3,7,12.5,0.055,10,0.3,0.35
,11:07:43,6,1795,338.8,0.37,13.3,7,12.5,0.056,10,0.3,0.36
,11:07:44,6,1795,339.8,0.37,13.3,7,12.5,0.056,10,0.3,0.36
,11:07:45,6,1795,340.8,0.37,13.3,7,12.6,0.055,10,0.2,0.35
,11:07:46,6,1795,341.8,0.37,13.3,7,12.6,0.053,10,0.3,0.35
,11:07:47,6,1795,342.8,0.37,13.3,7,12.6,0.053,10,0.2,0.35
,11:07:48,6,1795,343.8,0.37,13.3,7,12.6,0.055,10,0.3,0.35
,11:07:49,6,1795,344.8,0.37,13.3,7,12.6,0.053,10,0.3,0.35
,11:07:50,6,1795,345.8,0.37,13.3,7,12.7,0.053,10,0.3,0.35
,11:07:51,6,1795,346.8,0.37,13.3,7,12.7,0.053,10,0.3,0.35
,11:07:52,6,1795,347.8,0.36,13.3,7,12.7,0.053,10,0.3,0.35
,11:07:53,6,1795,348.8,0.36,13.3,7,12.7,0.052,10,0.3,0.35
,11:07:54,6,1795,349.8,0.36,13.3,7,12.7,0.051,10,0.3,0.35
,11:07:55,6,1795,350.8,0.37,13.3,7,12.8,0.053,10,0.4,0.35
,11:07:56,6,1795,351.8,0.36,13.3,7,12.8,0.053,10,0.3,0.35
,11:07:57,6,1795,352.8,0.36,13.3,7,12.8,0.054,10,0.3,0.35
,11:07:58,6,1795,353.8,0.36,13.3,7,12.8,0.054,10,0.3,0.35
,11:07:59,6,1795,354.8,0.36,13.3,7,12.8,0.055,10,0.4,0.35
,11:08:00,6,1795,355.8,0.36,13.3,7,12.8,0.053,10,0.3,0.35
,11:08:01,6,1795,356.8,0.36,13.3,7,12.8,0.053,10,0.3,0.35
,11:08:02,6,1795,357.8,0.36,13.3,7,12.9,0.055,10,0.3,0.35
,11:08:03,6,1795,358.8,0.36,13.3,6,12.9,0.057,10,0.3,0.35
,11:08:04,6,1795,359.8,0.37,13.3,7,12.9,0.055,10,0.4,0.35
,11:08:05,6,1795,360.8,0.37,13.3,7,12.9,0.053,10,0.3,0.35
,11:08:06,6,1795,361.8,0.37,13.3,7,12.9,0.054,10,0.4,0.36
,11:08:07,6,1795,362.8,0.37,13.3,7,13,0.056,10,0.4,0.36
,11:08:08,6,1795,363.8,0.37,13.3,7,13,0.054,10,0.3,0.35
,11:08:09,6,1795,364.8,0.37,13.3,7,13,0.051,10,0.3,0.35
,11:08:10,6,1795,365.8,0.37,13.3,7,13,0.05,10,0.3,0.35
,11:08:11,6,1795,366.8,0.37,13.3,7,13,0.05,10,0.3,0.35
,11:08:12,6,1795,367.8,0.37,13.3,7,13.1,0.049,10,0.3,0.35
,11:08:13,6,1795,368.8,0.36,13.3,7,13.1,0.051,10,0.3,0.35
,11:08:14,6,1795,369.8,0.36,13.3,7,13.1,0.052,10,0.3,0.35
,11:08:15,6,1795,370.8,0.36,13.3,7,13.1,0.051,10,0.3,0.34
,11:08:16,6,1795,371.8,0.36,13.3,6,13.2,0.056,10,0.2,0.35
,11:08:17,6,1795,372.8,0.36,13.3,7,13.2,0.053,10,0.3,0.34
,11:08:18,6,1795,373.8,0.36,13.3,7,13.2,0.054,10,0.3,0.35
,11:08:19,6,1795,374.8,0.36,13.3,7,13.2,0.055,10,0.2,0.35
,11:08:20,6,1795,375.8,0.37,13.3,7,13.2,0.055,10,0.2,0.35
,11:08:21,6,1795,376.8,0.37,13.3,7,13.2,0.053,10,0.3,0.35
,11:08:22,6,1795,377.8,0.37,13.3,7,13.2,0.053,10,0.3,0.35
,11:08:23,6,1795,378.8,0.37,13.3,7,13.2,0.055,10,0.3,0.35
,11:08:24,6,1795,379.8,0.37,13.3,7,13.3,0.055,10,0.3,0.35
,11:08:25,6,1795,380.8,0.36,13.3,7,13.3,0.055,10,0.3,0.35
,11:08:26,6,1795,381.8,0.37,13.3,6,13.3,0.057,10,0.3,0.35
,11:08:27,6,1795,382.8,0.37,13.3,7,13.3,0.055,10,0.3,0.35
,11:08:28,6,1795,383.8,0.36,13.3,7,13.3,0.053,10,0.3,0.35
,11:08:29,6,1795,384.8,0.37,13.3,7,13.3,0.053,10,0.3,0.35
,11:08:30,6,1795,385.8,0.37,13.3,7,13.4,0.055,10,0.3,0.36
,11:08:31,6,1795,386.8,0.37,13.3,7,13.4,0.056,10,0.4,0.36
,11:08:32,6,1795,387.8,0.37,13.3,7,13.4,0.055,10,0.4,0.35
,11:08:33,6,1795,388.8,0.37,13.3,7,13.4,0.053,10,0.3,0.35
,11:08:34,6,1795,389.8,0.37,13.3,7,13.4,0.053,10,0.3,0.35
,11:08:35,6,1795,390.8,0.36,13.3,7,13.4,0.053,10,0.2,0.35
,11:08:36,6,1795,391.8,0.36,13.3,7,13.5,0.052,10,0.2,0.35
,11:08:37,6,1795,392.8,0.36,13.3,7,13.5,0.055,10,0.3,0.35
,11:08:38,6,1795,393.8,0.36,13.3,7,13.5,0.055,10,0.3,0.35
,11:08:39,6,1795,394.8,0.37,13.3,7,13.5,0.055,10,0.3,0.35
,11:08:40,6,1795,395.8,0.36,13.3,7,13.5,0.053,10,0.3,0.35
,11:08:41,6,1795,396.8,0.36,13.3,7,13.5,0.054,10,0.3,0.35
,11:08:42,6,1795,397.8,0.36,13.3,7,13.5,0.052,10,0.3,0.35
,11:08:43,6,1795,398.8,0.36,13.3,7,13.5,0.052,10,0.3,0.35
,11:08:44,6,1795,399.8,0.36,13.3,7,13.6,0.053,10,0.3,0.35
,11:08:45,6,1795,400.8,0.36,13.3,7,13.6,0.055,10,0.3,0.35
,11:08:46,6,1795,401.8,0.37,13.3,7,13.6,0.053,10,0.3,0.35
,11:08:47,6,1795,402.8,0.37,13.3,7,13.6,0.052,10,0.3,0.36
,11:08:48,6,1795,403.8,0.37,13.3,7,13.6,0.05,10,0.3,0.36
