Data file,,SORONA_ISO10_12C_001.TSV,,,,,,,,,,
,10:54:46,4,3600,2233.1,0.55,13.3,7,13.5,0.079,10,7.4,0.51
,10:54:47,4,3600,2234.1,0.55,13.3,7,13.5,0.077,10,7.4,0.52
,10:54:48,4,3600,2235.1,0.55,13.3,7,13.4,0.075,10,7.5,0.52
,10:54:49,4,3600,2236.1,0.55,13.3,7,13.5,0.077,10,7.5,0.52
,10:54:50,4,3600,2237.1,0.55,13.3,7,13.5,0.08,10,7.3,0.52
,10:54:51,4,3600,2238.1,0.55,13.3,7,13.4,0.083,10,6.9,0.52
,10:54:52,4,3600,2239.1,0.55,13.3,7,13.4,0.082,10,6.9,0.51
,10:54:53,4,3600,2240.1,0.54,13.3,6,13.4,0.085,10,7.2,0.51
,10:54:54,4,3600,2241.1,0.54,13.3,6,13.4,0.084,10,7.4,0.51
,10:54:55,4,3600,2242.1,0.55,13.3,7,13.4,0.082,10,7.6,0.51
,10:54:56,4,3600,2243.1,0.55,13.3,7,13.4,0.079,10,7.6,0.51
,10:54:57,4,3600,2244.1,0.56,13.3,7,13.4,0.08,10,7.5,0.52
,10:54:58,4,3600,2245.1,0.56,13.3,7,13.4,0.08,10,7.4,0.52
,10:54:59,4,3600,2246.1,0.56,13.3,7,13.4,0.078,10,7.3,0.52
,10:55:00,4,3600,2247.1,0.55,13.3,7,13.4,0.077,10,7.3,0.52
,10:55:01,4,3600,2248.1,0.55,13.3,7,13.4,0.076,10,7.5,0.51
,10:55:02,4,3600,2249.1,0.54,13.3,7,13.4,0.079,10,7.6,0.51
,10:55:03,4,3600,2250.1,0.54,13.3,7,13.4,0.082,10,7.5,0.51
,10:55:04,4,3600,2251.1,0.54,13.3,7,13.4,0.082,10,7.5,0.51
,10:55:05,4,3600,2252.1,0.54,13.3,7,13.4,0.082,10,7.5,0.51
,10:55:06,4,3600,2253.1,0.55,13.3,7,13.4,0.082,10,7.5,0.51
,10:55:07,4,3600,2254.1,0.55,13.3,7,13.4,0.082,10,7.7,0.51
,10:55:08,4,3600,2255.1,0.55,13.3,7,13.4,0.08,10,7.5,0.52
,10:55:09,4,3600,2256.1,0.55,13.3,7,13.4,0.083,10,7.5,0.52
,10:55:10,4,3600,2257.1,0.55,13.3,7,13.4,0.082,10,7.6,0.51
,10:55:11,4,3600,2258.1,0.54,13.3,7,13.4,0.082,10,7.6,0.51
,10:55:12,4,3600,2259.1,0.55,13.3,7,13.3,0.082,10,7.7,0.51
,10:55:13,4,3600,2260.1,0.55,13.3,7,13.3,0.079,10,7.6,0.51
,10:55:14,4,3600,2261.1,0.55,13.3,7,13.3,0.077,10,7.6,0.52
,10:55:15,4,3600,2262.1,0.55,13.3,7,13.3,0.075,10,7.5,0.52
,10:55:16,4,3600,2263.1,0.55,13.3,7,13.3,0.077,10,7.5,0.52
,10:55:17,4,3600,2264.1,0.55,13.3,7,13.3,0.077,10,7.7,0.52
,10:55:18,4,3600,2265.1,0.55,13.3,7,13.3,0.079,10,7.8,0.51
,10:55:19,4,3600,2266.1,0.55,13.3,7,13.3,0.079,10,7.8,0.51
,10:55:20,4,3600,2267.1,0.54,13.3,7,13.3,0.081,10,7.9,0.51
,10:55:21,4,3600,2268.1,0.54,13.3,6,13.3,0.084,10,7.9,0.51
,10:55:22,4,3600,2269.1,0.54,13.3,7,13.3,0.082,10,7.9,0.51
,10:55:23,4,3600,2270.1,0.55,13.3,7,13.3,0.082,10,7.9,0.52
,10:55:24,4,3600,2271.1,0.55,13.3,7,13.3,0.083,10,7.8,0.52
,10:55:25,4,3600,2272.1,0.55,13.3,6,13.2,0.086,10,7.8,0.52
,10:55:26,4,3600,2273.1,0.55,13.3,7,13.2,0.083,10,7.7,0.52
,10:55:27,4,3600,2274.1,0.55,13.3,7,13.2,0.079,10,7.7,0.51
,10:55:28,4,3600,2275.1,0.55,13.3,7,13.2,0.077,10,7.7,0.52
,10:55:29,4,3600,2276.1,0.55,13.3,7,13.2,0.08,10,7.6,0.52
,10:55:30,4,3600,2277.1,0.55,13.3,7,13.2,0.079,10,7.7,0.51
,10:55:31,4,3600,2278.1,0.55,13.3,7,13.2,0.082,10,7.6,0.51
,10:55:32,4,3600,2279.1,0.55,13.3,7,13.2,0.082,10,7.5,0.51
,10:55:33,4,3600,2280.1,0.55,13.3,7,13.2,0.083,10,7.5,0.52
,10:55:34,4,3600,2281.1,0.55,13.3,7,13.2,0.082,10,7.6,0.52
,10:55:35,4,3600,2282.1,0.55,13.3,7,13.2,0.08,10,7.6,0.52
,10:55:36,4,3600,2283.1,0.55,13.3,7,13.2,0.08,10,7.5,0.52
,10:55:37,4,3600,2284.1,0.55,13.3,7,13.2,0.08,10,7.6,0.52
,10:55:38,4,3600,2285.1,0.56,13.3,7,13.2,0.08,10,7.7,0.52
,10:55:39,4,3600,2286.1,0.55,13.3,7,13.1,0.083,10,7.8,0.52
,10:55:40,4,3600,2287.1,0.55,13.3,7,13.1,0.082,10,7.7,0.51
,10:55:41,4,3600,2288.1,0.55,13.3,7,13.1,0.082,10,7.9,0.51
,10:55:42,4,3600,2289.1,0.55,13.3,7,13.1,0.08,10,7.8,0.52
,10:55:43,4,3600,2290.1,0.56,13.3,7,13.1,0.08,10,7.8,0.52
,10:55:44,4,3600,2291.1,0.55,13.3,7,13.1,0.077,10,7.8,0.52
,10:55:45,4,3600,2292.1,0.55,13.3,7,13.1,0.077,10,7.7,0.52
,10:55:46,4,3600,2293.1,0.55,13.3,7,13.1,0.082,10,7.6,0.51
,10:55:47,4,3600,2294.1,0.55,13.3,7,13.1,0.082,10,7.6,0.51
,10:55:48,4,3600,2295.1,0.55,13.3,7,13.1,0.082,10,7.6,0.51
,10:55:49,4,3600,2296.1,0.55,13.3,7,13.1,0.082,10,7.7,0.51
,10:55:50,4,3600,2297.1,0.55,13.3,7,13.1,0.083,10,7.7,0.52
,10:55:51,4,3600,2298.1,0.55,13.3,7,13.1,0.08,10,7.7,0.52
,10:55:52,4,3600,2299.1,0.55,13.3,7,13,0.08,10,7.7,0.52
,10:55:53,4,3600,2300.1,0.55,13.3,7,13,0.076,10,7.3,0.51
,10:55:54,4,3600,2301.1,0.54,13.3,7,13,0.079,10,7.4,0.51
,10:55:55,4,3600,2302.1,0.54,13.3,7,13,0.078,10,7.5,0.5
,10:55:56,4,3600,2303.1,0.54,13.3,7,13,0.078,10,7.3,0.51
,10:55:57,4,3600,2304.1,0.54,13.3,7,13,0.082,10,7.2,0.51
,10:55:58,4,3600,2305.1,0.55,13.3,7,13,0.082,10,7.1,0.51
,10:55:59,4,3600,2306.1,0.55,13.3,7,13,0.083,10,7.1,0.52
,10:56:00,4,3600,2307.1,0.55,13.3,7,13,0.083,10,7.1,0.52
,10:56:01,4,3600,2308.1,0.56,13.3,7,13,0.084,10,7.2,0.52
,10:56:02,4,3600,2309.1,0.56,13.3,7,13,0.081,10,7.2,0.52
,10:56:03,4,3600,2310.1,0.56,13.3,7,12.9,0.08,10,7.1,0.52
,10:56:04,4,3600,2311.1,0.55,13.3,7,12.9,0.08,10,7.1,0.52
,10:56:05,4,3600,2312.1,0.55,13.3,7,12.9,0.079,10,7,0.51
,10:56:06,4,3600,2313.1,0.55,13.3,7,12.9,0.079,10,7,0.51
,10:56:07,4,3600,2314.1,0.55,13.3,7,12.9,0.082,10,7.1,0.51
,10:56:08,4,3600,2315.1,0.55,13.3,7,12.9,0.082,10,7.2,0.51
,10:56:09,4,3600,2316.1,0.55,13.3,7,12.9,0.082,10,7.2,0.51
,10:56:10,4,3600,2317.1,0.55,13.3,7,12.9,0.079,10,6.9,0.51
,10:56:11,4,3600,2318.1,0.55,13.3,7,12.9,0.082,10,6.3,0.51
,10:56:12,4,3600,2319.1,0.54,13.3,6,12.9,0.085,10,6.6,0.51
,10:56:13,4,3600,2320.1,0.54,13.3,7,12.9,0.082,10,6.4,0.51
,10:56:14,4,3600,2321.1,0.55,13.3,7,12.9,0.079,10,6.5,0.51
,10:56:15,4,3600,2322.1,0.55,13.3,7,12.8,0.076,10,6.5,0.51
,10:56:16,4,3600,2323.1,0.55,13.3,7,12.8,0.077,10,6.5,0.52
,10:56:17,4,3600,2324.1,0.55,13.3,7,12.8,0.077,10,6.6,0.52
,10:56:18,4,3600,2325.1,0.55,13.3,7,12.8,0.08,10,6.3,0.52
,10:56:19,4,3600,2326.1,0.55,13.3,7,12.8,0.082,10,6.4,0.51
,10:56:20,4,3600,2327.1,0.54,13.3,7,12.8,0.082,10,6.2,0.51
,10:56:21,4,3600,2328.1,0.55,13.3,7,12.8,0.082,10,6.5,0.51
,10:56:22,4,3600,2329.1,0.55,13.3,7,12.8,0.079,10,6.6,0.51
,10:56:23,4,3600,2330.1,0.55,13.3,7,12.7,0.08,10,6.6,0.52
,10:56:24,4,3600,2331.1,0.55,13.3,7,12.7,0.076,10,6.7,0.51
,10:56:25,4,3600,2332.1,0.54,13.3,7,12.7,0.079,10,6.9,0.51
,10:56:26,4,3600,2333.1,0.54,13.3,7,12.7,0.079,10,7,0.51
,10:56:27,4,3600,2334.1,0.54,13.3,7,12.7,0.082,10,7,0.51
,10:56:28,4,3600,2335.1,0.55,13.3,7,12.7,0.082,10,6.8,0.51
,10:56:29,4,3600,2336.1,0.55,13.3,7,12.7,0.082,10,6.9,0.51
,10:56:30,4,3600,2337.1,0.55,13.3,7,12.7,0.079,10,6.9,0.52
,10:56:31,4,3600,2338.1,0.55,13.3,7,12.7,0.08,10,6.7,0.52
,10:56:32,4,3600,2339.1,0.55,13.3,7,12.7,0.077,10,6.6,0.52
,10:56:33,4,3600,2340.1,0.55,13.3,7,12.7,0.076,10,6.7,0.51
,10:56:34,4,3600,2341.1,0.55,13.3,7,12.6,0.079,10,6.3,0.51
,10:56:35,4,3600,2342.1,0.54,13.3,7,12.6,0.082,10,5.9,0.51
,10:56:36,4,3600,2343.1,0.54,13.3,7,12.6,0.081,10,6.2,0.51
,10:56:37,4,3600,2344.1,0.54,13.3,7,12.6,0.081,10,6.1,0.51
,10:56:38,4,3600,2345.1,0.55,13.3,7,12.6,0.082,10,5.9,0.51
,10:56:39,4,3600,2346.1,0.55,13.3,7,12.6,0.079,10,5.8,0.51
,10:56:40,4,3600,2347.1,0.55,13.3,7,12.6,0.076,10,6.6,0.51
,10:56:41,4,3600,2348.1,0.55,13.3,7,12.6,0.079,10,6.1,0.51
,10:56:42,4,3600,2349.1,0.54,13.3,7,12.5,0.082,10,6.2,0.51
,10:56:43,4,3600,2350.1,0.54,13.3,7,12.5,0.082,10,6.4,0.51
,10:56:44,4,3600,2351.1,0.54,13.3,7,12.5,0.082,10,7.4,0.51
,10:56:45,4,3600,2352.1,0.55,13.3,7,12.5,0.082,10,7.5,0.51
,10:56:46,4,3600,2353.1,0.55,13.3,7,12.5,0.079,10,7.3,0.51
,10:56:47,4,3600,2354.1,0.55,13.3,7,12.5,0.076,10,7.2,0.51
,10:56:48,4,3600,2355.1,0.54,13.3,7,12.5,0.079,10,7.3,0.51
,10:56:49,4,3600,2356.1,0.54,13.3,7,12.5,0.081,10,6.9,0.51
,10:56:50,4,3600,2357.1,0.54,13.3,7,12.5,0.081,10,7.1,0.51
,10:56:51,4,3600,2358.1,0.54,13.3,7,12.5,0.081,10,7.9,0.51
,10:56:52,4,3600,2359.1,0.54,13.3,7,12.4,0.082,10,8,0.51
,10:56:53,4,3600,2360.1,0.54,13.3,7,12.4,0.078,10,8.5,0.51
,10:56:54,4,3600,2361.1,0.54,13.3,7,12.4,0.079,10,8.5,0.51
,10:56:55,4,3600,2362.1,0.55,13.3,7,12.4,0.079,10,8.7,0.51
,10:56:56,4,3600,2363.1,0.54,13.3,7,12.4,0.082,10,8.7,0.51
,10:56:57,4,3600,2364.1,0.55,13.3,7,12.4,0.082,10,8.6,0.51
,10:56:58,4,3600,2365.1,0.55,13.3,6,12.4,0.085,10,8.8,0.51
,10:56:59,4,3600,2366.1,0.55,13.3,7,12.4,0.083,10,8.9,0.52
,10:57:00,4,3600,2367.1,0.56,13.3,7,12.3,0.084,10,8.9,0.52
,10:57:01,4,3600,2368.1,0.56,13.3,7,12.3,0.08,10,9,0.52
,10:57:02,4,3600,2369.1,0.55,13.3,7,12.3,0.077,10,9,0.52
,10:57:03,4,3600,2370.1,0.55,13.3,7,12.3,0.077,10,9,0.52
,10:57:04,4,3600,2371.1,0.55,13.3,7,12.3,0.08,10,8.4,0.52
,10:57:05,4,3600,2372.1,0.55,13.3,7,12.3,0.083,10,8.8,0.52
,10:57:06,4,3600,2373.1,0.55,13.3,7,12.3,0.083,10,8.6,0.52
,10:57:07,4,3600,2374.1,0.55,13.3,7,12.3,0.083,10,8.3,0.52
,10:57:08,4,3600,2375.1,0.55,13.3,7,12.3,0.083,10,7.9,0.52
,10:57:09,4,3600,2376.1,0.56,13.3,7,12.3,0.08,10,7.5,0.52
,10:57:10,4,3600,2377.1,0.55,13.3,7,12.2,0.08,10,7.8,0.52
,10:57:11,4,3600,2378.1,0.55,13.3,7,12.2,0.08,10,8.3,0.52
,10:57:12,4,3600,2379.1,0.55,13.3,7,12.2,0.083,10,8.3,0.51
,10:57:13,4,3600,2380.1,0.55,13.3,7,12.2,0.082,10,8.3,0.51
,10:57:14,4,3600,2381.1,0.55,13.3,7,12.2,0.082,10,7.9,0.51
,10:57:15,4,3600,2382.1,0.55,13.3,7,12.2,0.079,10,7.7,0.51
,10:57:16,4,3600,2383.1,0.55,13.3,7,12.2,0.079,10,7,0.51
,10:57:17,4,3600,2384.1,0.55,13.3,7,12.2,0.079,10,6.8,0.51
,10:57:18,4,3600,2385.1,0.55,13.3,7,12.1,0.079,10,7,0.51
,10:57:19,4,3600,2386.1,0.55,13.3,7,12.1,0.083,10,7.5,0.52
,10:57:20,4,3600,2387.1,0.55,13.3,7,12.1,0.082,10,7.2,0.51
,10:57:21,4,3600,2388.1,0.55,13.3,7,12.1,0.082,10,6.9,0.51
,10:57:22,4,3600,2389.1,0.55,13.3,7,12.1,0.082,10,7.1,0.51
,10:57:23,4,3600,2390.1,0.55,13.3,7,12.1,0.079,10,6.7,0.51
,10:57:24,4,3600,2391.1,0.55,13.3,7,12.1,0.08,10,6.5,0.52
,10:57:25,4,3600,2392.1,0.55,13.3,7,12.1,0.08,10,5.8,0.52
,10:57:26,4,3600,2393.1,0.56,13.3,7,12.1,0.084,10,6,0.52
,10:57:27,4,3600,2394.1,0.56,13.3,7,12,0.084,10,5.8,0.52
,10:57:28,4,3600,2395.1,0.56,13.3,7,12,0.081,10,5.7,0.52
,10:57:29,4,3600,2396.1,0.56,13.3,7,12,0.078,10,7.4,0.52
,10:57:30,4,3600,2397.1,0.56,13.3,7,12,0.078,10,6,0.52
,10:57:31,4,3600,2398.1,0.56,13.3,7,12,0.08,10,6,0.52
,10:57:32,4,3600,2399.1,0.55,13.3,7,12,0.083,10,6.8,0.52
,10:57:33,4,3600,2400.1,0.55,13.3,7,12,0.082,10,5.4,0.51
,10:57:34,4,3600,2401.1,0.55,13.3,7,11.9,0.079,10,7.6,0.51
,10:57:35,4,3600,2402.1,0.55,13.3,7,11.9,0.079,10,9.2,0.51
,10:57:36,4,3600,2403.1,0.55,13.3,7,11.9,0.08,10,8.1,0.52
,10:57:37,4,3600,2404.1,0.55,13.3,7,11.9,0.082,10,7.1,0.51
,10:57:38,4,3600,2405.1,0.55,13.3,7,11.9,0.082,10,5.9,0.51
,10:57:39,4,3600,2406.1,0.55,13.3,7,11.9,0.082,10,7.5,0.51
,10:57:40,4,3600,2407.1,0.55,13.3,7,11.9,0.083,10,8.1,0.52
,10:57:41,4,3600,2408.1,0.55,13.3,7,11.8,0.077,10,7.9,0.52
,10:57:42,4,3600,2409.1,0.55,13.3,7,11.9,0.08,10,9.8,0.52
,10:57:43,4,3600,2410.1,0.55,13.3,7,11.8,0.08,10,9.8,0.52
,10:57:44,4,3600,2411.1,0.55,13.3,7,11.8,0.08,10,8.6,0.52
,10:57:45,4,3600,2412.1,0.55,13.3,7,11.8,0.083,10,8,0.52
,10:57:46,4,3600,2413.1,0.55,13.3,7,11.8,0.079,10,8.5,0.51
,10:57:47,4,3600,2414.1,0.54,13.3,7,11.8,0.079,10,8.8,0.51
,10:57:48,4,3600,2415.1,0.54,13.3,7,11.8,0.078,10,9.2,0.51
,10:57:49,4,3600,2416.1,0.54,13.3,7,11.7,0.081,10,8.6,0.51
,10:57:50,4,3600,2417.1,0.54,13.3,7,11.7,0.081,10,9.6,0.51
,10:57:51,4,3600,2418.1,0.55,13.3,7,11.7,0.079,10,10,0.51
,10:57:52,4,3600,2419.1,0.55,13.3,7,11.7,0.08,10,9.1,0.52
,10:57:53,4,3600,2420.1,0.56,13.3,7,11.7,0.08,10,9.3,0.52
,10:57:54,4,3600,2421.1,0.55,13.3,7,11.7,0.079,10,10.8,0.51
,10:57:55,4,3600,2422.1,0.54,13.3,7,11.7,0.082,10,8.3,0.51
,10:57:56,4,3600,2423.1,0.54,13.3,7,11.7,0.082,10,9,0.51
,10:57:57,4,3600,2424.1,0.55,13.3,7,11.6,0.082,10,10.1,0.51
,10:57:58,4,3600,2425.1,0.55,13.3,7,11.6,0.079,10,9.7,0.51
,10:57:59,4,3600,2426.1,0.55,13.3,7,11.6,0.079,10,7.1,0.51
,10:58:00,4,3600,2427.1,0.55,13.3,7,11.6,0.079,10,6.8,0.51
,10:58:01,4,3600,2428.1,0.55,13.3,7,11.6,0.08,10,7.2,0.52
,10:58:02,4,3600,2429.1,0.56,13.3,7,11.6,0.08,10,6.4,0.52
,10:58:03,4,3600,2430.1,0.56,13.3,7,11.6,0.084,10,7.4,0.52
,10:58:04,4,3600,2431.1,0.56,13.3,7,11.6,0.084,10,9.9,0.52
,10:58:05,4,3600,2432.1,0.56,13.3,7,11.5,0.081,10,8,0.52
,10:58:06,4,3600,2433.1,0.56,13.3,7,11.5,0.081,10,9.6,0.52
,10:58:07,4,3600,2434.1,0.56,13.3,7,11.5,0.084,10,8.6,0.52
,10:58:08,4,3600,2435.1,0.55,13.3,7,11.5,0.083,10,8.5,0.51
,10:58:09,4,3600,2436.1,0.55,13.3,7,11.5,0.079,10,8.5,0.51
,10:58:10,4,3600,2437.1,0.55,13.3,7,11.5,0.079,10,7.1,0.51
,10:58:11,4,3600,2438.1,0.55,13.3,7,11.4,0.079,10,6.5,0.52
,10:58:12,4,3600,2439.1,0.55,13.3,7,11.4,0.08,10,7.2,0.52
,10:58:13,4,3600,2440.1,0.55,13.3,7,11.4,0.079,10,9.4,0.51
,10:58:14,4,3600,2441.1,0.55,13.3,7,11.4,0.082,10,9.4,0.51
,10:58:15,4,3600,2442.1,0.55,13.3,7,11.4,0.082,10,8.4,0.51
,10:58:16,4,3600,2443.1,0.55,13.3,7,11.4,0.08,10,10.2,0.52
,10:58:17,4,3600,2444.1,0.55,13.3,7,11.4,0.08,10,9.2,0.52
,10:58:18,4,3600,2445.1,0.55,13.3,7,11.3,0.08,10,7.3,0.52
,10:58:19,4,3600,2446.1,0.55,13.3,7,11.3,0.08,10,7.7,0.52
,10:58:20,4,3600,2447.1,0.55,13.3,7,11.3,0.079,10,7.6,0.51
,10:58:21,4,3600,2448.1,0.54,13.3,7,11.3,0.082,10,7.5,0.51
,10:58:22,4,3600,2449.1,0.54,13.3,6,11.3,0.084,10,6.7,0.51
,10:58:23,4,3600,2450.1,0.55,13.3,7,11.3,0.082,10,8,0.51
,10:58:24,4,3600,2451.1,0.55,13.3,7,11.3,0.083,10,8.6,0.52
,10:58:25,4,3600,2452.1,0.55,13.3,7,11.3,0.083,10,8.7,0.52
,10:58:26,4,3600,2453.1,0.55,13.3,7,11.3,0.083,10,8.2,0.52
,10:58:27,4,3600,2454.1,0.55,13.3,7,11.2,0.08,10,8.8,0.52
,10:58:28,4,3600,2455.1,0.56,13.3,7,11.2,0.078,10,9.5,0.52
,10:58:29,4,3600,2456.1,0.56,13.3,7,11.2,0.078,10,9.3,0.52
,10:58:30,4,3600,2457.1,0.56,13.3,7,11.2,0.08,10,8.6,0.52
,10:58:31,4,3600,2458.1,0.56,13.3,7,11.2,0.08,10,9,0.52
,10:58:32,4,3600,2459.1,0.55,13.3,7,11.2,0.083,10,10.5,0.52
,10:58:33,4,3600,2460.1,0.55,13.3,7,11.1,0.083,10,10.2,0.52
,10:58:34,4,3600,2461.1,0.55,13.3,7,11.1,0.08,10,10.3,0.52
,10:58:35,4,3600,2462.1,0.55,13.3,7,11.1,0.079,10,9,0.51
,10:58:36,4,3600,2463.1,0.55,13.3,7,11.1,0.077,10,8.8,0.52
,10:58:37,4,3600,2464.1,0.55,13.3,7,11.1,0.077,10,10.8,0.52
,10:58:38,4,3600,2465.1,0.56,13.3,7,11.1,0.08,10,9.9,0.52
,10:58:39,4,3600,2466.1,0.55,13.3,7,11.1,0.08,10,11.1,0.52
,10:58:40,4,3600,2467.1,0.55,13.3,7,11.1,0.083,10,10.9,0.52
,10:58:41,4,3600,2468.1,0.55,13.3,7,11.1,0.083,10,11.2,0.52
,10:58:42,4,3600,2469.1,0.55,13.3,7,11,0.083,10,12.3,0.52
,10:58:43,4,3600,2470.1,0.55,13.3,7,11,0.08,10,10.7,0.52
,10:58:44,4,3600,2471.1,0.55,13.3,7,11,0.08,10,9.8,0.52
,10:58:45,4,3600,2472.1,0.55,13.3,7,11,0.077,10,9.8,0.52
,10:58:46,4,3600,2473.1,0.55,13.3,7,11,0.077,10,9.3,0.52
,10:58:47,4,3600,2474.1,0.56,13.3,7,11,0.08,10,8.4,0.52
,10:58:48,4,3600,2475.1,0.56,13.3,7,11,0.084,10,8,0.52
,10:58:49,4,3600,2476.1,0.55,13.3,7,10.9,0.083,10,7.6,0.52
,10:58:50,4,3600,2477.1,0.55,13.3,7,10.9,0.082,10,8.9,0.51
,10:58:51,4,3600,2478.1,0.55,13.3,7,10.9,0.082,10,9.1,0.51
,10:58:52,4,3600,2479.1,0.55,13.3,7,10.9,0.079,10,8.8,0.51
,10:58:53,4,3600,2480.1,0.55,13.3,7,10.9,0.077,10,8.2,0.52
,10:58:54,4,3600,2481.1,0.55,13.3,7,10.9,0.079,10,8.3,0.51
,10:58:55,4,3600,2482.1,0.55,13.3,7,10.9,0.082,10,8,0.51
,10:58:56,4,3600,2483.1,0.55,13.3,7,10.9,0.082,10,7.3,0.51
,10:58:57,4,3600,2484.1,0.55,13.3,7,10.8,0.082,10,7.1,0.51
,10:58:58,4,3600,2485.1,0.55,13.3,7,10.8,0.082,10,7.3,0.51
,10:58:59,4,3600,2486.1,0.54,13.3,7,10.8,0.079,10,6.9,0.51
,10:59:00,4,3600,2487.1,0.55,13.3,7,10.8,0.076,10,6.7,0.51
,10:59:01,4,3600,2488.1,0.55,13.3,7,10.8,0.074,10,8.7,0.51
,10:59:02,4,3600,2489.1,0.55,13.3,7,10.8,0.077,10,10.9,0.52
,10:59:03,4,3600,2490.1,0.55,13.3,7,10.8,0.083,10,9.6,0.52
,10:59:04,4,3600,2491.1,0.55,13.3,6,10.8,0.086,10,11.2,0.51
,10:59:05,4,3600,2492.1,0.55,13.3,7,10.8,0.082,10,12.4,0.51
,10:59:06,4,3600,2493.1,0.54,13.3,7,10.8,0.082,10,12.2,0.51
,10:59:07,4,3600,2494.1,0.55,13.3,7,10.7,0.082,10,12.5,0.51
,10:59:08,4,3600,2495.1,0.55,13.3,7,10.7,0.079,10,12.8,0.51
,10:59:09,4,3600,2496.1,0.55,13.3,7,10.7,0.076,10,12.8,0.51
,10:59:10,4,3600,2497.1,0.55,13.3,7,10.7,0.076,10,12.3,0.51
,10:59:11,4,3600,2498.1,0.55,13.3,7,10.7,0.079,10,12.6,0.51
,10:59:12,4,3600,2499.1,0.55,13.3,7,10.7,0.082,10,13.2,0.51
,10:59:13,4,3600,2500.1,0.54,13.3,7,10.7,0.082,10,13.1,0.51
,10:59:14,4,3600,2501.1,0.55,13.3,7,10.7,0.082,10,13.4,0.51
,10:59:15,4,3600,2502.1,0.55,13.3,7,10.7,0.082,10,13.6,0.51
,10:59:16,4,3600,2503.1,0.55,13.3,7,10.6,0.082,10,12.7,0.51
,10:59:17,4,3600,2504.1,0.55,13.3,7,10.6,0.077,10,11.1,0.52
,10:59:18,4,3600,2505.1,0.55,13.3,7,10.6,0.077,10,10.1,0.52
,10:59:19,4,3600,2506.1,0.55,13.3,7,10.6,0.08,10,8.9,0.52
,10:59:20,4,3600,2507.1,0.55,13.3,7,10.6,0.082,10,8,0.51
,10:59:21,4,3600,2508.1,0.55,13.3,7,10.6,0.082,10,7.8,0.51
,10:59:22,4,3600,2509.1,0.55,13.3,7,10.6,0.082,10,7.7,0.51
,10:59:23,4,3600,2510.1,0.55,13.3,7,10.6,0.08,10,7.5,0.52
,10:59:24,4,3600,2511.1,0.55,13.3,7,10.6,0.08,10,7.3,0.52
,10:59:25,4,3600,2512.1,0.55,13.3,7,10.6,0.077,10,7.1,0.52
,10:59:26,4,3600,2513.1,0.55,13.3,7,10.6,0.077,10,7,0.52
,10:59:27,4,3600,2514.1,0.55,13.3,7,10.6,0.08,10,6.8,0.52
,10:59:28,4,3600,2515.1,0.55,13.3,7,10.6,0.083,10,6.7,0.52
,10:59:29,4,3600,2516.1,0.55,13.3,7,10.6,0.083,10,6.5,0.52
,10:59:30,4,3600,2517.1,0.55,13.3,7,10.5,0.082,10,6.3,0.51
,10:59:31,4,3600,2518.1,0.55,13.3,7,10.5,0.082,10,6.3,0.51
,10:59:32,4,3600,2519.1,0.55,13.3,7,10.5,0.082,10,6.2,0.51
,10:59:33,4,3600,2520.1,0.55,13.3,7,10.5,0.083,10,6.2,0.52
,10:59:34,4,3600,2521.1,0.56,13.3,7,10.5,0.08,10,6.3,0.52
,10:59:35,4,3600,2522.1,0.56,13.3,7,10.5,0.08,10,6.2,0.52
,10:59:36,4,3600,2523.1,0.55,13.3,7,10.5,0.08,10,6.2,0.52
,10:59:37,4,3600,2524.1,0.55,13.3,7,10.5,0.082,10,6,0.51
,10:59:38,4,3600,2525.1,0.55,13.3,7,10.5,0.082,10,5.6,0.51
,10:59:39,4,3600,2526.1,0.55,13.3,7,10.5,0.082,10,5.3,0.52
,10:59:40,4,3600,2527.1,0.55,13.3,7,10.5,0.083,10,5.1,0.52
,10:59:41,4,3600,2528.1,0.56,13.3,7,10.5,0.084,10,5,0.52
,10:59:42,4,3600,2529.1,0.55,13.3,7,10.5,0.08,10,4.9,0.52
,10:59:43,4,3600,2530.1,0.55,13.3,7,10.5,0.077,10,5,0.52
,10:59:44,4,3600,2531.1,0.55,13.3,7,10.5,0.08,10,5.1,0.52
,10:59:45,4,3600,2532.1,0.55,13.3,7,10.5,0.08,10,5.1,0.52
,10:59:46,4,3600,2533.1,0.56,13.3,7,10.5,0.081,10,5,0.52
,10:59:47,4,3600,2534.1,0.56,13.3,7,10.5,0.084,10,5,0.52
,10:59:48,4,3600,2535.1,0.56,13.3,7,10.4,0.084,10,4.7,0.53
,10:59:49,4,3600,2536.1,0.56,13.3,7,10.4,0.084,10,4.5,0.53
,10:59:50,4,3600,2537.1,0.56,13.3,7,10.4,0.081,10,4.4,0.52
,10:59:51,4,3600,2538.1,0.56,13.3,7,10.4,0.08,10,4.3,0.52
,10:59:52,4,3600,2539.1,0.56,13.3,7,10.4,0.078,10,4.3,0.52
,10:59:53,4,3600,2540.1,0.56,13.3,7,10.4,0.078,10,4.2,0.52
,10:59:54,4,3600,2541.1,0.56,13.3,7,10.4,0.081,10,4.1,0.53
,10:59:55,4,3600,2542.1,0.56,13.3,7,10.4,0.084,10,3.9,0.52
,10:59:56,4,3600,2543.1,0.55,13.3,7,10.4,0.083,10,3.9,0.52
,10:59:57,4,3600,2544.1,0.55,13.3,7,10.4,0.082,10,3.9,0.51
