Data file,,RA0.3_PDMS_12C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,06/04/2016,,,,,,,,,,
Lubricant,,Polydimethyl Silicone,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,Grit 320,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 16:13:32 on 07/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:26:39,4,2700,765.5,0.96,13.3,9,11.9,0.107,10,0,0.9
,16:26:40,4,2700,766.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:41,4,2700,767.5,0.97,13.3,9,11.8,0.105,10,0,0.91
,16:26:42,4,2700,768.5,0.97,13.3,9,11.8,0.105,10,0,0.91
,16:26:43,4,2700,769.5,0.97,13.3,9,11.8,0.105,10,0,0.91
,16:26:44,4,2700,770.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:45,4,2700,771.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:46,4,2700,772.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:47,4,2700,773.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:48,4,2700,774.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:49,4,2700,775.5,0.96,13.3,9,11.8,0.107,10,0,0.9
,16:26:50,4,2700,776.5,0.95,13.3,9,11.7,0.109,10,0,0.89
,16:26:51,4,2700,777.5,0.95,13.3,9,11.7,0.106,10,0,0.89
,16:26:52,4,2700,778.5,0.96,13.3,9,11.7,0.107,10,0,0.9
,16:26:53,4,2700,779.5,0.96,13.3,9,11.7,0.104,10,0,0.9
,16:26:54,4,2700,780.5,0.96,13.3,9,11.7,0.104,10,0.1,0.9
,16:26:55,4,2700,781.5,0.96,13.3,9,11.7,0.107,10,0,0.9
,16:26:56,4,2700,782.5,0.96,13.3,9,11.7,0.107,10,0,0.9
,16:26:57,4,2700,783.5,0.96,13.3,9,11.6,0.107,10,0,0.9
,16:26:58,4,2700,784.5,0.96,13.3,9,11.6,0.107,10,0,0.9
,16:26:59,4,2700,785.5,0.96,13.3,9,11.6,0.104,10,0,0.9
,16:27:00,4,2700,786.5,0.96,13.3,9,11.6,0.104,10,0.1,0.9
,16:27:01,4,2700,787.5,0.96,13.3,9,11.6,0.107,10,0,0.9
,16:27:02,4,2700,788.5,0.96,13.3,9,11.6,0.107,10,0,0.9
,16:27:03,4,2700,789.5,0.96,13.3,9,11.6,0.107,10,0.1,0.9
,16:27:04,4,2700,790.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:05,4,2700,791.5,0.96,13.3,9,11.5,0.104,10,0,0.9
,16:27:06,4,2700,792.5,0.96,13.3,9,11.5,0.104,10,0,0.9
,16:27:07,4,2700,793.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:08,4,2700,794.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:09,4,2700,795.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:10,4,2700,796.5,0.96,13.3,9,11.5,0.104,10,0.1,0.9
,16:27:11,4,2700,797.5,0.96,13.3,9,11.5,0.104,10,0.1,0.9
,16:27:12,4,2700,798.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:13,4,2700,799.5,0.96,13.3,9,11.5,0.107,10,0,0.9
,16:27:14,4,2700,800.5,0.96,13.3,9,11.4,0.107,10,0.1,0.9
,16:27:15,4,2700,801.5,0.96,13.3,9,11.4,0.104,10,0,0.9
,16:27:16,4,2700,802.5,0.96,13.3,9,11.4,0.104,10,0,0.9
,16:27:17,4,2700,803.5,0.96,13.3,9,11.4,0.104,10,0,0.9
,16:27:18,4,2700,804.5,0.96,13.3,9,11.4,0.107,10,0,0.9
,16:27:19,4,2700,805.5,0.96,13.3,9,11.4,0.107,10,0,0.9
,16:27:20,4,2700,806.5,0.96,13.3,9,11.4,0.107,10,0,0.9
,16:27:21,4,2700,807.5,0.96,13.3,9,11.3,0.104,10,0,0.9
,16:27:22,4,2700,808.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:23,4,2700,809.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:24,4,2700,810.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:25,4,2700,811.5,0.96,13.3,9,11.3,0.11,10,0,0.9
,16:27:26,4,2700,812.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:27,4,2700,813.5,0.96,13.3,9,11.3,0.104,10,0,0.9
,16:27:28,4,2700,814.5,0.96,13.3,9,11.3,0.104,10,0,0.9
,16:27:29,4,2700,815.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:30,4,2700,816.5,0.96,13.3,9,11.3,0.107,10,0,0.9
,16:27:31,4,2700,817.5,0.96,13.3,9,11.2,0.107,10,0,0.9
,16:27:32,4,2700,818.5,0.96,13.3,9,11.2,0.104,10,0,0.9
,16:27:33,4,2700,819.5,0.96,13.3,9,11.2,0.104,10,0,0.9
,16:27:34,4,2700,820.5,0.96,13.3,9,11.2,0.107,10,0,0.9
,16:27:35,4,2700,821.5,0.96,13.3,9,11.2,0.107,10,0,0.9
,16:27:36,4,2700,822.5,0.96,13.3,9,11.2,0.107,10,0,0.9
,16:27:37,4,2700,823.5,0.96,13.3,9,11.2,0.107,10,0,0.9
,16:27:38,4,2700,824.5,0.96,13.3,9,11.1,0.107,10,0,0.9
,16:27:39,4,2700,825.5,0.96,13.3,9,11.1,0.104,10,0,0.9
,16:27:40,4,2700,826.5,0.96,13.3,9,11.1,0.107,10,0,0.9
,16:27:41,4,2700,827.5,0.96,13.3,9,11.1,0.107,10,0,0.9
,16:27:42,4,2700,828.5,0.96,13.3,9,11.1,0.111,10,0,0.9
,16:27:43,4,2700,829.5,0.97,13.3,9,11.1,0.108,10,0,0.91
,16:27:44,4,2700,830.5,0.97,13.3,9,11.1,0.108,10,0,0.91
,16:27:45,4,2700,831.5,0.96,13.3,9,11.1,0.104,10,0,0.9
,16:27:46,4,2700,832.5,0.96,13.3,9,11.1,0.107,10,0.1,0.9
,16:27:47,4,2700,833.5,0.96,13.3,9,11,0.11,10,0,0.9
,16:27:48,4,2700,834.5,0.96,13.3,9,11,0.11,10,0,0.9
,16:27:49,4,2700,835.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:27:50,4,2700,836.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:27:51,4,2700,837.5,0.96,13.3,9,11,0.104,10,0,0.9
,16:27:52,4,2700,838.5,0.96,13.3,9,11,0.104,10,0,0.9
,16:27:53,4,2700,839.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:27:54,4,2700,840.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:27:55,4,2700,841.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:27:56,4,2700,842.5,0.96,13.3,9,10.9,0.104,10,0.1,0.9
,16:27:57,4,2700,843.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:27:58,4,2700,844.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:27:59,4,2700,845.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:28:00,4,2700,846.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:28:01,4,2700,847.5,0.96,13.3,9,10.9,0.107,10,0.1,0.9
,16:28:02,4,2700,848.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:28:03,4,2700,849.5,0.97,13.3,9,10.9,0.105,10,0,0.91
,16:28:04,4,2700,850.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:28:05,4,2700,851.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:28:06,4,2700,852.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:28:07,4,2700,853.5,0.96,13.3,9,10.8,0.104,10,0,0.9
,16:28:08,4,2700,854.5,0.97,13.3,9,10.8,0.105,10,0,0.91
,16:28:09,4,2700,855.5,0.97,13.3,9,10.8,0.105,10,0,0.91
,16:28:10,4,2700,856.5,0.97,13.3,9,10.8,0.108,10,0,0.91
,16:28:11,4,2700,857.5,0.97,13.3,9,10.8,0.108,10,0,0.91
,16:28:12,4,2700,858.5,0.97,13.3,9,10.8,0.108,10,0,0.91
,16:28:13,4,2700,859.5,0.97,13.3,9,10.8,0.105,10,0,0.91
,16:28:14,4,2700,860.5,0.97,13.3,9,10.8,0.105,10,0,0.91
,16:28:15,4,2700,861.5,0.97,13.3,9,10.8,0.105,10,0,0.91
,16:28:16,4,2700,862.5,0.97,13.3,9,10.8,0.108,10,0,0.91
,16:28:17,4,2700,863.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:18,4,2700,864.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:19,4,2700,865.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:20,4,2700,866.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:21,4,2700,867.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:28:22,4,2700,868.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:23,4,2700,869.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:24,4,2700,870.5,0.96,13.3,9,10.7,0.104,10,0,0.9
,16:28:25,4,2700,871.5,0.96,13.3,9,10.7,0.104,10,0,0.9
,16:28:26,4,2700,872.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:28:27,4,2700,873.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:28:28,4,2700,874.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:28:29,4,2700,875.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:30,4,2700,876.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:31,4,2700,877.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:28:32,4,2700,878.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:33,4,2700,879.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:34,4,2700,880.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:35,4,2700,881.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:36,4,2700,882.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:28:37,4,2700,883.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:38,4,2700,884.5,0.96,13.3,9,10.6,0.111,10,0,0.9
,16:28:39,4,2700,885.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:40,4,2700,886.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:41,4,2700,887.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:28:42,4,2700,888.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:28:43,4,2700,889.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:28:44,4,2700,890.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:45,4,2700,891.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:46,4,2700,892.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:47,4,2700,893.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:48,4,2700,894.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:28:49,4,2700,895.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:28:50,4,2700,896.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:28:51,4,2700,897.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:52,4,2700,898.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:53,4,2700,899.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:28:54,4,2700,900.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:55,4,2700,901.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:56,4,2700,902.5,0.96,13.3,9,10.6,0.11,10,0,0.9
,16:28:57,4,2700,903.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:28:58,4,2700,904.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:28:59,4,2700,905.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:29:00,4,2700,906.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:01,4,2700,907.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:02,4,2700,908.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:03,4,2700,909.5,0.96,13.3,9,10.6,0.104,10,0.1,0.9
,16:29:04,4,2700,910.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:29:05,4,2700,911.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:06,4,2700,912.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:07,4,2700,913.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:08,4,2700,914.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:09,4,2700,915.5,0.96,13.3,9,10.6,0.104,10,0,0.9
,16:29:10,4,2700,916.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:11,4,2700,917.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:12,4,2700,918.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:13,4,2700,919.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:14,4,2700,920.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:15,4,2700,921.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:16,4,2700,922.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:17,4,2700,923.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:18,4,2700,924.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:19,4,2700,925.5,0.96,13.3,9,10.6,0.107,10,0,0.9
,16:29:20,4,2700,926.5,0.97,13.3,9,10.6,0.111,10,0,0.91
,16:29:21,4,2700,927.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:22,4,2700,928.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:23,4,2700,929.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:24,4,2700,930.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:25,4,2700,931.5,0.97,13.3,9,10.6,0.111,10,0,0.91
,16:29:26,4,2700,932.5,0.97,13.3,9,10.6,0.109,10,0,0.91
,16:29:27,4,2700,933.5,0.97,13.3,9,10.6,0.106,10,0,0.91
,16:29:28,4,2700,934.5,0.97,13.3,9,10.6,0.109,10,0,0.91
,16:29:29,4,2700,935.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:30,4,2700,936.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:31,4,2700,937.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:32,4,2700,938.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:33,4,2700,939.5,0.97,13.3,9,10.6,0.108,10,0,0.91
,16:29:34,4,2700,940.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:35,4,2700,941.5,0.97,13.3,9,10.6,0.105,10,0,0.91
,16:29:36,4,2700,942.5,0.97,13.3,9,10.6,0.106,10,0,0.91
,16:29:37,4,2700,943.5,0.97,13.3,9,10.7,0.108,10,0,0.91
,16:29:38,4,2700,944.5,0.97,13.3,9,10.7,0.108,10,0,0.91
,16:29:39,4,2700,945.5,0.97,13.3,9,10.7,0.105,10,0,0.9
,16:29:40,4,2700,946.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:41,4,2700,947.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:29:42,4,2700,948.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:29:43,4,2700,949.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:44,4,2700,950.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:45,4,2700,951.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:46,4,2700,952.5,0.96,13.3,9,10.7,0.11,10,0,0.9
,16:29:47,4,2700,953.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:48,4,2700,954.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:49,4,2700,955.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:50,4,2700,956.5,0.95,13.3,9,10.7,0.106,10,0,0.89
,16:29:51,4,2700,957.5,0.96,13.3,9,10.7,0.107,10,0,0.9
,16:29:52,4,2700,958.5,0.96,13.3,9,10.8,0.104,10,0,0.9
,16:29:53,4,2700,959.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:54,4,2700,960.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:55,4,2700,961.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:56,4,2700,962.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:57,4,2700,963.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:58,4,2700,964.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:29:59,4,2700,965.5,0.96,13.3,9,10.8,0.107,10,0,0.9
,16:30:00,4,2700,966.5,0.96,13.3,9,10.8,0.104,10,0,0.9
,16:30:01,4,2700,967.5,0.96,13.3,9,10.8,0.104,10,0,0.9
,16:30:02,4,2700,968.5,0.96,13.3,9,10.8,0.104,10,0,0.9
,16:30:03,4,2700,969.5,0.96,13.3,9,10.8,0.11,10,0,0.9
,16:30:04,4,2700,970.5,0.95,13.3,9,10.8,0.106,10,0,0.89
,16:30:05,4,2700,971.5,0.95,13.3,9,10.8,0.106,10,0,0.89
,16:30:06,4,2700,972.5,0.95,13.3,9,10.8,0.106,10,0,0.89
,16:30:07,4,2700,973.5,0.96,13.3,9,10.9,0.107,10,0.1,0.9
,16:30:08,4,2700,974.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:30:09,4,2700,975.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:30:10,4,2700,976.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:30:11,4,2700,977.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:30:12,4,2700,978.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:30:13,4,2700,979.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:30:14,4,2700,980.5,0.96,13.3,9,10.9,0.107,10,0,0.9
,16:30:15,4,2700,981.5,0.96,13.3,9,10.9,0.104,10,0,0.9
,16:30:16,4,2700,982.5,0.96,13.3,9,11,0.104,10,0,0.9
,16:30:17,4,2700,983.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:30:18,4,2700,984.5,0.96,13.3,9,11,0.107,10,0.1,0.9
,16:30:19,4,2700,985.5,0.96,13.3,9,11,0.107,10,0,0.9
,16:30:20,4,2700,986.5,0.96,13.3,9,11,0.104,10,0,0.9
,16:30:21,4,2700,987.5,0.95,13.3,9,11,0.103,10,0.1,0.89
,16:30:22,4,2700,988.5,0.95,13.3,9,11,0.106,10,0,0.89
,16:30:23,4,2700,989.5,0.95,13.3,9,11,0.109,10,0,0.89
,16:30:24,4,2700,990.5,0.95,13.3,9,11,0.109,10,0,0.89
,16:30:25,4,2700,991.5,0.95,13.3,9,11,0.106,10,0,0.89
,16:30:26,4,2700,992.5,0.95,13.3,9,11,0.106,10,0,0.89
,16:30:27,4,2700,993.5,0.95,13.3,9,11.1,0.106,10,0,0.89
,16:30:28,4,2700,994.5,0.95,13.3,9,11.1,0.106,10,0,0.89
,16:30:29,4,2700,995.5,0.95,13.3,9,11.1,0.106,10,0,0.89
,16:30:30,4,2700,996.5,0.95,13.3,9,11.1,0.103,10,0,0.89
,16:30:31,4,2700,997.5,0.95,13.3,9,11.1,0.103,10,0,0.89
,16:30:32,4,2700,998.5,0.95,13.3,9,11.1,0.106,10,0,0.89
,16:30:33,4,2700,999.5,0.95,13.3,9,11.1,0.106,10,0,0.89
,16:30:34,4,2700,1000.5,0.95,13.3,9,11.1,0.103,10,0,0.89
,16:30:35,4,2700,1001.5,0.95,13.3,9,11.2,0.103,10,0,0.89
,16:30:36,4,2700,1002.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:37,4,2700,1003.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:38,4,2700,1004.5,0.95,13.3,9,11.2,0.103,10,0,0.89
,16:30:39,4,2700,1005.5,0.95,13.3,9,11.2,0.103,10,0,0.89
,16:30:40,4,2700,1006.5,0.96,13.3,9,11.2,0.104,10,0,0.89
,16:30:41,4,2700,1007.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:42,4,2700,1008.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:43,4,2700,1009.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:44,4,2700,1010.5,0.95,13.3,9,11.2,0.106,10,0,0.89
,16:30:45,4,2700,1011.5,0.95,13.3,9,11.3,0.109,10,0,0.89
,16:30:46,4,2700,1012.5,0.95,13.3,9,11.3,0.106,10,0,0.89
,16:30:47,4,2700,1013.5,0.95,13.3,9,11.3,0.103,10,0,0.89
,16:30:48,4,2700,1014.5,0.95,13.3,9,11.3,0.103,10,0,0.89
,16:30:49,4,2700,1015.5,0.95,13.3,9,11.3,0.106,10,0,0.89
,16:30:50,4,2700,1016.5,0.95,13.3,9,11.3,0.106,10,0,0.89
,16:30:51,4,2700,1017.5,0.95,13.3,9,11.3,0.106,10,0,0.89
,16:30:52,4,2700,1018.5,0.95,13.3,9,11.4,0.106,10,0.1,0.89
,16:30:53,4,2700,1019.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:30:54,4,2700,1020.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:30:55,4,2700,1021.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:30:56,4,2700,1022.5,0.95,13.3,9,11.4,0.103,10,0,0.89
,16:30:57,4,2700,1023.5,0.95,13.3,9,11.4,0.103,10,0,0.89
,16:30:58,4,2700,1024.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:30:59,4,2700,1025.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:31:00,4,2700,1026.5,0.95,13.3,9,11.4,0.106,10,0,0.89
,16:31:01,4,2700,1027.5,0.95,13.3,9,11.5,0.106,10,0,0.89
,16:31:02,4,2700,1028.5,0.95,13.3,9,11.5,0.106,10,0,0.89
,16:31:03,4,2700,1029.5,0.95,13.3,9,11.5,0.106,10,0,0.89
,16:31:04,4,2700,1030.5,0.95,13.3,9,11.5,0.106,10,0,0.89
,16:31:05,4,2700,1031.5,0.95,13.3,9,11.5,0.105,10,0,0.89
,16:31:06,4,2700,1032.5,0.94,13.3,9,11.5,0.105,10,0,0.88
,16:31:07,4,2700,1033.5,0.94,13.3,9,11.6,0.105,10,0,0.88
,16:31:08,4,2700,1034.5,0.95,13.3,9,11.6,0.105,10,0,0.89
,16:31:09,4,2700,1035.5,0.95,13.3,9,11.6,0.103,10,0,0.89
,16:31:10,4,2700,1036.5,0.95,13.3,9,11.6,0.106,10,0,0.89
,16:31:11,4,2700,1037.5,0.95,13.3,9,11.6,0.106,10,0,0.89
,16:31:12,4,2700,1038.5,0.95,13.3,9,11.6,0.103,10,0,0.89
,16:31:13,4,2700,1039.5,0.95,13.3,9,11.6,0.103,10,0.1,0.89
,16:31:14,4,2700,1040.5,0.95,13.3,9,11.7,0.103,10,0,0.89
,16:31:15,4,2700,1041.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:16,4,2700,1042.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:17,4,2700,1043.5,0.94,13.3,9,11.7,0.102,10,0,0.88
,16:31:18,4,2700,1044.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:19,4,2700,1045.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:20,4,2700,1046.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:21,4,2700,1047.5,0.94,13.3,9,11.7,0.105,10,0,0.88
,16:31:22,4,2700,1048.5,0.94,13.3,9,11.8,0.105,10,0,0.88
,16:31:23,4,2700,1049.5,0.94,13.3,9,11.8,0.102,10,0,0.88
,16:31:24,4,2700,1050.5,0.94,13.3,9,11.8,0.105,10,0,0.88
,16:31:25,4,2700,1051.5,0.94,13.3,9,11.8,0.104,10,0,0.88
,16:31:26,4,2700,1052.5,0.94,13.3,9,11.8,0.105,10,0,0.88
,16:31:27,4,2700,1053.5,0.94,13.3,9,11.9,0.105,10,0,0.88
,16:31:28,4,2700,1054.5,0.94,13.3,9,11.9,0.102,10,0,0.88
,16:31:29,4,2700,1055.5,0.94,13.3,9,11.9,0.102,10,0,0.88
,16:31:30,4,2700,1056.5,0.94,13.3,9,11.9,0.102,10,0,0.88
,16:31:31,4,2700,1057.5,0.94,13.3,9,11.9,0.105,10,0,0.88
,16:31:32,4,2700,1058.5,0.94,13.3,9,11.9,0.105,10,0,0.88
,16:31:33,4,2700,1059.5,0.94,13.3,9,12,0.105,10,0,0.88
,16:31:34,4,2700,1060.5,0.95,13.3,9,12,0.103,10,0,0.89
,16:31:35,4,2700,1061.5,0.95,13.3,9,12,0.103,10,0,0.89
,16:31:36,4,2700,1062.5,0.94,13.3,9,12,0.105,10,0,0.88
,16:31:37,4,2700,1063.5,0.94,13.3,9,12,0.108,10,0,0.88
,16:31:38,4,2700,1064.5,0.94,13.3,9,12,0.107,10,0,0.88
,16:31:39,4,2700,1065.5,0.94,13.3,9,12,0.104,10,0,0.88
,16:31:40,4,2700,1066.5,0.94,13.3,9,12,0.104,10,0,0.88
,16:31:41,4,2700,1067.5,0.94,13.3,9,12.1,0.102,10,0,0.88
,16:31:42,4,2700,1068.5,0.94,13.3,9,12.1,0.105,10,0.1,0.88
,16:31:43,4,2700,1069.5,0.94,13.3,9,12.1,0.105,10,0,0.88
,16:31:44,4,2700,1070.5,0.94,13.3,9,12.1,0.105,10,0,0.88
,16:31:45,4,2700,1071.5,0.94,13.3,9,12.1,0.105,10,0,0.88
,16:31:46,4,2700,1072.5,0.94,13.3,9,12.1,0.108,10,0,0.88
,16:31:47,4,2700,1073.5,0.94,13.3,9,12.2,0.105,10,0,0.88
,16:31:48,4,2700,1074.5,0.94,13.3,9,12.2,0.105,10,0,0.88
,16:31:49,4,2700,1075.5,0.94,13.3,9,12.2,0.102,10,0,0.88
,16:31:50,4,2700,1076.5,0.94,13.3,9,12.2,0.102,10,0,0.88
,16:31:51,4,2700,1077.5,0.94,13.3,9,12.2,0.102,10,0.1,0.88
,16:31:52,4,2700,1078.5,0.94,13.3,9,12.3,0.105,10,0,0.88
,16:31:53,4,2700,1079.5,0.94,13.3,9,12.3,0.105,10,0,0.88
,16:31:54,4,2700,1080.5,0.94,13.3,9,12.3,0.108,10,0,0.88
,16:31:55,4,2700,1081.5,0.94,13.3,9,12.3,0.105,10,0,0.88
,16:31:56,4,2700,1082.5,0.94,13.3,9,12.3,0.105,10,0,0.88
,16:31:57,4,2700,1083.5,0.94,13.3,9,12.3,0.101,10,0,0.88
,16:31:58,4,2700,1084.5,0.94,13.3,9,12.3,0.101,10,0,0.88
