Data file,,HONEDPEEK_ISO10_12C_006.TSV,,,,,,,,,,
,13:57:58,4,3600,339.5,1.11,13.3,7,10.9,0.16,10,2.5,1.04
,13:57:59,4,3600,340.5,1.1,13.3,7,10.9,0.159,10,2.6,1.03
,13:58:00,4,3600,341.5,1.1,13.3,7,10.9,0.159,10,2.7,1.03
,13:58:01,4,3600,342.5,1.1,13.3,7,10.9,0.159,10,2.8,1.03
,13:58:02,4,3600,343.5,1.11,13.3,7,10.9,0.16,10,2.9,1.04
,13:58:03,4,3600,344.5,1.1,13.3,7,10.9,0.159,10,2.7,1.03
,13:58:04,4,3600,345.5,1.1,13.3,7,10.9,0.165,10,2.7,1.03
,13:58:05,4,3600,346.5,1.1,13.3,7,10.9,0.164,10,2.7,1.03
,13:58:06,4,3600,347.5,1.1,13.3,7,10.9,0.164,10,3.2,1.03
,13:58:07,4,3600,348.5,1.1,13.3,7,10.9,0.164,10,2.9,1.03
,13:58:08,4,3600,349.5,1.1,13.3,7,11,0.159,10,2.7,1.03
,13:58:09,4,3600,350.5,1.11,13.3,7,11,0.16,10,2.6,1.04
,13:58:10,4,3600,351.5,1.11,13.3,7,11,0.16,10,2.8,1.04
,13:58:11,4,3600,352.5,1.11,13.3,7,11,0.16,10,3,1.04
,13:58:12,4,3600,353.5,1.1,13.3,7,11,0.159,10,2.9,1.03
,13:58:13,4,3600,354.5,1.1,13.3,7,11,0.159,10,2.7,1.03
,13:58:14,4,3600,355.5,1.1,13.3,7,11,0.158,10,2.6,1.03
,13:58:15,4,3600,356.5,1.09,13.3,7,11,0.158,10,2.6,1.02
,13:58:16,4,3600,357.5,1.09,13.3,7,11,0.158,10,2.7,1.02
,13:58:17,4,3600,358.5,1.09,13.3,7,11.1,0.164,10,3.8,1.02
,13:58:18,4,3600,359.5,1.09,13.3,7,11.1,0.163,10,3.7,1.02
,13:58:19,4,3600,360.5,1.09,13.3,7,11.1,0.163,10,3,1.02
,13:58:20,4,3600,361.5,1.09,13.3,7,11.1,0.163,10,3.2,1.02
,13:58:21,4,3600,362.5,1.09,13.3,7,11.1,0.164,10,3,1.02
,13:58:22,4,3600,363.5,1.09,13.3,7,11.1,0.164,10,3.1,1.02
,13:58:23,4,3600,364.5,1.09,13.3,7,11.2,0.164,10,3.1,1.03
,13:58:24,4,3600,365.5,1.1,13.3,7,11.2,0.158,10,2.8,1.03
,13:58:25,4,3600,366.5,1.1,13.3,7,11.2,0.159,10,3.1,1.03
,13:58:26,4,3600,367.5,1.1,13.3,7,11.2,0.159,10,3.8,1.03
,13:58:27,4,3600,368.5,1.1,13.3,7,11.2,0.165,10,3.8,1.03
,13:58:28,4,3600,369.5,1.1,13.3,7,11.2,0.165,10,3.4,1.03
,13:58:29,4,3600,370.5,1.1,13.3,7,11.2,0.165,10,3.2,1.03
,13:58:30,4,3600,371.5,1.1,13.3,7,11.2,0.159,10,2.9,1.03
,13:58:31,4,3600,372.5,1.09,13.3,7,11.2,0.158,10,2.7,1.02
,13:58:32,4,3600,373.5,1.09,13.3,7,11.2,0.158,10,3.2,1.02
,13:58:33,4,3600,374.5,1.09,13.3,7,11.2,0.158,10,3.3,1.02
,13:58:34,4,3600,375.5,1.09,13.3,7,11.2,0.158,10,3,1.02
,13:58:35,4,3600,376.5,1.1,13.3,7,11.2,0.158,10,3.1,1.03
,13:58:36,4,3600,377.5,1.1,13.3,7,11.2,0.158,10,3.1,1.03
,13:58:37,4,3600,378.5,1.09,13.3,7,11.2,0.158,10,3.7,1.02
,13:58:38,4,3600,379.5,1.09,13.3,7,11.2,0.163,10,3.9,1.02
,13:58:39,4,3600,380.5,1.09,13.3,7,11.2,0.157,10,3.3,1.02
,13:58:40,4,3600,381.5,1.09,13.3,7,11.2,0.157,10,2.9,1.02
,13:58:41,4,3600,382.5,1.09,13.3,7,11.2,0.157,10,2.7,1.02
,13:58:42,4,3600,383.5,1.09,13.3,7,11.2,0.157,10,2.6,1.02
,13:58:43,4,3600,384.5,1.09,13.3,7,11.2,0.157,10,2.6,1.02
,13:58:44,4,3600,385.5,1.08,13.3,7,11.2,0.156,10,2.6,1.01
,13:58:45,4,3600,386.5,1.08,13.3,7,11.2,0.156,10,2.5,1.01
,13:58:46,4,3600,387.5,1.08,13.3,7,11.2,0.162,10,2.7,1.01
,13:58:47,4,3600,388.5,1.08,13.3,7,11.2,0.155,10,2.7,1.01
,13:58:48,4,3600,389.5,1.08,13.3,7,11.2,0.156,10,2.6,1.01
,13:58:49,4,3600,390.5,1.08,13.3,7,11.2,0.15,10,2.6,1.01
,13:58:50,4,3600,391.5,1.08,13.3,7,11.2,0.15,10,2.6,1.01
,13:58:51,4,3600,392.5,1.08,13.3,7,11.2,0.145,10,2.5,1.01
,13:58:52,4,3600,393.5,1.08,13.3,7,11.2,0.145,10,2.5,1.01
,13:58:53,4,3600,394.5,1.08,13.3,7,11.2,0.15,10,2.5,1.01
,13:58:54,4,3600,395.5,1.08,13.3,7,11.2,0.15,10,2.5,1.01
,13:58:55,4,3600,396.5,1.08,13.3,7,11.2,0.155,10,2.5,1.01
,13:58:56,4,3600,397.5,1.07,13.3,7,11.2,0.16,10,2.5,1
,13:58:57,4,3600,398.5,1.06,13.3,7,11.2,0.16,10,2.5,0.99
,13:58:58,4,3600,399.5,1.06,13.3,7,11.2,0.159,10,2.5,0.99
,13:58:59,4,3600,400.5,1.06,13.3,7,11.2,0.16,10,2.5,1
,13:59:00,4,3600,401.5,1.06,13.3,7,11.2,0.16,10,2.5,1
,13:59:01,4,3600,402.5,1.06,13.3,7,11.2,0.16,10,2.5,1
,13:59:02,4,3600,403.5,1.07,13.3,7,11.2,0.155,10,2.5,1
,13:59:03,4,3600,404.5,1.07,13.3,7,11.2,0.155,10,2.5,1
,13:59:04,4,3600,405.5,1.07,13.3,7,11.2,0.155,10,2.5,1
,13:59:05,4,3600,406.5,1.07,13.3,7,11.2,0.154,10,2.5,1
,13:59:06,4,3600,407.5,1.07,13.3,7,11.2,0.154,10,2.5,1
,13:59:07,4,3600,408.5,1.06,13.3,7,11.2,0.154,10,2.5,1
,13:59:08,4,3600,409.5,1.06,13.3,7,11.2,0.148,10,2.5,1
,13:59:09,4,3600,410.5,1.06,13.3,7,11.2,0.153,10,2.5,0.99
,13:59:10,4,3600,411.5,1.06,13.3,7,11.2,0.153,10,2.5,0.99
,13:59:11,4,3600,412.5,1.05,13.3,7,11.2,0.147,10,2.5,0.99
,13:59:12,4,3600,413.5,1.05,13.3,7,11.2,0.147,10,2.5,0.99
,13:59:13,4,3600,414.5,1.05,13.3,7,11.2,0.147,10,2.5,0.99
,13:59:14,4,3600,415.5,1.05,13.3,7,11.2,0.147,10,2.5,0.99
,13:59:15,4,3600,416.5,1.05,13.3,7,11.2,0.152,10,2.5,0.98
,13:59:16,4,3600,417.5,1.05,13.3,7,11.2,0.152,10,2.5,0.99
,13:59:17,4,3600,418.5,1.05,13.3,7,11.2,0.152,10,2.5,0.99
,13:59:18,4,3600,419.5,1.05,13.3,7,11.2,0.157,10,2.5,0.98
,13:59:19,4,3600,420.5,1.05,13.3,7,11.2,0.157,10,2.5,0.98
,13:59:20,4,3600,421.5,1.05,13.3,6,11.2,0.164,10,2.5,0.98
,13:59:21,4,3600,422.5,1.05,13.3,6,11.2,0.164,10,2.5,0.99
,13:59:22,4,3600,423.5,1.05,13.3,7,11.2,0.158,10,2.5,0.99
,13:59:23,4,3600,424.5,1.05,13.3,7,11.2,0.158,10,2.5,0.99
,13:59:24,4,3600,425.5,1.05,13.3,7,11.2,0.157,10,2.5,0.98
,13:59:25,4,3600,426.5,1.05,13.3,7,11.3,0.158,10,2.5,0.99
,13:59:26,4,3600,427.5,1.05,13.3,7,11.3,0.158,10,2.5,0.99
,13:59:27,4,3600,428.5,1.05,13.3,7,11.3,0.158,10,2.5,0.99
,13:59:28,4,3600,429.5,1.05,13.3,7,11.3,0.157,10,2.5,0.98
,13:59:29,4,3600,430.5,1.05,13.3,7,11.3,0.157,10,2.5,0.98
,13:59:30,4,3600,431.5,1.05,13.3,7,11.3,0.158,10,2.5,0.99
,13:59:31,4,3600,432.5,1.06,13.3,7,11.3,0.159,10,2.5,0.99
,13:59:32,4,3600,433.5,1.06,13.3,7,11.3,0.159,10,2.5,0.99
,13:59:33,4,3600,434.5,1.07,13.3,7,11.3,0.16,10,2.5,1
,13:59:34,4,3600,435.5,1.07,13.3,7,11.3,0.16,10,2.5,1
,13:59:35,4,3600,436.5,1.06,13.3,7,11.3,0.16,10,2.5,1
,13:59:36,4,3600,437.5,1.06,13.3,7,11.3,0.153,10,2.5,0.99
,13:59:37,4,3600,438.5,1.06,13.3,7,11.4,0.153,10,2.5,0.99
,13:59:38,4,3600,439.5,1.06,13.3,7,11.4,0.147,10,2.5,0.99
,13:59:39,4,3600,440.5,1.06,13.3,7,11.4,0.148,10,2.5,0.99
,13:59:40,4,3600,441.5,1.06,13.3,7,11.4,0.148,10,2.5,0.99
,13:59:41,4,3600,442.5,1.06,13.3,7,11.4,0.148,10,2.5,0.99
,13:59:42,4,3600,443.5,1.06,13.3,7,11.4,0.148,10,2.5,0.99
,13:59:43,4,3600,444.5,1.06,13.3,7,11.4,0.153,10,2.5,0.99
,13:59:44,4,3600,445.5,1.05,13.3,7,11.4,0.158,10,2.5,0.99
,13:59:45,4,3600,446.5,1.05,13.3,7,11.4,0.158,10,2.5,0.99
,13:59:46,4,3600,447.5,1.05,13.3,7,11.4,0.157,10,2.5,0.98
,13:59:47,4,3600,448.5,1.05,13.3,7,11.4,0.158,10,2.5,0.99
,13:59:48,4,3600,449.5,1.05,13.3,7,11.4,0.157,10,2.5,0.98
,13:59:49,4,3600,450.5,1.05,13.3,7,11.4,0.157,10,2.5,0.98
,13:59:50,4,3600,451.5,1.05,13.3,7,11.4,0.157,10,2.5,0.98
,13:59:51,4,3600,452.5,1.05,13.3,7,11.4,0.158,10,2.5,0.99
,13:59:52,4,3600,453.5,1.05,13.3,7,11.4,0.158,10,2.5,0.99
,13:59:53,4,3600,454.5,1.05,13.3,7,11.4,0.158,10,2.4,0.99
,13:59:54,4,3600,455.5,1.05,13.3,7,11.4,0.157,10,2.5,0.98
,13:59:55,4,3600,456.5,1.05,13.3,7,11.5,0.157,10,2.4,0.98
,13:59:56,4,3600,457.5,1.05,13.3,7,11.5,0.157,10,2.4,0.98
,13:59:57,4,3600,458.5,1.05,13.3,7,11.5,0.157,10,2.5,0.98
,13:59:58,4,3600,459.5,1.05,13.3,7,11.5,0.158,10,2.5,0.99
,13:59:59,4,3600,460.5,1.06,13.3,7,11.5,0.153,10,2.5,0.99
,14:00:00,4,3600,461.5,1.07,13.3,7,11.5,0.154,10,2.5,1
,14:00:01,4,3600,462.5,1.07,13.3,7,11.5,0.155,10,2.5,1
,14:00:02,4,3600,463.5,1.06,13.3,7,11.5,0.148,10,2.5,1
,14:00:03,4,3600,464.5,1.06,13.3,7,11.5,0.148,10,2.5,0.99
,14:00:04,4,3600,465.5,1.06,13.3,7,11.5,0.147,10,2.5,0.99
,14:00:05,4,3600,466.5,1.06,13.3,7,11.5,0.153,10,2.5,0.99
,14:00:06,4,3600,467.5,1.05,13.3,7,11.6,0.158,10,2.5,0.99
,14:00:07,4,3600,468.5,1.05,13.3,7,11.6,0.158,10,2.5,0.99
,14:00:08,4,3600,469.5,1.06,13.3,7,11.6,0.159,10,2.5,0.99
,14:00:09,4,3600,470.5,1.06,13.3,7,11.6,0.159,10,2.5,0.99
,14:00:10,4,3600,471.5,1.06,13.3,7,11.6,0.159,10,2.5,0.99
,14:00:11,4,3600,472.5,1.06,13.3,7,11.6,0.159,10,2.5,0.99
,14:00:12,4,3600,473.5,1.06,13.3,7,11.6,0.153,10,2.5,0.99
,14:00:13,4,3600,474.5,1.06,13.3,7,11.6,0.148,10,2.5,0.99
,14:00:14,4,3600,475.5,1.06,13.3,7,11.6,0.148,10,2.5,0.99
,14:00:15,4,3600,476.5,1.06,13.3,7,11.6,0.147,10,2.5,0.99
,14:00:16,4,3600,477.5,1.05,13.3,7,11.6,0.152,10,2.5,0.99
,14:00:17,4,3600,478.5,1.05,13.3,7,11.6,0.152,10,2.5,0.99
,14:00:18,4,3600,479.5,1.05,13.3,7,11.6,0.152,10,2.5,0.99
,14:00:19,4,3600,480.5,1.05,13.3,7,11.6,0.158,10,2.5,0.99
,14:00:20,4,3600,481.5,1.05,13.3,7,11.7,0.158,10,2.5,0.99
,14:00:21,4,3600,482.5,1.05,13.3,7,11.7,0.152,10,2.5,0.99
,14:00:22,4,3600,483.5,1.05,13.3,7,11.7,0.152,10,2.5,0.99
,14:00:23,4,3600,484.5,1.06,13.3,7,11.7,0.153,10,2.5,0.99
,14:00:24,4,3600,485.5,1.06,13.3,7,11.7,0.159,10,2.5,0.99
,14:00:25,4,3600,486.5,1.06,13.3,7,11.7,0.159,10,2.5,0.99
,14:00:26,4,3600,487.5,1.05,13.3,7,11.7,0.158,10,2.5,0.99
,14:00:27,4,3600,488.5,1.05,13.3,7,11.7,0.157,10,2.5,0.98
,14:00:28,4,3600,489.5,1.05,13.3,7,11.7,0.157,10,2.5,0.98
,14:00:29,4,3600,490.5,1.05,13.3,7,11.7,0.157,10,2.5,0.98
,14:00:30,4,3600,491.5,1.05,13.3,7,11.8,0.152,10,2.5,0.99
,14:00:31,4,3600,492.5,1.05,13.3,7,11.8,0.152,10,2.5,0.99
,14:00:32,4,3600,493.5,1.05,13.3,7,11.8,0.152,10,2.5,0.99
,14:00:33,4,3600,494.5,1.05,13.3,7,11.8,0.146,10,2.5,0.98
,14:00:34,4,3600,495.5,1.05,13.3,7,11.8,0.141,10,2.5,0.98
,14:00:35,4,3600,496.5,1.04,13.3,7,11.8,0.145,10,2.4,0.98
,14:00:36,4,3600,497.5,1.04,13.3,7,11.9,0.15,10,2.4,0.98
,14:00:37,4,3600,498.5,1.04,13.3,7,11.9,0.15,10,2.5,0.98
,14:00:38,4,3600,499.5,1.04,13.3,7,11.9,0.15,10,2.5,0.98
,14:00:39,4,3600,500.5,1.04,13.3,7,11.9,0.156,10,2.4,0.97
,14:00:40,4,3600,501.5,1.04,13.3,7,11.9,0.155,10,2.4,0.97
,14:00:41,4,3600,502.5,1.03,13.3,7,11.9,0.155,10,2.4,0.97
,14:00:42,4,3600,503.5,1.03,13.3,7,11.9,0.155,10,2.4,0.97
,14:00:43,4,3600,504.5,1.03,13.3,7,12,0.155,10,2.4,0.97
,14:00:44,4,3600,505.5,1.04,13.3,7,12,0.155,10,2.4,0.97
,14:00:45,4,3600,506.5,1.04,13.3,7,12,0.156,10,2.4,0.97
,14:00:46,4,3600,507.5,1.04,13.3,7,12,0.156,10,2.4,0.97
,14:00:47,4,3600,508.5,1.04,13.3,7,12,0.155,10,2.4,0.97
,14:00:48,4,3600,509.5,1.04,13.3,7,12,0.155,10,2.4,0.97
,14:00:49,4,3600,510.5,1.04,13.3,7,12,0.155,10,2.4,0.97
,14:00:50,4,3600,511.5,1.04,13.3,7,12,0.156,10,2.4,0.98
,14:00:51,4,3600,512.5,1.04,13.3,7,12,0.156,10,2.4,0.98
,14:00:52,4,3600,513.5,1.04,13.3,7,12,0.156,10,2.4,0.98
,14:00:53,4,3600,514.5,1.04,13.3,7,12,0.156,10,2.4,0.98
,14:00:54,4,3600,515.5,1.05,13.3,7,12,0.157,10,2.4,0.98
,14:00:55,4,3600,516.5,1.05,13.3,7,12,0.152,10,2.4,0.99
,14:00:56,4,3600,517.5,1.05,13.3,7,12,0.152,10,2.4,0.99
,14:00:57,4,3600,518.5,1.05,13.3,7,12,0.152,10,2.4,0.99
,14:00:58,4,3600,519.5,1.05,13.3,7,12.1,0.158,10,2.4,0.99
,14:00:59,4,3600,520.5,1.05,13.3,7,12.1,0.152,10,2.4,0.99
,14:01:00,4,3600,521.5,1.05,13.3,7,12.1,0.152,10,2.4,0.99
,14:01:01,4,3600,522.5,1.05,13.3,7,12.1,0.152,10,2.4,0.99
,14:01:02,4,3600,523.5,1.05,13.3,7,12.1,0.152,10,2.4,0.99
,14:01:03,4,3600,524.5,1.05,13.3,7,12.1,0.152,10,2.4,0.98
,14:01:04,4,3600,525.5,1.05,13.3,7,12.1,0.152,10,2.4,0.98
,14:01:05,4,3600,526.5,1.05,13.3,7,12.1,0.152,10,2.4,0.98
,14:01:06,4,3600,527.5,1.05,13.3,7,12.1,0.152,10,2.4,0.99
,14:01:07,4,3600,528.5,1.05,13.3,7,12.2,0.152,10,2.4,0.98
,14:01:08,4,3600,529.5,1.05,13.3,7,12.2,0.152,10,2.4,0.98
,14:01:09,4,3600,530.5,1.05,13.3,7,12.2,0.146,10,2.4,0.98
,14:01:10,4,3600,531.5,1.04,13.3,7,12.2,0.14,10,2.4,0.98
,14:01:11,4,3600,532.5,1.04,13.3,7,12.2,0.14,10,2.4,0.98
,14:01:12,4,3600,533.5,1.04,13.3,7,12.3,0.14,10,2.4,0.98
,14:01:13,4,3600,534.5,1.04,13.3,7,12.3,0.145,10,2.4,0.97
,14:01:14,4,3600,535.5,1.04,13.3,7,12.3,0.15,10,2.5,0.97
,14:01:15,4,3600,536.5,1.03,13.3,7,12.3,0.155,10,2.4,0.97
,14:01:16,4,3600,537.5,1.03,13.3,7,12.3,0.154,10,2.4,0.96
,14:01:17,4,3600,538.5,1.03,13.3,7,12.4,0.154,10,2.4,0.96
,14:01:18,4,3600,539.5,1.03,13.3,7,12.4,0.155,10,2.4,0.97
,14:01:19,4,3600,540.5,1.03,13.3,7,12.4,0.155,10,2.4,0.97
,14:01:20,4,3600,541.5,1.03,13.3,7,12.4,0.155,10,2.4,0.97
,14:01:21,4,3600,542.5,1.03,13.3,7,12.4,0.155,10,2.4,0.97
,14:01:22,4,3600,543.5,1.03,13.3,7,12.4,0.154,10,2.4,0.96
,14:01:23,4,3600,544.5,1.03,13.3,7,12.4,0.154,10,2.4,0.96
,14:01:24,4,3600,545.5,1.03,13.3,7,12.5,0.155,10,2.4,0.97
,14:01:25,4,3600,546.5,1.04,13.3,7,12.5,0.156,10,2.5,0.97
,14:01:26,4,3600,547.5,1.04,13.3,7,12.5,0.156,10,2.4,0.98
,14:01:27,4,3600,548.5,1.04,13.3,7,12.5,0.156,10,2.5,0.98
,14:01:28,4,3600,549.5,1.04,13.3,7,12.5,0.15,10,2.4,0.98
,14:01:29,4,3600,550.5,1.04,13.3,7,12.5,0.144,10,2.4,0.97
,14:01:30,4,3600,551.5,1.03,13.3,7,12.5,0.144,10,2.4,0.97
,14:01:31,4,3600,552.5,1.03,13.3,7,12.5,0.149,10,2.5,0.97
,14:01:32,4,3600,553.5,1.03,13.3,7,12.6,0.155,10,2.5,0.97
,14:01:33,4,3600,554.5,1.03,13.3,7,12.6,0.155,10,2.5,0.97
,14:01:34,4,3600,555.5,1.03,13.3,7,12.6,0.155,10,2.4,0.97
,14:01:35,4,3600,556.5,1.03,13.3,7,12.6,0.155,10,2.4,0.97
,14:01:36,4,3600,557.5,1.03,13.3,7,12.6,0.155,10,2.4,0.97
,14:01:37,4,3600,558.5,1.03,13.3,7,12.6,0.155,10,2.5,0.97
,14:01:38,4,3600,559.5,1.03,13.3,7,12.7,0.154,10,2.5,0.96
,14:01:39,4,3600,560.5,1.03,13.3,7,12.7,0.154,10,2.5,0.96
,14:01:40,4,3600,561.5,1.03,13.3,7,12.7,0.154,10,2.5,0.96
,14:01:41,4,3600,562.5,1.03,13.3,7,12.7,0.149,10,2.4,0.96
,14:01:42,4,3600,563.5,1.03,13.3,7,12.7,0.144,10,2.5,0.97
,14:01:43,4,3600,564.5,1.04,13.3,7,12.7,0.144,10,2.5,0.97
,14:01:44,4,3600,565.5,1.04,13.3,7,12.7,0.15,10,2.5,0.97
,14:01:45,4,3600,566.5,1.04,13.3,7,12.7,0.15,10,2.5,0.97
,14:01:46,4,3600,567.5,1.04,13.3,7,12.8,0.15,10,2.4,0.97
,14:01:47,4,3600,568.5,1.04,13.3,7,12.8,0.155,10,2.5,0.97
,14:01:48,4,3600,569.5,1.03,13.3,7,12.8,0.155,10,2.5,0.97
,14:01:49,4,3600,570.5,1.04,13.3,7,12.8,0.155,10,2.5,0.97
,14:01:50,4,3600,571.5,1.04,13.3,7,12.8,0.155,10,2.4,0.97
,14:01:51,4,3600,572.5,1.04,13.3,7,12.8,0.15,10,2.5,0.97
,14:01:52,4,3600,573.5,1.04,13.3,7,12.9,0.15,10,2.5,0.98
,14:01:53,4,3600,574.5,1.04,13.3,7,12.9,0.15,10,2.5,0.98
,14:01:54,4,3600,575.5,1.04,13.3,7,12.9,0.145,10,2.4,0.98
,14:01:55,4,3600,576.5,1.04,13.3,7,12.9,0.144,10,2.5,0.97
,14:01:56,4,3600,577.5,1.04,13.3,7,12.9,0.144,10,2.5,0.97
,14:01:57,4,3600,578.5,1.03,13.3,7,12.9,0.149,10,2.5,0.97
,14:01:58,4,3600,579.5,1.03,13.3,7,13,0.149,10,2.5,0.97
,14:01:59,4,3600,580.5,1.03,13.3,7,13,0.154,10,2.4,0.96
,14:02:00,4,3600,581.5,1.03,13.3,7,13,0.155,10,2.5,0.97
,14:02:01,4,3600,582.5,1.04,13.3,7,13,0.155,10,2.5,0.97
,14:02:02,4,3600,583.5,1.04,13.3,7,13,0.155,10,2.5,0.97
,14:02:03,4,3600,584.5,1.03,13.3,7,13,0.155,10,2.4,0.97
,14:02:04,4,3600,585.5,1.03,13.3,7,13,0.149,10,2.5,0.97
,14:02:05,4,3600,586.5,1.04,13.3,7,13,0.15,10,2.5,0.97
,14:02:06,4,3600,587.5,1.04,13.3,7,13.1,0.15,10,2.5,0.97
,14:02:07,4,3600,588.5,1.04,13.3,7,13.1,0.145,10,2.4,0.97
,14:02:08,4,3600,589.5,1.04,13.3,7,13.1,0.15,10,2.5,0.97
,14:02:09,4,3600,590.5,1.03,13.3,7,13.1,0.149,10,2.4,0.97
,14:02:10,4,3600,591.5,1.03,13.3,7,13.1,0.149,10,2.5,0.97
,14:02:11,4,3600,592.5,1.03,13.3,7,13.1,0.149,10,2.5,0.97
,14:02:12,4,3600,593.5,1.03,13.3,7,13.1,0.155,10,2.5,0.97
,14:02:13,4,3600,594.5,1.03,13.3,7,13.2,0.154,10,2.4,0.96
,14:02:14,4,3600,595.5,1.03,13.3,7,13.2,0.154,10,2.5,0.96
,14:02:15,4,3600,596.5,1.03,13.3,7,13.2,0.154,10,2.5,0.96
,14:02:16,4,3600,597.5,1.03,13.3,7,13.2,0.149,10,2.5,0.97
,14:02:17,4,3600,598.5,1.04,13.3,7,13.2,0.15,10,2.5,0.97
,14:02:18,4,3600,599.5,1.04,13.3,7,13.2,0.15,10,2.5,0.97
,14:02:19,4,3600,600.5,1.04,13.3,7,13.2,0.15,10,2.5,0.97
,14:02:20,4,3600,601.5,1.04,13.3,7,13.3,0.15,10,2.5,0.97
,14:02:21,4,3600,602.5,1.04,13.3,7,13.3,0.15,10,2.5,0.97
,14:02:22,4,3600,603.5,1.04,13.3,7,13.3,0.145,10,2.5,0.97
,14:02:23,4,3600,604.5,1.04,13.3,7,13.3,0.145,10,2.5,0.98
,14:02:24,4,3600,605.5,1.04,13.3,7,13.3,0.14,10,2.5,0.97
,14:02:25,4,3600,606.5,1.03,13.3,7,13.3,0.144,10,2.5,0.97
,14:02:26,4,3600,607.5,1.03,13.3,7,13.3,0.148,10,2.5,0.96
,14:02:27,4,3600,608.5,1.02,13.3,7,13.3,0.154,10,2.5,0.96
,14:02:28,4,3600,609.5,1.02,13.3,7,13.3,0.154,10,2.5,0.96
,14:02:29,4,3600,610.5,1.02,13.3,7,13.3,0.154,10,2.5,0.96
,14:02:30,4,3600,611.5,1.02,13.3,7,13.3,0.153,10,2.5,0.96
,14:02:31,4,3600,612.5,1.02,13.3,7,13.4,0.154,10,2.4,0.96
,14:02:32,4,3600,613.5,1.02,13.3,7,13.4,0.154,10,2.5,0.96
,14:02:33,4,3600,614.5,1.03,13.3,7,13.4,0.154,10,2.5,0.96
,14:02:34,4,3600,615.5,1.03,13.3,7,13.4,0.154,10,2.5,0.96
,14:02:35,4,3600,616.5,1.03,13.3,7,13.4,0.154,10,2.5,0.96
,14:02:36,4,3600,617.5,1.03,13.3,7,13.4,0.148,10,2.5,0.96
,14:02:37,4,3600,618.5,1.03,13.3,7,13.4,0.143,10,2.5,0.96
,14:02:38,4,3600,619.5,1.02,13.3,7,13.4,0.143,10,2.5,0.96
,14:02:39,4,3600,620.5,1.02,13.3,7,13.4,0.142,10,2.5,0.96
,14:02:40,4,3600,621.5,1.02,13.3,7,13.5,0.147,10,2.5,0.95
,14:02:41,4,3600,622.5,1.02,13.3,7,13.5,0.147,10,2.5,0.95
