Data file,,DELRINNC010-UNHONED_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,12/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,DelrinNC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 13:26:42 on 12/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:53:54,6,3590,1629.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,13:53:55,6,3590,1630.1,0.28,13.3,7,10.9,0.042,10,49.8,0.27
,13:53:56,6,3590,1631.1,0.28,13.3,7,10.9,0.043,10,49.8,0.27
,13:53:57,6,3590,1632.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,13:53:58,6,3590,1633.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,13:53:59,6,3590,1634.1,0.28,13.3,7,10.8,0.041,10,49.8,0.27
,13:54:00,6,3590,1635.1,0.28,13.3,7,10.8,0.041,10,49.8,0.27
,13:54:01,6,3590,1636.1,0.28,13.3,7,10.8,0.041,10,49.8,0.27
,13:54:02,6,3590,1637.1,0.28,13.3,7,10.8,0.04,10,49.8,0.27
,13:54:03,6,3590,1638.1,0.28,13.3,7,10.8,0.041,10,49.8,0.27
,13:54:04,6,3590,1639.1,0.28,13.3,7,10.8,0.043,10,49.8,0.27
,13:54:05,6,3590,1640.1,0.28,13.3,7,10.7,0.043,10,49.8,0.27
,13:54:06,6,3590,1641.1,0.28,13.3,7,10.7,0.041,10,49.8,0.27
,13:54:07,6,3590,1642.1,0.28,13.3,7,10.7,0.041,10,49.8,0.27
,13:54:08,6,3590,1643.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:54:09,6,3590,1644.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:54:10,6,3590,1645.1,0.28,13.3,7,10.7,0.04,10,49.9,0.27
,13:54:11,6,3590,1646.1,0.28,13.3,7,10.7,0.04,10,49.9,0.27
,13:54:12,6,3590,1647.1,0.28,13.3,7,10.6,0.042,10,49.8,0.27
,13:54:13,6,3590,1648.1,0.28,13.3,7,10.6,0.042,10,49.8,0.27
,13:54:14,6,3590,1649.1,0.28,13.3,7,10.6,0.041,10,49.9,0.27
,13:54:15,6,3590,1650.1,0.28,13.3,7,10.6,0.041,10,49.8,0.27
,13:54:16,6,3590,1651.1,0.28,13.3,7,10.6,0.04,10,49.8,0.27
,13:54:17,6,3590,1652.1,0.28,13.3,7,10.6,0.042,10,49.8,0.27
,13:54:18,6,3590,1653.1,0.28,13.3,7,10.5,0.042,10,49.8,0.27
,13:54:19,6,3590,1654.1,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,13:54:20,6,3590,1655.1,0.29,13.3,7,10.5,0.041,10,49.8,0.28
,13:54:21,6,3590,1656.1,0.28,13.3,7,10.5,0.043,10,49.8,0.27
,13:54:22,6,3590,1657.1,0.29,13.3,7,10.5,0.041,10,49.8,0.28
,13:54:23,6,3590,1658.1,0.29,13.3,7,10.5,0.041,10,49.9,0.28
,13:54:24,6,3590,1659.1,0.28,13.3,7,10.5,0.04,10,49.8,0.27
,13:54:25,6,3590,1660.1,0.28,13.3,7,10.5,0.04,10,49.9,0.27
,13:54:26,6,3590,1661.1,0.27,13.3,7,10.4,0.041,10,49.8,0.26
,13:54:27,6,3590,1662.1,0.27,13.3,7,10.4,0.041,10,49.9,0.26
,13:54:28,6,3590,1663.1,0.27,13.3,7,10.4,0.041,10,49.8,0.26
,13:54:29,6,3590,1664.1,0.28,13.3,7,10.4,0.042,10,49.9,0.27
,13:54:30,6,3590,1665.1,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,13:54:31,6,3590,1666.1,0.28,13.3,7,10.4,0.041,10,49.9,0.27
,13:54:32,6,3590,1667.1,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,13:54:33,6,3590,1668.1,0.28,13.3,7,10.4,0.04,10,49.8,0.27
,13:54:34,6,3590,1669.1,0.28,13.3,7,10.3,0.04,10,49.9,0.27
,13:54:35,6,3590,1670.1,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,13:54:36,6,3590,1671.1,0.28,13.3,7,10.3,0.042,10,49.8,0.27
,13:54:37,6,3590,1672.1,0.28,13.3,7,10.3,0.042,10,49.8,0.27
,13:54:38,6,3590,1673.1,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,13:54:39,6,3590,1674.1,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,13:54:40,6,3590,1675.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,13:54:41,6,3590,1676.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,13:54:42,6,3590,1677.1,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,13:54:43,6,3590,1678.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,13:54:44,6,3590,1679.1,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,13:54:45,6,3590,1680.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,13:54:46,6,3590,1681.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,13:54:47,6,3590,1682.1,0.29,13.3,7,10.2,0.043,10,49.8,0.28
,13:54:48,6,3590,1683.1,0.28,13.3,7,10.1,0.043,10,49.8,0.27
,13:54:49,6,3590,1684.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:54:50,6,3590,1685.1,0.28,13.3,7,10.1,0.039,10,49.9,0.27
,13:54:51,6,3590,1686.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:54:52,6,3590,1687.1,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,13:54:53,6,3590,1688.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,13:54:54,6,3590,1689.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,13:54:55,6,3590,1690.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:54:56,6,3590,1691.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,13:54:57,6,3590,1692.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,13:54:58,6,3590,1693.1,0.27,13.3,7,10,0.04,10,49.8,0.26
,13:54:59,6,3590,1694.1,0.27,13.3,7,10,0.041,10,49.8,0.26
,13:55:00,6,3590,1695.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:55:01,6,3590,1696.1,0.28,13.3,7,10,0.042,10,49.8,0.27
,13:55:02,6,3590,1697.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:55:03,6,3590,1698.1,0.28,13.3,7,10,0.04,10,49.9,0.27
,13:55:04,6,3590,1699.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:55:05,6,3590,1700.1,0.28,13.3,7,10,0.042,10,49.8,0.27
,13:55:06,6,3590,1701.1,0.28,13.3,7,10,0.042,10,49.9,0.27
,13:55:07,6,3590,1702.1,0.28,13.3,7,10,0.041,10,49.9,0.27
,13:55:08,6,3590,1703.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:09,6,3590,1704.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:10,6,3590,1705.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,13:55:11,6,3590,1706.1,0.28,13.3,7,9.9,0.043,10,49.8,0.27
,13:55:12,6,3590,1707.1,0.29,13.3,7,9.9,0.043,10,49.8,0.28
,13:55:13,6,3590,1708.1,0.29,13.3,7,9.9,0.041,10,49.8,0.28
,13:55:14,6,3590,1709.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:15,6,3590,1710.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,13:55:16,6,3590,1711.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,13:55:17,6,3590,1712.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,13:55:18,6,3590,1713.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:19,6,3590,1714.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:20,6,3590,1715.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:55:21,6,3590,1716.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,13:55:22,6,3590,1717.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,13:55:23,6,3590,1718.1,0.29,13.3,7,9.8,0.043,10,49.8,0.28
,13:55:24,6,3590,1719.1,0.29,13.3,6,9.8,0.046,10,49.8,0.28
,13:55:25,6,3590,1720.1,0.3,13.3,7,9.8,0.044,10,49.8,0.28
,13:55:26,6,3590,1721.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,13:55:27,6,3590,1722.1,0.29,13.3,7,9.8,0.04,10,49.8,0.28
,13:55:28,6,3590,1723.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:55:29,6,3590,1724.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,13:55:30,6,3590,1725.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,13:55:31,6,3590,1726.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:55:32,6,3590,1727.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,13:55:33,6,3590,1728.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,13:55:34,6,3590,1729.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:55:35,6,3590,1730.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,13:55:36,6,3590,1731.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,13:55:37,6,3590,1732.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,13:55:38,6,3590,1733.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,13:55:39,6,3590,1734.1,0.29,13.3,7,9.8,0.04,10,49.9,0.28
,13:55:40,6,3590,1735.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:55:41,6,3590,1736.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:55:42,6,3590,1737.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:55:43,6,3590,1738.1,0.28,13.3,7,9.7,0.042,10,49.9,0.27
,13:55:44,6,3590,1739.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:55:45,6,3590,1740.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,13:55:46,6,3590,1741.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:55:47,6,3590,1742.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:55:48,6,3590,1743.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:55:49,6,3590,1744.1,0.29,13.3,7,9.7,0.042,10,49.8,0.28
,13:55:50,6,3590,1745.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,13:55:51,6,3590,1746.1,0.28,13.3,7,9.7,0.042,10,49.9,0.27
,13:55:52,6,3590,1747.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:55:53,6,3590,1748.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,13:55:54,6,3590,1749.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:55:55,6,3590,1750.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,13:55:56,6,3590,1751.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,13:55:57,6,3590,1752.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,13:55:58,6,3590,1753.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,13:55:59,6,3590,1754.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,13:56:00,6,3590,1755.1,0.29,13.3,7,9.7,0.041,10,49.8,0.28
,13:56:01,6,3590,1756.1,0.29,13.3,7,9.7,0.042,10,49.8,0.28
,13:56:02,6,3590,1757.1,0.29,13.3,7,9.7,0.041,10,49.8,0.28
,13:56:03,6,3590,1758.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:56:04,6,3590,1759.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,13:56:05,6,3590,1760.1,0.28,13.3,6,9.7,0.044,10,49.8,0.27
,13:56:06,6,3590,1761.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,13:56:07,6,3590,1762.1,0.29,13.3,7,9.7,0.041,10,49.8,0.28
,13:56:08,6,3590,1763.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,13:56:09,6,3590,1764.1,0.29,13.3,7,9.7,0.042,10,49.8,0.28
,13:56:10,6,3590,1765.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:56:11,6,3590,1766.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:56:12,6,3590,1767.1,0.28,13.3,7,9.7,0.039,10,49.8,0.27
,13:56:13,6,3590,1768.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,13:56:14,6,3590,1769.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:56:15,6,3590,1770.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:56:16,6,3590,1771.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:56:17,6,3590,1772.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:56:18,6,3590,1773.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,13:56:19,6,3590,1774.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,13:56:20,6,3590,1775.1,0.28,13.3,7,9.7,0.04,10,49.9,0.27
,13:56:21,6,3590,1776.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:56:22,6,3590,1777.1,0.29,13.3,7,9.7,0.04,10,49.8,0.28
,13:56:23,6,3590,1778.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:56:24,6,3590,1779.1,0.28,13.3,7,9.7,0.042,10,49.9,0.27
,13:56:25,6,3590,1780.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:56:26,6,3590,1781.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:56:27,6,3590,1782.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,13:56:28,6,3590,1783.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,13:56:29,6,3590,1784.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,13:56:30,6,3590,1785.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,13:56:31,6,3590,1786.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,13:56:32,6,3590,1787.1,0.29,13.3,7,9.8,0.043,10,49.8,0.28
,13:56:33,6,3590,1788.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,13:56:34,6,3590,1789.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,13:56:35,6,3590,1790.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,13:56:36,6,3590,1791.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:56:37,6,3590,1792.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:56:38,6,3590,1793.1,0.28,13.3,7,9.8,0.042,10,49.9,0.27
,13:56:39,6,3590,1794.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,13:56:40,6,3590,1795.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,13:56:41,6,3590,1796.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,13:56:42,6,3590,1797.1,0.29,13.3,7,9.8,0.044,10,49.8,0.28
,13:56:43,6,3590,1798.1,0.29,13.3,7,9.8,0.044,10,49.9,0.28
,13:56:44,6,3590,1799.1,0.29,13.3,7,9.8,0.044,10,49.8,0.28
,13:56:45,6,3590,1800.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,13:56:46,6,3590,1801.1,0.29,13.3,7,9.8,0.04,10,49.8,0.28
,13:56:47,6,3590,1802.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,13:56:48,6,3590,1803.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,13:56:49,6,3590,1804.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,13:56:50,6,3590,1805.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,13:56:51,6,3590,1806.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:56:52,6,3590,1807.1,0.28,13.3,6,9.9,0.044,10,49.8,0.27
,13:56:53,6,3590,1808.1,0.28,13.3,6,9.9,0.043,10,49.8,0.27
,13:56:54,6,3590,1809.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:56:55,6,3590,1810.1,0.27,13.3,7,9.9,0.041,10,49.8,0.26
,13:56:56,6,3590,1811.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,13:56:57,6,3590,1812.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,13:56:58,6,3590,1813.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,13:56:59,6,3590,1814.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,13:57:00,6,3590,1815.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:57:01,6,3590,1816.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:57:02,6,3590,1817.1,0.28,13.3,7,10,0.041,10,49.9,0.27
,13:57:03,6,3590,1818.1,0.28,13.3,7,10,0.042,10,49.9,0.27
,13:57:04,6,3590,1819.1,0.28,13.3,7,10,0.043,10,49.8,0.27
,13:57:05,6,3590,1820.1,0.28,13.3,6,10,0.044,10,49.8,0.27
,13:57:06,6,3590,1821.1,0.28,13.3,7,10,0.043,10,49.8,0.27
,13:57:07,6,3590,1822.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,13:57:08,6,3590,1823.1,0.29,13.3,7,10,0.04,10,49.9,0.28
,13:57:09,6,3590,1824.1,0.29,13.3,7,10,0.04,10,49.8,0.28
,13:57:10,6,3590,1825.1,0.29,13.3,7,10,0.042,10,49.8,0.28
,13:57:11,6,3590,1826.1,0.28,13.3,6,10,0.044,10,49.8,0.27
,13:57:12,6,3590,1827.1,0.28,13.3,6,10.1,0.044,10,49.8,0.27
,13:57:13,6,3590,1828.1,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,13:57:14,6,3590,1829.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:57:15,6,3590,1830.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,13:57:16,6,3590,1831.1,0.29,13.3,7,10.1,0.04,10,49.8,0.28
,13:57:17,6,3590,1832.1,0.29,13.3,7,10.1,0.042,10,49.8,0.28
,13:57:18,6,3590,1833.1,0.29,13.3,7,10.1,0.043,10,49.8,0.28
,13:57:19,6,3590,1834.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:57:20,6,3590,1835.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,13:57:21,6,3590,1836.1,0.29,13.3,7,10.2,0.043,10,49.9,0.28
,13:57:22,6,3590,1837.1,0.29,13.3,7,10.2,0.043,10,49.8,0.28
,13:57:23,6,3590,1838.1,0.29,13.3,7,10.2,0.043,10,49.8,0.28
,13:57:24,6,3590,1839.1,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,13:57:25,6,3590,1840.1,0.28,13.3,7,10.2,0.039,10,49.8,0.27
,13:57:26,6,3590,1841.1,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,13:57:27,6,3590,1842.1,0.28,13.3,7,10.2,0.042,10,49.8,0.27
,13:57:28,6,3590,1843.1,0.28,13.3,7,10.2,0.042,10,49.8,0.27
,13:57:29,6,3590,1844.1,0.28,13.3,7,10.2,0.04,10,49.8,0.27
,13:57:30,6,3590,1845.1,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,13:57:31,6,3590,1846.1,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,13:57:32,6,3590,1847.1,0.28,13.3,7,10.3,0.04,10,49.8,0.27
,13:57:33,6,3590,1848.1,0.28,13.3,7,10.3,0.039,10,49.9,0.27
,13:57:34,6,3590,1849.1,0.28,13.3,7,10.3,0.041,10,49.8,0.27
,13:57:35,6,3590,1850.1,0.28,13.3,7,10.3,0.042,10,49.8,0.27
,13:57:36,6,3590,1851.1,0.28,13.3,7,10.4,0.042,10,49.8,0.27
,13:57:37,6,3590,1852.1,0.28,13.3,7,10.4,0.042,10,49.8,0.27
,13:57:38,6,3590,1853.1,0.28,13.3,6,10.4,0.044,10,49.8,0.27
,13:57:39,6,3590,1854.1,0.28,13.3,7,10.4,0.043,10,49.8,0.27
,13:57:40,6,3590,1855.1,0.28,13.3,7,10.4,0.041,10,49.8,0.27
,13:57:41,6,3590,1856.1,0.28,13.3,7,10.4,0.039,10,49.9,0.27
,13:57:42,6,3590,1857.1,0.28,13.3,7,10.4,0.041,10,49.8,0.27
,13:57:43,6,3590,1858.1,0.28,13.3,6,10.4,0.044,10,49.8,0.27
,13:57:44,6,3590,1859.1,0.28,13.3,6,10.4,0.043,10,49.8,0.27
,13:57:45,6,3590,1860.1,0.28,13.3,7,10.4,0.042,10,49.8,0.27
,13:57:46,6,3590,1861.1,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,13:57:47,6,3590,1862.1,0.29,13.3,7,10.5,0.041,10,49.8,0.28
,13:57:48,6,3590,1863.1,0.28,13.3,7,10.5,0.039,10,49.8,0.27
,13:57:49,6,3590,1864.1,0.28,13.3,7,10.5,0.04,10,49.8,0.27
,13:57:50,6,3590,1865.1,0.28,13.3,7,10.5,0.04,10,49.9,0.27
,13:57:51,6,3590,1866.1,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,13:57:52,6,3590,1867.1,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,13:57:53,6,3590,1868.1,0.29,13.3,7,10.6,0.043,10,49.8,0.28
,13:57:54,6,3590,1869.1,0.28,13.3,7,10.6,0.041,10,49.8,0.27
,13:57:55,6,3590,1870.1,0.28,13.3,7,10.6,0.041,10,49.8,0.27
,13:57:56,6,3590,1871.1,0.28,13.3,7,10.6,0.039,10,49.8,0.27
,13:57:57,6,3590,1872.1,0.28,13.3,7,10.6,0.041,10,49.9,0.27
,13:57:58,6,3590,1873.1,0.28,13.3,7,10.7,0.04,10,49.8,0.27
,13:57:59,6,3590,1874.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:58:00,6,3590,1875.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:58:01,6,3590,1876.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:58:02,6,3590,1877.1,0.28,13.3,7,10.7,0.042,10,49.8,0.27
,13:58:03,6,3590,1878.1,0.28,13.3,7,10.7,0.04,10,49.9,0.27
,13:58:04,6,3590,1879.1,0.28,13.3,7,10.7,0.041,10,49.8,0.27
,13:58:05,6,3590,1880.1,0.28,13.3,7,10.7,0.041,10,49.9,0.27
,13:58:06,6,3590,1881.1,0.29,13.3,7,10.8,0.041,10,49.8,0.28
,13:58:07,6,3590,1882.1,0.29,13.3,7,10.8,0.042,10,49.8,0.28
,13:58:08,6,3590,1883.1,0.29,13.3,7,10.8,0.043,10,49.8,0.28
,13:58:09,6,3590,1884.1,0.28,13.3,7,10.8,0.043,10,49.8,0.27
,13:58:10,6,3590,1885.1,0.28,13.3,7,10.8,0.042,10,49.8,0.27
,13:58:11,6,3590,1886.1,0.28,13.3,7,10.9,0.04,10,49.9,0.27
,13:58:12,6,3590,1887.1,0.28,13.3,7,10.9,0.04,10,49.9,0.27
,13:58:13,6,3590,1888.1,0.28,13.3,7,10.9,0.042,10,49.9,0.27
,13:58:14,6,3590,1889.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,13:58:15,6,3590,1890.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,13:58:16,6,3590,1891.1,0.29,13.3,7,10.9,0.041,10,49.8,0.28
,13:58:17,6,3590,1892.1,0.29,13.3,7,11,0.043,10,49.8,0.28
,13:58:18,6,3590,1893.1,0.29,13.3,7,11,0.043,10,49.8,0.28
,13:58:19,6,3590,1894.1,0.28,13.3,7,11,0.043,10,49.8,0.27
,13:58:20,6,3590,1895.1,0.28,13.3,7,11,0.042,10,49.9,0.27
,13:58:21,6,3590,1896.1,0.28,13.3,7,11,0.038,10,49.9,0.27
,13:58:22,6,3590,1897.1,0.28,13.3,7,11,0.037,10,49.8,0.27
,13:58:23,6,3590,1898.1,0.28,13.3,7,11,0.038,10,49.8,0.27
,13:58:24,6,3590,1899.1,0.28,13.3,7,11.1,0.04,10,49.9,0.27
,13:58:25,6,3590,1900.1,0.28,13.3,7,11.1,0.041,10,49.8,0.27
,13:58:26,6,3590,1901.1,0.28,13.3,6,11.1,0.043,10,49.8,0.27
,13:58:27,6,3590,1902.1,0.28,13.3,7,11.1,0.042,10,49.8,0.27
,13:58:28,6,3590,1903.1,0.28,13.3,7,11.1,0.042,10,49.8,0.27
,13:58:29,6,3590,1904.1,0.28,13.3,7,11.2,0.04,10,49.8,0.27
,13:58:30,6,3590,1905.1,0.28,13.3,7,11.2,0.039,10,49.8,0.27
,13:58:31,6,3590,1906.1,0.28,13.3,7,11.2,0.041,10,49.8,0.27
,13:58:32,6,3590,1907.1,0.28,13.3,7,11.2,0.042,10,49.9,0.27
,13:58:33,6,3590,1908.1,0.28,13.3,7,11.2,0.042,10,49.8,0.27
,13:58:34,6,3590,1909.1,0.28,13.3,7,11.3,0.042,10,49.8,0.27
,13:58:35,6,3590,1910.1,0.28,13.3,7,11.3,0.04,10,49.8,0.27
,13:58:36,6,3590,1911.1,0.28,13.3,7,11.3,0.04,10,49.8,0.27
,13:58:37,6,3590,1912.1,0.28,13.3,7,11.3,0.04,10,49.8,0.27
,13:58:38,6,3590,1913.1,0.28,13.3,7,11.3,0.041,10,49.8,0.27
,13:58:39,6,3590,1914.1,0.29,13.3,7,11.4,0.041,10,49.9,0.28
,13:58:40,6,3590,1915.1,0.29,13.3,7,11.3,0.043,10,49.8,0.28
,13:58:41,6,3590,1916.1,0.28,13.3,7,11.4,0.043,10,49.8,0.27
,13:58:42,6,3590,1917.1,0.28,13.3,7,11.4,0.043,10,49.8,0.27
,13:58:43,6,3590,1918.1,0.28,13.3,7,11.4,0.043,10,49.9,0.27
,13:58:44,6,3590,1919.1,0.28,13.3,7,11.4,0.041,10,49.8,0.27
,13:58:45,6,3590,1920.1,0.28,13.3,7,11.4,0.041,10,49.8,0.27
,13:58:46,6,3590,1921.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,13:58:47,6,3590,1922.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,13:58:48,6,3590,1923.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,13:58:49,6,3590,1924.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,13:58:50,6,3590,1925.1,0.28,13.3,7,11.6,0.041,10,49.8,0.27
,13:58:51,6,3590,1926.1,0.28,13.3,7,11.6,0.042,10,49.8,0.27
,13:58:52,6,3590,1927.1,0.28,13.3,7,11.6,0.041,10,49.8,0.27
,13:58:53,6,3590,1928.1,0.28,13.3,7,11.6,0.041,10,49.9,0.27
