Data file,,DELRINNC010-UNHONED_ISO10_12DEG_001.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,12/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,DelrinNC010 on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 13:26:42 on 12/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:08:55,6,3590,2530.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,14:08:56,6,3590,2531.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,14:08:57,6,3590,2532.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:08:58,6,3590,2533.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,14:08:59,6,3590,2534.1,0.29,13.3,7,9.9,0.043,10,49.9,0.28
,14:09:00,6,3590,2535.1,0.29,13.3,7,9.9,0.043,10,49.8,0.28
,14:09:01,6,3590,2536.1,0.29,13.3,7,9.9,0.043,10,49.8,0.28
,14:09:02,6,3590,2537.1,0.29,13.3,7,9.9,0.043,10,49.8,0.27
,14:09:03,6,3590,2538.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:09:04,6,3590,2539.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,14:09:05,6,3590,2540.1,0.28,13.3,7,9.9,0.042,10,49.9,0.27
,14:09:06,6,3590,2541.1,0.28,13.3,7,9.9,0.04,10,49.9,0.27
,14:09:07,6,3590,2542.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,14:09:08,6,3590,2543.1,0.28,13.3,7,9.9,0.038,10,49.8,0.27
,14:09:09,6,3590,2544.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,14:09:10,6,3590,2545.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:09:11,6,3590,2546.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,14:09:12,6,3590,2547.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,14:09:13,6,3590,2548.1,0.28,13.3,7,9.8,0.042,10,49.9,0.27
,14:09:14,6,3590,2549.1,0.28,13.3,6,9.8,0.043,10,49.9,0.27
,14:09:15,6,3590,2550.1,0.28,13.3,6,9.8,0.043,10,49.8,0.27
,14:09:16,6,3590,2551.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,14:09:17,6,3590,2552.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,14:09:18,6,3590,2553.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,14:09:19,6,3590,2554.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,14:09:20,6,3590,2555.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,14:09:21,6,3590,2556.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:09:22,6,3590,2557.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,14:09:23,6,3590,2558.1,0.28,13.3,7,9.8,0.04,10,49.9,0.27
,14:09:24,6,3590,2559.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,14:09:25,6,3590,2560.1,0.29,13.3,7,9.8,0.043,10,49.8,0.28
,14:09:26,6,3590,2561.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,14:09:27,6,3590,2562.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,14:09:28,6,3590,2563.1,0.28,13.3,7,9.8,0.043,10,49.9,0.27
,14:09:29,6,3590,2564.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,14:09:30,6,3590,2565.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:09:31,6,3590,2566.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:09:32,6,3590,2567.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:09:33,6,3590,2568.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,14:09:34,6,3590,2569.1,0.29,13.3,7,9.8,0.04,10,49.8,0.28
,14:09:35,6,3590,2570.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,14:09:36,6,3590,2571.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,14:09:37,6,3590,2572.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,14:09:38,6,3590,2573.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,14:09:39,6,3590,2574.1,0.28,13.3,7,9.7,0.04,10,49.8,0.27
,14:09:40,6,3590,2575.1,0.28,13.3,7,9.7,0.042,10,49.9,0.27
,14:09:41,6,3590,2576.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,14:09:42,6,3590,2577.1,0.28,13.3,7,9.7,0.039,10,49.8,0.27
,14:09:43,6,3590,2578.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:44,6,3590,2579.1,0.28,13.3,6,9.7,0.044,10,49.8,0.27
,14:09:45,6,3590,2580.1,0.28,13.3,6,9.7,0.044,10,49.9,0.27
,14:09:46,6,3590,2581.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,14:09:47,6,3590,2582.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:48,6,3590,2583.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:49,6,3590,2584.1,0.28,13.3,7,9.7,0.042,10,49.8,0.27
,14:09:50,6,3590,2585.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:51,6,3590,2586.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:52,6,3590,2587.1,0.29,13.3,7,9.7,0.042,10,49.8,0.28
,14:09:53,6,3590,2588.1,0.29,13.3,7,9.7,0.043,10,49.8,0.28
,14:09:54,6,3590,2589.1,0.29,13.3,7,9.7,0.044,10,49.9,0.28
,14:09:55,6,3590,2590.1,0.28,13.3,7,9.7,0.043,10,49.8,0.27
,14:09:56,6,3590,2591.1,0.28,13.3,7,9.7,0.041,10,49.8,0.27
,14:09:57,6,3590,2592.1,0.28,13.3,7,9.7,0.041,10,49.9,0.27
,14:09:58,6,3590,2593.1,0.29,13.3,7,9.7,0.041,10,49.8,0.28
,14:09:59,6,3590,2594.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,14:10:00,6,3590,2595.1,0.29,13.3,7,9.8,0.042,10,49.8,0.28
,14:10:01,6,3590,2596.1,0.29,13.3,7,9.8,0.043,10,49.8,0.28
,14:10:02,6,3590,2597.1,0.29,13.3,7,9.8,0.043,10,49.9,0.28
,14:10:03,6,3590,2598.1,0.29,13.3,7,9.8,0.044,10,49.8,0.28
,14:10:04,6,3590,2599.1,0.29,13.3,7,9.8,0.043,10,49.8,0.28
,14:10:05,6,3590,2600.1,0.29,13.3,7,9.8,0.041,10,49.8,0.28
,14:10:06,6,3590,2601.1,0.29,13.3,7,9.8,0.04,10,49.8,0.27
,14:10:07,6,3590,2602.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,14:10:08,6,3590,2603.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:10:09,6,3590,2604.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,14:10:10,6,3590,2605.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,14:10:11,6,3590,2606.1,0.28,13.3,7,9.8,0.042,10,49.9,0.27
,14:10:12,6,3590,2607.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:10:13,6,3590,2608.1,0.28,13.3,7,9.8,0.04,10,49.8,0.27
,14:10:14,6,3590,2609.1,0.29,13.3,7,9.8,0.04,10,49.8,0.28
,14:10:15,6,3590,2610.1,0.29,13.3,7,9.8,0.041,10,49.8,0.27
,14:10:16,6,3590,2611.1,0.28,13.3,7,9.8,0.043,10,49.8,0.27
,14:10:17,6,3590,2612.1,0.28,13.3,7,9.8,0.042,10,49.8,0.27
,14:10:18,6,3590,2613.1,0.28,13.3,6,9.8,0.044,10,49.8,0.27
,14:10:19,6,3590,2614.1,0.28,13.3,7,9.8,0.043,10,49.8,0.28
,14:10:20,6,3590,2615.1,0.29,13.3,7,9.8,0.041,10,49.9,0.28
,14:10:21,6,3590,2616.1,0.29,13.3,7,9.8,0.04,10,49.9,0.28
,14:10:22,6,3590,2617.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:10:23,6,3590,2618.1,0.28,13.3,7,9.8,0.041,10,49.8,0.27
,14:10:24,6,3590,2619.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:10:25,6,3590,2620.1,0.28,13.3,7,9.9,0.042,10,49.8,0.27
,14:10:26,6,3590,2621.1,0.28,13.3,7,9.9,0.042,10,49.9,0.27
,14:10:27,6,3590,2622.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,14:10:28,6,3590,2623.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,14:10:29,6,3590,2624.1,0.28,13.3,7,9.9,0.039,10,49.8,0.27
,14:10:30,6,3590,2625.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:10:31,6,3590,2626.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:10:32,6,3590,2627.1,0.28,13.3,7,9.9,0.043,10,49.8,0.27
,14:10:33,6,3590,2628.1,0.28,13.3,7,9.9,0.043,10,49.9,0.27
,14:10:34,6,3590,2629.1,0.28,13.3,7,9.9,0.043,10,49.8,0.27
,14:10:35,6,3590,2630.1,0.28,13.3,7,9.9,0.043,10,49.9,0.27
,14:10:36,6,3590,2631.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:10:37,6,3590,2632.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,14:10:38,6,3590,2633.1,0.28,13.3,7,9.9,0.04,10,49.8,0.27
,14:10:39,6,3590,2634.1,0.28,13.3,7,9.9,0.041,10,49.8,0.27
,14:10:40,6,3590,2635.1,0.28,13.3,7,10,0.043,10,49.8,0.27
,14:10:41,6,3590,2636.1,0.29,13.3,7,10,0.043,10,49.8,0.28
,14:10:42,6,3590,2637.1,0.29,13.3,7,10,0.043,10,49.8,0.28
,14:10:43,6,3590,2638.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,14:10:44,6,3590,2639.1,0.28,13.3,7,10,0.04,10,49.8,0.27
,14:10:45,6,3590,2640.1,0.28,13.3,7,10,0.04,10,49.8,0.27
,14:10:46,6,3590,2641.1,0.28,13.3,7,10,0.041,10,49.8,0.27
,14:10:47,6,3590,2642.1,0.28,13.3,6,10,0.043,10,49.8,0.27
,14:10:48,6,3590,2643.1,0.28,13.3,7,10,0.042,10,49.8,0.27
,14:10:49,6,3590,2644.1,0.29,13.3,7,10,0.042,10,49.8,0.28
,14:10:50,6,3590,2645.1,0.29,13.3,7,10,0.04,10,49.8,0.28
,14:10:51,6,3590,2646.1,0.29,13.3,7,10,0.041,10,49.8,0.27
,14:10:52,6,3590,2647.1,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,14:10:53,6,3590,2648.1,0.28,13.3,7,10.1,0.042,10,49.8,0.27
,14:10:54,6,3590,2649.1,0.28,13.3,7,10.1,0.043,10,49.9,0.27
,14:10:55,6,3590,2650.1,0.28,13.3,7,10.1,0.041,10,49.8,0.27
,14:10:56,6,3590,2651.1,0.28,13.3,7,10.1,0.04,10,49.8,0.27
,14:10:57,6,3590,2652.1,0.28,13.3,7,10.1,0.04,10,49.9,0.27
,14:10:58,6,3590,2653.1,0.28,13.3,7,10.1,0.043,10,49.9,0.27
,14:10:59,6,3590,2654.1,0.28,13.3,6,10.1,0.044,10,49.8,0.27
,14:11:00,6,3590,2655.1,0.28,13.3,7,10.2,0.043,10,49.8,0.27
,14:11:01,6,3590,2656.1,0.29,13.3,7,10.2,0.041,10,49.8,0.28
,14:11:02,6,3590,2657.1,0.29,13.3,7,10.2,0.04,10,49.8,0.28
,14:11:03,6,3590,2658.1,0.29,13.3,7,10.2,0.04,10,49.8,0.28
,14:11:04,6,3590,2659.1,0.28,13.3,7,10.2,0.043,10,49.8,0.27
,14:11:05,6,3590,2660.1,0.28,13.3,7,10.2,0.043,10,49.8,0.27
,14:11:06,6,3590,2661.1,0.28,13.3,7,10.2,0.041,10,49.8,0.27
,14:11:07,6,3590,2662.1,0.28,13.3,7,10.2,0.043,10,49.9,0.27
,14:11:08,6,3590,2663.1,0.29,13.3,7,10.3,0.041,10,49.8,0.28
,14:11:09,6,3590,2664.1,0.29,13.3,7,10.2,0.042,10,49.8,0.28
,14:11:10,6,3590,2665.1,0.29,13.3,7,10.3,0.041,10,49.8,0.28
,14:11:11,6,3590,2666.1,0.29,13.3,7,10.3,0.042,10,49.8,0.28
,14:11:12,6,3590,2667.1,0.29,13.3,7,10.3,0.044,10,49.8,0.28
,14:11:13,6,3590,2668.1,0.29,13.3,7,10.3,0.043,10,49.8,0.28
,14:11:14,6,3590,2669.1,0.29,13.3,7,10.3,0.042,10,49.9,0.28
,14:11:15,6,3590,2670.1,0.29,13.3,7,10.3,0.042,10,49.8,0.28
,14:11:16,6,3590,2671.1,0.29,13.3,7,10.3,0.042,10,49.8,0.28
,14:11:17,6,3590,2672.1,0.29,13.3,7,10.4,0.043,10,49.8,0.28
,14:11:18,6,3590,2673.1,0.28,13.3,7,10.4,0.043,10,49.9,0.27
,14:11:19,6,3590,2674.1,0.28,13.3,6,10.4,0.044,10,49.9,0.27
,14:11:20,6,3590,2675.1,0.29,13.3,7,10.4,0.043,10,49.8,0.28
,14:11:21,6,3590,2676.1,0.29,13.3,7,10.4,0.04,10,49.8,0.28
,14:11:22,6,3590,2677.1,0.29,13.3,7,10.4,0.04,10,49.8,0.28
,14:11:23,6,3590,2678.1,0.29,13.3,7,10.5,0.042,10,49.8,0.28
,14:11:24,6,3590,2679.1,0.29,13.3,7,10.5,0.043,10,49.8,0.28
,14:11:25,6,3590,2680.1,0.29,13.3,6,10.5,0.045,10,49.9,0.28
,14:11:26,6,3590,2681.1,0.28,13.3,7,10.5,0.043,10,49.9,0.27
,14:11:27,6,3590,2682.1,0.28,13.3,7,10.5,0.043,10,49.8,0.27
,14:11:28,6,3590,2683.1,0.28,13.3,7,10.5,0.04,10,49.8,0.27
,14:11:29,6,3590,2684.1,0.29,13.3,7,10.5,0.038,10,49.8,0.28
,14:11:30,6,3590,2685.1,0.29,13.3,7,10.5,0.04,10,49.8,0.28
,14:11:31,6,3590,2686.1,0.28,13.3,7,10.5,0.041,10,49.8,0.27
,14:11:32,6,3590,2687.1,0.28,13.3,7,10.5,0.042,10,49.8,0.27
,14:11:33,6,3590,2688.1,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,14:11:34,6,3590,2689.1,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,14:11:35,6,3590,2690.1,0.28,13.3,7,10.6,0.043,10,49.8,0.27
,14:11:36,6,3590,2691.1,0.29,13.3,7,10.6,0.043,10,49.9,0.28
,14:11:37,6,3590,2692.1,0.29,13.3,7,10.6,0.043,10,49.8,0.28
,14:11:38,6,3590,2693.1,0.29,13.3,7,10.7,0.041,10,49.9,0.28
,14:11:39,6,3590,2694.1,0.29,13.3,7,10.7,0.04,10,49.9,0.28
,14:11:40,6,3590,2695.1,0.29,13.3,7,10.7,0.042,10,49.8,0.28
,14:11:41,6,3590,2696.1,0.29,13.3,7,10.7,0.042,10,49.8,0.28
,14:11:42,6,3590,2697.1,0.29,13.3,7,10.7,0.044,10,49.9,0.28
,14:11:43,6,3590,2698.1,0.28,13.3,7,10.7,0.043,10,49.8,0.27
,14:11:44,6,3590,2699.1,0.28,13.3,7,10.8,0.042,10,49.8,0.27
,14:11:45,6,3590,2700.1,0.28,13.3,7,10.8,0.042,10,49.8,0.27
,14:11:46,6,3590,2701.1,0.28,13.3,7,10.8,0.042,10,49.9,0.27
,14:11:47,6,3590,2702.1,0.28,13.3,7,10.8,0.041,10,49.8,0.27
,14:11:48,6,3590,2703.1,0.29,13.3,7,10.8,0.041,10,49.8,0.28
,14:11:49,6,3590,2704.1,0.29,13.3,7,10.8,0.04,10,49.8,0.28
,14:11:50,6,3590,2705.1,0.29,13.3,7,10.8,0.04,10,49.8,0.28
,14:11:51,6,3590,2706.1,0.29,13.3,7,10.8,0.041,10,49.9,0.28
,14:11:52,6,3590,2707.1,0.28,13.3,7,10.9,0.041,10,49.8,0.27
,14:11:53,6,3590,2708.1,0.28,13.3,7,10.9,0.043,10,49.8,0.27
,14:11:54,6,3590,2709.1,0.28,13.3,7,10.9,0.043,10,49.8,0.27
,14:11:55,6,3590,2710.1,0.28,13.3,7,10.9,0.042,10,49.8,0.27
,14:11:56,6,3590,2711.1,0.28,13.3,7,10.9,0.043,10,49.8,0.27
,14:11:57,6,3590,2712.1,0.28,13.3,7,11,0.043,10,49.9,0.27
,14:11:58,6,3590,2713.1,0.29,13.3,7,11,0.043,10,49.8,0.28
,14:11:59,6,3590,2714.1,0.29,13.3,7,11,0.042,10,49.8,0.28
,14:12:00,6,3590,2715.1,0.29,13.3,7,11,0.042,10,49.8,0.28
,14:12:01,6,3590,2716.1,0.29,13.3,7,11,0.042,10,49.8,0.28
,14:12:02,6,3590,2717.1,0.29,13.3,7,11.1,0.043,10,49.8,0.28
,14:12:03,6,3590,2718.1,0.29,13.3,7,11.1,0.043,10,49.8,0.28
,14:12:04,6,3590,2719.1,0.29,13.3,7,11.1,0.043,10,49.8,0.27
,14:12:05,6,3590,2720.1,0.29,13.3,7,11.1,0.041,10,49.8,0.28
,14:12:06,6,3590,2721.1,0.28,13.3,7,11.1,0.041,10,49.8,0.27
,14:12:07,6,3590,2722.1,0.28,13.3,7,11.1,0.041,10,49.8,0.27
,14:12:08,6,3590,2723.1,0.28,13.3,7,11.1,0.043,10,49.9,0.27
,14:12:09,6,3590,2724.1,0.28,13.3,7,11.2,0.041,10,49.8,0.27
,14:12:10,6,3590,2725.1,0.28,13.3,7,11.2,0.041,10,49.8,0.27
,14:12:11,6,3590,2726.1,0.28,13.3,7,11.2,0.041,10,49.8,0.27
,14:12:12,6,3590,2727.1,0.29,13.3,7,11.2,0.043,10,49.8,0.28
,14:12:13,6,3590,2728.1,0.29,13.3,7,11.2,0.043,10,49.9,0.28
,14:12:14,6,3590,2729.1,0.29,13.3,7,11.3,0.043,10,49.8,0.28
,14:12:15,6,3590,2730.1,0.28,13.3,7,11.3,0.041,10,49.8,0.27
,14:12:16,6,3590,2731.1,0.28,13.3,7,11.3,0.043,10,49.8,0.27
,14:12:17,6,3590,2732.1,0.28,13.3,7,11.3,0.043,10,49.8,0.27
,14:12:18,6,3590,2733.1,0.29,13.3,7,11.4,0.042,10,49.8,0.28
,14:12:19,6,3590,2734.1,0.29,13.3,7,11.4,0.04,10,49.8,0.28
,14:12:20,6,3590,2735.1,0.29,13.3,7,11.4,0.041,10,49.8,0.28
,14:12:21,6,3590,2736.1,0.28,13.3,7,11.4,0.041,10,49.9,0.27
,14:12:22,6,3590,2737.1,0.28,13.3,7,11.4,0.042,10,49.8,0.27
,14:12:23,6,3590,2738.1,0.28,13.3,7,11.5,0.042,10,49.8,0.27
,14:12:24,6,3590,2739.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,14:12:25,6,3590,2740.1,0.28,13.3,7,11.5,0.043,10,49.8,0.27
,14:12:26,6,3590,2741.1,0.28,13.3,7,11.5,0.041,10,49.8,0.27
,14:12:27,6,3590,2742.1,0.28,13.3,7,11.5,0.041,10,49.9,0.27
,14:12:28,6,3590,2743.1,0.29,13.3,7,11.5,0.04,10,49.8,0.28
,14:12:29,6,3590,2744.1,0.29,13.3,7,11.5,0.042,10,49.9,0.28
,14:12:30,6,3590,2745.1,0.29,13.3,7,11.6,0.043,10,49.8,0.28
,14:12:31,6,3590,2746.1,0.28,13.3,7,11.6,0.042,10,49.8,0.27
,14:12:32,6,3590,2747.1,0.28,13.3,7,11.6,0.042,10,49.8,0.27
,14:12:33,6,3590,2748.1,0.28,13.3,7,11.6,0.043,10,49.8,0.27
,14:12:34,6,3590,2749.1,0.29,13.3,7,11.6,0.043,10,49.9,0.28
,14:12:35,6,3590,2750.1,0.29,13.3,7,11.7,0.043,10,49.9,0.28
,14:12:36,6,3590,2751.1,0.29,13.3,7,11.7,0.042,10,49.9,0.28
,14:12:37,6,3590,2752.1,0.29,13.3,7,11.7,0.041,10,49.8,0.28
,14:12:38,6,3590,2753.1,0.29,13.3,7,11.7,0.04,10,49.8,0.28
,14:12:39,6,3590,2754.1,0.29,13.3,7,11.7,0.041,10,49.8,0.28
,14:12:40,6,3590,2755.1,0.29,13.3,7,11.8,0.043,10,49.8,0.28
,14:12:41,6,3590,2756.1,0.29,13.3,7,11.8,0.043,10,49.8,0.28
,14:12:42,6,3590,2757.1,0.29,13.3,7,11.8,0.043,10,49.8,0.28
,14:12:43,6,3590,2758.1,0.29,13.3,7,11.8,0.041,10,49.8,0.28
,14:12:44,6,3590,2759.1,0.29,13.3,7,11.9,0.041,10,49.8,0.28
,14:12:45,6,3590,2760.1,0.29,13.3,7,11.8,0.043,10,49.8,0.28
,14:12:46,6,3590,2761.1,0.28,13.3,7,11.9,0.041,10,49.9,0.27
,14:12:47,6,3590,2762.1,0.28,13.3,7,11.9,0.04,10,49.8,0.27
,14:12:48,6,3590,2763.1,0.28,13.3,7,11.9,0.039,10,49.8,0.27
,14:12:49,6,3590,2764.1,0.28,13.3,7,11.9,0.041,10,49.8,0.27
,14:12:50,6,3590,2765.1,0.28,13.3,7,12,0.043,10,49.8,0.28
,14:12:51,6,3590,2766.1,0.29,13.3,7,12,0.043,10,49.8,0.28
,14:12:52,6,3590,2767.1,0.29,13.3,7,12,0.041,10,49.8,0.28
,14:12:53,6,3590,2768.1,0.28,13.3,7,12,0.041,10,49.9,0.27
,14:12:54,6,3590,2769.1,0.28,13.3,7,12.1,0.041,10,49.8,0.27
,14:12:55,6,3590,2770.1,0.28,13.3,7,12.1,0.04,10,49.9,0.27
,14:12:56,6,3590,2771.1,0.28,13.3,7,12.1,0.041,10,49.9,0.27
,14:12:57,6,3590,2772.1,0.28,13.3,7,12.1,0.042,10,49.9,0.27
,14:12:58,6,3590,2773.1,0.28,13.3,7,12.1,0.043,10,49.8,0.27
,14:12:59,6,3590,2774.1,0.28,13.3,7,12.2,0.041,10,49.9,0.27
,14:13:00,6,3590,2775.1,0.28,13.3,7,12.2,0.041,10,49.8,0.27
,14:13:01,6,3590,2776.1,0.28,13.3,7,12.2,0.039,10,49.8,0.27
,14:13:02,6,3590,2777.1,0.28,13.3,7,12.2,0.04,10,49.8,0.27
,14:13:03,6,3590,2778.1,0.28,13.3,7,12.3,0.042,10,49.8,0.27
,14:13:04,6,3590,2779.1,0.28,13.3,7,12.2,0.042,10,49.8,0.27
,14:13:05,6,3590,2780.1,0.28,13.3,7,12.3,0.042,10,49.8,0.27
,14:13:06,6,3590,2781.1,0.29,13.3,7,12.3,0.041,10,49.8,0.28
,14:13:07,6,3590,2782.1,0.29,13.3,7,12.3,0.04,10,49.8,0.28
,14:13:08,6,3590,2783.1,0.29,13.3,7,12.3,0.04,10,49.8,0.28
,14:13:09,6,3590,2784.1,0.28,13.3,7,12.4,0.041,10,49.8,0.27
,14:13:10,6,3590,2785.1,0.28,13.3,7,12.4,0.043,10,49.9,0.27
,14:13:11,6,3590,2786.1,0.28,13.3,7,12.4,0.043,10,49.8,0.27
,14:13:12,6,3590,2787.1,0.28,13.3,7,12.4,0.042,10,49.8,0.27
,14:13:13,6,3590,2788.1,0.28,13.3,7,12.4,0.042,10,49.8,0.27
,14:13:14,6,3590,2789.1,0.28,13.3,7,12.5,0.043,10,49.9,0.27
,14:13:15,6,3590,2790.1,0.29,13.3,7,12.5,0.043,10,49.9,0.28
,14:13:16,6,3590,2791.1,0.29,13.3,7,12.5,0.043,10,49.8,0.28
,14:13:17,6,3590,2792.1,0.29,13.3,7,12.6,0.042,10,49.9,0.28
,14:13:18,6,3590,2793.1,0.29,13.3,7,12.6,0.039,10,49.9,0.28
,14:13:19,6,3590,2794.1,0.29,13.3,7,12.6,0.04,10,49.9,0.28
,14:13:20,6,3590,2795.1,0.29,13.3,7,12.6,0.042,10,49.8,0.28
,14:13:21,6,3590,2796.1,0.28,13.3,7,12.6,0.043,10,49.8,0.27
,14:13:22,6,3590,2797.1,0.28,13.3,7,12.7,0.042,10,49.8,0.27
,14:13:23,6,3590,2798.1,0.28,13.3,7,12.7,0.042,10,49.8,0.27
,14:13:24,6,3590,2799.1,0.28,13.3,7,12.7,0.043,10,49.8,0.27
,14:13:25,6,3590,2800.1,0.28,13.3,7,12.7,0.041,10,49.8,0.27
,14:13:26,6,3590,2801.1,0.28,13.3,7,12.7,0.041,10,49.8,0.27
,14:13:27,6,3590,2802.1,0.28,13.3,7,12.7,0.041,10,49.8,0.27
,14:13:28,6,3590,2803.1,0.28,13.3,7,12.8,0.041,10,49.8,0.27
,14:13:29,6,3590,2804.1,0.28,13.3,7,12.8,0.041,10,49.9,0.27
,14:13:30,6,3590,2805.1,0.28,13.3,7,12.8,0.041,10,49.8,0.28
,14:13:31,6,3590,2806.1,0.29,13.3,7,12.8,0.041,10,49.9,0.28
,14:13:32,6,3590,2807.1,0.29,13.3,7,12.8,0.042,10,49.8,0.28
,14:13:33,6,3590,2808.1,0.29,13.3,7,12.9,0.044,10,49.8,0.28
,14:13:34,6,3590,2809.1,0.29,13.3,7,12.9,0.043,10,49.8,0.28
,14:13:35,6,3590,2810.1,0.29,13.3,7,12.9,0.043,10,49.8,0.28
,14:13:36,6,3590,2811.1,0.29,13.3,7,12.9,0.043,10,49.8,0.28
,14:13:37,6,3590,2812.1,0.29,13.3,7,12.9,0.043,10,49.8,0.28
,14:13:38,6,3590,2813.1,0.29,13.3,7,13,0.042,10,49.8,0.28
,14:13:39,6,3590,2814.1,0.29,13.3,7,13,0.041,10,49.8,0.28
,14:13:40,6,3590,2815.1,0.28,13.3,7,13,0.041,10,49.8,0.27
,14:13:41,6,3590,2816.1,0.28,13.3,7,13.1,0.041,10,49.8,0.27
,14:13:42,6,3590,2817.1,0.28,13.3,7,13,0.041,10,49.8,0.28
,14:13:43,6,3590,2818.1,0.29,13.3,7,13,0.04,10,49.8,0.28
,14:13:44,6,3590,2819.1,0.29,13.3,7,13.1,0.04,10,49.8,0.28
,14:13:45,6,3590,2820.1,0.29,13.3,7,13.1,0.042,10,49.8,0.28
,14:13:46,6,3590,2821.1,0.29,13.3,7,13.1,0.044,10,49.9,0.28
,14:13:47,6,3590,2822.1,0.29,13.3,7,13.1,0.044,10,49.8,0.28
,14:13:48,6,3590,2823.1,0.29,13.3,7,13.2,0.043,10,49.8,0.28
,14:13:49,6,3590,2824.1,0.29,13.3,7,13.2,0.041,10,49.8,0.28
,14:13:50,6,3590,2825.1,0.29,13.3,7,13.2,0.043,10,49.8,0.28
,14:13:51,6,3590,2826.1,0.29,13.3,7,13.2,0.043,10,49.8,0.28
,14:13:52,6,3590,2827.1,0.29,13.3,7,13.3,0.043,10,49.8,0.28
,14:13:53,6,3590,2828.1,0.29,13.3,7,13.3,0.043,10,49.9,0.28
,14:13:54,6,3590,2829.1,0.29,13.3,7,13.3,0.043,10,49.9,0.28
