Data file,,PTT_ISO10_12DEG_002.TSV,,,,,,,,,,
,14:52:10,6,3590,435,1.24,13.3,7,10.7,0.172,10,49.9,1.19
,14:52:11,6,3590,436,1.22,13.3,7,10.7,0.169,10,49.9,1.17
,14:52:12,6,3590,437,1.21,13.3,7,10.7,0.174,10,49.9,1.16
,14:52:13,6,3590,438,1.21,13.3,7,10.6,0.181,10,49.9,1.16
,14:52:14,6,3590,439,1.21,13.3,7,10.6,0.181,10,49.9,1.16
,14:52:15,6,3590,440,1.21,13.3,7,10.6,0.181,10,49.9,1.16
,14:52:16,6,3590,441,1.21,13.3,7,10.6,0.182,10,49.9,1.17
,14:52:17,6,3590,442,1.22,13.3,7,10.6,0.183,10,49.9,1.18
,14:52:18,6,3590,443,1.24,13.3,7,10.6,0.186,10,49.9,1.19
,14:52:19,6,3590,444,1.24,13.3,7,10.5,0.178,10,49.9,1.19
,14:52:20,6,3590,445,1.22,13.3,7,10.5,0.176,10,49.9,1.17
,14:52:21,6,3590,446,1.19,13.3,7,10.5,0.179,10,49.9,1.14
,14:52:22,6,3590,447,1.18,13.3,7,10.5,0.17,10,49.9,1.13
,14:52:23,6,3590,448,1.19,13.3,7,10.5,0.171,10,49.9,1.14
,14:52:24,6,3590,449,1.19,13.3,7,10.5,0.166,10,49.9,1.14
,14:52:25,6,3590,450,1.19,13.3,7,10.5,0.165,10,49.9,1.14
,14:52:26,6,3590,451,1.19,13.3,7,10.4,0.171,10,49.9,1.14
,14:52:27,6,3590,452,1.18,13.3,7,10.4,0.177,10,49.9,1.14
,14:52:28,6,3590,453,1.18,13.3,7,10.4,0.177,10,49.9,1.14
,14:52:29,6,3590,454,1.19,13.3,7,10.4,0.178,10,49.9,1.14
,14:52:30,6,3590,455,1.2,13.3,7,10.4,0.179,10,49.9,1.15
,14:52:31,6,3590,456,1.21,13.3,7,10.4,0.174,10,49.9,1.16
,14:52:32,6,3590,457,1.21,13.3,7,10.4,0.174,10,49.9,1.16
,14:52:33,6,3590,458,1.2,13.3,7,10.3,0.173,10,49.9,1.15
,14:52:34,6,3590,459,1.18,13.3,7,10.3,0.164,10,49.9,1.13
,14:52:35,6,3590,460,1.17,13.3,7,10.3,0.169,10,49.9,1.13
,14:52:36,6,3590,461,1.17,13.3,7,10.3,0.175,10,49.9,1.12
,14:52:37,6,3590,462,1.16,13.3,7,10.3,0.174,10,49.9,1.12
,14:52:38,6,3590,463,1.17,13.3,7,10.3,0.175,10,49.9,1.12
,14:52:39,6,3590,464,1.17,13.3,7,10.3,0.169,10,49.9,1.13
,14:52:40,6,3590,465,1.18,13.3,7,10.3,0.171,10,49.9,1.14
,14:52:41,6,3590,466,1.18,13.3,7,10.3,0.17,10,49.9,1.13
,14:52:42,6,3590,467,1.17,13.3,7,10.3,0.169,10,49.9,1.12
,14:52:43,6,3590,468,1.16,13.3,7,10.3,0.161,10,49.9,1.11
,14:52:44,6,3590,469,1.15,13.3,7,10.2,0.166,10,49.9,1.1
,14:52:45,6,3590,470,1.14,13.3,7,10.2,0.171,10,49.9,1.09
,14:52:46,6,3590,471,1.13,13.3,7,10.2,0.17,10,49.9,1.09
,14:52:47,6,3590,472,1.13,13.3,7,10.2,0.17,10,49.9,1.09
,14:52:48,6,3590,473,1.13,13.3,7,10.2,0.17,10,49.9,1.09
,14:52:49,6,3590,474,1.14,13.3,7,10.2,0.172,10,49.9,1.1
,14:52:50,6,3590,475,1.15,13.3,7,10.2,0.166,10,49.9,1.11
,14:52:51,6,3590,476,1.14,13.3,7,10.2,0.159,10,49.9,1.1
,14:52:52,6,3590,477,1.13,13.3,7,10.2,0.164,10,49.9,1.09
,14:52:53,6,3590,478,1.13,13.3,7,10.2,0.163,10,49.9,1.09
,14:52:54,6,3590,479,1.13,13.3,7,10.2,0.169,10,49.9,1.08
,14:52:55,6,3590,480,1.12,13.3,7,10.1,0.168,10,49.9,1.08
,14:52:56,6,3590,481,1.12,13.3,7,10.1,0.168,10,49.9,1.08
,14:52:57,6,3590,482,1.12,13.3,7,10.1,0.169,10,49.9,1.08
,14:52:58,6,3590,483,1.13,13.3,7,10.1,0.164,10,49.9,1.09
,14:52:59,6,3590,484,1.13,13.3,7,10.1,0.164,10,49.9,1.09
,14:53:00,6,3590,485,1.13,13.3,7,10.1,0.157,10,49.9,1.08
,14:53:01,6,3590,486,1.11,13.3,7,10.1,0.161,10,49.9,1.07
,14:53:02,6,3590,487,1.11,13.3,7,10.1,0.166,10,49.9,1.06
,14:53:03,6,3590,488,1.1,13.3,7,10.1,0.165,10,49.9,1.06
,14:53:04,6,3590,489,1.1,13.3,7,10.1,0.165,10,49.9,1.06
,14:53:05,6,3590,490,1.1,13.3,7,10.1,0.165,10,49.9,1.06
,14:53:06,6,3590,491,1.11,13.3,7,10.1,0.16,10,49.9,1.06
,14:53:07,6,3590,492,1.11,13.3,7,10.1,0.155,10,49.9,1.07
,14:53:08,6,3590,493,1.1,13.3,7,10.1,0.16,10,49.9,1.06
,14:53:09,6,3590,494,1.1,13.3,7,10,0.165,10,49.9,1.06
,14:53:10,6,3590,495,1.09,13.3,7,10,0.164,10,49.9,1.05
,14:53:11,6,3590,496,1.1,13.3,7,10,0.165,10,49.9,1.06
,14:53:12,6,3590,497,1.11,13.3,7,10,0.161,10,49.9,1.07
,14:53:13,6,3590,498,1.12,13.3,7,10,0.161,10,49.9,1.07
,14:53:14,6,3590,499,1.11,13.3,7,10,0.161,10,49.9,1.07
,14:53:15,6,3590,500,1.1,13.3,7,10,0.165,10,49.9,1.06
,14:53:16,6,3590,501,1.09,13.3,7,10,0.163,10,49.9,1.05
,14:53:17,6,3590,502,1.09,13.3,7,10,0.163,10,49.9,1.05
,14:53:18,6,3590,503,1.1,13.3,7,10,0.165,10,49.9,1.06
,14:53:19,6,3590,504,1.11,13.3,7,10,0.16,10,49.9,1.07
,14:53:20,6,3590,505,1.12,13.3,7,10,0.162,10,49.9,1.08
,14:53:21,6,3590,506,1.11,13.3,7,10,0.155,10,49.9,1.07
,14:53:22,6,3590,507,1.11,13.3,7,9.9,0.154,10,49.9,1.06
,14:53:23,6,3590,508,1.1,13.3,7,9.9,0.165,10,49.9,1.06
,14:53:24,6,3590,509,1.1,13.3,7,9.9,0.165,10,49.9,1.06
,14:53:25,6,3590,510,1.09,13.3,7,9.9,0.164,10,49.9,1.05
,14:53:26,6,3590,511,1.09,13.3,7,9.9,0.164,10,49.9,1.05
,14:53:27,6,3590,512,1.1,13.3,7,9.9,0.165,10,49.9,1.06
,14:53:28,6,3590,513,1.11,13.3,7,9.9,0.161,10,49.9,1.07
,14:53:29,6,3590,514,1.12,13.3,7,9.9,0.156,10,49.9,1.07
,14:53:30,6,3590,515,1.11,13.3,7,9.9,0.155,10,49.9,1.07
,14:53:31,6,3590,516,1.1,13.3,7,9.9,0.154,10,49.9,1.06
,14:53:32,6,3590,517,1.1,13.3,7,9.9,0.159,10,49.9,1.06
,14:53:33,6,3590,518,1.1,13.3,7,9.9,0.158,10,49.9,1.06
,14:53:34,6,3590,519,1.09,13.3,7,9.9,0.164,10,49.9,1.05
,14:53:35,6,3590,520,1.09,13.3,7,9.9,0.163,10,49.9,1.05
,14:53:36,6,3590,521,1.08,13.3,7,9.9,0.162,10,49.9,1.04
,14:53:37,6,3590,522,1.08,13.3,7,9.9,0.162,10,49.9,1.04
,14:53:38,6,3590,523,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:53:39,6,3590,524,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:53:40,6,3590,525,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:53:41,6,3590,526,1.09,13.3,7,9.8,0.163,10,49.9,1.05
,14:53:42,6,3590,527,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:53:43,6,3590,528,1.08,13.3,7,9.8,0.163,10,49.9,1.05
,14:53:44,6,3590,529,1.09,13.3,7,9.8,0.158,10,49.9,1.05
,14:53:45,6,3590,530,1.1,13.3,7,9.8,0.153,10,49.9,1.06
,14:53:46,6,3590,531,1.09,13.3,7,9.8,0.152,10,49.9,1.05
,14:53:47,6,3590,532,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:53:48,6,3590,533,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:53:49,6,3590,534,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:53:50,6,3590,535,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:53:51,6,3590,536,1.09,13.3,7,9.8,0.163,10,49.9,1.05
,14:53:52,6,3590,537,1.09,13.3,7,9.8,0.164,10,49.9,1.06
,14:53:53,6,3590,538,1.1,13.3,7,9.8,0.16,10,49.9,1.06
,14:53:54,6,3590,539,1.1,13.3,7,9.8,0.154,10,49.9,1.06
,14:53:55,6,3590,540,1.09,13.3,7,9.8,0.157,10,49.9,1.04
,14:53:56,6,3590,541,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:53:57,6,3590,542,1.07,13.3,6,9.8,0.166,10,49.9,1.03
,14:53:58,6,3590,543,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:53:59,6,3590,544,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:54:00,6,3590,545,1.09,13.3,7,9.8,0.158,10,49.9,1.05
,14:54:01,6,3590,546,1.09,13.3,7,9.8,0.158,10,49.9,1.05
,14:54:02,6,3590,547,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:03,6,3590,548,1.07,13.3,7,9.8,0.154,10,49.9,1.03
,14:54:04,6,3590,549,1.06,13.3,7,9.8,0.16,10,49.9,1.02
,14:54:05,6,3590,550,1.06,13.3,7,9.8,0.159,10,49.9,1.02
,14:54:06,6,3590,551,1.07,13.3,7,9.8,0.16,10,49.9,1.03
,14:54:07,6,3590,552,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:08,6,3590,553,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:54:09,6,3590,554,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:10,6,3590,555,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:11,6,3590,556,1.07,13.3,7,9.8,0.154,10,49.9,1.03
,14:54:12,6,3590,557,1.07,13.3,7,9.8,0.16,10,49.9,1.03
,14:54:13,6,3590,558,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:54:14,6,3590,559,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:15,6,3590,560,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:54:16,6,3590,561,1.09,13.3,7,9.8,0.151,10,49.9,1.05
,14:54:17,6,3590,562,1.08,13.3,7,9.8,0.151,10,49.9,1.04
,14:54:18,6,3590,563,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:54:19,6,3590,564,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:54:20,6,3590,565,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:54:21,6,3590,566,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:22,6,3590,567,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:23,6,3590,568,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:24,6,3590,569,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:54:25,6,3590,570,1.08,13.3,6,9.8,0.168,10,49.9,1.04
,14:54:26,6,3590,571,1.08,13.3,7,9.8,0.157,10,49.9,1.05
,14:54:27,6,3590,572,1.09,13.3,7,9.8,0.152,10,49.9,1.05
,14:54:28,6,3590,573,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:54:29,6,3590,574,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:54:30,6,3590,575,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:54:31,6,3590,576,1.08,13.3,7,9.8,0.162,10,49.9,1.04
,14:54:32,6,3590,577,1.08,13.3,7,9.8,0.157,10,49.9,1.04
,14:54:33,6,3590,578,1.08,13.3,7,9.8,0.157,10,49.9,1.04
,14:54:34,6,3590,579,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:35,6,3590,580,1.07,13.3,6,9.8,0.166,10,49.9,1.03
,14:54:36,6,3590,581,1.07,13.3,7,9.8,0.161,10,49.9,1.03
,14:54:37,6,3590,582,1.09,13.3,7,9.8,0.157,10,49.9,1.05
,14:54:38,6,3590,583,1.09,13.3,7,9.8,0.158,10,49.9,1.05
,14:54:39,6,3590,584,1.08,13.3,7,9.8,0.156,10,49.9,1.04
,14:54:40,6,3590,585,1.06,13.3,7,9.8,0.16,10,49.9,1.02
,14:54:41,6,3590,586,1.06,13.3,7,9.8,0.154,10,49.9,1.02
,14:54:42,6,3590,587,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:43,6,3590,588,1.07,13.3,7,9.8,0.155,10,49.9,1.03
,14:54:44,6,3590,589,1.07,13.3,7,9.8,0.154,10,49.9,1.02
,14:54:45,6,3590,590,1.06,13.3,7,9.8,0.159,10,49.9,1.02
,14:54:46,6,3590,591,1.07,13.3,7,9.8,0.16,10,49.9,1.03
,14:54:47,6,3590,592,1.08,13.3,7,9.8,0.157,10,49.9,1.04
,14:54:48,6,3590,593,1.09,13.3,7,9.8,0.158,10,49.9,1.05
,14:54:49,6,3590,594,1.09,13.3,7,9.9,0.152,10,49.9,1.05
,14:54:50,6,3590,595,1.07,13.3,7,9.9,0.155,10,49.9,1.03
,14:54:51,6,3590,596,1.06,13.3,7,9.9,0.153,10,49.9,1.02
,14:54:52,6,3590,597,1.06,13.3,7,9.9,0.159,10,49.9,1.02
,14:54:53,6,3590,598,1.06,13.3,7,9.9,0.16,10,49.9,1.03
,14:54:54,6,3590,599,1.07,13.3,7,9.9,0.155,10,49.9,1.04
,14:54:55,6,3590,600,1.08,13.3,7,9.9,0.15,10,49.9,1.04
,14:54:56,6,3590,601,1.07,13.3,7,9.9,0.161,10,49.9,1.03
,14:54:57,6,3590,602,1.06,13.3,6,9.9,0.166,10,49.9,1.02
,14:54:58,6,3590,603,1.07,13.3,7,9.9,0.16,10,49.9,1.03
,14:54:59,6,3590,604,1.08,13.3,7,9.9,0.156,10,49.9,1.04
,14:55:00,6,3590,605,1.08,13.3,7,9.9,0.151,10,49.9,1.04
,14:55:01,6,3590,606,1.08,13.3,7,9.9,0.156,10,49.9,1.04
,14:55:02,6,3590,607,1.06,13.3,7,9.9,0.16,10,49.9,1.02
,14:55:03,6,3590,608,1.06,13.3,7,9.9,0.159,10,49.9,1.02
,14:55:04,6,3590,609,1.07,13.3,7,10,0.16,10,49.9,1.03
,14:55:05,6,3590,610,1.08,13.3,7,10,0.157,10,49.9,1.05
,14:55:06,6,3590,611,1.09,13.3,7,10,0.158,10,49.9,1.05
,14:55:07,6,3590,612,1.08,13.3,7,10,0.151,10,49.9,1.04
,14:55:08,6,3590,613,1.08,13.3,7,10,0.15,10,49.9,1.03
,14:55:09,6,3590,614,1.07,13.3,7,10,0.155,10,49.9,1.03
,14:55:10,6,3590,615,1.06,13.3,7,10,0.16,10,49.9,1.02
,14:55:11,6,3590,616,1.06,13.3,7,10,0.159,10,49.9,1.02
,14:55:12,6,3590,617,1.05,13.3,7,10,0.157,10,49.9,1.01
,14:55:13,6,3590,618,1.06,13.3,7,10,0.153,10,49.9,1.02
,14:55:14,6,3590,619,1.06,13.3,7,10.1,0.148,10,49.9,1.02
,14:55:15,6,3590,620,1.07,13.3,7,10,0.154,10,49.9,1.03
,14:55:16,6,3590,621,1.06,13.3,7,10.1,0.159,10,49.9,1.02
,14:55:17,6,3590,622,1.06,13.3,7,10.1,0.159,10,49.9,1.02
,14:55:18,6,3590,623,1.06,13.3,7,10.1,0.159,10,49.9,1.02
,14:55:19,6,3590,624,1.06,13.3,7,10.1,0.16,10,49.9,1.02
,14:55:20,6,3590,625,1.07,13.3,7,10.1,0.154,10,49.9,1.03
,14:55:21,6,3590,626,1.06,13.3,7,10.1,0.154,10,49.9,1.02
,14:55:22,6,3590,627,1.06,13.3,7,10.1,0.153,10,49.9,1.01
,14:55:23,6,3590,628,1.05,13.3,7,10.1,0.152,10,49.9,1.01
,14:55:24,6,3590,629,1.05,13.3,7,10.1,0.157,10,49.9,1.01
,14:55:25,6,3590,630,1.05,13.3,7,10.1,0.157,10,49.9,1.01
,14:55:26,6,3590,631,1.05,13.3,7,10.2,0.158,10,49.9,1.01
,14:55:27,6,3590,632,1.06,13.3,7,10.2,0.16,10,49.9,1.02
,14:55:28,6,3590,633,1.07,13.3,7,10.2,0.15,10,49.9,1.03
,14:55:29,6,3590,634,1.07,13.3,7,10.2,0.149,10,49.9,1.03
,14:55:30,6,3590,635,1.06,13.3,7,10.2,0.153,10,49.9,1.02
,14:55:31,6,3590,636,1.05,13.3,7,10.2,0.158,10,49.9,1.01
,14:55:32,6,3590,637,1.05,13.3,7,10.2,0.157,10,49.9,1
,14:55:33,6,3590,638,1.04,13.3,7,10.3,0.157,10,49.9,1
,14:55:34,6,3590,639,1.05,13.3,7,10.2,0.158,10,49.9,1.01
,14:55:35,6,3590,640,1.06,13.3,7,10.2,0.148,10,49.9,1.02
,14:55:36,6,3590,641,1.07,13.3,7,10.3,0.149,10,49.9,1.02
,14:55:37,6,3590,642,1.06,13.3,7,10.3,0.153,10,49.9,1.01
,14:55:38,6,3590,643,1.04,13.3,7,10.3,0.151,10,49.9,1
,14:55:39,6,3590,644,1.04,13.3,7,10.3,0.156,10,49.9,1
,14:55:40,6,3590,645,1.04,13.3,7,10.3,0.156,10,49.9,1
,14:55:41,6,3590,646,1.04,13.3,7,10.3,0.156,10,49.9,1
,14:55:42,6,3590,647,1.05,13.3,7,10.3,0.151,10,49.9,1.01
,14:55:43,6,3590,648,1.06,13.3,7,10.4,0.153,10,49.9,1.02
,14:55:44,6,3590,649,1.06,13.3,7,10.4,0.153,10,49.9,1.02
,14:55:45,6,3590,650,1.06,13.3,7,10.4,0.159,10,49.9,1.01
,14:55:46,6,3590,651,1.05,13.3,7,10.4,0.158,10,49.9,1.02
,14:55:47,6,3590,652,1.06,13.3,7,10.4,0.154,10,49.9,1.03
,14:55:48,6,3590,653,1.07,13.3,7,10.4,0.154,10,49.9,1.03
,14:55:49,6,3590,654,1.06,13.3,7,10.4,0.153,10,49.9,1.02
,14:55:50,6,3590,655,1.05,13.3,7,10.5,0.152,10,49.9,1.01
,14:55:51,6,3590,656,1.05,13.3,7,10.5,0.158,10,49.9,1.01
,14:55:52,6,3590,657,1.06,13.3,7,10.5,0.159,10,49.9,1.02
,14:55:53,6,3590,658,1.07,13.3,7,10.5,0.16,10,49.9,1.03
,14:55:54,6,3590,659,1.08,13.3,7,10.5,0.162,10,49.9,1.04
,14:55:55,6,3590,660,1.08,13.3,7,10.5,0.156,10,49.9,1.04
,14:55:56,6,3590,661,1.08,13.3,7,10.5,0.15,10,49.9,1.04
,14:55:57,6,3590,662,1.07,13.3,7,10.5,0.149,10,49.9,1.02
,14:55:58,6,3590,663,1.05,13.3,7,10.6,0.158,10,49.9,1.01
,14:55:59,6,3590,664,1.04,13.3,7,10.6,0.156,10,49.9,1
,14:56:00,6,3590,665,1.04,13.3,7,10.6,0.156,10,49.9,1
,14:56:01,6,3590,666,1.05,13.3,7,10.6,0.158,10,49.9,1.01
,14:56:02,6,3590,667,1.07,13.3,7,10.6,0.154,10,49.9,1.03
,14:56:03,6,3590,668,1.06,13.3,7,10.6,0.154,10,49.9,1.02
,14:56:04,6,3590,669,1.05,13.3,7,10.7,0.152,10,49.9,1.01
,14:56:05,6,3590,670,1.04,13.3,7,10.7,0.151,10,49.9,1
,14:56:06,6,3590,671,1.04,13.3,7,10.7,0.156,10,49.9,1
,14:56:07,6,3590,672,1.05,13.3,6,10.7,0.164,10,49.9,1.01
,14:56:08,6,3590,673,1.07,13.3,7,10.7,0.154,10,49.9,1.03
,14:56:09,6,3590,674,1.07,13.3,7,10.7,0.155,10,49.9,1.03
,14:56:10,6,3590,675,1.07,13.3,7,10.8,0.154,10,49.9,1.03
,14:56:11,6,3590,676,1.05,13.3,7,10.8,0.152,10,49.9,1.01
,14:56:12,6,3590,677,1.04,13.3,7,10.8,0.157,10,49.9,1
,14:56:13,6,3590,678,1.04,13.3,6,10.8,0.163,10,49.9,1
,14:56:14,6,3590,679,1.05,13.3,7,10.8,0.157,10,49.9,1.01
,14:56:15,6,3590,680,1.06,13.3,7,10.8,0.153,10,49.9,1.02
,14:56:16,6,3590,681,1.06,13.3,7,10.8,0.148,10,49.9,1.02
,14:56:17,6,3590,682,1.05,13.3,7,10.8,0.151,10,49.9,1.01
,14:56:18,6,3590,683,1.04,13.3,7,10.9,0.156,10,49.9,1
,14:56:19,6,3590,684,1.04,13.3,7,10.9,0.156,10,49.9,1
,14:56:20,6,3590,685,1.06,13.3,7,10.9,0.159,10,49.9,1.02
,14:56:21,6,3590,686,1.07,13.3,7,10.9,0.154,10,49.9,1.03
,14:56:22,6,3590,687,1.06,13.3,7,10.9,0.154,10,49.9,1.02
,14:56:23,6,3590,688,1.05,13.3,7,10.9,0.152,10,49.9,1.01
,14:56:24,6,3590,689,1.04,13.3,7,11,0.156,10,49.9,1
,14:56:25,6,3590,690,1.05,13.3,7,11,0.157,10,49.9,1.01
,14:56:26,6,3590,691,1.06,13.3,7,11,0.159,10,49.9,1.02
,14:56:27,6,3590,692,1.08,13.3,7,11,0.156,10,49.9,1.04
,14:56:28,6,3590,693,1.08,13.3,7,11.1,0.15,10,49.9,1.04
,14:56:29,6,3590,694,1.07,13.3,7,11.1,0.149,10,49.9,1.03
,14:56:30,6,3590,695,1.06,13.3,7,11.1,0.159,10,49.9,1.02
,14:56:31,6,3590,696,1.06,13.3,7,11.1,0.159,10,49.9,1.02
,14:56:32,6,3590,697,1.07,13.3,7,11.1,0.16,10,49.9,1.03
,14:56:33,6,3590,698,1.07,13.3,7,11.1,0.155,10,49.9,1.04
,14:56:34,6,3590,699,1.07,13.3,7,11.1,0.149,10,49.9,1.03
,14:56:35,6,3590,700,1.05,13.3,7,11.1,0.152,10,49.9,1.01
,14:56:36,6,3590,701,1.03,13.3,7,11.2,0.155,10,49.9,0.99
,14:56:37,6,3590,702,1.03,13.3,7,11.2,0.154,10,49.9,0.99
,14:56:38,6,3590,703,1.03,13.3,7,11.2,0.155,10,50,1
,14:56:39,6,3590,704,1.05,13.3,7,11.2,0.152,10,49.9,1.01
,14:56:40,6,3590,705,1.05,13.3,7,11.3,0.152,10,49.9,1.01
,14:56:41,6,3590,706,1.05,13.3,7,11.3,0.157,10,49.9,1.01
,14:56:42,6,3590,707,1.04,13.3,7,11.3,0.157,10,49.9,1
,14:56:43,6,3590,708,1.06,13.3,7,11.3,0.153,10,49.9,1.02
,14:56:44,6,3590,709,1.06,13.3,7,11.3,0.154,10,49.9,1.02
,14:56:45,6,3590,710,1.06,13.3,7,11.4,0.153,10,49.9,1.02
,14:56:46,6,3590,711,1.05,13.3,7,11.4,0.157,10,49.9,1.01
,14:56:47,6,3590,712,1.05,13.3,7,11.4,0.158,10,49.9,1.02
,14:56:48,6,3590,713,1.06,13.3,7,11.4,0.154,10,49.9,1.03
,14:56:49,6,3590,714,1.07,13.3,7,11.4,0.154,10,49.9,1.02
,14:56:50,6,3590,715,1.06,13.3,7,11.5,0.159,10,49.9,1.01
,14:56:51,6,3590,716,1.05,13.3,7,11.4,0.158,10,49.9,1.01
,14:56:52,6,3590,717,1.06,13.3,7,11.5,0.153,10,49.9,1.02
,14:56:53,6,3590,718,1.06,13.3,7,11.5,0.153,10,49.9,1.02
,14:56:54,6,3590,719,1.06,13.3,7,11.5,0.159,10,49.9,1.02
,14:56:55,6,3590,720,1.05,13.3,7,11.5,0.152,10,49.9,1.02
,14:56:56,6,3590,721,1.06,13.3,7,11.5,0.153,10,49.9,1.02
,14:56:57,6,3590,722,1.07,13.3,7,11.6,0.154,10,49.9,1.03
,14:56:58,6,3590,723,1.06,13.3,7,11.6,0.16,10,49.9,1.02
,14:56:59,6,3590,724,1.06,13.3,7,11.6,0.154,10,49.9,1.02
,14:57:00,6,3590,725,1.06,13.3,7,11.6,0.154,10,49.9,1.02
,14:57:01,6,3590,726,1.06,13.3,7,11.6,0.153,10,49.9,1.01
,14:57:02,6,3590,727,1.04,13.3,7,11.7,0.151,10,49.9,1
,14:57:03,6,3590,728,1.03,13.3,7,11.7,0.149,10,49.9,0.99
,14:57:04,6,3590,729,1.04,13.3,7,11.7,0.15,10,49.9,1
,14:57:05,6,3590,730,1.04,13.3,7,11.7,0.156,10,49.9,1
,14:57:06,6,3590,731,1.05,13.3,7,11.8,0.152,10,49.9,1.02
,14:57:07,6,3590,732,1.06,13.3,7,11.8,0.148,10,49.9,1.02
,14:57:08,6,3590,733,1.06,13.3,7,11.8,0.148,10,49.9,1.02
,14:57:09,6,3590,734,1.05,13.3,7,11.8,0.157,10,49.9,1
,14:57:10,6,3590,735,1.04,13.3,7,11.8,0.15,10,49.9,1
,14:57:11,6,3590,736,1.04,13.3,7,11.8,0.15,10,49.9,1
,14:57:12,6,3590,737,1.04,13.3,7,11.8,0.151,10,49.9,1
