Data file,,PTT_ISO10_12DEG_002.TSV,,,,,,,,,,
,15:05:04,6,3590,1209,0.98,13.3,7,11.4,0.142,10,50,0.94
,15:05:05,6,3590,1210,0.97,13.3,7,11.4,0.146,10,50,0.93
,15:05:06,6,3590,1211,0.97,13.3,7,11.4,0.145,10,50,0.93
,15:05:07,6,3590,1212,0.98,13.3,7,11.4,0.147,10,50,0.94
,15:05:08,6,3590,1213,0.99,13.3,7,11.3,0.137,10,50,0.95
,15:05:09,6,3590,1214,0.99,13.3,7,11.3,0.137,10,50,0.95
,15:05:10,6,3590,1215,0.98,13.3,7,11.3,0.141,10,50,0.94
,15:05:11,6,3590,1216,0.96,13.3,7,11.3,0.145,10,50,0.93
,15:05:12,6,3590,1217,0.96,13.3,7,11.3,0.144,10,50,0.92
,15:05:13,6,3590,1218,0.96,13.3,7,11.3,0.145,10,50,0.93
,15:05:14,6,3590,1219,0.98,13.3,7,11.3,0.136,10,50,0.94
,15:05:15,6,3590,1220,0.99,13.3,7,11.2,0.137,10,50,0.95
,15:05:16,6,3590,1221,0.98,13.3,7,11.2,0.147,10,50,0.94
,15:05:17,6,3590,1222,0.97,13.3,7,11.2,0.146,10,49.9,0.93
,15:05:18,6,3590,1223,0.96,13.3,7,11.2,0.144,10,49.9,0.92
,15:05:19,6,3590,1224,0.96,13.3,7,11.2,0.145,10,50,0.93
,15:05:20,6,3590,1225,0.97,13.3,7,11.2,0.141,10,50,0.94
,15:05:21,6,3590,1226,0.98,13.3,7,11.1,0.137,10,50,0.95
,15:05:22,6,3590,1227,0.98,13.3,7,11.1,0.142,10,50,0.95
,15:05:23,6,3590,1228,0.97,13.3,7,11.1,0.146,10,50,0.93
,15:05:24,6,3590,1229,0.97,13.3,7,11.1,0.145,10,50,0.93
,15:05:25,6,3590,1230,0.96,13.3,7,11.1,0.144,10,49.9,0.92
,15:05:26,6,3590,1231,0.96,13.3,7,11.1,0.145,10,50,0.93
,15:05:27,6,3590,1232,0.97,13.3,7,11,0.135,10,50,0.93
,15:05:28,6,3590,1233,0.97,13.3,7,11,0.135,10,50,0.93
,15:05:29,6,3590,1234,0.96,13.3,7,11,0.139,10,50,0.92
,15:05:30,6,3590,1235,0.95,13.3,7,11,0.142,10,50,0.91
,15:05:31,6,3590,1236,0.95,13.3,7,11,0.143,10,49.9,0.91
,15:05:32,6,3590,1237,0.96,13.3,7,11,0.144,10,50,0.92
,15:05:33,6,3590,1238,0.97,13.3,7,11,0.14,10,50,0.93
,15:05:34,6,3590,1239,0.97,13.3,7,10.9,0.14,10,50,0.93
,15:05:35,6,3590,1240,0.97,13.3,7,10.9,0.14,10,50,0.93
,15:05:36,6,3590,1241,0.96,13.3,7,10.9,0.145,10,50,0.93
,15:05:37,6,3590,1242,0.96,13.3,7,10.9,0.145,10,50,0.93
,15:05:38,6,3590,1243,0.97,13.3,7,10.9,0.146,10,50,0.94
,15:05:39,6,3590,1244,0.98,13.3,7,10.9,0.142,10,50,0.94
,15:05:40,6,3590,1245,0.98,13.3,7,10.8,0.137,10,50,0.94
,15:05:41,6,3590,1246,0.97,13.3,7,10.8,0.136,10,50,0.93
,15:05:42,6,3590,1247,0.96,13.3,7,10.8,0.144,10,50,0.92
,15:05:43,6,3590,1248,0.96,13.3,7,10.8,0.144,10,50,0.92
,15:05:44,6,3590,1249,0.96,13.3,7,10.8,0.143,10,49.9,0.92
,15:05:45,6,3590,1250,0.96,13.3,7,10.8,0.143,10,50,0.92
,15:05:46,6,3590,1251,0.97,13.3,7,10.7,0.145,10,50,0.93
,15:05:47,6,3590,1252,0.98,13.3,7,10.7,0.136,10,50,0.94
,15:05:48,6,3590,1253,0.97,13.3,7,10.7,0.136,10,50,0.94
,15:05:49,6,3590,1254,0.96,13.3,7,10.7,0.139,10,50,0.92
,15:05:50,6,3590,1255,0.95,13.3,7,10.7,0.142,10,50,0.91
,15:05:51,6,3590,1256,0.95,13.3,7,10.7,0.142,10,50,0.91
,15:05:52,6,3590,1257,0.95,13.3,7,10.7,0.142,10,50,0.91
,15:05:53,6,3590,1258,0.95,13.3,7,10.7,0.142,10,50,0.91
,15:05:54,6,3590,1259,0.95,13.3,7,10.7,0.137,10,50,0.91
,15:05:55,6,3590,1260,0.95,13.3,7,10.6,0.137,10,50,0.91
,15:05:56,6,3590,1261,0.95,13.3,7,10.6,0.143,10,50,0.92
,15:05:57,6,3590,1262,0.95,13.3,7,10.6,0.142,10,50,0.91
,15:05:58,6,3590,1263,0.95,13.3,7,10.6,0.143,10,49.9,0.92
,15:05:59,6,3590,1264,0.96,13.3,7,10.6,0.145,10,49.9,0.93
,15:06:00,6,3590,1265,0.98,13.3,7,10.6,0.141,10,50,0.94
,15:06:01,6,3590,1266,0.98,13.3,7,10.5,0.136,10,50,0.94
,15:06:02,6,3590,1267,0.96,13.3,7,10.5,0.134,10,50,0.92
,15:06:03,6,3590,1268,0.95,13.3,7,10.5,0.133,10,50,0.91
,15:06:04,6,3590,1269,0.95,13.3,7,10.5,0.137,10,50,0.91
,15:06:05,6,3590,1270,0.95,13.3,7,10.5,0.142,10,50,0.91
,15:06:06,6,3590,1271,0.94,13.3,7,10.5,0.142,10,50,0.91
,15:06:07,6,3590,1272,0.94,13.3,7,10.4,0.141,10,50,0.9
,15:06:08,6,3590,1273,0.94,13.3,7,10.5,0.141,10,50,0.9
,15:06:09,6,3590,1274,0.95,13.3,7,10.4,0.143,10,50,0.91
,15:06:10,6,3590,1275,0.96,13.3,7,10.4,0.139,10,50,0.93
,15:06:11,6,3590,1276,0.97,13.3,7,10.4,0.131,10,50,0.94
,15:06:12,6,3590,1277,0.97,13.3,7,10.4,0.135,10,50,0.93
,15:06:13,6,3590,1278,0.96,13.3,7,10.4,0.139,10,50,0.92
,15:06:14,6,3590,1279,0.95,13.3,7,10.4,0.143,10,50,0.91
,15:06:15,6,3590,1280,0.95,13.3,7,10.3,0.142,10,50,0.91
,15:06:16,6,3590,1281,0.95,13.3,7,10.3,0.142,10,49.9,0.91
,15:06:17,6,3590,1282,0.94,13.3,7,10.3,0.141,10,50,0.91
,15:06:18,6,3590,1283,0.95,13.3,7,10.3,0.142,10,50,0.91
,15:06:19,6,3590,1284,0.96,13.3,7,10.3,0.139,10,50,0.92
,15:06:20,6,3590,1285,0.96,13.3,7,10.3,0.134,10,50,0.93
,15:06:21,6,3590,1286,0.96,13.3,7,10.3,0.134,10,50,0.92
,15:06:22,6,3590,1287,0.94,13.3,7,10.2,0.142,10,50,0.91
,15:06:23,6,3590,1288,0.94,13.3,7,10.2,0.14,10,50,0.9
,15:06:24,6,3590,1289,0.93,13.3,7,10.2,0.14,10,50,0.9
,15:06:25,6,3590,1290,0.94,13.3,7,10.2,0.14,10,49.9,0.9
,15:06:26,6,3590,1291,0.95,13.3,7,10.2,0.142,10,50,0.91
,15:06:27,6,3590,1292,0.96,13.3,7,10.2,0.143,10,50,0.92
,15:06:28,6,3590,1293,0.96,13.3,7,10.2,0.139,10,50,0.92
,15:06:29,6,3590,1294,0.95,13.3,7,10.2,0.133,10,50,0.91
,15:06:30,6,3590,1295,0.94,13.3,7,10.2,0.131,10,50,0.91
,15:06:31,6,3590,1296,0.93,13.3,7,10.1,0.14,10,50,0.9
,15:06:32,6,3590,1297,0.93,13.3,7,10.1,0.139,10,50,0.89
,15:06:33,6,3590,1298,0.92,13.3,7,10.1,0.138,10,50,0.89
,15:06:34,6,3590,1299,0.93,13.3,7,10.1,0.139,10,50,0.9
,15:06:35,6,3590,1300,0.94,13.3,7,10.1,0.136,10,50,0.91
,15:06:36,6,3590,1301,0.95,13.3,7,10.1,0.133,10,50,0.91
,15:06:37,6,3590,1302,0.94,13.3,7,10.1,0.131,10,50,0.91
,15:06:38,6,3590,1303,0.94,13.3,7,10.1,0.135,10,50,0.9
,15:06:39,6,3590,1304,0.93,13.3,7,10,0.14,10,50,0.9
,15:06:40,6,3590,1305,0.94,13.3,7,10,0.14,10,50,0.9
,15:06:41,6,3590,1306,0.93,13.3,7,10,0.14,10,49.9,0.9
,15:06:42,6,3590,1307,0.94,13.3,7,10,0.141,10,50,0.91
,15:06:43,6,3590,1308,0.96,13.3,7,10,0.143,10,50,0.92
,15:06:44,6,3590,1309,0.97,13.3,7,10,0.135,10,50,0.93
,15:06:45,6,3590,1310,0.96,13.3,7,10,0.134,10,50,0.92
,15:06:46,6,3590,1311,0.94,13.3,7,10,0.136,10,50,0.91
,15:06:47,6,3590,1312,0.93,13.3,7,10,0.139,10,50,0.89
,15:06:48,6,3590,1313,0.92,13.3,7,10,0.139,10,50,0.89
,15:06:49,6,3590,1314,0.93,13.3,7,10,0.139,10,50,0.9
,15:06:50,6,3590,1315,0.94,13.3,7,10,0.142,10,50,0.91
,15:06:51,6,3590,1316,0.96,13.3,7,10,0.138,10,50,0.92
,15:06:52,6,3590,1317,0.96,13.3,7,9.9,0.133,10,50,0.92
,15:06:53,6,3590,1318,0.95,13.3,7,9.9,0.132,10,50,0.91
,15:06:54,6,3590,1319,0.93,13.3,7,9.9,0.14,10,50,0.9
,15:06:55,6,3590,1320,0.93,13.3,7,9.9,0.139,10,50,0.89
,15:06:56,6,3590,1321,0.93,13.3,7,9.9,0.139,10,49.9,0.89
,15:06:57,6,3590,1322,0.93,13.3,7,9.9,0.14,10,50,0.9
,15:06:58,6,3590,1323,0.94,13.3,7,9.9,0.136,10,50,0.91
,15:06:59,6,3590,1324,0.95,13.3,7,9.9,0.132,10,50,0.91
,15:07:00,6,3590,1325,0.95,13.3,7,9.9,0.132,10,50,0.91
,15:07:01,6,3590,1326,0.94,13.3,7,9.9,0.136,10,50,0.9
,15:07:02,6,3590,1327,0.93,13.3,7,9.9,0.139,10,50,0.89
,15:07:03,6,3590,1328,0.93,13.3,7,9.9,0.139,10,50,0.89
,15:07:04,6,3590,1329,0.92,13.3,7,9.8,0.139,10,50,0.89
,15:07:05,6,3590,1330,0.93,13.3,7,9.8,0.139,10,50,0.89
,15:07:06,6,3590,1331,0.94,13.3,7,9.8,0.14,10,50,0.9
,15:07:07,6,3590,1332,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:07:08,6,3590,1333,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:07:09,6,3590,1334,0.94,13.3,7,9.8,0.135,10,50,0.9
,15:07:10,6,3590,1335,0.92,13.3,7,9.8,0.139,10,50,0.89
,15:07:11,6,3590,1336,0.92,13.3,7,9.8,0.138,10,50,0.89
,15:07:12,6,3590,1337,0.93,13.3,7,9.8,0.14,10,50,0.9
,15:07:13,6,3590,1338,0.94,13.3,7,9.8,0.136,10,50,0.91
,15:07:14,6,3590,1339,0.95,13.3,7,9.8,0.137,10,50,0.91
,15:07:15,6,3590,1340,0.94,13.3,7,9.8,0.136,10,50,0.91
,15:07:16,6,3590,1341,0.93,13.3,7,9.8,0.135,10,50,0.9
,15:07:17,6,3590,1342,0.93,13.3,7,9.8,0.14,10,50,0.9
,15:07:18,6,3590,1343,0.94,13.3,7,9.8,0.142,10,50,0.91
,15:07:19,6,3590,1344,0.96,13.3,7,9.8,0.144,10,49.9,0.92
,15:07:20,6,3590,1345,0.97,13.3,7,9.8,0.141,10,50,0.94
,15:07:21,6,3590,1346,0.97,13.3,7,9.8,0.135,10,50,0.93
,15:07:22,6,3590,1347,0.97,13.3,7,9.7,0.135,10,50,0.93
,15:07:23,6,3590,1348,0.95,13.3,7,9.7,0.138,10,50,0.92
,15:07:24,6,3590,1349,0.95,13.3,7,9.7,0.142,10,50,0.91
,15:07:25,6,3590,1350,0.94,13.3,7,9.7,0.142,10,50,0.91
,15:07:26,6,3590,1351,0.94,13.3,7,9.7,0.142,10,50,0.91
,15:07:27,6,3590,1352,0.95,13.3,7,9.7,0.137,10,50,0.91
,15:07:28,6,3590,1353,0.96,13.3,7,9.7,0.138,10,50,0.92
,15:07:29,6,3590,1354,0.96,13.3,7,9.7,0.138,10,50,0.92
,15:07:30,6,3590,1355,0.95,13.3,7,9.7,0.142,10,49.9,0.91
,15:07:31,6,3590,1356,0.95,13.3,7,9.7,0.142,10,50,0.91
,15:07:32,6,3590,1357,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:07:33,6,3590,1358,0.97,13.3,7,9.7,0.135,10,50,0.93
,15:07:34,6,3590,1359,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:07:35,6,3590,1360,0.95,13.3,7,9.7,0.137,10,50,0.91
,15:07:36,6,3590,1361,0.94,13.3,7,9.7,0.141,10,50,0.91
,15:07:37,6,3590,1362,0.94,13.3,7,9.7,0.142,10,50,0.91
,15:07:38,6,3590,1363,0.95,13.3,7,9.7,0.133,10,50,0.91
,15:07:39,6,3590,1364,0.96,13.3,7,9.7,0.133,10,50,0.92
,15:07:40,6,3590,1365,0.95,13.3,7,9.7,0.137,10,50,0.91
,15:07:41,6,3590,1366,0.94,13.3,7,9.7,0.141,10,49.9,0.9
,15:07:42,6,3590,1367,0.94,13.3,7,9.7,0.14,10,50,0.9
,15:07:43,6,3590,1368,0.94,13.3,7,9.7,0.136,10,50,0.91
,15:07:44,6,3590,1369,0.95,13.3,7,9.7,0.138,10,50,0.92
,15:07:45,6,3590,1370,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:07:46,6,3590,1371,0.96,13.3,7,9.7,0.143,10,50,0.92
,15:07:47,6,3590,1372,0.95,13.3,6,9.7,0.148,10,50,0.91
,15:07:48,6,3590,1373,0.95,13.3,7,9.7,0.143,10,50,0.92
,15:07:49,6,3590,1374,0.96,13.3,7,9.7,0.134,10,50,0.93
,15:07:50,6,3590,1375,0.96,13.3,7,9.7,0.139,10,50,0.93
,15:07:51,6,3590,1376,0.96,13.3,7,9.7,0.143,10,50,0.92
,15:07:52,6,3590,1377,0.94,13.3,7,9.7,0.142,10,50,0.91
,15:07:53,6,3590,1378,0.95,13.3,7,9.7,0.142,10,50,0.91
,15:07:54,6,3590,1379,0.96,13.3,7,9.7,0.138,10,50,0.92
,15:07:55,6,3590,1380,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:07:56,6,3590,1381,0.96,13.3,7,9.7,0.144,10,50,0.92
,15:07:57,6,3590,1382,0.95,13.3,7,9.7,0.143,10,50,0.91
,15:07:58,6,3590,1383,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:07:59,6,3590,1384,0.97,13.3,7,9.7,0.14,10,50,0.93
,15:08:00,6,3590,1385,0.97,13.3,7,9.7,0.14,10,50,0.93
,15:08:01,6,3590,1386,0.97,13.3,7,9.7,0.145,10,50,0.93
,15:08:02,6,3590,1387,0.97,13.3,7,9.7,0.145,10,50,0.93
,15:08:03,6,3590,1388,0.98,13.3,7,9.7,0.136,10,50,0.94
,15:08:04,6,3590,1389,0.97,13.3,7,9.7,0.141,10,50,0.94
,15:08:05,6,3590,1390,0.96,13.3,7,9.7,0.144,10,50,0.92
,15:08:06,6,3590,1391,0.95,13.3,7,9.7,0.142,10,49.9,0.91
,15:08:07,6,3590,1392,0.95,13.3,7,9.7,0.138,10,50,0.92
,15:08:08,6,3590,1393,0.96,13.3,7,9.7,0.134,10,50,0.93
,15:08:09,6,3590,1394,0.96,13.3,7,9.7,0.139,10,50,0.92
,15:08:10,6,3590,1395,0.95,13.3,7,9.7,0.142,10,50,0.91
,15:08:11,6,3590,1396,0.94,13.3,7,9.7,0.141,10,49.9,0.9
,15:08:12,6,3590,1397,0.94,13.3,7,9.7,0.142,10,50,0.91
,15:08:13,6,3590,1398,0.95,13.3,7,9.7,0.132,10,50,0.91
,15:08:14,6,3590,1399,0.95,13.3,7,9.7,0.132,10,50,0.91
,15:08:15,6,3590,1400,0.94,13.3,7,9.7,0.136,10,50,0.9
,15:08:16,6,3590,1401,0.93,13.3,7,9.7,0.139,10,49.9,0.89
,15:08:17,6,3590,1402,0.92,13.3,7,9.7,0.139,10,50,0.89
,15:08:18,6,3590,1403,0.92,13.3,7,9.8,0.133,10,50,0.89
,15:08:19,6,3590,1404,0.93,13.3,7,9.8,0.134,10,50,0.89
,15:08:20,6,3590,1405,0.93,13.3,7,9.8,0.139,10,50,0.89
,15:08:21,6,3590,1406,0.93,13.3,7,9.8,0.139,10,50,0.89
,15:08:22,6,3590,1407,0.93,13.3,7,9.8,0.139,10,50,0.89
,15:08:23,6,3590,1408,0.94,13.3,7,9.8,0.136,10,50,0.91
,15:08:24,6,3590,1409,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:08:25,6,3590,1410,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:08:26,6,3590,1411,0.94,13.3,7,9.8,0.136,10,50,0.9
,15:08:27,6,3590,1412,0.93,13.3,7,9.8,0.14,10,50,0.89
,15:08:28,6,3590,1413,0.93,13.3,7,9.8,0.139,10,50,0.89
,15:08:29,6,3590,1414,0.93,13.3,7,9.8,0.14,10,50,0.9
,15:08:30,6,3590,1415,0.94,13.3,7,9.8,0.14,10,50,0.9
,15:08:31,6,3590,1416,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:08:32,6,3590,1417,0.95,13.3,7,9.8,0.132,10,50,0.91
,15:08:33,6,3590,1418,0.94,13.3,7,9.8,0.136,10,50,0.91
,15:08:34,6,3590,1419,0.93,13.3,7,9.9,0.14,10,50,0.9
,15:08:35,6,3590,1420,0.93,13.3,7,9.9,0.139,10,50,0.89
,15:08:36,6,3590,1421,0.93,13.3,7,9.9,0.134,10,50,0.89
,15:08:37,6,3590,1422,0.93,13.3,7,9.9,0.134,10,50,0.89
,15:08:38,6,3590,1423,0.93,13.3,7,9.9,0.134,10,50,0.89
,15:08:39,6,3590,1424,0.93,13.3,7,9.9,0.139,10,50,0.89
,15:08:40,6,3590,1425,0.93,13.3,7,9.9,0.14,10,50,0.9
,15:08:41,6,3590,1426,0.93,13.3,7,9.9,0.14,10,50,0.9
,15:08:42,6,3590,1427,0.94,13.3,7,9.9,0.141,10,50,0.91
,15:08:43,6,3590,1428,0.95,13.3,7,9.9,0.137,10,50,0.91
,15:08:44,6,3590,1429,0.96,13.3,7,9.9,0.139,10,50,0.92
,15:08:45,6,3590,1430,0.96,13.3,7,9.9,0.143,10,50,0.92
,15:08:46,6,3590,1431,0.95,13.3,7,9.9,0.143,10,50,0.91
,15:08:47,6,3590,1432,0.96,13.3,7,9.9,0.144,10,50,0.92
,15:08:48,6,3590,1433,0.97,13.3,7,10,0.14,10,50,0.93
,15:08:49,6,3590,1434,0.97,13.3,7,10,0.135,10,50,0.93
,15:08:50,6,3590,1435,0.96,13.3,7,10,0.134,10,50,0.92
,15:08:51,6,3590,1436,0.95,13.3,7,10,0.142,10,50,0.91
,15:08:52,6,3590,1437,0.94,13.3,7,10,0.141,10,50,0.91
,15:08:53,6,3590,1438,0.94,13.3,7,10,0.14,10,50,0.9
,15:08:54,6,3590,1439,0.94,13.3,7,10,0.131,10,50,0.91
,15:08:55,6,3590,1440,0.95,13.3,7,10,0.132,10,50,0.91
,15:08:56,6,3590,1441,0.94,13.3,7,10.1,0.136,10,50,0.91
,15:08:57,6,3590,1442,0.94,13.3,7,10.1,0.14,10,50,0.9
,15:08:58,6,3590,1443,0.94,13.3,7,10.1,0.14,10,50,0.9
,15:08:59,6,3590,1444,0.94,13.3,7,10.1,0.141,10,50,0.91
,15:09:00,6,3590,1445,0.94,13.3,7,10.1,0.136,10,50,0.91
,15:09:01,6,3590,1446,0.94,13.3,7,10.1,0.136,10,50,0.91
,15:09:02,6,3590,1447,0.94,13.3,7,10.1,0.136,10,50,0.91
,15:09:03,6,3590,1448,0.94,13.3,7,10.1,0.141,10,50,0.91
,15:09:04,6,3590,1449,0.94,13.3,7,10.1,0.141,10,50,0.91
,15:09:05,6,3590,1450,0.95,13.3,7,10.1,0.142,10,49.9,0.91
,15:09:06,6,3590,1451,0.96,13.3,7,10.1,0.139,10,50,0.92
,15:09:07,6,3590,1452,0.97,13.3,7,10.2,0.14,10,50,0.93
,15:09:08,6,3590,1453,0.96,13.3,7,10.2,0.134,10,50,0.92
,15:09:09,6,3590,1454,0.95,13.3,7,10.2,0.133,10,50,0.91
,15:09:10,6,3590,1455,0.94,13.3,7,10.2,0.141,10,50,0.91
,15:09:11,6,3590,1456,0.93,13.3,7,10.2,0.14,10,49.9,0.9
,15:09:12,6,3590,1457,0.93,13.3,6,10.2,0.146,10,50,0.9
,15:09:13,6,3590,1458,0.94,13.3,7,10.2,0.142,10,50,0.91
,15:09:14,6,3590,1459,0.96,13.3,7,10.3,0.138,10,50,0.92
,15:09:15,6,3590,1460,0.96,13.3,7,10.3,0.138,10,50,0.92
,15:09:16,6,3590,1461,0.94,13.3,7,10.3,0.142,10,50,0.91
,15:09:17,6,3590,1462,0.94,13.3,7,10.3,0.141,10,50,0.9
,15:09:18,6,3590,1463,0.95,13.3,7,10.3,0.137,10,50,0.91
,15:09:19,6,3590,1464,0.96,13.3,7,10.3,0.133,10,50,0.92
,15:09:20,6,3590,1465,0.95,13.3,7,10.3,0.133,10,50,0.91
,15:09:21,6,3590,1466,0.94,13.3,7,10.3,0.136,10,50,0.91
,15:09:22,6,3590,1467,0.94,13.3,7,10.3,0.14,10,50,0.9
,15:09:23,6,3590,1468,0.93,13.3,7,10.3,0.14,10,49.9,0.9
,15:09:24,6,3590,1469,0.93,13.3,7,10.4,0.14,10,50,0.9
,15:09:25,6,3590,1470,0.94,13.3,7,10.4,0.136,10,50,0.91
,15:09:26,6,3590,1471,0.95,13.3,7,10.4,0.137,10,50,0.91
,15:09:27,6,3590,1472,0.95,13.3,7,10.4,0.137,10,50,0.91
,15:09:28,6,3590,1473,0.94,13.3,7,10.4,0.136,10,49.9,0.9
,15:09:29,6,3590,1474,0.94,13.3,7,10.4,0.135,10,50,0.9
,15:09:30,6,3590,1475,0.94,13.3,7,10.5,0.136,10,50,0.9
,15:09:31,6,3590,1476,0.94,13.3,7,10.5,0.135,10,50,0.9
,15:09:32,6,3590,1477,0.94,13.3,7,10.5,0.135,10,50,0.9
,15:09:33,6,3590,1478,0.93,13.3,7,10.5,0.14,10,50,0.9
,15:09:34,6,3590,1479,0.93,13.3,7,10.5,0.14,10,50,0.9
,15:09:35,6,3590,1480,0.94,13.3,7,10.5,0.141,10,50,0.9
,15:09:36,6,3590,1481,0.95,13.3,7,10.6,0.137,10,50,0.91
,15:09:37,6,3590,1482,0.96,13.3,7,10.6,0.133,10,50,0.92
,15:09:38,6,3590,1483,0.96,13.3,7,10.6,0.133,10,50,0.92
,15:09:39,6,3590,1484,0.95,13.3,7,10.6,0.132,10,50,0.91
,15:09:40,6,3590,1485,0.94,13.3,7,10.6,0.136,10,50,0.9
,15:09:41,6,3590,1486,0.94,13.3,7,10.6,0.14,10,50,0.9
,15:09:42,6,3590,1487,0.94,13.3,7,10.6,0.141,10,50,0.9
,15:09:43,6,3590,1488,0.94,13.3,7,10.6,0.141,10,50,0.9
,15:09:44,6,3590,1489,0.94,13.3,7,10.7,0.14,10,50,0.9
,15:09:45,6,3590,1490,0.94,13.3,7,10.7,0.135,10,50,0.9
,15:09:46,6,3590,1491,0.94,13.3,7,10.7,0.136,10,50,0.9
,15:09:47,6,3590,1492,0.94,13.3,7,10.7,0.131,10,50,0.9
,15:09:48,6,3590,1493,0.94,13.3,7,10.7,0.135,10,50,0.9
,15:09:49,6,3590,1494,0.93,13.3,7,10.7,0.14,10,50,0.9
,15:09:50,6,3590,1495,0.93,13.3,7,10.8,0.14,10,50,0.9
,15:09:51,6,3590,1496,0.93,13.3,7,10.8,0.139,10,49.9,0.89
,15:09:52,6,3590,1497,0.93,13.3,7,10.8,0.139,10,50,0.89
,15:09:53,6,3590,1498,0.93,13.3,7,10.8,0.139,10,50,0.89
,15:09:54,6,3590,1499,0.93,13.3,7,10.8,0.135,10,50,0.9
,15:09:55,6,3590,1500,0.94,13.3,7,10.9,0.135,10,50,0.9
,15:09:56,6,3590,1501,0.93,13.3,7,10.9,0.14,10,50,0.9
,15:09:57,6,3590,1502,0.93,13.3,7,10.9,0.139,10,50,0.9
,15:09:58,6,3590,1503,0.93,13.3,7,10.9,0.14,10,50,0.9
,15:09:59,6,3590,1504,0.94,13.3,7,10.9,0.136,10,50,0.91
,15:10:00,6,3590,1505,0.94,13.3,7,10.9,0.131,10,50,0.91
,15:10:01,6,3590,1506,0.94,13.3,7,10.9,0.131,10,50,0.9
,15:10:02,6,3590,1507,0.94,13.3,7,11,0.135,10,50,0.9
,15:10:03,6,3590,1508,0.94,13.3,7,11,0.14,10,50,0.9
,15:10:04,6,3590,1509,0.94,13.3,7,11,0.14,10,50,0.9
,15:10:05,6,3590,1510,0.94,13.3,7,11,0.14,10,50,0.9
,15:10:06,6,3590,1511,0.93,13.3,7,11,0.14,10,50,0.9
,15:10:07,6,3590,1512,0.93,13.3,7,11,0.134,10,50,0.89
,15:10:08,6,3590,1513,0.93,13.3,7,11.1,0.134,10,50,0.89
,15:10:09,6,3590,1514,0.93,13.3,7,11.1,0.134,10,50,0.89
,15:10:10,6,3590,1515,0.93,13.3,7,11.1,0.139,10,50,0.89
,15:10:11,6,3590,1516,0.93,13.3,7,11.1,0.139,10,50,0.89
,15:10:12,6,3590,1517,0.93,13.3,7,11.1,0.14,10,50,0.9
,15:10:13,6,3590,1518,0.94,13.3,7,11.2,0.141,10,50,0.91
,15:10:14,6,3590,1519,0.95,13.3,7,11.2,0.138,10,50,0.92
,15:10:15,6,3590,1520,0.96,13.3,7,11.2,0.134,10,50,0.92
,15:10:16,6,3590,1521,0.95,13.3,7,11.2,0.133,10,50,0.91
,15:10:17,6,3590,1522,0.94,13.3,7,11.2,0.131,10,50,0.91
,15:10:18,6,3590,1523,0.94,13.3,7,11.3,0.136,10,50,0.91
,15:10:19,6,3590,1524,0.94,13.3,7,11.3,0.141,10,50,0.9
,15:10:20,6,3590,1525,0.94,13.3,7,11.3,0.141,10,50,0.9
,15:10:21,6,3590,1526,0.94,13.3,7,11.3,0.14,10,50,0.9
,15:10:22,6,3590,1527,0.94,13.3,7,11.3,0.14,10,50,0.9
,15:10:23,6,3590,1528,0.94,13.3,7,11.3,0.142,10,50,0.91
,15:10:24,6,3590,1529,0.95,13.3,7,11.4,0.138,10,50,0.92
,15:10:25,6,3590,1530,0.95,13.3,7,11.4,0.133,10,50,0.92
,15:10:26,6,3590,1531,0.95,13.3,7,11.4,0.137,10,50,0.91
,15:10:27,6,3590,1532,0.94,13.3,7,11.4,0.14,10,50,0.9
,15:10:28,6,3590,1533,0.93,13.3,7,11.5,0.14,10,50,0.9
,15:10:29,6,3590,1534,0.93,13.3,7,11.5,0.14,10,50,0.9
,15:10:30,6,3590,1535,0.94,13.3,7,11.5,0.14,10,50,0.9
,15:10:31,6,3590,1536,0.95,13.3,7,11.5,0.137,10,50,0.91
,15:10:32,6,3590,1537,0.95,13.3,7,11.5,0.133,10,50,0.92
,15:10:33,6,3590,1538,0.95,13.3,7,11.6,0.133,10,50,0.91
,15:10:34,6,3590,1539,0.94,13.3,7,11.6,0.136,10,50,0.91
,15:10:35,6,3590,1540,0.94,13.3,7,11.6,0.141,10,50,0.9
,15:10:36,6,3590,1541,0.94,13.3,7,11.6,0.14,10,50,0.9
,15:10:37,6,3590,1542,0.93,13.3,7,11.6,0.14,10,50,0.9
,15:10:38,6,3590,1543,0.93,13.3,7,11.6,0.14,10,50,0.9
,15:10:39,6,3590,1544,0.93,13.3,7,11.6,0.14,10,50,0.9
,15:10:40,6,3590,1545,0.94,13.3,7,11.7,0.136,10,50,0.91
,15:10:41,6,3590,1546,0.95,13.3,7,11.7,0.132,10,50,0.91
,15:10:42,6,3590,1547,0.95,13.3,7,11.7,0.137,10,50,0.91
,15:10:43,6,3590,1548,0.94,13.3,7,11.7,0.141,10,50,0.9
,15:10:44,6,3590,1549,0.94,13.3,7,11.8,0.141,10,50,0.9
