Data file,,PTT_ISO10_12DEG_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 16:09:38 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:16:55,4,-1,437.3,0.08,0,7,11.1,0.011,10,49.7,0.09
,16:16:56,4,-1,438.3,0.33,3,7,11.1,0.046,10,49.9,0.35
,16:16:57,4,-1,439.3,0.69,9.4,7,11.1,0.092,10,49.9,0.69
,16:16:58,4,-1,440.3,0.98,12.9,7,11.1,0.131,10,49.9,0.96
The sample rate is too high and has been reduced to 71.12 kHz,,,,,,,,,,,,
Fast data in,,ptt_iso10_12deg_003-h001.tsv,,,,,,,,,,
,16:17:00,5,5,441.7,1.05,13.3,7,11.1,0.147,10,49.9,1.01
,16:17:01,5,5,442.7,1.03,13.3,7,11.1,0.143,10,50,0.99
,16:17:02,5,5,443.7,1.01,13.3,7,11,0.14,10,49.9,0.97
,16:17:03,5,5,444.7,1,13.3,7,11,0.144,10,49.9,0.96
,16:17:04,5,5,445.7,0.99,13.3,7,11,0.143,10,49.9,0.95
,16:17:05,6,3590,446.7,0.98,13.3,7,11,0.136,10,49.9,0.94
,16:17:06,6,3590,447.7,0.96,13.3,7,11,0.134,10,49.9,0.92
,16:17:07,6,3590,448.7,0.94,13.3,7,10.9,0.136,10,49.9,0.9
,16:17:08,6,3590,449.7,0.92,13.3,7,10.9,0.138,10,49.9,0.89
,16:17:09,6,3590,450.7,0.92,13.3,7,10.9,0.137,10,49.9,0.88
,16:17:10,6,3590,451.7,0.92,13.3,7,10.9,0.133,10,50,0.89
,16:17:11,6,3590,452.7,0.92,13.3,7,10.9,0.133,10,50,0.88
,16:17:12,6,3590,453.7,0.9,13.3,7,10.9,0.131,10,49.9,0.87
,16:17:13,6,3590,454.7,0.89,13.3,7,10.9,0.134,10,49.9,0.86
,16:17:14,6,3590,455.7,0.9,13.3,7,10.8,0.13,10,49.9,0.86
,16:17:15,6,3590,456.7,0.9,13.3,7,10.8,0.126,10,49.9,0.87
,16:17:16,6,3590,457.7,0.9,13.3,7,10.8,0.125,10,49.9,0.86
,16:17:17,6,3590,458.7,0.88,13.3,7,10.8,0.128,10,50,0.85
,16:17:18,6,3590,459.7,0.88,13.3,7,10.8,0.127,10,50,0.84
,16:17:19,6,3590,460.7,0.87,13.3,7,10.8,0.131,10,49.9,0.84
,16:17:20,6,3590,461.7,0.88,13.3,7,10.7,0.131,10,49.9,0.84
,16:17:21,6,3590,462.7,0.88,13.3,7,10.7,0.132,10,49.9,0.84
,16:17:22,6,3590,463.7,0.88,13.3,6,10.7,0.138,10,49.9,0.85
,16:17:23,6,3590,464.7,0.89,13.3,7,10.7,0.134,10,49.9,0.86
,16:17:24,6,3590,465.7,0.9,13.3,7,10.7,0.135,10,49.9,0.86
,16:17:25,6,3590,466.7,0.9,13.3,7,10.7,0.135,10,49.9,0.87
,16:17:26,6,3590,467.7,0.9,13.3,7,10.7,0.129,10,49.9,0.86
,16:17:27,6,3590,468.7,0.89,13.3,7,10.6,0.129,10,49.9,0.86
,16:17:28,6,3590,469.7,0.89,13.3,7,10.6,0.128,10,49.9,0.85
,16:17:29,6,3590,470.7,0.88,13.3,7,10.6,0.127,10,49.9,0.84
,16:17:30,6,3590,471.7,0.87,13.3,7,10.6,0.125,10,50,0.83
,16:17:31,6,3590,472.7,0.86,13.3,7,10.6,0.129,10,49.9,0.83
,16:17:32,6,3590,473.7,0.86,13.3,7,10.6,0.129,10,49.9,0.83
,16:17:33,6,3590,474.7,0.87,13.3,7,10.6,0.13,10,50,0.83
,16:17:34,6,3590,475.7,0.87,13.3,7,10.6,0.126,10,49.9,0.84
,16:17:35,6,3590,476.7,0.87,13.3,7,10.6,0.125,10,49.9,0.84
,16:17:36,6,3590,477.7,0.86,13.3,7,10.6,0.124,10,49.9,0.83
,16:17:37,6,3590,478.7,0.85,13.3,7,10.5,0.118,10,49.9,0.82
,16:17:38,6,3590,479.7,0.84,13.3,7,10.5,0.118,10,49.9,0.81
,16:17:39,6,3590,480.7,0.84,13.3,7,10.5,0.117,10,50,0.81
,16:17:40,6,3590,481.7,0.84,13.3,7,10.5,0.121,10,49.9,0.81
,16:17:41,6,3590,482.7,0.84,13.3,7,10.5,0.127,10,49.9,0.81
,16:17:42,6,3590,483.7,0.84,13.3,7,10.5,0.127,10,49.9,0.81
,16:17:43,6,3590,484.7,0.84,13.3,7,10.5,0.126,10,49.9,0.81
,16:17:44,6,3590,485.7,0.84,13.3,7,10.5,0.126,10,50,0.81
,16:17:45,6,3590,486.7,0.84,13.3,7,10.5,0.125,10,49.9,0.8
,16:17:46,6,3590,487.7,0.84,13.3,7,10.5,0.122,10,49.9,0.81
,16:17:47,6,3590,488.7,0.85,13.3,7,10.5,0.118,10,49.9,0.82
,16:17:48,6,3590,489.7,0.85,13.3,7,10.5,0.118,10,50,0.82
,16:17:49,6,3590,490.7,0.84,13.3,7,10.4,0.116,10,50,0.8
,16:17:50,6,3590,491.7,0.83,13.3,7,10.4,0.119,10,50,0.79
,16:17:51,6,3590,492.7,0.82,13.3,7,10.4,0.124,10,50,0.79
,16:17:52,6,3590,493.7,0.82,13.3,6,10.4,0.128,10,49.9,0.79
,16:17:53,6,3590,494.7,0.82,13.3,7,10.4,0.124,10,49.9,0.79
,16:17:54,6,3590,495.7,0.82,13.3,7,10.4,0.124,10,50,0.79
,16:17:55,6,3590,496.7,0.82,13.3,7,10.4,0.123,10,49.9,0.79
,16:17:56,6,3590,497.7,0.83,13.3,7,10.4,0.119,10,50,0.8
,16:17:57,6,3590,498.7,0.83,13.3,7,10.4,0.116,10,49.9,0.8
,16:17:58,6,3590,499.7,0.84,13.3,7,10.4,0.116,10,50,0.8
,16:17:59,6,3590,500.7,0.83,13.3,7,10.4,0.116,10,50,0.8
,16:18:00,6,3590,501.7,0.83,13.3,7,10.4,0.119,10,50,0.79
,16:18:01,6,3590,502.7,0.83,13.3,7,10.4,0.124,10,49.9,0.79
,16:18:02,6,3590,503.7,0.82,13.3,7,10.4,0.124,10,49.9,0.79
,16:18:03,6,3590,504.7,0.82,13.3,7,10.3,0.124,10,49.9,0.79
,16:18:04,6,3590,505.7,0.82,13.3,7,10.3,0.123,10,49.9,0.79
,16:18:05,6,3590,506.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:06,6,3590,507.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:07,6,3590,508.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:08,6,3590,509.7,0.82,13.3,7,10.3,0.118,10,49.9,0.78
,16:18:09,6,3590,510.7,0.82,13.3,7,10.3,0.114,10,50,0.78
,16:18:10,6,3590,511.7,0.81,13.3,7,10.3,0.118,10,50,0.78
,16:18:11,6,3590,512.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:12,6,3590,513.7,0.81,13.3,7,10.3,0.121,10,49.9,0.78
,16:18:13,6,3590,514.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:14,6,3590,515.7,0.81,13.3,7,10.3,0.122,10,49.9,0.78
,16:18:15,6,3590,516.7,0.81,13.3,7,10.3,0.122,10,50,0.78
,16:18:16,6,3590,517.7,0.82,13.3,7,10.3,0.123,10,50,0.79
,16:18:17,6,3590,518.7,0.83,13.3,7,10.3,0.12,10,49.9,0.8
,16:18:18,6,3590,519.7,0.84,13.3,7,10.2,0.121,10,50,0.81
,16:18:19,6,3590,520.7,0.84,13.3,7,10.2,0.116,10,49.9,0.8
,16:18:20,6,3590,521.7,0.82,13.3,7,10.2,0.115,10,49.9,0.79
,16:18:21,6,3590,522.7,0.81,13.3,7,10.2,0.118,10,50,0.78
,16:18:22,6,3590,523.7,0.81,13.3,7,10.2,0.121,10,49.9,0.78
,16:18:23,6,3590,524.7,0.81,13.3,6,10.2,0.126,10,49.9,0.78
,16:18:24,6,3590,525.7,0.81,13.3,7,10.2,0.121,10,49.9,0.78
,16:18:25,6,3590,526.7,0.81,13.3,7,10.2,0.122,10,49.9,0.78
,16:18:26,6,3590,527.7,0.81,13.3,7,10.2,0.122,10,50,0.78
,16:18:27,6,3590,528.7,0.83,13.3,7,10.2,0.119,10,49.9,0.79
,16:18:28,6,3590,529.7,0.84,13.3,7,10.2,0.121,10,49.9,0.8
,16:18:29,6,3590,530.7,0.84,13.3,7,10.2,0.116,10,49.9,0.8
,16:18:30,6,3590,531.7,0.83,13.3,7,10.2,0.115,10,49.9,0.79
,16:18:31,6,3590,532.7,0.82,13.3,7,10.2,0.118,10,50,0.78
,16:18:32,6,3590,533.7,0.81,13.3,7,10.2,0.122,10,49.9,0.78
,16:18:33,6,3590,534.7,0.81,13.3,7,10.2,0.121,10,49.9,0.78
,16:18:34,6,3590,535.7,0.81,13.3,7,10.2,0.121,10,50,0.78
,16:18:35,6,3590,536.7,0.81,13.3,7,10.2,0.121,10,49.9,0.78
,16:18:36,6,3590,537.7,0.81,13.3,7,10.1,0.121,10,49.9,0.78
,16:18:37,6,3590,538.7,0.81,13.3,7,10.1,0.118,10,49.9,0.78
,16:18:38,6,3590,539.7,0.81,13.3,7,10.1,0.113,10,50,0.78
,16:18:39,6,3590,540.7,0.81,13.3,7,10.1,0.117,10,49.9,0.78
,16:18:40,6,3590,541.7,0.8,13.3,7,10.1,0.116,10,49.9,0.77
,16:18:41,6,3590,542.7,0.8,13.3,7,10.1,0.12,10,49.9,0.77
,16:18:42,6,3590,543.7,0.8,13.3,7,10.1,0.12,10,49.9,0.77
,16:18:43,6,3590,544.7,0.8,13.3,7,10.1,0.121,10,49.9,0.77
,16:18:44,6,3590,545.7,0.81,13.3,7,10.1,0.116,10,49.9,0.77
,16:18:45,6,3590,546.7,0.81,13.3,7,10.1,0.117,10,49.9,0.78
,16:18:46,6,3590,547.7,0.81,13.3,7,10.1,0.122,10,49.9,0.78
,16:18:47,6,3590,548.7,0.81,13.3,7,10.1,0.122,10,49.9,0.78
,16:18:48,6,3590,549.7,0.81,13.3,7,10.1,0.117,10,49.9,0.78
,16:18:49,6,3590,550.7,0.82,13.3,7,10.1,0.118,10,49.9,0.79
,16:18:50,6,3590,551.7,0.82,13.3,7,10.1,0.114,10,50,0.79
,16:18:51,6,3590,552.7,0.82,13.3,7,10.1,0.114,10,50,0.79
,16:18:52,6,3590,553.7,0.82,13.3,7,10.1,0.118,10,49.9,0.78
,16:18:53,6,3590,554.7,0.82,13.3,7,10.1,0.122,10,49.9,0.78
,16:18:54,6,3590,555.7,0.82,13.3,7,10.1,0.123,10,49.9,0.79
,16:18:55,6,3590,556.7,0.82,13.3,7,10.1,0.119,10,49.9,0.79
,16:18:56,6,3590,557.7,0.82,13.3,7,10.1,0.118,10,49.9,0.79
,16:18:57,6,3590,558.7,0.81,13.3,7,10.1,0.118,10,49.9,0.78
,16:18:58,6,3590,559.7,0.81,13.3,7,10.1,0.117,10,50,0.78
,16:18:59,6,3590,560.7,0.81,13.3,7,10.1,0.116,10,49.9,0.77
,16:19:00,6,3590,561.7,0.81,13.3,7,10.1,0.121,10,49.9,0.78
,16:19:01,6,3590,562.7,0.81,13.3,6,10.1,0.127,10,49.9,0.78
,16:19:02,6,3590,563.7,0.82,13.3,7,10.1,0.122,10,49.9,0.78
,16:19:03,6,3590,564.7,0.82,13.3,7,10,0.118,10,49.9,0.78
,16:19:04,6,3590,565.7,0.82,13.3,7,10,0.118,10,49.9,0.78
,16:19:05,6,3590,566.7,0.81,13.3,7,10,0.121,10,49.9,0.78
,16:19:06,6,3590,567.7,0.8,13.3,7,10,0.121,10,49.9,0.77
,16:19:07,6,3590,568.7,0.8,13.3,7,10,0.12,10,49.9,0.77
,16:19:08,6,3590,569.7,0.81,13.3,7,10,0.116,10,50,0.77
,16:19:09,6,3590,570.7,0.8,13.3,7,10,0.112,10,49.9,0.77
,16:19:10,6,3590,571.7,0.8,13.3,7,10,0.112,10,49.9,0.77
,16:19:11,6,3590,572.7,0.79,13.3,7,10,0.119,10,49.9,0.76
,16:19:12,6,3590,573.7,0.79,13.3,7,10,0.119,10,49.9,0.76
,16:19:13,6,3590,574.7,0.8,13.3,7,10,0.115,10,49.9,0.77
,16:19:14,6,3590,575.7,0.8,13.3,7,10,0.115,10,49.9,0.77
,16:19:15,6,3590,576.7,0.8,13.3,7,10,0.115,10,49.9,0.77
,16:19:16,6,3590,577.7,0.79,13.3,7,10,0.119,10,49.9,0.76
,16:19:17,6,3590,578.7,0.79,13.3,7,10,0.118,10,49.9,0.76
,16:19:18,6,3590,579.7,0.79,13.3,7,10,0.118,10,49.9,0.76
,16:19:19,6,3590,580.7,0.8,13.3,7,10,0.115,10,50,0.77
,16:19:20,6,3590,581.7,0.8,13.3,7,10,0.111,10,49.9,0.77
,16:19:21,6,3590,582.7,0.8,13.3,7,10.1,0.115,10,49.9,0.77
,16:19:22,6,3590,583.7,0.79,13.3,7,10.1,0.118,10,49.9,0.76
,16:19:23,6,3590,584.7,0.79,13.3,7,10.1,0.118,10,49.9,0.76
,16:19:24,6,3590,585.7,0.79,13.3,7,10.1,0.118,10,49.9,0.76
,16:19:25,6,3590,586.7,0.8,13.3,7,10.1,0.111,10,49.9,0.77
,16:19:26,6,3590,587.7,0.79,13.3,7,10.1,0.111,10,50,0.76
,16:19:27,6,3590,588.7,0.79,13.3,7,10.1,0.114,10,49.9,0.76
,16:19:28,6,3590,589.7,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,16:19:29,6,3590,590.7,0.78,13.3,7,10.1,0.116,10,49.9,0.75
,16:19:30,6,3590,591.7,0.78,13.3,7,10.1,0.116,10,49.9,0.75
,16:19:31,6,3590,592.7,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,16:19:32,6,3590,593.7,0.78,13.3,7,10.1,0.113,10,49.9,0.75
,16:19:33,6,3590,594.7,0.78,13.3,7,10.1,0.113,10,50,0.75
,16:19:34,6,3590,595.7,0.78,13.3,7,10.1,0.113,10,49.9,0.75
,16:19:35,6,3590,596.7,0.78,13.3,7,10.1,0.118,10,49.9,0.75
,16:19:36,6,3590,597.7,0.78,13.3,7,10.1,0.118,10,49.9,0.75
,16:19:37,6,3590,598.7,0.78,13.3,7,10.1,0.118,10,50,0.76
,16:19:38,6,3590,599.7,0.79,13.3,7,10.1,0.114,10,50,0.76
,16:19:39,6,3590,600.7,0.8,13.3,7,10.1,0.115,10,49.9,0.77
,16:19:40,6,3590,601.7,0.79,13.3,7,10.1,0.115,10,49.9,0.76
,16:19:41,6,3590,602.7,0.79,13.3,7,10.1,0.114,10,50,0.76
,16:19:42,6,3590,603.7,0.79,13.3,7,10.1,0.114,10,49.9,0.76
,16:19:43,6,3590,604.7,0.79,13.3,7,10.1,0.114,10,49.9,0.76
,16:19:44,6,3590,605.7,0.78,13.3,7,10.1,0.113,10,49.9,0.75
,16:19:45,6,3590,606.7,0.78,13.3,7,10.1,0.112,10,49.9,0.75
,16:19:46,6,3590,607.7,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,16:19:47,6,3590,608.7,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,16:19:48,6,3590,609.7,0.78,13.3,7,10.1,0.117,10,50,0.75
,16:19:49,6,3590,610.7,0.78,13.3,7,10.1,0.117,10,49.9,0.75
,16:19:50,6,3590,611.7,0.78,13.3,7,10.1,0.113,10,50,0.75
,16:19:51,6,3590,612.7,0.79,13.3,7,10.1,0.114,10,49.9,0.76
,16:19:52,6,3590,613.7,0.79,13.3,7,10.2,0.114,10,49.9,0.76
,16:19:53,6,3590,614.7,0.79,13.3,7,10.2,0.118,10,49.9,0.76
,16:19:54,6,3590,615.7,0.79,13.3,6,10.2,0.123,10,50,0.76
,16:19:55,6,3590,616.7,0.8,13.3,7,10.2,0.12,10,50,0.77
,16:19:56,6,3590,617.7,0.81,13.3,7,10.2,0.113,10,49.9,0.78
,16:19:57,6,3590,618.7,0.8,13.3,7,10.2,0.112,10,49.9,0.77
,16:19:58,6,3590,619.7,0.79,13.3,7,10.2,0.115,10,49.9,0.76
,16:19:59,6,3590,620.7,0.78,13.3,7,10.2,0.117,10,50,0.75
,16:20:00,6,3590,621.7,0.78,13.3,6,10.2,0.121,10,50,0.75
,16:20:01,6,3590,622.7,0.79,13.3,7,10.2,0.114,10,50,0.76
,16:20:02,6,3590,623.7,0.79,13.3,7,10.2,0.114,10,49.9,0.76
,16:20:03,6,3590,624.7,0.79,13.3,7,10.2,0.114,10,49.9,0.76
,16:20:04,6,3590,625.7,0.78,13.3,7,10.3,0.117,10,50,0.75
,16:20:05,6,3590,626.7,0.78,13.3,7,10.3,0.118,10,50,0.75
,16:20:06,6,3590,627.7,0.79,13.3,7,10.2,0.114,10,49.9,0.76
,16:20:07,6,3590,628.7,0.79,13.3,7,10.3,0.111,10,49.9,0.76
,16:20:08,6,3590,629.7,0.79,13.3,7,10.3,0.11,10,49.9,0.76
,16:20:09,6,3590,630.7,0.78,13.3,7,10.3,0.112,10,49.9,0.75
,16:20:10,6,3590,631.7,0.78,13.3,7,10.3,0.117,10,50,0.75
,16:20:11,6,3590,632.7,0.78,13.3,7,10.3,0.117,10,50,0.75
,16:20:12,6,3590,633.7,0.78,13.3,7,10.3,0.116,10,50,0.75
,16:20:13,6,3590,634.7,0.77,13.3,7,10.3,0.112,10,50,0.74
,16:20:14,6,3590,635.7,0.78,13.3,7,10.3,0.108,10,49.9,0.75
,16:20:15,6,3590,636.7,0.78,13.3,7,10.3,0.108,10,49.9,0.75
,16:20:16,6,3590,637.7,0.78,13.3,7,10.4,0.112,10,49.9,0.75
,16:20:17,6,3590,638.7,0.77,13.3,7,10.4,0.116,10,49.9,0.74
,16:20:18,6,3590,639.7,0.77,13.3,7,10.4,0.116,10,50,0.74
,16:20:19,6,3590,640.7,0.77,13.3,7,10.4,0.111,10,50,0.74
,16:20:20,6,3590,641.7,0.77,13.3,7,10.4,0.107,10,50,0.74
,16:20:21,6,3590,642.7,0.77,13.3,7,10.4,0.111,10,49.9,0.74
,16:20:22,6,3590,643.7,0.77,13.3,7,10.4,0.116,10,49.9,0.74
,16:20:23,6,3590,644.7,0.77,13.3,6,10.4,0.12,10,50,0.74
,16:20:24,6,3590,645.7,0.77,13.3,7,10.4,0.112,10,49.9,0.74
,16:20:25,6,3590,646.7,0.78,13.3,7,10.4,0.108,10,50,0.75
,16:20:26,6,3590,647.7,0.78,13.3,7,10.4,0.108,10,49.9,0.75
,16:20:27,6,3590,648.7,0.77,13.3,7,10.4,0.111,10,49.9,0.74
,16:20:28,6,3590,649.7,0.77,13.3,7,10.5,0.115,10,50,0.74
,16:20:29,6,3590,650.7,0.77,13.3,7,10.5,0.115,10,49.9,0.74
,16:20:30,6,3590,651.7,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,16:20:31,6,3590,652.7,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,16:20:32,6,3590,653.7,0.77,13.3,7,10.5,0.111,10,49.9,0.74
,16:20:33,6,3590,654.7,0.77,13.3,7,10.5,0.115,10,50,0.74
,16:20:34,6,3590,655.7,0.77,13.3,7,10.5,0.115,10,50,0.74
,16:20:35,6,3590,656.7,0.77,13.3,7,10.5,0.115,10,49.9,0.74
,16:20:36,6,3590,657.7,0.77,13.3,7,10.5,0.116,10,49.9,0.74
,16:20:37,6,3590,658.7,0.77,13.3,7,10.6,0.111,10,50,0.74
,16:20:38,6,3590,659.7,0.77,13.3,7,10.6,0.111,10,50,0.74
,16:20:39,6,3590,660.7,0.77,13.3,7,10.6,0.111,10,50,0.74
,16:20:40,6,3590,661.7,0.77,13.3,7,10.6,0.111,10,49.9,0.74
,16:20:41,6,3590,662.7,0.77,13.3,7,10.6,0.116,10,49.9,0.74
,16:20:42,6,3590,663.7,0.77,13.3,7,10.6,0.116,10,49.9,0.74
,16:20:43,6,3590,664.7,0.77,13.3,7,10.6,0.116,10,50,0.74
,16:20:44,6,3590,665.7,0.77,13.3,7,10.6,0.115,10,50,0.74
,16:20:45,6,3590,666.7,0.77,13.3,7,10.7,0.112,10,49.9,0.74
,16:20:46,6,3590,667.7,0.78,13.3,7,10.7,0.108,10,50,0.75
,16:20:47,6,3590,668.7,0.78,13.3,7,10.7,0.112,10,49.9,0.75
,16:20:48,6,3590,669.7,0.77,13.3,7,10.7,0.116,10,50,0.74
,16:20:49,6,3590,670.7,0.77,13.3,7,10.7,0.116,10,49.9,0.74
,16:20:50,6,3590,671.7,0.78,13.3,7,10.7,0.116,10,49.9,0.75
,16:20:51,6,3590,672.7,0.78,13.3,7,10.7,0.113,10,49.9,0.75
,16:20:52,6,3590,673.7,0.78,13.3,7,10.8,0.109,10,49.9,0.75
,16:20:53,6,3590,674.7,0.78,13.3,7,10.8,0.108,10,50,0.75
,16:20:54,6,3590,675.7,0.77,13.3,7,10.8,0.111,10,49.9,0.74
,16:20:55,6,3590,676.7,0.77,13.3,7,10.8,0.115,10,49.9,0.74
,16:20:56,6,3590,677.7,0.77,13.3,7,10.8,0.115,10,49.9,0.74
,16:20:57,6,3590,678.7,0.77,13.3,7,10.8,0.115,10,50,0.74
,16:20:58,6,3590,679.7,0.77,13.3,7,10.8,0.115,10,49.9,0.74
,16:20:59,6,3590,680.7,0.77,13.3,7,10.8,0.112,10,49.9,0.74
,16:21:00,6,3590,681.7,0.78,13.3,7,10.9,0.108,10,50,0.75
,16:21:01,6,3590,682.7,0.78,13.3,7,10.9,0.108,10,50,0.75
,16:21:02,6,3590,683.7,0.77,13.3,7,10.9,0.112,10,49.9,0.74
,16:21:03,6,3590,684.7,0.77,13.3,7,10.9,0.116,10,49.9,0.74
,16:21:04,6,3590,685.7,0.77,13.3,7,10.9,0.115,10,49.9,0.74
,16:21:05,6,3590,686.7,0.77,13.3,7,10.9,0.115,10,50,0.74
,16:21:06,6,3590,687.7,0.76,13.3,7,10.9,0.114,10,50,0.73
,16:21:07,6,3590,688.7,0.77,13.3,7,10.9,0.115,10,50,0.74
,16:21:08,6,3590,689.7,0.78,13.3,7,11,0.112,10,50,0.75
,16:21:09,6,3590,690.7,0.79,13.3,7,11,0.118,10,50,0.76
,16:21:10,6,3590,691.7,0.79,13.3,7,11,0.118,10,49.9,0.76
,16:21:11,6,3590,692.7,0.78,13.3,7,11,0.109,10,50,0.75
,16:21:12,6,3590,693.7,0.78,13.3,7,11,0.105,10,50,0.75
,16:21:13,6,3590,694.7,0.77,13.3,7,11.1,0.108,10,50,0.74
,16:21:14,6,3590,695.7,0.77,13.3,7,11.1,0.111,10,49.9,0.74
,16:21:15,6,3590,696.7,0.77,13.3,7,11.1,0.111,10,49.9,0.74
,16:21:16,6,3590,697.7,0.77,13.3,7,11.1,0.111,10,49.9,0.74
,16:21:17,6,3590,698.7,0.77,13.3,7,11.1,0.115,10,49.9,0.74
,16:21:18,6,3590,699.7,0.77,13.3,7,11.1,0.116,10,49.9,0.74
,16:21:19,6,3590,700.7,0.77,13.3,7,11.2,0.116,10,50,0.74
,16:21:20,6,3590,701.7,0.78,13.3,7,11.2,0.112,10,50,0.75
,16:21:21,6,3590,702.7,0.78,13.3,7,11.2,0.108,10,50,0.75
,16:21:22,6,3590,703.7,0.78,13.3,7,11.2,0.108,10,50,0.75
,16:21:23,6,3590,704.7,0.77,13.3,7,11.2,0.116,10,49.9,0.74
,16:21:24,6,3590,705.7,0.77,13.3,7,11.2,0.116,10,49.9,0.74
,16:21:25,6,3590,706.7,0.77,13.3,7,11.2,0.116,10,50,0.74
,16:21:26,6,3590,707.7,0.77,13.3,7,11.2,0.116,10,49.9,0.74
,16:21:27,6,3590,708.7,0.77,13.3,7,11.3,0.112,10,49.9,0.74
,16:21:28,6,3590,709.7,0.78,13.3,7,11.3,0.108,10,49.9,0.75
,16:21:29,6,3590,710.7,0.77,13.3,7,11.3,0.108,10,50,0.74
,16:21:30,6,3590,711.7,0.77,13.3,7,11.3,0.112,10,50,0.74
,16:21:31,6,3590,712.7,0.77,13.3,7,11.3,0.116,10,49.9,0.74
,16:21:32,6,3590,713.7,0.77,13.3,7,11.4,0.115,10,49.9,0.74
,16:21:33,6,3590,714.7,0.77,13.3,7,11.4,0.115,10,49.9,0.74
,16:21:34,6,3590,715.7,0.77,13.3,7,11.4,0.111,10,50,0.74
,16:21:35,6,3590,716.7,0.78,13.3,7,11.4,0.112,10,49.9,0.75
,16:21:36,6,3590,717.7,0.78,13.3,7,11.4,0.112,10,49.9,0.75
,16:21:37,6,3590,718.7,0.78,13.3,7,11.5,0.112,10,49.9,0.75
,16:21:38,6,3590,719.7,0.77,13.3,7,11.5,0.108,10,49.9,0.74
,16:21:39,6,3590,720.7,0.77,13.3,7,11.5,0.107,10,50,0.74
,16:21:40,6,3590,721.7,0.77,13.3,7,11.5,0.111,10,49.9,0.74
,16:21:41,6,3590,722.7,0.76,13.3,7,11.5,0.114,10,49.9,0.73
,16:21:42,6,3590,723.7,0.76,13.3,7,11.5,0.113,10,49.9,0.72
,16:21:43,6,3590,724.7,0.76,13.3,6,11.5,0.118,10,50,0.73
,16:21:44,6,3590,725.7,0.76,13.3,6,11.6,0.119,10,50,0.73
,16:21:45,6,3590,726.7,0.77,13.3,6,11.6,0.12,10,50,0.74
,16:21:46,6,3590,727.7,0.77,13.3,7,11.6,0.116,10,50,0.74
,16:21:47,6,3590,728.7,0.78,13.3,7,11.6,0.108,10,49.9,0.75
,16:21:48,6,3590,729.7,0.77,13.3,7,11.6,0.108,10,50,0.74
,16:21:49,6,3590,730.7,0.77,13.3,7,11.7,0.111,10,50,0.74
,16:21:50,6,3590,731.7,0.76,13.3,7,11.7,0.11,10,49.9,0.73
,16:21:51,6,3590,732.7,0.76,13.3,7,11.7,0.114,10,49.9,0.73
,16:21:52,6,3590,733.7,0.76,13.3,7,11.7,0.114,10,49.9,0.73
,16:21:53,6,3590,734.7,0.76,13.3,7,11.7,0.114,10,50,0.73
,16:21:54,6,3590,735.7,0.76,13.3,7,11.8,0.114,10,50,0.73
,16:21:55,6,3590,736.7,0.77,13.3,7,11.8,0.111,10,49.9,0.74
,16:21:56,6,3590,737.7,0.77,13.3,7,11.8,0.107,10,49.9,0.74
,16:21:57,6,3590,738.7,0.77,13.3,7,11.8,0.111,10,50,0.73
,16:21:58,6,3590,739.7,0.76,13.3,7,11.9,0.11,10,49.9,0.73
,16:21:59,6,3590,740.7,0.76,13.3,7,11.9,0.114,10,50,0.73
,16:22:00,6,3590,741.7,0.76,13.3,7,11.9,0.114,10,50,0.73
,16:22:01,6,3590,742.7,0.76,13.3,7,11.9,0.114,10,49.9,0.73
,16:22:02,6,3590,743.7,0.77,13.3,7,11.9,0.111,10,50,0.74
,16:22:03,6,3590,744.7,0.77,13.3,7,11.9,0.111,10,50,0.74
,16:22:04,6,3590,745.7,0.77,13.3,7,11.9,0.115,10,49.9,0.74
,16:22:05,6,3590,746.7,0.77,13.3,6,11.9,0.12,10,50,0.74
,16:22:06,6,3590,747.7,0.77,13.3,7,12,0.116,10,50,0.74
