Data file,,PTT_ISO10_12DEG_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,PARAM01_1.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,05/10/2016,,,,,,,,,,
Lubricant,,ISO 10,,,,,,,,,,
Specimens,,PTT on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Temp> = 12,,,,,,,,,,,,
Test file variable V2 <Load> = 6.8,,,,,,,,,,,,
Test file variable V3 <Freq> = 13.3,,,,,,,,,,,,
Test started at 16:09:38 on 05/10/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,16:46:56,6,3590,2237.7,0.67,13.3,7,9.9,0.096,10,50,0.64
,16:46:57,6,3590,2238.7,0.67,13.3,7,9.9,0.096,10,50,0.64
,16:46:58,6,3590,2239.7,0.66,13.3,7,10,0.095,10,50,0.63
,16:46:59,6,3590,2240.7,0.66,13.3,7,10,0.095,10,50,0.63
,16:47:00,6,3590,2241.7,0.65,13.3,7,9.9,0.098,10,50,0.63
,16:47:01,6,3590,2242.7,0.65,13.3,7,10,0.098,10,50,0.63
,16:47:02,6,3590,2243.7,0.66,13.3,7,10,0.095,10,50,0.63
,16:47:03,6,3590,2244.7,0.66,13.3,7,10,0.095,10,50,0.63
,16:47:04,6,3590,2245.7,0.66,13.3,7,10,0.096,10,50,0.64
,16:47:05,6,3590,2246.7,0.66,13.3,7,10,0.096,10,50,0.64
,16:47:06,6,3590,2247.7,0.66,13.3,7,10,0.096,10,50,0.64
,16:47:07,6,3590,2248.7,0.66,13.3,7,10,0.095,10,50,0.63
,16:47:08,6,3590,2249.7,0.65,13.3,7,10,0.094,10,50,0.63
,16:47:09,6,3590,2250.7,0.64,13.3,7,10,0.096,10,50,0.62
,16:47:10,6,3590,2251.7,0.64,13.3,7,10.1,0.096,10,50,0.62
,16:47:11,6,3590,2252.7,0.65,13.3,7,10.1,0.098,10,50,0.63
,16:47:12,6,3590,2253.7,0.66,13.3,7,10.1,0.096,10,50,0.64
,16:47:13,6,3590,2254.7,0.67,13.3,7,10.1,0.096,10,50,0.64
,16:47:14,6,3590,2255.7,0.67,13.3,7,10.1,0.1,10,50,0.64
,16:47:15,6,3590,2256.7,0.67,13.3,7,10.1,0.096,10,50,0.64
,16:47:16,6,3590,2257.7,0.66,13.3,7,10.1,0.096,10,50,0.64
,16:47:17,6,3590,2258.7,0.66,13.3,7,10.1,0.096,10,50,0.64
,16:47:18,6,3590,2259.7,0.66,13.3,7,10.1,0.099,10,50,0.63
,16:47:19,6,3590,2260.7,0.66,13.3,6,10.1,0.102,10,50,0.63
,16:47:20,6,3590,2261.7,0.66,13.3,7,10.2,0.099,10,50,0.63
,16:47:21,6,3590,2262.7,0.67,13.3,7,10.2,0.096,10,50,0.64
,16:47:22,6,3590,2263.7,0.67,13.3,7,10.2,0.096,10,50,0.64
,16:47:23,6,3590,2264.7,0.67,13.3,7,10.2,0.1,10,50,0.64
,16:47:24,6,3590,2265.7,0.67,13.3,7,10.2,0.096,10,50,0.64
,16:47:25,6,3590,2266.7,0.66,13.3,7,10.2,0.096,10,50,0.64
,16:47:26,6,3590,2267.7,0.66,13.3,7,10.2,0.092,10,50,0.64
,16:47:27,6,3590,2268.7,0.66,13.3,7,10.2,0.096,10,50,0.64
,16:47:28,6,3590,2269.7,0.66,13.3,7,10.3,0.099,10,50,0.64
,16:47:29,6,3590,2270.7,0.66,13.3,7,10.3,0.099,10,50,0.64
,16:47:30,6,3590,2271.7,0.66,13.3,7,10.3,0.099,10,50,0.64
,16:47:31,6,3590,2272.7,0.66,13.3,7,10.3,0.095,10,50,0.64
,16:47:32,6,3590,2273.7,0.66,13.3,7,10.3,0.096,10,50,0.63
,16:47:33,6,3590,2274.7,0.66,13.3,7,10.3,0.095,10,50,0.63
,16:47:34,6,3590,2275.7,0.66,13.3,7,10.4,0.096,10,50,0.64
,16:47:35,6,3590,2276.7,0.66,13.3,7,10.4,0.092,10,50,0.64
,16:47:36,6,3590,2277.7,0.66,13.3,7,10.4,0.095,10,50,0.63
,16:47:37,6,3590,2278.7,0.65,13.3,7,10.4,0.094,10,50,0.63
,16:47:38,6,3590,2279.7,0.64,13.3,7,10.4,0.096,10,50,0.62
,16:47:39,6,3590,2280.7,0.64,13.3,7,10.4,0.093,10,50,0.62
,16:47:40,6,3590,2281.7,0.65,13.3,7,10.4,0.097,10,50,0.62
,16:47:41,6,3590,2282.7,0.65,13.3,7,10.4,0.098,10,50,0.63
,16:47:42,6,3590,2283.7,0.65,13.3,7,10.4,0.098,10,50,0.63
,16:47:43,6,3590,2284.7,0.66,13.3,7,10.5,0.095,10,50,0.63
,16:47:44,6,3590,2285.7,0.66,13.3,7,10.5,0.095,10,50.1,0.63
,16:47:45,6,3590,2286.7,0.66,13.3,7,10.5,0.095,10,50,0.63
,16:47:46,6,3590,2287.7,0.66,13.3,7,10.5,0.099,10,50,0.64
,16:47:47,6,3590,2288.7,0.67,13.3,7,10.5,0.093,10,50,0.64
,16:47:48,6,3590,2289.7,0.67,13.3,7,10.5,0.093,10,50,0.64
,16:47:49,6,3590,2290.7,0.66,13.3,7,10.6,0.096,10,50,0.64
,16:47:50,6,3590,2291.7,0.66,13.3,7,10.6,0.098,10,50,0.63
,16:47:51,6,3590,2292.7,0.65,13.3,7,10.6,0.098,10,50,0.63
,16:47:52,6,3590,2293.7,0.66,13.3,7,10.6,0.095,10,50,0.63
,16:47:53,6,3590,2294.7,0.66,13.3,7,10.6,0.095,10,50,0.63
,16:47:54,6,3590,2295.7,0.65,13.3,7,10.6,0.098,10,50,0.63
,16:47:55,6,3590,2296.7,0.65,13.3,7,10.6,0.098,10,50,0.63
,16:47:56,6,3590,2297.7,0.66,13.3,7,10.7,0.095,10,50,0.63
,16:47:57,6,3590,2298.7,0.66,13.3,7,10.7,0.095,10,50,0.63
,16:47:58,6,3590,2299.7,0.66,13.3,7,10.7,0.095,10,50,0.63
,16:47:59,6,3590,2300.7,0.65,13.3,7,10.7,0.098,10,50,0.63
,16:48:00,6,3590,2301.7,0.65,13.3,7,10.7,0.098,10,50,0.63
,16:48:01,6,3590,2302.7,0.66,13.3,7,10.7,0.095,10,50,0.63
,16:48:02,6,3590,2303.7,0.67,13.3,7,10.7,0.096,10,50,0.64
,16:48:03,6,3590,2304.7,0.66,13.3,7,10.8,0.099,10,50,0.64
,16:48:04,6,3590,2305.7,0.66,13.3,6,10.8,0.103,10,50,0.64
,16:48:05,6,3590,2306.7,0.67,13.3,7,10.8,0.1,10,50,0.64
,16:48:06,6,3590,2307.7,0.67,13.3,7,10.8,0.096,10,50,0.64
,16:48:07,6,3590,2308.7,0.67,13.3,7,10.8,0.096,10,50,0.64
,16:48:08,6,3590,2309.7,0.66,13.3,7,10.8,0.099,10,50,0.64
,16:48:09,6,3590,2310.7,0.66,13.3,7,10.9,0.096,10,50,0.64
,16:48:10,6,3590,2311.7,0.66,13.3,7,10.9,0.092,10,50,0.64
,16:48:11,6,3590,2312.7,0.66,13.3,7,10.9,0.095,10,50,0.63
,16:48:12,6,3590,2313.7,0.66,13.3,7,10.9,0.099,10,50,0.63
,16:48:13,6,3590,2314.7,0.66,13.3,7,10.9,0.099,10,50,0.63
,16:48:14,6,3590,2315.7,0.66,13.3,7,11,0.095,10,50,0.63
,16:48:15,6,3590,2316.7,0.66,13.3,7,11,0.095,10,50,0.63
,16:48:16,6,3590,2317.7,0.66,13.3,7,11,0.099,10,50,0.63
,16:48:17,6,3590,2318.7,0.66,13.3,7,11,0.099,10,50,0.63
,16:48:18,6,3590,2319.7,0.66,13.3,7,11,0.099,10,50,0.63
,16:48:19,6,3590,2320.7,0.66,13.3,7,11,0.096,10,50,0.64
,16:48:20,6,3590,2321.7,0.66,13.3,7,11,0.096,10,50,0.64
,16:48:21,6,3590,2322.7,0.66,13.3,7,11.1,0.099,10,50,0.63
,16:48:22,6,3590,2323.7,0.66,13.3,7,11.1,0.099,10,50,0.63
,16:48:23,6,3590,2324.7,0.66,13.3,7,11.1,0.099,10,50,0.63
,16:48:24,6,3590,2325.7,0.66,13.3,7,11.1,0.095,10,50,0.63
,16:48:25,6,3590,2326.7,0.66,13.3,7,11.1,0.095,10,50,0.63
,16:48:26,6,3590,2327.7,0.66,13.3,7,11.2,0.095,10,50,0.63
,16:48:27,6,3590,2328.7,0.65,13.3,7,11.2,0.094,10,50,0.63
,16:48:28,6,3590,2329.7,0.66,13.3,7,11.2,0.095,10,50,0.63
,16:48:29,6,3590,2330.7,0.65,13.3,7,11.2,0.094,10,50,0.63
,16:48:30,6,3590,2331.7,0.66,13.3,7,11.2,0.095,10,50,0.63
,16:48:31,6,3590,2332.7,0.66,13.3,7,11.3,0.098,10,50,0.63
,16:48:32,6,3590,2333.7,0.66,13.3,7,11.3,0.096,10,50,0.64
,16:48:33,6,3590,2334.7,0.67,13.3,7,11.3,0.096,10,50,0.64
,16:48:34,6,3590,2335.7,0.67,13.3,7,11.3,0.097,10,50,0.64
,16:48:35,6,3590,2336.7,0.67,13.3,7,11.3,0.101,10,50,0.65
,16:48:36,6,3590,2337.7,0.68,13.3,7,11.3,0.098,10,50,0.65
,16:48:37,6,3590,2338.7,0.67,13.3,7,11.3,0.094,10,50,0.65
,16:48:38,6,3590,2339.7,0.67,13.3,7,11.4,0.093,10,50,0.64
,16:48:39,6,3590,2340.7,0.67,13.3,7,11.4,0.096,10,50,0.64
,16:48:40,6,3590,2341.7,0.66,13.3,7,11.4,0.095,10,50,0.63
,16:48:41,6,3590,2342.7,0.65,13.3,7,11.4,0.094,10,50,0.63
,16:48:42,6,3590,2343.7,0.65,13.3,7,11.4,0.094,10,50,0.62
,16:48:43,6,3590,2344.7,0.65,13.3,7,11.5,0.097,10,50,0.62
,16:48:44,6,3590,2345.7,0.65,13.3,7,11.5,0.097,10,50,0.62
,16:48:45,6,3590,2346.7,0.65,13.3,7,11.5,0.097,10,50,0.62
,16:48:46,6,3590,2347.7,0.65,13.3,7,11.5,0.094,10,50,0.63
,16:48:47,6,3590,2348.7,0.66,13.3,7,11.5,0.095,10,50,0.63
,16:48:48,6,3590,2349.7,0.66,13.3,7,11.6,0.095,10,50,0.63
,16:48:49,6,3590,2350.7,0.66,13.3,7,11.6,0.092,10,50,0.63
,16:48:50,6,3590,2351.7,0.65,13.3,7,11.6,0.098,10,50,0.63
,16:48:51,6,3590,2352.7,0.65,13.3,6,11.7,0.101,10,50,0.62
,16:48:52,6,3590,2353.7,0.65,13.3,7,11.7,0.097,10,50,0.62
,16:48:53,6,3590,2354.7,0.65,13.3,7,11.7,0.098,10,50,0.63
,16:48:54,6,3590,2355.7,0.65,13.3,7,11.7,0.094,10,50,0.63
,16:48:55,6,3590,2356.7,0.66,13.3,7,11.7,0.095,10,50,0.63
,16:48:56,6,3590,2357.7,0.66,13.3,7,11.7,0.095,10,50,0.63
,16:48:57,6,3590,2358.7,0.66,13.3,7,11.7,0.095,10,50,0.63
,16:48:58,6,3590,2359.7,0.65,13.3,7,11.8,0.098,10,50,0.63
,16:48:59,6,3590,2360.7,0.66,13.3,7,11.8,0.095,10,50,0.63
,16:49:00,6,3590,2361.7,0.66,13.3,7,11.8,0.091,10,50,0.63
,16:49:01,6,3590,2362.7,0.65,13.3,7,11.8,0.091,10,50,0.63
,16:49:02,6,3590,2363.7,0.65,13.3,7,11.8,0.097,10,50,0.62
,16:49:03,6,3590,2364.7,0.64,13.3,6,11.9,0.1,10,50,0.62
,16:49:04,6,3590,2365.7,0.65,13.3,6,11.9,0.101,10,50,0.62
,16:49:05,6,3590,2366.7,0.66,13.3,7,11.9,0.098,10,50,0.63
,16:49:06,6,3590,2367.7,0.66,13.3,7,11.9,0.095,10,50,0.63
,16:49:07,6,3590,2368.7,0.66,13.3,7,12,0.096,10,50,0.64
,16:49:08,6,3590,2369.7,0.66,13.3,7,12,0.099,10,50,0.63
,16:49:09,6,3590,2370.7,0.66,13.3,7,12,0.099,10,50,0.64
,16:49:10,6,3590,2371.7,0.66,13.3,7,12,0.096,10,50,0.64
,16:49:11,6,3590,2372.7,0.66,13.3,7,12,0.092,10,50,0.64
,16:49:12,6,3590,2373.7,0.66,13.3,7,12.1,0.096,10,50,0.64
,16:49:13,6,3590,2374.7,0.66,13.3,7,12.1,0.099,10,50,0.64
,16:49:14,6,3590,2375.7,0.66,13.3,7,12.1,0.099,10,50,0.64
,16:49:15,6,3590,2376.7,0.67,13.3,7,12.1,0.096,10,50,0.64
,16:49:16,6,3590,2377.7,0.67,13.3,7,12.1,0.096,10,50,0.64
,16:49:17,6,3590,2378.7,0.67,13.3,7,12.1,0.096,10,50,0.64
,16:49:18,6,3590,2379.7,0.66,13.3,7,12.2,0.099,10,50,0.64
,16:49:19,6,3590,2380.7,0.66,13.3,7,12.2,0.095,10,50,0.63
,16:49:20,6,3590,2381.7,0.66,13.3,7,12.2,0.095,10,50,0.63
,16:49:21,6,3590,2382.7,0.66,13.3,7,12.2,0.099,10,50,0.63
,16:49:22,6,3590,2383.7,0.66,13.3,7,12.3,0.099,10,50,0.63
,16:49:23,6,3590,2384.7,0.66,13.3,7,12.3,0.096,10,50,0.64
,16:49:24,6,3590,2385.7,0.67,13.3,7,12.3,0.096,10,50,0.64
,16:49:25,6,3590,2386.7,0.67,13.3,7,12.3,0.093,10,50,0.64
,16:49:26,6,3590,2387.7,0.67,13.3,7,12.4,0.097,10,50,0.64
,16:49:27,6,3590,2388.7,0.67,13.3,7,12.4,0.101,10,50,0.64
,16:49:28,6,3590,2389.7,0.67,13.3,7,12.4,0.1,10,50,0.64
,16:49:29,6,3590,2390.7,0.67,13.3,7,12.4,0.096,10,50,0.64
,16:49:30,6,3590,2391.7,0.67,13.3,7,12.4,0.101,10,50,0.64
,16:49:31,6,3590,2392.7,0.67,13.3,7,12.5,0.101,10,50,0.64
,16:49:32,6,3590,2393.7,0.67,13.3,7,12.5,0.101,10,50,0.65
,16:49:33,6,3590,2394.7,0.67,13.3,7,12.5,0.097,10,50,0.64
,16:49:34,6,3590,2395.7,0.67,13.3,7,12.5,0.093,10,50,0.64
,16:49:35,6,3590,2396.7,0.67,13.3,7,12.5,0.096,10,50,0.64
,16:49:36,6,3590,2397.7,0.67,13.3,7,12.5,0.1,10,50,0.64
,16:49:37,6,3590,2398.7,0.67,13.3,7,12.6,0.1,10,50,0.64
,16:49:38,6,3590,2399.7,0.67,13.3,7,12.6,0.101,10,50,0.64
,16:49:39,6,3590,2400.7,0.67,13.3,7,12.6,0.101,10,50,0.65
,16:49:40,6,3590,2401.7,0.67,13.3,7,12.7,0.097,10,50,0.64
,16:49:41,6,3590,2402.7,0.67,13.3,7,12.7,0.096,10,50,0.64
,16:49:42,6,3590,2403.7,0.67,13.3,7,12.7,0.093,10,50,0.64
,16:49:43,6,3590,2404.7,0.67,13.3,7,12.7,0.096,10,50,0.64
,16:49:44,6,3590,2405.7,0.67,13.3,7,12.7,0.1,10,50,0.64
,16:49:45,6,3590,2406.7,0.67,13.3,7,12.8,0.101,10,50,0.64
,16:49:46,6,3590,2407.7,0.67,13.3,7,12.8,0.101,10,50,0.64
,16:49:47,6,3590,2408.7,0.67,13.3,7,12.8,0.097,10,50,0.65
,16:49:48,6,3590,2409.7,0.67,13.3,7,12.8,0.093,10,50,0.64
,16:49:49,6,3590,2410.7,0.67,13.3,7,12.9,0.093,10,50,0.64
,16:49:50,6,3590,2411.7,0.66,13.3,7,12.9,0.099,10,50,0.63
,16:49:51,6,3590,2412.7,0.66,13.3,6,12.9,0.102,10,50,0.63
,16:49:52,6,3590,2413.7,0.65,13.3,7,12.9,0.098,10,50,0.63
,16:49:53,6,3590,2414.7,0.66,13.3,7,12.9,0.095,10,50,0.64
,16:49:54,6,3590,2415.7,0.67,13.3,7,12.9,0.096,10,50,0.64
,16:49:55,6,3590,2416.7,0.67,13.3,7,12.9,0.097,10,50,0.64
,16:49:56,6,3590,2417.7,0.67,13.3,7,13,0.093,10,50,0.64
,16:49:57,6,3590,2418.7,0.66,13.3,7,13,0.092,10,50,0.64
,16:49:58,6,3590,2419.7,0.66,13.3,7,13,0.095,10,50,0.63
,16:49:59,6,3590,2420.7,0.65,13.3,7,13,0.098,10,50,0.63
,16:50:00,6,3590,2421.7,0.65,13.3,6,13.1,0.101,10,50,0.62
,16:50:01,6,3590,2422.7,0.65,13.3,7,13.1,0.098,10,50,0.63
,16:50:02,6,3590,2423.7,0.66,13.3,7,13.1,0.099,10,50,0.64
,16:50:03,6,3590,2424.7,0.67,13.3,7,13.1,0.1,10,50,0.64
,16:50:04,6,3590,2425.7,0.67,13.3,7,13.2,0.1,10,50,0.64
,16:50:05,6,3590,2426.7,0.67,13.3,7,13.2,0.101,10,50,0.64
,16:50:06,6,3590,2427.7,0.67,13.3,7,13.2,0.101,10,50,0.64
,16:50:07,6,3590,2428.7,0.67,13.3,7,13.2,0.094,10,50,0.65
,16:50:08,6,3590,2429.7,0.67,13.3,7,13.2,0.093,10,50,0.64
,16:50:09,6,3590,2430.7,0.67,13.3,7,13.3,0.093,10,50,0.64
,16:50:10,6,3590,2431.7,0.67,13.3,7,13.3,0.097,10,50,0.64
,16:50:11,6,3590,2432.7,0.67,13.3,7,13.3,0.097,10,50,0.64
,16:50:12,6,3590,2433.7,0.67,13.3,7,13.3,0.097,10,50,0.64
,16:50:13,6,3590,2434.7,0.67,13.3,7,13.3,0.101,10,50,0.65
,16:50:14,6,3590,2435.7,0.67,13.3,7,13.3,0.101,10,50,0.65
,16:50:15,6,3590,2436.7,0.68,13.3,7,13.3,0.101,10,50,0.65
,16:50:16,6,3590,2437.7,0.68,13.3,7,13.4,0.098,10,50,0.65
,16:50:17,6,3590,2438.7,0.68,13.3,7,13.4,0.094,10,50,0.65
,16:50:18,6,3590,2439.7,0.67,13.3,7,13.4,0.094,10,50,0.65
,16:50:19,6,3590,2440.7,0.67,13.3,7,13.4,0.097,10,50,0.64
,16:50:20,6,3590,2441.7,0.66,13.3,7,13.4,0.095,10,50,0.63
,16:50:21,6,3590,2442.7,0.65,13.3,6,13.5,0.102,10,50,0.63
,16:50:22,6,3590,2443.7,0.66,13.3,6,13.5,0.103,10,50,0.63
,16:50:23,6,3590,2444.7,0.67,13.3,7,13.5,0.1,10,50,0.64
,16:50:24,6,3590,2445.7,0.67,13.3,7,13.5,0.097,10,50,0.65
,16:50:25,6,3590,2446.7,0.67,13.3,7,13.5,0.093,10,50,0.64
,16:50:26,6,3590,2447.7,0.67,13.3,7,13.6,0.093,10,50,0.64
,16:50:27,6,3590,2448.7,0.67,13.3,7,13.6,0.096,10,50,0.64
,16:50:28,6,3590,2449.7,0.66,13.3,7,13.6,0.099,10,50,0.64
,16:50:29,6,3590,2450.7,0.66,13.3,7,13.6,0.099,10,50,0.63
,16:50:30,6,3590,2451.7,0.66,13.3,7,13.6,0.099,10,50,0.64
,16:50:31,6,3590,2452.7,0.67,13.3,7,13.6,0.1,10,50,0.64
,16:50:32,6,3590,2453.7,0.67,13.3,7,13.6,0.101,10,50,0.64
,16:50:33,6,3590,2454.7,0.67,13.3,7,13.6,0.097,10,50,0.64
,16:50:34,6,3590,2455.7,0.67,13.3,7,13.7,0.097,10,50,0.64
,16:50:35,6,3590,2456.7,0.67,13.3,7,13.7,0.093,10,50,0.64
,16:50:36,6,3590,2457.7,0.67,13.3,7,13.7,0.093,10,50,0.64
,16:50:37,6,3590,2458.7,0.66,13.3,7,13.7,0.096,10,50,0.64
,16:50:38,6,3590,2459.7,0.66,13.3,7,13.7,0.099,10,50,0.63
,16:50:39,6,3590,2460.7,0.66,13.3,7,13.7,0.098,10,50,0.63
,16:50:40,6,3590,2461.7,0.66,13.3,6,13.8,0.103,10,50,0.64
,16:50:41,6,3590,2462.7,0.67,13.3,7,13.8,0.1,10,50,0.64
,16:50:42,6,3590,2463.7,0.67,13.3,7,13.8,0.101,10,50,0.64
,16:50:43,6,3590,2464.7,0.67,13.3,7,13.8,0.101,10,50,0.64
,16:50:44,6,3590,2465.7,0.67,13.3,7,13.8,0.101,10,50,0.64
,16:50:45,6,3590,2466.7,0.67,13.3,7,13.8,0.101,10,50,0.65
,16:50:46,6,3590,2467.7,0.67,13.3,7,13.8,0.101,10,50,0.65
,16:50:47,6,3590,2468.7,0.67,13.3,7,13.8,0.101,10,50,0.65
,16:50:48,6,3590,2469.7,0.67,13.3,7,13.9,0.097,10,50,0.65
,16:50:49,6,3590,2470.7,0.67,13.3,7,13.9,0.093,10,50,0.64
,16:50:50,6,3590,2471.7,0.67,13.3,7,13.9,0.093,10,50,0.64
,16:50:51,6,3590,2472.7,0.67,13.3,7,13.9,0.093,10,50,0.64
,16:50:52,6,3590,2473.7,0.67,13.3,7,13.9,0.097,10,50,0.65
,16:50:53,6,3590,2474.7,0.68,13.3,7,13.9,0.098,10,50,0.65
,16:50:54,6,3590,2475.7,0.68,13.3,7,13.9,0.098,10,50,0.65
,16:50:55,6,3590,2476.7,0.68,13.3,7,13.9,0.101,10,50,0.65
,16:50:56,6,3590,2477.7,0.67,13.3,7,13.9,0.101,10,50,0.64
,16:50:57,6,3590,2478.7,0.67,13.3,7,14,0.096,10,50,0.64
,16:50:58,6,3590,2479.7,0.67,13.3,7,14,0.096,10,50,0.64
,16:50:59,6,3590,2480.7,0.67,13.3,7,14,0.096,10,50,0.64
,16:51:00,6,3590,2481.7,0.67,13.3,7,14,0.096,10,50,0.64
,16:51:01,6,3590,2482.7,0.67,13.3,7,14,0.096,10,50,0.64
,16:51:02,6,3590,2483.7,0.67,13.3,7,14,0.097,10,50,0.64
,16:51:03,6,3590,2484.7,0.67,13.3,7,14,0.097,10,50,0.64
,16:51:04,6,3590,2485.7,0.67,13.3,7,14,0.094,10,50,0.65
,16:51:05,6,3590,2486.7,0.67,13.3,7,14,0.093,10,50,0.64
,16:51:06,6,3590,2487.7,0.66,13.3,7,14,0.092,10,50,0.63
,16:51:07,6,3590,2488.7,0.65,13.3,7,14.1,0.094,10,50,0.63
,16:51:08,6,3590,2489.7,0.65,13.3,7,14.1,0.097,10,50,0.62
,16:51:09,6,3590,2490.7,0.65,13.3,6,14.1,0.101,10,50,0.62
,16:51:10,6,3590,2491.7,0.65,13.3,6,14.1,0.101,10,50,0.62
,16:51:11,6,3590,2492.7,0.65,13.3,7,14.1,0.098,10,50,0.63
,16:51:12,6,3590,2493.7,0.66,13.3,7,14.1,0.099,10,50,0.63
,16:51:13,6,3590,2494.7,0.67,13.3,7,14.1,0.1,10,50,0.64
,16:51:14,6,3590,2495.7,0.67,13.3,7,14.1,0.1,10,50,0.64
,16:51:15,6,3590,2496.7,0.67,13.3,7,14.1,0.1,10,50,0.64
,16:51:16,6,3590,2497.7,0.67,13.3,7,14.1,0.097,10,50,0.64
,16:51:17,6,3590,2498.7,0.67,13.3,7,14.1,0.097,10,50,0.65
,16:51:18,6,3590,2499.7,0.68,13.3,7,14.1,0.101,10,50,0.65
,16:51:19,6,3590,2500.7,0.68,13.3,7,14.1,0.101,10,50,0.65
,16:51:20,6,3590,2501.7,0.68,13.3,7,14.2,0.101,10,50,0.65
,16:51:21,6,3590,2502.7,0.68,13.3,7,14.2,0.101,10,50,0.65
,16:51:22,6,3590,2503.7,0.68,13.3,7,14.2,0.102,10,50,0.65
,16:51:23,6,3590,2504.7,0.68,13.3,6,14.2,0.106,10,50,0.65
,16:51:24,6,3590,2505.7,0.69,13.3,7,14.2,0.103,10,50,0.66
,16:51:25,6,3590,2506.7,0.69,13.3,7,14.2,0.104,10,50,0.67
,16:51:26,6,3590,2507.7,0.7,13.3,7,14.2,0.1,10,50,0.67
,16:51:27,6,3590,2508.7,0.69,13.3,7,14.2,0.1,10,50,0.66
,16:51:28,6,3590,2509.7,0.68,13.3,7,14.2,0.095,10,50,0.66
,16:51:29,6,3590,2510.7,0.67,13.3,7,14.2,0.094,10,50,0.65
,16:51:30,6,3590,2511.7,0.67,13.3,7,14.2,0.089,10,50,0.64
,16:51:31,6,3590,2512.7,0.66,13.3,7,14.2,0.092,10,50,0.64
,16:51:32,6,3590,2513.7,0.66,13.3,7,14.2,0.099,10,50,0.64
,16:51:33,6,3590,2514.7,0.66,13.3,7,14.2,0.099,10,50,0.64
,16:51:34,6,3590,2515.7,0.66,13.3,7,14.2,0.099,10,50,0.64
,16:51:35,6,3590,2516.7,0.67,13.3,7,14.2,0.096,10,50,0.64
,16:51:36,6,3590,2517.7,0.67,13.3,7,14.2,0.096,10,50,0.64
,16:51:37,6,3590,2518.7,0.67,13.3,7,14.2,0.096,10,50,0.64
,16:51:38,6,3590,2519.7,0.67,13.3,7,14.2,0.096,10,50,0.64
,16:51:39,6,3590,2520.7,0.67,13.3,7,14.2,0.096,10,50,0.64
,16:51:40,6,3590,2521.7,0.67,13.3,7,14.3,0.096,10,50,0.64
,16:51:41,6,3590,2522.7,0.67,13.3,7,14.3,0.096,10,50,0.64
,16:51:42,6,3590,2523.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:43,6,3590,2524.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:44,6,3590,2525.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:45,6,3590,2526.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:46,6,3590,2527.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:47,6,3590,2528.7,0.67,13.3,7,14.3,0.097,10,50,0.64
,16:51:48,6,3590,2529.7,0.67,13.3,7,14.3,0.101,10,50,0.64
,16:51:49,6,3590,2530.7,0.67,13.3,7,14.3,0.101,10,50,0.64
,16:51:50,6,3590,2531.7,0.67,13.3,7,14.3,0.097,10,50,0.64
,16:51:51,6,3590,2532.7,0.67,13.3,7,14.3,0.094,10,50,0.65
,16:51:52,6,3590,2533.7,0.67,13.3,7,14.3,0.094,10,50,0.65
,16:51:53,6,3590,2534.7,0.67,13.3,7,14.3,0.093,10,50,0.64
,16:51:54,6,3590,2535.7,0.67,13.3,7,14.3,0.096,10,50,0.64
,16:51:55,6,3590,2536.7,0.67,13.3,7,14.3,0.101,10,50,0.64
,16:51:56,6,3590,2537.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:57,6,3590,2538.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:58,6,3590,2539.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:51:59,6,3590,2540.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:52:00,6,3590,2541.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:52:01,6,3590,2542.7,0.67,13.3,7,14.3,0.1,10,50,0.64
,16:52:02,6,3590,2543.7,0.67,13.3,7,14.3,0.101,10,50,0.65
,16:52:03,6,3590,2544.7,0.68,13.3,7,14.3,0.101,10,50,0.65
,16:52:04,6,3590,2545.7,0.68,13.3,7,14.3,0.098,10,50,0.65
,16:52:05,6,3590,2546.7,0.68,13.3,7,14.3,0.098,10,50,0.66
,16:52:06,6,3590,2547.7,0.68,13.3,7,14.3,0.099,10,50,0.66
,16:52:07,6,3590,2548.7,0.68,13.3,7,14.3,0.099,10,50,0.66
,16:52:08,6,3590,2549.7,0.68,13.3,7,14.3,0.095,10,50,0.65
,16:52:09,6,3590,2550.7,0.68,13.3,7,14.3,0.094,10,50,0.65
,16:52:10,6,3590,2551.7,0.68,13.3,7,14.3,0.098,10,50,0.65
