Data file,,COLISIBRO_ISO10_T20_C1.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,20/03/2017,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Colsibro,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 12:20:24 on 20/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,colisibro_iso10_t20_c1-h001.tsv,,,,,,,,,,
,12:34:16,5,3590,831.7,0.85,13.6,7,23,0.122,10,49.7,0.81
,12:34:17,5,3590,832.7,0.82,13.6,7,23,0.118,10,49.7,0.79
,12:34:18,5,3590,833.7,0.83,13.6,7,23,0.119,10,49.7,0.8
,12:34:19,5,3590,834.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:34:20,5,3590,835.7,0.87,13.6,7,23,0.116,10,49.7,0.84
,12:34:21,5,3590,836.7,0.89,13.6,7,23,0.123,10,49.7,0.85
,12:34:22,5,3590,837.7,0.9,13.6,7,22,0.125,10,49.7,0.86
,12:34:23,5,3590,838.7,0.88,13.6,7,23,0.122,10,49.7,0.84
,12:34:24,5,3590,839.7,0.86,13.6,7,23,0.115,10,49.7,0.83
,12:34:25,5,3590,840.7,0.84,13.6,7,23,0.113,10,49.7,0.81
,12:34:26,5,3590,841.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:34:27,5,3590,842.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:34:28,5,3590,843.7,0.86,13.6,7,23,0.12,10,49.7,0.84
,12:34:29,5,3590,844.7,0.89,13.6,7,22,0.128,10,49.7,0.85
,12:34:30,5,3590,845.7,0.9,13.6,7,22,0.125,10,49.7,0.87
,12:34:31,5,3590,846.7,0.9,13.6,7,22,0.125,10,49.7,0.87
,12:34:32,5,3590,847.7,0.88,13.6,7,22,0.122,10,49.7,0.84
,12:34:33,5,3590,848.7,0.86,13.6,7,23,0.119,10,49.7,0.82
,12:34:34,5,3590,849.7,0.82,13.6,7,23,0.119,10,49.7,0.79
,12:34:35,5,3590,850.7,0.81,13.6,7,23,0.117,10,49.7,0.79
,12:34:36,5,3590,851.7,0.82,13.6,7,23,0.118,10,49.7,0.79
,12:34:37,5,3590,852.7,0.82,13.6,7,23,0.115,10,49.7,0.8
,12:34:38,5,3590,853.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:34:39,5,3590,854.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:34:40,5,3590,855.7,0.88,13.6,7,23,0.127,10,49.7,0.85
,12:34:41,5,3590,856.7,0.91,13.6,7,23,0.131,10,49.7,0.88
,12:34:42,5,3590,857.7,0.94,13.6,7,23,0.135,10,49.7,0.91
,12:34:43,5,3590,858.7,0.94,13.6,7,23,0.131,10,49.7,0.91
,12:34:44,5,3590,859.7,0.91,13.6,7,23,0.132,10,49.7,0.87
,12:34:45,5,3590,860.7,0.85,13.6,7,23,0.123,10,49.7,0.82
,12:34:46,5,3590,861.7,0.83,13.6,7,23,0.119,10,49.7,0.79
,12:34:47,5,3590,862.7,0.82,13.6,7,23,0.118,10,49.7,0.79
,12:34:48,5,3590,863.7,0.84,13.6,7,23,0.122,10,49.7,0.82
,12:34:49,5,3590,864.7,0.87,13.6,7,23,0.125,10,49.7,0.84
,12:34:50,5,3590,865.7,0.89,13.6,7,23,0.128,10,49.7,0.86
,12:34:51,5,3590,866.7,0.9,13.6,7,23,0.13,10,49.7,0.87
,12:34:52,5,3590,867.7,0.9,13.6,7,23,0.125,10,49.7,0.86
,12:34:53,5,3590,868.7,0.88,13.6,7,23,0.122,10,49.7,0.84
,12:34:54,5,3590,869.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:34:55,5,3590,870.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:34:56,5,3590,871.7,0.84,13.6,7,23,0.122,10,49.7,0.81
,12:34:57,5,3590,872.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:34:58,5,3590,873.7,0.87,13.6,7,23,0.126,10,49.7,0.84
,12:34:59,5,3590,874.7,0.9,13.6,7,23,0.125,10,49.7,0.86
,12:35:00,5,3590,875.7,0.9,13.6,7,23,0.13,10,49.7,0.87
,12:35:01,5,3590,876.7,0.89,13.6,7,23,0.128,10,49.7,0.85
,12:35:02,5,3590,877.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:35:03,5,3590,878.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:35:04,5,3590,879.7,0.83,13.6,7,23,0.116,10,49.7,0.8
,12:35:05,5,3590,880.7,0.84,13.6,7,22,0.117,10,49.7,0.82
,12:35:06,5,3590,881.7,0.86,13.6,7,22,0.119,10,49.7,0.83
,12:35:07,5,3590,882.7,0.87,13.6,7,22,0.121,10,49.7,0.84
,12:35:08,5,3590,883.7,0.88,13.6,7,23,0.122,10,49.7,0.84
,12:35:09,5,3590,884.7,0.87,13.6,7,23,0.125,10,49.7,0.83
,12:35:10,5,3590,885.7,0.85,13.6,7,23,0.122,10,49.7,0.82
,12:35:11,5,3590,886.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:35:12,5,3590,887.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:35:13,5,3590,888.7,0.86,13.6,7,22,0.119,10,49.7,0.83
,12:35:14,5,3590,889.7,0.86,13.6,7,22,0.119,10,49.7,0.83
,12:35:15,5,3590,890.7,0.86,13.6,7,22,0.12,10,49.7,0.83
,12:35:16,5,3590,891.7,0.87,13.6,7,22,0.122,10,49.7,0.84
,12:35:17,5,3590,892.7,0.89,13.6,7,22,0.123,10,49.7,0.85
,12:35:18,5,3590,893.7,0.89,13.6,7,23,0.128,10,49.7,0.86
,12:35:19,5,3590,894.7,0.9,13.6,7,23,0.13,10,49.7,0.87
,12:35:20,5,3590,895.7,0.92,13.6,7,23,0.133,10,49.7,0.89
,12:35:21,5,3590,896.7,0.96,13.6,7,23,0.133,10,49.7,0.92
,12:35:22,5,3590,897.7,0.97,13.6,7,23,0.136,10,49.7,0.94
,12:35:23,5,3590,898.7,0.98,13.6,7,23,0.137,10,49.7,0.95
,12:35:24,5,3590,899.7,0.97,13.6,7,23,0.135,10,49.7,0.93
,12:35:25,5,3590,900.7,0.94,13.6,7,23,0.13,10,49.7,0.9
,12:35:26,5,3590,901.7,0.88,13.6,7,22,0.123,10,49.7,0.85
,12:35:27,5,3590,902.7,0.84,13.6,7,22,0.117,10,49.7,0.81
,12:35:28,5,3590,903.7,0.82,13.6,7,22,0.114,10,49.7,0.79
,12:35:29,5,3590,904.7,0.82,13.6,7,22,0.114,10,49.7,0.79
,12:35:30,5,3590,905.7,0.81,13.6,7,22,0.117,10,49.7,0.78
,12:35:31,5,3590,906.7,0.82,13.6,7,22,0.118,10,49.7,0.79
,12:35:32,5,3590,907.7,0.84,13.6,7,23,0.117,10,49.7,0.82
,12:35:33,5,3590,908.7,0.88,13.6,7,22,0.123,10,49.7,0.85
,12:35:34,5,3590,909.7,0.91,13.6,7,22,0.127,10,49.7,0.88
,12:35:35,5,3590,910.7,0.91,13.6,7,23,0.131,10,49.7,0.88
,12:35:36,5,3590,911.7,0.89,13.6,7,23,0.128,10,49.7,0.85
,12:35:37,5,3590,912.7,0.85,13.6,7,23,0.123,10,49.7,0.82
,12:35:38,5,3590,913.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:35:39,5,3590,914.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:35:40,5,3590,915.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:35:41,5,3590,916.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:35:42,5,3590,917.7,0.86,13.6,7,23,0.12,10,49.7,0.83
,12:35:43,5,3590,918.7,0.89,13.6,7,23,0.124,10,49.7,0.86
,12:35:44,5,3590,919.7,0.91,13.6,7,22,0.131,10,49.7,0.87
,12:35:45,5,3590,920.7,0.88,13.6,7,23,0.127,10,49.7,0.84
,12:35:46,5,3590,921.7,0.86,13.6,7,23,0.119,10,49.7,0.82
,12:35:47,5,3590,922.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:35:48,5,3590,923.7,0.85,13.6,7,23,0.119,10,49.7,0.82
,12:35:49,5,3590,924.7,0.85,13.6,7,23,0.123,10,49.7,0.82
,12:35:50,5,3590,925.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:35:51,5,3590,926.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:35:52,5,3590,927.7,0.88,13.6,7,23,0.122,10,49.7,0.85
,12:35:53,5,3590,928.7,0.91,13.6,7,23,0.126,10,49.7,0.88
,12:35:54,5,3590,929.7,0.91,13.6,7,22,0.127,10,49.7,0.88
,12:35:55,5,3590,930.7,0.91,13.6,7,22,0.123,10,49.7,0.88
,12:35:56,5,3590,931.7,0.93,13.6,7,22,0.124,10,49.7,0.89
,12:35:57,5,3590,932.7,0.93,13.6,7,22,0.125,10,49.7,0.9
,12:35:58,5,3590,933.7,0.93,13.6,7,22,0.125,10,49.7,0.9
,12:35:59,5,3590,934.7,0.93,13.6,7,22,0.124,10,49.7,0.9
,12:36:00,5,3590,935.7,0.93,13.6,7,22,0.13,10,49.7,0.9
,12:36:01,5,3590,936.7,0.93,13.6,7,23,0.135,10,49.7,0.9
,12:36:02,5,3590,937.7,0.94,13.6,7,23,0.135,10,49.7,0.91
,12:36:03,5,3590,938.7,0.93,13.6,7,23,0.139,10,49.7,0.9
,12:36:04,5,3590,939.7,0.91,13.6,7,23,0.131,10,49.7,0.87
,12:36:05,5,3590,940.7,0.87,13.6,7,23,0.126,10,49.7,0.84
,12:36:06,5,3590,941.7,0.84,13.6,7,23,0.116,10,49.7,0.8
,12:36:07,5,3590,942.7,0.81,13.6,7,23,0.117,10,49.7,0.78
,12:36:08,5,3590,943.7,0.81,13.6,7,23,0.117,10,49.7,0.78
,12:36:09,5,3590,944.7,0.82,13.6,7,23,0.118,10,49.7,0.79
,12:36:10,5,3590,945.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:36:11,5,3590,946.7,0.85,13.6,7,23,0.123,10,49.7,0.82
,12:36:12,5,3590,947.7,0.88,13.6,7,23,0.126,10,49.7,0.85
,12:36:13,5,3590,948.7,0.89,13.6,7,23,0.124,10,49.7,0.86
,12:36:14,5,3590,949.7,0.89,13.6,7,23,0.124,10,49.7,0.85
,12:36:15,5,3590,950.7,0.86,13.6,7,23,0.116,10,49.7,0.83
,12:36:16,5,3590,951.7,0.84,13.6,7,23,0.113,10,49.7,0.81
,12:36:17,5,3590,952.7,0.82,13.6,7,23,0.111,10,49.7,0.79
,12:36:18,5,3590,953.7,0.81,13.6,7,23,0.109,10,49.7,0.78
,12:36:19,5,3590,954.7,0.82,13.6,7,23,0.115,10,49.7,0.8
,12:36:20,5,3590,955.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:36:21,5,3590,956.7,0.86,13.6,7,23,0.119,10,49.7,0.83
,12:36:22,5,3590,957.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:36:23,5,3590,958.7,0.83,13.6,7,23,0.119,10,49.7,0.8
,12:36:24,5,3590,959.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:36:25,5,3590,960.7,0.89,13.6,7,23,0.128,10,49.7,0.86
,12:36:26,5,3590,961.7,0.92,13.6,7,23,0.133,10,49.7,0.89
,12:36:27,5,3590,962.7,0.93,13.6,7,23,0.134,10,49.7,0.89
,12:36:28,5,3590,963.7,0.93,13.6,7,23,0.135,10,49.7,0.9
,12:36:29,5,3590,964.7,0.94,13.6,7,23,0.136,10,49.7,0.91
,12:36:30,5,3590,965.7,0.95,13.6,7,23,0.137,10,49.7,0.91
,12:36:31,5,3590,966.7,0.95,13.6,7,23,0.138,10,49.7,0.92
,12:36:32,5,3590,967.7,0.94,13.6,7,23,0.136,10,49.7,0.91
,12:36:33,5,3590,968.7,0.94,13.6,7,23,0.135,10,49.7,0.9
,12:36:34,5,3590,969.7,0.91,13.6,7,23,0.126,10,49.7,0.87
,12:36:35,5,3590,970.7,0.87,13.6,7,23,0.121,10,49.7,0.84
,12:36:36,5,3590,971.7,0.84,13.6,7,22,0.117,10,49.7,0.81
,12:36:37,5,3590,972.7,0.82,13.6,7,22,0.119,10,49.7,0.79
,12:36:38,5,3590,973.7,0.82,13.6,7,23,0.114,10,49.7,0.79
,12:36:39,5,3590,974.7,0.82,13.6,7,22,0.118,10,49.7,0.79
,12:36:40,5,3590,975.7,0.85,13.6,7,22,0.122,10,49.7,0.82
,12:36:41,5,3590,976.7,0.9,13.6,7,23,0.126,10,49.7,0.88
,12:36:42,5,3590,977.7,0.94,13.6,7,23,0.131,10,49.7,0.91
,12:36:43,5,3590,978.7,0.94,13.6,7,22,0.135,10,49.7,0.9
,12:36:44,5,3590,979.7,0.88,13.6,7,23,0.128,10,49.7,0.85
,12:36:45,5,3590,980.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:36:46,5,3590,981.7,0.83,13.6,7,23,0.116,10,49.7,0.8
,12:36:47,5,3590,982.7,0.84,13.6,7,23,0.116,10,49.7,0.81
,12:36:48,5,3590,983.7,0.84,13.6,7,22,0.121,10,49.7,0.81
,12:36:49,5,3590,984.7,0.85,13.6,7,22,0.123,10,49.7,0.82
,12:36:50,5,3590,985.7,0.86,13.6,7,22,0.125,10,49.7,0.84
,12:36:51,5,3590,986.7,0.89,13.6,7,22,0.128,10,49.7,0.86
,12:36:52,5,3590,987.7,0.89,13.6,7,22,0.124,10,49.7,0.86
,12:36:53,5,3590,988.7,0.89,13.6,7,22,0.124,10,49.7,0.85
,12:36:54,5,3590,989.7,0.85,13.6,7,22,0.118,10,49.7,0.82
,12:36:55,5,3590,990.7,0.83,13.6,7,22,0.116,10,49.7,0.8
,12:36:56,5,3590,991.7,0.81,13.6,7,22,0.117,10,49.7,0.78
,12:36:57,5,3590,992.7,0.83,13.6,7,22,0.12,10,49.7,0.81
,12:36:58,5,3590,993.7,0.95,13.6,7,22,0.132,10,49.7,0.94
,12:36:59,5,3590,994.7,1.15,13.6,7,22,0.16,10,49.7,1.12
,12:37:00,5,3590,995.7,1.2,13.6,7,23,0.173,10,49.7,1.16
,12:37:01,5,3590,996.7,1.12,13.6,7,23,0.162,10,49.7,1.06
,12:37:02,5,3590,997.7,0.94,13.6,7,23,0.131,10,49.7,0.9
,12:37:03,5,3590,998.7,0.88,13.6,7,23,0.122,10,49.7,0.84
,12:37:04,5,3590,999.7,0.86,13.6,7,23,0.119,10,49.7,0.83
,12:37:05,5,3590,1000.7,0.88,13.6,7,23,0.126,10,49.7,0.85
,12:37:06,5,3590,1001.7,0.91,13.6,7,22,0.131,10,49.7,0.88
,12:37:07,5,3590,1002.7,0.92,13.6,7,22,0.128,10,49.7,0.89
,12:37:08,5,3590,1003.7,0.91,13.6,7,22,0.126,10,49.7,0.87
,12:37:09,5,3590,1004.7,0.9,13.6,7,22,0.13,10,49.7,0.87
,12:37:10,5,3590,1005.7,0.93,13.6,7,23,0.129,10,49.7,0.9
,12:37:11,5,3590,1006.7,0.97,13.6,7,23,0.134,10,49.7,0.93
,12:37:12,5,3590,1007.7,0.98,13.6,7,23,0.137,10,49.7,0.95
,12:37:13,5,3590,1008.7,0.96,13.6,7,23,0.139,10,49.7,0.93
,12:37:14,5,3590,1009.7,0.97,13.6,7,23,0.134,10,49.7,0.93
,12:37:15,5,3590,1010.7,0.97,13.6,7,23,0.134,10,49.7,0.93
,12:37:16,5,3590,1011.7,0.98,13.6,7,23,0.132,10,49.7,0.95
,12:37:17,5,3590,1012.7,0.96,13.6,7,23,0.129,10,49.7,0.92
,12:37:18,5,3590,1013.7,0.92,13.6,7,23,0.123,10,49.7,0.88
,12:37:19,5,3590,1014.7,0.87,13.6,7,23,0.121,10,49.7,0.84
,12:37:20,5,3590,1015.7,0.84,13.6,7,23,0.122,10,49.7,0.81
,12:37:21,5,3590,1016.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:37:22,5,3590,1017.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:37:23,5,3590,1018.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:37:24,5,3590,1019.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:37:25,5,3590,1020.7,0.85,13.6,7,23,0.122,10,49.7,0.82
,12:37:26,5,3590,1021.7,0.86,13.6,7,22,0.125,10,49.7,0.83
,12:37:27,5,3590,1022.7,0.88,13.6,7,22,0.122,10,49.7,0.84
,12:37:28,5,3590,1023.7,0.88,13.6,7,22,0.123,10,49.7,0.85
,12:37:29,5,3590,1024.7,0.88,13.6,7,22,0.127,10,49.7,0.85
,12:37:30,5,3590,1025.7,0.89,13.6,7,22,0.123,10,49.7,0.85
,12:37:31,5,3590,1026.7,0.89,13.6,7,22,0.123,10,49.7,0.85
,12:37:32,5,3590,1027.7,0.88,13.6,7,22,0.123,10,49.7,0.85
,12:37:33,5,3590,1028.7,0.87,13.6,7,22,0.126,10,49.7,0.84
,12:37:34,5,3590,1029.7,0.87,13.6,7,22,0.125,10,49.7,0.84
,12:37:35,5,3590,1030.7,0.87,13.6,7,23,0.125,10,49.7,0.84
,12:37:36,5,3590,1031.7,0.87,13.6,7,23,0.121,10,49.7,0.84
,12:37:37,5,3590,1032.7,0.91,13.6,7,23,0.126,10,49.7,0.88
,12:37:38,5,3590,1033.7,0.93,13.6,7,23,0.134,10,49.7,0.9
,12:37:39,5,3590,1034.7,0.95,13.6,7,23,0.137,10,49.7,0.91
,12:37:40,5,3590,1035.7,0.96,13.6,7,23,0.134,10,49.7,0.93
,12:37:41,5,3590,1036.7,0.99,13.6,7,23,0.134,10,49.7,0.96
,12:37:42,5,3590,1037.7,1,13.6,7,23,0.134,10,49.7,0.96
,12:37:43,5,3590,1038.7,0.97,13.6,7,22,0.13,10,49.7,0.93
,12:37:44,5,3590,1039.7,0.95,13.6,7,22,0.127,10,49.7,0.91
,12:37:45,5,3590,1040.7,0.96,13.6,7,23,0.129,10,49.7,0.92
,12:37:46,5,3590,1041.7,1,13.6,7,23,0.139,10,49.7,0.97
,12:37:47,5,3590,1042.7,1.02,13.6,7,23,0.142,10,49.7,0.99
,12:37:48,5,3590,1043.7,1.01,13.6,7,23,0.146,10,49.7,0.98
,12:37:49,5,3590,1044.7,0.99,13.6,7,23,0.143,10,49.7,0.95
,12:37:50,5,3590,1045.7,0.99,13.6,7,23,0.148,10,49.7,0.96
,12:37:51,5,3590,1046.7,1.02,13.6,7,23,0.147,10,49.7,0.99
,12:37:52,5,3590,1047.7,1.06,13.6,7,23,0.154,10,49.7,1.03
,12:37:53,5,3590,1048.7,1.08,13.6,7,23,0.156,10,49.7,1.05
,12:37:54,5,3590,1049.7,1.06,13.6,7,23,0.158,10,49.7,1.01
,12:37:55,5,3590,1050.7,0.99,13.6,7,23,0.143,10,49.7,0.95
,12:37:56,5,3590,1051.7,0.93,13.6,7,23,0.13,10,49.7,0.89
,12:37:57,5,3590,1052.7,0.9,13.6,7,22,0.125,10,49.7,0.87
,12:37:58,5,3590,1053.7,0.88,13.6,7,22,0.122,10,49.7,0.84
,12:37:59,5,3590,1054.7,0.85,13.6,7,22,0.119,10,49.7,0.82
,12:38:00,5,3590,1055.7,0.84,13.6,7,23,0.121,10,49.7,0.81
,12:38:01,5,3590,1056.7,0.84,13.6,7,22,0.116,10,49.7,0.81
,12:38:02,5,3590,1057.7,0.84,13.6,7,22,0.117,10,49.7,0.81
,12:38:03,5,3590,1058.7,0.84,13.6,7,22,0.117,10,49.7,0.82
,12:38:04,5,3590,1059.7,0.85,13.6,7,22,0.122,10,49.7,0.82
,12:38:05,5,3590,1060.7,0.85,13.6,7,22,0.118,10,49.7,0.82
,12:38:06,5,3590,1061.7,0.85,13.6,7,22,0.115,10,49.7,0.82
,12:38:07,5,3590,1062.7,0.85,13.6,7,23,0.114,10,49.7,0.82
,12:38:08,5,3590,1063.7,0.85,13.6,7,23,0.114,10,49.7,0.82
,12:38:09,5,3590,1064.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:38:10,5,3590,1065.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:11,5,3590,1066.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:12,5,3590,1067.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:13,5,3590,1068.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:14,5,3590,1069.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:15,5,3590,1070.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:16,5,3590,1071.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:38:17,5,3590,1072.7,0.86,13.6,7,23,0.125,10,49.7,0.83
,12:38:18,5,3590,1073.7,0.86,13.6,7,23,0.12,10,49.7,0.84
,12:38:19,5,3590,1074.7,0.86,13.6,7,23,0.119,10,49.7,0.83
,12:38:20,5,3590,1075.7,0.84,13.6,7,23,0.117,10,49.7,0.81
,12:38:21,5,3590,1076.7,0.83,13.6,7,23,0.119,10,49.7,0.79
,12:38:22,5,3590,1077.7,0.83,13.6,7,23,0.12,10,49.7,0.81
,12:38:23,5,3590,1078.7,0.85,13.6,7,23,0.119,10,49.7,0.83
,12:38:24,5,3590,1079.7,0.86,13.6,7,22,0.12,10,49.7,0.83
,12:38:25,5,3590,1080.7,0.86,13.6,7,22,0.124,10,49.7,0.83
,12:38:26,5,3590,1081.7,0.86,13.6,7,22,0.12,10,49.7,0.83
,12:38:27,5,3590,1082.7,0.88,13.6,7,22,0.122,10,49.7,0.85
,12:38:28,5,3590,1083.7,0.89,13.6,7,22,0.124,10,49.7,0.86
,12:38:29,5,3590,1084.7,0.9,13.6,7,22,0.13,10,49.7,0.87
,12:38:30,5,3590,1085.7,0.92,13.6,7,22,0.133,10,49.7,0.89
,12:38:31,5,3590,1086.7,0.95,13.6,7,22,0.138,10,49.7,0.92
,12:38:32,5,3590,1087.7,1,13.6,7,22,0.144,10,49.7,0.97
,12:38:33,5,3590,1088.7,1.03,13.6,7,22,0.148,10,49.7,0.99
,12:38:34,5,3590,1089.7,1.05,13.6,7,22,0.152,10,49.7,1.01
,12:38:35,5,3590,1090.7,1.06,13.6,7,22,0.147,10,49.7,1.02
,12:38:36,5,3590,1091.7,1.07,13.6,7,22,0.149,10,49.7,1.03
,12:38:37,5,3590,1092.7,1.07,13.6,7,22,0.148,10,49.7,1.03
,12:38:38,5,3590,1093.7,1.06,13.6,7,22,0.147,10,49.7,1.02
,12:38:39,5,3590,1094.7,1.04,13.6,7,22,0.145,10,49.7,1
,12:38:40,5,3590,1095.7,1.03,13.6,7,22,0.144,10,49.7,1
,12:38:41,5,3590,1096.7,1.03,13.6,7,22,0.144,10,49.7,0.99
,12:38:42,5,3590,1097.7,1.03,13.6,7,22,0.144,10,49.7,0.99
,12:38:43,5,3590,1098.7,1.01,13.6,7,23,0.146,10,49.7,0.97
,12:38:44,5,3590,1099.7,0.98,13.6,7,23,0.142,10,49.7,0.94
,12:38:45,5,3590,1100.7,0.97,13.6,7,23,0.135,10,49.7,0.93
,12:38:46,5,3590,1101.7,0.96,13.6,7,23,0.134,10,49.7,0.93
,12:38:47,5,3590,1102.7,0.97,13.6,7,23,0.136,10,49.7,0.94
,12:38:48,5,3590,1103.7,0.98,13.6,7,22,0.142,10,49.7,0.95
,12:38:49,5,3590,1104.7,0.99,13.6,7,22,0.143,10,49.7,0.96
,12:38:50,5,3590,1105.7,0.99,13.6,7,22,0.142,10,49.7,0.95
,12:38:51,5,3590,1106.7,0.98,13.6,7,22,0.136,10,49.7,0.94
,12:38:52,5,3590,1107.7,0.97,13.6,7,22,0.14,10,49.7,0.94
,12:38:53,5,3590,1108.7,0.99,13.6,7,22,0.143,10,49.7,0.96
,12:38:54,5,3590,1109.7,1.02,13.6,7,23,0.147,10,49.7,0.99
,12:38:55,5,3590,1110.7,1.04,13.6,7,23,0.15,10,49.7,1
,12:38:56,5,3590,1111.7,1.03,13.6,7,23,0.144,10,49.7,0.99
,12:38:57,5,3590,1112.7,1,13.6,7,23,0.139,10,49.7,0.96
,12:38:58,5,3590,1113.7,0.97,13.6,7,23,0.136,10,49.7,0.94
,12:38:59,5,3590,1114.7,0.96,13.6,7,23,0.133,10,49.7,0.92
,12:39:00,5,3590,1115.7,0.97,13.6,7,23,0.135,10,49.7,0.94
,12:39:01,5,3590,1116.7,1,13.6,7,23,0.139,10,49.7,0.96
,12:39:02,5,3590,1117.7,1.02,13.6,7,23,0.142,10,49.7,0.99
,12:39:03,5,3590,1118.7,1.03,13.6,7,23,0.144,10,49.7,1
,12:39:04,5,3590,1119.7,1.03,13.6,7,23,0.144,10,49.7,0.99
,12:39:05,5,3590,1120.7,1.03,13.6,7,23,0.138,10,49.7,0.99
,12:39:06,5,3590,1121.7,1.03,13.6,7,23,0.138,10,49.7,0.99
,12:39:07,5,3590,1122.7,1,13.6,7,23,0.134,10,49.7,0.96
,12:39:08,5,3590,1123.7,0.94,13.6,7,23,0.127,10,49.7,0.91
,12:39:09,5,3590,1124.7,0.89,13.6,7,23,0.124,10,49.7,0.85
,12:39:10,5,3590,1125.7,0.86,13.6,7,23,0.124,10,49.7,0.83
,12:39:11,5,3590,1126.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:39:12,5,3590,1127.7,0.85,13.6,7,23,0.118,10,49.7,0.82
,12:39:13,5,3590,1128.7,0.9,13.6,7,23,0.125,10,49.7,0.88
,12:39:14,5,3590,1129.7,1.03,13.6,7,23,0.149,10,49.7,1
,12:39:15,5,3590,1130.7,1.08,13.6,7,23,0.156,10,49.7,1.04
,12:39:16,5,3590,1131.7,1.06,13.6,7,23,0.153,10,49.7,1.01
,12:39:17,5,3590,1132.7,0.98,13.6,7,23,0.141,10,49.7,0.94
,12:39:18,5,3590,1133.7,0.96,13.6,7,23,0.139,10,49.7,0.93
,12:39:19,5,3590,1134.7,0.97,13.6,7,23,0.141,10,49.7,0.94
,12:39:20,5,3590,1135.7,0.97,13.6,7,23,0.14,10,49.7,0.93
,12:39:21,5,3590,1136.7,0.96,13.6,7,23,0.139,10,49.7,0.93
,12:39:22,5,3590,1137.7,0.95,13.6,7,23,0.137,10,49.7,0.91
,12:39:23,5,3590,1138.7,0.94,13.6,7,23,0.135,10,49.7,0.9
,12:39:24,5,3590,1139.7,0.92,13.6,7,23,0.129,10,49.7,0.89
,12:39:25,5,3590,1140.7,0.9,13.6,7,23,0.125,10,49.7,0.87
,12:39:26,5,3590,1141.7,0.89,13.6,7,23,0.128,10,49.7,0.86
,12:39:27,5,3590,1142.7,0.88,13.6,7,23,0.123,10,49.7,0.85
,12:39:28,5,3590,1143.7,0.88,13.6,7,23,0.128,10,49.7,0.85
,12:39:29,5,3590,1144.7,0.88,13.6,7,23,0.127,10,49.7,0.85
,12:39:30,5,3590,1145.7,0.88,13.6,7,23,0.122,10,49.7,0.84
,12:39:31,5,3590,1146.7,0.87,13.6,7,23,0.121,10,49.7,0.84
,12:39:32,5,3590,1147.7,0.87,13.6,7,23,0.121,10,49.7,0.83
,12:39:33,5,3590,1148.7,0.86,13.6,7,23,0.115,10,49.7,0.83
