Data file,,PTFE_DRY_T4_PT2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:16:08 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_dry_t4_pt2-h001.tsv,,,,,,,,,,
,10:17:08,4,5,59.8,0.03,0,7,20,0.004,10,49.6,0.02
,10:17:09,4,5,60.8,0.32,0,7,20,0.044,10,49.8,0.36
,10:17:10,4,5,61.8,1.03,4.3,7,20,0.139,10,49.8,1.08
,10:17:11,4,5,62.8,1.92,11.1,7,20,0.258,10,49.9,1.94
,10:17:12,4,5,63.8,2.55,13.1,7,20,0.343,10,49.9,2.5
,10:17:13,5,3590,64.8,2.76,13.3,7,20,0.384,10,49.9,2.67
,10:17:14,5,3590,65.8,2.8,13.3,7,20,0.39,10,49.8,2.71
,10:17:15,5,3590,66.8,2.83,13.3,7,20,0.408,10,49.8,2.73
,10:17:16,5,3590,67.8,2.86,13.3,7,20,0.413,10,49.8,2.76
,10:17:17,5,3590,68.8,2.88,13.3,7,20,0.401,10,49.8,2.78
,10:17:18,5,3590,69.8,2.87,13.3,7,20,0.386,10,49.8,2.77
,10:17:19,5,3590,70.8,2.84,13.3,7,20,0.395,10,49.8,2.74
,10:17:20,5,3590,71.8,2.8,13.3,7,20,0.39,10,49.8,2.7
,10:17:21,5,3590,72.8,2.77,13.3,7,20,0.386,10,49.8,2.67
,10:17:22,5,3590,73.8,2.75,13.3,7,20,0.383,10,49.8,2.65
,10:17:23,5,3590,74.8,2.73,13.3,7,20,0.381,10,49.8,2.64
,10:17:24,5,3590,75.8,2.72,13.3,7,20,0.378,10,49.8,2.62
,10:17:25,5,3590,76.8,2.7,13.3,7,20,0.377,10,49.8,2.61
,10:17:26,5,3590,77.8,2.69,13.3,7,20,0.375,10,49.8,2.6
,10:17:27,5,3590,78.8,2.69,13.3,7,20,0.362,10,49.8,2.6
,10:17:28,5,3590,79.8,2.7,13.3,7,20,0.363,10,49.8,2.6
,10:17:29,5,3590,80.8,2.68,13.3,7,20,0.36,10,49.8,2.58
,10:17:30,5,3590,81.8,2.66,13.3,7,20,0.358,10,49.8,2.57
,10:17:31,5,3590,82.8,2.64,13.3,7,20,0.355,10,49.8,2.55
,10:17:32,5,3590,83.8,2.64,13.3,7,20,0.381,10,49.8,2.54
,10:17:33,5,3590,84.8,2.62,13.3,7,20,0.394,10,49.8,2.53
,10:17:34,5,3590,85.8,2.62,13.3,7,20,0.393,10,49.8,2.53
,10:17:35,5,3590,86.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:17:36,5,3590,87.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:17:37,5,3590,88.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:17:38,5,3590,89.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:17:39,5,3590,90.8,2.65,13.3,7,20,0.383,10,49.8,2.56
,10:17:40,5,3590,91.8,2.66,13.3,7,20,0.384,10,49.8,2.56
,10:17:41,5,3590,92.8,2.66,13.3,7,20,0.37,10,49.9,2.56
,10:17:42,5,3590,93.8,2.64,13.3,7,20,0.382,10,49.8,2.55
,10:17:43,5,3590,94.8,2.63,13.3,7,20,0.38,10,49.9,2.53
,10:17:44,5,3590,95.8,2.62,13.3,7,20,0.378,10,49.8,2.53
,10:17:45,5,3590,96.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:17:46,5,3590,97.8,2.64,13.3,7,20,0.368,10,49.8,2.55
,10:17:47,5,3590,98.8,2.65,13.3,7,20,0.37,10,49.8,2.56
,10:17:48,5,3590,99.8,2.67,13.3,7,20,0.359,10,49.8,2.58
,10:17:49,5,3590,100.8,2.68,13.3,7,20,0.36,10,49.8,2.59
,10:17:50,5,3590,101.8,2.67,13.3,7,20,0.371,10,49.8,2.57
,10:17:51,5,3590,102.8,2.64,13.3,7,20,0.382,10,49.9,2.55
,10:17:52,5,3590,103.8,2.62,13.3,7,20,0.378,10,49.9,2.53
,10:17:53,5,3590,104.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:17:54,5,3590,105.8,2.65,13.3,7,20,0.382,10,49.8,2.56
,10:17:55,5,3590,106.8,2.66,13.3,7,20,0.384,10,49.8,2.57
,10:17:56,5,3590,107.8,2.67,13.3,7,20,0.372,10,49.8,2.58
,10:17:57,5,3590,108.8,2.67,13.3,7,20,0.359,10,49.8,2.58
,10:17:58,5,3590,109.8,2.65,13.3,7,20,0.357,10,49.8,2.56
,10:17:59,5,3590,110.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:18:00,5,3590,111.8,2.61,13.3,7,20,0.378,10,49.8,2.53
,10:18:01,5,3590,112.8,2.64,13.3,7,20,0.367,10,49.8,2.55
,10:18:02,5,3590,113.8,2.66,13.3,7,20,0.37,10,49.8,2.57
,10:18:03,5,3590,114.8,2.65,13.3,7,20,0.37,10,49.8,2.56
,10:18:04,5,3590,115.8,2.63,13.3,7,20,0.354,10,49.8,2.53
,10:18:05,5,3590,116.8,2.61,13.3,7,20,0.363,10,49.8,2.51
,10:18:06,5,3590,117.8,2.59,13.3,7,20,0.361,10,49.8,2.5
,10:18:07,5,3590,118.8,2.58,13.3,7,20,0.373,10,49.8,2.49
,10:18:08,5,3590,119.8,2.58,13.3,7,20,0.373,10,49.8,2.49
,10:18:09,5,3590,120.8,2.59,13.3,7,20,0.388,10,49.8,2.5
,10:18:10,5,3590,121.8,2.6,13.3,7,20,0.376,10,49.8,2.52
,10:18:11,5,3590,122.8,2.62,13.3,7,20,0.364,10,49.8,2.53
,10:18:12,5,3590,123.8,2.62,13.3,7,20,0.379,10,49.9,2.53
,10:18:13,5,3590,124.8,2.62,13.3,7,20,0.364,10,49.8,2.52
,10:18:14,5,3590,125.8,2.6,13.3,7,20,0.35,10,49.8,2.51
,10:18:15,5,3590,126.8,2.59,13.3,7,20,0.349,10,49.9,2.5
,10:18:16,5,3590,127.8,2.59,13.3,7,20,0.361,10,49.8,2.5
,10:18:17,5,3590,128.8,2.59,13.3,7,20,0.361,10,49.8,2.5
,10:18:18,5,3590,129.8,2.6,13.3,7,20,0.375,10,49.8,2.51
,10:18:19,5,3590,130.8,2.6,13.3,7,20,0.389,10,49.8,2.5
,10:18:20,5,3590,131.8,2.6,13.3,7,20,0.375,10,49.8,2.51
,10:18:21,5,3590,132.8,2.61,13.3,7,20,0.377,10,49.8,2.52
,10:18:22,5,3590,133.8,2.62,13.3,7,20,0.378,10,49.8,2.53
,10:18:23,5,3590,134.8,2.63,13.3,7,20,0.379,10,49.8,2.53
,10:18:24,5,3590,135.8,2.63,13.3,7,20,0.366,10,49.8,2.53
,10:18:25,5,3590,136.8,2.61,13.3,8,20,0.34,10,49.8,2.52
,10:18:26,5,3590,137.8,2.6,13.3,8,20,0.338,10,49.8,2.51
,10:18:27,5,3590,138.8,2.58,13.3,7,20,0.347,10,49.9,2.49
,10:18:28,5,3590,139.8,2.56,13.3,7,20,0.344,10,49.8,2.47
,10:18:29,5,3590,140.8,2.53,13.3,7,20,0.365,10,49.8,2.44
,10:18:30,5,3590,141.8,2.51,13.3,7,20,0.362,10,49.9,2.42
,10:18:31,5,3590,142.8,2.52,13.3,7,20,0.363,10,49.8,2.43
,10:18:32,5,3590,143.8,2.55,13.3,7,20,0.368,10,49.8,2.46
,10:18:33,5,3590,144.8,2.58,13.3,7,20,0.373,10,49.8,2.49
,10:18:34,5,3590,145.8,2.62,13.3,7,20,0.378,10,49.8,2.53
,10:18:35,5,3590,146.8,2.64,13.3,7,20,0.382,10,49.8,2.55
,10:18:36,5,3590,147.8,2.66,13.3,7,20,0.385,10,49.8,2.57
,10:18:37,5,3590,148.8,2.67,13.3,7,20,0.386,10,49.8,2.58
,10:18:38,5,3590,149.8,2.68,13.3,7,20,0.387,10,49.8,2.58
,10:18:39,5,3590,150.8,2.67,13.3,7,20,0.371,10,49.8,2.57
,10:18:40,5,3590,151.8,2.65,13.3,7,20,0.369,10,49.8,2.55
,10:18:41,5,3590,152.8,2.63,13.3,7,20,0.394,10,49.8,2.53
,10:18:42,5,3590,153.8,2.62,13.3,7,20,0.392,10,49.8,2.53
,10:18:43,5,3590,154.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:18:44,5,3590,155.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:18:45,5,3590,156.8,2.64,13.3,7,20,0.381,10,49.8,2.55
,10:18:46,5,3590,157.8,2.64,13.3,7,20,0.367,10,49.8,2.54
,10:18:47,5,3590,158.8,2.64,13.3,7,20,0.367,10,49.8,2.54
,10:18:48,5,3590,159.8,2.64,13.3,7,20,0.381,10,49.8,2.54
,10:18:49,5,3590,160.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:18:50,5,3590,161.8,2.64,13.3,7,20,0.368,10,49.8,2.55
,10:18:51,5,3590,162.8,2.66,13.3,8,20,0.345,10,49.8,2.57
,10:18:52,5,3590,163.8,2.67,13.3,7,20,0.359,10,49.8,2.57
,10:18:53,5,3590,164.8,2.65,13.3,7,20,0.37,10,49.9,2.56
,10:18:54,5,3590,165.8,2.63,13.3,7,20,0.38,10,49.9,2.54
,10:18:55,5,3590,166.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:18:56,5,3590,167.8,2.62,13.3,7,20,0.394,10,49.8,2.53
,10:18:57,5,3590,168.8,2.64,13.3,7,20,0.395,10,49.8,2.54
,10:18:58,5,3590,169.8,2.65,13.3,7,20,0.398,10,49.8,2.56
,10:18:59,5,3590,170.8,2.67,13.3,7,20,0.386,10,49.8,2.59
,10:19:00,5,3590,171.8,2.69,13.3,7,20,0.375,10,49.8,2.6
,10:19:01,5,3590,172.8,2.69,13.3,7,20,0.375,10,49.8,2.6
,10:19:02,5,3590,173.8,2.69,13.3,7,20,0.374,10,49.8,2.59
,10:19:03,5,3590,174.8,2.67,13.3,7,20,0.372,10,49.8,2.58
,10:19:04,5,3590,175.8,2.66,13.3,7,20,0.384,10,49.8,2.56
,10:19:05,5,3590,176.8,2.64,13.3,7,20,0.382,10,49.8,2.55
,10:19:06,5,3590,177.8,2.66,13.3,7,20,0.384,10,49.8,2.57
,10:19:07,5,3590,178.8,2.68,13.3,7,20,0.373,10,49.8,2.58
,10:19:08,5,3590,179.8,2.68,13.3,7,20,0.36,10,49.8,2.58
,10:19:09,5,3590,180.8,2.64,13.3,7,20,0.356,10,49.8,2.55
,10:19:10,5,3590,181.8,2.62,13.3,7,20,0.352,10,49.8,2.53
,10:19:11,5,3590,182.8,2.62,13.3,7,20,0.352,10,49.8,2.53
,10:19:12,5,3590,183.8,2.64,13.3,7,20,0.367,10,49.8,2.55
,10:19:13,5,3590,184.8,2.65,13.3,7,20,0.382,10,49.8,2.55
,10:19:14,5,3590,185.8,2.64,13.3,7,20,0.397,10,49.8,2.55
,10:19:15,5,3590,186.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:19:16,5,3590,187.8,2.59,13.3,7,20,0.374,10,49.8,2.5
,10:19:18,5,3590,188.8,2.57,13.3,7,20,0.371,10,49.8,2.48
,10:19:19,5,3590,189.8,2.58,13.3,7,20,0.359,10,49.8,2.49
,10:19:20,5,3590,190.8,2.59,13.3,7,20,0.375,10,49.9,2.5
,10:19:21,5,3590,191.8,2.58,13.3,7,20,0.373,10,49.8,2.49
,10:19:22,5,3590,192.8,2.58,13.3,7,20,0.359,10,49.8,2.49
,10:19:23,5,3590,193.8,2.59,13.3,7,20,0.361,10,49.8,2.5
,10:19:24,5,3590,194.8,2.59,13.3,7,20,0.36,10,49.8,2.5
,10:19:25,5,3590,195.8,2.57,13.3,7,20,0.345,10,49.9,2.48
,10:19:26,5,3590,196.8,2.56,13.3,7,20,0.344,10,49.8,2.47
,10:19:27,5,3590,197.8,2.58,13.3,7,20,0.359,10,49.8,2.49
,10:19:29,5,3590,198.8,2.61,13.3,7,20,0.35,10,49.8,2.52
,10:19:30,5,3590,199.8,2.62,13.3,7,20,0.365,10,49.8,2.53
,10:19:31,5,3590,200.8,2.62,13.3,7,20,0.353,10,49.9,2.53
,10:19:32,5,3590,201.8,2.62,13.3,7,20,0.379,10,49.8,2.53
,10:19:33,5,3590,202.8,2.63,13.3,7,20,0.379,10,49.8,2.53
,10:19:34,5,3590,203.8,2.62,13.3,7,20,0.378,10,49.8,2.53
,10:19:35,5,3590,204.8,2.61,13.3,7,20,0.377,10,49.8,2.52
,10:19:36,5,3590,205.8,2.61,13.3,7,20,0.377,10,49.8,2.52
,10:19:37,5,3590,206.8,2.63,13.3,7,20,0.38,10,49.8,2.54
,10:19:38,5,3590,207.8,2.64,13.3,7,20,0.382,10,49.8,2.55
,10:19:40,5,3590,208.8,2.64,13.3,7,20,0.368,10,49.8,2.55
,10:19:41,5,3590,209.8,2.64,13.3,7,20,0.382,10,49.8,2.55
,10:19:42,5,3590,210.8,2.64,13.3,7,20,0.368,10,49.8,2.55
,10:19:43,5,3590,211.8,2.63,13.3,7,20,0.366,10,49.8,2.53
,10:19:44,5,3590,212.8,2.6,13.3,7,20,0.349,10,49.8,2.5
,10:19:45,5,3590,213.8,2.57,13.3,7,20,0.346,10,49.8,2.48
,10:19:46,5,3590,214.8,2.56,13.3,7,20,0.37,10,49.8,2.47
,10:19:47,5,3590,215.8,2.55,13.3,7,20,0.369,10,49.8,2.46
,10:19:48,5,3590,216.8,2.53,13.3,7,20,0.365,10,49.8,2.44
,10:19:49,5,3590,217.8,2.5,13.3,7,20,0.362,10,49.9,2.41
,10:19:51,5,3590,218.8,2.48,13.3,7,20,0.345,10,49.8,2.39
,10:19:52,5,3590,219.8,2.46,13.3,7,20,0.355,10,49.8,2.37
,10:19:53,5,3590,220.8,2.46,13.3,7,20,0.355,10,49.8,2.38
,10:19:54,5,3590,221.8,2.49,13.3,7,20,0.36,10,49.8,2.41
,10:19:55,5,3590,222.8,2.54,13.3,7,20,0.341,10,49.8,2.45
,10:19:56,5,3590,223.8,2.57,13.3,7,20,0.346,10,49.8,2.48
,10:19:57,5,3590,224.8,2.59,13.3,7,20,0.36,10,49.8,2.5
,10:19:58,5,3590,225.8,2.59,13.3,7,20,0.374,10,49.8,2.5
,10:19:59,5,3590,226.8,2.59,13.3,7,20,0.374,10,49.8,2.5
,10:20:00,5,3590,227.8,2.59,13.3,7,20,0.374,10,49.8,2.5
,10:20:02,5,3590,228.8,2.59,13.3,7,20,0.389,10,49.8,2.5
,10:20:03,5,3590,229.8,2.6,13.3,7,20,0.39,10,49.8,2.51
,10:20:04,5,3590,230.8,2.59,13.3,7,20,0.375,10,49.8,2.5
,10:20:05,5,3590,231.8,2.58,13.3,7,20,0.36,10,49.8,2.49
,10:20:06,5,3590,232.8,2.56,13.3,7,20,0.344,10,49.8,2.47
,10:20:07,5,3590,233.8,2.56,13.3,7,20,0.356,10,49.8,2.47
,10:20:08,5,3590,234.8,2.57,13.3,7,20,0.358,10,49.8,2.49
,10:20:09,5,3590,235.8,2.58,13.3,7,20,0.373,10,49.8,2.49
,10:20:10,5,3590,236.8,2.56,13.3,7,20,0.37,10,49.8,2.47
,10:20:11,5,3590,237.8,2.55,13.3,7,20,0.383,10,49.8,2.46
,10:20:13,5,3590,238.8,2.55,13.3,7,20,0.383,10,49.8,2.47
,10:20:14,5,3590,239.8,2.56,13.3,7,20,0.369,10,49.8,2.47
,10:20:15,5,3590,240.8,2.55,13.3,7,20,0.355,10,49.8,2.46
,10:20:16,5,3590,241.8,2.53,13.3,7,20,0.341,10,49.8,2.45
,10:20:17,5,3590,242.8,2.52,13.3,7,20,0.351,10,49.8,2.43
,10:20:18,5,3590,243.8,2.5,13.3,7,20,0.362,10,49.8,2.42
,10:20:19,5,3590,244.8,2.52,13.3,7,20,0.364,10,49.8,2.43
,10:20:20,5,3590,245.8,2.54,13.3,7,20,0.367,10,49.8,2.46
,10:20:21,5,3590,246.8,2.54,13.3,7,20,0.367,10,49.8,2.45
,10:20:22,5,3590,247.8,2.51,13.3,7,20,0.362,10,49.9,2.41
,10:20:24,5,3590,248.8,2.49,13.3,7,20,0.346,10,49.8,2.4
,10:20:25,5,3590,249.8,2.52,13.3,7,20,0.35,10,49.8,2.43
,10:20:26,5,3590,250.8,2.56,13.3,8,20,0.333,10,49.9,2.47
,10:20:27,5,3590,251.8,2.56,13.3,8,20,0.333,10,49.8,2.47
,10:20:28,5,3590,252.8,2.52,13.3,7,20,0.351,10,49.8,2.43
,10:20:29,5,3590,253.8,2.49,13.3,7,20,0.36,10,49.8,2.4
,10:20:30,5,3590,254.8,2.49,13.3,7,20,0.373,10,49.8,2.4
,10:20:31,5,3590,255.8,2.49,13.3,7,20,0.36,10,49.8,2.41
,10:20:32,5,3590,256.8,2.5,13.3,7,20,0.361,10,49.8,2.41
,10:20:33,5,3590,257.8,2.5,13.3,7,20,0.348,10,49.8,2.41
,10:20:34,5,3590,258.8,2.52,13.3,7,20,0.363,10,49.8,2.43
,10:20:35,5,3590,259.8,2.52,13.3,7,20,0.364,10,49.8,2.43
,10:20:36,5,3590,260.8,2.52,13.3,7,20,0.351,10,49.8,2.43
,10:20:37,5,3590,261.8,2.51,13.3,7,20,0.337,10,49.8,2.42
,10:20:38,5,3590,262.8,2.48,13.3,7,20,0.334,10,49.8,2.4
,10:20:39,5,3590,263.8,2.47,13.3,7,20,0.333,10,49.8,2.39
,10:20:40,5,3590,264.8,2.49,13.3,7,20,0.334,10,49.8,2.4
,10:20:41,5,3590,265.8,2.51,13.3,7,20,0.349,10,49.8,2.42
,10:20:42,5,3590,266.8,2.51,13.3,7,20,0.377,10,49.8,2.42
,10:20:43,5,3590,267.8,2.51,13.3,7,20,0.377,10,49.8,2.43
,10:20:44,5,3590,268.8,2.53,13.3,7,20,0.365,10,49.8,2.44
,10:20:45,5,3590,269.8,2.54,13.3,7,20,0.367,10,49.8,2.46
,10:20:46,5,3590,270.8,2.55,13.3,7,20,0.368,10,49.8,2.46
,10:20:47,5,3590,271.8,2.55,13.3,7,20,0.356,10,49.9,2.46
,10:20:48,5,3590,272.8,2.55,13.3,7,20,0.368,10,49.8,2.46
,10:20:49,5,3590,273.8,2.54,13.3,7,20,0.366,10,49.8,2.45
,10:20:50,5,3590,274.8,2.53,13.3,7,20,0.366,10,49.8,2.45
,10:20:51,5,3590,275.8,2.54,13.3,7,20,0.354,10,49.8,2.46
,10:20:52,5,3590,276.8,2.54,13.3,7,20,0.354,10,49.8,2.45
,10:20:53,5,3590,277.8,2.51,13.3,7,20,0.337,10,49.8,2.42
,10:20:54,5,3590,278.8,2.47,13.3,7,20,0.344,10,49.8,2.38
,10:20:55,5,3590,279.8,2.45,13.3,7,21,0.342,10,49.8,2.37
,10:20:56,5,3590,280.8,2.46,13.3,7,20,0.355,10,49.8,2.38
,10:20:57,5,3590,281.8,2.45,13.3,7,20,0.354,10,49.8,2.37
,10:20:58,5,3590,282.8,2.46,13.3,7,21,0.355,10,49.8,2.37
,10:20:59,5,3590,283.8,2.46,13.3,7,21,0.343,10,49.8,2.38
,10:21:00,5,3590,284.8,2.49,13.3,7,20,0.346,10,49.8,2.4
,10:21:01,5,3590,285.8,2.49,13.3,7,21,0.346,10,49.8,2.4
,10:21:02,5,3590,286.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:21:03,5,3590,287.8,2.51,13.3,7,20,0.363,10,49.9,2.43
,10:21:04,5,3590,288.8,2.55,13.3,7,20,0.355,10,49.9,2.46
,10:21:05,5,3590,289.8,2.54,13.3,7,20,0.354,10,49.8,2.45
,10:21:06,5,3590,290.8,2.52,13.3,7,20,0.339,10,49.8,2.43
,10:21:07,5,3590,291.8,2.49,13.3,7,20,0.335,10,49.9,2.4
,10:21:08,5,3590,292.8,2.49,13.3,7,20,0.346,10,49.8,2.4
,10:21:09,5,3590,293.8,2.48,13.3,7,20,0.358,10,49.8,2.39
,10:21:10,5,3590,294.8,2.48,13.3,7,21,0.372,10,49.8,2.39
,10:21:11,5,3590,295.8,2.48,13.3,7,21,0.359,10,49.8,2.4
,10:21:12,5,3590,296.8,2.5,13.3,7,21,0.362,10,49.8,2.42
,10:21:13,5,3590,297.8,2.53,13.3,7,20,0.352,10,49.8,2.44
,10:21:14,5,3590,298.8,2.54,13.3,7,20,0.341,10,49.8,2.45
,10:21:15,5,3590,299.8,2.53,13.3,7,20,0.353,10,49.8,2.44
,10:21:16,5,3590,300.8,2.51,13.3,7,20,0.363,10,49.8,2.42
,10:21:17,5,3590,301.8,2.5,13.3,7,20,0.361,10,49.8,2.41
,10:21:18,5,3590,302.8,2.51,13.3,7,20,0.363,10,49.8,2.43
,10:21:19,5,3590,303.8,2.53,13.3,7,20,0.366,10,49.9,2.45
,10:21:20,5,3590,304.8,2.54,13.3,7,20,0.366,10,49.8,2.45
,10:21:21,5,3590,305.8,2.53,13.3,7,20,0.353,10,49.8,2.44
,10:21:22,5,3590,306.8,2.53,13.3,7,20,0.34,10,49.8,2.44
,10:21:23,5,3590,307.8,2.54,13.3,8,20,0.33,10,49.8,2.45
,10:21:24,5,3590,308.8,2.53,13.3,7,20,0.34,10,49.8,2.44
,10:21:25,5,3590,309.8,2.52,13.3,7,20,0.35,10,49.8,2.43
,10:21:26,5,3590,310.8,2.52,13.3,7,20,0.364,10,49.8,2.43
,10:21:27,5,3590,311.8,2.52,13.3,7,20,0.378,10,49.8,2.43
,10:21:28,5,3590,312.8,2.55,13.3,7,21,0.382,10,49.8,2.46
,10:21:29,5,3590,313.8,2.56,13.3,7,20,0.37,10,49.8,2.47
,10:21:30,5,3590,314.8,2.58,13.3,7,20,0.387,10,49.8,2.49
,10:21:31,5,3590,315.8,2.57,13.3,7,20,0.386,10,49.8,2.48
,10:21:32,5,3590,316.8,2.56,13.3,7,20,0.37,10,49.8,2.47
,10:21:33,5,3590,317.8,2.56,13.3,7,20,0.356,10,49.8,2.47
,10:21:34,5,3590,318.8,2.56,13.3,7,20,0.344,10,49.8,2.47
,10:21:35,5,3590,319.8,2.55,13.3,7,21,0.343,10,49.8,2.46
,10:21:36,5,3590,320.8,2.53,13.3,7,21,0.366,10,49.8,2.44
,10:21:37,5,3590,321.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:21:38,5,3590,322.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:21:39,5,3590,323.8,2.55,13.3,7,21,0.369,10,49.8,2.46
,10:21:40,5,3590,324.8,2.58,13.3,7,20,0.36,10,49.8,2.49
,10:21:41,5,3590,325.8,2.6,13.3,7,20,0.362,10,49.8,2.51
,10:21:42,5,3590,326.8,2.59,13.3,8,20,0.336,10,49.8,2.49
,10:21:43,5,3590,327.8,2.55,13.3,8,20,0.332,10,49.8,2.46
,10:21:44,5,3590,328.8,2.53,13.3,7,20,0.34,10,49.8,2.44
,10:21:45,5,3590,329.8,2.51,13.3,7,20,0.363,10,49.8,2.42
,10:21:46,5,3590,330.8,2.52,13.3,7,21,0.378,10,49.8,2.43
,10:21:47,5,3590,331.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:21:48,5,3590,332.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:21:49,5,3590,333.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:21:50,5,3590,334.8,2.52,13.3,7,21,0.351,10,49.8,2.43
,10:21:51,5,3590,335.8,2.52,13.3,7,20,0.364,10,49.8,2.43
,10:21:52,5,3590,336.8,2.51,13.3,7,20,0.35,10,49.8,2.43
,10:21:53,5,3590,337.8,2.51,13.3,7,20,0.35,10,49.8,2.42
,10:21:54,5,3590,338.8,2.51,13.3,7,20,0.337,10,49.8,2.42
,10:21:55,5,3590,339.8,2.51,13.3,7,20,0.337,10,49.9,2.42
,10:21:56,5,3590,340.8,2.5,13.3,7,20,0.336,10,49.8,2.41
,10:21:57,5,3590,341.8,2.5,13.3,7,20,0.349,10,49.8,2.42
,10:21:58,5,3590,342.8,2.5,13.3,7,20,0.362,10,49.8,2.42
,10:21:59,5,3590,343.8,2.52,13.3,7,20,0.363,10,49.8,2.43
,10:22:00,5,3590,344.8,2.52,13.3,7,20,0.364,10,49.8,2.43
,10:22:01,5,3590,345.8,2.52,13.3,7,21,0.365,10,49.8,2.43
,10:22:02,5,3590,346.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:22:03,5,3590,347.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:22:04,5,3590,348.8,2.5,13.3,7,21,0.361,10,49.8,2.41
,10:22:05,5,3590,349.8,2.5,13.3,7,21,0.361,10,49.8,2.42
,10:22:06,5,3590,350.8,2.51,13.3,7,21,0.377,10,49.8,2.43
,10:22:07,5,3590,351.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:22:08,5,3590,352.8,2.53,13.3,7,21,0.365,10,49.8,2.44
,10:22:09,5,3590,353.8,2.54,13.3,7,21,0.353,10,49.8,2.45
,10:22:10,5,3590,354.8,2.54,13.3,7,20,0.354,10,49.8,2.45
,10:22:11,5,3590,355.8,2.52,13.3,7,21,0.352,10,49.8,2.43
,10:22:12,5,3590,356.8,2.5,13.3,7,20,0.349,10,49.8,2.42
,10:22:13,5,3590,357.8,2.49,13.3,7,20,0.347,10,49.8,2.4
,10:22:14,5,3590,358.8,2.48,13.3,7,20,0.334,10,49.8,2.4
,10:22:15,5,3590,359.8,2.48,13.3,7,20,0.333,10,49.8,2.39
,10:22:16,5,3590,360.8,2.48,13.3,7,20,0.345,10,49.8,2.39
,10:22:17,5,3590,361.8,2.49,13.3,7,20,0.359,10,49.8,2.4
,10:22:18,5,3590,362.8,2.5,13.3,7,20,0.348,10,49.8,2.41
,10:22:19,5,3590,363.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:22:20,5,3590,364.8,2.5,13.3,7,21,0.348,10,49.8,2.41
,10:22:21,5,3590,365.8,2.5,13.3,7,21,0.362,10,49.8,2.42
,10:22:22,5,3590,366.8,2.52,13.3,7,21,0.364,10,49.8,2.43
,10:22:23,5,3590,367.8,2.53,13.3,7,21,0.366,10,49.8,2.44
,10:22:24,5,3590,368.8,2.54,13.3,7,21,0.367,10,49.8,2.45
,10:22:25,5,3590,369.8,2.54,13.3,7,21,0.367,10,49.8,2.45
,10:22:26,5,3590,370.8,2.54,13.3,7,21,0.366,10,49.8,2.45
,10:22:27,5,3590,371.8,2.54,13.3,7,21,0.353,10,49.9,2.45
,10:22:28,5,3590,372.8,2.54,13.3,7,21,0.342,10,49.8,2.45
,10:22:29,5,3590,373.8,2.53,13.3,7,21,0.341,10,49.8,2.45
,10:22:30,5,3590,374.8,2.52,13.3,7,21,0.352,10,49.8,2.43
,10:22:31,5,3590,375.8,2.51,13.3,7,21,0.362,10,49.8,2.42
,10:22:32,5,3590,376.8,2.5,13.3,7,21,0.376,10,49.8,2.42
,10:22:33,5,3590,377.8,2.52,13.3,7,21,0.363,10,49.8,2.43
,10:22:34,5,3590,378.8,2.53,13.3,7,21,0.366,10,49.8,2.45
,10:22:35,5,3590,379.8,2.54,13.3,7,21,0.367,10,49.8,2.45
,10:22:36,5,3590,380.8,2.52,13.3,7,21,0.364,10,49.8,2.43
