Data file,,PTFE_DRY_T4_PT2.TSV,,,,,,,,,,
Configuration file,,TE77.CFG,,,,,,,,,,
Calibration file,,TE77.CAL,,,,,,,,,,
Test control file,,TIMOLOWPRESSURESAMPLES.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,Iestyn,,,,,,,,,,
Date,,27/03/2017,,,,,,,,,,
Lubricant,,Dry,,,,,,,,,,
Specimens,,PTFE,,,,,,,,,,
Temp,,Room (20),,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test file variable V1 <Force> = 7,,,,,,,,,,,,
Test started at 10:16:08 on 27/03/2017,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temp (øC),Friction Coeff ( ),Friction Range (N),Contact Pot (mV),Force Input (Volts)
Fast data in,,ptfe_dry_t4_pt2-h001.tsv,,,,,,,,,,
,11:03:33,5,3590,2837.8,2.59,13.3,7,22,0.349,10,49.8,2.5
,11:03:34,5,3590,2838.8,2.57,13.3,7,22,0.345,10,49.8,2.48
,11:03:35,5,3590,2839.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:03:36,5,3590,2840.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:03:37,5,3590,2841.8,2.56,13.3,7,22,0.369,10,49.8,2.47
,11:03:38,5,3590,2842.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:03:39,5,3590,2843.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:03:40,5,3590,2844.8,2.61,13.3,7,22,0.377,10,49.8,2.52
,11:03:41,5,3590,2845.8,2.61,13.3,7,22,0.364,10,49.8,2.52
,11:03:42,5,3590,2846.8,2.6,13.3,7,22,0.35,10,49.8,2.51
,11:03:43,5,3590,2847.8,2.59,13.3,7,22,0.348,10,49.8,2.5
,11:03:44,5,3590,2848.8,2.59,13.3,7,22,0.36,10,49.8,2.5
,11:03:45,5,3590,2849.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:03:46,5,3590,2850.8,2.59,13.3,7,22,0.389,10,49.8,2.51
,11:03:47,5,3590,2851.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:03:48,5,3590,2852.8,2.61,13.3,7,22,0.376,10,49.8,2.52
,11:03:49,5,3590,2853.8,2.62,13.3,7,22,0.365,10,49.8,2.53
,11:03:50,5,3590,2854.8,2.62,13.3,7,22,0.365,10,49.8,2.53
,11:03:51,5,3590,2855.8,2.59,13.3,7,22,0.36,10,49.8,2.49
,11:03:52,5,3590,2856.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:03:53,5,3590,2857.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:03:54,5,3590,2858.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:03:55,5,3590,2859.8,2.6,13.3,7,22,0.376,10,49.8,2.52
,11:03:56,5,3590,2860.8,2.63,13.3,7,22,0.366,10,49.8,2.54
,11:03:57,5,3590,2861.8,2.63,13.3,7,22,0.354,10,49.8,2.54
,11:03:58,5,3590,2862.8,2.62,13.3,7,22,0.353,10,49.8,2.53
,11:03:59,5,3590,2863.8,2.61,13.3,7,22,0.363,10,49.8,2.52
,11:04:00,5,3590,2864.8,2.6,13.3,7,22,0.376,10,49.8,2.51
,11:04:01,5,3590,2865.8,2.61,13.3,7,22,0.377,10,49.8,2.52
,11:04:02,5,3590,2866.8,2.61,13.3,7,22,0.377,10,49.8,2.52
,11:04:03,5,3590,2867.8,2.62,13.3,7,22,0.365,10,49.8,2.53
,11:04:04,5,3590,2868.8,2.61,13.3,7,22,0.364,10,49.8,2.52
,11:04:05,5,3590,2869.8,2.6,13.3,7,22,0.362,10,49.8,2.51
,11:04:06,5,3590,2870.8,2.58,13.3,7,22,0.36,10,49.8,2.49
,11:04:07,5,3590,2871.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:04:08,5,3590,2872.8,2.56,13.3,7,22,0.369,10,49.8,2.47
,11:04:09,5,3590,2873.8,2.55,13.3,7,22,0.368,10,49.8,2.46
,11:04:10,5,3590,2874.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:04:11,5,3590,2875.8,2.52,13.3,7,22,0.35,10,49.8,2.43
,11:04:12,5,3590,2876.8,2.52,13.3,7,22,0.35,10,49.8,2.43
,11:04:13,5,3590,2877.8,2.53,13.3,7,22,0.353,10,49.8,2.45
,11:04:14,5,3590,2878.8,2.55,13.3,7,22,0.342,10,49.8,2.46
,11:04:15,5,3590,2879.8,2.56,13.3,7,22,0.356,10,49.8,2.47
,11:04:16,5,3590,2880.8,2.58,13.3,7,22,0.373,10,49.8,2.49
,11:04:17,5,3590,2881.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:04:18,5,3590,2882.8,2.6,13.3,7,22,0.376,10,49.8,2.51
,11:04:19,5,3590,2883.8,2.59,13.3,7,22,0.361,10,49.8,2.5
,11:04:20,5,3590,2884.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:04:21,5,3590,2885.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:04:22,5,3590,2886.8,2.56,13.3,7,22,0.369,10,49.8,2.47
,11:04:23,5,3590,2887.8,2.58,13.3,7,22,0.36,10,49.8,2.5
,11:04:24,5,3590,2888.8,2.61,13.3,7,22,0.35,10,49.8,2.52
,11:04:25,5,3590,2889.8,2.6,13.3,7,22,0.349,10,49.8,2.5
,11:04:26,5,3590,2890.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:04:27,5,3590,2891.8,2.54,13.3,7,22,0.367,10,49.8,2.45
,11:04:28,5,3590,2892.8,2.52,13.3,7,22,0.364,10,49.8,2.43
,11:04:29,5,3590,2893.8,2.53,13.3,7,22,0.353,10,49.8,2.45
,11:04:30,5,3590,2894.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:04:31,5,3590,2895.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:04:32,5,3590,2896.8,2.61,13.3,7,22,0.364,10,49.8,2.52
,11:04:33,5,3590,2897.8,2.62,13.3,7,22,0.353,10,49.8,2.53
,11:04:34,5,3590,2898.8,2.61,13.3,7,22,0.364,10,49.8,2.52
,11:04:35,5,3590,2899.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:04:36,5,3590,2900.8,2.57,13.3,7,22,0.372,10,49.8,2.48
,11:04:37,5,3590,2901.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:04:38,5,3590,2902.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:04:39,5,3590,2903.8,2.55,13.3,7,22,0.356,10,49.8,2.46
,11:04:40,5,3590,2904.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:04:41,5,3590,2905.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:04:42,5,3590,2906.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:04:43,5,3590,2907.8,2.57,13.3,7,22,0.345,10,49.8,2.48
,11:04:44,5,3590,2908.8,2.57,13.3,7,22,0.346,10,49.8,2.48
,11:04:45,5,3590,2909.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:04:46,5,3590,2910.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:04:47,5,3590,2911.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:04:48,5,3590,2912.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:04:49,5,3590,2913.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:04:50,5,3590,2914.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:04:51,5,3590,2915.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:04:52,5,3590,2916.8,2.6,13.3,7,22,0.376,10,49.8,2.51
,11:04:53,5,3590,2917.8,2.61,13.3,7,22,0.376,10,49.8,2.52
,11:04:54,5,3590,2918.8,2.6,13.3,7,22,0.362,10,49.8,2.51
,11:04:55,5,3590,2919.8,2.58,13.3,7,22,0.347,10,49.8,2.49
,11:04:56,5,3590,2920.8,2.57,13.3,7,22,0.345,10,49.8,2.48
,11:04:57,5,3590,2921.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:04:58,5,3590,2922.8,2.56,13.3,7,22,0.357,10,49.8,2.48
,11:04:59,5,3590,2923.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:05:00,5,3590,2924.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:05:01,5,3590,2925.8,2.61,13.3,7,22,0.376,10,49.8,2.52
,11:05:02,5,3590,2926.8,2.62,13.3,7,22,0.379,10,49.8,2.53
,11:05:03,5,3590,2927.8,2.63,13.3,7,22,0.366,10,49.8,2.53
,11:05:04,5,3590,2928.8,2.59,13.3,7,22,0.361,10,49.8,2.49
,11:05:05,5,3590,2929.8,2.52,13.3,7,22,0.352,10,49.8,2.43
,11:05:06,5,3590,2930.8,2.47,13.3,7,22,0.332,10,49.8,2.38
,11:05:07,5,3590,2931.8,2.47,13.3,7,22,0.332,10,49.8,2.39
,11:05:08,5,3590,2932.8,2.5,13.3,7,22,0.348,10,49.8,2.41
,11:05:09,5,3590,2933.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:05:10,5,3590,2934.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:05:11,5,3590,2935.8,2.53,13.3,7,22,0.366,10,49.8,2.44
,11:05:12,5,3590,2936.8,2.53,13.3,7,22,0.366,10,49.8,2.45
,11:05:13,5,3590,2937.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:05:14,5,3590,2938.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:05:15,5,3590,2939.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:05:16,5,3590,2940.8,2.53,13.3,7,22,0.353,10,49.8,2.44
,11:05:17,5,3590,2941.8,2.5,13.3,7,22,0.348,10,49.8,2.41
,11:05:18,5,3590,2942.8,2.48,13.3,7,22,0.334,10,49.8,2.39
,11:05:19,5,3590,2943.8,2.5,13.3,7,22,0.349,10,49.8,2.42
,11:05:20,5,3590,2944.8,2.54,13.3,7,22,0.366,10,49.8,2.45
,11:05:21,5,3590,2945.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:05:22,5,3590,2946.8,2.55,13.3,7,22,0.383,10,49.8,2.46
,11:05:23,5,3590,2947.8,2.54,13.3,7,22,0.367,10,49.8,2.46
,11:05:24,5,3590,2948.8,2.54,13.3,7,22,0.366,10,49.8,2.45
,11:05:25,5,3590,2949.8,2.55,13.3,7,22,0.368,10,49.8,2.46
,11:05:26,5,3590,2950.8,2.55,13.3,7,22,0.356,10,49.8,2.46
,11:05:27,5,3590,2951.8,2.54,13.3,7,22,0.342,10,49.8,2.46
,11:05:28,5,3590,2952.8,2.53,13.3,7,22,0.352,10,49.8,2.44
,11:05:29,5,3590,2953.8,2.51,13.3,7,22,0.363,10,49.8,2.42
,11:05:30,5,3590,2954.8,2.51,13.3,7,22,0.362,10,49.8,2.42
,11:05:31,5,3590,2955.8,2.51,13.3,7,22,0.363,10,49.8,2.43
,11:05:32,5,3590,2956.8,2.52,13.3,7,22,0.351,10,49.8,2.43
,11:05:33,5,3590,2957.8,2.52,13.3,7,22,0.351,10,49.8,2.43
,11:05:34,5,3590,2958.8,2.52,13.3,7,22,0.351,10,49.8,2.43
,11:05:35,5,3590,2959.8,2.52,13.3,7,22,0.352,10,49.8,2.44
,11:05:36,5,3590,2960.8,2.52,13.3,7,22,0.352,10,49.8,2.44
,11:05:37,5,3590,2961.8,2.52,13.3,7,22,0.364,10,49.8,2.43
,11:05:38,5,3590,2962.8,2.51,13.3,7,22,0.35,10,49.8,2.43
,11:05:39,5,3590,2963.8,2.52,13.3,7,22,0.339,10,49.8,2.44
,11:05:40,5,3590,2964.8,2.53,13.3,7,22,0.34,10,49.8,2.44
,11:05:41,5,3590,2965.8,2.52,13.3,7,22,0.338,10,49.8,2.42
,11:05:42,5,3590,2966.8,2.47,13.3,7,22,0.343,10,49.8,2.38
,11:05:43,5,3590,2967.8,2.41,13.3,7,22,0.348,10,49.8,2.32
,11:05:44,5,3590,2968.8,2.39,13.3,7,22,0.345,10,49.8,2.3
,11:05:45,5,3590,2969.8,2.39,13.3,7,22,0.345,10,49.8,2.31
,11:05:46,5,3590,2970.8,2.44,13.3,7,22,0.352,10,49.8,2.36
,11:05:47,5,3590,2971.8,2.45,13.3,7,22,0.354,10,49.8,2.37
,11:05:48,5,3590,2972.8,2.5,13.3,7,22,0.361,10,49.8,2.42
,11:05:49,5,3590,2973.8,2.51,13.3,7,22,0.363,10,49.8,2.42
,11:05:50,5,3590,2974.8,2.51,13.3,7,22,0.349,10,49.8,2.42
,11:05:51,5,3590,2975.8,2.48,13.3,7,22,0.346,10,49.8,2.39
,11:05:52,5,3590,2976.8,2.49,13.3,7,22,0.346,10,49.8,2.4
,11:05:53,5,3590,2977.8,2.51,13.3,7,22,0.338,10,49.8,2.43
,11:05:54,5,3590,2978.8,2.54,13.3,7,22,0.341,10,49.8,2.45
,11:05:55,5,3590,2979.8,2.53,13.3,7,22,0.353,10,49.8,2.44
,11:05:56,5,3590,2980.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:05:57,5,3590,2981.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:05:58,5,3590,2982.8,2.54,13.3,7,22,0.367,10,49.8,2.46
,11:05:59,5,3590,2983.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:06:00,5,3590,2984.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:06:01,5,3590,2985.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:06:02,5,3590,2986.8,2.53,13.3,7,22,0.366,10,49.8,2.44
,11:06:03,5,3590,2987.8,2.52,13.3,7,22,0.364,10,49.8,2.43
,11:06:04,5,3590,2988.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:06:05,5,3590,2989.8,2.56,13.3,7,22,0.369,10,49.8,2.47
,11:06:06,5,3590,2990.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:06:07,5,3590,2991.8,2.59,13.3,7,22,0.36,10,49.8,2.5
,11:06:08,5,3590,2992.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:06:09,5,3590,2993.8,2.56,13.3,7,22,0.356,10,49.8,2.47
,11:06:10,5,3590,2994.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:06:11,5,3590,2995.8,2.56,13.3,7,22,0.344,10,49.8,2.47
,11:06:12,5,3590,2996.8,2.57,13.3,7,22,0.345,10,49.8,2.48
,11:06:13,5,3590,2997.8,2.52,13.3,7,22,0.339,10,49.8,2.43
,11:06:14,5,3590,2998.8,2.47,13.3,7,22,0.344,10,49.8,2.38
,11:06:15,5,3590,2999.8,2.42,13.3,7,22,0.35,10,49.8,2.33
,11:06:16,5,3590,3000.8,2.43,13.3,7,22,0.351,10,49.8,2.35
,11:06:17,5,3590,3001.8,2.45,13.3,7,22,0.354,10,49.8,2.36
,11:06:18,5,3590,3002.8,2.49,13.3,7,22,0.359,10,49.8,2.4
,11:06:19,5,3590,3003.8,2.5,13.3,7,22,0.361,10,49.8,2.41
,11:06:20,5,3590,3004.8,2.5,13.3,7,22,0.362,10,49.8,2.42
,11:06:21,5,3590,3005.8,2.51,13.3,7,22,0.363,10,49.8,2.43
,11:06:22,5,3590,3006.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:06:23,5,3590,3007.8,2.58,13.3,7,22,0.373,10,49.8,2.5
,11:06:24,5,3590,3008.8,2.59,13.3,7,22,0.375,10,49.8,2.51
,11:06:25,5,3590,3009.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:06:26,5,3590,3010.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:06:27,5,3590,3011.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:06:28,5,3590,3012.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:06:29,5,3590,3013.8,2.58,13.3,7,22,0.373,10,49.8,2.5
,11:06:30,5,3590,3014.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:06:31,5,3590,3015.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:06:32,5,3590,3016.8,2.51,13.3,7,22,0.349,10,49.8,2.42
,11:06:33,5,3590,3017.8,2.5,13.3,7,22,0.362,10,49.8,2.42
,11:06:34,5,3590,3018.8,2.52,13.3,7,22,0.365,10,49.8,2.44
,11:06:35,5,3590,3019.8,2.56,13.3,7,22,0.356,10,49.8,2.47
,11:06:36,5,3590,3020.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:06:37,5,3590,3021.8,2.58,13.3,7,22,0.36,10,49.8,2.49
,11:06:38,5,3590,3022.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:06:39,5,3590,3023.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:06:40,5,3590,3024.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:06:41,5,3590,3025.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:06:42,5,3590,3026.8,2.52,13.3,7,22,0.35,10,49.8,2.43
,11:06:43,5,3590,3027.8,2.48,13.3,7,22,0.358,10,49.8,2.39
,11:06:44,5,3590,3028.8,2.47,13.3,7,22,0.356,10,49.8,2.38
,11:06:45,5,3590,3029.8,2.48,13.3,7,22,0.358,10,49.8,2.39
,11:06:46,5,3590,3030.8,2.52,13.3,7,22,0.363,10,49.8,2.43
,11:06:47,5,3590,3031.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:06:48,5,3590,3032.8,2.51,13.3,7,22,0.349,10,49.8,2.42
,11:06:49,5,3590,3033.8,2.47,13.3,7,22,0.344,10,49.8,2.38
,11:06:50,5,3590,3034.8,2.45,13.3,7,22,0.341,10,49.8,2.36
,11:06:51,5,3590,3035.8,2.46,13.3,7,22,0.355,10,49.8,2.37
,11:06:52,5,3590,3036.8,2.49,13.3,7,22,0.36,10,49.8,2.41
,11:06:53,5,3590,3037.8,2.54,13.3,7,22,0.367,10,49.8,2.46
,11:06:54,5,3590,3038.8,2.57,13.3,7,22,0.357,10,49.8,2.48
,11:06:55,5,3590,3039.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:06:56,5,3590,3040.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:06:57,5,3590,3041.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:06:58,5,3590,3042.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:06:59,5,3590,3043.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:00,5,3590,3044.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:07:01,5,3590,3045.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:07:02,5,3590,3046.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:07:03,5,3590,3047.8,2.54,13.3,7,22,0.354,10,49.8,2.46
,11:07:04,5,3590,3048.8,2.53,13.3,7,22,0.352,10,49.8,2.44
,11:07:05,5,3590,3049.8,2.54,13.3,7,22,0.353,10,49.8,2.45
,11:07:06,5,3590,3050.8,2.53,13.3,7,22,0.353,10,49.8,2.45
,11:07:07,5,3590,3051.8,2.53,13.3,7,22,0.352,10,49.8,2.44
,11:07:08,5,3590,3052.8,2.52,13.3,7,22,0.35,10,49.8,2.43
,11:07:09,5,3590,3053.8,2.53,13.3,7,22,0.352,10,49.8,2.44
,11:07:10,5,3590,3054.8,2.53,13.3,7,22,0.352,10,49.8,2.44
,11:07:11,5,3590,3055.8,2.52,13.3,7,22,0.352,10,49.8,2.44
,11:07:12,5,3590,3056.8,2.52,13.3,7,22,0.352,10,49.8,2.44
,11:07:13,5,3590,3057.8,2.53,13.3,7,22,0.365,10,49.8,2.44
,11:07:14,5,3590,3058.8,2.55,13.3,7,22,0.368,10,49.8,2.46
,11:07:15,5,3590,3059.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:07:16,5,3590,3060.8,2.56,13.3,7,22,0.357,10,49.8,2.48
,11:07:17,5,3590,3061.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:07:18,5,3590,3062.8,2.57,13.3,7,22,0.357,10,49.8,2.48
,11:07:19,5,3590,3063.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:07:20,5,3590,3064.8,2.57,13.3,7,22,0.357,10,49.8,2.48
,11:07:21,5,3590,3065.8,2.54,13.3,7,22,0.367,10,49.8,2.45
,11:07:22,5,3590,3066.8,2.51,13.3,7,22,0.35,10,49.8,2.42
,11:07:23,5,3590,3067.8,2.49,13.3,7,22,0.359,10,49.8,2.4
,11:07:24,5,3590,3068.8,2.5,13.3,7,22,0.362,10,49.8,2.42
,11:07:25,5,3590,3069.8,2.49,13.3,7,22,0.36,10,49.8,2.4
,11:07:26,5,3590,3070.8,2.49,13.3,7,22,0.359,10,49.8,2.4
,11:07:27,5,3590,3071.8,2.5,13.3,7,22,0.361,10,49.8,2.42
,11:07:28,5,3590,3072.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:29,5,3590,3073.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:07:30,5,3590,3074.8,2.56,13.3,7,22,0.356,10,49.8,2.47
,11:07:31,5,3590,3075.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:32,5,3590,3076.8,2.57,13.3,7,22,0.357,10,49.8,2.48
,11:07:33,5,3590,3077.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:07:34,5,3590,3078.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:07:35,5,3590,3079.8,2.57,13.3,7,22,0.357,10,49.8,2.48
,11:07:36,5,3590,3080.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:07:37,5,3590,3081.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:38,5,3590,3082.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:39,5,3590,3083.8,2.55,13.3,7,22,0.342,10,49.8,2.46
,11:07:40,5,3590,3084.8,2.56,13.3,7,22,0.344,10,49.8,2.47
,11:07:41,5,3590,3085.8,2.55,13.3,7,22,0.342,10,49.8,2.46
,11:07:42,5,3590,3086.8,2.55,13.3,7,22,0.355,10,49.8,2.46
,11:07:43,5,3590,3087.8,2.54,13.3,7,22,0.367,10,49.8,2.45
,11:07:44,5,3590,3088.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:07:45,5,3590,3089.8,2.57,13.3,7,22,0.371,10,49.8,2.47
,11:07:46,5,3590,3090.8,2.54,13.3,7,21,0.366,10,49.8,2.45
,11:07:47,5,3590,3091.8,2.5,13.3,7,21,0.361,10,49.8,2.4
,11:07:48,5,3590,3092.8,2.44,13.3,7,22,0.353,10,49.8,2.36
,11:07:49,5,3590,3093.8,2.47,13.3,7,22,0.357,10,49.8,2.39
,11:07:50,5,3590,3094.8,2.49,13.3,7,22,0.359,10,49.8,2.4
,11:07:51,5,3590,3095.8,2.52,13.3,7,22,0.351,10,49.8,2.43
,11:07:52,5,3590,3096.8,2.51,13.3,7,22,0.338,10,49.8,2.43
,11:07:53,5,3590,3097.8,2.54,13.3,7,22,0.354,10,49.8,2.45
,11:07:54,5,3590,3098.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:07:55,5,3590,3099.8,2.59,13.3,7,22,0.374,10,49.8,2.5
,11:07:56,5,3590,3100.8,2.58,13.3,7,22,0.373,10,49.8,2.49
,11:07:57,5,3590,3101.8,2.58,13.3,7,22,0.359,10,49.8,2.48
,11:07:58,5,3590,3102.8,2.56,13.3,7,22,0.357,10,49.8,2.47
,11:07:59,5,3590,3103.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:08:00,5,3590,3104.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:08:01,5,3590,3105.8,2.57,13.3,7,22,0.346,10,49.8,2.48
,11:08:02,5,3590,3106.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:08:03,5,3590,3107.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:08:04,5,3590,3108.8,2.56,13.3,7,21,0.369,10,49.8,2.47
,11:08:05,5,3590,3109.8,2.55,13.3,7,21,0.368,10,49.8,2.46
,11:08:06,5,3590,3110.8,2.54,13.3,7,22,0.367,10,49.8,2.46
,11:08:07,5,3590,3111.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:08:08,5,3590,3112.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:08:09,5,3590,3113.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:08:10,5,3590,3114.8,2.6,13.3,7,22,0.362,10,49.8,2.51
,11:08:11,5,3590,3115.8,2.57,13.3,7,22,0.346,10,49.8,2.48
,11:08:12,5,3590,3116.8,2.56,13.3,7,22,0.344,10,49.8,2.47
,11:08:13,5,3590,3117.8,2.54,13.3,7,22,0.354,10,49.8,2.46
,11:08:14,5,3590,3118.8,2.55,13.3,7,22,0.356,10,49.8,2.46
,11:08:15,5,3590,3119.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:08:16,5,3590,3120.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:08:17,5,3590,3121.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:08:18,5,3590,3122.8,2.55,13.3,7,22,0.369,10,49.8,2.46
,11:08:19,5,3590,3123.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:08:20,5,3590,3124.8,2.58,13.3,7,22,0.373,10,49.8,2.49
,11:08:21,5,3590,3125.8,2.59,13.3,7,22,0.361,10,49.8,2.51
,11:08:22,5,3590,3126.8,2.6,13.3,7,22,0.375,10,49.8,2.51
,11:08:23,5,3590,3127.8,2.58,13.3,7,22,0.36,10,49.8,2.49
,11:08:24,5,3590,3128.8,2.57,13.3,7,22,0.358,10,49.8,2.48
,11:08:25,5,3590,3129.8,2.56,13.3,7,22,0.37,10,49.8,2.48
,11:08:26,5,3590,3130.8,2.58,13.3,7,22,0.36,10,49.8,2.5
,11:08:27,5,3590,3131.8,2.6,13.3,7,22,0.362,10,49.8,2.51
,11:08:28,5,3590,3132.8,2.6,13.3,7,22,0.35,10,49.8,2.51
,11:08:29,5,3590,3133.8,2.59,13.3,7,22,0.348,10,49.8,2.5
,11:08:30,5,3590,3134.8,2.58,13.3,7,22,0.359,10,49.8,2.49
,11:08:31,5,3590,3135.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:08:32,5,3590,3136.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:08:33,5,3590,3137.8,2.56,13.3,7,22,0.37,10,49.8,2.47
,11:08:34,5,3590,3138.8,2.54,13.3,7,22,0.367,10,49.8,2.45
,11:08:35,5,3590,3139.8,2.51,13.3,7,22,0.363,10,49.8,2.42
,11:08:36,5,3590,3140.8,2.5,13.3,7,22,0.361,10,49.8,2.41
,11:08:37,5,3590,3141.8,2.5,13.3,7,22,0.348,10,49.8,2.41
,11:08:38,5,3590,3142.8,2.51,13.3,7,22,0.338,10,49.8,2.43
,11:08:39,5,3590,3143.8,2.52,13.3,7,22,0.338,10,49.8,2.43
,11:08:40,5,3590,3144.8,2.54,13.3,7,22,0.353,10,49.8,2.45
,11:08:41,5,3590,3145.8,2.57,13.3,7,22,0.371,10,49.8,2.48
,11:08:42,5,3590,3146.8,2.57,13.3,7,22,0.372,10,49.8,2.48
,11:08:43,5,3590,3147.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:08:44,5,3590,3148.8,2.58,13.3,7,22,0.372,10,49.8,2.49
,11:08:45,5,3590,3149.8,2.57,13.3,7,22,0.372,10,49.8,2.48
,11:08:46,5,3590,3150.8,2.56,13.3,7,22,0.357,10,49.8,2.47
