Data file,,HONEDPEEK_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,24/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,PEEK on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 12:42:33 on 24/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,13:13:43,4,3600,1870.2,1.04,13.3,7,13.7,0.155,10,0.1,0.97
,13:13:44,4,3600,1871.2,1.04,13.3,7,13.7,0.155,10,0,0.97
,13:13:45,4,3600,1872.2,1.03,13.3,7,13.7,0.149,10,0,0.96
,13:13:46,4,3600,1873.2,1.03,13.3,7,13.7,0.148,10,0,0.96
,13:13:47,4,3600,1874.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:13:48,4,3600,1875.2,1.03,13.3,7,13.7,0.155,10,0.1,0.97
,13:13:49,4,3600,1876.2,1.04,13.3,7,13.7,0.155,10,0.1,0.97
,13:13:50,4,3600,1877.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:13:51,4,3600,1878.2,1.03,13.3,7,13.7,0.155,10,0,0.97
,13:13:52,4,3600,1879.2,1.03,13.3,7,13.7,0.155,10,0,0.97
,13:13:53,4,3600,1880.2,1.04,13.3,7,13.7,0.156,10,0.1,0.97
,13:13:54,4,3600,1881.2,1.04,13.3,7,13.7,0.15,10,0,0.97
,13:13:55,4,3600,1882.2,1.04,13.3,7,13.7,0.15,10,0,0.97
,13:13:56,4,3600,1883.2,1.04,13.3,7,13.7,0.144,10,0.1,0.97
,13:13:57,4,3600,1884.2,1.03,13.3,7,13.7,0.143,10,0.1,0.96
,13:13:58,4,3600,1885.2,1.03,13.3,7,13.7,0.143,10,0.1,0.96
,13:13:59,4,3600,1886.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:14:00,4,3600,1887.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:14:01,4,3600,1888.2,1.04,13.3,7,13.7,0.155,10,0,0.97
,13:14:02,4,3600,1889.2,1.03,13.3,7,13.7,0.155,10,0,0.97
,13:14:03,4,3600,1890.2,1.03,13.3,7,13.7,0.155,10,0,0.97
,13:14:04,4,3600,1891.2,1.03,13.3,7,13.7,0.154,10,0.1,0.96
,13:14:05,4,3600,1892.2,1.03,13.3,7,13.7,0.149,10,0,0.97
,13:14:06,4,3600,1893.2,1.03,13.3,7,13.7,0.149,10,0,0.97
,13:14:07,4,3600,1894.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:14:08,4,3600,1895.2,1.03,13.3,7,13.7,0.143,10,0,0.96
,13:14:09,4,3600,1896.2,1.02,13.3,7,13.7,0.147,10,0.1,0.95
,13:14:10,4,3600,1897.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:11,4,3600,1898.2,1.03,13.3,7,13.7,0.155,10,0,0.97
,13:14:12,4,3600,1899.2,1.04,13.3,7,13.7,0.155,10,0,0.97
,13:14:13,4,3600,1900.2,1.04,13.3,7,13.7,0.155,10,0.1,0.97
,13:14:14,4,3600,1901.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:14:15,4,3600,1902.2,1.03,13.3,7,13.7,0.149,10,0.1,0.97
,13:14:16,4,3600,1903.2,1.03,13.3,7,13.7,0.155,10,0.1,0.97
,13:14:17,4,3600,1904.2,1.03,13.3,7,13.7,0.155,10,0.1,0.97
,13:14:18,4,3600,1905.2,1.03,13.3,7,13.7,0.155,10,0.1,0.97
,13:14:19,4,3600,1906.2,1.03,13.3,7,13.7,0.149,10,0,0.97
,13:14:20,4,3600,1907.2,1.03,13.3,7,13.7,0.144,10,0.1,0.97
,13:14:21,4,3600,1908.2,1.03,13.3,7,13.7,0.139,10,0,0.97
,13:14:22,4,3600,1909.2,1.04,13.3,7,13.7,0.144,10,0.1,0.97
,13:14:23,4,3600,1910.2,1.03,13.3,7,13.7,0.144,10,0.1,0.97
,13:14:24,4,3600,1911.2,1.03,13.3,7,13.7,0.149,10,0.1,0.96
,13:14:25,4,3600,1912.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:26,4,3600,1913.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:27,4,3600,1914.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:28,4,3600,1915.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:29,4,3600,1916.2,1.03,13.3,7,13.7,0.154,10,0,0.96
,13:14:30,4,3600,1917.2,1.03,13.3,7,13.7,0.154,10,0.1,0.96
,13:14:31,4,3600,1918.2,1.03,13.3,7,13.6,0.154,10,0.1,0.96
,13:14:32,4,3600,1919.2,1.03,13.3,7,13.6,0.149,10,0.1,0.96
,13:14:33,4,3600,1920.2,1.03,13.3,7,13.6,0.149,10,0,0.96
,13:14:34,4,3600,1921.2,1.03,13.3,7,13.6,0.144,10,0.1,0.97
,13:14:35,4,3600,1922.2,1.03,13.3,7,13.6,0.144,10,0.1,0.97
,13:14:36,4,3600,1923.2,1.03,13.3,7,13.6,0.149,10,0,0.97
,13:14:37,4,3600,1924.2,1.03,13.3,7,13.6,0.149,10,0.1,0.97
,13:14:38,4,3600,1925.2,1.02,13.3,7,13.6,0.154,10,0,0.96
,13:14:39,4,3600,1926.2,1.02,13.3,7,13.6,0.153,10,0.1,0.95
,13:14:40,4,3600,1927.2,1.02,13.3,7,13.6,0.153,10,0.1,0.95
,13:14:41,4,3600,1928.2,1.02,13.3,7,13.6,0.154,10,0,0.96
,13:14:42,4,3600,1929.2,1.02,13.3,7,13.6,0.154,10,0,0.96
,13:14:43,4,3600,1930.2,1.02,13.3,7,13.6,0.154,10,0.1,0.96
,13:14:44,4,3600,1931.2,1.02,13.3,7,13.6,0.154,10,0,0.96
,13:14:45,4,3600,1932.2,1.02,13.3,7,13.6,0.153,10,0.1,0.96
,13:14:46,4,3600,1933.2,1.02,13.3,7,13.6,0.153,10,0.1,0.95
,13:14:47,4,3600,1934.2,1.02,13.3,7,13.6,0.147,10,0.1,0.95
,13:14:48,4,3600,1935.2,1.02,13.3,7,13.6,0.153,10,0.1,0.95
,13:14:49,4,3600,1936.2,1.02,13.3,7,13.6,0.152,10,0,0.95
,13:14:50,4,3600,1937.2,1.01,13.3,7,13.6,0.152,10,0.1,0.95
,13:14:51,4,3600,1938.2,1.02,13.3,7,13.6,0.152,10,0.1,0.95
,13:14:52,4,3600,1939.2,1.02,13.3,7,13.6,0.147,10,0.1,0.95
,13:14:53,4,3600,1940.2,1.02,13.3,7,13.6,0.153,10,0.1,0.96
,13:14:54,4,3600,1941.2,1.02,13.3,7,13.5,0.147,10,0.1,0.96
,13:14:55,4,3600,1942.2,1.02,13.3,7,13.5,0.147,10,0.1,0.96
,13:14:56,4,3600,1943.2,1.02,13.3,7,13.5,0.147,10,0,0.96
,13:14:57,4,3600,1944.2,1.02,13.3,7,13.5,0.147,10,0,0.96
,13:14:58,4,3600,1945.2,1.03,13.3,7,13.5,0.143,10,0,0.96
,13:14:59,4,3600,1946.2,1.03,13.3,7,13.5,0.143,10,0,0.96
,13:15:00,4,3600,1947.2,1.03,13.3,7,13.5,0.138,10,0,0.96
,13:15:01,4,3600,1948.2,1.03,13.3,7,13.5,0.143,10,0,0.96
,13:15:02,4,3600,1949.2,1.02,13.3,7,13.5,0.148,10,0.1,0.96
,13:15:03,4,3600,1950.2,1.02,13.3,7,13.5,0.153,10,0.1,0.95
,13:15:04,4,3600,1951.2,1.01,13.3,7,13.5,0.152,10,0.1,0.95
,13:15:05,4,3600,1952.2,1.01,13.3,7,13.5,0.152,10,0,0.95
,13:15:06,4,3600,1953.2,1.01,13.3,7,13.5,0.151,10,0,0.94
,13:15:07,4,3600,1954.2,1.01,13.3,7,13.5,0.152,10,0,0.95
,13:15:08,4,3600,1955.2,1.02,13.3,7,13.5,0.152,10,0,0.95
,13:15:09,4,3600,1956.2,1.02,13.3,7,13.5,0.154,10,0,0.96
,13:15:10,4,3600,1957.2,1.03,13.3,7,13.5,0.148,10,0,0.96
,13:15:11,4,3600,1958.2,1.02,13.3,7,13.5,0.153,10,0,0.95
,13:15:12,4,3600,1959.2,1.02,13.3,7,13.4,0.153,10,0,0.95
,13:15:13,4,3600,1960.2,1.02,13.3,7,13.4,0.152,10,0,0.95
,13:15:14,4,3600,1961.2,1.02,13.3,7,13.4,0.153,10,0,0.96
,13:15:15,4,3600,1962.2,1.02,13.3,7,13.4,0.154,10,0,0.96
,13:15:16,4,3600,1963.2,1.02,13.3,7,13.4,0.153,10,0.1,0.95
,13:15:17,4,3600,1964.2,1.02,13.3,7,13.4,0.153,10,0,0.96
,13:15:18,4,3600,1965.2,1.02,13.3,7,13.4,0.148,10,0,0.96
,13:15:19,4,3600,1966.2,1.03,13.3,7,13.4,0.149,10,0,0.96
,13:15:20,4,3600,1967.2,1.03,13.3,7,13.4,0.144,10,0,0.97
,13:15:21,4,3600,1968.2,1.03,13.3,7,13.4,0.143,10,0.1,0.96
,13:15:22,4,3600,1969.2,1.03,13.3,7,13.4,0.143,10,0,0.96
,13:15:23,4,3600,1970.2,1.03,13.3,7,13.4,0.143,10,0.1,0.96
,13:15:24,4,3600,1971.2,1.03,13.3,7,13.4,0.144,10,0.1,0.97
,13:15:25,4,3600,1972.2,1.03,13.3,7,13.4,0.149,10,0,0.97
,13:15:26,4,3600,1973.2,1.03,13.3,7,13.4,0.148,10,0.1,0.96
,13:15:27,4,3600,1974.2,1.03,13.3,7,13.3,0.149,10,0,0.96
,13:15:28,4,3600,1975.2,1.03,13.3,7,13.3,0.149,10,0,0.97
,13:15:29,4,3600,1976.2,1.03,13.3,7,13.3,0.149,10,0,0.97
,13:15:30,4,3600,1977.2,1.03,13.3,7,13.3,0.149,10,0,0.96
,13:15:31,4,3600,1978.2,1.02,13.3,7,13.3,0.148,10,0,0.96
,13:15:32,4,3600,1979.2,1.02,13.3,7,13.3,0.153,10,0.1,0.95
,13:15:33,4,3600,1980.2,1.01,13.3,7,13.3,0.152,10,0.1,0.95
,13:15:34,4,3600,1981.2,1.01,13.3,7,13.3,0.152,10,0.1,0.95
,13:15:35,4,3600,1982.2,1.01,13.3,7,13.3,0.152,10,0,0.95
,13:15:36,4,3600,1983.2,1.02,13.3,7,13.3,0.152,10,0.1,0.95
,13:15:37,4,3600,1984.2,1.02,13.3,7,13.3,0.153,10,0.1,0.95
,13:15:38,4,3600,1985.2,1.01,13.3,7,13.3,0.146,10,0.1,0.95
,13:15:39,4,3600,1986.2,1.01,13.3,7,13.3,0.146,10,0,0.95
,13:15:40,4,3600,1987.2,1,13.3,7,13.2,0.14,10,0,0.94
,13:15:41,4,3600,1988.2,1.01,13.3,7,13.2,0.14,10,0,0.94
,13:15:42,4,3600,1989.2,1,13.3,7,13.2,0.145,10,0.1,0.94
,13:15:43,4,3600,1990.2,1,13.3,7,13.2,0.15,10,0,0.94
,13:15:44,4,3600,1991.2,1,13.3,7,13.2,0.15,10,0.1,0.94
,13:15:45,4,3600,1992.2,1,13.3,7,13.2,0.15,10,0,0.94
,13:15:46,4,3600,1993.2,1.01,13.3,7,13.2,0.151,10,0,0.94
,13:15:47,4,3600,1994.2,1.01,13.3,7,13.2,0.151,10,0,0.94
,13:15:48,4,3600,1995.2,1.02,13.3,7,13.2,0.152,10,0,0.95
,13:15:49,4,3600,1996.2,1.02,13.3,7,13.2,0.152,10,0,0.95
,13:15:50,4,3600,1997.2,1.01,13.3,7,13.2,0.152,10,0,0.95
,13:15:51,4,3600,1998.2,1.01,13.3,7,13.1,0.146,10,0,0.95
,13:15:52,4,3600,1999.2,1.01,13.3,7,13.1,0.146,10,0,0.94
,13:15:53,4,3600,2000.2,1.01,13.3,7,13.1,0.152,10,0,0.95
,13:15:54,4,3600,2001.2,1.01,13.3,7,13.1,0.146,10,0.1,0.94
,13:15:55,4,3600,2002.2,1.01,13.3,7,13.1,0.141,10,0,0.95
,13:15:56,4,3600,2003.2,1.01,13.3,7,13.1,0.14,10,0,0.94
,13:15:57,4,3600,2004.2,1,13.3,7,13.1,0.14,10,0.1,0.94
,13:15:58,4,3600,2005.2,1,13.3,7,13.1,0.144,10,0,0.93
,13:15:59,4,3600,2006.2,1,13.3,7,13.1,0.149,10,0.1,0.93
,13:16:00,4,3600,2007.2,1,13.3,7,13.1,0.15,10,0.1,0.94
,13:16:01,4,3600,2008.2,1,13.3,7,13.1,0.15,10,0.1,0.94
,13:16:02,4,3600,2009.2,1,13.3,7,13,0.15,10,0,0.94
,13:16:03,4,3600,2010.2,1,13.3,7,13,0.15,10,0,0.93
,13:16:04,4,3600,2011.2,1,13.3,7,13,0.149,10,0,0.93
,13:16:05,4,3600,2012.2,1,13.3,7,13,0.15,10,0,0.94
,13:16:06,4,3600,2013.2,1,13.3,7,13,0.15,10,0,0.94
,13:16:07,4,3600,2014.2,1.01,13.3,7,13,0.151,10,0.1,0.94
,13:16:08,4,3600,2015.2,1.01,13.3,7,13,0.151,10,0,0.94
,13:16:09,4,3600,2016.2,1.01,13.3,7,13,0.151,10,0,0.94
,13:16:10,4,3600,2017.2,1.01,13.3,7,12.9,0.152,10,0.1,0.95
,13:16:11,4,3600,2018.2,1.02,13.3,7,12.9,0.152,10,0,0.95
,13:16:12,4,3600,2019.2,1.02,13.3,7,12.9,0.147,10,0,0.96
,13:16:13,4,3600,2020.2,1.02,13.3,7,12.9,0.147,10,0,0.95
,13:16:14,4,3600,2021.2,1.02,13.3,7,12.9,0.142,10,0.1,0.95
,13:16:15,4,3600,2022.2,1.01,13.3,7,12.9,0.141,10,0.1,0.95
,13:16:16,4,3600,2023.2,1.01,13.3,7,12.9,0.146,10,0.1,0.95
,13:16:17,4,3600,2024.2,1.01,13.3,7,12.9,0.152,10,0,0.95
,13:16:18,4,3600,2025.2,1.01,13.3,7,12.9,0.152,10,0,0.95
,13:16:19,4,3600,2026.2,1.01,13.3,7,12.9,0.152,10,0,0.95
,13:16:20,4,3600,2027.2,1.01,13.3,7,12.9,0.146,10,0.1,0.95
,13:16:21,4,3600,2028.2,1.01,13.3,7,12.8,0.146,10,0,0.95
,13:16:22,4,3600,2029.2,1.01,13.3,7,12.8,0.146,10,0,0.95
,13:16:23,4,3600,2030.2,1.01,13.3,7,12.8,0.146,10,0,0.95
,13:16:24,4,3600,2031.2,1.01,13.3,7,12.8,0.141,10,0,0.95
,13:16:25,4,3600,2032.2,1.02,13.3,7,12.8,0.142,10,0.1,0.95
,13:16:26,4,3600,2033.2,1.02,13.3,7,12.8,0.147,10,0,0.95
,13:16:27,4,3600,2034.2,1.02,13.3,7,12.8,0.147,10,0.1,0.96
,13:16:28,4,3600,2035.2,1.02,13.3,7,12.8,0.147,10,0.1,0.95
,13:16:29,4,3600,2036.2,1.02,13.3,7,12.8,0.147,10,0.1,0.95
,13:16:30,4,3600,2037.2,1.01,13.3,7,12.7,0.146,10,0,0.95
,13:16:31,4,3600,2038.2,1.01,13.3,7,12.7,0.146,10,0.1,0.94
,13:16:32,4,3600,2039.2,1,13.3,7,12.7,0.15,10,0.1,0.94
,13:16:33,4,3600,2040.2,0.99,13.3,7,12.7,0.143,10,0,0.93
,13:16:34,4,3600,2041.2,0.99,13.3,7,12.7,0.138,10,0,0.92
,13:16:35,4,3600,2042.2,0.98,13.3,7,12.7,0.142,10,0.1,0.92
,13:16:36,4,3600,2043.2,0.98,13.3,7,12.7,0.147,10,0.1,0.92
,13:16:37,4,3600,2044.2,0.98,13.3,7,12.7,0.147,10,0,0.92
,13:16:38,4,3600,2045.2,0.98,13.3,7,12.7,0.148,10,0,0.92
,13:16:39,4,3600,2046.2,0.98,13.3,7,12.7,0.148,10,0,0.92
,13:16:40,4,3600,2047.2,0.98,13.3,6,12.6,0.154,10,0,0.92
,13:16:41,4,3600,2048.2,0.99,13.3,7,12.6,0.148,10,0,0.92
,13:16:42,4,3600,2049.2,0.99,13.3,7,12.6,0.149,10,0,0.93
,13:16:43,4,3600,2050.2,0.99,13.3,7,12.6,0.138,10,0.1,0.93
,13:16:44,4,3600,2051.2,1,13.3,7,12.6,0.139,10,0.1,0.93
,13:16:45,4,3600,2052.2,1,13.3,7,12.6,0.144,10,0.1,0.93
,13:16:46,4,3600,2053.2,1,13.3,7,12.6,0.15,10,0.1,0.93
,13:16:47,4,3600,2054.2,1,13.3,7,12.6,0.149,10,0,0.93
,13:16:48,4,3600,2055.2,1,13.3,7,12.5,0.15,10,0.1,0.94
,13:16:49,4,3600,2056.2,1,13.3,7,12.5,0.15,10,0,0.93
,13:16:50,4,3600,2057.2,1,13.3,7,12.5,0.15,10,0,0.93
,13:16:51,4,3600,2058.2,1,13.3,7,12.5,0.15,10,0.1,0.93
,13:16:52,4,3600,2059.2,1,13.3,7,12.5,0.144,10,0.1,0.93
,13:16:53,4,3600,2060.2,1,13.3,7,12.5,0.139,10,0,0.94
,13:16:54,4,3600,2061.2,1,13.3,7,12.5,0.139,10,0.1,0.93
,13:16:55,4,3600,2062.2,1,13.3,7,12.5,0.145,10,0,0.94
,13:16:56,4,3600,2063.2,1,13.3,7,12.5,0.145,10,0.1,0.94
,13:16:57,4,3600,2064.2,1,13.3,7,12.4,0.145,10,0,0.94
,13:16:58,4,3600,2065.2,1.01,13.3,7,12.4,0.151,10,0.1,0.94
,13:16:59,4,3600,2066.2,1.01,13.3,7,12.4,0.151,10,0.1,0.94
,13:17:00,4,3600,2067.2,1.01,13.3,7,12.4,0.151,10,0,0.94
,13:17:01,4,3600,2068.2,1,13.3,7,12.4,0.15,10,0,0.94
,13:17:02,4,3600,2069.2,1,13.3,7,12.4,0.145,10,0.1,0.94
,13:17:03,4,3600,2070.2,1,13.3,7,12.4,0.139,10,0,0.94
,13:17:04,4,3600,2071.2,1,13.3,7,12.3,0.139,10,0,0.93
,13:17:05,4,3600,2072.2,1,13.3,7,12.3,0.144,10,0,0.93
,13:17:06,4,3600,2073.2,0.99,13.3,7,12.3,0.149,10,0.1,0.93
,13:17:07,4,3600,2074.2,0.99,13.3,7,12.3,0.148,10,0,0.92
,13:17:08,4,3600,2075.2,0.99,13.3,7,12.3,0.148,10,0,0.92
,13:17:09,4,3600,2076.2,0.98,13.3,7,12.3,0.148,10,0.1,0.92
,13:17:10,4,3600,2077.2,0.98,13.3,7,12.3,0.148,10,0.1,0.92
,13:17:11,4,3600,2078.2,0.98,13.3,7,12.3,0.147,10,0,0.91
,13:17:12,4,3600,2079.2,0.98,13.3,7,12.3,0.147,10,0,0.92
,13:17:13,4,3600,2080.2,0.98,13.3,7,12.2,0.142,10,0,0.92
,13:17:14,4,3600,2081.2,0.99,13.3,7,12.2,0.138,10,0,0.93
,13:17:15,4,3600,2082.2,0.99,13.3,7,12.2,0.138,10,0.1,0.93
,13:17:16,4,3600,2083.2,0.99,13.3,7,12.2,0.143,10,0.1,0.93
,13:17:17,4,3600,2084.2,0.99,13.3,7,12.2,0.149,10,0.1,0.93
,13:17:18,4,3600,2085.2,0.99,13.3,7,12.2,0.149,10,0,0.93
,13:17:19,4,3600,2086.2,0.99,13.3,7,12.2,0.149,10,0,0.93
,13:17:20,4,3600,2087.2,0.99,13.3,7,12.2,0.148,10,0,0.92
,13:17:21,4,3600,2088.2,0.98,13.3,7,12.1,0.147,10,0,0.92
,13:17:22,4,3600,2089.2,0.98,13.3,7,12.1,0.147,10,0,0.92
,13:17:23,4,3600,2090.2,0.98,13.3,7,12.1,0.142,10,0,0.92
,13:17:24,4,3600,2091.2,0.99,13.3,7,12.1,0.143,10,0,0.92
,13:17:25,4,3600,2092.2,0.99,13.3,7,12.1,0.138,10,0,0.92
,13:17:26,4,3600,2093.2,0.98,13.3,7,12.1,0.137,10,0.1,0.92
,13:17:27,4,3600,2094.2,0.98,13.3,7,12.1,0.137,10,0,0.92
,13:17:28,4,3600,2095.2,0.98,13.3,7,12,0.142,10,0.1,0.92
,13:17:29,4,3600,2096.2,0.99,13.3,7,12,0.143,10,0.1,0.93
,13:17:30,4,3600,2097.2,0.99,13.3,7,12,0.149,10,0,0.93
,13:17:31,4,3600,2098.2,1,13.3,7,12,0.149,10,0,0.93
,13:17:32,4,3600,2099.2,0.99,13.3,7,12,0.149,10,0,0.92
,13:17:33,4,3600,2100.2,0.98,13.3,7,12,0.148,10,0,0.92
,13:17:34,4,3600,2101.2,0.99,13.3,7,12,0.148,10,0,0.92
,13:17:35,4,3600,2102.2,0.99,13.3,7,12,0.143,10,0,0.92
,13:17:36,4,3600,2103.2,0.99,13.3,7,12,0.143,10,0.1,0.92
,13:17:37,4,3600,2104.2,0.98,13.3,7,11.9,0.148,10,0,0.92
,13:17:38,4,3600,2105.2,0.98,13.3,7,11.9,0.147,10,0.1,0.92
,13:17:39,4,3600,2106.2,0.98,13.3,7,11.9,0.147,10,0.1,0.92
,13:17:40,4,3600,2107.2,0.98,13.3,7,11.9,0.147,10,0,0.92
,13:17:41,4,3600,2108.2,0.98,13.3,7,11.9,0.148,10,0,0.92
,13:17:42,4,3600,2109.2,0.98,13.3,7,11.9,0.147,10,0,0.92
,13:17:43,4,3600,2110.2,0.98,13.3,7,11.9,0.148,10,0,0.92
,13:17:44,4,3600,2111.2,0.99,13.3,7,11.8,0.143,10,0,0.93
,13:17:45,4,3600,2112.2,0.99,13.3,7,11.8,0.138,10,0,0.93
,13:17:46,4,3600,2113.2,1,13.3,7,11.8,0.134,10,0,0.93
,13:17:47,4,3600,2114.2,0.99,13.3,7,11.8,0.138,10,0.1,0.93
,13:17:48,4,3600,2115.2,0.99,13.3,7,11.8,0.138,10,0.1,0.93
,13:17:49,4,3600,2116.2,0.99,13.3,7,11.8,0.143,10,0,0.93
,13:17:50,4,3600,2117.2,0.99,13.3,7,11.7,0.143,10,0.1,0.93
,13:17:51,4,3600,2118.2,0.99,13.3,7,11.7,0.149,10,0,0.93
,13:17:52,4,3600,2119.2,0.99,13.3,7,11.7,0.149,10,0,0.93
,13:17:53,4,3600,2120.2,0.99,13.3,7,11.7,0.149,10,0,0.93
,13:17:54,4,3600,2121.2,0.99,13.3,7,11.7,0.148,10,0,0.92
,13:17:55,4,3600,2122.2,0.98,13.3,7,11.7,0.148,10,0.1,0.92
,13:17:56,4,3600,2123.2,0.99,13.3,7,11.7,0.148,10,0,0.92
,13:17:57,4,3600,2124.2,0.99,13.3,7,11.7,0.149,10,0,0.93
,13:17:58,4,3600,2125.2,0.99,13.3,7,11.6,0.143,10,0.1,0.93
,13:17:59,4,3600,2126.2,0.99,13.3,7,11.6,0.143,10,0.1,0.93
,13:18:00,4,3600,2127.2,0.99,13.3,7,11.6,0.143,10,0,0.93
,13:18:01,4,3600,2128.2,1,13.3,7,11.6,0.144,10,0.1,0.93
,13:18:02,4,3600,2129.2,1,13.3,7,11.6,0.144,10,0.1,0.93
,13:18:03,4,3600,2130.2,1,13.3,7,11.6,0.139,10,0.1,0.93
,13:18:04,4,3600,2131.2,0.99,13.3,7,11.6,0.138,10,0,0.93
,13:18:05,4,3600,2132.2,0.99,13.3,7,11.6,0.138,10,0,0.93
,13:18:06,4,3600,2133.2,0.98,13.3,7,11.5,0.142,10,0.1,0.92
,13:18:07,4,3600,2134.2,0.98,13.3,7,11.5,0.141,10,0.1,0.91
,13:18:08,4,3600,2135.2,0.97,13.3,7,11.5,0.145,10,0.1,0.91
,13:18:09,4,3600,2136.2,0.96,13.3,7,11.5,0.144,10,0.1,0.9
,13:18:10,4,3600,2137.2,0.96,13.3,7,11.5,0.144,10,0,0.9
,13:18:11,4,3600,2138.2,0.96,13.3,7,11.5,0.145,10,0.1,0.9
,13:18:12,4,3600,2139.2,0.96,13.3,7,11.5,0.145,10,0,0.91
,13:18:13,4,3600,2140.2,0.96,13.3,7,11.5,0.145,10,0,0.9
,13:18:14,4,3600,2141.2,0.96,13.3,7,11.4,0.144,10,0,0.9
,13:18:15,4,3600,2142.2,0.96,13.3,7,11.4,0.145,10,0,0.9
,13:18:16,4,3600,2143.2,0.97,13.3,7,11.4,0.145,10,0,0.91
,13:18:17,4,3600,2144.2,0.97,13.3,7,11.4,0.145,10,0.1,0.91
,13:18:18,4,3600,2145.2,0.96,13.3,7,11.4,0.144,10,0,0.9
,13:18:19,4,3600,2146.2,0.96,13.3,7,11.4,0.144,10,0,0.9
,13:18:20,4,3600,2147.2,0.96,13.3,7,11.3,0.145,10,0,0.9
,13:18:21,4,3600,2148.2,0.97,13.3,7,11.3,0.145,10,0,0.91
,13:18:22,4,3600,2149.2,0.97,13.3,7,11.3,0.146,10,0,0.91
,13:18:23,4,3600,2150.2,0.97,13.3,7,11.3,0.146,10,0,0.91
,13:18:24,4,3600,2151.2,0.97,13.3,7,11.3,0.146,10,0,0.91
,13:18:25,4,3600,2152.2,0.97,13.3,7,11.3,0.141,10,0.1,0.91
,13:18:26,4,3600,2153.2,0.98,13.3,7,11.2,0.136,10,0,0.92
,13:18:27,4,3600,2154.2,0.98,13.3,7,11.2,0.131,10,0,0.91
,13:18:28,4,3600,2155.2,0.97,13.3,7,11.2,0.131,10,0,0.91
,13:18:29,4,3600,2156.2,0.97,13.3,7,11.2,0.131,10,0.1,0.91
,13:18:30,4,3600,2157.2,0.97,13.3,7,11.2,0.131,10,0,0.91
,13:18:31,4,3600,2158.2,0.97,13.3,7,11.2,0.136,10,0,0.91
,13:18:32,4,3600,2159.2,0.97,13.3,7,11.2,0.14,10,0,0.91
,13:18:33,4,3600,2160.2,0.96,13.3,7,11.2,0.144,10,0,0.9
,13:18:34,4,3600,2161.2,0.96,13.3,7,11.1,0.143,10,0,0.89
,13:18:35,4,3600,2162.2,0.95,13.3,7,11.1,0.143,10,0.1,0.89
,13:18:36,4,3600,2163.2,0.95,13.3,7,11.1,0.143,10,0.1,0.89
,13:18:37,4,3600,2164.2,0.96,13.3,7,11.1,0.144,10,0,0.9
,13:18:38,4,3600,2165.2,0.96,13.3,7,11.1,0.144,10,0.1,0.9
,13:18:39,4,3600,2166.2,0.97,13.3,7,11.1,0.145,10,0.1,0.91
,13:18:40,4,3600,2167.2,0.96,13.3,7,11,0.139,10,0.1,0.9
,13:18:41,4,3600,2168.2,0.97,13.3,7,11,0.14,10,0,0.9
,13:18:42,4,3600,2169.2,0.96,13.3,7,11,0.145,10,0,0.9
,13:18:43,4,3600,2170.2,0.96,13.3,7,11,0.139,10,0,0.9
,13:18:44,4,3600,2171.2,0.96,13.3,7,11,0.139,10,0.1,0.9
,13:18:45,4,3600,2172.2,0.96,13.3,7,11,0.139,10,0,0.9
,13:18:46,4,3600,2173.2,0.96,13.3,7,11,0.139,10,0,0.9
,13:18:47,4,3600,2174.2,0.96,13.3,7,11,0.139,10,0,0.9
,13:18:48,4,3600,2175.2,0.96,13.3,7,10.9,0.138,10,0,0.9
,13:18:49,4,3600,2176.2,0.95,13.3,7,10.9,0.133,10,0,0.89
,13:18:50,4,3600,2177.2,0.95,13.3,7,10.9,0.133,10,0.1,0.9
,13:18:51,4,3600,2178.2,0.96,13.3,7,10.9,0.133,10,0,0.9
,13:18:52,4,3600,2179.2,0.96,13.3,7,10.9,0.134,10,0,0.9
,13:18:53,4,3600,2180.2,0.96,13.3,7,10.9,0.139,10,0,0.9
,13:18:54,4,3600,2181.2,0.96,13.3,7,10.9,0.139,10,0,0.9
