Data file,,HONEDPEEK_ISO10_12C_005.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,24/03/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,PEEK on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 12:42:33 on 24/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,12:58:10,4,3600,937.2,1.05,13.3,7,11.1,0.146,10,0,0.98
,12:58:11,4,3600,938.2,1.05,13.3,7,11.1,0.152,10,0,0.98
,12:58:12,4,3600,939.2,1.05,13.3,7,11.1,0.157,10,0,0.98
,12:58:13,4,3600,940.2,1.05,13.3,7,11.1,0.158,10,0.1,0.99
,12:58:14,4,3600,941.2,1.06,13.3,7,11.1,0.159,10,0,0.99
,12:58:15,4,3600,942.2,1.06,13.3,7,11.1,0.159,10,0,0.99
,12:58:16,4,3600,943.2,1.06,13.3,7,11.1,0.159,10,0.1,0.99
,12:58:17,4,3600,944.2,1.06,13.3,7,11.1,0.159,10,0,0.99
,12:58:18,4,3600,945.2,1.06,13.3,7,11.2,0.16,10,0.1,1
,12:58:19,4,3600,946.2,1.06,13.3,7,11.2,0.16,10,0,1
,12:58:20,4,3600,947.2,1.07,13.3,7,11.2,0.16,10,0,1
,12:58:21,4,3600,948.2,1.06,13.3,7,11.2,0.159,10,0,0.99
,12:58:22,4,3600,949.2,1.06,13.3,7,11.2,0.159,10,0,0.99
,12:58:23,4,3600,950.2,1.06,13.3,7,11.2,0.159,10,0,0.99
,12:58:24,4,3600,951.2,1.06,13.3,7,11.2,0.154,10,0.1,1
,12:58:25,4,3600,952.2,1.07,13.3,7,11.2,0.154,10,0.1,1
,12:58:26,4,3600,953.2,1.06,13.3,7,11.2,0.148,10,0,0.99
,12:58:27,4,3600,954.2,1.06,13.3,7,11.2,0.148,10,0,0.99
,12:58:28,4,3600,955.2,1.06,13.3,7,11.3,0.147,10,0,0.99
,12:58:29,4,3600,956.2,1.06,13.3,7,11.3,0.153,10,0,0.99
,12:58:30,4,3600,957.2,1.06,13.3,7,11.3,0.153,10,0,0.99
,12:58:31,4,3600,958.2,1.05,13.3,7,11.3,0.158,10,0,0.99
,12:58:32,4,3600,959.2,1.05,13.3,7,11.3,0.158,10,0.1,0.99
,12:58:33,4,3600,960.2,1.06,13.3,7,11.3,0.159,10,0.1,0.99
,12:58:34,4,3600,961.2,1.06,13.3,7,11.3,0.159,10,0,0.99
,12:58:35,4,3600,962.2,1.06,13.3,7,11.3,0.159,10,0,0.99
,12:58:36,4,3600,963.2,1.05,13.3,7,11.3,0.158,10,0,0.99
,12:58:37,4,3600,964.2,1.05,13.3,7,11.4,0.152,10,0,0.99
,12:58:38,4,3600,965.2,1.05,13.3,7,11.4,0.152,10,0.1,0.99
,12:58:39,4,3600,966.2,1.05,13.3,7,11.4,0.147,10,0,0.99
,12:58:40,4,3600,967.2,1.05,13.3,7,11.4,0.151,10,0,0.98
,12:58:41,4,3600,968.2,1.05,13.3,7,11.4,0.157,10,0,0.98
,12:58:42,4,3600,969.2,1.05,13.3,7,11.4,0.157,10,0.1,0.98
,12:58:43,4,3600,970.2,1.05,13.3,7,11.4,0.152,10,0,0.99
,12:58:44,4,3600,971.2,1.05,13.3,7,11.4,0.158,10,0,0.99
,12:58:45,4,3600,972.2,1.05,13.3,7,11.4,0.158,10,0.1,0.99
,12:58:46,4,3600,973.2,1.05,13.3,7,11.4,0.158,10,0,0.99
,12:58:47,4,3600,974.2,1.05,13.3,7,11.4,0.158,10,0.1,0.99
,12:58:48,4,3600,975.2,1.05,13.3,7,11.5,0.158,10,0,0.99
,12:58:49,4,3600,976.2,1.06,13.3,7,11.5,0.153,10,0,0.99
,12:58:50,4,3600,977.2,1.06,13.3,7,11.5,0.147,10,0,0.99
,12:58:51,4,3600,978.2,1.06,13.3,7,11.5,0.143,10,0,0.99
,12:58:52,4,3600,979.2,1.06,13.3,7,11.5,0.148,10,0,1
,12:58:53,4,3600,980.2,1.07,13.3,7,11.5,0.154,10,0,1
,12:58:54,4,3600,981.2,1.07,13.3,7,11.5,0.16,10,0.1,1
,12:58:55,4,3600,982.2,1.06,13.3,7,11.6,0.16,10,0,1
,12:58:56,4,3600,983.2,1.06,13.3,7,11.6,0.154,10,0,1
,12:58:57,4,3600,984.2,1.06,13.3,7,11.6,0.154,10,0.1,1
,12:58:58,4,3600,985.2,1.07,13.3,7,11.6,0.154,10,0.1,1
,12:58:59,4,3600,986.2,1.07,13.3,7,11.6,0.154,10,0.1,1
,12:59:00,4,3600,987.2,1.06,13.3,7,11.6,0.159,10,0,0.99
,12:59:01,4,3600,988.2,1.06,13.3,7,11.6,0.159,10,0.1,0.99
,12:59:02,4,3600,989.2,1.05,13.3,7,11.6,0.158,10,0,0.99
,12:59:03,4,3600,990.2,1.05,13.3,7,11.7,0.158,10,0,0.99
,12:59:04,4,3600,991.2,1.05,13.3,7,11.7,0.158,10,0,0.99
,12:59:05,4,3600,992.2,1.05,13.3,7,11.7,0.157,10,0,0.98
,12:59:06,4,3600,993.2,1.05,13.3,7,11.7,0.157,10,0,0.98
,12:59:07,4,3600,994.2,1.04,13.3,7,11.7,0.15,10,0.1,0.98
,12:59:08,4,3600,995.2,1.04,13.3,7,11.7,0.157,10,0,0.98
,12:59:09,4,3600,996.2,1.04,13.3,7,11.7,0.15,10,0,0.98
,12:59:10,4,3600,997.2,1.04,13.3,7,11.8,0.151,10,0.1,0.98
,12:59:11,4,3600,998.2,1.05,13.3,7,11.8,0.151,10,0,0.98
,12:59:12,4,3600,999.2,1.05,13.3,7,11.8,0.151,10,0,0.98
,12:59:13,4,3600,1000.2,1.05,13.3,7,11.8,0.157,10,0,0.98
,12:59:14,4,3600,1001.2,1.05,13.3,7,11.8,0.152,10,0.1,0.99
,12:59:15,4,3600,1002.2,1.05,13.3,7,11.8,0.152,10,0,0.99
,12:59:16,4,3600,1003.2,1.05,13.3,7,11.9,0.152,10,0,0.99
,12:59:17,4,3600,1004.2,1.05,13.3,7,11.9,0.152,10,0,0.99
,12:59:18,4,3600,1005.2,1.05,13.3,7,11.8,0.147,10,0,0.99
,12:59:19,4,3600,1006.2,1.05,13.3,7,11.9,0.146,10,0.1,0.98
,12:59:20,4,3600,1007.2,1.05,13.3,7,11.9,0.146,10,0,0.98
,12:59:21,4,3600,1008.2,1.05,13.3,7,11.9,0.146,10,0,0.98
,12:59:22,4,3600,1009.2,1.05,13.3,7,11.9,0.146,10,0.1,0.98
,12:59:23,4,3600,1010.2,1.05,13.3,7,11.9,0.151,10,0,0.98
,12:59:24,4,3600,1011.2,1.05,13.3,7,11.9,0.151,10,0,0.98
,12:59:25,4,3600,1012.2,1.05,13.3,7,12,0.157,10,0,0.98
,12:59:26,4,3600,1013.2,1.05,13.3,7,12,0.157,10,0,0.98
,12:59:27,4,3600,1014.2,1.05,13.3,7,12,0.157,10,0.1,0.98
,12:59:28,4,3600,1015.2,1.04,13.3,7,12,0.157,10,0,0.98
,12:59:29,4,3600,1016.2,1.05,13.3,7,12,0.157,10,0,0.98
,12:59:30,4,3600,1017.2,1.05,13.3,7,12,0.158,10,0,0.99
,12:59:31,4,3600,1018.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:32,4,3600,1019.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:33,4,3600,1020.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:34,4,3600,1021.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:35,4,3600,1022.2,1.06,13.3,7,12.1,0.159,10,0.1,0.99
,12:59:36,4,3600,1023.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:37,4,3600,1024.2,1.06,13.3,7,12.1,0.159,10,0,0.99
,12:59:38,4,3600,1025.2,1.05,13.3,7,12.1,0.158,10,0,0.99
,12:59:39,4,3600,1026.2,1.05,13.3,7,12.2,0.158,10,0,0.99
,12:59:40,4,3600,1027.2,1.05,13.3,7,12.2,0.158,10,0,0.99
,12:59:41,4,3600,1028.2,1.05,13.3,7,12.2,0.158,10,0.1,0.99
,12:59:42,4,3600,1029.2,1.06,13.3,7,12.2,0.153,10,0.1,0.99
,12:59:43,4,3600,1030.2,1.07,13.3,7,12.2,0.149,10,0.1,1
,12:59:44,4,3600,1031.2,1.08,13.3,7,12.3,0.145,10,0,1.01
,12:59:45,4,3600,1032.2,1.07,13.3,7,12.3,0.144,10,0.1,1
,12:59:46,4,3600,1033.2,1.07,13.3,7,12.3,0.144,10,0,1
,12:59:47,4,3600,1034.2,1.06,13.3,7,12.3,0.148,10,0.1,1
,12:59:48,4,3600,1035.2,1.07,13.3,7,12.3,0.154,10,0,1
,12:59:49,4,3600,1036.2,1.06,13.3,7,12.3,0.154,10,0.1,1
,12:59:50,4,3600,1037.2,1.06,13.3,7,12.4,0.159,10,0,0.99
,12:59:51,4,3600,1038.2,1.06,13.3,7,12.4,0.159,10,0.1,0.99
,12:59:52,4,3600,1039.2,1.05,13.3,7,12.4,0.158,10,0.1,0.99
,12:59:53,4,3600,1040.2,1.05,13.3,7,12.4,0.158,10,0.1,0.99
,12:59:54,4,3600,1041.2,1.05,13.3,7,12.4,0.158,10,0.1,0.99
,12:59:55,4,3600,1042.2,1.05,13.3,7,12.4,0.157,10,0.1,0.98
,12:59:56,4,3600,1043.2,1.05,13.3,7,12.4,0.158,10,0.1,0.98
,12:59:57,4,3600,1044.2,1.05,13.3,7,12.4,0.157,10,0,0.98
,12:59:58,4,3600,1045.2,1.05,13.3,7,12.5,0.158,10,0,0.99
,12:59:59,4,3600,1046.2,1.05,13.3,7,12.5,0.158,10,0,0.99
,13:00:00,4,3600,1047.2,1.05,13.3,7,12.5,0.158,10,0,0.99
,13:00:01,4,3600,1048.2,1.06,13.3,7,12.5,0.159,10,0,0.99
,13:00:02,4,3600,1049.2,1.05,13.3,7,12.5,0.158,10,0,0.99
,13:00:03,4,3600,1050.2,1.06,13.3,7,12.5,0.159,10,0,0.99
,13:00:04,4,3600,1051.2,1.06,13.3,7,12.6,0.16,10,0,1
,13:00:05,4,3600,1052.2,1.07,13.3,7,12.6,0.161,10,0.1,1
,13:00:06,4,3600,1053.2,1.08,13.3,7,12.6,0.155,10,0.1,1.01
,13:00:07,4,3600,1054.2,1.07,13.3,7,12.6,0.155,10,0.1,1
,13:00:08,4,3600,1055.2,1.07,13.3,7,12.6,0.155,10,0.1,1.01
,13:00:09,4,3600,1056.2,1.07,13.3,7,12.6,0.161,10,0,1
,13:00:10,4,3600,1057.2,1.08,13.3,7,12.7,0.155,10,0.1,1.01
,13:00:11,4,3600,1058.2,1.07,13.3,7,12.7,0.155,10,0,1
,13:00:12,4,3600,1059.2,1.08,13.3,7,12.7,0.155,10,0.1,1.01
,13:00:13,4,3600,1060.2,1.08,13.3,7,12.7,0.156,10,0,1.01
,13:00:14,4,3600,1061.2,1.08,13.3,7,12.7,0.156,10,0.1,1.01
,13:00:15,4,3600,1062.2,1.08,13.3,7,12.7,0.156,10,0.1,1.01
,13:00:16,4,3600,1063.2,1.08,13.3,7,12.7,0.156,10,0.1,1.01
,13:00:17,4,3600,1064.2,1.08,13.3,7,12.7,0.156,10,0.1,1.01
,13:00:18,4,3600,1065.2,1.08,13.3,7,12.7,0.156,10,0.1,1.01
,13:00:19,4,3600,1066.2,1.08,13.3,7,12.8,0.156,10,0.1,1.01
,13:00:20,4,3600,1067.2,1.08,13.3,7,12.8,0.156,10,0,1.01
,13:00:21,4,3600,1068.2,1.08,13.3,7,12.8,0.156,10,0.1,1.01
,13:00:22,4,3600,1069.2,1.08,13.3,7,12.8,0.155,10,0.1,1.01
,13:00:23,4,3600,1070.2,1.08,13.3,7,12.8,0.155,10,0,1.01
,13:00:24,4,3600,1071.2,1.07,13.3,7,12.8,0.155,10,0,1
,13:00:25,4,3600,1072.2,1.07,13.3,7,12.9,0.155,10,0,1
,13:00:26,4,3600,1073.2,1.07,13.3,7,12.9,0.155,10,0.1,1
,13:00:27,4,3600,1074.2,1.07,13.3,7,12.9,0.155,10,0.1,1
,13:00:28,4,3600,1075.2,1.06,13.3,7,12.9,0.154,10,0.1,1
,13:00:29,4,3600,1076.2,1.06,13.3,7,12.9,0.148,10,0.1,1
,13:00:30,4,3600,1077.2,1.06,13.3,7,12.9,0.148,10,0.1,0.99
,13:00:31,4,3600,1078.2,1.05,13.3,7,13,0.152,10,0.1,0.99
,13:00:32,4,3600,1079.2,1.05,13.3,7,13,0.146,10,0,0.98
,13:00:33,4,3600,1080.2,1.04,13.3,7,13,0.145,10,0.1,0.97
,13:00:34,4,3600,1081.2,1.04,13.3,7,13,0.144,10,0.1,0.97
,13:00:35,4,3600,1082.2,1.03,13.3,7,13,0.144,10,0,0.97
,13:00:36,4,3600,1083.2,1.03,13.3,7,13,0.144,10,0,0.97
,13:00:37,4,3600,1084.2,1.03,13.3,7,13,0.149,10,0,0.97
,13:00:38,4,3600,1085.2,1.04,13.3,7,13,0.15,10,0.1,0.97
,13:00:39,4,3600,1086.2,1.03,13.3,7,13.1,0.155,10,0.1,0.97
,13:00:40,4,3600,1087.2,1.03,13.3,7,13.1,0.154,10,0,0.96
,13:00:41,4,3600,1088.2,1.03,13.3,7,13.1,0.154,10,0,0.96
,13:00:42,4,3600,1089.2,1.03,13.3,7,13.1,0.154,10,0.1,0.96
,13:00:43,4,3600,1090.2,1.03,13.3,6,13.1,0.16,10,0.1,0.96
,13:00:44,4,3600,1091.2,1.03,13.3,7,13.1,0.154,10,0.1,0.96
,13:00:45,4,3600,1092.2,1.03,13.3,7,13.1,0.154,10,0.1,0.96
,13:00:46,4,3600,1093.2,1.03,13.3,6,13.1,0.161,10,0,0.97
,13:00:47,4,3600,1094.2,1.03,13.3,6,13.1,0.161,10,0,0.97
,13:00:48,4,3600,1095.2,1.04,13.3,6,13.2,0.162,10,0.1,0.97
,13:00:49,4,3600,1096.2,1.04,13.3,7,13.2,0.156,10,0.1,0.97
,13:00:50,4,3600,1097.2,1.04,13.3,7,13.2,0.157,10,0.1,0.98
,13:00:51,4,3600,1098.2,1.05,13.3,7,13.2,0.157,10,0.1,0.98
,13:00:52,4,3600,1099.2,1.05,13.3,7,13.2,0.157,10,0,0.98
,13:00:53,4,3600,1100.2,1.04,13.3,7,13.2,0.157,10,0,0.98
,13:00:54,4,3600,1101.2,1.04,13.3,7,13.2,0.157,10,0,0.98
,13:00:55,4,3600,1102.2,1.05,13.3,7,13.2,0.157,10,0,0.98
,13:00:56,4,3600,1103.2,1.05,13.3,6,13.2,0.164,10,0.1,0.99
,13:00:57,4,3600,1104.2,1.06,13.3,7,13.2,0.159,10,0.1,0.99
,13:00:58,4,3600,1105.2,1.06,13.3,7,13.3,0.153,10,0.1,0.99
,13:00:59,4,3600,1106.2,1.06,13.3,7,13.3,0.159,10,0,0.99
,13:01:00,4,3600,1107.2,1.06,13.3,7,13.3,0.153,10,0,0.99
,13:01:01,4,3600,1108.2,1.06,13.3,7,13.3,0.153,10,0,0.99
,13:01:02,4,3600,1109.2,1.06,13.3,7,13.3,0.154,10,0.1,1
,13:01:03,4,3600,1110.2,1.07,13.3,7,13.3,0.155,10,0.1,1
,13:01:04,4,3600,1111.2,1.07,13.3,7,13.3,0.154,10,0,1
,13:01:05,4,3600,1112.2,1.06,13.3,7,13.3,0.148,10,0,1
,13:01:06,4,3600,1113.2,1.06,13.3,7,13.3,0.143,10,0,1
,13:01:07,4,3600,1114.2,1.07,13.3,7,13.3,0.144,10,0.1,1
,13:01:08,4,3600,1115.2,1.07,13.3,7,13.4,0.149,10,0.1,1
,13:01:09,4,3600,1116.2,1.06,13.3,7,13.4,0.153,10,0.1,0.99
,13:01:10,4,3600,1117.2,1.06,13.3,7,13.4,0.159,10,0.1,0.99
,13:01:11,4,3600,1118.2,1.05,13.3,7,13.4,0.157,10,0,0.98
,13:01:12,4,3600,1119.2,1.04,13.3,7,13.4,0.157,10,0,0.98
,13:01:13,4,3600,1120.2,1.04,13.3,7,13.4,0.156,10,0.1,0.97
,13:01:14,4,3600,1121.2,1.03,13.3,7,13.4,0.155,10,0.1,0.97
,13:01:15,4,3600,1122.2,1.03,13.3,7,13.4,0.155,10,0.1,0.97
,13:01:16,4,3600,1123.2,1.03,13.3,7,13.4,0.155,10,0.1,0.97
,13:01:17,4,3600,1124.2,1.04,13.3,7,13.4,0.15,10,0,0.97
,13:01:18,4,3600,1125.2,1.04,13.3,7,13.4,0.15,10,0.1,0.97
,13:01:19,4,3600,1126.2,1.03,13.3,7,13.4,0.149,10,0,0.97
,13:01:20,4,3600,1127.2,1.04,13.3,7,13.4,0.144,10,0.1,0.97
,13:01:21,4,3600,1128.2,1.04,13.3,7,13.4,0.145,10,0.1,0.97
,13:01:22,4,3600,1129.2,1.05,13.3,7,13.4,0.151,10,0.1,0.98
,13:01:23,4,3600,1130.2,1.05,13.3,7,13.4,0.157,10,0,0.98
,13:01:24,4,3600,1131.2,1.05,13.3,7,13.4,0.157,10,0.1,0.98
,13:01:25,4,3600,1132.2,1.05,13.3,7,13.4,0.158,10,0,0.99
,13:01:26,4,3600,1133.2,1.05,13.3,7,13.4,0.158,10,0.1,0.99
,13:01:27,4,3600,1134.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:01:28,4,3600,1135.2,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:29,4,3600,1136.2,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:30,4,3600,1137.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:01:31,4,3600,1138.2,1.05,13.3,7,13.5,0.146,10,0,0.98
,13:01:32,4,3600,1139.2,1.05,13.3,7,13.5,0.151,10,0.1,0.98
,13:01:33,4,3600,1140.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:01:34,4,3600,1141.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:01:35,4,3600,1142.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:01:36,4,3600,1143.2,1.04,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:37,4,3600,1144.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:01:38,4,3600,1145.2,1.04,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:39,4,3600,1146.2,1.05,13.3,7,13.5,0.151,10,0,0.98
,13:01:40,4,3600,1147.2,1.05,13.3,7,13.5,0.151,10,0,0.98
,13:01:41,4,3600,1148.2,1.05,13.3,7,13.5,0.146,10,0,0.98
,13:01:42,4,3600,1149.2,1.05,13.3,7,13.5,0.146,10,0,0.98
,13:01:43,4,3600,1150.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:01:44,4,3600,1151.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:01:45,4,3600,1152.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:01:46,4,3600,1153.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:01:47,4,3600,1154.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:01:48,4,3600,1155.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:01:49,4,3600,1156.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:01:50,4,3600,1157.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:01:51,4,3600,1158.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:01:52,4,3600,1159.2,1.05,13.3,7,13.5,0.146,10,0.1,0.98
,13:01:53,4,3600,1160.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:01:54,4,3600,1161.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:01:55,4,3600,1162.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:01:56,4,3600,1163.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:01:57,4,3600,1164.2,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:58,4,3600,1165.2,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,13:01:59,4,3600,1166.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:02:00,4,3600,1167.2,1.05,13.3,7,13.5,0.152,10,0,0.99
,13:02:01,4,3600,1168.2,1.06,13.3,7,13.5,0.147,10,0.1,0.99
,13:02:02,4,3600,1169.2,1.06,13.3,7,13.5,0.147,10,0.1,0.99
,13:02:03,4,3600,1170.2,1.06,13.3,7,13.5,0.153,10,0,0.99
,13:02:04,4,3600,1171.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:02:05,4,3600,1172.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:02:06,4,3600,1173.2,1.05,13.3,7,13.5,0.157,10,0,0.99
,13:02:07,4,3600,1174.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:02:08,4,3600,1175.2,1.05,13.3,7,13.5,0.152,10,0,0.99
,13:02:09,4,3600,1176.2,1.05,13.3,7,13.5,0.147,10,0.1,0.99
,13:02:10,4,3600,1177.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:02:11,4,3600,1178.2,1.05,13.3,7,13.5,0.152,10,0,0.98
,13:02:12,4,3600,1179.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:02:13,4,3600,1180.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:02:14,4,3600,1181.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:02:15,4,3600,1182.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:02:16,4,3600,1183.2,1.05,13.3,7,13.5,0.152,10,0,0.99
,13:02:17,4,3600,1184.2,1.06,13.3,7,13.5,0.147,10,0,0.99
,13:02:18,4,3600,1185.2,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,13:02:19,4,3600,1186.2,1.05,13.3,7,13.5,0.158,10,0,0.99
,13:02:20,4,3600,1187.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:02:21,4,3600,1188.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:02:22,4,3600,1189.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:02:23,4,3600,1190.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:02:24,4,3600,1191.2,1.05,13.3,7,13.5,0.152,10,0,0.98
,13:02:25,4,3600,1192.2,1.05,13.3,7,13.5,0.152,10,0.1,0.99
,13:02:26,4,3600,1193.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:02:27,4,3600,1194.2,1.04,13.3,7,13.5,0.157,10,0,0.98
,13:02:28,4,3600,1195.2,1.04,13.3,7,13.5,0.156,10,0.1,0.97
,13:02:29,4,3600,1196.2,1.04,13.3,7,13.5,0.156,10,0,0.98
,13:02:30,4,3600,1197.2,1.04,13.3,7,13.5,0.157,10,0.1,0.98
,13:02:31,4,3600,1198.2,1.05,13.3,7,13.5,0.151,10,0,0.98
,13:02:32,4,3600,1199.2,1.05,13.3,7,13.5,0.146,10,0.1,0.98
,13:02:33,4,3600,1200.2,1.04,13.3,7,13.5,0.15,10,0.1,0.98
,13:02:34,4,3600,1201.2,1.04,13.3,7,13.5,0.15,10,0.1,0.97
,13:02:35,4,3600,1202.2,1.04,13.3,7,13.5,0.156,10,0.1,0.98
,13:02:36,4,3600,1203.2,1.05,13.3,7,13.5,0.151,10,0.1,0.98
,13:02:37,4,3600,1204.2,1.05,13.3,7,13.5,0.152,10,0,0.98
,13:02:38,4,3600,1205.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:02:39,4,3600,1206.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:02:40,4,3600,1207.2,1.05,13.3,7,13.5,0.146,10,0,0.98
,13:02:41,4,3600,1208.2,1.05,13.3,7,13.5,0.152,10,0,0.98
,13:02:42,4,3600,1209.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:02:43,4,3600,1210.2,1.05,13.3,7,13.5,0.157,10,0.1,0.98
,13:02:44,4,3600,1211.2,1.04,13.3,7,13.5,0.156,10,0,0.98
,13:02:45,4,3600,1212.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:02:46,4,3600,1213.2,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,13:02:47,4,3600,1214.2,1.06,13.3,7,13.5,0.153,10,0.1,0.99
,13:02:48,4,3600,1215.2,1.06,13.3,7,13.5,0.159,10,0.1,0.99
,13:02:49,4,3600,1216.2,1.05,13.3,7,13.5,0.158,10,0.1,0.99
,13:02:50,4,3600,1217.2,1.05,13.3,7,13.5,0.157,10,0,0.98
,13:02:51,4,3600,1218.2,1.04,13.3,7,13.5,0.151,10,0.1,0.98
,13:02:52,4,3600,1219.2,1.04,13.3,7,13.5,0.151,10,0.1,0.98
,13:02:53,4,3600,1220.2,1.05,13.3,7,13.5,0.146,10,0,0.98
,13:02:54,4,3600,1221.2,1.05,13.3,7,13.5,0.152,10,0.1,0.98
,13:02:55,4,3600,1222.2,1.05,13.3,7,13.5,0.151,10,0,0.98
,13:02:56,4,3600,1223.2,1.05,13.3,7,13.5,0.151,10,0.1,0.98
,13:02:57,4,3600,1224.2,1.04,13.3,7,13.4,0.151,10,0.1,0.98
,13:02:58,4,3600,1225.2,1.05,13.3,7,13.4,0.151,10,0.1,0.98
,13:02:59,4,3600,1226.2,1.04,13.3,7,13.4,0.151,10,0,0.98
,13:03:00,4,3600,1227.2,1.04,13.3,7,13.4,0.145,10,0,0.98
,13:03:01,4,3600,1228.2,1.04,13.3,7,13.4,0.15,10,0.1,0.98
,13:03:02,4,3600,1229.2,1.04,13.3,7,13.4,0.155,10,0,0.97
,13:03:03,4,3600,1230.2,1.04,13.3,7,13.4,0.155,10,0,0.97
,13:03:04,4,3600,1231.2,1.03,13.3,7,13.4,0.155,10,0,0.97
,13:03:05,4,3600,1232.2,1.04,13.3,7,13.4,0.15,10,0.1,0.97
,13:03:06,4,3600,1233.2,1.04,13.3,7,13.4,0.144,10,0,0.97
,13:03:07,4,3600,1234.2,1.04,13.3,7,13.4,0.144,10,0.1,0.97
,13:03:08,4,3600,1235.2,1.04,13.3,7,13.4,0.15,10,0,0.97
,13:03:09,4,3600,1236.2,1.04,13.3,7,13.4,0.15,10,0.1,0.97
,13:03:10,4,3600,1237.2,1.03,13.3,7,13.4,0.155,10,0.1,0.97
,13:03:11,4,3600,1238.2,1.03,13.3,7,13.4,0.154,10,0,0.96
,13:03:12,4,3600,1239.2,1.03,13.3,7,13.4,0.149,10,0.1,0.96
,13:03:13,4,3600,1240.2,1.03,13.3,7,13.4,0.149,10,0.1,0.97
,13:03:14,4,3600,1241.2,1.03,13.3,7,13.3,0.154,10,0,0.96
,13:03:15,4,3600,1242.2,1.03,13.3,7,13.3,0.154,10,0.1,0.96
,13:03:16,4,3600,1243.2,1.02,13.3,7,13.3,0.154,10,0,0.96
,13:03:17,4,3600,1244.2,1.02,13.3,7,13.3,0.148,10,0,0.96
,13:03:18,4,3600,1245.2,1.03,13.3,7,13.3,0.148,10,0,0.96
,13:03:19,4,3600,1246.2,1.03,13.3,7,13.3,0.148,10,0,0.96
,13:03:20,4,3600,1247.2,1.03,13.3,7,13.3,0.154,10,0,0.96
,13:03:21,4,3600,1248.2,1.02,13.3,7,13.3,0.154,10,0,0.96
