Data file,,DRYSLIDE_ISO10_12C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,17/05/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:54:03 on 17/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:28:10,4,3600,2045.8,1.33,13.3,7,13.3,0.192,10,50.2,1.27
,11:28:11,4,3600,2046.8,1.32,13.3,7,13.3,0.199,10,50.2,1.27
,11:28:12,4,3600,2047.8,1.32,13.3,6,13.3,0.206,10,50.2,1.26
,11:28:13,4,3600,2048.8,1.32,13.3,7,13.3,0.199,10,50.2,1.27
,11:28:14,4,3600,2049.8,1.33,13.3,7,13.3,0.199,10,50.2,1.27
,11:28:15,4,3600,2050.8,1.33,13.3,7,13.3,0.186,10,50.3,1.27
,11:28:16,4,3600,2051.8,1.33,13.3,7,13.3,0.185,10,50.3,1.27
,11:28:17,4,3600,2052.8,1.32,13.3,7,13.4,0.183,10,50.2,1.26
,11:28:18,4,3600,2053.8,1.31,13.3,7,13.4,0.189,10,50.2,1.25
,11:28:19,4,3600,2054.8,1.31,13.3,7,13.4,0.196,10,50.2,1.25
,11:28:20,4,3600,2055.8,1.31,13.3,6,13.4,0.204,10,50.2,1.25
,11:28:21,4,3600,2056.8,1.31,13.3,7,13.4,0.196,10,50.2,1.25
,11:28:22,4,3600,2057.8,1.31,13.3,7,13.4,0.183,10,50.2,1.26
,11:28:23,4,3600,2058.8,1.32,13.3,7,13.4,0.183,10,50.2,1.26
,11:28:24,4,3600,2059.8,1.31,13.3,7,13.4,0.19,10,50.2,1.26
,11:28:25,4,3600,2060.8,1.31,13.3,7,13.4,0.197,10,50.2,1.25
,11:28:26,4,3600,2061.8,1.31,13.3,7,13.4,0.197,10,50.2,1.25
,11:28:27,4,3600,2062.8,1.31,13.3,7,13.4,0.197,10,50.2,1.25
,11:28:28,4,3600,2063.8,1.31,13.3,7,13.4,0.189,10,50.2,1.25
,11:28:29,4,3600,2064.8,1.31,13.3,7,13.4,0.183,10,50.2,1.26
,11:28:30,4,3600,2065.8,1.31,13.3,7,13.5,0.19,10,50.2,1.26
,11:28:31,4,3600,2066.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:32,4,3600,2067.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:33,4,3600,2068.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:34,4,3600,2069.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:35,4,3600,2070.8,1.33,13.3,7,13.5,0.192,10,50.2,1.27
,11:28:36,4,3600,2071.8,1.33,13.3,7,13.5,0.185,10,50.2,1.27
,11:28:37,4,3600,2072.8,1.33,13.3,7,13.5,0.185,10,50.2,1.27
,11:28:38,4,3600,2073.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:39,4,3600,2074.8,1.32,13.3,6,13.5,0.205,10,50.2,1.26
,11:28:40,4,3600,2075.8,1.32,13.3,7,13.5,0.198,10,50.2,1.26
,11:28:41,4,3600,2076.8,1.32,13.3,7,13.5,0.198,10,50.3,1.26
,11:28:42,4,3600,2077.8,1.32,13.3,7,13.5,0.198,10,50.2,1.27
,11:28:43,4,3600,2078.8,1.33,13.3,7,13.5,0.199,10,50.2,1.27
,11:28:44,4,3600,2079.8,1.33,13.3,7,13.5,0.193,10,50.2,1.27
,11:28:45,4,3600,2080.8,1.33,13.3,7,13.5,0.179,10,50.2,1.27
,11:28:46,4,3600,2081.8,1.32,13.3,7,13.5,0.178,10,50.3,1.26
,11:28:47,4,3600,2082.8,1.32,13.3,7,13.5,0.183,10,50.3,1.26
,11:28:48,4,3600,2083.8,1.31,13.3,7,13.6,0.197,10,50.3,1.26
,11:28:49,4,3600,2084.8,1.32,13.3,6,13.6,0.205,10,50.3,1.26
,11:28:50,4,3600,2085.8,1.32,13.3,7,13.6,0.198,10,50.2,1.26
,11:28:51,4,3600,2086.8,1.33,13.3,7,13.6,0.199,10,50.2,1.27
,11:28:52,4,3600,2087.8,1.33,13.3,7,13.6,0.2,10,50.2,1.27
,11:28:53,4,3600,2088.8,1.33,13.3,7,13.6,0.2,10,50.2,1.27
,11:28:54,4,3600,2089.8,1.33,13.3,7,13.6,0.2,10,50.3,1.27
,11:28:55,4,3600,2090.8,1.33,13.3,7,13.6,0.2,10,50.3,1.28
,11:28:56,4,3600,2091.8,1.34,13.3,7,13.6,0.194,10,50.2,1.28
,11:28:57,4,3600,2092.8,1.34,13.3,7,13.6,0.187,10,50.2,1.28
,11:28:58,4,3600,2093.8,1.34,13.3,7,13.6,0.187,10,50.2,1.28
,11:28:59,4,3600,2094.8,1.34,13.3,7,13.6,0.194,10,50.3,1.28
,11:29:00,4,3600,2095.8,1.34,13.3,7,13.6,0.201,10,50.2,1.28
,11:29:01,4,3600,2096.8,1.34,13.3,7,13.6,0.201,10,50.3,1.28
,11:29:02,4,3600,2097.8,1.34,13.3,7,13.6,0.201,10,50.3,1.28
,11:29:03,4,3600,2098.8,1.34,13.3,7,13.6,0.201,10,50.2,1.28
,11:29:04,4,3600,2099.8,1.34,13.3,7,13.6,0.193,10,50.2,1.28
,11:29:05,4,3600,2100.8,1.34,13.3,7,13.6,0.187,10,50.3,1.28
,11:29:06,4,3600,2101.8,1.34,13.3,7,13.6,0.187,10,50.3,1.28
,11:29:07,4,3600,2102.8,1.33,13.3,7,13.6,0.2,10,50.2,1.27
,11:29:08,4,3600,2103.8,1.33,13.3,6,13.6,0.207,10,50.2,1.27
,11:29:09,4,3600,2104.8,1.33,13.3,7,13.6,0.199,10,50.3,1.27
,11:29:10,4,3600,2105.8,1.34,13.3,7,13.6,0.193,10,50.2,1.28
,11:29:11,4,3600,2106.8,1.34,13.3,7,13.6,0.194,10,50.2,1.28
,11:29:12,4,3600,2107.8,1.33,13.3,7,13.6,0.186,10,50.2,1.27
,11:29:13,4,3600,2108.8,1.33,13.3,7,13.6,0.185,10,50.3,1.27
,11:29:14,4,3600,2109.8,1.32,13.3,7,13.6,0.191,10,50.3,1.26
,11:29:15,4,3600,2110.8,1.32,13.3,7,13.6,0.198,10,50.2,1.26
,11:29:16,4,3600,2111.8,1.32,13.3,6,13.6,0.206,10,50.2,1.26
,11:29:17,4,3600,2112.8,1.32,13.3,7,13.6,0.198,10,50.2,1.26
,11:29:18,4,3600,2113.8,1.32,13.3,7,13.6,0.198,10,50.2,1.26
,11:29:19,4,3600,2114.8,1.33,13.3,7,13.6,0.192,10,50.2,1.27
,11:29:20,4,3600,2115.8,1.33,13.3,7,13.6,0.192,10,50.2,1.27
,11:29:21,4,3600,2116.8,1.32,13.3,7,13.6,0.184,10,50.2,1.26
,11:29:22,4,3600,2117.8,1.31,13.3,7,13.6,0.183,10,50.2,1.25
,11:29:23,4,3600,2118.8,1.31,13.3,7,13.6,0.189,10,50.2,1.25
,11:29:24,4,3600,2119.8,1.3,13.3,7,13.6,0.196,10,50.2,1.25
,11:29:25,4,3600,2120.8,1.3,13.3,7,13.6,0.196,10,50.2,1.25
,11:29:26,4,3600,2121.8,1.3,13.3,6,13.6,0.203,10,50.2,1.25
,11:29:27,4,3600,2122.8,1.31,13.3,7,13.6,0.196,10,50.2,1.25
,11:29:28,4,3600,2123.8,1.31,13.3,7,13.6,0.182,10,50.3,1.25
,11:29:29,4,3600,2124.8,1.31,13.3,7,13.6,0.182,10,50.2,1.25
,11:29:30,4,3600,2125.8,1.31,13.3,7,13.6,0.189,10,50.2,1.25
,11:29:31,4,3600,2126.8,1.3,13.3,7,13.6,0.195,10,50.2,1.24
,11:29:32,4,3600,2127.8,1.3,13.3,7,13.6,0.195,10,50.2,1.24
,11:29:33,4,3600,2128.8,1.3,13.3,7,13.6,0.195,10,50.3,1.24
,11:29:34,4,3600,2129.8,1.3,13.3,7,13.6,0.195,10,50.2,1.24
,11:29:35,4,3600,2130.8,1.3,13.3,7,13.6,0.195,10,50.2,1.24
,11:29:36,4,3600,2131.8,1.3,13.3,7,13.6,0.181,10,50.2,1.24
,11:29:37,4,3600,2132.8,1.3,13.3,7,13.6,0.174,10,50.2,1.24
,11:29:38,4,3600,2133.8,1.29,13.3,7,13.6,0.18,10,50.2,1.24
,11:29:39,4,3600,2134.8,1.29,13.3,7,13.6,0.194,10,50.3,1.23
,11:29:40,4,3600,2135.8,1.29,13.3,7,13.6,0.194,10,50.2,1.23
,11:29:41,4,3600,2136.8,1.29,13.3,7,13.6,0.194,10,50.2,1.23
,11:29:42,4,3600,2137.8,1.29,13.3,7,13.6,0.194,10,50.2,1.24
,11:29:43,4,3600,2138.8,1.29,13.3,7,13.6,0.194,10,50.2,1.24
,11:29:44,4,3600,2139.8,1.29,13.3,6,13.6,0.202,10,50.2,1.24
,11:29:45,4,3600,2140.8,1.3,13.3,6,13.6,0.203,10,50.2,1.24
,11:29:46,4,3600,2141.8,1.31,13.3,7,13.6,0.196,10,50.3,1.25
,11:29:47,4,3600,2142.8,1.31,13.3,7,13.6,0.189,10,50.2,1.26
,11:29:48,4,3600,2143.8,1.31,13.3,7,13.6,0.189,10,50.2,1.25
,11:29:49,4,3600,2144.8,1.31,13.3,7,13.6,0.189,10,50.2,1.25
,11:29:50,4,3600,2145.8,1.3,13.3,7,13.6,0.182,10,50.2,1.25
,11:29:51,4,3600,2146.8,1.3,13.3,7,13.6,0.175,10,50.2,1.24
,11:29:52,4,3600,2147.8,1.29,13.3,7,13.6,0.174,10,50.2,1.24
,11:29:53,4,3600,2148.8,1.29,13.3,7,13.5,0.186,10,50.3,1.23
,11:29:54,4,3600,2149.8,1.29,13.3,7,13.5,0.193,10,50.3,1.23
,11:29:55,4,3600,2150.8,1.29,13.3,6,13.5,0.201,10,50.2,1.23
,11:29:56,4,3600,2151.8,1.29,13.3,7,13.5,0.194,10,50.2,1.23
,11:29:57,4,3600,2152.8,1.29,13.3,7,13.5,0.193,10,50.2,1.23
,11:29:58,4,3600,2153.8,1.29,13.3,7,13.5,0.193,10,50.2,1.23
,11:29:59,4,3600,2154.8,1.28,13.3,7,13.5,0.193,10,50.3,1.23
,11:30:00,4,3600,2155.8,1.29,13.3,7,13.5,0.193,10,50.3,1.23
,11:30:01,4,3600,2156.8,1.29,13.3,7,13.5,0.187,10,50.2,1.23
,11:30:02,4,3600,2157.8,1.29,13.3,7,13.5,0.18,10,50.3,1.23
,11:30:03,4,3600,2158.8,1.29,13.3,7,13.5,0.18,10,50.2,1.23
,11:30:04,4,3600,2159.8,1.28,13.3,7,13.5,0.179,10,50.2,1.23
,11:30:05,4,3600,2160.8,1.28,13.3,7,13.5,0.185,10,50.3,1.22
,11:30:06,4,3600,2161.8,1.28,13.3,7,13.5,0.184,10,50.2,1.22
,11:30:07,4,3600,2162.8,1.28,13.3,7,13.5,0.191,10,50.2,1.22
,11:30:08,4,3600,2163.8,1.27,13.3,7,13.5,0.191,10,50.2,1.21
,11:30:09,4,3600,2164.8,1.27,13.3,7,13.5,0.191,10,50.2,1.22
,11:30:10,4,3600,2165.8,1.27,13.3,7,13.5,0.191,10,50.3,1.21
,11:30:11,4,3600,2166.8,1.27,13.3,7,13.5,0.191,10,50.2,1.22
,11:30:12,4,3600,2167.8,1.28,13.3,7,13.5,0.184,10,50.2,1.22
,11:30:13,4,3600,2168.8,1.28,13.3,7,13.5,0.178,10,50.3,1.22
,11:30:14,4,3600,2169.8,1.27,13.3,7,13.5,0.184,10,50.3,1.22
,11:30:15,4,3600,2170.8,1.27,13.3,7,13.5,0.19,10,50.2,1.21
,11:30:16,4,3600,2171.8,1.27,13.3,7,13.5,0.19,10,50.2,1.21
,11:30:17,4,3600,2172.8,1.27,13.3,6,13.5,0.198,10,50.3,1.21
,11:30:18,4,3600,2173.8,1.27,13.3,7,13.5,0.191,10,50.2,1.22
,11:30:19,4,3600,2174.8,1.28,13.3,7,13.5,0.192,10,50.3,1.23
,11:30:20,4,3600,2175.8,1.29,13.3,7,13.5,0.179,10,50.3,1.23
,11:30:21,4,3600,2176.8,1.28,13.3,7,13.5,0.172,10,50.3,1.22
,11:30:22,4,3600,2177.8,1.27,13.3,7,13.5,0.177,10,50.2,1.21
,11:30:23,4,3600,2178.8,1.27,13.3,7,13.5,0.19,10,50.3,1.21
,11:30:24,4,3600,2179.8,1.27,13.3,7,13.4,0.19,10,50.2,1.21
,11:30:25,4,3600,2180.8,1.27,13.3,7,13.4,0.19,10,50.2,1.21
,11:30:26,4,3600,2181.8,1.27,13.3,7,13.4,0.191,10,50.2,1.22
,11:30:27,4,3600,2182.8,1.28,13.3,7,13.4,0.192,10,50.2,1.22
,11:30:28,4,3600,2183.8,1.28,13.3,7,13.4,0.185,10,50.2,1.22
,11:30:29,4,3600,2184.8,1.28,13.3,7,13.4,0.185,10,50.3,1.22
,11:30:30,4,3600,2185.8,1.28,13.3,7,13.4,0.192,10,50.2,1.22
,11:30:31,4,3600,2186.8,1.28,13.3,7,13.4,0.191,10,50.2,1.22
,11:30:32,4,3600,2187.8,1.28,13.3,7,13.4,0.191,10,50.2,1.22
,11:30:33,4,3600,2188.8,1.28,13.3,7,13.4,0.184,10,50.2,1.22
,11:30:34,4,3600,2189.8,1.28,13.3,7,13.4,0.178,10,50.2,1.22
,11:30:35,4,3600,2190.8,1.27,13.3,7,13.4,0.171,10,50.2,1.21
,11:30:36,4,3600,2191.8,1.26,13.3,7,13.4,0.169,10,50.2,1.2
,11:30:37,4,3600,2192.8,1.25,13.3,7,13.4,0.174,10,50.2,1.19
,11:30:38,4,3600,2193.8,1.24,13.3,7,13.3,0.18,10,50.2,1.19
,11:30:39,4,3600,2194.8,1.24,13.3,7,13.3,0.187,10,50.2,1.19
,11:30:40,4,3600,2195.8,1.25,13.3,6,13.3,0.194,10,50.2,1.19
,11:30:41,4,3600,2196.8,1.25,13.3,6,13.3,0.195,10,50.2,1.19
,11:30:42,4,3600,2197.8,1.25,13.3,7,13.3,0.187,10,50.2,1.19
,11:30:43,4,3600,2198.8,1.25,13.3,7,13.3,0.187,10,50.2,1.19
,11:30:44,4,3600,2199.8,1.25,13.3,7,13.3,0.187,10,50.2,1.19
,11:30:45,4,3600,2200.8,1.25,13.3,7,13.3,0.187,10,50.2,1.19
,11:30:46,4,3600,2201.8,1.25,13.3,7,13.3,0.188,10,50.2,1.2
,11:30:47,4,3600,2202.8,1.25,13.3,7,13.3,0.188,10,50.3,1.2
,11:30:48,4,3600,2203.8,1.25,13.3,7,13.3,0.181,10,50.2,1.2
,11:30:49,4,3600,2204.8,1.25,13.3,7,13.3,0.18,10,50.2,1.19
,11:30:50,4,3600,2205.8,1.24,13.3,7,13.3,0.172,10,50.3,1.18
,11:30:51,4,3600,2206.8,1.23,13.3,7,13.3,0.165,10,50.2,1.17
,11:30:52,4,3600,2207.8,1.22,13.3,7,13.3,0.17,10,50.3,1.16
,11:30:53,4,3600,2208.8,1.22,13.3,7,13.3,0.17,10,50.2,1.17
,11:30:54,4,3600,2209.8,1.22,13.3,7,13.3,0.183,10,50.2,1.17
,11:30:55,4,3600,2210.8,1.22,13.3,7,13.2,0.183,10,50.2,1.17
,11:30:56,4,3600,2211.8,1.22,13.3,7,13.2,0.182,10,50.2,1.16
,11:30:57,4,3600,2212.8,1.22,13.3,7,13.2,0.182,10,50.2,1.16
,11:30:58,4,3600,2213.8,1.21,13.3,7,13.2,0.182,10,50.2,1.16
,11:30:59,4,3600,2214.8,1.21,13.3,7,13.2,0.182,10,50.2,1.16
,11:31:00,4,3600,2215.8,1.21,13.3,7,13.2,0.182,10,50.3,1.16
,11:31:01,4,3600,2216.8,1.22,13.3,7,13.2,0.169,10,50.2,1.16
,11:31:02,4,3600,2217.8,1.21,13.3,7,13.2,0.169,10,50.3,1.16
,11:31:03,4,3600,2218.8,1.21,13.3,7,13.2,0.168,10,50.3,1.15
,11:31:04,4,3600,2219.8,1.2,13.3,7,13.2,0.18,10,50.2,1.15
,11:31:05,4,3600,2220.8,1.2,13.3,7,13.2,0.179,10,50.2,1.14
,11:31:06,4,3600,2221.8,1.19,13.3,7,13.1,0.179,10,50.2,1.14
,11:31:07,4,3600,2222.8,1.19,13.3,7,13.2,0.178,10,50.2,1.13
,11:31:08,4,3600,2223.8,1.19,13.3,7,13.1,0.179,10,50.3,1.14
,11:31:09,4,3600,2224.8,1.2,13.3,7,13.1,0.18,10,50.2,1.15
,11:31:10,4,3600,2225.8,1.21,13.3,7,13.1,0.168,10,50.2,1.15
,11:31:11,4,3600,2226.8,1.2,13.3,7,13.1,0.168,10,50.2,1.15
,11:31:12,4,3600,2227.8,1.2,13.3,7,13.1,0.173,10,50.2,1.14
,11:31:13,4,3600,2228.8,1.19,13.3,7,13.1,0.179,10,50.2,1.14
,11:31:14,4,3600,2229.8,1.19,13.3,7,13.1,0.178,10,50.2,1.13
,11:31:15,4,3600,2230.8,1.18,13.3,7,13.1,0.177,10,50.2,1.13
,11:31:16,4,3600,2231.8,1.18,13.3,7,13.1,0.177,10,50.3,1.13
,11:31:17,4,3600,2232.8,1.18,13.3,7,13.1,0.177,10,50.2,1.13
,11:31:18,4,3600,2233.8,1.18,13.3,7,13.1,0.164,10,50.2,1.13
,11:31:19,4,3600,2234.8,1.18,13.3,7,13,0.158,10,50.3,1.12
,11:31:20,4,3600,2235.8,1.17,13.3,7,13,0.162,10,50.3,1.11
,11:31:21,4,3600,2236.8,1.16,13.3,7,13,0.174,10,50.2,1.1
,11:31:22,4,3600,2237.8,1.16,13.3,7,13,0.173,10,50.2,1.1
,11:31:23,4,3600,2238.8,1.15,13.3,7,13,0.173,10,50.2,1.1
,11:31:24,4,3600,2239.8,1.15,13.3,7,13,0.173,10,50.2,1.1
,11:31:25,4,3600,2240.8,1.15,13.3,7,13,0.173,10,50.3,1.1
,11:31:26,4,3600,2241.8,1.15,13.3,7,13,0.166,10,50.2,1.1
,11:31:27,4,3600,2242.8,1.15,13.3,7,13,0.161,10,50.2,1.1
,11:31:28,4,3600,2243.8,1.15,13.3,7,13,0.166,10,50.3,1.1
,11:31:29,4,3600,2244.8,1.16,13.3,7,13,0.173,10,50.2,1.1
,11:31:30,4,3600,2245.8,1.16,13.3,7,13,0.173,10,50.2,1.1
,11:31:31,4,3600,2246.8,1.15,13.3,7,12.9,0.173,10,50.3,1.1
,11:31:32,4,3600,2247.8,1.16,13.3,7,12.9,0.174,10,50.3,1.11
,11:31:33,4,3600,2248.8,1.16,13.3,7,12.9,0.174,10,50.2,1.11
,11:31:34,4,3600,2249.8,1.16,13.3,7,12.9,0.162,10,50.2,1.11
,11:31:35,4,3600,2250.8,1.16,13.3,7,12.9,0.161,10,50.2,1.11
,11:31:36,4,3600,2251.8,1.15,13.3,7,12.9,0.173,10,50.2,1.1
,11:31:37,4,3600,2252.8,1.15,13.3,6,12.9,0.179,10,50.2,1.1
,11:31:38,4,3600,2253.8,1.15,13.3,7,12.9,0.173,10,50.3,1.1
,11:31:39,4,3600,2254.8,1.16,13.3,7,12.9,0.174,10,50.2,1.11
,11:31:40,4,3600,2255.8,1.17,13.3,7,12.9,0.169,10,50.3,1.12
,11:31:41,4,3600,2256.8,1.17,13.3,7,12.9,0.163,10,50.2,1.12
,11:31:42,4,3600,2257.8,1.17,13.3,7,12.8,0.163,10,50.3,1.12
,11:31:43,4,3600,2258.8,1.17,13.3,7,12.8,0.169,10,50.3,1.12
,11:31:44,4,3600,2259.8,1.17,13.3,7,12.8,0.175,10,50.2,1.11
,11:31:45,4,3600,2260.8,1.17,13.3,7,12.8,0.175,10,50.2,1.12
,11:31:46,4,3600,2261.8,1.17,13.3,7,12.8,0.176,10,50.3,1.12
,11:31:47,4,3600,2262.8,1.18,13.3,7,12.8,0.171,10,50.2,1.13
,11:31:48,4,3600,2263.8,1.18,13.3,7,12.8,0.164,10,50.3,1.13
,11:31:49,4,3600,2264.8,1.17,13.3,7,12.8,0.163,10,50.3,1.12
,11:31:50,4,3600,2265.8,1.17,13.3,7,12.8,0.175,10,50.2,1.11
,11:31:51,4,3600,2266.8,1.16,13.3,7,12.8,0.174,10,50.3,1.11
,11:31:52,4,3600,2267.8,1.16,13.3,7,12.8,0.174,10,50.2,1.11
,11:31:53,4,3600,2268.8,1.17,13.3,7,12.8,0.175,10,50.2,1.12
,11:31:54,4,3600,2269.8,1.17,13.3,7,12.8,0.163,10,50.3,1.12
,11:31:55,4,3600,2270.8,1.17,13.3,7,12.7,0.163,10,50.3,1.12
,11:31:56,4,3600,2271.8,1.16,13.3,7,12.7,0.174,10,50.2,1.11
,11:31:57,4,3600,2272.8,1.16,13.3,7,12.7,0.174,10,50.2,1.11
,11:31:58,4,3600,2273.8,1.17,13.3,7,12.7,0.175,10,50.3,1.11
,11:31:59,4,3600,2274.8,1.17,13.3,7,12.7,0.169,10,50.3,1.12
,11:32:00,4,3600,2275.8,1.17,13.3,7,12.7,0.169,10,50.2,1.12
,11:32:01,4,3600,2276.8,1.16,13.3,7,12.6,0.162,10,50.3,1.11
,11:32:02,4,3600,2277.8,1.16,13.3,7,12.6,0.161,10,50.3,1.11
,11:32:03,4,3600,2278.8,1.16,13.3,7,12.6,0.173,10,50.2,1.1
,11:32:04,4,3600,2279.8,1.16,13.3,6,12.6,0.18,10,50.2,1.1
,11:32:05,4,3600,2280.8,1.16,13.3,6,12.6,0.18,10,50.2,1.11
,11:32:06,4,3600,2281.8,1.16,13.3,6,12.6,0.181,10,50.3,1.11
,11:32:07,4,3600,2282.8,1.17,13.3,7,12.6,0.169,10,50.3,1.12
,11:32:08,4,3600,2283.8,1.18,13.3,7,12.6,0.158,10,50.3,1.12
,11:32:09,4,3600,2284.8,1.17,13.3,7,12.6,0.157,10,50.2,1.12
,11:32:10,4,3600,2285.8,1.16,13.3,7,12.6,0.168,10,50.2,1.11
,11:32:11,4,3600,2286.8,1.15,13.3,7,12.5,0.173,10,50.2,1.1
,11:32:12,4,3600,2287.8,1.15,13.3,7,12.5,0.172,10,50.3,1.1
,11:32:13,4,3600,2288.8,1.15,13.3,7,12.5,0.172,10,50.3,1.1
,11:32:14,4,3600,2289.8,1.15,13.3,7,12.5,0.173,10,50.2,1.1
,11:32:15,4,3600,2290.8,1.16,13.3,7,12.5,0.161,10,50.2,1.1
,11:32:16,4,3600,2291.8,1.15,13.3,7,12.5,0.161,10,50.2,1.1
,11:32:17,4,3600,2292.8,1.15,13.3,7,12.5,0.166,10,50.3,1.1
,11:32:18,4,3600,2293.8,1.15,13.3,7,12.5,0.172,10,50.2,1.09
,11:32:19,4,3600,2294.8,1.14,13.3,7,12.4,0.171,10,50.2,1.09
,11:32:20,4,3600,2295.8,1.14,13.3,7,12.4,0.171,10,50.3,1.09
,11:32:21,4,3600,2296.8,1.15,13.3,7,12.4,0.172,10,50.3,1.09
,11:32:22,4,3600,2297.8,1.15,13.3,7,12.4,0.16,10,50.3,1.1
,11:32:23,4,3600,2298.8,1.15,13.3,7,12.4,0.159,10,50.2,1.09
,11:32:24,4,3600,2299.8,1.14,13.3,7,12.4,0.165,10,50.3,1.09
,11:32:25,4,3600,2300.8,1.14,13.3,7,12.4,0.171,10,50.2,1.09
,11:32:26,4,3600,2301.8,1.15,13.3,7,12.4,0.172,10,50.2,1.09
,11:32:27,4,3600,2302.8,1.15,13.3,7,12.4,0.172,10,50.2,1.1
,11:32:28,4,3600,2303.8,1.15,13.3,7,12.4,0.173,10,50.2,1.1
,11:32:29,4,3600,2304.8,1.16,13.3,7,12.3,0.167,10,50.2,1.11
,11:32:30,4,3600,2305.8,1.16,13.3,7,12.3,0.156,10,50.3,1.11
,11:32:31,4,3600,2306.8,1.16,13.3,7,12.3,0.161,10,50.3,1.11
,11:32:32,4,3600,2307.8,1.15,13.3,7,12.3,0.173,10,50.2,1.1
,11:32:33,4,3600,2308.8,1.15,13.3,6,12.3,0.179,10,50.2,1.1
,11:32:34,4,3600,2309.8,1.15,13.3,6,12.3,0.18,10,50.2,1.1
,11:32:35,4,3600,2310.8,1.16,13.3,7,12.3,0.168,10,50.3,1.11
,11:32:36,4,3600,2311.8,1.17,13.3,7,12.3,0.163,10,50.2,1.12
,11:32:37,4,3600,2312.8,1.17,13.3,7,12.2,0.163,10,50.2,1.12
,11:32:38,4,3600,2313.8,1.16,13.3,7,12.2,0.168,10,50.2,1.11
,11:32:39,4,3600,2314.8,1.16,13.3,7,12.2,0.173,10,50.2,1.1
,11:32:40,4,3600,2315.8,1.16,13.3,7,12.2,0.173,10,50.3,1.11
,11:32:41,4,3600,2316.8,1.16,13.3,7,12.2,0.174,10,50.2,1.11
,11:32:42,4,3600,2317.8,1.17,13.3,7,12.2,0.169,10,50.3,1.12
,11:32:43,4,3600,2318.8,1.17,13.3,7,12.2,0.169,10,50.3,1.12
,11:32:44,4,3600,2319.8,1.17,13.3,7,12.2,0.169,10,50.3,1.12
,11:32:45,4,3600,2320.8,1.17,13.3,7,12.2,0.175,10,50.2,1.12
,11:32:46,4,3600,2321.8,1.17,13.3,7,12.2,0.176,10,50.2,1.12
,11:32:47,4,3600,2322.8,1.18,13.3,7,12.2,0.177,10,50.3,1.13
,11:32:48,4,3600,2323.8,1.18,13.3,7,12.1,0.177,10,50.3,1.13
,11:32:49,4,3600,2324.8,1.17,13.3,7,12.1,0.163,10,50.3,1.12
,11:32:50,4,3600,2325.8,1.16,13.3,7,12.1,0.162,10,50.3,1.11
,11:32:51,4,3600,2326.8,1.16,13.3,7,12.1,0.167,10,50.3,1.11
,11:32:52,4,3600,2327.8,1.15,13.3,6,12.1,0.18,10,50.2,1.1
,11:32:53,4,3600,2328.8,1.16,13.3,7,12.1,0.174,10,50.2,1.11
,11:32:54,4,3600,2329.8,1.17,13.3,7,12.1,0.176,10,50.2,1.12
,11:32:55,4,3600,2330.8,1.18,13.3,7,12,0.177,10,50.2,1.13
,11:32:56,4,3600,2331.8,1.19,13.3,7,12,0.178,10,50.2,1.13
,11:32:57,4,3600,2332.8,1.19,13.3,7,12,0.179,10,50.3,1.14
,11:32:58,4,3600,2333.8,1.2,13.3,7,12,0.167,10,50.3,1.14
,11:32:59,4,3600,2334.8,1.2,13.3,7,12,0.161,10,50.3,1.14
,11:33:00,4,3600,2335.8,1.2,13.3,7,12,0.173,10,50.3,1.14
,11:33:01,4,3600,2336.8,1.19,13.3,6,12,0.186,10,50.2,1.14
,11:33:02,4,3600,2337.8,1.19,13.3,6,12,0.186,10,50.2,1.14
,11:33:03,4,3600,2338.8,1.2,13.3,7,12,0.18,10,50.2,1.14
,11:33:04,4,3600,2339.8,1.21,13.3,7,12,0.181,10,50.2,1.15
,11:33:05,4,3600,2340.8,1.21,13.3,7,11.9,0.175,10,50.2,1.16
,11:33:06,4,3600,2341.8,1.22,13.3,7,11.9,0.17,10,50.2,1.16
,11:33:07,4,3600,2342.8,1.22,13.3,7,11.9,0.169,10,50.3,1.16
,11:33:08,4,3600,2343.8,1.21,13.3,7,11.9,0.175,10,50.3,1.15
,11:33:09,4,3600,2344.8,1.2,13.3,7,11.9,0.18,10,50.2,1.14
,11:33:10,4,3600,2345.8,1.2,13.3,7,11.9,0.18,10,50.2,1.14
,11:33:11,4,3600,2346.8,1.2,13.3,7,11.8,0.18,10,50.3,1.15
