Data file,,DRYSLIDE_ISO10_12C_003.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,17/05/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Dryslide on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:54:03 on 17/05/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:12:31,4,3600,1107.8,1.74,13.3,7,10.5,0.252,10,50.2,1.67
,11:12:32,4,3600,1108.8,1.74,13.3,7,10.6,0.252,10,50.3,1.67
,11:12:33,4,3600,1109.8,1.74,13.3,7,10.6,0.243,10,50.2,1.67
,11:12:34,4,3600,1110.8,1.75,13.3,7,10.6,0.235,10,50.2,1.67
,11:12:35,4,3600,1111.8,1.74,13.3,7,10.6,0.234,10,50.2,1.66
,11:12:36,4,3600,1112.8,1.74,13.3,7,10.6,0.234,10,50.2,1.66
,11:12:37,4,3600,1113.8,1.73,13.3,7,10.6,0.232,10,50.3,1.65
,11:12:38,4,3600,1114.8,1.72,13.3,7,10.6,0.24,10,50.3,1.65
,11:12:39,4,3600,1115.8,1.72,13.3,7,10.6,0.248,10,50.2,1.64
,11:12:40,4,3600,1116.8,1.71,13.3,7,10.6,0.257,10,50.3,1.63
,11:12:41,4,3600,1117.8,1.71,13.3,6,10.6,0.266,10,50.3,1.63
,11:12:42,4,3600,1118.8,1.71,13.3,7,10.6,0.256,10,50.2,1.63
,11:12:43,4,3600,1119.8,1.72,13.3,7,10.6,0.258,10,50.2,1.64
,11:12:44,4,3600,1120.8,1.72,13.3,7,10.6,0.259,10,50.2,1.65
,11:12:45,4,3600,1121.8,1.72,13.3,6,10.6,0.269,10,50.2,1.65
,11:12:46,4,3600,1122.8,1.72,13.3,7,10.6,0.259,10,50.2,1.65
,11:12:47,4,3600,1123.8,1.73,13.3,7,10.6,0.25,10,50.3,1.65
,11:12:48,4,3600,1124.8,1.73,13.3,7,10.6,0.26,10,50.2,1.65
,11:12:49,4,3600,1125.8,1.73,13.3,7,10.6,0.259,10,50.2,1.65
,11:12:50,4,3600,1126.8,1.72,13.3,7,10.6,0.258,10,50.2,1.64
,11:12:51,4,3600,1127.8,1.72,13.3,7,10.6,0.248,10,50.3,1.64
,11:12:52,4,3600,1128.8,1.72,13.3,7,10.6,0.249,10,50.3,1.64
,11:12:53,4,3600,1129.8,1.72,13.3,7,10.6,0.258,10,50.2,1.64
,11:12:54,4,3600,1130.8,1.71,13.3,7,10.6,0.247,10,50.2,1.63
,11:12:55,4,3600,1131.8,1.71,13.3,7,10.6,0.238,10,50.2,1.63
,11:12:56,4,3600,1132.8,1.71,13.3,8,10.6,0.222,10,50.2,1.63
,11:12:57,4,3600,1133.8,1.7,13.3,7,10.6,0.229,10,50.3,1.63
,11:12:58,4,3600,1134.8,1.7,13.3,7,10.7,0.229,10,50.2,1.62
,11:12:59,4,3600,1135.8,1.7,13.3,7,10.7,0.245,10,50.2,1.62
,11:13:00,4,3600,1136.8,1.7,13.3,7,10.7,0.255,10,50.3,1.62
,11:13:01,4,3600,1137.8,1.71,13.3,7,10.7,0.256,10,50.3,1.63
,11:13:02,4,3600,1138.8,1.72,13.3,6,10.7,0.268,10,50.3,1.64
,11:13:03,4,3600,1139.8,1.73,13.3,6,10.7,0.27,10,50.3,1.65
,11:13:04,4,3600,1140.8,1.74,13.3,6,10.7,0.271,10,50.2,1.66
,11:13:05,4,3600,1141.8,1.75,13.3,7,10.7,0.262,10,50.2,1.67
,11:13:06,4,3600,1142.8,1.75,13.3,7,10.7,0.263,10,50.2,1.68
,11:13:07,4,3600,1143.8,1.75,13.3,7,10.7,0.263,10,50.2,1.68
,11:13:08,4,3600,1144.8,1.75,13.3,7,10.7,0.263,10,50.2,1.67
,11:13:09,4,3600,1145.8,1.75,13.3,7,10.7,0.263,10,50.2,1.68
,11:13:10,4,3600,1146.8,1.75,13.3,7,10.7,0.263,10,50.2,1.67
,11:13:11,4,3600,1147.8,1.75,13.3,7,10.7,0.263,10,50.2,1.67
,11:13:12,4,3600,1148.8,1.75,13.3,7,10.7,0.263,10,50.2,1.68
,11:13:13,4,3600,1149.8,1.76,13.3,7,10.7,0.264,10,50.2,1.68
,11:13:14,4,3600,1150.8,1.76,13.3,7,10.8,0.264,10,50.2,1.68
,11:13:15,4,3600,1151.8,1.76,13.3,7,10.8,0.254,10,50.2,1.68
,11:13:16,4,3600,1152.8,1.76,13.3,7,10.8,0.254,10,50.2,1.68
,11:13:17,4,3600,1153.8,1.75,13.3,7,10.8,0.263,10,50.2,1.67
,11:13:18,4,3600,1154.8,1.75,13.3,7,10.8,0.262,10,50.3,1.67
,11:13:19,4,3600,1155.8,1.75,13.3,7,10.8,0.262,10,50.3,1.67
,11:13:20,4,3600,1156.8,1.75,13.3,7,10.8,0.253,10,50.2,1.67
,11:13:21,4,3600,1157.8,1.75,13.3,7,10.8,0.263,10,50.2,1.67
,11:13:22,4,3600,1158.8,1.75,13.3,6,10.8,0.273,10,50.2,1.67
,11:13:23,4,3600,1159.8,1.75,13.3,7,10.8,0.262,10,50.2,1.67
,11:13:24,4,3600,1160.8,1.75,13.3,7,10.8,0.253,10,50.3,1.68
,11:13:25,4,3600,1161.8,1.76,13.3,7,10.9,0.254,10,50.3,1.68
,11:13:26,4,3600,1162.8,1.76,13.3,7,10.9,0.254,10,50.2,1.68
,11:13:27,4,3600,1163.8,1.75,13.3,7,10.9,0.263,10,50.2,1.67
,11:13:28,4,3600,1164.8,1.74,13.3,7,10.9,0.252,10,50.2,1.66
,11:13:29,4,3600,1165.8,1.74,13.3,7,10.9,0.252,10,50.2,1.66
,11:13:30,4,3600,1166.8,1.74,13.3,7,10.9,0.252,10,50.2,1.67
,11:13:31,4,3600,1167.8,1.74,13.3,7,10.9,0.252,10,50.2,1.67
,11:13:32,4,3600,1168.8,1.74,13.3,7,10.9,0.243,10,50.3,1.66
,11:13:33,4,3600,1169.8,1.74,13.3,7,10.9,0.234,10,50.2,1.66
,11:13:34,4,3600,1170.8,1.74,13.3,8,10.9,0.226,10,50.3,1.66
,11:13:35,4,3600,1171.8,1.73,13.3,7,10.9,0.233,10,50.2,1.65
,11:13:36,4,3600,1172.8,1.72,13.3,7,11,0.248,10,50.2,1.64
,11:13:37,4,3600,1173.8,1.71,13.3,7,11,0.256,10,50.2,1.63
,11:13:38,4,3600,1174.8,1.7,13.3,7,11,0.255,10,50.3,1.62
,11:13:39,4,3600,1175.8,1.71,13.3,7,11,0.256,10,50.2,1.63
,11:13:40,4,3600,1176.8,1.71,13.3,7,11,0.257,10,50.2,1.64
,11:13:41,4,3600,1177.8,1.72,13.3,7,11,0.258,10,50.2,1.64
,11:13:42,4,3600,1178.8,1.72,13.3,7,11,0.258,10,50.3,1.64
,11:13:43,4,3600,1179.8,1.72,13.3,7,11.1,0.257,10,50.2,1.64
,11:13:44,4,3600,1180.8,1.71,13.3,7,11.1,0.248,10,50.3,1.64
,11:13:45,4,3600,1181.8,1.71,13.3,7,11.1,0.257,10,50.2,1.63
,11:13:46,4,3600,1182.8,1.71,13.3,7,11.1,0.256,10,50.2,1.63
,11:13:47,4,3600,1183.8,1.71,13.3,7,11.1,0.256,10,50.3,1.63
,11:13:48,4,3600,1184.8,1.71,13.3,7,11.1,0.238,10,50.3,1.63
,11:13:49,4,3600,1185.8,1.71,13.3,7,11.1,0.238,10,50.3,1.63
,11:13:50,4,3600,1186.8,1.7,13.3,7,11.1,0.229,10,50.2,1.63
,11:13:51,4,3600,1187.8,1.7,13.3,7,11.1,0.228,10,50.2,1.62
,11:13:52,4,3600,1188.8,1.69,13.3,7,11.2,0.227,10,50.2,1.61
,11:13:53,4,3600,1189.8,1.68,13.3,7,11.2,0.234,10,50.2,1.6
,11:13:54,4,3600,1190.8,1.67,13.3,7,11.2,0.242,10,50.2,1.6
,11:13:55,4,3600,1191.8,1.67,13.3,6,11.2,0.26,10,50.3,1.59
,11:13:56,4,3600,1192.8,1.66,13.3,6,11.2,0.259,10,50.3,1.59
,11:13:57,4,3600,1193.8,1.67,13.3,7,11.2,0.25,10,50.3,1.59
,11:13:58,4,3600,1194.8,1.67,13.3,7,11.3,0.25,10,50.2,1.59
,11:13:59,4,3600,1195.8,1.66,13.3,6,11.3,0.259,10,50.2,1.59
,11:14:00,4,3600,1196.8,1.66,13.3,6,11.3,0.258,10,50.2,1.58
,11:14:01,4,3600,1197.8,1.66,13.3,7,11.3,0.249,10,50.2,1.58
,11:14:02,4,3600,1198.8,1.66,13.3,7,11.3,0.249,10,50.2,1.59
,11:14:03,4,3600,1199.8,1.67,13.3,7,11.3,0.241,10,50.2,1.59
,11:14:04,4,3600,1200.8,1.66,13.3,7,11.3,0.249,10,50.2,1.58
,11:14:05,4,3600,1201.8,1.65,13.3,7,11.3,0.248,10,50.2,1.58
,11:14:06,4,3600,1202.8,1.65,13.3,7,11.3,0.239,10,50.3,1.58
,11:14:07,4,3600,1203.8,1.66,13.3,7,11.4,0.24,10,50.2,1.58
,11:14:08,4,3600,1204.8,1.66,13.3,7,11.4,0.239,10,50.2,1.58
,11:14:09,4,3600,1205.8,1.65,13.3,7,11.4,0.23,10,50.3,1.58
,11:14:10,4,3600,1206.8,1.65,13.3,7,11.4,0.222,10,50.2,1.57
,11:14:11,4,3600,1207.8,1.65,13.3,7,11.4,0.222,10,50.3,1.57
,11:14:12,4,3600,1208.8,1.65,13.3,7,11.4,0.238,10,50.2,1.57
,11:14:13,4,3600,1209.8,1.64,13.3,7,11.4,0.246,10,50.2,1.57
,11:14:14,4,3600,1210.8,1.64,13.3,6,11.4,0.256,10,50.2,1.57
,11:14:15,4,3600,1211.8,1.65,13.3,7,11.5,0.248,10,50.2,1.58
,11:14:16,4,3600,1212.8,1.65,13.3,7,11.5,0.248,10,50.2,1.58
,11:14:17,4,3600,1213.8,1.65,13.3,7,11.5,0.248,10,50.2,1.58
,11:14:18,4,3600,1214.8,1.65,13.3,6,11.5,0.257,10,50.2,1.58
,11:14:19,4,3600,1215.8,1.65,13.3,6,11.5,0.258,10,50.2,1.58
,11:14:20,4,3600,1216.8,1.66,13.3,7,11.5,0.249,10,50.2,1.59
,11:14:21,4,3600,1217.8,1.67,13.3,7,11.5,0.25,10,50.2,1.59
,11:14:22,4,3600,1218.8,1.67,13.3,7,11.6,0.25,10,50.3,1.59
,11:14:23,4,3600,1219.8,1.66,13.3,7,11.6,0.249,10,50.3,1.59
,11:14:24,4,3600,1220.8,1.67,13.3,7,11.6,0.25,10,50.3,1.59
,11:14:25,4,3600,1221.8,1.67,13.3,7,11.6,0.241,10,50.3,1.6
,11:14:26,4,3600,1222.8,1.67,13.3,7,11.6,0.233,10,50.2,1.6
,11:14:27,4,3600,1223.8,1.67,13.3,7,11.6,0.225,10,50.2,1.6
,11:14:28,4,3600,1224.8,1.66,13.3,7,11.6,0.223,10,50.2,1.58
,11:14:29,4,3600,1225.8,1.65,13.3,7,11.6,0.222,10,50.3,1.58
,11:14:30,4,3600,1226.8,1.64,13.3,7,11.7,0.237,10,50.2,1.57
,11:14:31,4,3600,1227.8,1.64,13.3,7,11.7,0.246,10,50.2,1.56
,11:14:33,4,3600,1228.8,1.64,13.3,7,11.7,0.245,10,50.2,1.56
,11:14:34,4,3600,1229.8,1.64,13.3,7,11.7,0.236,10,50.2,1.56
,11:14:35,4,3600,1230.8,1.64,13.3,7,11.7,0.237,10,50.3,1.56
,11:14:36,4,3600,1231.8,1.64,13.3,7,11.7,0.245,10,50.2,1.56
,11:14:37,4,3600,1232.8,1.64,13.3,7,11.8,0.245,10,50.2,1.56
,11:14:38,4,3600,1233.8,1.64,13.3,7,11.8,0.236,10,50.3,1.56
,11:14:39,4,3600,1234.8,1.64,13.3,7,11.8,0.22,10,50.2,1.56
,11:14:40,4,3600,1235.8,1.63,13.3,7,11.8,0.227,10,50.2,1.56
,11:14:41,4,3600,1236.8,1.63,13.3,7,11.8,0.236,10,50.2,1.56
,11:14:42,4,3600,1237.8,1.63,13.3,7,11.8,0.245,10,50.2,1.56
,11:14:43,4,3600,1238.8,1.63,13.3,7,11.8,0.244,10,50.2,1.55
,11:14:44,4,3600,1239.8,1.63,13.3,7,11.9,0.244,10,50.2,1.55
,11:14:45,4,3600,1240.8,1.62,13.3,7,11.9,0.243,10,50.2,1.55
,11:14:46,4,3600,1241.8,1.62,13.3,6,11.9,0.253,10,50.2,1.55
,11:14:47,4,3600,1242.8,1.63,13.3,6,11.9,0.254,10,50.3,1.55
,11:14:48,4,3600,1243.8,1.63,13.3,7,11.9,0.245,10,50.3,1.56
,11:14:49,4,3600,1244.8,1.64,13.3,7,11.9,0.237,10,50.2,1.57
,11:14:50,4,3600,1245.8,1.64,13.3,7,11.9,0.237,10,50.2,1.56
,11:14:51,4,3600,1246.8,1.63,13.3,7,11.9,0.235,10,50.3,1.56
,11:14:52,4,3600,1247.8,1.62,13.3,7,11.9,0.226,10,50.2,1.55
,11:14:53,4,3600,1248.8,1.62,13.3,7,12,0.218,10,50.3,1.55
,11:14:54,4,3600,1249.8,1.62,13.3,7,12,0.217,10,50.3,1.54
,11:14:55,4,3600,1250.8,1.61,13.3,7,12,0.225,10,50.2,1.54
,11:14:56,4,3600,1251.8,1.6,13.3,7,12,0.231,10,50.2,1.53
,11:14:57,4,3600,1252.8,1.59,13.3,7,12.1,0.23,10,50.3,1.52
,11:14:58,4,3600,1253.8,1.59,13.3,7,12.1,0.238,10,50.3,1.52
,11:14:59,4,3600,1254.8,1.59,13.3,6,12.1,0.249,10,50.2,1.52
,11:15:00,4,3600,1255.8,1.6,13.3,6,12.1,0.25,10,50.3,1.53
,11:15:01,4,3600,1256.8,1.61,13.3,7,12.1,0.241,10,50.2,1.54
,11:15:02,4,3600,1257.8,1.61,13.3,7,12.1,0.233,10,50.2,1.54
,11:15:03,4,3600,1258.8,1.61,13.3,7,12.1,0.233,10,50.2,1.54
,11:15:04,4,3600,1259.8,1.61,13.3,7,12.1,0.242,10,50.2,1.54
,11:15:05,4,3600,1260.8,1.61,13.3,6,12.2,0.252,10,50.2,1.54
,11:15:06,4,3600,1261.8,1.62,13.3,7,12.2,0.242,10,50.3,1.54
,11:15:07,4,3600,1262.8,1.62,13.3,7,12.2,0.242,10,50.2,1.55
,11:15:08,4,3600,1263.8,1.62,13.3,7,12.2,0.243,10,50.2,1.55
,11:15:09,4,3600,1264.8,1.62,13.3,7,12.2,0.243,10,50.2,1.55
,11:15:10,4,3600,1265.8,1.62,13.3,7,12.2,0.243,10,50.2,1.55
,11:15:11,4,3600,1266.8,1.63,13.3,7,12.2,0.235,10,50.3,1.55
,11:15:12,4,3600,1267.8,1.62,13.3,7,12.2,0.226,10,50.3,1.55
,11:15:13,4,3600,1268.8,1.62,13.3,7,12.2,0.217,10,50.2,1.54
,11:15:14,4,3600,1269.8,1.6,13.3,7,12.3,0.216,10,50.2,1.53
,11:15:15,4,3600,1270.8,1.6,13.3,7,12.3,0.223,10,50.2,1.53
,11:15:16,4,3600,1271.8,1.59,13.3,7,12.3,0.222,10,50.2,1.52
,11:15:17,4,3600,1272.8,1.59,13.3,7,12.3,0.23,10,50.2,1.52
,11:15:18,4,3600,1273.8,1.58,13.3,7,12.3,0.237,10,50.2,1.51
,11:15:19,4,3600,1274.8,1.57,13.3,6,12.3,0.245,10,50.2,1.5
,11:15:20,4,3600,1275.8,1.57,13.3,6,12.4,0.246,10,50.2,1.5
,11:15:21,4,3600,1276.8,1.58,13.3,7,12.4,0.237,10,50.2,1.51
,11:15:22,4,3600,1277.8,1.59,13.3,7,12.4,0.229,10,50.2,1.52
,11:15:23,4,3600,1278.8,1.59,13.3,7,12.4,0.238,10,50.2,1.51
,11:15:24,4,3600,1279.8,1.58,13.3,6,12.4,0.247,10,50.3,1.51
,11:15:25,4,3600,1280.8,1.58,13.3,7,12.4,0.238,10,50.2,1.51
,11:15:26,4,3600,1281.8,1.58,13.3,7,12.4,0.229,10,50.2,1.51
,11:15:27,4,3600,1282.8,1.59,13.3,7,12.4,0.229,10,50.2,1.51
,11:15:28,4,3600,1283.8,1.58,13.3,7,12.4,0.22,10,50.3,1.51
,11:15:29,4,3600,1284.8,1.57,13.3,7,12.5,0.211,10,50.2,1.5
,11:15:30,4,3600,1285.8,1.56,13.3,7,12.5,0.21,10,50.3,1.49
,11:15:31,4,3600,1286.8,1.56,13.3,7,12.5,0.21,10,50.3,1.49
,11:15:32,4,3600,1287.8,1.55,13.3,7,12.5,0.224,10,50.2,1.48
,11:15:33,4,3600,1288.8,1.54,13.3,7,12.6,0.231,10,50.2,1.47
,11:15:34,4,3600,1289.8,1.53,13.3,6,12.6,0.239,10,50.2,1.46
,11:15:35,4,3600,1290.8,1.53,13.3,6,12.6,0.239,10,50.2,1.46
,11:15:36,4,3600,1291.8,1.54,13.3,7,12.6,0.231,10,50.2,1.47
,11:15:37,4,3600,1292.8,1.54,13.3,7,12.6,0.231,10,50.2,1.47
,11:15:38,4,3600,1293.8,1.54,13.3,7,12.6,0.231,10,50.2,1.47
,11:15:39,4,3600,1294.8,1.53,13.3,7,12.7,0.23,10,50.2,1.47
,11:15:40,4,3600,1295.8,1.53,13.3,7,12.7,0.23,10,50.2,1.46
,11:15:41,4,3600,1296.8,1.53,13.3,7,12.7,0.23,10,50.2,1.46
,11:15:42,4,3600,1297.8,1.53,13.3,7,12.7,0.229,10,50.2,1.46
,11:15:43,4,3600,1298.8,1.53,13.3,6,12.7,0.239,10,50.2,1.46
,11:15:44,4,3600,1299.8,1.53,13.3,7,12.7,0.23,10,50.2,1.47
,11:15:45,4,3600,1300.8,1.54,13.3,7,12.7,0.223,10,50.2,1.48
,11:15:46,4,3600,1301.8,1.55,13.3,7,12.7,0.223,10,50.2,1.48
,11:15:47,4,3600,1302.8,1.54,13.3,7,12.7,0.232,10,50.2,1.48
,11:15:48,4,3600,1303.8,1.54,13.3,7,12.8,0.231,10,50.2,1.47
,11:15:49,4,3600,1304.8,1.54,13.3,7,12.8,0.223,10,50.2,1.48
,11:15:50,4,3600,1305.8,1.54,13.3,7,12.8,0.223,10,50.2,1.48
,11:15:51,4,3600,1306.8,1.54,13.3,7,12.8,0.231,10,50.2,1.47
,11:15:52,4,3600,1307.8,1.54,13.3,7,12.8,0.232,10,50.2,1.48
,11:15:53,4,3600,1308.8,1.55,13.3,7,12.8,0.232,10,50.2,1.48
,11:15:54,4,3600,1309.8,1.56,13.3,7,12.8,0.225,10,50.2,1.49
,11:15:55,4,3600,1310.8,1.56,13.3,7,12.9,0.225,10,50.2,1.49
,11:15:56,4,3600,1311.8,1.55,13.3,7,12.9,0.233,10,50.2,1.48
,11:15:57,4,3600,1312.8,1.55,13.3,7,12.9,0.233,10,50.2,1.48
,11:15:58,4,3600,1313.8,1.55,13.3,7,12.9,0.225,10,50.2,1.48
,11:15:59,4,3600,1314.8,1.56,13.3,7,12.9,0.225,10,50.2,1.49
,11:16:00,4,3600,1315.8,1.56,13.3,7,12.9,0.225,10,50.3,1.49
,11:16:01,4,3600,1316.8,1.56,13.3,7,12.9,0.234,10,50.2,1.49
,11:16:02,4,3600,1317.8,1.56,13.3,7,13,0.234,10,50.2,1.49
,11:16:03,4,3600,1318.8,1.56,13.3,7,13,0.235,10,50.2,1.49
,11:16:04,4,3600,1319.8,1.57,13.3,7,13,0.227,10,50.3,1.5
,11:16:05,4,3600,1320.8,1.57,13.3,7,13,0.227,10,50.2,1.5
,11:16:06,4,3600,1321.8,1.57,13.3,7,13,0.227,10,50.3,1.5
,11:16:07,4,3600,1322.8,1.58,13.3,7,13,0.228,10,50.2,1.5
,11:16:08,4,3600,1323.8,1.57,13.3,7,13,0.227,10,50.2,1.5
,11:16:09,4,3600,1324.8,1.56,13.3,7,13,0.226,10,50.3,1.49
,11:16:10,4,3600,1325.8,1.56,13.3,7,13,0.234,10,50.2,1.49
,11:16:11,4,3600,1326.8,1.56,13.3,7,13,0.234,10,50.3,1.49
,11:16:12,4,3600,1327.8,1.56,13.3,7,13.1,0.235,10,50.2,1.49
,11:16:13,4,3600,1328.8,1.57,13.3,7,13.1,0.227,10,50.2,1.5
,11:16:14,4,3600,1329.8,1.57,13.3,7,13.1,0.227,10,50.2,1.5
,11:16:15,4,3600,1330.8,1.57,13.3,7,13.1,0.235,10,50.2,1.5
,11:16:16,4,3600,1331.8,1.57,13.3,7,13.1,0.236,10,50.3,1.5
,11:16:17,4,3600,1332.8,1.57,13.3,7,13.1,0.227,10,50.2,1.5
,11:16:18,4,3600,1333.8,1.57,13.3,7,13.1,0.227,10,50.2,1.5
,11:16:19,4,3600,1334.8,1.57,13.3,7,13.2,0.235,10,50.2,1.5
,11:16:20,4,3600,1335.8,1.56,13.3,7,13.2,0.235,10,50.2,1.49
,11:16:21,4,3600,1336.8,1.57,13.3,7,13.2,0.226,10,50.2,1.5
,11:16:22,4,3600,1337.8,1.56,13.3,7,13.2,0.226,10,50.2,1.49
,11:16:23,4,3600,1338.8,1.56,13.3,7,13.2,0.226,10,50.3,1.49
,11:16:24,4,3600,1339.8,1.56,13.3,7,13.2,0.226,10,50.2,1.49
,11:16:25,4,3600,1340.8,1.56,13.3,7,13.2,0.225,10,50.2,1.49
,11:16:26,4,3600,1341.8,1.55,13.3,7,13.2,0.224,10,50.2,1.48
,11:16:27,4,3600,1342.8,1.54,13.3,7,13.2,0.223,10,50.2,1.48
,11:16:28,4,3600,1343.8,1.54,13.3,7,13.2,0.223,10,50.2,1.48
,11:16:29,4,3600,1344.8,1.54,13.3,7,13.2,0.223,10,50.2,1.47
,11:16:30,4,3600,1345.8,1.54,13.3,7,13.3,0.231,10,50.2,1.47
,11:16:31,4,3600,1346.8,1.54,13.3,7,13.3,0.222,10,50.2,1.47
,11:16:32,4,3600,1347.8,1.54,13.3,7,13.3,0.214,10,50.2,1.47
,11:16:33,4,3600,1348.8,1.53,13.3,7,13.3,0.206,10,50.2,1.47
,11:16:34,4,3600,1349.8,1.53,13.3,8,13.3,0.199,10,50.2,1.46
,11:16:35,4,3600,1350.8,1.52,13.3,8,13.3,0.198,10,50.2,1.45
,11:16:36,4,3600,1351.8,1.51,13.3,7,13.3,0.203,10,50.3,1.44
,11:16:37,4,3600,1352.8,1.5,13.3,7,13.3,0.217,10,50.2,1.43
,11:16:38,4,3600,1353.8,1.49,13.3,6,13.3,0.232,10,50.3,1.42
,11:16:39,4,3600,1354.8,1.48,13.3,6,13.3,0.231,10,50.2,1.41
,11:16:40,4,3600,1355.8,1.48,13.3,6,13.3,0.231,10,50.3,1.42
,11:16:41,4,3600,1356.8,1.49,13.3,7,13.3,0.224,10,50.2,1.43
,11:16:42,4,3600,1357.8,1.5,13.3,7,13.4,0.224,10,50.2,1.43
,11:16:43,4,3600,1358.8,1.49,13.3,7,13.3,0.224,10,50.2,1.42
,11:16:44,4,3600,1359.8,1.48,13.3,7,13.4,0.223,10,50.2,1.41
,11:16:45,4,3600,1360.8,1.48,13.3,7,13.4,0.222,10,50.2,1.41
,11:16:46,4,3600,1361.8,1.47,13.3,7,13.4,0.221,10,50.3,1.41
,11:16:47,4,3600,1362.8,1.47,13.3,7,13.4,0.213,10,50.2,1.41
,11:16:48,4,3600,1363.8,1.47,13.3,7,13.4,0.205,10,50.2,1.4
,11:16:49,4,3600,1364.8,1.47,13.3,7,13.4,0.205,10,50.3,1.4
,11:16:50,4,3600,1365.8,1.47,13.3,7,13.4,0.204,10,50.2,1.4
,11:16:51,4,3600,1366.8,1.47,13.3,7,13.4,0.212,10,50.3,1.4
,11:16:52,4,3600,1367.8,1.47,13.3,7,13.4,0.22,10,50.2,1.4
,11:16:53,4,3600,1368.8,1.46,13.3,7,13.4,0.219,10,50.2,1.39
,11:16:54,4,3600,1369.8,1.46,13.3,7,13.4,0.218,10,50.2,1.39
,11:16:55,4,3600,1370.8,1.45,13.3,7,13.4,0.218,10,50.2,1.39
,11:16:56,4,3600,1371.8,1.45,13.3,7,13.5,0.218,10,50.2,1.39
,11:16:57,4,3600,1372.8,1.45,13.3,6,13.5,0.226,10,50.2,1.38
,11:16:58,4,3600,1373.8,1.45,13.3,7,13.5,0.217,10,50.2,1.38
,11:16:59,4,3600,1374.8,1.45,13.3,7,13.5,0.202,10,50.3,1.39
,11:17:00,4,3600,1375.8,1.46,13.3,8,13.5,0.189,10,50.2,1.39
,11:17:01,4,3600,1376.8,1.45,13.3,7,13.5,0.195,10,50.3,1.38
,11:17:02,4,3600,1377.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:03,4,3600,1378.8,1.43,13.3,7,13.5,0.215,10,50.3,1.37
,11:17:04,4,3600,1379.8,1.43,13.3,7,13.5,0.214,10,50.2,1.36
,11:17:05,4,3600,1380.8,1.42,13.3,7,13.5,0.213,10,50.3,1.36
,11:17:06,4,3600,1381.8,1.42,13.3,6,13.5,0.222,10,50.2,1.36
,11:17:07,4,3600,1382.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:08,4,3600,1383.8,1.44,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:09,4,3600,1384.8,1.44,13.3,7,13.5,0.216,10,50.3,1.37
,11:17:10,4,3600,1385.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:11,4,3600,1386.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:12,4,3600,1387.8,1.44,13.3,7,13.5,0.216,10,50.2,1.37
,11:17:13,4,3600,1388.8,1.44,13.3,7,13.5,0.208,10,50.3,1.38
,11:17:14,4,3600,1389.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:15,4,3600,1390.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:16,4,3600,1391.8,1.43,13.3,7,13.5,0.214,10,50.2,1.36
,11:17:17,4,3600,1392.8,1.44,13.3,7,13.5,0.215,10,50.3,1.37
,11:17:18,4,3600,1393.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:19,4,3600,1394.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:20,4,3600,1395.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:21,4,3600,1396.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:22,4,3600,1397.8,1.44,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:23,4,3600,1398.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:24,4,3600,1399.8,1.44,13.3,7,13.5,0.208,10,50.2,1.38
,11:17:25,4,3600,1400.8,1.44,13.3,7,13.5,0.216,10,50.2,1.37
,11:17:26,4,3600,1401.8,1.43,13.3,7,13.5,0.215,10,50.2,1.37
,11:17:27,4,3600,1402.8,1.43,13.3,7,13.5,0.207,10,50.2,1.37
,11:17:28,4,3600,1403.8,1.43,13.3,7,13.5,0.199,10,50.2,1.37
,11:17:29,4,3600,1404.8,1.43,13.3,7,13.5,0.207,10,50.2,1.37
,11:17:30,4,3600,1405.8,1.43,13.3,7,13.5,0.206,10,50.2,1.36
,11:17:31,4,3600,1406.8,1.43,13.3,7,13.5,0.214,10,50.2,1.36
,11:17:32,4,3600,1407.8,1.42,13.3,7,13.5,0.206,10,50.2,1.36
