Data file,,SORONA_ISO10_12C_004_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,03/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:07:33 on 03/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,14:08:26,4,43200,52.6,0.03,0,7,10.6,0.004,10,0.1,0.05
,14:08:27,4,43200,53.6,0.33,1.1,7,10.6,0.048,10,0.2,0.34
,14:08:28,4,43200,54.6,0.65,6.1,7,10.6,0.098,10,0.5,0.64
,14:08:29,4,43200,55.6,0.94,11.7,7,10.6,0.136,10,0.5,0.89
,14:08:30,4,43200,56.6,0.94,13.3,7,10.6,0.131,10,0.4,0.88
,14:08:31,4,43200,57.6,0.91,13.3,7,10.6,0.122,10,0.3,0.85
,14:08:32,4,43200,58.6,0.88,13.3,7,10.6,0.119,10,0.2,0.83
,14:08:33,4,43200,59.6,0.87,13.3,7,10.7,0.117,10,0.1,0.81
,14:08:34,4,43200,60.6,0.85,13.3,7,10.7,0.119,10,0.1,0.8
,14:08:35,4,43200,61.6,0.85,13.3,7,10.7,0.118,10,0.1,0.79
,14:08:36,4,43200,62.6,0.84,13.3,7,10.7,0.117,10,0.1,0.79
,14:08:37,4,43200,63.6,0.83,13.3,7,10.7,0.116,10,0,0.78
,14:08:38,4,43200,64.6,0.83,13.3,7,10.7,0.119,10,0.1,0.77
,14:08:39,4,43200,65.6,0.82,13.3,7,10.7,0.123,10,0,0.77
,14:08:40,4,43200,66.6,0.83,13.3,7,10.7,0.124,10,0,0.77
,14:08:41,4,43200,67.6,0.83,13.3,7,10.7,0.125,10,0,0.78
,14:08:42,4,43200,68.6,0.83,13.3,7,10.7,0.12,10,0,0.78
,14:08:43,4,43200,69.6,0.83,13.3,7,10.8,0.12,10,0.1,0.77
,14:08:44,4,43200,70.6,0.83,13.3,7,10.8,0.119,10,0,0.77
,14:08:45,4,43200,71.6,0.82,13.3,7,10.8,0.119,10,0.1,0.77
,14:08:46,4,43200,72.6,0.83,13.3,7,10.8,0.115,10,0,0.77
,14:08:47,4,43200,73.6,0.83,13.3,7,10.8,0.115,10,0.1,0.77
,14:08:48,4,43200,74.6,0.83,13.3,7,10.8,0.115,10,0,0.77
,14:08:49,4,43200,75.6,0.83,13.3,7,10.8,0.12,10,0.1,0.77
,14:08:50,4,43200,76.6,0.83,13.3,7,10.8,0.12,10,0,0.78
,14:08:51,4,43200,77.6,0.83,13.3,7,10.8,0.125,10,0.1,0.78
,14:08:52,4,43200,78.6,0.83,13.3,7,10.8,0.125,10,0,0.78
,14:08:53,4,43200,79.6,0.84,13.3,7,10.8,0.125,10,0,0.78
,14:08:54,4,43200,80.6,0.83,13.3,7,10.8,0.125,10,0.1,0.78
,14:08:55,4,43200,81.6,0.84,13.3,7,10.9,0.125,10,0.1,0.78
,14:08:56,4,43200,82.6,0.84,13.3,7,10.9,0.125,10,0.1,0.78
,14:08:57,4,43200,83.6,0.84,13.3,7,10.9,0.121,10,0,0.79
,14:08:58,4,43200,84.6,0.84,13.3,7,10.9,0.121,10,0.1,0.79
,14:08:59,4,43200,85.6,0.84,13.3,7,11,0.126,10,0,0.79
,14:09:00,4,43200,86.6,0.84,13.3,7,11,0.126,10,0,0.78
,14:09:01,4,43200,87.6,0.84,13.3,7,11,0.126,10,0,0.78
,14:09:02,4,43200,88.6,0.84,13.3,7,11,0.126,10,0.1,0.79
,14:09:03,4,43200,89.6,0.84,13.3,7,11.1,0.126,10,0.1,0.79
,14:09:04,4,43200,90.6,0.84,13.3,7,11.1,0.121,10,0,0.79
,14:09:05,4,43200,91.6,0.84,13.3,7,11.1,0.126,10,0,0.78
,14:09:06,4,43200,92.6,0.84,13.3,7,11.1,0.122,10,0.1,0.79
,14:09:07,4,43200,93.6,0.85,13.3,7,11.2,0.122,10,0,0.79
,14:09:08,4,43200,94.6,0.85,13.3,7,11.2,0.118,10,0,0.79
,14:09:09,4,43200,95.6,0.84,13.3,7,11.2,0.122,10,0.1,0.79
,14:09:10,4,43200,96.6,0.84,13.3,7,11.2,0.126,10,0,0.79
,14:09:11,4,43200,97.6,0.84,13.3,7,11.2,0.126,10,0.1,0.79
,14:09:12,4,43200,98.6,0.84,13.3,7,11.2,0.126,10,0.1,0.79
,14:09:13,4,43200,99.6,0.85,13.3,7,11.3,0.127,10,0,0.79
,14:09:14,4,43200,100.6,0.85,13.3,7,11.3,0.118,10,0.1,0.79
,14:09:15,4,43200,101.6,0.85,13.3,7,11.4,0.118,10,0.1,0.79
,14:09:16,4,43200,102.6,0.84,13.3,7,11.4,0.122,10,0,0.79
,14:09:17,4,43200,103.6,0.85,13.3,7,11.4,0.127,10,0,0.79
,14:09:18,4,43200,104.6,0.85,13.3,6,11.4,0.132,10,0.1,0.79
,14:09:19,4,43200,105.6,0.85,13.3,7,11.5,0.127,10,0,0.79
,14:09:20,4,43200,106.6,0.85,13.3,7,11.5,0.123,10,0,0.8
,14:09:21,4,43200,107.6,0.85,13.3,7,11.6,0.123,10,0.1,0.8
,14:09:22,4,43200,108.6,0.85,13.3,7,11.6,0.123,10,0.1,0.8
,14:09:23,4,43200,109.6,0.85,13.3,7,11.6,0.128,10,0,0.8
,14:09:24,4,43200,110.6,0.85,13.3,7,11.6,0.123,10,0.1,0.79
,14:09:25,4,43200,111.6,0.85,13.3,7,11.7,0.122,10,0.1,0.79
,14:09:26,4,43200,112.6,0.85,13.3,7,11.7,0.122,10,0.1,0.79
,14:09:27,4,43200,113.6,0.84,13.3,7,11.7,0.122,10,0,0.79
,14:09:28,4,43200,114.6,0.84,13.3,7,11.7,0.122,10,0,0.79
,14:09:29,4,43200,115.6,0.84,13.3,7,11.7,0.126,10,0,0.79
,14:09:30,4,43200,116.6,0.85,13.3,7,11.7,0.127,10,0,0.79
,14:09:31,4,43200,117.6,0.85,13.3,7,11.8,0.127,10,0,0.79
,14:09:32,4,43200,118.6,0.85,13.3,7,11.8,0.127,10,0.1,0.8
,14:09:33,4,43200,119.6,0.85,13.3,7,11.8,0.123,10,0.1,0.8
,14:09:34,4,43200,120.6,0.86,13.3,7,11.9,0.124,10,0,0.8
,14:09:35,4,43200,121.6,0.86,13.3,7,11.9,0.124,10,0.1,0.8
,14:09:36,4,43200,122.6,0.86,13.3,7,11.9,0.124,10,0,0.8
,14:09:37,4,43200,123.6,0.85,13.3,7,11.9,0.123,10,0,0.8
,14:09:38,4,43200,124.6,0.86,13.3,7,12,0.124,10,0.1,0.8
,14:09:39,4,43200,125.6,0.86,13.3,7,12,0.124,10,0,0.8
,14:09:40,4,43200,126.6,0.86,13.3,7,12,0.124,10,0,0.8
,14:09:41,4,43200,127.6,0.85,13.3,7,12.1,0.123,10,0.1,0.8
,14:09:42,4,43200,128.6,0.85,13.3,7,12.1,0.128,10,0.1,0.8
,14:09:43,4,43200,129.6,0.86,13.3,7,12.1,0.128,10,0,0.8
,14:09:44,4,43200,130.6,0.86,13.3,7,12.1,0.129,10,0,0.8
,14:09:45,4,43200,131.6,0.86,13.3,7,12.2,0.124,10,0.1,0.81
,14:09:46,4,43200,132.6,0.86,13.3,7,12.2,0.124,10,0.1,0.81
,14:09:47,4,43200,133.6,0.86,13.3,7,12.2,0.129,10,0,0.81
,14:09:48,4,43200,134.6,0.86,13.3,7,12.2,0.129,10,0,0.81
,14:09:49,4,43200,135.6,0.87,13.3,7,12.2,0.13,10,0,0.81
,14:09:50,4,43200,136.6,0.87,13.3,7,12.2,0.125,10,0,0.81
,14:09:51,4,43200,137.6,0.87,13.3,7,12.3,0.121,10,0.1,0.82
,14:09:52,4,43200,138.6,0.87,13.3,7,12.3,0.126,10,0.1,0.81
,14:09:53,4,43200,139.6,0.87,13.3,7,12.3,0.13,10,0,0.81
,14:09:54,4,43200,140.6,0.87,13.3,7,12.3,0.125,10,0,0.81
,14:09:55,4,43200,141.6,0.87,13.3,7,12.4,0.125,10,0.1,0.81
,14:09:56,4,43200,142.6,0.86,13.3,7,12.4,0.12,10,0,0.81
,14:09:57,4,43200,143.6,0.86,13.3,7,12.4,0.12,10,0.1,0.81
,14:09:58,4,43200,144.6,0.86,13.3,7,12.5,0.124,10,0,0.8
,14:09:59,4,43200,145.6,0.86,13.3,7,12.5,0.124,10,0,0.8
,14:10:00,4,43200,146.6,0.86,13.3,7,12.5,0.124,10,0,0.8
,14:10:01,4,43200,147.6,0.86,13.3,7,12.5,0.124,10,0.1,0.8
,14:10:02,4,43200,148.6,0.86,13.3,7,12.5,0.124,10,0,0.8
,14:10:03,4,43200,149.6,0.86,13.3,7,12.6,0.119,10,0.1,0.8
,14:10:04,4,43200,150.6,0.86,13.3,7,12.6,0.124,10,0.1,0.8
,14:10:05,4,43200,151.6,0.86,13.3,7,12.6,0.129,10,0,0.8
,14:10:06,4,43200,152.6,0.86,13.3,7,12.6,0.129,10,0,0.81
,14:10:07,4,43200,153.6,0.86,13.3,7,12.6,0.13,10,0,0.81
,14:10:08,4,43200,154.6,0.86,13.3,7,12.6,0.125,10,0,0.81
,14:10:09,4,43200,155.6,0.86,13.3,7,12.7,0.12,10,0,0.81
,14:10:10,4,43200,156.6,0.86,13.3,7,12.7,0.12,10,0.1,0.81
,14:10:11,4,43200,157.6,0.86,13.3,7,12.7,0.124,10,0,0.81
,14:10:12,4,43200,158.6,0.86,13.3,7,12.7,0.129,10,0.1,0.81
,14:10:13,4,43200,159.6,0.86,13.3,7,12.8,0.129,10,0.1,0.81
,14:10:14,4,43200,160.6,0.86,13.3,7,12.8,0.129,10,0,0.81
,14:10:15,4,43200,161.6,0.86,13.3,7,12.8,0.124,10,0.1,0.8
,14:10:16,4,43200,162.6,0.86,13.3,7,12.9,0.124,10,0,0.81
,14:10:17,4,43200,163.6,0.86,13.3,7,12.9,0.124,10,0.1,0.81
,14:10:18,4,43200,164.6,0.86,13.3,7,12.9,0.129,10,0,0.81
,14:10:19,4,43200,165.6,0.86,13.3,7,12.9,0.129,10,0,0.81
,14:10:20,4,43200,166.6,0.86,13.3,7,12.9,0.124,10,0.1,0.8
,14:10:21,4,43200,167.6,0.86,13.3,7,13,0.12,10,0.1,0.8
,14:10:22,4,43200,168.6,0.86,13.3,7,13,0.124,10,0,0.81
,14:10:23,4,43200,169.6,0.86,13.3,7,13,0.13,10,0,0.81
,14:10:24,4,43200,170.6,0.86,13.3,7,13,0.13,10,0,0.81
,14:10:25,4,43200,171.6,0.86,13.3,7,13,0.13,10,0,0.81
,14:10:26,4,43200,172.6,0.86,13.3,7,13,0.125,10,0,0.81
,14:10:27,4,43200,173.6,0.86,13.3,7,13,0.124,10,0,0.81
,14:10:28,4,43200,174.6,0.86,13.3,7,13.1,0.124,10,0,0.81
,14:10:29,4,43200,175.6,0.86,13.3,7,13.1,0.129,10,0,0.81
,14:10:30,4,43200,176.6,0.86,13.3,7,13.1,0.13,10,0.1,0.81
,14:10:31,4,43200,177.6,0.87,13.3,7,13.1,0.13,10,0,0.81
,14:10:32,4,43200,178.6,0.87,13.3,7,13.2,0.126,10,0,0.81
,14:10:33,4,43200,179.6,0.87,13.3,7,13.2,0.126,10,0.1,0.82
,14:10:34,4,43200,180.6,0.87,13.3,7,13.2,0.13,10,0.1,0.81
,14:10:35,4,43200,181.6,0.87,13.3,7,13.2,0.13,10,0,0.81
,14:10:36,4,43200,182.6,0.86,13.3,7,13.2,0.13,10,0.1,0.81
,14:10:37,4,43200,183.6,0.87,13.3,7,13.3,0.13,10,0.1,0.81
,14:10:38,4,43200,184.6,0.87,13.3,7,13.3,0.13,10,0.1,0.81
,14:10:39,4,43200,185.6,0.87,13.3,7,13.3,0.126,10,0,0.81
,14:10:40,4,43200,186.6,0.87,13.3,7,13.3,0.126,10,0.1,0.81
,14:10:41,4,43200,187.6,0.87,13.3,7,13.4,0.131,10,0,0.82
,14:10:42,4,43200,188.6,0.87,13.3,7,13.4,0.131,10,0,0.82
,14:10:43,4,43200,189.6,0.87,13.3,7,13.4,0.131,10,0,0.82
,14:10:44,4,43200,190.6,0.87,13.3,7,13.4,0.126,10,0,0.82
,14:10:45,4,43200,191.6,0.88,13.3,7,13.4,0.127,10,0,0.82
,14:10:46,4,43200,192.6,0.88,13.3,7,13.4,0.127,10,0,0.82
,14:10:47,4,43200,193.6,0.88,13.3,7,13.4,0.131,10,0.1,0.82
,14:10:48,4,43200,194.6,0.88,13.3,6,13.4,0.137,10,0,0.82
,14:10:49,4,43200,195.6,0.88,13.3,7,13.5,0.131,10,0,0.82
,14:10:50,4,43200,196.6,0.88,13.3,7,13.5,0.131,10,0.1,0.82
,14:10:51,4,43200,197.6,0.88,13.3,7,13.5,0.122,10,0.1,0.82
,14:10:52,4,43200,198.6,0.88,13.3,7,13.5,0.127,10,0.1,0.82
,14:10:53,4,43200,199.6,0.87,13.3,7,13.5,0.126,10,0,0.82
,14:10:54,4,43200,200.6,0.87,13.3,7,13.5,0.131,10,0,0.82
,14:10:55,4,43200,201.6,0.87,13.3,7,13.6,0.13,10,0.1,0.82
,14:10:56,4,43200,202.6,0.87,13.3,7,13.6,0.131,10,0.1,0.82
,14:10:57,4,43200,203.6,0.88,13.3,7,13.6,0.131,10,0.1,0.82
,14:10:58,4,43200,204.6,0.88,13.3,7,13.6,0.127,10,0,0.83
,14:10:59,4,43200,205.6,0.88,13.3,7,13.6,0.122,10,0.1,0.82
,14:11:00,4,43200,206.6,0.88,13.3,7,13.6,0.127,10,0.1,0.82
,14:11:01,4,43200,207.6,0.88,13.3,7,13.6,0.132,10,0,0.82
,14:11:02,4,43200,208.6,0.88,13.3,7,13.7,0.132,10,0,0.82
,14:11:03,4,43200,209.6,0.88,13.3,7,13.7,0.132,10,0.1,0.82
,14:11:04,4,43200,210.6,0.88,13.3,7,13.7,0.131,10,0,0.82
,14:11:05,4,43200,211.6,0.88,13.3,7,13.7,0.132,10,0,0.82
,14:11:06,4,43200,212.6,0.88,13.3,7,13.7,0.132,10,0,0.83
,14:11:07,4,43200,213.6,0.88,13.3,7,13.7,0.132,10,0,0.83
,14:11:08,4,43200,214.6,0.88,13.3,7,13.7,0.132,10,0.1,0.82
,14:11:09,4,43200,215.6,0.87,13.3,7,13.7,0.131,10,0,0.82
,14:11:10,4,43200,216.6,0.87,13.3,7,13.7,0.131,10,0,0.82
,14:11:11,4,43200,217.6,0.87,13.3,7,13.7,0.126,10,0.1,0.82
,14:11:12,4,43200,218.6,0.88,13.3,7,13.7,0.118,10,0,0.82
,14:11:13,4,43200,219.6,0.88,13.3,7,13.7,0.122,10,0,0.82
,14:11:14,4,43200,220.6,0.88,13.3,7,13.7,0.127,10,0,0.82
,14:11:15,4,43200,221.6,0.88,13.3,7,13.8,0.127,10,0.1,0.83
,14:11:16,4,43200,222.6,0.88,13.3,7,13.8,0.127,10,0,0.83
,14:11:17,4,43200,223.6,0.88,13.3,7,13.8,0.128,10,0,0.83
,14:11:18,4,43200,224.6,0.88,13.3,7,13.8,0.127,10,0,0.82
,14:11:19,4,43200,225.6,0.88,13.3,7,13.8,0.122,10,0,0.82
,14:11:20,4,43200,226.6,0.88,13.3,7,13.8,0.122,10,0,0.82
,14:11:21,4,43200,227.6,0.87,13.3,7,13.8,0.126,10,0,0.82
,14:11:22,4,43200,228.6,0.87,13.3,7,13.8,0.126,10,0.1,0.81
,14:11:23,4,43200,229.6,0.86,13.3,7,13.8,0.125,10,0.1,0.81
,14:11:24,4,43200,230.6,0.87,13.3,7,13.8,0.125,10,0.1,0.81
,14:11:25,4,43200,231.6,0.87,13.3,7,13.8,0.125,10,0.1,0.81
,14:11:26,4,43200,232.6,0.87,13.3,6,13.8,0.135,10,0,0.81
,14:11:27,4,43200,233.6,0.87,13.3,7,13.8,0.13,10,0,0.81
,14:11:28,4,43200,234.6,0.87,13.3,7,13.8,0.126,10,0,0.81
,14:11:29,4,43200,235.6,0.87,13.3,7,13.9,0.126,10,0,0.82
,14:11:30,4,43200,236.6,0.87,13.3,7,13.9,0.13,10,0,0.81
,14:11:31,4,43200,237.6,0.87,13.3,7,13.9,0.13,10,0,0.81
,14:11:32,4,43200,238.6,0.87,13.3,7,13.9,0.13,10,0.1,0.81
,14:11:33,4,43200,239.6,0.87,13.3,7,13.9,0.13,10,0.1,0.81
,14:11:34,4,43200,240.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:11:35,4,43200,241.6,0.88,13.3,7,13.9,0.131,10,0,0.82
,14:11:36,4,43200,242.6,0.88,13.3,7,13.9,0.127,10,0.1,0.82
,14:11:37,4,43200,243.6,0.88,13.3,7,13.9,0.127,10,0,0.82
,14:11:38,4,43200,244.6,0.88,13.3,7,13.9,0.132,10,0,0.83
,14:11:39,4,43200,245.6,0.88,13.3,7,13.9,0.132,10,0,0.82
,14:11:40,4,43200,246.6,0.88,13.3,7,13.9,0.131,10,0,0.82
,14:11:41,4,43200,247.6,0.88,13.3,7,14,0.132,10,0,0.82
,14:11:42,4,43200,248.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:11:43,4,43200,249.6,0.88,13.3,7,14,0.127,10,0,0.83
,14:11:44,4,43200,250.6,0.88,13.3,7,14,0.127,10,0.1,0.83
,14:11:45,4,43200,251.6,0.88,13.3,7,14,0.133,10,0,0.83
,14:11:46,4,43200,252.6,0.88,13.3,7,14,0.133,10,0,0.83
,14:11:47,4,43200,253.6,0.88,13.3,7,14,0.133,10,0,0.83
,14:11:48,4,43200,254.6,0.89,13.3,7,14,0.128,10,0,0.83
,14:11:49,4,43200,255.6,0.88,13.3,7,14,0.123,10,0,0.83
,14:11:50,4,43200,256.6,0.88,13.3,7,14,0.123,10,0,0.83
,14:11:51,4,43200,257.6,0.88,13.3,7,14,0.127,10,0,0.83
,14:11:52,4,43200,258.6,0.88,13.3,7,14,0.127,10,0,0.83
,14:11:53,4,43200,259.6,0.88,13.3,7,14,0.128,10,0.1,0.83
,14:11:54,4,43200,260.6,0.88,13.3,7,14,0.128,10,0,0.83
,14:11:55,4,43200,261.6,0.88,13.3,7,14,0.128,10,0.1,0.83
,14:11:56,4,43200,262.6,0.88,13.3,7,14,0.123,10,0,0.83
,14:11:57,4,43200,263.6,0.88,13.3,7,14,0.127,10,0,0.83
,14:11:58,4,43200,264.6,0.88,13.3,7,14,0.132,10,0.1,0.82
,14:11:59,4,43200,265.6,0.87,13.3,7,14,0.131,10,0.1,0.82
,14:12:00,4,43200,266.6,0.87,13.3,7,14,0.126,10,0,0.82
,14:12:01,4,43200,267.6,0.87,13.3,7,14,0.121,10,0,0.81
,14:12:02,4,43200,268.6,0.87,13.3,7,14,0.126,10,0.1,0.81
,14:12:03,4,43200,269.6,0.86,13.3,7,14,0.13,10,0,0.81
,14:12:04,4,43200,270.6,0.87,13.3,7,14,0.13,10,0,0.81
,14:12:05,4,43200,271.6,0.87,13.3,7,14,0.131,10,0.1,0.82
,14:12:06,4,43200,272.6,0.88,13.3,7,14,0.127,10,0.1,0.82
,14:12:07,4,43200,273.6,0.88,13.3,7,14,0.123,10,0,0.83
,14:12:08,4,43200,274.6,0.88,13.3,7,14,0.122,10,0.1,0.82
,14:12:09,4,43200,275.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:10,4,43200,276.6,0.87,13.3,7,14,0.131,10,0,0.82
,14:12:11,4,43200,277.6,0.87,13.3,7,14,0.131,10,0,0.82
,14:12:12,4,43200,278.6,0.87,13.3,7,14,0.126,10,0.1,0.82
,14:12:13,4,43200,279.6,0.88,13.3,7,14,0.127,10,0.1,0.82
,14:12:14,4,43200,280.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:15,4,43200,281.6,0.88,13.3,7,14,0.132,10,0,0.82
,14:12:16,4,43200,282.6,0.88,13.3,7,14,0.132,10,0,0.82
,14:12:17,4,43200,283.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:18,4,43200,284.6,0.88,13.3,7,14,0.122,10,0,0.82
,14:12:19,4,43200,285.6,0.88,13.3,7,14,0.122,10,0.1,0.82
,14:12:20,4,43200,286.6,0.88,13.3,7,14,0.131,10,0,0.82
,14:12:21,4,43200,287.6,0.88,13.3,7,14,0.131,10,0,0.82
,14:12:22,4,43200,288.6,0.88,13.3,7,14,0.131,10,0.1,0.82
,14:12:23,4,43200,289.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:24,4,43200,290.6,0.88,13.3,7,14,0.127,10,0.1,0.82
,14:12:25,4,43200,291.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:26,4,43200,292.6,0.88,13.3,7,14,0.131,10,0,0.82
,14:12:27,4,43200,293.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:28,4,43200,294.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:29,4,43200,295.6,0.87,13.3,7,14,0.126,10,0.1,0.82
,14:12:30,4,43200,296.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:31,4,43200,297.6,0.88,13.3,7,14,0.132,10,0.1,0.82
,14:12:32,4,43200,298.6,0.88,13.3,7,14,0.127,10,0.1,0.82
,14:12:33,4,43200,299.6,0.88,13.3,7,14,0.127,10,0.1,0.83
,14:12:34,4,43200,300.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:35,4,43200,301.6,0.88,13.3,7,14,0.127,10,0,0.82
,14:12:36,4,43200,302.6,0.87,13.3,7,14,0.126,10,0,0.82
,14:12:37,4,43200,303.6,0.87,13.3,7,14,0.126,10,0,0.82
,14:12:38,4,43200,304.6,0.87,13.3,7,13.9,0.126,10,0,0.82
,14:12:39,4,43200,305.6,0.87,13.3,7,13.9,0.126,10,0.1,0.82
,14:12:40,4,43200,306.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:12:41,4,43200,307.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:12:42,4,43200,308.6,0.87,13.3,7,13.9,0.126,10,0.1,0.82
,14:12:43,4,43200,309.6,0.87,13.3,7,13.9,0.126,10,0,0.82
,14:12:44,4,43200,310.6,0.87,13.3,7,13.9,0.126,10,0,0.82
,14:12:45,4,43200,311.6,0.87,13.3,7,13.9,0.131,10,0.1,0.82
,14:12:46,4,43200,312.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:12:47,4,43200,313.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:12:48,4,43200,314.6,0.87,13.3,7,13.9,0.131,10,0,0.82
,14:12:49,4,43200,315.6,0.88,13.3,7,13.9,0.127,10,0,0.82
,14:12:50,4,43200,316.6,0.88,13.3,7,13.9,0.127,10,0,0.82
,14:12:51,4,43200,317.6,0.88,13.3,7,13.9,0.127,10,0,0.82
,14:12:52,4,43200,318.6,0.88,13.3,7,13.9,0.127,10,0,0.82
,14:12:53,4,43200,319.6,0.88,13.3,7,13.9,0.131,10,0,0.82
,14:12:54,4,43200,320.6,0.88,13.3,7,13.9,0.132,10,0,0.82
,14:12:55,4,43200,321.6,0.88,13.3,7,13.9,0.123,10,0.1,0.83
,14:12:56,4,43200,322.6,0.88,13.3,7,13.9,0.123,10,0.1,0.83
,14:12:57,4,43200,323.6,0.88,13.3,7,13.9,0.128,10,0,0.83
,14:12:58,4,43200,324.6,0.88,13.3,7,13.9,0.127,10,0,0.83
,14:12:59,4,43200,325.6,0.88,13.3,7,13.9,0.133,10,0,0.83
,14:13:00,4,43200,326.6,0.88,13.3,7,13.9,0.132,10,0.1,0.83
,14:13:01,4,43200,327.6,0.88,13.3,7,13.9,0.132,10,0,0.83
,14:13:02,4,43200,328.6,0.88,13.3,7,13.9,0.127,10,0,0.83
,14:13:03,4,43200,329.6,0.88,13.3,7,13.8,0.127,10,0,0.82
,14:13:04,4,43200,330.6,0.88,13.3,7,13.8,0.131,10,0,0.82
,14:13:05,4,43200,331.6,0.88,13.3,7,13.8,0.131,10,0,0.82
,14:13:06,4,43200,332.6,0.88,13.3,7,13.8,0.132,10,0.1,0.82
,14:13:07,4,43200,333.6,0.88,13.3,7,13.8,0.132,10,0,0.82
,14:13:08,4,43200,334.6,0.88,13.3,7,13.8,0.127,10,0,0.82
,14:13:09,4,43200,335.6,0.88,13.3,7,13.8,0.123,10,0,0.82
,14:13:10,4,43200,336.6,0.88,13.3,7,13.8,0.127,10,0,0.82
,14:13:11,4,43200,337.6,0.88,13.3,7,13.8,0.127,10,0,0.82
,14:13:12,4,43200,338.6,0.87,13.3,7,13.8,0.126,10,0,0.82
,14:13:13,4,43200,339.6,0.87,13.3,7,13.8,0.131,10,0,0.82
,14:13:14,4,43200,340.6,0.87,13.3,7,13.8,0.131,10,0,0.82
,14:13:15,4,43200,341.6,0.87,13.3,7,13.8,0.126,10,0,0.81
,14:13:16,4,43200,342.6,0.87,13.3,7,13.7,0.121,10,0,0.81
,14:13:17,4,43200,343.6,0.87,13.3,7,13.7,0.126,10,0.1,0.81
,14:13:18,4,43200,344.6,0.87,13.3,7,13.7,0.126,10,0.1,0.82
,14:13:19,4,43200,345.6,0.88,13.3,7,13.7,0.127,10,0,0.82
,14:13:20,4,43200,346.6,0.88,13.3,7,13.7,0.132,10,0,0.82
,14:13:21,4,43200,347.6,0.88,13.3,7,13.7,0.132,10,0.1,0.82
,14:13:22,4,43200,348.6,0.88,13.3,7,13.7,0.132,10,0,0.82
,14:13:23,4,43200,349.6,0.88,13.3,7,13.7,0.127,10,0,0.83
,14:13:24,4,43200,350.6,0.88,13.3,7,13.7,0.127,10,0,0.83
,14:13:25,4,43200,351.6,0.88,13.3,7,13.7,0.127,10,0,0.83
,14:13:26,4,43200,352.6,0.88,13.3,7,13.7,0.132,10,0,0.82
,14:13:27,4,43200,353.6,0.88,13.3,7,13.7,0.127,10,0,0.82
,14:13:28,4,43200,354.6,0.87,13.3,7,13.7,0.126,10,0,0.82
,14:13:29,4,43200,355.6,0.87,13.3,7,13.7,0.122,10,0,0.82
,14:13:30,4,43200,356.6,0.87,13.3,7,13.7,0.122,10,0.1,0.82
,14:13:31,4,43200,357.6,0.87,13.3,7,13.7,0.122,10,0,0.82
,14:13:32,4,43200,358.6,0.87,13.3,7,13.7,0.126,10,0,0.82
,14:13:33,4,43200,359.6,0.87,13.3,7,13.6,0.126,10,0,0.82
,14:13:34,4,43200,360.6,0.87,13.3,7,13.6,0.131,10,0.1,0.82
,14:13:35,4,43200,361.6,0.87,13.3,7,13.6,0.126,10,0,0.82
,14:13:36,4,43200,362.6,0.87,13.3,7,13.6,0.126,10,0,0.82
,14:13:37,4,43200,363.6,0.87,13.3,7,13.6,0.121,10,0.1,0.81
,14:13:38,4,43200,364.6,0.87,13.3,7,13.6,0.126,10,0,0.82
,14:13:39,4,43200,365.6,0.87,13.3,7,13.6,0.126,10,0,0.82
,14:13:40,4,43200,366.6,0.87,13.3,7,13.6,0.131,10,0,0.82
,14:13:41,4,43200,367.6,0.87,13.3,7,13.6,0.131,10,0,0.82
,14:13:42,4,43200,368.6,0.87,13.3,7,13.6,0.126,10,0,0.81
,14:13:43,4,43200,369.6,0.87,13.3,7,13.6,0.126,10,0,0.81
,14:13:44,4,43200,370.6,0.87,13.3,7,13.6,0.126,10,0.1,0.81
,14:13:45,4,43200,371.6,0.87,13.3,7,13.6,0.13,10,0,0.81
