Data file,,SORONA_ISO10_12C_004_12HOURTEST.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_PEEK_15MM_12DEG_12HRS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,03/04/2016,,,,,,,,,,
Lubricant,,ISO10,,,,,,,,,,
Specimens,,Sorona on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,12 Hour Test,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 14:07:33 on 03/04/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,21:30:54,4,43200,26600.6,0.71,13.3,7,13.5,0.102,10,2.3,0.66
,21:30:55,4,43200,26601.6,0.71,13.3,7,13.5,0.102,10,2.3,0.66
,21:30:56,4,43200,26602.6,0.71,13.3,7,13.5,0.099,10,2.3,0.66
,21:30:57,4,43200,26603.6,0.71,13.3,7,13.5,0.102,10,2.3,0.66
,21:30:58,4,43200,26604.6,0.7,13.3,7,13.5,0.106,10,2.3,0.66
,21:30:59,4,43200,26605.6,0.7,13.3,6,13.5,0.109,10,2.2,0.66
,21:31:00,4,43200,26606.6,0.7,13.3,6,13.5,0.109,10,2.3,0.65
,21:31:01,4,43200,26607.6,0.7,13.3,7,13.5,0.105,10,2.3,0.66
,21:31:02,4,43200,26608.6,0.71,13.3,7,13.5,0.106,10,2.3,0.66
,21:31:03,4,43200,26609.6,0.71,13.3,7,13.5,0.107,10,2.3,0.67
,21:31:04,4,43200,26610.6,0.72,13.3,7,13.5,0.104,10,2.3,0.67
,21:31:05,4,43200,26611.6,0.72,13.3,7,13.6,0.1,10,2.3,0.67
,21:31:06,4,43200,26612.6,0.71,13.3,7,13.6,0.096,10,2.3,0.67
,21:31:07,4,43200,26613.6,0.71,13.3,7,13.6,0.099,10,2.3,0.66
,21:31:08,4,43200,26614.6,0.71,13.3,7,13.6,0.102,10,2.3,0.66
,21:31:09,4,43200,26615.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:10,4,43200,26616.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:11,4,43200,26617.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:12,4,43200,26618.6,0.71,13.3,7,13.6,0.102,10,2.3,0.67
,21:31:13,4,43200,26619.6,0.71,13.3,7,13.6,0.103,10,2.3,0.67
,21:31:14,4,43200,26620.6,0.71,13.3,7,13.6,0.103,10,2.3,0.67
,21:31:15,4,43200,26621.6,0.71,13.3,7,13.6,0.099,10,2.3,0.67
,21:31:16,4,43200,26622.6,0.71,13.3,7,13.6,0.102,10,2.3,0.67
,21:31:17,4,43200,26623.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:18,4,43200,26624.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:19,4,43200,26625.6,0.71,13.3,7,13.6,0.106,10,2.3,0.66
,21:31:20,4,43200,26626.6,0.71,13.3,7,13.6,0.102,10,2.3,0.66
,21:31:21,4,43200,26627.6,0.71,13.3,7,13.6,0.102,10,2.3,0.66
,21:31:22,4,43200,26628.6,0.71,13.3,7,13.6,0.099,10,2.3,0.67
,21:31:23,4,43200,26629.6,0.71,13.3,7,13.7,0.099,10,2.3,0.67
,21:31:24,4,43200,26630.6,0.71,13.3,7,13.7,0.099,10,2.3,0.66
,21:31:25,4,43200,26631.6,0.7,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:26,4,43200,26632.6,0.7,13.3,7,13.7,0.105,10,2.3,0.66
,21:31:27,4,43200,26633.6,0.7,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:28,4,43200,26634.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:29,4,43200,26635.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:30,4,43200,26636.6,0.71,13.3,7,13.7,0.098,10,2.3,0.66
,21:31:31,4,43200,26637.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:31:32,4,43200,26638.6,0.7,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:33,4,43200,26639.6,0.7,13.3,6,13.7,0.11,10,2.3,0.66
,21:31:34,4,43200,26640.6,0.7,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:35,4,43200,26641.6,0.7,13.3,7,13.7,0.105,10,2.3,0.66
,21:31:36,4,43200,26642.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:31:37,4,43200,26643.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:31:38,4,43200,26644.6,0.7,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:39,4,43200,26645.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:40,4,43200,26646.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:41,4,43200,26647.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:42,4,43200,26648.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:43,4,43200,26649.6,0.71,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:44,4,43200,26650.6,0.71,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:45,4,43200,26651.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:46,4,43200,26652.6,0.71,13.3,7,13.7,0.106,10,2.3,0.66
,21:31:47,4,43200,26653.6,0.7,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:48,4,43200,26654.6,0.7,13.3,7,13.7,0.102,10,2.3,0.66
,21:31:49,4,43200,26655.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:31:50,4,43200,26656.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:31:51,4,43200,26657.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:31:52,4,43200,26658.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:31:53,4,43200,26659.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:31:54,4,43200,26660.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:31:55,4,43200,26661.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:31:56,4,43200,26662.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:31:57,4,43200,26663.6,0.7,13.3,7,13.7,0.104,10,2.3,0.65
,21:31:58,4,43200,26664.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:31:59,4,43200,26665.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:00,4,43200,26666.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:01,4,43200,26667.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:32:02,4,43200,26668.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:32:03,4,43200,26669.6,0.7,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:04,4,43200,26670.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:05,4,43200,26671.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:06,4,43200,26672.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:07,4,43200,26673.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:08,4,43200,26674.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:32:09,4,43200,26675.6,0.7,13.3,7,13.7,0.101,10,2.2,0.65
,21:32:10,4,43200,26676.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:11,4,43200,26677.6,0.7,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:12,4,43200,26678.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:13,4,43200,26679.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:14,4,43200,26680.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:15,4,43200,26681.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:32:16,4,43200,26682.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:17,4,43200,26683.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:18,4,43200,26684.6,0.69,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:19,4,43200,26685.6,0.7,13.3,7,13.7,0.104,10,2.3,0.65
,21:32:20,4,43200,26686.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:32:21,4,43200,26687.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:22,4,43200,26688.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:23,4,43200,26689.6,0.7,13.3,7,13.7,0.105,10,2.3,0.66
,21:32:24,4,43200,26690.6,0.7,13.3,7,13.7,0.101,10,2.3,0.66
,21:32:25,4,43200,26691.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:32:26,4,43200,26692.6,0.7,13.3,7,13.7,0.098,10,2.3,0.66
,21:32:27,4,43200,26693.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:32:28,4,43200,26694.6,0.7,13.3,7,13.7,0.105,10,2.3,0.65
,21:32:29,4,43200,26695.6,0.7,13.3,7,13.7,0.101,10,2.3,0.65
,21:32:30,4,43200,26696.6,0.7,13.3,7,13.6,0.101,10,2.3,0.65
,21:32:31,4,43200,26697.6,0.7,13.3,7,13.6,0.101,10,2.3,0.65
,21:32:32,4,43200,26698.6,0.7,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:33,4,43200,26699.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:34,4,43200,26700.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:35,4,43200,26701.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:36,4,43200,26702.6,0.7,13.3,7,13.6,0.101,10,2.3,0.66
,21:32:37,4,43200,26703.6,0.7,13.3,7,13.6,0.101,10,2.3,0.66
,21:32:38,4,43200,26704.6,0.7,13.3,7,13.6,0.101,10,2.3,0.66
,21:32:39,4,43200,26705.6,0.7,13.3,7,13.6,0.101,10,2.3,0.65
,21:32:40,4,43200,26706.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:41,4,43200,26707.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:42,4,43200,26708.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:43,4,43200,26709.6,0.69,13.3,7,13.6,0.099,10,2.3,0.64
,21:32:44,4,43200,26710.6,0.69,13.3,7,13.6,0.099,10,2.3,0.64
,21:32:45,4,43200,26711.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:46,4,43200,26712.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:47,4,43200,26713.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:48,4,43200,26714.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:49,4,43200,26715.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:50,4,43200,26716.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:51,4,43200,26717.6,0.69,13.3,7,13.6,0.1,10,2.3,0.65
,21:32:52,4,43200,26718.6,0.69,13.3,7,13.5,0.104,10,2.3,0.65
,21:32:53,4,43200,26719.6,0.69,13.3,7,13.6,0.104,10,2.3,0.65
,21:32:54,4,43200,26720.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:32:55,4,43200,26721.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:32:56,4,43200,26722.6,0.69,13.3,7,13.5,0.099,10,2.3,0.64
,21:32:57,4,43200,26723.6,0.69,13.3,7,13.5,0.103,10,2.3,0.64
,21:32:58,4,43200,26724.6,0.69,13.3,7,13.5,0.099,10,2.3,0.64
,21:32:59,4,43200,26725.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:00,4,43200,26726.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:01,4,43200,26727.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:02,4,43200,26728.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:03,4,43200,26729.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:04,4,43200,26730.6,0.69,13.3,7,13.5,0.1,10,2.3,0.65
,21:33:05,4,43200,26731.6,0.7,13.3,7,13.5,0.101,10,2.3,0.65
,21:33:06,4,43200,26732.6,0.7,13.3,7,13.5,0.101,10,2.3,0.65
,21:33:07,4,43200,26733.6,0.7,13.3,7,13.5,0.104,10,2.3,0.65
,21:33:08,4,43200,26734.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:09,4,43200,26735.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:10,4,43200,26736.6,0.69,13.3,7,13.4,0.1,10,2.3,0.65
,21:33:11,4,43200,26737.6,0.69,13.3,7,13.4,0.1,10,2.3,0.65
,21:33:12,4,43200,26738.6,0.7,13.3,7,13.4,0.101,10,2.3,0.65
,21:33:13,4,43200,26739.6,0.7,13.3,7,13.4,0.101,10,2.3,0.66
,21:33:14,4,43200,26740.6,0.7,13.3,7,13.4,0.101,10,2.3,0.66
,21:33:15,4,43200,26741.6,0.7,13.3,7,13.4,0.101,10,2.3,0.65
,21:33:16,4,43200,26742.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:17,4,43200,26743.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:18,4,43200,26744.6,0.7,13.3,7,13.4,0.101,10,2.3,0.65
,21:33:19,4,43200,26745.6,0.7,13.3,7,13.4,0.101,10,2.3,0.65
,21:33:20,4,43200,26746.6,0.7,13.3,7,13.4,0.101,10,2.3,0.65
,21:33:21,4,43200,26747.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:22,4,43200,26748.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:23,4,43200,26749.6,0.69,13.3,7,13.4,0.104,10,2.3,0.65
,21:33:24,4,43200,26750.6,0.7,13.3,7,13.3,0.104,10,2.3,0.65
,21:33:25,4,43200,26751.6,0.7,13.3,7,13.3,0.105,10,2.3,0.65
,21:33:26,4,43200,26752.6,0.7,13.3,7,13.3,0.101,10,2.3,0.65
,21:33:27,4,43200,26753.6,0.7,13.3,7,13.3,0.105,10,2.3,0.65
,21:33:28,4,43200,26754.6,0.7,13.3,7,13.3,0.101,10,2.3,0.66
,21:33:29,4,43200,26755.6,0.7,13.3,7,13.3,0.101,10,2.3,0.66
,21:33:30,4,43200,26756.6,0.7,13.3,7,13.3,0.101,10,2.3,0.65
,21:33:31,4,43200,26757.6,0.69,13.3,7,13.3,0.1,10,2.3,0.65
,21:33:32,4,43200,26758.6,0.69,13.3,7,13.3,0.1,10,2.3,0.65
,21:33:33,4,43200,26759.6,0.69,13.3,7,13.3,0.1,10,2.3,0.65
,21:33:34,4,43200,26760.6,0.7,13.3,7,13.3,0.101,10,2.3,0.65
,21:33:35,4,43200,26761.6,0.7,13.3,7,13.3,0.101,10,2.3,0.65
,21:33:36,4,43200,26762.6,0.7,13.3,7,13.3,0.101,10,2.3,0.65
,21:33:37,4,43200,26763.6,0.69,13.3,7,13.2,0.1,10,2.3,0.65
,21:33:38,4,43200,26764.6,0.69,13.3,7,13.2,0.1,10,2.3,0.65
,21:33:39,4,43200,26765.6,0.69,13.3,7,13.2,0.103,10,2.3,0.64
,21:33:40,4,43200,26766.6,0.69,13.3,7,13.2,0.103,10,2.3,0.64
,21:33:41,4,43200,26767.6,0.69,13.3,7,13.2,0.099,10,2.3,0.64
,21:33:42,4,43200,26768.6,0.69,13.3,7,13.2,0.099,10,2.3,0.64
,21:33:43,4,43200,26769.6,0.69,13.3,7,13.2,0.099,10,2.3,0.64
,21:33:44,4,43200,26770.6,0.69,13.3,7,13.2,0.103,10,2.3,0.64
,21:33:45,4,43200,26771.6,0.69,13.3,7,13.2,0.096,10,2.3,0.64
,21:33:46,4,43200,26772.6,0.69,13.3,7,13.2,0.096,10,2.3,0.65
,21:33:47,4,43200,26773.6,0.69,13.3,7,13.1,0.103,10,2.3,0.64
,21:33:48,4,43200,26774.6,0.69,13.3,6,13.1,0.107,10,2.3,0.64
,21:33:49,4,43200,26775.6,0.69,13.3,6,13.1,0.107,10,2.3,0.64
,21:33:50,4,43200,26776.6,0.69,13.3,7,13.1,0.103,10,2.3,0.64
,21:33:51,4,43200,26777.6,0.69,13.3,7,13.1,0.099,10,2.3,0.64
,21:33:52,4,43200,26778.6,0.69,13.3,7,13.1,0.099,10,2.3,0.64
,21:33:53,4,43200,26779.6,0.69,13.3,7,13.1,0.103,10,2.3,0.64
,21:33:54,4,43200,26780.6,0.69,13.3,7,13.1,0.103,10,2.3,0.64
,21:33:55,4,43200,26781.6,0.69,13.3,7,13.1,0.099,10,2.3,0.64
,21:33:56,4,43200,26782.6,0.69,13.3,7,13.1,0.1,10,2.3,0.65
,21:33:57,4,43200,26783.6,0.69,13.3,7,13.1,0.103,10,2.3,0.64
,21:33:58,4,43200,26784.6,0.69,13.3,7,13.1,0.099,10,2.3,0.64
,21:33:59,4,43200,26785.6,0.69,13.3,7,13.1,0.099,10,2.3,0.64
,21:34:00,4,43200,26786.6,0.69,13.3,7,13,0.096,10,2.3,0.64
,21:34:01,4,43200,26787.6,0.69,13.3,7,13,0.096,10,2.3,0.64
,21:34:02,4,43200,26788.6,0.69,13.3,7,13,0.103,10,2.3,0.64
,21:34:03,4,43200,26789.6,0.69,13.3,7,13,0.099,10,2.3,0.64
,21:34:04,4,43200,26790.6,0.69,13.3,7,13,0.103,10,2.3,0.64
,21:34:05,4,43200,26791.6,0.69,13.3,7,13,0.103,10,2.3,0.64
,21:34:06,4,43200,26792.6,0.69,13.3,7,13,0.103,10,2.3,0.64
,21:34:07,4,43200,26793.6,0.69,13.3,7,13,0.104,10,2.3,0.65
,21:34:08,4,43200,26794.6,0.69,13.3,7,12.9,0.099,10,2.3,0.64
,21:34:09,4,43200,26795.6,0.69,13.3,7,12.9,0.096,10,2.3,0.65
,21:34:10,4,43200,26796.6,0.69,13.3,7,13,0.1,10,2.3,0.65
,21:34:11,4,43200,26797.6,0.69,13.3,7,12.9,0.104,10,2.3,0.65
,21:34:12,4,43200,26798.6,0.7,13.3,7,12.9,0.101,10,2.3,0.65
,21:34:13,4,43200,26799.6,0.69,13.3,7,12.9,0.1,10,2.3,0.65
,21:34:14,4,43200,26800.6,0.69,13.3,7,12.9,0.1,10,2.3,0.65
,21:34:15,4,43200,26801.6,0.69,13.3,7,12.9,0.104,10,2.3,0.65
,21:34:16,4,43200,26802.6,0.69,13.3,7,12.9,0.104,10,2.3,0.65
,21:34:17,4,43200,26803.6,0.69,13.3,7,12.9,0.1,10,2.3,0.65
,21:34:18,4,43200,26804.6,0.69,13.3,7,12.9,0.096,10,2.3,0.64
,21:34:19,4,43200,26805.6,0.69,13.3,7,12.8,0.096,10,2.3,0.64
,21:34:20,4,43200,26806.6,0.69,13.3,7,12.8,0.099,10,2.3,0.64
,21:34:21,4,43200,26807.6,0.69,13.3,7,12.8,0.103,10,2.3,0.64
,21:34:22,4,43200,26808.6,0.69,13.3,7,12.8,0.104,10,2.3,0.65
,21:34:23,4,43200,26809.6,0.69,13.3,7,12.8,0.1,10,2.3,0.65
,21:34:24,4,43200,26810.6,0.69,13.3,7,12.8,0.099,10,2.3,0.64
,21:34:25,4,43200,26811.6,0.68,13.3,7,12.8,0.102,10,2.3,0.64
,21:34:26,4,43200,26812.6,0.69,13.3,7,12.8,0.103,10,2.3,0.64
,21:34:27,4,43200,26813.6,0.69,13.3,7,12.8,0.099,10,2.3,0.65
,21:34:28,4,43200,26814.6,0.69,13.3,7,12.8,0.104,10,2.3,0.65
,21:34:29,4,43200,26815.6,0.7,13.3,7,12.8,0.104,10,2.3,0.65
,21:34:30,4,43200,26816.6,0.69,13.3,7,12.7,0.104,10,2.3,0.65
,21:34:31,4,43200,26817.6,0.69,13.3,7,12.7,0.104,10,2.3,0.65
,21:34:32,4,43200,26818.6,0.69,13.3,7,12.7,0.104,10,2.3,0.65
,21:34:33,4,43200,26819.6,0.69,13.3,7,12.7,0.104,10,2.3,0.65
,21:34:34,4,43200,26820.6,0.69,13.3,7,12.7,0.099,10,2.3,0.64
,21:34:35,4,43200,26821.6,0.69,13.3,7,12.7,0.099,10,2.3,0.64
,21:34:36,4,43200,26822.6,0.69,13.3,7,12.7,0.1,10,2.3,0.65
,21:34:37,4,43200,26823.6,0.69,13.3,7,12.7,0.104,10,2.3,0.65
,21:34:38,4,43200,26824.6,0.69,13.3,7,12.6,0.104,10,2.3,0.65
,21:34:39,4,43200,26825.6,0.69,13.3,7,12.6,0.103,10,2.3,0.64
,21:34:40,4,43200,26826.6,0.69,13.3,7,12.6,0.099,10,2.3,0.64
,21:34:41,4,43200,26827.6,0.69,13.3,7,12.6,0.096,10,2.3,0.64
,21:34:42,4,43200,26828.6,0.69,13.3,7,12.6,0.099,10,2.3,0.64
,21:34:43,4,43200,26829.6,0.69,13.3,7,12.6,0.103,10,2.3,0.64
,21:34:44,4,43200,26830.6,0.69,13.3,7,12.6,0.104,10,2.3,0.65
,21:34:45,4,43200,26831.6,0.69,13.3,7,12.6,0.1,10,2.3,0.65
,21:34:46,4,43200,26832.6,0.69,13.3,7,12.6,0.096,10,2.3,0.65
,21:34:47,4,43200,26833.6,0.69,13.3,7,12.5,0.096,10,2.3,0.65
,21:34:48,4,43200,26834.6,0.69,13.3,7,12.5,0.099,10,2.3,0.64
,21:34:49,4,43200,26835.6,0.69,13.3,7,12.5,0.103,10,2.3,0.64
,21:34:50,4,43200,26836.6,0.69,13.3,6,12.5,0.107,10,2.3,0.64
,21:34:51,4,43200,26837.6,0.69,13.3,7,12.5,0.103,10,2.3,0.64
,21:34:52,4,43200,26838.6,0.69,13.3,7,12.5,0.096,10,2.3,0.65
,21:34:53,4,43200,26839.6,0.69,13.3,7,12.5,0.096,10,2.3,0.65
,21:34:54,4,43200,26840.6,0.69,13.3,7,12.5,0.099,10,2.3,0.64
,21:34:55,4,43200,26841.6,0.69,13.3,7,12.5,0.103,10,2.3,0.64
,21:34:56,4,43200,26842.6,0.69,13.3,7,12.4,0.103,10,2.3,0.64
,21:34:57,4,43200,26843.6,0.69,13.3,7,12.4,0.103,10,2.3,0.64
,21:34:58,4,43200,26844.6,0.69,13.3,7,12.4,0.1,10,2.3,0.65
,21:34:59,4,43200,26845.6,0.69,13.3,7,12.4,0.096,10,2.3,0.65
,21:35:00,4,43200,26846.6,0.69,13.3,7,12.4,0.1,10,2.3,0.65
,21:35:01,4,43200,26847.6,0.69,13.3,7,12.4,0.104,10,2.3,0.65
,21:35:02,4,43200,26848.6,0.69,13.3,7,12.4,0.104,10,2.3,0.65
,21:35:03,4,43200,26849.6,0.69,13.3,7,12.4,0.1,10,2.3,0.65
,21:35:04,4,43200,26850.6,0.69,13.3,7,12.4,0.1,10,2.3,0.65
,21:35:05,4,43200,26851.6,0.69,13.3,7,12.3,0.104,10,2.3,0.65
,21:35:06,4,43200,26852.6,0.69,13.3,7,12.3,0.103,10,2.3,0.64
,21:35:07,4,43200,26853.6,0.69,13.3,7,12.3,0.103,10,2.3,0.64
,21:35:08,4,43200,26854.6,0.69,13.3,7,12.3,0.104,10,2.3,0.65
,21:35:09,4,43200,26855.6,0.7,13.3,7,12.3,0.101,10,2.3,0.65
,21:35:10,4,43200,26856.6,0.69,13.3,7,12.3,0.1,10,2.3,0.65
,21:35:11,4,43200,26857.6,0.69,13.3,7,12.3,0.099,10,2.3,0.64
,21:35:12,4,43200,26858.6,0.69,13.3,7,12.3,0.099,10,2.3,0.64
,21:35:13,4,43200,26859.6,0.69,13.3,7,12.2,0.099,10,2.3,0.65
,21:35:14,4,43200,26860.6,0.69,13.3,7,12.2,0.1,10,2.3,0.65
,21:35:15,4,43200,26861.6,0.69,13.3,7,12.2,0.099,10,2.3,0.64
,21:35:16,4,43200,26862.6,0.69,13.3,7,12.2,0.103,10,2.3,0.64
,21:35:17,4,43200,26863.6,0.69,13.3,7,12.2,0.103,10,2.3,0.64
,21:35:18,4,43200,26864.6,0.68,13.3,7,12.2,0.099,10,2.3,0.64
,21:35:19,4,43200,26865.6,0.68,13.3,7,12.2,0.099,10,2.3,0.64
,21:35:20,4,43200,26866.6,0.68,13.3,7,12.1,0.099,10,2.3,0.64
,21:35:21,4,43200,26867.6,0.69,13.3,7,12.1,0.103,10,2.3,0.64
,21:35:22,4,43200,26868.6,0.69,13.3,7,12.1,0.103,10,2.3,0.64
,21:35:23,4,43200,26869.6,0.68,13.3,7,12.1,0.099,10,2.3,0.64
,21:35:24,4,43200,26870.6,0.68,13.3,7,12.1,0.098,10,2.3,0.63
,21:35:25,4,43200,26871.6,0.68,13.3,7,12.1,0.102,10,2.3,0.63
,21:35:26,4,43200,26872.6,0.68,13.3,7,12.1,0.101,10,2.3,0.63
,21:35:27,4,43200,26873.6,0.68,13.3,7,12.1,0.102,10,2.3,0.63
,21:35:28,4,43200,26874.6,0.68,13.3,7,12.1,0.102,10,2.3,0.64
,21:35:29,4,43200,26875.6,0.68,13.3,7,12.1,0.102,10,2.3,0.64
,21:35:30,4,43200,26876.6,0.68,13.3,7,12,0.099,10,2.3,0.64
,21:35:31,4,43200,26877.6,0.69,13.3,7,12,0.103,10,2.3,0.64
,21:35:32,4,43200,26878.6,0.68,13.3,7,12,0.102,10,2.3,0.64
,21:35:33,4,43200,26879.6,0.68,13.3,7,12,0.098,10,2.3,0.64
,21:35:34,4,43200,26880.6,0.68,13.3,7,12,0.095,10,2.3,0.64
,21:35:35,4,43200,26881.6,0.68,13.3,7,12,0.095,10,2.3,0.64
,21:35:36,4,43200,26882.6,0.68,13.3,7,12,0.099,10,2.2,0.64
,21:35:37,4,43200,26883.6,0.68,13.3,7,11.9,0.102,10,2.3,0.64
,21:35:38,4,43200,26884.6,0.68,13.3,7,11.9,0.099,10,2.3,0.64
,21:35:39,4,43200,26885.6,0.68,13.3,7,11.9,0.099,10,2.3,0.64
,21:35:40,4,43200,26886.6,0.68,13.3,7,11.9,0.095,10,2.3,0.64
,21:35:41,4,43200,26887.6,0.68,13.3,7,11.9,0.099,10,2.3,0.64
,21:35:42,4,43200,26888.6,0.68,13.3,6,11.9,0.107,10,2.3,0.64
,21:35:43,4,43200,26889.6,0.68,13.3,6,11.9,0.107,10,2.3,0.64
,21:35:44,4,43200,26890.6,0.69,13.3,7,11.8,0.103,10,2.3,0.64
,21:35:45,4,43200,26891.6,0.69,13.3,7,11.8,0.1,10,2.3,0.65
,21:35:46,4,43200,26892.6,0.69,13.3,7,11.8,0.1,10,2.3,0.65
,21:35:47,4,43200,26893.6,0.69,13.3,7,11.8,0.104,10,2.3,0.65
,21:35:48,4,43200,26894.6,0.69,13.3,7,11.8,0.103,10,2.3,0.64
,21:35:49,4,43200,26895.6,0.69,13.3,7,11.8,0.103,10,2.3,0.64
,21:35:50,4,43200,26896.6,0.69,13.3,7,11.8,0.103,10,2.3,0.64
,21:35:51,4,43200,26897.6,0.69,13.3,7,11.8,0.099,10,2.3,0.64
,21:35:52,4,43200,26898.6,0.69,13.3,7,11.8,0.099,10,2.3,0.64
,21:35:53,4,43200,26899.6,0.69,13.3,7,11.8,0.099,10,2.3,0.64
,21:35:54,4,43200,26900.6,0.69,13.3,7,11.7,0.103,10,2.3,0.64
